EpisodesSoFar,EpRewMean,MeanEntropy,ReturnStepMaxmin,StdIW,Iteration,MeanIW,InitialReturnMax,StdD2w0t,MeanD2w0t,Bound,InitialReturnStd,EpLenMean,MinD2w0t,MinIW,InitialBound,MaxIW,ReturnMeanIW,TimeElapsed,EmpiricalD2,Weights,J_sample_variance,InitialReturnMin,InitialReturnMean,ReturnStepMax,MaxD2w0t,TimestepsSoFar,EpThisIter
8200,95.74405461615446,-1.5904241,8.099068,0.74479544,82,0.88203424,115.41084,0.3133971,0.035072908,-823.4079,37.879677,10.58,,0.035068985,-876.38696,6.3922834,-716.15045,419.9618890285492,2.6208274,[-1.049  0.028 -0.298  0.282 -2.994],381167.16,-71.0645,-5.722046e-06,9.049533,16.306538,72076,100
8300,94.44873538402123,-1.6198194,8.076312,0.7174473,83,0.87603563,140.17957,0.24582599,0.029148756,-799.2204,37.58405,10.45,,0.010842378,-879.4965,8.868823,-709.8252,425.1722049713135,2.1239715,[-1.069  0.051 -0.355  0.299 -3.009],351290.2,-69.88722,1.8310546e-06,9.038156,11.377623,73121,100
8400,93.74267419512634,-1.6319156,8.062179,1.0146639,84,0.7554392,140.7515,0.35249752,0.034806952,-730.5106,38.358467,10.38,,0.0024408079,-879.4194,8.512527,-611.30676,430.76091837882996,4.040316,[-1.072  0.094 -0.379  0.286 -3.039],734540.44,-59.41771,-2.822876e-06,9.031087,24.812286,74159,100
8500,101.14985629747571,-1.6442164,8.192422,0.38224575,85,0.9910055,149.56644,0.1524735,0.0229718,-874.2608,41.333984,11.12,,0.3270326,-881.7238,2.2115998,-798.3787,436.2629256248474,1.1429377,[-1.037  0.06  -0.34   0.324 -3.051],96146.305,-75.81703,1.8310546e-06,9.0962105,1.348527,75271,100
8600,94.04726539391649,-1.5806736,8.068643,0.58737653,86,0.65678173,108.9827,0.64748406,0.052367993,-667.4116,38.28799,10.41,,0.01169289,-875.2121,4.18358,-529.50275,440.7999632358551,6.8172054,[-1.051  0.065 -0.353  0.314 -3.063],235505.53,-69.48779,6.2179565e-06,9.03432,52.475353,76312,100
8700,86.15100306277634,-1.6263455,7.9108114,1.0435005,87,0.8159197,91.38624,0.8774309,0.044700284,-776.11884,31.063887,9.62,,0.009325284,-870.12866,9.397553,-657.4452,445.908882856369,7.6142106,[-0.993  0.033 -0.282  0.342 -3.   ],744675.06,-52.750057,2.8991699e-06,8.955405,129.92027,77274,100
8800,77.85261906632208,-1.5751902,7.7139053,0.5129959,88,0.9296477,90.74469,0.18480358,0.02210789,-826.84735,31.607826,8.79,,0.13456091,-866.06116,4.2563205,-750.48926,450.9774510860443,1.7954828,[-1.036  0.032 -0.317  0.387 -3.045],180793.81,-54.845528,-1.0681152e-06,8.856953,8.273427,78153,100
8900,81.14816414095475,-1.5933498,7.795657,0.43137416,89,0.88862735,87.57128,0.16154082,0.021178296,-788.0073,29.740124,9.12,,0.060507562,-867.2855,2.861566,-714.9853,456.1559782028198,1.4209983,[-1.057  0.071 -0.272  0.376 -2.994],124188.51,-48.17401,-5.0354006e-06,8.897826,4.217317,79065,100
9000,85.95246351319948,-1.593844,7.906764,0.62145656,90,0.85564005,163.37474,0.26036626,0.025915844,-813.16284,41.828793,9.6,,0.09786395,-880.31085,4.0764804,-693.6931,461.7743854522705,2.6102653,[-1.075  0.098 -0.303  0.356 -3.012],271596.03,-61.886414,-3.8146972e-08,8.953382,36.17812,80025,100
9100,81.75955526934582,-1.5699302,7.812539,1.0501423,91,0.86162275,128.10632,0.60667336,0.039838824,-803.035,33.723778,9.18,,0.011393581,-873.7586,7.771702,-691.37665,466.5187771320343,8.200279,[-1.072  0.104 -0.304  0.374 -3.013],730277.8,-48.590828,-5.1116945e-06,8.906269,43.26081,80943,100
9200,84.45726239334343,-1.5746013,7.8745546,0.96370333,92,0.891615,125.60351,0.22853404,0.02646687,-812.78424,33.3172,9.45,,0.013117183,-874.57227,5.133032,-716.63434,471.43119168281555,3.17303,[-1.056  0.109 -0.305  0.335 -2.989],617787.8,-51.099594,1.9836425e-06,8.937277,14.742576,81888,100
9300,85.74999625822707,-1.5859387,7.9018793,0.096475266,93,0.9934491,116.27661,0.13800909,0.019286811,-869.2839,31.527437,9.58,,0.7437799,-873.6508,1.3036429,-801.7386,476.6161847114563,1.0114731,[-1.06   0.13  -0.311  0.292 -2.994],6990.0947,-52.354725,1.2207031e-06,8.950939,1.1754115,82846,100
9400,84.1556002317215,-1.5790195,7.8674316,0.587971,94,0.7033136,84.91375,1.1136825,0.053258076,-684.4472,31.640484,9.42,,0.013846574,-868.3818,8.239708,-561.88135,480.9410035610199,12.119969,[-1.052  0.136 -0.296  0.287 -3.005],226995.56,-60.679462,1.8310546e-06,8.933715,111.07933,83788,100
9500,76.65454487909665,-1.5879154,7.6827126,1.0111779,95,0.8992269,132.79263,0.16769305,0.021185335,-803.6973,32.90417,8.67,,0.07340008,-871.5272,8.161323,-725.7666,486.12879943847656,1.9807734,[-1.052  0.151 -0.295  0.313 -2.998],718948.9,-53.67434,-3.2806397e-06,8.841354,4.3658767,84655,100
9600,86.34965333000295,-1.5100901,7.9148674,1.0491158,96,0.85596156,115.71527,0.3418653,0.03500231,-792.0509,31.075216,9.64,,0.06882062,-873.77466,11.127994,-687.2613,491.59779477119446,5.468233,[-1.049  0.125 -0.28   0.354 -3.007],733647.2,-52.92639,-2.9754638e-06,8.957433,18.52728,85619,100
9700,89.74976482117094,-1.4912931,7.9859285,0.76416683,97,0.7468695,128.70242,0.5183697,0.037824653,-735.0382,35.261265,9.98,,0.010007441,-876.8002,6.5858808,-594.3208,497.4294641017914,6.9538136,[-1.093  0.143 -0.301  0.316 -2.929],392214.25,-55.902016,-5.8746336e-06,8.992964,62.079987,86617,100
9800,90.34883545686742,-1.5237588,7.99778,0.6471517,98,0.8841754,159.37436,0.17371528,0.0232649,-801.657,40.161694,10.04,,0.11806746,-881.07043,5.1817265,-715.0893,503.4018530845642,1.6469928,[-1.11   0.157 -0.338  0.272 -2.91 ],296099.34,-66.01691,-4.4250487e-06,8.998889,11.117285,87621,100
9900,89.94526563539317,-1.5103385,7.9890537,0.27042893,99,0.9606929,144.47577,0.1468552,0.02080697,-854.95557,43.721638,10.0,,0.23596099,-879.23706,2.4719653,-777.36523,508.8698105812073,1.1191738,[-1.126  0.154 -0.349  0.298 -2.943],49006.47,-65.46848,-4.3869018e-06,8.994526,2.8885546,88621,100
10000,81.55396203611136,-1.5267664,7.8065395,0.35766116,100,0.93082875,103.94513,0.17730476,0.021930942,-830.9621,32.283295,9.16,,0.020588245,-870.11633,2.7407503,-751.7042,513.848450422287,1.4195867,[-1.143  0.145 -0.356  0.313 -2.929],89445.8,-48.45601,2.7465821e-06,8.90327,7.786001,89537,100
10100,87.65169510637693,-1.5327904,7.9430285,0.9188217,101,0.81886065,130.56917,0.21617876,0.025467427,-758.6161,33.976875,9.77,,0.013493982,-876.38245,7.6079435,-660.8207,519.3328771591187,2.4020357,[-1.123  0.117 -0.314  0.325 -2.946],562065.56,-63.80822,-3.2806397e-06,8.971514,15.896382,90514,100
10200,79.65635045426414,-1.5567418,7.7606173,0.8278851,102,0.8588532,130.00504,0.4101975,0.031693906,-806.00055,32.76408,8.97,,0.008878802,-872.89667,5.241893,-691.05743,524.240948677063,4.806517,[-1.13   0.124 -0.318  0.347 -2.952],462327.16,-56.470615,-2.5939942e-06,8.880306,35.0569,91411,100
10300,87.85058135712961,-1.5162603,7.947009,0.4034607,103,0.9184783,146.21658,0.16717745,0.022556812,-828.6589,37.909798,9.79,,0.21121643,-878.6277,2.6668026,-742.7638,529.2949950695038,1.4294931,[-1.115  0.12  -0.292  0.313 -2.976],112230.82,-63.82212,-2.5558472e-06,8.973502,4.845611,92390,100
10400,90.75764285658319,-1.5400587,8.007469,0.77678806,104,0.67654896,143.52432,0.48049527,0.038682353,-670.6021,36.56701,10.08,,0.011238269,-879.14233,5.0254135,-544.93097,534.9574563503265,5.9109306,[-1.113  0.142 -0.317  0.293 -2.935],424212.7,-66.54573,-2.9373168e-06,9.003735,54.1751,93398,100
10500,87.05365018128445,-1.5653336,7.930723,1.5148385,105,0.6504965,169.68771,1.7091789,0.0708518,-675.1988,34.454037,9.71,,0.0004600732,-881.16125,14.17291,-519.8251,541.0114905834198,20.848293,[-1.078  0.096 -0.259  0.347 -2.959],1539170.6,-53.42782,1.1444092e-06,8.965361,186.19885,94369,100
10600,80.15536553598712,-1.5706946,7.772807,1.0033542,106,0.75142896,80.15024,1.4090489,0.05687248,-719.6315,30.838573,9.02,,0.001967097,-865.67676,7.739639,-602.7229,546.9120020866394,15.45766,[-1.07   0.058 -0.229  0.42  -2.984],680632.8,-57.011826,3.890991e-06,8.886403,148.29007,95271,100
10700,80.56032770791771,-1.5800782,7.783739,1.0579141,107,0.7513994,112.99205,1.6164479,0.065105155,-747.5756,30.535358,9.06,,0.005015791,-870.958,10.218694,-601.63214,552.0227651596069,18.335327,[-1.067  0.069 -0.23   0.452 -2.99 ],711193.4,-67.27044,1.0681152e-06,8.891869,180.55327,96177,100
10800,73.05714674401067,-1.7518802,7.5829487,0.99281734,108,0.7892396,95.07484,0.20713913,0.025374195,-719.3101,27.213776,8.31,,0.014878159,-863.43097,7.625808,-631.49194,557.0138635635376,2.3626575,[-1.079  0.086 -0.231  0.48  -2.999],658526.25,-60.403015,-2.5939942e-06,8.791474,5.3625617,97008,100
10900,67.26295847986162,-1.7607421,7.4030933,0.9723,109,0.7902184,117.04034,2.031024,0.055164482,-767.546,27.599388,7.73,,0.0028060633,-861.8042,13.772778,-627.98486,562.1618874073029,17.786394,[-1.024  0.061 -0.187  0.506 -3.171],625978.94,-45.078373,-3.929138e-06,8.701547,344.10922,97781,100
11000,67.96139984515744,-1.7457273,7.4260006,0.9633466,110,0.8576397,91.35336,0.19633098,0.020725574,-753.7869,26.81071,7.8,,0.05778354,-858.5338,8.095074,-683.7601,567.461813211441,2.6956418,[-1.02   0.061 -0.167  0.537 -3.18 ],622627.0,-45.761166,9.155273e-07,8.712999,10.585808,98561,100
11100,73.7642777466518,-1.7373035,7.6048403,0.70390856,111,0.91619825,111.150276,0.4657225,0.027905177,-825.9832,31.079905,8.38,,0.0028534017,-866.5723,4.714259,-737.4887,572.9946579933167,4.295164,[-1.022  0.069 -0.179  0.511 -3.165],337232.7,-60.934425,-5.340576e-06,8.80242,63.825497,99399,100
11200,65.56589183993502,-1.7831978,7.345476,0.58260614,112,0.79027784,76.46356,0.30551803,0.026508711,-716.37616,24.360523,7.56,,0.0050094477,-853.63074,5.80333,-630.67816,577.65025639534,2.8670423,[-1.021  0.104 -0.187  0.508 -3.156],227233.1,-53.468555,-3.1280517e-06,8.672737,17.095488,100155,100
11300,67.16475773952995,-1.7884425,7.400199,0.38731566,113,0.9694361,74.886,0.12716879,0.015909448,-831.84503,22.176552,7.72,,0.36048937,-854.969,2.6747177,-774.73676,583.0832149982452,1.1225185,[-1.079  0.157 -0.252  0.482 -3.202],101480.805,-35.352783,-4.8828124e-06,8.700098,1.3041728,100927,100
11400,71.26069696878058,-1.7276139,7.5303135,0.45152035,114,0.8395056,79.823555,0.30284125,0.023851497,-762.02563,28.364,8.13,,0.122449145,-859.6313,4.58838,-675.0727,587.7768375873566,2.339944,[-1.076  0.167 -0.258  0.468 -3.207],142152.9,-48.80584,1.1825562e-06,8.765154,46.37316,101740,100
11500,70.76165055528244,-1.7451128,7.5152617,0.26901245,115,0.97131103,122.038795,0.13251986,0.016899554,-849.3493,28.92276,8.08,,0.08058213,-865.7118,1.8994788,-779.49725,593.4188017845154,1.0999087,[-1.016  0.193 -0.183  0.445 -3.147],50051.867,-48.316944,-6.1416627e-06,8.75763,2.1008728,102548,100
11600,73.16080340031266,-1.7382867,7.586734,0.8898798,116,0.91806626,127.9395,0.35235026,0.027157217,-834.35406,31.265776,8.32,,0.020388242,-868.4994,6.0984144,-734.1325,597.9576604366302,4.464042,[-1.007  0.176 -0.179  0.452 -3.164],523707.34,-50.476955,-8.468628e-06,8.793366,28.696783,103380,100
11700,70.15729922207196,-1.7698067,7.4955873,1.0607578,117,0.75423485,97.84818,0.6842139,0.03795178,-712.5514,30.2288,8.02,,0.0056945686,-861.5991,8.74829,-599.7513,602.7974722385406,9.504672,[-1.012  0.167 -0.176  0.435 -3.157],744058.1,-47.71428,-1.9073486e-06,8.747792,70.70422,104182,100
11800,75.36188554855809,-1.7911036,7.6491556,0.52993345,118,0.8424566,92.9656,0.16905546,0.021329438,-753.0897,29.469854,8.54,,0.022223683,-864.8707,3.391476,-679.49866,608.4170997142792,1.4633217,[-1.03   0.182 -0.212  0.395 -3.189],194251.8,-52.599083,1.9454956e-06,8.824577,3.2533371,105036,100
11900,78.45641307358024,-1.7873793,7.7302628,0.40551332,119,0.9787915,192.6307,0.13587694,0.018209528,-863.2919,36.657578,8.85,,0.3272788,-880.1336,4.0433083,-787.5458,614.0054657459259,1.1197838,[-0.985  0.165 -0.176  0.394 -3.21 ],108358.79,-65.06941,-2.1743774e-06,8.865131,1.4492221,105921,100
12000,75.66018247013447,-1.7997867,7.6569843,1.1426853,120,0.83640414,92.722404,0.7913376,0.040066913,-776.1982,29.832798,8.57,,0.0012405533,-865.01666,8.128237,-673.1988,618.4363672733307,9.51069,[-0.983  0.165 -0.175  0.385 -3.206],886415.7,-52.866837,-4.615784e-06,8.828492,80.197235,106778,100
12100,69.96296503356993,-1.796892,7.4907446,0.8550275,121,0.8782608,81.04147,0.25579378,0.022454701,-781.0791,28.271261,8.0,,0.024923138,-858.74664,6.544317,-701.89703,622.7147805690765,2.9826784,[-0.994  0.158 -0.17   0.423 -3.219],481365.22,-47.597294,6.942749e-06,8.745371,27.310272,107578,100
12200,71.66191629108098,-1.7978526,7.542696,0.8816206,122,0.80006343,160.96216,1.1249886,0.044054177,-770.8799,30.496458,8.17,,0.01655029,-871.6687,5.3024216,-640.8015,627.506011724472,11.838709,[-0.996  0.144 -0.171  0.413 -3.216],523707.8,-58.9843,-1.1062622e-06,8.771348,111.76594,108395,100
12300,76.85804735627678,-1.8125219,7.6888504,1.222593,123,0.84719,91.49608,0.31556356,0.028753726,-766.2944,28.635593,8.69,,0.002213893,-865.55853,8.852984,-680.3146,632.9628496170044,4.7504354,[-1.     0.142 -0.18   0.385 -3.217],1002630.44,-54.01911,4.119873e-06,8.844424,15.814672,109264,100
12400,76.45898333969457,-1.8007823,7.678379,0.84506905,124,0.9356681,100.3494,0.41393283,0.028771201,-835.4746,31.420357,8.65,,0.011931781,-866.75507,4.8429756,-751.01996,638.6910645961761,4.4223137,[-1.007  0.132 -0.167  0.417 -3.232],478145.78,-53.54959,-7.6293946e-07,8.839189,51.6384,110129,100
12500,75.05639437816765,-1.7747575,7.639579,0.9468378,125,0.85649955,109.972565,0.68202287,0.033797875,-785.4468,33.0603,8.51,,0.0074413465,-867.28406,6.081936,-685.9459,643.5615129470825,6.847164,[-0.946  0.135 -0.174  0.387 -3.22 ],578429.8,-62.07406,-2.1743774e-06,8.819787,120.01552,110980,100
12600,73.6566125734602,-1.7691752,7.600149,0.7893036,126,0.7911803,68.90433,0.951785,0.03893997,-737.66516,25.085548,8.37,,0.00925751,-859.5368,5.9416575,-631.2892,648.9545183181763,9.120203,[-0.968  0.117 -0.169  0.43  -3.194],415087.5,-61.028103,-5.8746336e-06,8.800075,143.41112,111817,100
12700,76.76104574263469,-1.8203074,7.6868763,1.0400339,127,0.68917876,164.04462,0.98124444,0.048476245,-690.48663,33.788002,8.68,,0.0009499355,-875.72455,6.888089,-543.72864,653.268721818924,10.723362,[-0.97   0.125 -0.171  0.452 -3.188],687579.0,-53.72421,-7.6293944e-08,8.843438,162.63902,112685,100
12800,74.8641691458602,-1.8216401,7.63585,0.7435615,128,0.6395813,126.43592,1.2894123,0.050548073,-628.5634,31.907183,8.49,,0.0051634395,-869.5536,5.7428045,-510.40546,658.7328145503998,14.004533,[-1.015  0.167 -0.238  0.405 -3.239],386339.72,-52.046673,2.2888185e-06,8.817924,163.34247,113534,100
12900,65.76032689450099,-1.823593,7.351012,0.674168,129,0.60133725,76.34381,1.673966,0.06092129,-612.4791,26.77699,7.58,,0.002032974,-853.808,4.7532616,-474.9094,661.3678905963898,20.372757,[-1.027  0.163 -0.244  0.439 -3.241],304109.72,-53.582012,-9.155273e-07,8.675506,163.52966,114292,100
13000,71.65523824627408,-1.8183649,7.541071,0.20946985,130,0.9710006,137.32889,0.1319248,0.016939089,-853.63086,31.15958,8.17,,0.26609814,-868.55646,1.999661,-780.56683,665.2409362792969,1.064107,[-1.027  0.137 -0.22   0.488 -3.243],31858.518,-58.957253,2.4032593e-06,8.770531,1.7338437,115109,100
13100,65.66264933312091,-1.8180243,7.3481274,1.1186801,131,0.79382515,84.964615,1.3948815,0.04374433,-743.2577,24.788557,7.57,,0.005546069,-855.1301,7.620097,-631.3349,667.6138124465942,12.92015,[-1.021  0.126 -0.217  0.493 -3.237],834665.9,-43.659836,2.3269654e-06,8.674063,220.49036,115866,100
13200,73.85925249909293,-1.8261541,7.6065006,0.93625784,132,0.7072605,119.136505,1.2398822,0.044613097,-678.2191,28.952108,8.39,,0.00140764,-867.6816,12.736972,-564.6886,671.2244777679443,11.883435,[-1.021  0.136 -0.234  0.457 -3.237],599488.06,-51.208664,2.2125244e-06,8.803248,156.30785,116705,100
13300,70.36187173886125,-1.8282121,7.5029535,0.8441017,133,0.7228541,89.1568,2.8057885,0.06102796,-695.5447,27.458763,8.04,,0.0046991776,-860.38354,5.23188,-573.9315,674.6522595882416,20.601967,[-1.027  0.14  -0.236  0.482 -3.245],474014.34,-47.985645,-2.670288e-07,8.751476,521.27966,117509,100
13400,67.06239841436236,-1.8249114,7.3962154,0.466466,134,0.9398977,100.63469,0.1359007,0.01678375,-817.9545,26.158422,7.71,,0.14957094,-859.09644,3.6611953,-751.04425,677.1315863132477,1.2637568,[-1.038  0.147 -0.255  0.449 -3.247],144367.81,-54.821335,-1.4495849e-06,8.698106,2.4984655,118280,100
13500,71.4581466388825,-1.8333558,7.5357533,0.7324854,135,0.78510374,113.16494,0.67319244,0.032392513,-731.7117,27.703522,8.15,,0.008331902,-864.93475,5.897271,-626.44946,681.5177309513092,6.9007792,[-1.032  0.129 -0.251  0.453 -3.244],361486.25,-49.007614,-8.392334e-07,8.767871,81.935425,119095,100
13600,73.25986706038853,-1.8610045,7.5894117,0.78825355,136,0.8012039,103.22898,0.55999154,0.046856426,-754.7463,28.067974,8.33,,0.0037687288,-864.8885,6.1096997,-641.4137,683.8922464847565,5.355192,[-1.043  0.113 -0.259  0.44  -3.252],404022.8,-50.688114,5.760193e-06,8.794703,35.848656,119928,100
13700,72.05532899242635,-1.8610044,7.5530653,0.8521425,137,0.7490053,96.0069,1.9362988,0.054678954,-731.3219,27.0946,8.21,,0.002000326,-862.7772,5.611718,-599.63763,686.7471356391907,16.74338,[-0.981  0.115 -0.157  0.413 -3.28 ],499927.22,-49.586422,4.577637e-06,8.776532,287.9488,120749,100
13800,72.46146111621086,-1.8356719,7.5664177,0.6915204,138,0.8334148,95.58673,0.7603585,0.03814953,-767.08496,26.329603,8.25,,0.022910625,-863.0817,6.0652714,-668.33887,690.8184335231781,7.44301,[-0.978  0.103 -0.147  0.452 -3.28 ],319830.0,-49.989353,2.784729e-06,8.783208,111.30647,121574,100
13900,71.45875047156831,-1.8369845,7.5358944,0.76694596,139,0.7677336,96.70305,0.75816536,0.037098102,-714.52277,31.680143,8.15,,0.019761045,-862.56976,9.561757,-612.97455,693.9649705886841,8.94098,[-1.005  0.113 -0.181  0.471 -3.255],391965.34,-58.76665,-6.8664554e-07,8.767945,70.28415,122389,100
14000,75.85784773457297,-1.8346939,7.6619034,1.1265229,140,0.6127562,109.167786,1.0561929,0.0562992,-633.3531,31.675882,8.59,,0.0005799443,-867.67914,7.2598577,-490.0332,697.969563961029,16.76673,[-1.007  0.113 -0.183  0.445 -3.256],879844.2,-52.98404,-8.69751e-06,8.830949,90.21196,123248,100
14100,74.65704808630672,-1.8887397,7.628584,1.0559509,141,0.8812036,93.52621,0.44725993,0.03241257,-805.61444,26.930655,8.47,,0.0018279674,-864.3532,7.142673,-712.5132,701.0296244621277,6.0407186,[-1.032  0.133 -0.218  0.401 -3.254],768006.94,-52.022804,-1.6021728e-06,8.814291,35.883408,124095,100
14200,71.06164328353103,-1.9016364,7.5244513,0.82095164,142,0.90791905,79.9397,0.6385724,0.034411047,-823.09216,25.460394,8.11,,0.0027278082,-859.42,8.863458,-729.21875,705.7722542285919,6.607141,[-1.028  0.122 -0.235  0.439 -3.308],450876.8,-48.70999,-1.1444092e-06,8.762225,77.28316,124906,100
14300,74.85741633000441,-1.9201719,7.6342545,0.92624557,143,0.78745484,150.29675,0.388452,0.029269883,-736.0716,32.93306,8.49,,0.0064665107,-872.69745,5.712764,-629.79895,708.2377495765686,5.258733,[-1.04   0.149 -0.252  0.442 -3.321],575951.25,-51.99603,-3.6621093e-06,8.817127,44.363277,125755,100
14400,66.16042502264303,-1.9167211,7.3649426,0.7448837,144,0.8010374,142.43698,0.5411248,0.030443419,-757.8347,28.91778,7.62,,0.0051957443,-864.2151,4.44828,-637.81396,712.4918773174286,6.5702477,[-1.022  0.17  -0.266  0.404 -3.339],367069.8,-53.886627,-5.8746336e-06,8.68247,52.828487,126517,100
14500,78.25609506963569,-1.9201915,7.725049,1.1850116,145,0.7556366,107.006355,1.2492225,0.0521354,-734.993,32.16226,8.83,,0.004165453,-868.8321,7.4108944,-606.5591,717.0388345718384,14.839678,[-1.021  0.169 -0.271  0.381 -3.336],967758.6,-55.189526,2.822876e-06,8.862524,146.68835,127400,100
14600,68.95996954802352,-1.9358578,7.4582224,0.6334537,146,0.8244369,147.59291,0.3182413,0.024682174,-770.1553,24.722975,7.9,,0.035483636,-867.5011,3.156472,-657.9264,721.6194291114807,3.8402135,[-1.013  0.156 -0.249  0.417 -3.339],269766.1,-46.747604,-5.264282e-06,8.72911,29.244177,128190,100
14700,77.85981267952853,-1.9323491,7.7155437,0.35093996,147,0.9514586,139.63733,0.1418635,0.0186535,-844.4893,33.604942,8.79,,0.16822049,-873.2509,2.6149106,-766.02106,727.1352350711823,1.1763756,[-1.007  0.153 -0.246  0.399 -3.355],84699.92,-64.65106,-4.9209593e-06,8.857772,3.943879,129069,100
14800,73.66200596314127,-1.9276515,7.6014357,0.8730046,148,0.9253775,143.41649,0.24702767,0.023984155,-841.3157,31.466078,8.37,,0.00749838,-870.9725,6.352106,-744.80597,731.2271161079407,3.2720873,[-1.02   0.142 -0.25   0.401 -3.351],519249.47,-50.942356,-8.125306e-06,8.800717,21.609983,129906,100
14900,75.05472948451254,-1.9218115,7.639184,1.1103622,149,0.80442953,118.07355,1.7959579,0.04994042,-770.3938,30.415232,8.51,,0.0048629367,-868.36035,6.683922,-648.01086,735.3336644172668,13.970806,[-1.02   0.141 -0.256  0.383 -3.346],849502.25,-62.159866,-8.392334e-07,8.8195915,352.8147,130757,100
15000,73.06055238304371,-1.9244734,7.583769,0.6693474,150,0.59191185,94.9808,2.4624236,0.07228181,-598.55414,23.765976,8.31,,0.0012697142,-863.3732,16.472542,-467.10898,740.6275091171265,24.438387,[-1.021  0.14  -0.247  0.41  -3.341],295095.34,-50.615654,1.2207031e-06,8.791884,284.63672,131588,100
15100,75.3584379157474,-1.9219385,7.648347,1.2839376,151,0.8529325,141.80318,0.44600376,0.030416572,-779.0486,27.940327,8.54,,0.002050473,-871.78845,11.962231,-684.72406,743.4392187595367,5.603625,[-1.024  0.137 -0.255  0.385 -3.343],1140009.4,-62.520416,2.670288e-06,8.824173,41.953167,132442,100
15200,78.06006614196849,-2.0149066,7.720789,0.56318134,152,0.8086625,82.12683,0.29433465,0.027114501,-745.80066,31.530743,8.81,,0.04716342,-864.8906,3.8979285,-650.0826,745.8935556411743,2.5484984,[-1.029  0.135 -0.261  0.365 -3.341],215013.94,-55.035343,2.2888183e-07,8.860394,22.731022,133323,100
15300,84.35124874174795,-2.0085313,7.871029,0.29795676,153,0.9578886,109.53333,0.14324544,0.01972557,-847.277,33.69052,9.44,,0.4238214,-872.2197,2.8795662,-773.61755,750.3029611110687,1.1219163,[-1.008  0.106 -0.269  0.37  -3.434],61838.02,-50.99131,-5.1116945e-06,8.9355135,2.754364,134267,100
15400,83.75796575211207,-1.9924284,7.8588505,0.98556185,154,0.79143554,118.159065,0.6888712,0.042471256,-749.6911,31.386734,9.38,,0.010873329,-873.1849,14.782975,-636.12854,755.5372076034546,8.947488,[-0.985  0.111 -0.261  0.368 -3.427],683422.1,-50.53198,5.8746336e-06,8.929423,64.79988,135205,100
15500,83.3566822079826,-1.9932244,7.8493977,0.7344398,155,0.765626,126.63105,1.1013385,0.053501952,-740.1575,33.934998,9.34,,0.006592935,-874.2627,14.072101,-616.4675,760.5076463222504,11.620376,[-0.974  0.111 -0.265  0.342 -3.411],361158.25,-50.061768,-3.5858154e-06,8.924698,110.58746,136139,100
15600,83.35515231255778,-1.9863479,7.8490677,1.0785184,156,0.5976345,85.620155,1.7010158,0.070413604,-620.6643,31.00824,9.34,,0.00023081397,-868.1212,8.531392,-475.914,765.5067849159241,21.611012,[-0.996  0.117 -0.284  0.364 -3.412],812879.6,-59.964333,-4.7302246e-06,8.924534,225.80301,137073,100
15700,81.9576229055022,-1.9919455,7.8168755,0.91674256,157,0.80844,135.88275,0.76867515,0.041743614,-779.01605,35.159466,9.2,,0.01105321,-874.9388,7.2475653,-649.19354,770.548746585846,8.548297,[-1.011  0.136 -0.311  0.325 -3.405],572335.44,-39.03074,-3.5858154e-06,8.908437,85.17885,137993,100
15800,82.15056064875562,-1.9940653,7.8200865,0.69867176,158,0.9190735,94.943954,0.2952921,0.028352818,-834.86035,27.621979,9.22,,0.021135539,-868.8873,5.5191126,-740.20984,775.7349407672882,3.0437143,[-0.996  0.126 -0.344  0.359 -3.411],321460.53,-58.949715,-3.3950805e-06,8.91004,18.942944,138915,100
15900,87.748843785743,-2.000004,7.9445505,0.62369585,159,0.87824243,153.81836,0.22030793,0.02550465,-816.85046,34.65071,9.78,,0.025641162,-879.426,3.7009802,-705.88715,780.5706589221954,2.4463384,[-0.984  0.111 -0.327  0.353 -3.413],258973.58,-54.073532,1.2397766e-05,8.972275,18.42222,139893,100
16000,83.0574899665212,-1.9973719,7.842643,0.16947483,160,0.9765902,150.55138,0.13918729,0.019157603,-859.4796,35.14823,9.31,,0.2723517,-877.3331,1.904028,-787.5349,785.3621919155121,1.0463583,[-0.991  0.103 -0.329  0.343 -3.419],19294.352,-59.521183,-2.670288e-06,8.921321,1.3852879,140824,100
16100,80.25496945735453,-1.9980621,7.7751875,0.76711535,161,0.6538135,137.27496,2.613711,0.07611085,-682.83417,29.856201,9.03,,0.006082696,-874.0844,5.6589146,-520.247,790.0933649539948,24.163742,[-1.007  0.107 -0.341  0.345 -3.416],398039.2,-57.122734,3.3187866e-06,8.887593,356.64197,141727,100
16200,85.3540572556586,-2.0006726,7.893936,0.7432896,162,0.7081911,132.63066,0.9596165,0.04927643,-710.45605,32.402008,9.54,,0.005777034,-875.8124,6.45939,-567.1471,795.8916156291962,11.127437,[-1.011  0.109 -0.353  0.316 -3.417],370917.0,-61.749584,-5.340576e-07,8.946967,94.51468,142681,100
16300,88.45282408496283,-1.929422,7.9599676,1.1490141,163,0.862435,105.796776,0.46127278,0.039618693,-804.9718,33.52986,9.85,,0.024087153,-873.1796,10.543686,-696.6222,801.3556618690491,6.7477684,[-1.01   0.104 -0.357  0.295 -3.42 ],888218.0,-54.776855,-3.0517577e-07,8.979983,37.57441,143666,100
