EpLenMean,MeanEntropy,MeanIWNorm,MaxIWNorm,Bound,ReturnStepMax,MeanIW,TimeElapsed,EmpiricalD2,InitialReturnMax,InitialReturnMin,StdIWNorm,StdIW,MinIWNorm,MinIW,MaxIW,ReturnMeanIW,InitialReturnStd,ESSClassic,EpThisIter,InitialBound,Weights,EpisodesSoFar,EpRewMean,Iteration,TimestepsSoFar,J_sample_variance,ReturnStepMaxmin,ESSRenyi,InitialReturnMean
122.14,-0.41552696,0.010071111,0.01171825,-74.1533,10.0,1.0071111,1321.4066262245178,1.0092739,157.85211,-609.01746,0.00082128646,0.08212865,0.007403136,0.74031365,1.171825,0.78086966,83.25591,99.33936,100,-74.58914,[-1.766  1.849 -3.234 -1.703 -1.834],7400,1211.1209740178738,74,638218,6843.1016,9.831728,99.08113,-3.6621095e-05
124.48,-0.41872478,0.009811658,0.014125155,-73.47949,10.0,0.9811658,1345.1413390636444,1.0281501,179.2727,-611.8955,0.0016998135,0.16998138,0.005047518,0.5047518,1.4125155,2.5095801,92.639114,97.086105,100,-74.94159,[-1.766  1.846 -3.26  -1.702 -1.834],7500,1234.5204088277928,75,650666,7066.8774,9.834883,97.26206,-6.1035155e-07
130.87,-0.41096652,0.010227515,0.016533382,-24.824577,10.0,1.0227516,1370.3981003761292,1.0215641,208.32336,-118.39581,0.001587526,0.1587526,0.0073945993,0.73945993,1.6533382,0.9633491,72.20219,97.64732,100,-25.514303,[-1.764  1.844 -3.263 -1.707 -1.838],7600,1298.4085527717039,76,663753,5424.8364,9.842773,97.88911,-4.8828124e-06
121.61,-0.39233437,0.010220435,0.052692756,-23.01189,10.0,1.0220436,1393.2385923862457,1.2583815,228.09222,-107.93939,0.006370626,0.6370625,0.0026052385,0.26052386,5.2692757,8.32546,60.89445,72.01858,100,-27.93556,[-1.763  1.844 -3.27  -1.706 -1.83 ],7700,1205.8236144265093,77,675914,5245.077,9.83103,79.467155,-8.056641e-05
126.93,-0.39478016,0.010201059,0.020170908,-18.78214,10.0,1.0201058,1418.0996775627136,1.1420864,172.53424,-138.85089,0.003919128,0.39191285,0.0024092838,0.24092838,2.0170908,3.800276,68.90155,87.13832,100,-21.13107,[-1.759  1.848 -3.274 -1.71  -1.811],7800,1259.0136740289227,78,688607,5242.839,9.837967,87.55905,-2.6855469e-05
124.12,-0.41041875,0.009958319,0.01901814,-24.322727,10.0,0.99583197,1441.5724143981934,1.0879383,213.5763,-110.1048,0.0031955934,0.31955934,0.003877741,0.3877741,1.9018141,2.9608202,62.47592,90.66391,100,-26.15769,[-1.756  1.848 -3.284 -1.721 -1.814],7900,1230.919823716966,79,701019,4909.0435,9.834394,91.91698,-4.1503907e-05
126.55,-0.43528003,0.012696578,0.066048905,-7.3438263,10.0,1.269658,1465.8544113636017,1.8084279,174.57782,-116.8692,0.011886625,1.1886625,0.0011996739,0.119967386,6.6048903,21.409315,66.5473,53.291183,100,-21.381287,[-1.755  1.843 -3.282 -1.72  -1.829],8000,1255.241610813236,80,713674,10848.208,9.837927,55.296646,4.4555665e-05
125.48,-0.44156438,0.009517615,0.017526098,-19.31244,10.0,0.95176154,1490.2704894542694,1.1260197,170.11133,-130.70422,0.0032665234,0.32665235,0.0035413217,0.35413218,1.7526097,2.7956812,66.83064,89.462105,100,-20.834291,[-1.742  1.839 -3.283 -1.737 -1.854],8100,1244.5449587112205,81,726222,4493.1504,9.836599,88.808395,7.3242186e-06
126.26,-0.43871504,0.010033679,0.045314725,-13.075949,10.0,1.0033679,1513.8891327381134,1.2946907,143.96332,-129.32428,0.007124027,0.7124027,0.003114721,0.31147212,4.5314727,6.986342,65.277626,66.48423,100,-17.6318,[-1.739  1.843 -3.282 -1.737 -1.86 ],8200,1252.346014458563,82,738848,6609.9478,9.837631,77.238525,3.540039e-05
121.13,-0.43211126,0.00987705,0.02250493,-18.874428,10.0,0.987705,1537.2367243766785,1.1738768,176.63165,-102.34259,0.0040149833,0.40149838,0.0037930715,0.37930715,2.250493,4.563834,61.94373,85.8193,100,-21.632915,[-1.746  1.846 -3.266 -1.72  -1.858],8300,1201.0256610324623,83,750961,5260.6704,9.830399,85.18782,-4.4555665e-05
120.3,-0.43376437,0.0099762855,0.011071531,-83.9576,10.0,0.99762857,1559.6624619960785,1.0034467,187.92773,-687.0588,0.00051460566,0.05146057,0.008294821,0.8294821,1.1071532,0.3344605,93.24537,99.73462,100,-84.14729,[-1.751  1.844 -3.27  -1.728 -1.851],8400,1192.7368164762902,84,762991,8871.503,9.82942,99.65652,-0.00011779785
124.89,-0.41262066,0.009795017,0.037198167,-14.229346,10.0,0.97950166,1583.3654007911682,1.5138887,178.15088,-128.86743,0.006523114,0.65231144,0.0018666547,0.18666548,3.719817,12.616715,66.68674,69.27577,100,-21.81895,[-1.75   1.843 -3.269 -1.729 -1.853],8500,1238.63967820139,85,775480,9894.449,9.835737,66.05505,-1.15966795e-05
126.0,-0.4634609,0.01132051,0.10789561,-9.541746,10.0,1.1320509,1607.02747964859,2.5987463,169.435,-120.118774,0.015469071,1.5469072,0.00046353822,0.046353824,10.789561,23.910917,65.11475,34.876926,100,-20.751469,[-1.756  1.851 -3.267 -1.711 -1.832],8600,1249.7274076197043,86,788080,22855.17,9.836992,38.480095,-3.0517579e-06
128.04,-0.4763184,0.009340512,0.021371877,-21.738026,10.0,0.93405116,1630.7981774806976,1.232861,220.75122,-139.62323,0.004309863,0.43098634,0.001954675,0.1954675,2.1371877,8.281635,73.71503,82.4467,100,-27.03642,[-1.76   1.865 -3.276 -1.701 -1.882],8700,1270.0912271818202,87,800884,7262.6504,9.839016,81.112144,-2.746582e-05
124.91,-0.51765424,0.010536489,0.13102,-6.2251663,10.0,1.0536488,1654.6556339263916,3.5467312,159.03772,-98.35809,0.02113101,2.113101,0.00037984207,0.037984207,13.101999,30.457417,57.96222,19.912138,100,-19.478067,[-1.754  1.864 -3.28  -1.71  -1.895],8800,1238.828073315147,88,813375,29033.195,9.835581,28.194975,-3.0517579e-06
127.77,-0.5137494,0.00990102,0.014915502,-73.18001,10.0,0.99010205,1678.8570773601532,1.0472093,210.6181,-620.219,0.002157647,0.2157647,0.004365237,0.4365237,1.4915502,4.5533557,97.12604,95.46633,100,-75.96098,[-1.757  1.882 -3.286 -1.695 -1.937],8900,1267.400838452681,89,826152,7316.776,9.838829,95.4919,2.6855469e-05
132.61,-0.4821735,0.020157123,1.0070784,20.305237,10.0,2.0157125,1703.6752753257751,17.971739,151.65558,-118.71326,0.101592526,10.159253,0.00016432066,0.016432067,100.70784,99.0459,61.783417,3.7876048,100,-18.573887,[-1.755  1.881 -3.29  -1.7   -1.933],9000,1315.813374190121,90,839413,895285.75,9.844902,5.564292,5.3100586e-05
128.02,-0.49456728,0.010021896,0.016701583,-83.333725,10.0,1.0021896,1728.549592256546,1.0718831,181.48816,-708.8268,0.0029666016,0.29666016,0.004812384,0.48123842,1.6701583,6.5455317,96.73039,91.94361,100,-86.81314,[-1.735  1.888 -3.291 -1.713 -1.901],9100,1269.9216735061543,91,852215,9033.702,9.839472,93.293755,6.164551e-05
129.35,-0.507158,0.009793203,0.019186106,-21.499073,10.0,0.9793203,1752.5519378185272,1.0719434,193.49878,-131.3606,0.0030573,0.30573002,0.003799101,0.3799101,1.9186106,3.0372672,71.25547,91.11949,100,-23.69864,[-1.735  1.891 -3.305 -1.715 -1.913],9200,1283.2016787804755,92,865150,5699.1514,9.840813,93.288506,2.3193359e-05
130.84,-0.5125145,0.009978126,0.015818434,-48.959988,10.0,0.9978126,1776.8667950630188,1.0720395,162.03741,-435.8872,0.0024182498,0.241825,0.0027736232,0.27736232,1.5818435,6.3145566,79.01789,94.45225,100,-53.384945,[-1.739  1.894 -3.311 -1.712 -1.926],9300,1298.1093923042345,93,878234,4982.021,9.842752,93.28014,0.00011657715
127.2,-0.50652885,0.009958393,0.020117635,-74.80981,10.0,0.9958393,1801.1482706069946,1.0584424,243.21167,-627.9625,0.0024882273,0.24882272,0.005506961,0.55069613,2.0117636,4.3150535,91.32768,94.12375,100,-76.90935,[-1.738  1.891 -3.311 -1.719 -1.931],9400,1261.7195250624738,94,890954,8232.885,9.838394,94.478455,4.2114258e-05
131.12,-0.52326506,0.010183695,0.04526975,-17.006052,10.0,1.0183693,1825.378633260727,1.5718093,209.40668,-128.56177,0.007768759,0.776876,0.0005453057,0.054530576,4.526975,15.148027,66.03704,63.21273,100,-25.647072,[-1.741  1.89  -3.318 -1.723 -1.925],9500,1300.9137689596546,95,904066,11685.561,9.843149,63.62095,-9.460449e-05
129.57,-0.4797324,0.017475015,0.78780407,57.99096,10.0,1.7475015,1848.2874040603638,2.086201,221.75378,-624.76526,0.07789011,7.7890105,0.0012137449,0.12137449,78.78041,168.51088,92.61279,4.7922835,100,-76.51785,[-1.735  1.896 -3.326 -1.726 -1.942],9600,1285.4194112795394,96,917023,3066053.2,9.84136,47.93402,-4.6386718e-05
132.89,-0.49927253,0.0104901185,0.026856564,-17.31915,10.0,1.049012,1869.5890231132507,1.1948646,155.35022,-117.53778,0.0045896117,0.4589612,0.0020087813,0.20087814,2.6856565,3.4786227,67.83714,83.93335,100,-19.02646,[-1.742  1.896 -3.333 -1.725 -1.899],9700,1318.623300245969,97,930312,6961.4067,9.845388,83.69149,-2.0751953e-05
128.94,-0.49383447,0.009896719,0.015362448,-73.534386,10.0,0.9896719,1889.9311091899872,1.051919,202.75,-623.8331,0.0019322252,0.19322252,0.0035339529,0.35339528,1.5362449,4.827557,92.71949,96.328125,100,-76.4037,[-1.745  1.901 -3.349 -1.738 -1.918],9800,1279.1300330532777,98,943206,7619.883,9.840748,95.064354,-5.584717e-05
133.08,-0.44595557,0.015030181,0.74973685,11.3016815,10.0,1.5030181,1911.561645269394,15.338681,143.27374,-148.14288,0.07490343,7.4903426,0.00012954969,0.01295497,74.97369,82.3609,63.954422,3.870626,100,-18.143835,[-1.743  1.9   -3.356 -1.745 -1.913],9900,1320.5286058053416,99,956514,660521.9,9.84569,6.5194654,-0.00011047363
133.05,-0.45085675,0.010077369,0.019986298,-18.25535,10.0,1.0077369,1932.7700362205505,1.0670409,160.3031,-135.8216,0.0027943857,0.27943859,0.0047558406,0.4755841,1.9986299,2.025124,62.03451,92.85986,100,-19.632978,[-1.721  1.902 -3.343 -1.724 -1.865],10000,1320.210220164005,100,969819,4289.213,9.845366,93.71712,6.347656e-05
133.42,-0.4432916,0.009806674,0.013298326,-26.501923,10.0,0.9806674,1954.2621064186096,1.0236224,222.4035,-131.67896,0.0013104714,0.13104714,0.0075752744,0.7575275,1.3298327,1.0566771,71.778465,98.24561,100,-27.238714,[-1.725  1.909 -3.372 -1.728 -1.87 ],10100,1323.919842519068,101,983161,5584.1533,9.845947,97.692276,4.1503907e-05
130.07,-0.46508825,0.01401287,0.33015603,-9.993868,10.0,1.4012871,1974.7052085399628,4.306255,160.8327,-135.09845,0.03611371,3.6113708,0.00018127123,0.018127123,33.015602,30.882273,66.55959,13.085814,100,-19.697845,[-1.723  1.908 -3.369 -1.724 -1.862],10200,1290.4069981994226,102,996168,116837.82,9.841782,23.222034,5.7373047e-05
134.15,-0.45506164,0.0101521285,0.018634042,-51.290146,10.0,1.0152129,1995.6199622154236,1.0698123,185.28845,-443.7882,0.0028940854,0.28940853,0.0041698976,0.41698977,1.8634043,4.927826,82.921814,92.4842,100,-54.352768,[-1.723  1.925 -3.37  -1.702 -1.884],10300,1331.1761614760442,103,1009583,5496.648,9.846125,93.47434,-3.540039e-05
135.28,-0.4597986,0.0099696955,0.01511628,-41.922848,10.0,0.9969695,2016.5376782417297,1.085178,197.80914,-383.83923,0.002804321,0.2804321,0.0030840407,0.3084041,1.511628,7.048888,81.53028,92.66799,100,-47.010498,[-1.721  1.923 -3.373 -1.706 -1.874],10400,1342.4780014774637,104,1023111,4825.7847,9.847437,92.15078,1.4648437e-05
132.16,-0.45070028,0.010010757,0.021670291,-65.52727,10.0,1.0010756,2037.9960961341858,1.0951316,184.02045,-564.66315,0.003027718,0.3027718,0.004550717,0.4550717,2.1670291,6.8443418,84.18695,91.619225,100,-69.15681,[-1.719  1.921 -3.375 -1.713 -1.879],10500,1311.289200932835,105,1036327,7405.5645,9.8440075,91.313225,2.4719238e-05
134.93,-0.46115997,0.010099658,0.016126666,-75.53006,10.0,1.0099658,2058.9621279239655,1.0455055,186.87585,-638.69885,0.002167673,0.21676731,0.0061990703,0.619907,1.6126666,4.4542804,95.6725,95.596344,100,-78.22435,[-1.717  1.919 -3.379 -1.72  -1.87 ],10600,1339.0010287609734,106,1049820,7820.447,9.847389,95.64751,-3.173828e-05
133.76,-0.44913098,0.010595671,0.041587003,-16.75397,10.0,1.0595671,2079.4746646881104,1.4101888,162.99426,-145.74152,0.0063745156,0.6374516,0.0018019264,0.18019265,4.1587005,6.951938,62.243416,73.42463,100,-19.96264,[-1.716  1.919 -3.385 -1.724 -1.88 ],10700,1327.302222919374,107,1063196,7205.1787,9.8460655,70.91249,-1.8310546e-06
128.29,-0.44481868,0.0101112975,0.012386995,-86.62738,10.0,1.0111299,2100.127883195877,1.0051675,167.9997,-710.72455,0.0007657824,0.07657824,0.00881876,0.88187593,1.2386996,0.64286035,93.12649,99.4297,100,-87.04559,[-1.711  1.91  -3.381 -1.736 -1.868],10800,1272.6203715590846,108,1076025,8922.047,9.83979,99.48591,3.967285e-05
133.48,-0.43923044,0.009957328,0.01565012,-22.027575,10.0,0.9957328,2121.2384583950043,1.0682255,190.7514,-97.079834,0.0021445672,0.21445674,0.0059586526,0.59586525,1.565012,2.1184063,61.87473,95.56696,100,-23.362223,[-1.711  1.909 -3.38  -1.735 -1.864],10900,1324.517066737316,109,1089373,4501.663,9.845974,93.61319,-4.333496e-05
133.77,-0.46140411,0.0112815555,0.06105163,-2.4596558,10.0,1.1281556,2142.60906124115,2.5282853,146.53217,-130.6023,0.012830181,1.2830181,0.0014114353,0.14114353,6.105163,26.07625,57.57837,43.60368,100,-17.946465,[-1.711  1.914 -3.384 -1.734 -1.858],11000,1327.4143566572138,110,1102750,14670.988,9.846266,39.552498,-1.15966795e-05
135.76,-0.47314048,0.009946015,0.017549463,-63.419624,10.0,0.99460137,2163.9861133098602,1.0977896,198.5904,-566.47046,0.0030916394,0.30916396,0.0035323256,0.35323256,1.7549462,9.271676,106.62725,91.18906,100,-69.37814,[-1.717  1.934 -3.398 -1.721 -1.88 ],11100,1347.2808835919232,111,1116326,8569.449,9.848022,91.09213,3.7231446e-05
133.3,-0.47150043,0.009956976,0.012899379,-51.297066,10.0,0.99569774,2185.8812067508698,1.0196989,192.43933,-428.47357,0.001223519,0.1223519,0.0067548454,0.67548454,1.289938,1.6943612,76.11952,98.5125,100,-52.47715,[-1.715  1.931 -3.4   -1.726 -1.892],11200,1322.688049299827,112,1129656,5152.757,9.845329,98.06817,-6.8359375e-05
133.02,-0.45450312,0.010392535,0.033515703,-22.562313,10.0,1.0392536,2206.1468398571014,1.2402521,205.04047,-128.00049,0.004942847,0.49428472,0.00301926,0.30192602,3.3515704,5.404323,70.67206,81.552124,100,-25.112188,[-1.715  1.931 -3.404 -1.731 -1.89 ],11300,1319.9087393416537,113,1142958,8555.182,9.845312,80.62877,3.90625e-05
132.9,-0.4609538,0.009949418,0.014778554,-75.625336,10.0,0.9949418,2227.200090646744,1.0352086,231.74512,-633.696,0.0019483865,0.19483866,0.004923398,0.49233982,1.4778554,3.3407347,99.15948,96.30672,100,-77.61159,[-1.715  1.928 -3.402 -1.739 -1.873],11400,1318.7103475773258,114,1156248,7223.8213,9.845198,96.59889,9.155274e-06
131.74,-0.46262497,0.010162446,0.013090539,-87.496635,10.0,1.0162445,2248.0328135490417,1.0122143,183.97809,-719.7809,0.0009878254,0.09878254,0.008109374,0.8109374,1.3090539,1.1949005,93.846176,99.063995,100,-88.15485,[-1.714  1.927 -3.404 -1.744 -1.88 ],11500,1307.1265233678218,115,1169422,9040.594,9.844084,98.79331,-4.8217775e-05
135.19,-0.47516575,0.009798988,0.016810372,-26.838097,10.0,0.97989875,2269.5291266441345,1.0521355,230.55548,-147.78479,0.0021928535,0.21928535,0.005792499,0.5792499,1.6810373,2.1257963,63.70837,95.23091,100,-28.237156,[-1.714  1.928 -3.402 -1.741 -1.882],11600,1341.6219895921315,116,1182941,4094.219,9.847996,95.04479,1.0375977e-05
133.53,-0.4795755,0.009454491,0.03875007,-11.939662,10.0,0.9454491,2290.5837428569794,1.8189027,163.44763,-104.41687,0.0076900707,0.76900715,0.0012802043,0.12802044,3.8750072,15.058177,64.57407,60.183575,100,-20.01815,[-1.712  1.925 -3.396 -1.739 -1.894],11700,1325.0250264981887,117,1196294,9198.911,9.846153,54.978203,1.586914e-05
128.63,-0.4746292,0.009948843,0.017385144,-18.27568,10.0,0.99488443,2310.726928949356,1.0443302,155.58661,-117.802246,0.0022105672,0.22105673,0.005254133,0.52541333,1.7385144,1.1974972,54.33993,95.29531,100,-19.055359,[-1.701  1.923 -3.4   -1.756 -1.899],11800,1276.0275051168658,118,1209157,2870.8037,9.840319,95.75515,3.173828e-05
134.73,-0.48590285,0.009333292,0.021272592,-15.391157,10.0,0.93332916,2332.245791196823,1.2290536,154.42572,-108.79346,0.0038907584,0.38907585,0.0023370646,0.23370647,2.1272593,5.5765376,59.575584,85.19487,100,-18.913263,[-1.704  1.929 -3.402 -1.754 -1.894],11900,1337.036228696956,119,1222630,3915.0422,9.8476925,81.36342,-5.1879884e-05
137.31,-0.48122066,0.010028934,0.013375594,-89.15134,10.0,1.0028936,2353.6677091121674,1.0086317,218.1452,-732.7517,0.00095731835,0.09573184,0.008197396,0.8197396,1.3375595,0.9785359,95.69313,99.09708,100,-89.74337,[-1.703  1.936 -3.404 -1.752 -1.905],12000,1362.8170327117111,120,1236361,9581.639,9.850277,99.14422,2.1362304e-05
132.45,-0.498287,0.010017187,0.027637191,-15.934367,10.0,1.0017188,2374.3167436122894,1.5132331,187.94269,-121.876526,0.0059579336,0.59579337,0.00094216294,0.094216295,2.763719,12.381116,59.30301,73.86874,100,-23.018175,[-1.703  1.937 -3.409 -1.752 -1.9  ],12100,1314.2233882804148,121,1249606,7970.4033,9.8448715,66.08367,8.544922e-06
138.58,-0.5107432,0.010167408,0.014924309,-24.469254,10.0,1.0167408,2395.94415140152,1.0616448,213.30225,-120.28668,0.0021283936,0.21283935,0.0046107066,0.46107066,1.4924309,2.4479938,64.21837,95.80184,100,-26.124039,[-1.692  1.928 -3.405 -1.765 -1.917],12200,1375.55043229906,122,1263464,4660.9023,9.8521385,94.19347,4.6386718e-05
135.13,-0.51334983,0.009932604,0.019530095,-17.978308,10.0,0.9932603,2417.6137788295746,1.1694516,173.03662,-97.98535,0.0037473787,0.3747379,0.0018683987,0.18683988,1.9530095,4.939591,62.10322,87.53956,100,-21.192549,[-1.691  1.928 -3.406 -1.769 -1.93 ],12300,1341.0425233552783,123,1276977,4500.072,9.848242,85.51016,2.2583008e-05
135.35,-0.5070754,0.01009637,0.019323336,-64.81935,10.0,1.009637,2438.3545711040497,1.0863575,162.38556,-555.41113,0.0028772086,0.28772086,0.005265517,0.5265517,1.9323336,6.080705,84.28315,92.488914,100,-68.02358,[-1.687  1.923 -3.41  -1.781 -1.932],12400,1343.2615930917632,124,1290512,6405.381,9.848772,92.05073,0.000115356444
130.82,-0.50822204,0.009890867,0.011914734,-26.925802,10.0,0.98908687,2458.826942920685,1.007108,221.77002,-122.03265,0.0007540777,0.07540777,0.00832419,0.83241904,1.1914734,0.33172667,56.30297,99.42212,100,-27.161167,[-1.688  1.919 -3.415 -1.784 -1.926],12500,1297.9587657074655,125,1303594,3131.422,9.843487,99.29422,4.272461e-06
139.06,-0.49414468,0.010484428,0.051395576,-20.07255,10.0,1.0484427,2481.010612487793,1.1805887,184.99054,-116.80182,0.006487604,0.6487604,0.0033775696,0.33775696,5.139558,4.544977,68.06396,72.31208,100,-22.656672,[-1.689  1.922 -3.418 -1.784 -1.927],12600,1380.3556196271375,126,1317500,8020.739,9.85272,84.70351,-4.8217775e-05
131.09,-0.4987181,0.010183908,0.023094214,-22.608856,10.0,1.0183909,2501.328807115555,1.1100769,206.32135,-126.10559,0.003456662,0.34566623,0.004670003,0.4670003,2.3094215,4.014719,60.64281,89.66933,100,-25.26905,[-1.695  1.924 -3.418 -1.778 -1.913],12700,1300.6503669566496,127,1330609,3955.6597,9.843672,90.08385,5.065918e-05
130.95,-0.5056347,0.010825119,0.037881933,-16.747728,10.0,1.0825119,2521.837176799774,1.3474209,168.97046,-99.94214,0.0073591177,0.7359118,0.0017826378,0.17826378,3.7881932,7.274212,57.201504,68.39228,100,-20.694548,[-1.694  1.929 -3.422 -1.78  -1.918],12800,1299.2579475547868,128,1343704,7158.087,9.843626,74.21586,2.2583008e-05
134.84,-0.5075684,0.009373926,0.014964518,-20.243027,10.0,0.93739265,2543.4508459568024,1.0564523,173.94519,-144.00946,0.002134381,0.21343812,0.0048451275,0.48451275,1.4964519,1.6538928,63.010838,95.0711,100,-21.30386,[-1.688  1.932 -3.424 -1.791 -1.925],12900,1338.1520031604234,129,1357188,3712.3337,9.848051,94.656425,-1.15966795e-05
136.39,-0.51554865,0.01149135,0.064885646,-22.032873,10.0,1.149135,2564.8165295124054,1.5488021,213.74182,-115.375916,0.010292969,1.0292969,0.0015031223,0.15031223,6.4885645,10.545778,70.86174,55.48452,100,-26.177937,[-1.685  1.928 -3.427 -1.798 -1.927],13000,1353.6592533873334,130,1370827,20811.941,9.849897,64.566025,-1.5258789e-05
131.37,-0.52081436,0.011188487,0.075925685,-20.41766,10.0,1.1188487,2584.9202213287354,1.4409993,204.80414,-103.97345,0.010254873,1.0254873,0.0017143213,0.17143214,7.5925684,9.69272,69.176216,54.34562,100,-25.083307,[-1.675  1.93  -3.418 -1.787 -1.934],13100,1303.4554178035253,131,1383964,11279.338,9.844086,69.396286,-2.4414063e-05
135.35,-0.5429698,0.021675672,1.4355615,42.76129,10.0,2.1675673,2606.3761134147644,14.907514,137.05536,-110.286316,0.14287257,14.287257,5.4218013e-05,0.0054218015,143.55615,107.571625,60.8559,2.249907,100,-16.785746,[-1.686  1.941 -3.429 -1.772 -1.94 ],13200,1343.244388574255,132,1397499,867418.75,9.848515,6.708027,4.0893556e-05
132.81,-0.5488246,0.010334023,0.022134589,-78.608,10.0,1.0334023,2627.999824285507,1.1141138,194.94324,-710.7099,0.0033191438,0.3319144,0.0033348666,0.33348668,2.213459,13.268148,143.42354,90.64864,100,-87.04381,[-1.712  1.962 -3.436 -1.735 -1.962],13300,1317.807981275075,133,1410780,14437.894,9.845057,89.75744,1.953125e-05
138.2,-0.53761166,0.009899559,0.017779868,-19.602236,10.0,0.9899559,2649.3828904628754,1.1041046,179.32379,-95.61328,0.0026702227,0.26702225,0.0051228176,0.5122818,1.7779869,3.4752595,57.7241,93.21791,100,-21.962547,[-1.709  1.96  -3.442 -1.743 -1.968],13400,1371.7053505690337,134,1424600,3592.2087,9.85107,90.57113,4.2114258e-05
135.76,-0.5331459,0.00994304,0.012247703,-78.3601,10.0,0.99430394,2671.1264686584473,1.0059291,166.5252,-642.7347,0.0006817624,0.06817624,0.008332238,0.83322376,1.2247703,0.59152156,92.752174,99.53205,100,-78.718605,[-1.713  1.964 -3.445 -1.738 -1.957],13500,1347.2913119654152,135,1438176,8780.374,9.848183,99.41058,2.4414062e-06
137.51,-0.5311899,0.01006877,0.011032977,-79.107864,10.0,1.0068771,2692.666661977768,1.002026,149.92096,-648.3972,0.00042685657,0.04268566,0.0090810275,0.90810275,1.1032977,0.38465536,89.5059,99.8206,100,-79.41216,[-1.712  1.963 -3.444 -1.738 -1.952],13600,1364.8012861374498,136,1451927,7886.747,9.850264,99.79781,-4.333496e-05
131.57,-0.5309352,0.010104523,0.014788106,-65.30889,10.0,1.0104524,2713.042261362076,1.0522926,228.22662,-560.4944,0.002245883,0.2245883,0.004840442,0.4840442,1.4788107,5.1093454,92.448,95.29239,100,-68.646194,[-1.713  1.963 -3.446 -1.739 -1.95 ],13700,1305.3863086736146,137,1465084,6208.773,9.843258,95.0306,6.8359375e-05
135.39,-0.5405283,0.010156924,0.016734375,-83.94056,10.0,1.0156925,2734.334470510483,1.0396756,180.10217,-714.6452,0.0024042171,0.24042173,0.004060843,0.40608433,1.6734375,5.304677,105.16464,94.69427,100,-87.5258,[-1.71   1.96  -3.444 -1.743 -1.95 ],13800,1343.6112092452315,138,1478623,10974.279,9.848068,96.183846,9.765625e-06
136.06,-0.54546535,0.00982947,0.0134482,-77.47666,10.0,0.98294693,2755.7456674575806,1.0243307,203.4414,-646.75714,0.0013348929,0.1334893,0.0061154817,0.6115482,1.34482,2.6924257,120.84091,98.18908,100,-79.21125,[-1.709  1.959 -3.446 -1.746 -1.959],13900,1350.3084326354763,139,1492229,11556.25,9.848768,97.62472,-6.1035155e-07
138.43,-0.53618985,0.015446361,0.55172867,31.256706,10.0,1.5446362,2777.4630534648895,16.333935,175.65936,-127.28113,0.061997015,6.1997023,7.2813455e-05,0.007281346,55.17287,118.20525,66.440346,5.844616,100,-21.513725,[-1.708  1.958 -3.451 -1.75  -1.964],14000,1374.001208143955,140,1506072,753738.0,9.851255,6.1222234,6.7749024e-05
136.56,-0.5121299,0.010061307,0.03062476,-12.731306,10.0,1.0061307,2798.3756189346313,1.2206049,141.50134,-149.22937,0.0051036496,0.510365,0.0037491757,0.37491757,3.0624762,7.461073,61.659588,79.53503,100,-18.27675,[-1.733  1.962 -3.448 -1.724 -1.955],14100,1355.2792469781957,141,1519728,6336.561,9.848894,81.92659,4.0283205e-05
133.63,-0.52077085,0.010342641,0.020357126,-64.11006,10.0,1.0342641,2820.465852499008,1.102003,163.33472,-566.71466,0.0033087824,0.33087823,0.003921922,0.3921922,2.0357127,8.752003,96.00461,90.71557,100,-69.40813,[-1.739  1.969 -3.464 -1.725 -1.931],14200,1325.970741622212,142,1533091,6747.6724,9.845453,90.74386,-3.7841797e-05
135.43,-0.5207339,0.009991454,0.011658112,-79.53411,10.0,0.99914545,2841.640916109085,1.0107218,173.4079,-653.15094,0.00088063505,0.08806351,0.007857028,0.7857029,1.1658112,0.88791037,87.796555,99.22914,100,-79.99427,[-1.737  1.97  -3.47  -1.732 -1.94 ],14300,1343.9870206024766,143,1546634,7295.263,9.847752,98.93919,5.9204103e-05
136.28,-0.52557313,0.010084898,0.012922883,-77.993805,10.0,1.0084898,2862.732243537903,1.016351,171.0625,-646.2756,0.0013913476,0.13913476,0.0058784247,0.58784246,1.2922883,1.8029524,87.041374,98.13216,100,-79.152275,[-1.737  1.969 -3.47  -1.735 -1.94 ],14400,1352.495213920043,144,1560262,7156.7666,9.848818,98.391205,-1.8310546e-06
131.65,-0.53906715,0.009803766,0.015336217,-26.80357,10.0,0.9803766,2884.4159739017487,1.058539,149.59473,-243.51636,0.0022163203,0.22163202,0.0054594735,0.5459474,1.5336218,3.88151,64.41795,95.13782,100,-29.824549,[-1.737  1.969 -3.475 -1.738 -1.944],14500,1306.179879520943,145,1573427,3712.0774,9.843254,94.469826,-5.4931643e-06
131.8,-0.5438761,0.010139415,0.014253938,-73.9733,10.0,1.0139415,2905.220669031143,1.0296845,199.62268,-627.8231,0.0015094128,0.15094128,0.0067570186,0.67570186,1.4253938,4.0519323,118.892685,97.83196,100,-76.89228,[-1.74   1.973 -3.481 -1.743 -1.958],14600,1307.698586817528,146,1586607,10522.937,9.843723,97.11712,4.1503907e-05
139.48,-0.564643,0.010271939,0.025395172,-27.731234,10.0,1.0271939,2927.100884914398,1.1760248,155.40662,-248.45184,0.0043008337,0.4300834,0.0038711857,0.38711858,2.5395172,5.267408,61.217743,85.08411,100,-30.429047,[-1.739  1.972 -3.486 -1.747 -1.963],14700,1384.5117063216928,147,1600555,5955.519,9.852533,85.03222,-3.4179688e-05
