Iteration,TimestepsSoFar,MaxIW,EmpiricalD2,J_sample_variance,EpLenMean,MeanIW,MaxD2w0t,EpThisIter,ReturnMeanIW,ReturnStepMax,InitialReturnStd,EpRewMean,Weights,MeanD2w0t,InitialReturnMean,InitialBound,StdD2w0t,MeanEntropy,MinIW,MinD2w0t,Bound,ReturnStepMaxmin,EpisodesSoFar,StdIW,InitialReturnMax,TimeElapsed,InitialReturnMin
250,10792530,1.0,1.0,0.0035996605,500.0,1.0,1.0,100,-0.061808098,0.017486572,0.05968689,4999.692286521598,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,-5.859375e-05,-0.27456683,,-0.17039639,1.0,1.0,-0.27456683,0.017108917,25000,,0.07635498,14784.942143678665,-0.23693848
251,10842530,1.0,1.0,0.0042401534,500.0,1.0,1.0,100,-0.060563486,0.017700195,0.06478349,4999.6900593543505,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,0.00010681152,-0.27592137,,-0.17039639,1.0,1.0,-0.27592137,0.017302513,25100,,0.0758667,14858.324984073639,-0.19274902
252,10892530,1.0,1.0,0.0039735665,500.0,1.0,1.0,100,-0.06219241,0.017534256,0.06272701,4999.682728812488,[-0.024  0.636 -2.344 -1.79  -1.589],1.0,5.493164e-05,-0.27553132,,-0.17039639,1.0,1.0,-0.27553132,0.01713276,25200,,0.08099365,14931.8613717556,-0.2322998
253,10942031,1.0803295,1.0006214,9850.226,495.01,1.0025419,1.0007684,100,-9.964612,9.999397,98.835106,4949.683903526728,[-0.024  0.636 -2.344 -1.79  -1.589],0.99031943,2.5024414e-05,-131.63535,0.09943125,-0.1695556,0.91423804,,-131.63077,9.998795,25300,0.02171788,10.010986,15004.398405790329,-983.3967
254,10992031,1.0,1.0,0.00501098,500.0,1.0,1.0,100,-0.067500904,0.015992165,0.070433185,4999.680368952014,[-0.024  0.636 -2.344 -1.79  -1.588],1.0,-4.1503907e-05,-0.2620772,,-0.1695556,1.0,1.0,-0.2620772,0.015581131,25400,,0.0847168,15078.104167222977,-0.22357178
255,11042031,1.0,1.0,0.004186073,500.0,1.0,1.0,100,-0.06341144,0.018520355,0.06437053,4999.703907047368,[-0.024  0.636 -2.344 -1.79  -1.588],1.0,-4.272461e-06,-0.28874817,,-0.1695556,1.0,1.0,-0.28874817,0.018165588,25500,,0.07141113,15151.404755592346,-0.24572754
256,11092031,1.0,1.0,0.0052211457,500.0,1.0,1.0,100,-0.062722884,0.019739151,0.07189418,4999.67970228899,[-0.024  0.636 -2.344 -1.79  -1.588],1.0,4.699707e-05,-0.3028887,,-0.1695556,1.0,1.0,-0.3028887,0.019328117,25600,,0.08062744,15224.352749586105,-0.23846436
257,11142031,1.0,1.0,0.0036407418,500.0,1.0,1.0,100,-0.06758889,0.019221306,0.06003422,4999.694644727192,[-0.024  0.636 -2.344 -1.79  -1.588],1.0,-5.9814454e-05,-0.3014541,,-0.1695556,1.0,1.0,-0.3014541,0.018837929,25700,,0.08203125,15297.736543893814,-0.17315674
258,11191532,1.3028054,1.006544,9681.111,495.01,0.9983531,1.0126901,100,-9.878073,9.999392,98.8351,4949.6879879269345,[-0.024  0.636 -2.344 -1.79  -1.588],0.99314195,5.3710937e-05,-131.63486,0.09973318,-0.1711864,0.7507553,,-131.57806,9.998783,25800,0.060913958,10.005554,15370.34049153328,-983.39655
259,11241532,1.0,1.0,0.0037709447,500.0,1.0,1.0,100,-0.064706355,0.016411781,0.061107755,4999.685561142099,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,6.8359375e-05,-0.26438814,,-0.1711864,1.0,1.0,-0.26438814,0.0160141,25900,,0.08355713,15444.607328653336,-0.15478516
260,11291532,1.0,1.0,0.00380728,500.0,1.0,1.0,100,-0.061228856,0.018695831,0.06140033,4999.682540103179,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,3.3569337e-05,-0.28870064,,-0.1711864,1.0,1.0,-0.28870064,0.018292427,26000,,0.07763672,15517.616049289703,-0.17773438
261,11341532,1.0,1.0,0.0033743866,500.0,1.0,1.0,100,-0.055246394,0.016311646,0.05779121,4999.703605730448,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,4.2114258e-05,-0.25370982,,-0.1711864,1.0,1.0,-0.25370982,0.015954971,26100,,0.066345215,15590.441005468369,-0.18395996
262,11391532,1.0,1.0,0.003244719,500.0,1.0,1.0,100,-0.05501788,0.01569271,0.05669022,4999.690391768272,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-7.3242186e-06,-0.24595076,,-0.1711864,1.0,1.0,-0.24595076,0.015303612,26200,,0.07122803,15663.401860952377,-0.18682861
263,11441532,1.0,1.0,0.0029792758,500.0,1.0,1.0,100,-0.06349246,0.016793251,0.05430336,4999.687295581849,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-2.2583008e-05,-0.2678156,,-0.1711864,1.0,1.0,-0.2678156,0.016410828,26300,,0.07745361,15736.599996566772,-0.1885376
264,11491532,1.0,1.0,0.0033624368,500.0,1.0,1.0,100,-0.05606846,0.017985344,0.05769146,4999.698847804218,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,1.2207031e-06,-0.27489573,,-0.1711864,1.0,1.0,-0.27489573,0.017616272,26400,,0.07043457,15809.832419395447,-0.18145752
265,11541532,1.0,1.0,0.0038378155,500.0,1.0,1.0,100,-0.060789384,0.016152382,0.0616383,4999.691312339974,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,0.000100097655,-0.25731507,,-0.1711864,1.0,1.0,-0.25731507,0.015753746,26500,,0.07537842,15882.789638757706,-0.19586182
266,11591532,1.0,1.0,0.0045661773,500.0,1.0,1.0,100,-0.068628624,0.019438744,0.06723669,4999.67066295628,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,4.4555665e-05,-0.3051394,,-0.1711864,1.0,1.0,-0.3051394,0.019013405,26600,,0.08929443,15956.22702717781,-0.20410156
267,11641532,1.0,1.0,0.004685136,500.0,1.0,1.0,100,-0.06300533,0.017875671,0.06810602,4999.698046867749,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,1.0375977e-05,-0.2804982,,-0.1711864,1.0,1.0,-0.2804982,0.017500877,26700,,0.076538086,16029.45524930954,-0.1906128
268,11691532,1.0,1.0,0.003820404,500.0,1.0,1.0,100,-0.06522991,0.016086578,0.061509818,4999.691867553502,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-6.0424805e-05,-0.26095495,,-0.1711864,1.0,1.0,-0.26095495,0.015707016,26800,,0.07745361,16102.697078943253,-0.15197754
269,11741532,1.0,1.0,0.0034709293,500.0,1.0,1.0,100,-0.066150814,0.017147064,0.058616426,4999.678127721427,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-1.2207031e-06,-0.27477878,,-0.1711864,1.0,1.0,-0.27477878,0.016728401,26900,,0.08166504,16175.698345184326,-0.18029785
270,11791532,1.0,1.0,0.0038707668,500.0,1.0,1.0,100,-0.059135836,0.019268036,0.061910737,4999.6928785286855,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-2.0751953e-05,-0.2935696,,-0.1711864,1.0,1.0,-0.2935696,0.018886566,27000,,0.074157715,16248.669726371765,-0.23254395
271,11841532,1.0,1.0,0.0034970213,500.0,1.0,1.0,100,-0.060285833,0.018270493,0.058846593,4999.695021687481,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-1.7089844e-05,-0.28258252,,-0.1711864,1.0,1.0,-0.28258252,0.017893791,27100,,0.07720947,16321.894774913788,-0.20074463
272,11891532,1.0,1.0,0.0035733806,500.0,1.0,1.0,100,-0.062687755,0.019618034,0.059475012,4999.693401254871,[-0.024  0.634 -2.344 -1.785 -1.59 ],1.0,-1.8310548e-05,-0.30137995,,-0.1711864,1.0,1.0,-0.30137995,0.019231796,27200,,0.0748291,16395.147849082947,-0.22644043
273,11941509,1.0,1.0,0.035591047,499.77,1.0,1.0,100,-0.060771763,9.999412,0.18772373,4997.289925464097,[-0.024  0.634 -2.344 -1.785 -1.59 ],0.99954,-6.1035157e-06,-121.72339,0.021442935,-0.1711864,1.0,,-121.72339,9.998823,27300,,0.09338379,16468.33882379532,-1.7681885
274,11991010,1.2514684,1.0047083,9679.238,495.01,1.0043596,1.0116464,100,-9.87396,9.999408,98.83558,4949.69460554024,[-0.024  0.634 -2.344 -1.785 -1.59 ],0.9922983,-2.9907227e-05,-131.63182,0.09964115,-0.17199777,0.8151441,,-131.56874,9.998816,27400,0.04874934,10.00415,16541.075018405914,-983.4015
275,12041010,1.0,1.0,0.0036225053,500.0,1.0,1.0,100,-0.05891021,0.016295433,0.05988904,4999.7052327965,[-0.025  0.631 -2.344 -1.78  -1.591],1.0,5.126953e-05,-0.2571764,,-0.17199777,1.0,1.0,-0.2571764,0.015938759,27500,,0.066833496,16615.475904226303,-0.21643066
276,12091010,1.0,1.0,0.0030722579,500.0,1.0,1.0,100,-0.061605964,0.017408371,0.055151075,4999.68953951856,[-0.025  0.631 -2.344 -1.78  -1.591],1.0,6.958008e-05,-0.27341324,,-0.17199777,1.0,1.0,-0.27341324,0.017014503,27600,,0.074523926,16688.863904714584,-0.1326294
277,12141010,1.0,1.0,0.004278919,500.0,1.0,1.0,100,-0.06663132,0.017296791,0.06508593,4999.6855020426465,[-0.025  0.631 -2.344 -1.78  -1.591],1.0,-4.1503907e-05,-0.277081,,-0.17199777,1.0,1.0,-0.277081,0.016903877,27700,,0.081604004,16761.87370157242,-0.18408203
278,12190509,1.4705021,1.0214036,9242.794,494.99,0.99163455,1.0302099,100,-9.637209,9.999244,98.83528,4949.412072457392,[-0.025  0.631 -2.344 -1.78  -1.591],1.0006537,-6.1035155e-07,-131.61661,0.10086207,-0.17518233,0.7165608,,-131.4322,9.998487,27800,0.0973977,10.011902,16834.058769464493,-983.3984
279,12240491,1.0,1.0,0.023884907,499.82,1.0,1.0,100,-0.05493255,9.999404,0.15376782,4997.787062712339,[-0.025  0.626 -2.344 -1.772 -1.594],0.99964,1.0986329e-05,-121.71746,0.018970331,-0.17518233,1.0,,-121.71746,9.998808,27900,,0.09082031,16907.637689113617,-1.4123535
280,12290453,1.0,1.0,0.1064906,499.62,1.0,1.0,100,-0.059537217,9.99919,0.32469934,4995.682555215222,[-0.025  0.626 -2.344 -1.772 -1.594],0.99924,1.2207031e-05,-121.71947,0.02755709,-0.17518233,1.0,,-121.71947,9.998381,28000,,0.115234375,16980.884313344955,-3.1729736
281,12340453,1.0,1.0,0.0036006887,500.0,1.0,1.0,100,-0.059681714,0.015057564,0.059701923,4999.6904071329345,[-0.025  0.626 -2.344 -1.772 -1.594],1.0,7.93457e-06,-0.24288675,,-0.17518233,1.0,1.0,-0.24288675,0.01467514,28100,,0.075683594,17053.85618042946,-0.19439697
282,12390453,1.0,1.0,0.003816679,500.0,1.0,1.0,100,-0.05817437,0.017666817,0.061470874,4999.69487436072,[-0.025  0.626 -2.344 -1.772 -1.594],1.0,-6.958008e-05,-0.27312613,,-0.17518233,1.0,1.0,-0.27312613,0.017284393,28200,,0.0713501,17127.016934871674,-0.20013428
283,12440453,1.0,1.0,0.0040161624,500.0,1.0,1.0,100,-0.054476038,0.0175457,0.06306211,4999.7014126068825,[-0.025  0.626 -2.344 -1.772 -1.594],1.0,7.446289e-05,-0.26795417,,-0.17518233,1.0,1.0,-0.26795417,0.017180443,28300,,0.06756592,17200.005115509033,-0.22711182
284,12490453,1.0,1.0,0.0028608069,500.0,1.0,1.0,100,-0.05421074,0.020580292,0.053217236,4999.71080830364,[-0.025  0.626 -2.344 -1.772 -1.594],1.0,-5.493164e-05,-0.3046107,,-0.17518233,1.0,1.0,-0.3046107,0.02023983,28400,,0.066833496,17273.610615491867,-0.13153076
285,12539954,1.1235261,1.0025651,9746.435,495.01,0.9959564,1.0047361,100,-9.922552,9.999377,98.83384,4949.681848609259,[-0.025  0.626 -2.344 -1.772 -1.594],0.9912924,2.4414063e-05,-131.64581,0.09953113,-0.17528139,0.8885504,,-131.60384,9.9987545,28500,0.030518122,10.022827,17346.055779218674,-983.38403
286,12589860,1.1654744,1.0095857,0.3897301,499.06,0.9946076,1.0441852,100,-0.10296518,9.999403,1.0544888,4990.189662749041,[-0.025  0.624 -2.344 -1.767 -1.594],1.0010667,-8.056641e-05,-121.80877,0.043700147,-0.17529008,0.5276828,,-121.78115,9.998806,28600,0.0573895,0.18341064,17420.345544576645,-10.478455
287,12639860,1.0,1.0,0.004615987,500.0,1.0,1.0,100,-0.075263806,0.017760277,0.06759427,4999.67021117215,[-0.024  0.624 -2.344 -1.768 -1.594],1.0,3.3569337e-05,-0.2913527,,-0.17529008,1.0,1.0,-0.2913527,0.017318726,28700,,0.09515381,17489.73968052864,-0.17340088
288,12689860,1.0,1.0,0.0027377126,500.0,1.0,1.0,100,-0.063343264,0.016461372,0.052065037,4999.693881299661,[-0.024  0.624 -2.344 -1.768 -1.594],1.0,-1.586914e-05,-0.26362842,,-0.17529008,1.0,1.0,-0.26362842,0.01608181,28800,,0.07714844,17526.138379335403,-0.1418457
289,12739362,1.8231552,1.0897228,6407.815,495.02,0.99613565,1.0998597,100,-8.045252,9.999425,97.84183,4949.804583275185,[-0.024  0.624 -2.344 -1.768 -1.594],1.0348781,3.90625e-05,-131.53844,0.106970534,-0.18290506,0.37972227,,-130.28029,9.99885,28900,0.18889993,9.911682,17588.205976724625,-973.5137
290,12789362,1.0,1.0,0.0027732034,500.0,1.0,1.0,100,-0.057965998,0.01581192,0.052394632,4999.704318640462,[-0.024  0.629 -2.368 -1.779 -1.602],1.0,-1.2207031e-06,-0.25034928,,-0.18290506,1.0,1.0,-0.25034928,0.015442848,29000,,0.074157715,17657.05955195427,-0.12750244
291,12838863,1.095997,1.0010468,9845.394,495.01,1.0003079,1.0025735,100,-9.955534,9.999476,98.83653,4949.724557859256,[-0.024  0.629 -2.368 -1.779 -1.602],0.99049515,-4.2114258e-05,-131.63002,0.099448964,-0.1820611,0.9282178,,-131.62447,9.998953,29100,0.020077614,9.993713,17728.91303062439,-983.41095
292,12888851,1.0,1.0,0.014318188,499.88,1.0,1.0,100,-0.048900988,9.999448,0.11905939,4998.408466903947,[-0.024  0.628 -2.368 -1.779 -1.601],0.99976,-2.6855469e-05,-121.71197,0.015489419,-0.1820611,1.0,,-121.71197,9.998896,29200,,0.080200195,17768.888370513916,-1.0386353
293,12938851,1.0,1.0,0.003596215,500.0,1.0,1.0,100,-0.06619132,0.017259598,0.05966494,4999.695997282233,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,-1.8310548e-05,-0.27618846,,-0.1820611,1.0,1.0,-0.27618846,0.016882896,29300,,0.0770874,17805.589719057083,-0.17578125
294,12988814,1.0,1.0,0.10375167,499.63,1.0,1.0,100,-0.06542904,9.999446,0.3204899,4995.908078099388,[-0.024  0.628 -2.368 -1.779 -1.601],0.99926,-1.7089844e-05,-121.72847,0.027192835,-0.1820611,1.0,,-121.72847,9.998892,29400,,0.0949707,17841.883733034134,-3.1365356
295,13038814,1.0,1.0,0.004538178,500.0,1.0,1.0,100,-0.06574347,0.018047333,0.06702006,4999.6791197035955,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,3.4179688e-05,-0.28532496,,-0.1820611,1.0,1.0,-0.28532496,0.017633438,29500,,0.079711914,17878.26468682289,-0.22485352
296,13088791,1.0,1.0,0.03540794,499.77,1.0,1.0,100,-0.05655102,9.99944,0.18721928,4997.306647835776,[-0.024  0.628 -2.368 -1.779 -1.601],0.99954,-8.056641e-05,-121.71951,0.021442903,-0.1820611,1.0,,-121.71951,9.99888,29600,,0.08807373,17928.282571554184,-1.7854614
297,13138791,1.0,1.0,0.003607905,500.0,1.0,1.0,100,-0.06631999,0.01565361,0.059761565,4999.703725012156,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,0.000100708006,-0.2567771,,-0.1820611,1.0,1.0,-0.2567771,0.015294075,29700,,0.08343506,17966.852041721344,-0.15270996
298,13188791,1.0,1.0,0.0030970185,500.0,1.0,1.0,100,-0.05604588,0.019623756,0.055372443,4999.704366924012,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,-4.6386718e-05,-0.2948077,,-0.1820611,1.0,1.0,-0.2948077,0.019257545,29800,,0.06762695,18004.25045800209,-0.1607666
299,13238791,1.0,1.0,0.004265525,500.0,1.0,1.0,100,-0.06641097,0.018385887,0.06498069,4999.685855431814,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,1.8920899e-05,-0.29011166,,-0.1820611,1.0,1.0,-0.29011166,0.017983437,29900,,0.08312988,18041.84803891182,-0.24035645
300,13288791,1.0,1.0,0.0035715513,500.0,1.0,1.0,100,-0.06485508,0.016558647,0.05947332,4999.708570773375,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,2.8076172e-05,-0.26632378,,-0.1820611,1.0,1.0,-0.26632378,0.016207695,30000,,0.07745361,18079.808083057404,-0.21179199
301,13338791,1.0,1.0,0.0037328182,500.0,1.0,1.0,100,-0.055604167,0.018008232,0.060782786,4999.711640856843,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,7.202148e-05,-0.27470994,,-0.1820611,1.0,1.0,-0.27470994,0.017655373,30100,,0.06793213,18117.2126019001,-0.18902588
302,13388772,1.0,1.0,0.024714727,499.81,1.0,1.0,100,-0.046870712,9.999481,0.15642484,4997.723846352075,[-0.024  0.628 -2.368 -1.779 -1.601],0.99962,7.3242186e-06,-121.710335,0.019490115,-0.1820611,1.0,,-121.710335,9.998962,30200,,0.07318115,18154.78564596176,-1.4721069
303,13438772,1.0,1.0,0.0033739784,500.0,1.0,1.0,100,-0.05614051,0.016126633,0.057796493,4999.717249685602,[-0.024  0.628 -2.368 -1.779 -1.601],1.0,-0.00010437012,-0.2523529,,-0.1820611,1.0,1.0,-0.2523529,0.015792847,30300,,0.06719971,18191.978419303894,-0.18078613
304,13488273,1.2894194,1.0116714,9588.285,495.01,0.99632,1.0206903,100,-9.829486,9.999435,98.83566,4949.710752445301,[-0.024  0.628 -2.368 -1.779 -1.601],0.9954993,-2.6855469e-05,-131.6341,0.10001264,-0.18493393,0.75759387,,-131.56003,9.998871,30400,0.069988295,10.005981,18229.105996847153,-983.4023
305,13538209,1.0,1.0,0.37073645,499.36,1.0,1.0,100,-0.0974598,9.999458,0.60583216,4993.216302912843,[-0.025  0.627 -2.368 -1.779 -1.604],0.99872,-4.272461e-06,-121.76064,0.035752933,-0.18493393,1.0,,-121.76064,9.998917,30500,,0.12579346,18266.790668964386,-6.0064087
306,13588187,1.0,1.0,0.021177234,499.78,1.0,1.0,100,-0.040585067,9.999241,0.14478926,4997.30634755637,[-0.025  0.627 -2.368 -1.779 -1.604],0.99956,-1.0375977e-05,-121.70113,0.020971876,-0.18493393,1.0,,-121.70113,9.998482,30600,,0.09429932,18304.46159505844,-1.2184448
307,13638187,1.0,1.0,0.0032547289,500.0,1.0,1.0,100,-0.05772497,0.015768051,0.05676629,4999.71166221743,[-0.025  0.627 -2.368 -1.779 -1.604],1.0,-5.0048828e-05,-0.2495745,,-0.18493393,1.0,1.0,-0.2495745,0.01541996,30700,,0.06518555,18341.76071214676,-0.17730713
308,13688127,1.0003531,1.0,0.31102726,499.4,0.99999493,1.0000001,100,-0.10010311,9.99943,0.5555733,4993.599738826831,[-0.025  0.627 -2.368 -1.779 -1.604],0.9988,5.6762696e-05,-121.763016,0.034620095,-0.18493383,0.99872744,,-121.76295,9.998859,30800,0.000113152186,0.13348389,18379.31807732582,-5.4920654
309,13738127,1.0,1.0,0.0037332023,500.0,1.0,1.0,100,-0.05826057,0.018511772,0.06078735,4999.711265622533,[-0.025  0.627 -2.368 -1.779 -1.604],1.0,9.765625e-05,-0.2834929,,-0.18493383,1.0,1.0,-0.2834929,0.018165588,30900,,0.06774902,18416.90190052986,-0.21954346
310,13788127,1.0,1.0,0.0031279025,500.0,1.0,1.0,100,-0.060399037,0.015670776,0.055651933,4999.7026881261445,[-0.025  0.627 -2.368 -1.779 -1.604],1.0,-5.9204103e-05,-0.25106502,,-0.18493383,1.0,1.0,-0.25106502,0.01530838,31000,,0.07055664,18454.621272325516,-0.18811035
311,13837606,1.2649909,1.0090704,9558.92,494.79,1.0001962,1.0143117,100,-9.809718,9.999214,98.834305,4947.3982316651645,[-0.025  0.627 -2.368 -1.779 -1.604],0.99404126,2.1972657e-05,-131.6244,0.10203772,-0.187269,0.7937725,,-131.52751,9.998428,31100,0.06832717,10.020386,18491.877600193024,-983.38727
312,13887552,1.0,1.0,0.24399164,499.46,1.0,1.0,100,-0.093946844,9.999437,0.49147797,4994.205872981082,[-0.025  0.624 -2.368 -1.775 -1.606],0.99892,1.4038086e-05,-121.75688,0.032845218,-0.187269,1.0,,-121.75688,9.998875,31200,,0.12738037,18529.925060272217,-4.8532715
313,13937552,1.0,1.0,0.0036722708,500.0,1.0,1.0,100,-0.061016552,0.016210556,0.06029508,4999.6938310893975,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,-6.0424805e-05,-0.25825003,,-0.187269,1.0,1.0,-0.25825003,0.015830994,31300,,0.078125,18567.476726531982,-0.20275879
314,13987552,1.0,1.0,0.0037852745,500.0,1.0,1.0,100,-0.06710212,0.01824665,0.06122362,4999.697422685985,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,2.746582e-05,-0.2891087,,-0.187269,1.0,1.0,-0.2891087,0.017870903,31400,,0.07940674,18605.212471723557,-0.16601562
315,14037552,1.0,1.0,0.0032397255,500.0,1.0,1.0,100,-0.0537286,0.018616676,0.05663688,4999.725344986741,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,-9.155274e-06,-0.2802373,,-0.187269,1.0,1.0,-0.2802373,0.018300056,31500,,0.06237793,18642.700956583023,-0.1694336
316,14087053,1.0,1.0,9867.186,495.01,1.0,1.0,100,-9.970609,9.999442,98.835785,4949.711341299223,[-0.025  0.624 -2.368 -1.775 -1.606],0.99002,-9.765625e-06,-131.6336,0.099398576,-0.187269,1.0,,-131.6336,9.998884,31600,,10.005493,18680.166378498077,-983.4035
317,14137053,1.0,1.0,0.0027055093,500.0,1.0,1.0,100,-0.055099625,0.016253471,0.05176169,4999.720007819076,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,-1.2207031e-06,-0.25285524,,-0.187269,1.0,1.0,-0.25285524,0.015918732,31700,,0.06561279,18717.598238945007,-0.14855957
318,14187053,1.0,1.0,0.0037078601,500.0,1.0,1.0,100,-0.058029864,0.019747734,0.060590748,4999.708588144452,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,3.6621095e-05,-0.29830012,,-0.187269,1.0,1.0,-0.29830012,0.01939869,31800,,0.067871094,18755.347170114517,-0.21081543
319,14237053,1.0,1.0,0.00353847,500.0,1.0,1.0,100,-0.065846585,0.020234108,0.05918219,4999.700531364941,[-0.025  0.624 -2.368 -1.775 -1.606],1.0,-4.5776367e-05,-0.31203452,,-0.187269,1.0,1.0,-0.31203452,0.019864082,31900,,0.07867432,18792.76736807823,-0.22790527
320,14286554,1.3580241,1.0096339,9659.053,495.01,1.0073462,1.0193828,100,-9.867317,9.999446,98.83559,4949.708660989188,[-0.025  0.624 -2.368 -1.775 -1.606],0.9943461,-2.746582e-05,-131.63606,0.099878885,-0.18965755,0.74917185,,-131.58252,9.998892,32000,0.066778615,10.008789,18830.091317653656,-983.4015
321,14336554,1.0,1.0,0.002645847,500.0,1.0,1.0,100,-0.059085283,0.019581795,0.051185884,4999.719579408825,[-0.026  0.623 -2.368 -1.775 -1.609],1.0,3.0517578e-05,-0.29733655,,-0.18965755,1.0,1.0,-0.29733655,0.019248962,32100,,0.06982422,18867.796040534973,-0.1439209
322,14386460,1.1887844,1.0100385,0.28535116,499.06,1.0011858,1.0863081,100,-0.091154926,9.999457,1.04684,4990.214537880422,[-0.026  0.623 -2.368 -1.775 -1.609],1.0012628,-8.728027e-05,-121.80598,0.043837365,-0.18977715,0.4756936,,-121.771454,9.998915,32200,0.060318712,0.17407227,18905.574812412262,-10.402283
323,14436428,1.0,1.0,0.07529709,499.68,1.0,1.0,100,-0.066896915,9.999442,0.27302018,4996.407482203833,[-0.024  0.623 -2.368 -1.775 -1.609],0.99936,2.4414063e-05,-121.72989,0.02529043,-0.18977715,1.0,,-121.72989,9.998884,32300,,0.101989746,18943.079813480377,-2.6549683
324,14486379,1.0,1.0,0.19002537,499.51,1.0,1.0,100,-0.076378845,9.999483,0.43373883,4994.726733711916,[-0.024  0.623 -2.368 -1.775 -1.609],0.99902,-1.7700195e-05,-121.73987,0.031289514,-0.18977715,1.0,,-121.73987,9.998966,32400,,0.11053467,18980.801405906677,-4.2909546
325,14536379,1.0,1.0,0.0027577411,500.0,1.0,1.0,100,-0.052601732,0.014572144,0.052246217,4999.719726618192,[-0.024  0.623 -2.368 -1.775 -1.609],1.0,5.7373047e-05,-0.22990069,,-0.18977715,1.0,1.0,-0.22990069,0.014241219,32500,,0.06384277,19017.824796438217,-0.16137695
326,14585815,1.1340402,1.0027707,9670.033,494.36,1.002102,1.0035702,100,-9.910402,9.999223,98.83107,4943.104806360003,[-0.024  0.623 -2.368 -1.775 -1.609],0.99016595,-6.1035155e-07,-131.6758,0.10576425,-0.19084808,0.8368035,,-131.59195,9.9984455,32600,0.039837908,10.066101,19055.026697158813,-983.33685
327,14635815,1.0,1.0,0.0031070155,500.0,1.0,1.0,100,-0.05972536,0.019539833,0.05545759,4999.712765996789,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,9.765625e-06,-0.29746607,,-0.19084808,1.0,1.0,-0.29746607,0.019198418,32700,,0.07293701,19092.71150970459,-0.14886475
328,14685815,1.0,1.0,0.0034582813,500.0,1.0,1.0,100,-0.06258409,0.01956749,0.058511898,4999.705551339447,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,-4.760742e-05,-0.3006613,,-0.19084808,1.0,1.0,-0.3006613,0.01921177,32800,,0.07836914,19130.945546627045,-0.16485596
329,14735768,1.0,1.0,0.167844,499.53,1.0,1.0,100,-0.082626134,9.999451,0.4076352,4994.912400038566,[-0.024  0.621 -2.369 -1.771 -1.61 ],0.99906,-2.8076172e-05,-121.74572,0.030645702,-0.19084808,1.0,,-121.74572,9.998901,32900,,0.11279297,19168.268276929855,-4.008484
330,14785768,1.0,1.0,0.003371214,500.0,1.0,1.0,100,-0.0606602,0.016357422,0.057774715,4999.707857356821,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,4.272461e-06,-0.25968057,,-0.19084808,1.0,1.0,-0.25968057,0.016000748,33000,,0.074645996,19205.999362945557,-0.17828369
331,14835768,1.0,1.0,0.0034330077,500.0,1.0,1.0,100,-0.06295674,0.016619682,0.05829338,4999.713033136925,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,2.3193359e-05,-0.26516804,,-0.19084808,1.0,1.0,-0.26516804,0.016271591,33100,,0.078552246,19243.83637404442,-0.14984131
332,14885768,1.0,1.0,0.0032884174,500.0,1.0,1.0,100,-0.05695176,0.01722145,0.057056256,4999.706386498566,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,3.0517579e-06,-0.26648477,,-0.19084808,1.0,1.0,-0.26648477,0.016860008,33200,,0.068847656,19281.205238342285,-0.18115234
333,14935768,1.0,1.0,0.0034314652,500.0,1.0,1.0,100,-0.06550599,0.018490791,0.058286138,4999.692566900156,[-0.024  0.621 -2.369 -1.771 -1.61 ],1.0,3.90625e-05,-0.29048303,,-0.19084808,1.0,1.0,-0.29048303,0.018108368,33300,,0.07800293,19316.949149131775,-0.1720581
