Weights,TimestepsSoFar,MeanD2w0t,EpLenMean,InitialReturnStd,StdIW,MaxIW,TimeElapsed,MeanIW,Iteration,MinIW,ReturnMeanIW,ReturnStepMaxmin,MeanEntropy,EntropyCoefficient,MaxD2w0t,StdD2w0t,J_sample_variance,EpRewMean,EpThisIter,Bound,EpisodesSoFar,InitialBound,InitialReturnMin,InitialReturnMean,ReturnStepMax,EmpiricalD2,InitialReturnMax,MinD2w0t
[-0.003  0.296 -1.75  -1.504 -1.384],280911,1.0675433,476.85,23.990526,0.32487303,1.8726835,519.3190226554871,1.0292133,80,0.1789469,-1.8042496,9.992689,0.032802492,10.0,2.3418105,0.2998906,55.397152,4766.750253877499,20,-275.14288,1600,-278.58606,-99.392944,1.2207031e-05,10.0,1.3475574,7.169983,
[ 0.004  0.297 -1.761 -1.507 -1.386],290911,1.0,500.0,0.15775579,1.6418882e-05,1.000062,532.3524503707886,0.9999963,81,0.99994856,-0.056786932,0.016096115,0.032802675,10.0,1.0,,0.026196778,4999.071220194695,20,-271.79065,1620,-271.79065,-0.42077637,-3.967285e-05,10.0,1.0,0.19012451,1.0
[ 0.004  0.297 -1.761 -1.507 -1.386],300885,0.9974,498.7,0.44991833,1.9249347e-07,1.0000008,544.3872463703156,1.0,82,0.99999976,-0.028313775,9.995062,0.032802675,10.0,1.0,0.05092366,0.21307902,4985.762507467209,20,-271.76218,1640,-271.76218,-1.9219971,2.746582e-05,10.0,1.0,0.21160889,
[ 0.004  0.297 -1.761 -1.507 -1.386],310885,1.0000001,500.0,0.085435174,0.0033102313,1.0123982,558.8725249767303,1.0000311,83,0.9903243,-0.03559194,0.016420364,0.032931935,10.0,1.0000029,5.5951716e-07,0.007686067,4999.212888874771,20,-271.76816,1660,-271.76944,-0.24084473,-2.746582e-05,10.0,1.0000011,0.1083374,1.0
[ 0.004  0.297 -1.761 -1.507 -1.386],320817,0.99572325,496.6,1.4724879,0.04632068,1.0764734,570.8217506408691,0.9851171,84,0.70724976,-0.15639776,9.995234,0.0333172,10.0,1.0199538,0.08245978,1.2193216,4964.806233525803,20,-271.92227,1680,-271.97943,-6.407654,-3.6621095e-05,10.0,1.0059017,0.42700195,
[ 0.005  0.297 -1.761 -1.507 -1.386],329869,0.9811711,452.6,230.1593,0.26770264,1.7985269,582.2293438911438,0.9550726,85,0.36142403,-53.18689,9.990347,0.02922606,10.0,1.3236301,0.32372865,38556.246,4523.808699095652,20,-327.15176,1700,-343.39743,-901.418,-3.967285e-05,10.0,1.1611199,72.111206,
[ 0.005  0.287 -1.805 -1.503 -1.39 ],339340,0.97022307,473.55,63.809723,0.1615979,1.4091482,596.4164659976959,0.9914048,86,0.65103763,-11.205704,9.992844,0.034297917,10.0,1.074695,0.22976366,1963.9087,4733.797800992864,20,-283.69162,1720,-287.42075,-277.26263,0.000100708006,10.0,1.0458895,15.931519,
[ 0.004  0.283 -1.816 -1.5   -1.385],349340,1.0,500.0,0.11054064,4.874551e-05,1.000126,609.3974359035492,1.0000008,87,0.999843,-0.070100114,0.0122413635,0.03429936,10.0,1.0,,0.012860157,4999.203458619993,20,-271.789,1740,-271.789,-0.17071533,-1.2207031e-05,10.0,1.0,0.18591309,1.0
[ 0.004  0.283 -1.816 -1.5   -1.385],358785,0.98561853,472.25,214.2407,0.16584097,1.5198095,621.461761713028,0.9949535,88,0.44932762,-46.335705,9.993065,0.033719283,10.0,1.1012286,0.24021998,42670.844,4720.855021465784,20,-319.22195,1760,-320.98325,-933.8398,5.1879884e-05,10.0,1.0832062,49.556763,
[ 0.005  0.278 -1.811 -1.48  -1.385],368785,1.0,500.0,0.12785591,0.0051728087,1.0119228,634.9790065288544,0.9986973,89,0.98342663,-0.03571479,0.017199516,0.033963412,10.0,1.0000092,2.3638402e-06,0.01716101,4999.260544649825,20,-271.758,1780,-271.7604,-0.36297607,3.6621095e-05,10.0,1.0000036,0.12609863,1.0
[ 0.005  0.278 -1.811 -1.48  -1.385],378681,0.9910541,494.8,2.6757333,0.036923263,1.1458615,647.127593755722,1.0034161,90,0.86261594,-0.4992426,9.995052,0.033842906,10.0,1.0083362,0.10161048,6.1323614,4946.764550864742,20,-272.24753,1800,-272.2803,-11.655212,-4.8828126e-05,10.0,1.0032727,0.7394409,
[ 0.006  0.277 -1.812 -1.48  -1.385],388417,1.0192657,486.8,19.075933,0.20109582,1.5591619,661.0777668952942,0.95804834,91,0.27745536,-1.2985837,9.995207,0.033807285,10.0,1.2883686,0.17599522,35.918625,4866.823652550926,20,-273.83496,1820,-276.05252,-83.14911,-7.93457e-05,10.0,1.10861,4.5182495,
[ 0.011  0.277 -1.813 -1.479 -1.385],398072,1.0214462,482.75,44.92647,0.24240997,1.6529222,674.8407661914825,0.92636037,92,0.27941892,-5.061579,9.994375,0.02968638,10.0,1.206828,0.19738477,529.0085,4826.133785205749,20,-278.3137,1840,-281.9627,-195.82947,-2.746582e-05,10.0,1.1093411,10.437866,
[ 0.007  0.276 -1.825 -1.485 -1.389],408064,0.9992,499.6,0.16319583,,1.0,689.131950378418,1.0,93,1.0,0.028670315,9.995604,0.02968638,10.0,1.0,0.028273191,0.028034944,4994.890376915311,20,-271.73636,1860,-271.73636,-0.54907227,-5.493164e-05,10.0,1.0,0.14593506,
[ 0.007  0.276 -1.825 -1.485 -1.389],418064,1.0,500.0,0.10057426,0.0047155228,1.0138334,700.7543201446533,0.9998171,94,0.9858049,-0.032236986,0.012111664,0.029874425,10.0,1.0000019,3.5218224e-07,0.010638952,4999.307647746695,20,-271.79538,1880,-271.7973,-0.1817627,-4.8828126e-05,10.0,1.0000006,0.11553955,1.0
[ 0.007  0.276 -1.825 -1.485 -1.389],427847,1.0091134,489.15,11.371129,0.18115537,1.2409065,713.2185912132263,0.9373816,95,0.33518958,-1.0707707,9.99556,0.028278684,10.0,1.306483,0.15623641,26.68804,4890.404969153413,20,-273.30963,1900,-274.28656,-49.56482,2.4414063e-05,10.0,1.0831153,2.6894531,
[ 0.01   0.273 -1.827 -1.487 -1.391],437847,1.0000001,500.0,0.11881757,0.0039007668,1.0178057,726.5991983413696,1.0003191,96,0.98876995,-0.030706957,0.012563705,0.028485658,10.0,1.000006,1.6332525e-06,0.014869847,4999.247828176828,20,-271.80774,1920,-271.80978,-0.3098755,-5.7983398e-05,10.0,1.0000026,0.12335205,1.0
[ 0.01   0.273 -1.827 -1.487 -1.39 ],447847,1.0,500.0,0.08971073,0.0025298647,1.0062349,739.7358877658844,0.999691,97,0.9921675,-0.011801795,0.012928009,0.02862298,10.0,1.0000008,1.918492e-07,0.008475351,4999.36868384168,20,-271.78748,1940,-271.78882,-0.26208496,-6.1035157e-06,10.0,1.0000004,0.09185791,1.0
[ 0.01   0.273 -1.827 -1.487 -1.39 ],457847,1.0,500.0,0.08738239,3.3967546e-05,1.0000905,752.3052246570587,1.0000054,98,0.9998943,-0.027341738,0.014335632,0.028624203,10.0,1.0,,0.0080377,4999.317106373137,20,-271.80298,1960,-271.803,-0.21032715,-3.6621095e-05,10.0,1.0,0.10797119,1.0
[ 0.01   0.273 -1.827 -1.487 -1.39 ],467847,1.0,500.0,0.07371862,0.005164852,1.0200541,764.1713955402374,0.99973494,99,0.98446876,-0.023781916,0.016529083,0.02885088,10.0,1.0000025,6.90229e-07,0.005726312,4999.367936732129,20,-271.79715,1980,-271.79935,-0.19946289,-8.544922e-05,10.0,1.0000012,0.08123779,1.0
[ 0.01   0.273 -1.827 -1.487 -1.39 ],477847,1.0,500.0,0.118107036,,1.0,775.579267501831,1.0,100,1.0,-0.048169803,0.013640404,0.02885088,,1.0,,0.014681582,4999.271446695585,20,-272.11005,2000,-272.11005,-0.26727295,2.1362304e-05,10.0,1.0,0.15161133,1.0
[ 0.01   0.273 -1.827 -1.487 -1.39 ],487349,0.98603904,475.1,214.29646,0.18683387,1.7197253,787.3437905311584,0.9369141,101,0.40670565,-46.451305,9.995304,0.026266584,,1.0872047,0.22676389,43225.816,4749.87656285236,20,-319.55014,2020,-321.18054,-934.0965,6.1035157e-06,10.0,1.0723327,49.296204,
[ 0.011  0.268 -1.824 -1.468 -1.393],497349,1.0,500.0,0.11304663,,1.0,802.232816696167,1.0,102,1.0,-0.06841177,0.01585865,0.026266584,,1.0,,0.013447134,4999.20974904819,20,-272.1303,2040,-272.1303,-0.25842285,-2.746582e-05,10.0,1.0,0.15802002,1.0
[ 0.011  0.268 -1.824 -1.468 -1.393],507349,1.0,500.0,0.078197084,,1.0,813.3941283226013,1.0,103,1.0,-0.04114908,0.0119524,0.026266584,,1.0,,0.006435911,4999.285918946663,20,-272.10303,2060,-272.10303,-0.13983154,1.2207031e-05,10.0,1.0,0.12561035,1.0
[ 0.011  0.268 -1.824 -1.468 -1.393],516892,1.1459099,477.15,141.47815,0.36974883,2.475119,825.3197901248932,0.8620375,104,0.08462623,-15.4216385,9.994871,0.01883186,,1.8638306,0.30270725,4815.795,4770.268145507371,20,-291.75854,2080,-304.4289,-616.68884,-3.0517578e-05,10.0,1.4356892,32.569214,
[ 0.004  0.278 -1.843 -1.471 -1.4  ],526229,1.1516458,466.85,148.62549,0.42673668,4.2161207,837.2885799407959,0.93362266,105,0.2457891,-15.140647,9.990826,0.015071817,,2.2426767,0.36240524,3585.9639,4666.3503140841985,20,-292.86682,2100,-307.45145,-647.2925,8.239746e-05,10.0,1.5264845,35.779846,
[-7.193e-04  2.645e-01 -1.863e+00 -1.472e+00 -1.404e+00],535830,0.98876524,480.05,11.492142,0.15950662,1.4847767,851.6665453910828,0.9944062,106,0.38392428,-2.2590141,9.991171,0.012771592,,1.1998308,0.20420252,63.776237,4798.372437872628,20,-274.73364,2120,-275.63464,-40.77411,4.5776367e-05,10.0,1.0801805,3.9561157,
[ 0.003  0.262 -1.869 -1.469 -1.406],545808,0.9978,498.9,0.3712044,,1.0,864.0795271396637,1.0,107,1.0,-0.044757437,9.99518,0.012771592,,1.0,0.04685218,0.14503081,4987.786167102853,20,-272.10666,2140,-272.10666,-1.5333862,-3.0517578e-05,10.0,1.0,0.20489502,
[ 0.003  0.262 -1.869 -1.469 -1.406],555760,0.99570256,497.6,0.8982061,0.020508278,1.0410597,877.1913168430328,1.0002683,108,0.88928556,-0.15242569,9.995438,0.012743236,,1.0038741,0.06915275,0.6999755,4974.852759005618,20,-272.22348,2160,-272.2331,-3.885315,6.1035156e-05,10.0,1.001158,0.32946777,
[ 0.003  0.262 -1.869 -1.469 -1.406],565760,1.0,500.0,0.080093086,,1.0,889.5615408420563,1.0,109,1.0,-0.030823892,0.014476776,0.012743236,,1.0,,0.0067544566,4999.369639541701,20,-272.0927,2180,-272.0927,-0.14263916,-3.0517579e-06,10.0,1.0,0.115234375,1.0
[ 0.003  0.262 -1.869 -1.469 -1.406],575717,0.9961447,497.85,0.8156041,0.020093815,1.0398891,902.0977029800415,0.99754405,110,0.90655273,-0.11908167,9.995737,0.012856419,,1.0027051,0.06546433,0.58882827,4977.42874667402,20,-272.1883,2200,-272.19626,-3.5327148,2.746582e-05,10.0,1.0011537,0.30895996,
[ 0.003  0.262 -1.869 -1.469 -1.406],585435,0.98911756,485.9,4.0374713,0.13577794,1.1828674,914.8500649929047,0.9510135,111,0.45248103,-0.5631727,9.991398,0.01275438,,1.1290582,0.17009255,4.2624984,4856.899820219173,20,-272.88794,2220,-273.42044,-13.311096,-4.5776367e-05,10.0,1.0457218,1.7324829,
[ 0.006  0.262 -1.869 -1.469 -1.406],594973,1.2759818,476.9,148.83945,0.43067196,4.2915697,930.6152918338776,0.8492115,112,0.19121164,-12.899147,9.99515,0.011228817,,3.389778,0.4497538,3363.8545,4767.834994147849,20,-291.56525,2240,-306.14566,-648.77606,-3.0517578e-05,10.0,1.8500792,34.262634,
[-0.004  0.256 -1.877 -1.472 -1.408],603383,1.1258441,420.5,216.6564,0.5429441,3.6709638,941.9612610340118,0.9882667,113,0.07640137,-46.50641,9.983175,-0.0054197665,,2.9419775,0.57909966,31224.191,4201.457954935135,20,-325.30862,2260,-342.3899,-912.2858,3.6621095e-05,10.0,1.8062223,71.1095,
[ 0.002  0.257 -1.891 -1.484 -1.424],613383,1.0,500.0,0.11316599,,1.0,956.1540048122406,1.0,114,1.0,-0.04573998,0.015253067,-0.0054197665,,1.0,,0.013488832,4999.429724290814,20,-272.10764,2280,-272.10764,-0.28051758,1.5258789e-05,10.0,1.0,0.115722656,1.0
[ 0.002  0.257 -1.891 -1.484 -1.424],622910,1.0093539,476.35,20.694511,0.25100744,1.5095661,970.0717244148254,1.0037881,115,0.27415377,-2.0159633,9.993801,-0.0046855654,,1.5690061,0.2396062,47.85957,4762.012238388665,20,-275.26114,2300,-278.58206,-76.39661,-1.2207031e-05,10.0,1.1541939,6.7754517,
[ 0.008  0.257 -1.906 -1.489 -1.424],632910,1.0,500.0,0.09364519,,1.0,983.9125468730927,1.0,116,1.0,-0.044944253,0.016256332,-0.0046855654,,1.0,,0.009234323,4999.455900553872,20,-272.10684,2320,-272.10684,-0.22106934,3.967285e-05,10.0,1.0,0.11450195,1.0
[ 0.008  0.257 -1.906 -1.489 -1.424],642910,1.0,500.0,0.067632005,,1.0,997.9624631404877,1.0,117,1.0,-0.052170098,0.013027191,-0.0046855654,,1.0,,0.004816847,4999.469378122397,20,-272.11407,2340,-272.11407,-0.19439697,-2.4414063e-05,10.0,1.0,0.088012695,1.0
[ 0.008  0.257 -1.906 -1.489 -1.424],652910,1.0,500.0,0.08751047,,1.0,1010.8246939182281,1.0,118,1.0,-0.049993403,0.010756493,-0.0046855654,,1.0,,0.008056191,4999.410157065871,20,-272.11188,2360,-272.11188,-0.15527344,3.967285e-05,10.0,1.0,0.12194824,1.0
[ 0.008  0.257 -1.906 -1.489 -1.424],662882,0.9972,498.6,0.5002319,1.3753361e-06,1.0000037,1025.8784446716309,0.9999999,119,0.999997,-0.050425448,9.995491,-0.0046855654,,1.0,0.052841105,0.26341417,4984.866271440769,20,-272.1123,2380,-272.1123,-2.1577759,2.1362304e-05,10.0,1.0,0.20526123,
[ 0.008  0.257 -1.906 -1.489 -1.424],672671,0.9902145,489.45,5.7674146,0.11599132,1.2966244,1037.6707844734192,1.0041274,120,0.51811814,-0.6991019,9.993612,-0.0050352486,,1.0860662,0.14606965,10.762438,4892.925187395294,20,-273.00894,2400,-273.43994,-24.723267,,10.0,1.0274886,1.6426392,
[ 0.01   0.256 -1.907 -1.491 -1.424],682671,1.0,500.0,0.10249227,,1.0,1049.982488155365,1.0,121,1.0,-0.040907484,0.017688751,-0.0050352486,,1.0,,0.011055607,4999.433633937962,20,-272.10278,2420,-272.10278,-0.23022461,1.2207031e-05,10.0,1.0,0.10430908,1.0
[ 0.01   0.256 -1.907 -1.491 -1.424],692671,1.0,500.0,0.106173255,,1.0,1060.459584236145,1.0,122,1.0,-0.05098194,0.016723633,-0.0050352486,,1.0,,0.011869042,4999.389718797016,20,-272.11288,2440,-272.11288,-0.23034668,-2.4414063e-05,10.0,1.0,0.12866211,1.0
[ 0.01   0.256 -1.907 -1.491 -1.424],702671,1.0,500.0,0.08597064,,1.0,1073.5226957798004,1.0,123,1.0,-0.047683705,0.018237114,-0.0050352486,,1.0,,0.0077790753,4999.400386815863,20,-272.10956,2460,-272.10956,-0.3139038,0.00011901856,10.0,1.0,0.11743164,1.0
[ 0.01   0.256 -1.907 -1.491 -1.424],712671,1.0,500.0,0.07660239,,1.0,1087.2974503040314,1.0,124,1.0,-0.05140413,0.011834145,-0.0050352486,,1.0,,0.0061761434,4999.407759786405,20,-272.11328,2480,-272.11328,-0.1907959,3.0517578e-05,10.0,1.0,0.10626221,1.0
[ 0.01   0.256 -1.907 -1.491 -1.424],722560,0.99349296,494.45,2.9971685,0.08415672,1.1685721,1099.5780065059662,0.99075156,125,0.62061757,-0.40479183,9.9958725,-0.0056465706,,1.0566858,0.10549636,4.6342325,4943.46942336024,20,-272.54404,2500,-272.67184,-13.060608,-1.2207031e-05,10.0,1.0107431,0.76000977,
[ 0.012  0.256 -1.907 -1.491 -1.425],732383,0.9952143,491.15,7.137273,0.11995955,1.304353,1111.9999074935913,0.9722874,126,0.52600163,-0.85303634,9.995623,-0.006844549,,1.0804917,0.13446683,17.317438,4910.413390589049,20,-273.17633,2520,-273.62015,-31.10968,6.1035157e-06,10.0,1.0297039,1.7181396,
[ 0.014  0.256 -1.908 -1.491 -1.426],742383,1.0,500.0,0.09488026,,1.0,1123.4199588298798,1.0,127,1.0,-0.04425463,0.017183304,-0.006844549,,1.0,,0.009477514,4999.426253449771,20,-272.10614,2540,-272.10614,-0.25048828,-4.5776367e-05,10.0,1.0,0.117248535,1.0
[ 0.014  0.256 -1.908 -1.491 -1.426],752383,1.0,500.0,0.09996428,,1.0,1138.0768835544586,1.0,128,1.0,-0.049620934,0.012123108,-0.006844549,,1.0,,0.010521152,4999.409089914623,20,-272.1115,2560,-272.1115,-0.21032715,-7.93457e-05,10.0,1.0,0.118652344,1.0
[ 0.014  0.256 -1.908 -1.491 -1.426],762383,1.0,500.0,0.08702376,,1.0,1149.6594932079315,1.0,129,1.0,0.05314545,9.995659,-0.006844549,,1.0,,0.00797282,4998.904424964005,20,-272.00876,2580,-272.00876,-0.21502686,-4.8828126e-05,10.0,1.0,0.12109375,1.0
[ 0.014  0.256 -1.908 -1.491 -1.426],772383,1.0,500.0,0.07852076,,1.0,1161.9365818500519,1.0,130,1.0,-0.027312582,0.014026642,-0.006844549,,1.0,,0.00648878,4999.411087046514,20,-272.0892,2600,-272.0892,-0.19396973,-2.4414063e-05,10.0,1.0,0.08905029,1.0
[ 0.014  0.256 -1.908 -1.491 -1.426],782383,1.0,500.0,0.0910811,,1.0,1174.454566001892,1.0,131,1.0,-0.035502277,0.016028404,-0.006844549,,1.0,,0.008730714,4999.42884374527,20,-272.09738,2620,-272.09738,-0.237854,-2.4414063e-05,10.0,1.0,0.110961914,1.0
[ 0.014  0.256 -1.908 -1.491 -1.426],792042,1.0513773,482.95,43.13153,0.27249065,1.5281935,1186.9793014526367,0.90896815,132,0.07545963,-2.411266,9.995628,-0.0077837915,,2.121314,0.23595506,122.960594,4828.433832964192,20,-276.25748,2640,-281.88495,-188.00568,-1.2207031e-05,10.0,1.2196591,9.986023,
[ 0.02   0.259 -1.912 -1.493 -1.427],802042,1.0,500.0,0.10940088,,1.0,1202.3855566978455,1.0,133,1.0,-0.042565074,0.013981819,-0.0077837915,,1.0,,0.01260039,4999.332754968725,20,-272.10446,2660,-272.10446,-0.29608154,-5.7983398e-05,10.0,1.0,0.13562012,1.0
[ 0.02   0.259 -1.912 -1.493 -1.427],812042,1.0,500.0,0.1026458,,1.0,1215.1049528121948,1.0,134,1.0,-0.036480848,0.016929626,-0.0077837915,,1.0,,0.011089164,4999.292964808168,20,-272.09836,2680,-272.09836,-0.22528076,-6.1035156e-05,10.0,1.0,0.12017822,1.0
[ 0.02   0.259 -1.912 -1.493 -1.427],821590,1.1161724,477.4,134.48245,0.48695472,4.2900524,1227.886099100113,1.0551932,135,0.32012758,-15.303202,9.99514,-0.0042820424,,1.8960613,0.28799045,4722.7915,4772.831231371574,20,-291.37808,2700,-302.85904,-586.1953,1.8310548e-05,10.0,1.3344557,30.977661,
[ 0.013  0.268 -1.929 -1.498 -1.423],831590,1.0,500.0,0.1100622,,1.0,1244.9033119678497,1.0,136,1.0,-0.04252408,0.014401436,-0.0042820424,,1.0,,0.0127513725,4999.452185152076,20,-272.1044,2720,-272.1044,-0.42370605,5.1879884e-05,10.0,1.0,0.09185791,1.0
[ 0.013  0.268 -1.929 -1.498 -1.423],841590,1.0,500.0,0.09546251,,1.0,1255.8651103973389,1.0,137,1.0,-0.036357343,0.015798569,-0.0042820424,,1.0,,0.009593629,4999.435518164937,20,-272.09824,2740,-272.09824,-0.2409668,-3.3569337e-05,10.0,1.0,0.103881836,1.0
[ 0.013  0.268 -1.929 -1.498 -1.423],851093,1.004129,475.15,212.14064,0.23341064,1.7809696,1268.61740899086,0.9601126,138,0.416741,-42.26537,9.995226,-0.011435492,,1.1291072,0.23183098,35801.516,4750.358142806621,20,-315.8831,2760,-320.6881,-924.6994,5.1879884e-05,10.0,1.1077225,48.81317,
[ 0.013  0.27  -1.953 -1.513 -1.43 ],861093,1.0,500.0,0.059444733,,1.0,1283.9981496334076,1.0,139,1.0,-0.048141025,0.012124062,-0.011435492,,1.0,,0.0037206882,4999.477647837481,20,-272.11002,2780,-272.11002,-0.11340332,1.2207031e-05,10.0,1.0,0.09484863,1.0
[ 0.013  0.27  -1.953 -1.513 -1.43 ],871093,1.0,500.0,0.09211571,,1.0,1294.5806906223297,1.0,140,1.0,-0.022667484,0.015110016,-0.011435492,,1.0,,0.008928957,4999.423595378315,20,-272.08456,2800,-272.08456,-0.18145752,4.272461e-05,10.0,1.0,0.097595215,1.0
[ 0.013  0.27  -1.953 -1.513 -1.43 ],880595,1.0143398,475.1,214.29993,0.20279998,1.7794306,1306.6408431529999,0.8988924,141,0.45691046,-43.447144,9.9957485,-0.01949104,,1.1424606,0.2353351,37819.21,4749.980726664394,20,-317.29492,2820,-321.18564,-934.1116,3.3569337e-05,10.0,1.1288159,49.29602,
[ 0.014  0.272 -1.971 -1.528 -1.438],890595,1.0,500.0,0.09156206,,1.0,1320.1599671840668,1.0,142,1.0,-0.04266416,0.014214516,-0.01949104,,1.0,,0.008819187,4999.372259788503,20,-272.10455,2840,-272.10455,-0.18841553,-3.0517578e-05,10.0,1.0,0.123168945,1.0
[ 0.014  0.272 -1.971 -1.528 -1.438],900595,1.0,500.0,0.06044606,,1.0,1333.3540134429932,1.0,143,1.0,-0.042003177,0.011200905,-0.01949104,,1.0,,0.0038447476,4999.454807266729,20,-272.10388,2860,-272.10388,-0.13781738,-2.4414063e-05,10.0,1.0,0.092285156,1.0
[ 0.014  0.272 -1.971 -1.528 -1.438],910595,1.0,500.0,0.0643373,,1.0,1344.2575616836548,1.0,144,1.0,-0.018148182,0.0118198395,-0.01949104,,1.0,,0.0043575033,4999.488477960525,20,-272.08005,2880,-272.08005,-0.16479492,-3.0517578e-05,10.0,1.0,0.08496094,1.0
[ 0.014  0.272 -1.971 -1.528 -1.438],920512,0.99434394,495.85,1.9168538,0.07138329,1.0992159,1358.3794033527374,0.97557205,145,0.663438,-0.24749492,9.995951,-0.01949058,,1.0223749,0.09104203,1.944129,4957.485977838554,20,-272.36224,2900,-272.43582,-8.347412,-1.8310548e-05,10.0,1.0057492,0.5197754,
[ 0.015  0.272 -1.971 -1.528 -1.438],930512,1.0,500.0,0.10615507,,1.0,1371.3236181735992,1.0,146,1.0,-0.043230325,0.015062332,-0.01949058,,1.0,,0.01185803,4999.440157140902,20,-272.10513,2920,-272.10513,-0.31762695,-3.0517579e-06,10.0,1.0,0.09649658,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],940512,1.0,500.0,0.08590103,,1.0,1383.6713724136353,1.0,147,1.0,-0.03860565,0.016850471,-0.01949058,,1.0,,0.0077651613,4999.461737725447,20,-272.1005,2940,-272.1005,-0.18988037,-1.8310548e-05,10.0,1.0,0.09954834,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],950512,1.0,500.0,0.065563634,,1.0,1397.3519599437714,1.0,148,1.0,-0.017409258,0.011034012,-0.01949058,,1.0,,0.004522621,4999.484687439066,20,-272.07928,2960,-272.07928,-0.1317749,7.324219e-05,10.0,1.0,0.07550049,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],960512,1.0,500.0,0.0693832,,1.0,1408.374992609024,1.0,149,1.0,-0.030336231,0.0127773285,-0.01949058,,1.0,,0.0050668507,4999.487317539688,20,-272.09222,2980,-272.09222,-0.21875,6.1035157e-06,10.0,1.0,0.078552246,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],970512,1.0,500.0,0.08261186,,1.0,1420.6587929725647,1.0,150,1.0,-0.052880216,0.013505936,-0.01949058,,1.0,,0.0071810028,4999.368873744306,20,-272.11478,3000,-272.11478,-0.16571045,-4.5776367e-05,10.0,1.0,0.12866211,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],980512,1.0,500.0,0.079098836,,1.0,1431.0182781219482,1.0,151,1.0,-0.026634559,0.015179634,-0.01949058,,1.0,,0.006583389,4999.528615878229,20,-272.08853,3020,-272.08853,-0.23950195,5.1879884e-05,10.0,1.0,0.08514404,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],990512,1.0,500.0,0.05956469,,1.0,1442.631368637085,1.0,152,1.0,-0.014384604,0.01335907,-0.01949058,,1.0,,0.0037356287,4999.452859108258,20,-272.07626,3040,-272.07626,-0.1352539,1.2207031e-05,10.0,1.0,0.06774902,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1000512,1.0,500.0,0.06500199,,1.0,1454.64599442482,1.0,153,1.0,-0.0333052,0.015794754,-0.01949058,,1.0,,0.004449185,4999.490198403881,20,-272.09518,3060,-272.09518,-0.14361572,3.6621095e-05,10.0,1.0,0.081726074,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1010512,1.0,500.0,0.08224734,,1.0,1469.243215084076,1.0,154,1.0,-0.03201138,0.014780045,-0.01949058,,1.0,,0.007116493,4999.4986453607735,20,-272.0939,3080,-272.0939,-0.20385742,6.1035157e-06,10.0,1.0,0.07385254,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1020512,1.0,500.0,0.079572506,,1.0,1480.314162492752,1.0,155,1.0,-0.03073864,0.012833595,-0.01949058,,1.0,,0.006663569,4999.438321611657,20,-272.09262,3100,-272.09262,-0.18066406,-3.6621095e-05,10.0,1.0,0.10668945,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1030512,1.0,500.0,0.07453353,,1.0,1490.5586285591125,1.0,156,1.0,-0.031844936,0.011306763,-0.01949058,,1.0,,0.0058464273,4999.494285748969,20,-272.09372,3120,-272.09372,-0.18969727,9.155274e-06,10.0,1.0,0.08679199,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1040512,1.0,500.0,0.09128521,,1.0,1504.7654347419739,1.0,157,1.0,-0.052111346,0.015492439,-0.01949058,,1.0,,0.008768893,4999.477492074267,20,-272.114,3140,-272.114,-0.32366943,-3.3569337e-05,10.0,1.0,0.09576416,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1050512,1.0,500.0,0.1019904,,1.0,1518.7162895202637,1.0,158,1.0,-0.049195275,0.014060974,-0.01949058,,1.0,,0.01095077,4999.515971651139,20,-272.11108,3160,-272.11108,-0.30767822,3.967285e-05,10.0,1.0,0.10296631,1.0
[ 0.015  0.272 -1.971 -1.528 -1.438],1060013,0.9564756,475.05,216.48653,0.07004583,1.2122205,1528.959448337555,0.97539854,159,0.7175212,-49.158504,9.996016,-0.02072701,,1.016747,0.21923333,48480.496,4749.541536014579,20,-321.41412,3180,-321.6506,-943.6429,2.4414063e-05,10.0,1.0122244,49.74756,
[ 0.015  0.269 -1.972 -1.52  -1.44 ],1070013,1.0,500.0,0.087180756,,1.0,1544.9268727302551,1.0,160,1.0,-0.028857911,0.013446808,-0.02072701,,1.0,,0.008002706,4999.422155065183,20,-272.09076,3200,-272.09076,-0.1751709,-1.2207031e-05,10.0,1.0,0.103637695,1.0
[ 0.015  0.269 -1.972 -1.52  -1.44 ],1079931,0.99358135,495.9,1.8648782,0.04282755,1.0822409,1557.7036426067352,0.9950072,161,0.746807,-0.28177238,9.995777,-0.020680066,,1.0088695,0.09035976,2.2142646,4957.942365356683,20,-272.37863,3220,-272.4385,-8.119629,3.0517579e-06,10.0,1.0040301,0.5466919,
