EpLenMean,MeanD2w0t,MinIW,InitialReturnStd,MaxD2w0t,EpisodesSoFar,EmpiricalD2,InitialReturnMean,EpRewMean,Iteration,InitialReturnMax,InitialReturnMin,MeanIW,MaxIW,MinD2w0t,Weights,TimeElapsed,Bound,InitialBound,ReturnStepMax,MeanEntropy,ReturnStepMaxmin,StdIW,ReturnMeanIW,TimestepsSoFar,EpThisIter,StdD2w0t,J_sample_variance
495.01,0.99002,0.9999981,98.83103,1.0,8200,1.0,-7.93457e-06,4949.4566394930125,82,10.020569,-983.3561,1.0,1.0000023,,[ 0.018  0.408 -2.721 -1.612 -1.122],3600.820285320282,-131.62434,-131.62434,9.998934,0.2972333,9.997868,5.227666e-07,-9.967538,3530007,100,0.09939987,9866.23
500.0,1.0,1.0,0.05100742,1.0,8300,1.0,-4.272461e-06,4999.455168487216,83,0.07861328,-0.17974854,1.0,1.0,1.0,[ 0.018  0.408 -2.721 -1.612 -1.122],3638.392561674118,-0.24381939,-0.24381939,0.01658535,0.2972333,0.015727043,,-0.042025812,3580007,100,,0.002628529
500.0,1.0,1.0,0.06255074,1.0,8400,1.0,-2.4414062e-06,4999.437857655876,84,0.077819824,-0.19787598,1.0,1.0,1.0,[ 0.018  0.408 -2.721 -1.612 -1.122],3675.739524126053,-0.26046613,-0.26046613,0.017442703,0.2972333,0.01655674,,-0.048241146,3630007,100,,0.0039520524
495.02,1.0090332,0.5260043,97.838104,1.0503398,8500,1.0376126,-1.8310546e-06,4949.548488126601,85,9.91864,-973.4766,0.98347706,1.6128621,,[ 0.018  0.408 -2.721 -1.612 -1.122],3713.167102575302,-131.206,-131.52158,9.998918,0.29373467,9.997835,0.15332901,-9.304142,3679509,100,0.101805754,8603.518
500.0,1.0,1.0,0.054597937,1.0,8600,1.0,-6.1035157e-06,4999.469377272516,86,0.078063965,-0.17370605,1.0,1.0,1.0,[ 0.018  0.409 -2.754 -1.62  -1.125],3752.0781207084656,-0.27727333,-0.27727333,0.018425941,0.29373467,0.01760292,,-0.053085312,3729509,100,,0.0030113112
500.0,1.0,1.0,0.0566585,1.0,8700,1.0,8.178711e-05,4999.470378361189,87,0.09112549,-0.13226318,1.0,1.0,1.0,[ 0.018  0.409 -2.754 -1.62  -1.125],3789.6640441417694,-0.26269278,-0.26269278,0.017235756,0.29373467,0.016415596,,-0.05298572,3779509,100,,0.0032433178
495.02,0.99508345,0.7364395,97.83894,1.01198,8800,1.0099664,7.6293945e-05,4949.58504684353,88,9.9158325,-973.485,0.9964687,1.2458848,,[ 0.018  0.409 -2.754 -1.62  -1.125],3826.6438755989075,-131.3446,-131.52118,9.998993,0.29383016,9.997986,0.070361964,-9.622886,3829011,100,0.099850364,9203.895
490.03,0.98234284,0.862159,138.3662,1.0074259,8900,1.0045094,-2.9907227e-05,4899.603769136792,89,19.835999,-973.5407,1.0043042,1.1775033,,[ 0.019  0.411 -2.771 -1.626 -1.125],3864.4758443832397,-141.39691,-141.42654,9.998816,0.29513255,9.997631,0.04345392,-19.711678,3878014,100,0.14012681,19222.902
500.0,1.0,1.0,0.053447153,1.0,9000,1.0,-5.5541994e-05,4999.475547769629,90,0.08081055,-0.22070312,1.0,1.0,1.0,[ 0.018  0.409 -2.771 -1.627 -1.124],3902.0337557792664,-0.2596661,-0.2596661,0.017687798,0.29513255,0.016878128,,-0.04445904,3928014,100,,0.0028848276
495.02,0.99767476,0.6464055,97.839195,1.0196798,9100,1.0151008,-4.272461e-05,4949.568733395685,91,9.907288,-973.4876,0.98741674,1.2550774,,[ 0.018  0.409 -2.771 -1.627 -1.124],3939.287518978119,-131.32469,-131.51538,9.998959,0.29397124,9.997917,0.08525436,-9.568721,3977516,100,0.10016619,9111.4375
495.01,0.99002,0.999963,98.83183,1.0,9200,1.0,4.8217775e-05,4949.479233880441,92,10.014893,-983.36414,1.0000013,1.0000931,,[ 0.018  0.41  -2.793 -1.633 -1.125],3977.608010530472,-131.62218,-131.62218,9.998987,0.29397124,9.997974,1.9659687e-05,-9.964716,4027017,100,0.09939837,9866.382
500.0,1.0,1.0,0.049672574,1.0,9300,1.0,-1.586914e-05,4999.495162384937,93,0.070739746,-0.1798706,1.0,1.0,1.0,[ 0.018  0.41  -2.793 -1.633 -1.125],4015.1965141296387,-0.26976368,-0.26976368,0.018540382,0.29397124,0.017775536,,-0.044183243,4077017,100,,0.002492644
500.0,1.0,1.0,0.047879282,1.0,9400,1.0,-4.0283205e-05,4999.498505308837,94,0.06573486,-0.21038818,1.0,1.0,1.0,[ 0.018  0.41  -2.793 -1.633 -1.125],4052.7149510383606,-0.23713762,-0.23713762,0.015529633,0.29397124,0.014772415,,-0.048188917,4127017,100,,0.002316788
500.0,1.0,1.0,0.06324669,1.0,9500,1.0,-4.699707e-05,4999.459577396847,95,0.08984375,-0.25482178,1.0,1.0,1.0,[ 0.018  0.41  -2.793 -1.633 -1.125],4090.3735847473145,-0.2794817,-0.2794817,0.018514633,0.29397124,0.017668724,,-0.054214578,4177017,100,,0.0040405807
500.0,1.0,1.0,0.053213723,1.0,9600,1.0,-3.479004e-05,4999.471841989584,96,0.07879639,-0.14672852,1.0,1.0,1.0,[ 0.018  0.41  -2.793 -1.633 -1.125],4128.20391702652,-0.27947438,-0.27947438,0.018573761,0.29397124,0.017757416,,-0.053487845,4227017,100,,0.0028605452
495.01,0.994302,0.78788275,98.83368,1.0127207,9700,1.0086461,3.0517579e-06,4949.519082301478,97,9.998657,-983.3826,1.0094796,1.3640256,,[ 0.018  0.41  -2.793 -1.633 -1.125],4165.466480255127,-131.56076,-131.61351,9.999075,0.29116556,9.99815,0.06868149,-9.851185,4276518,100,0.09986254,9662.687
500.0,1.0,1.0,0.046866827,1.0,9800,1.0,-1.586914e-05,4999.492943106026,98,0.064208984,-0.15393066,1.0,1.0,1.0,[ 0.017  0.41  -2.793 -1.634 -1.128],4203.300375461578,-0.23655131,-0.23655131,0.015544891,0.29116556,0.0147714615,,-0.047416978,4326518,100,,0.0022184686
490.02,0.9839654,0.8363426,139.06123,1.0120044,9900,1.0077496,-8.056641e-05,4899.498609990518,99,19.94635,-973.4285,1.0036856,1.2273657,,[ 0.017  0.41  -2.793 -1.634 -1.128],4240.180010318756,-141.46555,-141.53761,9.998805,0.28902844,9.99761,0.061687328,-19.757965,4375520,100,0.14044195,19291.709
495.01,0.99715006,0.6781776,98.832954,1.0175194,10000,1.0143194,1.586914e-05,4949.5044756079915,100,10.010925,-983.37537,1.0087593,1.4430835,,[ 0.016  0.407 -2.793 -1.63  -1.13 ],4277.919685602188,-131.52876,-131.61693,9.999041,0.28539377,9.998081,0.08471029,-9.78368,4425021,100,0.10020273,9523.281
495.01,0.99002,1.0,98.83306,1.0,10100,1.0,3.0517578e-05,4949.518691167425,101,9.997192,-983.37646,1.0,1.0,,[ 0.015  0.406 -2.793 -1.631 -1.134],4315.30532169342,-131.61923,-131.61923,9.999071,0.28539377,9.998142,,-9.960757,4474522,100,0.09939973,9866.644
500.0,1.0,1.0,0.053184204,1.0,10200,1.0,-7.3242186e-06,4999.483840343179,102,0.08465576,-0.20410156,1.0,1.0,1.0,[ 0.015  0.406 -2.793 -1.631 -1.134],4353.031472682953,-0.24713686,-0.24713686,0.016228676,0.28539377,0.015433311,,-0.049682908,4524522,100,,0.002857565
500.0,1.0,1.0,0.05319791,1.0,10300,1.0,1.953125e-05,4999.501460023188,103,0.07745361,-0.18865967,1.0,1.0,1.0,[ 0.015  0.406 -2.793 -1.631 -1.134],4390.398677587509,-0.2518713,-0.2518713,0.016623497,0.28539377,0.015867233,,-0.04961358,4574522,100,,0.0028581764
500.0,1.0,1.0,0.049819227,1.0,10400,1.0,6.958008e-05,4999.493069475289,104,0.07946777,-0.20404053,1.0,1.0,1.0,[ 0.015  0.406 -2.793 -1.631 -1.134],4428.029958724976,-0.22632077,-0.22632077,0.015043259,0.28539377,0.014266014,,-0.043289784,4624522,100,,0.0025067192
500.0,1.0,1.0,0.059463903,1.0,10500,1.0,-5.0048828e-05,4999.479707861865,105,0.08441162,-0.18847656,1.0,1.0,1.0,[ 0.015  0.406 -2.793 -1.631 -1.134],4465.763941049576,-0.27691406,-0.27691406,0.01817131,0.28539377,0.01736927,,-0.055824127,4674522,100,,0.0035710437
495.01,0.9946761,0.73980063,98.83199,1.011711,10600,1.0093855,-6.347656e-05,4949.489522553409,106,10.011169,-983.3658,1.0043384,1.2528579,,[ 0.015  0.406 -2.793 -1.631 -1.134],4502.9999833106995,-131.56587,-131.62233,9.999002,0.28243542,9.998005,0.06011227,-9.852618,4724023,100,0.09990535,9646.124
495.02,0.9946259,0.71462166,97.84001,1.0156434,10700,1.0091716,-2.4414063e-05,4949.607645190077,107,9.904846,-973.4957,0.9996861,1.2197391,,[ 0.015  0.406 -2.793 -1.63  -1.137],4540.184895277023,-131.45712,-131.51724,9.999045,0.27991393,9.998091,0.0664294,-9.74152,4773525,100,0.09979924,9440.581
495.01,0.99002,1.0,98.83347,1.0,10800,1.0,-3.6621095e-05,4949.516029472669,108,10.004822,-983.3805,1.0,1.0,,[ 0.014  0.404 -2.793 -1.631 -1.139],4577.493730306625,-131.61443,-131.61443,9.9990635,0.27991393,9.998127,,-9.956038,4823026,100,0.09939843,9866.722
500.0,1.0,1.0,0.05460139,1.0,10900,1.0,7.3242186e-06,4999.505000112547,109,0.07122803,-0.18878174,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4615.0231993198395,-0.281049,-0.281049,0.018935204,0.27991393,0.018185616,,-0.050664827,4873026,100,,0.0030109852
500.0,1.0,1.0,0.052179966,1.0,11000,1.0,4.6386718e-05,4999.47647146687,110,0.07873535,-0.14849854,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4652.500474452972,-0.25807813,-0.25807813,0.016970634,0.27991393,0.016163826,,-0.05159678,4923026,100,,0.0027498747
500.0,1.0,1.0,0.064718425,1.0,11100,1.0,3.601074e-05,4999.491046311646,111,0.07733154,-0.23425293,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4712.914584159851,-0.29113826,-0.29113826,0.018951416,0.27991393,0.018173218,,-0.060556788,4973026,100,,0.0042301975
500.0,1.0,1.0,0.052676275,1.0,11200,1.0,-3.2958986e-05,4999.4937526329195,112,0.083984375,-0.13433838,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4785.562831163406,-0.27624586,-0.27624586,0.018098831,0.27991393,0.017327309,,-0.056037776,5023026,100,,0.0028028765
500.0,1.0,1.0,0.052039664,1.0,11300,1.0,2.4414063e-05,4999.508595179382,113,0.07757568,-0.20245361,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4858.209941864014,-0.2595492,-0.2595492,0.01726818,0.27991393,0.01653099,,-0.04944763,5073026,100,,0.0027365284
500.0,1.0,1.0,0.05249438,1.0,11400,1.0,-1.2207031e-06,4999.4953863849105,114,0.074157715,-0.15991211,1.0,1.0,1.0,[ 0.014  0.404 -2.793 -1.631 -1.139],4929.790300130844,-0.25101614,-0.25101614,0.016831398,0.27991393,0.016059875,,-0.046228893,5123026,100,,0.0027843057
494.99,0.9899605,0.9999373,98.8325,0.99999976,11500,0.99988204,4.6386718e-05,4949.204626047236,115,10.013489,-983.3707,0.9999997,1.0000592,,[ 0.014  0.404 -2.793 -1.631 -1.139],5003.05606007576,-131.59871,-131.59943,9.998842,0.27991393,9.9976845,1.4445526e-05,-9.943728,5172525,100,0.09958962,9866.5205
495.02,1.0083737,0.5427905,97.839775,1.0435345,11600,1.036814,-4.0893556e-05,4949.6151960849475,116,9.90741,-973.4934,1.0058695,1.6743381,,[ 0.014  0.404 -2.793 -1.631 -1.139],5062.22670340538,-131.17659,-131.52051,9.999055,0.2791727,9.99811,0.14392112,-9.296233,5222027,100,0.101713285,8587.645
500.0,1.0,1.0,0.050101407,1.0,11700,1.0,-3.479004e-05,4999.491569500049,117,0.08111572,-0.16168213,1.0,1.0,1.0,[ 0.014  0.399 -2.779 -1.616 -1.14 ],5101.588615655899,-0.25483894,-0.25483894,0.016980171,0.2791727,0.01621437,,-0.048241556,5272027,100,,0.0025353408
495.01,0.9904811,0.90954256,98.83137,1.0014043,11800,1.0009084,-8.666992e-05,4949.48175637847,118,10.024414,-983.35956,0.9988408,1.073452,,[ 0.014  0.399 -2.779 -1.616 -1.14 ],5170.666479587555,-131.61311,-131.62775,9.998995,0.2786523,9.99799,0.020236768,-9.949399,5321528,100,0.099447146,9825.5205
500.0,1.0,1.0,0.055936012,1.0,11900,1.0,3.112793e-05,4999.501303510107,119,0.06939697,-0.19360352,1.0,1.0,1.0,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5246.365394830704,-0.28397787,-0.28397787,0.019532204,0.2786523,0.018767357,,-0.046329983,5371528,100,,0.0031609116
500.0,1.0,1.0,0.058677875,1.0,12000,1.0,-3.479004e-05,4999.481079404943,120,0.08050537,-0.22515869,1.0,1.0,1.0,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5321.594059944153,-0.27566862,-0.27566862,0.018483162,0.2786523,0.017682076,,-0.050784383,5421528,100,,0.0034784775
495.01,0.99002,0.9999955,98.83233,1.0,12100,1.0,3.7231446e-05,4949.501193403626,121,10.007324,-983.3691,1.0,1.0000043,,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5394.881221532822,-131.62183,-131.62183,9.999028,0.2786523,9.998056,1.3062594e-06,-9.963873,5471029,100,0.09940019,9866.493
500.0,1.0,1.0,0.05285288,1.0,12200,1.0,8.4838866e-05,4999.496094532225,122,0.08227539,-0.1864624,1.0,1.0,1.0,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5468.965537071228,-0.24110843,-0.24110843,0.01564312,0.2786523,0.014876366,,-0.050778937,5521029,100,,0.0028226005
495.01,0.99002,0.99983174,98.83274,1.0,12300,1.0,8.4838866e-05,4949.505559475959,123,10.007446,-983.37305,0.9999975,1.0001342,,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5541.921221733093,-131.61917,-131.61919,9.999041,0.27865243,9.998081,4.086176e-05,-9.96107,5570530,100,0.09939876,9866.546
496.9,1.0251557,0.1479573,14.238427,1.4736254,12400,1.0764371,-1.5258789e-05,4968.407964197648,124,1.5081787,-141.66931,0.99054295,1.4639586,,[ 0.014  0.397 -2.779 -1.614 -1.14 ],5605.352473258972,-122.27012,-123.122795,9.99905,0.27908006,9.9981,0.17073125,-0.3795264,5620220,100,0.094176136,11.874148
500.0,1.0,1.0,0.060302194,1.0,12500,1.0,-0.00011779785,4999.474246129039,125,0.07501221,-0.29248047,1.0,1.0,1.0,[ 0.02   0.397 -2.779 -1.615 -1.14 ],5642.107745885849,-0.2795516,-0.2795516,0.01873684,0.27908006,0.01791954,,-0.05158089,5670220,100,,0.0036724766
500.0,1.0,1.0,0.047839787,1.0,12600,1.0,-1.8310546e-06,4999.499299542694,126,0.0770874,-0.14337158,1.0,1.0,1.0,[ 0.02   0.397 -2.779 -1.615 -1.14 ],5679.245949268341,-0.2856277,-0.2856277,0.019634247,0.27908006,0.01887703,,-0.04673825,5720220,100,,0.0023126304
500.0,1.0,1.0,0.049882304,1.0,12700,1.0,3.90625e-05,4999.501100842969,127,0.06726074,-0.16967773,1.0,1.0,1.0,[ 0.02   0.397 -2.779 -1.615 -1.14 ],5717.155538320541,-0.26128498,-0.26128498,0.017865181,0.27908006,0.017111778,,-0.043919723,5770220,100,,0.0025137302
500.0,1.0,1.0,0.055179097,1.0,12800,1.0,-3.0517578e-05,4999.486671384901,128,0.07556152,-0.15393066,1.0,1.0,1.0,[ 0.02   0.397 -2.779 -1.615 -1.14 ],5756.055674314499,-0.25317478,-0.25317478,0.016742706,0.27908006,0.015957832,,-0.04946665,5820220,100,,0.003075522
495.01,1.0014802,0.70688057,98.832504,1.0337789,12900,1.0233196,2.9296874e-05,4949.490906550462,129,10.002441,-983.37085,1.0082481,1.6867731,,[ 0.02   0.397 -2.779 -1.615 -1.14 ],5793.706562042236,-131.47227,-131.61794,9.999009,0.27469406,9.998018,0.104971305,-9.683114,5869721,100,0.10079103,9325.988
500.0,1.0,1.0,0.058149677,1.0,13000,1.0,4.0283205e-05,4999.476388484808,130,0.081970215,-0.2355957,1.0,1.0,1.0,[ 0.019  0.399 -2.779 -1.618 -1.144],5833.5311806201935,-0.28079617,-0.28079617,0.018588066,0.27469406,0.017775536,,-0.054635577,5919721,100,,0.0034148567
500.0,1.0,1.0,0.057680164,1.0,13100,1.0,6.713867e-05,4999.487809431663,131,0.08392334,-0.15905762,1.0,1.0,1.0,[ 0.019  0.399 -2.779 -1.618 -1.144],5871.491369724274,-0.27707413,-0.27707413,0.018633842,0.27469406,0.017848969,,-0.05035658,5969721,100,,0.003360491
495.03,1.0208386,0.47380716,96.855934,1.0867212,13200,1.0609435,4.0893556e-05,4949.701929259606,132,9.815552,-963.7042,0.9929805,1.5825607,,[ 0.019  0.399 -2.779 -1.618 -1.144],5909.231463909149,-130.05968,-131.42297,9.999032,0.27185,9.998064,0.16968417,-7.986129,6019224,100,0.10391298,6335.1567
495.01,0.99060977,0.8993335,98.83329,1.0037193,13300,1.0012355,-7.3242186e-06,4949.525594774121,133,9.999451,-983.37866,1.0010463,1.1451241,,[ 0.021  0.402 -2.836 -1.629 -1.147],5947.81294631958,-131.61235,-131.6189,9.999087,0.27112046,9.998175,0.023893435,-9.947259,6068725,100,0.09946124,9841.492
500.0,1.0,1.0,0.049947876,1.0,13400,1.0,5.126953e-05,4999.526983778068,134,0.07147217,-0.16497803,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],5986.186557292938,-0.27810898,-0.27810898,0.01845932,0.27112046,0.017762184,,-0.05351484,6118725,100,,0.002519261
500.0,1.0,1.0,0.051900733,1.0,13500,1.0,5.2490235e-05,4999.512832669222,135,0.06359863,-0.16687012,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6024.1801216602325,-0.25532258,-0.25532258,0.017334938,0.27112046,0.016604424,,-0.044408754,6168725,100,,0.0027209965
500.0,1.0,1.0,0.053785685,1.0,13600,1.0,-3.0517578e-05,4999.50167187326,136,0.07446289,-0.19342041,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6062.124059915543,-0.28779453,-0.28779453,0.019260406,0.27112046,0.018507004,,-0.053453583,6218725,100,,0.002921976
500.0,1.0,1.0,0.050044145,1.0,13700,1.0,-3.601074e-05,4999.50730507735,137,0.082336426,-0.17492676,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6100.170735836029,-0.27903715,-0.27903715,0.018404007,0.27112046,0.01766491,,-0.055116005,6268725,100,,0.0025292072
500.0,1.0,1.0,0.049820542,1.0,13800,1.0,-8.544922e-06,4999.513795577744,138,0.07098389,-0.15008545,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6137.966020107269,-0.27725753,-0.27725753,0.018691063,0.27112046,0.017964363,,-0.049843792,6318725,100,,0.0025066582
500.0,1.0,1.0,0.060208607,1.0,13900,1.0,6.713867e-05,4999.508688316733,139,0.076171875,-0.2288208,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6175.812278270721,-0.28565174,-0.28565174,0.019137383,0.27112046,0.01840496,,-0.052807644,6368725,100,,0.0036618041
500.0,1.0,1.0,0.052326586,1.0,14000,1.0,3.0517579e-06,4999.545660973799,140,0.06262207,-0.2006836,1.0,1.0,1.0,[ 0.02   0.401 -2.836 -1.628 -1.148],6215.016486644745,-0.27079388,-0.27079388,0.018677711,0.27112046,0.018013,,-0.04354259,6418725,100,,0.002765369
490.03,1.0129472,0.40688008,138.3664,1.0762128,14100,1.0658695,1.8920899e-05,4899.622095758755,141,19.840698,-973.5426,1.0126145,2.0522263,,[ 0.02   0.401 -2.836 -1.628 -1.148],6251.011390209198,-140.75822,-141.42929,9.9988575,0.26416075,9.997715,0.19665502,-18.68846,6467728,100,0.14575583,17317.406
500.0,1.0,1.0,0.04996786,1.0,14200,1.0,-6.713867e-06,4999.51497251276,142,0.077819824,-0.17224121,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6289.424357414246,-0.26177955,-0.26177955,0.016921997,0.26416075,0.016197205,,-0.05588997,6517728,100,,0.0025222322
500.0,1.0,1.0,0.05625912,1.0,14300,1.0,9.033203e-05,4999.521371135012,143,0.07885742,-0.14398193,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6359.915738105774,-0.26525167,-0.26525167,0.017292023,0.26416075,0.016580582,,-0.054860014,6567728,100,,0.003197333
500.0,1.0,1.0,0.056456424,1.0,14400,1.0,7.202148e-05,4999.532894783187,144,0.07543945,-0.22906494,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6431.951638698578,-0.28418264,-0.28418264,0.018763542,0.26416075,0.018078804,,-0.055887017,6617728,100,,0.0032190566
500.0,1.0,1.0,0.049783483,1.0,14500,1.0,8.911133e-05,4999.525591276257,145,0.083740234,-0.13549805,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6504.865777492523,-0.28118482,-0.28118482,0.01865673,0.26416075,0.017950058,,-0.054188788,6667728,100,,0.0025038486
500.0,1.0,1.0,0.056231342,1.0,14600,1.0,5.1879884e-05,4999.522213413963,146,0.082214355,-0.175354,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6549.996506929398,-0.2582724,-0.2582724,0.016637802,0.26416075,0.015927315,,-0.055840645,6717728,100,,0.0031944187
500.0,1.0,1.0,0.06157171,1.0,14700,1.0,5.9204103e-05,4999.521069624522,147,0.07891846,-0.18560791,1.0,1.0,1.0,[ 0.02   0.398 -2.864 -1.63  -1.155],6587.324898958206,-0.2773169,-0.2773169,0.018322945,0.26416075,0.017612457,,-0.05438204,6767728,100,,0.0038307172
498.66,0.9979772,0.8829738,1.8890074,1.0030574,14800,1.001361,3.90625e-05,4986.015138507758,148,0.27087402,-18.784485,0.9960469,1.1121885,,[ 0.02   0.398 -2.864 -1.63  -1.155],6625.426607608795,-121.87561,-121.88249,9.999069,0.2633129,9.998138,0.02516763,-0.20998928,6817594,100,0.05173585,3.10365
500.0,1.0,1.0,0.04406333,1.0,14900,1.0,-3.0517579e-06,4999.537707236665,149,0.06524658,-0.107421875,1.0,1.0,1.0,[ 0.019  0.398 -2.864 -1.63  -1.156],6663.079854011536,-0.26880923,-0.26880923,0.017942429,0.2633129,0.017269135,,-0.050504092,6867594,100,,0.0019609344
500.0,1.0,1.0,0.050877012,1.0,15000,1.0,3.479004e-05,4999.530780074855,150,0.076293945,-0.15722656,1.0,1.0,1.0,[ 0.019  0.398 -2.864 -1.63  -1.156],6701.461566209793,-0.2799452,-0.2799452,0.018678665,0.2633129,0.017983437,,-0.052682307,6917594,100,,0.0026146972
495.01,0.99069065,0.9045287,98.83392,1.0035113,15100,1.0013486,5.6762696e-05,4949.551024609429,151,9.995178,-983.385,1.003176,1.1382786,,[ 0.019  0.398 -2.864 -1.63  -1.156],6738.6670117378235,-131.60905,-131.61852,9.999142,0.26244926,9.998283,0.027154,-9.941415,6967095,100,0.099468954,9831.976
490.03,0.99624956,0.5474422,138.3657,1.0391128,15200,1.0321832,1.7700195e-05,4899.628412396614,152,19.847229,-973.53827,0.98501474,1.4271693,,[ 0.019  0.397 -2.864 -1.63  -1.156],6800.080730676651,-140.89372,-141.43489,9.998869,0.2587578,9.997738,0.12119508,-19.029757,7016098,100,0.14241505,17938.125
495.01,0.99154955,0.8717749,98.83378,1.0037894,15300,1.0030222,-1.0375977e-05,4949.547651166299,153,10.000183,-983.3836,1.0038309,1.1611497,,[ 0.019  0.396 -2.89  -1.636 -1.16 ],6873.8279592990875,-131.58609,-131.61916,9.999134,0.25747544,9.998268,0.034868434,-9.90694,7065599,100,0.09955782,9762.317
500.0,1.0,1.0,0.051314615,1.0,15400,1.0,2.9296874e-05,4999.5448018113,154,0.07745361,-0.20410156,1.0,1.0,1.0,[ 0.019  0.395 -2.89  -1.633 -1.161],6944.478050231934,-0.25920448,-0.25920448,0.016786575,0.25747544,0.016131401,,-0.0549626,7115599,100,,0.0026601872
500.0,1.0,1.0,0.04243348,1.0,15500,1.0,2.5024414e-05,4999.557273592209,155,0.06085205,-0.11657715,1.0,1.0,1.0,[ 0.019  0.395 -2.89  -1.633 -1.161],7017.645353317261,-0.2656738,-0.2656738,0.018214226,0.25747544,0.017583847,,-0.0440617,7165599,100,,0.0018189417
495.01,0.99268764,0.8143084,98.83472,1.0077707,15600,1.0052584,-4.0893556e-05,4949.5621679866845,156,9.99176,-983.39294,0.9991825,1.2250133,,[ 0.019  0.395 -2.89  -1.633 -1.161],7070.83011507988,-131.56387,-131.61272,9.99916,0.25606447,9.99832,0.05000529,-9.869229,7215100,100,0.09968117,9701.406
499.44,0.99888,0.9999968,0.5154349,1.0,15700,1.0,3.540039e-05,4993.848400772777,157,0.11187744,-5.1105347,1.0,1.0000021,,[ 0.019  0.391 -2.89  -1.628 -1.163],7144.690143823624,-121.73116,-121.73116,9.999142,0.25606447,9.998283,5.246395e-07,-0.07183163,7265044,100,0.03344976,0.26835796
500.0,1.0,1.0,0.0511779,1.0,15800,1.0,-7.080078e-05,4999.540660038775,158,0.061462402,-0.18011475,1.0,1.0,1.0,[ 0.019  0.391 -2.89  -1.628 -1.163],7219.291030406952,-0.24396573,-0.24396573,0.016252518,0.25606447,0.015580177,,-0.0462217,7315044,100,,0.0026449377
499.69,0.99938,1.0,0.26872686,1.0,15900,1.0,-6.1035155e-07,4996.344895850798,159,0.088378906,-2.643982,1.0,1.0,,[ 0.019  0.391 -2.89  -1.628 -1.163],7295.366950750351,-121.708,-121.708,9.999135,0.25606447,9.99827,,-0.048743237,7365013,100,0.02489271,0.07294105
500.0,1.0,1.0,0.04902936,1.0,16000,1.0,-1.3427734e-05,4999.558649969032,160,0.076049805,-0.15661621,1.0,1.0,1.0,[ 0.019  0.391 -2.89  -1.628 -1.163],7368.579164266586,-0.28142628,-0.28142628,0.018797874,0.25606447,0.018167496,,-0.05271297,7415013,100,,0.00242794
500.0,1.0,1.0,0.048594624,1.0,16100,1.0,5.5541994e-05,4999.525877553532,161,0.078186035,-0.11657715,1.0,1.0,1.0,[ 0.019  0.391 -2.89  -1.628 -1.163],7440.867256641388,-0.29075202,-0.29075202,0.01941204,0.25606447,0.018716812,,-0.054566167,7465013,100,,0.0023843192
485.05,1.0525731,0.27657717,168.3138,1.1980283,16200,1.1676226,1.0986329e-05,4849.752199378727,162,29.672668,-963.7156,1.0266719,2.6572018,,[ 0.019  0.391 -2.89  -1.628 -1.163],7510.70561671257,-149.9523,-151.23918,9.998704,0.24471268,9.997408,0.28860766,-27.271147,7513518,100,0.19117463,24328.438
500.0,1.0,1.0,0.045050956,1.0,16300,1.0,1.4038086e-05,4999.556353398132,163,0.07208252,-0.108947754,1.0,1.0,1.0,[ 0.018  0.385 -2.906 -1.631 -1.174],7581.269412517548,-0.27520436,-0.27520436,0.018193245,0.24471268,0.017554283,,-0.05384755,7563518,100,,0.0020505092
500.0,1.0,1.0,0.051064894,1.0,16400,1.0,7.5683594e-05,4999.560293418935,164,0.061706543,-0.1586914,1.0,1.0,1.0,[ 0.018  0.385 -2.906 -1.631 -1.174],7647.269618272781,-0.25008482,-0.25008482,0.016180038,0.24471268,0.015556335,,-0.05322263,7613518,100,,0.002633735
