EpLenMean,MeanD2w0t,MinIW,InitialReturnStd,MaxD2w0t,EpisodesSoFar,EmpiricalD2,InitialReturnMean,EpRewMean,Iteration,InitialReturnMax,InitialReturnMin,MeanIW,MaxIW,MinD2w0t,Weights,TimeElapsed,Bound,InitialBound,ReturnStepMax,MeanEntropy,ReturnStepMaxmin,StdIW,ReturnMeanIW,TimestepsSoFar,EpThisIter,StdD2w0t,J_sample_variance
500.0,1.0,1.0,0.043689765,1.0,33300,1.0,0.00010253906,4999.6725981417785,333,0.062805176,-0.15405273,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],15960.29853606224,-0.28098148,-0.28098148,0.018540382,0.13193998,0.018137932,,-0.055401072,16041431,100,,0.001927609
500.0,1.0,1.0,0.037854023,1.0,33400,1.0,-1.15966795e-05,4999.671477693166,334,0.05316162,-0.122802734,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],15998.044439315796,-0.28297725,-0.28297725,0.01905632,0.13193998,0.01865387,,-0.05111942,16091431,100,,0.0014468892
500.0,1.0,1.0,0.043510716,1.0,33500,1.0,-4.8217775e-05,4999.681861448554,335,0.053955078,-0.18945312,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],16035.784856319427,-0.2595582,-0.2595582,0.017300606,0.13193998,0.016918182,,-0.049062103,16141431,100,,0.0019119121
500.0,1.0,1.0,0.04337983,1.0,33600,1.0,2.4414062e-06,4999.675000443581,336,0.06317139,-0.103393555,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],16073.512594223022,-0.2852998,-0.2852998,0.019200325,0.13193998,0.018805504,,-0.051689878,16191431,100,,0.0019006592
500.0,1.0,1.0,0.04013053,1.0,33700,1.0,-7.385254e-05,4999.677029555722,337,0.054748535,-0.10809326,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.287],16111.3427131176,-0.2922564,-0.2922564,0.019739151,0.13193998,0.019353867,,-0.052090596,16241431,100,,0.0016264119
495.01,0.9908808,0.86068,98.83571,1.0027024,33800,1.0017155,-6.713867e-06,4949.672886670872,338,9.989014,-983.40283,1.0002966,1.1474426,,[ 0.025  0.316 -3.215 -1.551 -1.287],16149.106907844543,-131.61378,-131.62885,9.999393,0.13073845,9.998787,0.0313052,-9.941107,16290932,100,0.09948822,9817.348
500.0,1.0,1.0,0.038541626,1.0,33900,1.0,-6.713867e-06,4999.678181542378,339,0.050598145,-0.12145996,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.288],16186.910502195358,-0.28792194,-0.28792194,0.019483566,0.13073845,0.019098282,,-0.050865803,16340932,100,,0.0015006707
500.0,1.0,1.0,0.043006476,1.0,34000,1.0,6.1035155e-07,4999.672054220993,340,0.05456543,-0.11102295,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.288],16224.87556219101,-0.2604749,-0.2604749,0.017189026,0.13073845,0.01678276,,-0.051336396,16390932,100,,0.0018686735
500.0,1.0,1.0,0.03877923,1.0,34100,1.0,-3.601074e-05,4999.689853540526,341,0.046936035,-0.11645508,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.288],16262.669438362122,-0.2763626,-0.2763626,0.018569946,0.13073845,0.01820755,,-0.050422464,16440932,100,,0.00151893
500.0,1.0,1.0,0.03944587,1.0,34200,1.0,-0.00011474609,4999.680973386857,342,0.05609131,-0.12451172,1.0,1.0,1.0,[ 0.025  0.316 -3.215 -1.551 -1.288],16300.55839085579,-0.27325222,-0.27325222,0.018211365,0.13073845,0.01783371,,-0.05167495,16490932,100,,0.001571444
495.02,1.061967,0.37737334,97.84324,1.1605883,34300,1.1470166,3.8452148e-05,4949.784950631728,343,9.887268,-973.52783,1.0020843,2.6447062,,[ 0.025  0.316 -3.215 -1.551 -1.288],16337.921485185623,-129.81302,-131.52287,9.999417,0.12229504,9.998835,0.26115534,-7.307592,16540434,100,0.11478157,5303.828
500.0,1.0,1.0,0.04040127,1.0,34400,1.0,-6.7749024e-05,4999.683988796226,344,0.05291748,-0.13275146,1.0,1.0,1.0,[ 0.025  0.319 -3.243 -1.568 -1.297],16376.752680540085,-0.2741333,-0.2741333,0.018322945,0.12229504,0.01794529,,-0.05119844,16590434,100,,0.0016481716
500.0,1.0,1.0,0.037279695,1.0,34500,1.0,3.234863e-05,4999.68791238311,345,0.05419922,-0.10296631,1.0,1.0,1.0,[ 0.025  0.319 -3.243 -1.568 -1.297],16414.45308494568,-0.26846772,-0.26846772,0.01777172,0.12229504,0.017398834,,-0.052239593,16640434,100,,0.0014037034
500.0,1.0,1.0,0.041652896,1.0,34600,1.0,7.6904296e-05,4999.6899408563895,346,0.059448242,-0.13574219,1.0,1.0,1.0,[ 0.025  0.319 -3.243 -1.568 -1.297],16452.09386086464,-0.27618745,-0.27618745,0.018277168,0.12229504,0.017911911,,-0.053809546,16690434,100,,0.0017527886
500.0,1.0,1.0,0.044348538,1.0,34700,1.0,7.5683594e-05,4999.6852740390805,347,0.05114746,-0.13562012,1.0,1.0,1.0,[ 0.025  0.319 -3.243 -1.568 -1.297],16490.116590976715,-0.27494684,-0.27494684,0.0184803,0.12229504,0.018108368,,-0.050097432,16740434,100,,0.001987408
490.02,0.9853707,0.7611556,139.06827,1.0141964,34800,1.0103283,-4.8828126e-05,4899.689538506184,348,19.918823,-973.4779,0.99472374,1.2836714,,[ 0.025  0.319 -3.243 -1.568 -1.297],16527.458792448044,-141.40503,-141.53308,9.9992075,0.12086639,9.998415,0.07194741,-19.66718,16789436,100,0.14065799,19133.295
500.0,1.0,1.0,0.042574394,1.0,34900,1.0,4.0283205e-05,4999.685133088849,349,0.052246094,-0.14361572,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16566.090092658997,-0.27721632,-0.27721632,0.018553734,0.12086639,0.018179893,,-0.051473454,16839436,100,,0.0018301714
500.0,1.0,1.0,0.03816331,1.0,35000,1.0,-1.6479493e-05,4999.6838183572145,350,0.05822754,-0.11425781,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16603.71845960617,-0.2609322,-0.2609322,0.01694107,0.12086639,0.016565323,,-0.05481057,16889436,100,,0.0014713678
500.0,1.0,1.0,0.029530957,1.0,35100,1.0,-1.586914e-05,4999.690479252686,351,0.039978027,-0.10418701,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16641.596123218536,-0.20949776,-0.20949776,0.013612747,0.12086639,0.013250351,,-0.043871775,16939436,100,,0.0008809238
500.0,1.0,1.0,0.036319114,1.0,35200,1.0,-0.00010131836,4999.685665008467,352,0.05218506,-0.111694336,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16679.370625972748,-0.27715078,-0.27715078,0.018795013,0.12086639,0.018425941,,-0.04847226,16989436,100,,0.0013320096
500.0,1.0,1.0,0.03948527,1.0,35300,1.0,1.6479493e-05,4999.699361946225,353,0.048339844,-0.13415527,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16716.855818748474,-0.27186996,-0.27186996,0.018450737,0.12086639,0.018107414,,-0.047380257,17039436,100,,0.001574243
500.0,1.0,1.0,0.034465324,1.0,35400,1.0,5.3710937e-05,4999.702114719552,354,0.043273926,-0.09625244,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16754.83421945572,-0.23397312,-0.23397312,0.015541077,0.12086639,0.015200615,,-0.04488518,17089436,100,,0.0011994188
500.0,1.0,1.0,0.03821693,1.0,35500,1.0,5.3100586e-05,4999.6806490744475,355,0.06072998,-0.08477783,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16792.54593348503,-0.2601102,-0.2601102,0.017071724,0.12086639,0.016688347,,-0.0523989,17139436,100,,0.0014757867
500.0,1.0,1.0,0.037071127,1.0,35600,1.0,0.00011230469,4999.688827448257,356,0.049194336,-0.14135742,1.0,1.0,1.0,[ 0.025  0.315 -3.243 -1.561 -1.298],16830.28375339508,-0.279515,-0.279515,0.018792152,0.12086639,0.018425941,,-0.050871298,17189436,100,,0.0013887003
495.01,0.99002,0.99999744,98.836494,1.0,35700,1.0,1.7700195e-05,4949.6883785686405,357,9.982056,-983.4107,1.000003,1.0000602,,[ 0.025  0.315 -3.243 -1.561 -1.298],16867.81196308136,-131.62445,-131.62445,9.999425,0.12086639,9.99885,2.4378467e-05,-9.961672,17238937,100,0.09939895,9867.33
495.01,0.99305016,0.81148714,98.836655,1.007322,35800,1.0060006,-4.5776367e-05,4949.697428022327,358,9.982056,-983.41235,0.9949794,1.2558024,,[ 0.025  0.315 -3.243 -1.561 -1.298],16905.439880371094,-131.56328,-131.62521,9.999446,0.11879028,9.998892,0.054666318,-9.861867,17288438,100,0.09971982,9669.415
500.0,1.0,1.0,0.032580625,1.0,35900,1.0,3.6621093e-06,4999.695906009756,359,0.045898438,-0.115722656,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],16943.46678543091,-0.23761572,-0.23761572,0.015963554,0.11879028,0.01560688,,-0.043387506,17338438,100,,0.001072654
500.0,1.0,1.0,0.03714214,1.0,36000,1.0,1.4648437e-05,4999.689705726297,360,0.052490234,-0.0947876,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],16981.275904417038,-0.26471046,-0.26471046,0.01743126,0.11879028,0.017066956,,-0.05262472,17388438,100,,0.001393028
500.0,1.0,1.0,0.03645214,1.0,36100,1.0,1.7089844e-05,4999.708444398804,361,0.043945312,-0.111816406,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17019.047674655914,-0.281082,-0.281082,0.01936531,0.11879028,0.019042015,,-0.045464702,17438438,100,,0.0013420382
500.0,1.0,1.0,0.039628487,1.0,36200,1.0,-7.019043e-05,4999.681171518213,362,0.05419922,-0.1262207,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17056.988151311874,-0.2944811,-0.2944811,0.019993782,0.11879028,0.019611359,,-0.05121719,17488438,100,,0.0015863592
500.0,1.0,1.0,0.033168055,1.0,36300,1.0,4.272461e-05,4999.698650326421,363,0.043823242,-0.08477783,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17094.700222730637,-0.2649083,-0.2649083,0.018052101,0.11879028,0.017706871,,-0.0452688,17538438,100,,0.0011113096
500.0,1.0,1.0,0.04161419,1.0,36400,1.0,-1.0986329e-05,4999.687907550807,364,0.050476074,-0.17932129,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17132.441526412964,-0.26206365,-0.26206365,0.017716408,0.11879028,0.017349243,,-0.046508502,17588438,100,,0.0017494301
500.0,1.0,1.0,0.03413178,1.0,36500,1.0,4.8828124e-06,4999.700895091178,365,0.052734375,-0.12042236,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17169.969020843506,-0.2562682,-0.2562682,0.017210007,0.11879028,0.016863823,,-0.046874426,17638438,100,,0.0011767833
500.0,1.0,1.0,0.042332802,1.0,36600,1.0,1.8310548e-05,4999.699236630185,366,0.05114746,-0.16766357,1.0,1.0,1.0,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17207.63924598694,-0.28365308,-0.28365308,0.01918888,0.11879028,0.018841743,,-0.050182387,17688438,100,,0.0018105195
495.01,0.99735814,0.7346545,98.83649,1.0187066,36700,1.0145912,-5.7373047e-05,4949.686698112762,367,9.983948,-983.4105,0.9853761,1.3219018,,[ 0.025  0.312 -3.243 -1.557 -1.3  ],17244.896780967712,-131.4874,-131.62494,9.999427,0.115970924,9.998854,0.08207905,-9.733292,17737939,100,0.10022911,9418.516
500.0,1.0,1.0,0.035588235,1.0,36800,1.0,-3.540039e-05,4999.6959083755055,368,0.049926758,-0.09863281,1.0,1.0,1.0,[ 0.025  0.309 -3.243 -1.551 -1.303],17283.23567557335,-0.2531186,-0.2531186,0.017047882,0.115970924,0.016695023,,-0.04569741,17787939,100,,0.001279477
500.0,1.0,1.0,0.041472763,1.0,36900,1.0,1.8310546e-06,4999.688516775399,369,0.05316162,-0.1149292,1.0,1.0,1.0,[ 0.025  0.309 -3.243 -1.551 -1.303],17320.851524591446,-0.24918492,-0.24918492,0.015971184,0.115970924,0.015604019,,-0.05486388,17837939,100,,0.0017378172
500.0,1.0,1.0,0.042002596,1.0,37000,1.0,-0.00010314942,4999.693721783875,370,0.051696777,-0.16088867,1.0,1.0,1.0,[ 0.025  0.309 -3.243 -1.551 -1.303],17358.89349603653,-0.2858178,-0.2858178,0.019206047,0.115970924,0.018852234,,-0.05213826,17887939,100,,0.0017818984
495.01,0.9935204,0.74911714,98.83643,1.0091774,37100,1.0069324,6.713867e-05,4949.686763253873,371,9.984192,-983.41,0.9883383,1.175578,,[ 0.025  0.309 -3.243 -1.551 -1.303],17396.262292146683,-131.57889,-131.62483,9.999422,0.11364333,9.998844,0.05889482,-9.871859,17937440,100,0.09977254,9689.627
500.0,1.0,1.0,0.040338572,1.0,37200,1.0,6.408691e-05,4999.687701878997,372,0.05834961,-0.10809326,1.0,1.0,1.0,[ 0.025  0.308 -3.243 -1.551 -1.305],17434.05437707901,-0.25743985,-0.25743985,0.017122269,0.11364333,0.016753197,,-0.04911358,17987440,100,,0.0016436444
500.0,1.0,1.0,0.037871327,1.0,37300,1.0,-4.1503907e-05,4999.683662194562,373,0.05456543,-0.12579346,1.0,1.0,1.0,[ 0.025  0.308 -3.243 -1.551 -1.305],17471.91269516945,-0.27292785,-0.27292785,0.018338203,0.11364333,0.01796341,,-0.049807332,18037440,100,,0.0014484939
495.02,0.99118,0.90306103,97.84356,1.004821,37400,1.0021745,-5.3100586e-05,4949.797564870848,374,9.884338,-973.5311,1.0036948,1.1717606,,[ 0.025  0.308 -3.243 -1.551 -1.305],17509.411378860474,-131.5026,-131.52496,9.999437,0.11315501,9.998875,0.03503329,-9.822532,18086942,100,0.09941899,9592.913
500.0,1.0,1.0,0.03800939,1.0,37500,1.0,-9.155274e-06,4999.686555022674,375,0.052368164,-0.15325928,1.0,1.0,1.0,[ 0.024  0.306 -3.243 -1.552 -1.306],17547.47707104683,-0.25990102,-0.25990102,0.01736927,0.11315501,0.017000198,,-0.04856949,18136942,100,,0.0014592819
500.0,1.0,1.0,0.036865138,1.0,37600,1.0,7.751465e-05,4999.694203509412,376,0.048461914,-0.1538086,1.0,1.0,1.0,[ 0.024  0.306 -3.243 -1.552 -1.306],17614.917965888977,-0.2791096,-0.2791096,0.018961906,0.11315501,0.018604279,,-0.048400514,18186942,100,,0.0013729617
500.0,1.0,1.0,0.041387774,1.0,37700,1.0,-6.1035156e-05,4999.682478221244,377,0.059387207,-0.13684082,1.0,1.0,1.0,[ 0.024  0.306 -3.243 -1.552 -1.306],17683.19105362892,-0.2807441,-0.2807441,0.018928528,0.11315501,0.018547058,,-0.05044113,18236942,100,,0.0017291515
500.0,1.0,1.0,0.036425963,1.0,37800,1.0,1.15966795e-05,4999.687923607407,378,0.049926758,-0.12176514,1.0,1.0,1.0,[ 0.024  0.306 -3.243 -1.552 -1.306],17734.99154138565,-0.26306865,-0.26306865,0.017809868,0.11315501,0.017437935,,-0.046376374,18286942,100,,0.0013410144
500.0,1.0,1.0,0.03820878,1.0,37900,1.0,2.4414063e-05,4999.695996375843,379,0.05316162,-0.11987305,1.0,1.0,1.0,[ 0.024  0.306 -3.243 -1.552 -1.306],17773.244131326675,-0.2864007,-0.2864007,0.019432068,0.11315501,0.019081116,,-0.049971152,18336942,100,,0.0014750599
495.02,1.0510423,0.27979034,97.84403,1.132071,38000,1.1238841,7.3242186e-06,4949.797840048941,380,9.883362,-973.53577,0.9834231,2.2707005,,[ 0.024  0.306 -3.243 -1.552 -1.306],17810.580793380737,-130.48947,-131.52219,9.999447,0.10479744,9.998894,0.26013145,-8.095727,18386444,100,0.11139306,6513.5864
500.0,1.0,1.0,0.03823672,1.0,38100,1.0,-4.1503907e-05,4999.695188654634,381,0.047912598,-0.10595703,1.0,1.0,1.0,[ 0.024  0.3   -3.221 -1.535 -1.314],17849.379635572433,-0.27477205,-0.27477205,0.018604279,0.10479744,0.018250465,,-0.04841419,18436444,100,,0.0014769892
500.0,1.0,1.0,0.030096207,1.0,38200,1.0,-5.9204103e-05,4999.706395963189,382,0.04888916,-0.0736084,1.0,1.0,1.0,[ 0.024  0.3   -3.221 -1.535 -1.314],17887.375295877457,-0.25323153,-0.25323153,0.01708889,0.10479744,0.016750336,,-0.04531138,18486444,100,,0.00091508
495.01,1.007016,0.61169255,98.83591,1.0373955,38300,1.0336703,2.4414062e-06,4949.691069493472,383,9.996582,-983.4048,0.9900586,1.4389988,,[ 0.024  0.3   -3.221 -1.535 -1.314],17954.344042778015,-131.37428,-131.63031,9.999424,0.099467255,9.998848,0.13026345,-9.493406,18535945,100,0.10157197,8949.137
495.01,1.0013568,0.699304,98.83734,1.0283817,38400,1.022686,4.272461e-06,4949.71273314152,384,9.980225,-983.419,1.0150517,1.4650595,,[ 0.024  0.296 -3.221 -1.53  -1.319],18028.24385690689,-131.48297,-131.62128,9.999471,0.09491501,9.998941,0.10692485,-9.682613,18585446,100,0.10075745,9328.919
500.0,1.0,1.0,0.03569645,1.0,38500,1.0,1.2207031e-05,4999.701477123806,385,0.044799805,-0.10290527,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18092.33003807068,-0.2580463,-0.2580463,0.017445564,0.09491501,0.017098427,,-0.045786493,18635446,100,,0.0012873395
500.0,1.0,1.0,0.039313536,1.0,38600,1.0,3.7841797e-05,4999.701925066546,386,0.052856445,-0.10369873,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18164.360724449158,-0.25694627,-0.25694627,0.01708126,0.09491501,0.016742706,,-0.049118947,18685446,100,,0.0015618682
500.0,1.0,1.0,0.035829578,1.0,38700,1.0,3.0517579e-06,4999.710890086805,387,0.0446167,-0.09429932,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18237.370391845703,-0.24652646,-0.24652646,0.016343117,0.09491501,0.016017914,,-0.04768013,18735446,100,,0.0012968424
500.0,1.0,1.0,0.039819777,1.0,38800,1.0,4.272461e-06,4999.7043882959415,388,0.052856445,-0.16741943,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18310.821774482727,-0.2619637,-0.2619637,0.017370224,0.09491501,0.017035484,,-0.05062058,18785446,100,,0.0016018924
500.0,1.0,1.0,0.032025978,1.0,38900,1.0,-4.272461e-06,4999.705723409349,389,0.044677734,-0.097351074,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18383.4024579525,-0.24410608,-0.24410608,0.016270638,0.09491501,0.01594162,,-0.04614159,18835446,100,,0.001035342
500.0,1.0,1.0,0.039605383,1.0,39000,1.0,5.493164e-05,4999.696590007713,390,0.059448242,-0.14416504,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18456.219756126404,-0.29866523,-0.29866523,0.020272255,0.09491501,0.019919395,,-0.052013144,18885446,100,,0.0015841455
500.0,1.0,1.0,0.035645533,1.0,39100,1.0,6.408691e-05,4999.702406483665,391,0.05407715,-0.13226318,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18528.30686211586,-0.252755,-0.252755,0.01665783,0.09491501,0.016321182,,-0.05007955,18935446,100,,0.0012835704
500.0,1.0,1.0,0.037014812,1.0,39200,1.0,-1.4038086e-05,4999.692517361974,392,0.051208496,-0.13623047,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18601.770794391632,-0.2637003,-0.2637003,0.01744175,0.09491501,0.017084122,,-0.051486917,18985446,100,,0.001385008
500.0,1.0,1.0,0.0353072,1.0,39300,1.0,1.8920899e-05,4999.716744814827,393,0.039367676,-0.107910156,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18674.25990128517,-0.24250868,-0.24250868,0.01627922,0.09491501,0.01597023,,-0.044439763,19035446,100,,0.0012594934
500.0,1.0,1.0,0.03998103,1.0,39400,1.0,-2.4414062e-06,4999.700807311681,394,0.05645752,-0.11077881,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18747.98428916931,-0.2533247,-0.2533247,0.016614914,0.09491501,0.01626587,,-0.051171396,19085446,100,,0.0016144901
495.01,0.99002,1.0,98.83689,1.0,39500,1.0,-1.2207031e-05,4949.708707387096,395,9.983154,-983.4146,1.0,1.0,,[ 0.023  0.295 -3.221 -1.53  -1.324],18820.602306365967,-131.62505,-131.62505,9.999465,0.09491501,9.99893,,-9.961779,19134947,100,0.09939904,9867.404
500.0,1.0,1.0,0.036293313,1.0,39600,1.0,3.112793e-05,4999.700888168382,396,0.055725098,-0.100097656,1.0,1.0,1.0,[ 0.023  0.295 -3.221 -1.53  -1.324],18893.530375242233,-0.26070237,-0.26070237,0.017084122,0.09491501,0.01674366,,-0.052840237,19184947,100,,0.0013303994
495.01,0.9900005,0.9945971,98.83626,0.99999976,39700,0.9998825,-2.6855469e-05,4949.6964546580975,397,9.987183,-983.4082,1.0000001,1.0043755,,[ 0.023  0.295 -3.221 -1.53  -1.324],18965.92311668396,-131.62727,-131.6286,9.999439,0.09497564,9.9988785,0.0012312157,-9.965028,19234448,100,0.09939467,9866.051
495.01,0.99002,0.99999845,98.83686,1.0,39800,1.0,1.8920899e-05,4949.708078146974,398,9.98645,-983.4143,1.0,1.0000014,,[ 0.023  0.295 -3.221 -1.53  -1.324],19038.374658584595,-131.62544,-131.62544,9.999466,0.09497564,9.998932,3.924744e-07,-9.962158,19283949,100,0.09939914,9867.399
495.01,0.9908773,0.9012677,98.83776,1.0023773,39900,1.001722,3.90625e-05,4949.720234391039,399,9.973206,-983.4232,1.0022882,1.1004144,,[ 0.023  0.295 -3.221 -1.53  -1.324],19111.45078754425,-131.58807,-131.61864,9.999485,0.0940349,9.99897,0.027077371,-9.914032,19333450,100,0.09948794,9786.231
500.0,1.0,1.0,0.03640114,1.0,40000,1.0,5.859375e-05,4999.694262376256,400,0.052490234,-0.10510254,1.0,1.0,1.0,[ 0.024  0.293 -3.221 -1.527 -1.325],19185.716100931168,-0.26021266,-0.26021266,0.01717186,0.0940349,0.016814232,,-0.05128301,19383450,100,,0.0013382623
500.0,1.0,1.0,0.03254831,1.0,40100,1.0,2.380371e-05,4999.704480265757,401,0.04663086,-0.08465576,1.0,1.0,1.0,[ 0.024  0.293 -3.221 -1.527 -1.325],19258.334822893143,-0.26640004,-0.26640004,0.017892838,0.0940349,0.017554283,,-0.048698287,19433450,100,,0.0010706307
500.0,1.0,1.0,0.03608285,1.0,40200,1.0,-2.2583008e-05,4999.689953329467,402,0.04949951,-0.14221191,1.0,1.0,1.0,[ 0.024  0.293 -3.221 -1.527 -1.325],19331.195328474045,-0.25421843,-0.25421843,0.017075539,0.0940349,0.016706467,,-0.046460733,19483450,100,,0.0013150402
500.0,1.0,1.0,0.033581935,1.0,40300,1.0,0.00012268066,4999.70013688445,403,0.04699707,-0.095825195,1.0,1.0,1.0,[ 0.024  0.293 -3.221 -1.527 -1.325],19404.23659801483,-0.23367327,-0.23367327,0.015289307,0.0940349,0.014945984,,-0.047648627,19533450,100,,0.0011386259
500.0,1.0,1.0,0.035679556,1.0,40400,1.0,1.7700195e-05,4999.713932667035,404,0.04473877,-0.12475586,1.0,1.0,1.0,[ 0.024  0.293 -3.221 -1.527 -1.325],19477.586347341537,-0.27608356,-0.27608356,0.018884659,0.0940349,0.018569946,,-0.046314333,19583450,100,,0.0012858891
495.01,1.0029697,0.609363,98.83706,1.0289277,40500,1.0257866,2.6245118e-05,4949.713926262389,405,9.982605,-983.41626,1.0119275,1.5619633,,[ 0.024  0.293 -3.221 -1.527 -1.325],19550.538821220398,-131.40921,-131.62401,9.999471,0.0895329,9.998941,0.13030912,-9.584768,19632951,100,0.1009772,9135.635
495.01,0.99178976,0.84635484,98.83668,1.005177,40600,1.0033816,5.9204103e-05,4949.705374618349,406,9.981445,-983.4125,0.99891126,1.1540576,,[ 0.023  0.291 -3.221 -1.522 -1.329],19624.19485259056,-131.57884,-131.62584,9.999454,0.088373244,9.998907,0.03893523,-9.889376,19682452,100,0.09958346,9722.55
490.03,0.9855383,0.77732635,138.37257,1.0316513,40700,1.0106153,3.3569337e-05,4899.811386024017,407,19.813171,-973.5854,1.0005822,1.5356679,,[ 0.023  0.289 -3.221 -1.519 -1.331],19697.19316625595,-141.34988,-141.43073,9.999254,0.08645331,9.998508,0.07161699,-19.612562,19731455,100,0.14062981,19035.395
500.0,1.0,1.0,0.037790738,1.0,40800,1.0,-7.446289e-05,4999.708352031835,408,0.048034668,-0.09753418,1.0,1.0,1.0,[ 0.021  0.286 -3.222 -1.519 -1.332],19770.908334493637,-0.28515255,-0.28515255,0.01960373,0.08645331,0.019272804,,-0.046634406,19781455,100,,0.0014424423
495.02,0.99455744,0.7785659,97.843765,1.0161529,40900,1.0087596,-5.1879884e-05,4949.814634811612,409,9.883362,-973.5332,1.0036057,1.3197676,,[ 0.021  0.286 -3.222 -1.519 -1.332],19843.792614221573,-131.4639,-131.52684,9.999475,0.084478214,9.998949,0.071092136,-9.7378845,19830957,100,0.09979274,9425.16
500.0,1.0,1.0,0.033637997,1.0,41000,1.0,1.8920899e-05,4999.727807565441,410,0.04144287,-0.15008545,1.0,1.0,1.0,[ 0.02   0.284 -3.222 -1.52  -1.334],19918.557202100754,-0.24353641,-0.24353641,0.016464233,0.084478214,0.016179085,,-0.043216456,19880957,100,,0.0011429063
500.0,1.0,1.0,0.033741843,1.0,41100,1.0,5.126953e-05,4999.720471217187,411,0.04284668,-0.13574219,1.0,1.0,1.0,[ 0.02   0.284 -3.222 -1.52  -1.334],19992.954447746277,-0.25270113,-0.25270113,0.017172813,0.084478214,0.01687622,,-0.043759897,19930957,100,,0.0011497671
500.0,1.0,1.0,0.037359342,1.0,41200,1.0,-3.6621093e-06,4999.705812421784,412,0.05053711,-0.10986328,1.0,1.0,1.0,[ 0.02   0.284 -3.222 -1.52  -1.334],20064.157450199127,-0.26546904,-0.26546904,0.017630577,0.084478214,0.017297745,,-0.05095819,19980957,100,,0.0014097206
489.85,0.9891407,0.6798261,139.06659,1.0242555,41300,1.0181235,2.3193359e-05,4897.91110181604,413,19.934021,-973.4657,1.0033615,1.4104921,,[ 0.02   0.284 -3.222 -1.52  -1.334],20117.76554465294,-141.31691,-141.52734,9.999047,0.081359856,9.998095,0.09909214,-19.524801,20029942,100,0.14248554,18866.277
500.0,1.0,1.0,0.034867417,1.0,41400,1.0,0.00013061524,4999.712099719847,414,0.043823242,-0.13635254,1.0,1.0,1.0,[ 0.02   0.279 -3.222 -1.513 -1.338],20156.482220888138,-0.2483889,-0.2483889,0.016679764,0.081359856,0.016357422,,-0.045446593,20079942,100,,0.0012277805
500.0,1.0,1.0,0.037049215,1.0,41500,1.0,1.2817382e-05,4999.715257990077,415,0.04638672,-0.15924072,1.0,1.0,1.0,[ 0.02   0.279 -3.222 -1.513 -1.338],20194.478407382965,-0.26999584,-0.26999584,0.018408775,0.081359856,0.018090248,,-0.046016682,20129942,100,,0.0013871402
500.0,1.0,1.0,0.03599635,1.0,41600,1.0,3.601074e-05,4999.717361342226,416,0.046813965,-0.123046875,1.0,1.0,1.0,[ 0.02   0.279 -3.222 -1.513 -1.338],20251.786318540573,-0.27710426,-0.27710426,0.018791199,0.081359856,0.01847744,,-0.04847216,20179942,100,,0.0013079636
