Iteration,J_sample_variance,Bound,StdD2w0t,MinD2w0t,ReturnMeanIW,MaxD2w0t,MinIW,EmpiricalD2,Weights,InitialReturnMax,ReturnStepMax,InitialReturnMin,InitialReturnMean,MeanIW,EpisodesSoFar,EpRewMean,StdIW,EpLenMean,InitialBound,MeanD2w0t,TimeElapsed,ReturnStepMaxmin,InitialReturnStd,MeanEntropy,TimestepsSoFar,MaxIW,EpThisIter
82,8467.227,-131.0845,0.10089227,,-9.252545,1.0332804,0.5628772,1.028654,[-0.016  0.681 -2.027 -2.501 -1.301],9.764038,9.9988575,-953.98267,-1.953125e-05,1.0070963,8200,4949.714706039883,0.12676166,495.04,-131.34459,1.0044631,4333.462543964386,9.997715,95.87892,0.1166593,2859622,1.5812931,100
83,9174.676,-131.38899,0.10021776,,-9.632859,1.0185688,0.6817126,1.0160863,[-0.016  0.679 -2.032 -2.49  -1.302],9.970459,9.998787,-973.44183,3.6621095e-05,0.9997299,8300,4949.482295211483,0.08726401,495.02,-131.54262,0.99808687,4407.809337377548,9.997574,97.83466,0.116699554,2909124,1.3706425,100
84,1552.0171,-126.44588,0.11397852,,-4.0271654,1.2002822,0.3454671,1.1040368,[-0.016  0.675 -2.028 -2.481 -1.302],7.2352295,9.998385,-696.97437,-5.2490235e-05,0.9895764,8400,4945.7888140635605,0.23870006,494.67,-128.76276,1.0420564,4482.677257299423,9.996771,70.049866,0.11418035,2958591,2.692629,100
85,9852.663,-131.67146,0.106714234,,-10.00662,1.0178024,0.6949921,1.0043657,[-0.019  0.685 -2.067 -2.497 -1.305],10.130249,9.998658,-983.26227,3.234863e-05,0.9966614,8500,4941.821529393447,0.04424287,494.26,-131.68738,0.99004525,4557.404412984848,9.997316,98.82454,0.11468635,3008017,1.1812552,100
86,9437.867,-131.47049,0.099696435,,-9.76453,1.0104392,0.79957324,1.0071518,[-0.018  0.685 -2.067 -2.498 -1.304],9.950684,9.99889,-973.45465,-3.234863e-05,1.0023048,8600,4949.532773294797,0.057991948,495.02,-131.5394,0.9937461,4630.623170375824,9.99778,97.835915,0.11480202,3057519,1.2085918,100
87,3.3232336,-121.96133,0.06302569,,-0.23998857,1.1081744,0.40760386,1.0224775,[-0.018  0.685 -2.071 -2.501 -1.304],0.5040283,9.998819,-37.433838,3.234863e-05,1.0017695,8700,4980.396130118147,0.095725544,498.11,-122.09006,1.0043967,4702.5685913562775,9.997639,3.763714,0.114724636,3107330,1.4500806,100
88,18071.484,-140.98503,0.14276874,,-19.103668,1.046702,0.58620787,1.0360903,[-0.015  0.685 -2.071 -2.501 -1.304],19.86792,9.998687,-973.516,8.178711e-05,0.979147,8800,4899.541819484283,0.11945308,490.03,-141.4368,0.99814063,4773.410676717758,9.997374,138.36273,0.113015056,3156333,1.5623257,100
89,11148.26,-136.9716,0.17687042,,-14.016198,1.7526977,0.27469012,1.2248161,[-0.015  0.687 -2.089 -2.512 -1.306],17.44934,9.9987135,-975.9422,3.112793e-05,0.96137303,8900,4902.352091498254,0.30138877,490.31,-139.01361,1.0835721,4843.524113416672,9.997427,122.68267,0.10693357,3205364,4.516795,100
90,0.024981128,-121.72084,0.017885728,,-0.0641462,1.0,1.0,1.0,[-0.021  0.671 -2.091 -2.49  -1.312],0.1359253,9.998924,-1.2646484,-2.9296874e-05,1.0,9000,4997.741819884441,,499.84,-121.72084,0.99968,4915.38875412941,9.9978485,0.15725651,0.10693357,3255348,1.0,100
91,0.13562751,-121.75577,0.02862127,,-0.09922995,1.0,1.0,1.0,[-0.021  0.671 -2.091 -2.49  -1.312],0.16723633,9.998912,-3.4851074,2.8076172e-05,1.0,9100,4995.235982726349,,499.59,-121.75577,0.99918,4987.180166244507,9.997824,0.36642757,0.10693357,3305307,1.0,100
92,28480.812,-151.4071,0.18233259,,-29.694725,1.1047138,0.42735296,1.0243697,[-0.021  0.671 -2.091 -2.49  -1.312],30.078247,9.998411,-963.30853,-8.605957e-05,0.98829794,9200,4830.814599016194,0.10347634,483.17,-151.61368,0.97492117,5055.33731341362,9.996822,168.28343,0.10660635,3353624,1.4135549,100
93,0.006288939,-0.2701043,,1.0,-0.07153644,1.0,1.0,1.0,[-0.018  0.668 -2.093 -2.486 -1.312],0.112976074,0.016320229,-0.2185669,5.1879884e-05,1.0,9300,4999.457191681914,,500.0,-0.2701043,1.0,5128.317138433456,0.015473366,0.07890411,0.10660635,3403624,1.0,100
94,8720.828,-131.28036,0.101808,,-9.387549,1.0474048,0.53508157,1.038171,[-0.018  0.668 -2.093 -2.486 -1.312],9.93512,9.999041,-973.47156,,1.0204322,9400,4949.603437454715,0.14982264,495.02,-131.54152,1.0090061,5199.585792303085,9.998081,97.83762,0.10095682,3453126,1.7413689,100
95,8309.746,-131.03873,0.101065926,,-9.173908,1.0350932,0.5720464,1.0307286,[-0.019  0.666 -2.098 -2.488 -1.318],9.7647705,9.998907,-953.979,2.2583008e-05,0.982805,9500,4949.738931696895,0.124886535,495.04,-131.3526,1.0057869,5273.681056499481,9.997814,95.87855,0.09751456,3502630,1.4946448,100
96,9794.547,-131.6176,0.09953044,,-9.944379,1.0064669,0.8741218,1.0026022,[-0.019  0.665 -2.11  -2.48  -1.321],10.041443,9.998952,-983.34454,-2.0141602e-05,0.99593955,9600,4949.46176733148,0.034020968,495.01,-131.63791,0.9912806,5346.203035116196,9.997904,98.82988,0.09629362,3552131,1.1145877,100
97,0.0074829063,-0.29341662,,1.0,-0.0597835,1.0,1.0,1.0,[-0.019  0.665 -2.11  -2.48  -1.323],0.097351074,0.019202232,-0.24536133,-3.112793e-05,1.0,9700,4999.477191694172,,500.0,-0.29341662,1.0,5417.423315048218,0.018400192,0.08607384,0.09629362,3602131,1.0,100
98,1.0992037,-121.840675,0.067457944,,-0.16138148,1.067282,0.5894713,1.0127609,[-0.019  0.665 -2.11  -2.48  -1.323],0.35583496,9.998366,-13.089478,-2.8076172e-05,0.9942175,9800,4976.665794136586,0.06428455,497.76,-121.87921,0.99996346,5488.4899299144745,9.996733,1.4989514,0.096197575,3651907,1.2090584,100
99,0.30123577,-121.76891,0.040953707,,-0.11470629,1.0,1.0,1.0,[-0.017  0.665 -2.11  -2.48  -1.323],0.20141602,9.99872,-4.4976807,-6.469726e-05,1.0,9900,4990.842016444894,,499.16,-121.76891,0.99832,5559.8698387146,9.99744,0.54610735,0.096197575,3701823,1.0,100
100,0.011481226,-0.28376138,,1.0,-0.079867594,1.0,1.0,1.0,[-0.017  0.665 -2.11  -2.48  -1.323],0.12524414,0.016757965,-0.29992676,-7.6293945e-05,1.0,10000,4999.454239738996,,500.0,-0.28376138,1.0,5630.910392522812,0.015916824,0.10660965,0.096197575,3751823,1.0,100
101,9779.745,-131.65222,0.1051593,,-9.983866,1.0027819,0.8584462,1.0019628,[-0.017  0.665 -2.11  -2.48  -1.323],10.113281,9.998761,-983.27655,2.3193359e-05,1.0012654,10100,4943.464080045581,0.035096966,494.42,-131.68459,0.98985475,5674.605393409729,9.997522,98.824684,0.095316835,3801265,1.170058,100
102,9509.254,-131.50981,0.099655524,,-9.8115,1.0170116,0.76887476,1.0068536,[-0.017  0.663 -2.11  -2.478 -1.324],9.952393,9.999006,-973.45746,3.3569337e-05,1.0008287,10200,4949.584882664225,0.05276617,495.02,-131.55103,0.993335,5709.852789402008,9.998013,97.836205,0.09319911,3850767,1.2883682,100
103,9626.878,-131.53345,0.09938364,,-9.866424,1.0029461,0.8914902,1.0016605,[-0.018  0.663 -2.11  -2.478 -1.326],9.947144,9.998964,-973.4593,-7.873535e-05,0.9995258,10300,4949.564350575113,0.02801652,495.02,-131.5448,0.990845,5745.078502655029,9.997929,97.836395,0.09435507,3900269,1.1549957,100
104,0.007281187,-0.24962296,,1.0,-0.060047686,1.0,1.0,1.0,[-0.018  0.662 -2.11  -2.478 -1.325],0.10076904,0.015581131,-0.23687744,-2.3193359e-05,1.0,10400,4999.492194420962,,500.0,-0.24962296,1.0,5780.563486814499,0.014816284,0.08490707,0.09435507,3950269,1.0,100
105,0.054437354,-121.73755,0.022355031,,-0.08039014,1.0,1.0,1.0,[-0.018  0.662 -2.11  -2.478 -1.325],0.1484375,9.998962,-2.0388184,-3.112793e-05,1.0,10500,4996.85782018465,,499.75,-121.73755,0.9995,5816.659880399704,9.997925,0.23215418,0.09435507,4000244,1.0,100
106,0.20517837,-121.75583,0.03096928,,-0.09886041,1.0,1.0,1.0,[-0.018  0.662 -2.11  -2.478 -1.325],0.16143799,9.998947,-4.375305,5.493164e-05,1.0,10600,4994.549553521331,,499.52,-121.75583,0.99904,5852.839171886444,9.997894,0.45069316,0.09435507,4050196,1.0,100
107,0.038816035,-121.730484,0.019490069,,-0.07361556,1.0,1.0,1.0,[-0.018  0.662 -2.11  -2.478 -1.325],0.14068604,9.998939,-1.6238403,-2.380371e-05,1.0,10700,4997.451984798929,,499.81,-121.730484,0.99962,5904.781848669052,9.997877,0.19602634,0.09435507,4100177,1.0,100
108,9436.375,-131.48517,0.10795223,,-9.7982645,1.00826,0.7973461,1.0058802,[-0.018  0.662 -2.11  -2.478 -1.325],10.035156,9.998533,-973.3776,-5.432129e-05,0.99616456,10800,4940.555451487399,0.05171826,494.14,-131.57765,0.9911786,5975.446320295334,9.9970665,97.83,0.09338913,4149591,1.1610762,100
109,0.009438764,-0.2965536,,1.0,-0.06820001,1.0,1.0,1.0,[-0.018  0.66  -2.109 -2.473 -1.326],0.10961914,0.01876831,-0.2645874,3.540039e-05,1.0,10900,4999.475017858866,,500.0,-0.2965536,1.0,6047.95339846611,0.017968178,0.0966662,0.09338913,4199591,1.0,100
110,25749.555,-150.27007,0.17981312,,-28.047514,1.1127148,0.30809855,1.0879691,[-0.018  0.66  -2.109 -2.473 -1.326],29.514282,9.998586,-953.9015,-0.00012573242,1.005283,11000,4849.894651396683,0.19876216,485.07,-151.06038,1.0143018,6115.3440046310425,9.997171,167.17853,0.08638817,4248098,2.0115974,100
111,0.010037543,-0.31824186,,1.0,-0.076996945,1.0,1.0,1.0,[-0.018  0.654 -2.129 -2.458 -1.333],0.11694336,0.019827843,-0.3602295,9.033203e-05,1.0,11100,4999.492772339756,,500.0,-0.31824186,1.0,6178.524427890778,0.019065857,0.099682555,0.08638817,4298098,1.0,100
112,0.69134915,-121.792274,0.039969604,,-0.1336473,1.0,0.9999623,1.0,[-0.018  0.654 -2.129 -2.458 -1.333],0.18261719,9.9990835,-8.182678,5.5541994e-05,1.0,11200,4991.413893807515,4.730582e-06,499.2,-121.79228,0.9984,6236.499808073044,9.998167,0.82733107,0.08638817,4348018,1.0000147,100
113,19097.74,-141.4433,0.14667487,,-19.726257,1.0194093,0.70434,1.0101304,[-0.018  0.654 -2.129 -2.458 -1.333],19.976929,9.998593,-973.4122,-1.7700195e-05,0.98483044,11300,4890.394588655424,0.073103234,489.12,-141.5303,0.9831953,6305.16263628006,9.997187,138.35144,0.08398298,4396930,1.2555003,100
114,0.0057395888,-0.30701846,,1.0,-0.061445497,1.0,1.0,1.0,[-0.017  0.651 -2.13  -2.457 -1.335],0.09387207,0.020183563,-0.26257324,-0.00011474609,1.0,11400,4999.5396735747045,,500.0,-0.30701846,1.0,6376.007260560989,0.019515991,0.07538816,0.08398298,4446930,1.0,100
115,10901.353,-136.3654,0.15193895,,-13.936646,1.2668635,0.331922,1.1109843,[-0.017  0.651 -2.13  -2.457 -1.335],17.179565,9.99861,-976.20874,-1.586914e-05,1.0094535,11500,4899.699657104095,0.23152682,490.05,-138.73553,1.0343249,6445.515268087387,9.997219,120.96878,0.07681225,4495935,3.7408917,100
116,0.0068602636,-0.27348793,,1.0,-0.0642914,1.0,1.0,1.0,[-0.02   0.658 -2.163 -2.459 -1.342],0.09240723,0.017193794,-0.3050537,-1.8310546e-06,1.0,11600,4999.547437163861,,500.0,-0.27348793,1.0,6519.251828432083,0.016542435,0.08241602,0.07681225,4545935,1.0,100
117,0.7700843,-121.77641,0.040953454,,-0.121141076,1.0,0.99981296,1.0,[-0.02   0.658 -2.163 -2.459 -1.342],0.2020874,9.998808,-8.630554,-5.7983398e-05,0.9999994,11700,4990.881457808466,2.5438534e-05,499.16,-121.77643,0.99832,6590.67010641098,9.997616,0.8733022,0.07681225,4595851,1.0000819,100
118,17465.277,-140.9101,0.15573832,,-18.869081,1.1005667,0.41285938,1.0675094,[-0.02   0.658 -2.163 -2.459 -1.342],20.012817,9.998435,-973.3723,-1.4648437e-05,1.0154883,11800,4884.715695813571,0.16189705,488.56,-141.55249,1.0094922,6661.529119491577,9.99687,138.34605,0.074523956,4644707,1.717857,100
119,0.009784242,-0.31768844,,1.0,-0.0746566,1.0,1.0,1.0,[-0.019  0.651 -2.158 -2.442 -1.344],0.11248779,0.019974709,-0.27624512,-2.2583008e-05,1.0,11900,4999.500465929934,,500.0,-0.31768844,1.0,6733.1060173511505,0.019215584,0.09842,0.074523956,4694707,1.0,100
120,0.020044863,-121.72752,0.015489185,,-0.06926905,1.0,1.0,1.0,[-0.019  0.651 -2.158 -2.442 -1.344],0.12145996,9.999053,-1.0789795,4.8828124e-06,1.0,12000,4998.199905161327,,499.88,-121.72752,0.99976,6803.543161869049,9.998106,0.14088124,0.074523956,4744695,1.0,100
121,8589.523,-131.08018,0.10001208,,-9.315258,1.0220091,0.74241996,1.014009,[-0.019  0.651 -2.158 -2.442 -1.344],9.836914,9.999126,-963.6998,-1.7700195e-05,1.002003,12100,4949.744915465414,0.07435094,495.03,-131.44247,0.9972355,6874.325556278229,9.998253,96.8555,0.07151129,4794198,1.2657353,100
122,8930.985,-131.39236,0.10972535,,-9.587081,1.028932,0.64728403,1.0245436,[-0.018  0.651 -2.179 -2.442 -1.347],10.05957,9.99881,-973.347,-5.6152345e-05,0.9977444,12200,4940.088749318122,0.10498354,494.08,-131.63974,1.0003105,6944.047729253769,9.99762,97.83078,0.068848215,4843606,1.5160066,100
123,9729.492,-131.60352,0.09963067,,-9.918158,1.0051811,0.8397306,1.0044464,[-0.017  0.652 -2.187 -2.449 -1.35 ],10.037537,9.999071,-983.3498,-6.1035157e-06,0.99711764,12300,4949.517760630365,0.046413295,495.01,-131.64595,0.9922317,7014.091778278351,9.998142,98.830414,0.06694845,4893107,1.1727241,100
124,9848.302,-131.63022,0.099442646,,-9.965501,1.000914,0.9233462,1.0008413,[-0.017  0.652 -2.187 -2.447 -1.352],10.020447,9.999166,-983.37195,1.0986329e-05,0.99867314,12400,4949.560402994161,0.020664372,495.01,-131.6343,0.99043405,7053.808847427368,9.998331,98.83263,0.06787055,4942608,1.0697025,100
125,19017.549,-141.35611,0.14041744,,-19.628483,1.014308,0.78762716,1.0076265,[-0.017  0.651 -2.187 -2.447 -1.351],19.86969,9.998904,-973.5256,-5.2490235e-05,1.000026,12500,4899.640540780676,0.058511063,490.03,-141.4516,0.98424125,7088.637018203735,9.997808,138.36403,0.06749566,4991611,1.2815305,100
126,5730.138,-130.1473,0.11464435,,-7.6266227,1.167295,0.27080202,1.1457509,[-0.018  0.649 -2.194 -2.448 -1.351],9.939514,9.999115,-973.471,4.3945314e-05,0.9830583,12600,4949.63531911884,0.24997385,495.02,-131.54837,1.0617666,7124.387094736099,9.99823,97.83757,0.062021762,5041113,2.1787221,100
127,8933.815,-131.32913,0.10095907,,-9.507132,1.0378776,0.5916741,1.0272646,[-0.018  0.641 -2.18  -2.425 -1.357],9.943481,9.99912,-973.4733,-5.4931643e-06,0.98665905,12700,4949.638184778709,0.115218416,495.02,-131.54834,1.0034244,7161.0873067379,9.9982395,97.8378,0.05840057,5090615,1.4628856,100
128,0.006299785,-0.24980187,,1.0,-0.06737427,1.0,1.0,1.0,[-0.019  0.638 -2.176 -2.417 -1.361],0.09857178,0.014993668,-0.25238037,-7.751465e-05,1.0,12800,4999.54070186486,,500.0,-0.24980187,1.0,7230.347466945648,0.014332771,0.07897263,0.05840057,5140615,1.0,100
129,0.0068604294,-0.29093584,,1.0,-0.06779211,1.0,1.0,1.0,[-0.019  0.638 -2.176 -2.417 -1.361],0.1026001,0.01834011,-0.24505615,8.117676e-05,1.0,12900,4999.526021197211,,500.0,-0.29093584,1.0,7299.600607395172,0.01764679,0.082416855,0.05840057,5190615,1.0,100
130,9866.311,-131.63957,0.09939815,,-9.980717,1.0,1.0,1.0,[-0.019  0.638 -2.176 -2.417 -1.361],10.033386,9.999103,-983.3597,-2.0141602e-05,1.0,13000,4949.536052054402,,495.01,-131.63957,0.99002,7367.839278459549,9.998205,98.831406,0.05840057,5240116,1.0,100
131,9135.832,-131.39673,0.10036654,,-9.6151085,1.0242323,0.65479356,1.0182815,[-0.019  0.638 -2.176 -2.417 -1.361],9.933655,9.999139,-973.4748,3.540039e-05,0.996707,13100,4949.64648880473,0.09782899,495.02,-131.54822,0.99924344,7438.638604640961,9.998278,97.83794,0.059285115,5289618,1.4930681,100
132,9509.183,-131.4691,0.10043737,,-9.78298,1.0054846,0.7875274,1.004789,[-0.02   0.637 -2.158 -2.41  -1.36 ],9.933899,9.998926,-973.47864,9.765625e-06,1.0040314,13200,4948.643962862134,0.05173361,494.93,-131.52106,0.99225,7507.324973344803,9.997852,97.838356,0.059855405,5339111,1.2273986,100
133,0.32460943,-121.748955,0.03519185,,-0.09300927,1.0,0.9999968,1.0,[-0.019  0.636 -2.157 -2.405 -1.359],0.1663208,9.998863,-5.560791,8.239746e-05,1.0,13300,4993.109547852192,7.711105e-07,499.38,-121.748955,0.99876,7576.879095315933,9.997726,0.5668901,0.059855405,5389049,1.0000033,100
134,1.409959,-121.86554,0.07736662,,-0.16602583,1.0941353,0.43560696,1.0230812,[-0.019  0.636 -2.157 -2.405 -1.359],0.42425537,9.998303,-16.78241,5.2490235e-05,0.98380905,13400,4970.03034001129,0.086759225,497.1,-121.94358,1.0018841,7648.978715419769,9.996607,1.9075992,0.05975603,5438759,1.1964773,100
135,9842.868,-131.69418,0.108902,,-10.024141,1.0247307,0.6773298,1.0059513,[-0.017  0.636 -2.157 -2.405 -1.359],10.173706,9.998607,-983.22516,5.0048828e-05,0.9978042,13500,4939.488572669612,0.049115043,494.03,-131.71873,0.99032044,7717.280487537384,9.997213,98.822845,0.058835234,5488162,1.1707084,100
136,0.008369763,-0.27951658,,1.0,-0.070262045,1.0,1.0,1.0,[-0.016  0.636 -2.157 -2.404 -1.36 ],0.101867676,0.017198563,-0.324646,-1.8310546e-06,1.0,13600,4999.527249613656,,500.0,-0.27951658,1.0,7754.2517721652985,0.01650238,0.09102911,0.058835234,5538162,1.0,100
137,9805.625,-131.63249,0.09952602,,-9.959298,1.0052775,0.8736959,1.0025868,[-0.016  0.636 -2.157 -2.404 -1.36 ],10.050781,9.99905,-983.345,4.9438477e-05,0.9960556,13700,4949.509942819225,0.0334551,495.01,-131.64836,0.9912384,7793.867725133896,9.9981,98.82993,0.057586156,5587663,1.1779146,100
138,7197.2183,-130.7114,0.10651961,,-8.542849,1.1001035,0.3659306,1.0854981,[-0.017  0.635 -2.157 -2.404 -1.361],9.941223,9.999099,-973.4682,5.1879884e-05,0.99211735,13800,4949.626751288958,0.18314108,495.02,-131.55034,1.0322992,7865.875401973724,9.998198,97.83729,0.05398849,5637165,2.0709085,100
139,0.4649227,-121.782135,0.037390333,,-0.12278746,1.0,1.0,1.0,[-0.017  0.63  -2.145 -2.386 -1.365],0.1739502,9.999143,-6.6920166,1.5258789e-05,1.0,13900,4992.440123173408,,499.3,-121.782135,0.9986,7936.828368186951,9.998285,0.67843527,0.05398849,5687095,1.0,100
140,9866.009,-131.64742,0.09939882,,-9.988551,1.0,0.9994828,1.0,[-0.017  0.63  -2.145 -2.386 -1.365],10.036865,9.999103,-983.35175,7.93457e-06,1.0000298,14000,4949.53214779995,0.00015509118,495.01,-131.64748,0.99002,7976.327726602554,9.998205,98.83061,0.053997125,5736596,1.0007559,100
141,9867.005,-131.7107,0.11259856,,-10.038118,1.0326681,0.5770812,1.0068123,[-0.017  0.63  -2.145 -2.386 -1.365],10.185059,9.998676,-983.2019,4.6386718e-05,1.0042455,14100,4935.424530281564,0.055748813,493.62,-131.74974,0.98984265,8037.81538271904,9.997353,98.82303,0.053903285,5785958,1.238527,100
142,19490.479,-141.5487,0.14,,-19.880526,1.0034282,0.9047076,1.0019376,[-0.015  0.629 -2.145 -2.386 -1.365],19.97699,9.998889,-973.41724,-3.0517578e-05,1.0037078,14200,4899.533092508825,0.029647304,490.02,-141.5582,0.9809894,8108.683563947678,9.997778,139.05963,0.05513659,5834960,1.1148032,100
143,0.009194266,-0.31398028,,1.0,-0.0764136,1.0,1.0,1.0,[-0.015  0.628 -2.145 -2.385 -1.364],0.11315918,0.019525528,-0.3284912,7.019043e-05,1.0,14300,4999.536243969964,,500.0,-0.31398028,1.0,8180.664180994034,0.018857002,0.09540979,0.05513659,5884960,1.0,100
144,9057.247,-131.43364,0.10155387,,-9.569234,1.0493356,0.5750055,1.0338902,[-0.015  0.628 -2.145 -2.385 -1.364],10.041809,9.999083,-983.35187,-6.1035155e-07,0.98718727,14400,4949.5243662654075,0.14306377,495.01,-131.64514,1.0066599,8251.203998088837,9.998165,98.83061,0.049835045,5934461,1.5908791,100
145,0.010806508,-0.3203357,,1.0,-0.08570466,1.0,1.0,1.0,[-0.016  0.627 -2.145 -2.386 -1.369],0.128479,0.019284248,-0.36444092,3.2958986e-05,1.0,14500,4999.5076729719285,,500.0,-0.3203357,1.0,8321.37194275856,0.018544197,0.10342683,0.049835045,5984461,1.0,100
146,0.007907859,-0.2717369,,1.0,-0.06519755,1.0,1.0,1.0,[-0.016  0.627 -2.145 -2.386 -1.369],0.09295654,0.016975403,-0.36499023,-4.3945314e-05,1.0,14600,4999.5222592148775,,500.0,-0.2717369,1.0,8391.274316310883,0.016263962,0.08848266,0.049835045,6034461,1.0,100
147,0.007837872,-0.2930562,,1.0,-0.07287132,1.0,1.0,1.0,[-0.016  0.627 -2.145 -2.386 -1.369],0.09967041,0.018096924,-0.3534546,8.850098e-05,1.0,14700,4999.533117374007,,500.0,-0.2930562,1.0,8440.581894874573,0.017417908,0.088084936,0.049835045,6084461,1.0,100
148,0.7538251,-121.779884,0.04893062,,-0.12558573,1.0,0.99999744,1.0,[-0.016  0.627 -2.145 -2.386 -1.369],0.21862793,9.998728,-7.7770996,1.2207031e-06,1.0,14800,4987.241873965857,4.077652e-07,498.8,-121.779884,0.9976,8476.353865861893,9.997456,0.8638837,0.049835045,6134341,1.0000019,100
149,9842.613,-131.61589,0.10762974,,-9.958354,1.0071701,0.8399671,1.0020547,[-0.016  0.627 -2.145 -2.386 -1.369],10.111328,9.998305,-983.2857,-4.272461e-05,0.99658775,14900,4940.541509156966,0.02940614,494.15,-131.62468,0.989168,8547.270166397095,9.996611,98.82511,0.04886169,6183756,1.1165622,100
150,0.009198715,-0.29205242,,1.0,-0.075070076,1.0,1.0,1.0,[-0.016  0.627 -2.145 -2.386 -1.37 ],0.11114502,0.01783371,-0.35351562,-2.5024414e-05,1.0,15000,4999.505145343832,,500.0,-0.29205242,1.0,8619.31715965271,0.01709652,0.09542377,0.04886169,6233756,1.0,100
151,2.545784,-121.984344,0.07727602,,-0.25872824,1.1719794,0.4253824,1.0323024,[-0.016  0.627 -2.145 -2.386 -1.37 ],0.5214844,9.998902,-24.516724,7.3242186e-06,0.98183227,15100,4971.729042577723,0.10823743,497.24,-122.10464,1.0056555,8661.441792726517,9.997805,2.9447055,0.04908201,6283480,1.3263164,100
152,9793.909,-131.62817,0.099545605,,-9.95117,1.0078753,0.8225744,1.0029229,[-0.013  0.626 -2.145 -2.386 -1.37 ],10.038513,9.999106,-983.3525,4.8828126e-05,0.99128354,15200,4949.528912447455,0.038085893,495.01,-131.64713,0.9914192,8697.914711236954,9.998213,98.830696,0.047841113,6332981,1.1415071,100
153,0.023673968,-121.73057,0.016122928,,-0.07204685,1.0,1.0,1.0,[-0.014  0.625 -2.146 -2.386 -1.371],0.12768555,9.999075,-1.1068115,-4.8217775e-05,1.0,15300,4998.11496813894,,499.87,-121.73057,0.99974,8735.443940162659,9.99815,0.15310216,0.047841113,6382968,1.0,100
154,9053.767,-131.25757,0.100887105,,-9.566202,1.0073227,0.81108034,1.0036969,[-0.014  0.625 -2.146 -2.386 -1.371],9.860535,9.998876,-963.671,-6.591797e-05,1.0005709,15400,4948.126335612924,0.044911616,494.88,-131.44365,0.99178517,8773.594546794891,9.997751,96.852684,0.048205573,6432456,1.1308475,100
155,0.010601291,-0.31797284,,1.0,-0.083307,1.0,1.0,1.0,[-0.013  0.626 -2.159 -2.388 -1.371],0.12200928,0.01928711,-0.38311768,-5.4931643e-06,1.0,15500,4999.500131931026,,500.0,-0.31797284,1.0,8812.664549350739,0.018538475,0.10244974,0.048205573,6482456,1.0,100
156,9851.503,-131.64677,0.099426806,,-9.98493,1.0007155,0.9416951,1.0005331,[-0.013  0.626 -2.159 -2.388 -1.371],10.048828,9.999073,-983.3452,4.2114258e-05,0.9991006,15600,4949.521596382986,0.016361164,495.01,-131.6507,0.9902841,8848.821529388428,9.998146,98.829956,0.048917096,6531957,1.066011,100
157,0.0072601526,-0.27228397,,1.0,-0.069631726,1.0,1.0,1.0,[-0.013  0.626 -2.159 -2.388 -1.37 ],0.09259033,0.016655922,-0.36761475,3.90625e-05,1.0,15700,4999.554191375091,,500.0,-0.27228397,1.0,8886.757530212402,0.01602745,0.084783226,0.048917096,6581957,1.0,100
158,0.29423034,-121.78977,0.04131309,,-0.117615245,1.0180893,0.59758663,1.003996,[-0.013  0.626 -2.159 -2.388 -1.37 ],0.21307373,9.999096,-8.863403,6.286621e-05,1.000564,15800,4990.924829472045,0.040162988,499.15,-121.81209,0.99986625,8923.142205953598,9.998192,0.89522994,0.048870634,6631872,1.1055772,100
159,9637.988,-131.57777,0.099764,,-9.876246,1.0075125,0.7784209,1.0067538,[-0.012  0.627 -2.159 -2.388 -1.37 ],10.062561,9.999037,-983.3416,8.972168e-05,0.9991814,15900,4949.502077464082,0.05741059,495.01,-131.6502,0.9934507,8994.216817378998,9.998074,98.82961,0.046763618,6681373,1.2125391,100
160,0.008255811,-0.3062641,,1.0,-0.080706865,1.0,1.0,1.0,[-0.012  0.625 -2.159 -2.385 -1.372],0.11608887,0.018538475,-0.29571533,2.0141602e-05,1.0,16000,4999.531022262278,,500.0,-0.3062641,1.0,9066.898159265518,0.017858505,0.090409756,0.046763618,6731373,1.0,100
161,0.007479855,-0.26098996,,1.0,-0.07044,1.0,1.0,1.0,[-0.012  0.625 -2.159 -2.385 -1.372],0.10498047,0.01566124,-0.2695923,-1.2207031e-05,1.0,16100,4999.523286119861,,500.0,-0.26098996,1.0,9136.577409029007,0.014955521,0.08605059,0.046763618,6781373,1.0,100
162,0.009179085,-0.30615595,,1.0,-0.07428652,1.0,1.0,1.0,[-0.012  0.625 -2.159 -2.385 -1.372],0.111816406,0.019057274,-0.31121826,-3.540039e-05,1.0,16200,4999.535027786099,,500.0,-0.30615595,1.0,9172.265990018845,0.018368721,0.0953225,0.046763618,6831373,1.0,100
163,0.0053303167,-0.29460138,,1.0,-0.06715283,1.0,1.0,1.0,[-0.012  0.625 -2.159 -2.385 -1.372],0.10015869,0.018693924,-0.21807861,1.2207031e-05,1.0,16300,4999.545703666973,,500.0,-0.29460138,1.0,9208.347158670425,0.018033028,0.07264903,0.046763618,6881373,1.0,100
164,0.006972629,-0.31139383,,1.0,-0.075753324,1.0,1.0,1.0,[-0.012  0.625 -2.159 -2.385 -1.372],0.10211182,0.019367218,-0.25952148,-1.6479493e-05,1.0,16400,4999.532794036797,,500.0,-0.31139383,1.0,9244.096217393875,0.018691063,0.08308601,0.046763618,6931373,1.0,100
