Weights,InitialReturnMin,EmpiricalD2,MeanEntropy,EpRewMean,MaxD2w0t,StdIW,MaxIW,InitialReturnStd,InitialReturnMean,MinIW,ReturnMeanIW,MeanIW,J_sample_variance,InitialBound,MeanD2w0t,MinD2w0t,ReturnStepMaxmin,EpThisIter,StdD2w0t,ReturnStepMax,Iteration,Bound,EpisodesSoFar,EntropyCoefficient,TimestepsSoFar,TimeElapsed,InitialReturnMax,EpLenMean
[ 0.003  0.643 -2.732 -2.184 -0.936],-906.9193,1.6426815,0.48029205,4514.262252882484,6.477928,0.5826121,10.653955,262.20242,1.8310548e-05,0.2252879,-69.80956,0.9165758,55155.137,-353.3597,1.1197826,,9.992329,20,0.56241554,10.0,80,-341.1167,1600,10.0,488874,750.3102355003357,86.41205,451.6
[-0.014  0.651 -2.789 -2.185 -0.939],-0.14904785,1.0000596,0.4805496,4999.3170836503805,1.0000598,0.0053701014,1.0246196,0.07316765,-3.0517578e-05,0.9870629,-0.024984527,1.0012989,0.0056411433,-267.28387,1.0000238,1.0000001,0.01126194,20,1.8252465e-05,10.0,81,-267.28217,1620,10.0,498874,762.6873781681061,0.07324219,500.0
[-0.014  0.651 -2.789 -2.185 -0.938],-0.19592285,1.0,0.4805905,4999.3489809417115,1.0,0.00082448515,1.0031431,0.06900624,-6.1035157e-06,0.99749506,-0.027145488,0.9997479,0.0050127427,-267.2835,1.0,1.0,0.012365341,20,,10.0,82,-267.28314,1640,10.0,508874,776.5946652889252,0.08123779,500.0
[-0.014  0.651 -2.789 -2.185 -0.938],-0.18499756,1.0,0.4807193,4999.300966993105,1.0000001,0.0034850838,1.0118368,0.07291144,-2.746582e-05,0.9900397,-0.029314006,1.0005469,0.005593597,-267.28528,1.0,1.0,0.010772705,20,1.2331105e-08,10.0,83,-267.28403,1660,10.0,518874,788.7509906291962,0.08544922,500.0
[-0.014  0.651 -2.789 -2.185 -0.938],-0.15893555,1.0,0.48073727,4999.302979041786,1.0,0.00021351651,1.0004892,0.06609244,-8.239746e-05,0.99918985,-0.03225745,0.99995583,0.0045954566,-267.28696,1.0,1.0,0.015346527,20,,10.0,84,-267.28677,1680,10.0,528874,802.494606256485,0.087890625,500.0
[-0.014  0.651 -2.789 -2.185 -0.938],-2.776184,1.0002872,0.48111576,4981.836737174361,1.0004641,0.011126053,1.0477715,0.63988775,-3.0517578e-05,0.9703933,-0.07364316,0.99749064,0.41035998,-267.33154,0.99673665,,9.995363,20,0.058218375,10.0,85,-267.32806,1700,10.0,538840,814.2922253608704,0.22503662,498.3
[-0.014  0.652 -2.789 -2.184 -0.938],-0.1953125,1.0,0.48124233,4999.300965253989,1.0000001,0.0025746927,1.0087377,0.07380503,7.019043e-05,0.9912592,-0.03331274,0.99985695,0.0057291826,-267.28403,1.0,1.0,0.015825272,20,1.1371841e-08,10.0,86,-267.2828,1720,10.0,548840,826.2734248638153,0.099731445,500.0
[-0.014  0.652 -2.789 -2.184 -0.938],-1.2197266,1.0003102,0.48159292,4990.338099731267,1.0006976,0.011358041,1.0347701,0.29104787,-9.155274e-06,0.93995386,0.00787825,0.9983889,0.07960838,-267.24518,0.99841857,,9.995373,20,0.041201085,10.0,87,-267.24026,1740,10.0,558823,838.9204256534576,0.15405273,499.15
[-0.014  0.652 -2.789 -2.184 -0.937],-524.30426,1.297605,0.47391665,4778.3517976086005,1.7749228,0.3407229,2.3155887,120.283676,4.272461e-05,0.24750397,-9.756244,0.9955671,1944.5078,-294.74487,1.0856578,,9.995224,20,0.25815535,10.0,88,-280.53198,1760,10.0,568382,852.8075680732727,27.674072,477.95
[-0.019  0.628 -2.836 -2.172 -0.945],-33.54248,1.0945302,0.47503534,4907.389873708831,1.3541354,0.18754095,1.5381652,7.6953354,7.019043e-05,0.2875643,-0.57966125,1.0150955,8.699146,-269.00797,1.009352,,9.995514,20,0.1434082,10.0,89,-268.25885,1780,10.0,578199,867.7086861133575,1.83844,490.85
[-0.011  0.625 -2.838 -2.17  -0.944],-675.6441,2.6168914,0.46865293,4765.854858249366,9.166621,0.6733004,9.525322,155.0034,-6.1035157e-06,0.23104627,-15.5895,0.94750744,4907.8755,-302.80353,1.364337,,9.995224,20,0.8889568,10.0,90,-287.51657,1800,10.0,587733,883.2039518356323,35.655884,476.7
[-0.031  0.623 -2.88  -2.167 -0.95 ],-942.81415,1.0467737,0.46582696,4660.916713089802,1.1369982,0.11892415,1.4892535,216.3056,9.155274e-06,0.6286963,-49.401287,1.0198816,48319.793,-317.442,0.94920516,,9.988953,20,0.2555812,10.0,91,-317.13644,1820,10.0,597060,895.5685596466064,50.54895,466.35
[-0.026  0.614 -2.884 -2.158 -0.953],-674.40436,1.9127659,0.45292118,4689.430763700635,3.6834385,0.50765115,4.4727435,154.80788,-3.967285e-05,0.13081835,-13.530278,0.9377406,3387.2502,-303.96045,1.2143089,,9.993338,20,0.43269795,10.0,92,-286.0416,1840,10.0,606442,908.7896792888641,36.818665,469.1
[-0.042  0.637 -2.931 -2.173 -0.966],-17.92273,1.1337116,0.45306405,4808.921505761674,1.2857652,0.16033882,1.5888146,4.881192,-9.155274e-06,0.44172344,-1.1327952,1.0282946,18.74968,-269.216,0.9923214,,9.987238,20,0.20117211,10.0,93,-268.95804,1860,10.0,616066,925.9022178649902,2.250061,481.2
[-0.035  0.636 -2.931 -2.174 -0.966],-929.2819,1.542204,0.44817948,4544.006416559116,3.36033,0.41270334,3.1220841,213.81215,6.1035157e-06,0.11873725,-44.20226,1.0386906,38078.742,-321.15533,1.0778334,,9.989063,20,0.4070885,10.0,94,-315.0228,1880,10.0,625159,937.4319634437561,54.10669,454.65
[-0.022  0.624 -2.914 -2.142 -0.971],-943.6123,1.0326414,0.44418085,4749.435165932579,1.0383164,0.12051785,1.4790163,216.47952,3.3569337e-05,0.70275474,-48.570217,1.0164545,47316.477,-317.17587,0.9663957,,9.995543,20,0.22168125,10.0,95,-316.67587,1900,10.0,634660,950.7008876800537,49.73169,475.05
[-0.022  0.617 -2.915 -2.13  -0.975],-6.960449,1.102444,0.4439643,4839.41712817086,1.3237233,0.16289635,1.4412079,3.0197365,-1.8310548e-05,0.3355425,-0.27799204,0.96705645,2.3863072,-268.69586,0.9967878,,9.987297,20,0.18523645,10.0,96,-268.16275,1920,10.0,644345,966.2125525474548,1.6217041,484.25
[-0.016  0.616 -2.921 -2.129 -0.975],-894.46014,1.013459,0.44598532,4499.949873233241,1.0224162,0.083194144,1.4387338,296.4942,2.1362304e-05,0.8187045,-98.2105,0.9950709,91748.92,-366.2511,0.9067785,,9.993145,20,0.30179057,10.0,97,-366.0256,1940,10.0,653348,978.4848790168762,98.879456,450.15
[-0.018  0.609 -2.924 -2.124 -0.973],-17.429688,1.0434086,0.4462014,4923.883613872043,1.1420882,0.11450836,1.2982118,4.0078206,6.1035156e-05,0.47343397,-0.35844156,1.0047394,4.94173,-268.41113,0.9997961,,9.993471,20,0.124570794,10.0,98,-268.13058,1960,10.0,663199,992.4810905456543,1.0803223,492.55
[-0.012  0.609 -2.924 -2.125 -0.973],-0.17718506,0.9999404,0.44623363,4999.427153668318,0.9999999,0.000732443,1.0027082,0.06258752,-5.493164e-05,0.9979783,-0.021002471,0.99980724,0.0041243415,-267.62088,0.99997616,0.9999404,0.015675545,20,1.8229006e-05,10.0,99,-267.61975,1980,10.0,673199,1006.1132102012634,0.07434082,500.0
[-0.012  0.609 -2.924 -2.125 -0.973],-0.21380615,1.0,0.44623363,4999.406109749556,1.0,,1.0,0.06611412,4.272461e-05,1.0,-0.022915153,1.0,0.0046011647,-272.0848,1.0,1.0,0.013425827,20,,10.0,100,-272.0848,2000,,683199,1017.5065143108368,0.07507324,500.0
[-0.012  0.609 -2.924 -2.125 -0.973],-0.20343018,1.0,0.44623363,4999.3789128683475,1.0,,1.0,0.079697,2.1362304e-05,1.0,-0.03177661,1.0,0.006685169,-272.09366,1.0,1.0,0.017377853,20,,10.0,101,-272.09366,2020,,693199,1028.9606754779816,0.09674072,500.0
[-0.012  0.609 -2.924 -2.125 -0.973],-4.5616455,1.0188943,0.44622275,4958.930827974504,1.0597557,0.07730747,1.2203939,1.1301441,6.1035157e-06,0.5939654,-0.027352342,0.99358714,0.5164021,-272.21957,0.9978709,,9.993706,20,0.089540325,10.0,102,-272.14035,2040,,703120,1041.3649072647095,0.3994751,496.05
[-0.009  0.608 -2.924 -2.125 -0.973],-0.12835693,1.0,0.44622275,4999.422664171148,1.0,,1.0,0.05590366,-9.155274e-06,1.0,-0.038584292,1.0,0.0032923764,-272.10046,1.0,1.0,0.016762733,20,,10.0,103,-272.10046,2060,,713120,1054.7679660320282,0.07702637,500.0
[-0.009  0.608 -2.924 -2.125 -0.973],-895.8662,1.3639812,0.43357036,4672.948991472592,1.4925282,0.28249234,1.939222,205.60089,5.493164e-05,0.24193458,-29.76041,0.89771897,17204.797,-320.37164,1.1053979,,9.993399,20,0.31111977,10.0,104,-306.85898,2080,,722469,1064.88223695755,48.56122,467.45
[-0.007  0.634 -3.005 -2.157 -0.985],-2.1277466,1.0014579,0.43323442,4985.93231393845,1.0049793,0.028593646,1.0588065,0.4923886,6.713867e-05,0.8105595,-0.026948927,0.99805516,0.17754804,-272.10748,0.9979171,,9.995758,20,0.050955646,10.0,105,-272.09607,2100,,732443,1080.3547296524048,0.17388916,498.7
[-0.006  0.634 -3.005 -2.157 -0.986],-0.11456299,1.0,0.43323442,4999.434147886657,1.0,,1.0,0.04640605,2.1362304e-05,1.0,-0.023395022,1.0,0.0022650515,-272.0853,1.0,1.0,0.010662079,20,,10.0,106,-272.0853,2120,,742443,1095.6132130622864,0.072631836,500.0
[-0.006  0.634 -3.005 -2.157 -0.986],-0.13275146,1.0,0.43323442,4999.427823284651,1.0,,1.0,0.05377989,-2.4414063e-05,1.0,-0.043391798,1.0,0.0030452046,-272.1053,1.0,1.0,0.016866684,20,,10.0,107,-272.1053,2140,,752443,1107.409794807434,0.08770752,500.0
[-0.006  0.634 -3.005 -2.157 -0.986],-0.12371826,1.0,0.43323442,4999.431286951588,1.0,,1.0,0.045666937,-3.967285e-05,1.0,-0.024488809,1.0,0.0021918137,-272.08636,1.0,1.0,0.009539604,20,,10.0,108,-272.08636,2160,,762443,1119.83194231987,0.06463623,500.0
[-0.006  0.634 -3.005 -2.157 -0.986],-943.60956,1.0113132,0.43128,4749.433193788319,1.0174309,0.07074612,1.2589589,216.4789,2.1362304e-05,0.7323582,-49.218185,0.9860502,48577.098,-321.66034,0.9555933,,9.995541,20,0.2190256,10.0,109,-321.45386,2180,,771944,1131.2252650260925,49.745667,475.05
[-0.007  0.628 -3.003 -2.15  -0.988],-0.23608398,1.0,0.43128,4999.433340236972,1.0,,1.0,0.076473214,3.967285e-05,1.0,-0.0352328,1.0,0.006157719,-272.09714,1.0,1.0,0.01790905,20,,10.0,110,-272.09714,2200,,781944,1144.2098162174225,0.08703613,500.0
[-0.007  0.628 -3.003 -2.15  -0.988],-906.10315,1.2328436,0.4236135,4735.424557753339,1.2977464,0.40547132,2.9103851,207.87508,-7.019043e-05,0.2920906,-28.504663,0.98277617,16394.846,-319.7246,1.0648732,,9.993385,20,0.26035345,10.0,111,-304.399,2220,,791418,1155.6870770454407,47.905457,473.7
[-0.008  0.644 -3.093 -2.179 -0.995],-0.30255127,1.0,0.4236135,4999.466895535776,1.0,,1.0,0.09064311,,1.0,-0.042206984,1.0,0.008647334,-272.1041,1.0,1.0,0.017449379,20,,10.0,112,-272.1041,2240,,801418,1170.5734045505524,0.086364746,500.0
[-0.008  0.644 -3.093 -2.179 -0.995],-0.0871582,1.0,0.4236135,4999.455705202493,1.0,,1.0,0.051571507,-1.8310548e-05,1.0,-0.029556695,1.0,0.0028006325,-272.09146,1.0,1.0,0.012535095,20,,10.0,113,-272.09146,2260,,811418,1185.768934726715,0.07348633,500.0
[-0.008  0.644 -3.093 -2.179 -0.995],-2.5883179,1.0032705,0.42373896,4981.933302864765,1.0128858,0.04371361,1.1274909,0.5989077,6.1035156e-05,0.76288867,-0.047849458,0.9950002,0.22886635,-272.14005,0.9976554,,9.995756,20,0.05829409,10.0,114,-272.1211,2280,,821384,1197.3575999736786,0.21051025,498.3
[-0.006  0.644 -3.093 -2.179 -0.995],-0.11608887,1.0,0.42373896,4999.456214665795,1.0,,1.0,0.051525436,2.4414063e-05,1.0,-0.02564905,1.0,0.002794002,-272.08752,1.0,1.0,0.012954712,20,,10.0,115,-272.08752,2300,,831384,1211.088091135025,0.06738281,500.0
[-0.006  0.644 -3.093 -2.179 -0.995],-0.11230469,1.0,0.42373896,4999.439711769843,1.0,,1.0,0.052712917,-1.2207031e-05,1.0,-0.019528558,1.0,0.0029247352,-272.08142,1.0,1.0,0.009745598,20,,10.0,116,-272.08142,2320,,841384,1222.8213512897491,0.06726074,500.0
[-0.006  0.644 -3.093 -2.179 -0.995],-943.64484,1.0168409,0.42214727,4749.524573373508,1.0216321,0.11559699,1.5010737,216.48698,1.5258789e-05,0.8002832,-48.99474,1.012167,48173.926,-321.6443,0.9588115,,9.995928,20,0.21980058,10.0,117,-321.3303,2340,,850885,1238.4572474956512,49.72638,475.05
[-0.007  0.635 -3.095 -2.167 -0.997],-943.6447,1.0769151,0.4149397,4749.511230293281,1.1272295,0.14461324,1.7010106,216.48694,,0.6146625,-47.869537,1.0044472,45997.59,-321.6415,0.9853075,,9.995869,20,0.22713956,10.0,118,-320.78012,2360,,860386,1252.0420734882355,49.727295,475.05
[-0.01   0.636 -3.095 -2.164 -1.004],-0.25738525,1.0,0.4149397,4999.445604282717,1.0,,1.0,0.07846694,-9.155274e-06,1.0,-0.04924203,1.0,0.006476747,-272.11115,1.0,1.0,0.017407417,20,,10.0,119,-272.11115,2380,,870386,1265.3785576820374,0.09625244,500.0
[-0.01   0.636 -3.095 -2.164 -1.004],-0.11627197,1.0,0.4149397,4999.480983057722,1.0,,1.0,0.05785929,-4.5776367e-05,1.0,-0.036842223,1.0,0.0035219789,-272.09872,1.0,1.0,0.012670517,20,,10.0,120,-272.09872,2400,,880386,1281.1006317138672,0.072021484,500.0
[-0.01   0.636 -3.095 -2.164 -1.004],-0.1461792,1.0,0.4149397,4999.449481357571,1.0,,1.0,0.05881917,-6.713867e-05,1.0,-0.028288594,1.0,0.003642716,-272.09018,1.0,1.0,0.011518478,20,,10.0,121,-272.09018,2420,,890386,1293.9713864326477,0.0713501,500.0
[-0.01   0.636 -3.095 -2.164 -1.004],-12.620728,1.0254157,0.4144057,4944.473932048641,1.0751238,0.09731454,1.1849778,2.8958914,6.408691e-05,0.38507926,-0.19546874,0.9991791,1.4737313,-272.65018,0.99832207,,9.995884,20,0.10565647,10.0,122,-272.37326,2440,,900277,1307.3688652515411,0.7401123,494.55
[-0.006  0.637 -3.095 -2.164 -1.005],-0.07904053,1.0,0.4144057,4999.532152788768,1.0,,1.0,0.03647776,1.2207031e-05,1.0,-0.01890243,1.0,0.001402157,-272.08078,1.0,1.0,0.009388924,20,,10.0,123,-272.08078,2460,,910277,1318.9842686653137,0.05218506,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-0.14520264,1.0,0.4144057,4999.497585272729,1.0,,1.0,0.05755495,4.272461e-05,1.0,-0.040922105,1.0,0.0034866969,-272.1028,1.0,1.0,0.01275444,20,,10.0,124,-272.1028,2480,,920277,1332.6110846996307,0.07055664,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-0.23901367,1.0,0.4144057,4999.432096136767,1.0,,1.0,0.06862074,-1.8310548e-05,1.0,-0.02819464,1.0,0.004955651,-272.0901,1.0,1.0,0.013142586,20,,10.0,125,-272.0901,2500,,930277,1343.498042345047,0.07342529,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-0.09197998,1.0,0.4144057,4999.4904671424065,1.0,,1.0,0.047761776,7.324219e-05,1.0,-0.03223695,1.0,0.0024035058,-272.09412,1.0,1.0,0.013327599,20,,10.0,126,-272.09412,2520,,940277,1353.5917761325836,0.07116699,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-0.22705078,1.0,0.4144057,4999.431836387962,1.0,,1.0,0.068703204,3.967285e-05,1.0,-0.03395305,1.0,0.0049721603,-272.09586,1.0,1.0,0.012759209,20,,10.0,127,-272.09586,2540,,950277,1367.2478694915771,0.06439209,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-0.13641357,1.0,0.4144057,4999.517763870905,1.0,,1.0,0.05658316,-3.0517578e-05,1.0,-0.028058657,1.0,0.0033691267,-272.08994,1.0,1.0,0.012454987,20,,10.0,128,-272.08994,2560,,960277,1381.729884147644,0.06726074,500.0
[-0.006  0.637 -3.095 -2.164 -1.005],-934.14935,1.1479838,0.4067992,4749.998903655053,1.1856254,0.25528488,2.1789021,214.30858,-2.1362304e-05,0.44611514,-44.073963,0.99400574,38983.277,-321.15396,1.0202048,,9.995817,20,0.237704,10.0,129,-318.002,2580,,969779,1393.4187910556793,49.231445,475.1
[-0.009  0.64  -3.119 -2.182 -1.012],-894.46716,1.028621,0.4079652,4500.040702493611,1.0365658,0.13371347,1.5714364,296.4967,4.5776367e-05,0.72999275,-97.6105,1.004124,90633.0,-370.70367,0.91515046,,9.993547,20,0.30466792,10.0,130,-370.1655,2600,,978782,1405.6929800510406,98.89819,450.15
[-0.008  0.629 -3.113 -2.166 -1.011],-0.14813232,1.0,0.4079652,4999.4830758677645,1.0,,1.0,0.049205188,-2.746582e-05,1.0,-0.03245766,1.0,0.0025461551,-272.09436,1.0,1.0,0.011346817,20,,10.0,131,-272.09436,2620,,988782,1420.2788581848145,0.05718994,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.08856201,1.0,0.4079652,4999.522271432525,1.0,,1.0,0.04035613,-3.3569337e-05,1.0,-0.021065792,1.0,0.0017135665,-272.08295,1.0,1.0,0.010787964,20,,10.0,132,-272.08295,2640,,998782,1432.276074886322,0.042114258,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-1.0181274,1.0,0.4079652,4991.972341485839,1.0,,1.0,0.24048242,3.967285e-05,1.0,0.008247738,1.0,0.060876403,-272.05365,0.9986,,9.995926,20,0.03738992,10.0,133,-272.05365,2660,,1008768,1442.871587753296,0.1272583,499.3
[-0.008  0.629 -3.113 -2.166 -1.011],-0.19415283,1.0,0.4079652,4999.469275659723,1.0,,1.0,0.06289545,-3.3569337e-05,1.0,-0.033937912,1.0,0.0041627525,-272.09583,1.0,1.0,0.017324448,20,,10.0,134,-272.09583,2680,,1018768,1453.0032987594604,0.083862305,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.16522217,1.0,0.4079652,4999.432905793201,1.0,,1.0,0.059837945,-3.0517579e-06,1.0,-0.03956408,1.0,0.0037711898,-272.10144,1.0,1.0,0.017346382,20,,10.0,135,-272.10144,2700,,1028768,1465.3875648975372,0.0770874,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.07159424,1.0,0.4079652,4999.504094611604,1.0,,1.0,0.031316757,-6.1035157e-06,1.0,-0.02389482,1.0,0.0010324765,-272.0858,1.0,1.0,0.0114450455,20,,10.0,136,-272.0858,2720,,1038768,1479.5599553585052,0.047058105,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.08630371,1.0,0.4079652,4999.484764401004,1.0,,1.0,0.047695912,-1.5258789e-05,1.0,-0.023716388,1.0,0.0023947037,-272.0856,1.0,1.0,0.014256477,20,,10.0,137,-272.0856,2740,,1048768,1492.56938123703,0.06225586,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.12866211,1.0,0.4079652,4999.476290244495,1.0,,1.0,0.053291287,3.3569337e-05,1.0,-0.02857335,1.0,0.0029872293,-272.09045,1.0,1.0,0.009688377,20,,10.0,138,-272.09045,2760,,1058768,1506.4550924301147,0.0748291,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.25408936,1.0,0.4079652,4999.4354967909485,1.0,,1.0,0.07885391,3.0517578e-05,1.0,-0.05066519,1.0,0.0065454748,-272.11255,1.0,1.0,0.01687336,20,,10.0,139,-272.11255,2780,,1068768,1519.07359790802,0.099243164,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.26733398,1.0,0.4079652,4999.474781039422,1.0,,1.0,0.06706162,5.7983398e-05,1.0,-0.016343838,1.0,0.0047348505,-272.07825,1.0,1.0,0.015316963,20,,10.0,140,-272.07825,2800,,1078768,1532.2424540519714,0.0524292,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-0.10119629,1.0,0.4079652,4999.483450769645,1.0,,1.0,0.03807835,3.0517579e-06,1.0,-0.017251411,1.0,0.001527013,-272.07913,1.0,1.0,0.011900902,20,,10.0,141,-272.07913,2820,,1088768,1548.1358442306519,0.057250977,500.0
[-0.008  0.629 -3.113 -2.166 -1.011],-934.15674,1.3559268,0.40051088,4749.997559041204,1.4115086,0.46707025,4.027672,214.31024,3.0517578e-05,0.0708336,-37.46578,0.963,28195.96,-321.14557,1.1172204,,9.995817,20,0.2767605,10.0,142,-313.83188,2840,,1098270,1558.3352272510529,49.242737,475.1
[-0.007  0.609 -3.092 -2.121 -1.018],-934.1459,1.026865,0.3970583,4749.983879466274,1.0332289,0.11845161,1.4032631,214.30777,-1.2207031e-05,0.6477527,-48.08549,1.01387,46388.746,-321.15317,0.96389794,,9.995758,20,0.22081196,10.0,143,-320.6017,2860,,1107772,1571.476870059967,49.22827,475.1
[-0.007  0.603 -3.105 -2.121 -1.022],-0.09423828,1.0,0.3970583,4999.556759313842,1.0,,1.0,0.03401863,-3.967285e-05,1.0,-0.015905224,1.0,0.0012194925,-272.0778,1.0,1.0,0.008693695,20,,10.0,144,-272.0778,2880,,1117772,1584.8171603679657,0.038269043,500.0
[-0.007  0.603 -3.105 -2.121 -1.022],-0.171875,1.0,0.3970583,4999.496144298961,1.0,,1.0,0.06565794,-7.019043e-05,1.0,-0.03944821,1.0,0.0045368155,-272.10135,1.0,1.0,0.01384449,20,,10.0,145,-272.10135,2900,,1127772,1597.3814766407013,0.072753906,500.0
[-0.007  0.603 -3.105 -2.121 -1.022],-8.151611,1.0141447,0.39719257,4957.980022155803,1.0393286,0.07553483,1.1029615,1.8708708,-2.1362304e-05,0.5890133,-0.20508626,0.9886652,1.5105213,-272.42078,0.9967174,,9.995926,20,0.09089207,10.0,146,-272.32806,2920,,1137690,1610.5004963874817,0.50061035,495.9
[-0.004  0.603 -3.105 -2.121 -1.022],-0.117004395,1.0,0.39719257,4999.518363082882,1.0,,1.0,0.0494147,-1.2207031e-05,1.0,-0.02579633,1.0,0.0025736012,-272.08768,1.0,1.0,0.017220497,20,,10.0,147,-272.08768,2940,,1147690,1623.1953523159027,0.06939697,500.0
[-0.004  0.603 -3.105 -2.121 -1.022],-0.16668701,1.0,0.39719257,4999.519510272185,1.0,,1.0,0.060957868,3.967285e-05,1.0,-0.026411979,1.0,0.0039121546,-272.0883,1.0,1.0,0.016594887,20,,10.0,148,-272.0883,2960,,1157690,1635.815899848938,0.059936523,500.0
[-0.004  0.603 -3.105 -2.121 -1.022],-0.12902832,1.0,0.39719257,4999.510898276829,1.0,,1.0,0.051175106,7.019043e-05,1.0,-0.030616565,1.0,0.0027561109,-272.0925,1.0,1.0,0.014614105,20,,10.0,149,-272.0925,2980,,1167690,1646.9973657131195,0.072265625,500.0
[-0.004  0.603 -3.105 -2.121 -1.022],-0.1564331,1.0,0.39719257,4999.50121945405,1.0,,1.0,0.061255947,-0.00010375977,1.0,-0.036413502,1.0,0.003952038,-272.0983,1.0,1.0,0.012618065,20,,10.0,150,-272.0983,3000,,1177690,1660.4975142478943,0.06213379,500.0
[-0.004  0.603 -3.105 -2.121 -1.022],-943.6376,1.0094161,0.39727,4749.501826316157,1.0172554,0.07846622,1.3898989,216.4853,9.155274e-06,0.8326235,-49.24263,1.0035298,48655.1,-321.64664,0.9551303,,9.995829,20,0.2189181,10.0,151,-321.45984,3020,,1187191,1673.2483451366425,49.726685,475.05
[-0.005  0.595 -3.106 -2.112 -1.022],-0.14776611,1.0,0.39727,4999.489090698857,1.0,,1.0,0.057202127,-4.272461e-05,1.0,-0.036339905,1.0,0.0034428623,-272.09824,1.0,1.0,0.013050079,20,,10.0,152,-272.09824,3040,,1197191,1684.1006953716278,0.074279785,500.0
[-0.005  0.595 -3.106 -2.112 -1.022],-933.5561,1.0511109,0.39233586,4698.01668907455,1.0603815,0.18892178,1.5074961,214.1887,3.3569337e-05,0.61042386,-45.9294,1.0072162,41782.375,-321.6416,0.96487033,,9.993723,20,0.24446455,10.0,153,-318.71674,3060,,1206590,1694.264633178711,49.838135,469.95
[-0.004  0.596 -3.15  -2.121 -1.027],-934.16223,1.0341607,0.39205733,4750.034357930916,1.0400058,0.14867775,1.6300435,214.31151,-4.5776367e-05,0.66987354,-47.87613,1.0536721,45999.586,-321.14975,0.9671227,,9.995977,20,0.2216415,10.0,154,-320.41425,3080,,1216092,1706.9046082496643,49.232788,475.1
[-0.004  0.589 -3.138 -2.105 -1.027],-0.10870361,1.0,0.39205733,4999.5102574314315,1.0,,1.0,0.04768479,7.019043e-05,1.0,-0.03903401,1.0,0.0023916657,-272.10092,1.0,1.0,0.014691353,20,,10.0,155,-272.10092,3100,,1226092,1720.7238867282867,0.074401855,500.0
[-0.004  0.589 -3.138 -2.105 -1.027],-0.10369873,1.0,0.39205733,4999.502521066957,1.0,,1.0,0.050774623,-4.272461e-05,1.0,-0.028744584,1.0,0.002712847,-272.09064,1.0,1.0,0.012434959,20,,10.0,156,-272.09064,3120,,1236092,1733.876106262207,0.06604004,500.0
[-0.004  0.589 -3.138 -2.105 -1.027],-0.17163086,1.0,0.39205733,4999.494672236019,1.0,,1.0,0.0659574,4.272461e-05,1.0,-0.034546096,1.0,0.0045778314,-272.09644,1.0,1.0,0.014923096,20,,10.0,157,-272.09644,3140,,1246092,1745.961966753006,0.07043457,500.0
[-0.004  0.589 -3.138 -2.105 -1.027],-0.091796875,1.0,0.39205733,4999.535341489719,1.0,,1.0,0.04430439,-1.8310548e-05,1.0,-0.019037716,1.0,0.002066392,-272.08093,1.0,1.0,0.012122154,20,,10.0,158,-272.08093,3160,,1256092,1757.120606660843,0.049743652,500.0
[-0.004  0.589 -3.138 -2.105 -1.027],-0.26916504,1.0,0.39205733,4999.485195982737,1.0,,1.0,0.09148038,-8.239746e-05,1.0,-0.04422892,1.0,0.008810564,-272.1061,1.0,1.0,0.016802788,20,,10.0,159,-272.1061,3180,,1266092,1768.7899007797241,0.09033203,500.0
[-0.004  0.589 -3.138 -2.105 -1.027],-924.7705,1.0357401,0.38883203,4750.523111129666,1.0420578,0.1134848,1.4034674,212.1569,-1.5258789e-05,0.67558897,-47.205166,0.9963877,44715.426,-320.65698,0.9681663,,9.995918,20,0.22166651,10.0,160,-319.78323,3200,,1275595,1780.307804107666,48.728516,475.15
[-0.005  0.585 -3.151 -2.092 -1.03 ],-0.1550293,1.0,0.38883203,4999.488254508267,1.0,,1.0,0.06303943,1.8310548e-05,1.0,-0.034895744,1.0,0.004182638,-272.09677,1.0,1.0,0.017074585,20,,10.0,161,-272.09677,3220,,1285595,1794.4959268569946,0.06451416,500.0
[-0.005  0.585 -3.151 -2.092 -1.03 ],-943.64197,1.0104148,0.3890666,4749.536589078236,1.013063,0.0760612,1.2851892,216.48633,6.1035156e-05,0.8230871,-49.173916,0.9929504,48514.484,-321.6496,0.9554604,,9.995977,20,0.21898851,10.0,162,-321.41528,3240,,1295096,1808.9286530017853,49.726624,475.05
[-0.004  0.578 -3.152 -2.082 -1.03 ],-0.09075928,1.0,0.3890666,4999.529690240765,1.0,,1.0,0.04686748,-5.1879884e-05,1.0,-0.020167703,1.0,0.0023127403,-272.08206,1.0,1.0,0.01515007,20,,10.0,163,-272.08206,3260,,1305096,1824.3163363933563,0.06109619,500.0
