OptimizationReturnMin,TimestepsSoFar,MaxIWNorm,MaxIW,InitialReturnMean,ReturnStepMax,EpThisIter,TimeElapsed,EpLenMean,LearnableVariance,EpRewMean,MeanIWNorm,Weights,InitialReturnMax,MinIWNorm,StdIWNorm,EmpiricalD2,MeanEntropy,VarianceInit,InitialReturnMin,ESSRenyi,MeanIW,ESSClassic,Iteration,OptimizationReturnMean,ReturnStepMaxmin,EpisodesSoFar,J_sample_variance,InitialReturnStd,InitialBound,StdIW,ReturnMeanIW,MinIW,Bound,OptimizationReturnMax
,395700,0.03132813,3.132813,398.77493,9.359958,100,645.429146528244,42.98,,398.77491043900704,0.01077428,[-0.03   0.283  0.058  0.044 -0.026  0.047  0.431 -0.312  0.     0.  0.   ],913.1372,0.002636534,0.004612113,1.1318134,0.4189424,-1.0,220.81538,88.35378,1.0774281,84.513626,122,177.95953,9.359958,12200,74814.92,93.22953,124.83374,0.46121126,430.15274,0.2636534,138.71573,692.32184
,399930,0.016303211,1.6303213,392.37732,9.359819,100,651.6877663135529,42.3,,392.3773217689741,0.010351406,[-0.045  0.293  0.063  0.042 -0.03   0.069  0.447 -0.312  0.     0.  0.   ],659.4402,0.0049365023,0.0023784353,1.0638304,0.4189424,-1.0,220.47966,93.99995,1.0351408,94.98536,123,171.89766,9.359819,12300,62917.562,81.69487,194.54527,0.23784356,408.65515,0.49365026,204.60692,438.9605
,404424,0.017612515,1.7612514,416.76587,9.359709,100,657.3767702579498,44.94,,416.76581414666265,0.010507529,[-0.04   0.287  0.059  0.04  -0.031  0.068  0.44  -0.32   0.     0.  0.   ],849.7866,0.0040263045,0.0025823463,1.0827398,0.4189424,-1.0,249.67381,92.35829,1.0507529,94.304146,124,167.092,9.359709,12400,90260.234,109.7575,161.8298,0.25823465,444.0365,0.40263045,178.76343,600.1128
,408709,0.023379039,2.337904,397.38745,9.359937,100,663.0599930286407,42.85,,397.38745621341536,0.010922739,[-0.044  0.285  0.056  0.044 -0.028  0.063  0.429 -0.331  0.     0.  0.   ],773.5419,0.0048603597,0.003938162,1.1259742,0.4189424,-1.0,257.5841,88.81198,1.0922741,88.49603,125,139.80334,9.359937,12500,95630.03,95.50182,165.3249,0.3938162,435.64804,0.486036,189.40196,515.95776
,413157,0.66883886,66.88389,412.27585,9.359986,100,669.9511017799377,44.48,,412.2758188552606,0.018080322,[-0.057  0.301  0.057  0.048 -0.024  0.071  0.446 -0.321  0.     0.  0.   ],785.6996,8.1180646e-05,0.068703346,5.5044417,0.4189424,-1.0,239.79681,18.167147,1.808032,6.4770155,126,172.479,9.359986,12600,9371583.0,94.65469,176.56596,6.870335,968.0674,0.008118065,415.05554,545.9028
,417663,0.06075717,6.0757174,417.8875,9.359933,100,677.0103099346161,45.06,,417.88750163017284,0.011420211,[-0.026  0.273  0.054  0.054 -0.016  0.063  0.423 -0.368  0.     0.  0.   ],678.70026,0.002446663,0.0074608093,1.2980572,0.4189424,-1.0,275.69647,77.03821,1.1420211,70.08694,127,142.19104,9.359933,12700,136062.03,91.421745,214.27742,0.74608094,489.09445,0.24466632,257.1168,403.00378
,422171,0.060899384,6.0899386,418.12732,9.359871,100,683.8383610248566,45.08,,418.1272929121031,0.012569754,[-0.026  0.285  0.055  0.044 -0.026  0.078  0.434 -0.364  0.     0.  0.   ],826.369,0.0015689321,0.008740198,1.4752545,0.4189424,-1.0,257.76685,67.78491,1.2569755,67.40855,128,160.36044,9.359871,12800,143021.38,102.88604,170.21657,0.8740198,528.69635,0.15689321,227.58386,568.6022
,426621,0.096479736,9.647974,412.49997,9.359938,100,690.4723958969116,44.5,,412.49994893827716,0.011226215,[-0.026  0.282  0.047  0.046 -0.024  0.08   0.415 -0.39   0.     0.  0.   ],860.9512,0.0013930411,0.009929795,1.3475055,0.4189424,-1.0,257.4901,74.211205,1.1226217,56.10498,129,155.00983,9.359938,12900,282928.94,110.19659,154.2146,0.9929796,495.2382,0.13930412,195.41513,603.46106
,431004,0.032378282,3.2378285,406.5607,9.359962,100,697.149001121521,43.83,,406.56070984513246,0.0110238325,[-0.005  0.279  0.05   0.052 -0.018  0.09   0.43  -0.397  0.     0.  0.   ],781.00775,0.0028332626,0.004591818,1.2008952,0.4189424,-1.0,249.47887,83.27122,1.1023833,85.215034,130,157.08185,9.359962,13000,102653.766,90.30685,172.25839,0.45918182,456.18744,0.28332627,199.42639,531.5289
,435534,0.08532804,8.5328045,420.30655,9.359974,100,703.8864660263062,45.3,,420.3065735672373,0.011801996,[ 0.001  0.277  0.05   0.055 -0.015  0.101  0.426 -0.406  0.     0.  0.   ],1040.2249,0.0013873063,0.011415199,1.5395961,0.4189424,-1.0,257.33643,64.9521,1.1801997,51.66554,131,162.97015,9.359974,13100,579889.2,125.06647,108.239105,1.1415199,565.2999,0.13873063,178.0852,782.8884
,440200,0.019009743,1.9009743,432.72824,9.359635,100,710.5360727310181,46.66,,432.72821118663853,0.010173094,[-0.003  0.276  0.05   0.039 -0.032  0.096  0.431 -0.407  0.     0.  0.   ],839.27496,0.005631826,0.0021728233,1.0404134,0.4189424,-1.0,266.58282,96.11564,1.0173095,95.63715,132,166.14539,9.359635,13200,88446.14,105.26688,180.94574,0.21728234,442.88074,0.5631826,186.06094,572.69214
,445134,0.025380244,2.5380244,457.91016,9.359945,100,717.7808799743652,49.34,,457.91012689519835,0.010348566,[-0.006  0.272  0.048  0.037 -0.031  0.099  0.432 -0.416  0.     0.  0.   ],801.7229,0.002669799,0.0030595334,1.0819652,0.4189424,-1.0,258.30722,92.424416,1.0348566,91.96181,133,199.60289,9.359945,13300,106698.34,118.86487,217.39323,0.30595335,482.14447,0.2669799,231.9647,543.41565
,449526,0.018239431,1.8239431,407.4074,9.359933,100,723.9739623069763,43.92,,407.40744679355504,0.010507668,[-0.026  0.278  0.043  0.04  -0.029  0.103  0.421 -0.421  0.     0.  0.   ],880.3575,0.0045382553,0.0027984492,1.0783441,0.4189424,-1.0,239.40295,92.73478,1.050767,93.37691,134,168.00449,9.359933,13400,80718.78,106.49395,143.30017,0.2798449,430.88434,0.45382553,156.62656,640.9545
,454119,0.064402334,6.440233,426.20154,9.359925,100,731.1842789649963,45.93,,426.2015161226264,0.011555118,[-0.022  0.266  0.039  0.042 -0.028  0.102  0.419 -0.435  0.     0.  0.   ],862.3954,0.0014706197,0.008695168,1.3552277,0.4189424,-1.0,278.3703,73.78834,1.1555116,63.84681,135,147.83122,9.359925,13500,302082.1,112.8616,167.48291,0.8695168,530.60754,0.14706197,229.42221,584.0251
,458645,0.034393255,3.4393256,419.94894,9.359953,100,738.527116060257,45.26,,419.9489373593702,0.011411939,[ 0.007  0.248  0.04   0.051 -0.018  0.097  0.405 -0.441  0.     0.  0.   ],960.69635,0.0029728275,0.006098974,1.2302754,0.4189424,-1.0,239.55493,81.282616,1.1411937,77.783226,136,180.39398,9.359953,13600,106533.52,107.65518,131.74005,0.60989743,472.26633,0.29728276,152.59143,721.1414
,463227,0.05033532,5.033532,425.00668,9.359888,100,745.7382521629333,45.82,,425.00669824823404,0.011631208,[ 0.007  0.238  0.034  0.053 -0.014  0.092  0.378 -0.44   0.     0.  0.   ],920.2948,0.0023598857,0.0073568416,1.2917842,0.4189424,-1.0,278.48682,77.412315,1.1631207,71.42513,137,146.51988,9.359888,13700,148816.44,109.56423,148.9183,0.73568416,509.3549,0.23598857,195.56192,641.808
,467988,0.022226794,2.2226794,441.62277,9.359929,100,753.5828251838684,47.61,,441.62280450668266,0.010820558,[ 0.011  0.223  0.03   0.049 -0.019  0.077  0.347 -0.453  0.     0.  0.   ],792.7716,0.0032064738,0.003261165,1.101354,0.4189424,-1.0,257.2141,90.797325,1.0820558,91.67303,138,184.40869,9.359929,13800,95972.21,107.35602,203.79134,0.3261165,473.56522,0.3206474,223.97198,535.5575
,472580,0.02919854,2.9198542,425.97708,9.359824,100,760.6838624477386,45.92,,425.9770445209397,0.011224497,[-0.001  0.235  0.029  0.047 -0.021  0.074  0.347 -0.442  0.     0.  0.   ],818.3637,0.0043341243,0.0048039085,1.1839601,0.4189424,-1.0,275.32553,84.46231,1.1224498,84.518654,139,150.65152,9.359824,13900,113919.35,98.91726,180.46796,0.48039088,474.03937,0.43341243,206.9011,543.0382
,476865,0.15390211,15.390212,397.39175,9.359557,100,767.7278323173523,42.85,,397.39176883336563,0.0123837665,[-0.005  0.242  0.031  0.042 -0.024  0.079  0.359 -0.421  0.     0.  0.   ],669.26794,0.00062012114,0.017523108,1.7728153,0.4189424,-1.0,239.00516,56.407455,1.2383765,33.308426,140,158.38661,9.359557,14000,313624.78,85.77155,196.61139,1.7523109,503.78232,0.062012114,236.44907,430.2628
,481421,0.01654891,1.654891,422.67926,9.3597975,100,774.9266035556793,45.56,,422.67926821554863,0.010334935,[-0.04   0.252  0.031  0.05  -0.016  0.075  0.337 -0.398  0.     0.  0.   ],888.72644,0.0062318873,0.0016912298,1.0276868,0.4189424,-1.0,239.41919,97.30591,1.0334936,97.391975,141,183.26007,9.3597975,14100,79060.96,117.246925,156.06134,0.16912298,435.9062,0.62318873,165.62256,649.30725
,486007,0.0265439,2.65439,425.38416,9.359942,100,782.0529353618622,45.86,,425.3841251078088,0.0107889,[-0.05   0.26   0.031  0.051 -0.016  0.086  0.344 -0.393  0.     0.  0.   ],902.26514,0.0032730587,0.0042346027,1.1239425,0.4189424,-1.0,229.92432,88.97253,1.07889,86.651115,142,195.45981,9.359942,14200,88716.62,119.463455,154.70456,0.42346027,462.39578,0.32730588,175.43176,672.3408
,490797,0.016851937,1.6851938,444.4491,9.359977,100,789.3371088504791,47.9,,444.44911927059314,0.010324606,[-0.043  0.244  0.03   0.048 -0.019  0.083  0.327 -0.391  0.     0.  0.   ],846.9761,0.005880149,0.0022380701,1.0526099,0.4189424,-1.0,248.50656,95.00195,1.0324605,95.51194,143,195.94257,9.359977,14300,86083.38,120.90623,190.3563,0.22380704,460.7291,0.5880149,200.03806,598.4695
,495366,0.01950342,1.950342,423.886,9.3597555,100,796.4078533649445,45.69,,423.885977986822,0.01056931,[-0.034  0.245  0.029  0.05  -0.017  0.087  0.333 -0.397  0.     0.  0.   ],761.3965,0.003938681,0.0031225185,1.1104834,0.4189424,-1.0,258.71393,90.05087,1.056931,91.97259,144,165.17203,9.3597555,14400,91674.62,95.27422,195.467,0.31225187,452.49084,0.3938681,211.78416,502.68256
,499701,0.9207799,92.07799,402.27734,9.359596,100,803.054678440094,43.35,,402.27736595440234,0.019541305,[-0.04   0.236  0.025  0.052 -0.013  0.078  0.315 -0.409  0.     0.  0.   ],744.9153,0.0001166939,0.092084564,4.6401796,0.4189424,-1.0,258.63434,21.55089,1.9541303,4.3092647,145,143.64304,9.359596,14500,1361363.5,93.3934,178.80276,9.208456,757.09015,0.01166939,275.70187,486.28094
,504202,0.019256514,1.9256514,417.40002,9.35995,100,810.5223796367645,45.01,,417.400070488079,0.010589147,[-0.047  0.232  0.032  0.058 -0.013  0.051  0.327 -0.386  0.     0.  0.   ],800.7241,0.004829346,0.0029679695,1.0643178,0.4189424,-1.0,269.06784,93.956894,1.0589148,92.71629,146,148.33221,9.35995,14600,94978.09,107.90952,177.18283,0.29679698,433.76007,0.48293465,185.9381,531.65625
,508432,0.025532996,2.5532997,392.58255,9.359958,100,816.960597038269,42.3,,392.582541354393,0.010534983,[-0.042  0.224  0.034  0.061 -0.014  0.041  0.317 -0.382  0.     0.  0.   ],698.2213,0.004354334,0.0033386457,1.093016,0.4189424,-1.0,266.14,91.48997,1.0534983,90.873375,147,126.442535,9.359958,14700,90710.39,83.68798,183.11613,0.33386457,412.4389,0.43543342,193.44724,432.0813
,512901,0.38586506,38.586506,414.11246,9.359951,100,823.784853219986,44.69,,414.1124048367876,0.014172715,[-0.054  0.231  0.033  0.061 -0.017  0.041  0.306 -0.371  0.     0.  0.   ],914.78503,0.0010157065,0.038325313,2.3951023,0.4189424,-1.0,248.7695,41.75187,1.4172716,12.03009,148,165.34291,9.359951,14800,6729550.0,116.79212,139.67691,3.832531,804.5656,0.10157065,379.84598,666.0155
,517331,0.45810592,45.810593,410.80667,9.359851,100,831.3166251182556,44.3,,410.8066785701544,0.019658726,[-0.093  0.248  0.04   0.053 -0.026  0.084  0.32  -0.349  0.     0.  0.   ],735.4507,0.00067521806,0.056194182,3.7586713,0.4189424,-1.0,239.38666,26.605146,1.9658726,10.90401,149,171.42001,9.359851,14900,589453.4,88.080246,190.17148,5.619418,737.957,0.06752181,310.20505,496.06403
,521665,2.325866,232.5866,402.0652,9.3598995,100,838.4572968482971,43.34,,402.06515615698424,0.03297575,[-0.085  0.252  0.05   0.026 -0.051  0.095  0.351 -0.322  0.     0.  0.   ],802.0502,0.00010479579,0.2308588,13.984317,0.4189424,-1.0,248.38239,7.150868,3.297575,1.9995155,150,153.68277,9.3598995,15000,25760308.0,116.038246,161.45012,23.08588,1444.3165,0.01047958,544.5219,553.6678
,525919,0.0162765,1.62765,394.57574,9.359774,100,845.9641184806824,42.54,,394.575703835226,0.010146464,[-0.091  0.262  0.062  0.037 -0.044  0.086  0.382 -0.267  0.     0.  0.   ],838.3157,0.006900969,0.0017225377,1.0292532,0.4189424,-1.0,238.90837,97.15782,1.0146464,97.19865,151,155.66733,9.359774,15100,70807.99,95.294334,143.081,0.17225377,402.70093,0.6900969,147.55424,599.4073
,530203,0.037912395,3.7912397,397.24426,9.359594,100,852.6222214698792,42.84,,397.24428575106447,0.010962533,[-0.091  0.266  0.058  0.04  -0.041  0.083  0.383 -0.273  0.     0.  0.   ],866.57745,0.0028387355,0.0044147694,1.1163324,0.4189424,-1.0,266.79547,89.579056,1.0962533,86.04528,152,130.44882,9.359594,15200,143295.47,105.10655,137.27106,0.44147694,443.63837,0.28387356,168.95941,599.782
,534435,0.08456258,8.456258,392.478,9.35989,100,859.6927313804626,42.32,,392.4780293452434,0.011130044,[-0.129  0.283  0.061  0.036 -0.042  0.11   0.397 -0.268  0.     0.  0.   ],642.4579,0.0009377275,0.008594882,1.312207,0.4189424,-1.0,229.76974,76.20749,1.1130044,62.643726,153,162.7083,9.35989,15300,149838.25,87.38398,199.74068,0.8594881,445.65457,0.093772754,224.87083,412.68814
,538755,0.016306799,1.6306798,400.75366,9.359468,100,866.4622223377228,43.2,,400.75368587703633,0.010283232,[-0.147  0.284  0.052  0.04  -0.033  0.092  0.375 -0.283  0.     0.  0.   ],978.51624,0.006032478,0.0016648016,1.0294045,0.4189424,-1.0,229.50517,97.14354,1.0283232,97.44595,154,171.24849,9.359468,15400,73079.85,104.42703,107.19882,0.16648017,416.34686,0.6032478,118.507355,749.01105
,542864,0.04331785,4.331785,381.23837,9.359979,100,872.5346477031708,41.09,,381.23833659541924,0.011288933,[-0.164  0.273  0.054  0.045 -0.033  0.101  0.373 -0.287  0.     0.  0.   ],680.23236,0.0021414922,0.0062420876,1.2446048,0.4189424,-1.0,239.03354,80.34679,1.1288935,76.58488,155,142.20479,9.359979,15500,95425.9,87.9908,177.16861,0.62420875,434.76532,0.21414924,207.10136,441.19882
,547213,0.013318178,1.3318179,403.5141,9.359926,100,880.0402190685272,43.49,,403.51410497822957,0.010198627,[-0.16   0.268  0.05   0.038 -0.028  0.076  0.369 -0.299  0.     0.  0.   ],783.56335,0.0042762035,0.0016368494,1.0267774,0.4189424,-1.0,257.53784,97.3921,1.0198628,97.48878,156,145.97626,9.359926,15600,82400.234,107.1709,168.44511,0.16368493,411.3566,0.42762035,173.16112,526.0255
,551655,0.14443468,14.443468,411.7586,9.359881,100,886.1576836109161,44.42,,411.75862337788976,0.012008966,[-0.166  0.272  0.047  0.042 -0.025  0.081  0.372 -0.302  0.     0.  0.   ],747.9271,0.0016207634,0.015259843,1.6999344,0.4189424,-1.0,266.3225,58.8258,1.2008965,38.245457,157,145.43611,9.359881,15700,450127.12,108.51191,187.38048,1.5259843,534.12885,0.16207635,241.5812,481.6046
,556103,0.046026416,4.6026416,412.38437,9.359936,100,892.542088508606,44.48,,412.3843583842625,0.010709272,[-0.176  0.269  0.046  0.04  -0.027  0.063  0.375 -0.318  0.     0.  0.   ],751.66614,0.0023474023,0.0056403372,1.1634626,0.4189424,-1.0,239.54651,85.95033,1.0709271,78.28464,158,172.83784,9.359936,15800,95604.664,99.27559,186.8845,0.56403375,440.34613,0.23474024,197.11316,512.1196
,560410,0.1686832,16.86832,399.28735,9.359678,100,898.4467997550964,43.07,,399.28735570055704,0.013385348,[-0.183  0.276  0.05   0.047 -0.027  0.063  0.391 -0.309  0.     0.  0.   ],672.3252,0.0008612662,0.024446027,2.029961,0.4189424,-1.0,266.93942,49.262028,1.3385348,23.06554,159,132.34793,9.359678,15900,333157.22,97.586754,197.58978,2.4446027,527.4601,0.086126626,240.08807,405.38577
,564569,0.024920637,2.4920638,385.66632,9.359994,100,904.1271810531616,41.59,,385.6663573829086,0.010554178,[-0.178  0.266  0.052  0.036 -0.034  0.06   0.377 -0.275  0.     0.  0.   ],726.92883,0.004303107,0.0036115346,1.1034102,0.4189424,-1.0,248.77065,90.62812,1.0554179,89.517975,160,136.8957,9.359994,16000,82658.75,94.82506,167.58774,0.36115348,408.17355,0.43031073,179.09645,478.1582
,568868,0.035289425,3.5289426,398.66,9.359909,100,909.7244231700897,42.99,,398.65999917800485,0.0106231095,[-0.173  0.261  0.052  0.04  -0.031  0.06   0.388 -0.286  0.     0.  0.   ],764.8118,0.002458335,0.005081033,1.1531606,0.4189424,-1.0,248.99751,86.71819,1.0623109,81.38215,161,149.66249,9.359909,16100,93766.03,91.67489,169.21646,0.50810325,424.58655,0.24583349,178.19789,515.81433
,573131,0.04401153,4.401153,395.4287,9.35992,100,915.256266117096,42.63,,395.4287077227857,0.010944668,[-0.18   0.26   0.054  0.033 -0.034  0.06   0.393 -0.275  0.     0.  0.   ],655.54004,0.004266576,0.0054776184,1.1873326,0.4189424,-1.0,259.74716,84.2224,1.0944668,79.969086,162,135.68155,9.35992,16200,97320.07,91.38189,198.76668,0.54776186,431.08554,0.4266576,216.7932,395.79288
,577366,0.01639166,1.6391659,392.7419,9.359882,100,920.9752807617188,42.35,,392.74187863836664,0.010302092,[-0.173  0.26   0.057  0.042 -0.021  0.064  0.404 -0.272  0.     0.  0.   ],726.38544,0.006162938,0.0021226937,1.0395778,0.4189424,-1.0,229.82257,96.192894,1.0302092,95.927444,163,162.91931,9.359882,16300,68741.1,93.89282,174.82623,0.21226937,403.8774,0.61629385,181.69131,496.56287
,581426,2.8013244,280.13245,376.38278,9.359819,100,925.8518145084381,40.6,,376.3827445503592,0.042746082,[-0.183  0.267  0.054  0.047 -0.018  0.07   0.401 -0.267  0.     0.  0.   ],763.1587,0.0002758974,0.2802967,18.534384,0.4189424,-1.0,239.10031,5.3953776,4.274609,2.2728562,164,137.28242,9.359819,16400,216710020.0,94.13557,147.43512,28.029675,2715.746,0.02758974,1730.0906,524.05835
,585747,0.053282782,5.3282785,400.72363,9.359921,100,932.788646697998,43.21,,400.72365089343117,0.011870247,[-0.13   0.262  0.063  0.027 -0.037  0.083  0.46  -0.28   0.     0.  0.   ],707.302,0.0020600462,0.009202588,1.5459697,0.4189424,-1.0,239.79971,64.68432,1.1870247,62.45956,165,160.92392,9.359921,16500,181518.14,101.09802,188.53308,0.9202589,492.16495,0.20600463,228.33347,467.5023
,589859,0.31610167,31.610167,381.32907,9.359796,100,938.8337588310242,41.12,,381.32905226496536,0.015232705,[-0.138  0.265  0.061  0.031 -0.033  0.1    0.439 -0.269  0.     0.  0.   ],658.24207,0.00086855015,0.032466736,2.592159,0.4189424,-1.0,239.57391,38.57788,1.5232706,18.041443,166,141.75514,9.359796,16600,1902328.1,75.677216,183.8564,3.246673,676.3127,0.08685502,358.37814,418.66815
,594112,16.370247,1637.0248,394.37296,9.359947,100,945.082417011261,42.53,,394.37295174692173,0.174657,[-0.092  0.252  0.064  0.022 -0.041  0.11   0.487 -0.285  0.     0.  0.   ],929.23883,3.5933488e-05,1.6279043,240.9071,0.4189424,-1.0,240.21426,0.41509777,17.465704,1.1380036,167,154.15868,9.359947,16700,5296833500.0,103.850266,115.60129,162.79045,11618.474,0.003593349,7291.6084,689.02454
,598534,0.22768219,22.768219,410.18292,9.3598795,100,952.2439906597137,44.22,,410.18292723050405,0.012654782,[-0.122  0.261  0.066  0.026 -0.042  0.087  0.538 -0.332  0.     0.  0.   ],935.06006,0.0022401682,0.022370545,1.4425434,0.4189424,-1.0,239.99573,69.32201,1.2654783,24.242682,168,170.1872,9.3598795,16800,2565397.8,105.07697,129.66495,2.2370546,639.3788,0.22401682,302.46002,695.06433
,603115,0.10404924,10.404924,424.53177,9.359982,100,958.9179120063782,45.81,,424.5317815833645,0.011634285,[-0.1    0.263  0.071  0.03  -0.038  0.095  0.567 -0.333  0.     0.  0.   ],780.7212,0.0013725088,0.01059291,1.3389719,0.4189424,-1.0,257.73843,74.684166,1.1634285,54.67487,169,166.79333,9.359982,16900,353390.6,105.23055,190.31543,1.059291,516.253,0.13725089,245.232,522.9828
,607336,0.028031062,2.8031063,391.43277,9.3598385,100,964.6930732727051,42.21,,391.4327475432954,0.010902308,[-0.114  0.266  0.065  0.037 -0.032  0.089  0.538 -0.34   0.     0.  0.   ],706.70685,0.0040890733,0.004335794,1.1504683,0.4189424,-1.0,247.89606,86.92112,1.090231,86.343765,170,143.53668,9.3598385,17000,94317.01,85.379585,179.4207,0.43357944,430.12692,0.40890735,202.72302,458.8108
,611808,0.480155,48.0155,414.60974,9.359942,100,970.39106965065,44.72,,414.6097297043782,0.017835032,[-0.125  0.257  0.061  0.041 -0.028  0.078  0.512 -0.345  0.     0.  0.   ],885.4331,0.0003852096,0.051037945,3.822705,0.4189424,-1.0,257.34863,26.159487,1.783503,10.882404,171,157.2611,9.359942,17100,9340530.0,98.67465,148.9798,5.103794,957.44415,0.038520962,438.0915,628.0845
,616078,0.0959132,9.59132,396.02795,9.359876,100,976.4953932762146,42.7,,396.02797708205,0.012535781,[-0.192  0.284  0.079  0.051 -0.03   0.117  0.559 -0.301  0.     0.  0.   ],734.0348,0.0007522535,0.013142122,1.737594,0.4189424,-1.0,238.72293,57.550842,1.2535781,47.639984,172,157.30504,9.359876,17200,137057.66,89.35022,175.81757,1.3142122,496.8718,0.07522535,206.59518,495.31186
,620405,0.5080502,50.805023,400.99377,9.359964,100,982.308783531189,43.27,,400.9937740608436,0.016094811,[-0.199  0.279  0.077  0.056 -0.024  0.101  0.563 -0.331  0.     0.  0.   ],827.36237,0.0010439547,0.051016077,3.0814948,0.4189424,-1.0,266.85486,32.451782,1.6094811,9.052119,173,134.1389,9.359964,17300,2418957.5,107.59489,152.78505,5.101607,724.283,0.10439548,288.57278,560.5075
,624769,0.024087286,2.4087286,404.71832,9.359824,100,988.1513991355896,43.64,,404.71831085722914,0.010562802,[-0.188  0.275  0.08   0.041 -0.04   0.077  0.587 -0.342  0.     0.  0.   ],605.7986,0.003325769,0.0036569433,1.1220899,0.4189424,-1.0,303.82422,89.11942,1.0562803,89.2968,174,100.89408,9.359824,17400,111765.32,70.24422,222.97873,0.36569434,429.75708,0.3325769,237.24265,301.97437
,629239,0.04138167,4.138167,414.66583,9.359972,100,994.0864703655243,44.7,,414.6658176669695,0.011649871,[-0.189  0.272  0.078  0.043 -0.045  0.083  0.581 -0.351  0.     0.  0.   ],718.03064,0.001962587,0.0069507803,1.3387014,0.4189424,-1.0,278.1674,74.69926,1.1649871,73.74741,175,136.49843,9.359972,17500,147290.77,97.35721,199.25662,0.695078,487.7499,0.1962587,238.5166,439.86325
,633612,0.06400853,6.4008527,405.7888,9.359964,100,999.6447985172272,43.73,,405.78879990082396,0.011699578,[-0.185  0.27   0.081  0.043 -0.042  0.096  0.602 -0.364  0.     0.  0.   ],629.22925,0.0022873697,0.008058995,1.3312434,0.4189424,-1.0,248.84216,75.117744,1.1699578,67.82035,176,156.94664,9.359964,17600,111885.41,82.109344,217.02002,0.8058995,470.97833,0.22873697,253.17783,380.3871
,637954,1.1269937,112.69937,402.42102,9.359893,100,1006.9033918380737,43.42,,402.42101228392227,0.022235697,[-0.209  0.276  0.076  0.047 -0.037  0.106  0.576 -0.368  0.     0.  0.   ],669.46277,3.48187e-05,0.11262195,9.782398,0.4189424,-1.0,257.9814,10.222443,2.2235696,3.7518687,177,144.4396,9.359893,17700,4870930.5,91.66734,201.58217,11.262196,955.1527,0.0034818698,326.9926,411.48135
,642578,0.039516184,3.9516184,428.98782,9.359767,100,1014.6458451747894,46.24,,428.98777914558343,0.0107602645,[-0.202  0.255  0.063  0.033 -0.046  0.097  0.54  -0.423  0.     0.  0.   ],717.15356,0.002985536,0.0057390844,1.2227577,0.4189424,-1.0,259.4238,81.78235,1.0760266,77.85303,178,169.56398,9.359767,17800,117506.15,94.90376,213.8417,0.57390845,475.6411,0.2985536,237.73608,457.72977
,647175,1.2215389,122.15389,426.24792,9.359886,100,1023.0587649345398,45.97,,426.2479156180372,0.023016352,[-0.22   0.266  0.067  0.034 -0.04   0.102  0.559 -0.434  0.     0.  0.   ],933.897,0.0001667246,0.12089923,4.9214535,0.4189424,-1.0,259.08008,20.3192,2.3016353,3.4975526,179,167.16785,9.359886,17900,68067560.0,93.89468,146.07886,12.089924,1605.1083,0.01667246,983.5714,674.8169
,651694,0.10841234,10.841234,419.31183,9.359932,100,1032.2170221805573,45.19,,419.31187746470016,0.012374954,[-0.205  0.266  0.063  0.032 -0.04   0.116  0.551 -0.447  0.     0.  0.   ],763.3216,0.002082076,0.013802587,1.5955825,0.4189424,-1.0,257.7928,62.67304,1.2374955,44.56252,180,161.5191,9.359932,18000,184999.19,82.58849,190.3154,1.3802587,523.9575,0.2082076,234.69748,505.5288
,656113,0.012966604,1.2966604,409.78015,9.359974,100,1040.6262364387512,44.19,,409.78015118670015,0.010081329,[-0.217  0.266  0.064  0.032 -0.046  0.103  0.546 -0.429  0.     0.  0.   ],670.84827,0.007111513,0.0011451053,1.0180459,0.4189424,-1.0,277.149,98.2274,1.008133,98.72625,181,132.63116,9.359974,18100,86241.836,79.32524,208.52568,0.114510536,414.83215,0.7111513,211.7699,393.69928
,660528,0.033956967,3.3956966,409.58,9.359841,100,1048.1904854774475,44.15,,409.57999387973723,0.011029734,[-0.219  0.265  0.062  0.035 -0.045  0.1    0.545 -0.433  0.     0.  0.   ],667.61646,0.0028068158,0.0057837954,1.2674555,0.4189424,-1.0,275.42957,78.89824,1.1029736,78.43281,182,134.15044,9.359841,18200,122162.516,79.00117,209.29506,0.5783796,460.5516,0.28068158,235.06818,392.1869
,665122,0.20911653,20.911654,426.1349,9.359809,100,1056.8194227218628,45.94,,426.1348913292565,0.011977401,[-0.226  0.267  0.061  0.027 -0.054  0.108  0.532 -0.425  0.     0.  0.   ],803.06396,0.0009920428,0.021100938,1.7710471,0.4189424,-1.0,276.18323,56.46377,1.1977401,24.368313,183,149.95166,9.359809,18300,956362.0,108.011345,185.21571,2.1100936,565.46967,0.09920429,244.85275,526.88074
,669703,0.027855532,2.7855532,425.16513,9.359971,100,1065.0745248794556,45.81,,425.1651172434169,0.010865242,[-0.203  0.262  0.06   0.043 -0.04   0.109  0.524 -0.425  0.     0.  0.   ],707.0482,0.0035343622,0.004386379,1.1674293,0.4189424,-1.0,284.7909,85.65829,1.0865242,85.986015,184,140.37422,9.359971,18400,112084.39,91.50024,213.05064,0.4386379,460.70956,0.35343623,231.52489,422.25732
,674267,0.08867643,8.867643,423.2432,9.359914,100,1073.6743431091309,45.64,,423.243217619639,0.011284712,[-0.203  0.265  0.057  0.04  -0.041  0.111  0.52  -0.443  0.     0.  0.   ],835.0946,0.0013305136,0.010380641,1.3496275,0.4189424,-1.0,250.41516,74.09452,1.1284713,54.165638,185,172.82806,9.359914,18500,254856.4,100.5437,172.71489,1.038064,497.30573,0.13305137,206.25821,584.67944
