OptimizationReturnMin,TimestepsSoFar,MaxIWNorm,MaxIW,InitialReturnMean,ReturnStepMax,EpThisIter,TimeElapsed,EpLenMean,LearnableVariance,EpRewMean,MeanIWNorm,Weights,InitialReturnMax,MinIWNorm,StdIWNorm,EmpiricalD2,MeanEntropy,VarianceInit,InitialReturnMin,ESSRenyi,MeanIW,ESSClassic,Iteration,OptimizationReturnMean,ReturnStepMaxmin,EpisodesSoFar,J_sample_variance,InitialReturnStd,InitialBound,StdIW,ReturnMeanIW,MinIW,Bound,OptimizationReturnMax
,173650,0.019483311,1.9483311,338.6521,9.359893,100,310.9583058357239,36.58,,338.65213449717385,0.010401488,[ 0.084  0.138  0.093  0.041 -0.001 -0.034  0.33  -0.125  0.     0.  0.   ],933.0484,0.0053173676,0.0023117443,1.0598346,0.4189424,-1.0,201.84128,94.35435,1.040149,95.29293,63,136.81085,9.359893,6300,64887.535,107.70463,58.73764,0.23117442,361.10565,0.5317368,72.93851,731.20715
,177220,0.016172677,1.6172677,330.52188,9.359856,100,315.87714171409607,35.7,,330.52186825746145,0.010352993,[ 0.077  0.14   0.091  0.037 -0.004 -0.044  0.324 -0.133  0.     0.  0.   ],785.9841,0.005977905,0.0016811363,1.0285351,0.4189424,-1.0,221.48657,97.225655,1.0352993,97.430954,64,109.03529,9.359856,6400,64511.04,93.321304,94.72664,0.16811363,342.4154,0.5977905,103.27963,564.4975
,180739,0.015836215,1.5836215,325.55576,9.359823,100,319.5779142379761,35.19,,325.5557332314018,0.010237605,[ 0.064  0.139  0.087  0.036 -0.006 -0.051  0.313 -0.14   0.     0.  0.   ],689.6249,0.0075848564,0.0014753521,1.0218937,0.4189424,-1.0,212.40073,97.85754,1.0237606,97.965454,65,113.15501,9.359823,6500,54421.523,78.0443,118.668274,0.14753522,332.29947,0.7584857,123.159515,477.22415
,184310,0.048440892,4.8440895,330.80746,9.359873,100,325.6228244304657,35.71,,330.8074468296314,0.011459857,[ 0.066  0.149  0.087  0.032 -0.003 -0.051  0.31  -0.135  0.     0.  0.   ],558.7235,0.0030636555,0.0068145837,1.2874422,0.4189424,-1.0,222.11562,77.67339,1.1459856,73.87671,66,108.691826,9.359873,6600,80769.79,78.88656,163.19041,0.6814584,379.27417,0.30636555,189.08662,336.6079
,187742,0.022753319,2.275332,317.66537,9.359778,100,331.65980768203735,34.32,,317.6653709395478,0.010725097,[ 0.054  0.147  0.081  0.029 -0.002 -0.085  0.302 -0.143  0.     0.  0.   ],512.1404,0.0044698245,0.0030914845,1.0865719,0.4189424,-1.0,221.1048,92.03256,1.0725098,92.32871,67,96.56058,9.359778,6700,63764.746,62.88049,164.02327,0.30914846,345.5643,0.44698247,185.40967,291.03558
,191384,0.028011147,2.8011148,337.22992,9.359983,100,336.1680290699005,36.42,,337.2299272014068,0.010673009,[ 0.058  0.152  0.087  0.03  -0.006 -0.073  0.332 -0.141  0.     0.  0.   ],660.2888,0.004508218,0.0036036752,1.1039789,0.4189424,-1.0,221.48442,90.58144,1.0673009,89.76634,68,115.7455,9.359983,6800,65367.78,72.90719,139.14328,0.36036754,360.45,0.4508218,152.31958,438.80438
,194881,0.048462067,4.8462067,323.56845,9.359779,100,341.42821884155273,34.97,,323.5684323727873,0.0117724445,[ 5.332e-02  1.602e-01  8.602e-02  3.742e-02  1.555e-04 -6.358e-02  3.303e-01 -1.418e-01  0.000e+00  0.000e+00  0.000e+00],650.8968,0.002358812,0.008107875,1.2524962,0.4189424,-1.0,220.75595,79.84056,1.1772444,67.8274,69,102.81248,9.359779,6900,98867.695,77.758095,128.29942,0.81078744,395.37842,0.2358812,176.84312,430.14084
,198612,0.022447063,2.2447064,345.54648,9.3599615,100,347.6988341808319,37.31,,345.54649773740164,0.010543544,[ 0.057  0.177  0.095  0.029 -0.008 -0.044  0.368 -0.131  0.     0.  0.   ],669.75116,0.0026706266,0.0036636072,1.1114628,0.4189424,-1.0,221.27055,89.97152,1.0543544,89.226906,70,124.27595,9.3599615,7000,68399.13,81.953705,144.62117,0.36636072,368.00223,0.26706266,156.1748,448.4806
,202289,0.0146382,1.4638201,340.41898,9.35997,100,351.9699013233185,36.77,,340.4189702075188,0.010266944,[ 0.051  0.184  0.096  0.026 -0.007 -0.05   0.389 -0.132  0.     0.  0.   ],577.4341,0.005565885,0.0015781836,1.0289165,0.4189424,-1.0,231.13997,97.18962,1.0266945,97.69173,71,109.27901,9.35997,7100,62723.203,70.81295,167.18877,0.15781836,349.12598,0.55658853,173.40901,346.29413
,205818,0.022299668,2.2299669,326.53894,9.359922,100,357.16773438453674,35.29,,326.53890695095447,0.010792491,[ 0.041  0.194  0.095  0.026  0.003 -0.053  0.383 -0.137  0.     0.  0.   ],491.95187,0.002592964,0.003291876,1.1037937,0.4189424,-1.0,219.94093,90.596634,1.0792491,91.48841,72,106.59798,9.359922,7200,63579.74,58.830837,178.95335,0.3291876,354.66608,0.25929642,199.61035,272.01093
,209412,0.022419121,2.2419121,332.48663,9.359874,100,362.8611364364624,35.94,,332.48665998117474,0.010759299,[ 0.036  0.186  0.091  0.022  0.001 -0.075  0.365 -0.146  0.     0.  0.   ],614.0746,0.0035318993,0.0037457938,1.1288931,0.4189424,-1.0,240.15256,88.582344,1.07593,89.18977,73,92.3341,9.359874,7300,74431.766,67.91434,148.2643,0.3745794,357.9835,0.35318995,162.24835,373.92203
,213069,0.032420572,3.242057,338.41293,9.359864,100,367.2479979991913,36.57,,338.4129598448409,0.010639293,[ 0.034  0.194  0.094  0.027  0.007 -0.08   0.388 -0.149  0.     0.  0.   ],725.29913,0.0029152879,0.0045684385,1.1946293,0.4189424,-1.0,221.72464,83.70798,1.0639294,84.4325,74,116.68831,9.359864,7400,93156.79,82.186295,120.82321,0.45684385,378.93878,0.2915288,141.11517,503.5745
,216670,0.019277226,1.9277226,333.5148,9.359991,100,373.01960158348083,36.01,,333.51481733585683,0.010466976,[ 0.042  0.191  0.093  0.025  0.001 -0.085  0.394 -0.162  0.     0.  0.   ],603.1349,0.0050394973,0.0023533131,1.0617679,0.4189424,-1.0,230.69336,94.18254,1.0466976,95.18826,75,102.82146,9.359991,7500,64033.34,64.35698,152.57437,0.23533131,348.0214,0.50394976,161.57649,372.44153
,220322,0.05306049,5.3060493,338.24222,9.359981,100,379.039831161499,36.52,,338.24223204176525,0.011042638,[ 0.035  0.195  0.091  0.029  0.001 -0.079  0.38  -0.157  0.     0.  0.   ],661.1829,0.0025518828,0.007486373,1.2597108,0.4189424,-1.0,221.14247,79.3833,1.1042639,68.51106,76,117.099754,9.359981,7600,113440.25,68.74219,139.88736,0.7486374,399.3607,0.2551883,176.73344,440.04047
,224038,0.055429116,5.5429115,343.9653,9.35996,100,383.7033643722534,37.16,,343.96533375734066,0.011594348,[ 0.051  0.201  0.094  0.033  0.005 -0.057  0.404 -0.153  0.     0.  0.   ],623.8801,0.0016437554,0.009007046,1.4873561,0.4189424,-1.0,211.40634,67.2334,1.1594348,62.36385,77,132.55899,9.35996,7700,102681.266,81.72487,156.8013,0.90070456,413.54376,0.16437554,185.28374,412.4738
,227615,0.026237197,2.6237197,331.17407,9.359943,100,389.470098733902,35.77,,331.17406861021595,0.0111551555,[ 0.061  0.202  0.094  0.03  -0.002 -0.051  0.411 -0.168  0.     0.  0.   ],502.82617,0.002010237,0.0043963073,1.1900672,0.4189424,-1.0,220.75058,84.02887,1.1155156,86.55617,78,110.42349,9.359943,7800,67540.82,55.53336,180.32623,0.43963075,364.82965,0.2010237,200.26942,282.0756
,231439,0.0398214,3.98214,354.2648,9.359849,100,395.61750197410583,38.24,,354.2648282777983,0.010790932,[ 0.059  0.203  0.087  0.04   0.011 -0.054  0.389 -0.174  0.     0.  0.   ],671.2384,0.0033351588,0.0049752435,1.1702783,0.4189424,-1.0,239.4315,85.44976,1.0790932,82.46918,79,114.83332,9.359849,7900,97668.18,86.52059,152.89333,0.4975243,389.7738,0.33351588,171.9313,431.8069
,235113,0.027980322,2.7980323,340.33337,9.35993,100,400.4591119289398,36.74,,340.33336885910757,0.010784204,[ 0.07   0.187  0.087  0.044  0.022 -0.058  0.37  -0.185  0.     0.  0.   ],652.0282,0.004151106,0.003902809,1.1270304,0.4189424,-1.0,229.21219,88.72875,1.0784203,88.41951,80,111.121185,9.35993,8000,69945.91,78.81385,144.7249,0.3902809,367.30328,0.4151106,159.64204,422.816
,238736,0.07944773,7.9447737,335.47714,9.359776,100,406.2888433933258,36.23,,335.47714193522665,0.01184916,[ 0.065  0.19   0.087  0.049  0.025 -0.057  0.388 -0.195  0.     0.  0.   ],611.89746,0.0011565319,0.0097938925,1.4209273,0.4189424,-1.0,239.79037,70.37658,1.1849159,59.411316,81,95.68676,9.359776,8100,106831.586,66.30434,151.90791,0.9793893,401.3752,0.11565319,182.55582,372.1071
,242451,0.029028282,2.9028282,344.08188,9.359855,100,412.7659122943878,37.15,,344.0818935100862,0.010648541,[ 0.062  0.185  0.087  0.048  0.02  -0.079  0.377 -0.191  0.     0.  0.   ],734.81604,0.004637129,0.0041274633,1.116699,0.4189424,-1.0,229.53638,89.549644,1.0648543,86.938354,82,114.54551,9.359855,8200,82659.805,89.73828,123.637115,0.41274634,373.6892,0.46371293,140.7364,505.27966
,245937,0.027930243,2.7930243,322.8242,9.359903,100,417.07933807373047,34.86,,322.82417742389134,0.010820993,[ 0.069  0.189  0.089  0.047  0.024 -0.065  0.396 -0.177  0.     0.  0.   ],680.24274,0.0039064996,0.0041269446,1.1397301,0.4189424,-1.0,229.37741,87.740074,1.0820992,87.3017,83,93.44678,9.359903,8300,76252.445,68.865425,118.75137,0.41269445,356.61655,0.39064997,138.7522,450.86533
,249624,0.20271714,20.271715,341.5837,9.359865,100,423.0026204586029,36.87,,341.5837119870693,0.013162097,[ 0.074  0.195  0.092  0.046  0.018 -0.042  0.398 -0.163  0.     0.  0.   ],669.37195,0.0004908003,0.022956317,1.7930617,0.4189424,-1.0,248.1384,55.770527,1.3162097,24.74044,84,93.44532,9.359865,8400,286739.6,76.07462,140.77214,2.2956316,478.97934,0.049080033,210.08209,421.23355
,253365,0.013861401,1.3861401,346.60696,9.359844,100,429.4294288158417,37.41,,346.6069065224354,0.010104532,[ 0.082  0.211  0.098  0.037  0.011  0.001  0.419 -0.148  0.     0.  0.   ],624.4469,0.0072934916,0.0011403274,1.0142411,0.4189424,-1.0,230.13974,98.59589,1.0104533,98.74245,85,116.46717,9.359844,8500,61720.047,81.03523,159.27284,0.11403275,349.73083,0.7293492,161.06757,394.30716
,257023,0.015788471,1.5788472,338.62964,9.359947,100,433.9520070552826,36.58,,338.6296563437837,0.010453722,[ 0.079  0.211  0.096  0.037  0.01   0.002  0.41  -0.146  0.     0.  0.   ],661.8081,0.005012845,0.0019954874,1.0550004,0.4189424,-1.0,220.54321,94.78669,1.0453724,96.48431,86,118.08645,9.359947,8600,61400.914,75.82899,140.08722,0.19954875,353.82202,0.50128454,149.89272,441.2649
,260643,0.24837944,24.837944,335.29803,9.3598995,100,439.6848392486572,36.2,,335.2980363221972,0.015806912,[ 0.073  0.219  0.095  0.045  0.015  0.001  0.417 -0.153  0.     0.  0.   ],661.8109,0.00117716,0.03223326,2.4545755,0.4189424,-1.0,230.87238,40.740242,1.5806912,19.386284,87,104.42567,9.3598995,8700,473639.7,82.71086,136.75478,3.223326,559.51416,0.117716,248.45474,430.93854
,264385,0.02483376,2.483376,346.52206,9.359983,100,446.4166417121887,37.42,,346.5220973965889,0.010490315,[ 0.072  0.2    0.084  0.041  0.007  0.007  0.355 -0.159  0.     0.  0.   ],660.75183,0.0051401947,0.0036139335,1.0995759,0.4189424,-1.0,230.6329,90.94415,1.0490315,89.39094,88,115.88919,9.359983,8800,72520.45,94.39956,148.29652,0.3613934,365.26807,0.5140195,157.40744,430.11893
,268004,0.06443638,6.443639,335.42932,9.359973,100,451.9665777683258,36.19,,335.4293489505796,0.012130806,[ 7.031e-02  2.003e-01  7.763e-02  3.665e-02  3.251e-04  6.827e-03  3.374e-01 -1.602e-01  0.000e+00  0.000e+00  0.000e+00],699.1501,0.0023282275,0.010009479,1.3811088,0.4189424,-1.0,229.98943,72.405594,1.2130808,59.49415,89,105.43992,9.359973,8900,104368.99,78.696945,125.68431,1.000948,403.7261,0.23282276,157.23253,469.16064
,271555,0.0307587,3.07587,329.05743,9.35987,100,457.6399145126343,35.51,,329.05742120215973,0.011063396,[ 0.059  0.221  0.082  0.029 -0.011  0.038  0.347 -0.141  0.     0.  0.   ],661.7315,0.0028688177,0.0057680546,1.24328,0.4189424,-1.0,212.95837,80.4324,1.1063395,78.62746,90,116.09905,9.35987,9000,68994.13,67.964615,130.538,0.5768055,372.02063,0.28688177,150.66653,448.77313
,275320,0.015184845,1.5184845,348.87622,9.359994,100,463.50204849243164,37.65,,348.87621200919347,0.010433581,[ 0.066  0.219  0.086  0.034 -0.007  0.033  0.37  -0.154  0.     0.  0.   ],838.9901,0.005714602,0.0018484305,1.0379736,0.4189424,-1.0,239.49324,96.34156,1.0433581,96.956894,91,109.38298,9.359994,9100,69428.71,88.725494,97.17917,0.18484305,362.2153,0.5714602,105.783875,599.4969
,279086,19.126232,1912.6233,348.87573,9.359971,100,467.9289584159851,37.66,,348.875724564329,0.19948119,[ 0.061  0.227  0.087  0.033 -0.008  0.037  0.386 -0.155  0.     0.  0.   ],527.9558,3.3173416e-07,1.9022619,32.73703,0.4189424,-1.0,240.90256,3.0546448,19.948118,1.0877106,92,107.97317,9.359971,9200,1060127200.0,62.702984,190.489,190.22623,8115.6104,3.3173415e-05,7209.3804,287.05325
,282787,0.033481427,3.3481429,342.7575,9.359822,100,473.7169599533081,37.01,,342.75751576648895,0.011020625,[ 0.07   0.224  0.097  0.053  0.011  0.016  0.467 -0.189  0.     0.  0.   ],661.3509,0.002965854,0.005071718,1.1630667,0.4189424,-1.0,211.625,85.97959,1.1020625,82.522804,93,131.1325,9.359822,9300,71548.77,83.584496,144.35225,0.50717175,372.19482,0.2965854,158.22354,449.7259
,286328,0.08626202,8.626202,327.969,9.3599,100,479.285249710083,35.41,,327.9689818710477,0.011366213,[ 0.064  0.226  0.093  0.063  0.015  0.007  0.453 -0.182  0.     0.  0.   ],493.3697,0.0032272558,0.008865923,1.2321111,0.4189424,-1.0,240.83511,81.161514,1.1366214,62.172123,94,87.133865,9.3599,9400,104142.555,55.714077,179.95807,0.88659227,374.00903,0.3227256,209.71619,252.53458
,289838,0.3934341,39.34341,325.04678,9.35999,100,484.2516725063324,35.1,,325.0467733542777,0.019638617,[ 0.052  0.216  0.091  0.069  0.022 -0.01   0.413 -0.187  0.     0.  0.   ],558.7796,0.00025770033,0.056344427,5.7567515,0.4189424,-1.0,230.69394,17.370907,1.9638617,10.832448,95,94.35283,9.35999,9500,1115234.0,76.19534,157.41289,5.634443,678.0015,0.025770035,275.79367,328.08566
,293541,0.022680575,2.2680576,342.87314,9.359653,100,489.3790419101715,37.03,,342.87311182175466,0.01121083,[ 0.028  0.216  0.082  0.065  0.011 -0.01   0.349 -0.146  0.     0.  0.   ],629.5904,0.003067726,0.0041004783,1.1948824,0.4189424,-1.0,230.59787,83.69025,1.121083,88.20047,96,112.275246,9.359653,9600,80761.9,81.27109,153.99597,0.41004786,391.1746,0.30677262,184.71176,398.99252
,297207,0.026794447,2.6794448,339.72675,9.359899,100,494.6630494594574,36.66,,339.7267652294349,0.011011077,[ 0.019  0.219  0.079  0.056  0.006 -0.007  0.345 -0.156  0.     0.  0.   ],641.85645,0.0020540063,0.0049905377,1.2059393,0.4189424,-1.0,238.6478,82.92291,1.1011076,82.95887,97,101.078964,9.359899,9700,86506.63,81.975655,147.16983,0.49905375,378.58258,0.20540065,167.12569,403.20865
,300821,0.06777094,6.7770944,334.62164,9.359932,100,500.02547693252563,36.14,,334.6216361328841,0.011109812,[ 0.023  0.212  0.075  0.057  0.008  0.002  0.337 -0.164  0.     0.  0.   ],620.6336,0.0020734721,0.008799131,1.3035622,0.4189424,-1.0,211.65997,76.712875,1.1109813,61.45198,98,122.96166,9.359932,9800,85049.97,77.37208,148.43158,0.8799131,380.2175,0.20734723,167.6375,408.97363
,304551,0.015015046,1.5015047,345.34402,9.359703,100,504.54241609573364,37.3,,345.34400614222466,0.010129537,[ 0.041  0.213  0.079  0.055  0.001  0.02   0.351 -0.165  0.     0.  0.   ],717.28503,0.0070487536,0.001418324,1.0277147,0.4189424,-1.0,230.42137,97.30327,1.0129538,98.07718,99,114.92263,9.359703,9900,66693.805,91.551025,130.1585,0.14183241,353.73715,0.70487535,135.59012,486.86365
,308288,0.0202304,2.02304,346.3166,9.359897,100,510.9351191520691,37.37,,346.3165849289596,0.010895087,[ 0.047  0.213  0.081  0.055 -0.001  0.023  0.365 -0.164  0.     0.  0.   ],593.98065,0.0029835578,0.0033690317,1.1383138,0.4189424,-1.0,192.98814,87.84924,1.0895088,91.27254,100,153.32845,9.359897,10000,54857.723,78.364975,168.12244,0.33690318,378.202,0.2983558,188.08342,400.9925
,311908,0.02112105,2.112105,335.1864,9.359915,100,517.2643821239471,36.2,,335.1864147882492,0.01050015,[ 4.216e-02  2.122e-01  7.743e-02  6.105e-02  3.278e-04  2.179e-02  3.581e-01 -1.793e-01  0.000e+00  0.000e+00  0.000e+00],596.09406,0.0060266554,0.0024573323,1.0670266,0.4189424,-1.0,220.66669,93.718376,1.050015,94.80744,101,114.51973,9.359915,10100,61052.453,65.81291,156.3582,0.24573326,355.32675,0.60266554,170.60262,375.42737
,315829,0.058403954,5.8403955,363.38562,9.359993,100,522.8349187374115,39.21,,363.385663966458,0.01052789,[ 0.035  0.23   0.077  0.054 -0.001  0.034  0.371 -0.178  0.     0.  0.   ],647.2589,0.0065738675,0.0057030553,1.0760276,0.4189424,-1.0,231.33105,92.93442,1.0527892,77.312675,102,132.0546,9.359993,10200,110611.05,81.37056,169.20796,0.5703056,398.37686,0.6573868,196.95296,415.92786
,319605,0.019212097,1.9212098,350.02597,9.359933,100,529.1449272632599,37.76,,350.02598096750756,0.010203827,[ 0.075  0.206  0.078  0.052 -0.003  0.029  0.36  -0.179  0.     0.  0.   ],819.53674,0.0045972723,0.0023074006,1.0505751,0.4189424,-1.0,231.08142,95.18596,1.0203828,95.13523,103,118.94456,9.359933,10300,68312.33,89.88994,104.16496,0.23074007,363.47708,0.45972726,111.47551,588.4553
,323521,2.1155076,211.55077,363.0626,9.359942,100,535.256927728653,39.16,,363.0625606379831,0.042287283,[ 0.071  0.211  0.078  0.05  -0.008  0.03   0.369 -0.185  0.     0.  0.   ],648.3862,2.0099703e-06,0.22117786,21.67993,0.4189424,-1.0,211.17148,4.612561,4.2287283,3.526503,104,151.8911,9.359942,10400,14038962.0,85.544685,168.5467,22.117786,1582.6091,0.00020099703,676.91,437.21475
,327082,0.038630366,3.8630366,329.9723,9.359944,100,541.5579025745392,35.61,,329.9723002326685,0.010973807,[-0.001  0.257  0.058  0.047 -0.018  0.032  0.303 -0.13   0.     0.  0.   ],599.11096,0.002592406,0.0052811694,1.1920555,0.4189424,-1.0,211.21828,83.88872,1.0973808,81.19494,105,118.75401,9.359944,10500,76510.78,69.00312,150.23901,0.52811694,372.43216,0.2592406,176.19705,387.8927
,330827,0.018046083,1.8046083,347.11514,9.359945,100,548.0237543582916,37.45,,347.1151319793647,0.0103578,[ 0.01   0.258  0.061  0.04  -0.023  0.052  0.316 -0.13   0.     0.  0.   ],743.2232,0.0055831852,0.0019440228,1.0426933,0.4189424,-1.0,230.51436,95.90548,1.0357801,96.597244,106,116.600784,9.359945,10600,67837.95,91.506226,124.14816,0.19440229,360.15576,0.55831856,132.47896,512.70886
,334533,0.052633073,5.2633076,343.3307,9.35997,100,553.4640970230103,37.06,,343.3306803380538,0.010718966,[ 0.009  0.259  0.061  0.042 -0.023  0.063  0.325 -0.131  0.     0.  0.   ],670.1962,0.0016855848,0.0076878318,1.3961761,0.4189424,-1.0,191.98477,71.6242,1.0718966,66.03269,107,151.34592,9.35997,10700,131488.92,88.90786,142.27184,0.7687833,401.43988,0.16855848,163.86893,478.21146
,338264,0.013448458,1.3448459,345.7594,9.359984,100,559.8756530284882,37.31,,345.7594195672388,0.010076188,[ 0.015  0.253  0.06   0.041 -0.023  0.054  0.342 -0.151  0.     0.  0.   ],624.05646,0.007246638,0.0010643102,1.012251,0.4189424,-1.0,211.50726,98.78973,1.0076188,98.89661,108,134.25215,9.359984,10800,52630.88,73.04648,158.54251,0.10643103,350.77002,0.72466385,162.40977,412.5492
,342109,0.029064277,2.9064279,356.5659,9.359769,100,565.4393103122711,38.45,,356.56589293209765,0.01071943,[ 0.006  0.263  0.058  0.038 -0.023  0.055  0.347 -0.154  0.     0.  0.   ],652.0017,0.0026989337,0.00438147,1.1791165,0.4189424,-1.0,202.32411,84.809265,1.071943,85.684746,109,154.24179,9.359769,10900,76291.82,88.12675,160.9654,0.438147,391.21127,0.26989338,178.8143,449.6776
,346019,0.02022354,2.022354,362.71317,9.359963,100,571.9002676010132,39.1,,362.7131418247078,0.010448052,[-0.004  0.266  0.06   0.042 -0.021  0.047  0.364 -0.16   0.     0.  0.   ],708.1002,0.005372571,0.0021687944,1.0559446,0.4189424,-1.0,239.0618,94.70194,1.0448054,95.8691,110,123.651344,9.359963,11000,74040.266,90.71912,150.28308,0.21687946,381.56577,0.5372571,163.27441,469.03842
,349731,0.025215782,2.5215783,343.98215,9.359864,100,578.1025965213776,37.12,,343.9821935191953,0.010782984,[-0.011  0.28   0.059  0.038 -0.024  0.064  0.377 -0.155  0.     0.  0.   ],624.27405,0.0028425478,0.0044580596,1.1841264,0.4189424,-1.0,220.85892,84.45045,1.0782983,85.40233,111,123.12327,9.359864,11100,72661.68,73.648834,156.70001,0.445806,379.05865,0.2842548,175.26271,403.41513
,353545,0.01762557,1.762557,353.42862,9.359986,100,583.6568942070007,38.14,,353.4286033706854,0.010270469,[-0.025  0.277  0.057  0.032 -0.03   0.056  0.377 -0.17   0.     0.  0.   ],803.4829,0.0052153873,0.0023901272,1.0504193,0.4189424,-1.0,202.43027,95.20007,1.0270469,94.86246,112,150.99834,9.359986,11200,57078.54,81.120094,112.38373,0.23901273,371.2301,0.52153873,124.18329,601.0526
,357416,156.33722,15633.723,358.57007,9.359835,100,590.2803699970245,38.71,,358.570077073981,1.5654402,[-0.037  0.285  0.058  0.032 -0.028  0.059  0.392 -0.174  0.     0.  0.   ],610.12585,5.269903e-08,15.555152,47783.555,0.4189424,-1.0,230.67421,0.0020927703,156.54404,1.0026474,113,127.89586,9.359835,11300,250195660000.0,76.856445,175.53232,1555.515,86034.66,5.269903e-06,46023.613,379.45166
,361744,0.026678333,2.6678333,401.2935,9.359929,100,597.7997736930847,43.28,,401.29348910758455,0.010696071,[-0.006  0.247  0.051  0.032 -0.039  0.035  0.383 -0.305  0.     0.  0.   ],1007.1217,0.0042352937,0.0037690664,1.1290165,0.4189424,-1.0,269.25238,88.57266,1.0696071,88.95445,114,132.0411,9.359929,11400,125115.18,119.35586,99.15695,0.37690666,439.3055,0.4235294,118.269806,737.8693
,366100,0.01993814,1.993814,403.86163,9.359958,100,604.89812707901,43.56,,403.86163099848346,0.010212031,[-0.005  0.249  0.051  0.024 -0.046  0.03   0.388 -0.315  0.     0.  0.   ],1063.6501,0.0056799096,0.0021132717,1.0361422,0.4189424,-1.0,267.33124,96.51185,1.021203,95.89345,115,136.5304,9.359958,11500,99708.13,119.35427,84.76657,0.21132715,419.01883,0.56799096,94.20859,796.3189
