LearnableVariance,Iteration,OptimizationReturnMax,InitialReturnStd,MinIW,ESSClassic,ESSRenyi,J_sample_variance,MeanEntropy,MaxIWNorm,VarianceInit,InitialReturnMax,Bound,ReturnStepMaxmin,TimestepsSoFar,MeanIWNorm,ReturnMeanIW,MeanIW,OptimizationReturnMin,ReturnStepMax,InitialReturnMean,EmpiricalD2,MinIWNorm,InitialReturnMin,EpLenMean,StdIWNorm,MaxIW,TimeElapsed,EpRewMean,OptimizationReturnMean,EpThisIter,StdIW,EpisodesSoFar,InitialBound,Weights
,51,625.84625,117.27674,0.55946136,96.366844,95.43205,68483.2,0.4189424,0.014236063,-1.0,838.6074,139.44531,9.359918,147690,0.010247359,396.97827,1.0247359,,9.359918,380.86887,1.047866,0.0055946135,212.76117,41.07,0.001989708,1.4236063,232.9276990890503,380.8688769005988,168.1077,100,0.19897082,5100,129.28665,[ 0.063  0.114 -0.017 -0.004  0.001  0.119  0.17  -0.252  0.     0.  0.   ]
,52,640.99475,99.13876,0.39676058,92.61453,93.21974,74742.2,0.4189424,0.02006945,-1.0,862.3452,139.73761,9.359948,151831,0.010458038,407.68433,1.0458037,,9.359948,384.11792,1.0727341,0.0039676055,221.3505,41.41,0.002953245,2.0069451,237.718505859375,384.1179329215706,162.76744,100,0.2953245,5200,125.41434,[ 0.058  0.122 -0.021 -0.009 -0.002  0.122  0.177 -0.257  0.     0.  0.   ]
,53,521.75867,108.00859,0.3562785,95.25034,95.3671,84613.586,0.4189424,0.017239422,-1.0,771.97974,177.99153,9.359947,156156,0.010238471,415.1441,1.0238471,,9.359947,401.10452,1.0485796,0.003562785,250.22108,43.25,0.002286294,1.7239423,242.44881439208984,401.1045004649443,150.88342,100,0.2286294,5300,169.51062,[ 0.079  0.118 -0.024 -0.005  0.001  0.116  0.165 -0.264  0.     0.  0.   ]
,54,522.64624,97.45791,0.07141176,50.127987,56.824398,277497.78,0.4189424,0.09046956,-1.0,743.95386,215.6196,9.359966,160228,0.012710747,511.6933,1.2710748,,9.359966,377.4904,1.7598075,0.00071411754,221.3076,40.72,0.012678255,9.046956,246.68567848205566,377.49041193774224,156.1828,100,1.2678255,5400,154.30428,[ 0.088  0.113 -0.024 -0.005  0.001  0.124  0.169 -0.271  0.     0.  0.   ]
,55,710.99536,114.26715,0.63229436,98.08567,97.78546,69653.375,0.4189424,0.016506532,-1.0,941.51624,131.6301,9.359946,164642,0.010152498,417.2654,1.0152498,,9.359946,409.23956,1.0226469,0.0063229436,230.52087,44.14,0.0014183396,1.6506532,252.25597524642944,409.2396032131526,178.71873,100,0.14183396,5500,126.78473,[ 0.095  0.115 -0.02  -0.005  0.001  0.125  0.199 -0.284  0.     0.  0.   ]
,56,460.221,91.88205,0.20207149,77.22397,77.36861,98786.17,0.4189424,0.03937041,-1.0,690.0779,207.49637,9.359822,168746,0.011255371,442.8587,1.1255373,,9.359822,380.75012,1.2925138,0.0020207148,229.85687,41.04,0.006112555,3.9370413,256.80196261405945,380.7501036486165,150.89323,100,0.61125547,5600,173.72675,[ 0.1    0.118 -0.022 -0.006 -0.001  0.133  0.205 -0.283  0.     0.  0.   ]
,57,589.3677,124.589905,0.41069567,88.68144,90.390785,106696.35,0.4189424,0.025838574,-1.0,839.02783,181.1843,9.35984,173283,0.010273993,445.93402,1.0273993,,9.35984,420.7934,1.1063075,0.0041069565,249.66013,45.37,0.0036704403,2.5838575,261.42921113967896,420.79344423004795,171.13332,100,0.36704403,5700,169.0851,[ 0.125  0.111 -0.016 -0.011 -0.002  0.15   0.221 -0.305  0.     0.  0.   ]
,58,594.8511,110.13961,0.6249414,97.448,97.802895,68451.23,0.4189424,0.017094394,-1.0,825.27966,165.42856,9.359924,177701,0.01014463,415.77795,1.0144631,,9.359924,409.8281,1.0224646,0.006249414,230.42862,44.18,0.0016416867,1.7094395,266.6076309680939,409.8280721781946,179.39946,100,0.16416866,5800,162.24419,[ 0.131  0.105 -0.014 -0.008  0.002  0.143  0.223 -0.314  0.     0.  0.   ]
,59,452.7882,104.75516,0.113136135,79.78311,80.05289,112939.766,0.4189424,0.032117747,-1.0,712.6063,221.30852,9.359995,182184,0.010933025,460.24496,1.0933025,,9.359995,415.80276,1.2491742,0.0011313614,259.8181,44.83,0.005503538,3.2117746,271.6057415008545,415.8028181569552,155.98471,100,0.5503538,5900,202.02094,[ 0.139  0.109 -0.014 -0.007  0.003  0.149  0.231 -0.317  0.     0.  0.   ]
,60,478.4757,102.95824,0.27853626,86.19393,91.05405,88662.87,0.4189424,0.037902746,-1.0,718.20105,197.28671,9.359951,186547,0.010495884,423.08344,1.0495883,,9.359951,404.5749,1.0982488,0.0027853625,239.72534,43.63,0.004200641,3.7902746,276.4880530834198,404.57492446741117,164.8496,100,0.42006412,6000,189.11462,[ 0.142  0.106 -0.017 -0.004  0.005  0.153  0.243 -0.338  0.     0.  0.   ]
,61,907.1846,144.28117,0.48682174,93.73537,94.08774,84506.914,0.4189424,0.019142536,-1.0,1137.3099,102.79959,9.359895,191187,0.010513767,454.54916,1.0513766,,9.359895,430.34042,1.0628377,0.0048682173,230.12534,46.4,0.0027180242,1.9142537,281.24027490615845,430.3404372429252,200.21512,100,0.27180243,6100,89.14743,[ 0.152  0.113 -0.019  0.001  0.007  0.149  0.254 -0.328  0.     0.  0.   ]
,62,603.66394,123.16221,0.36982942,91.1822,89.33154,98675.98,0.4189424,0.018769234,-1.0,852.22266,188.4498,9.359977,195745,0.010731381,458.9527,1.0731382,,9.359977,422.89136,1.1194254,0.003698294,248.55869,45.58,0.003337189,1.8769234,286.63268542289734,422.8914052034803,174.33272,100,0.33371893,6200,167.22464,[ 0.159  0.101 -0.02  -0.001  0.006  0.141  0.241 -0.338  0.     0.  0.   ]
,63,599.08984,119.01095,0.5452624,90.14094,91.32043,100107.625,0.4189424,0.025779078,-1.0,847.13196,176.24069,9.359946,200162,0.010763222,442.18356,1.0763222,,9.359946,409.74243,1.0950452,0.005452624,248.04208,44.17,0.0035595829,2.5779078,291.15960788726807,409.7424032299945,161.70032,100,0.35595828,6300,155.60283,[ 0.169  0.102 -0.021  0.009  0.012  0.145  0.247 -0.348  0.     0.  0.   ]
,64,646.1575,120.520134,0.2104525,78.39431,84.318275,200491.7,0.4189424,0.052969415,-1.0,895.7954,197.37946,9.359985,204836,0.010686967,490.0434,1.0686965,,9.359985,433.5522,1.1859825,0.002104525,249.63797,46.74,0.005610432,5.2969418,295.96443033218384,433.55216503071665,183.91418,100,0.5610432,6400,164.8135,[ 0.187  0.093 -0.018  0.016  0.019  0.134  0.242 -0.347  0.     0.  0.   ]
,65,569.81866,109.9016,0.22851583,49.294266,59.012337,454808.6,0.4189424,0.10619828,-1.0,838.80396,227.3099,9.359929,209321,0.012452598,554.8846,1.2452598,,9.359929,416.2398,1.6945609,0.0022851583,268.9853,44.85,0.012629619,10.619828,301.2154052257538,416.2398022032922,147.25452,100,1.2629619,6500,164.5986,[ 0.194  0.093 -0.016  0.013  0.017  0.153  0.263 -0.356  0.     0.  0.   ]
,66,524.27795,105.14826,0.42824823,93.18782,92.63933,75561.984,0.4189424,0.0264471,-1.0,753.6056,192.4018,9.359948,213712,0.01037922,427.2935,1.037922,,9.359948,407.20285,1.0794551,0.004282482,229.32767,43.91,0.0028062593,2.64471,305.8378167152405,407.20284237594757,177.87518,100,0.28062594,6600,181.12119,[ 0.172  0.092 -0.016 -0.005 -0.     0.15   0.246 -0.346  0.     0.  0.   ]
,67,780.64746,127.76523,0.06620219,29.186499,60.643078,2359557.5,0.4189424,0.18589805,-1.0,1010.9689,283.7245,9.359826,218371,0.012847581,673.18945,1.2847583,,9.359826,432.0487,1.6489928,0.0006620219,230.32144,46.59,0.020011907,18.589806,310.63574504852295,432.04870504928505,201.72726,100,2.001191,6700,128.75806,[ 0.18   0.087 -0.017 -0.004 -0.002  0.157  0.245 -0.359  0.     0.  0.   ]
,68,393.5401,105.0927,0.21967517,52.907715,74.80369,214510.84,0.4189424,0.10586232,-1.0,650.64404,247.36256,9.359955,222805,0.011140455,473.04782,1.1140456,,9.359955,411.2081,1.3368325,0.0021967515,257.10394,44.34,0.01051038,10.586232,315.80941367149353,411.20807984029176,154.10413,100,1.051038,6800,216.01486,[ 0.174  0.094 -0.017 -0.009 -0.007  0.182  0.254 -0.354  0.     0.  0.   ]
,69,512.50244,96.44331,0.3458186,86.9555,89.29717,90686.375,0.4189424,0.038593378,-1.0,742.1162,195.90416,9.359958,227121,0.010471604,431.50363,1.0471604,,9.359958,400.3073,1.1198562,0.003458186,229.6138,43.16,0.0040558157,3.859338,321.32440209388733,400.30732359532493,170.69354,100,0.4055816,6900,177.67245,[ 0.202  0.08  -0.014 -0.003  0.001  0.17   0.259 -0.343  0.     0.  0.   ]
,70,457.79892,103.39274,0.019087039,2.8137376,10.842103,6585721.5,0.4189424,1.4965922,-1.0,726.90283,382.96863,9.359976,231503,0.025344906,1045.2474,2.5344906,,9.359976,406.4248,9.223303,0.00019087039,269.1039,43.82,0.1489537,149.65923,326.2353253364563,406.42477727951683,137.32086,100,14.895372,7000,188.35391,[ 1.910e-01  9.320e-02 -1.276e-02  1.601e-04  5.083e-03  1.777e-01  2.684e-01 -3.556e-01  0.000e+00  0.000e+00  0.000e+00]
,71,559.8211,119.57232,0.5276424,92.25789,93.134636,91614.66,0.4189424,0.025390577,-1.0,799.1847,186.92015,9.359979,235964,0.010401968,435.35516,1.0401969,,9.359979,413.895,1.0737144,0.0052764243,239.3636,44.61,0.00301331,2.5390577,331.4675476551056,413.8950499369281,174.53146,100,0.30133098,7100,174.13966,[ 0.199  0.086 -0.002  0.011  0.012  0.214  0.272 -0.327  0.     0.  0.   ]
,72,383.51398,82.213776,0.10220815,28.373926,45.851807,250026.53,0.4189424,0.1856342,-1.0,642.8757,287.64792,9.359878,240047,0.015485089,572.4676,1.5485089,,9.359878,378.58957,2.1809392,0.0010220815,259.3617,40.83,0.024603086,18.56342,336.760689496994,378.5896065479984,119.22791,100,2.4603086,7200,185.72691,[ 0.207  0.076 -0.003  0.013  0.015  0.21   0.257 -0.331  0.     0.  0.   ]
,73,474.45395,101.38486,0.11731554,50.296486,59.812775,178432.05,0.4189424,0.08476116,-1.0,722.9614,230.46533,9.3598585,244406,0.0127971,510.90497,1.27971,,9.3598585,404.39175,1.6718837,0.0011731554,248.50748,43.59,0.012721439,8.476116,342.04839634895325,404.39177271719507,155.8843,100,1.272144,7300,187.50337,[ 0.21   0.088  0.006  0.004  0.006  0.229  0.273 -0.301  0.     0.  0.   ]
,74,646.30725,98.01107,0.6857147,95.72297,96.61179,72406.29,0.4189424,0.020957777,-1.0,885.0432,129.5491,9.359692,248616,0.010221906,399.67776,1.0221906,,9.359692,390.33774,1.0350703,0.006857147,238.73598,42.1,0.0021606998,2.0957778,346.8419907093048,390.3377106967585,151.60173,100,0.21607001,7400,124.82477,[ 0.212  0.085  0.013  0.016  0.012  0.224  0.291 -0.276  0.     0.  0.   ]
,75,371.17337,79.70308,0.3749405,89.81871,89.26518,74801.85,0.4189424,0.024138698,-1.0,601.56366,225.5033,9.359889,252786,0.01082542,416.5158,1.082542,,9.359889,386.76578,1.1202576,0.003749405,230.39029,41.7,0.0036447088,2.4138699,351.8991994857788,386.7657356153471,156.37544,100,0.36447087,7500,206.29666,[ 0.212  0.083  0.011  0.016  0.012  0.218  0.293 -0.268  0.     0.  0.   ]
,76,571.2416,105.809715,0.3584332,90.68109,92.308716,70972.3,0.4189424,0.023025861,-1.0,783.16205,171.439,9.359844,257064,0.010393752,415.9799,1.0393752,,9.359844,396.74445,1.0833213,0.0035843318,211.92047,42.78,0.0033319367,2.302586,356.5320494174957,396.7444217449376,184.82394,100,0.3331937,7600,161.79582,[ 0.233  0.072  0.013  0.022  0.014  0.231  0.305 -0.284  0.     0.  0.   ]
,77,534.0321,97.93714,0.17671806,76.1658,78.92426,110937.31,0.4189424,0.03760302,-1.0,773.5596,186.17065,9.359975,261313,0.011076953,447.39264,1.1076953,,9.359975,394.21432,1.2670375,0.0017671805,239.52747,42.49,0.006196419,3.7603023,360.9309685230255,394.2143419483268,154.68687,100,0.61964184,7700,162.14647,[ 0.225  0.08   0.009  0.016  0.013  0.233  0.316 -0.288  0.     0.  0.   ]
,78,449.0739,86.4383,0.14094566,29.024069,53.561516,279395.84,0.4189424,0.15526369,-1.0,697.93097,249.07077,9.359905,265455,0.013548767,535.1638,1.3548769,,9.359905,384.04138,1.8670121,0.0014094566,248.85706,41.42,0.021187328,15.52637,365.98113775253296,384.0413611319372,135.18431,100,2.118733,7800,174.66211,[ 0.218  0.08   0.008  0.006  0.003  0.241  0.328 -0.299  0.     0.  0.   ]
,79,458.87988,108.211655,0.03758955,20.73512,42.872112,633992.4,0.4189424,0.2196872,-1.0,698.85065,303.01718,9.359613,269709,0.014965712,623.21484,1.4965712,,9.359613,394.56616,2.3325186,0.0003758955,239.97078,42.54,0.02926069,21.96872,371.3300635814667,394.5662034904516,154.59541,100,2.9260688,7900,184.91101,[ 0.225  0.064  0.004 -0.007 -0.008  0.206  0.314 -0.276  0.     0.  0.   ]
,80,559.8187,100.21383,0.51866204,72.511604,83.03025,101598.62,0.4189424,0.05915629,-1.0,790.7956,183.57907,9.359835,273974,0.010990938,443.9349,1.0990938,,9.359835,395.6592,1.2043803,0.00518662,230.97687,42.65,0.006767148,5.9156294,376.6605885028839,395.65920070278764,164.68234,100,0.67671484,8000,158.42052,[ 0.193  0.073 -0.005 -0.017 -0.01   0.156  0.263 -0.275  0.     0.  0.   ]
,81,578.6123,105.95602,0.4711701,89.961395,92.28196,82375.86,0.4189424,0.026797466,-1.0,817.8663,161.262,9.359876,278240,0.010527401,416.67627,1.0527401,,9.359876,395.4946,1.0836354,0.004711701,239.25394,42.66,0.0035166543,2.6797466,381.7666709423065,395.4946444973582,156.2407,100,0.35166547,8100,150.13477,[ 0.195  0.073 -0.004 -0.009  0.003  0.149  0.267 -0.27   0.     0.  0.   ]
,82,421.562,87.73128,0.19858943,59.387142,66.55918,160993.81,0.4189424,0.08338024,-1.0,670.46936,224.94966,9.359833,282451,0.011530442,471.49466,1.1530442,,9.359833,390.36087,1.5024223,0.0019858943,248.90733,42.11,0.009535237,8.338024,386.6038055419922,390.36086855641275,141.45354,100,0.95352376,8200,189.22005,[ 0.202  0.075 -0.007 -0.002  0.01   0.144  0.263 -0.264  0.     0.  0.   ]
,83,364.2653,79.402176,0.20161003,79.00743,77.389404,100264.14,0.4189424,0.038115833,-1.0,603.5747,214.13936,9.359945,286431,0.010964593,419.9707,1.0964593,,9.359945,369.124,1.2921666,0.0020161003,239.30942,39.8,0.0056518577,3.8115833,391.06869101524353,369.12399169317524,129.81458,100,0.5651858,8300,188.05156,[ 0.194  0.074 -0.011  0.009  0.01   0.129  0.259 -0.283  0.     0.  0.   ]
,84,450.26227,92.000725,0.6228826,95.018936,94.28164,77115.99,0.4189424,0.022623591,-1.0,689.4605,193.28426,9.359976,290653,0.010355591,406.30264,1.035559,,9.359976,391.49237,1.0606519,0.006228826,239.19824,42.22,0.002370992,2.2623591,395.40298342704773,391.49235524792135,152.29411,100,0.23709919,8400,184.6542,[ 0.208  0.073 -0.009  0.002  0.002  0.139  0.27  -0.301  0.     0.  0.   ]
,85,577.6647,128.17123,0.11336737,38.03656,60.539707,568872.75,0.4189424,0.12182726,-1.0,809.06915,235.58646,9.359991,295186,0.011683545,547.5377,1.1683546,,9.359991,420.5198,1.6518085,0.0011336737,231.4045,45.33,0.014912204,12.182726,400.99417638778687,420.5197706131806,189.1153,100,1.4912202,8500,177.79904,[ 0.207  0.078 -0.012 -0.003 -0.002  0.135  0.259 -0.308  0.     0.  0.   ]
,86,622.0943,115.84511,8.568233e-06,1.0141965,0.009191083,29059207000.0,0.4189424,161.40962,-1.0,900.49615,33629.406,9.359985,299551,1.6255177,61808.027,162.55176,,9.359985,404.91983,10880.11,8.568233e-08,278.40186,43.65,16.058949,16140.962,405.988911151886,404.9198030191824,126.51795,100,1605.8947,8600,134.77097,[ 0.182  0.082 -0.02  -0.009 -0.011  0.111  0.237 -0.314  0.     0.  0.   ]
,87,636.9144,104.91798,0.4410654,74.12354,83.64659,105896.01,0.4189424,0.049641874,-1.0,885.25195,150.4354,9.359894,303817,0.010963378,440.8136,1.0963378,,9.359894,395.71912,1.195506,0.004410654,248.33752,42.66,0.0064776684,4.9641876,410.9420382976532,395.71906015277943,147.38153,100,0.6477668,8700,130.1435,[ 0.244  0.099  0.001 -0.035 -0.03   0.158  0.374 -0.382  0.     0.  0.   ]
,88,602.4275,108.76552,0.25396279,62.73746,74.46503,216752.97,0.4189424,0.06433784,-1.0,860.0759,207.09525,9.3599415,308293,0.011641865,506.1026,1.1641866,,9.3599415,415.3486,1.3429123,0.0025396277,257.6484,44.76,0.008972126,6.4337845,416.2913303375244,415.34855674396675,157.70015,100,0.8972126,8800,157.32578,[ 0.243  0.086  0.004 -0.024 -0.019  0.144  0.362 -0.375  0.     0.  0.   ]
,89,455.88727,103.27816,0.65866816,95.93668,95.84521,71373.625,0.4189424,0.015889892,-1.0,686.27716,205.23384,9.359868,312666,0.010070561,415.53204,1.0070561,,9.359868,405.68362,1.043349,0.0065866816,230.3899,43.73,0.002072534,1.5889893,422.3387725353241,405.68363497574376,175.29375,100,0.2072534,8900,199.80049,[ 0.237  0.085 -0.001 -0.026 -0.021  0.118  0.351 -0.378  0.     0.  0.   ]
,90,868.44324,143.3565,0.08733558,21.235088,61.35458,4772310.5,0.4189424,0.24983543,-1.0,1116.3997,274.4883,9.359854,317278,0.012652473,702.06836,1.265247,,9.359854,427.87698,1.6298702,0.0008733558,247.9564,46.12,0.024367707,24.983543,427.5419635772705,427.8770171843103,179.92061,100,2.4367707,9000,92.95712,[ 0.239  0.082 -0.002 -0.021 -0.016  0.116  0.347 -0.372  0.     0.  0.   ]
,91,540.9279,98.456665,0.17674887,63.757225,79.858086,119247.766,0.4189424,0.0853186,-1.0,790.039,218.5328,9.359834,321686,0.012010345,483.75528,1.2010347,,9.359834,409.0689,1.2522213,0.0017674887,249.11107,44.08,0.009055274,8.53186,432.911030292511,409.06891669090794,159.95786,100,0.90552735,9100,172.05722,[ 0.281  0.062  0.005 -0.022 -0.012  0.109  0.35  -0.362  0.     0.  0.   ]
,92,626.62585,119.615715,0.027178364,6.228984,31.491457,6998846.5,0.4189424,0.6601288,-1.0,856.9864,372.2927,9.359983,326164,0.016895935,830.4333,1.6895936,,9.359983,415.29105,3.1754644,0.00027178365,230.36053,44.78,0.06555532,66.01288,438.84282779693604,415.29104517734146,184.93051,100,6.555532,9200,158.19516,[ 0.274  0.076  0.006 -0.023 -0.012  0.135  0.372 -0.348  0.     0.  0.   ]
,93,528.9063,102.62651,0.0015957482,8.775541,17.705322,4806341.0,0.4189424,0.52781636,-1.0,795.0165,340.011,9.359809,330494,0.01853611,906.83136,1.8536109,,9.359809,401.50693,5.6480193,1.5957483e-05,266.11017,43.3,0.059763666,52.78164,444.4554953575134,401.5069100745806,135.39674,100,5.976367,9300,163.00197,[ 0.31   0.074  0.01  -0.003  0.007  0.124  0.398 -0.338  0.     0.  0.   ]
,94,450.27856,108.187874,0.36705783,68.40323,79.935646,155207.81,0.4189424,0.06604975,-1.0,717.0176,236.24677,9.359882,335026,0.011152352,476.83856,1.1152352,,9.359882,420.4959,1.2510064,0.0036705781,266.739,45.32,0.007579656,6.6049747,450.0574617385864,420.4958734713654,153.75685,100,0.7579656,9400,205.3906,[ 0.334  0.074  0.011 -0.014 -0.002  0.136  0.434 -0.39   0.     0.  0.   ]
,95,567.6145,88.194725,0.30461362,77.02631,82.222145,90702.664,0.4189424,0.03872015,-1.0,806.8551,176.60245,9.359944,339345,0.010950837,443.54782,1.095084,,9.359944,400.6866,1.2162174,0.0030461361,239.24063,43.19,0.0059805806,3.872015,455.611421585083,400.68660624390054,161.44598,100,0.59805804,9500,158.63007,[ 0.358  0.066  0.015 -0.013 -0.003  0.13   0.428 -0.375  0.     0.  0.   ]
,96,514.2029,107.36665,0.5037377,96.42867,95.6494,82677.2,0.4189424,0.017079812,-1.0,762.1029,208.90254,9.359816,343944,0.010437885,442.6752,1.0437886,,9.359816,426.6588,1.0454849,0.0050373767,247.90005,45.99,0.002008739,1.7079811,460.89993953704834,426.65883942929116,178.75877,100,0.2008739,9600,198.02795,[ 0.357  0.063  0.009 -0.009 -0.002  0.129  0.404 -0.381  0.     0.  0.   ]
,97,434.91446,85.68236,0.42137906,95.59177,95.56311,86787.93,0.4189424,0.020187544,-1.0,703.32153,212.60689,9.359562,348441,0.010293208,428.44592,1.0293208,,9.359562,416.982,1.0464289,0.0042137904,268.40707,44.97,0.0022104122,2.0187545,465.76556944847107,416.98201942605374,148.57494,100,0.22104119,9700,205.98555,[ 0.35   0.081  0.006 -0.006 -0.005  0.14   0.413 -0.386  0.     0.  0.   ]
,98,755.271,108.52646,0.49912843,90.61951,93.9813,85243.445,0.4189424,0.030287491,-1.0,994.7455,121.81976,9.35988,352876,0.010379886,429.65088,1.0379888,,9.35988,411.2811,1.0640415,0.004991284,239.47449,44.35,0.0033396063,3.0287492,471.8721561431885,411.2811003594837,171.80663,100,0.33396065,9800,112.85745,[ 0.353  0.083  0.005 -0.004 -0.009  0.134  0.417 -0.379  0.     0.  0.   ]
,99,587.13196,106.27701,0.041702203,43.207165,55.402653,252169.6,0.4189424,0.0899259,-1.0,856.37573,207.3013,9.359969,357321,0.012511001,552.4612,1.2511002,,9.359969,412.23428,1.8049678,0.00041702203,269.24374,44.45,0.014343694,8.99259,477.54843616485596,412.23430311992576,142.99057,100,1.4343693,9900,155.3216,[ 0.355  0.085  0.005 -0.001 -0.009  0.119  0.411 -0.379  0.     0.  0.   ]
,100,457.02283,99.99563,0.15441537,14.839066,43.852184,2349003.2,0.4189424,0.32685873,-1.0,732.6681,338.61563,9.35995,361986,0.013573556,670.5352,1.3573555,,9.35995,432.7436,2.280388,0.0015441537,275.64526,46.65,0.032517005,32.685875,482.50253081321716,432.7436194550771,157.09836,100,3.2517006,10000,212.9432,[ 0.397  0.076  0.013 -0.002 -0.01   0.143  0.444 -0.399  0.     0.  0.   ]
,101,656.78564,110.04296,0.48773178,92.76915,89.41422,118558.48,0.4189424,0.01902039,-1.0,932.40674,175.45816,9.359777,366578,0.010938581,471.2753,1.0938581,,9.359777,425.92563,1.1183903,0.0048773177,275.6211,45.92,0.0030538915,1.902039,489.08245515823364,425.9256511150023,150.30457,100,0.30538914,10100,146.20364,[ 4.438e-01  4.060e-02  1.967e-02 -3.476e-04 -3.700e-03  1.270e-01  4.251e-01 -3.880e-01  0.000e+00  0.000e+00  0.000e+00]
,102,467.96606,98.31756,0.2051019,35.80658,55.38172,307451.47,0.4189424,0.15169826,-1.0,743.59485,272.6388,9.359872,371127,0.012883268,572.3993,1.2883269,,9.359872,422.05515,1.8056499,0.002051019,275.62878,45.49,0.017250031,15.1698265,494.95139598846436,422.05514145944767,146.42636,100,1.7250032,10200,198.97667,[ 0.445  0.043  0.018  0.005 -0.002  0.122  0.434 -0.394  0.     0.  0.   ]
,103,553.56055,100.19076,0.5596491,96.540436,95.12657,80449.44,0.4189424,0.015830938,-1.0,801.59033,184.40019,9.35987,375598,0.01029139,430.9603,1.0291389,,9.35987,414.85843,1.051231,0.005596491,248.02979,44.71,0.0019481785,1.5830939,500.2113666534424,414.85841840105286,166.82863,100,0.19481786,10300,174.38135,[ 0.456  0.043  0.019  0.013  0.005  0.132  0.425 -0.376  0.     0.  0.   ]
,104,400.62045,87.5155,0.15715572,76.56938,79.905754,102067.805,0.4189424,0.031966347,-1.0,659.0332,228.13106,9.359872,379983,0.01109727,449.30783,1.109727,,9.359872,406.85342,1.2514744,0.0015715571,258.41275,43.85,0.006138754,3.1966348,506.09870433807373,406.85343128595866,148.44069,100,0.61387545,10400,209.14345,[ 0.455  0.045  0.016  0.013  0.005  0.135  0.422 -0.386  0.     0.  0.   ]
,105,449.2107,98.73387,0.21082611,76.45142,80.05043,110867.52,0.4189424,0.040982857,-1.0,707.47595,249.47563,9.359969,384693,0.0113478005,486.69553,1.1347802,,9.359969,437.2232,1.2492125,0.002108261,258.26526,47.1,0.006297981,4.0982857,511.79032731056213,437.22321963633544,178.95796,100,0.6297981,10500,224.98047,[ 0.472  0.042  0.018  0.004 -0.007  0.14   0.435 -0.395  0.     0.  0.   ]
,106,449.8108,87.37379,0.5619604,94.22342,94.18907,98887.03,0.4189424,0.02283697,-1.0,736.4038,202.90448,9.359859,389158,0.010270009,430.53842,1.027001,,9.359859,414.16486,1.0616943,0.0056196037,286.59302,44.65,0.0025428897,2.2836971,517.0823261737823,414.16484389717255,127.57184,100,0.25428897,10600,193.24373,[ 0.456  0.059  0.015 -0.003 -0.02   0.146  0.43  -0.384  0.     0.  0.   ]
,107,479.3075,82.478584,0.43271852,94.22594,92.52673,98638.68,0.4189424,0.018324258,-1.0,755.53564,213.22731,9.359909,393703,0.0106697865,448.86383,1.0669787,,9.359909,421.5621,1.0807687,0.004327185,276.22815,45.45,0.0026412627,1.8324258,522.7169651985168,421.562107238767,145.33397,100,0.26412627,10700,194.90143,[ 0.452  0.056  0.008  0.001 -0.02   0.146  0.426 -0.393  0.     0.  0.   ]
,108,617.9768,108.49222,0.2917774,78.10431,86.096,121924.0,0.4189424,0.048069995,-1.0,885.9752,187.49811,9.359971,398474,0.010520357,473.94977,1.0520358,,9.359971,442.90277,1.1614941,0.002917774,267.9984,47.71,0.0055702203,4.8069997,528.3502192497253,442.90277360256727,174.90436,100,0.5570221,10800,177.11023,[ 0.465  0.044  0.008  0.005 -0.012  0.148  0.423 -0.4    0.     0.  0.   ]
,109,485.76276,105.38183,0.56749505,87.31583,88.51309,111550.78,0.4189424,0.02509321,-1.0,753.3278,231.92407,9.359938,403082,0.010987564,472.13983,1.0987564,,9.359938,427.61212,1.1297764,0.0056749503,267.56506,46.08,0.0041877963,2.5093212,534.1428830623627,427.6120824804538,160.04703,100,0.41877964,10900,201.61372,[ 0.459  0.042  0.006 -0.001 -0.019  0.137  0.418 -0.407  0.     0.  0.   ]
,110,448.8213,97.2421,0.14798829,24.997202,47.168312,513505.97,0.4189424,0.21012668,-1.0,727.4274,279.6011,9.359941,407718,0.0131573025,597.35126,1.3157303,,9.359941,430.16113,2.1200674,0.0014798829,278.60614,46.36,0.022790816,21.012669,539.8682539463043,430.16117437439794,151.55504,100,2.2790816,11000,211.93295,[ 0.437  0.052  0.004  0.005 -0.016  0.133  0.418 -0.393  0.     0.  0.   ]
,111,355.03534,78.204765,0.18736017,54.62414,62.467693,156392.84,0.4189424,0.06573004,-1.0,621.31396,250.37067,9.359896,412026,0.012099179,486.2037,1.2099179,,9.359896,399.52005,1.6008275,0.0018736016,266.27863,43.08,0.011027469,6.5730047,544.9691817760468,399.52003997317746,133.24141,100,1.102747,11100,213.12584,[ 0.437  0.061  0.006  0.021 -0.01   0.132  0.424 -0.357  0.     0.  0.   ]
,112,401.4439,87.80808,0.14245193,51.623096,65.565475,174935.6,0.4189424,0.1017407,-1.0,661.0304,278.51538,9.359884,416428,0.012645166,523.42456,1.2645166,,9.359884,408.43527,1.525193,0.0014245192,259.5865,44.02,0.012241129,10.17407,550.5217883586884,408.4352615983548,148.84877,100,1.2241129,11200,210.12613,[ 0.429  0.068  0.005  0.003 -0.023  0.136  0.422 -0.341  0.     0.  0.   ]
