EpisodesSoFar,StdIW,ESSRenyi,J_sample_variance,ESSClassic,LearnableVariance,OptimizationReturnMin,MaxIWNorm,InitialBound,OptimizationReturnMean,MinIWNorm,Iteration,ReturnStepMaxmin,EmpiricalD2,TimestepsSoFar,InitialReturnMin,InitialReturnMax,MeanEntropy,MaxIW,TimeElapsed,MeanIWNorm,Weights,EpLenMean,ReturnStepMax,InitialReturnMean,StdIWNorm,OptimizationReturnMax,InitialReturnStd,ReturnMeanIW,MeanIW,EpRewMean,Bound,VarianceInit,EpThisIter,MinIW
7000,1.0752505,5.6429596,22690.482,20.817978,True,,0.07321545,-136.24773,91.65325,1.5840067e-05,70,0.85865617,17.721197,2241737,-220.54935,-73.13612,0.27783564,7.321545,1778.7681839466095,0.0055133505,[-0.042  0.754 -1.102],178.74,0.85865617,-128.89609,0.010752504,147.41322,30.37311,-72.488945,0.5513351,-128.89608956336974,-103.43684,-1,100,0.0015840067
7100,0.8167406,8.7336855,42139.0,40.89651,True,,0.046429086,-143.40051,121.031425,0.00027098507,71,0.8651813,11.44992,2260512,-255.90187,-92.95256,0.32357863,4.6429086,1795.887818813324,0.006793925,[-0.041  0.719 -1.141],187.75,0.8651813,-134.87045,0.008167407,162.94931,31.48046,-88.87383,0.67939246,-134.87044838622214,-117.737625,-1,100,0.027098509
7200,1.089464,18.465557,83992.19,36.385403,True,,0.06992903,-136.94838,145.45815,0.00023242603,72,0.86529404,5.415488,2278348,-273.29663,-71.87889,0.34606957,6.9929037,1812.3817701339722,0.008239445,[-0.061  0.743 -1.095],178.36,0.86529404,-127.83851,0.0108946385,201.41774,34.57519,-96.64082,0.8239446,-127.83849749341607,-117.84062,-1,100,0.023242604
7300,0.8374054,6.9297266,33107.33,39.035416,True,,0.04340438,-137.50174,99.18939,4.0655348e-05,73,0.8571895,14.430584,2296389,-229.05594,-73.36318,0.3778993,4.3404384,1828.8524734973907,0.0067007947,[-0.066  0.769 -1.073],180.41,0.8571895,-129.86655,0.008374053,155.69275,30.24475,-83.72577,0.67007947,-129.8665495967865,-112.73006,-1,100,0.004065535
7400,1.0176914,20.525742,70363.89,37.764748,True,,0.06304819,-130.08076,142.33578,0.00014384174,74,0.864603,4.871931,2313269,-263.62894,-72.5594,0.37414232,6.304819,1843.780630350113,0.007927587,[-0.088  0.801 -1.041],168.8,0.864603,-121.293144,0.010176913,191.06953,35.48292,-88.1917,0.79275876,-121.29314448863268,-107.588165,-1,100,0.014384174
7500,0.79710025,8.301773,19294.475,34.714878,True,,0.055326737,-124.698204,85.85648,0.00010217718,75,0.86583364,12.045619,2329668,-203.7626,-70.48471,0.4340732,5.532674,1858.413181066513,0.0058125095,[ 0.017  0.808 -1.045],163.99,0.86583364,-117.906136,0.007971003,133.2779,27.336521,-69.30154,0.58125097,-117.90612705796957,-92.874695,-1,100,0.010217719
7600,0.5651684,8.162484,19199.822,41.653774,True,,0.0373269,-122.586266,120.79541,6.9940055e-05,76,0.86731887,12.251172,2345818,-235.53067,-72.93082,0.4412623,3.7326899,1873.2671163082123,0.004775278,[ 0.076  0.788 -0.985],161.5,0.86731887,-114.735245,0.005651684,162.59985,27.290644,-51.73086,0.4775278,-114.73524787321686,-79.210754,-1,100,0.0069940058
7700,1.1016536,13.249147,47802.85,29.359228,True,,0.05703118,-127.752785,109.082275,2.6438069e-05,77,0.8626451,7.5476556,2362541,-229.19522,-72.09496,0.44265524,5.7031183,1888.530237197876,0.0071021467,[-0.069  0.799 -0.978],167.23,0.8626451,-120.11294,0.011016536,157.10025,30.548874,-79.77939,0.7102147,-120.11294190585613,-100.76832,-1,100,0.0026438069
7800,1.0299811,8.605266,34926.652,29.575113,True,,0.055089932,-126.11049,101.39826,2.2599459e-05,78,0.86421376,11.620792,2379116,-220.16977,-61.85771,0.38889757,5.508993,1903.7327101230621,0.006674665,[-0.046  0.832 -0.976],165.75,0.86421376,-118.77151,0.010299811,158.31206,28.137459,-75.66303,0.6674665,-118.77150790065527,-100.68113,-1,100,0.002259946
7900,1.3024217,7.159409,21967.924,18.537254,True,,0.10526392,-112.195595,56.059566,6.3725376e-05,79,0.86306024,13.967633,2394115,-162.82758,-70.83128,0.37083235,10.526392,1917.1759941577911,0.006212907,[ 0.003  0.861 -1.03 ],149.99,0.86306024,-106.768005,0.013024217,91.99629,22.624525,-60.858395,0.6212906,-106.76801202327013,-81.143074,-1,100,0.0063725375
8000,1.0755408,23.76514,106791.89,38.531807,True,,0.04922644,-113.459,182.87457,0.00031619307,80,0.862781,4.207844,2408708,-286.77438,-61.918648,0.324357,4.922644,1929.8339674472809,0.008515524,[-0.027  0.901 -1.048],145.93,0.862781,-103.89986,0.010755408,224.85574,31.185186,-83.39693,0.85155237,-103.89984419703484,-103.00563,-1,100,0.031619307
8100,1.1164032,21.85344,49099.83,38.345108,True,,0.061233044,-107.90339,106.68854,0.00026995395,81,0.8701291,4.5759387,2422888,-207.6696,-61.164875,0.3513382,6.1233044,1942.4763450622559,0.008804248,[-0.105  0.915 -1.095],141.8,0.8701291,-100.981064,0.011164033,146.50473,26.656044,-87.47257,0.8804248,-100.98106942906976,-102.28041,-1,100,0.026995396
8200,0.7933469,19.629515,43115.746,46.681335,True,,0.042643264,-111.88264,133.3456,0.00048086522,82,0.86433434,5.0943694,2437493,-237.31763,-70.75316,0.4143464,4.2643266,1956.5527002811432,0.0074232654,[-0.111  0.889 -1.068],146.05,0.86433434,-103.97205,0.007933469,166.56447,25.888231,-76.35461,0.7423267,-103.97204177975655,-94.209366,-1,100,0.048086524
8300,0.89731306,11.104523,21750.426,35.02099,True,,0.06714914,-114.319176,83.32833,0.00016759292,83,0.8617134,9.00534,2452559,-191.27179,-70.9675,0.46048844,6.7149143,1969.9273171424866,0.0065875156,[-0.148  0.895 -1.005],150.66,0.8617134,-107.94346,0.00897313,120.30429,27.462029,-71.02699,0.65875155,-107.94345779195427,-90.15984,-1,100,0.016759293
8400,1.0249201,11.3263035,25079.568,35.080276,True,,0.062289845,-119.525444,68.36466,0.00025828427,84,0.86319566,8.829006,2468411,-181.82913,-71.241234,0.51845396,6.228985,1984.632497549057,0.007534131,[-0.21   0.873 -0.958],158.52,0.86319566,-113.46446,0.0102492,110.5879,28.388798,-83.06215,0.7534131,-113.46446913078427,-101.0715,-1,100,0.025828427
8500,0.6305183,69.159035,61186.64,69.56578,True,,0.037747316,-115.13287,133.11118,0.0014222317,85,0.8626187,1.4459426,2483373,-240.23618,-59.72461,0.5475227,3.7747319,1997.911329984665,0.0095326705,[-0.251  0.895 -0.9  ],149.62,0.8626187,-107.125,0.0063051833,180.51157,32.239605,-99.65349,0.95326704,-107.1250021597743,-109.282745,-1,100,0.14222316
8600,0.66583556,7.4232526,11197.494,39.209507,True,,0.032581184,-114.83458,64.499855,0.00011544602,86,0.85897803,13.471184,2498662,-173.54944,-61.28424,0.5898216,3.2581186,2011.376113653183,0.0053474265,[-0.277  0.901 -0.871],152.89,0.85897803,-109.04959,0.0066583552,112.2652,25.43998,-56.26662,0.53474265,-109.04958936184644,-77.4993,-1,100,0.011544602
8700,1.2572973,10.1632185,21882.816,18.617601,True,,0.11173417,-110.70376,72.37925,1.430968e-05,87,0.8593781,9.839403,2513405,-177.17711,-61.33266,0.528236,11.173417,2024.525633096695,0.0060136,[-0.379  0.932 -0.829],147.43,0.8593781,-104.79785,0.012572972,115.84445,23.906034,-62.871445,0.6013601,-104.79785851672291,-81.39698,-1,100,0.001430968
8800,0.8151994,4.651467,9577.852,24.069523,True,,0.049721297,-106.30544,66.708855,2.365605e-05,88,0.86323845,21.498594,2527538,-167.4332,-59.918438,0.4919435,4.97213,2037.386078596115,0.0045897556,[-0.508  0.947 -0.891],141.33,0.86323845,-100.72434,0.008151993,107.514755,22.823488,-45.829926,0.45897552,-100.72434005856513,-71.70761,-1,100,0.002365605
8900,0.67733735,70.50627,34768.86,67.78685,True,,0.04977487,-118.202515,66.978065,0.001385695,89,0.863286,1.4183136,2543199,-179.20702,-69.92433,0.45843282,4.977487,2052.4447588920593,0.009825646,[-0.597  0.908 -0.927],156.61,0.863286,-112.22894,0.006773373,109.282684,23.960554,-107.53779,0.9825646,-112.22895167008042,-114.651886,-1,100,0.1385695
9000,1.0412519,11.735677,25343.92,32.501232,True,,0.074714474,-110.84659,78.99045,0.00015260893,90,0.86431265,8.521026,2557973,-183.71326,-59.37494,0.52853376,7.471448,2065.1680855751038,0.0072253286,[-0.585  0.906 -0.961],147.74,0.86431265,-104.72281,0.010412519,124.33832,24.341162,-75.3857,0.72253305,-104.72281565576792,-93.26148,-1,100,0.015260893
9100,0.9725611,10.30138,30322.3,33.06267,True,,0.055183873,-114.850464,93.490295,0.000118487194,91,0.85772234,9.7074375,2573173,-201.62009,-69.04309,0.5464713,5.5183873,2079.011267185211,0.0068352073,[-0.633  0.901 -0.89 ],152.0,0.85772234,-108.12978,0.009725611,132.577,23.794842,-70.60158,0.68352073,-108.12979197874665,-91.54101,-1,100,0.01184872
9200,0.82493377,6.821274,8901.456,31.285166,True,,0.05639129,-112.4976,44.18875,0.00011993203,92,0.8578317,14.660018,2588221,-151.63196,-70.05414,0.6168534,5.639129,2091.4535760879517,0.0055662547,[-0.636  0.94  -0.872],150.48,0.8578317,-107.44321,0.008249338,81.57782,20.397951,-59.492558,0.55662555,-107.44320485398174,-78.84505,-1,100,0.011993203
9300,1.364554,8.292487,22234.092,18.98141,True,,0.088842295,-112.87475,62.38607,7.170479e-06,93,0.85791016,12.059109,2603250,-169.60725,-58.95221,0.55474865,8.88423,2104.6897954940796,0.006604844,[-0.658  0.917 -0.802],150.29,0.85791016,-107.22119,0.013645539,110.655045,25.101185,-69.64888,0.6604844,-107.22117988184094,-89.28162,-1,100,0.0007170479
9400,1.1755885,15.243279,31848.826,28.45013,True,,0.079692155,-121.84394,80.96121,0.00022757745,94,0.863991,6.560268,2619344,-196.26306,-60.15627,0.5980204,7.969216,2119.9047980308533,0.0074129812,[-0.643  0.879 -0.864],160.94,0.863991,-115.30186,0.011755885,136.1068,26.398512,-84.18201,0.7412982,-115.30184944912791,-100.93831,-1,100,0.022757744
9500,0.6051797,5.9118867,9996.479,42.80145,True,,0.035980616,-117.68967,61.54428,7.4962527e-06,95,0.8571067,16.915073,2635129,-173.45221,-70.60718,0.6310714,3.5980616,2133.0971348285675,0.005235054,[-0.745  0.896 -0.821],157.85,0.8571067,-111.90792,0.0060517974,102.84503,21.02424,-58.93586,0.5235054,-111.9079285928607,-82.714966,-1,100,0.00074962527
9600,1.0872917,7.0500283,43613.586,30.567392,True,,0.064005636,-127.41174,97.66075,4.0834013e-05,96,0.8596128,14.1843405,2652033,-217.81209,-70.45171,0.6177139,6.4005637,2146.745142698288,0.0072142887,[-0.674  0.855 -0.788],169.04,0.8596128,-120.15134,0.010872917,147.36038,29.296808,-77.34133,0.72142893,-120.15133579805493,-104.68553,-1,100,0.0040834015
9700,0.7987902,7.3156524,19945.004,34.87153,True,,0.049424324,-122.801155,81.91866,0.00028900173,97,0.8620162,13.669321,2668268,-198.11594,-71.30602,0.6831886,4.9424324,2160.5158710479736,0.0058449768,[-0.683  0.901 -0.801],162.35,0.8620162,-116.19727,0.0079879025,126.80991,27.476599,-65.53579,0.5844977,-116.19727962762117,-89.95163,-1,100,0.028900174
9800,0.8407846,18.047455,66115.766,43.241886,True,,0.042711876,-122.747246,170.09529,0.00027005767,98,0.8598608,5.5409474,2684164,-283.396,-70.05734,0.7433689,4.271188,2173.3595690727234,0.007338766,[-0.739  0.925 -0.736],158.96,0.8598608,-113.30071,0.008407846,213.33865,29.353237,-81.74303,0.73387665,-113.30071119010448,-103.97943,-1,100,0.027005767
9900,1.0871693,6.673495,22193.793,27.211466,True,,0.06504964,-123.55328,59.811504,2.3337621e-05,99,0.8612697,14.9846525,2700596,-177.4498,-79.6869,0.7388292,6.5049644,2188.854880332947,0.0066472436,[-0.724  0.941 -0.676],164.32,0.8612697,-117.6383,0.010871692,97.7629,22.852095,-71.0269,0.6647244,-117.63829472213983,-93.92385,-1,100,0.0023337621
10000,1.4841421,13.622144,31044.816,21.604033,True,,0.10829505,-110.88657,72.749306,0.000115002076,100,0.8610177,7.3409886,2715421,-177.71214,-69.745514,0.7021102,10.829506,2203.083493947983,0.0077910507,[-0.69   0.993 -0.68 ],148.25,0.8610177,-104.962845,0.014841421,107.96663,20.05127,-81.28536,0.77910507,-104.9628360787034,-97.3353,-1,100,0.011500208
10100,1.09092,18.055338,25724.863,34.759247,True,,0.06529355,-109.188995,70.49333,0.00019932925,101,0.86786735,5.5385284,2730050,-173.88614,-69.7191,0.752687,6.529355,2216.136289358139,0.00796285,[-0.771  0.957 -0.717],146.29,0.86786735,-103.3928,0.010909201,104.16704,20.344288,-82.767044,0.7962851,-103.39280071809888,-96.407875,-1,100,0.019932926
10200,0.94112253,6.360931,20170.26,28.63998,True,,0.05282326,-117.05055,81.42934,6.29691e-06,102,0.86376095,15.720969,2745642,-192.0773,-61.612335,0.6710815,5.282326,2230.2286944389343,0.0059621786,[-0.736  0.982 -0.666],155.92,0.86376095,-110.64797,0.009411224,130.46497,24.980658,-63.33239,0.59621793,-110.6479648205638,-88.7184,-1,100,0.00062969106
10300,0.6454253,4.858053,6428.4683,29.129156,True,,0.043855064,-107.37659,60.438576,5.1995932e-05,103,0.86391044,20.584377,2759986,-162.40176,-59.869286,0.6330946,4.3855066,2241.779509782791,0.0041378643,[-0.62   0.993 -0.748],143.44,0.86391044,-101.963196,0.0064542526,102.53248,22.483742,-41.986935,0.41378635,-101.96319129407406,-66.5475,-1,100,0.0051995935
10400,0.91974497,11.213024,31414.018,35.996574,True,,0.069334514,-118.136215,91.797646,0.00015204253,104,0.8675498,8.9182005,2775549,-203.1618,-61.703964,0.6774608,6.9334517,2254.130495071411,0.0068975748,[-0.677  0.944 -0.786],155.63,0.8675498,-111.36416,0.009197449,141.45784,27.30051,-70.07978,0.68975747,-111.36415955334901,-90.30343,-1,100,0.015204253
10500,1.0921572,30.387943,29553.777,39.764538,True,,0.052414894,-113.42394,62.420982,0.00018265515,105,0.8602196,3.2907789,2790705,-170.17252,-67.48163,0.6126165,5.2414894,2267.979057788849,0.008873746,[-0.71   0.98  -0.741],151.56,0.8602196,-107.75153,0.010921572,102.69089,23.34151,-94.07938,0.88737464,-107.75153699278832,-104.36943,-1,100,0.018265516
10600,0.95628047,4.2843447,10080.808,22.42073,True,,0.06432436,-111.0778,47.679325,8.0970403e-07,106,0.8627039,23.340794,2805620,-153.63593,-69.60759,0.5281091,6.432436,2280.418182849884,0.005140878,[-0.7    0.974 -0.806],149.15,0.8627039,-105.956604,0.009562804,84.028336,20.699333,-50.49771,0.51408786,-105.9565982618928,-75.239395,-1,100,8.097041e-05
10700,0.90501434,9.872389,25231.816,35.683212,True,,0.056611422,-107.50668,94.960075,0.00014152932,107,0.8649991,10.129261,2819800,-195.93558,-60.937042,0.55071163,5.6611423,2292.903944015503,0.0067410134,[-0.718  1.009 -0.891],141.8,0.8649991,-100.975494,0.009050143,134.99854,23.252346,-66.41287,0.6741014,-100.97549785971641,-87.19935,-1,100,0.014152932
10800,0.98230195,8.582506,19231.6,30.95225,True,,0.0708046,-102.67232,69.990425,0.00014635011,108,0.8582454,11.651608,2833434,-167.09299,-59.185112,0.5964655,7.0804605,2304.7953922748566,0.0065768254,[-0.65   1.043 -0.868],136.34,0.8582454,-97.10256,0.00982302,107.907875,22.08075,-60.347,0.6576826,-97.1025615721941,-79.35909,-1,100,0.014635012
10900,0.8458454,6.110977,9475.453,29.279455,True,,0.049013443,-102.01681,51.743805,1.5315092e-05,109,0.8680952,16.363995,2847160,-148.8006,-59.09701,0.54328084,4.9013443,2317.2511887550354,0.0054425164,[-0.641  1.005 -0.822],137.26,0.8680952,-97.05681,0.008458454,89.70358,19.518467,-48.614227,0.5442516,-97.05679332315921,-68.67872,-1,100,0.0015315092
11000,1.1758934,10.52547,35910.49,20.30393,True,,0.07244128,-106.47729,109.38887,2.3394847e-05,110,0.863009,9.500764,2861187,-208.90274,-59.16036,0.4598917,7.244128,2329.4411227703094,0.0059352573,[-0.466  0.997 -0.876],140.27,0.863009,-99.51387,0.011758933,149.74239,24.460163,-56.251884,0.5935257,-99.51387073397636,-77.71546,-1,100,0.0023394846
11100,0.94105774,7.305892,14110.668,30.579857,True,,0.05242813,-102.24541,62.384457,1.105081e-05,111,0.85980093,13.687583,2874804,-159.31923,-59.314663,0.4230132,5.242813,2340.59614276886,0.006245847,[-0.531  0.987 -0.959],136.17,0.85980093,-96.93478,0.009410577,100.00456,21.379387,-59.715965,0.6245846,-96.93476939961315,-79.3636,-1,100,0.001105081
11200,0.8767575,23.755869,31162.691,44.2114,True,,0.056997765,-108.45311,91.490585,0.00045225283,112,0.86032003,4.209486,2889140,-193.4939,-60.565926,0.46076322,5.6997766,2353.9053540229797,0.0078050173,[-0.639  0.959 -0.996],143.36,0.86032003,-102.00331,0.008767575,132.92798,25.202124,-79.542625,0.7805017,-102.00331527337431,-92.775696,-1,100,0.045225285
11300,0.609162,4.347525,6201.2134,30.29437,True,,0.030936936,-105.96443,62.335625,4.738864e-06,113,0.86049044,23.001593,2903258,-162.87103,-61.935616,0.3474418,3.0936937,2366.21253156662,0.004015871,[-0.725  0.972 -0.958],141.18,0.86049044,-100.53541,0.0060916194,100.93542,20.32302,-38.960976,0.4015871,-100.53540653929115,-64.99861,-1,100,0.0004738864
11400,1.0988711,5.888453,13735.458,25.603838,True,,0.055381253,-104.77012,49.00307,3.7785427e-05,114,0.86008656,16.98239,2917287,-148.81276,-68.80487,0.3124047,5.5381255,2380.098733663559,0.0064464984,[-0.714  0.971 -1.071],140.29,0.86008656,-99.809685,0.01098871,80.00789,18.762518,-60.68996,0.64465,-99.80969031557441,-81.13172,-1,100,0.0037785429
11500,0.9731617,18.38966,34462.51,38.336998,True,,0.053884838,-104.08277,100.603294,0.0001977904,115,0.86203736,5.4378386,2930988,-198.0833,-58.830215,0.306794,5.388484,2393.2010889053345,0.0076732906,[-0.684  1.007 -1.107],137.01,0.86203736,-97.47999,0.009731617,139.25308,26.773413,-70.407646,0.7673291,-97.48000218182803,-85.80478,-1,100,0.019779041
11600,1.0396004,9.714514,16292.086,24.127481,True,,0.08486198,-103.42876,70.82534,1.27724525e-05,116,0.85883355,10.293876,2944744,-168.633,-59.301907,0.22063135,8.486198,2405.2998266220093,0.0058624637,[-0.726  1.037 -1.112],137.56,0.85883355,-97.80765,0.010396003,109.331085,23.588802,-55.110676,0.5862464,-97.80765126660467,-73.145454,-1,100,0.0012772452
11700,0.89621764,6.197224,17458.836,30.184538,True,,0.0561361,-100.850075,82.29653,1.4866267e-05,117,0.8585342,16.136257,2958163,-177.23866,-58.902145,0.1817225,5.6136103,2419.165381669998,0.005892911,[-0.794  1.037 -1.198],134.19,0.8585342,-94.942116,0.008962176,118.33652,21.244215,-53.039143,0.5892911,-94.9421211194992,-76.77138,-1,100,0.0014866267
11800,1.1484164,10.71353,24875.223,24.229752,True,,0.07793305,-100.290764,80.651474,3.4526853e-05,118,0.86153793,9.333992,2971471,-175.10541,-59.605835,0.1530167,7.7933054,2432.510397672653,0.0064941817,[-0.787  1.003 -1.237],133.08,0.86153793,-94.453926,0.011484165,115.49957,21.18274,-58.760826,0.64941823,-94.45392758205533,-76.593315,-1,100,0.0034526854
11900,0.85520947,7.299786,20709.969,27.837364,True,,0.061974306,-104.086685,103.47894,2.2999471e-05,119,0.85922325,13.699032,2985165,-200.86996,-59.03289,0.057223175,6.1974306,2445.581967830658,0.0053116614,[-0.825  1.032 -1.266],136.94,0.85922325,-97.39102,0.008552095,141.83707,25.489405,-48.658566,0.53116614,-97.39102035552263,-73.4407,-1,100,0.0022999472
12000,0.8296971,10.057978,16553.033,34.56907,True,,0.0515625,-99.60127,81.80911,5.2940217e-05,120,0.8567475,9.942356,2998327,-175.55844,-59.00341,0.05814328,5.15625,2456.5902750492096,0.0060307574,[-0.814  1.044 -1.362],131.62,0.8567475,-93.74933,0.008296971,116.55503,25.616596,-56.109295,0.60307574,-93.74932761564851,-74.56137,-1,100,0.0052940217
12100,1.0140135,6.935695,18861.096,27.034151,True,,0.062902555,-97.61518,70.85168,8.835178e-06,121,0.8551432,14.418165,3011348,-163.03244,-58.733162,0.038875107,6.2902555,2469.1165363788605,0.0061722035,[-0.892  1.066 -1.361],130.21,0.8551432,-92.18077,0.010140135,104.29928,21.319696,-52.324226,0.6172204,-92.18076196014881,-72.95938,-1,100,0.00088351785
12200,0.94023085,48.801357,32746.176,46.800602,True,,0.072676174,-103.33628,79.72026,0.0010380826,122,0.86204505,2.0491233,3025013,-177.15149,-59.4488,0.044504654,7.267617,2480.9750669002533,0.008818745,[-0.923  1.039 -1.38 ],136.65,0.86204505,-97.43122,0.009402308,117.70269,25.06427,-85.40619,0.8818746,-97.43122925713658,-93.85912,-1,100,0.10380827
12300,0.84126616,9.766453,29711.98,36.77716,True,,0.057448354,-112.7839,105.486855,8.5094885e-05,123,0.8595432,10.239132,3039653,-211.22975,-59.38897,0.063507006,5.7448354,2492.8066506385803,0.006416312,[-0.948  1.027 -1.374],146.4,0.8595432,-105.7429,0.008412661,151.84079,33.3297,-63.310547,0.64163125,-105.7429008860886,-85.84077,-1,100,0.008509489
12400,0.7269457,10.852019,11071.876,39.207363,True,,0.04456722,-97.91387,61.612232,0.00026883234,124,0.8609845,9.214875,3052715,-154.3801,-58.66094,0.13175729,4.4567223,2503.853647708893,0.005837949,[-0.966  1.053 -1.355],130.62,0.8609845,-92.76786,0.007269457,95.71916,19.597042,-51.28687,0.5837949,-92.76786864370108,-66.90808,-1,100,0.026883235
12500,1.0376405,6.064156,16972.365,27.454601,True,,0.07584839,-100.862915,61.396286,6.2910556e-05,125,0.8556343,16.490341,3066146,-157.02504,-58.910454,0.11061166,7.5848393,2515.8502156734467,0.0063833636,[-0.935  1.039 -1.287],134.31,0.8556343,-95.62876,0.010376406,98.114586,21.321236,-58.64845,0.6383364,-95.62875181138516,-79.90352,-1,100,0.0062910556
12600,1.0585331,8.217904,19007.371,25.244417,True,,0.07603434,-102.5331,76.58034,2.6415775e-05,126,0.8623817,12.168553,3079777,-173.33557,-59.141525,0.051320553,7.603434,2527.0473823547363,0.0061512766,[-0.9    1.069 -1.308],136.31,0.8623817,-96.75523,0.0105853295,114.194046,26.134733,-54.697163,0.6151276,-96.75523565948009,-74.85231,-1,100,0.0026415775
12700,0.85823095,11.891588,14618.306,28.909561,True,,0.046764392,-96.19304,83.18482,2.7489417e-05,127,0.85424626,8.409306,3092558,-173.59149,-58.470062,-0.015206257,4.6764393,2538.985816717148,0.005472922,[-0.885  1.093 -1.368],127.81,0.85424626,-90.40667,0.00858231,115.12143,20.309746,-48.434006,0.54729223,-90.40666544735431,-65.21382,-1,100,0.0027489418
12800,0.97426516,6.1741548,19854.945,29.369768,True,,0.05211334,-97.20556,83.26837,1.1619245e-05,128,0.8597921,16.196548,3105392,-174.65219,-58.943726,-0.10769671,5.211334,2551.970401287079,0.006282494,[-0.891  1.073 -1.434],128.34,0.8597921,-91.38383,0.009742651,115.708466,23.026617,-54.023884,0.6282494,-91.38382354855537,-77.45344,-1,100,0.0011619246
12900,0.7292535,8.177523,12532.0205,31.872063,True,,0.05762651,-96.20838,92.353096,4.002306e-05,129,0.8600405,12.228642,3118093,-182.47885,-58.412827,-0.11366053,5.762651,2563.4705905914307,0.0049879374,[-0.933  1.087 -1.527],127.01,0.8600405,-90.12576,0.0072925338,124.066025,24.527628,-43.912178,0.49879372,-90.12575104996561,-65.182816,-1,100,0.004002306
13000,0.9849558,9.490748,33057.65,30.549402,True,,0.056174725,-99.08034,113.1799,3.9454208e-05,130,0.85930973,10.536577,3131082,-205.41315,-58.006306,-0.16824515,5.6174726,2576.677106142044,0.0065325107,[-0.983  1.068 -1.533],129.89,0.85930973,-92.23323,0.009849558,147.40685,29.645346,-56.43077,0.65325105,-92.23323716372252,-78.65654,-1,100,0.003945421
13100,1.0320778,15.982435,52989.45,36.362816,True,,0.055401858,-106.15265,128.58557,8.804407e-05,131,0.86742914,6.256869,3144868,-227.16602,-59.010437,-0.12038423,5.540186,2588.045181274414,0.007801637,[-0.996  1.089 -1.587],137.86,0.86742914,-98.58044,0.010320777,168.15558,31.251451,-75.00058,0.7801637,-98.58043757528067,-93.94148,-1,100,0.008804407
13200,1.2267746,11.741154,26554.775,24.887531,True,,0.08682115,-94.62882,84.76517,5.4614702e-05,132,0.8609288,8.517051,3157508,-173.60709,-58.491104,-0.110508956,8.682115,2599.32781624794,0.007061543,[-0.996  1.103 -1.539],126.4,0.8609288,-88.84193,0.012267744,115.11598,23.392258,-63.220047,0.70615435,-88.84192657217383,-80.108536,-1,100,0.00546147
13300,1.0396731,20.994814,64974.555,39.723858,True,,0.07074264,-104.69607,141.59822,0.0006520759,133,0.85778356,4.763081,3171017,-238.34932,-58.1573,-0.08099819,7.0742636,2611.9994130134583,0.008440144,[-1.016  1.083 -1.529],135.09,0.85778356,-96.75109,0.01039673,180.19202,29.557632,-77.85735,0.84401435,-96.75109188109636,-95.19685,-1,100,0.06520759
13400,0.7603367,10.787114,23638.959,35.592762,True,,0.03329662,-102.88241,115.149315,1.2742747e-05,134,0.86084807,9.27032,3184455,-210.99844,-58.17272,-0.121427365,3.329662,2623.776900291443,0.005652225,[-1.072  1.095 -1.5  ],134.38,0.86084807,-95.84912,0.007603367,152.82571,26.654793,-53.369957,0.5652225,-95.84913059443235,-74.78433,-1,100,0.0012742747
13500,0.8766294,11.70196,20638.82,40.395004,True,,0.053960636,-99.6357,76.514084,5.0433497e-05,135,0.8627298,8.545577,3197666,-170.46753,-58.083527,-0.10483625,5.396064,2635.3170280456543,0.0072166966,[-1.042  1.114 -1.54 ],132.11,0.8627298,-93.95346,0.008766294,112.384,24.151937,-68.24966,0.7216698,-93.95344685137272,-84.86048,-1,100,0.0050433497
13600,0.88571906,15.353692,53673.418,36.327248,True,,0.046181202,-101.64048,161.20177,0.00017460478,136,0.86614394,6.5130916,3210760,-254.36346,-57.372955,-0.097643435,4.61812,2645.7317905426025,0.006690142,[-1.029  1.093 -1.524],130.94,0.86614394,-93.1617,0.008857191,196.99051,27.4236,-59.474194,0.6690143,-93.16169579952955,-81.112686,-1,100,0.017460478
13700,1.0709069,13.173826,29734.062,31.099741,True,,0.07692006,-96.580696,100.0557,6.15121e-05,137,0.86841977,7.590809,3223470,-190.2933,-58.29967,-0.103905305,7.692006,2656.209000825882,0.0071948157,[-1.03   1.113 -1.517],127.1,0.86841977,-90.23759,0.01070907,131.99364,26.207062,-62.038734,0.7194816,-90.23759600803255,-79.51491,-1,100,0.0061512105
13800,1.1077822,9.630525,33996.09,23.343786,True,,0.079858236,-99.87632,106.257126,2.4617926e-05,138,0.8684048,10.383651,3236577,-199.48398,-58.189335,-0.15564732,7.9858236,2668.0562691688538,0.006113168,[-1.006  1.134 -1.523],131.07,0.8684048,-93.22685,0.011077822,141.29465,25.845264,-53.40122,0.61131686,-93.22685382083058,-74.82824,-1,100,0.0024617927
13900,0.84478325,15.2217245,17495.977,35.495346,True,,0.04655648,-96.76404,84.98546,0.00023255573,139,0.8691231,6.5695577,3249446,-175.88661,-59.55757,-0.14566854,4.655648,2679.4793989658356,0.006266651,[-1.029  1.115 -1.575],128.69,0.8691231,-90.90115,0.008447832,116.32904,23.089956,-58.19073,0.6266651,-90.90115714147687,-73.21799,-1,100,0.023255574
