VarianceInitializer,MinTargetPdf,EpThisIter,Epsilon,EpRewMean,LearnableVariance,OptimizationReturnMin,MeanD2-0,MaxIW,TimeElapsed,EpLenMean,OptimizationReturnMean,EmpiricalD2Arithmetic,InitialReturnMax,ESSRenyiHarmonic,TimestepsSoFar,StdWReturnMean,InitialReturnMin,StdIW,ReturnMeanIW,InitialReturnStd,Weights,OptimizationReturnMax,WReturnMean,MinIW,InitialBound,ESSRenyiArithmetic,MinBehavPdf,EpisodesSoFar,ReturnStepMaxmin,Iteration,DivergenceHarmonic,MeanEntropy,Penalization,MeanIW,InitialReturnMean,Inner Iteration,ReturnStepMax,Bound,EmpiricalD2Harmonic
-1.0,-64.12427,100,2.0,-60.42555278971791,,,1.0,73127256.0,587.3579006195068,88.75,31.598274,1.0,-40.411327,100.0,932050,,-92.02383,8207381.0,1307325400.0,9.756912,[-0.125  3.276],51.6125,1093.6482,0.15986349,-1182.4397,100.0,-64.12427,6800,0.8664714,68,1.3278271e+34,0.4189424,True,1532350.9,-60.425552,1,0.8664714,-1.0231972e+19,1.0
-1.0,-66.1662,100,2.0,-60.47275172472,,,1.0,13343.429,598.0628092288971,88.59,28.922712,1.0,-40.190746,100.0,940909,,-89.39546,1575.6001,339757.97,9.679979,[-0.163  3.157],49.204716,930.2251,0.03658877,-1010.9251,100.0,-66.1662,6900,0.8624816,69,1283062000000.0,0.4189424,True,505.3167,-60.472748,1,0.8624816,-91754456.0,1.0
-1.0,-68.74022,100,2.0,-62.388305413424966,,,1.0,6259447300.0,609.014440536499,91.06,23.364592,1.0,-39.336082,100.0,950015,,-85.7529,624738050.0,1792562000.0,9.997238,[-0.259  3.237],46.416817,645.84894,0.1908024,-717.6625,100.0,-68.74022,7000,0.8601296,70,9.930273e+28,0.4189424,True,69916410.0,-62.388306,1,0.8601296,-2.263133e+16,1.0
-1.0,-71.492836,100,2.0,-60.76412139981985,,,1.0,171209.62,621.8217613697052,89.09,24.41948,1.0,-39.44559,100.0,958924,,-85.1836,24448.393,1990012.4,8.66683,[-0.224  3.357],45.73801,671.4249,0.054278053,-741.15393,100.0,-71.492836,7100,0.86594045,71,7.968615e+16,0.4189424,True,5905.1562,-60.764122,1,0.86594045,-19686506000.0,1.0
-1.0,-56.706635,100,2.0,-61.29735835924745,,,1.0,32075642.0,633.7499115467072,90.11,26.875694,1.0,-49.719574,100.0,967935,,-88.17305,3375852.2,194144580.0,7.9906445,[-0.467  3.297],38.453476,786.15314,0.09137353,-835.4401,100.0,-56.706635,7200,0.8583176,72,5.0814313e+22,0.4189424,True,538339.1,-61.29736,1,0.8583176,-11110935000000.0,1.0
-1.0,-76.43555,100,2.0,-61.41135737791657,,,1.0,3565255.5,644.8294010162354,89.7,25.07099,1.0,-39.879204,100.0,976905,,-86.482346,358678.4,15393963.0,9.388003,[-0.527  3.407],46.60314,716.689,0.014296373,-789.08105,100.0,-76.43555,7300,0.86314046,73,4.767902e+17,0.4189424,True,46484.074,-61.411358,1,0.86314046,-50004200000.0,1.0
-1.0,-58.42073,100,2.0,-59.158871159255504,,,1.0,78737730.0,654.7560904026031,86.18,13.803066,1.0,-40.542923,100.0,985523,,-72.96194,7835124.5,157525400.0,6.8330965,[-0.608  3.502],32.419014,237.21582,0.04147126,-272.24655,100.0,-58.42073,7400,0.85476136,74,1.20686524e+27,0.4189424,True,894902.5,-59.15887,1,0.85476136,-1217048100000000.0,1.0
-1.0,-52.697407,100,2.0,-59.67385031968355,,,1.0,20037692.0,666.8017139434814,87.12,18.82029,1.0,-49.387787,100.0,994235,,-78.49414,1996892.2,91013260.0,7.6430464,[-0.66   3.388],29.106354,412.61945,0.14251949,-440.85767,100.0,-52.697407,7500,0.857394,75,7.239749e+18,0.4189424,True,227643.2,-59.67385,1,0.857394,-76073950000.0,1.0
-1.0,-61.59522,100,2.0,-60.44920273140073,,,1.0,22722783000.0,677.2867674827576,88.64,29.15137,1.0,-49.411095,100.0,1003099,,-89.60057,2260633000.0,214700540000.0,9.455491,[-0.736  3.487],40.189476,939.20856,0.011129696,-993.0451,100.0,-61.59522,7600,0.85930157,76,1.1748321e+33,0.4189424,True,233677820.0,-60.449203,1,0.85930157,-1.8454038e+18,1.0
-1.0,-63.717304,100,2.0,-60.97692299708724,,,1.0,1064868900.0,688.1564626693726,89.23,31.64943,1.0,-39.85916,100.0,1012022,,-92.62635,107961976.0,12867211000.0,9.503111,[-0.738  3.362],52.76719,1091.9954,0.027340654,-1184.8035,100.0,-63.717304,7700,0.86245954,77,4.179331e+27,0.4189424,True,14737585.0,-60.976925,1,0.86245954,-6000134300000000.0,1.0
-1.0,-68.65543,100,2.0,-62.573985694795844,,,1.0,64459788.0,698.7006635665894,91.27,44.173683,1.0,-49.46573,100.0,1021149,,-106.747665,10158973.0,2167170300.0,10.898088,[-0.702  3.242],57.281937,2070.0823,0.03726945,-2179.45,100.0,-68.65543,7800,0.86218214,78,1.1476357e+31,0.4189424,True,2246820.5,-62.573986,1,0.86218214,-3.7052384e+17,1.0
-1.0,-71.438736,100,2.0,-59.673589959591624,,,1.0,148433.2,708.110374212265,87.28,24.404278,1.0,-39.805046,100.0,1029877,,-84.077866,15174.981,823531.94,8.768807,[-0.688  3.367],44.27282,672.46063,0.030708749,-737.79193,100.0,-71.438736,7900,0.86189824,79,134082300000000.0,0.4189424,True,2596.4312,-59.673588,1,0.86189824,-757375700.0,1.0
-1.0,-66.47365,100,2.0,-60.82013491392136,,,1.0,13238519000.0,717.7603306770325,88.73,23.658623,1.0,-39.95977,100.0,1038750,,-84.47876,1317048800.0,449370270.0,8.883505,[-0.592  3.447],44.51899,638.64716,0.20547403,-704.708,100.0,-66.47365,8000,0.85933596,80,5.375418e+29,0.4189424,True,134242600.0,-60.820133,1,0.85933596,-4.8436803e+16,1.0
-1.0,-67.859924,100,2.0,-63.158988905847075,,,1.0,165477680.0,730.6654872894287,92.0,35.279137,1.0,-49.273697,100.0,1047950,,-98.438126,16493803.0,816506750.0,10.2421255,[-0.612  3.324],49.16443,1349.5186,0.054887082,-1430.0859,100.0,-67.859924,8100,0.865016,81,5.257104e+30,0.4189424,True,2079373.2,-63.15899,1,0.865016,-1.8473707e+17,1.0
-1.0,-74.187874,100,2.0,-61.349006414711475,,,1.0,258729100.0,744.5915930271149,89.98,27.565577,1.0,-49.41007,100.0,1056948,,-88.91458,28966656.0,2221648400.0,8.636654,[-0.612  3.449],39.504513,834.45264,0.16422425,-886.4704,100.0,-74.187874,8200,0.8609074,82,6.773226e+31,0.4189424,True,5238835.5,-61.349003,1,0.8609074,-4.281244e+17,1.0
-1.0,-60.758972,100,2.0,-61.576432833373545,,,1.0,5079.609,755.1778144836426,90.07,27.674461,1.0,-49.928185,100.0,1065955,,-89.25089,652.7172,105050.38,8.380003,[-0.595  3.573],39.32271,836.10016,0.025146013,-887.63885,100.0,-60.758972,8300,0.8635211,83,80277955000.0,0.4189424,True,204.619,-61.57643,1,0.8635211,-14708778.0,1.0
-1.0,-62.68098,100,2.0,-61.07280462294817,,,1.0,6004025.0,768.8816313743591,89.11,30.416111,1.0,-39.43282,100.0,1074866,,-91.488914,1088716.1,200310050.0,8.90485,[-0.496  3.497],52.056095,1004.43604,0.2293523,-1094.7592,100.0,-62.68098,8400,0.86483616,84,1.5705965e+28,0.4189424,True,348352.3,-61.072803,1,0.86483616,-1.1320204e+16,1.0
-1.0,-65.850494,100,2.0,-62.504390149265525,,,1.0,151711900.0,781.6289792060852,90.57,30.455479,1.0,-40.3627,100.0,1083923,,-92.95987,16177800.0,507763100.0,10.788174,[-0.457  3.378],52.597168,1043.9209,0.037336614,-1136.1318,100.0,-65.850494,8500,0.8571349,85,3.8536194e+33,0.4189424,True,2416213.0,-62.504395,1,0.8571349,-5.7245045e+18,1.0
-1.0,-65.16229,100,2.0,-62.71828307509422,,,1.0,220155890.0,792.5789256095886,91.94,28.93056,1.0,-40.76374,100.0,1093117,,-91.64884,21903854.0,908508860.0,9.401332,[-0.485  3.257],50.8851,925.3623,0.32800606,-1011.6674,100.0,-65.16229,8600,0.8631922,86,1.3083895e+22,0.4189424,True,2215999.5,-62.71828,1,0.8631922,-9873440000000.0,1.0
-1.0,-62.98283,100,2.0,-61.72813189342618,,,1.0,19057620.0,803.1341550350189,90.29,23.16562,1.0,-40.269325,100.0,1102146,,-84.89375,2693998.8,291267600.0,8.85962,[-0.417  3.152],44.624428,615.13885,0.25072655,-681.51306,100.0,-62.98283,8700,0.85747427,87,1.8075983e+30,0.4189424,True,702214.5,-61.728134,1,0.85747427,-8.924318e+16,1.0
-1.0,-55.62095,100,2.0,-63.07426644086838,,,1.0,594577400.0,814.0142557621002,92.33,29.157372,1.0,-41.446087,100.0,1111379,,-92.231636,61149856.0,4503632000.0,9.976611,[-0.439  3.275],50.78555,949.68494,0.39683282,-1035.6526,100.0,-55.62095,8800,0.86248255,88,1.4284276e+31,0.4189424,True,9305875.0,-63.074257,1,0.86248255,-3.2492878e+17,1.0
-1.0,-68.23637,100,2.0,-62.457652061879635,,,1.0,47384840.0,824.71559715271,91.06,24.653519,1.0,-49.95861,100.0,1120485,,-87.11117,5051646.5,379186660.0,8.905256,[-0.464  3.152],37.152557,687.09937,0.04126863,-733.1081,100.0,-68.23637,8900,0.8601713,89,5.196111e+24,0.4189424,True,701711.25,-62.457653,1,0.8601713,-104881030000000.0,1.0
-1.0,-58.67431,100,2.0,-60.88801122665405,,,1.0,9005136.0,834.7334640026093,88.3,24.911766,1.0,-49.65305,100.0,1129315,,-85.799774,1013724.44,136922600.0,8.832246,[-0.522  3.263],36.146725,698.6045,0.058819015,-742.15576,100.0,-58.67431,9000,0.8572517,90,1.3365041e+27,0.4189424,True,216053.9,-60.88801,1,0.8572517,-1592215400000000.0,1.0
-1.0,-63.59607,100,2.0,-61.235295256525276,,,1.0,2426821000.0,844.686689376831,89.78,24.233803,1.0,-49.510567,100.0,1138293,,-85.4691,247103440.0,5395300400.0,9.136835,[-0.56   3.382],35.958534,670.7591,0.6447379,-713.85754,100.0,-63.59607,9100,0.8520576,91,5.1555875e+30,0.4189424,True,32582292.0,-61.2353,1,0.8520576,-9.786375e+16,1.0
-1.0,-61.418217,100,2.0,-62.67081668511033,,,1.0,138300820.0,855.2138481140137,91.41,35.886364,1.0,-49.4692,100.0,1147434,,-98.55718,13762943.0,2475820800.0,9.066994,[-0.577  3.258],49.087982,1370.0416,0.1732365,-1450.3584,100.0,-61.418217,9200,0.85964525,92,4.2553253e+27,0.4189424,True,1701101.8,-62.670815,1,0.85964525,-5239570700000000.0,1.0
-1.0,-58.294144,100,2.0,-62.44443458795548,,,1.0,1943025700.0,865.6798512935638,91.5,36.64589,1.0,-49.80605,100.0,1156584,,-99.090324,210853540.0,25856660000.0,9.189225,[-0.538  3.139],49.284275,1427.363,0.054827858,-1508.3235,100.0,-58.294144,9300,0.8635184,93,4.3486454e+31,0.4189424,True,34298804.0,-62.444427,1,0.8635184,-5.339155e+17,1.0
-1.0,-59.84041,100,2.0,-63.160217101424934,,,1.0,266467940.0,877.5233340263367,92.5,20.895142,1.0,-49.675957,100.0,1165834,,-84.05536,26599256.0,521901100.0,8.110174,[-0.541  3.014],34.379402,502.3819,0.024668021,-541.77826,100.0,-59.84041,9400,0.86317664,94,2.5756207e+28,0.4189424,True,3321454.8,-63.160213,1,0.86317664,-6322901000000000.0,1.0
-1.0,-63.068085,100,2.0,-62.41899781823158,,,1.0,1312041500.0,887.7956688404083,91.08,32.96605,1.0,-40.15692,100.0,1174942,,-95.38505,157625000.0,26246627000.0,10.090568,[-0.512  2.892],55.228127,1188.5801,0.012410296,-1290.2476,100.0,-63.068085,9500,0.858971,95,3.1931225e+29,0.4189424,True,28025590.0,-62.418995,1,0.858971,-5.745229e+16,1.0
-1.0,-60.651417,100,2.0,-63.117781444191934,,,1.0,37095868.0,898.8810744285583,92.37,27.214693,1.0,-49.772957,100.0,1184179,,-90.33247,3699321.2,192836020.0,8.447953,[-0.531  2.769],40.559517,812.00745,0.0110002,-866.84155,100.0,-60.651417,9600,0.8623211,96,1.6335761e+26,0.4189424,True,455099.84,-63.11778,1,0.8623211,-700864600000000.0,1.0
-1.0,-61.245827,100,2.0,-63.017028260976076,,,1.0,10298455000.0,910.1862277984619,92.19,26.311365,1.0,-49.12844,100.0,1193398,,-89.32839,1024582200.0,13701773000.0,9.25463,[-0.579  2.884],40.19995,777.93604,0.0018961222,-831.8015,100.0,-61.245827,9700,0.86451674,97,1.6940824e+27,0.4189424,True,104289530.0,-63.017033,1,0.86451674,-2217173900000000.0,1.0
-1.0,-58.941475,100,2.0,-63.20564095005393,,,1.0,6745137000.0,923.0151951313019,92.33,24.049114,1.0,-49.047115,100.0,1202631,,-87.25475,671159000.0,8991423000.0,8.741828,[-0.626  2.769],38.207638,654.77936,0.13418889,-703.43823,100.0,-58.941475,9800,0.858809,98,3.16585e+30,0.4189424,True,69890950.0,-63.20564,1,0.858809,-8.658134e+16,1.0
-1.0,-60.939026,100,2.0,-64.15995600149036,,,1.0,317262820.0,936.6162705421448,92.3,27.521135,1.0,-49.31762,100.0,1211861,,-91.68109,31687694.0,1550617600.0,10.105777,[-0.638  2.644],42.363472,859.53955,0.19658893,-919.35956,100.0,-60.939026,9900,0.86100465,99,9.9712965e+29,0.4189424,True,3909055.8,-64.15996,1,0.86100465,-5.973621e+16,1.0
-1.0,-67.55971,100,2.0,-63.728275149613616,,,1.0,402081100.0,947.1721556186676,92.79,22.43799,1.0,-49.37013,100.0,1221140,,-86.16627,54438044.0,2746059300.0,9.808151,[-0.64   2.519],36.79614,599.6633,1.3230171,-644.7939,100.0,-67.55971,10000,0.8605373,100,1.1356388e+35,0.4189424,True,9216101.0,-63.72827,1,0.8605373,-1.5209094e+19,1.0
-1.0,-71.39066,100,2.0,-64.48119820147753,,,1.0,457816220.0,957.225528717041,93.9,56.640457,1.0,-48.99584,100.0,1230530,,-121.12166,46968264.0,23003748000.0,10.844752,[-0.653  2.395],72.125824,3325.7502,0.49973568,-3499.1514,100.0,-71.39066,10100,0.8625391,101,5.7524864e+33,0.4189424,True,6436911.5,-64.4812,1,0.8625391,-1.3151888e+19,1.0
-1.0,-64.25589,100,2.0,-62.36432016447186,,,1.0,6634958.0,968.2977828979492,90.41,43.36306,1.0,-49.151657,100.0,1239571,,-105.72739,660292.4,150605810.0,11.109496,[-0.672  2.518],56.57573,2003.7764,0.049394347,-2110.4673,100.0,-64.25589,10200,0.86636424,102,6.0873193e+22,0.4189424,True,75675.99,-62.364326,1,0.86636424,-26324165000000.0,1.0
-1.0,-61.117226,100,2.0,-65.59749423339963,,,1.0,2211674.8,978.7442014217377,95.25,27.737192,1.0,-48.893524,100.0,1249096,,-93.33469,289078.22,30239850.0,11.324512,[-0.61  2.41],44.441162,897.5964,0.03863203,-963.42926,100.0,-61.117226,10300,0.86626756,103,5.2718978e+25,0.4189424,True,62899.6,-65.597496,1,0.86626756,-478005700000000.0,1.0
-1.0,-64.52132,100,2.0,-64.01486311525106,,,1.0,3784747500.0,989.3961477279663,93.37,31.656065,1.0,-49.071358,100.0,1258433,,-95.67093,499480640.0,42138110000.0,10.428413,[-0.675  2.517],46.59957,1110.8583,0.10952388,-1183.2413,100.0,-64.52132,10400,0.86056614,104,3.8985527e+29,0.4189424,True,73609810.0,-64.01487,1,0.86056614,-4.5195447e+16,1.0
-1.0,-66.63939,100,2.0,-63.91364855289459,,,1.0,46893216.0,999.7769207954407,92.86,30.325136,1.0,-49.77649,100.0,1267719,,-94.238785,5073600.0,435319500.0,10.193369,[-0.708  2.637],44.462296,1023.5186,0.008420258,-1089.4135,100.0,-66.63939,10500,0.85748225,105,1.62383e+34,0.4189424,True,906630.6,-63.913647,1,0.85748225,-8.3971677e+18,1.0
-1.0,-62.635963,100,2.0,-64.58824065089226,,,1.0,679543.4,1012.6152083873749,94.23,28.016418,1.0,-49.48552,100.0,1277142,,-92.60466,99873.16,14532614.0,9.821516,[-0.684  2.76 ],43.11914,881.3819,0.03384915,-943.3546,100.0,-62.635963,10600,0.8690015,106,6.335827e+19,0.4189424,True,21769.6,-64.58824,1,0.8690015,-493325320000.0,1.0
-1.0,-60.817924,100,2.0,-62.918824696838854,,,1.0,295593.56,1022.9648804664612,91.76,21.618233,1.0,-49.8825,100.0,1286318,,-84.537056,30690.43,160608.88,10.082435,[-0.597  2.85 ],34.654556,569.00336,0.016838564,-609.0334,100.0,-60.817924,10700,0.86363095,107,11880959000000.0,0.4189424,True,4348.392,-62.918827,1,0.86363095,-138143470.0,1.0
-1.0,-56.55645,100,2.0,-63.503187230080364,,,1.0,50521390.0,1033.2689368724823,92.94,25.446083,1.0,-48.9785,100.0,1295612,,-88.94927,5444837.5,233141390.0,8.497122,[-0.502  2.769],39.97077,719.70435,0.00063675654,-772.958,100.0,-56.55645,10800,0.85952234,108,1.2099323e+22,0.4189424,True,788038.8,-63.50319,1,0.85952234,-5858166000000.0,1.0
-1.0,-67.9778,100,2.0,-61.94446880966425,,,1.0,656577500.0,1046.4777846336365,89.93,28.762058,1.0,-39.277855,100.0,1304605,,-90.70653,65535850.0,6208916500.0,10.512686,[-0.44   2.661],51.428673,937.7726,0.17300934,-1025.9331,100.0,-67.9778,10900,0.85713327,109,1.4984713e+30,0.4189424,True,7856279.0,-61.94447,1,0.85713327,-1.079229e+17,1.0
-1.0,-58.905266,100,2.0,-62.29966204151511,,,1.0,34864.11,1057.5248918533325,91.05,25.034863,1.0,-49.33474,100.0,1313710,,-87.334526,4584.957,387990.56,9.999266,[-0.441  2.786],37.999786,726.7297,0.03222426,-774.86194,100.0,-58.905266,11000,0.86108685,110,4677241000000.0,0.4189424,True,1171.284,-62.299664,1,0.86108685,-104484440.0,1.0
-1.0,-55.589115,100,2.0,-60.695580172091724,,,1.0,436053.16,1067.209799528122,87.95,23.178673,1.0,-49.39977,100.0,1322505,,-83.87425,56408.492,2725572.0,8.858956,[-0.685  2.842],34.474483,615.73193,0.046753496,-655.3476,100.0,-55.589115,11100,0.8588949,111,1.2294539e+16,0.4189424,True,11664.905,-60.695587,1,0.8588949,-4395414000.0,1.0
-1.0,-58.89582,100,2.0,-59.60833949804306,,,1.0,1411238800.0,1077.4683091640472,87.2,30.217545,1.0,-49.366745,100.0,1331225,,-89.82588,163942620.0,14795156000.0,8.309324,[-0.594  2.928],40.459137,982.14465,0.17839096,-1036.7076,100.0,-58.89582,11200,0.858824,112,1.3013839e+28,0.4189424,True,24012826.0,-59.60834,1,0.858824,-6224662000000000.0,1.0
-1.0,-57.341713,100,2.0,-61.52420113667846,,,1.0,316188.25,1088.0304913520813,89.59,28.18145,1.0,-39.724304,100.0,1340184,,-89.70565,34717.23,3493516.2,9.442114,[-0.561  2.807],49.981346,883.3476,0.04040779,-966.6153,100.0,-57.341713,11300,0.8555107,113,1.4892044e+16,0.4189424,True,7119.5264,-61.5242,1,0.8555107,-10165322000.0,1.0
-1.0,-73.929596,100,2.0,-63.258036190271376,,,1.0,866346750.0,1101.5030934810638,92.37,47.960365,1.0,-49.558273,100.0,1349421,,-111.21841,86439690.0,17226519000.0,10.4119625,[-0.647  2.898],61.660133,2408.606,0.027928015,-2535.3333,100.0,-73.929596,11400,0.86561483,114,1.5798033e+31,0.4189424,True,10556947.0,-63.258038,1,0.86561483,-5.0372002e+17,1.0
-1.0,-61.898235,100,2.0,-63.14036315575242,,,1.0,4766080000.0,1112.241022825241,91.42,34.91514,1.0,-49.11476,100.0,1358563,,-98.0555,474181000.0,39091007000.0,10.773426,[-0.649  2.773],48.940735,1335.1332,0.007864127,-1414.9703,100.0,-61.898235,11500,0.8687372,115,2.8031726e+29,0.4189424,True,48087384.0,-63.14036,1,0.8687372,-4.227125e+16,1.0
-1.0,-63.283215,100,2.0,-61.83108045130968,,,1.0,142561470.0,1122.6222350597382,90.24,23.746527,1.0,-49.22689,100.0,1367587,,-85.57761,20327268.0,1556192300.0,9.022026,[-0.672  2.896],36.350716,645.2944,0.016747726,-689.3383,100.0,-63.283215,11600,0.86247945,116,2.2001326e+31,0.4189424,True,3891965.5,-61.831078,1,0.86247945,-2.0659942e+17,1.0
-1.0,-64.005,100,2.0,-63.67456283971667,,,1.0,20716702.0,1135.5825171470642,92.72,34.98529,1.0,-39.855457,100.0,1376859,,-98.65985,2164797.2,508086100.0,9.9640045,[-0.661  2.771],58.804394,1323.2517,0.055787377,-1438.5122,100.0,-64.005,11700,0.851767,117,5.4494103e+25,0.4189424,True,373555.62,-63.67456,1,0.851767,-850889800000000.0,1.0
-1.0,-63.75281,100,2.0,-63.03867222711444,,,1.0,320850800.0,1147.8019132614136,91.62,29.33716,1.0,-49.069237,100.0,1386021,,-92.37583,31912088.0,1719574400.0,9.763018,[-0.717  2.659],43.306595,955.9855,1.0026853,-1018.4991,100.0,-63.75281,11800,0.8561137,118,2.3437428e+28,0.4189424,True,3559245.8,-63.038673,1,0.8561137,-9570660000000000.0,1.0
-1.0,-67.86815,100,2.0,-61.79006796568632,,,1.0,670370700.0,1157.9315185546875,89.93,31.882248,1.0,-39.803867,100.0,1395014,,-93.67232,69286570.0,9103902000.0,9.820771,[-0.679  2.778],53.86845,1112.9253,0.03581626,-1209.6484,100.0,-67.86815,11900,0.86963224,119,6.7053584e+30,0.4189424,True,10094169.0,-61.79007,1,0.86963224,-2.5047174e+17,1.0
-1.0,-61.653027,100,2.0,-62.85621019586921,,,1.0,20596928.0,1171.0117678642273,91.51,31.765162,1.0,-49.12355,100.0,1404165,,-94.62137,2153088.0,434282300.0,10.006148,[-0.684  2.903],45.497818,1109.1483,0.09636769,-1178.147,100.0,-61.653027,12000,0.855858,120,1.5020996e+23,0.4189424,True,381539.56,-62.856205,1,0.855858,-26743384000000.0,1.0
-1.0,-61.088364,100,2.0,-61.35928029000759,,,1.0,1787065500.0,1181.6232361793518,89.29,34.69565,1.0,-39.809128,100.0,1413094,,-96.05493,178107180.0,24741034000.0,10.096088,[-0.62   3.011],56.245804,1305.7192,0.27771327,-1411.1687,100.0,-61.088364,12100,0.858706,121,6.07523e+33,0.4189424,True,20062864.0,-61.359276,1,0.858706,-8.219404e+18,1.0
-1.0,-67.34509,100,2.0,-62.765607827603816,,,1.0,1873.423,1192.2919833660126,91.77,23.680552,1.0,-40.121387,100.0,1422271,,-86.44616,193.86592,15712.762,9.532373,[-0.625  3.136],46.32477,651.63464,0.058515545,-723.1644,100.0,-67.34509,12200,0.86011386,122,83343940.0,0.4189424,True,46.794315,-62.765606,1,0.86011386,-668756.5,1.0
-1.0,-56.560707,100,2.0,-59.81174388319254,,,1.0,98893450.0,1202.6669297218323,87.19,22.660315,1.0,-39.464607,100.0,1430990,,-82.47206,11517633.0,290851400.0,8.166821,[-0.619  3.198],43.007454,580.18695,0.10433354,-641.8389,100.0,-56.560707,12300,0.8550532,123,2.0068572e+30,0.4189424,True,1849550.4,-59.811745,1,0.8550532,-8.734227e+16,1.0
-1.0,-70.42389,100,2.0,-60.72763928964734,,,1.0,356221380.0,1216.289699792862,88.82,23.158472,1.0,-40.08574,100.0,1439872,,-83.88611,45968696.0,3245003000.0,8.0485115,[-0.606  3.322],43.80037,601.09314,0.0932696,-665.03827,100.0,-70.42389,12400,0.85826373,124,4.6325342e+30,0.4189424,True,8559057.0,-60.72764,1,0.85826373,-1.3763966e+17,1.0
-1.0,-58.275063,100,2.0,-62.925975131094454,,,1.0,607375.3,1227.2137174606323,91.46,22.66429,1.0,-49.543358,100.0,1449018,,-85.59026,60423.293,1608297.1,7.882019,[-0.611  3.197],36.046906,575.79614,0.035156753,-619.10645,100.0,-58.275063,12500,0.86474776,125,76012986000000.0,0.4189424,True,6931.0586,-62.92598,1,0.86474776,-379231460.0,1.0
-1.0,-62.805637,100,2.0,-61.650297888219356,,,1.0,2458957.8,1237.5033042430878,89.56,24.81604,1.0,-49.561806,100.0,1457974,,-86.46634,264762.22,22998536.0,8.70127,[-0.519  3.112],36.904533,691.5479,0.3388767,-736.9439,100.0,-62.805637,12600,0.86342466,126,4.3103074e+24,0.4189424,True,55193.465,-61.65029,1,0.86342466,-94252395000000.0,1.0
-1.0,-67.424065,100,2.0,-62.2030246309936,,,1.0,21690884.0,1248.2757630348206,90.99,25.124872,1.0,-49.803642,100.0,1467073,,-87.327896,2873400.2,183666240.0,8.1134615,[-0.457  3.221],37.524254,697.08734,0.16028239,-744.0212,100.0,-67.424065,12700,0.8696009,127,2.7781066e+26,0.4189424,True,594114.4,-62.203022,1,0.8696009,-782307400000000.0,1.0
-1.0,-72.77912,100,2.0,-62.5517992579937,,,1.0,6651161000.0,1258.9965379238129,90.77,28.546465,1.0,-39.789925,100.0,1476150,,-91.09827,661759100.0,152630960.0,9.854852,[-0.415  3.103],51.308342,912.01886,0.8344228,-999.76666,100.0,-72.77912,12800,0.865083,128,3.7315396e+30,0.4189424,True,66747136.0,-62.551804,1,0.865083,-1.6951133e+17,1.0
-1.0,-58.852478,100,2.0,-61.72619620651007,,,1.0,47203955000.0,1269.3101377487183,90.21,29.422518,1.0,-39.90189,100.0,1485171,,-91.14871,4696278000.0,3650618000.0,9.500661,[-0.444  3.224],51.246822,955.947,0.06069863,-1043.4841,100.0,-58.852478,12900,0.86338586,129,4.073539e+32,0.4189424,True,477538430.0,-61.726196,1,0.86338586,-1.7668455e+18,1.0
-1.0,-71.64237,100,2.0,-62.81348729595542,,,1.0,1223545100.0,1282.677927017212,91.2,31.790747,1.0,-49.693672,100.0,1494291,,-94.60423,121825320.0,15070100000.0,10.369928,[-0.438  3.1  ],44.91056,1118.1869,0.001367008,-1185.4164,100.0,-71.64237,13000,0.85891664,130,2.3759394e+34,0.4189424,True,13476095.0,-62.813488,1,0.85891664,-1.0363188e+19,1.0
-1.0,-71.37105,100,2.0,-62.75959515720606,,,1.0,871.71454,1295.6431984901428,91.29,27.46142,1.0,-48.804085,100.0,1503420,,-90.221016,126.237404,25270.025,10.291875,[-0.471  2.979],41.41693,860.0523,0.11589095,-917.2293,100.0,-71.37105,13100,0.8671669,131,73655224.0,0.4189424,True,47.584206,-62.759594,1,0.8671669,-515992.97,1.0
-1.0,-64.19529,100,2.0,-61.84000785127282,,,1.0,7201.865,1307.013695716858,90.21,25.381573,1.0,-49.764435,100.0,1512441,,-87.22158,904.0686,110474.586,9.272745,[-0.465  3.041],37.457146,730.20795,0.035045616,-776.9734,100.0,-64.19529,13200,0.85256666,132,91228620000.0,0.4189424,True,285.6971,-61.840004,1,0.85256666,-14236294.0,1.0
-1.0,-60.0673,100,2.0,-62.117464682012795,,,1.0,751834200.0,1317.9603652954102,90.45,31.400826,1.0,-40.355274,100.0,1521486,,-93.51829,89235330.0,5575579000.0,9.694985,[-0.71   3.092],53.163013,1080.0044,0.005518139,-1174.2104,100.0,-60.0673,13300,0.8703911,133,8.675581e+28,0.4189424,True,14380963.0,-62.117466,1,0.8703911,-2.7749e+16,1.0
-1.0,-73.17438,100,2.0,-60.688624254912135,,,1.0,352348030.0,1327.8326601982117,88.36,20.900898,1.0,-39.394592,100.0,1530322,,-81.58952,35050492.0,1736274600.0,8.340775,[-0.939  2.993],42.19493,506.41608,0.2966466,-565.76074,100.0,-73.17438,13400,0.8683992,134,1.3806108e+30,0.4189424,True,3938058.0,-60.68862,1,0.8683992,-6.9732453e+16,1.0
-1.0,-69.52599,100,2.0,-61.25617451131344,,,1.0,99761890.0,1338.4145061969757,89.1,32.76491,1.0,-49.410355,100.0,1539232,,-94.02109,9922464.0,168819100.0,9.74831,[-0.945  3.118],44.610733,1168.5691,0.17778227,-1234.9033,100.0,-69.52599,13500,0.8623253,135,1.0734125e+29,0.4189424,True,1213152.4,-61.256176,1,0.8623253,-2.1734057e+16,1.0
