Weights,MinIW,LearnableVariance,InitialReturnMax,InitialBound,ReturnStepMaxmin,MaxIW,EpRewMean,MeanEntropy,ESSRenyi,StdIW,ReturnMeanIW,Iteration,MaxIWNorm,InitialReturnMean,StdIWNorm,MeanIW,Bound,MeanIWNorm,J_sample_variance,MinIWNorm,ESSClassic,TimestepsSoFar,InitialReturnStd,TimeElapsed,InitialReturnMin,OptimizationReturnMean,VarianceInit,EpThisIter,EpLenMean,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,OptimizationReturnMin,EmpiricalD2
[1.049 1.414],0.0053505264,,-52.14814,-84.58236,0.86428,6.132799,-80.22509350046515,0.4189424,7.9731445,0.90536267,-44.1264,290,0.06132799,-80.22509,0.009053626,0.5449414,-59.557594,0.0054494143,7042.2505,5.3505264e-05,26.594107,5884783,13.659027,7288.2036011219025,-130.71808,50.492985,-1.0,100,115.43,0.86428,78.56994,29000,,12.542103
[1.025 1.37 ],0.030143313,,-51.883537,-84.79216,0.8638786,6.950408,-80.7484232442081,0.4189424,26.844204,1.225429,-73.34567,291,0.069504075,-80.74843,0.01225429,0.9107377,-81.1504,0.009107377,15049.504,0.00030143312,35.58132,5896420,15.926756,7297.765226364136,-121.31209,40.563667,-1.0,100,116.37,0.8638786,69.42855,29100,,3.725199
[1.056 1.4  ],0.007819085,,-51.95458,-88.180786,0.86518687,10.892317,-83.21132567301393,0.4189424,9.637905,1.2646054,-51.260433,292,0.10892317,-83.21133,0.012646055,0.6612429,-67.26772,0.006612429,20583.334,7.819085e-05,21.470604,5908319,19.924698,7307.46219086647,-149.0838,65.872475,-1.0,100,118.99,0.86518687,97.12923,29200,,10.375699
[0.989 1.443],0.10139393,,-51.9824,-81.342125,0.86395484,3.2649865,-77.72848977714777,0.4189424,55.02964,0.6620316,-66.1566,293,0.032649864,-77.72849,0.0066203163,0.84405226,-71.027916,0.0084405225,8976.805,0.0010139393,61.91171,5919471,14.447925,7316.483057498932,-108.409164,30.680674,-1.0,100,111.52,0.86395484,56.426765,29300,,1.8172024
[0.906 1.448],0.3654505,,-52.29553,-83.2763,0.85308015,2.4441233,-78.79989859610797,0.4189424,85.38416,0.41702428,-77.7268,294,0.024441233,-78.7999,0.0041702427,0.98518205,-82.571205,0.009851821,18524.059,0.003654505,84.80469,5930838,16.478615,7326.268864154816,-134.29202,55.492123,-1.0,100,113.67,0.85308015,81.99649,29400,,1.1711774
[0.93  1.437],0.015588364,,-51.722076,-84.87022,0.86577505,14.406841,-80.23777512341738,0.4189424,14.115518,1.6466095,-64.75098,295,0.1440684,-80.23778,0.016466096,0.8257973,-77.08092,0.008257974,30581.92,0.00015588364,20.09691,5942367,19.382113,7336.513762950897,-138.97308,58.735302,-1.0,100,115.29,0.86577505,87.25101,29500,,7.084402
[0.899 1.4  ],0.006133935,,-52.226467,-81.45193,0.85525143,9.758816,-77.38539528504015,0.4189424,6.4230394,1.1143802,-49.582237,296,0.09758816,-77.3854,0.011143802,0.63636744,-65.62777,0.0063636736,8763.1455,6.133935e-05,24.590836,5953450,14.9773035,7345.882728099823,-121.99605,44.61065,-1.0,100,110.83,0.85525143,69.76958,29600,,15.5689535
[1.07  1.386],0.012000148,,-52.597347,-85.571365,0.86183715,7.6203136,-79.73418803200126,0.4189424,18.976719,1.1584262,-58.7944,297,0.07620314,-79.73419,0.011584261,0.76481736,-72.194016,0.007648173,31558.934,0.00012000148,30.356874,5964961,17.819866,7355.37936425209,-175.11531,95.38113,-1.0,100,115.11,0.86183715,122.51796,29700,,5.2696147
[1.202 1.378],0.0010720302,,-52.109203,-87.732315,0.86667335,6.570907,-83.27148034781217,0.4189424,11.07298,1.1336555,-56.083565,298,0.06570907,-83.271484,0.011336555,0.68430185,-69.48907,0.0068430183,12101.746,1.0720301e-05,26.705677,5976895,16.243507,7364.932858943939,-133.82483,50.55335,-1.0,100,119.34,0.86667335,81.71562,29800,,9.0309925
[1.222 1.419],0.676811,,-52.652496,-84.450356,0.86195076,1.7299148,-79.67466513261199,0.4189424,96.6676,0.19559634,-79.30401,299,0.017299147,-79.67466,0.0019559634,1.0004653,-84.161316,0.010004654,21206.727,0.0067681097,96.31846,5988394,16.765713,7374.572193622589,-143.27078,63.596115,-1.0,100,114.99,0.86195076,90.618286,29900,,1.0344727
[1.203 1.419],0.010855802,,-52.553703,-85.778854,0.8620219,5.5376673,-81.37055387318134,0.4189424,5.9306207,0.96165407,-50.28243,300,0.05537667,-81.37055,0.00961654,0.6353782,-68.384224,0.006353782,9991.486,0.00010855802,30.388433,6000138,15.621606,7384.447539567947,-132.24918,50.878628,-1.0,100,117.44,0.8620219,79.69547,30000,,16.86164
[1.035 1.43 ],0.0050666127,,-53.136612,-87.36931,0.8622732,9.86575,-82.19900015085936,0.4189424,12.807366,1.2493998,-61.097847,301,0.0986575,-82.199005,0.012493997,0.76334906,-75.54515,0.0076334905,24387.637,5.0666127e-05,27.18204,6011938,17.619255,7393.618489742279,-155.10939,72.910385,-1.0,100,118.0,0.8622732,101.97278,30100,,7.808007
[0.929 1.406],0.008850093,,-51.5088,-84.54031,0.85707164,6.3481445,-79.63612730786204,0.4189424,9.223701,0.92617655,-45.444714,302,0.06348144,-79.63612,0.0092617655,0.5880475,-61.592567,0.005880475,11845.671,8.850093e-05,28.730398,6023385,16.514664,7402.542105913162,-147.12576,67.48963,-1.0,100,114.47,0.85707164,95.61696,30200,,10.841636
[1.077 1.384],0.08167185,,-52.35442,-86.788475,0.86869276,3.1676877,-82.31796057626605,0.4189424,40.12739,0.6452267,-65.09073,303,0.031676877,-82.31796,0.006452267,0.7787788,-72.147995,0.0077877874,12132.747,0.00081671844,59.296844,6035259,15.822487,7412.130655765533,-134.11526,51.797306,-1.0,100,118.74,0.86869276,81.76085,30300,,2.4920633
[1.173 1.385],0.041845925,,-53.3639,-85.36165,0.8632506,9.0138445,-81.13118715539575,0.4189424,37.84218,1.1382403,-72.721085,304,0.09013844,-81.13119,0.011382404,0.8983971,-79.5981,0.00898397,16211.013,0.00041845924,38.384655,6046909,16.20435,7421.287449359894,-126.913956,45.782772,-1.0,100,116.5,0.8632506,73.55006,30400,,2.642554
[1.207 1.357],0.0031779795,,-53.34288,-86.51602,0.86095303,4.9373226,-82.2400169530511,0.4189424,5.4791107,0.89795697,-46.98463,305,0.049373224,-82.24002,0.00897957,0.54569167,-65.252335,0.0054569165,6334.322,3.1779793e-05,26.97018,6058705,15.085038,7431.294646978378,-128.28036,46.040356,-1.0,100,117.96,0.86095303,74.937485,30500,,18.251137
[1.224 1.308],0.0024700775,,-52.444855,-84.800514,0.8550035,6.1362286,-80.32471427828074,0.4189424,6.0168233,0.921199,-44.39463,306,0.061362285,-80.324715,0.009211991,0.55363154,-62.641457,0.005536315,8974.446,2.4700774e-05,26.534819,6070257,15.960525,7439.681709289551,-134.27408,53.949364,-1.0,100,115.52,0.8550035,81.82922,30600,,16.620066
[1.188 1.356],0.006379427,,-52.724052,-86.19176,0.8604862,6.4862523,-81.94683174014091,0.4189424,6.8006554,0.8734178,-44.34499,307,0.06486252,-81.94682,0.008734178,0.56620353,-60.622738,0.005662035,7153.067,6.3794265e-05,29.589542,6082116,15.364137,7448.245423555374,-127.34765,45.400814,-1.0,100,118.59,0.8604862,74.6236,30700,,14.704465
[1.097 1.397],0.0073463176,,-52.149796,-86.24625,0.864144,7.3646646,-81.09833992436528,0.4189424,17.858063,1.2427052,-63.55663,308,0.07364664,-81.09834,0.0124270525,0.77168375,-75.73848,0.007716837,22572.033,7.3463176e-05,27.829353,6093846,16.504856,7458.04026722908,-154.4371,73.33877,-1.0,100,117.3,0.864144,102.28731,30800,,5.5997114
[1.102 1.361],0.0016179418,,-53.494995,-87.01506,0.86939347,6.20972,-82.76275369346142,0.4189424,7.760553,0.8485814,-45.097363,309,0.0620972,-82.76276,0.008485814,0.5822696,-60.361736,0.0058226963,8047.0693,1.6179418e-05,32.01104,6105807,15.750843,7467.578439950943,-127.56941,44.80666,-1.0,100,119.61,0.86939347,74.07442,30900,,12.88568
[0.946 1.361],0.0017171117,,-52.305305,-86.13797,0.85743564,7.007252,-81.800772126019,0.4189424,6.211377,1.1481419,-56.936565,310,0.070072524,-81.80077,0.011481418,0.72249734,-74.339195,0.007224973,12555.639,1.7171116e-05,28.366117,6117470,15.490206,7477.424896001816,-130.1158,48.31503,-1.0,100,116.63,0.85743564,77.81049,31000,,16.09949
[0.965 1.408],0.00030127453,,-51.908,-81.094055,0.85221237,3.139481,-77.17098715573549,0.4189424,4.3758726,0.6881894,-39.41929,311,0.03139481,-77.17099,0.006881894,0.5121416,-58.17328,0.005121416,4704.7925,3.0127453e-06,35.642242,6128620,14.659375,7486.938198566437,-117.69208,40.52109,-1.0,100,111.5,0.85221237,65.78407,31100,,22.852585
[0.865 1.37 ],0.004788731,,-51.195503,-87.17888,0.8578638,4.2629633,-81.31783317446708,0.4189424,10.990951,0.9800495,-61.200226,312,0.042629633,-81.31783,0.009800495,0.7642351,-78.87922,0.00764235,27149.219,4.788731e-05,37.813892,6140275,18.946098,7496.107241153717,-175.83142,94.51358,-1.0,100,116.55,0.8578638,124.63592,31200,,9.098394
[0.814 1.412],0.0070296545,,-52.050568,-86.71227,0.86657834,7.7674656,-81.47191056281328,0.4189424,16.150171,1.2580922,-63.466614,313,0.07767466,-81.47192,0.012580922,0.8071472,-76.50647,0.008071471,27007.012,7.029654e-05,29.15865,6151926,16.727324,7505.664962768555,-157.21085,75.73894,-1.0,100,116.51,0.86657834,105.16028,31300,,6.191885
[0.911 1.436],0.28766593,,-51.06082,-84.95276,0.8622335,2.5707836,-80.64514729082585,0.4189424,79.462425,0.46921423,-78.385765,314,0.025707835,-80.64515,0.0046921424,0.9865693,-83.218094,0.009865693,17408.352,0.0028766592,81.55294,6163581,16.008625,7515.269157648087,-129.22852,48.58337,-1.0,100,116.55,0.8622335,78.167694,31400,,1.2584565
[0.874 1.446],0.0011456416,,-51.93785,-82.10004,0.8644851,5.397094,-78.25054605424404,0.4189424,5.9061027,1.0294803,-53.28163,315,0.053970937,-78.25054,0.010294803,0.72304404,-69.12155,0.007230441,9576.131,1.1456415e-05,33.033318,6174863,15.588695,7524.537847518921,-115.48474,37.234196,-1.0,100,112.82,0.8644851,63.54689,31500,,16.931639
[0.859 1.494],0.0076621887,,-51.052475,-83.21539,0.8539225,7.9953475,-79.16278313681484,0.4189424,12.660825,1.3570036,-66.55167,316,0.07995348,-79.16278,0.013570037,0.8745958,-77.94114,0.008745958,16268.135,7.662189e-05,29.347942,6186208,16.153996,7534.405764579773,-121.57826,42.415478,-1.0,100,113.45,0.8539225,70.52579,31600,,7.8983793
[0.937 1.456],0.009502835,,-51.38759,-81.609314,0.8641442,6.950707,-76.80794818535448,0.4189424,8.7337,1.0252073,-43.230022,317,0.06950707,-76.807945,0.010252074,0.58651215,-59.47674,0.005865121,13500.783,9.502834e-05,24.658424,6197311,15.400886,7543.0193593502045,-144.04099,67.23304,-1.0,100,111.03,0.8641442,92.6534,31700,,11.449902
[1.096 1.441],0.005107741,,-52.721912,-84.24811,0.86658216,6.118202,-79.68519490838051,0.4189424,8.959475,0.9530054,-47.85994,318,0.061182022,-79.685196,0.0095300535,0.62227684,-63.10403,0.0062227678,11938.112,5.1077408e-05,29.891481,6208866,15.198526,7552.248665332794,-136.88757,57.202377,-1.0,100,115.55,0.86658216,84.165665,31800,,11.161368
[0.96  1.425],0.009028566,,-52.105938,-83.6099,0.8701263,10.514233,-79.26896287426352,0.4189424,10.993698,1.3693651,-60.990047,319,0.105142325,-79.26897,0.013693651,0.8033785,-74.08223,0.008033785,19960.197,9.0285655e-05,25.60592,6220281,15.778703,7561.638514757156,-130.22824,50.959282,-1.0,100,114.15,0.8701263,78.1223,31900,,9.09612
[1.024 1.461],0.017887501,,-52.043465,-81.309105,0.8579428,3.9842844,-77.1715480543673,0.4189424,15.543638,0.8858142,-55.236523,320,0.039842844,-77.17155,0.0088581415,0.71879697,-65.73116,0.007187969,10264.177,0.00017887501,39.70298,6231367,14.957205,7570.752995252609,-124.126724,46.955177,-1.0,100,110.86,0.8579428,72.08326,32000,,6.4335003
[1.119 1.487],0.5355775,,-52.54631,-80.81533,0.8641419,2.147861,-76.81620401918889,0.4189424,94.66781,0.2744811,-75.846634,321,0.02147861,-76.8162,0.002744811,0.98887116,-79.95685,0.009888711,14557.013,0.0053557744,92.84661,6242464,14.102607,7579.865819692612,-119.97396,43.15776,-1.0,100,110.97,0.8641419,67.42765,32100,,1.0563253
[1.13 1.48],0.17237766,,-51.58618,-81.73282,0.8612927,4.0115457,-77.61256695181132,0.4189424,69.51593,0.601693,-68.90749,322,0.040115457,-77.61257,0.0060169296,0.883835,-73.849266,0.00883835,13096.088,0.0017237766,68.33144,6253645,13.056,7589.607417345047,-123.60783,45.99526,-1.0,100,111.81,0.8612927,72.021645,32200,,1.4385192
[1.172 1.465],0.15147579,,-53.272385,-82.39673,0.858371,5.1741867,-78.23029078751803,0.4189424,58.92604,0.8531697,-72.60491,323,0.051741865,-78.230286,0.008531697,0.9366242,-78.03256,0.009366241,15988.771,0.0015147579,54.652683,6264960,14.918342,7598.814650774002,-124.99323,46.762943,-1.0,100,113.15,0.858371,71.72085,32300,,1.6970426
[1.248 1.463],0.0027042904,,-52.62712,-81.11411,0.85583603,6.896885,-77.43067929714918,0.4189424,9.684408,1.1299878,-47.921577,324,0.06896885,-77.43068,0.0112998765,0.6479523,-59.75788,0.006479523,7506.9307,2.7042905e-05,24.744421,6276157,12.591994,7607.964461326599,-110.50296,33.07228,-1.0,100,111.97,0.85583603,57.87584,32400,,10.325876
[1.105 1.45 ],0.000735817,,-52.789093,-84.89215,0.86379343,3.6964436,-80.25420195668936,0.4189424,6.701281,0.5885359,-38.251785,325,0.036964435,-80.2542,0.005885359,0.47947913,-56.168037,0.004794792,5652.101,7.35817e-06,39.894207,6287665,17.98287,7617.168290376663,-139.13852,58.884323,-1.0,100,115.08,0.86379343,86.34943,32500,,14.92252
[0.993 1.42 ],0.0062899757,,-51.921387,-82.517624,0.86418116,6.5136623,-78.44636257141829,0.4189424,12.43465,1.0319806,-55.194397,326,0.06513662,-78.446365,0.010319806,0.6935586,-66.73987,0.0069355858,8919.933,6.289976e-05,31.113916,6299014,13.85263,7626.236131191254,-122.13768,43.691315,-1.0,100,113.49,0.86418116,70.21629,32600,,8.042044
[0.879 1.398],0.0055823624,,-51.595757,-80.68417,0.85254866,7.6467175,-76.41803619801998,0.4189424,14.209065,1.1938081,-59.771973,327,0.07646717,-76.41804,0.011938081,0.7809799,-71.089516,0.007809799,14552.784,5.5823624e-05,29.97038,6310094,14.7222185,7635.53399348259,-127.98413,51.566093,-1.0,100,110.8,0.85254866,76.388374,32700,,7.0377607
[1.    1.373],0.089262746,,-51.696053,-82.78847,0.86345047,9.719259,-78.69051542147994,0.4189424,48.097946,1.154204,-66.36897,328,0.09719259,-78.69052,0.01154204,0.8703698,-72.27783,0.0087036975,15545.594,0.00089262746,36.25078,6321400,15.842382,7645.692407369614,-122.938644,44.24813,-1.0,100,113.06,0.86345047,71.24259,32800,,2.0790908
[1.011 1.397],0.0041275774,,-52.06128,-87.15859,0.8592087,6.7407436,-82.22115134209395,0.4189424,8.402076,1.0336965,-51.619858,329,0.06740744,-82.22115,0.010336964,0.6629028,-68.65353,0.0066290265,16409.58,4.1275773e-05,29.1412,6333226,19.624836,7655.608282804489,-148.12311,65.901955,-1.0,100,118.26,0.8592087,96.06183,32900,,11.90182
[0.995 1.354],0.002035065,,-52.353916,-86.55598,0.85889983,6.464284,-81.97960848003626,0.4189424,6.903746,0.86445194,-45.29284,330,0.06464284,-81.97961,0.008644519,0.57521456,-62.71005,0.005752145,9573.69,2.035065e-05,30.688868,6345002,16.586058,7664.953964948654,-137.29105,55.31144,-1.0,100,117.76,0.85889983,84.93713,33000,,14.484889
[0.841 1.377],0.003967632,,-51.564766,-85.5943,0.8623353,5.8222876,-80.46688731178641,0.4189424,10.899516,1.0021588,-52.443024,331,0.058222875,-80.46689,0.010021588,0.64337397,-67.97384,0.00643374,15942.953,3.967632e-05,29.18592,6356545,16.539019,7674.686651945114,-153.82224,73.35535,-1.0,100,115.43,0.8623353,102.25747,33100,,9.174719
[0.833 1.42 ],0.005841273,,-51.893208,-77.936935,0.8619033,3.0498533,-74.32266352027655,0.4189424,5.9588103,0.7295157,-42.007816,332,0.030498533,-74.32266,0.007295157,0.570774,-56.813923,0.0057077403,4641.7524,5.8412727e-05,37.971096,6367275,12.156618,7683.134071588516,-108.42813,34.10547,-1.0,100,107.3,0.8619033,56.534924,33200,,16.781874
[0.907 1.46 ],0.16533354,,-52.03375,-82.88268,0.8635035,5.9713116,-78.44199201792479,0.4189424,61.245205,0.7973893,-75.18127,333,0.059713114,-78.44199,0.007973894,0.9593948,-80.85559,0.009593948,19120.707,0.0016533354,59.143944,6378495,19.418968,7692.01806974411,-133.22058,54.778587,-1.0,100,112.2,0.8635035,81.18683,33300,,1.6327809
[0.833 1.468],0.010634437,,-52.194702,-83.99761,0.8584875,5.0664473,-79.0086110331118,0.4189424,9.61743,0.80584514,-46.315266,334,0.05066447,-79.008606,0.008058451,0.62162924,-62.402596,0.006216293,13224.915,0.00010634437,37.306374,6389909,17.833996,7701.357351064682,-149.66997,70.661354,-1.0,100,114.14,0.8584875,97.475266,33400,,10.397788
[0.677 1.475],0.0042465436,,-50.951824,-79.90288,0.8632426,5.4652185,-75.4163845719397,0.4189424,6.7204266,0.8360341,-47.243732,335,0.054652184,-75.41638,0.008360341,0.6622955,-64.55021,0.0066229547,11340.031,4.2465435e-05,38.558357,6400816,16.174137,7710.97297000885,-134.59482,59.178436,-1.0,100,109.07,0.8632426,83.64299,33500,,14.880008
[0.719 1.429],0.0053354795,,-51.60482,-83.50055,0.86683244,4.680788,-79.18095928996802,0.4189424,8.249508,0.8419594,-48.401924,336,0.046807878,-79.180954,0.008419594,0.6098252,-63.441254,0.006098252,8264.871,5.3354794e-05,34.409035,6412126,16.599226,7720.252240180969,-129.5877,50.406754,-1.0,100,113.1,0.86683244,77.98289,33600,,12.121935
[0.789 1.385],0.005145068,,-51.810974,-79.79744,0.86544025,5.515654,-75.9179856865108,0.4189424,5.698537,0.79451853,-41.59252,337,0.05515654,-75.91799,0.0079451855,0.5400029,-57.843918,0.0054000295,4833.0737,5.1450676e-05,31.597662,6423117,13.937267,7729.313447237015,-116.38407,40.466084,-1.0,100,109.91,0.86544025,64.5731,33700,,17.548365
[0.786 1.338],0.16546963,,-51.884094,-85.59342,0.8570585,3.2344015,-80.4509970368445,0.4189424,80.989494,0.5240996,-76.412415,338,0.032344013,-80.451004,0.005240996,0.9495108,-82.12659,0.0094951065,23283.791,0.0016546963,76.64781,6434665,18.063631,7739.651352405548,-154.27266,73.82166,-1.0,100,115.48,0.8570585,102.388565,33800,,1.2347281
[0.826 1.343],0.11578694,,-51.532738,-83.228775,0.86779976,7.252487,-79.26021273985505,0.4189424,58.07742,0.9437219,-72.341805,339,0.07252487,-79.260216,0.00943722,0.9670348,-77.54931,0.009670348,16843.666,0.0011578694,51.219902,6445997,14.786362,7748.682286977768,-119.05694,39.796726,-1.0,100,113.32,0.86779976,67.5242,33900,,1.7218395
[0.754 1.337],0.02193139,,-51.680267,-85.46145,0.8559866,11.099154,-80.65911638751626,0.4189424,22.848682,1.3457764,-63.822617,340,0.110991545,-80.65912,0.013457766,0.80269194,-73.86928,0.00802692,21055.281,0.0002193139,26.240402,6457523,19.18007,7757.646431684494,-144.07002,63.410908,-1.0,100,115.26,0.8559866,92.389755,34000,,4.37662
[0.737 1.303],0.010031961,,-51.7272,-83.28274,0.85790074,6.656099,-78.69125798299909,0.4189424,9.517818,1.1563503,-57.390095,341,0.06656098,-78.69125,0.011563503,0.71785927,-72.27289,0.007178592,14540.717,0.00010031961,27.81813,6468802,17.181713,7767.566175460815,-137.74457,59.05331,-1.0,100,112.79,0.85790074,86.017365,34100,,10.506609
[0.871 1.321],0.00515715,,-52.29839,-83.55598,0.8558504,6.4941936,-79.18820445865393,0.4189424,8.4831,1.058672,-55.040794,342,0.064941935,-79.18821,0.010586719,0.69726187,-70.03704,0.0069726193,11974.186,5.1571496e-05,30.25427,6480142,15.361495,7777.202167510986,-131.03314,51.844936,-1.0,100,113.4,0.8558504,78.73476,34200,,11.788143
[0.907 1.276],0.020164628,,-52.256393,-89.63254,0.85353434,7.049789,-83.10423597574234,0.4189424,12.118852,0.9818783,-59.041794,343,0.070497885,-83.10424,0.009818782,0.7342591,-77.794754,0.0073425914,34291.934,0.00020164627,35.865402,6492020,20.471302,7786.025973558426,-195.84917,112.744934,-1.0,100,118.78,0.85353434,143.59277,34300,,8.251607
[0.847 1.316],0.0030202926,,-52.505146,-88.0005,0.8682259,3.4069986,-83.11271545797587,0.4189424,6.3781147,0.73250026,-45.647278,344,0.034069985,-83.11272,0.0073250025,0.54018843,-65.00107,0.0054018837,8333.206,3.0202926e-05,35.22665,6503915,17.515293,7797.0579426288605,-146.63354,63.520824,-1.0,100,118.95,0.8682259,94.1284,34400,,15.678614
[0.92  1.354],0.0011411892,,-52.19456,-82.339294,0.8607339,7.455732,-78.34913407325745,0.4189424,9.034919,1.0103552,-50.23365,345,0.07455732,-78.34913,0.010103553,0.6619827,-63.508476,0.0066198274,8583.015,1.1411892e-05,30.034914,6515241,14.39443,7806.55365395546,-119.70498,41.35585,-1.0,100,113.26,0.8607339,67.51042,34500,,11.068169
[1.066 1.331],0.019327614,,-51.844246,-87.12542,0.8631962,9.469532,-81.76403729304671,0.4189424,13.525313,1.2179198,-52.20618,346,0.094695315,-81.764046,0.012179199,0.6826874,-66.78438,0.0068268734,25091.86,0.00019327614,23.908087,6526970,18.601234,7816.593866825104,-160.84177,79.07773,-1.0,100,117.29,0.8631962,108.99752,34600,,7.393544
[1.105 1.369],0.00033280253,,-53.048904,-88.623024,0.8601687,7.1332774,-84.02372883781791,0.4189424,10.205093,1.1615292,-49.659504,347,0.071332775,-84.02373,0.011615293,0.6432053,-64.056854,0.0064320522,14387.152,3.3280253e-06,23.468239,6539093,18.9014,7826.616480588913,-137.97882,53.955093,-1.0,100,121.23,0.8601687,84.92992,34700,,9.799028
[1.051 1.41 ],0.006047332,,-52.54526,-82.61331,0.8648034,7.891904,-78.08071337535978,0.4189424,9.260418,1.249947,-60.501,348,0.07891904,-78.08071,0.012499469,0.779993,-75.39572,0.0077999295,16408.857,6.047332e-05,28.026594,6550319,15.424127,7834.984290122986,-135.9781,57.897392,-1.0,100,112.26,0.8648034,83.432846,34800,,10.798649
[1.032 1.454],0.006414536,,-51.475616,-81.68031,0.86306125,3.7809818,-77.32689894840121,0.4189424,6.3874927,0.716563,-41.76757,349,0.037809815,-77.3269,0.00716563,0.56440455,-58.992783,0.005644045,7313.102,6.414536e-05,38.286865,6561482,16.474676,7844.276087522507,-130.60237,53.275475,-1.0,100,111.63,0.86306125,79.126755,34900,,15.655596
[0.865 1.471],0.0018740676,,-51.193333,-78.84536,0.86829525,5.3432693,-74.7162178310752,0.4189424,6.7277207,0.890329,-43.70319,350,0.05343269,-74.71622,0.00890329,0.5993774,-59.62259,0.005993774,7866.4634,1.8740675e-05,31.186829,6572240,13.903383,7853.238675832748,-123.874504,49.15828,-1.0,100,107.58,0.86829525,72.68117,35000,,14.863875
[0.783 1.433],0.06872504,,-51.61614,-81.98264,0.8592521,5.8070173,-77.56974015697837,0.4189424,42.77155,0.9890624,-67.02544,351,0.05807017,-77.56974,0.009890623,0.88915586,-73.772995,0.008891558,17188.393,0.0006872504,44.695786,6583382,16.4216,7862.233345031738,-132.387,54.81725,-1.0,100,111.42,0.8592521,80.77086,35100,,2.3380027
[0.752 1.46 ],0.0030312,,-51.455315,-78.081055,0.8554488,10.830636,-74.4441820500791,0.4189424,15.204018,1.441598,-62.200573,352,0.108306356,-74.44418,0.014415981,0.82648516,-71.52772,0.008264851,10957.116,3.0312e-05,24.737696,6594094,14.064809,7871.240478992462,-109.10613,34.661953,-1.0,100,107.12,0.8554488,57.650818,35200,,6.577209
[0.779 1.42 ],0.0033803228,,-52.599884,-84.79272,0.85840803,8.763467,-79.68404440566897,0.4189424,11.097146,1.1340857,-52.80841,353,0.08763467,-79.684044,0.011340857,0.6550931,-68.14408,0.00655093,16844.248,3.3803226e-05,25.01881,6605534,17.328568,7880.414454460144,-153.26028,73.57624,-1.0,100,114.4,0.85840803,100.6604,35300,,9.011326
[0.816 1.377],0.006824664,,-54.859097,-85.12868,0.8541739,9.588611,-80.25094694629311,0.4189424,8.872334,1.2274972,-56.376606,354,0.095886104,-80.25095,0.012274972,0.73808444,-72.75227,0.007380843,20730.096,6.8246634e-05,26.554417,6617035,17.13829,7889.507431268692,-146.33197,66.081024,-1.0,100,115.01,0.8541739,91.47287,35400,,11.270992
[0.82  1.421],0.00549803,,-51.473366,-81.90583,0.8651235,4.8372617,-77.43493875265122,0.4189424,8.954714,1.0413973,-61.511276,355,0.048372615,-77.43494,0.010413972,0.80803454,-76.45187,0.008080346,15941.746,5.49803e-05,37.579674,6628160,15.338306,7897.582308769226,-134.12665,56.691708,-1.0,100,111.25,0.8651235,82.65328,35500,,11.167303
[0.681 1.449],0.22517586,,-51.476353,-81.12117,0.8632921,3.6718256,-76.99081756830215,0.4189424,81.00456,0.50659513,-72.829254,356,0.036718257,-76.990814,0.005065951,0.95769,-77.4184,0.009576899,15114.233,0.0022517585,78.13626,6639242,14.508421,7906.424469947815,-123.91057,46.91975,-1.0,100,110.82,0.8632921,72.43422,35600,,1.2344984
[0.631 1.452],0.009793377,,-51.490105,-80.37378,0.8659482,6.487881,-76.54933251947165,0.4189424,7.1579146,1.0944114,-53.20875,357,0.064878814,-76.54934,0.010944114,0.6873483,-67.50347,0.006873483,7961.321,9.7933764e-05,28.287159,6650276,15.99855,7914.988695144653,-114.7335,38.184166,-1.0,100,110.34,0.8659482,63.243393,35700,,13.97055
[0.687 1.493],0.19331914,,-51.43301,-78.40371,0.86186314,3.040266,-74.14353966981173,0.4189424,72.716,0.5786164,-72.30828,358,0.03040266,-74.14354,0.0057861633,1.0043027,-77.30416,0.010043029,18108.316,0.0019331913,75.07877,6661011,13.523849,7922.592868566513,-127.805084,53.66155,-1.0,100,107.35,0.86186314,76.37207,35800,,1.3752131
[0.724 1.504],0.00938855,,-51.69284,-82.24167,0.8633641,4.5276513,-77.891270519197,0.4189424,7.1982045,0.97606754,-51.966446,359,0.04527651,-77.891266,0.009760675,0.6695622,-68.181465,0.006695622,10848.092,9.38855e-05,31.999052,6672170,16.440575,7930.421094655991,-130.51213,52.620853,-1.0,100,111.59,0.8633641,78.81929,35900,,13.892353
[0.73  1.458],0.0075278925,,-51.394688,-82.83052,0.86136746,5.8548,-77.75858462333679,0.4189424,9.49193,0.9884331,-51.515865,360,0.058548,-77.75858,0.00988433,0.68849945,-67.97839,0.0068849945,18013.992,7.527892e-05,32.668583,6683330,17.223686,7937.944344758987,-152.15807,74.39948,-1.0,100,111.6,0.86136746,100.76338,36000,,10.535265
[0.572 1.457],0.018094713,,-51.216732,-81.48289,0.8657532,7.0208983,-77.41919607281685,0.4189424,8.060992,1.0237926,-44.633904,361,0.07020898,-77.4192,0.010237927,0.5776597,-58.946754,0.0057765963,8025.9316,0.00018094713,24.148256,6694462,14.962419,7945.733268022537,-121.91064,44.49144,-1.0,100,111.32,0.8657532,70.69391,36100,,12.40542
