Weights,MinIW,LearnableVariance,InitialReturnMax,InitialBound,ReturnStepMaxmin,MaxIW,EpRewMean,MeanEntropy,ESSRenyi,StdIW,ReturnMeanIW,Iteration,MaxIWNorm,InitialReturnMean,StdIWNorm,MeanIW,Bound,MeanIWNorm,J_sample_variance,MinIWNorm,ESSClassic,TimestepsSoFar,InitialReturnStd,TimeElapsed,InitialReturnMin,OptimizationReturnMean,VarianceInit,EpThisIter,EpLenMean,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,OptimizationReturnMin,EmpiricalD2
[1.093 0.673],0.000782321,,-77.01064,-183.2713,0.8667761,5.6391735,-171.16720241770147,0.4189424,8.588941,0.8938251,-91.84932,72,0.056391735,-171.1672,0.008938251,0.5884207,-133.15054,0.005884207,88883.69,7.82321e-06,30.23492,2359351,46.29599,3234.186758518219,-363.12323,191.95604,-1.0,100,240.26,0.8667761,286.11258,7200,,11.6428795
[1.084 0.641],0.017811317,,-110.4429,-191.5064,0.85908264,9.466573,-181.52644357070326,0.4189424,20.935528,1.2531904,-160.87007,73,0.09466573,-181.52643,0.012531903,0.8748133,-182.68161,0.008748133,90507.11,0.00017811317,32.764084,2384833,39.975014,3271.232395887375,-299.39832,117.871864,-1.0,100,254.82,0.85908264,188.95541,7300,,4.7765694
[1.163 0.625],0.005111766,,-100.85522,-205.22217,0.8561828,5.067595,-193.0374796614051,0.4189424,10.296219,1.0060601,-137.13148,74,0.050675947,-193.0375,0.010060602,0.7513932,-175.10458,0.0075139315,113660.09,5.111766e-05,35.80733,2411907,50.920815,3301.294672012329,-365.54114,172.50368,-1.0,100,270.74,0.8561828,264.6859,7400,,9.712303
[1.058 0.634],0.062762246,,-112.83357,-190.25742,0.8635247,5.5099583,-179.59908968925475,0.4189424,42.572964,0.9648123,-167.84099,75,0.05509958,-179.5991,0.009648123,0.9858919,-184.17609,0.009858918,126274.24,0.0006276224,51.080486,2437253,39.852123,3330.110988140106,-319.7495,140.15042,-1.0,100,253.46,0.8635247,206.91594,7500,,2.3489087
[1.105 0.646],0.015007469,,-86.86926,-195.23741,0.85807514,3.091435,-183.41911807700993,0.4189424,8.728314,0.68368834,-94.71392,76,0.03091435,-183.41913,0.0068368837,0.5550016,-134.71666,0.005550016,56839.867,0.00015007469,39.721996,2463028,49.932228,3359.050862789154,-354.5489,171.12976,-1.0,100,257.75,0.85807514,267.67963,7600,,11.456965
[1.194 0.662],0.0051983935,,-89.42686,-178.6837,0.8599906,4.782218,-167.55057918176055,0.4189424,10.373589,0.80517477,-88.67948,77,0.047822177,-167.55058,0.008051747,0.53010124,-123.24576,0.0053010117,50237.29,5.1983934e-05,30.238155,2486649,41.70879,3385.719076871872,-333.9937,166.44315,-1.0,100,236.21,0.8599906,244.56686,7700,,9.639866
[1.306 0.66 ],0.005590031,,-99.78781,-190.38165,0.8545967,5.372162,-179.91340428188443,0.4189424,8.648668,1.0182133,-113.395294,78,0.053721618,-179.91339,0.010182132,0.71411824,-148.99117,0.007141182,84017.45,5.590031e-05,32.970665,2512042,41.391266,3421.4814188480377,-314.0476,134.13422,-1.0,100,253.93,0.8545967,214.2598,7800,,11.562474
[1.293 0.692],0.0039722924,,-101.32684,-182.58572,0.863109,5.5707264,-171.30541433021426,0.4189424,7.7474284,0.9772899,-105.374176,79,0.05570726,-171.3054,0.009772899,0.5409837,-145.90106,0.0054098372,52203.152,3.9722923e-05,23.455116,2536185,47.126717,3458.256094455719,-338.41003,167.10463,-1.0,100,241.43,0.863109,237.08319,7900,,12.907509
[1.363 0.663],0.015859967,,-102.5608,-197.7456,0.85742164,7.4732547,-187.2794576653838,0.4189424,8.890557,1.1598817,-133.01312,80,0.07473254,-187.27945,0.011598816,0.6910994,-168.11432,0.0069109933,67305.46,0.00015859967,26.200388,2562617,43.094193,3495.9673974514008,-313.98413,126.70468,-1.0,100,264.32,0.85742164,211.42334,8000,,11.247889
[1.454 0.643],0.04560643,,-103.057014,-211.06021,0.86119807,7.8336515,-200.6366440191865,0.4189424,22.248718,1.15802,-165.62653,81,0.078336515,-200.63664,0.0115802,0.85172737,-187.72508,0.008517274,91092.0,0.0004560643,35.1056,2591311,44.26585,3529.260578393936,-312.7071,112.07045,-1.0,100,286.94,0.86119807,209.65009,8100,,4.494641
[1.419 0.665],0.015673803,,-101.609215,-192.83919,0.85678345,7.354,-182.85148156434298,0.4189424,20.598228,1.1881593,-144.38939,82,0.07354,-182.85149,0.011881594,0.82536066,-166.39587,0.008253607,85864.95,0.00015673802,32.54843,2617073,43.275024,3563.8222472667694,-299.63104,116.77957,-1.0,100,257.62,0.85678345,198.02182,8200,,4.8547864
[1.435 0.69 ],0.060631175,,-100.67181,-175.79886,0.8589539,6.8754663,-166.35277786523105,0.4189424,39.420643,1.0062122,-152.54826,83,0.068754666,-166.35277,0.010062123,0.9157356,-167.59319,0.009157356,83143.96,0.0006063117,45.30287,2640638,40.498253,3596.3067784309387,-283.3825,117.02974,-1.0,100,235.65,0.8589539,182.7107,8300,,2.536742
[1.465 0.708],0.003248045,,-90.05837,-178.4613,0.85771966,6.7326775,-167.66390772119163,0.4189424,9.174126,1.0188159,-102.43422,84,0.06732678,-167.66391,0.010188159,0.57158864,-138.08234,0.005715887,56180.45,3.248045e-05,23.940334,2664328,45.61511,3625.4865856170654,-323.92175,156.25784,-1.0,100,236.9,0.85771966,233.86337,8400,,10.900221
[1.445 0.677],0.1525888,,-102.784004,-186.93153,0.85777605,4.1099267,-177.32901738598943,0.4189424,75.36228,0.59867764,-169.74107,85,0.041099265,-177.32901,0.0059867767,0.923006,-180.80243,0.00923006,75186.48,0.001525888,70.38762,2689301,42.67241,3652.296707391739,-288.07568,110.74666,-1.0,100,249.73,0.85777605,185.29169,8500,,1.3269237
[1.455 0.665],0.025876554,,-101.556854,-188.80386,0.8547583,6.84745,-177.21671254724265,0.4189424,18.503572,1.0617983,-137.11531,86,0.068474494,-177.21672,0.010617983,0.8270928,-164.0523,0.008270927,121816.125,0.00025876553,37.76336,2714452,42.248676,3679.6262531280518,-347.61472,170.39801,-1.0,100,251.51,0.8547583,246.05786,8600,,5.4043617
[1.532 0.677],0.43115014,,-102.10115,-198.66106,0.85760623,3.2206883,-187.40887642085553,0.4189424,91.78052,0.36480993,-183.41878,87,0.03220688,-187.40889,0.0036480988,1.0107875,-195.16402,0.010107875,124402.39,0.0043115015,88.47516,2740999,44.095814,3719.7337934970856,-337.56564,150.15677,-1.0,100,265.47,0.85760623,235.4645,8700,,1.0895559
[1.53  0.683],0.0056534386,,-114.45268,-189.1023,0.85914665,4.598546,-178.42787889555098,0.4189424,7.256465,0.71699935,-100.433914,88,0.04598546,-178.42787,0.0071699936,0.56169003,-140.06006,0.0056168996,43157.04,5.6534383e-05,38.0306,2766398,43.327545,3759.5925590991974,-320.23257,141.8047,-1.0,100,253.99,0.85914665,205.77989,8800,,13.780815
[1.624 0.663],0.006924046,,-114.971954,-209.0839,0.8596231,6.118294,-197.00538615196945,0.4189424,7.0856967,0.8462161,-113.70329,89,0.061182935,-197.00539,0.00846216,0.57512957,-159.07893,0.0057512945,71373.13,6.924046e-05,31.596909,2794405,54.50628,3802.525815486908,-362.3558,165.3504,-1.0,100,280.07,0.8596231,247.38385,8900,,14.112938
[1.568 0.638],0.0073058475,,-130.70982,-243.35857,0.8558129,3.8585215,-230.98939686462282,0.4189424,7.5177617,0.6703152,-124.89935,90,0.038585212,-230.9894,0.0067031523,0.55684257,-170.01186,0.0055684256,55163.145,7.305847e-05,40.8316,2827359,52.976704,3855.4116294384003,-371.07562,140.08623,-1.0,100,329.54,0.8558129,240.3658,9000,,13.301831
[1.474 0.642],0.0011074111,,-114.443634,-218.99184,0.8566101,4.4379964,-206.34043260216714,0.4189424,8.186846,0.8400785,-136.92436,91,0.044379964,-206.34042,0.008400784,0.6294075,-181.14053,0.006294074,76585.48,1.1074111e-05,35.95235,2856413,55.178318,3899.6758482456207,-379.5427,173.20227,-1.0,100,290.54,0.8566101,265.09906,9100,,12.214716
[1.573 0.647],0.017910529,,-114.46773,-219.52222,0.8579893,8.057914,-207.04399040475488,0.4189424,35.61663,1.178141,-174.7043,92,0.08057914,-207.04396,0.011781411,0.9459133,-195.613,0.009459132,189765.47,0.00017910528,39.19592,2886134,55.537804,3940.329798936844,-374.34738,167.3034,-1.0,100,297.21,0.8579893,259.87964,9200,,2.807677
[1.572 0.666],0.0058323415,,-102.67017,-211.07684,0.8558784,9.219404,-199.20018900603057,0.4189424,15.034188,1.1849846,-125.282394,93,0.09219404,-199.20018,0.011849846,0.70545036,-155.91296,0.007054503,127654.54,5.8323414e-05,26.167185,2914335,53.812195,3976.823353290558,-356.30048,157.1003,-1.0,100,282.01,0.8558784,253.63031,9300,,6.6515064
[1.636 0.683],0.0062661166,,-116.59425,-201.11003,0.859723,8.837526,-190.62281720146538,0.4189424,10.160094,1.0575609,-118.63834,94,0.08837526,-190.62283,0.010575609,0.639213,-151.53949,0.00639213,59461.09,6.2661165e-05,26.757414,2941537,46.781876,4010.2232694625854,-314.61624,123.99343,-1.0,100,272.02,0.859723,198.02199,9400,,9.842428
[1.537 0.684],0.05096296,,-103.45686,-191.01129,0.8567896,5.5919323,-179.55727584570647,0.4189424,46.78973,0.9538551,-165.51341,95,0.055919323,-179.55727,0.009538551,0.91276336,-182.2583,0.009127633,123853.805,0.00050962955,47.79968,2967130,45.753998,4046.514195203781,-343.62012,164.06285,-1.0,100,255.93,0.8567896,240.16325,9500,,2.137221
[1.589 0.692],0.009000913,,-105.76701,-198.87741,0.85878783,5.5992146,-187.49009798392655,0.4189424,15.2016115,1.008256,-120.51904,96,0.055992145,-187.4901,0.01008256,0.7496773,-149.72537,0.0074967723,107528.17,9.000913e-05,35.60227,2993793,48.224083,4078.9551186561584,-341.6198,154.1297,-1.0,100,266.63,0.85878783,235.8528,9600,,6.57825
[1.581 0.719],0.13565478,,-101.22245,-178.69669,0.85872316,2.7899337,-167.845245115757,0.4189424,74.14347,0.6038434,-158.48198,97,0.027899336,-167.84523,0.0060384343,0.99092084,-171.0843,0.009909209,119376.04,0.0013565477,72.921425,3017697,38.52823,4111.724932193756,-325.54303,157.69778,-1.0,100,239.04,0.85872316,224.32059,9700,,1.3487364
[1.56 0.73],0.12492659,,-90.65932,-167.06458,0.85770977,3.6554418,-156.97924960568548,0.4189424,59.76128,0.64602906,-138.77339,98,0.03655442,-156.97925,0.0064602904,0.879848,-151.81946,0.00879848,79978.766,0.0012492659,64.97202,3040061,39.114895,4145.472546577454,-302.55957,145.58032,-1.0,100,223.64,0.85770977,211.90025,9800,,1.6733242
[1.513 0.723],0.00564046,,-79.33255,-168.86757,0.85518634,6.263069,-160.29338360756637,0.4189424,5.9082866,1.004545,-97.266785,99,0.06263069,-160.29338,0.010045449,0.6263082,-132.5414,0.0062630815,39947.66,5.6404602e-05,27.991268,3062859,36.5783,4179.294548273087,-257.22562,96.932236,-1.0,100,227.98,0.85518634,177.89307,9900,,16.92538
[1.509 0.759],0.004613672,,-88.46672,-153.05852,0.85838735,6.8638496,-145.47205792456865,0.4189424,7.54706,1.1120644,-102.184944,100,0.068638496,-145.47206,0.011120643,0.7458118,-129.80032,0.0074581187,39610.66,4.613672e-05,31.023949,3083546,30.968134,4204.7179589271545,-227.59415,82.12209,-1.0,100,206.87,0.85838735,139.12743,10000,,13.250193
[1.492 0.796],0.022752304,,-79.09747,-135.45712,0.85931253,6.8685765,-128.31830143630503,0.4189424,13.3843355,1.3091841,-105.06016,101,0.06868576,-128.3183,0.013091841,0.81830126,-124.573364,0.008183012,46020.676,0.00022752304,28.092907,3101916,28.01142,4228.927014827728,-214.16486,85.84655,-1.0,100,183.7,0.85931253,135.06738,10100,,7.471421
[1.506 0.762],0.004811152,,-77.6378,-154.17844,0.85578585,5.282948,-146.43799411088227,0.4189424,5.7040915,0.79895794,-84.4846,102,0.052829478,-146.43797,0.007989579,0.55474067,-116.89417,0.005547406,20315.08,4.8111517e-05,32.52792,3122803,31.449015,4259.080265045166,-232.21368,85.775696,-1.0,100,208.87,0.85578585,154.57588,10200,,17.531275
[1.45  0.731],0.021652855,,-89.495026,-159.72374,0.8565639,11.285674,-151.53452812865376,0.4189424,19.014992,1.3646549,-117.57446,103,0.11285674,-151.53453,0.01364655,0.79903376,-136.35443,0.007990337,57824.617,0.00021652854,25.53066,3144304,33.51551,4285.420038700104,-245.67682,94.14229,-1.0,100,215.01,0.8565639,156.1818,10300,,5.2590084
[1.402 0.758],0.08127408,,-87.80472,-156.23462,0.85917336,5.2615833,-147.19479810386895,0.4189424,57.187595,0.79710305,-138.68478,104,0.052615833,-147.1948,0.00797103,0.98389703,-150.63869,0.009838971,86882.164,0.00081274076,60.374027,3165103,36.288204,4314.230898141861,-271.195,124.00021,-1.0,100,207.99,0.85917336,183.39029,10400,,1.748631
[1.428 0.773],0.0024649748,,-77.162994,-145.4561,0.8633141,11.697885,-134.75966749191284,0.4189424,12.185416,1.363258,-96.48694,105,0.11697885,-134.75967,0.01363258,0.74588895,-127.1291,0.00745889,135249.19,2.4649748e-05,23.038973,3184393,32.59645,4342.704732179642,-320.89337,186.1337,-1.0,100,192.9,0.8633141,243.73038,10500,,8.206532
[1.488 0.799],0.0012277865,,-78.40137,-142.71677,0.8618817,5.7669754,-135.54929972320795,0.4189424,6.4081635,0.81041,-72.9181,106,0.05766975,-135.5493,0.008104101,0.545691,-101.23193,0.00545691,20423.396,1.2277865e-05,31.195942,3203635,28.7142,4369.320063829422,-215.0239,79.474594,-1.0,100,192.42,0.8618817,136.62253,10600,,15.605095
[1.52 0.76],0.0005935195,,-90.750114,-157.59175,0.855546,7.9087276,-147.79350410863756,0.4189424,14.389424,1.1468241,-119.771675,107,0.07908727,-147.79352,0.011468241,0.85541844,-145.60182,0.008554185,104427.09,5.9351946e-06,35.74792,3224575,38.12082,4397.681455612183,-293.94748,146.15398,-1.0,100,209.4,0.855546,203.19736,10700,,6.9495482
[1.511 0.792],0.009458,,-66.628815,-146.08197,0.85999835,6.5350447,-138.4450914028287,0.4189424,10.659341,1.233531,-105.1316,108,0.06535044,-138.44508,0.012335311,0.8101836,-128.5227,0.008101837,51922.96,9.458e-05,30.13767,3244265,32.836235,4420.695936203003,-229.10641,90.66133,-1.0,100,196.9,0.85999835,162.4776,10800,,9.381443
[1.529 0.825],0.004977622,,-67.524796,-140.34085,0.85797745,6.4271417,-132.5430021892488,0.4189424,7.8859296,1.0713216,-77.274124,109,0.06427141,-132.543,0.010713215,0.6396342,-105.04236,0.006396342,42470.223,4.977622e-05,26.279268,3263105,30.797676,4447.1988260746,-233.9354,101.39238,-1.0,100,188.4,0.85797745,166.4106,10900,,12.680813
[1.552 0.862],0.005660673,,-66.2682,-133.78032,0.8587471,3.565136,-126.6068110716343,0.4189424,7.2003684,0.64872384,-60.065937,110,0.03565136,-126.60682,0.0064872387,0.47157818,-86.799385,0.004715782,14175.201,5.660673e-05,34.573402,3281114,30.386648,4469.527323961258,-215.20563,88.59881,-1.0,100,180.09,0.8587471,148.93742,11000,,13.888178
[1.45 0.84],0.0010015245,,-77.03409,-131.6781,0.8563628,4.909498,-124.99210579410196,0.4189424,5.6659865,0.700564,-62.56035,111,0.049094982,-124.99211,0.0070056394,0.4886016,-90.648834,0.004886016,12343.849,1.0015245e-05,32.724407,3298811,26.734667,4492.058486461639,-200.5799,75.58779,-1.0,100,176.97,0.8563628,123.54581,11100,,17.649178
[1.534 0.803],0.0054489505,,-77.55489,-142.22098,0.8574879,4.2655997,-133.21564143553377,0.4189424,6.5612917,0.8160956,-85.50515,112,0.042655997,-133.21564,0.008160955,0.5914495,-120.66164,0.005914495,34089.38,5.4489505e-05,34.436317,3317796,34.411243,4521.10284948349,-270.16022,136.94458,-1.0,100,189.85,0.8574879,192.60532,11200,,15.240902
[1.633 0.775],0.008078823,,-91.415924,-155.52666,0.85877836,5.5648775,-147.3639265102148,0.4189424,9.744864,1.206838,-118.27189,113,0.055648774,-147.36394,0.012068381,0.802673,-144.42046,0.008026729,54724.01,8.0788224e-05,30.669348,3338850,32.21951,4551.821241855621,-244.88213,97.5182,-1.0,100,210.54,0.85877836,153.4662,11300,,10.261815
[1.597 0.744],0.013805257,,-90.24004,-172.11838,0.85825247,9.535076,-162.27673914968966,0.4189424,20.105015,1.2164111,-114.38121,114,0.09535076,-162.27673,0.012164112,0.7674041,-136.33023,0.0076740403,86226.73,0.00013805256,28.469444,3362010,39.27466,4581.923634052277,-295.2492,132.97247,-1.0,100,231.6,0.85825247,205.00916,11400,,4.9738836
[1.581 0.771],0.40894097,,-79.07186,-159.4166,0.8521802,2.9208398,-149.9556195399165,0.4189424,92.50022,0.33643478,-145.33032,115,0.029208397,-149.95561,0.0033643476,0.97866476,-155.16737,0.009786648,81032.08,0.0040894095,89.43125,3383261,37.200912,4603.825663805008,-283.82953,133.8739,-1.0,100,212.51,0.8521802,204.75766,11500,,1.0810785
[1.574 0.778],0.0012880204,,-88.5994,-149.70522,0.85824907,4.660467,-142.15055720791221,0.4189424,5.5649486,0.7716692,-80.20195,116,0.04660467,-142.15056,0.007716692,0.60488474,-112.226585,0.006048847,25789.326,1.2880204e-05,38.059204,3403502,32.182396,4626.463947296143,-226.63971,84.48916,-1.0,100,202.41,0.85824907,138.04031,11600,,17.969618
[1.571 0.816],0.003786423,,-78.339134,-147.07588,0.8608881,8.242469,-138.95550983533263,0.4189424,8.307227,1.1141256,-90.82481,117,0.082424685,-138.9555,0.0111412555,0.65520453,-118.99877,0.0065520452,47174.78,3.786423e-05,25.697416,3423264,35.568558,4649.533078670502,-243.61124,104.65573,-1.0,100,197.62,0.8608881,165.2721,11700,,12.037711
[1.518 0.785],0.0059995707,,-77.95242,-146.68681,0.8601263,6.044341,-138.70251939192414,0.4189424,7.2489576,1.1629503,-103.24136,118,0.06044341,-138.70251,0.011629502,0.7430306,-132.89644,0.007430306,49074.004,5.9995706e-05,28.988218,3443068,32.41886,4673.467151641846,-239.52899,100.82648,-1.0,100,198.04,0.8601263,161.57657,11800,,13.795087
[1.509 0.749],0.009196095,,-91.26772,-158.78766,0.85880584,9.179238,-150.96948928028345,0.4189424,7.782208,1.1891253,-98.64256,119,0.09179238,-150.96947,0.011891254,0.65715945,-126.66814,0.0065715937,35576.754,9.196095e-05,23.39583,3464607,32.493988,4710.75914645195,-234.54556,83.57607,-1.0,100,215.39,0.85880584,143.27783,11900,,12.849824
[1.543 0.715],0.69845605,,-102.63459,-176.80325,0.8550882,1.2607951,-166.41623885586858,0.4189424,98.5602,0.121370815,-165.45848,120,0.012607951,-166.41623,0.0012137081,0.9997248,-175.92111,0.009997248,100338.18,0.0069845603,98.547516,3488216,42.63327,4746.641771316528,-311.61093,145.1947,-1.0,100,236.09,0.8550882,208.97635,12000,,1.0146083
[1.534 0.716],0.016197072,,-102.33451,-182.57898,0.8574954,7.693963,-171.90868880331516,0.4189424,15.644748,1.0098692,-119.89102,121,0.07693963,-171.90868,0.010098691,0.7362357,-146.8679,0.0073623564,81512.63,0.00016197072,34.704544,3512626,40.65701,4782.174895524979,-320.10855,148.19986,-1.0,100,244.1,0.8574954,217.77405,12100,,6.3919215
[1.46  0.737],0.028002236,,-92.335175,-159.47824,0.85996795,8.810972,-150.82542520835995,0.4189424,18.623123,1.1836928,-112.13825,122,0.08810972,-150.82542,0.011836927,0.7935344,-132.18904,0.007935344,67107.28,0.00028002236,31.006937,3534020,37.501213,4813.187185287476,-259.5846,108.75917,-1.0,100,213.94,0.85996795,167.24942,12200,,5.3696685
[1.36  0.745],0.0071851043,,-101.7794,-163.31303,0.85985875,8.533616,-153.82702168524264,0.4189424,10.017303,1.0680066,-104.06731,123,0.085336156,-153.82703,0.010680066,0.6541836,-134.03883,0.0065418356,49203.52,7.185104e-05,27.282787,3555516,37.38542,4845.960156679153,-284.58075,130.75374,-1.0,100,214.96,0.85985875,182.80135,12300,,9.982726
[1.441 0.716],0.18547137,,-89.89136,-174.29636,0.8587742,2.2779505,-165.39403585389258,0.4189424,80.1175,0.43214968,-157.70784,124,0.022779504,-165.39403,0.0043214965,0.9584833,-167.65366,0.009584833,69739.44,0.0018547137,83.106026,3578962,37.506836,4874.546257972717,-267.07,101.675964,-1.0,100,234.46,0.8587742,177.17865,12400,,1.2481668
[1.47  0.721],0.23618096,,-91.263504,-173.6098,0.8653132,4.0701995,-161.16048132076858,0.4189424,69.38701,0.61363745,-150.95436,125,0.040701993,-161.16048,0.006136374,0.88193274,-165.89975,0.008819328,122078.305,0.0023618096,67.380005,3601871,43.139362,4906.916418552399,-373.48032,212.31984,-1.0,100,229.09,0.8653132,282.2168,12500,,1.441192
[1.48  0.708],0.0043315277,,-91.24224,-180.60661,0.8596363,7.4827504,-168.92097985714673,0.4189424,12.409477,1.0840424,-105.7502,126,0.0748275,-168.92097,0.010840423,0.7219598,-138.92249,0.007219598,127591.445,4.3315278e-05,30.72589,3625808,44.133087,4939.4631996154785,-350.569,181.64803,-1.0,100,239.37,0.8596363,259.32675,12600,,8.058357
[1.497 0.738],0.0006370122,,-90.18386,-168.907,0.85788256,9.563143,-159.998971876055,0.4189424,12.885413,1.2594395,-122.57074,127,0.09563143,-159.99896,0.012594393,0.74381334,-147.3868,0.0074381335,56111.38,6.370122e-06,25.859882,3648501,38.95513,4966.555799245834,-267.24106,107.24208,-1.0,100,226.93,0.85788256,177.05719,12700,,7.7607136
[1.568 0.759],0.0053558154,,-91.13631,-165.65628,0.859727,4.320468,-157.04366758346558,0.4189424,5.9252625,0.78728455,-90.39577,128,0.04320468,-157.04366,0.007872845,0.5426063,-125.77765,0.0054260627,25399.594,5.3558153e-05,32.204025,3670727,37.538864,4995.760851860046,-258.3783,101.334625,-1.0,100,222.26,0.859727,167.24199,12800,,16.87689
[1.59  0.722],0.00620114,,-89.03938,-182.28937,0.85928845,4.3797345,-172.89153725028038,0.4189424,7.576647,0.8722792,-107.32147,129,0.043797344,-172.89154,0.008722791,0.6290197,-141.4635,0.006290196,42913.01,6.20114e-05,34.211254,3695282,41.47552,5024.178388834,-281.935,109.04346,-1.0,100,245.55,0.85928845,192.89561,12900,,13.198451
[1.59  0.755],0.01101354,,-76.56241,-160.93022,0.8590872,3.3334837,-151.70047344371676,0.4189424,8.07266,0.58740216,-73.61184,130,0.033334836,-151.70047,0.005874022,0.46861324,-106.0968,0.0046861325,22706.844,0.0001101354,38.891773,3716815,38.02403,5054.349225997925,-276.89294,125.192474,-1.0,100,215.33,0.8590872,200.33054,13000,,12.38749
[1.683 0.73 ],0.012213797,,-102.801994,-184.33974,0.8572407,5.6356335,-171.58875090077518,0.4189424,19.05272,1.114155,-132.23856,131,0.056356333,-171.58875,0.011141551,0.82737184,-161.45085,0.008273718,170355.05,0.00012213796,35.544384,3741331,42.775154,5089.339439153671,-382.52994,210.94121,-1.0,100,245.16,0.8572407,279.72794,13100,,5.2485948
[1.714 0.755],0.0030991142,,-103.18878,-160.29482,0.85989356,4.0543175,-151.8211016957462,0.4189424,7.7849884,0.78310615,-85.11869,132,0.040543173,-151.8211,0.007831061,0.54570246,-115.48869,0.0054570246,24727.8,3.099114e-05,32.686718,3763157,33.056248,5119.8433401584625,-254.21146,102.39036,-1.0,100,218.26,0.85989356,151.02267,13200,,12.845234
[1.783 0.78 ],0.0021040167,,-92.03801,-173.34523,0.86284554,9.87892,-163.30560645639898,0.4189424,16.527708,1.1997211,-105.03235,133,0.09878919,-163.3056,0.011997211,0.7065147,-129.72745,0.0070651476,86393.04,2.1040167e-05,25.750048,3786506,35.207172,5148.011805772781,-301.18848,137.88287,-1.0,100,233.49,0.86284554,209.15047,13300,,6.0504456
[1.687 0.781],0.004189032,,-89.35305,-158.5015,0.8559739,7.1335564,-150.3763288550079,0.4189424,11.169272,1.0384817,-94.724,134,0.07133556,-150.37633,0.010384817,0.67872393,-119.03595,0.00678724,44984.07,4.1890322e-05,29.930677,3808109,35.760357,5180.343335866928,-243.755,93.37867,-1.0,100,216.03,0.8559739,154.40195,13400,,8.953135
[1.579 0.78 ],0.02713098,,-80.225395,-150.53622,0.8546342,9.159731,-142.4238714566827,0.4189424,24.735596,1.0810558,-97.98651,135,0.091597304,-142.42387,0.010810558,0.728381,-114.29768,0.0072838096,43238.14,0.0002713098,31.222483,3828360,35.955097,5211.001042366028,-243.37029,100.94642,-1.0,100,202.51,0.8546342,163.1449,13500,,4.042757
[1.608 0.805],0.1453889,,-78.84083,-140.56142,0.8535539,4.454149,-133.45102325320244,0.4189424,62.866272,0.68200326,-129.99396,136,0.044541486,-133.45103,0.006820032,0.9741059,-138.96173,0.009741059,47293.258,0.001453889,67.105736,3847392,28.567194,5239.146663427353,-213.31186,79.86084,-1.0,100,190.32,0.8535539,134.47104,13600,,1.5906781
[1.564 0.796],0.32676762,,-89.701645,-149.32741,0.8555511,2.6713011,-141.10606633737683,0.4189424,85.14599,0.42732236,-137.75545,137,0.02671301,-141.10608,0.004273223,0.9907455,-146.6651,0.009907453,63944.45,0.003267676,84.31478,3867421,31.760445,5268.375164031982,-246.64014,105.534065,-1.0,100,200.29,0.8555511,156.93849,13700,,1.1744535
[1.558 0.806],0.0036283457,,-78.19995,-145.05249,0.8554622,7.69758,-137.54590038970113,0.4189424,7.7319837,1.125579,-82.78694,138,0.0769758,-137.5459,0.0112557905,0.6250403,-109.78279,0.006250403,33639.832,3.6283454e-05,23.56869,3886986,32.93857,5294.387606620789,-225.19759,87.65169,-1.0,100,195.65,0.8554622,146.99763,13800,,12.933291
[1.532 0.77 ],0.006675955,,-89.9785,-158.40634,0.85899615,4.19396,-149.67181279823183,0.4189424,6.7896247,0.7330513,-77.55864,139,0.0419396,-149.67181,0.0073305126,0.5381021,-111.07958,0.0053810207,28468.344,6.6759545e-05,35.01603,3908193,37.73106,5320.232526063919,-262.03564,112.36383,-1.0,100,212.07,0.85899615,172.05714,13900,,14.728354
[1.509 0.807],0.00435568,,-90.41039,-151.18423,0.8558238,3.9672408,-142.96047213613986,0.4189424,9.17756,0.77550846,-71.79054,140,0.03967241,-142.96048,0.0077550844,0.5657838,-98.936615,0.0056578373,30413.738,4.35568e-05,34.73714,3928491,35.963184,5353.025119543076,-246.71286,103.752396,-1.0,100,202.98,0.8558238,156.30246,14000,,10.896143
[1.415 0.833],0.0073635587,,-77.285446,-133.58127,0.8593233,6.6801395,-126.03518736943603,0.4189424,14.466951,1.192463,-98.10442,141,0.06680139,-126.03519,0.01192463,0.82525533,-117.944046,0.008252554,54247.316,7.363559e-05,32.384296,3946388,31.774223,5378.701503276825,-226.38263,100.34745,-1.0,100,178.97,0.8593233,149.09718,14100,,6.9123063
[1.496 0.854],0.006415221,,-66.089165,-130.42819,0.86214167,3.8751688,-123.50687416955829,0.4189424,6.256806,0.6260128,-59.34878,142,0.038751688,-123.506874,0.006260128,0.49955133,-87.01905,0.0049955132,15799.567,6.4152206e-05,38.904663,3964059,26.853933,5405.371196746826,-207.63995,84.13308,-1.0,100,176.71,0.86214167,141.55078,14200,,15.982596
[1.481 0.894],0.009858446,,-78.1116,-122.92893,0.8618883,5.7211075,-116.54957174032927,0.4189424,8.507547,1.0606192,-78.80761,143,0.057211075,-116.54957,0.010606192,0.6632425,-100.67891,0.0066324244,22403.27,9.858446e-05,28.111551,3980652,27.145569,5429.968364715576,-191.38065,74.83108,-1.0,100,165.93,0.8618883,113.26904,14300,,11.75427
[1.494 0.854],0.11721069,,-66.200806,-129.19391,0.86408126,2.9498863,-121.61290772333741,0.4189424,56.975704,0.70074147,-114.93119,144,0.029498862,-121.6129,0.007007415,0.9882328,-124.974625,0.009882328,58958.055,0.001172107,66.54236,3998023,28.714775,5448.450789451599,-227.4302,105.81731,-1.0,100,173.71,0.86408126,161.2294,14400,,1.7551341
