LearnableVariance,VarianceInit,MeanIWNorm,EmpiricalD2,Bound,EpThisIter,MinIWNorm,ReturnStepMaxmin,InitialReturnMean,ESSRenyi,EpisodesSoFar,StdIW,TimestepsSoFar,InitialReturnMax,OptimizationReturnMin,Iteration,Weights,InitialBound,MinIW,InitialReturnMin,EpLenMean,MaxIW,ESSClassic,MeanIW,ReturnMeanIW,InitialReturnStd,OptimizationReturnMax,StdIWNorm,J_sample_variance,EpRewMean,MeanEntropy,ReturnStepMax,TimeElapsed,MaxIWNorm,OptimizationReturnMean
True,-1,0.005305413,27.286716,-290.34027,100,3.996991e-05,0.84660923,-410.5151,3.6647868,6900,0.9128838,3450000,-400.8559,,69,[ 0.535  0.268 -0.221],-424.36554,0.003996991,-415.513,500.0,5.2130575,25.248144,0.5305413,-217.9902,2.9653409,14.6571045,0.009128838,49114.523,-410.5151127246022,1.2525022,0.84660923,1240.6691315174103,0.052130572,4.997886
True,-1,0.006114078,11.669894,-299.1624,100,3.9651615e-05,0.84737974,-410.3758,8.569058,7000,0.692766,3500000,-403.03195,,70,[ 0.529  0.274 -0.166],-424.20837,0.0039651617,-414.978,500.0,4.037402,43.785885,0.6114079,-251.90855,2.7434273,11.946045,0.0069276597,65027.55,-410.37578636080025,1.2565151,0.84737974,1257.4508790969849,0.040374022,4.602214
True,-1,0.0044312985,27.767467,-254.66652,100,0.0002927727,0.8473493,-412.40417,3.6013367,7100,0.957756,3550000,-406.28372,,71,[ 0.913  0.195 -0.162],-426.24628,0.029277269,-415.26422,500.0,8.458555,17.632313,0.44312993,-181.72557,1.8394088,8.980499,0.009577558,34268.523,-412.4041581110656,1.2589239,0.8473493,1273.1143629550934,0.08458555,2.8600616
True,-1,0.005471888,29.177114,-296.5429,100,0.0001810329,0.84743094,-408.0343,3.4273436,7200,1.1107665,3600000,-394.27103,,72,[ 0.973  0.347 -0.16 ],-421.86307,0.01810329,-414.86166,500.0,7.736139,19.52858,0.5471889,-221.8459,3.6401467,20.590637,0.0111076655,52236.12,-408.03431067958473,1.2880212,0.84743094,1288.1471767425537,0.07736139,6.8273525
True,-1,0.006506124,28.031494,-333.83484,100,1.3070017e-05,0.8493254,-401.46085,3.567416,7300,1.8393174,3650000,-386.60278,,73,[ 0.921  0.447 -0.131],-415.28046,0.0013070018,-414.58832,500.0,16.686813,11.120698,0.6506124,-260.6672,5.1499743,27.985535,0.018393172,74144.13,-401.46083177000287,1.2296786,0.8493254,1304.7613017559052,0.16686814,13.1274805
True,-1,0.0061669312,27.320505,-319.93103,100,1.7503084e-05,0.84934056,-403.6847,3.6602545,7400,1.0503012,3700000,-388.95044,,74,[ 0.935  0.415 -0.189],-417.5435,0.0017503083,-415.76413,500.0,4.8755355,25.63701,0.61669314,-247.49243,6.0263085,26.81369,0.010503011,66756.08,-403.68469646766783,1.2717887,0.84934056,1320.0019891262054,0.048755355,12.0794325
True,-1,0.0047722263,43.903908,-282.00165,100,6.6135462e-06,0.85068285,-399.32382,2.2777016,7500,0.9376377,3750000,-376.21634,,75,[ 0.938  0.476 -0.147],-413.11612,0.0006613546,-413.7689,500.0,5.6795936,20.574604,0.47722268,-190.61386,5.5135217,37.55255,0.009376376,39584.227,-399.3237941965461,1.2108897,0.85068285,1336.661835193634,0.056795936,14.445094
True,-1,0.009770523,1.0651423,-405.1657,100,0.0049761217,0.8500728,-401.0569,93.88417,7600,0.29472706,3800000,-381.40076,,76,[ 0.929  0.438 -0.208],-414.85168,0.49761218,-413.84335,500.0,2.2360456,91.65967,0.9770522,-390.9287,5.8427277,32.442596,0.0029472706,165238.58,-401.05690420374276,1.2054484,0.8500728,1354.496161699295,0.022360455,12.786446
True,-1,0.007136223,16.482983,-343.84396,100,9.015398e-05,0.8499501,-399.90848,6.066863,7700,1.4438957,3850000,-385.5447,,77,[ 0.903  0.446 -0.213],-413.64597,0.009015398,-412.12332,500.0,10.134081,19.631413,0.7136223,-288.07098,5.3856726,26.578613,0.014438957,87502.59,-399.90849715992806,1.249935,0.8499501,1371.3144972324371,0.10134081,12.214827
True,-1,0.008357064,8.856778,-382.11084,100,2.2110204e-05,0.8497346,-403.85114,11.290788,7800,1.0223444,3900000,-391.55966,,78,[ 0.893  0.409 -0.169],-417.70148,0.0022110203,-415.51068,500.0,4.675272,40.055508,0.8357064,-340.89172,4.780109,23.95102,0.010223445,121840.62,-403.8511330527067,1.267273,0.8497346,1387.6609182357788,0.046752717,11.65955
True,-1,0.005253868,36.469856,-295.30722,100,0.00021823027,0.8502313,-408.54105,2.7419906,7900,1.4639843,3950000,-397.11566,,79,[ 0.826  0.338 -0.152],-422.34506,0.021823028,-414.12073,500.0,13.010597,11.409642,0.5253868,-211.94434,3.4162142,17.005066,0.014639842,48375.695,-408.54105651587247,1.2701377,0.8502313,1403.8848934173584,0.13010597,5.5796742
True,-1,0.005911188,22.305382,-302.88354,100,9.245872e-05,0.84969044,-400.30743,4.483223,8000,1.1159881,4000000,-385.55176,,80,[ 0.818  0.459 -0.149],-414.13528,0.0092458725,-414.83508,500.0,7.611409,21.90935,0.5911189,-237.57664,6.04292,29.283325,0.011159881,60933.414,-400.30741359472273,1.3216583,0.84969044,1420.0953576564789,0.07611409,14.527668
True,-1,0.006839765,14.599304,-330.50098,100,6.122141e-05,0.8497009,-402.75015,6.8496413,8100,1.4146702,4050000,-389.99112,,81,[ 0.854  0.442 -0.097],-416.55005,0.0061221416,-413.99777,500.0,10.294738,18.94702,0.68397653,-277.7728,5.095648,24.006653,0.014146702,81097.08,-402.7501497714222,1.36304,0.8497009,1437.8043403625488,0.10294738,11.24762
True,-1,0.005668793,43.21028,-321.3997,100,3.032057e-06,0.84998894,-405.9914,2.314264,8200,1.2581799,4100000,-395.808,,82,[ 0.863  0.39  -0.056],-419.82645,0.0003032057,-415.05206,500.0,7.1700544,16.874466,0.5668793,-230.45552,4.4147162,19.24405,0.0125818,56070.66,-405.9913878007233,1.2994375,0.84998894,1453.1630442142487,0.07170054,9.060676
True,-1,0.005675886,46.41591,-324.48,100,9.247773e-06,0.8518896,-407.60974,2.1544337,8300,1.2118292,4150000,-396.26068,,83,[ 0.879  0.359 -0.12 ],-421.43695,0.0009247773,-414.8168,500.0,6.8757057,17.990683,0.56758857,-230.2762,3.6924334,18.556122,0.012118292,56199.84,-407.6097012747824,1.2368808,0.8518896,1469.7502086162567,0.06875706,7.207101
True,-1,0.007054754,39.86094,-368.92593,100,3.4063623e-06,0.8497596,-403.88742,2.5087216,8400,1.8107662,4200000,-390.12772,,84,[ 0.871  0.404 -0.182],-417.65878,0.00034063624,-413.14096,500.0,10.589569,13.17851,0.70547545,-281.9797,4.6462274,23.013245,0.018107662,86601.9,-403.8874101239443,1.1840252,0.8497596,1485.2449848651886,0.10589569,9.253552
True,-1,0.005948865,23.22398,-300.50558,100,1.724688e-05,0.84997493,-398.02695,4.3058944,8500,1.8342347,4250000,-377.99313,,85,[ 0.857  0.467 -0.235],-411.8172,0.0017246881,-413.7078,500.0,16.264608,9.517505,0.59488654,-234.04858,7.039677,35.71466,0.018342346,62849.367,-398.02694101676343,1.1370242,0.84997493,1499.6582624912262,0.16264609,15.680853
True,-1,0.003287566,41.884144,-215.357,100,1.1337157e-06,0.85128796,-389.48038,2.3875384,8600,0.9521906,4300000,-359.4973,,86,[ 0.872  0.517 -0.282],-402.96332,0.00011337158,-404.48834,500.0,8.891937,10.651016,0.32875663,-128.09813,7.47426,44.991028,0.009521905,18193.73,-389.48040777385233,1.0734289,0.85128796,1514.6040737628937,0.08891937,15.007936
True,-1,0.004963089,47.380478,-280.2768,100,1.9761788e-05,0.8520216,-389.1954,2.110574,8700,0.9518978,4350000,-351.02957,,87,[ 0.93   0.509 -0.346],-402.65213,0.001976179,-403.70288,500.0,6.9417167,21.374151,0.4963089,-187.64922,8.093441,52.67331,0.009518977,42190.184,-389.19538379907607,1.0579834,0.8520216,1531.7124106884003,0.069417164,14.507494
True,-1,0.005377254,35.199608,-271.80206,100,2.2297783e-05,0.8564969,-372.78714,2.8409407,8800,1.1534758,4399599,-257.95703,,88,[ 0.949  0.576 -0.361],-386.05087,0.0022297783,-397.91187,495.99,8.4750595,17.852484,0.5377254,-193.10933,20.299913,139.95483,0.011534757,49645.695,-372.78716184675693,1.047653,0.8564969,1548.4711034297943,0.08475059,25.124702
True,-1,0.009374956,8.243926,-267.36005,100,9.583493e-05,0.8581642,-313.66705,12.130143,8900,1.8732579,4442941,-137.46762,,89,[ 0.987  0.631 -0.371],-326.76376,0.009583493,-392.9019,433.42,16.338675,20.029612,0.9374956,-229.7564,67.91452,255.43427,0.018732578,306112.44,-313.66704063668845,1.0546311,0.8581642,1562.9875657558441,0.16338675,79.23485
True,-1,0.0061330386,14.002933,-188.1174,100,5.2937185e-06,0.8584436,-281.21234,7.141361,9000,0.8248178,4482203,-121.08934,,90,[ 0.968  0.673 -0.364],-294.3614,0.00052937184,-394.47165,392.62,3.5206242,35.603752,0.61330384,-138.913,72.37945,273.38232,0.008248178,88113.35,-281.21235595479607,1.0507623,0.8584436,1575.7118890285492,0.03520624,113.2593
True,-1,0.0071672555,9.063981,-167.1784,100,7.0633714e-06,0.86283517,-221.46112,11.03268,9100,0.8916134,4513336,-110.97844,,91,[ 0.992  0.721 -0.368],-233.66656,0.00070633716,-366.164,311.33,3.7259486,39.25325,0.71672547,-130.43208,63.353706,255.18556,0.008916134,105977.78,-221.46112079694868,1.0378417,0.86283517,1587.5521876811981,0.037259486,144.70288
True,-1,0.007195198,9.656828,-157.89783,100,1.4825936e-06,0.85930127,-192.3465,10.355368,9200,0.9035174,4540313,-97.01823,,92,[ 0.933  0.768 -0.381],-204.68187,0.00014825937,-370.06134,269.77,5.0387826,38.807224,0.7195198,-119.565094,56.26107,273.04312,0.009035175,114454.375,-192.34651857316493,1.0184476,0.85930127,1597.5517947673798,0.050387826,177.71483
True,-1,0.0074357116,5.7992425,-127.518425,100,7.0057744e-05,0.8598629,-154.18213,17.243631,9300,0.994724,4562044,-74.16821,,93,[ 0.914  0.82  -0.4  ],-165.87454,0.007005775,-350.77176,217.31,6.148772,35.84722,0.7435712,-99.36125,41.39708,276.60355,0.009947239,123502.39,-154.18213834434746,0.9956505,0.8598629,1605.1160643100739,0.061487716,196.58963
True,-1,0.008332943,4.576497,-132.02275,100,6.972654e-05,0.85455954,-146.07755,21.850773,9400,1.1196727,4582665,-84.80405,,94,[ 0.739  0.835 -0.423],-155.66183,0.0069726547,-287.52844,206.21,7.3137884,35.64491,0.8332942,-111.51934,32.505962,202.7244,0.011196726,92944.37,-146.07754167452455,0.97452784,0.85455954,1612.6057188510895,0.07313788,141.45091
True,-1,0.005597146,9.278747,-97.50548,100,8.321048e-05,0.8642705,-133.72916,10.777318,9500,0.6672597,4601434,-74.63039,,95,[ 0.675  0.88  -0.444],-142.28906,0.008321048,-256.79697,187.69,3.2298174,41.30176,0.5597147,-71.431145,30.739195,182.16658,0.0066725975,29143.69,-133.729159784317,1.0202676,0.8642705,1620.1101033687592,0.032298174,123.06781
True,-1,0.0053352755,18.507183,-96.60515,100,2.9472032e-05,0.8649291,-126.88339,5.4033074,9600,1.1287158,4619382,-72.47727,,96,[ 0.651  0.925 -0.399],-133.0773,0.0029472033,-185.81775,179.48,10.115808,18.262697,0.53352755,-69.9589,23.576656,113.34048,0.0112871565,14682.119,-126.8833786894381,0.99401766,0.8649291,1627.4238533973694,0.101158075,58.934372
True,-1,0.007925015,13.233048,-134.2914,100,1.1533508e-05,0.8621096,-139.81287,7.5568376,9700,1.1247145,4639006,-85.112686,,97,[ 0.658  0.855 -0.425],-147.88408,0.0011533508,-242.13683,196.24,5.455052,33.17723,0.7925015,-104.93049,32.960278,157.02414,0.011247143,53089.6,-139.8128610819578,0.9608767,0.8621096,1635.2004878520966,0.054550517,102.32397
True,-1,0.0075071966,6.261291,-106.993126,100,0.00034207074,0.86149776,-125.10885,15.971148,9800,0.9318146,4656671,-72.8672,,98,[ 0.624  0.916 -0.458],-132.72675,0.034207076,-228.53716,176.65,6.0046015,39.360027,0.75071967,-87.93117,29.487608,155.66995,0.009318146,43198.9,-125.10884671375156,1.0086865,0.86149776,1641.9478862285614,0.060046013,103.4283
True,-1,0.0070012813,13.195975,-100.23077,100,9.128665e-06,0.85913956,-123.846085,7.5780683,9900,1.0701847,4674124,-62.416702,,99,[ 0.554  0.949 -0.41 ],-130.55386,0.0009128665,-201.23338,174.53,5.883683,29.971684,0.7001282,-75.86391,28.646832,138.81668,0.010701847,34645.203,-123.84608807340264,0.9658981,0.85913956,1649.1255717277527,0.05883683,77.3873
True,-1,0.006223715,10.123266,-83.5089,100,0.00022616141,0.86307895,-107.70225,9.878235,10000,0.95790875,4689265,-72.024506,,100,[ 0.496  1.01  -0.453],-113.333534,0.022616142,-168.93832,151.41,7.6323686,29.683174,0.6223715,-65.59182,21.381363,96.91382,0.009579088,15031.664,-107.70225883439183,1.0278515,0.86307895,1654.7525706291199,0.07632368,61.236065
True,-1,0.0073001175,12.811382,-100.853004,100,8.390554e-05,0.86318636,-114.90782,7.805559,10100,0.8999974,4705524,-72.06285,,101,[ 0.416  0.979 -0.391],-121.45413,0.008390554,-196.38953,162.59,4.336175,39.68368,0.73001176,-77.421776,22.186935,124.326675,0.008999974,28329.51,-114.90782514855266,1.0524114,0.86318636,1660.9347059726715,0.04336175,81.481705
True,-1,0.0080273375,12.323047,-99.145805,100,0.00011172233,0.8555679,-106.54823,8.114877,10200,0.99860287,4720520,-61.5511,,102,[ 0.41   1.045 -0.367],-112.15559,0.011172233,-168.22073,149.96,4.403097,39.253513,0.80273366,-79.461624,20.577967,106.66963,0.009986029,24134.17,-106.54822940945625,1.0927296,0.8555679,1666.5075204372406,0.04403097,61.672504
True,-1,0.005460116,18.883657,-71.01537,100,1.4508801e-06,0.8617535,-101.056564,5.295584,10300,1.0855559,4734835,-61.757683,,103,[ 0.375  1.11  -0.326],-106.18218,0.00014508801,-153.7684,143.15,8.525024,20.190754,0.5460117,-48.741848,19.672989,92.01072,0.01085556,15232.414,-101.05656789630652,0.986205,0.8617535,1672.4921901226044,0.08525024,52.711838
True,-1,0.009768227,1.0721494,-102.9532,100,0.005655447,0.8560978,-99.202614,93.270584,10400,0.2762963,4748868,-61.782078,,104,[ 0.428  1.12  -0.433],-105.19882,0.5655447,-179.88599,140.33,1.9964132,92.59213,0.9768228,-96.74446,21.840885,118.10391,0.0027629626,32156.838,-99.20262045115233,0.9833819,0.8560978,1677.9357435703278,0.019964132,80.68337
True,-1,0.0051434916,16.87706,-65.85839,100,3.8237067e-06,0.86399704,-99.23325,5.925203,10500,1.1449143,4762903,-62.78424,,105,[ 0.385  1.118 -0.436],-104.209885,0.00038237066,-149.29935,140.35,9.767018,16.793058,0.51434916,-45.413486,18.84264,86.51511,0.011449142,11822.374,-99.23324699997902,0.8836243,0.86399704,1683.543701171875,0.09767018,50.066105
True,-1,0.0061952863,22.570263,-76.48439,100,8.4999215e-07,0.8638216,-95.216896,4.4306087,10600,1.0416311,4776452,-51.50394,,106,[ 0.385  1.148 -0.535],-100.15715,8.4999214e-05,-148.20813,135.49,6.3942623,26.131052,0.6195287,-53.01407,19.543825,96.70419,0.01041631,14240.699,-95.21688387989998,0.76865107,0.8638216,1688.964157819748,0.06394262,52.991245
True,-1,0.009849068,1.0392286,-92.62562,100,0.0059920093,0.86834353,-88.991936,96.22522,10700,0.23506373,4789065,-52.35286,,107,[ 0.376  1.157 -0.65 ],-93.53523,0.59920096,-136.29915,126.13,2.0667067,94.61083,0.9849068,-87.99406,17.170061,83.94629,0.0023506372,18589.244,-88.99192966356874,0.77478045,0.86834353,1694.831218957901,0.020667067,47.307217
True,-1,0.0059941965,24.450598,-76.897194,100,6.9266544e-06,0.8583978,-90.376396,4.0898795,10800,0.9203342,4801896,-60.92923,,108,[ 0.384  1.15  -0.644],-95.25678,0.00069266546,-146.4116,128.31,4.1577773,29.785156,0.5994197,-52.764877,18.680717,85.482376,0.009203342,10996.638,-90.37640373721719,0.7277625,0.8583978,1700.5477442741394,0.04157777,56.035202
True,-1,0.0067338324,9.179684,-73.084755,100,3.2837786e-05,0.8648436,-94.49089,10.893621,10900,1.2431908,4815266,-62.49952,,109,[ 0.401  1.085 -0.691],-99.6956,0.0032837787,-156.14124,133.7,7.9221606,22.68395,0.6733832,-57.315536,21.494377,93.641716,0.0124319075,21686.596,-94.49088950559496,0.6756276,0.8648436,1706.8994419574738,0.079221606,61.65034
True,-1,0.00583932,14.728535,-67.98842,100,4.179818e-05,0.8587886,-87.87361,6.7895417,11000,0.8005609,4827819,-51.097187,,110,[ 0.472  1.126 -0.743],-92.4571,0.004179818,-137.50446,125.53,4.8784947,34.727104,0.583932,-50.398037,17.020235,86.40727,0.008005608,8346.033,-87.87361680552364,0.68945867,0.8587886,1711.7154338359833,0.048784945,49.63084
True,-1,0.0069654793,16.9141,-77.73489,100,9.256226e-05,0.85765374,-90.06027,5.9122267,11100,0.9068442,4840542,-52.076675,,111,[ 0.461  1.181 -0.729],-94.78182,0.009256226,-141.64688,127.23,4.990333,37.1061,0.6965479,-58.31664,19.037506,89.570206,0.009068442,13973.374,-90.06026479691268,0.7243669,0.85765374,1716.3419256210327,0.04990333,51.586617
True,-1,0.0058493866,16.398405,-65.315414,100,1.670057e-07,0.8588824,-83.69646,6.098154,11200,0.99841124,4852439,-51.720985,,112,[ 0.456  1.235 -0.695],-88.387344,1.670057e-05,-140.72682,118.97,5.4137135,25.553305,0.58493865,-46.319664,15.850546,89.00584,0.009984111,10900.793,-83.69645912185311,0.6770689,0.8588824,1721.7183034420013,0.054137133,57.030365
True,-1,0.006171152,13.147535,-65.5066,100,4.903906e-05,0.85743576,-81.69334,7.6059885,11300,0.8437089,4864108,-51.645554,,113,[ 0.377  1.295 -0.742],-86.70217,0.004903906,-150.26526,116.69,4.5568795,34.853073,0.6171152,-47.344772,17.212639,98.619705,0.008437089,13306.656,-81.69333030492068,0.6828615,0.85743576,1726.6921253204346,0.045568794,68.57193
True,-1,0.006309381,15.2079,-70.222946,100,4.9848615e-05,0.86190534,-82.596634,6.5755296,11400,1.3755207,4875888,-51.05012,,114,[ 0.38   1.352 -0.736],-86.96488,0.0049848617,-131.0477,117.8,11.637648,17.382471,0.6309382,-53.187916,16.714668,79.997574,0.013755206,10253.404,-82.5966292795539,0.6238789,0.86190534,1731.0694983005524,0.116376474,48.451073
True,-1,0.006605437,13.081342,-63.769775,100,0.00019601412,0.85508466,-79.002235,7.644476,11500,1.0265236,4887227,-50.6763,,115,[ 0.422  1.402 -0.795],-82.99557,0.019601412,-119.80008,113.39,6.7522926,29.281733,0.6605437,-49.326622,15.816072,69.12378,0.010265236,8986.756,-79.00223132744432,0.65417486,0.85508466,1735.9920880794525,0.06752293,40.79785
True,-1,0.006302893,19.004063,-67.07234,100,2.4612407e-05,0.86250925,-79.03046,5.2620325,11600,0.9451702,4898576,-51.004402,,116,[ 0.462  1.45  -0.765],-83.06298,0.0024612409,-120.97597,113.49,4.2463617,30.781124,0.6302894,-49.49306,15.113065,69.971565,0.009451701,7456.888,-79.03045021384955,0.64346164,0.86250925,1741.5056903362274,0.042463616,41.94552
True,-1,0.0054585044,23.700974,-60.70719,100,1.12028e-05,0.8590316,-77.43796,4.219236,11700,0.98233205,4909749,-51.369846,,117,[ 0.474  1.388 -0.775],-81.507614,0.00112028,-122.08971,111.73,6.1326017,23.592197,0.54585046,-40.89462,15.367452,70.719864,0.00982332,6609.8105,-77.43795648917556,0.55098593,0.8590316,1746.528713464737,0.061326016,44.65175
True,-1,0.0059133233,19.091404,-61.622665,100,6.522367e-05,0.8619503,-76.34274,5.2379594,11800,0.793344,4920717,-52.005013,,118,[ 0.539  1.428 -0.868],-80.16958,0.0065223672,-114.80499,109.68,4.256914,35.714947,0.5913323,-44.901814,14.449831,62.79998,0.007933441,5667.257,-76.34274215519429,0.5846643,0.8619503,1750.9837510585785,0.04256914,38.462254
True,-1,0.0067460984,10.545069,-71.33218,100,0.000388626,0.8560756,-79.24804,9.483106,11900,0.89044297,4932062,-51.477367,,119,[ 0.556  1.376 -0.834],-83.89409,0.0388626,-139.38168,113.45,6.373501,36.466606,0.6746099,-56.24496,16.949198,87.90431,0.00890443,10743.29,-79.24803500920534,0.67138493,0.8560756,1755.5783882141113,0.06373501,60.13365
True,-1,0.0062388806,24.497871,-67.548805,100,1.530847e-05,0.8646399,-81.58106,4.0819874,12000,1.0082699,4943771,-50.784466,,120,[ 0.512  1.372 -0.748],-85.33926,0.001530847,-112.74595,117.09,5.008136,27.68702,0.6238882,-48.94748,14.573515,61.961483,0.010082698,6544.465,-81.58106267035008,0.6254596,0.8646399,1759.8969900608063,0.050081357,31.164885
True,-1,0.0062244833,15.574226,-66.15376,100,4.850267e-05,0.8620062,-82.41496,6.4208646,12100,0.9517074,4955571,-60.76457,,121,[ 0.537  1.311 -0.793],-86.75687,0.004850267,-130.25708,118.0,5.570325,29.9602,0.6224484,-49.018795,14.665992,69.49251,0.009517075,9656.094,-82.41496489286423,0.59008104,0.8620062,1763.6832976341248,0.05570325,47.842113
True,-1,0.0072292513,11.25491,-72.37489,100,0.00024982123,0.8525124,-81.24319,8.885011,12200,1.0894492,4967127,-50.731308,,122,[ 0.488  1.366 -0.829],-85.271736,0.024982125,-120.856804,115.56,7.4073033,30.571194,0.7229251,-58.85974,15.530518,70.125496,0.01089449,9951.711,-81.24318368434906,0.6715384,0.8525124,1768.5175912380219,0.07407303,39.61362
True,-1,0.0063084424,10.080389,-62.46731,100,0.00022986303,0.86217153,-78.46874,9.920252,12300,0.78037703,4978419,-50.955162,,123,[ 0.454  1.388 -0.747],-83.06892,0.022986304,-138.00494,112.92,4.067152,39.52166,0.6308442,-47.861958,17.27169,87.04978,0.0078037702,10406.132,-78.4687436465919,0.73809296,0.86217153,1773.4081614017487,0.04067152,59.5362
True,-1,0.0054143937,17.910366,-59.542618,100,5.970478e-05,0.871325,-78.37525,5.583359,12400,0.7693422,4989591,-51.033646,,124,[ 0.348  1.412 -0.681],-82.72611,0.005970478,-130.52548,111.72,4.004228,33.123386,0.5414393,-41.129543,14.7491455,79.49184,0.007693422,7263.8066,-78.37525388270616,0.7262234,0.871325,1778.503030538559,0.04004228,52.15023
True,-1,0.0064316047,12.1159935,-70.30147,100,0.0001023377,0.8604961,-79.53696,8.253553,12500,0.7770661,5000886,-51.132347,,125,[ 0.319  1.347 -0.693],-84.23376,0.01023377,-140.9039,112.95,3.9016235,40.654613,0.64316046,-53.95284,16.440615,89.77155,0.0077706613,10013.818,-79.53695702344179,0.78662103,0.8604961,1783.3116335868835,0.039016236,61.366943
True,-1,0.0052835215,17.471596,-65.935715,100,7.653206e-06,0.86220086,-86.28091,5.7235756,12600,0.9852106,5013116,-52.543503,,126,[ 0.35   1.302 -0.632],-91.08009,0.0007653206,-143.97565,122.3,5.047869,22.336132,0.5283522,-45.87557,17.725412,91.432144,0.009852107,8975.361,-86.28091309070587,0.7180171,0.86220086,1788.6708064079285,0.05047869,57.694736
True,-1,0.006447142,13.106342,-71.88299,100,0.00023310962,0.8599731,-86.03882,7.629894,12700,0.7937051,5025375,-60.189644,,127,[ 0.355  1.245 -0.701],-90.71459,0.023310963,-140.27292,122.59,4.3206716,39.751984,0.6447142,-54.955467,17.485788,80.083275,0.00793705,10565.363,-86.03881532073021,0.7903848,0.8599731,1793.987551689148,0.043206714,54.2341
True,-1,0.005898692,11.986215,-69.69251,100,0.0003756869,0.8599885,-87.8487,8.342917,12800,0.60684115,5037875,-61.422867,,128,[ 0.435  1.268 -0.629],-93.24202,0.037568692,-161.80011,125.0,3.684855,48.58207,0.5898692,-51.02018,19.476986,100.37724,0.0060684117,11594.215,-87.84869389146566,0.8643244,0.8599885,1799.5100374221802,0.03684855,73.95141
True,-1,0.0056425333,27.09648,-68.93088,100,2.2171625e-06,0.86191887,-86.12549,3.6905162,12900,1.2727231,5050180,-60.24653,,129,[ 0.315  1.269 -0.555],-90.285095,0.00022171627,-124.788315,123.05,9.9237175,16.426624,0.56425333,-47.27832,13.833185,64.54179,0.012727231,7881.2974,-86.12549001291394,0.7548467,0.86191887,1804.9447603225708,0.099237174,38.662827
True,-1,0.005223273,13.827946,-60.52693,100,4.5698034e-05,0.8612041,-85.32435,7.2317324,13000,0.88840747,5062298,-52.009827,,130,[ 0.43   1.237 -0.664],-89.79317,0.0045698034,-134.06503,121.18,5.283743,25.687551,0.52232736,-43.909145,15.901938,82.05521,0.008884073,7463.4604,-85.32434005662799,0.74971986,0.8612041,1809.9293956756592,0.052837428,48.740692
True,-1,0.0074728276,7.862424,-73.601326,100,0.00017547382,0.86626536,-87.78074,12.718724,13100,1.1202629,5074827,-61.622955,,131,[ 0.283  1.194 -0.669],-92.29552,0.017547382,-135.44312,125.29,5.703585,30.794378,0.74728274,-60.941906,17.17279,73.82016,0.011202628,15283.526,-87.78074952095747,0.7815137,0.86626536,1815.816474199295,0.05703585,47.66237
True,-1,0.0051745474,11.294926,-62.12979,100,7.330669e-05,0.8634392,-87.25938,8.853533,13200,0.60362357,5087258,-51.620743,,132,[ 0.2    1.24  -0.637],-92.27452,0.007330669,-150.45444,124.31,2.901586,42.358894,0.51745474,-45.274918,17.919304,98.833694,0.0060362355,7803.0996,-87.25936609908939,0.83762264,0.8634392,1820.9443054199219,0.02901586,63.19507
True,-1,0.0053205667,15.631682,-64.39128,100,0.0001559011,0.8554086,-87.377235,6.397264,13300,0.62873155,5099617,-59.686035,,133,[ 0.039  1.261 -0.581],-91.61742,0.015590111,-127.20558,123.59,2.446887,41.72899,0.5320567,-47.626892,17.105028,67.51955,0.0062873154,5402.5107,-87.3772307254374,0.9174369,0.8554086,1825.7062346935272,0.024468869,39.82835
True,-1,0.009615386,1.3076917,-87.222565,100,0.0020786978,0.855554,-84.67732,76.47063,13400,0.45250776,5111648,-50.69954,,134,[ 0.091  1.29  -0.501],-89.573296,0.20786978,-146.87938,120.31,2.5589702,81.86843,0.96153855,-81.6238,18.83964,96.17984,0.0045250775,21393.732,-84.67732043728232,0.90999085,0.855554,1831.1681089401245,0.0255897,62.20206
True,-1,0.006897119,12.641415,-70.54056,100,7.212892e-05,0.8582237,-82.59091,7.910507,13500,0.94389945,5123383,-60.509293,,135,[ 0.018  1.306 -0.509],-87.216324,0.007212892,-138.76263,117.35,4.6057873,34.807953,0.6897119,-54.094982,16.868183,78.25334,0.009438994,12935.271,-82.59090577721595,0.9285289,0.8582237,1836.2994375228882,0.046057872,56.171734
True,-1,0.0073559815,9.596258,-72.79875,100,6.336604e-05,0.85381716,-83.78208,10.420729,13600,1.4593115,5135353,-51.103268,,136,[ 0.021  1.375 -0.49 ],-88.07156,0.006336604,-128.68442,119.7,10.933517,20.260813,0.73559815,-59.51087,15.384656,77.58115,0.014593115,15548.813,-83.78207595854998,0.88301694,0.85381716,1841.5052013397217,0.10933517,44.902344
True,-1,0.00630264,10.833096,-70.4341,100,1.3701749e-05,0.8601313,-84.37862,9.230972,13700,1.0354058,5147431,-50.720398,,137,[ 0.059  1.311 -0.536],-89.9155,0.0013701749,-166.10652,120.78,5.7592707,27.03555,0.630264,-52.21018,17.374048,115.38612,0.010354058,19674.549,-84.37861034154892,0.8379097,0.8601313,1846.76300907135,0.057592705,81.72791
True,-1,0.005316675,16.983402,-62.28479,100,6.439516e-05,0.85399747,-82.46363,5.8881016,13800,0.7852935,5159211,-50.24547,,138,[ 0.086  1.371 -0.581],-86.73934,0.006439516,-128.27122,117.8,3.8830314,31.430307,0.5316676,-44.664204,16.437008,78.02576,0.007852935,6072.9863,-82.46362437948585,0.8275339,0.85399747,1852.0197989940643,0.038830314,45.807602
