VarVanillaIw,MaxNormIw,IterType,AvgNormIw,AvgDiscRet,Bound,MinVanillaIw,EpsThisIter,J,MinNormIw,VarRet,ESSRenyi,AvgRet,ESSClassic,BatchSize,MaxVanillaIw,AvgEpLen,eRenyi2,VarNormIw,Delta,VarJ,VarDiscRet,VanillaAvgRet,AvgVanillaIw
,0.005,2,0.005,4665.95030616,4395.23,1.0,100,4665.43,0.005,178.709033571,500.0,4665.95030616,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,13.5312,178.709033571,4665.95030616,1.0
,0.00333333,2,0.00333333,4666.25042345,4445.09,1.0,100,4665.7,0.00333333,156.880086927,500.0,4666.25042345,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,13.1903,156.880086927,4666.25042345,1.0
,0.0025,2,0.0025,4667.76467807,4475.16,1.0,100,4666.22,0.0025,94.2189703079,500.0,4667.76467807,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,12.434,94.2189703079,4667.76467807,1.0
0.00166263,0.00219126,1,0.002,4667.19319335,4495.65,0.828545,100,4666.67,0.00165657,106.543230866,499.264489346,4667.19319335,499.172253466,500,1.09597,500.0,1.00147,6.64634e-09,0.6,11.5554,106.543230866,4667.19319335,1.00031
,0.01,2,0.01,4665.26939765,4283.17,1.0,100,4665.27,0.01,296.543214305,500.0,4665.26939765,100.0,500,1.0,499.93,1.0,3.50449e-18,0.6,17.1341,296.543214305,4665.26939765,1.0
,0.005,2,0.005,4667.5740782,4396.23,1.0,100,4666.42,0.005,180.011957993,500.0,4667.5740782,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,15.4021,180.011957993,4667.5740782,1.0
,0.00333333,2,0.00333333,4666.56754078,4445.86,1.0,100,4666.47,0.00333333,149.979767664,500.0,4666.56754078,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,14.41,149.979767664,4666.56754078,1.0
,0.0025,2,0.0025,4668.30194929,4475.87,1.0,100,4666.93,0.0025,96.777162368,500.0,4668.30194929,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,13.4282,96.777162368,4668.30194929,1.0
0.00182064,0.00215864,1,0.002,4667.37322896,4496.27,0.852411,100,4667.28,0.00171002,107.167792333,499.261101892,4667.37322896,499.087672938,500,1.07604,500.0,1.00148,7.32699e-09,0.6,12.212,107.167792333,4667.37322896,0.996962
,0.01,2,0.01,4666.72829682,4284.63,1.0,100,4666.73,0.01,127.061990467,500.0,4666.72829682,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.2157,127.061990467,4666.72829682,1.0
,0.005,2,0.005,4666.68543548,4396.51,1.0,100,4666.71,0.005,153.650092241,500.0,4666.68543548,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.7878,153.650092241,4666.68543548,1.0
,0.00333333,2,0.00333333,4666.682053,4446.08,1.0,100,4666.7,0.00333333,146.118394274,500.0,4666.682053,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,11.8682,146.118394274,4666.682053,1.0
,0.0025,2,0.0025,4666.35715271,4475.55,1.0,100,4666.61,0.0025,164.27795408,500.0,4666.35715271,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,12.0963,164.27795408,4666.35715271,1.0
0.00172277,0.00215981,1,0.002,4668.02543604,4496.13,0.78924,100,4667.14,0.00158026,94.566082678,499.290580222,4668.02543604,499.139708391,500,1.07869,500.0,1.00142,6.90661e-09,0.6,11.2657,94.566082678,4668.02543604,0.998874
,0.01,2,0.01,4667.13468381,4285.02,1.0,100,4667.13,0.01,136.705775636,500.0,4667.13468381,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.6335,136.705775636,4667.13468381,1.0
,0.005,2,0.005,4667.59115391,4397.17,1.0,100,4667.36,0.005,99.064425011,500.0,4667.59115391,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.8055,99.064425011,4667.59115391,1.0
,0.00333333,2,0.00333333,4667.95637134,4446.95,1.0,100,4667.56,0.00333333,115.434188368,500.0,4667.95637134,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.7708,115.434188368,4667.95637134,1.0
,0.0025,2,0.0025,4666.52868166,4476.25,1.0,100,4667.3,0.0025,118.93733115,500.0,4666.52868166,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.8002,118.93733115,4666.52868166,1.0
0.000850818,0.00210214,1,0.002,4669.07909567,4496.85,0.878456,100,4667.8,0.00175585,112.689762187,499.596385395,4669.07909567,499.576432235,500,1.0517,500.0,1.00081,3.39918e-09,0.6,10.5194,112.689762187,4669.07909567,1.0006
,0.01,2,0.01,4668.44073775,4286.32,1.0,100,4668.44,0.01,131.09109284,500.0,4668.44073775,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.3921,131.09109284,4668.44073775,1.0
,0.005,2,0.005,4667.76589422,4397.9,1.0,100,4668.1,0.005,99.3727809397,500.0,4667.76589422,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.6861,99.3727809397,4667.76589422,1.0
,0.00333333,2,0.00333333,4667.02141218,4447.13,1.0,100,4667.74,0.00333333,95.1511649671,500.0,4667.02141218,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.3821,95.1511649671,4667.02141218,1.0
,0.0025,2,0.0025,4667.51040741,4476.62,1.0,100,4667.68,0.0025,96.4575655437,500.0,4667.51040741,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.2335,96.4575655437,4667.51040741,1.0
0.00145698,0.00217804,1,0.002,4666.95556655,4496.75,0.850714,100,4667.74,0.00170208,156.437461541,499.377906427,4666.95556655,499.273334682,500,1.0886,500.0,1.00125,5.83235e-09,0.6,10.3925,156.437461541,4666.95556655,0.999619
,0.01,2,0.01,4667.63204397,4285.53,1.0,100,4667.63,0.01,107.074297595,500.0,4667.63204397,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,10.2958,107.074297595,4667.63204397,1.0
,0.005,2,0.005,4668.61713878,4397.93,1.0,100,4668.12,0.005,107.016503176,500.0,4668.61713878,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.3062,107.016503176,4668.61713878,1.0
,0.00333333,2,0.00333333,4667.98599682,4447.47,1.0,100,4668.08,0.00333333,95.7749174529,500.0,4667.98599682,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.1204,95.7749174529,4667.98599682,1.0
,0.0025,2,0.0025,4666.58819665,4476.65,1.0,100,4667.71,0.0025,105.557066027,500.0,4666.58819665,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.1665,105.557066027,4666.58819665,1.0
0.00111876,0.00213308,1,0.002,4666.8857348,4496.74,0.834151,100,4667.71,0.0016696,129.049523099,499.517370666,4666.8857348,499.441704131,500,1.06571,500.0,1.00097,4.48201e-09,0.6,10.1059,129.049523099,4666.8857348,0.999221
,0.01,2,0.01,4668.44311227,4286.32,1.0,100,4668.44,0.01,90.2995394747,500.0,4668.44311227,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.45499,90.2995394747,4668.44311227,1.0
,0.005,2,0.005,4666.93656948,4397.49,1.0,100,4667.69,0.005,121.660614506,500.0,4666.93656948,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.2707,121.660614506,4666.93656948,1.0
,0.00333333,2,0.00333333,4668.05178922,4447.19,1.0,100,4667.81,0.00333333,96.4815388464,500.0,4668.05178922,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.1091,96.4815388464,4668.05178922,1.0
,0.0025,2,0.0025,4667.45528994,4476.66,1.0,100,4667.72,0.0025,129.831145953,500.0,4667.45528994,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.4308,129.831145953,4667.45528994,1.0
0.00100795,0.00213947,1,0.002,4666.51974818,4496.67,0.877277,100,4667.64,0.00175503,144.059302724,499.522308355,4666.51974818,499.497562134,500,1.06945,500.0,1.00096,4.03395e-09,0.6,10.5231,144.059302724,4666.51974818,0.999732
,0.01,2,0.01,4667.93570433,4285.84,1.0,100,4667.94,0.01,125.642087677,500.0,4667.93570433,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.1528,125.642087677,4667.93570433,1.0
,0.005,2,0.005,4666.41010421,4396.97,1.0,100,4667.17,0.005,157.450960351,500.0,4666.41010421,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.8622,157.450960351,4666.41010421,1.0
,0.00333333,2,0.00333333,4667.24185874,4446.58,1.0,100,4667.2,0.00333333,101.877092442,500.0,4667.24185874,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,11.2884,101.877092442,4667.24185874,1.0
,0.0025,2,0.0025,4668.44827288,4476.45,1.0,100,4667.51,0.0025,98.4683697763,500.0,4668.44827288,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.9652,98.4683697763,4668.44827288,1.0
0.00116221,0.00214393,1,0.002,4669.65423409,4497.14,0.797369,100,4668.11,0.00159865,78.2746566149,499.532124531,4669.65423409,499.417826749,500,1.06934,500.0,1.00094,4.67171e-09,0.6,10.3313,78.2746566149,4669.65423409,0.997551
,0.01,2,0.01,4662.83181287,4280.71,1.0,100,4662.83,0.01,2155.4978926,500.0,4662.83181287,100.0,500,1.0,499.53,1.0,3.50449e-18,0.6,46.1946,2155.4978926,4662.83181287,1.0
,0.005,2,0.005,4669.32771292,4395.88,1.0,100,4666.08,0.005,85.2080826658,500.0,4669.32771292,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,33.4619,85.2080826658,4669.32771292,1.0
,0.00333333,2,0.00333333,4669.50759708,4446.6,1.0,100,4667.22,0.00333333,73.6640321354,500.0,4669.50759708,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,27.8098,73.6640321354,4669.50759708,1.0
,0.0025,2,0.0025,4649.23692111,4471.67,1.0,100,4662.73,0.0025,31467.3462109,500.0,4649.23692111,400.0,500,1.0,498.12,1.0,5.4346e-20,0.6,91.8088,31467.3462109,4649.23692111,1.0
0.0100601,0.00238559,1,0.002,4668.15441751,4494.11,0.557496,100,4665.84,0.00111012,97.7524513035,495.113557408,4668.15441751,495.072943134,500,1.19803,500.0,1.00987,3.98895e-08,0.6,46.6994,97.7524513035,4668.15441751,1.00439
,0.01,2,0.01,4667.6661502,4285.57,1.0,100,4667.67,0.01,156.551266921,500.0,4667.6661502,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,12.4493,156.551266921,4667.6661502,1.0
,0.005,2,0.005,4669.11073585,4398.19,1.0,100,4668.39,0.005,79.8362158663,500.0,4669.11073585,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.8413,79.8362158663,4669.11073585,1.0
,0.00333333,2,0.00333333,4665.94601843,4446.96,1.0,100,4667.57,0.00333333,149.431684393,500.0,4665.94601843,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,11.3575,149.431684393,4665.94601843,1.0
,0.0025,2,0.0025,4668.5735076,4476.77,1.0,100,4667.82,0.0025,83.7218188069,500.0,4668.5735076,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.8468,83.7218188069,4668.5735076,1.0
0.00146688,0.00221123,1,0.002,4667.56946904,4497.0,0.819142,100,4668.0,0.00163463,143.173165452,499.338252145,4667.56946904,499.272408643,500,1.10809,500.0,1.00133,5.8414e-09,0.6,10.6564,143.173165452,4667.56946904,1.00223
,0.01,2,0.01,4668.91333556,4286.8,1.0,100,4668.91,0.01,75.3030189257,500.0,4668.91333556,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.63424,75.3030189257,4668.91333556,1.0
,0.005,2,0.005,4666.14663382,4397.33,1.0,100,4667.53,0.005,144.344366538,500.0,4666.14663382,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.5185,144.344366538,4666.14663382,1.0
,0.00333333,2,0.00333333,4668.49116567,4447.24,1.0,100,4667.85,0.00333333,144.59006547,500.0,4668.49116567,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,11.0308,144.59006547,4668.49116567,1.0
,0.0025,2,0.0025,4666.43046854,4476.44,1.0,100,4667.5,0.0025,133.963806569,500.0,4666.43046854,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,11.1711,133.963806569,4666.43046854,1.0
0.00184413,0.00220729,1,0.002,4668.22732283,4496.88,0.807628,100,4667.89,0.00161489,208.432137427,499.277980187,4668.22732283,499.082126322,500,1.1039,500.0,1.00145,7.37313e-09,0.6,11.2123,208.432137427,4668.22732283,1.00023
,0.01,2,0.01,4649.9838132,4267.88,1.0,100,4649.98,0.01,36385.1191865,500.0,4649.9838132,100.0,500,1.0,497.97,1.0,3.50449e-18,0.6,189.793,36385.1191865,4649.9838132,1.0
,0.005,2,0.005,4665.83490918,4387.72,1.0,100,4657.91,0.005,158.553082029,500.0,4665.83490918,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,134.729,158.553082029,4665.83490918,1.0
,0.00333333,2,0.00333333,4668.35610779,4440.78,1.0,100,4661.39,0.00333333,113.186783337,500.0,4668.35610779,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,110.285,113.186783337,4668.35610779,1.0
,0.0025,2,0.0025,4669.07732062,4472.25,1.0,100,4663.31,0.0025,105.395151197,500.0,4669.07732062,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,95.7044,105.395151197,4669.07732062,1.0
0.0107218,0.00231494,1,0.002,4669.00161377,4495.82,0.234692,100,4667.56,0.000469761,152.685361232,495.051204106,4669.00161377,494.698008639,500,1.15654,500.0,1.01,4.29561e-08,0.6,22.7853,152.685361232,4669.00161377,0.999197
,0.01,2,0.01,4667.48819038,4285.38,1.0,100,4667.49,0.01,134.562468085,500.0,4667.48819038,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.542,134.562468085,4667.48819038,1.0
,0.005,2,0.005,4665.75793156,4396.43,1.0,100,4666.62,0.005,154.771461123,500.0,4665.75793156,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.9987,154.771461123,4665.75793156,1.0
,0.00333333,2,0.00333333,4667.72376467,4446.37,1.0,100,4666.99,0.00333333,129.408463494,500.0,4667.72376467,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,11.7878,129.408463494,4667.72376467,1.0
,0.0025,2,0.0025,4668.148375,4476.22,1.0,100,4667.28,0.0025,110.535167124,500.0,4668.148375,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,11.4815,110.535167124,4668.148375,1.0
0.00647879,0.00228574,1,0.002,4656.77536837,4495.03,0.522284,100,4666.41,0.00104303,12103.3895352,497.17051772,4656.77536837,496.797384951,500,1.14456,498.84,1.00569,2.58387e-08,0.6,27.8256,12103.3895352,4656.77536837,1.00148
,0.01,2,0.01,4667.67413749,4285.56,1.0,100,4667.67,0.01,124.240967826,500.0,4667.67413749,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,11.0905,124.240967826,4667.67413749,1.0
,0.005,2,0.005,4669.03995219,4398.16,1.0,100,4668.36,0.005,83.1255143246,500.0,4669.03995219,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.1544,83.1255143246,4669.03995219,1.0
,0.00333333,2,0.00333333,4668.92204771,4447.93,1.0,100,4668.55,0.00333333,99.5907992579,500.0,4668.92204771,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.0835,99.5907992579,4668.92204771,1.0
,0.0025,2,0.0025,4648.27942299,4472.42,1.0,100,4663.48,0.0025,43602.2307249,500.0,4648.27942299,400.0,500,1.0,497.78,1.0,5.4346e-20,0.6,104.617,43602.2307249,4648.27942299,1.0
0.010777,0.00230209,1,0.002,4669.13471735,4495.94,0.287748,100,4667.69,0.000572963,120.994537031,494.998855826,4669.13471735,494.725617239,500,1.15613,500.0,1.0101,4.27293e-08,0.6,28.5376,120.994537031,4669.13471735,1.00442
,0.01,2,0.01,4667.59510419,4285.48,1.0,100,4667.6,0.01,121.738845604,500.0,4667.59510419,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,10.9782,121.738845604,4667.59510419,1.0
,0.005,2,0.005,4668.9373727,4398.07,1.0,100,4668.27,0.005,101.76056213,500.0,4668.9373727,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.5396,101.76056213,4668.9373727,1.0
,0.00333333,2,0.00333333,4668.14254187,4447.61,1.0,100,4668.23,0.00333333,102.604441097,500.0,4668.14254187,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.3884,102.604441097,4668.14254187,1.0
,0.0025,2,0.0025,4668.21123957,4477.16,1.0,100,4668.22,0.0025,85.0707782934,500.0,4668.21123957,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.0992,85.0707782934,4668.21123957,1.0
0.000776808,0.00215374,1,0.002,4667.58138382,4497.27,0.881949,100,4668.22,0.00176409,93.6286278953,499.618761576,4667.58138382,499.612560483,500,1.07675,500.0,1.00076,3.1079e-09,0.6,9.84508,93.6286278953,4667.58138382,0.999893
,0.01,2,0.01,4669.13832613,4287.02,1.0,100,4669.14,0.01,78.9838987523,500.0,4669.13832613,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.84273,78.9838987523,4669.13832613,1.0
,0.005,2,0.005,4668.88155004,4398.81,1.0,100,4669.01,0.005,117.090038146,500.0,4668.88155004,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,9.85256,117.090038146,4668.88155004,1.0
,0.00333333,2,0.00333333,4670.76020332,4448.98,1.0,100,4669.59,0.00333333,52.9269094259,500.0,4670.76020332,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,9.10286,52.9269094259,4670.76020332,1.0
,0.0025,2,0.0025,4670.48528069,4478.76,1.0,100,4669.82,0.0025,64.0727480264,500.0,4670.48528069,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,8.84045,64.0727480264,4670.48528069,1.0
0.000621604,0.00211359,1,0.002,4667.9126852,4498.6,0.889839,100,4669.53,0.0017802,126.252967833,499.723349186,4667.9126852,499.689917505,500,1.05648,500.0,1.00055,2.48789e-09,0.6,9.16351,126.252967833,4667.9126852,0.999705
,0.01,2,0.01,4670.3983118,4288.31,1.0,100,4670.4,0.01,54.8877529813,500.0,4670.3983118,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,7.37148,54.8877529813,4670.3983118,1.0
,0.005,2,0.005,4668.79724213,4399.42,1.0,100,4669.6,0.005,107.02080729,500.0,4668.79724213,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.98808,107.02080729,4668.79724213,1.0
,0.00333333,2,0.00333333,4668.14245834,4448.51,1.0,100,4669.11,0.00333333,101.948412595,500.0,4668.14245834,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,9.37926,101.948412595,4668.14245834,1.0
,0.0025,2,0.0025,4658.41879946,4475.38,1.0,100,4666.44,0.0025,13027.7464465,500.0,4658.41879946,400.0,500,1.0,498.84,1.0,5.4346e-20,0.6,57.5481,13027.7464465,4658.41879946,1.0
0.00741255,0.00232542,1,0.002,4668.93275183,4497.03,0.403429,100,4668.44,0.000804693,99.5254982115,496.941613593,4668.93275183,496.348029507,500,1.16584,500.0,1.00615,2.94913e-08,0.6,22.3848,99.5254982115,4668.93275183,1.00269
,0.01,2,0.01,4667.3406599,4285.23,1.0,100,4667.34,0.01,152.119394745,500.0,4667.3406599,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,12.2718,152.119394745,4667.3406599,1.0
,0.005,2,0.005,4668.1163075,4397.53,1.0,100,4667.73,0.005,106.990760515,500.0,4668.1163075,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.3318,106.990760515,4668.1163075,1.0
,0.00333333,2,0.00333333,4669.5629504,4447.72,1.0,100,4668.34,0.00333333,71.7998621692,500.0,4669.5629504,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.4904,71.7998621692,4669.5629504,1.0
,0.0025,2,0.0025,4668.05031719,4477.21,1.0,100,4668.27,0.0025,104.609719524,500.0,4668.05031719,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.4136,104.609719524,4668.05031719,1.0
0.00125348,0.00214614,1,0.002,4668.8003902,4497.59,0.83918,100,4668.57,0.00167857,134.041480928,499.474184927,4668.8003902,499.375107208,500,1.07294,500.0,1.00105,5.01514e-09,0.6,10.3351,134.041480928,4668.8003902,0.999878
,0.01,2,0.01,4668.71677178,4286.62,1.0,100,4668.72,0.01,74.9242281873,500.0,4668.71677178,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.6125,74.9242281873,4668.71677178,1.0
,0.005,2,0.005,4668.34265291,4398.34,1.0,100,4668.53,0.005,186.973886509,500.0,4668.34265291,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.3875,186.973886509,4668.34265291,1.0
,0.00333333,2,0.00333333,4670.39910162,4448.54,1.0,100,4669.15,0.00333333,66.1325295203,500.0,4670.39910162,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.4427,66.1325295203,4670.39910162,1.0
,0.0025,2,0.0025,4669.98642413,4478.3,1.0,100,4669.36,0.0025,91.4681071017,500.0,4669.98642413,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.2253,91.4681071017,4669.98642413,1.0
0.00135183,0.00215305,1,0.002,4668.29142583,4498.35,0.839408,100,4669.34,0.00167849,112.926422753,499.427200663,4668.29142583,499.32684579,500,1.07674,500.0,1.00115,5.40522e-09,0.6,9.76755,112.926422753,4668.29142583,1.00019
,0.01,2,0.01,4668.26404887,4286.16,1.0,100,4668.26,0.01,81.505694902,500.0,4668.26404887,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.98279,81.505694902,4668.26404887,1.0
,0.005,2,0.005,4668.90257691,4398.39,1.0,100,4668.58,0.005,76.3533372678,500.0,4668.90257691,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,8.84546,76.3533372678,4668.90257691,1.0
,0.00333333,2,0.00333333,4655.6665073,4443.66,1.0,100,4664.28,0.00333333,15143.9333655,500.0,4655.6665073,299.999969474,500,1.0,498.75,1.0,5.43914e-20,0.6,71.3214,15143.9333655,4655.6665073,1.0
,0.0025,2,0.0025,4668.20314194,4474.2,1.0,100,4665.26,0.0025,138.911534222,500.0,4668.20314194,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,62.0671,138.911534222,4668.20314194,1.0
0.00687418,0.00239127,1,0.002,4670.42167642,4496.33,0.454756,100,4667.82,0.000905603,73.3292173602,496.537158863,4670.42167642,496.622271645,500,1.20079,500.0,1.00697,2.72609e-08,0.6,26.4914,73.3292173602,4670.42167642,1.00432
,0.01,2,0.01,4668.97075553,4286.89,1.0,100,4668.97,0.01,79.8147861669,500.0,4668.97075553,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,8.88914,79.8147861669,4668.97075553,1.0
,0.005,2,0.005,4667.93491883,4398.26,1.0,100,4668.45,0.005,91.6348149875,500.0,4667.93491883,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,9.22691,91.6348149875,4667.93491883,1.0
,0.00333333,2,0.00333333,4667.8968118,4447.65,1.0,100,4668.27,0.00333333,632.372480651,500.0,4667.8968118,299.999969474,500,1.0,499.82,1.0,5.43914e-20,0.6,16.2944,632.372480651,4667.8968118,1.0
,0.0025,2,0.0025,4669.39925404,4477.49,1.0,100,4668.55,0.0025,78.0330863545,500.0,4669.39925404,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,14.788,78.0330863545,4669.39925404,1.0
0.00291033,0.00222777,1,0.002,4663.95388324,4497.01,0.713183,100,4668.13,0.00142297,4403.75871653,498.631715363,4663.95388324,498.558817201,500,1.11654,499.31,1.00274,1.1586e-08,0.6,24.613,4403.75871653,4663.95388324,1.00238
,0.01,2,0.01,4667.36436066,4285.24,1.0,100,4667.36,0.01,169.416656345,500.0,4667.36436066,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,12.9508,169.416656345,4667.36436066,1.0
,0.005,2,0.005,4667.71515603,4397.34,1.0,100,4667.54,0.005,88.3168620172,500.0,4667.71515603,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,11.2964,88.3168620172,4667.71515603,1.0
,0.00333333,2,0.00333333,4670.23504014,4447.82,1.0,100,4668.44,0.00333333,79.4004496895,500.0,4670.23504014,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.6249,79.4004496895,4670.23504014,1.0
,0.0025,2,0.0025,4669.66946762,4477.69,1.0,100,4668.75,0.0025,71.2877767692,500.0,4669.66946762,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,10.1289,71.2877767692,4669.66946762,1.0
0.000910753,0.00216103,1,0.002,4667.52171051,4497.67,0.896304,100,4668.63,0.00179589,88.4053436435,499.602038762,4667.52171051,499.544010131,500,1.07854,500.0,1.0008,3.65636e-09,0.6,9.75194,88.4053436435,4667.52171051,0.998173
,0.01,2,0.01,4670.26500382,4288.16,1.0,100,4670.26,0.01,87.6867332883,500.0,4670.26500382,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,9.31715,87.6867332883,4670.26500382,1.0
,0.005,2,0.005,4668.18934304,4399.04,1.0,100,4669.23,0.005,186.443538595,500.0,4668.18934304,200.000000102,500,1.0,499.9,1.0,2.1793e-19,0.6,11.6949,186.443538595,4668.18934304,1.0
,0.00333333,2,0.00333333,4670.26251557,4448.96,1.0,100,4669.57,0.00333333,64.2055591255,500.0,4670.26251557,299.999969474,500,1.0,500.0,1.0,5.43914e-20,0.6,10.6116,64.2055591255,4670.26251557,1.0
,0.0025,2,0.0025,4670.13514451,4478.65,1.0,100,4669.71,0.0025,58.3880802795,500.0,4670.13514451,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,9.94815,58.3880802795,4670.13514451,1.0
0.000454514,0.00213867,1,0.002,4670.21747016,4498.96,0.904272,100,4669.89,0.00180896,78.4632287525,499.796175633,4670.21747016,499.773175548,500,1.06909,500.0,1.00041,1.81888e-09,0.6,9.52248,78.4632287525,4670.21747016,0.999772
,0.01,2,0.01,4668.97281469,4286.85,1.0,100,4668.97,0.01,101.47907027,500.0,4668.97281469,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,10.0232,101.47907027,4668.97281469,1.0
,0.005,2,0.005,4669.95654088,4399.27,1.0,100,4669.46,0.005,106.973233657,500.0,4669.95654088,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,10.1698,106.973233657,4669.95654088,1.0
,0.00333333,2,0.00333333,4654.44742751,4443.84,1.0,100,4664.46,0.00333333,18871.973636,500.0,4654.44742751,299.999969474,500,1.0,498.55,1.0,5.43914e-20,0.6,79.6669,18871.973636,4654.44742751,1.0
,0.0025,2,0.0025,4668.97651072,4474.53,1.0,100,4665.59,0.0025,97.6159159482,500.0,4668.97651072,400.0,500,1.0,500.0,1.0,5.4346e-20,0.6,69.1961,97.6159159482,4668.97651072,1.0
0.00593994,0.00221686,1,0.002,4668.97478697,4496.71,0.322081,100,4668.22,0.000642049,66.4321885409,496.427496066,4668.97478697,497.072474455,500,1.11208,500.0,1.0072,2.36041e-08,0.6,21.8496,66.4321885409,4668.97478697,1.00329
,0.01,2,0.01,4668.30836336,4286.19,1.0,100,4668.31,0.01,101.64415597,500.0,4668.30836336,100.0,500,1.0,500.0,1.0,3.50449e-18,0.6,10.0313,101.64415597,4668.30836336,1.0
,0.005,2,0.005,4671.11332052,4399.51,1.0,100,4669.71,0.005,62.7675697482,500.0,4671.11332052,200.000000102,500,1.0,500.0,1.0,2.1793e-19,0.6,9.12966,62.7675697482,4671.11332052,1.0
