J,eRenyi2,ESSClassic,ESSRenyi,AvgEpLen,AvgRet,AvgVanillaIw,VarNormIw,Delta,Bound,EpsThisIter,VarRet,VarJ,VarVanillaIw,MinNormIw,VanillaAvgRet,BatchSize,MaxNormIw,IterType,VarDiscRet,MaxVanillaIw,AvgNormIw,MinVanillaIw,AvgDiscRet
1321.47,1.0,400.0,500.0,143.08,1321.75671835,1.0,5.4346e-20,0.3,1068.79,100,106158.150941,338.785,,0.0025,1321.75671835,500,0.0025,2,106158.150941,1.0,0.0025,1.0,1321.75671835
1377.13,1.30198,382.59254517,384.03142054,143.24,1319.99126805,1.02066,1.22996e-06,0.3,1119.24,100,95144.6306045,472.388,0.320327,0.00012927,1319.99126805,500,0.00620009,1,95144.6306045,3.1641,0.002,0.0659705,1319.99126805
1319.29,1.0,100.0,500.0,143.04,1319.28943821,1.0,3.50449e-18,0.3,859.239,100,84167.9677815,288.663,,0.01,1319.28943821,500,0.01,2,84167.9677815,1.0,0.01,1.0,1319.28943821
1317.62,1.0,200.000000102,500.0,142.59,1315.9450961,1.0,2.1793e-19,0.3,992.312,100,104571.259148,305.661,,0.005,1315.9450961,500,0.005,2,104571.259148,1.0,0.005,1.0,1315.9450961
1324.55,1.0,299.999969474,500.0,145.03,1338.4288657,1.0,5.43914e-20,0.3,1058.94,100,100183.661489,308.938,,0.00333333,1338.4288657,500,0.00333333,2,100183.661489,1.0,0.00333333,1.0,1338.4288657
1319.34,1.0,400.0,500.0,141.49,1303.70404297,1.0,5.4346e-20,0.3,1089.32,100,127230.763129,321.175,,0.0025,1303.70404297,500,0.0025,2,127230.763129,1.0,0.0025,1.0,1303.70404297
1363.23,1.19266,416.962304914,419.232270829,148.52,1369.00734392,1.00497,7.98195e-07,0.3,1130.01,100,176686.146953,425.62,0.201538,0.000239642,1369.00734392,500,0.00829384,1,176686.146953,4.16754,0.002,0.120417,1369.00734392
1313.35,1.0,100.0,500.0,142.57,1313.35279063,1.0,3.50449e-18,0.3,925.064,100,66181.7993439,255.969,,0.01,1313.35279063,500,0.01,2,66181.7993439,1.0,0.01,1.0,1313.35279063
1310.81,1.0,200.000000102,500.0,142.04,1308.25861654,1.0,2.1793e-19,0.3,1031.96,100,78539.1412135,267.663,,0.005,1308.25861654,500,0.005,2,78539.1412135,1.0,0.005,1.0,1308.25861654
1328.46,1.0,299.999969474,500.0,147.52,1363.76959313,1.0,5.43914e-20,0.3,1070.31,100,115892.059909,294.33,,0.00333333,1363.76959313,500,0.00333333,2,115892.059909,1.0,0.00333333,1.0,1363.76959313
1328.4,1.0,400.0,500.0,144.08,1328.22201812,1.0,5.4346e-20,0.3,1104.83,100,90104.7539878,295.421,,0.0025,1328.22201812,500,0.0025,2,90104.7539878,1.0,0.0025,1.0,1328.22201812
1351.95,1.18012,420.137403896,423.685901192,140.01,1287.5898736,0.984805,7.61873e-07,0.3,1134.72,100,72327.8619564,379.473,0.184724,0.000204252,1287.5898736,500,0.00705805,1,72327.8619564,3.4754,0.002,0.100574,1287.5898736
1330.79,1.0,100.0,500.0,144.31,1330.78850383,1.0,3.50449e-18,0.3,930.256,100,81671.3083649,284.349,,0.01,1330.78850383,500,0.01,2,81671.3083649,1.0,0.01,1.0,1330.78850383
1348.76,1.0,200.000000102,500.0,148.2,1366.73380577,1.0,2.1793e-19,0.3,1065.54,100,105590.233693,304.988,,0.005,1366.73380577,500,0.005,2,105590.233693,1.0,0.005,1.0,1366.73380577
1366.92,1.0,299.999969474,500.0,152.02,1403.22311536,1.0,5.43914e-20,0.3,1091.9,100,129732.593417,324.781,,0.00333333,1403.22311536,500,0.00333333,2,129732.593417,1.0,0.00333333,1.0,1403.22311536
1361.71,1.0,400.0,500.0,145.83,1346.10985638,1.0,5.4346e-20,0.3,1123.55,100,97956.020028,321.617,,0.0025,1346.10985638,500,0.0025,2,97956.020028,1.0,0.0025,1.0,1346.10985638
2239.75,6.75239,2.13306626807,74.0478932624,145.81,1343.72957654,3.01147,0.000935489,0.3,1686.2,100,125050.952781,5746.54,2120.98,1.35092e-05,1343.72957654,500,0.684312,1,125050.952781,1030.39,0.002,0.0203413,1343.72957654
1340.78,1.0,100.0,500.0,145.68,1340.78353365,1.0,3.50449e-18,0.3,938.675,100,110366.236888,330.549,,0.01,1340.78353365,500,0.01,2,110366.236888,1.0,0.01,1.0,1340.78353365
1348.29,1.0,200.000000102,500.0,146.93,1355.78787858,1.0,2.1793e-19,0.3,1061.96,100,74250.4357247,302.393,,0.005,1355.78787858,500,0.005,2,74250.4357247,1.0,0.005,1.0,1355.78787858
1342.2,1.0,299.999969474,500.0,144.27,1330.01924591,1.0,5.43914e-20,0.3,1108.41,100,61773.9584615,285.343,,0.00333333,1330.01924591,500,0.00333333,2,61773.9584615,1.0,0.00333333,1.0,1330.01924591
1361.66,1.0,400.0,500.0,153.86,1420.06669029,1.0,5.4346e-20,0.3,1136.43,100,167144.524983,321.824,,0.0025,1420.06669029,500,0.0025,2,167144.524983,1.0,0.0025,1.0,1420.06669029
1406.17,1.40792,331.370049751,355.133362641,142.12,1307.35382044,1.03798,2.03963e-06,0.3,1167.13,100,49119.7905955,791.831,0.549379,6.56543e-05,1307.35382044,500,0.0198445,1,49119.7905955,10.2991,0.002,0.0340741,1307.35382044
1346.62,1.0,100.0,500.0,146.15,1346.61736094,1.0,3.50449e-18,0.3,904.75,100,97264.7822556,310.31,,0.01,1346.61736094,500,0.01,2,97264.7822556,1.0,0.01,1.0,1346.61736094
1338.25,1.0,200.000000102,500.0,144.5,1329.87891402,1.0,2.1793e-19,0.3,1013.43,100,97230.7830784,310.395,,0.005,1329.87891402,500,0.005,2,97230.7830784,1.0,0.005,1.0,1329.87891402
1330.53,1.0,299.999969474,500.0,142.82,1315.08694667,1.0,5.43914e-20,0.3,1065.32,100,76138.3301156,299.124,,0.00333333,1315.08694667,500,0.00333333,2,76138.3301156,1.0,0.00333333,1.0,1315.08694667
1339.49,1.0,400.0,500.0,148.33,1366.38931138,1.0,5.4346e-20,0.3,1102.28,100,103950.117896,305.082,,0.0025,1366.38931138,500,0.0025,2,103950.117896,1.0,0.0025,1.0,1366.38931138
1378.52,1.19553,415.427218063,418.223615757,149.36,1373.96976732,1.05436,8.15954e-07,0.3,1141.65,100,133946.931613,421.471,0.22677,6.72885e-05,1373.96976732,500,0.00589509,1,133946.931613,3.10778,0.002,0.0354733,1373.96976732
1328.84,1.0,100.0,500.0,144.37,1328.84243954,1.0,3.50449e-18,0.3,895.535,100,97319.4580657,310.397,,0.01,1328.84243954,500,0.01,2,97319.4580657,1.0,0.01,1.0,1328.84243954
1348.77,1.0,200.000000102,500.0,148.63,1368.69086708,1.0,2.1793e-19,0.3,1019.96,100,133252.988095,338.423,,0.005,1368.69086708,500,0.005,2,133252.988095,1.0,0.005,1.0,1368.69086708
1335.73,1.0,299.999969474,500.0,142.59,1309.67017596,1.0,5.43914e-20,0.3,1067.27,100,110297.894246,336.291,,0.00333333,1309.67017596,500,0.00333333,2,110297.894246,1.0,0.00333333,1.0,1309.67017596
1333.36,1.0,400.0,500.0,144.01,1326.24490561,1.0,5.4346e-20,0.3,1100.86,100,76711.3116273,322.214,,0.0025,1326.24490561,500,0.0025,2,76711.3116273,1.0,0.0025,1.0,1326.24490561
1401.63,1.36132,286.571574512,367.290630179,150.39,1385.97509455,1.05349,2.98503e-06,0.3,1141.13,100,155185.500579,575.241,0.828234,0.000170719,1385.97509455,500,0.027951,1,155185.500579,14.7231,0.002,0.0899259,1385.97509455
1359.24,1.0,100.0,500.0,147.39,1359.23617244,1.0,3.50449e-18,0.3,970.32,100,80712.7543875,282.676,,0.01,1359.23617244,500,0.01,2,80712.7543875,1.0,0.01,1.0,1359.23617244
1394.41,1.0,200.000000102,500.0,155.09,1429.58084877,1.0,2.1793e-19,0.3,1060.57,100,174942.382106,357.472,,0.005,1429.58084877,500,0.005,2,174942.382106,1.0,0.005,1.0,1429.58084877
1381.29,1.0,299.999969474,500.0,147.36,1355.04577296,1.0,5.43914e-20,0.3,1108.71,100,115072.851427,351.439,,0.00333333,1355.04577296,500,0.00333333,2,115072.851427,1.0,0.00333333,1.0,1355.04577296
1369.31,1.0,400.0,500.0,144.69,1333.35987108,1.0,5.4346e-20,0.3,1133.25,100,55326.8263294,326.735,,0.0025,1333.35987108,500,0.0025,2,55326.8263294,1.0,0.0025,1.0,1333.35987108
1834.2,3.95648,2.65596330324,126.374806414,148.12,1362.72894247,2.56596,0.000750524,0.3,1414.22,100,100837.88826,3785.76,1235.39,1.86835e-06,1362.72894247,500,0.612819,1,100837.88826,786.235,0.002,0.00239706,1362.72894247
1362.08,1.0,100.0,500.0,147.75,1362.07707331,1.0,3.50449e-18,0.3,1001.49,100,73281.4930917,269.349,,0.01,1362.07707331,500,0.01,2,73281.4930917,1.0,0.01,1.0,1362.07707331
1321.41,1.0,200.000000102,500.0,139.5,1280.73693885,1.0,2.1793e-19,0.3,1040.34,100,54973.7079132,255.226,,0.005,1280.73693885,500,0.005,2,54973.7079132,1.0,0.005,1.0,1280.73693885
1325.55,1.0,299.999969474,500.0,145.03,1333.82708283,1.0,5.43914e-20,0.3,1062.19,100,98191.3848305,275.435,,0.00333333,1333.82708283,500,0.00333333,2,98191.3848305,1.0,0.00333333,1.0,1333.82708283
1341.81,1.0,400.0,500.0,151.03,1390.60600588,1.0,5.4346e-20,0.3,1017.69,100,167238.635166,314.775,,0.0025,1390.60600588,500,0.0025,2,167238.635166,1.0,0.0025,1.0,1390.60600588
1348.63,1.05385,476.320157398,474.449993496,142.45,1309.03676103,0.989604,1.99253e-07,0.3,1051.03,100,55510.9899456,361.287,0.0487828,0.000618597,1309.03676103,500,0.00399555,1,55510.9899456,1.977,0.002,0.306083,1309.03676103
1336.29,1.0,100.0,500.0,145.32,1336.28547031,1.0,3.50449e-18,0.3,883.021,100,98512.904484,312.294,,0.01,1336.28547031,500,0.01,2,98512.904484,1.0,0.01,1.0,1336.28547031
1341.3,1.0,200.000000102,500.0,146.43,1346.3093809,1.0,2.1793e-19,0.3,1020.79,100,57065.9088837,277.555,,0.005,1346.3093809,500,0.005,2,57065.9088837,1.0,0.005,1.0,1346.3093809
1339.68,1.0,299.999969474,500.0,145.29,1336.44850206,1.0,5.43914e-20,0.3,1077.99,100,109098.398078,295.576,,0.00333333,1336.44850206,500,0.00333333,2,109098.398078,1.0,0.00333333,1.0,1336.44850206
1343.27,1.0,400.0,500.0,147.17,1354.05291832,1.0,5.4346e-20,0.3,1116.64,100,75889.5878886,290.423,,0.0025,1354.05291832,500,0.0025,2,75889.5878886,1.0,0.0025,1.0,1354.05291832
1400.42,1.42353,313.757689491,351.23899914,146.19,1345.89528411,1.04062,2.3791e-06,0.3,1158.57,100,109749.767195,678.704,0.644078,0.000160724,1345.89528411,500,0.0177696,1,109749.767195,9.24571,0.002,0.0836264,1345.89528411
1307.66,1.0,100.0,500.0,142.53,1307.6602863,1.0,3.50449e-18,0.3,908.58,100,97625.3560736,310.884,,0.01,1307.6602863,500,0.01,2,97625.3560736,1.0,0.01,1.0,1307.6602863
1307.0,1.0,200.000000102,500.0,142.14,1306.34375015,1.0,2.1793e-19,0.3,1024.81,100,60614.8039234,279.874,,0.005,1306.34375015,500,0.005,2,60614.8039234,1.0,0.005,1.0,1306.34375015
1339.05,1.0,299.999969474,500.0,152.45,1403.14278722,1.0,5.43914e-20,0.3,1084.92,100,107797.275271,299.744,,0.00333333,1403.14278722,500,0.00333333,2,107797.275271,1.0,0.00333333,1.0,1403.14278722
1348.71,1.0,400.0,500.0,149.76,1377.6812135,1.0,5.4346e-20,0.3,1115.93,100,117766.960097,311.147,,0.0025,1377.6812135,500,0.0025,2,117766.960097,1.0,0.0025,1.0,1377.6812135
1404.36,1.43008,319.770371554,349.631184174,144.64,1329.38957316,1.05186,2.259e-06,0.3,1155.38,100,86162.6783504,522.433,0.624846,1.53144e-05,1329.38957316,500,0.0172271,1,86162.6783504,9.06025,0.002,0.00805431,1329.38957316
1360.06,1.0,100.0,500.0,148.1,1360.06255292,1.0,3.50449e-18,0.3,999.431,100,67998.6473632,259.458,,0.01,1360.06255292,500,0.01,2,67998.6473632,1.0,0.01,1.0,1360.06255292
1370.27,1.0,200.000000102,500.0,150.21,1380.47487757,1.0,2.1793e-19,0.3,986.363,100,133237.322128,315.778,,0.005,1380.47487757,500,0.005,2,133237.322128,1.0,0.005,1.0,1380.47487757
1382.32,1.0,299.999969474,500.0,152.91,1406.42028752,1.0,5.43914e-20,0.3,1068.86,100,111766.303422,321.948,,0.00333333,1406.42028752,500,0.00333333,2,111766.303422,1.0,0.00333333,1.0,1406.42028752
1389.15,1.0,400.0,500.0,153.3,1409.64153329,1.0,5.4346e-20,0.3,1117.69,100,157490.233932,341.843,,0.0025,1409.64153329,500,0.0025,2,157490.233932,1.0,0.0025,1.0,1409.64153329
1411.72,1.10614,448.416848293,452.022292115,149.97,1380.87407515,1.01838,4.61058e-07,0.3,1156.36,100,123097.429025,397.349,0.11954,0.000275473,1380.87407515,500,0.00726126,1,123097.429025,3.69736,0.002,0.140268,1380.87407515
1360.25,1.0,100.0,500.0,148.09,1360.25486831,1.0,3.50449e-18,0.3,947.249,100,87087.2667671,293.626,,0.01,1360.25486831,500,0.01,2,87087.2667671,1.0,0.01,1.0,1360.25486831
1366.27,1.0,200.000000102,500.0,149.34,1372.2753467,1.0,2.1793e-19,0.3,1049.58,100,149918.396151,342.57,,0.005,1372.2753467,500,0.005,2,149918.396151,1.0,0.005,1.0,1372.2753467
1371.79,1.0,299.999969474,500.0,150.55,1382.82818883,1.0,5.43914e-20,0.3,1113.21,100,101026.821476,334.119,,0.00333333,1382.82818883,500,0.00333333,2,101026.821476,1.0,0.00333333,1.0,1382.82818883
1372.48,1.0,400.0,500.0,149.22,1374.55775643,1.0,5.4346e-20,0.3,1148.55,100,84868.2296799,323.625,,0.0025,1374.55775643,500,0.0025,2,84868.2296799,1.0,0.0025,1.0,1374.55775643
1418.31,1.33506,350.246049803,374.515671773,146.81,1349.59258181,1.01991,1.7137e-06,0.3,1186.88,100,69169.5730775,577.919,0.445655,0.000279279,1349.59258181,500,0.0157555,1,69169.5730775,8.03463,0.002,0.14242,1349.59258181
1348.27,1.0,100.0,500.0,146.72,1348.27101856,1.0,3.50449e-18,0.3,922.231,100,88046.6241007,295.239,,0.01,1348.27101856,500,0.01,2,88046.6241007,1.0,0.01,1.0,1348.27101856
1382.48,1.0,200.000000102,500.0,154.07,1416.69730652,1.0,2.1793e-19,0.3,1072.97,100,135119.671395,334.122,,0.005,1416.69730652,500,0.005,2,135119.671395,1.0,0.005,1.0,1416.69730652
1360.8,1.0,299.999969474,500.0,143.66,1317.44033682,1.0,5.43914e-20,0.3,1108.08,100,45534.7962577,300.652,,0.00333333,1317.44033682,500,0.00333333,2,45534.7962577,1.0,0.00333333,1.0,1317.44033682
1359.15,1.0,400.0,500.0,147.58,1354.1822913,1.0,5.4346e-20,0.3,1140.29,100,91050.4313027,300.561,,0.0025,1354.1822913,500,0.0025,2,91050.4313027,1.0,0.0025,1.0,1354.1822913
1390.66,1.18065,416.996313908,423.495063268,148.95,1369.65311965,0.974519,7.97801e-07,0.3,1177.96,100,91003.7568178,387.377,0.189415,0.000118113,1369.65311965,500,0.00686799,1,91003.7568178,3.3465,0.002,0.0575518,1369.65311965
1421.65,1.0,100.0,500.0,154.45,1421.64806239,1.0,3.50449e-18,0.3,1002.6,100,119895.483346,344.524,,0.01,1421.64806239,500,0.01,2,119895.483346,1.0,0.01,1.0,1421.64806239
1411.36,1.0,200.000000102,500.0,152.21,1401.07905059,1.0,2.1793e-19,0.3,1115.05,100,62062.7419106,300.292,,0.005,1401.07905059,500,0.005,2,62062.7419106,1.0,0.005,1.0,1401.07905059
1377.98,1.0,299.999969474,500.0,143.11,1311.22644881,1.0,5.43914e-20,0.3,1136.05,100,55810.5691323,284.188,,0.00333333,1311.22644881,500,0.00333333,2,55810.5691323,1.0,0.00333333,1.0,1311.22644881
1385.57,1.0,400.0,500.0,153.17,1408.33208111,1.0,5.4346e-20,0.3,1173.87,100,118456.690345,300.104,,0.0025,1408.33208111,500,0.0025,2,118456.690345,1.0,0.0025,1.0,1408.33208111
1520.09,2.4016,107.103048531,208.194650371,145.27,1332.96469102,1.17078,1.4703e-05,0.3,1226.66,100,56314.1105916,2169.96,5.03847,3.57476e-06,1332.96469102,500,0.0758649,1,56314.1105916,44.4106,0.002,0.00209263,1332.96469102
1405.04,1.0,100.0,500.0,152.87,1405.0386975,1.0,3.50449e-18,0.3,998.705,100,118373.5317,342.33,,0.01,1405.0386975,500,0.01,2,118373.5317,1.0,0.01,1.0,1405.0386975
1386.34,1.0,200.000000102,500.0,148.82,1367.63416519,1.0,2.1793e-19,0.3,1074.82,100,103252.130354,331.745,,0.005,1367.63416519,500,0.005,2,103252.130354,1.0,0.005,1.0,1367.63416519
1393.07,1.0,299.999969474,500.0,152.97,1406.54476183,1.0,5.43914e-20,0.3,1101.72,100,137098.699222,344.533,,0.00333333,1406.54476183,500,0.00333333,2,137098.699222,1.0,0.00333333,1.0,1406.54476183
1398.68,1.0,400.0,500.0,153.85,1415.51307278,1.0,5.4346e-20,0.3,1136.3,100,192247.099825,369.733,,0.0025,1415.51307278,500,0.0025,2,192247.099825,1.0,0.0025,1.0,1415.51307278
1422.54,1.14911,429.03131594,435.117833797,149.73,1378.3974831,0.994038,6.6299e-07,0.3,1170.97,100,82000.9991759,483.128,0.163777,0.000450931,1378.3974831,500,0.00627851,1,82000.9991759,3.12054,0.002,0.224121,1378.3974831
1358.8,1.0,100.0,500.0,148.01,1358.80410674,1.0,3.50449e-18,0.3,917.889,100,65470.4741919,254.589,,0.01,1358.80410674,500,0.01,2,65470.4741919,1.0,0.01,1.0,1358.80410674
1394.07,1.0,200.000000102,500.0,155.14,1429.33488282,1.0,2.1793e-19,0.3,1082.3,100,116462.107843,302.159,,0.005,1429.33488282,500,0.005,2,116462.107843,1.0,0.005,1.0,1429.33488282
1378.46,1.0,299.999969474,500.0,146.75,1347.24899157,1.0,5.43914e-20,0.3,1123.9,100,80233.4416381,296.363,,0.00333333,1347.24899157,500,0.00333333,2,80233.4416381,1.0,0.00333333,1.0,1347.24899157
1393.19,1.0,400.0,500.0,155.93,1437.36040923,1.0,5.4346e-20,0.3,1157.76,100,154061.546558,323.503,,0.0025,1437.36040923,500,0.0025,2,154061.546558,1.0,0.0025,1.0,1437.36040923
1405.07,1.0846,460.286130678,460.998952111,150.27,1380.85205609,0.99805,3.45817e-07,0.3,1185.77,100,72122.5598917,383.039,0.0861176,0.000522534,1380.85205609,500,0.00432032,1,72122.5598917,2.15595,0.002,0.260757,1380.85205609
1372.93,1.0,100.0,500.0,149.11,1372.93497657,1.0,3.50449e-18,0.3,946.521,100,97422.9478561,310.562,,0.01,1372.93497657,500,0.01,2,97422.9478561,1.0,0.01,1.0,1372.93497657
1385.97,1.0,200.000000102,500.0,152.2,1399.01202427,1.0,2.1793e-19,0.3,1013.67,100,144164.345748,346.057,,0.005,1399.01202427,500,0.005,2,144164.345748,1.0,0.005,1.0,1399.01202427
1403.56,1.0,299.999969474,500.0,156.3,1438.71814942,1.0,5.43914e-20,0.3,1099.57,100,147666.982994,359.424,,0.00333333,1438.71814942,500,0.00333333,2,147666.982994,1.0,0.00333333,1.0,1438.71814942
1391.02,1.0,400.0,500.0,147.36,1353.41599666,1.0,5.4346e-20,0.3,1127.76,100,73749.8778455,340.02,,0.0025,1353.41599666,500,0.0025,2,73749.8778455,1.0,0.0025,1.0,1353.41599666
1420.07,1.18163,420.771604181,423.145319705,148.19,1360.87060079,0.964911,7.54682e-07,0.3,1154.91,100,97092.0636425,525.179,0.175662,0.000294113,1360.87060079,500,0.00794748,1,97092.0636425,3.8343,0.002,0.141896,1360.87060079
1370.3,1.0,100.0,500.0,149.16,1370.29741754,1.0,3.50449e-18,0.3,925.385,100,106815.15868,325.188,,0.01,1370.29741754,500,0.01,2,106815.15868,1.0,0.01,1.0,1370.29741754
1375.12,1.0,200.000000102,500.0,150.22,1379.93578974,1.0,2.1793e-19,0.3,1056.5,100,108439.219354,326.457,,0.005,1379.93578974,500,0.005,2,108439.219354,1.0,0.005,1.0,1379.93578974
1376.99,1.0,299.999969474,500.0,150.17,1380.75152654,1.0,5.43914e-20,0.3,1115.86,100,76385.1805196,310.264,,0.00333333,1380.75152654,500,0.00333333,2,76385.1805196,1.0,0.00333333,1.0,1380.75152654
1367.69,1.0,400.0,500.0,146.02,1339.75579293,1.0,5.4346e-20,0.3,1141.54,100,48049.2759679,290.431,,0.0025,1339.75579293,500,0.0025,2,48049.2759679,1.0,0.0025,1.0,1339.75579293
1748.78,3.79697,4.13387856287,131.683902172,145.66,1336.72839785,1.96717,0.000480769,0.3,1354.64,100,78305.9494467,4117.98,465.117,1.03345e-05,1336.72839785,500,0.490545,1,78305.9494467,482.494,0.002,0.0101649,1336.72839785
1355.85,1.0,100.0,500.0,147.32,1355.84699849,1.0,3.50449e-18,0.3,936.304,100,56113.4572696,235.695,,0.01,1355.84699849,500,0.01,2,56113.4572696,1.0,0.01,1.0,1355.84699849
1378.95,1.0,200.000000102,500.0,152.49,1402.05041924,1.0,2.1793e-19,0.3,1061.3,100,146556.884011,317.578,,0.005,1402.05041924,500,0.005,2,146556.884011,1.0,0.005,1.0,1402.05041924
1401.66,1.0,299.999969474,500.0,157.15,1447.07094412,1.0,5.43914e-20,0.3,1112.58,100,136782.642214,336.759,,0.00333333,1447.07094412,500,0.00333333,2,136782.642214,1.0,0.00333333,1.0,1447.07094412
1396.42,1.0,400.0,500.0,150.15,1380.71700518,1.0,5.4346e-20,0.3,1146.07,100,78375.7112055,323.319,,0.0025,1380.71700518,500,0.0025,2,78375.7112055,1.0,0.0025,1.0,1380.71700518
2083.76,7.01564,2.76725896595,71.2693618058,150.07,1382.67178007,2.27062,0.000720177,0.3,1490.66,100,76569.6051208,5999.48,928.254,2.55752e-06,1382.67178007,500,0.599413,1,76569.6051208,680.518,0.002,0.00290357,1382.67178007
1357.0,1.0,100.0,500.0,147.35,1356.99914137,1.0,3.50449e-18,0.3,1019.33,100,67272.0021924,258.068,,0.01,1356.99914137,500,0.01,2,67272.0021924,1.0,0.01,1.0,1356.99914137
1379.9,1.0,200.000000102,500.0,152.57,1402.80982621,1.0,2.1793e-19,0.3,1101.96,100,94405.3624397,283.822,,0.005,1402.80982621,500,0.005,2,94405.3624397,1.0,0.005,1.0,1402.80982621
1379.29,1.0,299.999969474,500.0,150.1,1378.04826312,1.0,5.43914e-20,0.3,1111.77,100,111226.638796,300.681,,0.00333333,1378.04826312,500,0.00333333,2,111226.638796,1.0,0.00333333,1.0,1378.04826312
1386.81,1.0,400.0,500.0,153.03,1409.38969098,1.0,5.4346e-20,0.3,1155.14,100,96470.1617828,303.072,,0.0025,1409.38969098,500,0.0025,2,96470.1617828,1.0,0.0025,1.0,1409.38969098
1413.63,1.17133,408.058927917,426.864284196,150.75,1387.54764594,0.988243,9.03056e-07,0.3,1189.36,100,69805.0169164,471.392,0.220487,0.000240178,1387.54764594,500,0.0106287,1,69805.0169164,5.25188,0.002,0.118677,1387.54764594
1409.54,1.0,100.0,500.0,153.39,1409.5414471,1.0,3.50449e-18,0.3,908.826,100,176274.754873,417.746,,0.01,1409.5414471,500,0.01,2,176274.754873,1.0,0.01,1.0,1409.5414471
1410.4,1.0,200.000000102,500.0,153.21,1411.26498056,1.0,2.1793e-19,0.3,1056.34,100,90965.9706214,363.71,,0.005,1411.26498056,500,0.005,2,90965.9706214,1.0,0.005,1.0,1411.26498056
1397.83,1.0,299.999969474,500.0,149.28,1372.692672,1.0,5.43914e-20,0.3,1096.37,100,121822.729814,358.758,,0.00333333,1372.692672,500,0.00333333,2,121822.729814,1.0,0.00333333,1.0,1372.692672
1400.84,1.0,400.0,500.0,153.24,1409.85672133,1.0,5.4346e-20,0.3,1139.77,100,108423.075576,351.273,,0.0025,1409.85672133,500,0.0025,2,108423.075576,1.0,0.0025,1.0,1409.85672133
1479.71,1.5586,261.574683222,320.800311997,150.06,1380.62005746,1.03255,3.6533e-06,0.3,1188.19,100,84086.0008809,1095.74,0.973755,8.33457e-05,1380.62005746,500,0.0296313,1,84086.0008809,15.2979,0.002,0.0430294,1380.62005746
1404.05,1.0,100.0,500.0,152.69,1404.05487312,1.0,3.50449e-18,0.3,932.6,100,122012.619913,347.552,,0.01,1404.05487312,500,0.01,2,122012.619913,1.0,0.01,1.0,1404.05487312
1409.89,1.0,200.000000102,500.0,153.91,1415.73122432,1.0,2.1793e-19,0.3,1063.38,100,171901.311341,381.473,,0.005,1415.73122432,500,0.005,2,171901.311341,1.0,0.005,1.0,1415.73122432
1399.21,1.0,299.999969474,500.0,149.87,1377.84348834,1.0,5.43914e-20,0.3,1116.28,100,108309.602976,364.671,,0.00333333,1377.84348834,500,0.00333333,2,108309.602976,1.0,0.00333333,1.0,1377.84348834
1419.69,1.0,400.0,500.0,160.44,1481.12462758,1.0,5.4346e-20,0.3,1174.67,100,141996.717059,368.973,,0.0025,1481.12462758,500,0.0025,2,141996.717059,1.0,0.0025,1.0,1481.12462758
2432.17,12.3443,2.46310527853,40.50447966,152.05,1397.09585447,2.52845,0.000809603,0.3,1662.19,100,115814.200952,8228.12,1293.96,2.90364e-06,1397.09585447,500,0.636305,1,115814.200952,804.432,0.002,0.00367085,1397.09585447
1367.46,1.0,100.0,500.0,148.48,1367.45674441,1.0,3.50449e-18,0.3,866.658,100,86027.2131996,291.834,,0.01,1367.45674441,500,0.01,2,86027.2131996,1.0,0.01,1.0,1367.45674441
1398.47,1.0,200.000000102,500.0,155.26,1429.49233748,1.0,2.1793e-19,0.3,1043.78,100,158714.817343,349.442,,0.005,1429.49233748,500,0.005,2,158714.817343,1.0,0.005,1.0,1429.49233748
1425.55,1.0,299.999969474,500.0,160.52,1479.70586126,1.0,5.43914e-20,0.3,1135.94,100,191736.33199,382.29,,0.00333333,1479.70586126,500,0.00333333,2,191736.33199,1.0,0.00333333,1.0,1479.70586126
1432.52,1.0,400.0,500.0,157.48,1453.44023826,1.0,5.4346e-20,0.3,1181.72,100,171628.963243,390.171,,0.0025,1453.44023826,500,0.0025,2,171628.963243,1.0,0.0025,1.0,1453.44023826
2096.36,6.53004,6.30647004708,76.5692230536,156.83,1446.20930007,1.6022,0.000313762,0.3,1523.12,100,110828.233734,8251.47,201.36,3.89005e-06,1446.20930007,500,0.395285,1,110828.233734,316.662,0.002,0.00311632,1446.20930007
1389.92,1.0,100.0,500.0,150.98,1389.92356434,1.0,3.50449e-18,0.3,945.377,100,124405.298204,350.943,,0.01,1389.92356434,500,0.01,2,124405.298204,1.0,0.01,1.0,1389.92356434
1402.96,1.0,200.000000102,500.0,153.75,1416.00264822,1.0,2.1793e-19,0.3,1056.22,100,124108.000208,350.976,,0.005,1416.00264822,500,0.005,2,124108.000208,1.0,0.005,1.0,1416.00264822
1422.87,1.0,299.999969474,500.0,158.98,1462.68267023,1.0,5.43914e-20,0.3,1139.76,100,216840.464731,393.03,,0.00333333,1462.68267023,500,0.00333333,2,216840.464731,1.0,0.00333333,1.0,1462.68267023
1430.46,1.0,400.0,500.0,157.74,1453.23790753,1.0,5.4346e-20,0.3,1184.68,100,214439.035898,411.219,,0.0025,1453.23790753,500,0.0025,2,214439.035898,1.0,0.0025,1.0,1453.23790753
1580.51,2.15454,130.440828205,232.067757546,150.55,1384.30504045,1.12976,1.13553e-05,0.3,1257.83,100,105176.734486,1236.84,3.62335,3.36556e-05,1384.30504045,500,0.0532139,1,105176.734486,30.0594,0.002,0.0190113,1384.30504045
