Weights,TimestepsSoFar,Bound,ReturnMeanIW,ESSRenyi,EpThisIter,StdIW,EpLenMean,InitialBound,TimeElapsed,EpRewMean,StdIWNorm,MaxIWNorm,InitialReturnMean,MaxIW,MeanIW,InitialReturnMin,ESSClassic,Itaration,EmpiricalD2,MinIWNorm,InitialReturnStd,MeanIWNorm,MinIW,InitialReturnMax,EpisodesSoFar
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.836],2947644,-584.0608,10.951946,98.957085,100,0.111959256,483.39,-591.90234,969.9766917228699,4832.858323524554,0.0011195926,0.013299641,-0.0004394531,1.3299642,1.0027626,-4832.859,98.76874,81,1.010539,0.007953129,859.3682,0.0100276265,0.79531294,166.75098,8100
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.838],2995686,-582.28,7.9885864,99.32246,100,0.06695695,480.42,-588.2658,982.2235238552094,4803.1675994530715,0.00066956953,0.012021853,-0.00025390624,1.2021853,1.0218272,-4803.168,99.57247,82,1.0068216,0.008666842,961.2391,0.010218272,0.8666842,196.43457,8200
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.838],3045686,-0.04404236,-8.789101e-05,100.0,100,,500.0,-0.04404236,994.2766418457031,4999.340600021744,1.8626451e-09,0.01,-8.789063e-05,1.0,1.0,-0.35888672,100.0,83,1.0,0.01,0.12346275,0.010000002,1.0,0.22363281,8300
[ 0.089 -0.226  0.004 ...  0.139  0.452 -0.838],3095192,-584.95197,2.014431,99.887436,100,0.033262078,495.06,-586.6358,1001.3069469928741,4949.758851912562,0.00033262078,0.0106693115,0.00014160156,1.0669311,0.99922585,-4789.8623,99.889305,84,1.0011269,0.008996586,481.54782,0.00999226,0.8996586,49.85791,8400
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3145163,-22.973078,1.6583785,95.87835,100,0.16079381,499.71,-24.117874,1013.0432217121124,4996.236831042101,0.0016079381,0.013748258,0.0006298828,1.3748258,0.99549234,-196.92676,97.45739,85,1.0429883,0.0038788605,22.608065,0.009954924,0.38788605,3.352539,8500
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3195163,-0.05211568,-0.00032714778,100.0,100,,500.0,-0.05211568,1024.1797187328339,4999.341334789037,1.8626451e-09,0.01,-0.00032714845,1.0,1.0,-0.42285156,100.0,86,1.0,0.01,0.13542607,0.010000002,1.0,0.2607422,8600
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3244665,-604.86163,0.13670158,99.98814,100,0.012079275,495.02,-604.9626,1031.0868072509766,4949.476779030519,0.00012079279,0.010319948,-9.765625e-05,1.0319948,1.0029678,-4939.4976,99.98548,87,1.0001186,0.009702885,496.4382,0.010029678,0.9702885,50.137207,8700
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3293666,-599.16833,1.3480606,99.835594,100,0.04207351,490.01,-600.02216,1041.1071183681488,4899.1639261945875,0.00042073513,0.011432901,0.00044921876,1.1432902,1.01007,-4899.1636,99.82679,88,1.0016468,0.008998113,699.1743,0.0101007,0.8998113,100.384766,8800
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3343666,-0.04479064,-0.00077636726,100.0,100,,500.0,-0.04479064,1053.4203941822052,4999.356618154338,1.8626451e-09,0.01,-0.0007763672,1.0,1.0,-0.359375,100.0,89,1.0,0.01,0.1281328,0.010000002,1.0,0.22607422,8900
[ 0.089 -0.226  0.003 ...  0.139  0.453 -0.839],3392670,-598.34357,0.8757744,99.87645,100,0.040875707,490.04,-598.849,1060.8464283943176,4899.562966376452,0.00040875704,0.011571972,0.00012695312,1.1571972,1.0076627,-4889.5825,99.83571,90,1.001237,0.009455353,698.51184,0.010076626,0.9455353,100.03467,9000
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.839],3441174,-592.7641,2.133522,99.677086,100,0.060763326,485.04,-593.9367,1073.1657917499542,4849.469325688943,0.0006076332,0.011894092,-0.00033203125,1.1894093,1.0125668,-4849.4697,99.64118,91,1.0032396,0.008679221,852.2581,0.010125668,0.8679221,150.15918,9100
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.84 ],3490176,-598.8342,2.2456398,99.655754,100,0.058857214,490.02,-600.04395,1085.6828119754791,4899.342108089451,0.00058857206,0.011676773,0.00044921876,1.1676774,1.0221258,-4899.342,99.66951,92,1.0034543,0.008857774,699.906,0.010221259,0.88577735,100.259766,9200
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.841],3538681,-593.3638,0.9232445,99.88584,100,0.035947178,485.05,-593.9479,1097.8658859729767,4849.562213286388,0.00035947174,0.01136541,-0.00017089843,1.136541,1.0026491,-4849.5625,99.871635,93,1.0011429,0.009154185,851.68933,0.010026489,0.9154185,150.00293,9300
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.841],3588681,-0.0456253,-0.00017578201,100.0,100,,500.0,-0.0456253,1109.6469824314117,4999.356663326422,1.8626451e-09,0.01,-0.00017578126,1.0,1.0,-0.37109375,100.0,94,1.0,0.01,0.12043202,0.010000002,1.0,0.19091797,9400
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.841],3638183,-604.84753,0.16410255,99.98328,100,0.012560909,495.02,-604.9608,1116.6307950019836,4949.466940604522,0.00012560908,0.010376225,0.0002685547,1.0376226,1.0026138,-4939.4863,99.98428,95,1.0001673,0.009625801,496.4371,0.010026139,0.96258014,50.100098,9500
[ 0.089 -0.226  0.003 ...  0.139  0.452 -0.841],3686043,-584.1453,2.955738,99.6293,100,0.074144304,478.6,-586.01135,1128.7122671604156,4784.767547341059,0.00074144296,0.011414256,0.00049316406,1.1414256,0.99589646,-4784.767,99.44878,96,1.0037208,0.0067400206,981.85803,0.009958965,0.67400205,214.78076,9600
