Iteration,TimeElapsed,InitialReturnMean,Weights,MinIW,MaxIW,EpisodesSoFar,StdIW,InitialReturnStd,EpThisIter,InitialReturnMin,J_sample_variance,EmpiricalD2,InitialReturnMax,EpRewMean,Bound,TimestepsSoFar,InitialBound,ReturnMeanIW,EpLenMean,MeanIW
102,2055.039570569992,-3.8146973e-07,[-0.831 -1.166 -0.921  0.227 -1.891],1.1018077e-08,371.37292,10200,4.753851,1.2858024,100,-2.2270126,34787.832,6085473300.0,3.8774266,-130.85973041282097,36.454956,740259,16.153116,36.454956,54.68,0.38650462
103,2072.7952847480774,-2.1457672e-07,[-0.828 -1.093 -0.876  0.22  -1.895],,5612.778,10300,33.233295,1.3987987,100,-2.0771651,1312387.6,inf,3.8608046,-130.98076373281833,123.84047,745807,15.867493,123.84047,55.48,0.2440552
104,2092.268359899521,1.2397766e-07,[-0.888 -1.107 -0.832  0.165 -1.879],2.3820323e-06,1065.4243,10400,36.604275,1.2745545,100,-2.104638,11946.389,25938.627,4.203233,-136.4022847497545,22.49772,752222,13.70092,22.49772,64.15,4.560368
105,2109.4672091007233,-3.8146973e-07,[-0.883 -1.062 -0.828  0.16  -1.889],1.0362366e-14,289.86063,10500,2.6563594,1.4464495,100,-2.063559,1835.7754,2.456751e+18,4.0917554,-133.80857139326235,18.418287,758172,14.8716755,18.418287,59.5,0.12453228
106,2129.842865228653,-8.916855e-07,[-0.897 -1.054 -0.804  0.169 -1.891],2.0405754e-08,1438.8217,10600,23.806797,1.2078751,100,-1.9405937,281460.12,12347597000.0,3.1641083,-139.3492255112171,62.174843,765256,12.111112,62.174843,70.84,0.7087892
107,2151.109031677246,1.8596648e-07,[-0.945 -1.079 -0.848  0.19  -1.902],1.5525943e-09,908.6979,10700,7.716629,1.1804631,100,-1.5679731,176.04083,1781350000.0,3.6220417,-139.2203399686985,14.549417,771980,12.818202,14.549417,67.24,0.8003719
108,2170.414426803589,-2.5749208e-07,[-0.984 -1.098 -0.863  0.213 -1.908],,642058.44,10800,3334.3208,1.269715,100,-1.9657035,5839804000.0,inf,4.3117085,-138.6899709378386,7646.5483,778611,13.195583,7646.5483,66.31,33.3466
109,2193.3064546585083,-6.6280364e-07,[-0.978 -1.047 -0.807  0.401 -1.911],,15445.455,10900,78.40641,1.2935652,100,-1.7013555,1258630.9,inf,3.7721114,-144.29457105071884,116.24938,785393,13.317995,116.24938,67.82,0.52499026
110,2305.5905163288116,5.5789945e-07,[-1.095 -1.084 -0.707  0.378 -1.879],,2.4557516e-24,11000,,1.35949,100,-1.7070808,,nan,4.2163754,-161.2337939966061,-6.3295822e-27,835393,-4.8537602,-6.3295822e-27,500.0,4.9115032e-29
111,2311.7687435150146,-9.536743e-08,[ 1.931  2.309 -7.861  4.846 -1.501],1.2337842e-09,218.61777,11100,1.7914128,4.876509,100,-14.203205,16299.692,1845215000000.0,9.734093,-108.4164388399268,57.592678,837051,40.13287,57.592678,16.58,0.2762002
112,2320.8367590904236,-1.1634827e-06,[ 1.961  2.313 -7.918  4.876 -1.496],1.6909084e-07,248.63322,11200,3.1641479,5.093571,100,-16.942413,40019.01,14115.987,12.752424,-108.22385472117101,58.755283,838664,40.859287,58.755283,16.13,0.892992
113,2329.091254711151,-4.005432e-07,[ 2.008  2.298 -7.959  4.902 -1.555],1.11269534e-14,533.5152,11300,3.64813,5.14084,100,-11.353479,28001.363,744144500000000.0,11.545723,-107.54334166207043,59.09925,840286,40.577347,59.09925,16.22,0.28025988
114,2337.742553949356,1.0299683e-06,[ 1.981  2.245 -7.945  4.861 -1.579],7.2491855e-21,189.20097,11400,1.4137931,5.877936,100,-14.380058,43780.64,6.710323e+31,16.369444,-107.89356309529776,57.01291,841895,40.725643,57.01291,16.09,0.14948831
115,2346.681992292404,-1.2779236e-06,[ 2.039  2.242 -7.886  4.911 -1.594],0.037603997,10.002085,11500,1.1886064,5.7539372,100,-13.463726,373.61786,3.4013145,16.912159,-107.87874010143022,43.607952,843461,41.74412,43.607952,15.66,1.1377852
116,2355.390805244446,-1.2779236e-06,[ 2.02   2.249 -7.888  4.899 -1.588],1.907756e-07,100.08053,11600,0.95902556,4.944946,100,-11.284851,4298.6514,19205.084,12.999363,-107.89717147260518,44.164383,845120,39.925404,44.164383,16.59,0.4587781
117,2363.6775102615356,-2.3651123e-06,[ 2.017  2.262 -7.887  4.867 -1.593],1.3288563e-08,164.91058,11700,1.8382202,5.510223,100,-16.875536,27743.506,30865042.0,18.902426,-108.00165596116152,52.6093,846728,40.820652,52.6093,16.08,0.5609299
118,2372.4123244285583,3.6239624e-07,[ 2.032  2.244 -7.942  4.903 -1.624],,500.25046,11800,3.181967,4.91686,100,-15.1296425,68058.56,inf,11.83192,-108.46086378127313,59.597275,848328,41.308952,59.597275,16.0,0.40198404
119,2381.8259665966034,1.5640259e-06,[ 1.996  2.276 -7.933  4.773 -1.6  ],4.653135e-21,191.41724,11900,1.6617383,5.4981017,100,-14.589123,64866.91,1.7693227e+25,14.620108,-107.58133828320106,76.15384,849935,40.85926,76.15384,16.07,0.08002033
120,2390.7071204185486,8.773804e-07,[ 2.019  2.25  -7.859  4.759 -1.623],7.231023e-07,79.30949,12000,2.2728834,6.077627,100,-13.336273,2519.268,14274.205,10.7290325,-107.8561658845183,44.45223,851495,41.638786,44.45223,15.6,0.7316809
121,2399.361990213394,7.2479247e-07,[ 2.045  2.281 -7.843  4.738 -1.678],2.0739121e-19,1306008.6,12100,6046.845,6.041505,100,-13.787857,233382720000.0,1.4368683e+32,16.205826,-107.62392875457199,48346.633,853122,40.250477,48346.633,16.27,35.979965
122,2408.0592341423035,-1.4305115e-07,[ 2.134  2.255 -7.836  4.801 -1.666],4.0685206e-09,67.189285,12200,3.7360911,4.8827777,100,-12.734797,6867.968,4895873700000.0,12.784507,-107.85120964430784,51.688484,854700,41.545113,51.688484,15.78,0.78770393
123,2416.3722150325775,2.670288e-07,[ 2.184  2.26  -7.86   4.856 -1.644],0.0012633229,49.594933,12300,2.7291436,5.2085714,100,-14.431025,2404.4985,99.32219,14.152133,-108.20107955358947,45.34539,856366,39.769432,45.34539,16.66,1.1488608
124,2424.4739768505096,5.531311e-07,[ 2.213  2.262 -7.842  4.819 -1.65 ],5.53692e-09,621.8656,12400,3.6245205,5.3866153,100,-13.916149,86514.875,11118844.0,14.963608,-108.11464760445234,62.393982,857980,40.80992,62.393982,16.14,0.5194878
125,2434.761520385742,2.861023e-07,[ 2.203  2.262 -7.867  4.792 -1.643],2.4057263e-05,17.478674,12500,2.6177838,4.937719,100,-14.376577,1717.024,197.03525,11.486755,-108.69856985631883,43.756912,859629,40.403763,43.756912,16.49,1.0944613
126,2443.6937108039856,-2.9563904e-07,[ 2.217  2.249 -7.878  4.822 -1.651],1.3144856e-05,57.34281,12600,1.6649766,4.9942403,100,-17.623892,2837.7886,2209.4443,10.307296,-108.46831017270661,46.819656,861307,39.70236,46.819656,16.78,0.5836309
127,2451.442230939865,2.269745e-06,[ 2.223  2.23  -7.862  4.823 -1.664],0.001248072,15.456999,12700,1.5750053,4.9215813,100,-13.762915,541.6329,6.5592027,9.74881,-108.04163284836382,41.91538,862962,40.0091,41.91538,16.55,1.0270674
128,2460.147927045822,-1.6212464e-06,[ 2.235  2.221 -7.869  4.843 -1.691],1.1563875e-13,264.63196,12800,1.9526253,5.4068093,100,-13.986959,28054.484,1.8378518e+18,13.103729,-107.88055558740241,48.38671,864590,40.459984,48.38671,16.28,0.2016186
129,2468.6618614196777,1.335144e-06,[ 2.261  2.177 -7.863  4.872 -1.664],,1192.4497,12900,5.381443,4.599741,100,-9.205769,412735.88,inf,14.179262,-108.17521382365439,89.68748,866231,40.451492,89.68748,16.41,0.035729147
130,2477.316128730774,1.4686584e-06,[ 2.24   2.137 -7.77   4.837 -1.679],1.5965717e-05,68.44173,13000,2.3493834,5.273615,100,-13.081768,6252.6587,547.7537,10.420719,-107.7554147043205,47.21016,867816,41.426083,47.21016,15.85,0.85189295
131,2485.642281293869,5.7220458e-08,[ 2.236  2.118 -7.796  4.812 -1.696],3.344511e-05,38.79673,13100,1.2256309,5.035797,100,-18.072525,3794.056,1682.4358,16.484375,-108.72066818339741,46.428535,869468,40.20217,46.428535,16.52,0.56996775
132,2494.269193649292,-1.14440915e-07,[ 2.225  2.114 -7.828  4.81  -1.694],5.9882805e-19,462.42072,13200,2.3816068,6.086524,100,-12.619667,53700.547,4.631342e+32,15.749714,-107.52602503858023,68.5174,871100,40.07723,68.5174,16.32,0.092171505
133,2503.690539121628,3.6239624e-07,[ 2.264  2.21  -7.785  4.864 -1.711],2.9313546e-18,1421.3064,13300,7.1836157,5.542728,100,-13.503372,476742.94,4.6229583e+23,11.738541,-107.65974614367303,116.79157,872706,40.829773,116.79157,16.06,0.10594955
134,2512.674539089203,6.1035155e-07,[ 2.233  2.156 -7.8    4.772 -1.725],,554.6503,13400,3.5358574,5.636842,100,-13.40037,417588.28,inf,12.337872,-108.08144582481222,109.72739,874346,40.1945,109.72739,16.4,0.06439873
135,2522.373955011368,-5.912781e-07,[ 2.244  2.019 -7.759  4.652 -1.738],1.2356916e-13,7356.344,13500,36.10613,5.520221,100,-11.930229,5930029.0,2.047573e+16,12.429588,-107.90573436316038,290.23074,875994,39.949554,290.23074,16.48,0.27233297
136,2532.275088071823,1.5830993e-06,[ 2.286  2.089 -7.729  4.637 -1.742],3.9984415e-33,617.0174,13600,38.910164,5.522171,100,-15.446739,2304495.8,inf,15.161678,-108.25184926898723,174.34514,877705,38.902245,174.34514,17.11,4.475977
137,2542.000123023987,1.0871887e-06,[ 2.359  2.175 -7.582  4.603 -1.766],2.479934e-07,130.23195,13700,1.8582613,5.053975,100,-14.054926,5263.3525,125134.1,13.029927,-108.13099538395807,50.22081,879351,40.255474,50.22081,16.46,0.326746
138,2549.8553261756897,-1.6593933e-06,[ 2.379  2.175 -7.609  4.598 -1.757],7.1891326e-11,513.4457,13800,2.4525306,5.5251627,100,-16.759693,25134.541,4931976000.0,12.854851,-108.03122572642923,51.918083,881008,39.879898,51.918083,16.57,0.05794704
139,2557.8518962860107,-5.7220458e-08,[ 2.452  2.223 -7.585  4.592 -1.761],0.024184197,11.527369,13900,1.1484576,4.8257284,100,-16.250143,1533.5432,4.031549,10.024218,-108.56081485317223,43.123848,882640,40.732574,43.123848,16.32,0.96469235
140,2566.0144367218018,-1.7738342e-06,[ 2.441  2.245 -7.567  4.581 -1.77 ],,4130.827,14000,28.545795,5.816151,100,-11.106384,30675960.0,inf,15.310616,-107.71915210517244,568.792,884279,40.115902,568.792,16.39,0.3120323
141,2575.1631400585175,-2.9754638e-06,[ 2.442  2.15  -7.655  4.789 -1.831],2.2005389e-07,50.049248,14100,1.9978961,5.177325,100,-13.195789,7107.9404,14588891.0,10.665933,-108.34365784418378,54.083843,885918,40.36525,54.083843,16.39,0.8057159
142,2583.346168279648,-3.0517577e-07,[ 2.474  2.146 -7.669  4.832 -1.833],4.7220072e-07,212.44034,14200,2.580664,4.7531176,100,-10.794687,5473.664,2479804.2,15.3314905,-108.47502761575781,45.039646,887569,40.20781,45.039646,16.51,0.33936703
143,2591.081110239029,1.2016296e-06,[ 2.463  2.191 -7.663  4.826 -1.862],2.469903e-07,75.898415,14300,1.1061935,5.557929,100,-16.881044,2608.8992,38540292.0,17.614223,-107.7749333853003,48.12799,889165,40.94431,48.12799,15.96,0.29853538
144,2599.5461509227753,-5.340576e-07,[ 2.491  2.204 -7.677  4.847 -1.868],,2806.0183,14400,12.633274,5.157758,100,-12.931957,1894086.5,inf,11.984666,-108.13098077609293,165.84288,890803,40.378918,165.84288,16.38,0.0712219
145,2608.6575639247894,1.2397766e-07,[ 2.511  2.171 -7.573  4.837 -1.833],9.977364e-09,178.90695,14500,1.4690877,5.3366838,100,-13.733261,16558.893,2302049.5,14.905658,-107.93238244468971,51.10293,892427,40.54167,51.10293,16.24,0.20738922
146,2616.598801136017,-2.861023e-07,[ 2.513  2.163 -7.547  4.842 -1.828],1.6982516e-13,197.18878,14600,2.1598392,5.754183,100,-12.284792,225673.52,1.1909219e+20,17.176588,-107.9382732808781,82.46718,894003,41.476513,82.46718,15.76,0.42715946
147,2625.6248013973236,-8.201599e-07,[ 2.552  2.073 -7.586  4.779 -1.835],2.2591507e-06,79.7762,14700,5.1095285,5.8484936,100,-11.024601,32980.695,20417510.0,18.175034,-107.89748348838684,69.67227,895613,40.666004,69.67227,16.1,1.0520601
148,2634.0108964443207,4.5776366e-07,[ 2.565  2.036 -7.639  4.786 -1.832],0.00023952608,17.42227,14800,1.4534786,5.7454653,100,-15.439337,920.4979,136.58188,16.025108,-108.41905767758523,41.75135,897328,38.83747,41.75135,17.15,0.73570675
149,2643.007558822632,-3.2424927e-07,[ 2.557  2.033 -7.631  4.799 -1.83 ],9.925092e-09,886.56165,14900,6.8568425,5.1133456,100,-14.485378,44103.625,1739810000.0,13.171904,-108.07388159188939,72.49463,899012,39.459976,72.49463,16.84,0.605936
150,2651.9880611896515,2.4223327e-06,[ 2.568  2.038 -7.661  4.79  -1.828],3.809659e-15,38771.773,15000,245.85954,5.7054696,100,-13.379864,189788860.0,9.899736e+19,15.574489,-108.13529133876735,1413.4912,900645,40.37643,1413.4912,16.33,13.939053
151,2662.512072324753,-1.6403199e-06,[ 2.578  2.071 -7.674  4.766 -1.831],0.00014827604,35.735485,15100,2.0758045,5.5513277,100,-14.33441,2207.0613,370.4036,14.641329,-107.7445158886273,44.29383,902281,40.299282,44.29383,16.36,0.8303986
152,2670.923033475876,-1.335144e-06,[ 2.595  2.08  -7.661  4.789 -1.832],3.9408507e-12,151.14044,15200,2.5932298,5.7054696,100,-12.060148,245095.39,4.4797522e+21,17.741177,-107.50520767161075,76.77642,903846,41.573505,76.77642,15.65,0.5453922
153,2679.803771018982,-1.9073486e-08,[ 2.619  2.124 -7.584  4.752 -1.819],1.4630446e-08,86.24153,15300,1.7290232,5.6606402,100,-12.562691,6788.608,13748389000.0,13.156275,-107.51873676334434,51.286533,905447,40.814404,51.286533,16.01,0.5190413
154,2688.3401997089386,2.0217894e-06,[ 2.585  2.102 -7.577  4.714 -1.822],7.7006276e-11,90.77408,15400,3.6600668,5.7369223,100,-13.2076645,8336.257,6.572948e+23,19.84989,-108.01196691276968,45.97458,907076,40.193855,45.97458,16.29,1.0087193
155,2696.1604397296906,-1.2016296e-06,[ 2.576  2.141 -7.551  4.75  -1.831],1.1648537e-15,299.65332,15500,1.5975896,5.2447324,100,-12.558355,59785.793,2.2497034e+16,14.596327,-108.23850148276625,58.822765,908670,41.307816,58.822765,15.94,0.037930477
156,2704.8042311668396,1.9073486e-08,[ 2.574  2.167 -7.587  4.76  -1.843],1.9038366e-06,28.029531,15600,0.78762156,5.1933827,100,-14.35247,1464.6572,8260.066,17.91732,-108.46056074537717,44.625923,910354,39.43197,44.625923,16.84,0.2988711
157,2713.0043892860413,-5.912781e-07,[ 2.594  2.18  -7.593  4.751 -1.858],1.0446101e-23,97.69767,15700,1.2145641,5.164377,100,-13.105598,56481.0,inf,19.001822,-108.50026163580046,78.04617,912041,39.31189,78.04617,16.87,0.11880211
158,2722.1506412029266,1.1444092e-06,[ 2.602  2.087 -7.644  4.742 -1.868],3.3254125e-33,402.4798,15800,2.1009939,5.01298,100,-11.17518,71169.11,inf,19.163467,-108.28671736528217,60.811844,913655,40.856346,60.811844,16.14,0.07885547
159,2731.9014410972595,7.6293944e-08,[ 2.611  2.031 -7.654  4.797 -1.864],2.0198228e-09,71.69554,15900,1.2198517,4.728797,100,-15.493271,7196.98,17724592.0,11.910549,-108.55051955777331,52.251587,915354,39.457455,52.251587,16.99,0.27620247
160,2740.7409613132477,-2.0599366e-06,[ 2.624  2.013 -7.639  4.809 -1.878],0.15011747,3.914051,16000,0.46924362,5.446898,100,-14.077364,121.03431,1.3606256,14.028371,-108.52392322377375,39.984024,917042,39.404076,39.984024,16.88,0.9566711
161,2749.5475668907166,1.3542175e-06,[ 2.63   2.01  -7.645  4.816 -1.864],7.97445e-07,157.34648,16100,6.475958,6.195514,100,-11.326296,93761.875,5786957.0,17.627634,-107.96984547268097,79.03517,918692,39.669983,79.03517,16.5,1.5668181
162,2758.560890197754,-1.9073487e-07,[ 2.64   2.057 -7.607  4.789 -1.875],3.2814473e-10,241.85571,16200,1.6647407,5.763415,100,-12.851082,8892.971,8883485000.0,11.885681,-107.62465312598187,57.103943,920295,40.82405,57.103943,16.03,0.17972904
163,2767.281111717224,-5.1498415e-07,[ 2.614  2.048 -7.578  4.775 -1.876],3.8805687e-19,3635.4502,16300,20.78142,5.56642,100,-13.799091,4297965.0,1.5164915e+21,14.583938,-108.07192181106431,228.74281,921940,40.099266,228.74281,16.45,0.6003382
164,2778.503973722458,-1.335144e-07,[ 2.559  1.994 -7.645  4.834 -1.885],0.00041057353,12.651985,16400,1.6326097,5.925121,100,-11.767149,795.1743,141.12453,13.962889,-107.71306453488464,42.82822,923629,38.945446,42.82822,16.89,0.9111877
165,2786.9806377887726,-2.7465821e-06,[ 2.557  1.983 -7.647  4.848 -1.891],,392.75668,16500,2.955119,5.0993075,100,-11.132608,331074.56,inf,15.889643,-108.27085950626365,85.87249,925276,40.16501,85.87249,16.47,0.05536161
166,2796.4015893936157,-1.8119812e-07,[ 2.554  1.981 -7.544  4.752 -1.928],2.0408322e-08,25.282478,16600,1.2754754,5.2900987,100,-15.664688,1928.8142,17980867000.0,13.523123,-107.97459355338837,46.899273,926879,41.1034,46.899273,16.03,0.34225085
167,2805.1216294765472,2.002716e-06,[ 2.541  2.026 -7.547  4.788 -1.941],2.8169513e-09,670.5528,16700,10.413338,5.743215,100,-13.707048,77290.305,959816500.0,15.976542,-107.71299724335715,70.24413,928533,39.752953,70.24413,16.54,1.1258316
168,2814.600705385208,2.8419495e-06,[ 2.504  2.014 -7.529  4.788 -1.931],2.387469e-05,13.076553,16800,1.6875376,5.4957566,100,-17.63624,616.48553,587.7305,12.346198,-108.2993314002131,43.073357,930159,40.655422,43.073357,16.26,0.7169527
169,2823.3793199062347,-1.7261505e-06,[ 2.522  2.035 -7.522  4.806 -1.934],1.0579371e-21,281.9254,16900,2.6021357,5.7505193,100,-15.149038,18610.213,inf,17.504593,-108.01654365632741,60.821068,931850,39.171482,60.821068,16.91,0.5400097
170,2832.825400352478,-8.010864e-07,[ 2.492  2.001 -7.524  4.756 -1.922],7.540959e-19,276.59116,17000,2.775579,5.2371736,100,-14.119368,170210.36,3.3283295e+27,13.745033,-108.04488689388582,71.69745,933495,40.112244,71.69745,16.45,0.16735338
171,2842.4713690280914,1.0204316e-06,[ 2.486  2.019 -7.564  4.813 -1.944],2.2452175e-06,45.470764,17100,0.7181913,5.6284866,100,-14.896063,3362.1519,7271.812,14.821702,-108.34799978112007,45.50994,935165,39.622246,45.50994,16.7,0.22993061
172,2851.7751083374023,-3.2424927e-07,[ 2.457  1.985 -7.581  4.811 -1.959],4.6652137e-24,11946.586,17200,65.8537,5.525946,100,-16.42095,4563206.0,7.019768e+35,15.176796,-108.56663932146004,234.83475,936804,40.384903,234.83475,16.39,0.6480171
173,2861.6310856342316,-1.1062622e-06,[ 2.427  1.969 -7.65   4.862 -1.962],1.2464124e-09,846.0925,17300,11.24321,5.242238,100,-11.2229,953540.6,191867810000.0,14.778179,-107.85539491757051,137.26456,938445,40.143967,137.26456,16.41,1.1525425
174,2871.493940591812,-7.8201293e-07,[ 2.435  1.978 -7.618  4.81  -1.954],0.0059366133,27.21527,17400,1.4676306,5.2688074,100,-13.621466,819.726,16.228043,10.970667,-107.47501537905106,44.977654,940002,41.833652,44.977654,15.57,0.952686
175,2881.1007854938507,1.6975403e-06,[ 2.448  1.978 -7.616  4.827 -1.966],3.391729e-12,231.63055,17500,1.3214121,5.2840676,100,-10.746099,10874.76,7086871000.0,16.6874,-108.16655069943036,47.555435,941681,39.53159,47.555435,16.79,0.123942226
176,2889.992203474045,-5.912781e-07,[ 2.439  1.957 -7.598  4.818 -1.977],6.1381945e-07,112.19315,17600,6.2932925,6.035217,100,-13.495922,12982.422,416927.88,18.024265,-108.12900298728646,51.244473,943330,39.82267,51.244473,16.49,1.5678465
177,2898.2267303466797,2.1362305e-06,[ 2.448  1.947 -7.617  4.852 -1.984],2.232376e-07,161.76018,17700,4.966573,5.4008794,100,-12.306145,73703.91,1716581.0,12.508652,-108.0153858465996,59.15911,944940,40.80292,59.15911,16.1,1.2623262
178,2907.2138295173645,6.1035155e-07,[ 2.481  1.986 -7.58   4.866 -1.986],,776.40894,17800,3.4936702,5.9857235,100,-17.28505,206141.61,inf,17.54634,-108.07886555828553,69.80908,946630,38.99462,69.80908,16.9,0.028926617
179,2917.254051208496,1.8119812e-06,[ 2.509  2.039 -7.656  4.961 -2.013],2.1655904e-05,33.05896,17900,0.47044188,4.969243,100,-12.33227,1441.8529,3055.9666,11.577827,-108.20946624174708,45.571995,948271,40.369385,45.571995,16.41,0.16406254
180,2926.061388731003,5.340576e-07,[ 2.545  2.053 -7.652  4.955 -2.023],7.834496e-15,85.24463,18000,0.5034502,5.624541,100,-16.833086,4636.2705,4.4385786e+20,15.967674,-108.18008797081724,47.8347,949919,40.06598,47.8347,16.48,0.06653275
181,2934.677511692047,5.7220458e-08,[ 2.53   2.024 -7.64   4.918 -2.022],,26700.922,18100,119.73595,6.1855583,100,-11.554222,125586920.0,inf,18.378857,-107.8968998544853,1127.2412,951558,39.887318,1127.2412,16.39,0.5961362
182,2946.1337847709656,2.2888183e-07,[ 2.507  1.904 -7.673  5.062 -2.042],2.5701242e-08,54.165283,18200,3.0977943,5.8894777,100,-14.6155815,3468.405,50883.35,15.454256,-108.53758658081495,47.7892,953245,39.207405,47.7892,16.87,1.0772797
183,2955.358588218689,3.0517577e-07,[ 2.482  1.899 -7.674  5.043 -2.053],7.065891e-06,24.497345,18300,1.1546992,5.037589,100,-10.895252,2931.6868,26032.27,13.346033,-108.36588210722128,45.326252,954914,39.856106,45.326252,16.69,0.413895
184,2964.4671778678894,-1.3923645e-06,[ 2.497  1.893 -7.69   5.029 -2.061],1.344891e-10,176.123,18400,1.3828381,5.2396674,100,-11.687218,5574.108,324132930000000.0,16.478,-108.30865907586639,53.550327,956560,40.179092,53.550327,16.46,0.21668063
185,2973.1473846435547,-2.1743774e-06,[ 2.476  1.867 -7.684  5.006 -2.063],9.818274e-06,209.74309,18500,2.064846,5.4979167,100,-14.763433,28131.926,456741.3,13.249271,-108.05180363419875,58.778896,958228,39.625713,58.778896,16.68,0.48572683
186,2981.9010438919067,2.6988982e-06,[ 2.512  1.864 -7.701  5.02  -2.067],1.0338737e-06,35.21879,18600,1.1361322,6.0695467,100,-14.416979,545.8789,291186720.0,17.472267,-108.03404059595927,42.911785,959898,39.428402,42.911785,16.7,0.30596694
187,2990.459608078003,-8.6784365e-07,[ 2.491  1.843 -7.697  5.006 -2.072],9.405421e-17,86.4558,18700,1.9199558,5.902915,100,-15.030876,19026.607,9.754896e+28,15.733753,-108.25758486205275,56.144016,961621,38.42737,56.144016,17.23,0.24825501
188,2999.297739505768,6.8664554e-07,[ 2.502  1.848 -7.738  5.042 -2.075],1.469544e-12,459.37466,18800,2.4970198,6.53115,100,-17.631662,35856.617,92366070000000.0,14.129819,-108.50899982616187,59.50251,963319,38.88385,59.50251,16.98,0.07511199
189,3007.99622130394,-2.002716e-07,[ 2.507  1.869 -7.761  5.055 -2.085],,4668.3135,18900,24.909487,5.530434,100,-12.761988,22646438.0,inf,14.65591,-107.9957172076677,479.93353,964941,40.515514,479.93353,16.22,0.21011974
190,3018.462383031845,4.7683716e-07,[ 2.788  2.035 -7.773  5.307 -1.984],2.6047983e-08,31.755304,19000,2.9625418,6.3033237,100,-16.915968,13743.313,50510250.0,18.481615,-107.87455690793813,57.60035,966568,40.107098,57.60035,16.27,1.0869092
191,3027.2110652923584,1.14440915e-07,[ 2.781  2.017 -7.812  5.323 -1.99 ],4.7846715e-13,4337.8145,19100,53.319557,5.5251884,100,-10.693869,4323934.0,4.6589915e+16,11.514526,-108.1921000694667,231.00615,968212,40.15046,231.00615,16.44,5.3355546
192,3037.240913629532,-1.1062622e-06,[ 2.792  2.038 -7.752  5.295 -2.   ],1.1400801e-06,160.12122,19200,2.8449204,5.1187515,100,-11.698973,5509.575,17541.543,13.172635,-108.31784041653003,47.569317,969876,39.83231,47.569317,16.64,0.67158705
193,3046.2249879837036,-7.4386594e-07,[ 2.786  2.024 -7.75   5.308 -2.   ],7.424308e-10,92.59331,19300,0.8464807,5.32795,100,-11.582991,5653.3726,4443112400.0,17.670975,-108.46735010176272,49.428448,971509,40.484444,49.428448,16.33,0.14062856
194,3055.127460718155,1.0299683e-06,[ 2.777  2.058 -7.757  5.304 -2.003],1.1856846e-06,847.427,19400,18.610252,5.131145,100,-14.006039,1041380.2,3891546.0,12.76731,-108.60263600961822,154.29712,973155,40.314358,154.29712,16.46,2.7300653
195,3064.4199044704437,-4.196167e-07,[ 2.779  2.033 -7.802  5.309 -2.007],3.4388044e-09,43.10613,19500,0.7018002,5.890216,100,-16.486044,1390.1178,37262960.0,10.080832,-108.41768691330788,45.84299,974741,41.36027,45.84299,15.86,0.18302797
196,3073.259519815445,2.0980835e-06,[ 2.786  1.996 -7.799  5.294 -2.004],2.0359556e-09,145.24579,19600,2.611387,5.4402537,100,-14.46953,14919.836,2.926968e+17,15.714848,-108.34676313568731,57.294712,976399,39.887356,57.294712,16.58,0.7000416
197,3081.8357894420624,1.5068055e-06,[ 2.788  1.993 -7.785  5.243 -2.   ],2.977926e-14,1484.4509,19700,6.902043,5.7636223,100,-17.346384,423916.3,2130149300000000.0,15.520555,-107.90347078214633,105.228516,978042,39.977276,105.228516,16.43,0.19723488
198,3090.2982783317566,2.2888183e-07,[ 2.786  2.009 -7.788  5.211 -2.01 ],3.788671e-05,86.43515,19800,1.4786546,5.1764064,100,-9.404043,7826.761,56468.926,17.038424,-108.82282781165986,51.95088,979692,40.251236,51.95088,16.5,0.8164208
199,3098.0225870609283,4.444122e-06,[ 2.787  1.999 -7.805  5.192 -2.02 ],1.9044408e-14,265.51675,19900,2.3446293,5.520085,100,-14.579996,295515.5,1.04026164e+21,13.798524,-108.21853395456269,90.73347,981409,38.74549,90.73347,17.17,0.12664805
200,3106.4351873397827,1.0681152e-06,[ 2.766  1.926 -7.865  5.223 -2.03 ],2.5856208e-09,166.29976,20000,2.3669255,5.693931,100,-13.828091,28668.059,3539238100.0,13.426996,-107.97357585815693,55.439228,983035,40.456287,55.439228,16.26,0.50437325
201,3114.4940497875214,-1.6593933e-06,[ 2.782  1.95  -7.86   5.205 -2.03 ],9.247803e-06,65.86475,20100,6.2435913,5.469389,100,-10.7649555,4452.649,474349.16,18.363983,-108.2263431377595,47.20144,984654,40.64358,47.20144,16.19,0.93266124
202,3122.8245894908905,-1.5830993e-06,[ 2.783  1.933 -7.847  5.198 -2.031],1.1886733e-12,1612.8228,20200,9.692626,4.8669643,100,-11.64489,1185301.6,2.738519e+16,12.966681,-108.54180005004201,139.11617,986348,39.421467,139.11617,16.94,0.13620602
203,3132.2615296840668,5.1498415e-07,[ 2.771  1.929 -7.89   5.189 -2.041],1.3502747e-06,125.44922,20300,1.4362531,5.8267965,100,-18.085503,4883.7256,1449216.5,12.520257,-108.09759731145257,48.90469,988008,39.726727,48.90469,16.6,0.44612032
204,3139.491632461548,-3.8146972e-08,[ 2.791  1.952 -7.879  5.172 -2.048],6.3115546e-12,548.1453,20400,5.423193,5.977289,100,-11.991375,671208.6,1605968000000.0,15.611417,-107.933911795655,123.69797,989623,40.503807,123.69797,16.15,0.56206113
