MinIW,StdIW,EpThisIter,Iteration,MeanIW,InitialReturnMean,TimeElapsed,EpisodesSoFar,InitialReturnMax,EpLenMean,InitialBound,Weights,Bound,J_sample_variance,MaxIW,ReturnMeanIW,EpRewMean,InitialReturnStd,InitialReturnMin,TimestepsSoFar,EmpiricalD2
0.9042467,0.040040396,100,99,1.0060654,-2.2125244e-06,958.3403460979462,9900,36.313477,46.02,-438676400000000.0,[-0.399 -0.66  -0.478 -0.275 -0.011],-438676400000000.0,104.08679,1.1010103,177.07191,-118.61437353613611,9.243726,-18.135422,467495,1.0017697
0.93739027,0.028224714,100,100,1.0069315,3.0517577e-07,968.9952266216278,10000,36.755493,48.13,-429815300000000.0,[-0.4   -0.659 -0.48  -0.275 -0.011],-429815300000000.0,151.4524,1.0865037,169.95769,-120.79525564051227,9.892537,-18.04438,472308,1.0006922
0.7303195,0.12272316,100,101,1.0069214,5.722046e-06,978.6475827693939,10100,23.460194,45.77,-438676400000000.0,[-0.4   -0.659 -0.479 -0.275 -0.011],-438676400000000.0,398.59418,1.413776,180.41058,-120.29634865542702,9.134122,-16.674011,476885,1.0188717
0.8907491,0.04421234,100,102,1.0056843,-1.1444092e-06,987.6285884380341,10200,22.80143,46.91,-452306460000000.0,[-0.4   -0.66  -0.479 -0.269 -0.015],-452306460000000.0,141.75319,1.1189328,175.45139,-120.5809799652904,9.063601,-15.777527,481576,1.0018055
0.8939944,0.0340566,100,103,1.006546,1.2969971e-06,996.5754389762878,10300,38.741318,46.41,-434223540000000.0,[-0.401 -0.66  -0.478 -0.271 -0.014],-434223540000000.0,136.72906,1.126024,177.91185,-120.6852143804462,9.393386,-15.162117,486217,1.0015497
0.9021994,0.044538543,100,104,1.0060146,-2.3269654e-06,1006.7600424289703,10400,32.404217,49.28,-452306460000000.0,[-0.401 -0.66  -0.477 -0.271 -0.015],-452306460000000.0,175.32893,1.1700029,163.76013,-119.8975677100723,10.113464,-17.654282,491145,1.0024004
0.8615975,0.083599515,100,105,1.0103085,8.163453e-06,1016.02277302742,10500,24.744537,46.69,-434223540000000.0,[-0.402 -0.66  -0.475 -0.272 -0.014],-434223540000000.0,214.04962,1.3120619,175.18405,-119.62986226973952,8.0281925,-15.759209,495814,1.0060036
0.8676257,0.044756822,100,106,1.0063189,4.196167e-06,1026.108365058899,10600,33.879944,48.12,-364988670000000.0,[-0.404 -0.661 -0.474 -0.27  -0.013],-364988670000000.0,159.86433,1.1176311,168.24713,-119.55679773338312,10.923445,-15.766403,500626,1.0027846
0.8591808,0.056433674,100,107,1.0072441,3.2424928e-06,1036.8955428600311,10700,36.20181,46.87,-294285050000000.0,[-0.405 -0.662 -0.474 -0.268 -0.013],-294285050000000.0,159.12169,1.2670887,174.499,-119.78821526306234,8.861777,-18.31826,505313,1.0030003
0.8768225,0.042661924,100,108,1.0051577,-3.0517579e-06,1046.3496406078339,10800,26.513943,46.33,-447717360000000.0,[-0.405 -0.662 -0.473 -0.266 -0.013],-447717360000000.0,112.83018,1.1236339,177.3474,-119.82099478068866,8.276989,-18.071465,509946,1.0019394
0.74745035,0.10866658,100,109,1.0066845,6.1416627e-06,1054.6498775482178,10900,25.24681,45.31,-408426460000000.0,[-0.407 -0.664 -0.475 -0.268 -0.013],-408426460000000.0,317.88736,1.3742955,183.40515,-120.7696272652978,8.934658,-14.210022,514477,1.0155033
0.8882101,0.047697157,100,110,1.0060524,-1.1062622e-06,1063.2957410812378,11000,24.585602,47.8,-485754660000000.0,[-0.405 -0.667 -0.476 -0.264 -0.017],-485754660000000.0,172.24037,1.1487223,170.57666,-119.94742181001732,9.557002,-18.63301,519257,1.0024197
0.86289394,0.055335633,100,111,1.0073,6.027222e-06,1072.290286540985,11100,17.62362,46.4,-466353820000000.0,[-0.406 -0.666 -0.475 -0.265 -0.018],-466353820000000.0,129.29784,1.1850743,178.78532,-121.14992968185024,7.646629,-16.125137,523897,1.0030087
0.89266557,0.045175474,100,112,1.0063138,2.0599366e-06,1082.3364732265472,11200,27.259052,47.84,-443174150000000.0,[-0.406 -0.666 -0.476 -0.267 -0.018],-443174150000000.0,135.80026,1.1545341,171.67871,-120.94079035924078,8.525368,-17.475998,528681,1.0025263
0.8937494,0.048378218,100,113,1.0074103,-1.8692017e-06,1091.8162696361542,11300,20.19004,49.17,-425451140000000.0,[-0.406 -0.667 -0.475 -0.267 -0.019],-425451140000000.0,144.52739,1.1861719,166.23041,-121.47784602480266,8.636477,-15.833405,533598,1.002161
0.90347207,0.037783287,100,114,1.0067511,8.010864e-07,1100.8273756504059,11400,21.319248,47.41,-480831120000000.0,[-0.407 -0.668 -0.473 -0.267 -0.018],-480831120000000.0,106.9695,1.1215818,173.68813,-121.01194737649789,8.621978,-17.08181,538339,1.0016791
0.8657088,0.043946963,100,115,1.009102,-4.272461e-06,1110.728901386261,11500,32.256073,48.6,-443174150000000.0,[-0.407 -0.668 -0.473 -0.265 -0.018],-443174150000000.0,106.93902,1.1362202,166.35455,-119.53326403845233,8.552524,-16.288452,543199,1.0022157
0.6601789,0.070949316,100,116,1.0102527,-5.340576e-07,1119.7982861995697,11600,18.85136,47.36,-364988670000000.0,[-0.407 -0.668 -0.474 -0.266 -0.019],-364988670000000.0,120.39635,1.2221193,175.0605,-121.80004679896169,6.8451653,-15.557503,547935,1.0047224
0.8938784,0.032148693,100,117,1.0059767,3.7384034e-06,1130.2251410484314,11700,27.511387,47.39,-452306460000000.0,[-0.405 -0.667 -0.475 -0.267 -0.019],-452306460000000.0,114.57664,1.0889225,170.77022,-118.80294611385942,9.275851,-17.52063,552674,1.0012295
0.8978884,0.03076532,100,118,1.006462,4.615784e-06,1140.2800738811493,11800,23.578762,48.52,-443174150000000.0,[-0.405 -0.667 -0.476 -0.268 -0.019],-443174150000000.0,139.31876,1.0863343,168.16693,-120.72210072646665,9.982649,-18.276619,557526,1.0009944
0.8680646,0.052680444,100,119,1.0059956,9.918213e-07,1148.798616886139,11900,24.89486,47.28,-416853250000000.0,[-0.406 -0.667 -0.476 -0.27  -0.02 ],-416853250000000.0,164.19658,1.1560746,173.17307,-120.23443137664027,9.117792,-15.230705,562254,1.0041559
0.9280826,0.03061548,100,120,1.0071688,1.2588501e-06,1158.534595489502,12000,20.945187,45.86,-485754660000000.0,[-0.407 -0.668 -0.474 -0.27  -0.019],-485754660000000.0,64.35655,1.0858829,180.51328,-120.5240270219118,7.745936,-15.071014,566840,1.0010141
0.9049593,0.05654236,100,121,1.0067841,-1.6021728e-06,1168.3418085575104,12100,27.622936,49.18,-452306460000000.0,[-0.407 -0.668 -0.475 -0.271 -0.019],-452306460000000.0,184.75067,1.1934706,166.57242,-121.73926465932104,9.464303,-17.606949,571758,1.0028201
0.8793496,0.040474117,100,122,1.0075562,6.8664554e-07,1179.1128125190735,12200,47.78034,48.64,-294285050000000.0,[-0.408 -0.669 -0.474 -0.272 -0.018],-294285050000000.0,174.65242,1.133916,167.79695,-120.92259352595576,10.464291,-17.870628,576622,1.0017947
0.9105297,0.033501245,100,123,1.0066551,1.8310546e-06,1188.110963344574,12300,25.091957,45.99,-471131140000000.0,[-0.408 -0.669 -0.474 -0.274 -0.018],-471131140000000.0,94.56231,1.1243471,179.40479,-120.23802905212979,9.061962,-17.75177,581221,1.000904
0.81181985,0.05797921,100,124,1.0077441,-4.7302246e-06,1197.6968383789062,12400,16.132988,45.96,-443174150000000.0,[-0.408 -0.668 -0.475 -0.273 -0.018],-443174150000000.0,130.86005,1.1583201,179.99486,-120.5117336015108,7.754218,-17.119781,585817,1.0038613
0.9084699,0.043488618,100,125,1.0059373,-2.1362305e-06,1207.2289745807648,12500,31.232601,45.53,-480831120000000.0,[-0.407 -0.668 -0.475 -0.276 -0.019],-480831120000000.0,138.56158,1.1674072,180.9957,-119.67432578332108,9.004737,-17.68435,590370,1.0021619
0.902697,0.042910416,100,126,1.0084671,1.7929077e-06,1216.6785407066345,12600,26.630974,49.25,-438676400000000.0,[-0.407 -0.668 -0.474 -0.275 -0.02 ],-438676400000000.0,162.9616,1.1357313,164.33792,-120.25402468891532,10.021755,-19.774467,595295,1.0021969
0.8946706,0.0411685,100,127,1.0060047,-2.5939942e-06,1227.1845042705536,12700,24.59819,47.55,-471131140000000.0,[-0.408 -0.669 -0.473 -0.274 -0.019],-471131140000000.0,102.959145,1.1202288,171.14456,-119.61742301187853,7.9717126,-18.48751,600050,1.0018593
0.9296513,0.03596417,100,128,1.0082148,-6.4849854e-07,1237.3039252758026,12800,27.904343,49.24,-443174150000000.0,[-0.408 -0.669 -0.471 -0.274 -0.019],-443174150000000.0,120.149,1.1107919,165.92963,-121.36042298347839,9.213155,-19.338028,604974,1.0010911
0.8884434,0.0427524,100,129,1.007952,-6.2942504e-06,1247.244236946106,12900,34.86716,46.78,-456941940000000.0,[-0.408 -0.67  -0.471 -0.273 -0.019],-456941940000000.0,103.79075,1.1319733,173.95584,-119.00979645840025,9.195971,-17.443108,609652,1.0019658
0.74754655,0.15829301,100,130,1.0120581,-4.196167e-07,1257.3558814525604,13000,23.49955,49.99,-408426460000000.0,[-0.407 -0.67  -0.472 -0.272 -0.021],-408426460000000.0,489.11588,1.5982997,163.02882,-121.59748164432865,9.255541,-16.667488,614651,1.0213431
0.9068085,0.037004754,100,131,1.0079044,-1.8692017e-06,1266.8939957618713,13100,24.119953,45.88,-443174150000000.0,[-0.41  -0.668 -0.471 -0.266 -0.019],-443174150000000.0,80.11591,1.113353,178.73152,-119.30008880993266,8.860036,-15.978096,619239,1.0012317
0.8484186,0.07353332,100,132,1.0081016,-3.1661987e-06,1276.666954755783,13200,24.545643,49.57,-429815300000000.0,[-0.41  -0.668 -0.472 -0.266 -0.019],-429815300000000.0,177.60623,1.1905886,162.70259,-119.94091080529824,8.784036,-14.713936,624196,1.005526
0.8654163,0.049196467,100,133,1.0059656,4.196167e-07,1286.5532402992249,13300,34.8567,47.52,-452306460000000.0,[-0.409 -0.667 -0.474 -0.268 -0.018],-452306460000000.0,149.72534,1.2173226,173.29968,-121.14796457831095,8.909666,-18.539078,628948,1.0029395
0.77679634,0.067962594,100,134,1.0064943,3.5476685e-06,1296.2305319309235,13400,21.325241,46.45,-452306460000000.0,[-0.409 -0.668 -0.473 -0.267 -0.018],-452306460000000.0,122.16135,1.1986697,176.56451,-119.7903246137035,7.5030146,-17.309273,633593,1.0060706
0.88380575,0.059282955,100,135,1.0057383,5.0735475e-06,1305.7432107925415,13500,45.256027,47.29,-400167340000000.0,[-0.409 -0.668 -0.475 -0.269 -0.017],-400167340000000.0,195.25938,1.2021185,173.88483,-120.8211947792684,9.339898,-16.268456,638322,1.0041485
0.9098984,0.041115914,100,136,1.0053335,4.9209593e-06,1315.5707306861877,13600,22.25137,47.33,-461624200000000.0,[-0.41  -0.669 -0.473 -0.271 -0.017],-461624200000000.0,111.00613,1.1194607,173.12367,-120.31069905440671,7.517438,-16.392014,643055,1.0023646
0.90315634,0.04431372,100,137,1.0068529,-4.653931e-06,1325.2833852767944,13700,43.17956,48.0,-400167340000000.0,[-0.411 -0.67  -0.472 -0.271 -0.017],-400167340000000.0,141.63205,1.1409065,169.9602,-120.37405889712161,10.079297,-18.285805,647855,1.0021287
0.70022154,0.10529396,100,138,1.0091691,-4.9591063e-06,1335.7752051353455,13800,28.84195,48.14,-421130570000000.0,[-0.411 -0.671 -0.471 -0.27  -0.017],-421130570000000.0,248.23749,1.3254865,168.84612,-119.88283368131752,9.183073,-14.315941,652669,1.0094537
0.7963879,0.09005478,100,139,1.0098066,-2.4795531e-06,1344.797105550766,13900,27.01107,47.42,-475956730000000.0,[-0.411 -0.67  -0.472 -0.273 -0.016],-475956730000000.0,187.21344,1.2783437,170.24602,-118.47690164961645,9.1427965,-18.821075,657411,1.0085706
0.8837166,0.04127245,100,140,1.0092244,2.0599366e-06,1354.0794854164124,14000,19.354458,47.52,-461624200000000.0,[-0.411 -0.667 -0.475 -0.271 -0.014],-461624200000000.0,92.74552,1.1506873,171.04716,-119.35057625183279,7.856025,-14.418274,662163,1.002159
0.83015966,0.06882502,100,141,1.0085523,-2.9373168e-06,1363.7204821109772,14100,25.404518,47.4,-421130570000000.0,[-0.411 -0.667 -0.475 -0.272 -0.014],-421130570000000.0,144.04126,1.2272525,172.55551,-120.14961719712424,9.044381,-17.258255,666903,1.003815
0.9434192,0.025880048,100,142,1.0072479,1.2969971e-06,1372.4210703372955,14200,23.666866,45.81,-495751530000000.0,[-0.411 -0.666 -0.477 -0.269 -0.014],-495751530000000.0,82.72369,1.0727686,178.32457,-118.76831430667036,8.233437,-17.946,671484,1.0008214
0.9486875,0.024282502,100,143,1.0072005,-1.6021728e-06,1381.7641146183014,14300,29.877396,48.28,-322770180000000.0,[-0.411 -0.666 -0.477 -0.27  -0.014],-322770180000000.0,88.782135,1.0786705,167.35446,-119.41133094356584,8.767758,-18.332214,676312,1.0005956
0.78897417,0.09172476,100,144,1.0085198,2.1362305e-06,1391.238857269287,14400,31.56668,48.47,-452306460000000.0,[-0.412 -0.665 -0.478 -0.27  -0.012],-452306460000000.0,197.3863,1.237551,166.82558,-119.59300324473763,10.380961,-19.317085,681159,1.0095803
0.9117739,0.041731216,100,145,1.0072519,5.760193e-06,1400.992616891861,14500,19.89637,47.03,-434223540000000.0,[-0.411 -0.665 -0.48  -0.266 -0.013],-434223540000000.0,118.06162,1.1471227,173.8471,-119.79048111017275,8.821902,-15.742126,685862,1.002043
0.8688194,0.041616037,100,146,1.0065181,3.2424928e-06,1410.9564456939697,14600,21.092285,47.59,-368742140000000.0,[-0.41  -0.663 -0.481 -0.266 -0.014],-368742140000000.0,150.10509,1.1299336,173.10152,-121.23525156539108,9.218468,-17.742844,690621,1.0014737
0.9158586,0.028543875,100,147,1.0067955,-2.784729e-06,1420.8941078186035,14700,30.571835,47.79,-438676400000000.0,[-0.41  -0.663 -0.481 -0.268 -0.012],-438676400000000.0,122.20046,1.0852844,170.38669,-119.90584836444395,9.2364025,-17.800667,695400,1.0008742
0.9432287,0.0270899,100,148,1.0069379,4.653931e-06,1431.417726278305,14800,41.065063,48.65,-421130570000000.0,[-0.411 -0.664 -0.48  -0.268 -0.013],-421130570000000.0,119.97968,1.105134,166.31511,-119.7043149282078,9.856925,-17.545906,700265,1.0010307
0.84877807,0.060592264,100,149,1.0073028,2.2125244e-06,1440.0963294506073,14900,19.27919,46.39,-404276180000000.0,[-0.411 -0.664 -0.479 -0.268 -0.013],-404276180000000.0,112.89793,1.1712332,177.60236,-120.30960878032809,7.6957107,-16.659409,704904,1.0039767
0.897426,0.046292793,100,150,1.0076813,-2.7465821e-06,1449.879825592041,15000,21.851414,47.14,-466353820000000.0,[-0.412 -0.664 -0.481 -0.269 -0.015],-466353820000000.0,90.94928,1.1413618,172.92091,-119.4626796490787,8.001819,-17.040611,709618,1.0022124
0.83136415,0.05983931,100,151,1.00816,3.5095215e-06,1459.0113608837128,15100,19.817444,46.51,-443174150000000.0,[-0.41  -0.664 -0.482 -0.268 -0.017],-443174150000000.0,131.50125,1.2179954,177.36798,-120.59301208382514,8.310426,-12.979347,714269,1.0035167
0.84105814,0.045899108,100,152,1.0058839,1.2588501e-06,1468.4621150493622,15200,20.75977,45.76,-480831120000000.0,[-0.41  -0.664 -0.483 -0.27  -0.017],-480831120000000.0,106.55973,1.1507312,180.46432,-120.07096675868121,7.8759513,-16.10006,718845,1.0020337
0.8178488,0.07888264,100,153,1.0035975,2.2888185e-06,1478.4392461776733,15300,21.179298,47.44,-456941940000000.0,[-0.41  -0.664 -0.482 -0.272 -0.016],-456941940000000.0,267.99567,1.2558607,172.79396,-120.4361741571586,8.957151,-17.819664,723589,1.0072685
0.8321817,0.06189819,100,154,1.0072796,-2.1362305e-06,1486.8873603343964,15400,18.56549,45.89,-475956730000000.0,[-0.411 -0.666 -0.48  -0.272 -0.015],-475956730000000.0,140.74207,1.1881853,179.32806,-119.7375746923371,7.974814,-18.017632,728178,1.0033438
0.8787039,0.05023754,100,155,1.006656,-7.6293946e-07,1495.3376276493073,15500,22.481018,46.09,-480831120000000.0,[-0.411 -0.666 -0.481 -0.274 -0.015],-480831120000000.0,100.144356,1.1872969,176.9767,-118.77085151988972,7.45598,-16.116066,732787,1.0023402
0.8726082,0.053506475,100,156,1.0057595,-3.2806397e-06,1504.51486825943,15600,33.632256,47.14,-443174150000000.0,[-0.411 -0.665 -0.482 -0.275 -0.016],-443174150000000.0,123.07724,1.1442845,170.81915,-117.96259759960441,9.332401,-18.816223,737501,1.0030911
0.8693224,0.056300376,100,157,1.0039109,-2.2888183e-07,1513.6512413024902,15700,22.303196,45.29,-466353820000000.0,[-0.412 -0.664 -0.484 -0.275 -0.017],-466353820000000.0,157.85834,1.2018543,183.23126,-120.37001948327524,7.8458743,-15.090218,742030,1.0037446
0.8496772,0.056028284,100,158,1.0079705,1.1444092e-06,1523.1000843048096,15800,18.93932,46.73,-516358300000000.0,[-0.411 -0.665 -0.482 -0.274 -0.017],-516358300000000.0,124.37631,1.1704153,173.53839,-118.52270955625441,7.9004188,-17.495125,746703,1.0037179
0.75015336,0.076319754,100,159,1.0055236,1.4495849e-06,1533.1818101406097,15900,27.64856,46.25,-495751530000000.0,[-0.411 -0.664 -0.484 -0.275 -0.015],-495751530000000.0,178.90451,1.2618335,178.98718,-120.91721960428424,8.798927,-16.43628,751328,1.0078261
0.8385881,0.060454987,100,160,1.0058398,2.822876e-06,1541.453610420227,16000,26.133587,44.86,-500825800000000.0,[-0.411 -0.663 -0.488 -0.274 -0.013],-500825800000000.0,173.43024,1.2138033,183.72177,-119.08712413637018,7.88616,-15.887283,755814,1.0029353
0.8685174,0.048495863,100,161,1.0062202,1.4495849e-06,1550.3003885746002,16100,50.627243,46.47,-384138960000000.0,[-0.413 -0.663 -0.487 -0.276 -0.014],-384138960000000.0,224.03282,1.1955563,174.97353,-118.75996028069018,10.301829,-16.695732,760461,1.0023745
0.83034,0.059214763,100,162,1.0093268,-2.2506713e-06,1559.1292695999146,16200,48.552666,47.83,-372533520000000.0,[-0.413 -0.663 -0.486 -0.277 -0.016],-372533520000000.0,163.62753,1.1778712,169.353,-119.29755097352552,9.827845,-15.437492,765244,1.0027597
0.8607694,0.04891,100,163,1.0079683,5.264282e-06,1568.926209449768,16300,36.657566,45.49,-425451140000000.0,[-0.414 -0.663 -0.485 -0.276 -0.016],-425451140000000.0,109.77439,1.1051364,181.35248,-119.87956372716353,9.629501,-16.946548,769793,1.0029244
0.80196655,0.07250809,100,164,1.0069238,1.2207031e-06,1579.0973064899445,16400,24.004204,45.57,-416853250000000.0,[-0.414 -0.662 -0.486 -0.277 -0.015],-416853250000000.0,160.14532,1.2017337,181.96149,-120.4376892320094,7.720685,-16.513748,774350,1.004763
0.78802985,0.060815036,100,165,1.0066307,-2.5939942e-06,1587.2982561588287,16500,20.688667,42.78,-485754660000000.0,[-0.414 -0.661 -0.488 -0.278 -0.014],-485754660000000.0,116.03317,1.1523836,194.76515,-118.91814849014736,7.4861245,-13.711876,778628,1.0044379
0.9068766,0.046460215,100,166,1.00601,-4.653931e-06,1595.5588462352753,16600,51.59954,45.54,-376363200000000.0,[-0.414 -0.66  -0.489 -0.28  -0.015],-376363200000000.0,200.9335,1.2081999,180.741,-119.56652647670217,9.559706,-16.473198,783182,1.0014985
0.81244385,0.095457844,100,167,1.0083741,-5.722046e-07,1603.7683999538422,16700,28.532345,44.95,-429815300000000.0,[-0.415 -0.66  -0.488 -0.282 -0.014],-429815300000000.0,326.1612,1.298771,181.42093,-117.89722607815877,7.995894,-14.080261,787677,1.0062903
0.768463,0.079774864,100,168,1.0065169,2.7465821e-06,1613.432831287384,16800,29.404633,47.48,-396099630000000.0,[-0.418 -0.659 -0.486 -0.282 -0.014],-396099630000000.0,154.66177,1.1919843,171.41367,-119.71069861436212,9.365986,-16.658722,792425,1.0092102
0.88470674,0.046040628,100,169,1.0081921,-1.6784668e-06,1623.9337267875671,16900,34.620216,46.88,-372533520000000.0,[-0.417 -0.661 -0.487 -0.278 -0.014],-372533520000000.0,108.39986,1.1689328,173.06921,-118.8259820631686,9.355871,-15.141197,797113,1.0028487
0.8806752,0.045806136,100,170,1.0065786,-1.1062622e-06,1633.5239763259888,17000,30.24067,44.84,-438676400000000.0,[-0.416 -0.661 -0.487 -0.275 -0.015],-438676400000000.0,117.47468,1.1696516,184.10764,-119.37080498584723,8.579127,-16.53405,801597,1.001846
0.6335983,0.1469863,100,171,1.009948,6.866455e-06,1641.7416718006134,17100,39.541508,46.53,-412618680000000.0,[-0.416 -0.66  -0.488 -0.277 -0.015],-412618680000000.0,418.29028,1.5460782,177.44568,-120.78766346590774,9.792111,-15.253601,806250,1.0200801
0.9462806,0.025941212,100,172,1.006648,-1.8310546e-06,1651.2662971019745,17200,25.395622,46.47,-495751530000000.0,[-0.414 -0.66  -0.489 -0.27  -0.014],-495751530000000.0,123.46751,1.1181319,176.44524,-119.77928499274437,9.502736,-17.363495,810897,1.0006723
0.86121905,0.05966729,100,173,1.0074682,2.4032593e-06,1660.602571964264,17300,21.780685,46.53,-425451140000000.0,[-0.414 -0.66  -0.488 -0.27  -0.014],-425451140000000.0,207.32655,1.2514814,175.23775,-119.13699069534175,9.441572,-17.60463,815550,1.0039778
0.91598475,0.036128603,100,174,1.0061615,5.8364867e-06,1670.4560596942902,17400,21.244907,45.96,-408426460000000.0,[-0.416 -0.659 -0.488 -0.272 -0.011],-408426460000000.0,130.55135,1.1545197,178.93033,-119.77678522306938,8.310108,-16.65252,820146,1.0012435
0.7673307,0.081585325,100,175,1.008736,-4.272461e-06,1679.1425902843475,17500,26.322578,45.17,-480831120000000.0,[-0.417 -0.659 -0.487 -0.273 -0.011],-480831120000000.0,222.61732,1.262288,181.5422,-118.67776489169209,8.353588,-16.562904,824663,1.0062615
0.88705784,0.039866332,100,176,1.0066432,-4.53949e-06,1689.0595247745514,17600,28.168976,47.36,-452306460000000.0,[-0.417 -0.662 -0.486 -0.271 -0.011],-452306460000000.0,124.68019,1.1290009,172.7515,-120.15325234414699,8.787039,-16.883331,829399,1.0016618
0.8821527,0.048484948,100,177,1.0060322,-1.3732911e-06,1698.1414940357208,17700,21.641914,46.13,-452306460000000.0,[-0.417 -0.662 -0.486 -0.272 -0.011],-452306460000000.0,113.26029,1.1472036,176.1132,-118.3510487221137,8.808936,-18.297272,834012,1.003298
0.7088493,0.11913555,100,178,1.0067061,,1708.3638939857483,17800,19.120316,46.08,-471131140000000.0,[-0.417 -0.663 -0.486 -0.275 -0.012],-471131140000000.0,307.97748,1.3359394,178.55388,-119.75289370126288,7.6823874,-16.557922,838620,1.0118895
0.86784166,0.06381189,100,179,1.0065068,5.722046e-07,1717.6295893192291,17900,20.059097,47.28,-434223540000000.0,[-0.417 -0.659 -0.489 -0.275 -0.007],-434223540000000.0,184.90233,1.2063379,170.60025,-118.2046254460025,8.366015,-17.475845,843348,1.0037235
0.8886619,0.053343832,100,180,1.0054624,-9.155273e-07,1726.0642035007477,18000,21.693523,47.83,-475956730000000.0,[-0.418 -0.66  -0.487 -0.276 -0.008],-475956730000000.0,178.45279,1.1430296,171.67717,-120.99285717400939,9.492241,-18.857399,848131,1.0035281
0.9026841,0.03863358,100,181,1.007604,3.6239624e-06,1736.238384962082,18100,24.785397,47.75,-412618680000000.0,[-0.417 -0.663 -0.485 -0.277 -0.009],-412618680000000.0,112.405174,1.163743,170.05064,-119.54452817086108,9.155998,-18.043068,852906,1.0012347
0.89184046,0.037866592,100,182,1.0049058,-3.967285e-06,1746.1180942058563,18200,30.52073,46.87,-461624200000000.0,[-0.417 -0.662 -0.485 -0.279 -0.008],-461624200000000.0,134.6425,1.1095048,175.02715,-120.12528065512197,8.849406,-17.82711,857593,1.0020372
0.86994153,0.044858452,100,183,1.0073093,1.8692017e-06,1756.1703708171844,18300,29.75142,45.7,-471131140000000.0,[-0.418 -0.663 -0.484 -0.278 -0.008],-471131140000000.0,136.49649,1.128256,178.92719,-118.82673454868407,8.754011,-17.37741,862163,1.002249
0.9104636,0.027961396,100,184,1.0066108,1.5258789e-07,1765.4009053707123,18400,22.914577,45.51,-452306460000000.0,[-0.418 -0.663 -0.483 -0.277 -0.009],-452306460000000.0,92.525215,1.0860314,179.67976,-118.68575587823977,8.565154,-16.747704,866714,1.000753
0.80106586,0.08451295,100,185,1.0060078,-2.2125244e-06,1775.2733290195465,18500,49.398705,47.52,-300394300000000.0,[-0.418 -0.663 -0.483 -0.278 -0.009],-300394300000000.0,271.5234,1.3720374,172.71375,-120.70124727487666,10.228793,-16.909798,871466,1.0055496
0.8849391,0.054751016,100,186,1.0061737,-5.340576e-06,1784.6527507305145,18600,26.743713,46.86,-350346460000000.0,[-0.419 -0.665 -0.481 -0.278 -0.007],-350346460000000.0,172.60892,1.1772567,172.63571,-118.39808763461485,9.571247,-17.85534,876152,1.0028688
0.7605958,0.06842629,100,187,1.0066563,4.615784e-06,1794.8242206573486,18700,26.75315,48.5,-392072600000000.0,[-0.419 -0.666 -0.479 -0.278 -0.007],-392072600000000.0,180.54767,1.23814,169.5076,-121.6331733105456,9.698248,-17.510208,881002,1.0046536
0.8967972,0.037233107,100,188,1.00605,-6.3705443e-06,1803.693596124649,18800,23.17543,46.95,-456941940000000.0,[-0.418 -0.665 -0.478 -0.275 -0.007],-456941940000000.0,124.714935,1.1334571,173.25879,-119.1201244818118,8.436359,-17.802826,885697,1.0015345
0.9435018,0.02561925,100,189,1.0069095,-4.7302246e-06,1813.2221190929413,18900,29.868488,49.94,-466353820000000.0,[-0.418 -0.665 -0.477 -0.276 -0.007],-466353820000000.0,160.5394,1.0856297,160.22372,-119.33037488406937,11.227302,-20.043182,890691,1.0006621
0.69284165,0.12628728,100,190,1.0058255,1.9836425e-06,1823.6704502105713,19000,23.925064,47.27,-495751530000000.0,[-0.419 -0.665 -0.476 -0.277 -0.007],-495751530000000.0,406.0252,1.3902028,173.57158,-120.60504093324373,10.284231,-16.2014,895418,1.0169456
0.9128827,0.035532635,100,191,1.0068238,5.264282e-06,1833.6036014556885,19100,28.083096,46.42,-425451140000000.0,[-0.422 -0.663 -0.479 -0.28  -0.009],-425451140000000.0,104.00245,1.112656,176.47755,-119.68054567091386,8.855478,-17.10363,900060,1.0013235
0.9033358,0.0431157,100,192,1.0060734,3.8146973e-07,1842.564824104309,19200,28.855362,46.14,-461624200000000.0,[-0.422 -0.662 -0.48  -0.281 -0.009],-461624200000000.0,152.68185,1.1583768,177.20552,-119.22459420949808,9.100324,-16.996956,904674,1.0019243
0.863906,0.06025201,100,193,1.0068097,6.1798096e-06,1851.7449944019318,19300,39.526894,46.01,-429815300000000.0,[-0.423 -0.663 -0.479 -0.282 -0.008],-429815300000000.0,128.11333,1.1543889,177.36302,-118.86941838343587,8.92062,-16.376648,909275,1.0050389
0.921235,0.037610587,100,194,1.0065653,4.119873e-06,1861.4498343467712,19400,19.981747,46.97,-443174150000000.0,[-0.422 -0.661 -0.481 -0.282 -0.009],-443174150000000.0,117.574936,1.1821201,171.59346,-118.03449286129455,8.085805,-18.341011,913972,1.0021143
0.8994938,0.042061836,100,195,1.0054705,-4.8065185e-06,1870.7900114059448,19500,54.40068,49.05,-260099550000000.0,[-0.423 -0.661 -0.479 -0.283 -0.008],-260099550000000.0,183.95998,1.1788025,164.99236,-120.16288982071416,10.497185,-17.246391,918877,1.0017935
0.85602814,0.07152639,100,196,1.0051892,-3.852844e-06,1880.1937775611877,19600,21.499634,48.05,-425451140000000.0,[-0.424 -0.662 -0.478 -0.284 -0.007],-425451140000000.0,194.36125,1.2032955,168.72195,-119.50169459975939,8.376263,-17.629967,923682,1.0051777
