EpisodesSoFar,TimestepsSoFar,InitialBound,EpLenMean,Weights,InitialReturnStd,StdIW,MeanIW,Bound,InitialReturnMax,InitialReturnMean,EpThisIter,EmpiricalD2,InitialReturnMin,ReturnMeanIW,J_sample_variance,MinIW,TimeElapsed,Iteration,MaxIW,EpRewMean
48500,3700917,-343.01102,355.51,[-0.702 -0.657 -0.364 -0.254 -0.021],15.351794,0.073687896,1.0028826,-342.86316,26.209171,-1.6403199e-06,100,1.0079374,-43.40529,-4.3892784,226.02602,0.75397867,7636.682500600815,485,1.3102448,-98.52720682096422
48600,3738667,-341.98907,377.5,[-0.706 -0.657 -0.364 -0.254 -0.021],13.73524,0.030741435,0.9994833,-341.9527,32.891235,1.5258789e-06,100,1.0016406,-50.297028,-6.646744,190.36247,0.8392593,7707.594596862793,486,1.1390641,-95.78972107498274
48700,3777196,-340.10516,385.29,[-0.707 -0.657 -0.364 -0.254 -0.021],14.266612,0.05047122,0.997002,-340.01324,30.62647,6.1035155e-07,100,1.0045072,-39.10166,-5.109145,198.92685,0.82451355,7779.230654001236,487,1.2174802,-95.6520597932902
48800,3815095,-340.95642,378.99,[-0.711 -0.657 -0.366 -0.253 -0.021],13.847367,0.014704756,0.9998785,-340.93958,26.125505,5.722046e-07,100,1.0003655,-39.757263,-6.1493487,194.07855,0.9466892,7849.469569444656,488,1.0547096,-97.5718888647275
48900,3852468,-341.2098,373.73,[-0.712 -0.657 -0.366 -0.253 -0.021],14.277568,0.037506692,0.997831,-341.1284,24.295298,-2.2888185e-06,100,1.0025227,-39.039345,-5.346356,202.74846,0.8685791,7918.264569044113,489,1.19914,-95.1258422601757
49000,3889480,-341.99664,370.12,[-0.714 -0.656 -0.366 -0.253 -0.02 ],14.315562,0.06346581,1.0038308,-341.85257,35.511017,-4.196167e-07,100,1.0057794,-46.90014,-6.020521,198.52058,0.8038394,7988.208297967911,490,1.287513,-95.30599561998814
49100,3927361,-343.4561,378.81,[-0.717 -0.657 -0.367 -0.252 -0.022],15.061734,0.054850474,1.0031687,-343.35605,29.507193,1.335144e-06,100,1.0048519,-40.697502,-7.140153,227.21556,0.8410188,8060.067338943481,491,1.3474367,-95.9573823948986
49200,3966694,-339.0788,393.33,[-0.719 -0.656 -0.367 -0.252 -0.022],13.663698,0.036281638,1.0020766,-339.03882,24.399355,-6.8664554e-07,100,1.001993,-36.059612,-5.4823017,190.21346,0.8547152,8134.143259048462,492,1.1793611,-100.08676157326454
49300,4005990,-340.28247,392.96,[-0.72  -0.655 -0.367 -0.252 -0.022],12.533095,0.040975176,1.0027872,-340.23434,25.465279,-4.7683716e-07,100,1.0030663,-34.817562,-5.6141715,157.93454,0.86683947,8205.389959812164,493,1.1681094,-99.14406971107992
49400,4042404,-342.26047,364.14,[-0.722 -0.655 -0.367 -0.252 -0.021],14.796464,0.03552155,1.0029808,-342.211,33.781384,3.6239624e-06,100,1.0020458,-39.253357,-5.750826,216.86497,0.864658,8272.450512647629,494,1.11693,-97.71269331773593
49500,4078612,-343.03937,362.08,[-0.724 -0.657 -0.368 -0.252 -0.022],15.090155,0.059558112,0.99354297,-342.9034,30.867218,-4.5776366e-07,100,1.0078139,-48.36341,-6.018402,220.06776,0.77494764,8340.242677927017,495,1.2436054,-99.35826020593828
49600,4117491,-339.51407,388.79,[-0.727 -0.656 -0.369 -0.252 -0.022],14.566925,0.052368443,0.9952921,-339.3898,26.172394,1.6021728e-06,100,1.0043398,-49.165955,-5.237918,211.8811,0.82947314,8412.463729381561,496,1.1608098,-93.11869626186052
49700,4155737,-338.48685,382.46,[-0.73  -0.655 -0.369 -0.252 -0.023],12.966036,0.03523856,0.9984375,-338.42526,33.372185,-8.201599e-07,100,1.0027565,-32.828228,-4.4553256,168.84532,0.82554317,8483.88005900383,497,1.1275781,-94.84290941188141
49800,4194275,-340.26147,385.38,[-0.732 -0.655 -0.369 -0.252 -0.023],13.451319,0.032067582,0.9977554,-340.22662,36.22563,-3.0708313e-06,100,1.0016941,-44.54239,-6.2149096,179.774,0.8634635,8555.491541862488,498,1.1046134,-91.0628410702632
49900,4233866,-338.77957,395.91,[-0.732 -0.655 -0.369 -0.252 -0.023],13.700643,0.061617855,1.0047028,-338.67456,21.761616,-1.5830993e-06,100,1.0052273,-45.18019,-4.625107,188.89487,0.7865444,8628.84724521637,499,1.2311964,-98.37636710264604
