InitialReturnMin,ReturnMeanIW,MeanIW,EpisodesSoFar,InitialReturnMax,EpRewMean,EpThisIter,Bound,EmpiricalD2,EpLenMean,InitialReturnMean,J_sample_variance,Weights,TimeElapsed,InitialReturnStd,MaxIW,MinIW,InitialBound,Iteration,TimestepsSoFar,StdIW
-15.575378,221.72821,1.0053782,9800,34.059002,-108.09707363340732,100,-429815300000000.0,1.0005714,35.78,-3.5095215e-06,153.04793,[-0.826 -0.5   -0.461 -0.755  0.015],809.8022530078888,11.521462,1.0683743,0.93105286,-429815300000000.0,98,354107,0.02180855
-15.441643,230.22353,1.0059794,9900,35.23487,-108.22698114637635,100,-466353820000000.0,1.0012708,34.75,7.019043e-06,213.43327,[-0.826 -0.501 -0.461 -0.754  0.015],817.0899028778076,11.773411,1.0916831,0.89594465,-466353820000000.0,99,357582,0.03620595
-18.138657,213.81886,1.0051879,10000,59.874878,-106.86920870742131,100,-316215660000000.0,1.0035808,36.45,-3.890991e-06,297.5615,[-0.826 -0.5   -0.462 -0.755  0.015],825.2608771324158,14.086728,1.1634372,0.88698506,-316215660000000.0,100,361227,0.04833582
-17.274666,210.88695,1.0062447,10100,40.498676,-107.99665641220105,100,-368742140000000.0,1.0005331,37.19,-2.822876e-06,143.12454,[-0.827 -0.501 -0.46  -0.754  0.016],833.6374182701111,12.324446,1.0528874,0.93279034,-368742140000000.0,101,364946,0.01821462
-17.317291,205.88359,1.0038877,10200,32.42095,-109.07562241814256,100,-412618680000000.0,1.003609,38.24,-4.8065185e-06,258.34,[-0.827 -0.501 -0.46  -0.755  0.016],842.3111414909363,10.6870775,1.2550392,0.88547933,-412618680000000.0,102,368770,0.060930833
-15.999771,217.6885,1.0039561,10300,39.998688,-107.61357701127488,100,-466353820000000.0,1.0053567,36.18,-3.890991e-06,342.12125,[-0.826 -0.502 -0.458 -0.756  0.017],851.0958292484283,12.570982,1.2051759,0.8152157,-466353820000000.0,103,372388,0.06801473
-16.471077,210.47232,1.00548,10400,49.071148,-108.25454680978015,100,-425451140000000.0,1.0006123,37.33,3.0517577e-07,170.02534,[-0.827 -0.501 -0.455 -0.754  0.014],859.7755243778229,12.318527,1.1069244,0.9150915,-425451140000000.0,104,376121,0.024074228
-17.880615,207.82549,1.0054291,10500,30.01519,-108.31385073687883,100,-485754660000000.0,1.0020225,37.75,-3.3187866e-06,234.77121,[-0.828 -0.503 -0.457 -0.753  0.015],868.6649577617645,12.152139,1.1387312,0.890514,-485754660000000.0,105,379896,0.04357897
-15.000832,233.39471,1.004989,10600,39.476963,-106.93775480360682,100,-500825800000000.0,1.0025594,34.05,1.9454956e-06,216.6935,[-0.828 -0.504 -0.456 -0.753  0.015],876.394903421402,11.846255,1.129226,0.86103934,-500825800000000.0,106,383301,0.04567423
-18.5186,199.99055,1.0058618,10700,38.226665,-107.63064383065975,100,-404276180000000.0,1.0007738,38.73,-3.4713746e-06,198.29405,[-0.828 -0.503 -0.456 -0.754  0.015],885.4514989852905,12.695052,1.0817758,0.9424214,-404276180000000.0,107,387174,0.024764925
-18.914017,214.01062,1.0057368,10800,49.86828,-105.87111182306101,100,-404276180000000.0,1.0018973,36.2,-3.4713746e-06,253.58444,[-0.828 -0.503 -0.455 -0.754  0.015],894.1036233901978,14.328612,1.1400205,0.85393226,-404276180000000.0,108,390794,0.04298943
-16.059616,219.44052,1.0046058,10900,44.988544,-107.84040659813778,100,-361272750000000.0,1.0053841,36.0,-3.8146973e-06,332.89606,[-0.827 -0.503 -0.457 -0.755  0.015],902.3466472625732,11.945351,1.2330157,0.8339401,-361272750000000.0,109,394394,0.06998117
-17.643333,204.59502,1.0049973,11000,65.04095,-107.11043800813144,100,-396099630000000.0,1.0024692,37.87,1.6784668e-06,306.1328,[-0.827 -0.502 -0.454 -0.753  0.018],911.1694099903107,13.965177,1.1209193,0.91193324,-396099630000000.0,110,398181,0.041115716
-16.76867,208.19539,1.0050471,11100,43.154118,-106.95370471671413,100,-396099630000000.0,1.0024333,37.29,-1.9073487e-07,346.00446,[-0.827 -0.503 -0.452 -0.753  0.017],919.3563370704651,13.255681,1.2781429,0.8902036,-396099630000000.0,111,401910,0.050594274
-19.002098,198.21663,1.0068681,11200,34.91899,-107.22252663740088,100,-438676400000000.0,1.0033256,38.89,2.5939942e-06,249.41232,[-0.827 -0.502 -0.45  -0.754  0.017],928.371328830719,12.736017,1.1473602,0.8747281,-438676400000000.0,112,405799,0.048268702
-16.861916,212.57565,1.0054381,11300,64.34839,-107.79375507337201,100,-392072600000000.0,1.0025874,36.9,1.1444092e-06,281.1629,[-0.827 -0.501 -0.45  -0.756  0.016],936.6078896522522,12.790403,1.2386919,0.87873685,-392072600000000.0,113,409489,0.050141647
-18.437103,199.47021,1.0061351,11400,57.47602,-108.14762212367582,100,-412618680000000.0,1.0012926,38.94,-1.14440915e-07,190.72131,[-0.827 -0.499 -0.449 -0.758  0.017],946.1501257419586,12.685211,1.0840803,0.9015634,-412618680000000.0,114,413383,0.029377963
-17.699364,205.03589,1.0059916,11500,48.015007,-106.72779246058104,100,-368742140000000.0,1.0019096,37.71,1.335144e-06,240.35501,[-0.827 -0.499 -0.448 -0.76   0.016],954.9463684558868,13.284609,1.1674985,0.8750999,-368742140000000.0,115,417154,0.045709483
-15.636139,208.57428,1.006385,11600,48.559208,-107.86904415754589,100,-456941940000000.0,1.0020045,37.52,-6.1416627e-06,175.22583,[-0.827 -0.498 -0.448 -0.762  0.016],963.747004032135,12.350534,1.1477873,0.9130295,-456941940000000.0,116,420906,0.044109788
-15.531181,222.5918,1.0048816,11700,28.509155,-108.63866797808723,100,-461624200000000.0,1.0005939,35.8,5.455017e-06,115.03059,[-0.827 -0.497 -0.449 -0.762  0.016],972.1520566940308,11.226038,1.0663289,0.9469752,-461624200000000.0,117,424486,0.02365326
-16.253532,205.12627,1.0058258,11800,37.17563,-109.00197742377232,100,-400167340000000.0,1.0003184,38.33,-7.5149537e-06,122.37669,[-0.827 -0.497 -0.449 -0.763  0.016],981.1520357131958,11.1988,1.0506122,0.9451062,-400167340000000.0,118,428319,0.016608022
-16.145569,199.89987,1.0053682,11900,43.357197,-107.47529477900054,100,-404276180000000.0,1.0005164,38.7,-2.9754638e-06,218.3882,[-0.826 -0.497 -0.45  -0.763  0.016],989.3153102397919,12.285062,1.1459792,0.94649404,-404276180000000.0,119,432189,0.027548747
-16.506714,212.9293,1.0043519,12000,28.8303,-107.76489439499636,100,-452306460000000.0,1.0017575,36.89,-2.670288e-07,197.58817,[-0.826 -0.496 -0.449 -0.764  0.017],996.983638048172,11.399029,1.1079179,0.91391444,-452306460000000.0,120,435878,0.038050737
-13.975594,235.60756,1.004725,12100,32.36665,-107.15306344036775,100,-408426460000000.0,1.0037844,33.8,5.340576e-07,155.52028,[-0.826 -0.498 -0.448 -0.764  0.016],1004.7148349285126,11.850941,1.1046836,0.85130984,-408426460000000.0,121,439258,0.04608485
-18.677086,209.58263,1.0053183,12200,42.627224,-107.94863074570249,100,-495751530000000.0,1.003211,37.4,1.2969971e-06,279.63632,[-0.826 -0.497 -0.45  -0.765  0.016],1013.1121525764465,12.042773,1.3651212,0.87364304,-495751530000000.0,122,442998,0.06177651
-18.30297,194.09982,1.0060468,12300,31.824135,-108.17922610499663,100,-384138960000000.0,1.0005629,39.79,-4.5776366e-07,197.92125,[-0.826 -0.495 -0.448 -0.767  0.017],1021.846914768219,12.413167,1.0907595,0.93009317,-384138960000000.0,123,446977,0.02226623
-14.944824,227.91115,1.0057119,12400,33.925663,-106.31823440143143,100,-421130570000000.0,1.0010201,34.55,-4.0817263e-06,209.20532,[-0.827 -0.495 -0.447 -0.768  0.017],1029.478380203247,12.390232,1.1239868,0.9219851,-421130570000000.0,124,450432,0.030155322
-18.807693,200.31781,1.0052212,12500,38.823025,-108.83365747128852,100,-336281200000000.0,1.0016942,39.01,8.277893e-06,194.71074,[-0.827 -0.495 -0.447 -0.769  0.017],1039.215213060379,11.732809,1.10845,0.8946456,-336281200000000.0,125,454333,0.03726673
-15.634033,210.7536,1.0043136,12600,30.664162,-109.02737787028623,100,-400167340000000.0,1.0097657,37.5,1.6784668e-06,285.29785,[-0.827 -0.496 -0.446 -0.768  0.017],1047.718513250351,10.421857,1.2121141,0.7804184,-400167340000000.0,126,458083,0.09432893
-17.101006,206.26892,1.0062773,12700,39.445637,-108.61810160646718,100,-396099630000000.0,1.001485,38.05,1.3732911e-06,159.86163,[-0.829 -0.499 -0.45  -0.772  0.015],1056.2963500022888,12.093085,1.1122917,0.9162298,-396099630000000.0,127,461888,0.033261593
-16.231674,210.98573,1.0056217,12800,37.454735,-107.58523933368342,100,-456941940000000.0,1.0025111,37.12,6.027222e-06,215.9758,[-0.829 -0.498 -0.452 -0.773  0.014],1064.2175991535187,12.063885,1.1374078,0.8720653,-456941940000000.0,128,465600,0.051411305
-17.801567,206.34235,1.0029019,12900,36.043133,-106.60467525923833,100,-425451140000000.0,1.0206935,37.47,3.2424928e-06,761.2759,[-0.83  -0.498 -0.453 -0.775  0.015],1073.0768580436707,12.68572,1.3703129,0.67826813,-425451140000000.0,129,469347,0.1351422
-16.770897,213.49623,1.0047567,13000,23.3601,-108.83983643844738,100,-516358300000000.0,1.0011921,37.09,9.117127e-06,203.93703,[-0.831 -0.498 -0.448 -0.771  0.014],1080.5980937480927,11.255633,1.1334598,0.9221201,-516358300000000.0,130,473056,0.03696113
-15.300743,228.1001,1.0071687,13100,34.897423,-108.59909225912419,100,-452306460000000.0,1.0032492,35.1,-1.2588501e-06,250.14993,[-0.832 -0.499 -0.447 -0.772  0.016],1087.7075448036194,11.208716,1.1906173,0.86202914,-452306460000000.0,131,476566,0.057791345
-16.2277,217.25691,1.0056908,13200,36.16807,-108.59836739901091,100,-461624200000000.0,1.0011928,36.48,8.010864e-07,183.57706,[-0.831 -0.497 -0.448 -0.773  0.015],1095.8021841049194,12.101246,1.1120402,0.9314149,-461624200000000.0,132,480214,0.03408365
-18.147324,206.80212,1.006053,13300,33.64066,-107.02914039263194,100,-372533520000000.0,1.0026352,37.53,-3.8146972e-08,263.31665,[-0.831 -0.496 -0.449 -0.772  0.016],1104.2513346672058,12.974229,1.1360968,0.8932145,-372533520000000.0,133,483967,0.045399565
-18.97538,198.96007,1.0058815,13400,31.825478,-108.782708176066,100,-388085860000000.0,1.000232,39.19,3.3187866e-06,156.55188,[-0.833 -0.498 -0.447 -0.772  0.015],1113.1038377285004,11.214339,1.0498956,0.9669581,-388085860000000.0,134,487886,0.01644123
-18.393799,199.54414,1.004895,13500,65.627594,-107.03322757149692,100,-376363200000000.0,1.0154332,38.6,2.7465821e-06,459.21133,[-0.833 -0.497 -0.447 -0.773  0.016],1121.8924896717072,14.594399,1.388394,0.70952094,-376363200000000.0,135,491746,0.11838088
-16.438377,220.37634,1.0052717,13600,37.79814,-107.97991260001116,100,-396099630000000.0,1.0009271,35.9,5.722046e-07,161.74818,[-0.835 -0.498 -0.45  -0.777  0.019],1129.8382749557495,12.0642185,1.0779524,0.92626786,-396099630000000.0,136,495336,0.025565438
-17.871353,198.77612,1.0055219,13700,52.17307,-107.73493444722416,100,-384138960000000.0,1.0006683,38.91,-8.773804e-07,227.28835,[-0.835 -0.497 -0.451 -0.778  0.02 ],1138.6183862686157,13.327668,1.0786537,0.9501556,-384138960000000.0,137,499227,0.025219392
-18.96064,202.39642,1.0052437,13800,50.44012,-107.18681628122657,100,-291276130000000.0,1.0031805,38.15,-5.340576e-07,314.6063,[-0.835 -0.498 -0.45  -0.778  0.02 ],1146.6860930919647,14.061007,1.1653359,0.8703202,-291276130000000.0,138,503042,0.05501341
-14.910591,217.55133,1.0042096,13900,34.83746,-108.07334058800396,100,-429815300000000.0,1.0025795,36.28,-2.9754638e-06,227.56541,[-0.836 -0.499 -0.448 -0.778  0.019],1154.6346685886383,12.161478,1.1254265,0.89904034,-429815300000000.0,139,506670,0.04431241
-17.654274,191.78366,1.0064946,14000,39.41787,-108.51656769846242,100,-343243150000000.0,1.0010375,40.22,-9.155274e-06,164.79134,[-0.836 -0.499 -0.447 -0.777  0.02 ],1163.2277932167053,12.816025,1.0811895,0.9312673,-343243150000000.0,140,510692,0.030514847
-16.15345,208.42816,1.0059484,14100,36.01429,-108.20862465975915,100,-408426460000000.0,1.001077,37.62,4.653931e-06,223.25235,[-0.835 -0.499 -0.448 -0.777  0.019],1172.2762372493744,12.092992,1.1472911,0.8982595,-408426460000000.0,141,514454,0.03363682
-17.685196,212.90761,1.0010179,14200,60.537476,-106.72908304809157,100,-408426460000000.0,1.0211962,36.53,7.171631e-06,642.96405,[-0.834 -0.5   -0.448 -0.779  0.022],1179.8367233276367,13.76167,1.4552493,0.66470903,-408426460000000.0,142,518107,0.12365098
-17.673622,200.46973,1.0057354,14300,39.907787,-106.96272965304868,100,-404276180000000.0,1.0013288,38.46,1.6403199e-06,217.35417,[-0.835 -0.494 -0.45  -0.78   0.022],1188.2030045986176,13.231441,1.1263192,0.9165418,-404276180000000.0,143,521953,0.030759463
-14.74781,230.17427,1.0049433,14400,37.74775,-107.69313053059354,100,-425451140000000.0,1.0013298,34.59,1.8310546e-06,244.0891,[-0.835 -0.495 -0.45  -0.779  0.022],1196.4549100399017,12.268395,1.1160405,0.90548074,-425451140000000.0,144,525412,0.03381449
-15.977074,215.06354,1.005488,14500,28.391155,-107.10809432908432,100,-480831120000000.0,1.0011413,36.42,-3.4713746e-06,202.63707,[-0.835 -0.495 -0.448 -0.779  0.02 ],1204.3588931560516,11.669069,1.1352034,0.92094004,-480831120000000.0,145,529054,0.034808695
-17.778488,205.14641,1.0051191,14600,38.213326,-106.6918925618333,100,-412618680000000.0,1.0008271,37.69,2.3651123e-06,241.22052,[-0.835 -0.496 -0.448 -0.779  0.02 ],1212.7862050533295,13.548445,1.0770259,0.9308531,-412618680000000.0,146,532823,0.026827926
-19.968765,188.7685,1.0094417,14700,71.96168,-107.59649482346781,100,-361272750000000.0,1.0121036,40.48,3.5095215e-06,354.99567,[-0.836 -0.497 -0.447 -0.779  0.019],1222.5636200904846,14.365786,1.2844646,0.6760323,-361272750000000.0,147,536871,0.10972728
-13.908279,230.94785,1.0062857,14800,36.2803,-108.03484980725455,100,-471131140000000.0,1.0006716,34.61,-1.7166137e-06,130.16849,[-0.834 -0.495 -0.451 -0.78   0.021],1230.8798308372498,11.383392,1.0631198,0.939248,-471131140000000.0,148,540332,0.02312084
-14.467186,216.781,1.0062927,14900,40.640316,-108.32620259846273,100,-421130570000000.0,1.0030161,36.51,4.8828124e-06,286.74066,[-0.834 -0.495 -0.451 -0.78   0.021],1238.9864559173584,10.759725,1.1851282,0.8801863,-421130570000000.0,149,543983,0.057940073
-18.933006,207.90067,1.0058234,15000,32.60121,-106.67484527491928,100,-443174150000000.0,1.0004021,37.3,5.989075e-06,169.53314,[-0.836 -0.496 -0.449 -0.781  0.02 ],1247.4198417663574,12.330435,1.0660704,0.9549701,-443174150000000.0,150,547713,0.018266277
-17.119675,208.64044,1.0057042,15100,49.612427,-107.76516809966589,100,-425451140000000.0,1.0011967,37.46,-2.9754638e-06,180.88467,[-0.836 -0.496 -0.449 -0.781  0.02 ],1256.7540445327759,13.078345,1.0915389,0.89431334,-425451140000000.0,151,551459,0.03610469
-16.452553,212.60919,1.0063902,15200,28.695595,-107.61003347348294,100,-396099630000000.0,1.003201,36.87,6.866455e-06,219.16043,[-0.835 -0.495 -0.45  -0.781  0.02 ],1265.7699692249298,11.123843,1.1317414,0.8824959,-396099630000000.0,152,555146,0.05296068
-12.949997,233.64876,1.0059962,15300,43.829617,-108.59272324785887,100,-456941940000000.0,1.004195,34.4,-3.8146973e-06,217.03859,[-0.835 -0.493 -0.45  -0.782  0.019],1273.759533405304,11.566494,1.1832335,0.8502823,-456941940000000.0,153,558586,0.06291257
-18.43789,200.88362,1.0080911,15400,30.204948,-108.31808616706316,100,-425451140000000.0,1.0018439,38.81,2.7465821e-06,154.19676,[-0.835 -0.492 -0.452 -0.782  0.02 ],1281.6356666088104,11.86707,1.1312323,0.8927243,-425451140000000.0,154,562467,0.04529473
-15.905998,211.40613,1.0040505,15500,43.122944,-107.76928945259877,100,-412618680000000.0,1.0025077,37.1,-6.942749e-06,235.8316,[-0.834 -0.492 -0.453 -0.783  0.02 ],1289.3781118392944,12.028248,1.130599,0.83289045,-412618680000000.0,155,566177,0.046192978
-16.54483,212.73128,1.0051241,15600,33.69024,-107.4942470332551,100,-400167340000000.0,1.0022092,36.84,1.4877319e-06,147.54599,[-0.836 -0.494 -0.455 -0.782  0.018],1296.816914319992,12.202232,1.1799868,0.875583,-400167340000000.0,156,569861,0.04443198
-15.045906,229.26767,1.005247,15700,39.069763,-107.09324687759971,100,-429815300000000.0,1.0053397,34.54,-4.5776366e-07,363.00745,[-0.837 -0.494 -0.457 -0.783  0.019],1304.3842577934265,12.914605,1.1865273,0.8638098,-429815300000000.0,157,573315,0.06600106
-15.629997,214.18619,1.0049742,15800,37.983185,-108.3915687382451,100,-434223540000000.0,1.0012107,36.86,5.0354006e-06,166.81345,[-0.838 -0.496 -0.456 -0.781  0.019],1312.623724937439,11.898299,1.1407546,0.9027013,-434223540000000.0,158,577001,0.02945794
-15.860985,218.96454,1.0057979,15900,29.958725,-107.13081462501336,100,-490727960000000.0,1.0005367,35.91,-1.9454956e-06,152.2956,[-0.837 -0.496 -0.457 -0.779  0.018],1320.1590642929077,11.782132,1.0632275,0.95955074,-490727960000000.0,159,580592,0.021117397
-15.194771,208.53265,1.0042441,16000,43.552307,-107.56703839567736,100,-434223540000000.0,1.0023015,37.42,-1.14440915e-07,269.0046,[-0.837 -0.495 -0.458 -0.779  0.018],1329.1910202503204,12.261984,1.183704,0.8502946,-434223540000000.0,160,584334,0.04462381
-14.925407,212.52129,1.0059551,16100,37.360764,-108.39819584306069,100,-438676400000000.0,1.001575,37.09,-1.335144e-06,165.28763,[-0.837 -0.497 -0.456 -0.781  0.018],1337.878470659256,12.115414,1.136542,0.9012824,-438676400000000.0,161,588043,0.03892312
-16.133965,216.34137,1.0055708,16200,35.16603,-107.89432038397678,100,-416853250000000.0,1.0015478,36.41,3.6621093e-06,203.37003,[-0.837 -0.496 -0.458 -0.78   0.017],1345.6661183834076,12.706098,1.158178,0.8750174,-416853250000000.0,162,591684,0.041765776
-17.580124,210.39708,1.0059578,16300,72.85369,-108.03998720861824,100,-364988670000000.0,1.0020238,37.28,3.929138e-06,231.86935,[-0.836 -0.495 -0.457 -0.778  0.016],1354.1499574184418,13.442688,1.1191818,0.89728284,-364988670000000.0,163,595412,0.041511912
-16.43966,210.80965,1.0057441,16400,32.746773,-108.18313198194964,100,-434223540000000.0,1.0009063,37.29,1.9454956e-06,164.29813,[-0.836 -0.497 -0.458 -0.776  0.016],1361.9502129554749,11.843377,1.0850317,0.9457321,-434223540000000.0,164,599141,0.029039362
-16.881645,207.56557,1.0060756,16500,31.186024,-107.71321766577655,100,-461624200000000.0,1.0019202,37.64,1.9454956e-06,200.21027,[-0.835 -0.497 -0.458 -0.775  0.016],1370.4003701210022,11.715206,1.1691282,0.893773,-461624200000000.0,165,602905,0.04447447
-16.427979,222.07011,1.0045772,16600,33.8741,-107.4667448887948,100,-404276180000000.0,1.0031745,35.55,4.348755e-06,234.20267,[-0.833 -0.496 -0.459 -0.775  0.016],1378.0097794532776,12.549827,1.158941,0.8652297,-404276180000000.0,166,606460,0.049276732
-15.144394,242.0393,1.0041312,16700,37.21817,-106.8130662467372,100,-447717360000000.0,1.0014797,33.03,4.5776366e-07,289.86227,[-0.834 -0.498 -0.457 -0.776  0.016],1384.9556341171265,12.726308,1.1418389,0.9034122,-447717360000000.0,167,609763,0.03813119
-15.889778,220.65054,1.0047549,16800,33.055832,-106.96593755071639,100,-443174150000000.0,1.0023199,35.63,6.904602e-06,308.54395,[-0.834 -0.498 -0.456 -0.778  0.015],1392.7412095069885,13.2961645,1.1508749,0.86684704,-443174150000000.0,168,613326,0.04844012
-18.378708,205.78844,1.0057257,16900,47.151474,-107.78814513962458,100,-452306460000000.0,1.001325,37.91,-1.0223389e-05,163.92844,[-0.835 -0.5   -0.455 -0.78   0.015],1401.3447773456573,11.982304,1.1080341,0.90476114,-452306460000000.0,169,617117,0.0348447
-17.367523,218.83464,1.0062115,17000,37.885857,-107.38457724024764,100,-456941940000000.0,1.001516,35.97,-7.2479247e-07,167.33699,[-0.835 -0.499 -0.456 -0.78   0.015],1409.0339801311493,12.255005,1.0849539,0.92311865,-456941940000000.0,170,620714,0.030839533
-15.563194,217.09601,1.0047268,17100,33.306557,-107.36283414062673,100,-400167340000000.0,1.0015242,36.18,-5.302429e-06,258.42856,[-0.834 -0.499 -0.457 -0.781  0.015],1417.154095172882,12.941379,1.1411645,0.89302236,-400167340000000.0,171,624332,0.041186783
-17.899025,203.0389,1.0053546,17200,50.467094,-106.95104099952725,100,-368742140000000.0,1.0018352,38.05,-1.6021728e-06,214.7386,[-0.835 -0.497 -0.455 -0.781  0.016],1426.2625894546509,12.786611,1.1112853,0.82972026,-368742140000000.0,172,628137,0.04236602
-17.015175,226.18164,1.0060338,17300,46.137035,-106.68713573610259,100,-485754660000000.0,1.0023106,34.85,-5.9509275e-06,233.68156,[-0.835 -0.496 -0.455 -0.782  0.015],1434.4222786426544,13.475896,1.2220471,0.8826101,-485754660000000.0,173,631622,0.05386236
-17.415413,210.29834,1.0047544,17400,30.412323,-106.54283170173447,100,-461624200000000.0,1.0011926,36.94,-3.8146972e-08,194.45079,[-0.834 -0.494 -0.455 -0.781  0.015],1442.711264371872,12.288689,1.1125991,0.92931676,-461624200000000.0,174,635316,0.03286672
-16.07396,234.22604,1.0054723,17500,36.72337,-108.13740543970547,100,-447717360000000.0,1.0007336,34.23,3.2806397e-06,164.71439,[-0.835 -0.495 -0.454 -0.781  0.015],1449.9893305301666,11.861814,1.0796337,0.93234676,-447717360000000.0,175,638739,0.025765613
-18.877884,186.05388,1.0077591,17600,47.652576,-107.91838393521923,100,-329457800000000.0,1.0026094,41.05,-4.577637e-06,225.34248,[-0.834 -0.495 -0.456 -0.78   0.015],1458.5392150878906,13.122903,1.1889424,0.8546721,-329457800000000.0,176,642844,0.060104184
-18.238968,202.79848,1.004712,17700,47.541313,-106.70695150911776,100,-471131140000000.0,1.0026909,38.05,-1.1444092e-06,313.99423,[-0.834 -0.495 -0.457 -0.782  0.017],1467.1536319255829,13.950042,1.1987551,0.87629545,-471131140000000.0,177,646649,0.05184743
-12.789047,254.50296,1.00461,17800,22.056889,-108.09611173864738,100,-505951340000000.0,1.0004666,32.01,-8.087158e-06,129.2866,[-0.832 -0.497 -0.455 -0.783  0.021],1474.579910993576,10.258642,1.068472,0.941106,-505951340000000.0,178,649850,0.023673404
-16.286499,223.05971,1.0066324,17900,38.117157,-107.90656418279268,100,-500825800000000.0,1.0014758,35.58,2.632141e-06,169.31578,[-0.832 -0.496 -0.456 -0.784  0.021],1481.59357380867,11.381277,1.1203243,0.9134964,-500825800000000.0,179,653408,0.039817147
-14.62748,234.2501,1.0051081,18000,32.74154,-108.33345388382122,100,-461624200000000.0,1.0008347,34.29,,194.4956,[-0.832 -0.496 -0.457 -0.784  0.021],1489.6068141460419,11.794237,1.0795922,0.88159263,-461624200000000.0,180,656837,0.028959023
-13.703995,240.89853,1.00452,18100,34.17863,-108.30189713816848,100,-425451140000000.0,1.0011066,33.51,-8.964538e-06,149.04999,[-0.831 -0.496 -0.458 -0.783  0.02 ],1496.6193151474,11.020658,1.1310315,0.91433597,-425451140000000.0,181,660188,0.034507602
-16.821,220.6639,1.0049602,18200,53.596226,-107.45613126257324,100,-364988670000000.0,1.0010524,35.73,2.9754638e-06,204.20778,[-0.831 -0.496 -0.459 -0.783  0.02 ],1504.0575172901154,12.858117,1.0992476,0.9286368,-364988670000000.0,182,663761,0.03182139
-17.695847,220.40509,1.0046719,18300,53.36003,-107.0142418961505,100,-456941940000000.0,1.0006614,35.68,-3.929138e-06,189.67288,[-0.831 -0.497 -0.459 -0.782  0.02 ],1512.4531090259552,12.054606,1.1031253,0.9142701,-456941940000000.0,183,667329,0.027271204
-16.402077,219.80388,1.0067837,18400,56.016586,-107.16955846420704,100,-380231540000000.0,1.0014728,35.78,3.0517577e-07,255.4316,[-0.831 -0.497 -0.458 -0.783  0.02 ],1520.9422459602356,12.865552,1.1868417,0.9218151,-380231540000000.0,184,670907,0.045406587
-18.080856,204.36732,1.0058571,18500,55.35767,-107.58102483668634,100,-392072600000000.0,1.0026007,38.04,-1.9836425e-06,231.63438,[-0.829 -0.495 -0.458 -0.783  0.022],1529.7626872062683,13.4168625,1.1398457,0.89067453,-392072600000000.0,185,674711,0.047421362
-16.991638,216.98459,1.004591,18600,59.42577,-105.58641044633761,100,-412618680000000.0,1.0010971,35.72,-1.6403199e-06,277.3206,[-0.829 -0.494 -0.459 -0.784  0.021],1537.848414182663,15.330085,1.069488,0.90992343,-412618680000000.0,186,678283,0.029258706
-15.618515,239.99878,1.004659,18700,35.144115,-107.4277857859008,100,-425451140000000.0,1.0015044,33.39,2.2888185e-06,202.93529,[-0.83  -0.494 -0.461 -0.784  0.02 ],1545.5044431686401,11.647742,1.115991,0.84782684,-425451140000000.0,187,681622,0.038179323
-14.703354,244.18396,1.0061127,18800,48.096886,-106.44029790531432,100,-346776970000000.0,1.0102285,32.64,-3.3569336e-06,579.6899,[-0.832 -0.493 -0.459 -0.785  0.018],1552.7722976207733,13.982586,1.2819953,0.7861101,-346776970000000.0,188,684886,0.09619186
-18.115486,209.76744,1.0050427,18900,20.990147,-107.95653085363257,100,-490727960000000.0,1.0004312,37.4,3.4713746e-06,159.01353,[-0.838 -0.491 -0.461 -0.788  0.021],1560.4934856891632,10.910758,1.0828345,0.95029455,-490727960000000.0,189,688626,0.022383384
-17.920341,202.80016,1.0058603,19000,36.58456,-108.33667470097954,100,-396099630000000.0,1.0015363,38.46,1.14440915e-07,222.26118,[-0.839 -0.491 -0.46  -0.788  0.021],1569.2275531291962,13.165721,1.1928658,0.920425,-396099630000000.0,190,692472,0.038963836
-15.6548,219.98782,1.0047247,19100,34.596157,-107.96275516529647,100,-516358300000000.0,1.0010964,35.99,1.8310546e-06,150.46834,[-0.838 -0.49  -0.46  -0.789  0.024],1576.9871180057526,10.766608,1.0967786,0.91844,-516358300000000.0,191,696071,0.02826583
-18.886078,201.10019,1.0056063,19200,49.91662,-106.8266258682605,100,-392072600000000.0,1.0009514,38.32,-9.918213e-07,223.26363,[-0.838 -0.491 -0.459 -0.788  0.025],1585.3903992176056,14.0067215,1.0869671,0.91394037,-392072600000000.0,192,699903,0.02898937
-16.615288,222.16718,1.0053139,19300,34.226265,-107.0056719754167,100,-425451140000000.0,1.0007813,35.43,3.1280517e-06,186.36427,[-0.838 -0.492 -0.459 -0.787  0.024],1592.9091024398804,11.904944,1.0713762,0.9358855,-425451140000000.0,193,703446,0.0271216
-19.518623,196.64677,1.0062059,19400,51.404358,-106.74614546255154,100,-456941940000000.0,1.0008668,39.02,-5.340576e-06,210.81569,[-0.838 -0.493 -0.459 -0.787  0.024],1601.148514509201,13.411639,1.0991089,0.93386006,-456941940000000.0,194,707348,0.030267123
-18.618797,191.83112,1.007661,19500,39.75546,-108.37757704893055,100,-408426460000000.0,1.0048683,40.29,3.852844e-06,195.80554,[-0.838 -0.493 -0.459 -0.785  0.024],1610.4186079502106,11.667931,1.2173979,0.8377507,-408426460000000.0,195,711377,0.067293786
-16.576897,222.86896,1.0044665,19600,29.957207,-108.27051761830799,100,-447717360000000.0,1.0015026,35.7,-1.6021728e-06,154.42479,[-0.838 -0.493 -0.462 -0.787  0.024],1618.4069819450378,10.403559,1.1213188,0.89357936,-447717360000000.0,196,714947,0.035092477
