EpLenMean,EpRewMean,InitialReturnMax,Iteration,ReturnMeanIW,InitialBound,EmpiricalD2,J_sample_variance,InitialReturnMin,EpisodesSoFar,TimeElapsed,Bound,InitialReturnMean,MinIW,EpThisIter,MeanIW,TimestepsSoFar,StdIW,InitialReturnStd,MaxIW,Weights
62.33,-97.52861383159974,3.325375,304,10.697531,-12382290.0,18.90176,39.207603,-6.313839,30400,5780.836869001389,-12382289.0,2.9563904e-07,0.0024404565,100,1.0664847,2802323,1.8337178,1.6322261,16.495749,[-0.246 -1.32   0.085 -1.293 -0.882]
54.93,-96.53383433291576,3.6945398,305,12.200803,-155231920.0,45.543697,39.119427,-11.155259,30500,5792.535219192505,-155231920.0,2.1457672e-07,0.0021363096,100,0.98483455,2807816,1.7278836,2.1312788,31.413126,[-0.247 -1.312  0.094 -1.309 -0.883]
62.89,-98.32219145040058,3.731975,306,18.799263,-6580451.5,4.3562853e+16,5001.2275,-3.068995,30600,5806.372610092163,-6580443.5,2.193451e-07,9.467689e-11,100,0.2613826,2814105,5.042909,1.4681638,290.9027,[-0.252 -1.324  0.092 -1.292 -0.885]
69.47,-99.28688365569465,3.3046293,307,9.902232,-101847670.0,119.91036,29.065784,-3.1854167,30700,5821.910330295563,-101847670.0,4.2915346e-08,0.00024215708,100,1.0959,2821052,1.797134,1.4983451,21.119175,[-0.283 -1.352  0.081 -1.25  -0.876]
75.81,-101.43159190340828,3.2625713,308,9.755171,-60140028.0,20482281000.0,191.60509,-3.567874,30800,5837.281822681427,-60140028.0,-2.9563904e-07,8.4790877e-13,100,0.5672357,2828633,2.376399,1.6243522,69.16111,[-0.284 -1.35   0.059 -1.254 -0.875]
69.01,-101.73909494240091,3.3706841,309,10.257228,-8124017.5,12571383.0,74.094246,-3.423902,30900,5852.295302152634,-8124016.0,-5.5789945e-07,1.353339e-06,100,0.5547905,2835534,1.3106923,1.5485486,23.130308,[-0.293 -1.372  0.087 -1.241 -0.873]
74.11,-101.885894015518,3.2281644,310,12.854239,-7311616.0,39674395000000.0,2485.4424,-3.5258093,31000,5867.979087591171,-7311611.0,-1.2874604e-07,9.578877e-10,100,0.910405,2842945,6.0506716,1.679683,341.58832,[-0.294 -1.376  0.12  -1.23  -0.88 ]
75.31,-101.63865860497228,3.084764,311,8.436493,-3885688.8,5.2796464,12.769882,-3.4754868,31100,5884.695094823837,-3885688.5,4.529953e-08,0.0035461562,100,0.96697384,2850476,1.7366712,1.60961,20.082626,[-0.289 -1.362  0.078 -1.234 -0.866]
65.42,-99.49325994766099,3.245249,312,10.179483,-4317431.5,30.85323,30.21554,-3.2396374,31200,5899.048384904861,-4317431.0,-1.04904174e-07,0.00055942015,100,1.2414907,2857018,1.970925,1.4920937,14.630457,[-0.292 -1.372  0.064 -1.227 -0.867]
73.06,-101.56427505860384,3.8148646,313,9.445077,-8124018.0,4782904300000.0,112.03126,-3.346333,31300,5914.443842887878,-8124017.0,1.2874604e-07,1.1927386e-12,100,0.34449553,2864324,1.0994427,1.6098025,36.309605,[-0.268 -1.356  0.086 -1.216 -0.897]
76.87,-102.42504070437877,3.1358805,314,36.853603,-9026689.0,5.6916116e+16,53216.434,-3.552979,31400,5931.194870471954,-9026662.0,-9.536743e-09,3.8843165e-11,100,2.554722,2872011,32.547783,1.5617132,1615.8018,[-0.239 -1.399  0.122 -1.217 -0.923]
72.64,-99.23942318181281,3.4537964,315,8.829795,-11144062.0,30401594.0,53.6857,-3.1729627,31500,5947.599533081055,-11144061.0,7.152557e-09,1.686971e-10,100,0.68033844,2879275,2.2652538,1.5405122,22.874659,[-0.233 -1.393  0.078 -1.223 -0.917]
70.71,-102.17437789501656,3.1174502,316,9.45756,-425160.53,208721170.0,127.52216,-2.7216563,31600,5962.766884803772,-425159.56,2.7179718e-07,1.6292937e-06,100,4.3675385,2886346,38.784832,1.5073806,433.25513,[-0.235 -1.384  0.044 -1.223 -0.919]
77.59,-100.55461547186646,3.2467902,317,8.394137,-74246950.0,367.29874,37.970787,-3.5049,31700,5979.369504451752,-74246950.0,-1.9073486e-08,9.693995e-05,100,1.9729292,2894105,11.264303,1.5304973,177.9643,[-0.24  -1.388  0.008 -1.232 -0.925]
72.75,-100.13316722229133,2.911949,318,8.871446,-5330166.0,5495.4287,33.594685,-2.9324412,31800,5995.153228759766,-5330165.0,-2.2888183e-07,1.0791941e-06,100,0.7486003,2901380,1.7111449,1.3909618,17.237766,[-0.243 -1.385  0.033 -1.233 -0.93 ]
71.66,-100.89278827273358,3.095195,319,9.3981085,-292096300.0,1816.5923,74.14664,-3.2670164,31900,6011.271604299545,-292096300.0,2.8610229e-08,0.00015437233,100,0.89890546,2908546,2.987015,1.6474104,45.5589,[-0.255 -1.387  0.058 -1.23  -0.933]
72.42,-101.92970743198637,3.542553,320,8.468767,-31960874.0,1.0,2.8065,-3.6609898,32000,6027.279917001724,-31960874.0,1.4781952e-07,0.99980503,100,0.99999076,2915788,5.747432e-05,1.6668763,1.0001273,[-0.25  -1.389  0.029 -1.209 -0.935]
77.59,-100.79083313765953,3.857646,321,8.814222,-20969528.0,4438366.5,134.02325,-3.6170187,32100,6043.52366232872,-20969528.0,-1.0967255e-07,2.2432761e-08,100,0.34909257,2923547,2.844602,1.6742915,192.80157,[-0.25  -1.389  0.029 -1.209 -0.935]
70.84,-98.48658699610147,3.2087812,322,8.929134,-8124018.0,11.98791,20.934572,-3.1844845,32200,6058.139950275421,-8124017.5,6.651878e-07,0.0076592043,100,1.1009405,2930631,1.6876863,1.4649949,11.457315,[-0.254 -1.378  0.033 -1.243 -0.935]
68.65,-100.34753234891332,3.0774522,323,12.493781,-2832664.2,8174696400.0,883.1706,-3.0655956,32300,6072.796222925186,-2832660.5,1.04904174e-07,1.9006681e-07,100,1.0229727,2937496,5.1383114,1.6279877,212.82257,[-0.256 -1.371  0.043 -1.257 -0.935]
71.03,-98.50240004284596,3.067628,324,8.580307,-25888304.0,1.0,2.526294,-3.4261937,32400,6088.6940104961395,-25888304.0,1.16825106e-07,1.0,100,1.0,2944599,,1.5814648,1.0,[-0.255 -1.351  0.074 -1.283 -0.938]
63.06,-98.92116861452925,3.665431,325,9.97054,-43842076.0,1.0,1.8999982,-2.8609962,32500,6102.220327377319,-43842076.0,-4.7683717e-08,1.0,100,1.0,2950905,,1.3714949,1.0,[-0.255 -1.351  0.074 -1.283 -0.938]
67.7,-100.08310139503095,3.356961,326,10.473094,-236597980.0,100917.38,78.23943,-2.8888817,32600,6117.065294981003,-236597980.0,1.04904174e-07,2.5615782e-07,100,0.74233305,2957675,2.1040158,1.4517785,42.087784,[-0.255 -1.351  0.074 -1.283 -0.938]
65.11,-100.23589924620603,3.6414979,327,9.541519,-6580452.0,1.0584999,2.9300094,-2.6092353,32700,6130.837821006775,-6580452.0,-6.437302e-07,0.54538107,100,1.0006013,2964186,0.25182685,1.4655474,1.9792131,[-0.256 -1.352  0.101 -1.275 -0.938]
65.76,-100.45303503328813,3.7219307,328,9.515985,-191644350.0,1.0095767,2.451559,-3.3448238,32800,6145.052622318268,-191644350.0,-7.152558e-08,0.76934344,100,1.0085436,2970762,0.097308196,1.4981751,1.317413,[-0.256 -1.35   0.1   -1.277 -0.938]
64.68,-101.62501519593525,3.326549,329,11.933595,-212938190.0,39907.83,299.98236,-3.0843787,32900,6158.387799739838,-212938190.0,4.7683715e-09,1.2832349e-07,100,0.56574726,2977230,1.5515019,1.4755627,86.1581,[-0.256 -1.349  0.101 -1.278 -0.937]
71.61,-101.07552622252406,2.5591955,330,10.515801,-25888304.0,2044254600000000.0,548.832,-3.2235155,33000,6173.498065233231,-25888302.0,-3.4809113e-07,2.4050342e-10,100,0.2809493,2984391,4.0645323,1.3933976,507.72766,[-0.262 -1.363  0.069 -1.259 -0.934]
76.56,-100.6858256115484,3.7832155,331,9.43636,-3885689.5,579392400000000.0,605.3375,-3.2115998,33100,6189.599579572678,-3885687.5,3.5762787e-07,4.7603328e-12,100,0.48307952,2992047,2.9514136,1.6514924,78.83396,[-0.263 -1.4    0.061 -1.226 -0.939]
71.34,-100.23957547727254,3.0575895,332,8.450143,-1097427.0,1.0,2.3147113,-2.610804,33200,6205.356307268143,-1097427.0,-3.862381e-07,1.0,100,1.0,2999181,,1.5137912,1.0,[-0.265 -1.38   0.036 -1.25  -0.936]
73.4,-99.61464086336444,2.8898566,333,8.226604,-35512084.0,1.0,2.3723629,-3.7112508,33300,6221.247930288315,-35512084.0,-1.1920929e-07,1.0,100,1.0,3006521,,1.5325272,1.0,[-0.265 -1.38   0.036 -1.25  -0.936]
70.61,-99.14979285806439,3.469013,334,8.462148,-18872574.0,71462264.0,61.862892,-3.5841684,33400,6236.036350250244,-18872574.0,6.67572e-08,3.514632e-08,100,0.3472556,3013582,0.98060465,1.6999998,31.970747,[-0.265 -1.38   0.036 -1.25  -0.936]
68.54,-98.73574092481753,2.8682933,335,9.778353,-2065009.9,10952483000.0,179.66681,-3.6009912,33500,6251.067620754242,-2065009.0,1.9550323e-07,2.7795075e-08,100,0.43479875,3020436,2.832167,1.540908,433.2987,[-0.294 -1.434  0.062 -1.307 -0.949]
72.98,-100.49196429785552,3.344986,336,8.743561,-13758103.0,176.34529,22.640606,-3.5674906,33600,6267.440288543701,-13758102.0,-2.1219253e-07,0.0001335836,100,0.838672,3027734,1.5205489,1.4893949,25.203842,[-0.275 -1.427  0.096 -1.281 -0.942]
73.65,-102.4744994261609,3.2413993,337,12.419174,-3147406.5,4.999597e+16,1832.0927,-3.3642044,33700,6283.427259683609,-3147402.2,7.152557e-09,7.1717905e-12,100,0.39722374,3035099,2.4889843,1.5067633,385.7098,[-0.274 -1.433  0.118 -1.285 -0.949]
63.71,-100.88620762886792,3.2872171,338,10.027098,-25888302.0,1.0,2.5426712,-3.2896528,33800,6297.625339984894,-25888302.0,2.3841858e-08,1.0,100,1.0,3041470,,1.5865824,1.0,[-0.258 -1.408  0.147 -1.307 -0.937]
68.16,-101.22012725201202,3.3838203,339,10.133476,-20969526.0,65.97353,44.596287,-3.2793026,33900,6312.58992767334,-20969526.0,2.0503998e-07,0.0018574346,100,1.4764172,3048286,3.508262,1.5526229,35.85335,[-0.258 -1.408  0.147 -1.307 -0.937]
63.05,-100.61880291928428,3.6669965,340,11.936516,-54126020.0,405342.28,221.8104,-2.555244,34000,6326.0762758255005,-54126020.0,-6.9618227e-07,0.00020441126,100,0.68686414,3054591,1.3704226,1.352096,53.24529,[-0.254 -1.398  0.133 -1.314 -0.937]
64.56,-99.52447252150186,3.3237529,341,9.599398,-16985314.0,878543740.0,48.72128,-3.2556682,34100,6340.035642385483,-16985314.0,-3.862381e-07,1.2055169e-08,100,1.101133,3061047,3.9693177,1.5961124,40.47533,[-0.253 -1.385  0.154 -1.333 -0.933]
68.09,-101.74932628907756,2.8432164,342,9.307927,-4317431.5,1.0004255,2.5606325,-3.928011,34200,6354.502689599991,-4317431.5,-3.1709672e-07,0.94812006,100,1.0026959,3067856,0.018287968,1.5878754,1.0692898,[-0.26  -1.402  0.124 -1.322 -0.938]
67.01,-100.23433749747699,3.6437614,343,9.135456,-35512084.0,1.0,2.8021493,-3.566668,34300,6368.839966535568,-35512084.0,1.6212464e-07,1.0,100,1.0,3074557,,1.6655715,1.0,[-0.26  -1.402  0.124 -1.322 -0.938]
66.59,-98.89004324728701,3.641479,344,10.706687,-888913.5,1034363.6,97.32196,-2.9172711,34400,6383.444333076477,-888912.2,-6.294251e-07,5.238343e-07,100,1.0559344,3081216,4.743924,1.5247443,142.0475,[-0.26  -1.402  0.124 -1.322 -0.938]
69.5,-100.75773963769208,2.8733819,345,10.249023,-31960874.0,115536900000.0,247.05643,-2.9981356,34500,6398.80285358429,-31960872.0,3.33786e-08,5.97713e-16,100,3.6568336,3088166,33.027252,1.5055417,610.844,[-0.263 -1.411  0.143 -1.301 -0.943]
71.85,-100.995995874992,3.0541499,346,8.389823,-31960874.0,1.0,2.3773556,-3.4739833,34600,6414.579829216003,-31960874.0,-7.31945e-07,0.9998498,100,0.99999875,3095351,4.2009327e-05,1.5341308,1.0001441,[-0.278 -1.41   0.106 -1.317 -0.951]
64.85,-100.45827124383946,3.2131624,347,9.868561,-13758101.0,1.0,1.9999996,-2.787603,34700,6427.718477010727,-13758101.0,-7.390976e-08,1.0,100,1.0,3101836,,1.4071244,1.0,[-0.278 -1.41   0.106 -1.317 -0.951]
64.57,-100.95872381514243,3.4333897,348,23.965466,-1672655.1,963074540000000.0,23323.455,-6.2774286,34800,6441.719053268433,-1672641.4,-2.0980835e-07,2.4897564e-09,100,2.8738577,3108293,25.240808,1.6363996,847.37036,[-0.278 -1.41   0.106 -1.317 -0.951]
72.74,-100.2132048239003,3.072959,349,8.883368,-10029655.0,2134148400000000.0,83.44611,-3.5276833,34900,6458.654711008072,-10029654.0,-1.66893e-08,1.99291e-08,100,0.8744081,3115567,2.922489,1.4698629,99.39142,[-0.304 -1.454  0.061 -1.315 -0.979]
78.57,-100.5001631967247,3.6540956,350,7.288222,-97257.75,1.0,2.8685114,-3.039616,35000,6475.114590406418,-97257.75,1.9073486e-08,1.0,100,1.0,3123424,,1.6851786,1.0,[-0.297 -1.462  0.028 -1.286 -0.979]
69.04,-101.27363554351419,3.8230667,351,11.971449,-82496610.0,281182700.0,1986.326,-2.8141084,35100,6490.27013874054,-82496610.0,1.9788742e-07,1.6571419e-06,100,9.23283,3130328,86.23614,1.3256035,958.25165,[-0.297 -1.462  0.028 -1.286 -0.979]
70.0,-101.12799063593846,3.1686664,352,8.794194,-31960874.0,1.0,2.498657,-3.3700562,35200,6505.3477964401245,-31960874.0,1.4305114e-08,0.9999851,100,1.0000001,3137328,4.7759113e-06,1.57279,1.0000174,[-0.274 -1.426  0.065 -1.297 -0.975]
71.28,-100.64272648792236,3.4288712,353,9.959976,-139708740.0,1297506.6,201.94109,-3.0360065,35300,6521.020448923111,-139708740.0,-3.9100647e-07,7.8097463e-07,100,0.65279615,3144456,2.6278176,1.6208735,98.41492,[-0.274 -1.426  0.065 -1.297 -0.975]
71.57,-101.12842649590279,2.9208493,354,8.447109,-2549397.2,1.0,2.227425,-2.9294834,35400,6536.329290151596,-2549397.2,-1.14440915e-07,1.0,100,1.0,3151613,,1.4849752,1.0,[-0.276 -1.436  0.083 -1.276 -0.97 ]
73.22,-102.35764898434469,3.3282287,355,9.663287,-54126024.0,1039311.6,219.35632,-3.3614497,35500,6551.9025592803955,-54126024.0,-2.6226044e-08,1.484638e-06,100,1.2083647,3158935,6.8790245,1.6306316,172.03146,[-0.276 -1.436  0.083 -1.276 -0.97 ]
69.78,-100.91026704262502,3.4340363,356,8.805025,-28764782.0,1.0,2.5427854,-3.294406,35600,6566.426136016846,-28764782.0,5.0544736e-07,1.0,100,1.0,3165913,,1.5866183,1.0,[-0.272 -1.434  0.048 -1.271 -0.974]
72.78,-101.48414808434669,3.1934936,357,7.778585,-66822256.0,2013199200.0,41.641537,-3.2455425,35700,6582.412781000137,-66822256.0,9.918213e-07,2.0644784e-09,100,0.45221376,3173191,2.9165673,1.6501238,129.11844,[-0.272 -1.434  0.048 -1.271 -0.974]
65.77,-99.70534958678317,3.179173,358,9.436102,-16985314.0,1.0,2.6886303,-3.0208611,35800,6596.411914587021,-16985314.0,-5.340576e-07,1.0,100,1.0,3179768,,1.6314852,1.0,[-0.278 -1.409  0.048 -1.299 -0.973]
67.27,-99.27344661004945,3.4529352,359,9.357,-28764780.0,361.48798,41.394577,-3.5198627,35900,6610.960738420486,-28764780.0,-2.026558e-07,0.00015846314,100,0.7435727,3186495,1.9349456,1.549167,18.023367,[-0.278 -1.409  0.048 -1.299 -0.973]
67.45,-99.97909089926789,2.961312,360,9.059646,-39457870.0,1.0,1.853158,-2.3879266,36000,6625.224721670151,-39457870.0,5.6982043e-07,1.0,100,1.0,3193240,,1.3544838,1.0,[-0.278 -1.397  0.07  -1.314 -0.974]
69.85,-99.08497663397772,3.1744347,361,9.90189,-16985316.0,5055.948,83.50906,-3.7114692,36100,6640.178126573563,-16985314.0,3.6239624e-07,8.432379e-06,100,1.2451055,3200225,3.1945398,1.4618347,50.10344,[-0.278 -1.397  0.07  -1.314 -0.974]
74.34,-100.57096086569844,3.422992,362,7.0119047,-66822256.0,198787500.0,25.430891,-3.7306414,36200,6655.969017505646,-66822256.0,-7.033348e-07,1.2993516e-08,100,0.9968369,3207659,8.120219,1.5304482,92.917946,[-0.283 -1.405  0.04  -1.305 -0.976]
66.34,-98.71671637203025,3.5447555,363,11.341441,-43842076.0,1148770.6,458.09576,-3.199586,36300,6670.143656253815,-43842070.0,-1.9073486e-08,6.1766514e-07,100,0.6077371,3214293,2.4453578,1.4854761,48.52774,[-0.277 -1.388  0.031 -1.334 -0.975]
63.16,-97.56039540786476,3.3168502,364,10.832115,-113164080.0,16764.482,183.24167,-2.9033732,36400,6684.0966856479645,-113164080.0,-4.2915346e-08,2.8136546e-05,100,0.79747033,3220609,2.870403,1.391471,244.48235,[-0.272 -1.373  0.035 -1.361 -0.973]
61.75,-98.79879507112088,3.7033052,365,11.722728,-1097425.2,240922.6,183.63805,-2.6520119,36500,6697.331731557846,-1097423.8,4.1007996e-07,3.1381505e-06,100,0.57559603,3226784,1.6638494,1.4148841,68.48828,[-0.271 -1.374  0.059 -1.346 -0.968]
64.12,-97.31711644042211,3.5184038,366,10.3424,-191644350.0,15.108452,25.353426,-3.957611,36600,6711.793356895447,-191644350.0,7.152558e-08,0.0027697082,100,0.95675963,3233196,1.5894213,1.5991168,18.518982,[-0.241 -1.377  0.047 -1.317 -0.969]
72.26,-100.2463109937705,2.721087,367,10.44419,-212938190.0,86.131905,134.27458,-3.274528,36700,6726.945670366287,-212938190.0,1.8119812e-07,0.0018277495,100,1.0966904,3240422,3.1572535,1.536805,116.495544,[-0.242 -1.384  0.042 -1.301 -0.968]
66.36,-98.13563118658571,3.5627584,368,9.909344,-101847670.0,232460.12,55.358818,-3.3645563,36800,6741.1247725486755,-101847670.0,1.66893e-07,5.5753253e-07,100,1.2134156,3247058,3.6523461,1.5455528,23.767513,[-0.243 -1.389  0.063 -1.303 -0.964]
72.64,-99.34775342519602,3.8700705,369,8.807682,-10029655.0,630115100.0,109.94667,-2.8155117,36900,6756.967195272446,-10029654.0,3.2901764e-07,5.938733e-08,100,1.5446829,3254322,9.663669,1.4691006,153.14606,[-0.258 -1.416  0.08  -1.299 -0.963]
77.06,-103.21070237030824,3.752689,370,8.219936,-2549398.2,25.069954,10.954622,-2.6817527,37000,6773.53376698494,-2549397.5,6.294251e-07,0.017533733,100,0.903095,3262028,1.3684769,1.4031172,14.320146,[-0.264 -1.435  0.08  -1.271 -0.962]
75.21,-100.25502920022845,3.414028,371,8.446962,-20969528.0,518060670.0,128.05168,-3.5592442,37100,6790.088427305222,-20969528.0,1.9073486e-08,1.2419446e-08,100,0.5487592,3269549,2.9622693,1.6104198,59.21703,[-0.265 -1.444  0.07  -1.259 -0.964]
71.96,-101.79015201240414,2.9233499,372,8.336746,-15286783.0,1.0,2.2630742,-2.952918,37200,6805.376754283905,-15286783.0,1.4781952e-07,0.99990034,100,1.0000025,3276745,3.0750085e-05,1.4968226,1.0000987,[-0.268 -1.424  0.083 -1.292 -0.964]
69.77,-102.04867878923575,3.7689483,373,9.836772,-48713420.0,26.95492,35.470394,-2.7780523,37300,6820.605763673782,-48713420.0,3.7193297e-07,0.004149419,100,1.1277803,3283722,1.8739784,1.6216915,51.45949,[-0.268 -1.424  0.083 -1.292 -0.964]
67.85,-101.82263405128353,3.1180696,374,9.934781,-191644350.0,13.125996,19.479334,-3.0805635,37400,6834.80655670166,-191644350.0,-5.0544736e-07,0.00046835653,100,1.7010757,3290507,5.094765,1.507152,49.720478,[-0.27  -1.431  0.063 -1.281 -0.962]
70.23,-101.42503759626057,3.7990398,375,9.844996,-292096300.0,113392200000.0,341.87256,-3.0524173,37500,6849.902729511261,-292096300.0,,5.6634125e-10,100,0.31412366,3297530,1.1723667,1.5335494,48.75789,[-0.271 -1.439  0.058 -1.267 -0.962]
73.98,-101.63011624296111,3.4486303,376,15.084266,-278945.3,3.3620784e+17,2744.211,-2.8976955,37600,6866.078115224838,-278938.4,-1.2874604e-07,6.8260154e-13,100,2.4288235,3304928,15.184903,1.5451976,851.68616,[-0.279 -1.422  0.101 -1.263 -0.968]
70.92,-100.94315187341078,3.0067437,377,8.7503195,-648016.25,5.7925243,9.912674,-3.327198,37700,6882.916387557983,-648016.0,6.67572e-08,0.022790996,100,0.9459271,3312020,1.3492793,1.4946711,8.508155,[-0.289 -1.413  0.138 -1.284 -0.974]
69.77,-100.75561306807174,3.48775,378,9.642802,-4797148.0,181.00294,29.420115,-3.195259,37800,6897.605256557465,-4797147.0,-3.5524369e-07,5.8478636e-05,100,1.0289223,3318997,2.0983233,1.5963348,57.43684,[-0.287 -1.405  0.134 -1.293 -0.975]
72.59,-103.29182180366217,3.1387615,379,8.445077,-15286783.0,1.0,2.3810256,-3.0740833,37900,6913.5368938446045,-15286783.0,-2.8610229e-08,1.0,100,1.0,3326256,,1.5353227,1.0,[-0.292 -1.419  0.135 -1.279 -0.974]
71.31,-102.4674516042256,3.0977716,380,11.204064,-11144061.0,825600800.0,444.50974,-3.1891832,38000,6929.208754062653,-11144059.0,8.106232e-08,1.8931714e-09,100,0.47720292,3333387,5.595751,1.5870224,426.8492,[-0.292 -1.419  0.135 -1.279 -0.974]
78.05,-101.95834647411628,3.392645,381,8.599258,-1505391.0,1985957.2,129.21352,-3.0964985,38100,6945.983144283295,-1505390.0,7.6293944e-08,2.0216007e-06,100,1.1035167,3341192,5.9383006,1.5523815,71.42896,[-0.289 -1.433  0.147 -1.25  -0.965]
71.33,-102.19216284443917,3.315105,382,9.92524,-66822256.0,35747.742,101.71343,-3.2764702,38200,6961.786180257797,-66822256.0,1.5735627e-07,7.634147e-07,100,0.8067909,3348325,1.6408982,1.7018806,21.204517,[-0.292 -1.423  0.156 -1.276 -0.954]
79.3,-101.82371347682967,2.7753532,383,15.015196,-16985316.0,241031100000000.0,5303.213,-3.3502145,38300,6978.399019956589,-16985308.0,-6.437302e-08,4.601637e-13,100,0.39612624,3356255,4.230958,1.69855,318.69165,[-0.29  -1.434  0.139 -1.257 -0.953]
72.2,-101.39078654180216,3.5237575,384,8.791779,-4797148.0,4.930597,13.376841,-2.791112,38400,6994.520763874054,-4797147.5,-3.194809e-07,0.05414955,100,1.0029278,3363475,1.1535574,1.4386147,8.801885,[-0.291 -1.416  0.11  -1.283 -0.953]
73.35,-98.6207173951224,2.9301715,385,10.6492,-4797148.0,127982585000000.0,1066.6619,-3.7180953,38500,7010.282589673996,-4797146.0,1.7642975e-07,1.5580073e-10,100,0.61637557,3370810,3.602371,1.4341117,249.2821,[-0.289 -1.408  0.122 -1.287 -0.951]
74.59,-101.7197364861578,3.1635714,386,7.7954397,-2294457.5,1.0000012,2.3471534,-2.924798,38600,7027.1999771595,-2294457.5,3.6001205e-07,0.99728936,100,1.000068,3378269,0.0010445322,1.523842,1.0040349,[-0.284 -1.436  0.1   -1.264 -0.957]
70.35,-101.33434905699092,2.643557,387,9.8678,-549630700.0,10.547455,33.65574,-3.6416612,38700,7042.610590696335,-549630700.0,-1.2397766e-07,0.0024281258,100,1.005166,3385304,1.4889404,1.5491062,15.614407,[-0.284 -1.436  0.1   -1.264 -0.957]
74.0,-101.60198634128214,3.6144817,388,8.598462,-5922407.5,11.775905,10.682006,-2.9042296,38800,7058.319143772125,-5922407.0,-2.2649765e-07,0.0023301095,100,1.2148004,3392704,2.2271674,1.5142639,42.162807,[-0.282 -1.43   0.12  -1.263 -0.955]
74.43,-101.16031235552852,3.569015,389,7.8639836,-78776.81,1.0,3.0008748,-3.7428584,38900,7074.22945857048,-78776.81,-1.2397766e-07,1.0,100,1.0,3400147,,1.7236202,1.0,[-0.28  -1.432  0.104 -1.267 -0.957]
71.55,-100.9192635763965,3.3196456,390,9.334807,-15286783.0,6991.656,58.697758,-3.5937839,39000,7089.673226118088,-15286782.0,9.536743e-09,6.6756045e-05,100,1.0985562,3407302,4.416295,1.5772204,43.18067,[-0.28  -1.432  0.104 -1.267 -0.957]
74.24,-100.56888693894332,3.6919289,391,9.218351,-101847670.0,170.48116,46.25121,-3.1091018,39100,7105.172287940979,-101847670.0,5.340576e-07,0.0012560859,100,2.278781,3414726,11.968589,1.6006448,181.96555,[-0.278 -1.423  0.087 -1.28  -0.956]
72.16,-102.36261995664452,2.7798805,392,8.446134,-309939.75,1.0,2.0332956,-3.2729812,39200,7120.993777513504,-309939.75,-1.7881393e-07,1.0,100,1.0,3421942,,1.4187891,1.0,[-0.279 -1.432  0.092 -1.264 -0.954]
69.33,-100.1774516300798,2.6557603,393,11.419876,-16985316.0,3889076200.0,186.93071,-3.4202056,39300,7135.824663877487,-16985312.0,-6.580353e-07,2.2229464e-08,100,0.631709,3428875,4.4366775,1.545934,576.41,[-0.279 -1.432  0.092 -1.264 -0.954]
73.88,-103.38438102660615,2.8183436,394,9.17412,-6580453.5,2815.36,30.411118,-2.94451,39400,7152.689093112946,-6580452.5,9.298324e-08,1.6288898e-06,100,0.8868025,3436263,1.9811262,1.580103,35.934685,[-0.282 -1.436  0.126 -1.248 -0.949]
73.65,-99.74993353844451,3.1427212,395,8.307596,-1219364.8,2.5080533,5.858009,-2.961434,39500,7168.061028003693,-1219364.6,3.8862228e-07,0.050754033,100,1.007662,3443628,0.76389825,1.3521553,5.9168925,[-0.277 -1.424  0.134 -1.265 -0.949]
73.48,-101.69265989382788,3.6109374,396,8.209238,-1354850.5,1.0,2.4567103,-3.2224622,39600,7184.111273050308,-1354850.5,-4.2915346e-08,1.0,100,1.0,3450976,,1.5595331,1.0,[-0.278 -1.422  0.134 -1.275 -0.956]
73.0,-102.35617167185005,3.821212,397,8.8862915,-800022.2,98.877045,17.36156,-3.439846,39700,7199.235919237137,-800021.6,,0.00019058803,100,1.147339,3458276,2.5951967,1.5542145,35.680523,[-0.278 -1.422  0.134 -1.275 -0.956]
71.05,-101.0125736778784,3.2912998,398,9.6075325,-8124018.0,40949424000.0,343.9979,-3.3874722,39800,7214.89258980751,-8124017.0,-1.9073487e-07,2.7650616e-08,100,0.7567016,3465381,28.685947,1.6881982,4086.4175,[-0.278 -1.427  0.149 -1.266 -0.956]
81.07,-103.42564284882934,3.1725109,399,6.927796,-2549398.8,1.0,2.0695486,-3.4757342,39900,7232.337413549423,-2549398.8,4.172325e-07,1.0,100,1.0,3473488,,1.4313818,1.0,[-0.269 -1.429  0.156 -1.223 -0.96 ]
86.38,-102.99704192050382,3.397234,400,6.709772,-2294458.8,11.763847,8.084714,-3.4467392,40000,7250.6545650959015,-2294458.5,5.4359435e-07,0.0009873995,100,0.8607106,3482126,1.1451867,1.6216387,11.723161,[-0.269 -1.429  0.156 -1.223 -0.96 ]
82.01,-102.87346559546891,3.7335744,401,6.645349,-2294458.5,1.0000919,2.922189,-3.350245,40100,7267.54451751709,-2294458.5,2.861023e-07,0.9799859,100,1.0015631,3490327,0.009091386,1.7031256,1.0360819,[-0.269 -1.424  0.158 -1.236 -0.959]
82.31,-101.86330739505605,3.3852742,402,9.037063,-13758104.0,1084264100000.0,614.23944,-3.1077971,40200,7285.315030574799,-13758102.0,-9.775162e-08,3.9849114e-11,100,0.5081012,3498558,3.8276668,1.5452013,361.9535,[-0.269 -1.424  0.158 -1.236 -0.959]
71.96,-101.22487359223422,3.3467278,403,8.603448,-25888304.0,126927490000000.0,55.483196,-3.1070352,40300,7301.185978889465,-25888304.0,-4.005432e-07,6.011046e-10,100,0.4118186,3505754,2.136831,1.5969546,105.34266,[-0.271 -1.405  0.167 -1.268 -0.961]
