EpLenMean,EpisodesSoFar,EmpiricalD2,MinIW,J_sample_variance,EpRewMean,InitialReturnMax,InitialReturnMean,TimestepsSoFar,EpThisIter,TimeElapsed,StdIW,Bound,Iteration,InitialBound,MaxIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd,Weights,MeanIW
16.16,10200,8816.464,1.5159945e-06,32010432.0,-108.67362597213106,7.440178,7.6293944e-08,285568,100,1145.498581647873,11.021922,1239.8956,102,573.9507,84.10475,1239.8956,-3.519638,2.5183098,[ 0.056 -1.119 -2.769 -0.362 -1.443],2.2884283
16.46,10300,55640400000000.0,7.662958e-11,78431674000.0,-108.32016016246183,7.248848,-6.027222e-06,287214,100,1154.4683501720428,572.28516,28984.486,103,560.2038,5837.0337,28984.486,-3.3497925,2.7167985,[ 0.052 -1.106 -2.789 -0.308 -1.445],58.575096
16.23,10400,75.42281,2.6911217e-05,6431218.0,-107.8208690255134,7.6764984,5.41687e-06,288837,100,1164.635380744934,5.012889,972.072,104,566.6623,37.18907,972.072,-4.149681,2.71812,[ 0.012 -1.148 -2.805 -0.258 -1.434],1.7933528
15.67,10500,4857.12,4.0064474e-06,21326762.0,-107.59628699287921,6.736305,3.0517579e-06,290404,100,1174.218495130539,8.60775,1171.9006,105,588.569,87.51472,1171.9006,-3.9116821,2.3332727,[-0.027 -1.127 -2.818 -0.201 -1.478],2.0706246
16.33,10600,1.5994408e+19,1.0521428e-19,892415800.0,-107.97303954767892,5.9268036,-9.155273e-07,292037,100,1183.0771145820618,50.61538,3356.3467,106,563.49915,4167.814,3356.3467,-4.411705,2.4876683,[-0.015 -1.107 -2.83  -0.214 -1.501],5.2990675
16.39,10700,1.6538905,0.07754799,156950.75,-108.43102465761383,6.7426605,1.6784668e-06,293676,100,1192.29705286026,0.75958294,613.1396,107,563.5353,5.0656934,613.1396,-3.9804764,2.4774272,[-0.021 -1.124 -2.795 -0.303 -1.489],1.0890071
16.29,10800,84.44563,0.00078666135,4364146.0,-108.16116366297948,8.169746,,295305,100,1200.5976321697235,4.2388873,774.96625,108,566.0898,34.30033,774.96625,-3.7889557,2.5524557,[-0.036 -1.14  -2.811 -0.3   -1.495],1.4289136
16.61,10900,187.6891,0.0008749968,4852263.0,-107.91679440756012,9.991699,-3.5858154e-06,296966,100,1208.6765761375427,4.62221,947.0768,109,552.381,93.84062,947.0768,-4.4218674,2.9068186,[-0.069 -1.139 -2.8   -0.335 -1.51 ],1.835759
16.36,11000,50063.76,6.358744e-07,49183068.0,-107.48993960930265,8.347244,2.2888183e-07,298602,100,1217.5380856990814,14.02302,1008.85785,110,559.81384,142.54132,1008.85785,-4.2266693,2.7282643,[-0.039 -1.107 -2.79  -0.311 -1.513],1.8601966
16.78,11100,1353.8037,0.00011884832,6938642.0,-108.23040370804128,7.467514,-2.2888185e-06,300280,100,1226.6036262512207,5.3027005,744.2806,111,547.5766,65.73781,744.2806,-4.4744034,2.89404,[-0.042 -1.091 -2.826 -0.289 -1.53 ],1.3707699
16.29,11200,22470510000000.0,2.6415545e-10,886884540.0,-107.87295616787091,7.578041,6.713867e-06,301909,100,1235.0529372692108,60.268116,3233.847,112,564.5544,614.0948,3233.847,-4.1673203,2.8179443,[-0.028 -1.089 -2.838 -0.24  -1.537],6.3803363
16.63,11300,434.7652,1.1226826e-05,7768008.5,-108.12170334393875,7.072792,1.9073486e-06,303572,100,1244.3639903068542,5.594978,847.1803,113,552.6607,54.410675,847.1803,-4.1252594,2.895862,[ 2.714e-03 -1.051e+00 -2.863e+00 -2.018e-01 -1.545e+00],1.5839872
16.34,11400,1.3521264,0.1741953,98240.56,-108.00810250714089,6.5576324,-5.1116945e-06,305206,100,1253.0840375423431,0.56655145,594.18604,114,563.29877,6.1783133,594.18604,-4.2238846,2.7254174,[-0.015 -1.063 -2.876 -0.236 -1.543],1.0549678
16.62,11500,61867176.0,5.3760845e-09,624967500.0,-108.50538360442006,8.800438,6.4849855e-06,306868,100,1260.6578357219696,50.064163,3083.1655,115,555.0019,507.66544,3083.1655,-3.962204,2.6844397,[-0.025 -1.072 -2.891 -0.237 -1.54 ],6.006241
16.04,11600,6672929.5,3.914935e-09,16990406000.0,-108.0328618309724,7.508644,-5.9509275e-06,308472,100,1270.1096913814545,249.71855,13670.103,116,575.4587,3606.8013,13670.103,-3.3751068,2.4287062,[-0.025 -1.067 -2.916 -0.268 -1.537],25.938862
16.1,11700,18.3347,0.00738753,1465002.5,-107.77281978430874,9.461342,1.2664795e-05,310082,100,1279.7884414196014,2.374156,714.8852,117,571.64294,13.949221,714.8852,-4.1975327,2.7115774,[-0.026 -1.043 -2.848 -0.274 -1.539],1.2799476
16.04,11800,2754.9429,9.4641524e-05,9018597.0,-107.77428785371636,6.9535522,7.6293944e-08,311686,100,1286.7196476459503,5.4999056,790.7322,118,574.07635,93.36835,790.7322,-3.99823,2.3779764,[-0.041 -1.057 -2.84  -0.286 -1.536],1.3973844
15.93,11900,8792.597,1.0964205e-07,40949776.0,-108.21683636257059,8.081062,-9.9182125e-06,313279,100,1295.2425739765167,12.611418,1118.1443,119,580.9799,126.92562,1118.1443,-3.9059448,2.5186558,[-0.033 -1.031 -2.791 -0.273 -1.526],2.0762746
15.94,12000,628096.94,9.8797955e-06,137888930.0,-107.98234225884813,7.3501053,-7.400513e-06,314873,100,1303.608324766159,22.151571,1607.5474,120,579.31305,302.5051,1607.5474,-3.961296,2.4221535,[-0.037 -1.056 -2.793 -0.251 -1.529],2.9140668
16.16,12100,3.156967e+25,2.5741343e-14,7333958000.0,-107.90307768923547,8.630241,-1.3732911e-06,316489,100,1313.820722103119,164.24803,8824.639,121,569.92456,1997.4459,8824.639,-4.141571,2.8071394,[-0.014 -1.065 -2.768 -0.226 -1.525],16.764637
15.97,12200,19314.68,1.4175658e-05,39636020.0,-107.60490347836787,8.862129,-3.3569336e-06,318086,100,1324.2247204780579,11.856192,1039.1788,122,576.0504,267.073,1039.1788,-4.3291397,2.6123214,[-0.007 -1.06  -2.833 -0.138 -1.533],1.8283149
15.95,12300,8661.89,5.3035696e-05,37333130.0,-107.81297095571128,6.3621216,-1.9073486e-06,319681,100,1332.0703797340393,11.953155,1265.052,123,577.9918,161.32059,1265.052,-4.305336,2.3585665,[ 2.723e-03 -1.108e+00 -2.837e+00 -1.360e-01 -1.543e+00],2.3535647
16.2,12400,221764.9,2.0255868e-07,32676642.0,-107.45785652878864,6.4639587,-3.2043456e-06,321301,100,1339.5492877960205,11.159801,1347.5363,124,565.9531,148.33237,1347.5363,-4.287491,2.645112,[ 0.008 -1.082 -2.85  -0.106 -1.562],2.5031304
15.97,12500,211.14655,8.666633e-05,14711427.0,-107.70456423075743,7.7345886,-2.3651123e-06,322898,100,1348.0016024112701,7.195269,1020.02075,125,576.57886,85.19583,1020.02075,-4.580673,2.8126996,[-0.062 -1.094 -2.866 -0.149 -1.591],1.8348826
16.18,12600,1.070432,0.3832391,20264.863,-108.30556099878591,9.754097,-6.1035155e-07,324516,100,1356.0472638607025,0.25716558,577.5093,126,571.21094,1.9899223,577.5093,-3.957344,2.578306,[-0.079 -1.095 -2.855 -0.188 -1.597],1.0106268
16.58,12700,8840.318,1.9775616e-06,91747860.0,-107.76265321910834,7.175949,-1.6021728e-06,326174,100,1363.6344423294067,19.713318,1691.5547,127,552.7378,199.05307,1691.5547,-4.8343735,2.9961193,[-0.086 -1.084 -2.848 -0.187 -1.606],3.328167
15.93,12800,2.2639976,0.08993213,238415.08,-108.71490401336578,8.263123,5.4931643e-06,327767,100,1372.49671792984,0.9267336,641.1581,128,583.642,5.9266095,641.1581,-3.2966614,2.486387,[-0.066 -1.066 -2.818 -0.232 -1.596],1.0996602
16.32,12900,11.433741,0.0027147634,2146986.8,-107.9528955429278,7.6985474,-6.942749e-06,329399,100,1380.4387066364288,2.7270894,717.3853,129,563.7869,34.711464,717.3853,-4.3097305,2.654896,[-0.059 -1.08  -2.818 -0.232 -1.597],1.2820833
16.51,13000,1.8544986,0.07781356,170432.84,-108.02290066605936,8.451546,-2.670288e-06,331050,100,1389.0591340065002,0.81219155,587.0849,130,556.74774,6.6485033,587.0849,-4.171097,2.8660054,[-0.018 -1.07  -2.795 -0.221 -1.598],1.0573485
16.37,13100,2.1637084,0.04686398,291987.97,-108.27392011111183,7.0960007,-8.544922e-06,332687,100,1395.902484178543,1.0081737,604.1096,131,563.4969,6.7527447,604.1096,-3.9769974,2.6499994,[-0.018 -1.072 -2.79  -0.215 -1.599],1.070259
16.33,13200,30601.586,3.9719475e-07,56527884.0,-108.29513389300979,8.153687,5.340576e-06,334320,100,1404.415450334549,15.31123,1004.59235,132,565.1808,155.47841,1004.59235,-3.909172,2.7581594,[-0.01  -1.082 -2.805 -0.201 -1.601],1.9066343
15.98,13300,1552.0483,4.800498e-06,25355796.0,-108.15269130656179,8.134659,-1.15966795e-05,335918,100,1411.7979831695557,9.543329,1086.4346,133,578.55963,256.76224,1086.4346,-3.9672928,2.7343025,[-0.014 -1.077 -2.842 -0.198 -1.595],1.9574817
16.07,13400,1.1940554,0.29010722,44229.047,-107.59640919503036,6.260681,-7.6293944e-08,337525,100,1420.112804889679,0.39389732,594.896,134,571.93134,2.8895257,594.896,-4.071701,2.4752548,[-0.02  -1.097 -2.826 -0.202 -1.592],1.0442054
15.99,13500,54279868.0,4.1120575e-07,264870290.0,-107.80697575691585,6.7332916,-5.340576e-07,339124,100,1427.3464705944061,32.764023,1958.3535,135,576.29584,375.3566,1958.3535,-3.8875046,2.6497445,[-0.028 -1.093 -2.819 -0.208 -1.6  ],3.738477
16.06,13600,10056.425,1.1887376e-05,118129340.0,-107.90041615572358,9.110809,-1.6021728e-06,340730,100,1436.8193199634552,21.783878,1830.1984,136,573.94696,251.20227,1830.1984,-4.1110764,2.9100518,[ 0.017 -1.039 -2.795 -0.172 -1.585],3.4836924
16.31,13700,224798.62,9.507937e-07,216271440.0,-108.17495331904041,7.398613,-7.781982e-06,342361,100,1446.40776181221,30.24611,2206.5361,137,565.33325,289.67575,2206.5361,-3.7550735,2.657982,[ 0.024 -0.992 -2.787 -0.171 -1.588],4.345897
16.15,13800,144706900000.0,1.585263e-08,349620670.0,-108.14966904556496,7.003151,2.2125244e-06,343976,100,1454.9510383605957,37.3212,2112.0496,138,571.601,380.06958,2112.0496,-4.121025,2.5146859,[ 0.024 -1.008 -2.775 -0.228 -1.601],4.051355
16.31,13900,8.977341,0.00042832855,903608.0,-108.18872153543569,8.10556,6.4849855e-06,345607,100,1464.645266532898,1.8217472,679.4847,139,565.4121,44.168022,679.4847,-3.8618927,2.77476,[-9.241e-04 -1.048e+00 -2.762e+00 -2.598e-01 -1.616e+00],1.2160583
15.75,14000,160.05214,0.0016907104,1912263.6,-107.29856828323402,8.273361,-9.460449e-06,347182,100,1471.9277346134186,2.5504344,687.53827,140,583.554,17.815409,687.53827,-4.3265915,2.823963,[ 0.006 -1.049 -2.774 -0.233 -1.62 ],1.1840311
16.26,14100,433.46497,0.00033383054,5146858.5,-107.4689874860274,8.330193,8.621216e-06,348808,100,1479.8346779346466,4.256331,739.92084,141,563.64105,61.028442,739.92084,-4.5051956,2.4611037,[ 0.006 -1.056 -2.801 -0.206 -1.629],1.3307853
16.66,14200,36532.92,0.00024098538,38473296.0,-108.01795425096272,8.574974,-7.6293945e-06,350474,100,1489.304916381836,12.439862,935.9484,142,550.99524,124.9608,935.9484,-4.438408,2.9048183,[ 5.371e-04 -1.054e+00 -2.785e+00 -2.479e-01 -1.622e+00],1.7572632
15.87,14300,2.5249915,0.07935501,313513.44,-107.99453631872412,9.177101,-1.4495849e-06,352061,100,1497.9477393627167,1.0544288,613.74384,143,582.2758,7.2641726,613.74384,-3.7917633,2.4851367,[-0.02  -1.061 -2.763 -0.279 -1.657],1.0593061
16.19,14400,5.4012512e+16,9.656608e-16,102531150.0,-107.96730293048006,6.903099,1.7547608e-06,353680,100,1505.6519060134888,19.765978,1574.1007,144,569.0316,219.18047,1574.1007,-3.5198364,2.4297388,[-0.016 -1.071 -2.764 -0.273 -1.658],2.96399
16.49,14500,16.200089,0.0019988595,1394850.4,-107.87253686308779,6.264244,9.002685e-06,355329,100,1513.4824759960175,2.342895,693.98694,145,556.75555,17.297552,693.98694,-4.4928207,2.71493,[-0.016 -1.105 -2.767 -0.227 -1.654],1.2818012
16.32,14600,28786.506,6.2359095e-07,136285310.0,-108.52893814010439,8.495964,-2.0599366e-06,356961,100,1522.9483983516693,23.750072,2091.064,146,566.7992,218.41406,2091.064,-3.7181854,2.613086,[-0.006 -1.094 -2.768 -0.2   -1.66 ],4.069968
16.77,14700,1811.6133,1.6842554e-05,28533718.0,-108.10289341785244,8.92234,3.8146973e-07,358638,100,1534.2281713485718,11.095062,965.0427,147,547.28796,186.54723,965.0427,-4.3081284,3.077674,[-0.003 -1.113 -2.747 -0.2   -1.659],1.8337004
15.83,14800,5.243482,0.0052531012,557976.94,-107.64719738821569,9.188423,-6.1035157e-06,360221,100,1544.8489017486572,1.4365638,722.9914,148,582.0829,6.6225176,722.9914,-4.134285,2.5411031,[ 0.015 -1.067 -2.717 -0.212 -1.666],1.2660552
16.33,14900,4.2931166,0.05015686,619910.56,-107.76777451998336,6.911476,6.4849855e-06,361854,100,1555.4346587657928,1.5034854,619.63477,149,562.44116,10.405123,619.63477,-4.479332,2.5586522,[ 0.039 -1.051 -2.71  -0.201 -1.672],1.1040063
16.24,15000,105700.53,4.9245922e-05,7099491.5,-108.13575256780919,7.6010895,-2.2888183e-07,363478,100,1565.1378636360168,5.162253,845.3385,150,567.9389,46.239456,845.3385,-4.1189194,2.7545412,[ 0.048 -1.063 -2.725 -0.213 -1.689],1.5142922
16.79,15100,6.92953,0.0015385727,751297.4,-108.65961972066994,9.077179,1.0681152e-06,365157,100,1576.2974500656128,1.6441867,734.555,151,549.3459,10.377581,734.555,-4.034874,2.9529939,[ 0.037 -1.053 -2.702 -0.257 -1.693],1.347531
15.97,15200,1.3345436,0.24181885,55069.62,-107.99314773222723,7.415863,-5.4931643e-06,366754,100,1585.903341293335,0.44138977,603.2496,152,578.10535,3.0289803,603.2496,-3.9665375,2.4173565,[ 0.011 -1.075 -2.73  -0.252 -1.695],1.0471804
16.25,15300,374347170.0,1.0736051e-07,643582300.0,-107.91855176018444,7.900299,-4.272461e-06,368379,100,1594.5076632499695,51.204273,2863.4753,153,566.3934,522.5695,2863.4753,-3.9328232,2.7655551,[ 0.006 -1.071 -2.735 -0.242 -1.691],5.5875764
16.32,15400,119.57777,5.019825e-05,10037862.0,-107.92747293554065,8.5625305,-3.890991e-06,370011,100,1606.9975023269653,6.413567,710.03754,154,563.67285,64.77881,710.03754,-4.3008804,2.5323327,[-0.016 -1.151 -2.781 -0.272 -1.696],1.2780479
16.56,15500,252.5991,0.000894396,3386378.8,-107.84932388215886,8.810127,-3.5095215e-06,371667,100,1618.226013660431,3.7361684,718.6786,155,553.9526,32.154133,718.6786,-4.7864304,3.0828485,[-0.024 -1.184 -2.788 -0.285 -1.71 ],1.3345647
16.29,15600,12.910689,0.00642367,1080218.9,-107.36066726954036,6.9965973,-1.6021728e-06,373296,100,1628.6806354522705,2.0751038,632.02264,156,561.8964,29.295126,632.02264,-4.270752,2.8920195,[-0.035 -1.18  -2.764 -0.302 -1.713],1.1399723
16.09,15700,3.8602967,0.041203566,531140.56,-108.08439357471057,5.579239,-4.272461e-06,374905,100,1637.9843153953552,1.4110953,608.7514,157,573.6883,11.78823,608.7514,-3.9313126,2.3578312,[-0.037 -1.206 -2.77  -0.319 -1.7  ],1.0747753
16.16,15800,3.7183802,0.010744483,864263.7,-107.9251262723825,7.1815033,-1.2207031e-06,376521,100,1647.190794467926,1.7137405,646.72125,158,570.033,18.013885,646.72125,-3.6796265,2.4794512,[-0.051 -1.208 -2.765 -0.312 -1.707],1.1441548
16.11,15900,980.043,0.0014622142,474824740.0,-107.93428219154691,8.173233,-7.2479247e-06,378132,100,1657.8219633102417,42.069252,2613.1914,159,572.0897,559.2306,2613.1914,-4.2409973,2.8482115,[-0.014 -1.209 -2.744 -0.32  -1.72 ],4.943721
16.9,16000,1.7450708,0.09249507,133458.55,-108.67966557923897,8.859894,-5.340576e-07,379822,100,1670.7928524017334,0.7003076,578.18524,160,545.35657,5.6647844,578.18524,-4.1039886,3.0623915,[ 0.005 -1.178 -2.702 -0.335 -1.732],1.061316
16.66,16100,98561470000000.0,1.3559654e-08,8379489300.0,-108.34048880403277,7.4695587,7.858276e-06,381488,100,1680.349271774292,184.16621,9434.17,161,552.63995,1880.3625,9434.17,-4.386963,2.7231753,[ 0.003 -1.186 -2.714 -0.325 -1.736],18.815582
15.69,16200,1.7968014,0.124935105,165018.1,-107.76728385914211,6.1048737,-1.2283325e-05,383057,100,1693.7185447216034,0.7062108,641.29144,162,588.64545,5.7913527,641.29144,-4.0140686,2.794965,[-0.028 -1.251 -2.782 -0.309 -1.73 ],1.0885028
16.17,16300,2.7781372,0.05839906,348964.3,-108.24422066229415,8.525879,8.010864e-06,384674,100,1703.1013419628143,1.1550014,626.96326,163,571.29694,10.23439,626.96326,-3.9346542,2.6073856,[-0.033 -1.232 -2.765 -0.313 -1.733],1.1064633
16.39,16400,312362.2,1.2908444e-06,535950140.0,-108.09561620378452,8.6237335,-1.5258789e-06,386313,100,1711.7525777816772,45.207726,2594.0647,164,561.8024,578.9008,2594.0647,-4.2220917,3.0669808,[-0.04  -1.237 -2.759 -0.316 -1.735],4.9650273
16.09,16500,7382.97,6.1925646e-05,6248693.5,-107.74097224432495,8.186943,3.7384034e-06,387922,100,1724.6784558296204,4.8154464,836.4312,165,571.881,41.477715,836.4312,-3.7674026,2.586873,[-0.043 -1.218 -2.746 -0.272 -1.726],1.5033281
15.88,16600,59.522903,0.0012849746,3553727.0,-108.24377484731997,8.601616,-5.0354006e-06,389510,100,1736.3874714374542,3.441655,780.7539,166,583.2065,31.270708,780.7539,-3.7489777,2.3980799,[-0.086 -1.239 -2.778 -0.29  -1.718],1.3442444
16.41,16700,1429177.9,4.3564938e-07,79845416.0,-107.80864930807569,7.13015,1.2207031e-06,391151,100,1747.4635906219482,17.784002,1380.234,167,559.5311,178.5376,1380.234,-4.6770935,2.7393394,[-0.091 -1.25  -2.81  -0.281 -1.722],2.6291137
16.04,16800,6258.48,0.00010137579,4854458.0,-107.60923529403982,6.648056,6.2561035e-06,392755,100,1759.3613619804382,4.3007984,733.6421,168,573.1953,36.900146,733.6421,-4.359726,2.697342,[-0.068 -1.241 -2.828 -0.251 -1.706],1.3194499
16.68,16900,240173330.0,8.4839263e-07,512057950.0,-108.56717535837751,7.666214,-2.2888183e-07,394423,100,1770.1972806453705,44.060814,2459.925,169,553.0447,1856.7753,2459.925,-3.8924255,2.7556164,[-0.057 -1.224 -2.82  -0.276 -1.713],4.6241055
15.79,17000,22.155718,0.0024500934,2265904.5,-107.5051937433333,7.728752,-7.781982e-06,396002,100,1783.7901575565338,2.800921,733.4532,170,582.9797,48.550423,733.4532,-4.0316772,2.7207232,[-0.053 -1.191 -2.829 -0.234 -1.707],1.2728428
16.12,17100,318.1378,0.00044359706,8684689.0,-108.19652782633237,5.844124,6.3323973e-06,397614,100,1794.034630537033,5.386981,944.18677,171,573.06726,73.97422,944.18677,-3.9183273,2.4394774,[-0.058 -1.176 -2.833 -0.239 -1.707],1.6868072
16.64,17200,188310610.0,1.0466558e-09,513651600.0,-108.33693229204522,6.953598,1.1444092e-06,399278,100,1804.7381465435028,46.890762,2352.0234,172,553.3763,894.94006,2352.0234,-4.2665024,2.820577,[-0.049 -1.141 -2.789 -0.241 -1.712],4.698953
16.29,17300,31.83434,0.0036660354,2629617.2,-108.16990503996253,8.007393,-4.043579e-06,400907,100,1817.849104642868,3.1737494,788.71765,173,566.10706,44.569286,788.71765,-4.128639,2.4877176,[-0.038 -1.121 -2.81  -0.25  -1.726],1.4452909
16.11,17400,18552.955,3.4662135e-06,32116560.0,-107.82526008269657,8.870674,-8.31604e-06,402518,100,1827.475863456726,10.456896,1214.7157,174,571.507,92.5707,1214.7157,-4.0841904,2.7147927,[-0.046 -1.139 -2.81  -0.278 -1.728],2.1688473
15.92,17500,348358.4,1.1889978e-06,896812000.0,-107.35062887030134,6.6004105,1.6784668e-06,404110,100,1839.3799526691437,58.034756,4111.867,175,576.74274,659.74524,4111.867,-4.230423,2.7365417,[-0.042 -1.165 -2.859 -0.266 -1.733],7.803463
16.49,17600,486634600.0,1.7602506e-08,59779460000.0,-108.44994147689796,8.101654,3.967285e-06,405759,100,1852.6384944915771,495.26978,25409.26,176,559.7292,6152.2617,25409.26,-4.032257,2.4926476,[-0.042 -1.135 -2.867 -0.27  -1.735],50.775505
15.9,17700,6.8047986,0.013223523,748318.25,-108.18261424093788,7.1511,6.3323973e-06,407349,100,1865.387393951416,1.5714098,678.38184,177,582.02673,16.97229,678.38184,-3.5316544,2.2781925,[-0.028 -1.127 -2.866 -0.215 -1.739],1.169358
16.04,17800,454.3203,3.6611193e-05,11025008.0,-107.73078452235723,9.112923,-2.2125244e-06,408953,100,1875.8227007389069,6.562831,975.9533,178,573.851,57.337532,975.9533,-4.2738113,2.5981576,[-0.031 -1.132 -2.887 -0.201 -1.737],1.7865335
16.37,17900,1583.455,3.674271e-05,47501240.0,-108.22961346798405,9.506439,-7.781982e-06,410590,100,1886.7384259700775,13.484118,1235.6547,179,563.26086,134.01767,1235.6547,-4.125511,2.7311783,[-0.022 -1.125 -2.899 -0.209 -1.734],2.2817693
16.42,18000,199.60506,0.0005472523,6755352.5,-108.18575006900656,8.815804,4.043579e-06,412232,100,1898.6111905574799,5.0264754,735.7245,180,561.07965,149.48749,735.7245,-4.243126,2.94709,[-0.039 -1.122 -2.913 -0.229 -1.741],1.3219644
15.92,18100,1.180241,0.32949433,68892.35,-108.36004061338534,9.645096,5.569458e-06,413824,100,1909.8464996814728,0.48199078,604.1496,181,582.1657,3.2475843,604.1496,-3.5107422,2.6265097,[-0.033 -1.104 -2.923 -0.215 -1.736],1.0419701
16.12,18200,8089530000000.0,1.6690718e-12,2541794600.0,-108.09548873475181,8.436424,1.15966795e-05,415436,100,1919.4881799221039,100.57796,5145.1934,182,572.5318,1025.1877,5145.1934,-3.7514648,2.7778425,[-0.042 -1.092 -2.918 -0.207 -1.734],10.02327
16.31,18300,2.49537,0.040410608,418258.2,-108.58623082789948,5.5364227,5.264282e-06,417067,100,1932.6200485229492,1.2214993,636.9667,183,567.4958,9.137968,636.9667,-3.9523163,2.264981,[-0.077 -1.119 -2.895 -0.231 -1.736],1.1283361
16.34,18400,69.75966,0.00024482937,3223241.2,-108.26691556914993,7.327881,1.6021728e-06,418701,100,1942.5998146533966,3.3448846,736.3153,184,564.6329,66.75676,736.3153,-3.6501694,2.7300537,[-0.084 -1.136 -2.909 -0.224 -1.734],1.3030285
16.26,18500,1.5058951,0.053697832,89015.234,-107.8305652960717,7.1253967,1.0299683e-05,420327,100,1953.892949104309,0.5652488,589.85034,185,565.5319,3.0839832,589.85034,-4.275055,2.3968549,[-0.097 -1.146 -2.92  -0.249 -1.726],1.0434232
16.05,18600,161.09875,0.00071239355,2769021.0,-107.82413288288771,8.1347275,-6.5612794e-06,421932,100,1962.536833524704,3.080743,817.20197,186,573.9369,73.92189,817.20197,-4.2782593,2.4512644,[-0.09  -1.146 -2.91  -0.261 -1.728],1.4398298
16.55,18700,4.6369185e+17,7.063262e-14,208981710.0,-108.09180435577555,7.5386353,2.1362305e-06,423587,100,1972.4841766357422,29.309278,1872.1608,187,555.5832,584.73016,1872.1608,-4.387787,2.6533437,[-0.073 -1.135 -2.876 -0.278 -1.727],3.617997
16.17,18800,1.8433506,0.14120284,191466.77,-107.86164663243466,8.69709,-3.4332274e-06,425204,100,1984.5138337612152,0.8419156,621.8275,188,569.2692,5.954108,621.8275,-4.5382843,2.9022884,[-0.065 -1.14  -2.864 -0.222 -1.726],1.0980133
16.6,18900,6.4161353,0.028182942,1072474.4,-108.00667477396907,5.542877,-1.6021728e-06,426864,100,1994.7484073638916,2.0417404,667.5001,189,553.2257,20.450012,667.5001,-4.4158325,2.6729276,[-0.064 -1.13  -2.864 -0.208 -1.728],1.2189504
16.45,19000,3722279.8,1.7724353e-09,176278800.0,-107.89501169785137,5.9555206,7.781982e-06,428509,100,2005.704171180725,25.582678,2043.6864,190,558.40326,255.93214,2043.6864,-4.208214,2.5258734,[-0.061 -1.126 -2.875 -0.19  -1.731],3.8608482
16.21,19100,3854.7043,1.212824e-05,37171400.0,-108.13222197986153,8.641296,-8.239746e-06,430130,100,2017.4499096870422,11.179175,1159.895,191,569.1016,335.35394,1159.895,-3.9954681,2.8303032,[-0.067 -1.154 -2.929 -0.151 -1.729],2.0595162
15.94,19200,395.64667,0.0009811245,32286508.0,-107.9047321892247,8.524139,-5.645752e-06,431724,100,2029.4468421936035,10.785643,1031.1127,192,578.88544,155.88321,1031.1127,-3.991684,2.586225,[-0.084 -1.166 -2.929 -0.191 -1.725],1.8434252
16.02,19300,25.256285,0.0020237325,2327382.2,-107.98815979924686,6.7780685,-2.822876e-06,433326,100,2040.9844663143158,2.9549286,716.39954,193,576.03516,21.534779,716.39954,-3.8607025,2.4553475,[-0.098 -1.146 -2.94  -0.157 -1.727],1.2617868
16.19,19400,4597471.5,5.51958e-07,1366193400.0,-107.80802648486966,7.6762924,1.2969971e-06,434945,100,2051.7188353538513,76.152176,4179.061,194,568.2094,780.4436,4179.061,-3.7458267,2.4984992,[-0.1   -1.145 -2.96  -0.158 -1.734],8.350803
16.42,19500,126.0744,0.00048642146,18580996.0,-107.98591246599428,8.160248,3.8146973e-07,436587,100,2064.5575108528137,8.571538,893.9231,195,560.0507,166.24687,893.9231,-3.9622574,2.6244094,[-0.109 -1.14  -2.923 -0.196 -1.735],1.6505147
15.92,19600,50.113075,0.0009381667,3569523.8,-107.43039742178962,8.830307,1.1444092e-06,438179,100,2076.3489389419556,3.2564642,850.8025,196,577.1726,55.88563,850.8025,-4.246147,2.5903158,[-0.123 -1.109 -2.926 -0.18  -1.74 ],1.463258
16.46,19700,129.49841,0.0001800252,5931767.5,-107.74962560376427,7.7582626,-8.163453e-06,439825,100,2087.8875303268433,4.9280586,713.6332,197,557.2862,54.345226,713.6332,-4.736603,2.7102036,[-0.137 -1.133 -2.964 -0.177 -1.743],1.3218042
15.87,19800,1.7060236,0.07177966,193187.84,-107.89394764258776,7.749222,3.6621093e-06,441412,100,2098.14732336998,0.80684143,601.8544,198,581.757,6.20818,601.8544,-3.836113,2.551735,[-0.12  -1.113 -2.967 -0.166 -1.749],1.035931
16.64,19900,3296.096,8.562099e-06,46032410.0,-107.70181922423495,7.2198486,-3.0517577e-07,443076,100,2107.4236714839935,13.738162,1047.3147,199,550.1487,254.49844,1047.3147,-4.315773,2.8068917,[-0.106 -1.119 -2.969 -0.156 -1.754],1.9999096
16.98,20000,39.001793,0.000693845,1821607.4,-107.80545099054028,7.8133316,2.670288e-06,444774,100,2119.6015934944153,2.7508013,620.69196,200,538.0702,29.254616,620.69196,-4.9396057,3.2243502,[-0.114 -1.117 -2.988 -0.171 -1.759],1.1669822
16.3,20100,21.030066,0.00096246856,3116202.0,-108.2454203294778,6.7165985,-2.2888183e-07,446404,100,2130.570494413376,3.4866357,804.80066,201,566.11176,22.186552,804.80066,-4.104347,2.4086754,[-0.112 -1.121 -2.969 -0.188 -1.762],1.4681666
16.65,20200,45.96428,0.0026024287,3289529.0,-107.99500887007628,8.622734,4.4250487e-06,448069,100,2141.8897128105164,3.7572217,718.95154,202,551.2576,33.56198,718.95154,-4.4303207,2.759875,[-0.133 -1.142 -2.976 -0.191 -1.772],1.3456856
