EpLenMean,EpisodesSoFar,EmpiricalD2,MinIW,J_sample_variance,EpRewMean,InitialReturnMax,InitialReturnMean,TimestepsSoFar,EpThisIter,TimeElapsed,StdIW,Bound,Iteration,InitialBound,MaxIW,ReturnMeanIW,InitialReturnMin,InitialReturnStd,Weights,MeanIW
15.82,40700,87008290000.0,6.3700147e-09,207628340000.0,-107.91247511930065,6.328438,5.569458e-06,781288,100,4382.844450235367,884.5797,45763.832,407,583.93787,37790.176,45763.832,-3.7866669,2.3295047,[-0.101 -1.067 -3.128 -0.038 -2.064],86.8345
16.33,40800,41.431602,0.0008020502,4088447.2,-107.79473869909584,9.249252,1.2435913e-05,782921,100,4391.120707035065,3.92743,705.86365,408,562.5745,34.45572,705.86365,-4.394058,2.7359684,[-8.279e-02 -1.044e+00 -3.128e+00 -5.897e-05 -2.063e+00],1.2814561
16.93,40900,6.027128,0.009068382,689109.3,-108.21876181192623,8.174484,-1.5258789e-06,784614,100,4400.825262308121,1.65339,607.808,409,541.9445,12.3259735,607.808,-4.0634537,2.89122,[-8.241e-02 -1.043e+00 -3.142e+00 -2.165e-05 -2.064e+00],1.1228036
16.7,41000,2533.17,9.303577e-06,13066182.0,-107.42686017221727,7.16568,-1.9836425e-06,786284,100,4410.664536714554,7.1961436,823.14496,410,546.5157,86.92287,823.14496,-4.8808136,2.7884996,[-0.078 -1.042 -3.132  0.004 -2.062],1.5381588
16.43,41100,37.862823,0.0013522593,14787685.0,-107.7330687850236,7.9381714,3.4332274e-06,787927,100,4421.27076292038,7.661229,882.0381,411,558.36,78.16741,882.0381,-4.4328003,2.7351935,[-0.051 -1.053 -3.131 -0.027 -2.108],1.640381
15.87,41200,66.433876,5.3751315e-05,4541907.0,-107.80592343454109,9.125664,4.8828124e-06,789514,100,4431.886595964432,3.8876262,638.5863,412,581.2598,86.159775,638.5863,-3.6827545,2.783513,[-0.045 -1.045 -3.127 -0.008 -2.107],1.0920945
16.76,41300,2081.4907,2.439343e-05,50683656.0,-108.35357735454767,7.696457,-2.2888183e-07,791190,100,4440.945069074631,14.432818,1252.357,413,548.9388,141.98154,1252.357,-4.1609116,2.853313,[-0.047 -1.054 -3.136  0.009 -2.108],2.437121
16.59,41400,15.8096285,0.009528589,1665314.1,-108.42230468150872,9.059952,9.07898e-06,792849,100,4451.135360240936,2.6093078,688.57935,414,555.7297,20.975307,688.57935,-4.173485,3.0970132,[-0.038 -1.045 -3.145  0.022 -2.11 ],1.2670431
16.23,41500,2439.363,1.21789135e-05,387730200.0,-108.01577376148275,7.234337,-8.69751e-06,794472,100,4460.890152215958,40.306644,2348.7734,415,567.6925,412.00055,2348.7734,-4.1247406,2.329153,[-0.035 -1.032 -3.146  0.027 -2.111],4.6070795
16.58,41600,48.176815,2.7836924e-05,3982078.5,-107.8823379038192,6.911255,-1.0681152e-06,796130,100,4472.236797809601,3.9927452,784.9831,416,553.3493,33.782074,784.9831,-4.50016,2.796094,[-0.015 -1.027 -3.152  0.02  -2.111],1.4599429
16.63,41700,358.09003,0.00083171873,6145338.0,-108.11163064360797,7.272171,1.7547608e-06,797793,100,4482.804474592209,5.089698,828.1095,417,552.6072,32.554546,828.1095,-4.2930374,2.5415409,[-0.027 -1.047 -3.161  0.008 -2.115],1.5711257
16.22,41800,27308.312,1.9213405e-05,10778745.0,-107.91667750422002,8.492828,6.6375733e-06,799415,100,4493.711387872696,6.222539,902.53644,418,567.5633,120.13426,902.53644,-3.9206696,2.6040764,[-0.032 -1.048 -3.182  0.016 -2.119],1.6413316
16.33,41900,1.7991822,0.08565269,172258.61,-108.18211503858642,8.035149,-2.822876e-06,801048,100,4503.620488643646,0.7936973,587.59845,419,564.59076,6.7090273,587.59845,-4.0087814,2.526111,[-0.032 -1.044 -3.17  -0.016 -2.123],1.0429987
16.01,42000,141.215,5.7436115e-05,2842429.0,-107.91417385502105,8.227203,-3.1280517e-06,802649,100,4512.318648576736,3.159544,788.06274,420,576.07086,31.339567,788.06274,-4.043419,2.5552325,[-0.035 -1.043 -3.175 -0.006 -2.121],1.3942863
16.15,42100,46.81648,0.0006657831,1599761.1,-107.48871436756326,9.984688,-3.0517577e-07,804264,100,4522.978798151016,2.3770626,695.814,421,568.13586,20.732332,695.814,-4.690506,3.0082011,[-0.106 -1.009 -3.168 -0.006 -2.121],1.2502475
16.36,42200,128.21854,0.00036049486,5880605.0,-107.77703916859194,7.5738907,-3.8146973e-07,805900,100,4532.91694688797,4.878647,666.06085,422,561.29895,54.808235,666.06085,-4.6722336,2.6761034,[-0.114 -0.999 -3.148 -0.016 -2.124],1.2244911
16.07,42300,6.236243,0.014641671,1007543.1,-107.71826195750099,6.826172,-8.163453e-06,807507,100,4542.065584897995,1.973568,688.3505,423,572.55884,25.642044,688.3505,-4.2605133,2.5239751,[-1.267e-01 -1.018e+00 -3.170e+00 -4.774e-04 -2.125e+00],1.2226056
15.85,42400,173763.22,1.3382989e-07,481864770.0,-107.6416077006576,8.5514145,-3.3569336e-06,809092,100,4551.401116371155,43.04959,2663.3113,424,581.2182,435.26266,2663.3113,-4.103401,2.5845706,[-0.131 -1.023 -3.164 -0.007 -2.127],5.071148
16.06,42500,710.8396,0.00019393067,42638696.0,-108.01870244810596,7.58313,6.942749e-06,810698,100,4562.940593004227,12.848807,1528.813,425,574.5674,83.61718,1528.813,-3.8579865,2.4425654,[-0.153 -1.053 -3.174 -0.014 -2.13 ],2.85131
16.24,42600,2.0081222,0.039281685,212739.19,-107.77743970881225,6.5445557,-2.7465821e-06,812322,100,4574.099287748337,0.85543877,603.98755,426,566.0393,8.04628,603.98755,-4.5308914,2.9383903,[-0.16  -1.072 -3.173 -0.019 -2.137],1.0680627
16.39,42700,11138.175,9.957816e-06,13584703.0,-107.66459189574336,8.673492,1.6021728e-06,813961,100,4583.623660564423,7.3542233,869.47766,427,559.56494,63.46853,869.47766,-4.6315994,2.8999767,[-0.157 -1.068 -3.167 -0.012 -2.138],1.6010103
16.06,42800,106.55284,0.0013797116,10266067.0,-108.20060934955,5.9018707,-5.264282e-06,815567,100,4593.370505332947,6.5568566,718.7922,428,575.5328,66.348526,718.7922,-3.8951187,2.4499764,[-0.169 -1.064 -3.146 -0.022 -2.143],1.3127846
16.13,42900,200.6683,0.0005445714,4001720.5,-108.12073132207166,9.536224,4.8828124e-06,817180,100,4601.978253364563,3.8352432,729.9042,429,572.2601,39.139267,729.9042,-3.9383469,2.7657585,[-0.165 -1.052 -3.149 -0.024 -2.145],1.3043689
16.48,43000,1.2730125,0.28897184,45411.844,-107.80917065020714,7.604904,-8.163453e-06,818828,100,4611.178528547287,0.4277268,576.3474,430,556.8106,2.837828,576.3474,-4.473564,2.8648257,[-0.168 -1.049 -3.13  -0.033 -2.137],1.0383787
16.4,43100,18.555538,0.0020106088,2312942.8,-107.93929509795421,6.8297806,-9.002685e-06,820468,100,4620.149509191513,3.1098363,683.4043,431,560.59174,21.449528,683.4043,-3.7840347,2.6642532,[-0.17  -1.051 -3.128 -0.036 -2.14 ],1.2474252
15.84,43200,1114.7102,0.00031195997,26715126.0,-108.16783360680738,7.1082,-7.6293944e-08,822052,100,4628.86172747612,9.323342,1113.578,432,584.4555,133.72339,1113.578,-3.2608337,2.2362707,[-0.152 -1.037 -3.119 -0.039 -2.143],1.9455606
16.22,43300,18.338598,0.004286185,3236677.8,-107.51711801528101,8.091347,-7.019043e-06,823674,100,4639.7892327308655,3.5459814,678.3649,433,565.48883,27.588829,678.3649,-4.77903,3.0460107,[-0.162 -1.054 -3.147 -0.048 -2.143],1.2162268
16.57,43400,18.158081,0.004067319,1855529.0,-108.50880842908444,8.858467,7.6293944e-08,825331,100,4650.352562189102,2.6812003,745.5106,434,556.9364,27.389896,745.5106,-4.1074066,2.7934787,[-0.178 -1.059 -3.143 -0.053 -2.139],1.366491
16.68,43500,626.2309,0.00020539301,5499239.5,-108.24517771194944,7.360298,1.1749267e-05,826999,100,4660.5542731285095,4.5323005,744.5603,435,551.3949,90.908615,744.5603,-4.2634506,2.6433072,[-0.172 -1.058 -3.142 -0.067 -2.139],1.3596603
15.88,43600,1431009300000000.0,1.6620369e-10,70402216.0,-108.0206932027362,7.203514,-2.670288e-06,828587,100,4670.4660177230835,15.232906,1731.8365,436,582.00415,670.96857,1731.8365,-3.8400497,2.5695915,[-0.164 -1.058 -3.151 -0.042 -2.137],2.9514675
