Weights,EpRewMean,InitialReturnMax,Iteration,StdIW,InitialReturnMin,MinIW,TimestepsSoFar,MeanIW,MaxIW,EpThisIter,TimeElapsed,InitialBound,J_sample_variance,InitialReturnStd,EmpiricalD2,Bound,EpisodesSoFar,EpLenMean,ReturnMeanIW,InitialReturnMean
[ 0.056 -1.119 -2.769 -0.362 -1.443],-108.67362597213106,7.440178,102,11.021922,-3.519638,1.5159945e-06,285568,2.2884283,84.10475,100,1205.9740777015686,573.9507,32010432.0,2.5183098,8816.464,1239.8956,10200,16.16,1239.8956,7.6293944e-08
[ 0.052 -1.106 -2.789 -0.308 -1.445],-108.32016016246183,7.248848,103,572.28516,-3.3497925,7.662958e-11,287214,58.575096,5837.0337,100,1215.9818079471588,560.2038,78431674000.0,2.7167985,55640400000000.0,28984.486,10300,16.46,28984.486,-6.027222e-06
[ 0.012 -1.148 -2.805 -0.258 -1.434],-107.8208690255134,7.6764984,104,5.012889,-4.149681,2.6911217e-05,288837,1.7933528,37.18907,100,1227.107420682907,566.6623,6431218.0,2.71812,75.42281,972.072,10400,16.23,972.072,5.41687e-06
[-0.027 -1.127 -2.818 -0.201 -1.478],-107.59628699287921,6.736305,105,8.60775,-3.9116821,4.0064474e-06,290404,2.0706246,87.51472,100,1236.0806720256805,588.569,21326762.0,2.3332727,4857.12,1171.9006,10500,15.67,1171.9006,3.0517579e-06
[-0.015 -1.107 -2.83  -0.214 -1.501],-107.97303954767892,5.9268036,106,50.61538,-4.411705,1.0521428e-19,292037,5.2990675,4167.814,100,1245.2464351654053,563.49915,892415800.0,2.4876683,1.5994408e+19,3356.3467,10600,16.33,3356.3467,-9.155273e-07
[-0.021 -1.124 -2.795 -0.303 -1.489],-108.43102465761383,6.7426605,107,0.75958294,-3.9804764,0.07754799,293676,1.0890071,5.0656934,100,1256.0295343399048,563.5353,156950.75,2.4774272,1.6538905,613.1396,10700,16.39,613.1396,1.6784668e-06
[-0.036 -1.14  -2.811 -0.3   -1.495],-108.16116366297948,8.169746,108,4.2388873,-3.7889557,0.00078666135,295305,1.4289136,34.30033,100,1263.6400797367096,566.0898,4364146.0,2.5524557,84.44563,774.96625,10800,16.29,774.96625,
[-0.069 -1.139 -2.8   -0.335 -1.51 ],-107.91679440756012,9.991699,109,4.62221,-4.4218674,0.0008749968,296966,1.835759,93.84062,100,1272.6690082550049,552.381,4852263.0,2.9068186,187.6891,947.0768,10900,16.61,947.0768,-3.5858154e-06
[-0.039 -1.107 -2.79  -0.311 -1.513],-107.48993960930265,8.347244,110,14.02302,-4.2266693,6.358744e-07,298602,1.8601966,142.54132,100,1282.3929874897003,559.81384,49183068.0,2.7282643,50063.76,1008.85785,11000,16.36,1008.85785,2.2888183e-07
[-0.042 -1.091 -2.826 -0.289 -1.53 ],-108.23040370804128,7.467514,111,5.3027005,-4.4744034,0.00011884832,300280,1.3707699,65.73781,100,1291.1542718410492,547.5766,6938642.0,2.89404,1353.8037,744.2806,11100,16.78,744.2806,-2.2888185e-06
[-0.028 -1.089 -2.838 -0.24  -1.537],-107.87295616787091,7.578041,112,60.268116,-4.1673203,2.6415545e-10,301909,6.3803363,614.0948,100,1300.2947087287903,564.5544,886884540.0,2.8179443,22470510000000.0,3233.847,11200,16.29,3233.847,6.713867e-06
[ 2.714e-03 -1.051e+00 -2.863e+00 -2.018e-01 -1.545e+00],-108.12170334393875,7.072792,113,5.594978,-4.1252594,1.1226826e-05,303572,1.5839872,54.410675,100,1311.836354970932,552.6607,7768008.5,2.895862,434.7652,847.1803,11300,16.63,847.1803,1.9073486e-06
[-0.015 -1.063 -2.876 -0.236 -1.543],-108.00810250714089,6.5576324,114,0.56655145,-4.2238846,0.1741953,305206,1.0549678,6.1783133,100,1321.7799627780914,563.29877,98240.56,2.7254174,1.3521264,594.18604,11400,16.34,594.18604,-5.1116945e-06
[-0.025 -1.072 -2.891 -0.237 -1.54 ],-108.50538360442006,8.800438,115,50.064163,-3.962204,5.3760845e-09,306868,6.006241,507.66544,100,1329.4070994853973,555.0019,624967500.0,2.6844397,61867176.0,3083.1655,11500,16.62,3083.1655,6.4849855e-06
[-0.025 -1.067 -2.916 -0.268 -1.537],-108.0328618309724,7.508644,116,249.71855,-3.3751068,3.914935e-09,308472,25.938862,3606.8013,100,1339.3111097812653,575.4587,16990406000.0,2.4287062,6672929.5,13670.103,11600,16.04,13670.103,-5.9509275e-06
[-0.026 -1.043 -2.848 -0.274 -1.539],-107.77281978430874,9.461342,117,2.374156,-4.1975327,0.00738753,310082,1.2799476,13.949221,100,1350.28075838089,571.64294,1465002.5,2.7115774,18.3347,714.8852,11700,16.1,714.8852,1.2664795e-05
[-0.041 -1.057 -2.84  -0.286 -1.536],-107.77428785371636,6.9535522,118,5.4999056,-3.99823,9.4641524e-05,311686,1.3973844,93.36835,100,1359.0973808765411,574.07635,9018597.0,2.3779764,2754.9429,790.7322,11800,16.04,790.7322,7.6293944e-08
[-0.033 -1.031 -2.791 -0.273 -1.526],-108.21683636257059,8.081062,119,12.611418,-3.9059448,1.0964205e-07,313279,2.0762746,126.92562,100,1368.2049210071564,580.9799,40949776.0,2.5186558,8792.597,1118.1443,11900,15.93,1118.1443,-9.9182125e-06
[-0.037 -1.056 -2.793 -0.251 -1.529],-107.98234225884813,7.3501053,120,22.151571,-3.961296,9.8797955e-06,314873,2.9140668,302.5051,100,1377.2940530776978,579.31305,137888930.0,2.4221535,628096.94,1607.5474,12000,15.94,1607.5474,-7.400513e-06
[-0.014 -1.065 -2.768 -0.226 -1.525],-107.90307768923547,8.630241,121,164.24803,-4.141571,2.5741343e-14,316489,16.764637,1997.4459,100,1387.5513174533844,569.92456,7333958000.0,2.8071394,3.156967e+25,8824.639,12100,16.16,8824.639,-1.3732911e-06
[-0.007 -1.06  -2.833 -0.138 -1.533],-107.60490347836787,8.862129,122,11.856192,-4.3291397,1.4175658e-05,318086,1.8283149,267.073,100,1399.7975239753723,576.0504,39636020.0,2.6123214,19314.68,1039.1788,12200,15.97,1039.1788,-3.3569336e-06
[ 2.723e-03 -1.108e+00 -2.837e+00 -1.360e-01 -1.543e+00],-107.81297095571128,6.3621216,123,11.953155,-4.305336,5.3035696e-05,319681,2.3535647,161.32059,100,1408.1630878448486,577.9918,37333130.0,2.3585665,8661.89,1265.052,12300,15.95,1265.052,-1.9073486e-06
[ 0.008 -1.082 -2.85  -0.106 -1.562],-107.45785652878864,6.4639587,124,11.159801,-4.287491,2.0255868e-07,321301,2.5031304,148.33237,100,1417.9649240970612,565.9531,32676642.0,2.645112,221764.9,1347.5363,12400,16.2,1347.5363,-3.2043456e-06
[-0.062 -1.094 -2.866 -0.149 -1.591],-107.70456423075743,7.7345886,125,7.195269,-4.580673,8.666633e-05,322898,1.8348826,85.19583,100,1428.9276378154755,576.57886,14711427.0,2.8126996,211.14655,1020.02075,12500,15.97,1020.02075,-2.3651123e-06
[-0.079 -1.095 -2.855 -0.188 -1.597],-108.30556099878591,9.754097,126,0.25716558,-3.957344,0.3832391,324516,1.0106268,1.9899223,100,1437.8265907764435,571.21094,20264.863,2.578306,1.070432,577.5093,12600,16.18,577.5093,-6.1035155e-07
[-0.086 -1.084 -2.848 -0.187 -1.606],-107.76265321910834,7.175949,127,19.713318,-4.8343735,1.9775616e-06,326174,3.328167,199.05307,100,1445.1958394050598,552.7378,91747860.0,2.9961193,8840.318,1691.5547,12700,16.58,1691.5547,-1.6021728e-06
[-0.066 -1.066 -2.818 -0.232 -1.596],-108.71490401336578,8.263123,128,0.9267336,-3.2966614,0.08993213,327767,1.0996602,5.9266095,100,1455.3883111476898,583.642,238415.08,2.486387,2.2639976,641.1581,12800,15.93,641.1581,5.4931643e-06
[-0.059 -1.08  -2.818 -0.232 -1.597],-107.9528955429278,7.6985474,129,2.7270894,-4.3097305,0.0027147634,329399,1.2820833,34.711464,100,1463.005986213684,563.7869,2146986.8,2.654896,11.433741,717.3853,12900,16.32,717.3853,-6.942749e-06
[-0.018 -1.07  -2.795 -0.221 -1.598],-108.02290066605936,8.451546,130,0.81219155,-4.171097,0.07781356,331050,1.0573485,6.6485033,100,1472.105420589447,556.74774,170432.84,2.8660054,1.8544986,587.0849,13000,16.51,587.0849,-2.670288e-06
[-0.018 -1.072 -2.79  -0.215 -1.599],-108.27392011111183,7.0960007,131,1.0081737,-3.9769974,0.04686398,332687,1.070259,6.7527447,100,1479.5511734485626,563.4969,291987.97,2.6499994,2.1637084,604.1096,13100,16.37,604.1096,-8.544922e-06
[-0.01  -1.082 -2.805 -0.201 -1.601],-108.29513389300979,8.153687,132,15.31123,-3.909172,3.9719475e-07,334320,1.9066343,155.47841,100,1487.9879553318024,565.1808,56527884.0,2.7581594,30601.586,1004.59235,13200,16.33,1004.59235,5.340576e-06
[-0.014 -1.077 -2.842 -0.198 -1.595],-108.15269130656179,8.134659,133,9.543329,-3.9672928,4.800498e-06,335918,1.9574817,256.76224,100,1495.9357755184174,578.55963,25355796.0,2.7343025,1552.0483,1086.4346,13300,15.98,1086.4346,-1.15966795e-05
[-0.02  -1.097 -2.826 -0.202 -1.592],-107.59640919503036,6.260681,134,0.39389732,-4.071701,0.29010722,337525,1.0442054,2.8895257,100,1504.8632175922394,571.93134,44229.047,2.4752548,1.1940554,594.896,13400,16.07,594.896,-7.6293944e-08
[-0.028 -1.093 -2.819 -0.208 -1.6  ],-107.80697575691585,6.7332916,135,32.764023,-3.8875046,4.1120575e-07,339124,3.738477,375.3566,100,1512.3921585083008,576.29584,264870290.0,2.6497445,54279868.0,1958.3535,13500,15.99,1958.3535,-5.340576e-07
[ 0.017 -1.039 -2.795 -0.172 -1.585],-107.90041615572358,9.110809,136,21.783878,-4.1110764,1.1887376e-05,340730,3.4836924,251.20227,100,1522.6938841342926,573.94696,118129340.0,2.9100518,10056.425,1830.1984,13600,16.06,1830.1984,-1.6021728e-06
[ 0.024 -0.992 -2.787 -0.171 -1.588],-108.17495331904041,7.398613,137,30.24611,-3.7550735,9.507937e-07,342361,4.345897,289.67575,100,1532.4111232757568,565.33325,216271440.0,2.657982,224798.62,2206.5361,13700,16.31,2206.5361,-7.781982e-06
[ 0.024 -1.008 -2.775 -0.228 -1.601],-108.14966904556496,7.003151,138,37.3212,-4.121025,1.585263e-08,343976,4.051355,380.06958,100,1542.4125046730042,571.601,349620670.0,2.5146859,144706900000.0,2112.0496,13800,16.15,2112.0496,2.2125244e-06
[-9.241e-04 -1.048e+00 -2.762e+00 -2.598e-01 -1.616e+00],-108.18872153543569,8.10556,139,1.8217472,-3.8618927,0.00042832855,345607,1.2160583,44.168022,100,1552.343837738037,565.4121,903608.0,2.77476,8.977341,679.4847,13900,16.31,679.4847,6.4849855e-06
[ 0.006 -1.049 -2.774 -0.233 -1.62 ],-107.29856828323402,8.273361,140,2.5504344,-4.3265915,0.0016907104,347182,1.1840311,17.815409,100,1560.5446374416351,583.554,1912263.6,2.823963,160.05214,687.53827,14000,15.75,687.53827,-9.460449e-06
[ 0.006 -1.056 -2.801 -0.206 -1.629],-107.4689874860274,8.330193,141,4.256331,-4.5051956,0.00033383054,348808,1.3307853,61.028442,100,1568.8772451877594,563.64105,5146858.5,2.4611037,433.46497,739.92084,14100,16.26,739.92084,8.621216e-06
[ 5.371e-04 -1.054e+00 -2.785e+00 -2.479e-01 -1.622e+00],-108.01795425096272,8.574974,142,12.439862,-4.438408,0.00024098538,350474,1.7572632,124.9608,100,1578.4697182178497,550.99524,38473296.0,2.9048183,36532.92,935.9484,14200,16.66,935.9484,-7.6293945e-06
[-0.02  -1.061 -2.763 -0.279 -1.657],-107.99453631872412,9.177101,143,1.0544288,-3.7917633,0.07935501,352061,1.0593061,7.2641726,100,1587.8995292186737,582.2758,313513.44,2.4851367,2.5249915,613.74384,14300,15.87,613.74384,-1.4495849e-06
[-0.016 -1.071 -2.764 -0.273 -1.658],-107.96730293048006,6.903099,144,19.765978,-3.5198364,9.656608e-16,353680,2.96399,219.18047,100,1595.2531321048737,569.0316,102531150.0,2.4297388,5.4012512e+16,1574.1007,14400,16.19,1574.1007,1.7547608e-06
[-0.016 -1.105 -2.767 -0.227 -1.654],-107.87253686308779,6.264244,145,2.342895,-4.4928207,0.0019988595,355329,1.2818012,17.297552,100,1604.69961476326,556.75555,1394850.4,2.71493,16.200089,693.98694,14500,16.49,693.98694,9.002685e-06
[-0.006 -1.094 -2.768 -0.2   -1.66 ],-108.52893814010439,8.495964,146,23.750072,-3.7181854,6.2359095e-07,356961,4.069968,218.41406,100,1613.3018145561218,566.7992,136285310.0,2.613086,28786.506,2091.064,14600,16.32,2091.064,-2.0599366e-06
[-0.003 -1.113 -2.747 -0.2   -1.659],-108.10289341785244,8.92234,147,11.095062,-4.3081284,1.6842554e-05,358638,1.8337004,186.54723,100,1623.8014471530914,547.28796,28533718.0,3.077674,1811.6133,965.0427,14700,16.77,965.0427,3.8146973e-07
[ 0.015 -1.067 -2.717 -0.212 -1.666],-107.64719738821569,9.188423,148,1.4365638,-4.134285,0.0052531012,360221,1.2660552,6.6225176,100,1633.718293428421,582.0829,557976.94,2.5411031,5.243482,722.9914,14800,15.83,722.9914,-6.1035157e-06
[ 0.039 -1.051 -2.71  -0.201 -1.672],-107.76777451998336,6.911476,149,1.5034854,-4.479332,0.05015686,361854,1.1040063,10.405123,100,1641.795298576355,562.44116,619910.56,2.5586522,4.2931166,619.63477,14900,16.33,619.63477,6.4849855e-06
[ 0.048 -1.063 -2.725 -0.213 -1.689],-108.13575256780919,7.6010895,150,5.162253,-4.1189194,4.9245922e-05,363478,1.5142922,46.239456,100,1649.682707309723,567.9389,7099491.5,2.7545412,105700.53,845.3385,15000,16.24,845.3385,-2.2888183e-07
[ 0.037 -1.053 -2.702 -0.257 -1.693],-108.65961972066994,9.077179,151,1.6441867,-4.034874,0.0015385727,365157,1.347531,10.377581,100,1660.9370918273926,549.3459,751297.4,2.9529939,6.92953,734.555,15100,16.79,734.555,1.0681152e-06
[ 0.011 -1.075 -2.73  -0.252 -1.695],-107.99314773222723,7.415863,152,0.44138977,-3.9665375,0.24181885,366754,1.0471804,3.0289803,100,1669.4542739391327,578.10535,55069.62,2.4173565,1.3345436,603.2496,15200,15.97,603.2496,-5.4931643e-06
[ 0.006 -1.071 -2.735 -0.242 -1.691],-107.91855176018444,7.900299,153,51.204273,-3.9328232,1.0736051e-07,368379,5.5875764,522.5695,100,1676.631469964981,566.3934,643582300.0,2.7655551,374347170.0,2863.4753,15300,16.25,2863.4753,-4.272461e-06
[-0.016 -1.151 -2.781 -0.272 -1.696],-107.92747293554065,8.5625305,154,6.413567,-4.3008804,5.019825e-05,370011,1.2780479,64.77881,100,1687.426176071167,563.67285,10037862.0,2.5323327,119.57777,710.03754,15400,16.32,710.03754,-3.890991e-06
[-0.024 -1.184 -2.788 -0.285 -1.71 ],-107.84932388215886,8.810127,155,3.7361684,-4.7864304,0.000894396,371667,1.3345647,32.154133,100,1697.3104484081268,553.9526,3386378.8,3.0828485,252.5991,718.6786,15500,16.56,718.6786,-3.5095215e-06
[-0.035 -1.18  -2.764 -0.302 -1.713],-107.36066726954036,6.9965973,156,2.0751038,-4.270752,0.00642367,373296,1.1399723,29.295126,100,1705.61936378479,561.8964,1080218.9,2.8920195,12.910689,632.02264,15600,16.29,632.02264,-1.6021728e-06
[-0.037 -1.206 -2.77  -0.319 -1.7  ],-108.08439357471057,5.579239,157,1.4110953,-3.9313126,0.041203566,374905,1.0747753,11.78823,100,1713.0032935142517,573.6883,531140.56,2.3578312,3.8602967,608.7514,15700,16.09,608.7514,-4.272461e-06
[-0.051 -1.208 -2.765 -0.312 -1.707],-107.9251262723825,7.1815033,158,1.7137405,-3.6796265,0.010744483,376521,1.1441548,18.013885,100,1721.8111352920532,570.033,864263.7,2.4794512,3.7183802,646.72125,15800,16.16,646.72125,-1.2207031e-06
[-0.014 -1.209 -2.744 -0.32  -1.72 ],-107.93428219154691,8.173233,159,42.069252,-4.2409973,0.0014622142,378132,4.943721,559.2306,100,1730.583524942398,572.0897,474824740.0,2.8482115,980.043,2613.1914,15900,16.11,2613.1914,-7.2479247e-06
[ 0.005 -1.178 -2.702 -0.335 -1.732],-108.67966557923897,8.859894,160,0.7003076,-4.1039886,0.09249507,379822,1.061316,5.6647844,100,1740.9502573013306,545.35657,133458.55,3.0623915,1.7450708,578.18524,16000,16.9,578.18524,-5.340576e-07
[ 0.003 -1.186 -2.714 -0.325 -1.736],-108.34048880403277,7.4695587,161,184.16621,-4.386963,1.3559654e-08,381488,18.815582,1880.3625,100,1748.939893245697,552.63995,8379489300.0,2.7231753,98561470000000.0,9434.17,16100,16.66,9434.17,7.858276e-06
[-0.028 -1.251 -2.782 -0.309 -1.73 ],-107.76728385914211,6.1048737,162,0.7062108,-4.0140686,0.124935105,383057,1.0885028,5.7913527,100,1759.835914850235,588.64545,165018.1,2.794965,1.7968014,641.29144,16200,15.69,641.29144,-1.2283325e-05
[-0.033 -1.232 -2.765 -0.313 -1.733],-108.24422066229415,8.525879,163,1.1550014,-3.9346542,0.05839906,384674,1.1064633,10.23439,100,1768.1018886566162,571.29694,348964.3,2.6073856,2.7781372,626.96326,16300,16.17,626.96326,8.010864e-06
[-0.04  -1.237 -2.759 -0.316 -1.735],-108.09561620378452,8.6237335,164,45.207726,-4.2220917,1.2908444e-06,386313,4.9650273,578.9008,100,1776.0638649463654,561.8024,535950140.0,3.0669808,312362.2,2594.0647,16400,16.39,2594.0647,-1.5258789e-06
[-0.043 -1.218 -2.746 -0.272 -1.726],-107.74097224432495,8.186943,165,4.8154464,-3.7674026,6.1925646e-05,387922,1.5033281,41.477715,100,1785.8004665374756,571.881,6248693.5,2.586873,7382.97,836.4312,16500,16.09,836.4312,3.7384034e-06
[-0.086 -1.239 -2.778 -0.29  -1.718],-108.24377484731997,8.601616,166,3.441655,-3.7489777,0.0012849746,389510,1.3442444,31.270708,100,1796.7853815555573,583.2065,3553727.0,2.3980799,59.522903,780.7539,16600,15.88,780.7539,-5.0354006e-06
[-0.091 -1.25  -2.81  -0.281 -1.722],-107.80864930807569,7.13015,167,17.784002,-4.6770935,4.3564938e-07,391151,2.6291137,178.5376,100,1807.226927280426,559.5311,79845416.0,2.7393394,1429177.9,1380.234,16700,16.41,1380.234,1.2207031e-06
[-0.068 -1.241 -2.828 -0.251 -1.706],-107.60923529403982,6.648056,168,4.3007984,-4.359726,0.00010137579,392755,1.3194499,36.900146,100,1817.5906088352203,573.1953,4854458.0,2.697342,6258.48,733.6421,16800,16.04,733.6421,6.2561035e-06
[-0.057 -1.224 -2.82  -0.276 -1.713],-108.56717535837751,7.666214,169,44.060814,-3.8924255,8.4839263e-07,394423,4.6241055,1856.7753,100,1827.0475752353668,553.0447,512057950.0,2.7556164,240173330.0,2459.925,16900,16.68,2459.925,-2.2888183e-07
[-0.053 -1.191 -2.829 -0.234 -1.707],-107.5051937433333,7.728752,170,2.800921,-4.0316772,0.0024500934,396002,1.2728428,48.550423,100,1837.1126992702484,582.9797,2265904.5,2.7207232,22.155718,733.4532,17000,15.79,733.4532,-7.781982e-06
[-0.058 -1.176 -2.833 -0.239 -1.707],-108.19652782633237,5.844124,171,5.386981,-3.9183273,0.00044359706,397614,1.6868072,73.97422,100,1846.4701676368713,573.06726,8684689.0,2.4394774,318.1378,944.18677,17100,16.12,944.18677,6.3323973e-06
[-0.049 -1.141 -2.789 -0.241 -1.712],-108.33693229204522,6.953598,172,46.890762,-4.2665024,1.0466558e-09,399278,4.698953,894.94006,100,1855.8258867263794,553.3763,513651600.0,2.820577,188310610.0,2352.0234,17200,16.64,2352.0234,1.1444092e-06
[-0.038 -1.121 -2.81  -0.25  -1.726],-108.16990503996253,8.007393,173,3.1737494,-4.128639,0.0036660354,400907,1.4452909,44.569286,100,1867.865385055542,566.10706,2629617.2,2.4877176,31.83434,788.71765,17300,16.29,788.71765,-4.043579e-06
[-0.046 -1.139 -2.81  -0.278 -1.728],-107.82526008269657,8.870674,174,10.456896,-4.0841904,3.4662135e-06,402518,2.1688473,92.5707,100,1876.2737057209015,571.507,32116560.0,2.7147927,18552.955,1214.7157,17400,16.11,1214.7157,-8.31604e-06
[-0.042 -1.165 -2.859 -0.266 -1.733],-107.35062887030134,6.6004105,175,58.034756,-4.230423,1.1889978e-06,404110,7.803463,659.74524,100,1885.5974197387695,576.74274,896812000.0,2.7365417,348358.4,4111.867,17500,15.92,4111.867,1.6784668e-06
[-0.042 -1.135 -2.867 -0.27  -1.735],-108.44994147689796,8.101654,176,495.26978,-4.032257,1.7602506e-08,405759,50.775505,6152.2617,100,1897.041398525238,559.7292,59779460000.0,2.4926476,486634600.0,25409.26,17600,16.49,25409.26,3.967285e-06
[-0.028 -1.127 -2.866 -0.215 -1.739],-108.18261424093788,7.1511,177,1.5714098,-3.5316544,0.013223523,407349,1.169358,16.97229,100,1908.1599555015564,582.02673,748318.25,2.2781925,6.8047986,678.38184,17700,15.9,678.38184,6.3323973e-06
[-0.031 -1.132 -2.887 -0.201 -1.737],-107.73078452235723,9.112923,178,6.562831,-4.2738113,3.6611193e-05,408953,1.7865335,57.337532,100,1917.735577583313,573.851,11025008.0,2.5981576,454.3203,975.9533,17800,16.04,975.9533,-2.2125244e-06
[-0.022 -1.125 -2.899 -0.209 -1.734],-108.22961346798405,9.506439,179,13.484118,-4.125511,3.674271e-05,410590,2.2817693,134.01767,100,1925.9425513744354,563.26086,47501240.0,2.7311783,1583.455,1235.6547,17900,16.37,1235.6547,-7.781982e-06
[-0.039 -1.122 -2.913 -0.229 -1.741],-108.18575006900656,8.815804,180,5.0264754,-4.243126,0.0005472523,412232,1.3219644,149.48749,100,1937.4662222862244,561.07965,6755352.5,2.94709,199.60506,735.7245,18000,16.42,735.7245,4.043579e-06
[-0.033 -1.104 -2.923 -0.215 -1.736],-108.36004061338534,9.645096,181,0.48199078,-3.5107422,0.32949433,413824,1.0419701,3.2475843,100,1946.8627681732178,582.1657,68892.35,2.6265097,1.180241,604.1496,18100,15.92,604.1496,5.569458e-06
[-0.042 -1.092 -2.918 -0.207 -1.734],-108.09548873475181,8.436424,182,100.57796,-3.7514648,1.6690718e-12,415436,10.02327,1025.1877,100,1954.8044698238373,572.5318,2541794600.0,2.7778425,8089530000000.0,5145.1934,18200,16.12,5145.1934,1.15966795e-05
[-0.077 -1.119 -2.895 -0.231 -1.736],-108.58623082789948,5.5364227,183,1.2214993,-3.9523163,0.040410608,417067,1.1283361,9.137968,100,1965.546805858612,567.4958,418258.2,2.264981,2.49537,636.9667,18300,16.31,636.9667,5.264282e-06
[-0.084 -1.136 -2.909 -0.224 -1.734],-108.26691556914993,7.327881,184,3.3448846,-3.6501694,0.00024482937,418701,1.3030285,66.75676,100,1974.6086990833282,564.6329,3223241.2,2.7300537,69.75966,736.3153,18400,16.34,736.3153,1.6021728e-06
[-0.097 -1.146 -2.92  -0.249 -1.726],-107.8305652960717,7.1253967,185,0.5652488,-4.275055,0.053697832,420327,1.0434232,3.0839832,100,1984.830302476883,565.5319,89015.234,2.3968549,1.5058951,589.85034,18500,16.26,589.85034,1.0299683e-05
[-0.09  -1.146 -2.91  -0.261 -1.728],-107.82413288288771,8.1347275,186,3.080743,-4.2782593,0.00071239355,421932,1.4398298,73.92189,100,1990.8358707427979,573.9369,2769021.0,2.4512644,161.09875,817.20197,18600,16.05,817.20197,-6.5612794e-06
[-0.073 -1.135 -2.876 -0.278 -1.727],-108.09180435577555,7.5386353,187,29.309278,-4.387787,7.063262e-14,423587,3.617997,584.73016,100,1999.4309906959534,555.5832,208981710.0,2.6533437,4.6369185e+17,1872.1608,18700,16.55,1872.1608,2.1362305e-06
[-0.065 -1.14  -2.864 -0.222 -1.726],-107.86164663243466,8.69709,188,0.8419156,-4.5382843,0.14120284,425204,1.0980133,5.954108,100,2010.0666363239288,569.2692,191466.77,2.9022884,1.8433506,621.8275,18800,16.17,621.8275,-3.4332274e-06
[-0.064 -1.13  -2.864 -0.208 -1.728],-108.00667477396907,5.542877,189,2.0417404,-4.4158325,0.028182942,426864,1.2189504,20.450012,100,2019.3101456165314,553.2257,1072474.4,2.6729276,6.4161353,667.5001,18900,16.6,667.5001,-1.6021728e-06
[-0.061 -1.126 -2.875 -0.19  -1.731],-107.89501169785137,5.9555206,190,25.582678,-4.208214,1.7724353e-09,428509,3.8608482,255.93214,100,2028.958443403244,558.40326,176278800.0,2.5258734,3722279.8,2043.6864,19000,16.45,2043.6864,7.781982e-06
[-0.067 -1.154 -2.929 -0.151 -1.729],-108.13222197986153,8.641296,191,11.179175,-3.9954681,1.212824e-05,430130,2.0595162,335.35394,100,2038.8269522190094,569.1016,37171400.0,2.8303032,3854.7043,1159.895,19100,16.21,1159.895,-8.239746e-06
[-0.084 -1.166 -2.929 -0.191 -1.725],-107.9047321892247,8.524139,192,10.785643,-3.991684,0.0009811245,431724,1.8434252,155.88321,100,2048.4526028633118,578.88544,32286508.0,2.586225,395.64667,1031.1127,19200,15.94,1031.1127,-5.645752e-06
[-0.098 -1.146 -2.94  -0.157 -1.727],-107.98815979924686,6.7780685,193,2.9549286,-3.8607025,0.0020237325,433326,1.2617868,21.534779,100,2057.1104023456573,576.03516,2327382.2,2.4553475,25.256285,716.39954,19300,16.02,716.39954,-2.822876e-06
[-0.1   -1.145 -2.96  -0.158 -1.734],-107.80802648486966,7.6762924,194,76.152176,-3.7458267,5.51958e-07,434945,8.350803,780.4436,100,2066.090231657028,568.2094,1366193400.0,2.4984992,4597471.5,4179.061,19400,16.19,4179.061,1.2969971e-06
[-0.109 -1.14  -2.923 -0.196 -1.735],-107.98591246599428,8.160248,195,8.571538,-3.9622574,0.00048642146,436587,1.6505147,166.24687,100,2075.9057233333588,560.0507,18580996.0,2.6244094,126.0744,893.9231,19500,16.42,893.9231,3.8146973e-07
[-0.123 -1.109 -2.926 -0.18  -1.74 ],-107.43039742178962,8.830307,196,3.2564642,-4.246147,0.0009381667,438179,1.463258,55.88563,100,2086.3733265399933,577.1726,3569523.8,2.5903158,50.113075,850.8025,19600,15.92,850.8025,1.1444092e-06
[-0.137 -1.133 -2.964 -0.177 -1.743],-107.74962560376427,7.7582626,197,4.9280586,-4.736603,0.0001800252,439825,1.3218042,54.345226,100,2096.2691547870636,557.2862,5931767.5,2.7102036,129.49841,713.6332,19700,16.46,713.6332,-8.163453e-06
[-0.12  -1.113 -2.967 -0.166 -1.749],-107.89394764258776,7.749222,198,0.80684143,-3.836113,0.07177966,441412,1.035931,6.20818,100,2104.8573763370514,581.757,193187.84,2.551735,1.7060236,601.8544,19800,15.87,601.8544,3.6621093e-06
[-0.106 -1.119 -2.969 -0.156 -1.754],-107.70181922423495,7.2198486,199,13.738162,-4.315773,8.562099e-06,443076,1.9999096,254.49844,100,2112.8461575508118,550.1487,46032410.0,2.8068917,3296.096,1047.3147,19900,16.64,1047.3147,-3.0517577e-07
[-0.114 -1.117 -2.988 -0.171 -1.759],-107.80545099054028,7.8133316,200,2.7508013,-4.9396057,0.000693845,444774,1.1669822,29.254616,100,2122.215764760971,538.0702,1821607.4,3.2243502,39.001793,620.69196,20000,16.98,620.69196,2.670288e-06
[-0.112 -1.121 -2.969 -0.188 -1.762],-108.2454203294778,6.7165985,201,3.4866357,-4.104347,0.00096246856,446404,1.4681666,22.186552,100,2131.851488828659,566.11176,3116202.0,2.4086754,21.030066,804.80066,20100,16.3,804.80066,-2.2888183e-07
[-0.133 -1.142 -2.976 -0.191 -1.772],-107.99500887007628,8.622734,202,3.7572217,-4.4303207,0.0026024287,448069,1.3456856,33.56198,100,2142.001953125,551.2576,3289529.0,2.759875,45.96428,718.95154,20200,16.65,718.95154,4.4250487e-06
