Weights,EpLenMean,EpRewMean,J_sample_variance,MeanIWNorm,MaxIWNorm,StdIWNorm,InitialReturnMax,EpisodesSoFar,MaxIW,MinIWNorm,EpThisIter,TimeElapsed,ESSClassic,Iteration,EmpiricalD2,InitialReturnMin,MeanIW,MinIW,TimestepsSoFar,StdIW,ReturnMeanIW,ESSRenyi,InitialReturnStd,InitialReturnMean,Bound,InitialBound
[-0.94  -1.068 -0.037 -0.833 -1.137],491.2,12.94807867978178,89.21552,0.009498024,0.021341592,0.0038650057,20.370617,32000,2.1341593,0.0026600617,100,21298.866597414017,85.79347,320,1.2718765,-58.63617,0.9498024,0.26600617,10865263,0.3865006,0.83374465,78.623985,10.345551,-5.1498415e-07,-1.3705355,-1.9545398
[-0.936 -1.07  -0.036 -0.833 -1.137],478.4,12.345690999914577,211.71748,0.0119866105,0.14881687,0.016647656,17.823332,32100,14.881687,0.0011727292,100,21379.434589147568,34.14231,321,2.1266298,-56.111343,1.198661,0.11727292,10913103,1.6647657,1.7935462,47.02276,13.538003,-8.773804e-07,-0.9340205,-1.8703792
[-0.935 -1.07  -0.032 -0.832 -1.138],500.0,16.141914354555322,43.578514,0.009360574,0.077225626,0.01135492,15.801553,32200,7.722563,0.00053007295,100,21463.204407453537,40.461105,322,2.789193,-14.558386,0.93605757,0.053007297,10963103,1.1354921,1.3959557,35.852665,6.038887,1.5258789e-07,0.5162897,-0.52671844
[-0.935 -1.067 -0.031 -0.834 -1.137],491.71,13.966607194600087,393.28458,0.0105657615,0.09518658,0.0147703355,20.871525,32300,9.518659,0.0002724856,100,21546.281403064728,33.849594,323,3.6438584,-47.882088,1.0565761,0.02724856,11012274,1.4770336,2.9879797,27.443438,9.829207,-2.002716e-07,-0.058740377,-1.5960698
[-0.941 -1.065 -0.029 -0.833 -1.133],495.58,13.690639685000495,63.73673,0.0098664025,0.020439757,0.0031322397,18.366112,32400,2.0439758,0.0029005085,100,21631.298523187637,90.84433,324,1.1072819,-58.03413,0.9866402,0.29005086,11061832,0.31322396,0.2640195,90.31123,8.314809,-5.2452087e-08,-1.7715752,-1.9344711
[-0.941 -1.065 -0.028 -0.833 -1.133],500.0,19.314927940688417,26389.195,0.027801087,1.5652653,0.16902182,27.772083,32500,156.52654,2.3561002e-05,100,21714.926569223404,2.6341748,325,77.70694,-27.061455,2.7801087,0.0023561004,11111832,16.90218,22.16265,1.2868863,7.3661027,3.8146972e-08,14.002143,-0.9257361
[-0.941 -1.068 -0.021 -0.838 -1.138],500.0,16.37151504374949,36648.01,0.039271638,3.4240532,0.34051213,24.03931,32600,342.40533,8.1537013e-07,100,21797.358806610107,1.3126659,326,172.15497,-16.337551,3.927164,8.1537015e-05,11161832,34.05122,20.168678,0.580872,6.7304144,2.5749208e-07,9.654858,-0.8013101
[-0.945 -1.062 -0.024 -0.844 -1.137],495.58,17.162612766942267,42.76105,0.009689063,0.022083899,0.0034033658,14.258213,32700,2.20839,0.003283553,100,21876.772859573364,89.01686,327,1.1288383,-57.687897,0.96890634,0.3283553,11211390,0.3403366,0.34619042,88.58665,8.158994,2.002716e-07,-1.696861,-1.9229298
[-0.945 -1.063 -0.023 -0.844 -1.137],495.61,16.216766032256775,61.25472,0.009762988,0.016514644,0.0018860105,17.869781,32800,1.6514645,0.005867484,100,21954.568912744522,96.40241,328,1.0376341,-57.467392,0.9762988,0.5867484,11260951,0.18860106,0.09790549,96.373085,8.257019,-2.002716e-07,-1.853387,-1.9155799
[-0.945 -1.063 -0.023 -0.843 -1.137],495.58,14.23044163885694,151.17538,0.010474622,0.046642583,0.008558602,13.2295475,32900,4.6642585,0.0005141699,100,22032.566566705704,59.965714,329,1.6913083,-56.78163,1.0474621,0.051416993,11310509,0.85586023,0.9679369,59.125828,8.52637,-3.8146972e-08,-1.4935528,-1.8927212
[-0.945 -1.064 -0.026 -0.844 -1.137],495.68,16.6403240817872,65.191826,0.0099999,0.0100035835,1.7506059e-06,18.59736,33000,1.0003583,0.009995441,100,22111.194862127304,99.999985,330,1.0,-60.158302,0.99999,0.99954414,11360077,0.000175059,5.6577846e-05,100.0,8.033771,5.38826e-07,-2.0052204,-2.0052764
[-0.945 -1.064 -0.026 -0.844 -1.137],483.68,9.481556117307054,91.53077,0.009373977,0.027164487,0.0043023685,20.0722,33100,2.7164488,0.0032518548,100,22186.934227705002,82.60004,331,1.1850476,-48.804756,0.9373976,0.32518548,11408445,0.43023688,0.46695203,84.384796,10.909618,-1.4305115e-07,-1.3040082,-1.6268257
[-0.947 -1.064 -0.025 -0.843 -1.138],495.64,16.608824306876755,882.4263,0.010389862,0.10623599,0.015915936,25.933994,33200,10.623599,0.0003144934,100,22265.61814069748,29.8808,332,4.6117554,-52.060604,1.0389863,0.03144934,11458009,1.5915936,3.6694515,21.683718,8.030815,4.7683716e-07,-0.057219982,-1.7353531
[-0.94  -1.064 -0.027 -0.839 -1.139],495.58,14.404832650725327,108.79789,0.010327683,0.026398245,0.0034297386,17.80428,33300,2.6398246,0.0042343256,100,22343.64964365959,90.066956,333,1.1078688,-55.773773,1.0327682,0.4234326,11507567,0.34297386,0.23044808,90.2634,8.628863,-3.8146972e-08,-1.7263812,-1.8591259
[-0.939 -1.064 -0.027 -0.841 -1.139],491.41,16.519673421447745,138.00934,0.009758261,0.0253082,0.0039034341,34.769054,33400,2.53082,0.0022792034,100,22421.595725297928,86.206116,334,1.1787492,-65.72943,0.9758262,0.22792035,11556708,0.39034343,0.4859118,84.835686,11.277101,-1.9073486e-08,-1.8928411,-2.1909814
[-0.941 -1.065 -0.028 -0.841 -1.138],486.93,13.237461020019474,121.04543,0.010768205,0.026360124,0.0037112127,15.266803,33500,2.6360126,0.0030139568,100,22498.674136400223,89.38303,335,1.1467621,-58.291557,1.0768205,0.30139568,11605401,0.3711213,0.50691617,87.20204,11.4521475,9.822845e-07,-1.5738395,-1.9430511
[-0.939 -1.065 -0.027 -0.84  -1.139],500.0,17.027726521135502,200434.36,0.049508337,4.331496,0.43069476,17.682484,33600,433.14957,1.4453752e-06,100,22579.142154693604,1.304117,336,493.29993,-17.547148,4.9508333,0.00014453752,11655401,43.069473,46.63833,0.20271643,6.4422727,-6.4849854e-07,33.547188,-0.5894168
[-0.935 -1.079 -0.028 -0.858 -1.151],486.68,11.236978019460997,3305.9192,0.01375075,0.3102936,0.03200449,19.300522,33700,31.029362,0.0003037127,100,22656.551899433136,15.583297,337,3.711514,-46.9308,1.3750751,0.030371271,11704069,3.2004492,5.1127095,26.943182,9.050198,-3.8146972e-08,2.0989244,-1.5643601
[-0.944 -1.077 -0.03  -0.854 -1.152],474.24,8.222569537139076,218.28563,0.011603244,0.037341762,0.0068877432,24.600784,33800,3.7341764,0.002122076,100,22732.85234427452,73.94444,338,1.3422693,-56.28206,1.1603245,0.21220762,11751493,0.6887743,1.5785317,74.5007,14.516477,2.670288e-07,-0.59501266,-1.8760685
[-0.946 -1.083 -0.028 -0.857 -1.154],487.78,12.461337031846892,20993516.0,0.4531086,44.70618,4.4476566,15.153759,33900,4470.618,6.3087606e-07,100,22811.726920604706,1.0272069,339,3660.8323,-56.142365,45.31086,6.308761e-05,11800271,444.76566,459.7376,0.027316192,10.408055,4.7683717e-08,346.50818,-1.8714123
[-0.95  -1.07  -0.026 -0.839 -1.144],495.67,17.142816598000465,256.39816,0.011414226,0.051111646,0.010290612,20.90969,34000,5.1111646,0.00034077215,100,22891.18592953682,55.162964,340,2.148021,-49.335773,1.1414227,0.034077216,11849838,1.0290611,1.8706896,46.55448,8.70134,7.8201293e-07,-0.5395484,-1.6445253
[-0.951 -1.072 -0.029 -0.838 -1.144],495.63,19.59144306120727,1465604.6,0.13489811,13.015503,1.2947223,18.247478,34100,1301.5503,1.6622408e-07,100,22970.26034283638,1.0739133,341,1583.8085,-56.550846,13.489811,1.6622409e-05,11899401,129.47223,122.13456,0.06313895,9.173432,-1.5735627e-07,47.115913,-1.8850284
[-0.962 -1.065 -0.023 -0.838 -1.151],496.31,15.938311760681847,70.1618,0.010149107,0.030036764,0.0044885855,14.174529,34200,3.0036764,0.0028402198,100,23049.24488425255,83.6402,342,1.1860135,-45.05868,1.0149107,0.28402197,11949032,0.44885853,0.43692955,84.31608,7.76531,-1.04904174e-07,-1.1987643,-1.5019562
[-0.958 -1.066 -0.021 -0.839 -1.153],500.0,14.935637535568638,118.79939,0.01247088,0.07483457,0.014609082,10.077959,34300,7.483457,0.00030499045,100,23130.051123142242,42.153046,343,3.99436,-16.686058,1.247088,0.030499047,11999032,1.460908,1.9286194,25.0353,5.5452166,1.7166138e-07,0.81700003,-0.5562017
[-0.959 -1.07  -0.022 -0.846 -1.151],500.0,17.730380681304315,43.654522,0.010173015,0.027092198,0.004619333,23.234995,34400,2.70922,0.0021735092,100,23209.633826971054,82.90595,344,1.2848545,-15.741091,1.0173014,0.21735093,12049032,0.4619333,0.36068007,77.82982,5.662031,-3.4570695e-07,-0.5172266,-0.77450025
[-0.959 -1.069 -0.02  -0.847 -1.151],495.6,16.176421451091024,71.033165,0.009804842,0.015030715,0.0021896774,12.3895645,34500,1.5030715,0.0056569944,100,23288.130506277084,95.2495,345,1.0541165,-60.61442,0.9804843,0.56569946,12098592,0.21896775,0.117222756,94.86617,8.106069,-9.822845e-07,-1.9572084,-2.0204818
[-0.958 -1.069 -0.02  -0.848 -1.152],500.0,18.431922303623004,50.006737,0.01029155,0.050281595,0.009277264,25.04271,34600,5.0281596,0.0006776118,100,23366.41599202156,55.16929,346,2.414975,-17.542398,1.029155,0.06776118,12148592,0.9277264,1.0473083,41.4083,6.6765122,-3.5762787e-07,-0.24991977,-0.83475745
[-0.959 -1.071 -0.018 -0.846 -1.152],500.0,18.404119400502154,120720.34,0.06281009,5.5911565,0.5564094,16.076397,34700,559.11566,9.218969e-07,100,23443.216163396835,1.2582612,347,969.78125,-15.807693,6.2810097,9.218969e-05,12198592,55.640938,33.411606,0.103116035,6.387548,-1.4305115e-07,16.723602,-0.5358801
[-0.948 -1.074 -0.025 -0.847 -1.156],495.8,13.907484487649496,3018.3074,0.020759651,0.98650444,0.10098115,29.029776,34800,98.650444,4.9760034e-05,100,23521.524010896683,4.0549197,348,9.269312,-48.48768,2.0759654,0.0049760034,12248172,10.098115,7.8680277,10.788287,8.699203,3.8146972e-08,2.9472485,-1.616256
[-0.938 -1.075 -0.02  -0.848 -1.156],495.59,18.44964890570679,86.166016,0.009831281,0.026396073,0.005181605,18.826061,34900,2.6396074,0.0020582858,100,23600.316027641296,78.26045,349,1.3254384,-57.11216,0.98312813,0.20582858,12297731,0.51816046,0.67273784,75.44674,8.933513,-6.389618e-07,-1.5189924,-1.9037395
[-0.941 -1.075 -0.019 -0.848 -1.155],495.59,16.448982658288788,409.97748,0.008947891,0.0719806,0.0087306835,25.761208,35000,7.1980605,0.0006022449,100,23677.361083507538,51.228443,350,2.1293662,-57.396404,0.8947891,0.060224492,12347290,0.87306845,1.7619634,46.96233,8.788763,2.670288e-07,-1.0298643,-1.9132135
[-0.942 -1.077 -0.016 -0.851 -1.149],495.57,18.82504739318759,191.86757,0.010264318,0.06356905,0.009144149,17.963684,35100,6.356905,0.0007488791,100,23757.689487457275,55.75239,351,1.9139365,-57.189972,1.0264319,0.07488791,12396847,0.9144149,1.7143651,52.248337,8.555512,7.724762e-07,-0.9229523,-1.9063317
[-0.942 -1.076 -0.013 -0.852 -1.149],495.56,19.41238592566939,127.83126,0.01142135,0.095999904,0.011247934,18.534937,35200,9.599991,0.0009955926,100,23835.633950471878,50.764954,352,1.6698163,-61.238396,1.1421351,0.099559255,12446403,1.1247934,1.3315811,59.88683,8.772793,9.536743e-08,-1.3061888,-2.04128
[-0.949 -1.076 -0.015 -0.852 -1.146],495.81,14.291555530362231,82.26473,0.009850633,0.023336109,0.00395566,28.21476,35300,2.333611,0.0026978317,100,23914.679975271225,86.11384,353,1.1779,-61.826702,0.9850634,0.26978317,12495984,0.39556605,0.57172763,84.89685,8.865634,-1.1920929e-07,-1.6649791,-2.0608902
[-0.947 -1.075 -0.015 -0.85  -1.145],500.0,19.899592222474404,37.637203,0.010000151,0.010000677,2.5863486e-07,16.654808,35400,1.0000677,0.009999245,100,23995.440496444702,99.99999,354,1.0,-16.719011,1.000015,0.9999246,12545984,2.5860449e-05,5.9697777e-06,100.0,6.1040583,4.1007996e-07,-0.5572944,-0.55730003
[-0.947 -1.075 -0.015 -0.85  -1.145],500.0,19.81148589743278,155.12729,0.009681798,0.05980749,0.010798491,20.499233,35500,5.980749,0.00033903925,100,24067.709872722626,44.563644,355,2.6610978,-14.9101715,0.9681799,0.033903927,12595984,1.0798492,1.081922,37.578476,5.9367046,3.0517577e-07,-0.032749057,-0.68330747
[-0.949 -1.075 -0.012 -0.849 -1.144],500.0,18.909112958665755,39.17346,0.009999967,0.010001738,5.9390413e-07,17.493618,35600,1.0001738,0.009998186,100,24141.120336294174,99.99999,356,1.0,-13.837208,0.9999967,0.9998186,12645984,5.938779e-05,2.399832e-05,100.0,6.2274837,3.8146973e-07,-0.5830966,-0.5831202
[-0.949 -1.075 -0.012 -0.849 -1.144],500.0,19.980489210904445,392.69305,0.011019555,0.100691676,0.016240198,25.56237,35700,10.069168,0.00048538437,100,24214.317456960678,31.526117,357,3.959366,-16.435791,1.1019557,0.04853844,12695984,1.6240199,2.3533752,25.256569,6.2211714,-9.63211e-07,0.65789497,-0.8520799
[-0.942 -1.075 -0.015 -0.848 -1.151],491.21,14.022297037749622,97.98403,0.009692743,0.013167719,0.0015817094,21.360611,35800,1.316772,0.0050266865,100,24287.384682893753,97.406136,358,1.0366098,-59.712494,0.96927434,0.5026687,12745105,0.15817094,0.20967942,96.468315,10.201509,2.2888183e-07,-1.816844,-1.9904163
[-0.941 -1.078 -0.014 -0.849 -1.151],500.0,22.012943959395216,2412.0625,0.020756654,0.7373914,0.08163909,18.53097,35900,73.73914,5.286653e-05,100,24361.631795167923,6.071759,359,21.0638,-18.034323,2.0756655,0.005286653,12795105,8.163909,6.2878666,4.7474813,6.59879,8.9645386e-07,3.4529173,-0.61769813
[-0.949 -1.076 -0.014 -0.855 -1.155],495.59,17.289848264967876,38136.316,0.018378515,1.2204512,0.121133976,30.31905,36000,122.04513,1.2358194e-05,100,24434.56883764267,2.2501173,360,38.66245,-57.035378,1.8378515,0.0012358194,12844664,12.113398,20.082577,2.586489,8.641703,1.335144e-07,8.261209,-1.9011792
[-0.95  -1.076 -0.02  -0.854 -1.155],491.23,16.487050918903883,135.66656,0.009475088,0.031906057,0.0049225753,20.28362,36100,3.1906059,0.0026032093,100,24506.259548664093,78.74576,361,1.345331,-58.36363,0.94750875,0.26032093,12893787,0.49225754,0.5975599,74.331154,10.295816,1.335144e-07,-1.6589415,-1.9454542
[-0.949 -1.075 -0.019 -0.855 -1.155],483.57,12.273570064032908,404.61703,0.0092692785,0.10493912,0.013062767,15.949703,36200,10.493912,0.0003819286,100,24576.361963748932,33.48966,362,2.4552271,-57.923317,0.92692786,0.03819286,12942144,1.3062767,1.6150211,40.72943,11.55351,-1.14440915e-07,-1.4103454,-1.9307773
[-0.952 -1.075 -0.017 -0.854 -1.155],495.81,17.676405976829336,131.33649,0.010863448,0.053453173,0.009622184,18.789732,36300,5.3453174,0.00093123433,100,24649.500114917755,56.037018,363,1.7478884,-48.482082,1.0863447,0.093123436,12991725,0.96221834,1.5789033,57.211887,8.933203,6.2465665e-07,-0.55766547,-1.616069
[-0.96  -1.074 -0.018 -0.855 -1.158],495.63,15.265396801277792,140.87703,0.01218242,0.0763042,0.012623297,12.570251,36400,7.6304197,0.0010107808,100,24722.932963848114,48.22325,364,1.6921827,-60.929153,1.2182422,0.10107808,13041288,1.2623296,1.363726,59.095276,8.45626,-5.7220458e-08,-1.2782418,-2.030972
[-0.967 -1.073 -0.018 -0.855 -1.156],495.65,14.65341888971727,157.3633,0.010769207,0.058282122,0.008928154,15.427179,36500,5.8282123,0.0008714476,100,24796.46431684494,59.26575,365,1.528793,-49.576332,1.0769206,0.08714476,13090853,0.8928154,0.91379654,65.41108,7.9742894,3.33786e-07,-1.1294817,-1.6525441
[-0.962 -1.076 -0.018 -0.855 -1.157],500.0,16.542853550644928,475.95343,0.013379203,0.17179218,0.022290649,30.071972,36600,17.179218,0.0003913984,100,24870.84077525139,26.484596,366,5.8042216,-21.107145,1.3379204,0.03913984,13140853,2.229065,3.46366,17.22884,7.6448035,6.580353e-07,1.0486851,-1.0023985
[-0.966 -1.073 -0.015 -0.856 -1.157],491.77,12.738165154642957,188.25433,0.011270796,0.0493783,0.008377356,25.995672,36700,4.93783,0.0021069958,100,24943.010496377945,64.41368,367,1.454148,-59.795544,1.1270796,0.21069959,13190030,0.83773565,0.9644885,68.76879,9.672506,-2.670288e-07,-1.4390545,-1.9931852
[-0.961 -1.073 -0.015 -0.855 -1.159],500.0,18.813798255527395,98.60161,0.009320058,0.067966595,0.011834019,22.625519,36800,6.79666,0.00093895214,100,25016.169143915176,38.281456,368,2.9678333,-15.478581,0.9320058,0.09389522,13240030,1.183402,1.4332249,33.694614,6.474004,-2.5272368e-07,0.13396192,-0.75418425
[-0.959 -1.071 -0.014 -0.858 -1.162],486.71,10.911228684256042,166.76117,0.010787799,0.03682489,0.00792416,22.688118,36900,3.682489,0.0009570154,100,25088.130040884018,64.95356,369,1.8628528,-57.982826,1.0787799,0.09570154,13288701,0.79241604,1.8849063,53.681107,11.806075,-1.8596648e-07,-0.75304866,-1.9327611
[-0.96  -1.069 -0.012 -0.855 -1.158],495.64,14.397684184599889,298.17706,0.011861268,0.12337587,0.015658751,23.337412,37000,12.337587,0.00057957787,100,25161.336827754974,36.45885,370,2.6923978,-57.94735,1.1861268,0.057957787,13338265,1.5658753,2.6037455,37.141613,9.181666,-7.1525574e-07,-0.5656903,-1.931579
[-0.956 -1.068 -0.014 -0.851 -1.158],500.0,18.509476775084046,76.55669,0.009181982,0.047175273,0.007573284,22.102478,37100,4.7175274,0.0006438375,100,25234.854587078094,59.51346,371,2.2213368,-22.349358,0.9181982,0.06438375,13388265,0.75732845,0.71286494,45.017937,6.120408,2.7656554e-07,-0.3974623,-0.7449784
[-0.956 -1.069 -0.01  -0.852 -1.158],500.0,16.702318902517067,36244.36,0.017543929,0.98331136,0.09895739,19.35489,37200,98.33114,2.6562775e-06,100,25308.170454740524,3.0473144,372,71.89017,-11.915157,1.7543933,0.00026562775,13438265,9.895739,19.473555,1.3910108,6.245471,3.0517577e-07,14.003342,-0.64516276
[-0.976 -1.075 -0.01  -0.859 -1.157],495.65,15.72191284340117,171.2327,0.010597879,0.047718477,0.008150946,29.101643,37300,4.7718477,0.0017539611,100,25381.045147180557,62.83253,373,1.5872905,-61.791084,1.0597879,0.17539611,13487830,0.81509465,0.8692464,63.00044,9.402437,3.8146973e-07,-1.7257261,-2.0597024
[-0.978 -1.074 -0.01  -0.861 -1.158],500.0,17.519706141034884,6733.14,0.026885118,1.5952494,0.16019545,17.065876,37400,159.52495,5.5996775e-06,100,25454.05554652214,2.739431,374,75.30251,-10.041378,2.6885123,0.00055996777,13537830,16.019548,12.143167,1.327977,6.4460287,-1.7881393e-07,7.2067466,-0.56886274
[-0.983 -1.08  -0.007 -0.872 -1.161],500.0,11.39313057773129,7723.962,0.019480402,0.88889647,0.09642278,12.246275,37500,88.88965,4.2518177e-06,100,25528.371908426285,3.9215915,375,37.707306,-22.884407,1.9480404,0.00042518176,13587830,9.642278,13.233864,2.652006,6.1330233,2.2411346e-07,8.549709,-0.76281327
[-0.97  -1.077 -0.003 -0.875 -1.162],491.24,4.642461116760305,90.477905,0.009759475,0.01677094,0.0021443698,31.844002,37600,1.677094,0.0052803736,100,25601.537203788757,95.39458,376,1.0591154,-61.316,0.97594756,0.52803737,13636954,0.21443696,0.16371623,94.41842,10.773943,-4.4822693e-07,-1.9396952,-2.0438673
[-0.971 -1.077 -0.004 -0.874 -1.162],491.15,7.449322766852941,105.33947,0.010499157,0.024868695,0.0038906124,23.070408,37700,2.4868696,0.0031947433,100,25672.86662173271,87.92616,377,1.1569588,-58.902317,1.0499157,0.31947434,13686069,0.38906127,0.4214519,86.4335,9.997688,-3.2901764e-07,-1.6904322,-1.9634109
[-0.973 -1.079 -0.004 -0.874 -1.161],495.82,8.059427243904024,45.77856,0.010041777,0.023731355,0.0031951317,18.085361,37800,2.3731356,0.0041026035,100,25746.322853803635,90.80665,378,1.0857093,-49.374565,1.0041777,0.41026038,13735651,0.31951317,0.17372134,92.10568,7.3666186,4.7683717e-08,-1.5411788,-1.645819
[-0.973 -1.079 -0.003 -0.874 -1.161],500.0,10.500628548219522,330.79663,0.013744238,0.33330378,0.03718024,19.71469,37900,33.33038,0.00019378953,100,25819.288976430893,12.022349,379,7.0033607,-16.28102,1.374424,0.019378953,13785651,3.7180243,2.4009538,14.278859,5.876965,-1.14440915e-07,0.6618643,-0.6571564
[-0.963 -1.083 -0.001 -0.872 -1.158],500.0,8.1706472697976,64.32423,0.009849529,0.08333637,0.01126481,12.848309,38000,8.333637,0.0009475654,100,25893.53338432312,43.32704,380,2.3840036,-18.661297,0.98495287,0.09475654,13835651,1.126481,1.3178488,41.946243,5.561891,-1.335144e-07,0.35740036,-0.6220435
[-0.966 -1.075 -0.001 -0.865 -1.157],500.0,14.540679426999848,75.580475,0.009623305,0.03869933,0.0073730713,21.637352,38100,3.869933,0.0010459955,100,25967.430268526077,63.011425,381,1.6300073,-23.277641,0.96233046,0.10459955,13885651,0.73730713,0.45855874,61.34942,6.445777,-6.1035155e-07,-0.5320736,-0.775922
[-0.966 -1.073 -0.001 -0.866 -1.158],500.0,14.630576070627521,2355.3079,0.0116636865,0.36762992,0.04220676,19.289896,38200,36.762993,1.0116057e-05,100,26041.698929786682,7.0949135,382,30.019875,-13.327238,1.1663686,0.0010116057,13935651,4.220676,6.3636456,3.3311265,6.5054207,-4.7683717e-08,2.8406422,-0.64299667
[-0.974 -1.067  0.002 -0.866 -1.158],495.62,8.914026355443173,103.04785,0.011036855,0.064622775,0.010450344,19.289627,38300,6.4622774,0.0007670597,100,26114.824788331985,52.727547,383,2.0550416,-55.188583,1.1036855,0.07670597,13985213,1.0450344,1.6292498,48.660816,8.541889,-4.196167e-07,-1.0079212,-1.83962
[-0.974 -1.068  0.003 -0.865 -1.158],500.0,10.712673914219863,112.59817,0.010985862,0.08526569,0.01449953,17.41607,38400,8.526569,0.00040099083,100,26186.4304625988,36.47019,384,4.6386147,-16.200184,1.0985862,0.040099084,14035213,1.4499531,1.7738858,21.55816,6.0596147,3.194809e-07,0.5235604,-0.58053535
[-9.678e-01 -1.062e+00  5.598e-05 -8.603e-01 -1.159e+00],495.58,9.556407471927434,75.49324,0.0098284995,0.015140709,0.002182375,27.281376,38500,1.5140709,0.0050709844,100,26256.229885578156,95.30127,385,1.052164,-60.166138,0.98285,0.50709844,14084771,0.21823747,0.09884836,95.04222,8.596469,-4.6730042e-07,-1.9583333,-2.0055387
[-9.678e-01 -1.063e+00  4.344e-05 -8.596e-01 -1.159e+00],500.0,11.543436890242866,3585.857,0.017279487,0.65429264,0.07242817,18.794075,38600,65.42927,1.2019905e-06,100,26323.627031564713,5.385245,386,31.13162,-16.409353,1.7279487,0.000120199045,14134771,7.242817,7.410512,3.2121682,6.3533854,-4.1484833e-07,3.9150825,-0.6264695
[-0.968 -1.066  0.006 -0.859 -1.157],500.0,15.133836380100204,3110.3213,0.01471858,0.52166367,0.05418575,19.104416,38700,52.166367,1.4385139e-05,100,26392.359723091125,6.871393,387,15.579625,-15.497845,1.4718583,0.001438514,14184771,5.418576,5.736075,6.4186397,6.03641,-3.0994414e-07,3.2225046,-0.63681424
[-0.968 -1.059  0.003 -0.85  -1.158],500.0,15.13615322741451,46.109005,0.009366459,0.01985192,0.0037704096,23.06609,38800,1.9851921,0.001486838,100,26461.816586256027,86.05545,388,1.4109312,-14.549049,0.93664587,0.1486838,14234771,0.37704095,0.47700423,70.875175,6.588222,-8.201599e-07,-0.43627936,-0.76887053
[-9.713e-01 -1.058e+00  7.629e-04 -8.507e-01 -1.157e+00],500.0,15.875738261758274,43822.246,0.054573573,4.64401,0.4615369,18.76643,38900,464.40103,2.7485027e-07,100,26530.077144622803,1.378865,389,288.6565,-18.279907,5.4573574,2.7485026e-05,14284771,46.153694,22.295498,0.34643254,6.6260467,-2.4318695e-07,11.66751,-0.62554795
[-0.98  -1.057 -0.006 -0.855 -1.157],500.0,13.19793674502955,134.36461,0.009163874,0.09866743,0.01559412,17.75779,39000,9.866743,0.0001793562,100,26599.236179351807,25.66888,390,4.7603407,-15.849992,0.9163873,0.01793562,14334771,1.5594121,1.8960102,21.006899,5.84012,2.861023e-07,0.6045332,-0.59192616
[-0.984 -1.057 -0.002 -0.855 -1.159],500.0,13.503848405444796,313.14877,0.010335498,0.19386625,0.024377929,12.406511,39100,19.386625,3.8999406e-05,100,26668.584549188614,15.236283,391,6.2511,-13.882368,1.0335497,0.0038999408,14384771,2.437793,2.2829475,15.997185,5.177921,2.670288e-07,1.1259817,-0.4627455
[-0.973 -1.06  -0.003 -0.856 -1.157],500.0,11.89038545987821,2272.0435,0.013095606,0.26837263,0.039538678,15.679017,39200,26.837263,1.5010838e-05,100,26738.77456855774,9.885562,392,32.730934,-12.878857,1.3095609,0.0015010838,14434771,3.9538682,6.332362,3.0552137,5.8262463,-1.14440915e-07,3.3423238,-0.5226339
[-0.968 -1.06  -0.003 -0.863 -1.158],495.57,4.662833603989513,88.67224,0.010309795,0.04188355,0.006734245,18.110878,39300,4.188355,0.0020880492,100,26807.626358032227,70.093994,393,1.4554541,-59.07391,1.0309795,0.20880494,14484328,0.6734245,0.94378877,68.70708,8.33367,7.6293944e-08,-1.4318135,-1.9691304
[-0.97  -1.061 -0.002 -0.863 -1.161],495.58,8.29134009890066,1192.6807,0.016586788,0.55959046,0.062120896,18.238695,39400,55.959045,0.00015147758,100,26876.68553328514,6.654888,394,8.023556,-58.498657,1.6586789,0.015147758,14533886,6.2120895,5.956067,12.463303,8.325008,-3.4332277e-07,0.43264675,-1.9499557
[-0.974 -1.059  0.002 -0.864 -1.158],500.0,6.177405513547919,34.120277,0.009385978,0.019585624,0.0025501323,19.84891,39500,1.9585625,0.0051615415,100,26945.76423406601,93.12559,395,1.0770493,-13.524699,0.93859774,0.51615417,14583886,0.25501323,0.086007215,92.84627,5.7122045,3.2424927e-07,-0.60063916,-0.66163
[-0.975 -1.059  0.002 -0.863 -1.158],495.59,9.05844092661871,64.58321,0.0100691235,0.026477212,0.0042783553,31.556765,39600,2.6477213,0.0038827767,100,27012.892867803574,84.7071,396,1.1505063,-61.57547,1.0069125,0.38827768,14633445,0.42783552,0.3582978,86.91826,8.546119,3.5762787e-07,-1.8432646,-2.0525153
[-0.977 -1.057  0.002 -0.861 -1.159],495.83,5.048101402060715,53.016243,0.010099921,0.015641222,0.0018108668,26.914352,39700,1.5641222,0.0066558407,100,27082.357848405838,96.88547,397,1.0302161,-52.40734,1.0099922,0.6655841,14683028,0.18108667,0.068424255,97.06702,7.8601546,8.487701e-07,-1.7046832,-1.7469107
[-0.977 -1.057  0.003 -0.861 -1.159],500.0,5.825599901987822,1887.7711,0.018213231,0.8724826,0.08936775,13.029192,39800,87.24826,1.1053747e-05,100,27151.02135205269,3.9878469,398,22.349522,-14.703383,1.8213229,0.0011053747,14733028,8.936775,3.948051,4.4743686,5.629762,4.959106e-07,1.6310291,-0.49011227
[-9.766e-01 -1.061e+00 -1.023e-03 -8.686e-01 -1.162e+00],500.0,4.83878083570856,128.77158,0.00940128,0.084084734,0.012468962,20.534142,39900,8.408474,0.00043609805,100,27221.70603632927,36.243916,399,2.8278518,-14.581931,0.940128,0.043609805,14783028,1.2468963,0.95516044,35.362534,6.000231,4.7683717e-08,-0.19586152,-0.68447137
