Weights,EpLenMean,EpRewMean,J_sample_variance,MeanIWNorm,MaxIWNorm,StdIWNorm,InitialReturnMax,EpisodesSoFar,MaxIW,MinIWNorm,EpThisIter,TimeElapsed,ESSClassic,Iteration,EmpiricalD2,InitialReturnMin,MeanIW,MinIW,TimestepsSoFar,StdIW,ReturnMeanIW,ESSRenyi,InitialReturnStd,InitialReturnMean,Bound,InitialBound
[-0.918 -0.918 -0.23  -0.826 -0.866],68.32,-102.63637016669144,336.39673,0.011444314,0.053518523,0.00766095,38.73033,8000,5.3518524,0.0023844945,100,1123.4659888744354,69.055466,80,1.3898118,-17.763733,1.1444315,0.23844945,422112,0.766095,0.9593458,71.952194,12.007183,-2.2888185e-06,-0.56263065,-1.2910135
[-0.905 -0.903 -0.225 -0.822 -0.862],73.56,-102.95302514102852,294.59882,0.009817179,0.022557091,0.0030109105,56.42463,8100,2.2557092,0.003327525,100,1141.1585533618927,91.40235,81,1.108748,-17.97359,0.9817179,0.3327525,429468,0.30109107,0.3709954,90.191826,14.717105,1.1444092e-06,-1.6094545,-1.8808199
[-0.903 -0.895 -0.224 -0.82  -0.856],73.21,-102.55793312284642,11056.926,0.017401362,0.68845505,0.074811205,34.686295,8200,68.845505,4.3512042e-05,100,1158.3364725112915,5.1327434,82,29.503426,-18.127193,1.7401364,0.0043512043,436789,7.4811215,13.945563,3.389437,13.504024,-2.4032593e-06,7.665372,-1.1562123
[-0.885 -0.887 -0.231 -0.832 -0.871],67.22,-102.96369038834042,455.69897,0.009304493,0.11094318,0.013106746,42.82585,8300,11.094318,0.0003397248,100,1175.0383930206299,33.50885,83,2.3714335,-16.732384,0.9304493,0.03397248,443511,1.3106745,2.6096416,42.168587,13.062107,-2.2506713e-06,0.41132498,-1.4275306
[-0.89  -0.908 -0.236 -0.834 -0.872],68.33,-103.7489036911311,20191.744,0.013092022,0.4968599,0.051602907,28.373951,8400,49.685993,2.0169107e-05,100,1191.9184980392456,6.0474677,84,26.346865,-15.245651,1.3092021,0.0020169108,450344,5.160291,13.382781,3.795518,11.284937,2.2125244e-06,8.528074,-0.94579613
[-0.902 -0.938 -0.223 -0.85  -0.87 ],67.91,-102.10455922990275,163949.05,0.032202914,2.3927178,0.23898642,44.91387,8500,239.27179,2.2723293e-06,100,1209.0190205574036,1.7833197,85,118.88445,-16.588505,3.2202919,0.00022723293,457135,23.898642,36.06639,0.8411529,13.419698,-1.335144e-06,19.742573,-1.4971305
[-0.923 -0.953 -0.217 -0.839 -0.879],70.36,-104.81252782411015,48910.707,0.016080193,0.63539296,0.06504181,48.410168,8600,63.539295,9.247958e-05,100,1226.9422678947449,5.760126,86,9.765365,-15.66959,1.6080192,0.009247959,464171,6.504181,22.213524,10.240273,11.950904,4.5013426e-06,17.170864,-1.6136677
[-0.936 -0.963 -0.207 -0.861 -0.913],73.39,-103.11755206985929,832.12427,0.010793766,0.052328777,0.008391757,44.217056,8700,5.2328777,0.00044363155,100,1245.5383567810059,62.326683,87,2.0449939,-15.987675,1.0793766,0.044363156,471510,0.83917564,2.2574704,48.899902,13.374047,-6.4849854e-07,0.14974236,-1.4739027
[-0.944 -0.954 -0.2   -0.863 -0.908],67.89,-103.90797724228268,763.2966,0.01237406,0.27489966,0.029840698,44.85794,8800,27.489967,0.0004575363,100,1262.7276663780212,14.672249,88,4.6253605,-14.890202,1.2374059,0.04575363,478299,2.98407,4.4667664,21.619936,12.312543,-4.348755e-06,1.2509527,-1.4952692
[-0.944 -0.937 -0.212 -0.855 -0.918],71.81,-104.00284152113949,3209.815,0.01357641,0.23669413,0.03355167,44.384804,8900,23.669413,0.00011501841,100,1280.6640274524689,14.069785,89,10.355465,-17.614998,1.357641,0.011501841,485480,3.355167,8.86474,9.656737,13.021578,-3.1661987e-06,4.103744,-1.4794967
[-0.955 -0.952 -0.203 -0.858 -0.899],71.9,-104.173671001772,412802.88,0.019469101,1.2929169,0.12839583,49.67121,9000,129.29169,4.06968e-05,100,1298.2532155513763,2.2475924,90,31.085987,-15.761841,1.9469103,0.00406968,492670,12.839582,64.15747,3.2168834,14.030156,-2.1362305e-06,54.92611,-1.6557094
[-0.984 -0.946 -0.19  -0.855 -0.894],74.95,-102.78042212205877,444.92865,0.010194171,0.056840986,0.008300056,42.90419,9100,5.6840987,0.0008139604,100,1316.7993686199188,60.13535,91,1.7953879,-17.407974,1.0194172,0.08139604,500165,0.8300056,2.2592673,55.698273,14.686056,-6.1035155e-07,0.34299338,-1.4301407
[-0.995 -0.95  -0.205 -0.855 -0.901],80.96,-103.66891712007624,18219.666,0.009438157,0.25016135,0.026844978,52.517483,9200,25.016136,0.00016069785,100,1335.785787820816,11.001031,92,6.8267684,-20.041012,0.9438158,0.016069785,508261,2.684498,14.496797,14.648219,17.917217,1.5640259e-06,9.922859,-1.7505811
[-0.996 -0.963 -0.198 -0.852 -0.915],81.6,-106.74556703883192,1448.3373,0.010045114,0.0775609,0.010559259,49.103676,9300,7.75609,0.0003143416,100,1354.9470880031586,47.506233,93,2.6486921,-16.234756,1.0045114,0.03143416,516421,1.0559258,3.733213,37.754482,14.026258,-1.9454956e-06,1.0693707,-1.6367912
[-0.997 -0.967 -0.201 -0.844 -0.919],92.04,-105.208800608489,360428.5,0.026995813,1.6794871,0.16685121,43.210445,9400,167.94872,7.154724e-05,100,1376.483374595642,2.5510066,94,17.068298,-19.075397,2.6995816,0.007154724,525625,16.68512,59.249325,5.8588147,17.728556,-6.4849855e-06,53.2987,-1.4403547
[-0.949 -0.967 -0.177 -0.854 -0.923],76.24,-103.51947532809707,893.4556,0.011644948,0.070194565,0.014592554,48.997566,9500,7.019457,0.00026679478,100,1394.6896150112152,38.9057,95,3.1924481,-18.020412,1.1644949,0.026679479,533249,1.4592556,4.4841228,31.323923,15.004196,-9.918213e-07,1.5659218,-1.6332533
[-0.947 -0.971 -0.174 -0.845 -0.927],90.03,-107.04020539830782,156298.27,0.023065722,1.1209155,0.113659866,60.274597,9600,112.09155,6.0797785e-05,100,1415.9088597297668,3.9554207,96,29.910444,-17.279598,2.3065722,0.0060797785,542252,11.365986,41.30494,3.3433137,17.05391,-7.2479247e-07,30.316792,-2.0091543
[-0.941 -0.99  -0.179 -0.844 -0.914],93.72,-104.96291055276241,3134.809,0.011702448,0.12803309,0.01795587,50.811413,9700,12.8033085,0.00018161332,100,1438.1458339691162,29.812592,97,3.858555,-20.97128,1.1702448,0.018161332,551624,1.795587,6.279479,25.916437,17.418745,-2.0599366e-06,2.9524825,-1.6937163
[-0.936 -0.998 -0.164 -0.848 -0.917],105.2,-107.57739649278177,33443.61,0.023336241,1.4453087,0.14364666,45.04405,9800,144.53087,5.6938024e-05,100,1462.489180803299,2.5713277,98,28.346386,-21.211357,2.333624,0.0056938026,562144,14.364667,18.200485,3.5277865,17.966442,-5.4359434e-06,10.206469,-1.5014737
[-0.963 -0.981 -0.183 -0.848 -0.915],86.07,-106.34409119644856,35360.785,0.0106677115,0.3648146,0.03671,51.322227,9900,36.48146,3.8749254e-06,100,1482.1206743717194,7.786928,99,8.307251,-17.460857,1.066771,0.00038749253,570751,3.6710005,19.008036,12.037677,15.89652,9.918213e-07,14.077287,-1.71074
[-0.957 -1.001 -0.169 -0.855 -0.924],95.27,-107.72270140422907,934.5737,0.010467177,0.054221265,0.0077902847,42.801773,10000,5.422127,0.000644048,100,1503.4312753677368,64.353355,100,1.4884564,-19.461494,1.0467179,0.0644048,580278,0.77902853,2.6661832,67.18369,16.474373,-4.3869018e-06,0.92554486,-1.4267302
[-0.973 -1.004 -0.17  -0.86  -0.928],93.51,-104.6097656452123,1814.6624,0.011113792,0.094585486,0.012052929,57.235752,10100,9.458549,0.00043106565,100,1524.914063692093,45.952816,101,2.3150365,-19.89859,1.111379,0.043106567,589629,1.205293,4.0449452,43.19586,16.754198,5.340576e-06,1.142092,-1.9078526
[-0.989 -0.996 -0.185 -0.856 -0.925],102.44,-105.54418024977993,17557.326,0.014392559,0.2983462,0.036779754,47.38927,10200,29.83462,0.00024711143,100,1548.55526804924,13.279459,102,7.4012203,-21.43626,1.439256,0.024711143,599873,3.6779752,17.134352,13.511286,17.58938,1.3160706e-06,12.836906,-1.5796407
[-0.993 -0.987 -0.175 -0.843 -0.932],107.41,-105.90730155605571,2502866.0,0.049686257,4.059116,0.40328205,43.55643,10300,405.91162,0.00021487418,100,1573.6158816814423,1.4952437,103,90.98772,-21.85468,4.9686255,0.021487419,610614,40.3282,159.88504,1.0990494,17.38055,4.043579e-06,146.03592,-1.4518769
[-1.002 -0.989 -0.171 -0.834 -0.955],178.67,-97.59286500821919,1913.1051,0.01147143,0.08144716,0.009709388,49.341763,10400,8.144716,0.001393233,100,1613.154028892517,58.26187,104,1.4222138,-28.868069,1.1471431,0.1393233,628481,0.97093886,6.2630134,70.31292,23.188704,-2.9754638e-06,4.30157,-1.6447284
[-1.007 -0.976 -0.172 -0.824 -0.958],164.17,-95.79365072625941,24129.344,0.014001198,0.37000304,0.040746756,50.307114,10500,37.000305,1.594018e-05,100,1648.1536552906036,10.560265,105,13.260517,-25.654778,1.4001198,0.0015940182,644898,4.0746756,16.6455,7.541184,21.82418,2.2888183e-07,10.539056,-1.6769035
[-1.009 -0.977 -0.176 -0.816 -0.957],210.2,-86.9024877176953,1351.556,0.010204339,0.07019625,0.007934251,42.697403,10600,7.0196247,0.00085525005,100,1691.2560603618622,62.322235,106,1.5448695,-30.910027,1.0204339,0.085525006,665918,0.7934251,1.2364182,64.730385,23.906494,-4.386902e-07,-0.5325748,-1.4232473
[-1.015 -0.976 -0.174 -0.817 -0.959],228.03,-83.05514696191494,3127.1294,0.011567631,0.089802146,0.014858451,37.082806,10700,8.980215,0.000112754395,100,1741.6707589626312,37.737244,107,5.2050676,-33.988827,1.1567631,0.0112754395,688721,1.4858451,7.073229,19.212046,24.153198,1.0299683e-06,4.253129,-1.2360923
[-1.021 -0.977 -0.168 -0.817 -0.953],230.87,-75.53398468033706,3731344.8,0.04375798,3.655543,0.36336628,52.803146,10800,365.55432,2.3255861e-06,100,1791.4133224487305,1.4294611,108,553.50214,-32.38521,4.3757973,0.00023255861,711808,36.33663,183.96896,0.18066777,25.285381,4.4631956e-06,142.55963,-1.7601006
[-1.032 -0.972 -0.161 -0.808 -0.949],276.16,-63.86290283276122,1046.2699,0.011061821,0.039974485,0.006461705,40.311234,10900,3.9974487,0.0028067415,100,1851.005261182785,74.55869,109,1.2664232,-37.508038,1.1061822,0.28067416,739424,0.6461705,2.1194868,78.96255,24.675318,1.1444092e-06,0.607339,-1.3437067
[-1.035 -0.978 -0.159 -0.814 -0.952],276.71,-65.88293287069457,7469405.0,0.12093779,11.556312,1.1493355,44.755173,11000,1155.6312,2.8076718e-07,100,1908.4728083610535,1.0950867,110,5340.293,-39.02211,12.09378,2.8076718e-05,767095,114.93355,265.446,0.018725565,24.885025,3.0517577e-07,156.42642,-1.4918389
[-1.052 -0.981 -0.151 -0.812 -0.944],305.82,-54.113819675888216,8719.415,0.01332978,0.41347286,0.042508233,48.016277,11100,41.347286,3.456303e-05,100,1971.1018517017365,8.952942,111,7.268394,-39.647293,1.332978,0.003456303,797677,4.2508235,10.164323,13.758198,25.361193,-1.1825562e-06,5.8492665,-1.600544
[-1.064 -0.991 -0.15  -0.814 -0.95 ],344.49,-44.170592586540764,211778.77,0.038308192,1.6514658,0.22593085,37.235374,11200,165.14658,3.1814561e-06,100,2041.660215139389,2.7946186,112,60.501476,-43.668526,3.8308191,0.0003181456,832126,22.593084,59.079674,1.6528522,26.17058,4.196167e-07,47.75749,-1.4556171
[-1.053 -0.997 -0.145 -0.809 -0.981],333.01,-39.32960354402972,176599.05,0.033512425,2.6195903,0.26088238,40.92582,11300,261.95905,7.3832535e-07,100,2111.2390687465668,1.6233579,113,172.37056,-43.088684,3.3512428,7.383254e-05,865427,26.088236,41.552868,0.5801455,25.57464,2.3841858e-06,22.695827,-1.4362869
[-1.056 -1.    -0.137 -0.803 -0.983],321.91,-44.66979605754009,614904.6,0.03282017,2.309765,0.2298907,50.256203,11400,230.97652,3.1363857e-06,100,2176.7677590847015,1.9974508,114,150.65044,-43.53898,3.282017,0.00031363856,897618,22.989073,78.15537,0.6637883,26.049406,9.918213e-07,57.593925,-1.6752056
[-1.08  -1.026 -0.141 -0.815 -0.969],315.81,-45.85174932637652,2971.3257,0.011377896,0.14793095,0.020118844,28.528666,11500,14.793095,4.249357e-05,100,2240.1881580352783,24.232615,115,4.513188,-42.30712,1.1377897,0.004249357,929199,2.0118845,3.337467,22.157288,25.511719,-2.4032593e-06,0.3415215,-1.4102396
[-1.077 -1.032 -0.142 -0.813 -0.972],351.44,-38.8350075856681,3331044.8,0.069272846,6.29496,0.62587494,36.440357,11600,629.49603,1.8556488e-08,100,2310.6536972522736,1.2102153,116,1584.8726,-47.64006,6.927283,1.8556489e-06,964343,62.587494,181.447,0.06309655,24.249311,1.1157989e-06,118.22791,-1.588001
[-1.084 -1.027 -0.141 -0.798 -0.977],294.26,-53.35451052311053,3842.5789,0.01135305,0.20951536,0.023607608,39.349976,11700,20.951536,5.408132e-05,100,2373.063461303711,18.78311,117,6.1780314,-42.03501,1.135305,0.005408132,993769,2.360761,6.1554837,16.186386,24.901361,7.6293946e-07,2.6727924,-1.401166
[-1.085 -1.028 -0.137 -0.792 -0.974],386.18,-40.830323219668436,54433.523,0.021156916,1.475762,0.14663805,30.647697,11800,147.5762,1.5462643e-05,100,2452.1311614513397,2.0392187,118,51.110058,-49.71238,2.1156917,0.0015462644,1032387,14.663805,24.466599,1.956562,20.4956,6.8664554e-07,12.619923,-1.6570791
[-1.088 -1.037 -0.14  -0.788 -0.975],378.63,-52.31949447667005,389.11743,0.010322298,0.047597025,0.008280454,24.418068,11900,4.7597027,0.00077006064,100,2530.3179042339325,60.845375,119,1.8679767,-46.64644,1.0322299,0.077006064,1070250,0.82804537,1.8251888,53.53386,18.880697,-2.155304e-06,-0.29992878,-1.5548838
[-1.095 -1.038 -0.145 -0.786 -0.978],370.94,-53.90834581751031,692.47363,0.009044318,0.085030526,0.01321704,38.123398,12000,8.503053,7.030717e-05,100,2606.8576307296753,31.89198,120,3.9912155,-45.98416,0.9044318,0.007030717,1107344,1.3217041,4.9596996,25.055025,19.268385,9.822845e-07,1.8974569,-1.5328045
[-1.098 -1.041 -0.143 -0.783 -0.978],415.86,-41.84193075438933,327.604,0.0101859225,0.029412325,0.0053674057,26.114628,12100,2.9412327,0.0014654419,100,2691.3307723999023,78.26751,121,1.2795175,-48.34971,1.0185922,0.14654419,1148930,0.5367406,1.3463936,78.15446,17.808924,3.6239624e-07,-0.4766444,-1.6116567
[-1.096 -1.046 -0.141 -0.787 -0.971],412.4,-49.23245484720399,237.11206,0.009777021,0.034667037,0.0058298446,25.945873,12200,3.466704,0.0018698656,100,2775.581617116928,73.770775,122,1.3374085,-47.34237,0.9777021,0.18698657,1190170,0.58298445,0.61775273,74.77147,15.839792,8.773804e-07,-1.2072384,-1.5780784
[-1.097 -1.044 -0.139 -0.784 -0.972],436.21,-36.903600109516624,286.14474,0.011426046,0.04439285,0.009542664,32.572426,12300,4.4392853,0.0012429327,100,2866.6144831180573,58.909977,123,1.8306189,-52.597507,1.1426045,0.124293275,1233791,0.9542664,2.1862626,54.626335,16.876406,-6.67572e-07,-0.18589139,-1.753251
[-1.103 -1.045 -0.137 -0.784 -0.971],449.49,-44.931917752357705,228.26105,0.010599927,0.039110523,0.0065787155,23.798208,12400,3.9110525,0.0018442925,100,2959.15625333786,72.19221,124,1.3802158,-53.852608,1.0599928,0.18442926,1278740,0.65787154,1.3690273,72.45244,12.628358,-2.2888183e-07,-0.73988736,-1.7950873
[-1.096 -1.037 -0.135 -0.78  -0.969],423.4,-40.17891236597941,322582.16,0.033578333,2.808315,0.279375,31.946064,12500,280.8315,9.217198e-06,100,3048.4982056617737,1.4240131,125,222.20775,-48.92021,3.3578327,0.0009217198,1321080,27.937504,58.076725,0.4500293,16.740295,3.8146973e-07,33.768867,-1.6306734
[-1.104 -1.026 -0.132 -0.765 -0.965],483.76,-35.76194693703871,82.11937,0.009753206,0.035918448,0.005763014,19.173218,12600,3.591845,0.002503346,100,3148.8788352012634,74.12106,126,1.3276336,-38.97659,0.9753205,0.2503346,1369456,0.5763014,0.6146113,75.32198,8.595405,-2.0980835e-07,-0.8823884,-1.2992198
[-1.099 -1.031 -0.132 -0.766 -0.964],468.73,-39.54827897399335,6402117.0,0.33737248,33.120316,3.2949166,28.06506,12700,3312.0317,4.824961e-08,100,3247.04909324646,1.0375304,127,6632.4375,-48.002,33.737247,4.8249613e-06,1416329,329.49167,252.06241,0.015077413,12.785379,6.1035155e-07,121.75334,-1.6000661
[-1.1   -1.034 -0.136 -0.754 -0.963],479.24,-47.147041706601605,211.89954,0.01212883,0.34612375,0.036146343,17.629778,12800,34.612377,0.00023025023,100,3346.590410709381,10.119823,128,5.118326,-35.62439,1.212883,0.023025023,1464253,3.6146345,2.2656047,19.537638,7.568519,4.959106e-07,-0.42091584,-1.1874793
[-1.104 -1.034 -0.138 -0.747 -0.963],489.29,-33.558297640329315,94.50019,0.010650993,0.048636835,0.0063687433,20.936306,12900,4.8636837,0.0026429396,100,3447.989981651306,73.662544,129,1.3144236,-37.58934,1.0650994,0.26429397,1513182,0.6368743,0.8870232,76.07898,8.448048,1.5258789e-06,-0.549495,-1.2529767
[-1.115 -1.035 -0.141 -0.748 -0.964],480.9,-36.400639790513715,121.58463,0.010159346,0.012832954,0.000922682,25.519697,13000,1.2832954,0.008192995,100,3551.9916310310364,99.18191,130,1.0090737,-55.05789,1.0159346,0.81929946,1561272,0.0922682,0.10170698,99.100784,11.047017,1.5258789e-07,-1.7418636,-1.835263
[-1.114 -1.035 -0.141 -0.748 -0.963],495.04,-36.36535899812001,195.64009,0.009041738,0.06251966,0.010870051,22.086937,13100,6.251966,0.001003069,100,3655.8228256702423,40.8947,131,2.879013,-38.96924,0.9041738,0.100306906,1610776,1.0870051,1.8663619,34.734127,8.66937,-5.2928925e-07,-0.33769345,-1.2989752
[-1.108 -1.028 -0.14  -0.748 -0.956],492.72,-37.64807716414503,65.237274,0.009331789,0.021682246,0.004035918,16.807358,13200,2.1682246,0.0017723,100,3758.3931744098663,84.24252,132,1.324861,-21.113453,0.9331788,0.17723,1660048,0.40359184,0.8193893,75.479614,7.7174835,-7.5340273e-07,0.009318113,-0.70378244
[-1.116 -1.026 -0.142 -0.748 -0.962],491.81,-36.68314275300616,1173.7112,0.01172946,0.3879694,0.041831017,19.838797,13300,38.79694,0.00014677124,100,3861.565118074417,7.2893505,133,7.0407896,-40.503647,1.172946,0.014677125,1709229,4.1831017,5.364105,14.202952,8.042949,-6.9618227e-07,1.7816267,-1.3501223
[-1.116 -1.02  -0.138 -0.749 -0.957],487.33,-36.92739370702562,504.15353,0.01251189,0.11112038,0.018407838,23.585655,13400,11.112039,0.0003745927,100,3963.3549823760986,31.60046,134,3.0701752,-43.504295,1.251189,0.03745927,1757962,1.8407837,1.9179496,32.57143,9.52277,-5.1498415e-07,-0.62297904,-1.4501437
[-1.124 -1.022 -0.143 -0.749 -0.958],478.41,-39.952054720399005,98.48755,0.009953372,0.04281228,0.007273548,17.130371,13500,4.281228,0.0013161877,100,4065.3648552894592,65.18848,135,1.6510724,-27.580051,0.99533725,0.13161877,1805803,0.7273548,0.9151298,60.566696,8.199016,-5.722046e-07,-0.2661612,-0.91933554
[-1.125 -1.023 -0.141 -0.747 -0.957],491.94,-36.920946086862756,67.409966,0.009818966,0.03533722,0.0051840567,17.960064,13600,3.5337222,0.00319443,100,4165.741533756256,78.20164,136,1.2414198,-48.9022,0.9818966,0.319443,1854997,0.5184057,0.64943385,80.552925,8.517806,-4.4822693e-07,-1.166778,-1.6300738
[-1.129 -1.017 -0.143 -0.745 -0.957],492.4,-39.652615111390695,278.11203,0.01086273,0.241956,0.02541371,30.28986,13700,24.1956,0.00024037191,100,4263.585834741592,15.447803,137,4.5693016,-15.840274,1.0862731,0.024037192,1904237,2.541371,2.9617949,21.885183,7.8152595,-1.14440915e-07,0.80354905,-1.0096623
[-1.127 -1.021 -0.147 -0.746 -0.966],487.3,-37.51807235521081,67.37693,0.0094658965,0.020531647,0.002734042,18.95138,13800,2.0531647,0.0041100523,100,4356.600492477417,92.30002,138,1.0959616,-46.84469,0.9465896,0.41100523,1952967,0.2734042,0.2149277,91.24407,8.898,-7.6293946e-07,-1.4197676,-1.5614907
[-1.127 -1.021 -0.146 -0.745 -0.966],491.91,-34.71810284208216,70.836105,0.009735214,0.028597757,0.0035799942,17.275887,13900,2.8597758,0.0027868033,100,4449.204419374466,88.08787,139,1.0977478,-52.186954,0.9735214,0.27868032,2002158,0.3579994,0.25435323,91.095604,8.46997,-1.1157989e-06,-1.5682495,-1.7395664
[-1.127 -1.021 -0.145 -0.746 -0.966],484.56,-41.294663991909054,142479.3,0.06444387,5.807458,0.5773161,22.910042,14000,580.7458,1.5460658e-06,100,4536.325381040573,1.2307152,140,151.67061,-49.520332,6.444386,0.00015460659,2050614,57.731617,37.398945,0.6593235,8.442021,-6.055832e-07,17.070084,-1.6506784
[-1.119 -1.022 -0.135 -0.749 -0.965],500.0,-31.453832235606356,843.8255,0.011608635,0.22375606,0.029179638,22.877514,14100,22.375607,6.1136205e-05,100,4627.914180517197,13.664453,141,14.481372,-16.873123,1.1608636,0.0061136205,2100614,2.9179637,5.323569,6.905423,7.1738505,-7.6293944e-08,2.421602,-0.762584
[-1.125 -1.02  -0.137 -0.741 -0.963],496.21,-32.956545430096355,90.32799,0.009863788,0.033982992,0.0063008647,24.731342,14200,3.3982992,0.0010684344,100,4717.9236607551575,71.02024,142,1.6093631,-22.959415,0.98637885,0.10684345,2150235,0.6300864,0.75349426,62.136383,8.0428705,5.1498415e-07,-0.29231727,-0.8243777
[-1.119 -1.018 -0.134 -0.739 -0.961],495.93,-38.01077123314526,1493.3099,0.01356576,0.5564496,0.05643396,29.339651,14300,55.64496,4.649281e-05,100,4808.813767194748,5.462735,143,12.0823,-20.830841,1.356576,0.004649281,2199828,5.6433964,5.779157,8.276569,7.89697,-2.8610229e-08,2.3797083,-0.97798854
[-1.117 -1.017 -0.132 -0.746 -0.956],493.06,-39.01910559177982,224.42911,0.010312326,0.068640105,0.0114078745,18.669828,14400,6.864011,0.0002157139,100,4900.671710014343,44.96888,144,3.9818926,-20.397655,1.0312327,0.02157139,2249134,1.1407875,1.9762974,25.113686,7.8060555,-2.2888183e-07,0.6195351,-0.679922
[-1.116 -1.016 -0.136 -0.748 -0.955],483.95,-39.68650616227856,49.890224,0.009108898,0.041228607,0.0049990313,21.98823,14500,4.122861,0.0029802048,100,4989.3938047885895,76.85275,145,1.2986493,-26.512028,0.91088986,0.29802048,2297529,0.4999031,0.5911451,77.00308,7.8771763,4.7683717e-08,-0.41594344,-0.8837343
[-1.118 -1.011 -0.136 -0.747 -0.949],479.79,-36.688433156967456,237.16144,0.00981359,0.041295614,0.00845713,28.48645,14600,4.1295614,0.00051102234,100,5079.069766759872,57.38354,146,2.1898735,-31.068466,0.9813591,0.051102236,2345508,0.8457131,2.0656579,45.664738,9.299881,,0.533131,-1.0356154
[-1.111 -1.021 -0.132 -0.751 -0.956],475.61,-42.63945923275346,7967.8984,0.016586093,0.9530017,0.09537438,16.51019,14700,95.30017,1.989331e-05,100,5167.9228439331055,2.9355206,147,29.381077,-40.10072,1.6586096,0.001989331,2393069,9.537438,10.177874,3.4035513,9.527816,-1.5258789e-07,2.932434,-1.3366908
[-1.12  -1.032 -0.13  -0.751 -0.959],498.84,-39.501785574189554,121.61386,0.0116170235,0.2514098,0.026362339,22.705856,14800,25.140982,8.111626e-05,100,5258.554813623428,16.261074,148,4.154099,-14.17368,1.1617024,0.008111626,2442953,2.636234,2.0780535,24.072609,7.0287805,7.4386594e-07,0.5354475,-0.75686115
[-1.119 -1.033 -0.126 -0.748 -0.961],497.91,-30.237960225298686,1364.1938,0.008592795,0.135776,0.017546454,26.567635,14900,13.5776,8.851625e-05,100,5350.129007816315,19.343304,149,6.130874,-19.604855,0.85927945,0.008851625,2492744,1.7546453,4.0082417,16.310888,9.401894,1.2588501e-06,1.8154728,-0.8855865
[-1.117 -1.033 -0.121 -0.752 -0.962],500.0,-33.047077788346584,17846.805,0.015327621,0.9552643,0.09504023,19.059921,15000,95.52643,1.1917662e-05,100,5442.818999052048,2.53503,150,42.56824,-23.960152,1.5327622,0.0011917662,2542744,9.504023,13.280272,2.3491693,7.565491,9.3460085e-07,8.06939,-0.7986709
[-1.118 -1.038 -0.118 -0.765 -0.964],497.31,-35.36979768595376,101.30197,0.008868217,0.208451,0.022826703,16.057583,15100,20.8451,5.2859523e-05,100,5533.757797718048,13.114019,151,6.0069,-15.652343,0.88682157,0.0052859522,2592475,2.2826705,2.023845,16.647522,7.1738677,5.722046e-07,0.711995,-0.53525233
[-1.122 -1.04  -0.124 -0.766 -0.966],497.06,-28.276598638805503,293.75784,0.010371942,0.11200195,0.014623087,24.061172,15200,11.200195,0.0004089922,100,5626.614708185196,33.4702,152,3.455722,-23.30542,1.0371943,0.04089922,2642181,1.4623086,2.8410087,28.937511,7.544675,-6.008148e-07,1.3500522,-0.8020397
[-1.131 -1.047 -0.124 -0.775 -0.966],495.21,-35.1831278170727,251.0975,0.012207628,0.067614876,0.012881476,27.307484,15300,6.761488,0.00020073331,100,5717.722273111343,47.31612,153,4.0035024,-29.599068,1.220763,0.020073332,2691702,1.2881476,2.8412857,24.978128,8.916062,-3.7193297e-07,0.86715066,-0.98663604
[-1.127 -1.047 -0.128 -0.774 -0.967],496.58,-35.78650680778022,68.17564,0.010739841,0.055913977,0.008029642,24.524933,15400,5.591398,0.0016637297,100,5810.212692975998,64.1445,154,1.5697736,-16.378181,1.0739841,0.16637297,2741360,0.8029641,0.5911425,63.703457,7.8307495,4.5776366e-07,-0.4331054,-0.81749725
[-1.127 -1.046 -0.127 -0.776 -0.968],484.01,-36.692417932505364,906.4186,0.012981254,0.2865234,0.03152047,17.83243,15500,28.65234,0.00015399145,100,5898.390841960907,14.501312,155,4.5694323,-53.264046,1.2981255,0.015399145,2789761,3.1520472,3.373141,21.884558,9.592199,1.1348725e-06,-0.42214084,-1.775467
[-1.13  -1.046 -0.123 -0.774 -0.97 ],488.62,-29.194438295775853,134.75304,0.009282317,0.054507993,0.007990875,18.394629,15600,5.4507995,0.00089264783,100,5987.81211233139,57.43501,156,1.7375875,-51.27668,0.92823184,0.08926479,2838623,0.79908764,0.9359856,57.55106,9.213722,1.2969971e-06,-1.3170705,-1.7092215
[-1.13  -1.048 -0.124 -0.772 -0.97 ],496.16,-32.1803963751651,49607.668,0.023583278,0.7345975,0.10369612,30.25899,15700,73.459755,3.6708195e-06,100,6077.872873067856,4.9179263,157,94.257996,-29.624397,2.3583283,0.00036708196,2888239,10.369613,24.706318,1.060918,7.782138,2.479553e-07,14.913847,-1.0086329
[-1.128 -1.043 -0.116 -0.769 -0.974],500.0,-32.4307058108798,136.21915,0.008388117,0.06518764,0.010918085,14.582147,15800,6.518764,0.00014134958,100,6170.438081502914,37.1168,158,3.4924207,-18.666348,0.83881164,0.014134958,2938239,1.0918086,1.1551102,28.633434,7.3259006,3.4332277e-07,-0.0076799393,-0.6222112
[-1.131 -1.04  -0.115 -0.773 -0.975],498.25,-31.858772570842294,2402.807,0.011888888,0.18126373,0.025921224,29.10867,15900,18.126373,2.3201253e-05,100,6261.993706941605,17.380232,159,14.29511,-21.179749,1.188889,0.0023201255,2988064,2.5921223,5.6809587,6.9953995,7.875252,9.059906e-08,2.0124054,-0.970289
