Bound,TimeElapsed,EpThisIter,InitialReturnMean,InitialReturnStd,TimestepsSoFar,InitialReturnMin,Iteration,EpLenMean,J_sample_variance,StdIW,InitialReturnMax,ReturnMeanIW,MinIW,InitialBound,MeanIW,MaxIW,EpRewMean,Weights,EpisodesSoFar,EmpiricalD2
-9.252856,2416.142437696457,100,-1.8835068e-07,1.5351504,1303979,-2.6125264,106,142.1,2.3804917,,2.9956744,0.7975716,1.0,-9.252856,1.0,1.0,-99.46286728749845,[-0.92  -0.743 -0.297 -0.576 -0.282],10600,1.0
-8.944174,2441.763271331787,100,1.7166138e-07,1.6102064,1317675,-2.9233456,107,136.96,2.6189542,,3.1675463,1.1062706,1.0,-8.944174,1.0,1.0,-99.38950906670003,[-0.92  -0.743 -0.297 -0.576 -0.282],10700,1.0
-9.558192,2468.9209520816803,100,6.008148e-07,1.7227433,1332406,-3.804315,108,147.31,2.9978228,,3.3304687,0.49244717,1.0,-9.558192,1.0,1.0,-97.27908339801978,[-0.92  -0.743 -0.297 -0.576 -0.282],10800,1.0
-9.047741,2494.833452939987,100,-2.4557113e-07,1.5694027,1346367,-3.1361332,109,139.61,2.4879036,,3.493476,1.0027716,1.0,-9.047741,1.0,1.0,-101.04332849392611,[-0.92  -0.743 -0.297 -0.576 -0.282],10900,1.0
-10.294413,2526.4481830596924,100,5.722046e-07,1.6359352,1362877,-3.607284,110,165.1,2.7033174,,3.5138917,-0.2439062,1.0,-10.294413,1.0,1.0,-95.57888929894806,[-0.92  -0.743 -0.297 -0.576 -0.282],11000,1.0
-8.3728485,2551.8920056819916,100,-2.8371812e-07,1.7451421,1376194,-3.6520143,111,133.17,3.0762835,,3.6775284,1.6775476,1.0,-8.3728485,1.0,1.0,-101.13617782273273,[-0.92  -0.743 -0.297 -0.576 -0.282],11100,1.0
-8.886776,2576.4928591251373,100,6.3419344e-07,1.6805662,1390041,-3.3380384,112,138.47,4.181631,0.8668764,4.230362,1.2310095,0.040303968,-8.966252,1.1752559,7.546158,-99.66647652814382,[-0.92  -0.743 -0.297 -0.576 -0.282],11200,1.8957957
-7.8798823,2599.689564704895,100,8.010864e-07,1.603029,1402250,-3.0738406,113,122.09,2.5956585,,3.299596,2.1706424,1.0,-7.8798823,1.0,1.0,-101.58575835786796,[-0.919 -0.739 -0.302 -0.585 -0.282],11300,1.0
-7.543374,2620.8038897514343,100,-2.8610229e-08,1.724239,1413970,-3.446556,114,117.2,3.0030298,,4.459733,2.5072794,1.0,-7.543374,1.0,1.0,-101.91680578987301,[-0.919 -0.739 -0.302 -0.585 -0.282],11400,1.0
-8.57622,2643.4522190093994,100,2.9087067e-07,1.7392741,1426605,-3.0295653,115,126.35,3.0556307,,4.449003,1.4743655,1.0,-8.57622,1.0,1.0,-99.39103626630873,[-0.919 -0.739 -0.302 -0.585 -0.282],11500,1.0
-8.384678,2666.6336052417755,100,-2.5749208e-07,1.7652221,1439272,-3.4450483,116,126.67,3.1474833,,4.0455656,1.6658273,1.0,-8.384678,1.0,1.0,-101.04914562469173,[-0.919 -0.739 -0.302 -0.585 -0.282],11600,1.0
-8.791899,2691.3820354938507,100,-2.813339e-07,1.6339085,1452830,-3.1621351,117,135.58,2.6966233,,4.237239,1.258588,1.0,-8.791899,1.0,1.0,-98.79119284834262,[-0.919 -0.739 -0.302 -0.585 -0.282],11700,1.0
-8.684023,2714.853504180908,100,3.4332277e-07,1.6838744,1466382,-2.9245262,118,135.52,2.8640733,,4.245714,1.3664774,1.0,-8.684023,1.0,1.0,-101.04094611312138,[-0.919 -0.739 -0.302 -0.585 -0.282],11800,1.0
-8.454445,2738.7203023433685,100,3.671646e-07,1.4415835,1479182,-2.9631114,119,128.0,2.099154,,4.4642625,1.5962356,1.0,-8.454445,1.0,1.0,-99.84986064039823,[-0.919 -0.739 -0.302 -0.585 -0.282],11900,1.0
-8.166715,2761.6859810352325,100,2.5749208e-07,1.7373316,1491643,-3.4407954,120,124.61,3.0488093,,4.0697317,1.8838632,1.0,-8.166715,1.0,1.0,-98.46001773673126,[-0.919 -0.739 -0.302 -0.585 -0.282],12000,1.0
-8.030903,2783.9087347984314,100,-3.33786e-07,1.6482505,1503925,-4.1751056,121,122.82,2.7441711,,3.7773128,2.0199392,1.0,-8.030903,1.0,1.0,-100.84202581076005,[-0.919 -0.739 -0.302 -0.585 -0.282],12100,1.0
-7.8236628,2807.142875432968,100,-2.4318695e-07,1.6440247,1515942,-3.2455678,122,120.17,2.730118,,3.662394,2.2268522,1.0,-7.8236628,1.0,1.0,-102.43224690927867,[-0.919 -0.739 -0.302 -0.585 -0.282],12200,1.0
-7.1434736,2827.348842859268,100,-4.4822693e-07,1.6343851,1527145,-2.9695601,123,112.03,2.698197,,3.6733994,2.9071023,1.0,-7.1434736,1.0,1.0,-102.08720123723943,[-0.919 -0.739 -0.302 -0.585 -0.282],12300,1.0
-7.758003,2849.4152574539185,100,4.4345856e-07,1.6508646,1539306,-2.9623709,124,121.61,2.7528827,,3.5810618,2.292771,1.0,-7.758003,1.0,1.0,-99.84230159720806,[-0.919 -0.739 -0.302 -0.585 -0.282],12400,1.0
-7.9738607,2870.983471632004,100,1.4781952e-07,1.769532,1551618,-3.3427153,125,123.12,3.162872,,4.1897755,2.0766475,1.0,-7.9738607,1.0,1.0,-100.3838534735832,[-0.919 -0.739 -0.302 -0.585 -0.282],12500,1.0
-7.151508,2891.5892462730408,100,1.2397766e-07,1.5696185,1562833,-3.2873907,126,112.15,2.4885876,,3.134743,2.8990483,1.0,-7.151508,1.0,1.0,-101.83534134328015,[-0.919 -0.739 -0.302 -0.585 -0.282],12600,1.0
-7.441188,2912.6444301605225,100,9.536743e-08,1.5385702,1574305,-2.947497,127,114.72,2.3911088,,4.5344353,2.609739,1.0,-7.441188,1.0,1.0,-101.659546923875,[-0.919 -0.739 -0.302 -0.585 -0.282],12700,1.0
-8.7204895,2937.7474200725555,100,-6.198883e-08,1.65131,1587419,-2.9064045,128,131.14,2.7543683,,4.6019487,1.3300701,1.0,-8.7204895,1.0,1.0,-99.31439030008188,[-0.919 -0.739 -0.302 -0.585 -0.282],12800,1.0
-7.131908,2957.1250767707825,100,1.3828277e-07,2.267197,1598585,-15.949871,129,111.66,3.4059892,0.1750513,4.481557,2.9291606,0.53906983,-7.162758,0.96868485,1.7455148,-103.65467311334554,[-0.919 -0.739 -0.302 -0.585 -0.282],12900,1.0569975
-8.754229,2980.7318840026855,100,-2.69413e-07,1.784265,1612287,-3.236558,130,137.02,3.2157583,,3.6153448,1.296268,1.0,-8.754229,1.0,1.0,-97.25582076710032,[-0.921 -0.741 -0.299 -0.585 -0.282],13000,1.0
-6.8629484,3000.5816674232483,100,-7.5340273e-07,1.7182199,1623071,-5.141598,131,107.84,2.9821007,,3.5578585,3.1974823,1.0,-6.8629484,1.0,1.0,-102.06130655951978,[-0.921 -0.741 -0.299 -0.585 -0.282],13100,1.0
-9.85263,3029.015083551407,100,-3.33786e-07,1.5898744,1638631,-3.4473357,132,155.6,2.5532324,,3.1618347,0.19793342,1.0,-9.85263,1.0,1.0,-99.24249913739796,[-0.921 -0.741 -0.299 -0.585 -0.282],13200,1.0
-8.520579,3052.209658384323,100,-5.7220458e-08,1.7763615,1651450,-3.122386,133,128.19,3.1873329,,3.8666716,1.5299299,1.0,-8.520579,1.0,1.0,-99.92037524360447,[-0.921 -0.741 -0.299 -0.585 -0.282],13300,1.0
-8.411622,3076.6040649414062,100,-3.004074e-07,1.5519054,1664476,-3.2460427,134,130.26,2.4327376,,3.392246,1.6390098,1.0,-8.411622,1.0,1.0,-97.6534319436487,[-0.921 -0.741 -0.299 -0.585 -0.282],13400,1.0
-8.985348,3100.9504160881042,100,3.4332277e-07,1.6048634,1678013,-3.0483174,135,135.37,2.6016018,,3.8889437,1.0650616,1.0,-8.985348,1.0,1.0,-100.52497074520909,[-0.921 -0.741 -0.299 -0.585 -0.282],13500,1.0
-8.890583,3126.439973115921,100,2.0980835e-07,1.5049328,1691696,-2.6896548,136,136.83,2.2876995,,3.83717,1.1598206,1.0,-8.890583,1.0,1.0,-100.79085053908896,[-0.921 -0.741 -0.299 -0.585 -0.282],13600,1.0
-7.93782,3148.816817045212,100,1.5258789e-07,1.7666061,1703976,-2.8363285,137,122.8,3.1524208,,3.4488745,2.11264,1.0,-7.93782,1.0,1.0,-102.36295536461475,[-0.921 -0.741 -0.299 -0.585 -0.282],13700,1.0
-9.053769,3175.049649477005,100,-4.2438506e-07,1.7568606,1717946,-3.2546034,138,139.7,3.1177366,,3.4401112,0.99672425,1.0,-9.053769,1.0,1.0,-101.03845674764146,[-0.921 -0.741 -0.299 -0.585 -0.282],13800,1.0
-8.123076,3199.384218454361,100,-1.14440915e-07,1.6745301,1730546,-3.2435741,139,126.0,2.832375,,3.291389,1.9273721,1.0,-8.123076,1.0,1.0,-101.57440041935271,[-0.921 -0.741 -0.299 -0.585 -0.282],13900,1.0
-8.840717,3225.2031831741333,100,-3.33786e-08,1.743159,1743956,-2.8107657,140,134.1,3.0692961,,4.595704,1.2096851,1.0,-8.840717,1.0,1.0,-101.98606391180833,[-0.921 -0.741 -0.299 -0.585 -0.282],14000,1.0
-7.7983017,3247.177477121353,100,-1.8596648e-07,1.7758223,1756054,-3.0148888,141,120.98,3.1853983,,4.2401714,2.2524369,1.0,-7.7983017,1.0,1.0,-103.41973774984791,[-0.921 -0.741 -0.299 -0.585 -0.282],14100,1.0
-8.111887,3272.0082819461823,100,4.1007996e-07,1.7809376,1768823,-3.2268176,142,127.69,8.300241,1.2941493,4.1443925,2.1210752,0.0025637327,-8.312181,1.0458522,13.521051,-100.82344275535607,[-0.921 -0.741 -0.299 -0.585 -0.282],14200,35.004673
-5.8157377,3289.9988117218018,100,6.9618227e-07,1.6035657,1778621,-3.1594806,143,97.98,2.5973966,,3.7537735,4.2349005,1.0,-5.8157377,1.0,1.0,-102.62378971281956,[-0.921 -0.729 -0.295 -0.603 -0.28 ],14300,1.0
-22.673746,3307.2101719379425,100,4.196167e-07,1.6187011,1787757,-3.41325,144,91.36,6.282584,1.370894,4.042159,5.521206,0.0048146015,-22.89713,1.097865,17.970491,-102.29018188811992,[-0.921 -0.729 -0.295 -0.603 -0.28 ],14400,4.8846974
-7.8416705,3329.5757966041565,100,3.5762787e-07,1.7370957,1799580,-3.231936,145,118.23,3.047981,,3.683536,2.2092519,1.0,-7.8416705,1.0,1.0,-101.44957819989858,[-0.919 -0.737 -0.311 -0.585 -0.282],14500,1.0
-7.113572,3350.816416978836,100,-6.67572e-08,1.7073773,1810783,-4.61475,146,112.03,2.9445832,,4.1219544,2.9371872,1.0,-7.113572,1.0,1.0,-101.9189792754441,[-0.919 -0.737 -0.311 -0.585 -0.282],14600,1.0
-7.450735,3372.0818395614624,100,5.2452087e-08,1.6746737,1822236,-3.2223186,147,114.53,2.8328602,,3.871543,2.6000535,1.0,-7.450735,1.0,1.0,-100.53986967293507,[-0.919 -0.737 -0.311 -0.585 -0.282],14700,1.0
-8.157898,3393.899032831192,100,-4.2676925e-07,1.7091445,1834810,-3.4989595,148,125.74,2.9506817,,4.1860657,1.8926944,1.0,-8.157898,1.0,1.0,-101.08676959867874,[-0.919 -0.737 -0.311 -0.585 -0.282],14800,1.0
-7.3206997,3413.9202427864075,100,-6.67572e-08,1.6367917,1846234,-3.1766958,149,114.24,2.7061481,,4.0652704,2.7301695,1.0,-7.3206997,1.0,1.0,-103.13213290842609,[-0.919 -0.737 -0.311 -0.585 -0.282],14900,1.0
-9.529295,3434.682433128357,100,1.4305114e-08,1.6059374,1856863,-3.447575,150,106.29,2.6050847,,3.6869621,3.462592,1.0,-9.529295,1.0,1.0,-102.79272049487113,[-0.919 -0.737 -0.311 -0.585 -0.282],15000,1.0
-7.0633283,3455.77689743042,100,1.16825106e-07,1.6144922,1868158,-3.0336728,151,112.95,2.6329138,,3.7013185,2.9873996,1.0,-7.0633283,1.0,1.0,-102.52558915712825,[-0.919 -0.737 -0.311 -0.585 -0.282],15100,1.0
-7.8579836,3479.2003741264343,100,-6.198883e-08,2.3125381,1880329,-16.683517,152,121.71,2.986005,1.0256335,3.9051623,2.2632647,0.04525661,-7.9952407,1.1608917,12.366409,-99.22714129709571,[-0.919 -0.737 -0.311 -0.585 -0.282],15200,2.2682705
-8.089649,3502.7969427108765,100,-3.671646e-07,1.6010624,1893026,-3.5118608,153,126.97,2.5892932,,3.2622948,1.9608576,1.0,-8.089649,1.0,1.0,-102.09104027374184,[-0.948 -0.755 -0.318 -0.587 -0.304],15300,1.0
-8.887901,3527.332836151123,100,5.6743625e-07,1.4910201,1906698,-3.132413,154,136.72,2.2455971,,3.9290195,1.1625148,1.0,-8.887901,1.0,1.0,-98.49263536742691,[-0.948 -0.755 -0.318 -0.587 -0.304],15400,1.0
-8.763781,3552.1481771469116,100,3.7193297e-07,1.5035223,1920159,-2.8967805,155,134.61,2.2834134,,3.4802537,1.2866337,1.0,-8.763781,1.0,1.0,-98.30145593406209,[-0.948 -0.755 -0.318 -0.587 -0.304],15500,1.0
-9.675473,3582.152221441269,100,-4.7683715e-09,1.5482447,1935674,-3.0925121,156,155.15,2.4212744,,4.155039,0.3750201,1.0,-9.675473,1.0,1.0,-96.17178988842656,[-0.948 -0.755 -0.318 -0.587 -0.304],15600,1.0
-8.322292,3606.207909822464,100,3.33786e-08,1.7380118,1948890,-4.0550876,157,132.16,3.0511966,,3.6397402,1.7282386,1.0,-8.322292,1.0,1.0,-98.28554774429018,[-0.948 -0.755 -0.318 -0.587 -0.304],15700,1.0
-9.229025,3634.3505942821503,100,-2.8610229e-08,1.6389589,1963011,-3.0899467,158,141.21,2.713319,,4.4242964,0.8216043,1.0,-9.229025,1.0,1.0,-99.81228904524478,[-0.948 -0.755 -0.318 -0.587 -0.304],15800,1.0
-8.742536,3658.953401327133,100,-1.4305115e-07,1.6842918,1976703,-3.527556,159,136.92,2.8654935,,3.7403536,1.308195,1.0,-8.742536,1.0,1.0,-97.95415161477891,[-0.948 -0.755 -0.318 -0.587 -0.304],15900,1.0
-9.227177,3684.8057045936584,100,-9.536743e-09,1.932426,1991027,-8.005014,160,143.24,3.7719903,,3.6363165,0.82374036,1.0,-9.227177,1.0,1.0,-99.51935647466955,[-0.948 -0.755 -0.318 -0.587 -0.304],16000,1.0
-9.04397,3710.347937107086,100,1.66893e-07,1.8083013,2004870,-3.4365296,161,138.43,3.3029835,,4.616373,1.0065219,1.0,-9.04397,1.0,1.0,-99.84101555411779,[-0.948 -0.755 -0.318 -0.587 -0.304],16100,1.0
-8.211622,3734.452799797058,100,-1.4781952e-07,1.5503676,2017948,-3.2583675,162,130.78,2.4279187,,3.0394778,1.8390715,1.0,-8.211622,1.0,1.0,-101.8356283406707,[-0.948 -0.755 -0.318 -0.587 -0.304],16200,1.0
-9.584486,3762.1071190834045,100,7.6293944e-08,1.5450009,2032858,-3.039703,163,149.1,2.4111392,,4.0918083,0.46595445,1.0,-9.584486,1.0,1.0,-100.73295040514827,[-0.948 -0.755 -0.318 -0.587 -0.304],16300,1.0
-9.134064,3789.520886659622,100,2.7656554e-07,1.588979,2046899,-3.5248818,164,140.41,2.5503573,,3.4906688,0.91657394,1.0,-9.134064,1.0,1.0,-101.09083427316305,[-0.948 -0.755 -0.318 -0.587 -0.304],16400,1.0
-9.10306,3814.8883674144745,100,-2.4557113e-07,1.7820709,2061061,-5.027925,165,141.62,3.207855,,3.3630133,0.9477621,1.0,-9.10306,1.0,1.0,-99.1531189554008,[-0.948 -0.755 -0.318 -0.587 -0.304],16500,1.0
-9.21375,3842.3858304023743,100,2.193451e-07,1.7943923,2075752,-3.581483,166,146.91,3.2523675,,3.5227268,0.8368112,1.0,-9.21375,1.0,1.0,-100.27153362581626,[-0.948 -0.755 -0.318 -0.587 -0.304],16600,1.0
-8.043911,3865.84414768219,100,-1.4305114e-08,1.702185,2088212,-3.500226,167,124.6,2.926701,,3.1527157,2.006638,1.0,-8.043911,1.0,1.0,-101.89186246583444,[-0.948 -0.755 -0.318 -0.587 -0.304],16700,1.0
-8.691127,3891.919679403305,100,3.9339065e-07,1.6929301,2101562,-3.2506776,168,133.5,2.8949616,,3.307509,1.3594497,1.0,-8.691127,1.0,1.0,-100.75216717712225,[-0.948 -0.755 -0.318 -0.587 -0.304],16800,1.0
-8.735409,3918.2033355236053,100,3.2901764e-07,1.7103128,2115543,-3.7464552,169,139.81,2.9547172,,3.8187382,1.3150756,1.0,-8.735409,1.0,1.0,-102.63000356663815,[-0.948 -0.755 -0.318 -0.587 -0.304],16900,1.0
-9.511133,3944.8985047340393,100,-4.386902e-07,1.6442776,2129938,-3.0502796,170,143.95,2.7309585,,3.5316415,0.5392977,1.0,-9.511133,1.0,1.0,-98.65226491337799,[-0.948 -0.755 -0.318 -0.587 -0.304],17000,1.0
-9.854978,3972.8271114826202,100,6.2465665e-07,1.5274729,2145428,-2.7765183,171,154.9,2.3567405,,4.2708697,0.19563131,1.0,-9.854978,1.0,1.0,-96.23156539134722,[-0.948 -0.755 -0.318 -0.587 -0.304],17100,1.0
-8.252305,3998.122142314911,100,-1.3113022e-07,1.7251481,2158676,-3.175754,172,132.48,4.8365054,1.2690773,3.7973015,1.8899008,0.018607972,-8.399428,1.1848359,11.231163,-98.86244716619278,[-0.948 -0.755 -0.318 -0.587 -0.304],17200,2.8500617
-8.085254,4021.199296474457,100,-1.9788742e-07,1.705519,2171542,-4.1810837,173,128.66,2.9381764,,3.6080565,1.9654961,1.0,-8.085254,1.0,1.0,-102.0040559884035,[-0.94  -0.747 -0.324 -0.594 -0.304],17300,1.0
-7.032583,4041.893618822098,100,-2.3841858e-08,1.6001464,2182653,-3.1333008,174,111.11,3.3989544,0.95339113,3.4983673,3.0938473,0.13697007,-7.1113787,1.0359939,8.107408,-102.9142057578083,[-0.94  -0.747 -0.324 -0.594 -0.304],17400,1.7305675
-7.747262,4064.056701898575,100,1.2874604e-07,1.7230374,2194648,-2.9018507,175,119.95,2.9988463,,4.3534503,2.3034384,1.0,-7.747262,1.0,1.0,-100.76304857965528,[-0.942 -0.752 -0.316 -0.587 -0.304],17500,1.0
-8.399092,4089.274861097336,100,-6.67572e-08,1.5352843,2207709,-3.062419,176,130.61,2.3809066,,3.9863,1.6514192,1.0,-8.399092,1.0,1.0,-100.74427002720734,[-0.942 -0.752 -0.316 -0.587 -0.304],17600,1.0
-8.103687,4112.719578266144,100,-2.3841858e-08,1.7857316,2220417,-3.304728,177,127.08,3.2210474,,4.0221834,1.9468092,1.0,-8.103687,1.0,1.0,-99.4136421034537,[-0.942 -0.752 -0.316 -0.587 -0.304],17700,1.0
-7.875531,4135.3894736766815,100,1.1920929e-07,1.6813341,2232758,-4.838927,178,123.41,2.855439,,3.737296,2.1752336,1.0,-7.875531,1.0,1.0,-101.2968665628909,[-0.942 -0.752 -0.316 -0.587 -0.304],17800,1.0
-9.146018,4160.587380409241,100,-2.2411346e-07,1.643301,2246143,-3.1115117,179,133.85,2.7277148,,5.0239105,0.9044365,1.0,-9.146018,1.0,1.0,-98.90467052871128,[-0.942 -0.752 -0.316 -0.587 -0.304],17900,1.0
-8.366437,4185.5450048446655,100,-4.6730042e-07,1.6933701,2259423,-3.443635,180,132.8,2.8964663,,4.3300285,1.6840631,1.0,-8.366437,1.0,1.0,-102.64238834208271,[-0.942 -0.752 -0.316 -0.587 -0.304],18000,1.0
-8.4918375,4209.1051902771,100,2.7179718e-07,1.4284221,2272227,-2.9565682,181,128.04,2.0609994,,4.198975,1.5586712,1.0,-8.4918375,1.0,1.0,-101.90547165130515,[-0.942 -0.752 -0.316 -0.587 -0.304],18100,1.0
-8.570653,4232.990224123001,100,-5.340576e-07,1.6480087,2285507,-3.2719011,182,132.8,2.7433662,,3.9159374,1.479803,1.0,-8.570653,1.0,1.0,-102.75701951210493,[-0.942 -0.752 -0.316 -0.587 -0.304],18200,1.0
-7.9230967,4256.804678440094,100,6.198883e-08,1.7003257,2298245,-3.2015824,183,127.38,2.92031,,3.6001415,2.127427,1.0,-7.9230967,1.0,1.0,-101.44088830867027,[-0.942 -0.752 -0.316 -0.587 -0.304],18300,1.0
-8.241766,4279.217934370041,100,-3.33786e-07,2.0692456,2310721,-11.636393,184,124.76,4.3250265,,3.8747725,1.8095645,1.0,-8.241766,1.0,1.0,-99.98001219192896,[-0.942 -0.752 -0.316 -0.587 -0.304],18400,1.0
-8.368859,4304.252148151398,100,-2.3365021e-07,1.5078628,2323392,-3.1826997,185,126.71,2.2966163,,3.5466194,1.6818434,1.0,-8.368859,1.0,1.0,-98.4602522653282,[-0.942 -0.752 -0.316 -0.587 -0.304],18500,1.0
-9.409594,4330.820361852646,100,-2.0980835e-07,1.8292645,2337328,-9.911493,186,139.36,3.380008,,3.4922936,0.6419318,1.0,-9.409594,1.0,1.0,-99.99942357667814,[-0.942 -0.752 -0.316 -0.587 -0.304],18600,1.0
-9.022338,4356.51048207283,100,1.9073486e-08,1.7363153,2351086,-6.500651,187,137.58,3.0452428,,4.051053,1.0286542,1.0,-9.022338,1.0,1.0,-99.03154173794603,[-0.942 -0.752 -0.316 -0.587 -0.304],18700,1.0
-8.261295,4379.983830451965,100,3.0994414e-07,1.968758,2364354,-3.441553,188,132.68,3.9151597,,3.833006,1.7891078,1.0,-8.261295,1.0,1.0,-102.14763748997566,[-0.942 -0.752 -0.316 -0.587 -0.304],18800,1.0
-8.977371,4406.931780576706,100,-1.7166138e-07,2.0389798,2378045,-11.173954,189,136.91,3.2432954,0.48766893,3.8368526,1.0991025,0.2816176,-9.033266,0.99271053,8.5605,-100.77766068386188,[-0.942 -0.752 -0.316 -0.587 -0.304],18900,1.2267059
-9.602118,4435.267978191376,100,8.72612e-07,1.7321364,2393047,-3.1006618,190,150.02,3.0306025,,3.9369488,0.44836187,1.0,-9.602118,1.0,1.0,-100.34221194213987,[-0.944 -0.755 -0.312 -0.584 -0.305],19000,1.0
-9.396641,4464.354733467102,100,-3.3855437e-07,1.7066234,2407920,-3.1687393,191,148.73,2.9419832,,3.805914,0.65412664,1.0,-9.396641,1.0,1.0,-98.7827134695339,[-0.944 -0.755 -0.312 -0.584 -0.305],19100,1.0
-9.938328,4491.425457715988,100,5.7220458e-08,1.5153394,2422744,-2.7336297,192,148.24,2.319448,,3.6799629,0.112153426,1.0,-9.938328,1.0,1.0,-101.08546656843882,[-0.944 -0.755 -0.312 -0.584 -0.305],19200,1.0
-9.887842,4518.429406166077,100,6.198883e-08,1.7004653,2438082,-2.9176798,193,153.38,2.92079,,4.204569,0.16275716,1.0,-9.887842,1.0,1.0,-100.66587403361721,[-0.944 -0.755 -0.312 -0.584 -0.305],19300,1.0
-8.934971,4544.120211362839,100,-3.33786e-08,1.6691649,2451909,-3.1308274,194,138.27,2.8142533,,3.3924313,1.1155754,1.0,-8.934971,1.0,1.0,-97.58280476846967,[-0.944 -0.755 -0.312 -0.584 -0.305],19400,1.0
-9.801505,4571.178777694702,100,-2.1457672e-07,1.59909,2466913,-3.16782,195,150.04,2.582918,,3.8397555,0.24898586,1.0,-9.801505,1.0,1.0,-96.6540638312207,[-0.944 -0.755 -0.312 -0.584 -0.305],19500,1.0
-9.872184,4599.703227996826,100,5.531311e-07,1.5191429,2482810,-3.3316908,196,158.97,2.3311062,,3.7780302,0.17845471,1.0,-9.872184,1.0,1.0,-98.31580682585724,[-0.944 -0.755 -0.312 -0.584 -0.305],19600,1.0
-8.8358135,4624.134580850601,100,-2.0980835e-07,1.7968508,2496651,-3.1182861,197,138.41,3.2612853,,4.6073713,1.2146097,1.0,-8.8358135,1.0,1.0,-102.13937383194413,[-0.944 -0.755 -0.312 -0.584 -0.305],19700,1.0
-8.783903,4648.8459458351135,100,2.861023e-07,1.5415558,2510421,-3.1763282,198,137.7,2.4003985,,3.8023636,1.2668118,1.0,-8.783903,1.0,1.0,-99.74400742885786,[-0.944 -0.755 -0.312 -0.584 -0.305],19800,1.0
-8.628689,4672.936067342758,100,-7.4863436e-07,1.7356175,2523841,-3.149466,199,134.2,3.042796,,4.179361,1.4223214,1.0,-8.628689,1.0,1.0,-102.14088277826606,[-0.944 -0.755 -0.312 -0.584 -0.305],19900,1.0
-10.08254,4701.320883512497,100,-6.151199e-07,1.5642443,2539416,-3.2603378,200,155.75,2.471576,,4.5989447,-0.032068085,1.0,-10.08254,1.0,1.0,-95.10325966622793,[-0.944 -0.755 -0.312 -0.584 -0.305],20000,1.0
-9.067899,4726.124160528183,100,-2.2411346e-07,1.7554234,2553454,-3.41262,201,140.38,3.1126375,,4.1457977,0.9826953,1.0,-9.067899,1.0,1.0,-100.6062884839598,[-0.944 -0.755 -0.312 -0.584 -0.305],20100,1.0
-9.864803,4753.758983850479,100,-4.2438506e-07,1.7407478,2568547,-3.15035,202,150.93,3.060811,,3.970615,0.18575813,1.0,-9.864803,1.0,1.0,-97.80493806770929,[-0.944 -0.755 -0.312 -0.584 -0.305],20200,1.0
-9.828979,4783.061765670776,100,-9.059906e-08,1.5796475,2584610,-3.8533058,203,160.63,2.5204911,,3.864403,0.22168776,1.0,-9.828979,1.0,1.0,-97.64853781536652,[-0.944 -0.755 -0.312 -0.584 -0.305],20300,1.0
-9.841491,4813.220043897629,100,-3.7193297e-07,1.7216194,2600576,-3.418972,204,159.66,2.9939122,,4.258251,0.20893992,1.0,-9.841491,1.0,1.0,-97.81374179883895,[-0.944 -0.755 -0.312 -0.584 -0.305],20400,1.0
-10.061856,4840.758502960205,100,-6.67572e-08,1.6102704,2615960,-3.306644,205,153.84,2.6191618,,4.0434914,-0.011299448,1.0,-10.061856,1.0,1.0,-98.18309615787042,[-0.944 -0.755 -0.312 -0.584 -0.305],20500,1.0
-9.419723,4865.996080875397,100,4.816055e-07,1.7092346,2630459,-2.8619032,206,144.99,2.950993,,4.038618,0.6306736,1.0,-9.419723,1.0,1.0,-99.91543972757474,[-0.944 -0.755 -0.312 -0.584 -0.305],20600,1.0
-8.016826,4889.155337572098,100,1.6212464e-07,1.6020756,2642954,-2.9229488,207,124.95,2.5925717,,3.512298,2.033714,1.0,-8.016826,1.0,1.0,-101.59085506400801,[-0.944 -0.755 -0.312 -0.584 -0.305],20700,1.0
-9.785149,4917.8746509552,100,1.8119812e-07,1.6225607,2658585,-3.647313,208,156.31,2.6592963,,3.7067294,0.2653237,1.0,-9.785149,1.0,1.0,-96.92450249031626,[-0.944 -0.755 -0.312 -0.584 -0.305],20800,1.0
-8.755172,4942.077733039856,100,-2.5272368e-07,1.7671688,2672193,-3.3493695,209,136.08,3.1544292,,4.0286536,1.2954571,1.0,-8.755172,1.0,1.0,-102.24222164799879,[-0.944 -0.755 -0.312 -0.584 -0.305],20900,1.0
-8.75808,4965.418185710907,100,-1.9550323e-07,1.6243583,2685690,-3.5179448,210,134.97,2.665192,,3.4094715,1.292438,1.0,-8.75808,1.0,1.0,-101.63503469355427,[-0.944 -0.755 -0.312 -0.584 -0.305],21000,1.0
-8.280843,4988.08549618721,100,-9.536743e-08,1.6285031,2698376,-2.9819527,211,126.86,2.6788101,,3.6175785,1.7697408,1.0,-8.280843,1.0,1.0,-100.0186781171893,[-0.944 -0.755 -0.312 -0.584 -0.305],21100,1.0
-9.295069,5015.204805850983,100,-5.7220458e-08,1.7530627,2712614,-3.2157345,212,142.38,3.104272,,3.8124886,0.7554738,1.0,-9.295069,1.0,1.0,-98.57845470440056,[-0.944 -0.755 -0.312 -0.584 -0.305],21200,1.0
-8.29455,5038.721163511276,100,2.2411346e-07,1.6931645,2725528,-3.5721798,213,129.14,2.8957634,,3.9429808,1.75604,1.0,-8.29455,1.0,1.0,-98.95529245149379,[-0.944 -0.755 -0.312 -0.584 -0.305],21300,1.0
