AvgDiscRet,Bound,VarVanillaIw,AvgRet,BatchSize,eRenyi2,AvgNormIw,VarJ,IterType,VarDiscRet,ESSRenyi,VarRet,MinVanillaIw,VarNormIw,MaxVanillaIw,MaxNormIw,MinNormIw,AvgVanillaIw,ESSClassic,VanillaAvgRet,J,EpsThisIter,Delta,AvgEpLen
4662.66091979,4428.71,,4662.66091979,500,1.0,0.01,10.2295,2,105.700229952,500.0,105.700229952,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4662.66091979,4662.66,100,0.8,500.0
4661.15198093,4496.48,,4661.15198093,500,1.0,0.005,11.0155,2,138.284804442,500.0,138.284804442,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4661.15198093,4661.91,100,0.8,500.0
4664.22850216,4527.61,,4664.22850216,500,1.0,0.00333333,10.0362,2,56.4601482563,500.0,56.4601482563,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.22850216,4662.68,100,0.8,500.0
4663.35125709,4545.87,,4663.35125709,500,1.0,0.0025,10.7539,2,161.692173892,500.0,161.692173892,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.35125709,4662.85,100,0.8,500.0
4656.72336495,4557.31,0.00489323,4656.72336495,500,1.00526,0.002,24.6781,1,4666.99887472,497.382173497,4666.99887472,0.723797,1.95727e-08,1.1694,0.00233878,0.00144759,1.0,497.570141531,4656.72336495,4662.21,100,0.8,499.3
4655.43886359,4421.53,,4655.43886359,500,1.0,0.01,73.8927,2,5515.28910044,500.0,5515.28910044,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4655.43886359,4655.44,100,0.8,499.26
4662.7753347,4493.65,,4662.7753347,500,1.0,0.005,52.7858,2,86.4937744664,500.0,86.4937744664,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4662.7753347,4659.11,100,0.8,500.0
4664.90253051,4525.94,,4664.90253051,500,1.0,0.00333333,43.398,2,55.6385190745,500.0,55.6385190745,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.90253051,4661.04,100,0.8,500.0
4664.07374099,4544.8,,4664.07374099,500,1.0,0.0025,37.8543,2,75.5060308671,500.0,75.5060308671,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.07374099,4661.8,100,0.8,500.0
4662.93635889,4557.67,0.00515153,4662.93635889,500,1.00464,0.002,26.2422,1,64.5347289993,497.69054625,64.5347289993,0.725414,2.06752e-08,1.22747,0.00245905,0.00145326,0.998327,497.433869503,4662.93635889,4662.55,100,0.8,500.0
4664.06921351,4430.1,,4664.06921351,500,1.0,0.01,7.34122,2,54.4379294456,500.0,54.4379294456,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.06921351,4664.07,100,0.8,500.0
4663.50939475,4498.35,,4663.50939475,500,1.0,0.005,8.25948,2,83.2201155732,500.0,83.2201155732,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4663.50939475,4663.79,100,0.8,500.0
4662.71564803,4528.35,,4662.71564803,500,1.0,0.00333333,9.74303,2,149.064446266,500.0,149.064446266,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4662.71564803,4663.43,100,0.8,500.0
4663.50323237,4546.45,,4663.50323237,500,1.0,0.0025,9.80565,2,100.827246916,500.0,100.827246916,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.50323237,4663.45,100,0.8,500.0
4662.83672571,4558.77,0.0020444,4662.83672571,500,1.00171,0.002,9.62524,1,92.9321018144,499.146431023,92.9321018144,0.830594,8.17548e-09,1.11434,0.00222839,0.00166097,1.00013,498.98228175,4662.83672571,4663.5,100,0.8,500.0
4664.22461712,4430.42,,4664.22461712,500,1.0,0.01,8.09167,2,66.1367955966,500.0,66.1367955966,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.22461712,4664.22,100,0.8,500.0
4663.33303325,4498.43,,4663.33303325,500,1.0,0.005,10.8034,2,169.247047955,500.0,169.247047955,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4663.33303325,4663.78,100,0.8,500.0
4664.62242252,4529.06,,4664.62242252,500,1.0,0.00333333,9.64504,2,45.6353314053,500.0,45.6353314053,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.62242252,4664.06,100,0.8,500.0
4664.14354916,4547.16,,4664.14354916,500,1.0,0.0025,9.19045,2,59.3652488544,500.0,59.3652488544,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.14354916,4664.08,100,0.8,500.0
4662.37853268,4559.28,0.00237377,4662.37853268,500,1.00213,0.002,8.91228,1,104.568074689,498.938494288,104.568074689,0.772436,9.50978e-09,1.10587,0.00221345,0.00154607,0.999227,498.816628675,4662.37853268,4663.97,100,0.8,500.0
4663.93187405,4430.15,,4663.93187405,500,1.0,0.01,10.2369,2,105.853479356,500.0,105.853479356,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4663.93187405,4663.93,100,0.8,500.0
4644.91964591,4489.12,,4644.91964591,500,1.0,0.005,120.083,2,28842.7706171,500.0,28842.7706171,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4644.91964591,4654.43,100,0.8,498.23
4664.30165986,4522.63,,4664.30165986,500,1.0,0.00333333,98.3114,2,91.4287483841,500.0,91.4287483841,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.30165986,4657.72,100,0.8,500.0
4663.79561419,4542.24,,4663.79561419,500,1.0,0.0025,85.3008,2,82.6334519121,500.0,82.6334519121,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.79561419,4659.24,100,0.8,500.0
4664.04764789,4557.26,0.0171054,4664.04764789,500,1.016,0.002,26.5974,1,84.9156562421,492.126545968,84.9156562421,0.328319,6.77653e-08,1.2402,0.00246846,0.000653481,1.00483,491.686796951,4664.04764789,4662.73,100,0.8,500.0
4664.9507307,4431.09,,4664.9507307,500,1.0,0.01,7.73658,2,60.4592732837,500.0,60.4592732837,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.9507307,4664.95,100,0.8,500.0
4664.34159625,4499.27,,4664.34159625,500,1.0,0.005,7.74935,2,60.6716246626,500.0,60.6716246626,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.34159625,4664.65,100,0.8,500.0
4663.76587984,4529.26,,4663.76587984,500,1.0,0.00333333,7.88605,2,66.6135511332,500.0,66.6135511332,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4663.76587984,4664.35,100,0.8,500.0
4663.61237113,4547.17,,4663.61237113,500,1.0,0.0025,8.11434,2,77.161184045,500.0,77.161184045,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.61237113,4664.17,100,0.8,500.0
4664.07274802,4559.57,0.00110738,4664.07274802,500,1.00109,0.002,8.20312,1,84.1824910487,499.456995987,84.1824910487,0.842538,4.44644e-09,1.06782,0.00213971,0.00168829,0.998096,499.44614591,4664.07274802,4664.27,100,0.8,500.0
4664.70041861,4430.75,,4664.70041861,500,1.0,0.01,9.12821,2,84.1657809735,500.0,84.1657809735,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.70041861,4664.7,100,0.8,500.0
4664.59079176,4499.19,,4664.59079176,500,1.0,0.005,9.78631,2,109.306488968,500.0,109.306488968,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.59079176,4664.65,100,0.8,500.0
4651.87887697,4525.29,,4651.87887697,500,1.0,0.00333333,74.9792,2,16732.7473669,500.0,16732.7473669,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4651.87887697,4660.39,100,0.8,498.66
4652.82704066,4541.5,,4652.82704066,500,1.0,0.0025,87.2508,2,13679.0780167,500.0,13679.0780167,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4652.82704066,4658.5,100,0.8,498.79
4663.70700635,4557.18,0.0201523,4663.70700635,500,1.02085,0.002,28.7372,1,62.929166534,489.78806349,62.929166534,0.327618,8.04319e-08,1.34406,0.00268516,0.000654514,1.0011,490.16374812,4663.70700635,4662.91,100,0.8,500.0
4664.92254569,4430.98,,4664.92254569,500,1.0,0.01,8.25918,2,68.9034320435,500.0,68.9034320435,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.92254569,4664.92,100,0.8,500.0
4662.43942362,4498.26,,4662.43942362,500,1.0,0.005,9.15119,2,97.1632142848,500.0,97.1632142848,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4662.43942362,4663.68,100,0.8,500.0
4664.11176489,4528.76,,4664.11176489,500,1.0,0.00333333,8.84486,2,67.7604820381,500.0,67.7604820381,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.11176489,4663.82,100,0.8,500.0
4665.36958163,4547.24,,4665.36958163,500,1.0,0.0025,8.63129,2,62.1329162142,500.0,62.1329162142,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.36958163,4664.21,100,0.8,500.0
4663.89694853,4559.62,0.00232611,4663.89694853,500,1.00195,0.002,8.6775,1,102.66790084,499.027656669,102.66790084,0.821868,9.29997e-09,1.09749,0.00219446,0.00164334,1.00024,498.842478924,4663.89694853,4664.35,100,0.8,500.0
4663.55584448,4429.77,,4663.55584448,500,1.0,0.01,8.01566,2,64.8996236918,500.0,64.8996236918,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4663.55584448,4663.56,100,0.8,500.0
4664.02978242,4498.34,,4664.02978242,500,1.0,0.005,7.65815,2,53.4661555676,500.0,53.4661555676,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.02978242,4663.79,100,0.8,500.0
4665.33369671,4529.21,,4665.33369671,500,1.0,0.00333333,7.56681,2,53.4270267567,500.0,53.4270267567,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.33369671,4664.31,100,0.8,500.0
4665.98372812,4547.73,,4665.98372812,500,1.0,0.0025,7.60509,2,58.0498345241,500.0,58.0498345241,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.98372812,4664.73,100,0.8,500.0
4652.23801,4558.33,0.0105628,4652.23801,500,1.00981,0.002,28.5559,1,13449.831558,495.143366315,13449.831558,0.485402,4.24322e-08,1.22841,0.00246208,0.000972884,0.997863,494.762150622,4652.23801,4663.49,100,0.8,498.82
4665.14076654,4431.29,,4665.14076654,500,1.0,0.01,8.14955,2,67.085719482,500.0,67.085719482,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.14076654,4665.14,100,0.8,500.0
4664.31719302,4499.34,,4664.31719302,500,1.0,0.005,10.3621,2,149.487678851,500.0,149.487678851,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.31719302,4664.73,100,0.8,500.0
4664.45203107,4529.6,,4664.45203107,500,1.0,0.00333333,9.81762,2,75.1104170491,500.0,75.1104170491,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.45203107,4664.64,100,0.8,500.0
4663.68094886,4547.45,,4663.68094886,500,1.0,0.0025,9.36064,2,61.2561495787,500.0,61.2561495787,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.68094886,4664.4,100,0.8,500.0
4665.10934766,4560.04,0.00235544,4665.10934766,500,1.00218,0.002,8.56009,1,55.9533059966,498.911371976,55.9533059966,0.824811,9.45775e-09,1.09403,0.00219223,0.00165277,0.998095,498.823012693,4665.10934766,4664.77,100,0.8,500.0
4664.72280587,4430.78,,4664.72280587,500,1.0,0.01,10.4474,2,110.250115478,500.0,110.250115478,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.72280587,4664.72,100,0.8,500.0
4663.1590489,4498.52,,4663.1590489,500,1.0,0.005,12.6914,2,213.914352482,500.0,213.914352482,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4663.1590489,4663.94,100,0.8,500.0
4663.83102083,4528.84,,4663.83102083,500,1.0,0.00333333,11.7595,2,93.6428409647,500.0,93.6428409647,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4663.83102083,4663.9,100,0.8,500.0
4663.99329038,4546.95,,4663.99329038,500,1.0,0.0025,10.9726,2,67.4005825916,500.0,67.4005825916,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4663.99329038,4663.93,100,0.8,500.0
4663.12989152,4559.28,0.00264288,4663.12989152,500,1.00226,0.002,9.77348,1,83.7961430954,498.870486361,83.7961430954,0.716157,1.06692e-08,1.10449,0.00221917,0.00143892,0.995411,498.672341927,4663.12989152,4664.02,100,0.8,500.0
4665.69840516,4431.83,,4665.69840516,500,1.0,0.01,7.75074,2,60.6808523432,500.0,60.6808523432,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.69840516,4665.7,100,0.8,500.0
4665.4962604,4500.14,,4665.4962604,500,1.0,0.005,7.3835,2,49.4322338367,500.0,49.4322338367,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.4962604,4665.6,100,0.8,500.0
4665.782275,4530.56,,4665.782275,500,1.0,0.00333333,7.43171,2,57.208398754,500.0,57.208398754,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.782275,4665.66,100,0.8,500.0
4664.43845948,4548.36,,4664.43845948,500,1.0,0.0025,7.82134,2,78.6719042298,500.0,78.6719042298,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.43845948,4665.35,100,0.8,500.0
4665.54047459,4560.79,0.000979763,4665.54047459,500,1.00092,0.002,7.72794,1,57.603342857,499.541108158,57.603342857,0.882603,3.91446e-09,1.0742,0.00214715,0.00176417,1.00059,499.511891458,4665.54047459,4665.49,100,0.8,500.0
4664.39988206,4430.59,,4664.39988206,500,1.0,0.01,9.18561,2,85.2277538963,500.0,85.2277538963,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.39988206,4664.4,100,0.8,500.0
4665.18809696,4499.34,,4665.18809696,500,1.0,0.005,8.40595,2,57.2061512571,500.0,57.2061512571,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.18809696,4664.79,100,0.8,500.0
4665.37581605,4529.89,,4665.37581605,500,1.0,0.00333333,8.50134,2,76.0332001102,500.0,76.0332001102,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.37581605,4664.99,100,0.8,500.0
4664.06637133,4547.76,,4664.06637133,500,1.0,0.0025,8.88856,2,99.5661251706,500.0,99.5661251706,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.06637133,4664.76,100,0.8,500.0
4667.00649501,4560.65,0.0016732,4667.00649501,500,1.00154,0.002,8.11757,1,31.4447554744,499.231805308,31.4447554744,0.796296,6.6809e-09,1.08963,0.00217733,0.00159117,1.00089,499.16775029,4667.00649501,4665.38,100,0.8,500.0
4665.52469005,4431.77,,4665.52469005,500,1.0,0.01,7.25893,2,53.224347363,500.0,53.224347363,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.52469005,4665.52,100,0.8,500.0
4665.75313046,4500.21,,4665.75313046,500,1.0,0.005,8.10842,2,79.5708556394,500.0,79.5708556394,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.75313046,4665.64,100,0.8,500.0
4664.73016295,4530.26,,4664.73016295,500,1.0,0.00333333,8.26959,2,73.8533388378,500.0,73.8533388378,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.73016295,4665.34,100,0.8,500.0
4665.90723364,4548.5,,4665.90723364,500,1.0,0.0025,7.68213,2,30.9669581763,500.0,30.9669581763,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.90723364,4665.48,100,0.8,500.0
4665.27607168,4560.88,0.00145058,4665.27607168,500,1.00118,0.002,7.42952,1,51.4945281051,499.409122998,51.4945281051,0.842174,5.82005e-09,1.06702,0.0021373,0.00168692,0.998474,499.274794788,4665.27607168,4665.57,100,0.8,500.0
4664.48168501,4430.55,,4664.48168501,500,1.0,0.01,9.36577,2,88.603231886,500.0,88.603231886,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.48168501,4664.48,100,0.8,500.0
4664.64872711,4499.15,,4664.64872711,500,1.0,0.005,8.89622,2,71.2662765993,500.0,71.2662765993,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.64872711,4664.57,100,0.8,500.0
4665.76797303,4529.91,,4665.76797303,500,1.0,0.00333333,8.74107,2,70.6759169849,500.0,70.6759169849,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.76797303,4664.97,100,0.8,500.0
4664.29523476,4547.83,,4664.29523476,500,1.0,0.0025,8.68682,2,73.017535781,500.0,73.017535781,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.29523476,4664.8,100,0.8,500.0
4665.40283401,4560.37,0.000862415,4665.40283401,500,1.00096,0.002,8.49013,1,76.4476035321,499.518025053,76.4476035321,0.883216,3.45597e-09,1.06658,0.00213511,0.00176805,0.999087,499.56914857,4665.40283401,4665.03,100,0.8,500.0
4666.22787185,4432.39,,4666.22787185,500,1.0,0.01,6.465,2,42.2182431859,500.0,42.2182431859,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.22787185,4666.23,100,0.8,500.0
4664.55662541,4500.04,,4664.55662541,500,1.0,0.005,6.78693,2,49.4263533679,500.0,49.4263533679,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.55662541,4665.39,100,0.8,500.0
4665.77646857,4530.51,,4665.77646857,500,1.0,0.00333333,6.95526,2,53.4381270864,500.0,53.4381270864,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.77646857,4665.52,100,0.8,500.0
4665.00375274,4548.42,,4665.00375274,500,1.0,0.0025,7.10178,2,56.9836672956,500.0,56.9836672956,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.00375274,4665.39,100,0.8,500.0
4663.926665,4560.52,0.00118725,4663.926665,500,1.00101,0.002,7.30315,1,73.2000893604,499.493992335,73.2000893604,0.825785,4.75735e-09,1.05979,0.00212145,0.00165302,0.999122,499.407311583,4663.926665,4665.19,100,0.8,500.0
4665.03421727,4431.28,,4665.03421727,500,1.0,0.01,7.19768,2,52.3296063979,500.0,52.3296063979,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.03421727,4665.03,100,0.8,500.0
4666.43501208,4500.27,,4666.43501208,500,1.0,0.005,6.3976,2,29.3645080667,500.0,29.3645080667,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4666.43501208,4665.73,100,0.8,500.0
4665.74411232,4530.64,,4665.74411232,500,1.0,0.00333333,6.92308,2,62.5538722637,500.0,62.5538722637,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.74411232,4665.74,100,0.8,500.0
4664.96318194,4548.54,,4664.96318194,500,1.0,0.0025,7.18111,2,62.6630052427,500.0,62.6630052427,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.96318194,4665.54,100,0.8,500.0
4665.25097778,4560.87,0.000667282,4665.25097778,500,1.00065,0.002,7.3127,1,68.4630456457,499.675365598,68.4630456457,0.890745,2.66517e-09,1.05204,0.00210253,0.00178017,1.00074,499.667641658,4665.25097778,4665.55,100,0.8,500.0
4666.30842937,4432.34,,4666.30842937,500,1.0,0.01,7.96239,2,64.0400497126,500.0,64.0400497126,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.30842937,4666.31,100,0.8,500.0
4665.53824467,4500.48,,4665.53824467,500,1.0,0.005,7.37433,2,45.5205853028,500.0,45.5205853028,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.53824467,4665.92,100,0.8,500.0
4665.44340364,4530.68,,4665.44340364,500,1.0,0.00333333,7.60378,2,65.1892387261,500.0,65.1892387261,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.44340364,4665.76,100,0.8,500.0
4664.42192855,4548.44,,4664.42192855,500,1.0,0.0025,8.36971,2,106.471521632,500.0,106.471521632,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4664.42192855,4665.43,100,0.8,500.0
4665.42735247,4560.84,0.00147584,4665.42735247,500,1.00128,0.002,7.98833,1,49.138570865,499.358346032,49.138570865,0.778151,5.89618e-09,1.10777,0.00221418,0.00155536,1.00061,499.265701235,4665.42735247,4665.55,100,0.8,500.0
4666.36934046,4432.4,,4666.36934046,500,1.0,0.01,7.40358,2,55.366562418,500.0,55.366562418,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.36934046,4666.37,100,0.8,500.0
4665.18428418,4500.33,,4665.18428418,500,1.0,0.005,7.58753,2,60.2280841761,500.0,60.2280841761,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.18428418,4665.78,100,0.8,500.0
4664.58099476,4530.29,,4664.58099476,500,1.0,0.00333333,7.76725,2,65.5519839422,500.0,65.5519839422,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4664.58099476,4665.38,100,0.8,500.0
4666.48229574,4548.66,,4666.48229574,500,1.0,0.0025,7.63008,2,51.4824067804,500.0,51.4824067804,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.48229574,4665.65,100,0.8,500.0
4665.18040152,4560.97,0.000820896,4665.18040152,500,1.00069,0.002,7.68591,1,64.5899206587,499.654948578,64.5899206587,0.839105,3.28737e-09,1.10753,0.00221633,0.00167918,0.999424,499.590366217,4665.18040152,4665.64,100,0.8,500.0
4664.55931543,4430.8,,4664.55931543,500,1.0,0.01,6.5551,2,43.4034571379,500.0,43.4034571379,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4664.55931543,4664.56,100,0.8,500.0
4664.66958893,4499.23,,4664.66958893,500,1.0,0.005,7.21757,2,61.8297715024,500.0,61.8297715024,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4664.66958893,4664.61,100,0.8,500.0
4665.02932981,4529.67,,4665.02932981,500,1.0,0.00333333,7.40511,2,60.8137670667,500.0,60.8137670667,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.02932981,4664.75,100,0.8,500.0
4666.41052098,4548.18,,4666.41052098,500,1.0,0.0025,7.18048,2,40.0697617148,500.0,40.0697617148,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.41052098,4665.17,100,0.8,500.0
4665.42574757,4560.63,0.00103388,4665.42574757,500,1.00087,0.002,7.19806,1,59.5450301036,499.564133895,59.5450301036,0.883297,4.14597e-09,1.06426,0.0021312,0.00176883,0.998738,499.483332415,4665.42574757,4665.31,100,0.8,500.0
4665.50632585,4431.71,,4665.50632585,500,1.0,0.01,6.907,2,48.1883571432,500.0,48.1883571432,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.50632585,4665.51,100,0.8,500.0
4665.58118688,4500.08,,4665.58118688,500,1.0,0.005,7.21934,2,57.0994784092,500.0,57.0994784092,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.58118688,4665.54,100,0.8,500.0
4665.52807901,4530.44,,4665.52807901,500,1.0,0.00333333,7.23064,2,53.1397874685,500.0,53.1397874685,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4665.52807901,4665.54,100,0.8,500.0
4665.34167129,4548.49,,4665.34167129,500,1.0,0.0025,7.24648,2,53.707259844,500.0,53.707259844,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.34167129,4665.49,100,0.8,500.0
4664.95898013,4560.79,0.00116762,4664.95898013,500,1.001,0.002,7.28434,1,61.2906743726,499.502558187,61.2906743726,0.862116,4.6797e-09,1.07742,0.00215697,0.00172594,0.999012,499.41688091,4664.95898013,4665.49,100,0.8,500.0
4666.37551341,4432.42,,4666.37551341,500,1.0,0.01,6.6627,2,44.8398017904,500.0,44.8398017904,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4666.37551341,4666.38,100,0.8,500.0
4665.85847026,4500.69,,4665.85847026,500,1.0,0.005,6.92807,2,51.9909287472,500.0,51.9909287472,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.85847026,4666.12,100,0.8,500.0
4666.07406133,4531.03,,4666.07406133,500,1.0,0.00333333,7.41283,2,69.5490041919,500.0,69.5490041919,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4666.07406133,4666.1,100,0.8,500.0
4665.48458223,4548.97,,4665.48458223,500,1.0,0.0025,7.61017,2,67.1942589608,500.0,67.1942589608,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4665.48458223,4665.95,100,0.8,500.0
4666.00774351,4561.38,0.000846359,4666.00774351,500,1.00078,0.002,7.2348,1,35.9602099479,499.611441488,35.9602099479,0.900364,3.3814e-09,1.06708,0.00213289,0.00179966,1.0006,499.578718015,4666.00774351,4666.04,100,0.8,500.0
4665.07143139,4431.15,,4665.07143139,500,1.0,0.01,7.91804,2,63.3287325761,500.0,63.3287325761,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.07143139,4665.07,100,0.8,500.0
4665.39293503,4499.82,,4665.39293503,500,1.0,0.005,8.08494,2,68.6723196753,500.0,68.6723196753,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.39293503,4665.23,100,0.8,500.0
4659.2211925,4528.17,,4659.2211925,500,1.0,0.00333333,42.6873,2,5365.43740291,500.0,5365.43740291,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4659.2211925,4663.23,100,0.8,499.27
4666.32745209,4547.03,,4666.32745209,500,1.0,0.0025,37.2057,2,63.8820300425,500.0,63.8820300425,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4666.32745209,4664.0,100,0.8,500.0
4664.82227306,4560.03,0.00579066,4664.82227306,500,1.00622,0.002,18.9572,1,62.4000403896,496.91005715,62.4000403896,0.537945,2.28926e-08,1.15726,0.002301,0.0010696,1.00588,497.16037224,4664.82227306,4664.98,100,0.8,500.0
4665.03746602,4431.19,,4665.03746602,500,1.0,0.01,9.89533,2,98.9059316179,500.0,98.9059316179,1.0,3.50449e-18,1.0,0.01,0.01,1.0,100.0,4665.03746602,4665.04,100,0.8,500.0
4665.63273445,4499.98,,4665.63273445,500,1.0,0.005,8.71765,2,54.4448239646,500.0,54.4448239646,1.0,2.1793e-19,1.0,0.005,0.005,1.0,200.000000102,4665.63273445,4665.33,100,0.8,500.0
4667.13185798,4530.87,,4667.13185798,500,1.0,0.00333333,8.21936,2,49.016906942,500.0,49.016906942,1.0,5.43914e-20,1.0,0.00333333,0.00333333,1.0,299.999969474,4667.13185798,4665.93,100,0.8,500.0
4667.10592238,4549.26,,4667.10592238,500,1.0,0.0025,7.97604,2,51.277832089,500.0,51.277832089,1.0,5.4346e-20,1.0,0.0025,0.0025,1.0,400.0,4667.10592238,4666.23,100,0.8,500.0
4666.72339771,4561.74,0.000930791,4666.72339771,500,1.0009,0.002,7.56534,1,48.0570134115,499.548366688,48.0570134115,0.879474,3.71746e-09,1.0702,0.00213877,0.0017576,1.00077,499.536699119,4666.72339771,4666.43,100,0.8,500.0
