Iteration,EpThisIter,MaxIWNorm,InitialBound,MinIW,TimeElapsed,EmpiricalD2,ReturnMeanIW,StdIWNorm,EpRewMean,InitialReturnStd,Bound,ESSClassic,StdIW,MinIWNorm,InitialReturnMax,MaxIW,ESSRenyi,MeanIW,EpisodesSoFar,EpLenMean,Weights,MeanIWNorm,TimestepsSoFar,InitialReturnMean,J_sample_variance,InitialReturnMin
80,100,1.5011528,-1.2487833,0.0011868471,1451.2409360408783,27.290007,11.734527,0.15757157,-17.600794970512016,9.240564,5.2109065,3.4861317,15.757157,1.1868471e-05,17.795017,150.11528,3.664345,2.9947107,8000,484.84,[-0.607 -0.303  0.025 -0.266 -0.12 ],0.029947104,2632136,-9.3460085e-07,4609.6836,-37.463478
81,100,3.707146,-1.4682994,9.441489e-05,1473.3658673763275,110.21829,36.941555,0.3685549,-30.960692343939996,11.074907,21.526646,1.303429,36.855488,9.441489e-07,19.188457,370.7146,0.9072904,4.235404,8100,457.51,[-0.603 -0.309  0.041 -0.276 -0.125],0.04235404,2677887,-1.4686584e-06,124251.39,-44.04893
82,100,1.2660308,-1.1457728,0.0021032915,1497.0211017131805,49.686142,14.786894,0.13054526,-18.089386078962015,9.813125,6.7105246,3.3197548,13.054525,2.1032914e-05,19.089256,126.60308,2.0126336,2.4190524,8200,489.38,[-0.614 -0.294  0.023 -0.271 -0.159],0.024190526,2726825,-3.8146972e-08,25282.252,-34.373184
83,100,0.4342175,-1.4424047,0.0033169829,1519.7516512870789,10.26754,6.6885157,0.043807823,-23.621171841836784,11.973443,2.066619,8.188316,4.380782,3.316983e-05,28.591427,43.421753,9.739431,1.3082778,8300,453.38,[-0.622 -0.271  0.009 -0.267 -0.156],0.013082778,2772163,,3161.676,-43.27213
84,100,0.058495082,-1.4182601,0.045149095,1541.49862408638,1.8925581,1.7469952,0.010140767,-23.084609437909958,13.279943,-0.20410979,52.066246,1.0140766,0.00045149095,22.920792,5.8495083,52.838535,1.0568862,8400,425.06,[-0.616 -0.274 -0.002 -0.275 -0.157],0.010568862,2814669,2.670288e-07,449.9208,-42.547813
85,100,0.068499915,-1.6703191,0.018745843,1564.4941971302032,3.808196,4.0854187,0.0120829,-25.25441084562825,12.266858,0.82585883,36.357964,1.20829,0.00018745843,26.174078,6.8499913,26.259151,0.9132695,8500,435.1,[-0.605 -0.268 -0.008 -0.269 -0.153],0.009132694,2858179,-3.528595e-07,549.8043,-50.10956
86,100,2.4077716,-1.5702311,0.0015290917,1587.1466212272644,153.571,38.257256,0.24007267,-12.70806746213734,10.151167,18.798372,1.9834353,24.007267,1.5290918e-05,22.729694,240.77718,0.6511646,3.4150891,8600,464.24,[-0.619 -0.263 -0.017 -0.26  -0.161],0.034150887,2904603,-8.72612e-07,152485.78,-47.106903
87,100,0.10270969,-0.94608474,0.034617368,1609.7873961925507,4.13832,2.1573844,0.01639177,-13.118606469409219,10.061745,0.232777,29.113031,1.6391772,0.00034617368,19.195908,10.270969,24.164396,1.0504767,8700,478.3,[-0.615 -0.242 -0.011 -0.232 -0.142],0.010504766,2952433,4.2915343e-07,480.77307,-28.382547
88,100,0.66041625,-0.93183184,0.004849074,1632.9326355457306,12.0879545,9.150223,0.06558546,-21.293366426488365,10.655115,5.9104576,3.5761847,6.5585456,4.849074e-05,27.153255,66.041626,8.272698,1.2630641,8800,466.4,[-0.632 -0.23  -0.019 -0.231 -0.16 ],0.012630638,2999073,-8.2969666e-07,8796.563,-27.954926
89,100,0.023697698,-1.2354014,0.34231403,1654.096819639206,1.1778733,0.547524,0.003539578,-15.996511103900064,10.642116,-0.79325485,89.31864,0.35395783,0.0034231404,26.484055,2.3697698,84.89878,1.0235505,8900,464.51,[-0.666 -0.238 -0.018 -0.245 -0.158],0.010235506,3045524,-6.9618227e-07,126.52527,-37.06202
90,100,0.032160785,-1.4104319,0.22198819,1676.8989844322205,1.5134097,1.0797602,0.006558972,-24.27605426211837,13.09969,-0.65536356,71.46673,0.6558972,0.0022198819,37.010567,3.2160788,66.07596,1.0380349,9000,457.64,[-0.666 -0.245 -0.019 -0.249 -0.166],0.010380349,3091288,2.2888183e-07,151.13295,-42.31296
91,100,0.73201317,-0.9064666,0.00058825605,1700.3125507831573,26.371946,15.306944,0.080599636,-17.915286021626645,9.877673,10.651909,4.2394867,8.059964,5.8825603e-06,22.651634,73.20132,3.7919083,1.6958854,9100,471.89,[-0.665 -0.242 -0.02  -0.241 -0.175],0.016958853,3138477,7.6293944e-08,10969.767,-27.194
92,100,0.033651326,-1.8488442,0.1939424,1722.9844233989716,1.6723269,1.806292,0.0070065,-21.129571781342648,11.728306,-0.58460474,68.0436,0.70065004,0.001939424,27.158514,3.3651326,59.79692,1.0223885,9200,459.39,[-0.635 -0.246 -0.011 -0.255 -0.206],0.010223883,3184416,-3.8146973e-07,220.38397,-55.465317
93,100,0.024174804,-1.5346444,0.23618908,1745.233235836029,1.3531046,0.63335925,0.0047399956,-18.88267746090426,12.952335,-1.1517863,76.49963,0.47399956,0.0023618909,41.348564,2.4174805,73.90411,0.85520464,9300,453.85,[-0.634 -0.247 -0.009 -0.25  -0.221],0.008552046,3229801,5.340576e-07,177.0634,-46.039352
94,100,0.05530242,-1.0497938,0.08920024,1769.02290225029,2.3238935,2.174319,0.010940629,-12.989095477847515,8.98587,0.57397974,46.92239,1.0940629,0.0008920024,18.844788,5.530242,43.03123,1.0286714,9400,481.5,[-0.627 -0.245 -0.007 -0.244 -0.216],0.010286711,3277951,-9.536743e-09,178.45038,-31.493813
95,100,0.2263488,-1.1218894,0.06417189,1790.2859132289886,2.23843,1.9408995,0.024754746,-18.89099699491404,11.152896,0.26239693,19.816412,2.4754746,0.00064171886,22.065756,22.63488,44.674168,1.2306321,9500,462.02,[-0.634 -0.246 -0.006 -0.25  -0.241],0.0123063205,3324153,6.8664554e-07,339.1132,-33.656696
96,100,0.118696526,-1.5743358,0.029262425,1812.2315394878387,2.7655888,2.2195501,0.01442038,-21.529951355796157,10.961679,-0.39857745,29.667652,1.4420379,0.00029262426,19.062492,11.869653,36.158665,0.93657094,9600,454.46,[-0.643 -0.249 -0.009 -0.257 -0.228],0.0093657095,3369599,-1.411438e-06,290.1056,-47.230034
97,100,6.0966783,-1.3851274,0.00022631271,1835.0649256706238,435.43066,65.26743,0.60661936,-24.40108218708963,11.292697,36.364006,1.2703722,60.661934,2.263127e-06,17.541264,609.66785,0.2296577,6.881102,9700,441.38,[-0.637 -0.255 -0.016 -0.255 -0.225],0.068811014,3413737,3.4332277e-07,398240.94,-41.553833
98,100,0.03784483,-1.473246,0.110287055,1859.568655014038,1.5904117,0.90710616,0.0077172145,-22.00988626838546,10.542478,-0.95082676,63.5548,0.7717214,0.0011028706,17.182692,3.784483,62.876804,1.0190948,9800,472.25,[-0.676 -0.243 -0.007 -0.246 -0.205],0.010190947,3460962,-3.8146972e-08,150.44507,-44.19738
99,100,0.041488092,-1.0784552,0.09753037,1883.1516633033752,2.1207247,1.726456,0.00794476,-17.676049986626925,10.107054,0.15593123,60.146877,0.79447603,0.0009753037,25.719995,4.1488094,47.153694,0.97601426,9900,473.59,[-0.687 -0.243 -0.009 -0.251 -0.209],0.009760142,3508321,1.3923645e-06,176.4917,-32.3537
100,100,0.028445162,-0.97181785,0.07247749,1906.661289691925,1.8846496,1.6445335,0.006526351,-11.272166013246387,11.1380625,0.3103981,67.00699,0.65263516,0.0007247749,26.577242,2.8445163,53.06026,0.93007827,10000,488.11,[-0.686 -0.249 -0.014 -0.248 -0.201],0.009300782,3557132,-5.722046e-07,144.18008,-29.154518
101,100,1.0416732,-0.77915275,0.00021436953,1930.553713798523,66.674286,10.7566,0.10527965,-21.919616302690233,9.066474,4.3944826,3.7115297,10.527965,2.1436952e-06,18.529692,104.16732,1.4998286,2.0669682,10100,470.57,[-0.688 -0.253 -0.014 -0.258 -0.206],0.020669682,3604189,-2.0980835e-07,12576.567,-23.374577
102,100,0.16892898,-1.5682158,0.022108886,1951.6050415039062,6.109188,6.9400387,0.023995213,-32.35508117739945,13.891456,3.063916,17.943157,2.3995214,0.00022108886,22.990679,16.892899,16.368788,1.1220615,10200,416.81,[-0.688 -0.257 -0.013 -0.281 -0.215],0.011220615,3645870,-3.6239624e-07,2162.3027,-47.046467
103,100,37.132744,-0.8402651,1.2752253e-06,1973.813763141632,42340.215,550.44617,3.6948974,-28.298047124496296,10.552375,377.547,1.1235702,369.48972,1.2752253e-08,23.248035,3713.2744,0.0023618208,39.38729,10300,439.51,[-0.665 -0.268 -0.011 -0.277 -0.218],0.39387283,3689821,9.536743e-08,29362652.0,-25.207956
104,100,0.18144187,-0.8327182,0.0015852096,1998.7956185340881,17.985542,6.01084,0.026531372,-16.523706742443064,9.709235,2.4793336,13.902504,2.6531372,1.5852096e-05,24.499088,18.144188,5.5600214,1.066132,10400,492.2,[-0.664 -0.27  -0.01  -0.245 -0.208],0.01066132,3739041,4.863739e-07,2380.2087,-24.981556
105,100,2.653861,-1.0726283,0.0028720498,2023.145745754242,42.81948,23.679317,0.26369858,-13.66753182710691,9.906492,16.6604,1.6655307,26.369856,2.8720497e-05,22.532413,265.3861,2.3353856,3.431873,10500,475.54,[-0.677 -0.275 -0.012 -0.264 -0.213],0.034318734,3786595,7.4386594e-07,50704.004,-32.178864
106,100,0.09836246,-1.6585687,0.07389623,2046.4954674243927,2.4509623,2.2758613,0.016327107,-17.533792827372622,11.816197,-0.320719,40.964268,1.6327107,0.00073896226,21.986061,9.8362465,40.8003,1.3600484,10600,475.75,[-0.674 -0.263 -0.019 -0.251 -0.166],0.0136004845,3834170,-2.3841858e-07,573.9092,-49.757057
107,100,0.67236847,-1.4343816,0.0011719353,2069.56183052063,30.328438,12.684725,0.06966512,-13.299365554061726,10.90358,4.785402,5.205536,6.966511,1.1719353e-05,22.375721,67.23685,3.2972355,1.6325128,10700,482.6,[-0.669 -0.278 -0.019 -0.265 -0.173],0.016325127,3882430,3.1471254e-07,14200.595,-43.03146
108,100,3.247333,-1.5706458,0.00034745058,2092.776928663254,191.2039,40.47692,0.32302183,-11.859153306663778,11.575244,18.758598,1.5730755,32.302185,3.4745058e-06,24.98834,324.7333,0.52300185,4.083661,10800,480.47,[-0.656 -0.269 -0.015 -0.245 -0.203],0.04083661,3930477,-1.0871887e-06,146192.39,-47.119335
109,100,0.98338073,-1.2110163,0.00029480396,2116.4565687179565,28.24714,12.700902,0.10865868,-11.683668281189545,10.251104,6.2645807,4.8689113,10.865868,2.9480395e-06,19.033066,98.33807,3.5401814,2.4582107,10900,483.69,[-0.625 -0.286 -0.002 -0.268 -0.224],0.024582107,3978846,1.3542175e-06,8595.566,-36.33053
110,100,0.052063067,-0.8250252,0.04680738,2139.4997413158417,3.0887659,1.7870706,0.01008531,-10.794804733009826,9.199293,0.33709717,47.81382,1.0085311,0.00046807376,17.608654,5.206307,32.37539,0.96535766,11000,487.72,[-0.633 -0.31   0.008 -0.288 -0.241],0.009653577,4027618,7.4386594e-07,175.14082,-24.750774
111,100,0.03153385,-1.7746444,0.28598353,2162.5259342193604,1.2568134,0.9349439,0.0058387965,-8.737185107790372,10.543293,-1.0545691,77.03221,0.58387965,0.0028598353,29.400528,3.153385,79.56631,1.0693011,11100,479.57,[-6.329e-01 -3.151e-01 -4.583e-05 -2.892e-01 -2.393e-01],0.010693013,4075575,2.2888183e-07,132.94884,-53.239334
112,100,0.3966332,-0.81878084,0.004628404,2186.3807892799377,20.405727,8.596353,0.041965857,-13.692869482516983,8.995477,4.8976955,6.03772,4.196586,4.628404e-05,20.268183,39.663322,4.9005847,1.0637898,11200,489.82,[-0.641 -0.314 -0.003 -0.287 -0.248],0.010637901,4124557,8.4400176e-07,4600.593,-24.563446
113,100,0.035896946,-1.4543333,0.09553858,2209.9207684993744,1.5670465,1.1680614,0.007095063,-24.147059211032428,9.518275,-0.6524987,66.819664,0.7095063,0.0009553858,13.548656,3.5896945,63.814316,1.0068576,11300,453.0,[-0.645 -0.299  0.003 -0.294 -0.257],0.010068575,4169857,3.7193297e-07,93.14452,-43.63001
114,100,0.2746796,-1.59711,0.027231505,2233.239865541458,4.455405,3.717293,0.031744793,-16.59294299200086,11.319406,0.34613872,15.754769,3.1744792,0.00027231505,21.576385,27.46796,22.444647,1.3727955,11400,466.78,[-0.65  -0.307  0.006 -0.295 -0.266],0.013727954,4216535,8.010864e-07,621.1374,-47.91332
115,100,0.069991246,-0.726691,0.054748714,2256.736274242401,2.4428413,1.6721306,0.011089268,-14.305189132631954,8.225388,0.53634405,48.40891,1.1089268,0.0005474871,21.800697,6.9991245,40.93594,1.0741826,11500,483.33,[-0.651 -0.303  0.001 -0.283 -0.27 ],0.010741826,4264868,-1.0871887e-06,245.79749,-16.202827
116,100,0.0987675,-1.4491746,0.022381784,2279.273942708969,3.957023,2.924614,0.014584332,-14.193179136175006,10.6726465,0.041874886,33.268135,1.4584333,0.00022381784,20.836647,9.87675,25.271524,1.0297556,11600,466.68,[-0.635 -0.311  0.005 -0.292 -0.274],0.0102975555,4311536,1.1634827e-06,442.33395,-43.47527
117,100,0.04025746,-1.085418,0.24031886,2302.3516261577606,1.2464173,0.52982855,0.0056417417,-9.736418197792755,9.051431,-0.68196523,75.620804,0.56417423,0.0024031885,18.050016,4.0257463,80.22995,0.9936286,11700,493.26,[-0.63  -0.316 -0.002 -0.287 -0.279],0.009936285,4360862,-7.6293944e-08,95.899345,-32.56254
118,100,0.10498466,-1.0236397,0.032687437,2326.9277272224426,3.4246545,2.1927228,0.012932149,-15.693401855461943,8.756297,0.29839563,29.553251,1.293215,0.00032687437,23.493946,10.4984665,29.200026,0.837612,11800,479.64,[-0.637 -0.313 -0.003 -0.289 -0.28 ],0.00837612,4408826,-1.0490418e-06,168.10878,-30.709152
119,100,0.084874466,-0.896714,0.056069776,2349.3496658802032,2.7887876,1.6490749,0.013285954,-9.06156333151432,9.636073,0.15159404,35.919224,1.3285954,0.00056069775,26.901394,8.487447,35.857876,0.9947007,11900,485.37,[-0.643 -0.317 -0.011 -0.292 -0.281],0.0099470075,4457363,-8.010864e-07,102.916824,-23.75328
120,100,0.046416067,-1.2557538,0.11615366,2371.6137216091156,1.6255767,1.2990596,0.008103084,-12.666517163175953,10.473979,-0.3020028,60.172062,0.81030846,0.0011615366,35.88835,4.641607,61.51663,0.9959875,12000,479.88,[-0.643 -0.319 -0.004 -0.299 -0.281],0.009959876,4505351,2.670288e-07,146.04636,-37.672615
121,100,0.018189123,-1.5244541,0.51453525,2392.620386838913,1.0588357,0.10189372,0.0026273534,-19.572832575490967,9.737316,-1.4667654,94.03443,0.26273537,0.0051453523,16.336338,1.8189123,94.44335,1.0431234,12100,457.84,[-0.641 -0.316 -0.004 -0.304 -0.28 ],0.010431233,4551135,-1.5258789e-07,80.48645,-45.733612
122,100,0.36525172,-1.2858526,0.002175572,2411.360892534256,9.041687,7.6567264,0.04265927,-24.33811525700828,10.636988,3.7902467,10.051696,4.2659273,2.175572e-05,19.853712,36.525173,11.059883,1.426056,12200,457.19,[-0.642 -0.317 -0.003 -0.302 -0.28 ],0.014260561,4596854,-5.912781e-07,5141.119,-38.57556
123,100,7.739287,-1.452675,2.7482876e-05,2430.7872307300568,1393.9905,117.478836,0.769853,-25.658345112793253,11.0914,63.241425,1.1736832,76.985306,2.7482875e-07,24.225195,773.9287,0.0717365,8.389709,12300,439.63,[-0.643 -0.3    0.003 -0.302 -0.294],0.08389708,4640817,2.117157e-06,1410659.2,-43.58031
124,100,0.23809597,-0.88692033,0.008425125,2450.8001248836517,7.3107386,3.0056176,0.032271188,-17.910881733462606,8.130242,0.6075294,13.534236,3.2271185,8.4251245e-05,16.824953,23.809597,13.678509,1.2767613,12400,468.8,[-0.636 -0.308 -0.016 -0.298 -0.298],0.012767614,4687697,-1.5258789e-07,807.6267,-26.607605
125,100,2.6913495,-1.6311094,0.0003419934,2468.83588719368,122.525566,33.82194,0.26871356,-32.331275465729284,14.267508,15.766994,1.9691594,26.871357,3.419934e-06,22.374506,269.13495,0.8161562,3.8084533,12500,411.98,[-0.614 -0.308 -0.022 -0.296 -0.283],0.03808453,4728895,-7.724762e-07,122096.83,-48.933258
126,100,0.030547207,-1.0999551,0.2595545,2488.8641459941864,1.3685825,0.77862346,0.0054137493,-18.805029831389128,10.53697,-0.50817466,76.86859,0.5413749,0.002595545,20.266542,3.0547209,73.068306,0.98689616,12600,466.99,[-0.614 -0.297 -0.012 -0.276 -0.304],0.009868961,4775594,,102.64076,-32.99865
127,100,0.10582689,-1.4842622,0.059854247,2507.7635333538055,2.5306988,1.6289481,0.015827311,-15.04513620463871,10.34449,-0.7322391,30.809933,1.5827312,0.00059854245,25.636164,10.582689,39.51478,1.0561624,12700,478.11,[-0.612 -0.294 -0.009 -0.273 -0.313],0.010561623,4823405,-1.4972687e-06,214.73012,-44.52782
128,100,0.09872006,-1.0169166,0.016974693,2528.2513349056244,5.458638,2.6171129,0.0144934375,-1.7551193730411017,8.472743,0.24121761,27.103004,1.4493438,0.00016974693,25.23891,9.872006,18.319588,0.8837416,12800,488.28,[-0.618 -0.284 -0.016 -0.266 -0.32 ],0.008837416,4872233,-3.862381e-07,722.06573,-30.507484
129,100,0.18272352,-1.5348239,0.013640616,2548.1301476955414,3.694957,2.1116834,0.022199005,-9.92893362724468,9.532704,-0.8385978,21.716461,2.2199006,0.00013640616,16.913145,18.272352,27.063913,1.1692107,12900,495.73,[-0.621 -0.279 -0.021 -0.253 -0.313],0.011692108,4921806,4.2915343e-07,323.69272,-46.04473
130,100,0.6231538,-1.4778402,0.009938614,2569.0927832126617,15.19335,9.351436,0.06789728,-12.01859699033735,9.679927,3.5910134,6.9295597,6.789728,9.938614e-05,17.848137,62.315384,6.581827,1.8526754,13000,483.64,[-0.623 -0.276 -0.014 -0.258 -0.313],0.018526753,4970170,3.4332277e-07,6781.6445,-44.335213
