Iteration,MinIW,ReturnStepMax,MaxIW,MeanIW,EpLenMean,OptimizationReturnMin,Bound,OptimizationReturnMean,InitialReturnMax,InitialReturnMean,VarianceInit,ReturnStepMaxmin,InitialReturnMin,Weights,EpRewMean,StdIWNorm,EpThisIter,MinIWNorm,MeanEntropy,StdIW,ESSRenyi,EpisodesSoFar,OptimizationReturnMax,ReturnMeanIW,MeanIWNorm,InitialReturnStd,TimeElapsed,MaxIWNorm,InitialBound,J_sample_variance,EmpiricalD2,TimestepsSoFar,ESSClassic,LearnableVariance
378,0.12272633,9.359942,13.708424,1.1744746,46.36,,264.42014,161.19547,798.04846,430.11108,-1.0,9.359942,268.91562,[ 0.045  0.539  0.127  0.109 -0.116  0.237  1.035 -0.559  0.     0.  0.   ],430.1110814527453,0.013617307,100,0.0012272632,0.4189424,1.3617307,75.23371,37800,529.1328,540.4425,0.011744745,100.82233,2631.960878610611,0.13708423,190.69653,424056.1,1.3291913,1423553,42.65671,
379,0.29936117,9.359507,3.821487,1.0689225,43.56,,195.44263,135.38087,751.20544,403.725,-1.0,9.359507,268.34412,[ 0.009  0.551  0.12   0.104 -0.125  0.231  1.01  -0.562  0.     0.  0.   ],403.72499925116773,0.0052236314,100,0.0029936116,0.4189424,0.5223632,82.66506,37900,482.86133,443.30978,0.010689224,93.91235,2636.555249452591,0.03821487,178.36336,128541.46,1.209701,1427909,80.722626,
380,0.00012468532,9.35999,1632.0537,17.142282,42.68,,4101.1533,146.15044,725.8828,395.86734,-1.0,9.35999,249.71692,[ 0.012  0.553  0.125  0.107 -0.12   0.233  1.035 -0.56   0.     0.  0.   ],395.86735670321804,1.6231848,100,1.2468532e-06,0.4189424,162.31848,0.26242876,38000,476.1659,8352.064,0.17142281,78.19286,2640.990911245346,16.320538,178.10251,1590832600.0,381.0558,1432177,1.1030226,
381,0.8079606,9.359746,1.2757949,1.004771,42.76,,191.51132,137.09004,688.4454,396.36536,-1.0,9.359746,259.2753,[ 0.019  0.554  0.117  0.128 -0.099  0.252  1.042 -0.626  0.     0.  0.   ],396.36533182189754,0.0007742225,100,0.008079606,0.4189424,0.07742225,99.21698,38100,429.17007,398.8583,0.010047711,83.503685,2645.803214073181,0.012757949,189.83173,76121.13,1.007892,1436453,99.40975,
382,0.26075816,9.359757,3.1935291,1.0793197,43.77,,199.48593,137.61902,752.64813,405.78937,-1.0,9.359757,268.17038,[ 0.022  0.55   0.116  0.127 -0.1    0.253  1.04  -0.628  0.     0.  0.   ],405.7893966298164,0.0053580087,100,0.0026075817,0.4189424,0.53580093,83.8669,38200,484.47775,446.04327,0.010793197,87.43863,2650.1732523441315,0.03193529,179.99493,113391.836,1.1923655,1440830,80.22864,
383,0.44102377,9.359891,4.0201526,1.0807768,44.59,,190.56764,135.47711,794.097,413.65695,-1.0,9.359891,278.17987,[ 0.025  0.544  0.115  0.117 -0.112  0.247  1.036 -0.625  0.     0.  0.   ],413.6569857767258,0.0044546286,100,0.0044102375,0.4189424,0.4454629,89.09515,38300,515.9171,442.95508,0.010807769,90.38768,2654.6438410282135,0.040201526,175.4279,103029.336,1.1223955,1445289,85.47859,
384,0.24510682,9.359954,1.5751226,1.0365657,43.88,,195.53871,138.19945,736.6615,406.90985,-1.0,9.359954,268.7104,[ 0.029  0.547  0.118  0.125 -0.107  0.247  1.044 -0.616  0.     0.  0.   ],406.9098311329936,0.002396079,100,0.002451068,0.4189424,0.23960792,94.89791,38400,467.9511,422.40027,0.010365657,89.60476,2659.114978313446,0.015751226,185.91138,89655.83,1.053764,1449677,94.92773,
385,0.2748758,9.359651,10.983637,1.2289271,44.52,,269.68335,143.80533,729.475,412.89102,-1.0,9.359651,269.08566,[ 0.008  0.552  0.115  0.125 -0.109  0.247  1.034 -0.624  0.     0.  0.   ],412.8909875310988,0.011506406,100,0.0027487578,0.4189424,1.1506404,67.60648,38500,460.3893,535.8401,0.012289272,85.94793,2663.7104449272156,0.10983637,194.04851,320763.8,1.4791481,1454129,53.286392,
386,0.22641808,9.3598175,7.0764346,1.2359937,45.76,,228.20233,156.12787,836.1993,424.322,-1.0,9.3598175,268.19412,[-0.006  0.553  0.107  0.124 -0.11   0.235  1.006 -0.649  0.     0.  0.   ],424.32198748289227,0.009550646,100,0.0022641807,0.4189424,0.9550646,67.852,38600,568.0051,532.7461,0.012359936,101.32714,2668.405972480774,0.07076435,173.46219,175227.72,1.4737959,1458705,62.614243,
387,0.27169627,9.359716,2.1689508,1.0735409,44.54,,161.85468,126.34403,915.16724,413.06754,-1.0,9.359716,286.7235,[ 0.007  0.546  0.11   0.113 -0.118  0.23   1.03  -0.648  0.     0.  0.   ],413.0675406261051,0.0031914918,100,0.0027169627,0.4189424,0.31914917,91.273285,38700,628.4437,449.23026,0.010735409,98.23025,2673.00545835495,0.021689508,138.5174,115279.49,1.0956109,1463159,91.87972,
388,0.80876297,9.359642,2.0679657,1.01619,44.68,,149.71979,173.69232,913.19714,414.31876,-1.0,9.359642,240.6264,[-0.004  0.55   0.11   0.115 -0.115  0.245  1.033 -0.645  0.     0.  0.   ],414.318727726183,0.0013502181,100,0.008087629,0.4189424,0.13502182,98.21306,38800,672.57074,426.15994,0.010161902,97.011116,2677.5115251541138,0.020679656,140.35956,82521.87,1.0181946,1467627,98.26517,
389,0.4675516,9.359497,2.300295,1.0954413,44.85,,243.24202,158.57053,678.61127,415.942,-1.0,9.359497,257.37146,[-0.018  0.558  0.108  0.115 -0.113  0.249  1.031 -0.648  0.     0.  0.   ],415.94199005171504,0.0037706327,100,0.004675516,0.4189424,0.37706327,87.98311,38900,421.2398,460.28345,0.0109544145,90.13429,2682.0481309890747,0.02300295,212.35864,100804.695,1.1365818,1472112,89.406944,
390,0.028587677,9.359534,109.51935,2.2707248,46.09,,518.17456,159.17096,693.1834,427.55872,-1.0,9.359534,268.38773,[-0.039  0.571  0.106  0.119 -0.11   0.251  1.018 -0.643  0.     0.  0.   ],427.55868714613223,0.11039002,100,0.00028587677,0.4189424,11.039001,13.316702,39000,424.7957,1088.0383,0.022707248,92.85986,2686.763906955719,1.0951935,219.60367,8801654.0,7.509367,1476721,4.0594893,
391,0.5670316,9.359941,2.4110394,1.0244468,44.76,,213.25708,176.0731,687.4426,415.05746,-1.0,9.359941,238.98434,[-0.05   0.593  0.114  0.146 -0.081  0.276  1.06  -0.636  0.     0.  0.   ],415.0574578675005,0.0025606677,100,0.005670316,0.4189424,0.25606677,95.42749,39100,448.45828,424.373,0.01024447,97.04534,2691.6588127613068,0.024110394,208.82466,71610.87,1.047916,1481197,94.11959,
392,0.53142124,9.359421,2.855859,1.0427283,44.11,,214.82867,140.26222,678.22394,408.92816,-1.0,9.359421,268.66595,[-0.047  0.591  0.114  0.148 -0.081  0.271  1.065 -0.633  0.     0.  0.   ],408.928179142531,0.0033319208,100,0.0053142123,0.4189424,0.33319205,91.55513,39200,409.55798,427.47263,0.010427282,76.14844,2696.144777774811,0.02855859,205.46103,87928.83,1.0922381,1485608,90.73546,
393,0.21820095,9.3598995,7.38574,1.3151964,42.02,,228.7067,111.72704,768.9088,389.53366,-1.0,9.3598995,277.80664,[-0.04   0.594  0.115  0.147 -0.084  0.27   1.075 -0.621  0.     0.  0.   ],389.5336801322807,0.012548527,100,0.0021820094,0.4189424,1.2548527,59.433765,39300,491.10217,527.919,0.013151962,78.03068,2700.3262133598328,0.0738574,158.86104,206098.98,1.6825453,1489810,52.34667,
394,0.01752189,9.359667,19.89327,1.2791704,40.82,,229.39178,109.78006,651.978,378.5751,-1.0,9.359667,268.79507,[-0.038  0.596  0.117  0.152 -0.079  0.255  1.095 -0.625  0.     0.  0.   ],378.57513298723075,0.021097329,100,0.0001752189,0.4189424,2.1097329,44.80495,39400,383.18295,521.5992,0.0127917025,70.30385,2704.612513065338,0.1989327,182.98174,695811.7,2.2318962,1493892,26.880388,
395,0.41573942,9.359518,3.2421305,1.0668825,41.52,,183.75958,136.78827,721.5239,384.89923,-1.0,9.359518,248.11101,[-0.03   0.608  0.123  0.175 -0.058  0.269  1.127 -0.623  0.     0.  0.   ],384.89926960092015,0.0047664726,100,0.004157394,0.4189424,0.47664732,88.10141,39500,473.4129,414.37085,0.0106688235,84.84444,2709.008172273636,0.032421306,168.44206,87760.38,1.1350557,1498044,83.3611,
396,0.2336809,9.359916,4.3574753,1.067614,43.49,,177.29654,143.75987,823.1316,403.28018,-1.0,9.359916,259.52032,[-0.044  0.62   0.124  0.172 -0.059  0.268  1.131 -0.613  0.     0.  0.   ],403.28019686802634,0.005257031,100,0.002336809,0.4189424,0.5257032,86.41107,39600,563.61127,442.9441,0.01067614,108.886406,2713.404477119446,0.04357475,156.34071,114993.18,1.1572591,1502393,80.48503,
397,0.3296085,9.359295,3.2758913,1.1075268,43.41,,105.77185,152.99962,1072.3103,402.44458,-1.0,9.359295,249.44498,[-0.046  0.613  0.12   0.168 -0.067  0.259  1.116 -0.622  0.     0.  0.   ],402.44459242005246,0.004328367,100,0.003296085,0.4189424,0.43283668,86.61425,39700,822.86536,451.43018,0.011075267,111.42956,2717.742427110672,0.032758914,80.751495,103776.58,1.1545445,1506734,86.75018,
398,0.1949554,9.359938,4.0211573,1.1425586,42.32,,203.5943,141.95132,744.49695,392.28036,-1.0,9.359938,250.32898,[-0.048  0.611  0.119  0.169 -0.068  0.259  1.118 -0.636  0.     0.  0.   ],392.2803024284421,0.006687445,100,0.0019495538,0.4189424,0.66874456,76.40942,39800,494.16797,459.10596,0.0114255855,99.63345,2722.049473762512,0.040211573,168.93123,138026.81,1.3087392,1510966,74.48339,
399,0.23608527,9.3599205,5.943828,1.1515634,40.71,,201.76009,117.55149,689.61914,377.43466,-1.0,9.3599205,259.88318,[-0.079  0.615  0.114  0.173 -0.062  0.269  1.1   -0.629  0.     0.  0.   ],377.4346792785529,0.008936335,100,0.0023608527,0.4189424,0.8936337,73.87335,39900,429.73596,442.46594,0.011515635,80.760765,2726.146162509918,0.05943828,170.54893,130706.59,1.3536681,1515037,62.41404,
400,0.09028799,9.359872,6.355882,1.1379071,42.13,,239.13052,132.7015,585.3595,390.61914,-1.0,9.359872,257.91763,[-0.078  0.606  0.114  0.168 -0.068  0.252  1.105 -0.629  0.     0.  0.   ],390.6191473485461,0.007909963,100,0.00090287987,0.4189424,0.7909964,71.5672,40000,327.44186,446.71118,0.011379071,75.667046,2730.5127210617065,0.06355882,215.01128,134953.95,1.3972881,1519250,67.421364,
401,0.24541657,9.359982,2.5338256,1.0580502,42.1,,157.80896,122.78131,824.70593,390.51532,-1.0,9.359982,267.734,[-0.09   0.618  0.115  0.171 -0.067  0.244  1.123 -0.633  0.     0.  0.   ],390.5153163080777,0.003634607,100,0.0024541656,0.4189424,0.3634607,89.90205,40100,556.9719,418.7459,0.0105805015,91.495125,2734.71320438385,0.025338255,143.10359,99636.08,1.1123217,1523460,89.44499,
402,0.55156165,9.359476,1.4343357,1.0057707,42.37,,171.46431,154.2053,741.8324,392.77203,-1.0,9.359476,238.56671,[-0.095  0.626  0.112  0.176 -0.06   0.25   1.124 -0.641  0.     0.  0.   ],392.77201963860375,0.0015844008,100,0.0055156164,0.4189424,0.15844007,98.08858,40200,503.2657,396.17194,0.010057705,91.335724,2739.0674152374268,0.014343357,170.22229,67996.68,1.0194867,1527697,97.5785,
403,0.22613671,9.35993,4.8819447,1.1233435,40.97,,234.36787,121.434456,593.61475,379.9755,-1.0,9.35993,258.54108,[-0.095  0.628  0.112  0.176 -0.06   0.251  1.118 -0.645  0.     0.  0.   ],379.97552776291406,0.006104797,100,0.0022613672,0.4189424,0.61047965,83.809235,40300,335.07367,428.89493,0.011233435,71.28459,2743.250265598297,0.048819445,201.89108,99678.56,1.1931859,1531794,77.200005,
404,0.5561871,9.359817,2.4263482,1.0448086,42.11,,141.297,158.7647,882.90906,390.4381,-1.0,9.359817,231.67346,[-0.096  0.611  0.104  0.179 -0.053  0.225  1.092 -0.652  0.     0.  0.   ],390.4381517486643,0.002873347,100,0.005561871,0.4189424,0.2873347,93.49576,40400,651.2356,415.22806,0.010448087,105.30216,2747.6923882961273,0.02426348,125.56543,83929.18,1.0695672,1536005,92.968636,
405,0.39099526,9.359833,2.085627,1.08496,42.02,,176.34175,139.2384,786.589,389.68903,-1.0,9.359833,250.45062,[-0.091  0.614  0.105  0.176 -0.055  0.237  1.098 -0.646  0.     0.  0.   ],389.6890305234025,0.0037507052,100,0.0039099525,0.4189424,0.3750705,88.36867,40500,536.13837,427.36847,0.010849601,89.15758,2751.902463912964,0.02085627,153.71234,97318.86,1.1316228,1540207,89.32491,
406,0.73275745,9.359785,1.3950424,1.0084242,41.01,,130.01584,150.11668,844.9172,380.0377,-1.0,9.359785,229.92099,[-0.113  0.631  0.102  0.183 -0.045  0.237  1.103 -0.653  0.     0.  0.   ],380.0376734171685,0.0012512959,100,0.0073275743,0.4189424,0.1251296,98.30434,40600,614.9962,385.66776,0.010084242,108.32654,2756.1908814907074,0.013950424,126.562546,67996.086,1.0172491,1544308,98.48365,
407,0.50891715,9.359579,2.010772,1.0504147,41.38,,157.01413,135.67381,817.5488,383.4661,-1.0,9.359579,247.7923,[-0.112  0.637  0.102  0.184 -0.048  0.242  1.109 -0.655  0.     0.  0.   ],383.46612339021385,0.0027727983,100,0.005089171,0.4189424,0.2772798,92.99292,40700,569.75653,411.35138,0.010504145,99.21325,2760.3449206352234,0.02010772,138.20149,89551.45,1.0753506,1548446,93.4858,
408,0.21578518,9.359593,2.2121036,1.0545151,41.26,,213.21608,133.38445,612.2257,382.37402,-1.0,9.359593,248.98958,[-0.109  0.643  0.106  0.184 -0.05   0.252  1.122 -0.645  0.     0.  0.   ],382.37401616510397,0.0036410568,100,0.0021578518,0.4189424,0.36410567,88.21192,40800,363.23615,408.77118,0.010545151,81.12643,2764.6214056015015,0.022121036,198.7063,81646.266,1.1336336,1552572,89.34793,
409,0.013151171,9.359728,51.27195,1.601764,41.19,,246.55652,114.35958,772.68634,381.69867,-1.0,9.359728,267.3391,[-0.111  0.643  0.105  0.182 -0.056  0.258  1.113 -0.649  0.     0.  0.   ],381.69869030650545,0.05439381,100,0.0001315117,0.4189424,5.43938,29.617321,40900,505.34723,672.49963,0.016017638,92.070595,2768.9183971881866,0.5127195,149.89278,1523166.0,3.3764026,1556691,7.9796185,
410,0.6186894,9.359952,2.3183057,1.0454267,42.05,,169.66898,130.0694,782.6183,389.8711,-1.0,9.359952,259.8017,[-0.101  0.642  0.102  0.172 -0.065  0.278  1.097 -0.652  0.     0.  0.   ],389.8710907298344,0.0031291782,100,0.006186894,0.4189424,0.3129178,91.88543,41000,522.8166,414.60233,0.010454266,90.37644,2773.5096275806427,0.023183057,155.08562,95021.766,1.0883118,1560896,91.77741,
411,0.039472114,9.359329,55.10078,1.5944443,42.48,,243.11728,124.92141,858.50793,393.67337,-1.0,9.359329,268.752,[-0.115  0.644  0.101  0.173 -0.069  0.274  1.092 -0.646  0.     0.  0.   ],393.6734113403155,0.05604037,100,0.00039472114,0.4189424,5.604037,25.781797,41100,589.7559,750.352,0.015944446,102.17979,2777.8267998695374,0.5510078,136.12103,3825790.5,3.8787055,1565144,7.488782,
412,0.54481167,9.358786,1.7347846,1.0105147,46.08,,150.95538,179.11063,930.932,426.8971,-1.0,9.358786,247.7865,[-0.129  0.654  0.104  0.15  -0.093  0.281  1.091 -0.613  0.     0.  0.   ],426.89711236045855,0.0012932149,100,0.0054481165,0.4189424,0.12932149,98.61421,41200,683.1455,432.19043,0.010105147,109.54362,2782.816159963608,0.017347846,147.6175,78503.22,1.0140526,1569752,98.38861,
413,0.33106166,9.359961,3.5992372,1.0666497,45.69,,121.95392,193.89392,1069.2886,423.63254,-1.0,9.359961,229.73859,[-0.138  0.656  0.102  0.147 -0.093  0.282  1.09  -0.611  0.     0.  0.   ],423.6325259850627,0.004445179,100,0.0033106166,0.4189424,0.4445179,88.69488,41300,839.55,462.57138,0.010666495,108.675095,2787.364025115967,0.035992373,102.84598,112861.68,1.1274608,1574321,85.20252,
414,0.54079807,9.359709,2.1841578,1.0392065,44.0,,75.138,158.79987,1163.1984,407.7723,-1.0,9.359709,248.97244,[-0.148  0.664  0.102  0.149 -0.092  0.277  1.092 -0.604  0.     0.  0.   ],407.77231180727074,0.0024834732,100,0.0054079806,0.4189424,0.24834731,95.02565,41400,914.22595,433.11456,0.010392065,118.21089,2791.840366125107,0.021841578,58.812775,111231.96,1.0523474,1578721,94.597496,
415,0.23223749,9.359964,8.069208,1.1588503,43.2,,198.26285,150.8817,799.8153,400.70563,-1.0,9.359964,249.82391,[-0.163  0.671  0.101  0.144 -0.098  0.285  1.099 -0.601  0.     0.  0.   ],400.70561830043073,0.008594044,100,0.0023223748,0.4189424,0.8594044,74.99265,41500,549.9914,475.34055,0.011588505,96.15545,2796.177197933197,0.08069208,160.76102,169891.92,1.333464,1583041,64.517296,
416,0.25575942,9.359872,3.83814,1.0988468,43.52,,171.78189,135.73123,846.449,403.39172,-1.0,9.359872,267.6605,[-0.155  0.659  0.094  0.147 -0.09   0.261  1.061 -0.609  0.     0.  0.   ],403.39171844380786,0.0054969103,100,0.002557594,0.4189424,0.5496911,84.52878,41600,578.78845,447.9794,0.010988468,97.41301,2800.8110206127167,0.038381398,149.45702,116904.06,1.183029,1587393,79.98442,
417,0.4955083,9.3595085,2.9310074,1.0389804,44.26,,223.78983,161.78232,667.61786,410.35614,-1.0,9.3595085,248.57379,[-0.171  0.664  0.091  0.153 -0.087  0.267  1.046 -0.622  0.     0.  0.   ],410.356111026606,0.0032571324,100,0.004955083,0.4189424,0.32571325,91.905334,41700,419.04407,432.70926,0.010389806,95.18078,2805.2347786426544,0.029310074,210.0708,91361.305,1.0880761,1591819,91.051605,
418,0.27738425,9.359956,4.0028915,1.1151985,43.86,,199.86868,140.21979,793.61194,406.38968,-1.0,9.359956,266.16992,[-0.184  0.666  0.092  0.157 -0.085  0.261  1.041 -0.621  0.     0.  0.   ],406.38970064531816,0.0056801294,100,0.0027738425,0.4189424,0.5680129,80.54824,41800,527.442,465.1468,0.011151983,98.22819,2809.5304267406464,0.040028915,168.30614,143572.02,1.241492,1596205,79.40131,
419,0.2778924,9.359434,3.856637,1.1443177,42.31,,179.20563,125.85525,805.9188,392.36487,-1.0,9.359434,266.50964,[-0.176  0.668  0.09   0.146 -0.097  0.264  1.04  -0.621  0.     0.  0.   ],392.3648967523039,0.006641322,100,0.002778924,0.4189424,0.66413224,76.93226,41900,539.4092,454.85583,0.011443176,93.93033,2813.853465795517,0.03856637,150.58926,132415.61,1.2998449,1600436,74.80361,
420,0.5859813,9.359987,1.7657102,1.0371555,42.26,,179.30176,133.80614,739.079,391.69083,-1.0,9.359987,257.88464,[-0.177  0.672  0.09   0.155 -0.09   0.263  1.031 -0.609  0.     0.  0.   ],391.69078027464917,0.0018164804,100,0.005859813,0.4189424,0.18164805,96.57021,42000,481.19434,404.92847,0.010371554,92.066154,2818.221819639206,0.017657101,169.96712,82073.47,1.035516,1604662,97.023865,
421,0.09535653,9.359979,8.499453,1.4931408,43.54,,251.16241,164.53403,758.1147,403.5953,-1.0,9.359979,239.06126,[-0.162  0.664  0.093  0.155 -0.091  0.257  1.035 -0.602  0.     0.  0.   ],403.59527253063163,0.018360225,100,0.0009535653,0.4189424,1.8360226,45.564236,42100,519.0534,588.0958,0.01493141,88.610275,2822.6669359207153,0.084994525,176.16086,252802.34,2.1947038,1609016,39.808765,
422,0.34277272,9.35972,4.012906,1.1597114,43.21,,240.3437,140.7567,678.8852,400.38983,-1.0,9.35972,259.63318,[-0.16   0.661  0.096  0.171 -0.076  0.249  1.057 -0.608  0.     0.  0.   ],400.3898823162511,0.006933456,100,0.0034277271,0.4189424,0.69334567,74.607185,42200,419.252,476.1347,0.011597113,89.92958,2827.194110393524,0.040129058,196.72432,132547.95,1.3403535,1613337,73.66823,
423,0.5034082,9.359972,1.8130019,1.036182,43.8,,194.6278,167.05122,736.96967,406.16647,-1.0,9.359972,239.11528,[-0.146  0.656  0.096  0.172 -0.076  0.257  1.065 -0.62   0.     0.  0.   ],406.16651941423777,0.002677516,100,0.0050340816,0.4189424,0.26775163,94.01712,42300,497.85437,422.6449,0.01036182,93.52045,2831.696117401123,0.018130017,185.07562,75516.39,1.0636361,1617717,93.74077,
424,0.66379243,9.359587,1.9154606,1.0406833,42.1,,171.48248,142.14273,761.08673,390.18387,-1.0,9.359587,248.04114,[-0.147  0.662  0.097  0.173 -0.078  0.257  1.076 -0.624  0.     0.  0.   ],390.1838582070722,0.0021828536,100,0.0066379244,0.4189424,0.21828537,95.01839,42400,513.0456,405.71738,0.010406831,101.73327,2835.9546098709106,0.019154605,161.85783,83003.96,1.0524279,1621927,95.78582,
425,0.15877095,9.35861,4.5874825,1.1283647,42.9,,214.24852,138.16335,740.35547,397.5423,-1.0,9.35861,259.37897,[-0.142  0.66   0.098  0.179 -0.072  0.261  1.08  -0.621  0.     0.  0.   ],397.5423072600586,0.0069079646,100,0.0015877094,0.4189424,0.6907965,78.26229,42500,480.9765,465.313,0.011283647,101.274536,2840.2839381694794,0.045874823,175.4357,147036.44,1.2777545,1626217,72.73777,
426,0.28854987,9.359243,3.0500488,1.0414125,44.12,,190.8461,142.5399,775.08887,408.97906,-1.0,9.359243,266.43915,[-0.173  0.662  0.092  0.178 -0.071  0.268  1.056 -0.625  0.     0.  0.   ],408.979051055345,0.0036712128,100,0.0028854986,0.4189424,0.36712128,89.84247,42600,508.64972,436.1655,0.0104141245,109.870155,2844.932702064514,0.030500488,176.4524,114297.95,1.1130594,1630629,88.94645,
427,0.4059134,9.3595,2.989138,1.0627004,41.48,,171.76999,127.34348,753.72845,384.51782,-1.0,9.3595,257.17432,[-0.179  0.665  0.094  0.175 -0.076  0.263  1.065 -0.623  0.     0.  0.   ],384.5178026620883,0.0042378115,100,0.004059134,0.4189424,0.42378116,89.430664,42700,496.55414,410.87735,0.010627004,82.94518,2849.2495925426483,0.029891377,158.39926,101338.9,1.1181847,1634777,86.27952,
428,0.030044077,9.359849,72.57578,1.7901721,43.26,,346.15594,133.73407,736.459,401.2096,-1.0,9.359849,267.47556,[-0.159  0.66   0.096  0.182 -0.068  0.262  1.065 -0.618  0.     0.  0.   ],401.2096182060129,0.07291654,100,0.00030044076,0.4189424,7.291653,18.733658,42800,468.98343,856.6122,0.017901722,89.19388,2853.7363154888153,0.72575784,180.27194,5046180.5,5.337986,1639103,5.684848,
429,0.073635586,9.359521,26.679144,1.260087,42.14,,241.1094,123.76671,764.59015,390.62225,-1.0,9.359521,266.85553,[-0.192  0.706  0.101  0.174 -0.08   0.259  1.116 -0.62   0.     0.  0.   ],390.62224265043295,0.026193738,100,0.00073635584,0.4189424,2.6193738,53.89041,42900,497.73462,553.5692,0.01260087,92.98797,2858.3129618167877,0.26679143,161.24522,963521.0,1.8556176,1643317,18.793121,
430,0.054304462,9.35988,40.13546,1.4465824,43.34,,203.72672,160.95268,836.20245,401.76117,-1.0,9.35988,240.8085,[-0.215  0.711  0.103  0.159 -0.089  0.247  1.119 -0.619  0.     0.  0.   ],401.7611852868108,0.03999314,100,0.0005430446,0.4189424,3.9993148,41.601128,43000,595.3939,592.6645,0.014465827,95.87672,2862.842118024826,0.40135458,150.90045,742148.06,2.403781,1647651,11.569565,
431,0.00060079724,9.359784,3529.8013,38.114395,42.59,,4738.122,137.21489,594.7848,394.73187,-1.0,9.359784,257.517,[-0.195  0.696  0.1    0.141 -0.11   0.225  1.096 -0.605  0.     0.  0.   ],394.73189083748184,3.518128,100,6.0079724e-06,0.4189424,351.81284,0.08849198,43100,337.2678,10736.435,0.38114393,79.03555,2867.281031847,35.29801,216.29648,138090130.0,1130.0459,1651910,1.1600779,
432,0.22176582,9.359405,3.040967,1.1077269,42.42,,191.50034,126.19578,754.7302,393.1419,-1.0,9.359405,266.94614,[-0.198  0.717  0.108  0.08  -0.173  0.235  1.087 -0.57   0.     0.  0.   ],393.1419211544478,0.004837382,100,0.002217658,0.4189424,0.4837382,84.797844,43200,487.7841,437.37885,0.011077271,92.990005,2872.126794576645,0.03040967,166.72285,110947.195,1.1792753,1656152,83.98406,
433,0.12835357,9.359764,4.715122,1.1274627,42.71,,208.01872,165.30809,700.9082,395.70874,-1.0,9.359764,230.40071,[-0.21   0.722  0.112  0.077 -0.172  0.232  1.103 -0.566  0.     0.  0.   ],395.7087799212063,0.0070396056,100,0.0012835356,0.4189424,0.70396054,75.58469,43300,470.5075,449.87952,0.0112746265,96.79052,2876.4251334667206,0.047151223,185.4363,110790.69,1.3230193,1660423,71.95047,
434,0.7051315,9.359789,1.5068523,1.0177671,40.82,,197.25893,99.77916,616.8246,378.362,-1.0,9.359789,278.58282,[-0.212  0.718  0.11   0.071 -0.178  0.217  1.104 -0.577  0.     0.  0.   ],378.36198797967444,0.0012495512,100,0.0070513147,0.4189424,0.12495512,98.51772,43400,338.24176,383.6932,0.010177671,70.335396,2880.6252930164337,0.015068523,193.3146,86254.95,1.0150458,1664505,98.51502,
435,0.401237,9.359932,2.7935414,1.0652289,42.11,,196.97554,151.20195,707.81305,390.33563,-1.0,9.359932,239.13367,[-0.218  0.727  0.11   0.069 -0.182  0.22   1.108 -0.577  0.     0.  0.   ],390.33562609413895,0.0042354227,100,0.00401237,0.4189424,0.42354223,86.45364,43500,468.67938,425.35034,0.01065229,82.59838,2884.8200221061707,0.027935414,177.99173,82878.56,1.1566893,1668716,86.34898,
436,0.3470248,9.359653,2.991181,1.0940986,41.15,,220.33408,124.315315,596.40906,381.64868,-1.0,9.359653,257.33337,[-0.216  0.726  0.106  0.074 -0.173  0.219  1.094 -0.583  0.     0.  0.   ],381.64869097668947,0.004744482,100,0.0034702478,0.4189424,0.47444823,84.23495,43600,339.07568,415.28232,0.010940983,72.76387,2888.9991929531097,0.029911809,202.72597,89326.875,1.1871557,1672831,84.171814,
437,0.4210278,9.359553,2.3502636,1.049901,42.82,,114.59625,128.27298,985.5103,396.9983,-1.0,9.359553,268.72534,[-0.217  0.718  0.104  0.083 -0.164  0.218  1.08  -0.583  0.     0.  0.   ],396.99832603143705,0.002864088,100,0.004210278,0.4189424,0.28640878,92.88528,43700,716.785,421.3635,0.01049901,91.723045,2893.327194213867,0.023502635,101.345245,100569.96,1.0765969,1677113,93.07366,
438,0.48908937,9.359951,3.1328666,1.0894976,42.78,,204.17545,127.745735,712.8599,396.61047,-1.0,9.359951,268.86475,[-0.215  0.714  0.104  0.086 -0.16   0.212  1.084 -0.588  0.     0.  0.   ],396.6104811360321,0.0043368703,100,0.0048908936,0.4189424,0.433687,86.92797,43800,443.99518,433.55023,0.010894975,80.83734,2897.6693909168243,0.031328667,182.7525,98147.22,1.1503778,1681391,86.32203,
439,0.083097726,9.3598995,43.056602,1.3454728,42.84,,281.13113,147.43024,797.1798,396.8702,-1.0,9.3598995,249.43997,[-0.23   0.722  0.103  0.089 -0.158  0.223  1.074 -0.584  0.     0.  0.   ],396.8702247646906,0.043248106,100,0.0008309772,0.4189424,4.3248105,33.929577,43900,547.73987,691.7022,0.01345473,96.88061,2901.931716442108,0.430566,157.71631,5316076.5,2.9472811,1685675,8.824571,
440,0.006944808,9.359593,156.69276,2.460806,43.85,,522.10443,140.59265,726.2765,406.70212,-1.0,9.359593,266.10944,[-0.257  0.725  0.106  0.102 -0.147  0.227  1.058 -0.558  0.     0.  0.   ],406.70207516238486,0.15549368,100,6.944808e-05,0.4189424,15.549367,6.6620183,44000,460.16705,1366.2557,0.024608057,99.58697,2906.5225162506104,1.5669276,188.81912,35014380.0,15.010467,1690060,2.4433527,
