BatchSize,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,AvgDiscRet,MinVanillaIw,ESSRenyi,EpsThisIter,VarRet,MaxNormIw,Bound,IterType,VarNormIw,VarDiscRet,eRenyi2,J,Delta,AvgVanillaIw,VarJ,MinNormIw,MaxVanillaIw,AvgNormIw,AvgEpLen
500,,299.999969474,-58.5402453303,-58.5402453303,-58.5402453303,1.0,500.0,100,44.6346430529,0.00333333,-60.0458,2,5.43914e-20,44.6346430529,1.0,-60.0458,1.0,1.0,29.9978,0.00333333,1.0,0.00333333,85.87
500,,400.0,-61.7379119675,-61.7379119675,-61.7379119675,1.0,500.0,100,1328.22276008,0.0025,-60.4689,2,5.4346e-20,1328.22276008,1.0,-60.4689,1.0,1.0,31.6887,0.0025,1.0,0.0025,89.43
500,,500.000006643,-62.7052796714,-62.7052796714,-62.7052796714,1.0,500.0,100,1333.51594335,0.002,-60.9161,1,5.43187e-20,1333.51594335,1.0,-60.9161,1.0,1.0,32.6829,0.002,1.0,0.002,90.97
500,,100.0,-57.7490086071,-57.7490086071,-57.7490086071,1.0,500.0,100,43.8259912113,0.01,-57.749,2,3.50449e-18,43.8259912113,1.0,-57.749,1.0,1.0,6.58694,0.01,1.0,0.01,84.41
500,,200.000000102,-61.4012485655,-61.4012485655,-61.4012485655,1.0,500.0,100,1331.9678427,0.005,-59.5751,2,2.1793e-19,1331.9678427,1.0,-59.5751,1.0,1.0,26.1601,0.005,1.0,0.005,88.79
500,,299.999969474,-57.9735771722,-57.9735771722,-57.9735771722,1.0,500.0,100,44.2359688235,0.00333333,-59.0413,2,5.43914e-20,44.2359688235,1.0,-59.0413,1.0,1.0,21.7118,0.00333333,1.0,0.00333333,85.04
500,,400.0,-57.7331083445,-57.7331083445,-57.7331083445,1.0,500.0,100,52.4158737213,0.0025,-58.7142,2,5.4346e-20,52.4158737213,1.0,-58.7142,1.0,1.0,19.1532,0.0025,1.0,0.0025,84.88
500,,500.000006643,-58.3567019491,-58.3567019491,-58.3567019491,1.0,500.0,100,46.1845375535,0.002,-58.6427,1,5.43187e-20,46.1845375535,1.0,-58.6427,1.0,1.0,17.3966,0.002,1.0,0.002,85.7
500,,100.0,-63.8263705379,-63.8263705379,-63.8263705379,1.0,500.0,100,2618.34235634,0.01,-63.8264,2,3.50449e-18,2618.34235634,1.0,-63.8264,1.0,1.0,50.9132,0.01,1.0,0.01,91.19
500,,200.000000102,-65.6743134803,-65.6743134803,-65.6743134803,1.0,500.0,100,2587.2987221,0.005,-64.7503,2,2.1793e-19,2587.2987221,1.0,-64.7503,1.0,1.0,50.7705,0.005,1.0,0.005,94.26
500,,299.999969474,-58.4103776944,-58.4103776944,-58.4103776944,1.0,500.0,100,45.0779063126,0.00333333,-62.637,2,5.43914e-20,45.0779063126,1.0,-62.637,1.0,1.0,41.7401,0.00333333,1.0,0.00333333,85.59
500,,400.0,-58.4942096898,-58.4942096898,-58.4942096898,1.0,500.0,100,42.826181804,0.0025,-61.6013,2,5.4346e-20,42.826181804,1.0,-61.6013,1.0,1.0,36.3386,0.0025,1.0,0.0025,85.66
500,,500.000006643,-58.3951418915,-58.3951418915,-58.3951418915,1.0,500.0,100,49.0528367334,0.002,-60.9601,1,5.43187e-20,49.0528367334,1.0,-60.9601,1.0,1.0,32.6765,0.002,1.0,0.002,85.31
500,,100.0,-72.7394590813,-72.7394590813,-72.7394590813,1.0,500.0,100,5028.12809396,0.01,-72.7395,2,3.50449e-18,5028.12809396,1.0,-72.7395,1.0,1.0,70.5539,0.01,1.0,0.01,102.73
500,,200.000000102,-57.9655140758,-57.9655140758,-57.9655140758,1.0,500.0,100,46.5660540204,0.005,-65.3525,2,2.1793e-19,46.5660540204,1.0,-65.3525,1.0,1.0,50.661,0.005,1.0,0.005,85.26
500,,299.999969474,-58.2208464979,-58.2208464979,-58.2208464979,1.0,500.0,100,43.6002364289,0.00333333,-62.9753,2,5.43914e-20,43.6002364289,1.0,-62.9753,1.0,1.0,41.6739,0.00333333,1.0,0.00333333,85.45
500,,400.0,-58.7548447205,-58.7548447205,-58.7548447205,1.0,500.0,100,57.3541148149,0.0025,-61.9202,2,5.4346e-20,57.3541148149,1.0,-61.9202,1.0,1.0,36.3328,0.0025,1.0,0.0025,86.07
500,,500.000006643,-61.3328994124,-61.3328994124,-61.3328994124,1.0,500.0,100,1345.25194427,0.002,-61.8027,1,5.43187e-20,1345.25194427,1.0,-61.8027,1.0,1.0,36.3658,0.002,1.0,0.002,88.83
500,,100.0,-66.2430086477,-66.2430086477,-66.2430086477,1.0,500.0,100,2594.65160854,0.01,-66.243,2,3.50449e-18,2594.65160854,1.0,-66.243,1.0,1.0,50.6824,0.01,1.0,0.01,95.19
500,,200.000000102,-57.9185620831,-57.9185620831,-57.9185620831,1.0,500.0,100,47.2632278697,0.005,-62.0808,2,2.1793e-19,47.2632278697,1.0,-62.0808,1.0,1.0,36.4015,0.005,1.0,0.005,85.01
500,,299.999969474,-62.2405676126,-62.2405676126,-62.2405676126,1.0,500.0,100,1330.34227483,0.00333333,-62.134,2,5.43914e-20,1330.34227483,1.0,-62.134,1.0,1.0,36.3648,0.00333333,1.0,0.00333333,90.12
500,,400.0,-57.4568245113,-57.4568245113,-57.4568245113,1.0,500.0,100,50.9117275521,0.0025,-60.9647,2,5.4346e-20,50.9117275521,1.0,-60.9647,1.0,1.0,31.7569,0.0025,1.0,0.0025,84.33
500,,500.000006643,-66.038908924,-66.038908924,-66.038908924,1.0,500.0,100,2590.5247381,0.002,-61.9796,1,5.43187e-20,2590.5247381,1.0,-61.9796,1.0,1.0,36.3847,0.002,1.0,0.002,94.99
500,,100.0,-61.579684319,-61.579684319,-61.579684319,1.0,500.0,100,1339.25969127,0.01,-61.5797,2,3.50449e-18,1339.25969127,1.0,-61.5797,1.0,1.0,36.4125,0.01,1.0,0.01,89.07
500,,200.000000102,-64.1440505481,-64.1440505481,-64.1440505481,1.0,500.0,100,2607.75849984,0.005,-62.8619,2,2.1793e-19,2607.75849984,1.0,-62.8619,1.0,1.0,44.2201,0.005,1.0,0.005,91.66
500,,299.999969474,-61.8760503069,-61.8760503069,-61.8760503069,1.0,500.0,100,1348.8749028,0.00333333,-62.5333,2,5.43914e-20,1348.8749028,1.0,-62.5333,1.0,1.0,41.8205,0.00333333,1.0,0.00333333,89.67
500,,400.0,-65.3102905227,-65.3102905227,-65.3102905227,1.0,500.0,100,2610.48010191,0.0025,-63.2275,2,5.4346e-20,2610.48010191,1.0,-63.2275,1.0,1.0,44.2635,0.0025,1.0,0.0025,93.21
500,,500.000006643,-58.9003663313,-58.9003663313,-58.9003663313,1.0,500.0,100,57.0327315637,0.002,-62.3621,1,5.43187e-20,57.0327315637,1.0,-62.3621,1.0,1.0,39.7705,0.002,1.0,0.002,86.97
