BatchSize,VarVanillaIw,ESSClassic,VanillaAvgRet,AvgRet,AvgDiscRet,MinVanillaIw,ESSRenyi,EpsThisIter,VarRet,MaxNormIw,Bound,IterType,VarNormIw,VarDiscRet,eRenyi2,J,Delta,AvgVanillaIw,VarJ,MinNormIw,MaxVanillaIw,AvgNormIw,AvgEpLen
500,,299.999969474,-58.7502662012,-58.7502662012,-58.7502662012,1.0,500.0,100,53.1457341516,0.00333333,-58.5968,2,5.43914e-20,53.1457341516,1.0,-58.5968,1.0,1.0,7.38576,0.00333333,1.0,0.00333333,86.31
500,,400.0,-58.4632338595,-58.4632338595,-58.4632338595,1.0,500.0,100,58.8647342291,0.0025,-58.5634,2,5.4346e-20,58.8647342291,1.0,-58.5634,1.0,1.0,7.44879,0.0025,1.0,0.0025,85.74
500,,500.000006643,-57.67874961,-57.67874961,-57.67874961,1.0,500.0,100,38.2475055788,0.002,-58.3865,1,5.43187e-20,38.2475055788,1.0,-58.3865,1.0,1.0,7.21705,0.002,1.0,0.002,84.74
500,,100.0,-59.8746681392,-59.8746681392,-59.8746681392,1.0,500.0,100,63.807322081,0.01,-59.8747,2,3.50449e-18,63.807322081,1.0,-59.8747,1.0,1.0,7.94791,0.01,1.0,0.01,88.06
500,,200.000000102,-61.2497309698,-61.2497309698,-61.2497309698,1.0,500.0,100,1341.25683095,0.005,-60.5622,2,2.1793e-19,1341.25683095,1.0,-60.5622,1.0,1.0,26.3814,0.005,1.0,0.005,88.79
500,,299.999969474,-61.4271117422,-61.4271117422,-61.4271117422,1.0,500.0,100,1330.49903359,0.00333333,-60.8505,2,5.43914e-20,1330.49903359,1.0,-60.8505,1.0,1.0,30.0536,0.00333333,1.0,0.00333333,88.96
500,,400.0,-58.4298921266,-58.4298921266,-58.4298921266,1.0,500.0,100,56.0461749096,0.0025,-60.2453,2,5.4346e-20,56.0461749096,1.0,-60.2453,1.0,1.0,26.3132,0.0025,1.0,0.0025,85.94
500,,500.000006643,-62.4862788498,-62.4862788498,-62.4862788498,1.0,500.0,100,1326.89510296,0.002,-60.6935,1,5.43187e-20,1326.89510296,1.0,-60.6935,1.0,1.0,28.5908,0.002,1.0,0.002,90.73
500,,100.0,-61.113253053,-61.113253053,-61.113253053,1.0,500.0,100,1334.69304803,0.01,-61.1133,2,3.50449e-18,1334.69304803,1.0,-61.1133,1.0,1.0,36.3503,0.01,1.0,0.01,88.07
500,,200.000000102,-58.5657060318,-58.5657060318,-58.5657060318,1.0,500.0,100,54.8984323605,0.005,-59.8395,2,2.1793e-19,54.8984323605,1.0,-59.8395,1.0,1.0,26.2578,0.005,1.0,0.005,86.13
500,,299.999969474,-57.2629675718,-57.2629675718,-57.2629675718,1.0,500.0,100,48.951138474,0.00333333,-58.9806,2,5.43914e-20,48.951138474,1.0,-58.9806,1.0,1.0,21.8466,0.00333333,1.0,0.00333333,84.19
500,,400.0,-57.4391585743,-57.4391585743,-57.4391585743,1.0,500.0,100,42.7947057227,0.0025,-58.5953,2,5.4346e-20,42.7947057227,1.0,-58.5953,1.0,1.0,19.2092,0.0025,1.0,0.0025,84.14
500,,500.000006643,-61.764564392,-61.764564392,-61.764564392,1.0,500.0,100,1347.15836746,0.002,-59.2291,1,5.43187e-20,1347.15836746,1.0,-59.2291,1.0,1.0,23.739,0.002,1.0,0.002,89.32
500,,100.0,-57.5578483258,-57.5578483258,-57.5578483258,1.0,500.0,100,55.9806826602,0.01,-57.5578,2,3.50449e-18,55.9806826602,1.0,-57.5578,1.0,1.0,7.44452,0.01,1.0,0.01,84.32
500,,200.000000102,-58.6172803493,-58.6172803493,-58.6172803493,1.0,500.0,100,62.9369505327,0.005,-58.0876,2,2.1793e-19,62.9369505327,1.0,-58.0876,1.0,1.0,7.69057,0.005,1.0,0.005,85.94
500,,299.999969474,-55.8259192805,-55.8259192805,-55.8259192805,1.0,500.0,100,43.1775009867,0.00333333,-57.3337,2,5.43914e-20,43.1775009867,1.0,-57.3337,1.0,1.0,7.40372,0.00333333,1.0,0.00333333,81.81
500,,400.0,-57.753539335,-57.753539335,-57.753539335,1.0,500.0,100,46.8283811747,0.0025,-57.4386,2,5.4346e-20,46.8283811747,1.0,-57.4386,1.0,1.0,7.26185,0.0025,1.0,0.0025,84.84
500,,500.000006643,-57.1135718054,-57.1135718054,-57.1135718054,1.0,500.0,100,57.4511226271,0.002,-57.3736,1,5.43187e-20,57.4511226271,1.0,-57.3736,1.0,1.0,7.31982,0.002,1.0,0.002,83.62
500,,100.0,-61.711476761,-61.711476761,-61.711476761,1.0,500.0,100,1342.00528856,0.01,-61.7115,2,3.50449e-18,1342.00528856,1.0,-61.7115,1.0,1.0,36.4498,0.01,1.0,0.01,89.51
500,,200.000000102,-61.9687246495,-61.9687246495,-61.9687246495,1.0,500.0,100,1343.0536114,0.005,-61.8401,2,2.1793e-19,1343.0536114,1.0,-61.8401,1.0,1.0,36.4571,0.005,1.0,0.005,89.68
500,,299.999969474,-57.4000947185,-57.4000947185,-57.4000947185,1.0,500.0,100,71.3282850149,0.00333333,-60.3601,2,5.43914e-20,71.3282850149,1.0,-60.3601,1.0,1.0,30.2324,0.00333333,1.0,0.00333333,83.9
500,,400.0,-58.1050232936,-58.1050232936,-58.1050232936,1.0,500.0,100,39.7017392964,0.0025,-59.7963,2,5.4346e-20,39.7017392964,1.0,-59.7963,1.0,1.0,26.3871,0.0025,1.0,0.0025,85.25
500,,500.000006643,-57.9672461492,-57.9672461492,-57.9672461492,1.0,500.0,100,52.9201942252,0.002,-59.4305,1,5.43187e-20,52.9201942252,1.0,-59.4305,1.0,1.0,23.8335,0.002,1.0,0.002,84.93
500,,100.0,-61.9641165759,-61.9641165759,-61.9641165759,1.0,500.0,100,1331.3359038,0.01,-61.9641,2,3.50449e-18,1331.3359038,1.0,-61.9641,1.0,1.0,36.3046,0.01,1.0,0.01,89.86
500,,200.000000102,-56.7940292613,-56.7940292613,-56.7940292613,1.0,500.0,100,51.5258350948,0.005,-59.3791,2,2.1793e-19,51.5258350948,1.0,-59.3791,1.0,1.0,26.2907,0.005,1.0,0.005,83.38
500,,299.999969474,-57.9243869047,-57.9243869047,-57.9243869047,1.0,500.0,100,51.0142128203,0.00333333,-58.8942,2,5.43914e-20,51.0142128203,1.0,-58.8942,1.0,1.0,21.8656,0.00333333,1.0,0.00333333,84.59
500,,400.0,-57.9314382055,-57.9314382055,-57.9314382055,1.0,500.0,100,47.2810094558,0.0025,-58.6535,2,5.4346e-20,47.2810094558,1.0,-58.6535,1.0,1.0,19.2472,0.0025,1.0,0.0025,84.75
500,,500.000006643,-65.5258213915,-65.5258213915,-65.5258213915,1.0,500.0,100,2608.35066244,0.002,-60.028,1,5.43187e-20,2608.35066244,1.0,-60.028,1.0,1.0,28.6422,0.002,1.0,0.002,94.21
500,,100.0,-57.6029770668,-57.6029770668,-57.6029770668,1.0,500.0,100,45.0459448617,0.01,-57.603,2,3.50449e-18,45.0459448617,1.0,-57.603,1.0,1.0,6.67798,0.01,1.0,0.01,84.31
500,,200.000000102,-59.3966695863,-59.3966695863,-59.3966695863,1.0,500.0,100,43.3273652399,0.005,-58.4998,2,2.1793e-19,43.3273652399,1.0,-58.4998,1.0,1.0,6.67451,0.005,1.0,0.005,87.36
500,,299.999969474,-57.6748181611,-57.6748181611,-57.6748181611,1.0,500.0,100,53.1491260132,0.00333333,-58.2248,2,5.43914e-20,53.1491260132,1.0,-58.2248,1.0,1.0,6.88403,0.00333333,1.0,0.00333333,84.45
500,,400.0,-62.1989227411,-62.1989227411,-62.1989227411,1.0,500.0,100,1330.5846229,0.0025,-59.2183,2,5.4346e-20,1330.5846229,1.0,-59.2183,1.0,1.0,19.1787,0.0025,1.0,0.0025,90.26
500,,500.000006643,-61.4731684157,-61.4731684157,-61.4731684157,1.0,500.0,100,1341.60283255,0.002,-59.6693,1,5.43187e-20,1341.60283255,1.0,-59.6693,1.0,1.0,23.6793,0.002,1.0,0.002,89.33
500,,100.0,-61.6330605555,-61.6330605555,-61.6330605555,1.0,500.0,100,1337.05119564,0.01,-61.6331,2,3.50449e-18,1337.05119564,1.0,-61.6331,1.0,1.0,36.3824,0.01,1.0,0.01,89.4
500,,200.000000102,-58.9948058113,-58.9948058113,-58.9948058113,1.0,500.0,100,44.4778689727,0.005,-60.3139,2,2.1793e-19,44.4778689727,1.0,-60.3139,1.0,1.0,26.1839,0.005,1.0,0.005,86.74
500,,299.999969474,-57.1076125492,-57.1076125492,-57.1076125492,1.0,500.0,100,49.2683732221,0.00333333,-59.2452,2,5.43914e-20,49.2683732221,1.0,-59.2452,1.0,1.0,21.8084,0.00333333,1.0,0.00333333,83.76
500,,400.0,-58.1764365776,-58.1764365776,-58.1764365776,1.0,500.0,100,46.7196345137,0.0025,-58.978,2,5.4346e-20,46.7196345137,1.0,-58.978,1.0,1.0,19.1959,0.0025,1.0,0.0025,85.49
500,,500.000006643,-64.6081329335,-64.6081329335,-64.6081329335,1.0,500.0,100,2601.7176829,0.002,-60.104,1,5.43187e-20,2601.7176829,1.0,-60.104,1.0,1.0,28.5482,0.002,1.0,0.002,92.12
500,,100.0,-57.2125618711,-57.2125618711,-57.2125618711,1.0,500.0,100,39.6913461142,0.01,-57.2126,2,3.50449e-18,39.6913461142,1.0,-57.2126,1.0,1.0,6.26853,0.01,1.0,0.01,83.76
500,,200.000000102,-57.9122691952,-57.9122691952,-57.9122691952,1.0,500.0,100,42.6557810573,0.005,-57.5624,2,2.1793e-19,42.6557810573,1.0,-57.5624,1.0,1.0,6.39408,0.005,1.0,0.005,84.8
500,,299.999969474,-61.5208037288,-61.5208037288,-61.5208037288,1.0,500.0,100,1342.76333032,0.00333333,-58.8819,2,5.43914e-20,1342.76333032,1.0,-58.8819,1.0,1.0,21.7681,0.00333333,1.0,0.00333333,89.19
500,,400.0,-62.4929232983,-62.4929232983,-62.4929232983,1.0,500.0,100,1318.40497833,0.0025,-59.7846,2,5.4346e-20,1318.40497833,1.0,-59.7846,1.0,1.0,26.156,0.0025,1.0,0.0025,91.13
500,,500.000006643,-61.3087109776,-61.3087109776,-61.3087109776,1.0,500.0,100,1333.98382411,0.002,-60.0895,1,5.43187e-20,1333.98382411,1.0,-60.0895,1.0,1.0,28.4923,0.002,1.0,0.002,88.67
500,,100.0,-62.32516607,-62.32516607,-62.32516607,1.0,500.0,100,1348.07535299,0.01,-62.3252,2,3.50449e-18,1348.07535299,1.0,-62.3252,1.0,1.0,36.5321,0.01,1.0,0.01,90.48
500,,200.000000102,-60.9038161924,-60.9038161924,-60.9038161924,1.0,500.0,100,1342.07772443,0.005,-61.6145,2,2.1793e-19,1342.07772443,1.0,-61.6145,1.0,1.0,36.4984,0.005,1.0,0.005,88.03
500,,299.999969474,-61.0104092711,-61.0104092711,-61.0104092711,1.0,500.0,100,1346.20983957,0.00333333,-61.4131,2,5.43914e-20,1346.20983957,1.0,-61.4131,1.0,1.0,36.5023,0.00333333,1.0,0.00333333,88.36
500,,400.0,-61.5687362039,-61.5687362039,-61.5687362039,1.0,500.0,100,1346.8144035,0.0025,-61.452,2,5.4346e-20,1346.8144035,1.0,-61.452,1.0,1.0,36.5055,0.0025,1.0,0.0025,89.07
500,,500.000006643,-63.0065433258,-63.0065433258,-63.0065433258,1.0,500.0,100,1345.44679875,0.002,-61.7629,1,5.43187e-20,1345.44679875,1.0,-61.7629,1.0,1.0,36.509,0.002,1.0,0.002,91.48
500,,100.0,-58.5288772088,-58.5288772088,-58.5288772088,1.0,500.0,100,50.4748796946,0.01,-58.5289,2,3.50449e-18,50.4748796946,1.0,-58.5289,1.0,1.0,7.06895,0.01,1.0,0.01,85.62
500,,200.000000102,-58.4635715961,-58.4635715961,-58.4635715961,1.0,500.0,100,50.0437452039,0.005,-58.4962,2,2.1793e-19,50.0437452039,1.0,-58.4962,1.0,1.0,7.05392,0.005,1.0,0.005,85.62
500,,299.999969474,-58.1389017017,-58.1389017017,-58.1389017017,1.0,500.0,100,44.8938506211,0.00333333,-58.3771,2,5.43914e-20,44.8938506211,1.0,-58.3771,1.0,1.0,6.9293,0.00333333,1.0,0.00333333,85.15
500,,400.0,-58.7398319876,-58.7398319876,-58.7398319876,1.0,500.0,100,49.3225544408,0.0025,-58.4678,2,5.4346e-20,49.3225544408,1.0,-58.4678,1.0,1.0,6.94575,0.0025,1.0,0.0025,85.98
500,,500.000006643,-57.8195486252,-57.8195486252,-57.8195486252,1.0,500.0,100,44.2334084408,0.002,-58.3382,1,5.43187e-20,44.2334084408,1.0,-58.3382,1.0,1.0,6.88623,0.002,1.0,0.002,84.63
500,,100.0,-61.9626845993,-61.9626845993,-61.9626845993,1.0,500.0,100,1335.82616138,0.01,-61.9627,2,3.50449e-18,1335.82616138,1.0,-61.9627,1.0,1.0,36.3658,0.01,1.0,0.01,89.8
500,,200.000000102,-66.7777398911,-66.7777398911,-66.7777398911,1.0,500.0,100,2571.16280632,0.005,-64.3702,2,2.1793e-19,2571.16280632,1.0,-64.3702,1.0,1.0,44.0427,0.005,1.0,0.005,96.1
500,,299.999969474,-57.4301115339,-57.4301115339,-57.4301115339,1.0,500.0,100,49.0262773346,0.00333333,-62.0568,2,5.43914e-20,49.0262773346,1.0,-62.0568,1.0,1.0,36.3325,0.00333333,1.0,0.00333333,84.13
500,,400.0,-60.7895380789,-60.7895380789,-60.7895380789,1.0,500.0,100,1358.82221422,0.0025,-61.74,2,5.4346e-20,1358.82221422,1.0,-61.74,1.0,1.0,36.4232,0.0025,1.0,0.0025,87.89
500,,500.000006643,-57.7339006084,-57.7339006084,-57.7339006084,1.0,500.0,100,64.8137046437,0.002,-60.9388,1,5.43187e-20,64.8137046437,1.0,-60.9388,1.0,1.0,32.8134,0.002,1.0,0.002,84.42
500,,100.0,-58.2910058734,-58.2910058734,-58.2910058734,1.0,500.0,100,53.537718889,0.01,-58.291,2,3.50449e-18,53.537718889,1.0,-58.291,1.0,1.0,7.28027,0.01,1.0,0.01,85.34
500,,200.000000102,-57.7843371862,-57.7843371862,-57.7843371862,1.0,500.0,100,63.3104553641,0.005,-58.0377,2,2.1793e-19,63.3104553641,1.0,-58.0377,1.0,1.0,7.60947,0.005,1.0,0.005,84.55
500,,299.999969474,-61.6658199951,-61.6658199951,-61.6658199951,1.0,500.0,100,1345.94065228,0.00333333,-59.2471,2,5.43914e-20,1345.94065228,1.0,-59.2471,1.0,1.0,22.0383,0.00333333,1.0,0.00333333,89.58
500,,400.0,-58.1275556408,-58.1275556408,-58.1275556408,1.0,500.0,100,57.9351026849,0.0025,-58.9672,2,5.4346e-20,57.9351026849,1.0,-58.9672,1.0,1.0,19.4638,0.0025,1.0,0.0025,85.19
500,,500.000006643,-58.5750688955,-58.5750688955,-58.5750688955,1.0,500.0,100,54.8114180623,0.002,-58.8888,1,5.43187e-20,54.8114180623,1.0,-58.8888,1.0,1.0,17.7186,0.002,1.0,0.002,86.17
500,,100.0,-57.5707461838,-57.5707461838,-57.5707461838,1.0,500.0,100,50.0676464237,0.01,-57.5707,2,3.50449e-18,50.0676464237,1.0,-57.5707,1.0,1.0,7.04038,0.01,1.0,0.01,84.21
500,,200.000000102,-61.7849859431,-61.7849859431,-61.7849859431,1.0,500.0,100,1335.48071885,0.005,-59.6779,2,2.1793e-19,1335.48071885,1.0,-59.6779,1.0,1.0,26.2733,0.005,1.0,0.005,89.41
500,,299.999969474,-66.4080793893,-66.4080793893,-66.4080793893,1.0,500.0,100,2588.37026734,0.00333333,-61.9213,2,5.43914e-20,2588.37026734,1.0,-61.9213,1.0,1.0,36.3926,0.00333333,1.0,0.00333333,95.47
500,,400.0,-61.8333239172,-61.8333239172,-61.8333239172,1.0,500.0,100,1325.86901095,0.0025,-61.8993,2,5.4346e-20,1325.86901095,1.0,-61.8993,1.0,1.0,36.352,0.0025,1.0,0.0025,89.65
500,,500.000006643,-57.2317206486,-57.2317206486,-57.2317206486,1.0,500.0,100,43.8337696067,0.002,-60.9658,1,5.43187e-20,43.8337696067,1.0,-60.9658,1.0,1.0,32.7008,0.002,1.0,0.002,83.91
500,,100.0,-58.7123299162,-58.7123299162,-58.7123299162,1.0,500.0,100,46.7295531824,0.01,-58.7123,2,3.50449e-18,46.7295531824,1.0,-58.7123,1.0,1.0,6.80164,0.01,1.0,0.01,86.52
500,,200.000000102,-58.6523599744,-58.6523599744,-58.6523599744,1.0,500.0,100,75.6630994255,0.005,-58.6823,2,2.1793e-19,75.6630994255,1.0,-58.6823,1.0,1.0,7.78365,0.005,1.0,0.005,85.76
500,,299.999969474,-58.0840812211,-58.0840812211,-58.0840812211,1.0,500.0,100,38.4004993696,0.00333333,-58.4829,2,5.43914e-20,38.4004993696,1.0,-58.4829,1.0,1.0,7.28985,0.00333333,1.0,0.00333333,84.97
500,,400.0,-57.7898792084,-57.7898792084,-57.7898792084,1.0,500.0,100,36.9166095314,0.0025,-58.3097,2,5.4346e-20,36.9166095314,1.0,-58.3097,1.0,1.0,7.00595,0.0025,1.0,0.0025,84.83
500,,500.000006643,-57.4275144795,-57.4275144795,-57.4275144795,1.0,500.0,100,50.3090136491,0.002,-58.1332,1,5.43187e-20,50.3090136491,1.0,-58.1332,1.0,1.0,7.02512,0.002,1.0,0.002,84.57
500,,100.0,-57.8045082,-57.8045082,-57.8045082,1.0,500.0,100,52.4601966824,0.01,-57.8045,2,3.50449e-18,52.4601966824,1.0,-57.8045,1.0,1.0,7.20664,0.01,1.0,0.01,84.33
500,,200.000000102,-60.2438052249,-60.2438052249,-60.2438052249,1.0,500.0,100,1352.89382735,0.005,-59.0242,2,2.1793e-19,1352.89382735,1.0,-59.0242,1.0,1.0,26.4034,0.005,1.0,0.005,86.47
500,,299.999969474,-58.4659432743,-58.4659432743,-58.4659432743,1.0,500.0,100,59.350171516,0.00333333,-58.8381,2,5.43914e-20,59.350171516,1.0,-58.8381,1.0,1.0,22.0094,0.00333333,1.0,0.00333333,85.84
500,,400.0,-57.6564646775,-57.6564646775,-57.6564646775,1.0,500.0,100,42.0254718614,0.0025,-58.5427,2,5.4346e-20,42.0254718614,1.0,-58.5427,1.0,1.0,19.3384,0.0025,1.0,0.0025,84.72
500,,500.000006643,-58.8713654834,-58.8713654834,-58.8713654834,1.0,500.0,100,61.115884469,0.002,-58.6084,1,5.43187e-20,61.115884469,1.0,-58.6084,1.0,1.0,17.6436,0.002,1.0,0.002,86.15
500,,100.0,-58.5821728043,-58.5821728043,-58.5821728043,1.0,500.0,100,44.8463096834,0.01,-58.5822,2,3.50449e-18,44.8463096834,1.0,-58.5822,1.0,1.0,6.66317,0.01,1.0,0.01,85.95
500,,200.000000102,-58.2348108056,-58.2348108056,-58.2348108056,1.0,500.0,100,45.0216688403,0.005,-58.4085,2,2.1793e-19,45.0216688403,1.0,-58.4085,1.0,1.0,6.67194,0.005,1.0,0.005,85.7
500,,299.999969474,-58.5537952185,-58.5537952185,-58.5537952185,1.0,500.0,100,42.0979223399,0.00333333,-58.4569,2,5.43914e-20,42.0979223399,1.0,-58.4569,1.0,1.0,6.60103,0.00333333,1.0,0.00333333,85.73
500,,400.0,-62.3079111716,-62.3079111716,-62.3079111716,1.0,500.0,100,1338.89531167,0.0025,-59.4197,2,5.4346e-20,1338.89531167,1.0,-59.4197,1.0,1.0,19.153,0.0025,1.0,0.0025,90.68
500,,500.000006643,-58.4367673045,-58.4367673045,-58.4367673045,1.0,500.0,100,51.9860643115,0.002,-59.2231,1,5.43187e-20,51.9860643115,1.0,-59.2231,1.0,1.0,17.4332,0.002,1.0,0.002,85.71
500,,100.0,-62.4078106681,-62.4078106681,-62.4078106681,1.0,500.0,100,1343.80417095,0.01,-62.4078,2,3.50449e-18,1343.80417095,1.0,-62.4078,1.0,1.0,36.4742,0.01,1.0,0.01,90.56
500,,200.000000102,-57.9158885816,-57.9158885816,-57.9158885816,1.0,500.0,100,60.2267333039,0.005,-60.1618,2,2.1793e-19,60.2267333039,1.0,-60.1618,1.0,1.0,26.4583,0.005,1.0,0.005,84.69
500,,299.999969474,-61.0400751774,-61.0400751774,-61.0400751774,1.0,500.0,100,1351.91498057,0.00333333,-60.4546,2,5.43914e-20,1351.91498057,1.0,-60.4546,1.0,1.0,30.2158,0.00333333,1.0,0.00333333,88.42
500,,400.0,-61.3504698434,-61.3504698434,-61.3504698434,1.0,500.0,100,1341.36555122,0.0025,-60.6786,2,5.4346e-20,1341.36555122,1.0,-60.6786,1.0,1.0,31.8886,0.0025,1.0,0.0025,88.78
500,,500.000006643,-62.4267407782,-62.4267407782,-62.4267407782,1.0,500.0,100,1339.82295406,0.002,-61.0282,1,5.43187e-20,1339.82295406,1.0,-61.0282,1.0,1.0,32.8524,0.002,1.0,0.002,90.51
500,,100.0,-57.1297658776,-57.1297658776,-57.1297658776,1.0,500.0,100,56.3243218558,0.01,-57.1298,2,3.50449e-18,56.3243218558,1.0,-57.1298,1.0,1.0,7.46733,0.01,1.0,0.01,83.89
500,,200.000000102,-57.4765738991,-57.4765738991,-57.4765738991,1.0,500.0,100,57.3669718507,0.005,-57.3032,2,2.1793e-19,57.3669718507,1.0,-57.3032,1.0,1.0,7.50382,0.005,1.0,0.005,84.22
500,,299.999969474,-61.6202284659,-61.6202284659,-61.6202284659,1.0,500.0,100,1327.91738001,0.00333333,-58.7422,2,5.43914e-20,1327.91738001,1.0,-58.7422,1.0,1.0,21.9065,0.00333333,1.0,0.00333333,88.93
500,,400.0,-65.5313738529,-65.5313738529,-65.5313738529,1.0,500.0,100,2597.76134301,0.0025,-60.4395,2,5.4346e-20,2597.76134301,1.0,-60.4395,1.0,1.0,31.8042,0.0025,1.0,0.0025,94.13
500,,500.000006643,-62.2956918769,-62.2956918769,-62.2956918769,1.0,500.0,100,1333.7456217,0.002,-60.8107,1,5.43187e-20,1333.7456217,1.0,-60.8107,1.0,1.0,32.7695,0.002,1.0,0.002,90.37
500,,100.0,-65.1299899495,-65.1299899495,-65.1299899495,1.0,500.0,100,2599.41920195,0.01,-65.13,2,3.50449e-18,2599.41920195,1.0,-65.13,1.0,1.0,50.7289,0.01,1.0,0.01,93.32
500,,200.000000102,-61.3400694866,-61.3400694866,-61.3400694866,1.0,500.0,100,1332.38080704,0.005,-63.235,2,2.1793e-19,1332.38080704,1.0,-63.235,1.0,1.0,44.1569,0.005,1.0,0.005,88.99
500,,299.999969474,-58.6522283545,-58.6522283545,-58.6522283545,1.0,500.0,100,54.6924319083,0.00333333,-61.7074,2,5.43914e-20,54.6924319083,1.0,-61.7074,1.0,1.0,36.3676,0.00333333,1.0,0.00333333,86.21
500,,400.0,-58.821919874,-58.821919874,-58.821919874,1.0,500.0,100,49.5630579185,0.0025,-60.9861,2,5.4346e-20,49.5630579185,1.0,-60.9861,1.0,1.0,31.714,0.0025,1.0,0.0025,86.55
500,,500.000006643,-58.4220445746,-58.4220445746,-58.4220445746,1.0,500.0,100,46.2656737582,0.002,-60.4733,1,5.43187e-20,46.2656737582,1.0,-60.4733,1.0,1.0,28.5454,0.002,1.0,0.002,85.56
500,,100.0,-61.0399530365,-61.0399530365,-61.0399530365,1.0,500.0,100,1337.39977482,0.01,-61.04,2,3.50449e-18,1337.39977482,1.0,-61.04,1.0,1.0,36.3872,0.01,1.0,0.01,88.58
500,,200.000000102,-62.355495258,-62.355495258,-62.355495258,1.0,500.0,100,1334.7494408,0.005,-61.6977,2,2.1793e-19,1334.7494408,1.0,-61.6977,1.0,1.0,36.3751,0.005,1.0,0.005,90.51
500,,299.999969474,-57.6601804812,-57.6601804812,-57.6601804812,1.0,500.0,100,37.5119468608,0.00333333,-60.3519,2,5.43914e-20,37.5119468608,1.0,-60.3519,1.0,1.0,29.9683,0.00333333,1.0,0.00333333,84.42
500,,400.0,-57.6740380828,-57.6740380828,-57.6740380828,1.0,500.0,100,49.3394828416,0.0025,-59.6824,2,5.4346e-20,49.3394828416,1.0,-59.6824,1.0,1.0,26.2132,0.0025,1.0,0.0025,84.56
500,,500.000006643,-58.4875493483,-58.4875493483,-58.4875493483,1.0,500.0,100,58.492268131,0.002,-59.4434,1,5.43187e-20,58.492268131,1.0,-59.4434,1.0,1.0,23.6963,0.002,1.0,0.002,86.19
500,,100.0,-62.455717797,-62.455717797,-62.455717797,1.0,500.0,100,1343.69915922,0.01,-62.4557,2,3.50449e-18,1343.69915922,1.0,-62.4557,1.0,1.0,36.4728,0.01,1.0,0.01,90.71
500,,200.000000102,-61.7022382855,-61.7022382855,-61.7022382855,1.0,500.0,100,1335.71537134,0.005,-62.079,2,2.1793e-19,1335.71537134,1.0,-62.079,1.0,1.0,36.4205,0.005,1.0,0.005,89.73
500,,299.999969474,-58.3703600335,-58.3703600335,-58.3703600335,1.0,500.0,100,54.4958077647,0.00333333,-60.8428,2,5.43914e-20,54.4958077647,1.0,-60.8428,1.0,1.0,30.0889,0.00333333,1.0,0.00333333,85.42
500,,400.0,-57.6402286717,-57.6402286717,-57.6402286717,1.0,500.0,100,49.149606419,0.0025,-60.0421,2,5.4346e-20,49.149606419,1.0,-60.0421,1.0,1.0,26.3267,0.0025,1.0,0.0025,84.57
500,,500.000006643,-61.9840631846,-61.9840631846,-61.9840631846,1.0,500.0,100,1331.61605324,0.002,-60.4305,1,5.43187e-20,1331.61605324,1.0,-60.4305,1.0,1.0,28.6136,0.002,1.0,0.002,89.8
500,,100.0,-58.6208156134,-58.6208156134,-58.6208156134,1.0,500.0,100,58.926436824,0.01,-58.6208,2,3.50449e-18,58.926436824,1.0,-58.6208,1.0,1.0,7.63788,0.01,1.0,0.01,86.09
500,,200.000000102,-58.8870943394,-58.8870943394,-58.8870943394,1.0,500.0,100,53.0998438537,0.005,-58.754,2,2.1793e-19,53.0998438537,1.0,-58.754,1.0,1.0,7.44787,0.005,1.0,0.005,86.19
500,,299.999969474,-58.640332274,-58.640332274,-58.640332274,1.0,500.0,100,52.0663488659,0.00333333,-58.7161,2,5.43914e-20,52.0663488659,1.0,-58.7161,1.0,1.0,7.3597,0.00333333,1.0,0.00333333,86.22
500,,400.0,-57.5735187359,-57.5735187359,-57.5735187359,1.0,500.0,100,37.6116281947,0.0025,-58.4304,2,5.4346e-20,37.6116281947,1.0,-58.4304,1.0,1.0,7.08361,0.0025,1.0,0.0025,84.25
500,,500.000006643,-61.9165183488,-61.9165183488,-61.9165183488,1.0,500.0,100,1344.33909318,0.002,-59.1277,1,5.43187e-20,1344.33909318,1.0,-59.1277,1.0,1.0,17.5575,0.002,1.0,0.002,89.74
500,,100.0,-60.916668973,-60.916668973,-60.916668973,1.0,500.0,100,1334.22573981,0.01,-60.9167,2,3.50449e-18,1334.22573981,1.0,-60.9167,1.0,1.0,36.344,0.01,1.0,0.01,88.23
500,,200.000000102,-61.6258376175,-61.6258376175,-61.6258376175,1.0,500.0,100,1339.23279032,0.005,-61.2712,2,2.1793e-19,1339.23279032,1.0,-61.2712,1.0,1.0,36.3798,0.005,1.0,0.005,89.79
500,,299.999969474,-58.5559417126,-58.5559417126,-58.5559417126,1.0,500.0,100,47.3919297652,0.00333333,-60.3661,2,5.43914e-20,47.3919297652,1.0,-60.3661,1.0,1.0,29.9934,0.00333333,1.0,0.00333333,86.03
500,,400.0,-62.6645544207,-62.6645544207,-62.6645544207,1.0,500.0,100,1342.48714102,0.0025,-60.9408,2,5.4346e-20,1342.48714102,1.0,-60.9408,1.0,1.0,31.7484,0.0025,1.0,0.0025,90.95
500,,500.000006643,-61.5782386918,-61.5782386918,-61.5782386918,1.0,500.0,100,1335.40316496,0.002,-61.0683,1,5.43187e-20,1335.40316496,1.0,-61.0683,1.0,1.0,32.7237,0.002,1.0,0.002,89.39
