ESSRenyi,VarRet,AvgEpLen,MinVanillaIw,Delta,AvgVanillaIw,AvgRet,Bound,J,eRenyi2,BatchSize,VarNormIw,MinNormIw,VarJ,ESSClassic,MaxNormIw,EpsThisIter,VarDiscRet,AvgDiscRet,IterType,AvgNormIw,VanillaAvgRet,MaxVanillaIw,VarVanillaIw
500.0,10264.6352285,159.13,1.0,0.9,1.0,-117.92509527,-140.473,-133.521,1.0,500,5.4346e-20,0.0025,111.196,400.0,0.0025,100,10264.6352285,-117.92509527,2,0.0025,-117.92509527,1.0,
79.7556740129,13351.75994,179.51,,0.9,0.982442,-135.376186346,-123.953,-108.383,6.26915,500,2.13715e-05,,193.358,78.9617534439,0.0234096,100,13351.75994,-135.376186346,1,0.002,-135.376186346,11.4993,5.15689
500.0,10070.899427,167.54,1.0,0.9,1.0,-125.207679395,-139.112,-125.208,1.0,500,3.50449e-18,0.01,99.8508,100.0,0.01,100,10070.899427,-125.207679395,2,0.01,-125.207679395,1.0,
500.0,8361.11717325,156.49,1.0,0.9,1.0,-115.251994992,-130.062,-120.23,1.0,500,2.1793e-19,0.005,95.6485,200.000000102,0.005,100,8361.11717325,-115.251994992,2,0.005,-115.251994992,1.0,
500.0,11709.4678278,174.1,1.0,0.9,1.0,-130.762519651,-131.769,-123.741,1.0,500,5.43914e-20,0.00333333,99.9393,299.999969474,0.00333333,100,11709.4678278,-130.762519651,2,0.00333333,-130.762519651,1.0,
500.0,13408.2118658,178.52,1.0,0.9,1.0,-134.896798015,-133.482,-126.53,1.0,500,5.4346e-20,0.0025,104.081,400.0,0.0025,100,13408.2118658,-134.896798015,2,0.0025,-134.896798015,1.0,
20.3503902722,14030.8276822,184.12,,0.9,0.691315,-139.212417134,-116.194,-85.3703,24.5696,500,0.000132678,,81.133,14.6614446007,0.115639,100,14030.8276822,-139.212417134,1,0.002,-139.212417134,39.9713,15.8522
500.0,6354.13751449,154.7,1.0,0.9,1.0,-112.783289764,-126.686,-112.783,1.0,500,3.50449e-18,0.01,79.3133,100.0,0.01,100,6354.13751449,-112.783289764,2,0.01,-112.783289764,1.0,
500.0,16301.2283153,194.76,1.0,0.9,1.0,-148.530629656,-140.489,-130.657,1.0,500,2.1793e-19,0.005,107.396,200.000000102,0.005,100,16301.2283153,-148.530629656,2,0.005,-148.530629656,1.0,
500.0,14599.1416414,189.87,1.0,0.9,1.0,-144.267305343,-143.222,-135.194,1.0,500,5.43914e-20,0.00333333,112.018,299.999969474,0.00333333,100,14599.1416414,-144.267305343,2,0.00333333,-144.267305343,1.0,
500.0,10868.2055013,169.96,1.0,0.9,1.0,-126.601877672,-139.999,-133.046,1.0,500,5.4346e-20,0.0025,110.067,400.0,0.0025,100,10868.2055013,-126.601877672,2,0.0025,-126.601877672,1.0,
245.145976361,9283.45695182,159.21,5.78354e-06,0.9,0.97721,-117.938552339,-133.611,-124.729,2.0396,500,4.79376e-06,1.18368e-08,132.439,227.682441687,0.0252663,100,9283.45695182,-117.938552339,1,0.002,-117.938552339,12.3452,1.14444
500.0,10659.5935972,174.06,1.0,0.9,1.0,-130.057723549,-143.962,-130.058,1.0,500,3.50449e-18,0.01,102.728,100.0,0.01,100,10659.5935972,-130.057723549,2,0.01,-130.057723549,1.0,
500.0,10902.6631481,169.29,1.0,0.9,1.0,-125.825323773,-137.774,-127.942,1.0,500,2.1793e-19,0.005,103.333,200.000000102,0.005,100,10902.6631481,-125.825323773,2,0.005,-125.825323773,1.0,
500.0,11784.8602435,171.92,1.0,0.9,1.0,-128.933994415,-136.3,-128.272,1.0,500,5.43914e-20,0.00333333,104.918,299.999969474,0.00333333,100,11784.8602435,-128.933994415,2,0.00333333,-128.933994415,1.0,
500.0,13031.651156,183.56,1.0,0.9,1.0,-138.736890451,-137.841,-130.888,1.0,500,5.4346e-20,0.0025,107.246,400.0,0.0025,100,13031.651156,-138.736890451,2,0.0025,-138.736890451,1.0,
110.11988808,10769.1394856,174.15,1.1639e-07,0.9,0.959409,-130.077357777,-131.187,-117.936,4.54051,500,1.46051e-05,2.42628e-10,147.176,107.666426446,0.0361786,100,10769.1394856,-130.077357777,1,0.002,-130.077357777,17.355,3.36087
500.0,12685.3737072,172.42,1.0,0.9,1.0,-129.891068595,-143.795,-129.891,1.0,500,3.50449e-18,0.01,112.065,100.0,0.01,100,12685.3737072,-129.891068595,2,0.01,-129.891068595,1.0,
500.0,11414.6898566,180.42,1.0,0.9,1.0,-135.096981778,-142.326,-132.494,1.0,500,2.1793e-19,0.005,109.253,200.000000102,0.005,100,11414.6898566,-135.096981778,2,0.005,-135.096981778,1.0,
500.0,15652.4473512,189.98,1.0,0.9,1.0,-145.24157643,-144.771,-136.743,1.0,500,5.43914e-20,0.00333333,114.712,299.999969474,0.00333333,100,15652.4473512,-145.24157643,2,0.00333333,-145.24157643,1.0,
500.0,9914.97065297,171.78,1.0,0.9,1.0,-128.273544813,-141.578,-134.626,1.0,500,5.4346e-20,0.0025,111.07,400.0,0.0025,100,9914.97065297,-128.273544813,2,0.0025,-128.273544813,1.0,
32.6553614535,12498.9648881,179.01,8.93734e-32,0.9,1.42685,-134.937668788,-122.452,-98.1194,15.3114,500,7.18043e-05,1.25274e-34,164.747,26.4338222976,0.0905444,100,12498.9648881,-134.937668788,1,0.002,-134.937668788,64.5966,36.5465
500.0,11435.6197491,178.47,1.0,0.9,1.0,-134.282939149,-148.187,-134.283,1.0,500,3.50449e-18,0.01,106.401,100.0,0.01,100,11435.6197491,-134.282939149,2,0.01,-134.282939149,1.0,
500.0,10832.0048651,175.73,1.0,0.9,1.0,-131.196643685,-142.572,-132.74,1.0,500,2.1793e-19,0.005,104.999,200.000000102,0.005,100,10832.0048651,-131.196643685,2,0.005,-131.196643685,1.0,
500.0,11903.3688751,169.29,1.0,0.9,1.0,-126.800036566,-138.788,-130.76,1.0,500,5.43914e-20,0.00333333,106.235,299.999969474,0.00333333,100,11903.3688751,-126.800036566,2,0.00333333,-126.800036566,1.0,
500.0,8300.99368303,158.67,1.0,0.9,1.0,-116.762203581,-134.213,-127.26,1.0,500,5.4346e-20,0.0025,102.741,400.0,0.0025,100,8300.99368303,-116.762203581,2,0.0025,-116.762203581,1.0,
127.025914982,12707.7291129,174.3,3.5698e-07,0.9,1.43017,-131.34207101,-117.605,-105.268,3.9362,500,2.43105e-05,4.99214e-10,103.421,70.766629359,0.0337392,100,12707.7291129,-131.34207101,1,0.002,-131.34207101,24.1264,12.4311
500.0,10120.1852742,163.73,1.0,0.9,1.0,-121.698538015,-135.603,-121.699,1.0,500,3.50449e-18,0.01,100.095,100.0,0.01,100,10120.1852742,-121.698538015,2,0.01,-121.698538015,1.0,
500.0,13971.7576031,189.29,1.0,0.9,1.0,-143.727959665,-142.545,-132.713,1.0,500,2.1793e-19,0.005,109.758,200.000000102,0.005,100,13971.7576031,-143.727959665,2,0.005,-143.727959665,1.0,
500.0,14105.4794422,183.3,1.0,0.9,1.0,-138.598352587,-142.703,-134.675,1.0,500,5.43914e-20,0.00333333,112.666,299.999969474,0.00333333,100,14105.4794422,-138.598352587,2,0.00333333,-138.598352587,1.0,
500.0,14594.663771,191.57,1.0,0.9,1.0,-145.790831231,-144.406,-137.454,1.0,500,5.4346e-20,0.0025,114.698,400.0,0.0025,100,14594.663771,-145.790831231,2,0.0025,-145.790831231,1.0,
133.709401225,9866.7176771,170.83,5.14587e-05,0.9,1.1577,-127.250175667,-128.124,-116.099,3.73945,500,1.35067e-05,8.8898e-08,139.624,114.418403708,0.0264878,100,9866.7176771,-127.250175667,1,0.002,-127.250175667,15.3325,4.52568
500.0,10799.3651068,171.97,1.0,0.9,1.0,-128.198897829,-142.104,-128.199,1.0,500,3.50449e-18,0.01,103.399,100.0,0.01,100,10799.3651068,-128.198897829,2,0.01,-128.198897829,1.0,
500.0,13120.5564702,182.77,1.0,0.9,1.0,-137.950613732,-142.907,-133.075,1.0,500,2.1793e-19,0.005,108.923,200.000000102,0.005,100,13120.5564702,-137.950613732,2,0.005,-137.950613732,1.0,
500.0,12422.3659393,180.66,1.0,0.9,1.0,-136.432308751,-142.222,-134.194,1.0,500,5.43914e-20,0.00333333,109.596,299.999969474,0.00333333,100,12422.3659393,-136.432308751,2,0.00333333,-136.432308751,1.0,
500.0,11730.3984288,176.17,1.0,0.9,1.0,-132.081091298,-140.618,-133.666,1.0,500,5.4346e-20,0.0025,109.145,400.0,0.0025,100,11730.3984288,-132.081091298,2,0.0025,-132.081091298,1.0,
156.551956067,10913.0826507,169.81,3.12002e-27,0.9,1.15377,-127.05199688,-126.266,-115.153,3.19383,500,8.88181e-06,5.40838e-30,146.342,155.472106859,0.00924755,100,10913.0826507,-127.05199688,1,0.002,-127.05199688,5.33478,2.95584
500.0,13875.9808415,185.87,1.0,0.9,1.0,-141.26137575,-155.166,-141.261,1.0,500,3.50449e-18,0.01,117.206,100.0,0.01,100,13875.9808415,-141.26137575,2,0.01,-141.26137575,1.0,
500.0,15321.4127885,196.06,1.0,0.9,1.0,-149.655823115,-155.291,-145.459,1.0,500,2.1793e-19,0.005,120.293,200.000000102,0.005,100,15321.4127885,-149.655823115,2,0.005,-149.655823115,1.0,
500.0,14131.6375388,183.98,1.0,0.9,1.0,-139.331779366,-151.444,-143.416,1.0,500,5.43914e-20,0.00333333,119.661,299.999969474,0.00333333,100,14131.6375388,-139.331779366,2,0.00333333,-139.331779366,1.0,
500.0,7350.99318694,158.5,1.0,0.9,1.0,-116.769444755,-143.707,-136.755,1.0,500,5.4346e-20,0.0025,112.657,400.0,0.0025,100,7350.99318694,-116.769444755,2,0.0025,-116.769444755,1.0,
195.696336386,9820.90434,171.15,0.153545,0.9,1.86171,-127.62200021,-117.065,-107.125,2.55498,500,7.14147e-05,0.000164951,155.291,26.5703377516,0.0740152,100,9820.90434,-127.62200021,1,0.002,-127.62200021,68.8972,61.8799
500.0,10162.4575381,167.55,1.0,0.9,1.0,-124.767635798,-138.672,-124.768,1.0,500,3.50449e-18,0.01,100.304,100.0,0.01,100,10162.4575381,-124.767635798,2,0.01,-124.767635798,1.0,
500.0,9852.89253254,169.85,1.0,0.9,1.0,-126.244594117,-135.338,-125.506,1.0,500,2.1793e-19,0.005,99.5397,200.000000102,0.005,100,9852.89253254,-126.244594117,2,0.005,-126.244594117,1.0,
500.0,16234.4489823,194.81,1.0,0.9,1.0,-148.566761994,-141.221,-133.193,1.0,500,5.43914e-20,0.00333333,109.913,299.999969474,0.00333333,100,16234.4489823,-148.566761994,2,0.00333333,-148.566761994,1.0,
500.0,11632.9492479,177.61,1.0,0.9,1.0,-132.81922102,-140.052,-133.1,1.0,500,5.4346e-20,0.0025,109.27,400.0,0.0025,100,11632.9492479,-132.81922102,2,0.0025,-132.81922102,1.0,
222.532351333,7549.17710032,153.74,0.000883765,0.9,1.3625,-112.311409035,-117.915,-108.594,2.24686,500,1.12453e-05,1.29727e-06,87.2482,131.381538758,0.018314,100,7549.17710032,-112.311409035,1,0.002,-112.311409035,12.4765,5.21901
500.0,7335.7502034,157.46,1.0,0.9,1.0,-115.783490963,-129.688,-115.784,1.0,500,3.50449e-18,0.01,85.2197,100.0,0.01,100,7335.7502034,-115.783490963,2,0.01,-115.783490963,1.0,
500.0,12536.3969038,177.08,1.0,0.9,1.0,-133.430603113,-134.439,-124.607,1.0,500,2.1793e-19,0.005,99.5719,200.000000102,0.005,100,12536.3969038,-133.430603113,2,0.005,-133.430603113,1.0,
500.0,11581.8519046,175.96,1.0,0.9,1.0,-131.883975381,-135.061,-127.033,1.0,500,5.43914e-20,0.00333333,102.193,299.999969474,0.00333333,100,11581.8519046,-131.883975381,2,0.00333333,-131.883975381,1.0,
500.0,15333.0120661,194.11,1.0,0.9,1.0,-148.169707216,-139.269,-132.317,1.0,500,5.4346e-20,0.0025,108.219,400.0,0.0025,100,15333.0120661,-148.169707216,2,0.0025,-148.169707216,1.0,
218.703817549,6484.11554298,153.16,0.15187,0.9,1.27778,-112.385444379,-128.863,-119.46,2.2862,500,5.08208e-05,0.000237709,155.307,36.5502648982,0.158377,100,6484.11554298,-112.385444379,1,0.002,-112.385444379,101.185,20.744
500.0,8230.811951,158.63,1.0,0.9,1.0,-117.003363258,-130.908,-117.003,1.0,500,3.50449e-18,0.01,90.2691,100.0,0.01,100,8230.811951,-117.003363258,2,0.01,-117.003363258,1.0,
500.0,11763.5211504,175.56,1.0,0.9,1.0,-131.840744877,-134.254,-124.422,1.0,500,2.1793e-19,0.005,99.7609,200.000000102,0.005,100,11763.5211504,-131.840744877,2,0.005,-131.840744877,1.0,
500.0,17932.7455522,209.31,1.0,0.9,1.0,-161.459364722,-144.796,-136.768,1.0,500,5.43914e-20,0.00333333,113.391,299.999969474,0.00333333,100,17932.7455522,-161.459364722,2,0.00333333,-161.459364722,1.0,
500.0,14808.2192326,188.92,1.0,0.9,1.0,-143.289407137,-145.351,-138.398,1.0,500,5.4346e-20,0.0025,115.395,400.0,0.0025,100,14808.2192326,-143.289407137,2,0.0025,-143.289407137,1.0,
263.412264199,9247.65483698,165.71,0.298371,0.9,1.05694,-123.242485232,-137.889,-129.321,1.89817,500,5.18658e-06,0.000564595,130.676,217.955259133,0.0205247,100,9247.65483698,-123.242485232,1,0.002,-123.242485232,10.8467,1.44851
500.0,10105.1887423,168.52,1.0,0.9,1.0,-125.005011868,-138.91,-125.005,1.0,500,3.50449e-18,0.01,100.021,100.0,0.01,100,10105.1887423,-125.005011868,2,0.01,-125.005011868,1.0,
500.0,14731.7753305,188.57,1.0,0.9,1.0,-143.150126565,-143.91,-134.078,1.0,500,2.1793e-19,0.005,111.25,200.000000102,0.005,100,14731.7753305,-143.150126565,2,0.005,-143.150126565,1.0,
500.0,15410.6228288,193.85,1.0,0.9,1.0,-147.537892382,-146.592,-138.564,1.0,500,5.43914e-20,0.00333333,115.658,299.999969474,0.00333333,100,15410.6228288,-147.537892382,2,0.00333333,-147.537892382,1.0,
500.0,14714.3543918,188.67,1.0,0.9,1.0,-143.422610991,-146.731,-139.779,1.0,500,5.4346e-20,0.0025,116.957,400.0,0.0025,100,14714.3543918,-143.422610991,2,0.0025,-143.422610991,1.0,
52.272249839,11514.7995379,176.49,,0.9,0.983812,-132.383636142,-126.731,-107.499,9.5653,500,3.75433e-05,,199.941,48.229734174,0.0533126,100,11514.7995379,-132.383636142,1,0.002,-132.383636142,26.2248,9.0844
500.0,6446.21344141,153.61,1.0,0.9,1.0,-112.073680624,-125.978,-112.074,1.0,500,3.50449e-18,0.01,79.8859,100.0,0.01,100,6446.21344141,-112.073680624,2,0.01,-112.073680624,1.0,
500.0,10793.7323581,171.32,1.0,0.9,1.0,-127.776105915,-129.757,-119.925,1.0,500,2.1793e-19,0.005,92.7115,200.000000102,0.005,100,10793.7323581,-127.776105915,2,0.005,-127.776105915,1.0,
500.0,11748.7093449,172.95,1.0,0.9,1.0,-129.871769278,-131.268,-123.241,1.0,500,5.43914e-20,0.00333333,98.1292,299.999969474,0.00333333,100,11748.7093449,-129.871769278,2,0.00333333,-129.871769278,1.0,
500.0,7527.12954427,154.61,1.0,0.9,1.0,-113.868465202,-127.85,-120.898,1.0,500,5.4346e-20,0.0025,95.4014,400.0,0.0025,100,7527.12954427,-113.868465202,2,0.0025,-113.868465202,1.0,
313.166658217,7307.39749011,164.88,0.0647821,0.9,1.08022,-121.013021439,-122.131,-114.274,1.59659,500,3.72611e-06,0.000119943,94.4907,259.112189594,0.0260001,100,7307.39749011,-121.013021439,1,0.002,-121.013021439,14.0429,1.08697
500.0,14012.2997365,187.9,1.0,0.9,1.0,-142.704697747,-156.609,-142.705,1.0,500,3.50449e-18,0.01,117.78,100.0,0.01,100,14012.2997365,-142.704697747,2,0.01,-142.704697747,1.0,
500.0,12221.9137489,182.24,1.0,0.9,1.0,-136.804542642,-149.587,-139.755,1.0,500,2.1793e-19,0.005,113.994,200.000000102,0.005,100,12221.9137489,-136.804542642,2,0.005,-136.804542642,1.0,
500.0,8285.97929202,160.25,1.0,0.9,1.0,-118.17091768,-140.588,-132.56,1.0,500,5.43914e-20,0.00333333,107.243,299.999969474,0.00333333,100,8285.97929202,-118.17091768,2,0.00333333,-118.17091768,1.0,
500.0,6347.92801959,154.71,1.0,0.9,1.0,-113.446189124,-134.734,-127.782,1.0,500,5.4346e-20,0.0025,101.318,400.0,0.0025,100,6347.92801959,-113.446189124,2,0.0025,-113.446189124,1.0,
106.984767432,10602.4670877,175.69,1.4629e-14,0.9,1.17389,-131.325023681,-115.76,-102.316,4.67356,500,1.6681e-05,2.4924e-17,97.8503,96.8634224938,0.0154098,100,10602.4670877,-131.325023681,1,0.002,-131.325023681,9.04472,5.74668
500.0,11618.7464699,176.15,1.0,0.9,1.0,-132.009512715,-145.915,-132.01,1.0,500,3.50449e-18,0.01,107.25,100.0,0.01,100,11618.7464699,-132.009512715,2,0.01,-132.009512715,1.0,
500.0,10804.8062559,178.24,1.0,0.9,1.0,-133.398034237,-142.536,-132.704,1.0,500,2.1793e-19,0.005,105.357,200.000000102,0.005,100,10804.8062559,-133.398034237,2,0.005,-133.398034237,1.0,
500.0,12504.3797946,180.07,1.0,0.9,1.0,-135.534177733,-141.676,-133.647,1.0,500,5.43914e-20,0.00333333,107.37,299.999969474,0.00333333,100,12504.3797946,-135.534177733,2,0.00333333,-135.534177733,1.0,
500.0,10516.5169483,176.23,1.0,0.9,1.0,-132.270872752,-140.256,-133.303,1.0,500,5.4346e-20,0.0025,106.063,400.0,0.0025,100,10516.5169483,-132.270872752,2,0.0025,-132.270872752,1.0,
317.06613676,10048.5969986,166.81,0.663077,0.9,1.50464,-124.117608666,-133.651,-125.842,1.57696,500,5.96068e-06,0.000881375,145.486,201.029955306,0.0135246,100,10048.5969986,-124.117608666,1,0.002,-124.117608666,10.1748,3.37367
500.0,10944.312846,170.57,1.0,0.9,1.0,-127.482174079,-141.387,-127.482,1.0,500,3.50449e-18,0.01,104.091,100.0,0.01,100,10944.312846,-127.482174079,2,0.01,-127.482174079,1.0,
500.0,13885.9990543,187.82,1.0,0.9,1.0,-142.183221528,-144.665,-134.833,1.0,500,2.1793e-19,0.005,111.108,200.000000102,0.005,100,13885.9990543,-142.183221528,2,0.005,-142.183221528,1.0,
500.0,12596.166711,176.89,1.0,0.9,1.0,-133.216592989,-142.322,-134.294,1.0,500,5.43914e-20,0.00333333,111.298,299.999969474,0.00333333,100,12596.166711,-133.216592989,2,0.00333333,-133.216592989,1.0,
500.0,6491.93752135,148.95,1.0,0.9,1.0,-109.245596614,-134.984,-128.032,1.0,500,5.4346e-20,0.0025,104.952,400.0,0.0025,100,6491.93752135,-109.245596614,2,0.0025,-109.245596614,1.0,
321.963389106,11587.0315656,177.75,0.128294,0.9,1.08985,-132.914592747,-129.699,-121.95,1.55297,500,2.98182e-06,0.000235434,103.221,286.703208648,0.017486,100,11587.0315656,-132.914592747,1,0.002,-132.914592747,9.52856,0.885437
500.0,11654.1566269,175.79,1.0,0.9,1.0,-131.634880694,-145.539,-131.635,1.0,500,3.50449e-18,0.01,107.413,100.0,0.01,100,11654.1566269,-131.634880694,2,0.01,-131.634880694,1.0,
500.0,11748.1042476,172.44,1.0,0.9,1.0,-129.00124164,-140.15,-130.318,1.0,500,2.1793e-19,0.005,107.638,200.000000102,0.005,100,11748.1042476,-129.00124164,2,0.005,-129.00124164,1.0,
500.0,8311.75131709,157.99,1.0,0.9,1.0,-116.211723744,-133.644,-125.616,1.0,500,5.43914e-20,0.00333333,102.523,299.999969474,0.00333333,100,8311.75131709,-116.211723744,2,0.00333333,-116.211723744,1.0,
500.0,11576.9173644,175.9,1.0,0.9,1.0,-132.164644059,-134.205,-127.253,1.0,500,5.4346e-20,0.0025,103.714,400.0,0.0025,100,11576.9173644,-132.164644059,2,0.0025,-132.164644059,1.0,
189.002662789,10849.0306851,171.19,2.21258e-25,0.9,1.33828,-127.724908669,-123.972,-113.858,2.64547,500,8.48149e-06,3.30662e-28,149.119,160.455329693,0.00646396,100,10849.0306851,-127.724908669,1,0.002,-127.724908669,4.32528,3.79754
500.0,7463.3662759,154.26,1.0,0.9,1.0,-113.345095491,-127.25,-113.345,1.0,500,3.50449e-18,0.01,85.9577,100.0,0.01,100,7463.3662759,-113.345095491,2,0.01,-113.345095491,1.0,
500.0,16052.775512,196.52,1.0,0.9,1.0,-150.196322439,-141.603,-131.771,1.0,500,2.1793e-19,0.005,109.453,200.000000102,0.005,100,16052.775512,-150.196322439,2,0.005,-150.196322439,1.0,
500.0,11781.7546108,172.23,1.0,0.9,1.0,-129.590974017,-139.072,-131.044,1.0,500,5.43914e-20,0.00333333,108.976,299.999969474,0.00333333,100,11781.7546108,-129.590974017,2,0.00333333,-129.590974017,1.0,
500.0,9033.47007374,166.33,1.0,0.9,1.0,-123.64447969,-136.147,-129.194,1.0,500,5.4346e-20,0.0025,105.607,400.0,0.0025,100,9033.47007374,-123.64447969,2,0.0025,-123.64447969,1.0,
474.098884615,10822.7482565,170.54,0.0320072,0.9,1.11374,-127.89485515,-134.591,-128.205,1.05463,500,4.53584e-07,5.74767e-05,110.107,449.168112181,0.00231904,100,10822.7482565,-127.89485515,1,0.002,-127.89485515,1.29141,0.140659
500.0,14520.8406977,193.25,1.0,0.9,1.0,-147.684445704,-161.589,-147.684,1.0,500,3.50449e-18,0.01,119.898,100.0,0.01,100,14520.8406977,-147.684445704,2,0.01,-147.684445704,1.0,
500.0,9251.68691868,161.02,1.0,0.9,1.0,-119.411470871,-143.38,-133.548,1.0,500,2.1793e-19,0.005,109.395,200.000000102,0.005,100,9251.68691868,-119.411470871,2,0.005,-119.411470871,1.0,
500.0,10123.6955123,165.14,1.0,0.9,1.0,-122.680310876,-137.953,-129.925,1.0,500,5.43914e-20,0.00333333,106.514,299.999969474,0.00333333,100,10123.6955123,-122.680310876,2,0.00333333,-122.680310876,1.0,
500.0,9144.99096378,165.88,1.0,0.9,1.0,-123.219178064,-135.201,-128.249,1.0,500,5.4346e-20,0.0025,103.83,400.0,0.0025,100,9144.99096378,-123.219178064,2,0.0025,-123.219178064,1.0,
161.176086676,12289.4896294,179.47,0.000303745,0.9,2.94823,-134.640243505,-113.933,-102.98,3.1022,500,0.000163105,2.06052e-07,124.866,11.9920080929,0.128922,100,12289.4896294,-134.640243505,1,0.002,-134.640243505,190.046,354.43
500.0,9129.17566321,167.49,1.0,0.9,1.0,-124.089342528,-137.994,-124.089,1.0,500,3.50449e-18,0.01,95.0678,100.0,0.01,100,9129.17566321,-124.089342528,2,0.01,-124.089342528,1.0,
500.0,7326.25751815,157.82,1.0,0.9,1.0,-115.762957305,-129.758,-119.926,1.0,500,2.1793e-19,0.005,90.3481,200.000000102,0.005,100,7326.25751815,-115.762957305,2,0.005,-115.762957305,1.0,
500.0,11577.3600897,177.95,1.0,0.9,1.0,-133.188888707,-132.375,-124.347,1.0,500,5.43914e-20,0.00333333,96.4441,299.999969474,0.00333333,100,11577.3600897,-133.188888707,2,0.00333333,-133.188888707,1.0,
500.0,13318.9368576,180.11,1.0,0.9,1.0,-135.766965592,-134.154,-127.202,1.0,500,5.4346e-20,0.0025,101.474,400.0,0.0025,100,13318.9368576,-135.766965592,2,0.0025,-135.766965592,1.0,
454.547168801,14192.1446356,180.85,0.0285363,0.9,1.26819,-137.246564579,-132.278,-125.756,1.1,500,4.59117e-07,4.50034e-05,106.746,448.61246464,0.00224039,100,14192.1446356,-137.246564579,1,0.002,-137.246564579,1.42061,0.184599
500.0,9911.76846554,167.8,1.0,0.9,1.0,-124.548879532,-138.454,-124.549,1.0,500,3.50449e-18,0.01,99.0588,100.0,0.01,100,9911.76846554,-124.548879532,2,0.01,-124.548879532,1.0,
500.0,8355.03495854,158.41,1.0,0.9,1.0,-116.377885604,-130.296,-120.463,1.0,500,2.1793e-19,0.005,95.1775,200.000000102,0.005,100,8355.03495854,-116.377885604,2,0.005,-116.377885604,1.0,
500.0,14496.0148196,192.3,1.0,0.9,1.0,-146.356584963,-137.122,-129.094,1.0,500,5.43914e-20,0.00333333,104.747,299.999969474,0.00333333,100,14496.0148196,-146.356584963,2,0.00333333,-146.356584963,1.0,
500.0,15384.5437636,193.74,1.0,0.9,1.0,-147.775475364,-140.717,-133.765,1.0,500,5.4346e-20,0.0025,110.009,400.0,0.0025,100,15384.5437636,-147.775475364,2,0.0025,-147.775475364,1.0,
304.842752805,11077.8688797,168.4,0.567574,0.9,15.4451,-125.703842464,-108.291,-100.327,1.64019,500,0.000359058,7.34958e-05,249.518,5.51959511796,0.19035,100,11077.8688797,-125.703842464,1,0.002,-125.703842464,1469.98,21413.3
500.0,11730.6898391,172.98,1.0,0.9,1.0,-129.740920224,-143.646,-129.741,1.0,500,3.50449e-18,0.01,107.765,100.0,0.01,100,11730.6898391,-129.740920224,2,0.01,-129.740920224,1.0,
500.0,9229.0928331,164.06,1.0,0.9,1.0,-121.829843382,-135.617,-125.785,1.0,500,2.1793e-19,0.005,101.935,200.000000102,0.005,100,9229.0928331,-121.829843382,2,0.005,-121.829843382,1.0,
500.0,19805.3070074,218.71,1.0,0.9,1.0,-170.349970846,-148.668,-140.64,1.0,500,5.43914e-20,0.00333333,117.916,299.999969474,0.00333333,100,19805.3070074,-170.349970846,2,0.00333333,-170.349970846,1.0,
500.0,12498.0289525,177.16,1.0,0.9,1.0,-133.879786391,-145.902,-138.95,1.0,500,5.4346e-20,0.0025,116.319,400.0,0.0025,100,12498.0289525,-133.879786391,2,0.0025,-133.879786391,1.0,
267.116660446,12480.9906863,178.0,0.26879,0.9,2.43829,-134.506172191,-131.847,-123.339,1.87184,500,5.05655e-05,0.000220474,287.486,36.7211751024,0.038759,100,12480.9906863,-134.506172191,1,0.002,-134.506172191,47.2528,75.1562
500.0,10061.7367991,168.03,1.0,0.9,1.0,-125.274291107,-139.179,-125.274,1.0,500,3.50449e-18,0.01,99.8054,100.0,0.01,100,10061.7367991,-125.274291107,2,0.01,-125.274291107,1.0,
500.0,14028.7190087,182.95,1.0,0.9,1.0,-138.086023313,-141.512,-131.68,1.0,500,2.1793e-19,0.005,109.388,200.000000102,0.005,100,14028.7190087,-138.086023313,2,0.005,-138.086023313,1.0,
500.0,12616.9577278,175.68,1.0,0.9,1.0,-132.736089339,-140.06,-132.032,1.0,500,5.43914e-20,0.00333333,110.186,299.999969474,0.00333333,100,12616.9577278,-132.736089339,2,0.00333333,-132.736089339,1.0,
500.0,8163.4035792,161.43,1.0,0.9,1.0,-119.129429732,-135.759,-128.806,1.0,500,5.4346e-20,0.0025,105.629,400.0,0.0025,100,8163.4035792,-119.129429732,2,0.0025,-119.129429732,1.0,
231.524967722,11710.3163791,175.68,1.49436e-06,0.9,4.4028,-131.588675649,-131.557,-122.419,2.15959,500,7.94918e-05,6.78824e-10,424.721,24.0002930398,0.0587841,100,11710.3163791,-131.588675649,1,0.002,-131.588675649,129.408,385.231
500.0,10817.5081158,171.79,1.0,0.9,1.0,-128.604113883,-142.509,-128.604,1.0,500,3.50449e-18,0.01,103.486,100.0,0.01,100,10817.5081158,-128.604113883,2,0.01,-128.604113883,1.0,
500.0,11088.5802626,166.34,1.0,0.9,1.0,-124.054494349,-136.161,-126.329,1.0,500,2.1793e-19,0.005,104.157,200.000000102,0.005,100,11088.5802626,-124.054494349,2,0.005,-124.054494349,1.0,
500.0,15384.5758718,193.6,1.0,0.9,1.0,-147.66765973,-141.47,-133.442,1.0,500,5.43914e-20,0.00333333,111.403,299.999969474,0.00333333,100,15384.5758718,-147.66765973,2,0.00333333,-147.66765973,1.0,
500.0,10127.9327744,166.99,1.0,0.9,1.0,-124.28821043,-138.106,-131.154,1.0,500,5.4346e-20,0.0025,108.767,400.0,0.0025,100,10127.9327744,-124.28821043,2,0.0025,-124.28821043,1.0,
