ESSRenyi,VarRet,AvgEpLen,MinVanillaIw,Delta,AvgVanillaIw,AvgRet,Bound,J,eRenyi2,BatchSize,VarNormIw,MinNormIw,VarJ,ESSClassic,MaxNormIw,EpsThisIter,VarDiscRet,AvgDiscRet,IterType,AvgNormIw,VanillaAvgRet,MaxVanillaIw,VarVanillaIw
500.0,13999.2858065,185.82,1.0,0.9,1.0,-140.971995259,-148.581,-138.749,1.0,500,2.1793e-19,0.005,114.214,200.000000102,0.005,100,13999.2858065,-140.971995259,2,0.005,-140.971995259,1.0,
500.0,14396.7662699,180.46,1.0,0.9,1.0,-136.711494073,-146.098,-138.07,1.0,500,5.43914e-20,0.00333333,115.967,299.999969474,0.00333333,100,14396.7662699,-136.711494073,2,0.00333333,-136.711494073,1.0,
500.0,14230.1971563,183.65,1.0,0.9,1.0,-138.914591163,-145.234,-138.281,1.0,500,5.4346e-20,0.0025,116.655,400.0,0.0025,100,14230.1971563,-138.914591163,2,0.0025,-138.914591163,1.0,
141.377710537,11561.8776087,178.17,0.220353,0.9,6.48927,-133.441276242,-97.7067,-86.0124,3.53663,500,0.000482338,6.79131e-05,107.09,4.12053534858,0.400628,100,11561.8776087,-133.441276242,1,0.002,-133.441276242,1299.89,5077.89
500.0,9960.14001618,170.7,1.0,0.9,1.0,-127.501263244,-141.406,-127.501,1.0,500,3.50449e-18,0.01,99.3002,100.0,0.01,100,9960.14001618,-127.501263244,2,0.01,-127.501263244,1.0,
500.0,7296.59665897,160.62,1.0,0.9,1.0,-118.389154007,-132.777,-122.945,1.0,500,2.1793e-19,0.005,92.5356,200.000000102,0.005,100,7296.59665897,-118.389154007,2,0.005,-118.389154007,1.0,
500.0,10798.4467921,172.09,1.0,0.9,1.0,-128.812418464,-132.929,-124.901,1.0,500,5.43914e-20,0.00333333,96.3312,299.999969474,0.00333333,100,10798.4467921,-128.812418464,2,0.00333333,-128.812418464,1.0,
500.0,11004.0734668,170.79,1.0,0.9,1.0,-127.865357298,-132.594,-125.642,1.0,500,5.4346e-20,0.0025,98.412,400.0,0.0025,100,11004.0734668,-127.865357298,2,0.0025,-127.865357298,1.0,
244.432796751,8281.8861595,159.87,0.375846,0.9,1.9134,-117.77607631,-110.988,-102.094,2.04555,500,2.68724e-05,0.000392856,76.8894,64.8957641602,0.0249691,100,8281.8861595,-117.77607631,1,0.002,-117.77607631,23.8879,24.5957
500.0,10850.8389073,171.65,1.0,0.9,1.0,-128.626878782,-142.531,-128.627,1.0,500,3.50449e-18,0.01,103.645,100.0,0.01,100,10850.8389073,-128.626878782,2,0.01,-128.626878782,1.0,
500.0,6524.45183268,154.72,1.0,0.9,1.0,-113.402089753,-130.846,-121.014,1.0,500,2.1793e-19,0.005,93.0522,200.000000102,0.005,100,6524.45183268,-113.402089753,2,0.005,-113.402089753,1.0,
500.0,10843.6853546,168.95,1.0,0.9,1.0,-126.102830144,-130.738,-122.711,1.0,500,5.43914e-20,0.00333333,96.7298,299.999969474,0.00333333,100,10843.6853546,-126.102830144,2,0.00333333,-126.102830144,1.0,
500.0,11750.0874213,173.14,1.0,0.9,1.0,-129.164382047,-131.276,-124.324,1.0,500,5.4346e-20,0.0025,99.6667,400.0,0.0025,100,11750.0874213,-129.164382047,2,0.0025,-129.164382047,1.0,
352.51936846,13314.9043905,180.97,0.732414,0.9,1.00295,-136.269512818,-130.486,-123.08,1.41836,500,1.47353e-06,0.00146052,102.474,365.590994629,0.0226161,100,13314.9043905,-136.269512818,1,0.002,-136.269512818,11.3414,0.370556
500.0,14625.0401666,191.46,1.0,0.9,1.0,-145.230333342,-159.135,-145.23,1.0,500,3.50449e-18,0.01,120.328,100.0,0.01,100,14625.0401666,-145.230333342,2,0.01,-145.230333342,1.0,
500.0,9290.72296875,162.51,1.0,0.9,1.0,-120.218220571,-142.556,-132.724,1.0,500,2.1793e-19,0.005,109.52,200.000000102,0.005,100,9290.72296875,-120.218220571,2,0.005,-120.218220571,1.0,
500.0,12964.38573,186.77,1.0,0.9,1.0,-140.9348399,-143.489,-135.461,1.0,500,5.43914e-20,0.00333333,110.859,299.999969474,0.00333333,100,12964.38573,-140.9348399,2,0.00333333,-140.9348399,1.0,
