Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
1,159.48,10.0,1584.1955994020107,10.0,956.12775,,-4782060.5,1.0,0.24214453,1314.4552,34,50.0,1.0,269.74048,297943140000.0,3423855.8,50.0,1583811.5,50,1.0,34418.926,16550,1443392,,1584.1954,221772.94,1.0,True,628.6315197944641,-1.1681537e+19,-1.0,-193.09708,,4078.5298,7.3973597e+25,0.4189424,-193.09708,3808.7893
2,249.98,10.0,2489.8021405049954,10.0,1402.8202,,-inf,37312140000.0,4.0363886e-17,2479.823,34,1.3400464e-09,1.0,9.979346,1916176.6,1916176.6,1.3400464e-09,35.27085,50,37312140000.0,0.83582056,16600,1455891,,2489.802,4.9443436,37312140000.0,True,637.2753221988678,-inf,-1.0,-231.26599,,4999.1875,inf,0.4189424,-219.74797,4989.208
3,216.24,10.0,2151.843709141134,10.0,1398.0858,,-inf,35939623000.0,6.40078e-20,2131.8809,34,1.3912221e-09,1.0,19.962898,3450152.2,3450152.2,1.3912221e-09,32.93555,50,35939623000.0,1.9244534,16650,1466703,,2151.8438,5.5266542,35939623000.0,True,644.7430167198181,-inf,-1.0,-226.64613,,4998.668,inf,0.4189424,-212.39218,4978.705
4,228.9,10.0,2278.8634900402785,10.0,1364.0896,,-inf,59385630.0,2.3574244e-17,2258.8914,34,8.419545e-07,1.0,19.972244,21733184.0,21733184.0,8.419545e-07,259.2717,50,59385630.0,6.489093,16700,1478148,,2278.8635,36.44813,59385630.0,True,651.4480445384979,-inf,-1.0,-235.13666,,4999.217,inf,0.4189424,-225.33905,4979.2446
5,222.76,10.0,2217.503553120668,10.0,1297.3125,,-inf,6190466600.0,2.0710156e-22,1887.7908,34,8.076936e-09,1.0,329.7127,4787615.0,4787615.0,8.076936e-09,33.162983,50,6190466600.0,1.1215813,16750,1489286,,2217.5037,4.9002237,6190466600.0,True,658.6883363723755,-inf,-1.0,-231.626,,4999.248,inf,0.4189424,-217.04086,4669.535
6,263.46,10.0,2625.442540989815,10.0,1556.7703,,-inf,18459957000.0,9.2813025e-20,2615.462,34,2.7085654e-09,1.0,9.9805565,11414343.0,11414343.0,2.7085654e-09,47.87198,50,18459957000.0,1.9643838,16800,1502459,,2625.4424,7.656301,18459957000.0,True,667.2431285381317,-inf,-1.0,-247.11201,,4999.3716,inf,0.4189424,-233.67209,4989.391
7,246.06,10.0,2450.6583357692894,10.0,1289.659,,-inf,1245330000.0,2.07484e-17,2100.996,34,4.015e-08,1.0,349.66235,2612340.5,2612340.5,4.015e-08,14.792303,50,1245330000.0,0.6466829,16850,1514762,,2450.6582,2.4502223,1245330000.0,True,675.4204642772675,-inf,-1.0,-237.63187,,4999.241,inf,0.4189424,-220.54509,4649.579
8,257.5,10.0,2564.570777042235,10.0,1172.271,,-inf,53372150000.0,3.6438523e-22,2554.5874,34,9.368182e-10,1.0,9.983508,25530102.0,25530102.0,9.368182e-10,441.87805,50,53372150000.0,11.0163765,16900,1527637,,2564.571,62.732563,53372150000.0,True,684.1770453453064,-inf,-1.0,-213.83116,,4998.7656,inf,0.4189424,-199.78644,4988.782
9,220.12,10.0,2190.8977055023934,10.0,1381.954,,-inf,47409264.0,2.3178093e-14,2180.917,34,1.0546462e-06,1.0,9.981009,1544601.0,1544601.0,1.0546462e-06,110.304756,50,47409264.0,3.1454883,16950,1538643,,2190.8977,15.782888,47409264.0,True,690.4767138957977,-inf,-1.0,-228.22984,,4999.1836,inf,0.4189424,-215.36792,4989.2026
10,235.18,10.0,2341.432023086352,10.0,1240.6737,,-inf,8354903000.0,1.7807457e-11,2301.497,34,5.9845098e-09,1.0,39.934856,1260037.1,1260037.1,5.98451e-09,6.437588,50,8354902500.0,0.38726386,17000,1550402,,2341.4321,1.1811185,8354903000.0,True,698.2059247493744,-inf,-1.0,-213.35313,,4999.257,inf,0.4189424,-205.57901,4959.322
1,229.02,10.0,2279.7142918130307,10.0,1100.1407,,-8447571.0,1.0,0.018779187,2259.753,35,50.0,1.0,19.961372,742593700.0,6407407.0,50.0,2344.999,50,1.0,74.78306,17050,1561853,,2279.7144,330.40442,1.0,True,705.5209658145905,-140219610000.0,-1.0,-209.77306,,4998.653,4673957400.0,0.4189424,-209.77306,4978.6914
2,200.0,10.0,1989.6837309903322,10.0,975.03687,,-909577300000000.0,122.440636,0.50513864,1290.2512,35,0.40836117,1.0,699.4325,1725644900000.0,26978364.0,0.40836117,2895261.0,50,122.440636,258215.81,17100,1571853,,1989.6837,619551.6,122.440636,True,711.9833796024323,-6.315552e+17,-1.0,-207.75084,,4998.663,9.582881e+22,0.4189424,-207.49307,4299.2305
3,175.78,10.0,1747.5145666160065,10.0,1316.1467,,-inf,329452320000.0,8.976956e-06,1747.5145,35,1.5176703e-10,1.0,,5664759.0,5664759.0,1.5176703e-10,10.604703,50,329452320000.0,0.41207182,17150,1580642,,1747.5145,1.5571321,329452320000.0,True,717.6052322387695,-inf,-1.0,-215.86227,,4998.871,inf,0.4189424,-217.04292,4998.871
4,154.96,9.999999,1539.5248026166096,9.999999,1345.6045,,-3.0088711e+16,240.50723,0.008147009,1509.5775,35,0.20789395,1.0,29.947367,25212290.0,25212290.0,0.20789394,43.995533,50,240.50725,1.5950071,17200,1588390,,1539.5249,6.66598,240.50723,True,721.753758430481,-3.0088711e+16,-1.0,-221.38437,,4998.4204,2.175541e+20,0.4189424,-219.07095,4968.473
5,203.52,10.0,2025.4777546975788,10.0,1546.5939,,-inf,9445714.0,0.0020712172,2025.4778,35,5.293406e-06,1.0,,2052750.1,2052750.1,5.293406e-06,16.811056,50,9445714.0,0.73160034,17250,1598566,,2025.4778,2.512804,9445714.0,True,728.7610218524933,-inf,-1.0,-223.10506,,4999.1177,inf,0.4189424,-221.48894,4999.1177
6,164.26,10.0,1632.3107256947644,10.0,1226.8547,,-inf,802853540000000.0,1.6938903e-06,1322.5164,35,6.227786e-14,1.0,309.7942,1439679.8,1439679.8,6.227786e-14,3.3588843,50,802853540000000.0,0.17716019,17300,1606779,,1632.3108,0.4798631,802853540000000.0,True,734.2058303356171,-inf,-1.0,-220.31563,,4998.719,inf,0.4189424,-218.88268,4688.925
7,190.76,10.0,1897.3841947572562,10.0,1374.4265,,-inf,67340110.0,8.984905e-06,1587.6558,35,7.424995e-07,1.0,309.72833,2255444.0,2255444.0,7.424995e-07,2.9972248,50,67340110.0,0.33930779,17350,1616317,,1897.3844,0.62925553,67340110.0,True,739.9281351566315,-inf,-1.0,-233.63437,,4999.1826,inf,0.4189424,-231.77577,4689.454
8,192.48,10.0,1915.0756891152068,10.0,1397.3112,,-inf,9201828.0,0.00032361702,1625.3328,35,5.433703e-06,1.0,289.74292,457369.53,457369.53,5.433703e-06,2.7576675,50,9201828.0,0.15885001,17400,1625941,,1915.0757,0.41456303,9201828.0,True,746.4364099502563,-inf,-1.0,-202.38069,,4999.1626,inf,0.4189424,-201.49101,4709.42
9,194.2,10.0,1931.8580272979082,10.0,1317.9879,,-3.7254913e+21,5305.6895,0.0074593653,1931.8579,35,0.009423846,1.0,,1439687.2,1439687.2,0.009423846,1.1206648,50,5305.6895,0.21952315,17450,1635651,,1931.8579,0.3153602,5305.6895,True,752.6704435348511,-3.7254913e+21,-1.0,-209.73433,,4999.0664,3.3335183e+30,0.4189424,-209.79129,4999.0664
10,175.9,9.999999,1748.708065066971,9.999999,1359.0192,,-inf,3152585.2,1.6486982e-05,1748.708,35,1.586e-05,1.0,,609277.7,609277.7,1.586e-05,4.6302896,50,3152585.2,0.3170203,17500,1644446,,1748.708,0.87629527,3152585.2,True,758.4724750518799,-inf,-1.0,-200.66634,,4998.295,inf,0.4189424,-198.07713,4998.295
1,152.02,10.0,1509.9513875440562,10.0,1195.5957,,-5749468.5,1.0,0.14360769,1230.1718,36,50.0,1.0,279.77957,918063200.0,3709402.2,50.0,1038.1764,50,1.0,137.50319,17550,1652047,,1509.9513,238.9935,1.0,True,764.4850172996521,-3.6883358e+17,-1.0,-214.33667,,4998.5425,3.2687275e+22,0.4189424,-214.33667,4718.7627
2,200.04,10.0,1990.0579867616523,10.0,1037.704,,-inf,4.5468612e+21,2.5284994e-18,1970.0916,36,1.0996597e-20,1.0,19.96656,2016983.2,2016983.2,1.0996597e-20,52.302025,50,4.546861e+21,2.4581385,17600,1662049,,1990.058,10.1356125,4.5468612e+21,True,771.2251081466675,-inf,-1.0,-218.66418,,4998.203,inf,0.4189424,-210.40022,4978.2363
3,241.0,10.0,2399.5927932234767,10.0,1073.5396,,-inf,5.1850184e+19,6.634711e-22,2369.6375,36,9.643167e-19,1.0,29.95508,380804830.0,380804830.0,9.643167e-19,5187.784,50,5.1850184e+19,109.93552,17650,1674099,,2399.593,726.218,5.1850184e+19,True,779.7338557243347,-inf,-1.0,-214.36911,,4999.4053,inf,0.4189424,-202.65674,4969.45
4,189.16,10.0,1881.2899487244108,10.0,1012.8627,,-inf,1.5861313e+21,2.537569e-21,1871.3085,36,3.152324e-20,1.0,9.9814205,2946283.2,2946283.2,3.152324e-20,1054.1432,50,1.5861313e+21,21.179426,17700,1683557,,1881.2898,147.56699,1.5861313e+21,True,784.3079354763031,-inf,-1.0,-221.47307,,4998.8154,inf,0.4189424,-206.50235,4988.834
5,235.08,10.0,2340.7074114234424,10.0,1116.1785,,-inf,1.33666e+16,3.7858573e-22,2340.7073,36,3.7406673e-15,1.0,,598388030.0,598388030.0,3.7406673e-15,4970.5786,50,1.33666e+16,107.83429,17750,1695311,,2340.7073,695.6255,1.33666e+16,True,792.7114419937134,-inf,-1.0,-202.75842,,4999.2256,inf,0.4189424,-199.08754,4999.2256
6,210.28,10.0,2092.4537236533897,10.0,949.6025,,-inf,1.0568424e+17,1.2220217e-18,1742.6729,36,4.7310745e-16,1.0,349.78076,3519328.2,3519328.2,4.7310745e-16,222.70998,50,1.0568424e+17,5.163605,17800,1705825,,2092.4536,31.326744,1.0568424e+17,True,799.3073863983154,-inf,-1.0,-218.72675,,4998.711,inf,0.4189424,-200.90103,4648.93
7,215.56,10.0,2145.2032108145345,10.0,1209.8547,,-inf,7687628000000000.0,1.1419644e-18,2145.2034,36,6.503957e-15,1.0,,3646718.5,3646718.5,6.5039573e-15,374.64813,50,7687627500000000.0,11.205816,17850,1716603,,2145.2034,56.53066,7687628000000000.0,True,806.8825573921204,-inf,-1.0,-215.46436,,4999.1147,inf,0.4189424,-207.49959,4999.1147
8,229.56,10.0,2285.187563282303,10.0,1057.0883,,-inf,9.3734404e+17,7.5705815e-21,1915.4039,36,5.3342208e-17,1.0,369.78378,1056604.9,1056604.9,5.3342204e-17,228.02576,50,9.373441e+17,4.6086597,17900,1728081,,2285.1877,31.918322,9.3734404e+17,True,813.6977262496948,-inf,-1.0,-213.10733,,4998.8926,inf,0.4189424,-209.4431,4629.109
9,206.54,10.0,2055.071200577468,10.0,971.6918,,-inf,98443805000000.0,2.0554877e-21,1655.3372,36,5.07904e-13,1.0,399.734,1079220.1,1079220.1,5.07904e-13,81.20528,50,98443805000000.0,2.3200276,17950,1738408,,2055.0713,11.999373,98443805000000.0,True,819.8570399284363,-inf,-1.0,-202.19464,,4998.729,inf,0.4189424,-188.13092,4598.995
10,201.52,10.0,2005.0829016595658,10.0,1055.2645,,-inf,5.2904613e+16,2.5555346e-18,2005.0826,36,9.450971e-16,1.0,,18386050.0,18386050.0,9.450971e-16,261.7881,50,5.2904613e+16,5.5333037,18000,1748484,,2005.0826,36.638298,5.2904613e+16,True,826.4941999912262,-inf,-1.0,-249.34747,,4999.133,inf,0.4189424,-247.58688,4999.133
1,248.52,10.0,2474.853781353248,10.0,1097.969,,-9370821.0,1.0,0.010085574,2115.0657,37,50.0,1.0,359.78818,6982783500.0,7330437.5,50.0,11082.533,50,1.0,977.0613,18050,1760910,,2474.8538,2548.4485,1.0,True,834.6442811489105,-1.0931298e+16,-1.0,-202.79034,,4998.9185,2.870318e+19,0.4189424,-202.79034,4639.1304
2,293.04,10.0,2922.0033132217523,10.0,1665.3776,,-inf,1940438500.0,2.6535814e-15,2912.0232,37,2.576737e-08,1.0,9.980115,7380819000.0,7380819000.0,2.576737e-08,137228.02,50,1940438500.0,2744.6982,18100,1775562,,2922.0032,19211.9,1940438500.0,True,843.4218742847443,-inf,-1.0,-248.26697,,4999.259,inf,0.4189424,-240.681,4989.279
3,266.1,10.0,2652.2222745011445,10.0,1744.2561,,-inf,7632909.0,2.4356173e-10,2632.2546,37,6.5505824e-06,1.0,19.967737,2913179.2,2913179.2,6.5505824e-06,3.9201086,50,7632909.0,0.18469502,18150,1788867,,2652.2222,0.5967927,7632909.0,True,851.8131911754608,-inf,-1.0,-226.27058,,4999.2954,inf,0.4189424,-225.6362,4979.3276
4,297.0,10.0,2961.4070604271883,10.0,1705.3959,,-inf,36825150.0,6.9787305e-08,2961.4072,37,1.3577677e-06,1.0,,1228535900.0,1228535900.0,1.3577677e-06,10196.319,50,36825150.0,205.91592,18200,1803717,,2961.4072,1427.2456,36825150.0,True,861.3574452400208,-inf,-1.0,-256.87683,,4999.0874,inf,0.4189424,-254.86404,4999.0874
5,259.58,10.0,2586.276488690999,10.0,1492.2955,,-inf,4611963000.0,7.820657e-11,2586.2766,37,1.08413705e-08,1.0,,78488020.0,78488020.0,1.08413705e-08,771.50714,50,4611963000.0,18.77104,18250,1816696,,2586.2766,109.94766,4611963000.0,True,868.2137908935547,-inf,-1.0,-227.86069,,4999.2695,inf,0.4189424,-218.32191,4999.2695
6,263.56,10.0,2626.560225870812,10.0,1637.3308,,-inf,52556870.0,1.234713e-07,2606.5989,37,9.513504e-07,1.0,19.961212,2940548.5,2940548.5,9.513504e-07,15.9273205,50,52556870.0,0.3970793,18300,1829874,,2626.5603,2.2239344,52556870.0,True,877.1162838935852,-inf,-1.0,-234.51674,,4999.3535,inf,0.4189424,-232.20557,4979.392
7,255.12,10.0,2542.196854255876,10.0,1697.7343,,-inf,46124320000.0,3.9340467e-12,2232.3748,37,1.0840269e-09,1.0,309.82205,723131460.0,723131460.0,1.0840269e-09,5432.936,50,46124320000.0,108.706764,18350,1842630,,2542.1968,760.60425,46124320000.0,True,884.8143041133881,-inf,-1.0,-229.82178,,4999.536,inf,0.4189424,-228.7165,4689.714
8,245.8,10.0,2448.465886767677,10.0,1719.3601,,-inf,669419040000.0,2.778829e-08,2438.4858,37,7.469163e-11,1.0,9.980148,9770548.0,9770548.0,7.469163e-11,141.50882,50,669419040000.0,3.0626152,18400,1854920,,2448.466,19.790346,669419040000.0,True,891.8499805927277,-inf,-1.0,-242.34714,,4999.1494,inf,0.4189424,-233.64781,4989.1694
9,244.84,10.0,2438.950942860107,10.0,1605.2448,,-inf,2436130100000.0,1.7519786e-14,2418.9902,37,2.0524355e-11,1.0,19.960787,1468555.0,1468555.0,2.0524355e-11,6.839654,50,2436130100000.0,0.3910855,18450,1867162,,2438.951,1.2270103,2436130100000.0,True,899.0879406929016,-inf,-1.0,-208.40883,,4999.4893,inf,0.4189424,-205.50914,4979.5283
10,262.88,10.0,2619.6393367099085,10.0,1721.1442,,-inf,804273300.0,6.473779e-07,2619.6394,37,6.216792e-08,1.0,,67408376.0,67408376.0,6.216793e-08,404.62482,50,804273200.0,13.022663,18500,1880306,,2619.6394,61.951675,804273300.0,True,906.271867275238,-inf,-1.0,-262.42767,,4999.1426,inf,0.4189424,-256.39603,4999.1426
1,290.34,10.0,2894.563410784455,10.0,1692.0459,,-13282119.0,1.0,0.14801659,2894.5632,38,50.0,1.0,,972732300.0,11241516.0,50.0,1189.8755,50,1.0,51.67378,18550,1894823,,2894.5632,177.5839,1.0,True,913.6944146156311,-214129860000000.0,-1.0,-237.31285,,4999.1826,1.1011482e+16,0.4189424,-237.31285,4999.1826
2,234.86,10.0,2338.3542735758137,10.0,1152.7264,,-1.2945266e+24,41582.06,1.7920068e-07,1988.6305,38,0.0012024416,1.0,349.72382,4964428.5,4964428.5,0.0012024416,8.835988,50,41582.06,0.9930603,18600,1906566,,2338.3542,2.2094462,41582.06,True,920.2299201488495,-1.2945266e+24,-1.0,-240.85658,,4998.497,4.026757e+35,0.4189424,-241.6526,4648.7734
3,219.58,10.0,2185.1456869127483,10.0,1134.2338,,-8.1201316e+20,7064.131,1.5950604e-07,2175.1624,38,0.0070780115,1.0,9.983293,1439568600.0,1439568600.0,0.0070780115,6386.2456,50,7064.131,160.62773,18650,1917545,,2185.1458,915.5542,7064.131,True,927.4050152301788,-8.1201316e+20,-1.0,-196.89673,,4627.9316,2.1561037e+29,0.4189424,-194.07913,4617.948
4,250.54,10.0,2495.279047185386,10.0,1292.0009,,-inf,79088.3,8.994017e-08,2455.3447,38,0.0006322048,1.0,39.93428,8616058.0,8616058.0,0.0006322048,108.61951,50,79088.3,3.6278641,18700,1930072,,2495.279,16.192453,79088.3,True,935.4408340454102,-inf,-1.0,-237.35776,,4998.9287,inf,0.4189424,-234.8972,4958.9946
5,209.04,10.0,2080.156972886705,10.0,1336.8593,,-1.4362231e+23,37075.637,4.2494963e-07,2060.1973,38,0.0013485946,1.0,19.959837,23690956.0,23690956.0,0.0013485946,86.87827,50,37075.637,4.8382607,18750,1940524,,2080.1572,15.994731,37075.637,True,941.9446740150452,-1.4362231e+23,-1.0,-248.84348,,4999.163,4.9538845e+33,0.4189424,-249.20335,4979.203
6,264.84,10.0,2638.062139636083,10.0,1154.2103,,-1.014306e+22,10792.063,1.0602916e-08,2278.3442,38,0.004633034,1.0,359.718,10219388.0,10219388.0,0.004633034,70.1964,50,10792.063,2.170081,18800,1953766,,2638.0623,9.902617,10792.063,True,950.6821091175079,-1.014306e+22,-1.0,-245.52647,,4998.9634,2.4712093e+31,0.4189424,-242.38965,4639.2456
7,253.24,10.0,2522.1592059602986,10.0,1204.135,,-1.8357167e+22,12105.077,1.0307601e-07,2482.2344,38,0.004130498,1.0,39.924713,27987818.0,27987818.0,0.004130498,71.15212,50,12105.077,3.5031333,18850,1966428,,2522.1592,11.675349,12105.077,True,959.1107294559479,-1.8357167e+22,-1.0,-212.7115,,4999.035,8.093902e+31,0.4189424,-212.50618,4959.1104
8,242.84,10.0,2418.3100308189473,10.0,1308.0775,,-3.9446754e+22,13532.738,5.9085096e-08,2368.401,38,0.0036947438,1.0,49.909096,22534928.0,22534928.0,0.0036947438,69.31563,50,13532.738,3.7149138,18900,1978570,,2418.31,11.013054,13532.738,True,965.2595081329346,-3.9446754e+22,-1.0,-246.33177,,4999.3057,3.7365862e+32,0.4189424,-245.88264,4949.3965
9,282.42,10.0,2814.000135428967,10.0,1333.5936,,-4.1177303e+22,32729.7,8.835789e-07,2804.017,38,0.0015276645,1.0,9.982748,12072126.0,12072126.0,0.0015276644,196.85564,50,32729.701,5.588836,18950,1992691,,2814.0,27.847664,32729.7,True,972.6805100440979,-4.1177303e+22,-1.0,-223.01038,,4999.252,4.0718045e+32,0.4189424,-220.41574,4989.269
10,252.78,10.0,2517.7493617723203,10.0,1292.6256,,-2.258382e+22,35270.336,6.9179566e-07,2497.781,38,0.0014176219,1.0,19.968563,3295118.8,3295118.8,0.0014176219,4.967595,50,35270.336,0.46677634,19000,2005330,,2517.7493,1.1964055,35270.336,True,981.0797212123871,-2.258382e+22,-1.0,-204.65915,,4999.293,1.2247622e+32,0.4189424,-202.38022,4979.324
1,255.62,10.0,2546.2873461157988,10.0,1191.208,,-9943132.0,1.0,0.011156901,2546.2874,39,50.0,1.0,,2928865800.0,7902555.5,50.0,9994.224,50,1.0,550.5421,19050,2018111,,2546.2874,1526.9242,1.0,True,988.2062983512878,-527026600000000.0,-1.0,-240.37805,,4999.153,6.670615e+16,0.4189424,-240.37805,4999.153
2,255.36,10.0,2544.513876522244,10.0,1649.5077,,-inf,17715850000.0,5.963093e-11,2244.7249,39,2.8223315e-09,1.0,299.789,85016590.0,85016590.0,2.8223315e-09,412.76276,50,17715850000.0,11.741055,19100,2030879,,2544.514,61.478508,17715850000.0,True,997.2652959823608,-inf,-1.0,-222.70248,,4999.2217,inf,0.4189424,-221.47078,4699.4326
3,275.72,10.0,2747.9423933819357,10.0,1610.0228,,-inf,25121100000.0,4.648994e-09,2717.9937,39,1.9903588e-09,1.0,29.948545,1050695.1,1050695.1,1.9903588e-09,15.396825,50,25121100000.0,0.41518024,19150,2044665,,2747.9424,2.149979,25121100000.0,True,1005.7050845623016,-inf,-1.0,-239.16568,,4999.22,inf,0.4189424,-238.10165,4969.2715
4,290.6,10.0,2896.72447317511,10.0,1597.2467,,-inf,10818316.0,7.4699685e-08,2886.743,39,4.6217915e-06,1.0,9.981414,13321902.0,13321902.0,4.6217915e-06,202.23244,50,10818316.0,4.120508,19200,2059195,,2896.7244,28.30244,10818316.0,True,1014.1132571697235,-inf,-1.0,-225.28804,,4999.218,inf,0.4189424,-222.12802,4989.2363
5,254.24,10.0,2533.5781970705652,10.0,1752.8357,,-inf,44307170.0,1.1027475e-08,2523.5984,39,1.1284856e-06,1.0,9.979693,49005924000.0,49005924000.0,1.1284856e-06,890052.44,50,44307170.0,17801.502,19250,2071907,,2533.5781,124607.27,44307170.0,True,1022.0199434757233,-inf,-1.0,-228.46767,,4999.159,inf,0.4189424,-224.36177,4989.1797
6,290.1,10.0,2892.6439098857136,10.0,1647.1,,-inf,461950700000000.0,5.921785e-13,2592.8596,39,1.08236655e-13,1.0,299.78412,3568641.8,3568641.8,1.08236655e-13,12.616092,50,461950700000000.0,0.37816542,19300,2086412,,2892.6438,1.7630916,461950700000000.0,True,1030.0587022304535,-inf,-1.0,-243.86014,,4999.152,inf,0.4189424,-242.84695,4699.3677
7,278.88,10.0,2779.533010718271,10.0,1630.79,,-inf,118394780.0,1.8908953e-08,2449.7178,39,4.223159e-07,1.0,329.8155,327634.9,327634.9,4.223159e-07,0.7396639,50,118394780.0,0.07898543,19350,2100356,,2779.5332,0.15125549,118394780.0,True,1038.7241020202637,-inf,-1.0,-225.68748,,4999.1094,inf,0.4189424,-220.21097,4669.294
8,276.16,10.0,2752.3020975871877,10.0,1619.762,,-inf,73781950000.0,1.7020482e-10,2462.57,39,6.776725e-10,1.0,289.73212,9034601.0,9034601.0,6.776725e-10,13.057948,50,73781950000.0,0.6283619,19400,2114164,,2752.3018,2.2130127,73781950000.0,True,1047.0827896595001,-inf,-1.0,-241.1398,,4999.41,inf,0.4189424,-237.24948,4709.678
9,259.66,10.0,2587.884788272349,10.0,1765.6299,,-inf,708103040.0,1.4883633e-10,2577.9038,39,7.061119e-08,1.0,9.980963,39146116.0,39146116.0,7.061119e-08,96.807396,50,708103040.0,2.3008444,19450,2127147,,2587.8848,13.595215,708103040.0,True,1054.3754284381866,-inf,-1.0,-237.27498,,4999.148,inf,0.4189424,-233.52328,4989.167
10,247.76,10.0,2468.7965065339617,10.0,1634.5833,,-inf,274441920.0,8.555796e-10,2138.9214,39,1.821879e-07,1.0,329.875,66955250.0,66955250.0,1.821879e-07,228.86584,50,274441920.0,4.857321,19500,2139535,,2468.7964,32.020466,274441920.0,True,1061.6275668144226,-inf,-1.0,-224.4056,,4999.3643,inf,0.4189424,-223.46992,4669.4893
1,244.26,10.0,2433.6547602243504,10.0,1731.3275,,-10960622.0,1.0,0.17669912,2423.6738,40,50.0,1.0,9.980897,589492300000.0,8920170.0,50.0,1065708.5,50,1.0,23751.94,19550,2151748,,2433.6548,149536.23,1.0,True,1069.2646639347076,-6.789382e+23,-1.0,-243.75876,,4999.004,1.1071791e+35,0.4189424,-243.75876,4989.023
2,266.36,10.0,2653.5085008406036,10.0,1185.8881,,-1.2458578e+24,87098.17,1.6849362e-09,2653.5085,40,0.00057406485,1.0,,16360793.0,16360793.0,0.00057406485,42.868313,50,87098.17,2.9229765,19600,2165066,,2653.5085,8.301289,87098.17,True,1078.6354942321777,-1.2458578e+24,-1.0,-226.61981,,4999.141,3.7277484e+35,0.4189424,-223.71658,4999.141
3,253.36,10.0,2523.581011821825,10.0,1075.346,,-inf,322802.88,9.261978e-08,1873.989,40,0.00015489329,1.0,649.5919,16604813.0,16604813.0,0.00015489329,60.5722,50,322802.88,4.543801,19650,2177734,,2523.581,12.304064,322802.88,True,1086.5651664733887,-inf,-1.0,-216.26076,,4999.2925,inf,0.4189424,-216.27486,4349.7007
4,258.74,10.0,2577.5244693777263,10.0,1223.0088,,-inf,76154.78,5.391511e-08,2227.7559,40,0.0006565576,1.0,349.76855,599991500.0,599991500.0,0.0006565576,1179.1035,50,76154.78,24.779274,19700,2190671,,2577.5244,164.94539,76154.78,True,1093.2939548492432,-inf,-1.0,-227.4772,,4999.4775,inf,0.4189424,-231.01346,4649.709
5,226.4,10.0,2253.5845718284613,10.0,1103.7393,,-1.872456e+23,44508.094,4.6566463e-08,2243.6038,40,0.0011233912,1.0,9.980657,921141.44,921141.44,0.0011233912,3.562444,50,44508.094,0.27415773,19750,2201991,,2253.5847,0.77683336,44508.094,True,1101.2848873138428,-1.872456e+23,-1.0,-224.15149,,4998.789,8.422777e+33,0.4189424,-224.19452,4988.8086
6,210.84,10.0,2097.757036989312,10.0,904.02527,,-inf,408556.12,4.304854e-08,2057.828,40,0.0001223822,1.0,39.929222,45022300.0,45022300.0,0.0001223822,531.73535,50,408556.12,14.977797,19800,2212533,,2097.7568,75.40591,408556.12,True,1108.204503774643,-inf,-1.0,-187.39453,,4238.6523,inf,0.4189424,-185.61838,4198.723
