EpisodesSoFar,MeanIW,Inner Iteration,WReturnMean,MinTargetPdf,MeanEntropy,InitialReturnMean,ReturnStepMax,TimestepsSoFar,EpLenMean,EmpiricalD2Arithmetic,OptimizationReturnMean,ReturnMeanIW,StdWReturnMean,InitialReturnMin,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMax,StdIW,LearnableVariance,MinBehavPdf,Penalization,DivergenceHarmonic,EpRewMean,Iteration,ESSRenyiArithmetic,Bound,EpThisIter,MinIW,InitialReturnStd,VarianceInitializer,OptimizationReturnMin,InitialReturnMax,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,InitialBound,TimeElapsed,MaxIW
13500,1.4393823,10,3424218.0,-216.1108,0.4189424,1494.6112,10.0,1036103,150.5,239.9407,1454.677,3424218.0,,39.934315,1.0,239.9407,4958.937,1.2896559,,-214.16168,True,6.788034e+21,1494.6112888293446,27,0.20838481,-1.6810098e+17,50,4.331364e-05,1184.5095,-1.0,,4998.871,0.20838481,10.0,239.9407,-1.6810098e+17,347.017906665802,6.1074495
13550,23.205097,1,3041794.0,-156.55469,0.4189424,1451.8627,10.0,1043415,146.24,1.0,1441.8805,242350130.0,,9.982137,1.0,1.0,3398.6472,132.57602,,-156.55469,True,10005861000000.0,1451.862673251608,28,50.0,-3001070600000.0,50,0.10714728,966.3792,-1.0,,3408.6294,50.0,10.0,1.0,-3990468.5,350.03202652931213,949.1727
13600,3.0733368,2,11166588.0,-175.34848,0.4189424,1495.2878,10.0,1050944,150.58,653.85596,1485.3057,11166588.0,,9.982299,1.0,653.85596,4118.703,7.9431353,,-168.7542,True,5.061374e+21,1495.2878840108972,28,0.076469444,-9.901754e+16,50,5.8923934e-08,1015.23145,-1.0,,4128.6855,0.076469444,10.0,653.85596,-9.901754e+16,352.91284370422363,49.666687
13650,2.3575273,3,5074267.0,-187.76648,0.4189424,1632.8966,9.999999,1059161,164.34,1161.7617,1622.9159,5074267.0,,9.980634,1.0,1161.7617,3918.9175,5.9458814,,-187.21332,True,3.516246e+24,1632.8965365689046,28,0.043038085,-2.363391e+18,50,1.4204257e-06,943.58704,-1.0,,3928.8982,0.043038085,9.999999,1161.7617,-2.363391e+18,356.2071866989136,28.607916
13700,2.5476286,4,14303228.0,-185.40862,0.4189424,1823.389,10.0,1068330,183.38,731.0494,1823.389,14303228.0,,,1.0,731.0494,4998.9766,5.71121,,-183.52838,True,1.1264057e+22,1823.3888140950453,28,0.06839483,-2.165529e+17,50,2.4699745e-10,1088.3397,-1.0,,4998.9766,0.06839483,10.0,731.0494,-2.165529e+17,359.79488468170166,28.39655
13750,22.573698,5,111545000.0,-169.14879,0.4189424,1936.3885,10.0,1078065,194.7,1212.8163,1906.4409,111545000.0,,29.947525,1.0,1212.8163,3909.09,148.98785,,-168.14998,True,1.3794109e+22,1936.388576783025,28,0.04122636,-1.4879263e+17,50,2.9133531e-09,852.2456,-1.0,,3939.0376,0.04122636,10.0,1212.8163,-1.4879263e+17,363.19655561447144,1065.3613
13800,9.499255,6,42378252.0,-208.80432,0.4189424,1949.8931,10.0,1087868,196.06,1479.3462,1740.0815,42378252.0,,209.81143,1.0,1479.3462,4528.33,58.96545,,-205.54317,True,1.6170976e+24,1949.8930995645426,28,0.033798713,-2.33098e+18,50,3.665196e-07,945.625,-1.0,,4738.1416,0.033798713,10.0,1479.3462,-2.33098e+18,367.16958498954773,422.04208
13850,2.4261065,7,3048991.2,-188.43726,0.4189424,1742.6353,10.0,1096633,175.3,860.18085,1532.8492,3048991.2,,209.78616,1.0,860.18085,4789.0303,5.947157,,-184.12303,True,2.2173164e+22,1742.6354287773822,28,0.05812731,-3.0381035e+17,50,5.6521703e-09,1077.1096,-1.0,,4998.8164,0.05812731,10.0,860.18085,-3.0381035e+17,370.44839239120483,38.88536
13900,3.9788873,8,40892604.0,-228.5621,0.4189424,2092.92,10.0,1107150,210.34,1035.1218,2082.9365,40892604.0,,9.983454,1.0,1035.1218,4988.9526,21.49178,,-224.6917,True,3.6190476e+21,2092.9199539910037,28,0.048303492,-1.2274581e+17,50,1.1455704e-07,1127.3854,-1.0,,4998.936,0.048303492,10.0,1035.1218,-1.2274581e+17,374.34401082992554,153.31133
13950,2.3751695,9,10397983.0,-177.5078,0.4189424,1861.7429,10.0,1116512,187.24,1365.7755,1831.7909,10397983.0,,29.95192,1.0,1365.7755,3869.1711,6.9118,,-170.72122,True,4.9050065e+24,1861.7427983209914,28,0.036609236,-2.749211e+18,50,1.3198519e-07,1094.8629,-1.0,,3899.123,0.036609236,10.0,1365.7755,-2.749211e+18,377.87222933769226,44.919437
14000,1.2436707,10,3234857.8,-217.28192,0.4189424,1798.159,9.999999,1125555,180.86,1539.042,1768.2102,3234857.8,,29.949066,1.0,1539.042,4967.959,2.6143498,,-217.39912,True,1.9001806e+23,1798.1591764081397,28,0.032487743,-8.890544e+17,50,1.41564245e-08,1000.15826,-1.0,,4997.908,0.032487743,9.999999,1539.042,-8.890544e+17,381.03920555114746,14.854959
14050,4567.106,1,5235346.0,-239.27829,0.4189424,2004.5687,10.0,1135630,201.5,1.0,1994.5889,55496892000.0,,9.9797945,1.0,1.0,4989.055,18877.943,,-239.27829,True,5.5833743e+25,2004.5688854189668,29,50.0,-1.5246674e+19,50,0.16356467,1103.1996,-1.0,,4999.035,50.0,10.0,1.0,-7275821.5,384.57506275177,119186.65
14100,238.76982,2,278255740.0,-223.01665,0.4189424,1963.277,10.0,1145499,197.38,1482678.2,1683.499,278255740.0,,279.77814,1.0,1482678.2,4669.321,1671.3442,,-214.12105,True,inf,1963.2772148502313,29,3.3722758e-05,-inf,50,1.6849016e-12,850.30963,-1.0,,4949.099,3.3722758e-05,10.0,1482678.2,-inf,388.59568214416504,11938.18
14150,0.06731284,3,37370.54,-143.35924,0.4189424,1669.7314,9.999999,1153900,168.02,272308.38,1639.7837,37370.54,,29.947674,1.0,272308.38,3169.3682,0.2721967,,-133.78188,True,inf,1669.731410248846,29,0.00018361535,-inf,50,1.7936737e-09,636.1384,-1.0,,3199.316,0.00018361535,9.999999,272308.38,-inf,391.8860001564026,1.4425896
14200,8.051831,4,463948.84,-175.40057,0.4189424,1697.516,9.999999,1162440,170.8,591601.6,1487.6608,463948.84,,209.85513,1.0,591601.6,3569.223,53.903362,,-165.40848,True,inf,1697.5159281595659,29,8.451633e-05,-inf,50,3.3278613e-11,729.239,-1.0,,3779.0781,8.451633e-05,9.999999,591601.6,-inf,394.77916502952576,385.12485
14250,14.6990795,5,40852220.0,-159.4938,0.4189424,1797.3325,10.0,1171479,180.78,1840127.0,1777.3689,40852220.0,,19.963654,1.0,1840127.0,3549.6787,58.565895,,-155.08476,True,inf,1797.332489379658,29,2.7172038e-05,-inf,50,3.0288994e-09,749.69775,-1.0,,3569.6423,2.7172038e-05,10.0,1840127.0,-inf,397.83761739730835,290.24762
14300,223.43039,6,550229440.0,-158.6885,0.4189424,1828.5238,10.0,1180674,183.9,1611961.6,1828.5238,550229440.0,,,1.0,1611961.6,3729.2058,1561.3107,,-155.35326,True,inf,1828.5237561973609,29,3.101811e-05,-inf,50,1.7847716e-11,736.20245,-1.0,,3729.2058,3.101811e-05,10.0,1611961.6,-inf,401.6984510421753,11152.596
14350,84.52163,7,14182887.0,-212.73672,0.4189424,1632.3204,10.0,1188887,164.26,322551.38,1632.3204,14182887.0,,,1.0,322551.38,4998.8223,587.0449,,-203.9426,True,inf,1632.320267624407,29,0.00015501406,-inf,50,2.724476e-10,822.4283,-1.0,,4998.8223,0.00015501406,10.0,322551.38,-inf,404.64781379699707,4193.7656
14400,0.18871571,8,166519.28,-143.43204,0.4189424,1614.1813,10.0,1197010,162.46,209356.45,1564.2534,166519.28,,49.927654,1.0,209356.45,3199.3467,0.67876536,,-135.89243,True,inf,1614.181102921463,29,0.00023882712,-inf,50,2.840269e-09,600.2039,-1.0,,3249.2744,0.00023882712,10.0,209356.45,-inf,408.09633898735046,4.2448535
14450,0.6631281,9,996138.75,-184.82074,0.4189424,1792.5509,10.0,1206025,180.3,1177722.0,1782.5691,996138.75,,9.981678,1.0,1177722.0,3829.1536,4.090309,,-178.61194,True,inf,1792.5509373681293,29,4.245484e-05,-inf,50,8.9356966e-11,634.32336,-1.0,,3839.1353,4.245484e-05,10.0,1177722.0,-inf,411.6652777194977,29.197987
14500,16.296034,10,164418560.0,-191.25241,0.4189424,1807.374,10.0,1215113,181.76,1041108.4,1507.5017,164418560.0,,299.87216,1.0,1041108.3,4698.761,100.874275,,-186.37068,True,inf,1807.3739769109673,29,4.802574e-05,-inf,50,3.1943367e-10,792.3189,-1.0,,4998.6333,4.8025744e-05,10.0,1041108.4,-inf,415.3597855567932,719.036
14550,25.45529,1,4376364.5,-204.46783,0.4189424,1853.7311,10.0,1224433,186.4,1.0,1833.7672,78575816.0,,19.963882,1.0,1.0,4979.2207,42.652905,,-204.46783,True,795434200.0,1853.7311743283103,30,50.0,-57629840000.0,50,0.057916388,969.5594,-1.0,,4999.1846,50.0,10.0,1.0,-6416959.5,419.1043348312378,231.52477
14600,0.7462795,2,3220166.8,-205.35765,0.4189424,2007.2343,10.0,1234521,201.76,4683.8687,1997.2532,3220166.8,,9.981075,1.0,4683.8687,4988.6743,2.2074933,,-202.3575,True,9.4918226e+27,2007.2342090712773,30,0.010674937,-1.9876301e+20,50,2.6955894e-12,1126.2478,-1.0,,4998.6553,0.010674937,10.0,4683.8687,-1.9876301e+20,422.5592312812805,13.730627
14650,28.97322,3,34072100.0,-230.08719,0.4189424,2186.3657,10.0,1245502,219.62,3544.2202,2176.3857,34072100.0,,9.980105,1.0,3544.2205,4988.8965,201.52585,,-228.0776,True,1.5341733e+28,2186.36584769692,30,0.014107476,-2.5271812e+20,50,4.837499e-13,1316.4917,-1.0,,4998.8765,0.014107474,10.0,3544.2202,-2.5271812e+20,426.4614956378937,1439.6506
14700,1.6650445,4,8161782.0,-166.30789,0.4189424,1994.0072,10.0,1255525,200.46,3161.364,1734.2301,8161782.0,,259.77707,1.0,3161.3643,3719.5144,5.418347,,-158.38918,True,2.7725577e+24,1994.0071892088192,30,0.015815958,-2.1528124e+18,50,2.0445208e-09,838.8064,-1.0,,3979.2915,0.015815957,10.0,3161.364,-2.1528124e+18,429.6585705280304,33.598473
14750,13.157197,5,41172610.0,-206.86185,0.4189424,2058.33,10.0,1265870,206.9,3360.029,2028.3844,41172610.0,,29.945786,1.0,3360.029,4668.794,52.31308,,-203.3573,True,7.866352e+25,2058.330155301831,30,0.014880824,-1.5988358e+19,50,9.775799e-10,1002.90497,-1.0,,4698.7397,0.014880824,10.0,3360.029,-1.5988358e+19,432.8048412799835,336.33755
14800,212.37,6,1685120300.0,-216.00546,0.4189424,2248.3328,10.0,1277164,225.88,3195.1655,1988.5084,1685120300.0,,259.82416,1.0,3195.1653,4739.4014,1482.5269,,-214.19984,True,4.3075383e+26,2248.332600518831,30,0.01564864,-4.2352044e+19,50,1.2184796e-10,1183.4966,-1.0,,4999.2256,0.015648643,10.0,3195.1655,-4.2352044e+19,436.27397418022156,10590.045
14850,3.0734086,7,13424215.0,-195.87619,0.4189424,1899.1853,10.0,1286713,190.98,3190.2122,1889.2043,13424215.0,,9.980999,1.0,3190.212,3928.7844,14.715806,,-189.37021,True,5.3413723e+25,1899.1853130806576,30,0.015672939,-9.257656e+18,50,5.243638e-10,869.53815,-1.0,,3938.7654,0.01567294,10.0,3190.2122,-9.257656e+18,439.3398344516754,94.51004
14900,0.605009,8,2113970.5,-208.81917,0.4189424,1965.8348,10.0,1296594,197.62,1886.1619,1905.9415,2113970.5,,59.893158,1.0,1886.1619,4939.427,2.3797393,,-204.16876,True,1.9230803e+24,1965.8348384871504,30,0.02650886,-2.829925e+18,50,5.9372685e-09,1140.3723,-1.0,,4999.32,0.02650886,10.0,1886.1619,-2.829925e+18,442.2471001148224,16.745132
14950,25.817661,9,67463960.0,-224.14362,0.4189424,2016.6212,10.0,1306728,202.68,2412.2188,1996.6548,67463960.0,,19.966206,1.0,2412.2188,4978.8657,118.77567,,-222.09761,True,6.4720747e+25,2016.6211714508731,30,0.020727806,-1.6413955e+19,50,3.1801253e-09,1017.5737,-1.0,,4998.832,0.020727806,10.0,2412.2188,-1.6413955e+19,445.79982233047485,669.68365
15000,0.22238325,10,248977.9,-233.97986,0.4189424,1985.645,10.0,1316708,199.6,3667.7559,1985.645,248977.9,,,1.0,3667.7559,4999.281,0.53099585,,-231.31859,True,2.4919388e+25,1985.645033870285,30,0.013632314,-1.0186807e+19,50,1.1897735e-08,1242.1115,-1.0,,4999.281,0.013632314,10.0,3667.7559,-1.0186807e+19,449.0752999782562,3.049422
15050,6965.4155,1,3926246.8,-192.78699,0.4189424,1744.8601,10.0,1325484,175.52,1.0,1734.8794,25198220000.0,,9.9809065,1.0,1.0,4988.9053,44023.277,,-192.78699,True,3.1579692e+17,1744.860312007076,31,50.0,-1146606500000000.0,50,0.15280022,938.99396,-1.0,,4998.886,50.0,10.0,1.0,-5966597.5,451.97504329681396,314753.78
15100,0.44446075,2,1989425.8,-164.88466,0.4189424,1807.4146,10.0,1334573,181.78,7233.312,1797.4343,1989425.8,,9.980056,1.0,7233.3125,3319.0952,1.9430642,,-158.6893,True,6.5443595e+26,1807.4145450005205,31,0.006912463,-2.3149155e+19,50,1.1735283e-08,676.95483,-1.0,,3329.0752,0.0069124624,10.0,7233.312,-2.3149155e+19,454.50516867637634,13.419928
15150,7.560977,3,2486951.2,-167.6101,0.4189424,1621.0122,10.0,1342730,163.14,7814.013,1601.0485,2486951.2,,19.963757,1.0,7814.0127,4109.043,51.875862,,-168.37863,True,8.738849e+28,1621.0120856749406,31,0.0063987607,-4.1150273e+20,50,2.9364715e-09,728.0734,-1.0,,4129.007,0.006398761,10.0,7814.013,-4.1150273e+20,457.040020942688,370.65643
15200,7.183786,4,2692067.0,-207.38547,0.4189424,1778.1626,9.999999,1351673,178.86,13420.603,1528.3999,2692067.0,,249.76266,1.0,13420.603,4608.9707,38.209236,,-203.14362,True,6.3070008e+29,1778.1624942601186,31,0.003725615,-1.5307772e+21,50,1.1075028e-08,851.0953,-1.0,,4858.7334,0.003725615,9.999999,13420.603,-1.5307772e+21,459.38271284103394,270.61795
15250,0.32985678,5,949904.94,-198.88242,0.4189424,1853.1843,10.0,1360991,186.36,9592.898,1853.1843,949904.94,,,1.0,9592.898,4639.2393,1.3797663,,-197.74985,True,6.425651e+29,1853.1842686784305,31,0.005212189,-1.408661e+21,50,2.5601616e-09,919.89716,-1.0,,4639.2393,0.005212189,10.0,9592.898,-1.408661e+21,462.5924439430237,7.235587
15300,1.8637261,6,3222221.5,-182.61273,0.4189424,1924.5378,10.0,1370666,193.5,16404.912,1684.7556,3222221.5,,239.78227,1.0,16404.912,3929.005,9.254226,,-179.79984,True,4.2468e+31,1924.5378599828346,31,0.0030478677,-9.2470824e+21,50,7.842499e-10,799.20667,-1.0,,4168.787,0.0030478677,10.0,16404.912,-9.2470824e+21,465.6473898887634,58.32359
15350,92.90755,7,64108424.0,-200.24548,0.4189424,1784.1854,10.0,1379639,179.46,8110.861,1774.205,64108424.0,,9.980483,1.0,8110.8604,4168.8496,648.50696,,-195.95848,True,6.7092446e+26,1784.1854906175847,31,0.0061645736,-3.6931813e+19,50,1.1061516e-08,779.083,-1.0,,4178.83,0.006164574,10.0,8110.861,-3.6931813e+19,468.4294738769531,4632.4526
15400,0.72995865,8,999304.44,-153.71576,0.4189424,1599.4376,10.0,1387688,160.98,5817.1357,1319.6711,999304.44,,279.76663,1.0,5817.1357,3289.723,3.7235003,,-149.79726,True,1.7959842e+27,1599.4377336491227,31,0.008595295,-4.408774e+19,50,1.0151703e-08,631.34155,-1.0,,3569.4895,0.008595295,10.0,5817.1357,-4.408774e+19,470.94508481025696,26.198277
15450,6.3814635,9,17649214.0,-136.0406,0.4189424,1668.1913,10.0,1396081,167.86,7105.772,1658.2109,17649214.0,,9.98038,1.0,7105.7715,3079.3489,22.878864,,-134.7065,True,2.5590728e+27,1668.1912996964943,31,0.007036533,-3.942068e+19,50,1.3615659e-08,616.64166,-1.0,,3089.3293,0.0070365337,10.0,7105.772,-3.942068e+19,473.5403685569763,121.523766
15500,1.647282,10,8109730.5,-148.77884,0.4189424,1793.8491,10.0,1405102,180.42,5906.2046,1214.1394,8109730.5,,579.7096,1.0,5906.2046,3139.81,6.154368,,-143.95274,True,2.0872843e+26,1793.8490080999693,31,0.008465674,-1.6319953e+19,50,8.128739e-07,592.75037,-1.0,,3719.5195,0.008465674,10.0,5906.2046,-1.6319953e+19,476.3002223968506,31.851677
15550,127.63343,1,3689944.5,-156.56094,0.4189424,1793.1464,10.0,1414120,180.36,1.0,1223.5353,210099580.0,,569.61115,1.0,1.0,3209.6248,434.69727,,-156.56094,True,847362940.0,1793.1463650693993,32,50.0,-34156765000.0,50,0.074341156,688.8909,-1.0,,3779.2358,50.0,10.0,1.0,-4856126.5,479.1894779205322,3048.5078
15600,5.716949,2,25559770.0,-234.30875,0.4189424,2145.389,10.0,1424899,215.58,3345.8145,2115.4482,25559770.0,,29.940617,1.0,3345.8145,4968.842,22.464392,,-232.21292,True,7.242993e+26,2145.3889190831114,32,0.014944045,-5.490879e+19,50,2.6688868e-10,957.8476,-1.0,,4998.782,0.014944045,10.0,3345.8145,-5.490879e+19,482.5989806652069,131.47473
15650,0.6912564,3,1186997.4,-198.12164,0.4189424,2050.4204,10.0,1435204,206.1,3773.3955,2050.4204,1186997.4,,,1.0,3773.3953,4479.044,3.076008,,-194.91013,True,2.4240852e+24,2050.420413668881,32,0.013250665,-2.550345e+18,50,1.2032513e-09,854.5896,-1.0,,4479.044,0.013250666,10.0,3773.3955,-2.550345e+18,485.4649739265442,20.655878
15700,6.4776125,4,16413234.0,-212.30081,0.4189424,2195.6655,10.0,1446234,220.6,3554.5193,2195.6655,16413234.0,,,1.0,3554.5193,4999.007,40.5996,,-202.88318,True,2.2510264e+25,2195.6655622149356,32,0.014066599,-9.680821e+18,50,5.1229336e-09,1118.9817,-1.0,,4999.007,0.014066599,10.0,3554.5193,-9.680821e+18,488.39935278892517,290.07828
15750,41.716297,5,361413630.0,-180.95721,0.4189424,2172.578,10.0,1457150,218.32,3520.5671,1922.7219,361413630.0,,249.85617,1.0,3520.5671,3938.556,253.85292,,-177.81981,True,2.6497464e+25,2172.5780094240376,32,0.014202258,-7.3731886e+18,50,1.0782878e-08,815.2401,-1.0,,4188.412,0.014202258,10.0,3520.5671,-7.3731886e+18,490.61818075180054,1810.7758
15800,940.75116,6,6207592400.0,-184.39449,0.4189424,2047.212,10.0,1467439,205.78,3307.8447,2047.212,6207592400.0,,,1.0,3307.8447,4588.967,6580.5156,,-178.24289,True,2.5983742e+25,2047.2121316662558,32,0.015115582,-8.7646596e+18,50,5.7517893e-09,957.89087,-1.0,,4588.967,0.015115582,10.0,3307.8447,-8.7646596e+18,492.9018621444702,47004.355
15850,23.287426,7,80246470.0,-200.74582,0.4189424,2160.3623,9.999999,1478293,217.08,3303.0515,1920.5671,80246470.0,,239.79532,1.0,3303.0515,4758.361,159.4321,,-198.42674,True,9.372673e+26,2160.3622929730973,32,0.015137518,-6.2446165e+19,50,2.8806513e-10,982.2671,-1.0,,4998.1562,0.015137518,9.999999,3303.0515,-6.2446165e+19,495.34626817703247,1139.2745
15900,2.8999753,8,18100680.0,-233.22577,0.4189424,2490.7817,10.0,1490799,250.12,3535.1816,1371.446,18100680.0,,1119.3358,1.0,3535.1816,3879.2568,10.949926,,-223.7522,True,8.456579e+24,2490.78178580547,32,0.014143545,-5.93263e+18,50,2.031739e-09,1025.8326,-1.0,,4998.593,0.014143545,10.0,3535.1816,-5.93263e+18,497.9128634929657,66.22373
15950,0.69697624,9,3126556.0,-209.48921,0.4189424,2092.6033,10.0,1501314,210.3,4290.552,1842.874,3126556.0,,249.72945,1.0,4290.552,4749.161,2.6684227,,-208.23383,True,8.894028e+25,2092.6034100960837,32,0.011653513,-1.924203e+19,50,6.966458e-11,1021.70496,-1.0,,4998.8906,0.011653513,10.0,4290.552,-1.924203e+19,500.78593397140503,18.390789
16000,7.2645745,10,40837310.0,-209.70404,0.4189424,2246.265,10.0,1512597,225.66,6441.448,2236.2854,40837310.0,,9.979571,1.0,6441.448,4987.955,26.275282,,-206.52234,True,4.029513e+28,2246.26493231733,32,0.0077622295,-4.0941316e+20,50,2.0763823e-11,991.98596,-1.0,,4997.9346,0.0077622295,10.0,6441.448,-4.0941316e+20,503.28131008148193,134.88965
16050,260.67523,1,6065950.5,-190.45862,0.4189424,2267.6255,10.0,1523988,227.82,1.0,2047.778,1187175200.0,,219.84744,1.0,1.0,4769.107,593.26697,,-190.45862,True,526130020000.0,2267.625360819006,33,50.0,-1475263600000.0,50,0.19778194,961.1586,-1.0,,4988.9546,50.0,10.0,1.0,-8098207.5,505.9877185821533,3607.9778
16100,2.180543,2,12017266.0,-216.05815,0.4189424,2632.426,10.0,1537201,264.26,1512080.0,2212.6282,12017266.0,,419.7979,1.0,1512080.0,4579.4385,10.2906885,,-217.06874,True,inf,2632.426084533484,33,3.3067034e-05,-inf,50,4.5156405e-12,1259.505,-1.0,,4999.2363,3.3067034e-05,10.0,1512080.0,-inf,508.93825697898865,72.539696
16150,597.5444,3,1587498900.0,-238.78818,0.4189424,2253.503,10.0,1548520,226.38,38336.33,2253.503,1587498900.0,,,1.0,38336.33,4999.2324,4181.1987,,-235.36697,True,1.2358023e+32,2253.5028309511767,33,0.0013042459,-2.268483e+22,50,1.0290943e-07,1316.0569,-1.0,,4999.2324,0.0013042459,10.0,38336.33,-2.268483e+22,511.3460648059845,29865.938
16200,0.87031204,4,11902921.0,-225.32043,0.4189424,2784.3606,10.0,1562490,279.4,1301315.4,2564.552,11902921.0,,219.80823,1.0,1301315.4,4779.316,5.396503,,-224.14742,True,inf,2784.36026220942,33,3.8422662e-05,-inf,50,8.553503e-12,1500.649,-1.0,,4999.124,3.8422662e-05,10.0,1301315.4,-inf,513.9650826454163,38.626198
16250,300.2364,5,1085530400.0,-222.4725,0.4189424,2851.4304,10.0,1576794,286.08,813570.25,2581.6274,1085530400.0,,269.8029,1.0,813570.25,4729.5654,2088.651,,-215.39847,True,inf,2851.430260773964,33,6.145751e-05,-inf,50,1.3868931e-12,1432.503,-1.0,,4999.368,6.145751e-05,10.0,813570.25,-inf,516.4438734054565,14920.69
16300,0.55512804,6,3908153.5,-207.13991,0.4189424,2832.336,10.0,1591004,284.2,1452510.9,2832.336,3908153.5,,,1.0,1452510.9,4999.293,2.7835464,,-205.65817,True,inf,2832.3360190309986,33,3.442315e-05,-inf,50,3.058814e-14,1391.0923,-1.0,,4999.293,3.442315e-05,10.0,1452510.9,-inf,519.4654824733734,19.902792
16350,41.668285,7,383401730.0,-237.66196,0.4189424,2355.653,10.0,1602833,236.58,283535.06,2125.8381,383401730.0,,229.81506,1.0,283535.06,4769.152,283.61804,,-233.35138,True,inf,2355.6532340024396,33,0.00017634503,-inf,50,3.0265731e-12,1263.4095,-1.0,,4998.967,0.00017634503,10.0,283535.06,-inf,522.1191499233246,2026.7354
16400,0.39339975,8,1636825.4,-245.01028,0.4189424,2278.3071,10.0,1614276,228.86,225116.38,2268.3271,1636825.4,,9.979849,1.0,225116.38,4988.7603,1.0615737,,-231.66829,True,inf,2278.307134025569,33,0.00022210734,-inf,50,2.5780432e-12,1344.1346,-1.0,,4998.74,0.00022210734,10.0,225116.38,-inf,524.888340473175,6.952294
16450,0.46440285,9,2304794.5,-225.42026,0.4189424,2443.9746,10.0,1626547,245.42,286475.78,2433.9924,2304794.5,,9.982312,1.0,286475.78,4989.065,1.3048853,,-222.90729,True,inf,2443.9748267466925,33,0.00017453483,-inf,50,6.5294415e-12,1431.6426,-1.0,,4999.0474,0.00017453483,10.0,286475.78,-inf,527.4247784614563,7.295119
16500,2.8154995,10,42647264.0,-246.88658,0.4189424,3042.7346,10.0,1641811,305.28,1916763.0,3012.7825,42647264.0,,29.952688,1.0,1916762.9,4969.098,14.11503,,-238.46335,True,inf,3042.7350875848847,33,2.6085645e-05,-inf,50,1.0853413e-14,1323.2013,-1.0,,4999.051,2.6085647e-05,10.0,1916763.0,-inf,530.153074502945,94.2048
16550,274.67435,1,8633835.0,-222.23512,0.4189424,2523.825,10.0,1654480,253.38,1.0,2513.8438,2893271000.0,,9.981055,1.0,1.0,4989.1763,893.5058,,-222.23512,True,1648180700000000.0,2523.824652172103,34,50.0,-82844850000000.0,50,0.032453466,1504.7075,-1.0,,4999.157,50.0,10.0,1.0,-10674414.0,532.9778983592987,5523.6313
16600,0.45417583,2,4535404.0,-242.91805,0.4189424,2821.2412,10.0,1668626,282.92,75244.234,2811.2588,4535404.0,,9.982377,1.0,75244.234,4989.575,1.3119384,,-237.08601,True,inf,2821.241196186117,34,0.00066450273,-inf,50,8.597299e-06,1823.8975,-1.0,,4999.5576,0.00066450273,10.0,75244.234,-inf,536.1753971576691,9.342068
16650,1.5492904,3,24018154.0,-234.7353,0.4189424,2974.6128,10.0,1683541,298.3,20250406.0,2964.6284,24018154.0,,9.984354,1.0,20250406.0,4988.913,6.033376,,-232.81094,True,inf,2974.6131137386405,34,2.4690862e-06,-inf,50,4.2171537e-13,1633.4899,-1.0,,4998.8975,2.4690862e-06,10.0,20250406.0,-inf,539.0354235172272,42.03724
16700,2.7636335,4,42116420.0,-252.45598,0.4189424,3063.893,10.0,1698897,307.12,13189501000.0,2814.0498,42116420.0,,249.84315,1.0,13189501000.0,4749.5347,8.457077,,-238.16916,True,inf,3063.8929010947672,34,3.790894e-09,-inf,50,3.896066e-13,1880.4497,-1.0,,4999.378,3.790894e-09,10.0,13189501000.0,-inf,542.0642008781433,40.72773
16750,19.95807,5,294462750.0,-226.95529,0.4189424,2461.3242,10.0,1711251,247.08,12573.963,2181.5227,294462750.0,,279.80157,1.0,12573.962,4719.3193,132.24074,,-223.25984,True,4.7352147e+32,2461.3243120036977,34,0.0039764713,-4.4402916e+22,50,3.7894097e-08,1614.8175,-1.0,,4999.121,0.0039764713,10.0,12573.963,-4.4402916e+22,544.8273694515228,945.0107
16800,0.7405106,6,11542891.0,-236.9965,0.4189424,2379.388,10.0,1723196,238.9,21024974.0,2369.407,11542891.0,,9.980978,1.0,21024974.0,4989.2007,2.8950734,,-232.04158,True,inf,2379.3879156946437,34,2.3781242e-06,-inf,50,1.0225548e-08,1579.2198,-1.0,,4999.1816,2.3781242e-06,10.0,21024974.0,-inf,547.3633759021759,20.680792
16850,3.9691257,7,30552594.0,-238.72084,0.4189424,2696.9194,10.0,1736727,270.62,232700.1,2686.9377,30552594.0,,9.981484,1.0,232700.08,4989.2266,20.671242,,-236.00356,True,inf,2696.919410728688,34,0.00021486884,-inf,50,7.622906e-09,1656.5809,-1.0,,4999.208,0.00021486885,10.0,232700.1,-inf,550.1020820140839,147.39308
16900,226.65514,8,4625912300.0,-229.2637,0.4189424,2580.3447,10.0,1749672,258.9,492599.53,2270.6096,4625912300.0,,309.7351,1.0,492599.56,4689.657,1395.7026,,-227.61366,True,inf,2580.344781825321,34,0.00010150233,-inf,50,5.6545185e-10,1612.2942,-1.0,,4999.392,0.00010150232,10.0,492599.53,-inf,552.5092749595642,9941.446
16950,2.4547231,9,47783400.0,-227.1745,0.4189424,2231.989,10.0,1760881,224.18,62674.996,2192.0515,47783400.0,,39.93773,1.0,62675.0,4959.1367,8.671866,,-226.2846,True,1.1147107e+34,2231.9890067181964,34,0.0007977663,-2.154342e+23,50,2.8188017e-08,1626.0236,-1.0,,4999.074,0.00079776626,10.0,62674.996,-2.154342e+23,555.2710213661194,52.072483
