EpisodesSoFar,MeanIW,Inner Iteration,WReturnMean,MinTargetPdf,MeanEntropy,InitialReturnMean,ReturnStepMax,TimestepsSoFar,EpLenMean,EmpiricalD2Arithmetic,OptimizationReturnMean,ReturnMeanIW,StdWReturnMean,InitialReturnMin,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMax,StdIW,LearnableVariance,MinBehavPdf,Penalization,DivergenceHarmonic,EpRewMean,Iteration,ESSRenyiArithmetic,Bound,EpThisIter,MinIW,InitialReturnStd,VarianceInitializer,OptimizationReturnMin,InitialReturnMax,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,InitialBound,TimeElapsed,MaxIW
37850,1.5034138,7,31246734.0,-240.01921,0.4189424,4204.794,10.0,9645816,420.82,18.20855,4204.794,36005804.0,,,1.0,18.20855,4999.407,4.5681176,,-239.86678,True,64879540000000.0,4204.793967380809,76,2.7459629,-16437895000000.0,50,0.009513925,1639.8815,-1.0,,4999.407,2.7459629,10.0,18.20855,-19333334000000.0,2833.062434196472,28.993319
37900,1.6059381,8,37075548.0,-241.08151,0.4189424,4709.113,10.0,9669374,471.16,11.306767,4159.528,39182096.0,,549.5847,1.0,11.306767,4449.8066,7.7133713,,-240.09845,True,85307200000.0,4709.1126109365005,76,4.4221306,-596087540000.0,50,0.0009511924,942.5965,-1.0,,4999.391,4.4221306,10.0,11.306767,-593688100000.0,2838.494698524475,55.4258
37950,3.4897802,9,54753076.0,-244.22379,0.4189424,4431.9995,10.0,9691551,443.54,4.8967314,4412.0347,86555576.0,,19.964653,1.0,4.8967314,4979.542,12.932064,,-245.07515,True,1118311.6,4431.999547885199,76,10.210893,-2244747800.0,50,0.011992644,1244.3287,-1.0,,4999.507,10.210893,10.0,4.8967314,-1732530200.0,2843.6932768821716,80.50145
38000,1.9727119,10,46133716.0,-240.83998,0.4189424,4643.5283,10.0,9714782,464.62,17.421339,4363.688,48880240.0,,279.84027,1.0,17.421339,4719.6274,6.101919,,-239.23683,True,6338546500000.0,4643.528018794358,76,2.8700435,-5138080000000.0,50,0.00045054726,1005.4483,-1.0,,4999.468,2.8700435,10.0,17.421339,-6962874000000.0,2849.0516815185547,32.444233
38050,3.8874066,1,22264454.0,-245.05339,0.4189424,4588.015,10.0,9737734,459.04,1.0,4248.295,83038700.0,,339.72067,1.0,1.0,4659.67,2.9904792,,-245.05339,True,21132878000.0,4588.01511795845,77,50.0,-296749070000.0,50,0.4290459,1102.076,-1.0,,4999.3906,50.0,10.0,1.0,-24305246.0,2854.770459651947,13.804153
38100,2.0286758,2,47400790.0,-247.78987,0.4189424,4839.2856,10.0,9761944,484.2,63986352000.0,1799.9613,47400790.0,,3039.3242,1.0,63986356000.0,1960.1514,6.069503,,-239.81598,True,inf,4839.285516673397,77,7.8141665e-10,-inf,50,9.434851e-17,452.41916,-1.0,,4999.4756,7.814166e-10,10.0,63986352000.0,-inf,2860.313797235489,42.246872
38150,84.990685,3,2080089100.0,-266.802,0.4189424,4429.5483,10.0,9784110,443.32,24953199000.0,4119.793,2080089100.0,,309.75586,1.0,24953199000.0,4689.7744,501.4608,,-258.4348,True,inf,4429.548479820591,77,2.0037512e-09,-inf,50,8.168424e-17,1125.2295,-1.0,,4999.5303,2.0037512e-09,10.0,24953199000.0,-inf,2865.6320011615753,3568.9375
38200,3.798643,4,84037816.0,-247.94841,0.4189424,4769.734,10.0,9807970,477.2,8852856000000.0,3360.3518,84037816.0,,1409.3816,1.0,8852856000000.0,3590.2117,10.076608,,-247.52428,True,inf,4769.733776782853,77,5.6478953e-12,-inf,50,1.5287144e-15,722.28485,-1.0,,4999.5933,5.6478953e-12,10.0,8852856000000.0,-inf,2871.0686774253845,53.700855
38250,2.0482275,5,50096092.0,-242.21779,0.4189424,4686.572,10.0,9831419,468.98,248489770000.0,3866.9521,50096092.0,,819.6196,1.0,248489770000.0,4179.9263,5.096939,,-239.64653,True,inf,4686.571814529556,77,2.0121553e-10,-inf,50,7.333956e-16,771.0264,-1.0,,4999.546,2.0121553e-10,10.0,248489770000.0,-inf,2876.3963294029236,29.845276
38300,4.7669563,6,115769680.0,-246.5193,0.4189424,4735.717,10.0,9855108,473.78,504924500000.0,4725.7363,115769680.0,,9.980046,1.0,504924500000.0,4989.5713,18.937784,,-245.56615,True,inf,4735.716712149079,77,9.9024705e-11,-inf,50,6.162484e-18,1003.19775,-1.0,,4999.5513,9.9024705e-11,10.0,504924500000.0,-inf,2881.6285247802734,119.497406
38350,6.8398705,7,129577830.0,-259.79337,0.4189424,4661.357,10.0,9878429,466.42,20144360000000.0,3971.8076,129577830.0,,689.54944,1.0,20144360000000.0,4310.045,27.994081,,-259.02588,True,inf,4661.356676720953,77,2.4820844e-12,-inf,50,1.328296e-16,841.99286,-1.0,,4999.594,2.4820844e-12,10.0,20144360000000.0,-inf,2886.853078842163,173.93669
38400,15.579535,8,261508740.0,-244.68655,0.4189424,4719.293,10.0,9902039,472.2,335352000000000.0,3989.761,261508740.0,,729.53174,1.0,335352000000000.0,4270.028,87.01828,,-240.20195,True,inf,4719.292787943849,77,1.4909707e-13,-inf,50,1.0242651e-15,822.1181,-1.0,,4999.5596,1.4909707e-13,10.0,335352000000000.0,-inf,2892.6431126594543,622.6537
38450,2.1734507,9,52993400.0,-247.64326,0.4189424,4866.1245,10.0,9926381,486.84,334345600.0,2067.1287,52993400.0,,2798.9963,1.0,334345600.0,2200.5408,6.1157713,,-244.83136,True,inf,4866.124749212398,77,1.4954585e-07,-inf,50,5.2400624e-16,390.84796,-1.0,,4999.537,1.4954585e-07,10.0,334345600.0,-inf,2897.7653908729553,42.116856
38500,1.3258576,10,30931146.0,-240.30948,0.4189424,4812.775,10.0,9950458,481.54,1822606800000.0,4503.0474,30931146.0,,309.7274,1.0,1822606900000.0,4689.754,3.5389423,,-237.31052,True,inf,4812.774822369606,77,2.7433235e-11,-inf,50,2.8742104e-16,698.95514,-1.0,,4999.4814,2.7433233e-11,10.0,1822606800000.0,-inf,2902.67848777771,19.901274
38550,2936090.0,1,22018452.0,-238.72185,0.4189424,4522.789,10.0,9973086,452.56,1.0,4522.789,38756086000000.0,,,1.0,1.0,4999.5283,16971366.0,,-238.72185,True,5.986179e+30,4522.7890654400735,78,50.0,-4.9932957e+21,50,0.23667425,1250.1326,-1.0,,4999.5283,50.0,10.0,1.0,-24059356.0,2907.7179760932922,120579350.0
38600,5.3006783,2,141909650.0,-251.04851,0.4189424,4627.9263,10.0,9996238,463.04,53.146523,4318.132,132404500.0,,309.79443,1.0,53.146523,4689.6465,35.150177,,-249.78561,True,1.3407213e+16,4627.926238990572,78,0.9407953,-236301670000000.0,50,0.0006283066,1024.4819,-1.0,,4999.441,0.9407953,10.0,53.146523,-239067460000000.0,2912.9080486297607,251.32927
38650,2.891999,3,71309624.0,-245.85919,0.4189424,4536.0854,10.0,10018931,453.86,487.1784,4536.0854,71309624.0,,,1.0,487.1784,4999.426,13.609297,,-243.31905,True,9.083746e+22,4536.085436296653,78,0.10263181,-6.150737e+17,50,0.0022630678,1222.1434,-1.0,,4999.426,0.10263181,10.0,487.1784,-6.150737e+17,2917.8820135593414,90.58758
38700,0.37965497,4,9271054.0,-258.5954,0.4189424,4779.661,10.0,10042840,478.18,104.42003,3680.044,9412595.0,,1099.6171,1.0,104.42003,3899.8965,1.135606,,-257.0385,True,1.2884811e+18,4779.66130186631,78,0.47883534,-2316588600000000.0,50,0.00023124338,733.6167,-1.0,,4999.5137,0.47883534,10.0,104.42003,-2806675000000000.0,2922.8025782108307,7.795829
38750,1.0124508,5,23666622.0,-243.10756,0.4189424,4382.5825,10.0,10064767,438.54,112.438545,4362.621,24732366.0,,19.961582,1.0,112.43855,4979.581,3.6576145,,-240.54935,True,1.5738064e+18,4382.582433205621,78,0.44468737,-2560298200000000.0,50,0.00063772395,1402.3494,-1.0,,4999.5425,0.44468734,10.0,112.438545,-2541309300000000.0,2927.859845638275,25.557638
38800,0.8033218,6,19819214.0,-264.30563,0.4189424,4243.795,10.0,10086004,424.74,394.6476,3993.995,19819214.0,,249.7996,1.0,394.6476,4749.7837,3.4990978,,-263.7946,True,5.8941873e+23,4243.7948163976125,78,0.1266953,-1.5668738e+18,50,0.0013291715,1465.6295,-1.0,,4999.5835,0.1266953,10.0,394.6476,-1.5668738e+18,2932.9034361839294,25.02968
38850,4.8842807,7,123659896.0,-245.21005,0.4189424,4530.359,10.0,10108670,453.32,64.67873,4530.359,121387240.0,,,1.0,64.67873,4999.4053,31.267235,,-244.38362,True,2.870457e+18,4530.358939699186,78,0.77305174,-3457535000000000.0,50,0.0010427375,1225.7515,-1.0,,4999.4053,0.77305174,10.0,64.67873,-3453725500000000.0,2937.807240486145,223.68701
38900,0.3859671,8,9559252.0,-242.67902,0.4189424,4633.309,10.0,10131849,463.58,127.83085,4243.543,9559252.0,,389.76636,1.0,127.83085,4609.6846,0.9048195,,-241.54459,True,5.8485368e+19,4633.30912265335,78,0.3911419,-1.5607113e+16,50,1.1298177e-05,1110.5581,-1.0,,4999.4507,0.3911419,10.0,127.83085,-1.5607113e+16,2943.1352701187134,5.164693
38950,0.5246705,9,12079123.0,-240.88539,0.4189424,4442.951,10.0,10154077,444.56,414.20203,4412.996,12079123.0,,29.955673,1.0,414.20203,4969.5317,2.0351527,,-240.22012,True,8.140746e+22,4442.951360958024,78,0.12071404,-5.822875e+17,50,0.00023169546,1465.6228,-1.0,,4999.4873,0.12071404,10.0,414.20203,-5.822875e+17,2947.9358954429626,13.14511
39000,1.6207901,10,39900216.0,-250.15402,0.4189424,4692.3325,10.0,10177550,469.46,48.916866,3812.7827,40465856.0,,879.5492,1.0,48.916866,4119.9746,5.684839,,-250.3341,True,2531212000000000.0,4692.332253752767,78,1.0221423,-102677700000000.0,50,0.0003168932,890.91656,-1.0,,4999.524,1.0221423,10.0,48.916866,-127950080000000.0,2953.0654537677765,31.86626
39050,17226.332,1,20661176.0,-237.22313,0.4189424,4239.4917,10.0,10198761,424.22,1.0,4229.5117,429724470000.0,,9.980006,1.0,1.0,4989.6357,57417.2,,-237.22313,True,1.9235306e+23,4239.491588848174,79,50.0,-8.95112e+17,50,0.20797384,1639.4773,-1.0,,4999.6157,50.0,10.0,1.0,-22702148.0,2957.8072698116302,339686.62
39100,1.1281345,2,1614745.1,-255.40929,0.4189424,4540.0166,10.0,10221471,454.2,48723180000.0,4540.0166,1614745.1,,,1.0,48723180000.0,4999.463,6.2503843,,-242.2188,True,inf,4540.016512249462,79,1.0262056e-09,-inf,50,1.8265871e-19,1335.1346,-1.0,,4999.463,1.0262056e-09,10.0,48723180000.0,-inf,2962.938716650009,44.521103
39150,0.051459335,3,209370.3,-262.5985,0.4189424,4800.325,10.0,10245481,480.2,770242400000.0,4770.3833,209370.3,,29.942587,1.0,770242400000.0,4969.672,0.30152056,,-258.01447,True,inf,4800.325351576856,79,6.491463e-11,-inf,50,3.6766929e-22,835.75134,-1.0,,4999.6143,6.491463e-11,10.0,770242400000.0,-inf,2968.3566460609436,2.154165
39200,2.261455,4,56521852.0,-251.15656,0.4189424,4989.7393,10.0,10270436,499.1,105603630000.0,410.50806,56521852.0,,4579.2314,1.0,105603630000.0,420.42188,10.687338,,-232.30382,True,inf,4989.739513617558,79,4.734686e-10,-inf,50,4.516479e-22,59.064846,-1.0,,4999.6533,4.734686e-10,10.0,105603630000.0,-inf,2973.9794986248016,72.271225
39250,0.6324326,5,13513230.0,-255.1904,0.4189424,4666.38,10.0,10293778,466.84,9333029000.0,4666.38,13513230.0,,,1.0,9333029000.0,4999.4385,2.6490571,,-248.24416,True,inf,4666.379995153865,79,5.3573177e-09,-inf,50,8.297872e-19,1052.0288,-1.0,,4999.4385,5.3573177e-09,10.0,9333029000.0,-inf,2979.1794004440308,17.824148
39300,1.6066844,6,39738916.0,-254.13095,0.4189424,4802.533,10.0,10317800,480.44,2910082300000.0,4792.552,39738916.0,,9.981104,1.0,2910082300000.0,4989.5845,11.0875025,,-238.59372,True,inf,4802.5329055240845,79,1.7181645e-11,-inf,50,1.284158e-22,804.6297,-1.0,,4999.5654,1.7181645e-11,10.0,2910082300000.0,-inf,2984.2780544757843,79.2147
39350,0.30855018,7,7366444.5,-252.22752,0.4189424,4695.6514,10.0,10341289,469.78,38813946000.0,4305.901,7366444.5,,389.75064,1.0,38813946000.0,4609.8086,1.4021575,,-241.88109,True,inf,4695.6514098028265,79,1.2881968e-09,-inf,50,3.109311e-19,871.4118,-1.0,,4999.559,1.2881968e-09,10.0,38813946000.0,-inf,2989.5129659175873,9.797576
39400,5.2496505,8,120046620.0,-256.5223,0.4189424,4764.9756,10.0,10365124,476.7,5368591000.0,4715.0615,120046620.0,,49.9142,1.0,5368591000.0,4949.748,34.122353,,-240.49983,True,inf,4764.975667794435,79,9.313431e-09,-inf,50,1.7479314e-16,861.95953,-1.0,,4999.662,9.313431e-09,10.0,5368591000.0,-inf,2995.1775708198547,243.67105
39450,150.60205,9,3760447000.0,-244.80031,0.4189424,4712.1914,10.0,10388692,471.36,2858661400.0,4712.1914,3760447000.0,,,1.0,2858661400.0,4999.5146,1044.933,,-237.82971,True,inf,4712.191547913726,79,1.7490704e-08,-inf,50,2.8580196e-15,1136.4412,-1.0,,4999.5146,1.7490704e-08,10.0,2858661400.0,-inf,3000.2924571037292,7464.911
39500,0.13319726,10,1038107.1,-236.55,0.4189424,4530.361,10.0,10411358,453.32,37506974000.0,4530.361,1038107.1,,,1.0,37506974000.0,4999.538,0.45834064,,-224.141,True,inf,4530.360996538032,79,1.3330854e-09,-inf,50,2.5002405e-20,1228.4004,-1.0,,4999.538,1.3330854e-09,10.0,37506974000.0,-inf,3005.4873089790344,2.5908859
39550,690.90265,1,24303578.0,-245.18982,0.4189424,4909.9067,10.0,10435914,491.12,1.0,2510.278,17250904000.0,,2399.6284,1.0,1.0,2599.895,1749.7379,,-245.18982,True,2.2827221e+36,4909.9065697325195,80,50.0,-3.0834583e+24,50,0.0013602144,443.16724,-1.0,,4999.5234,50.0,10.0,1.0,-26344480.0,3011.4934918880463,9409.5
39600,8.585281,2,213980780.0,-232.6369,0.4189424,2631.1917,10.0,10449119,264.1,313138.1,2631.1917,213980780.0,,,1.0,313138.1,4999.456,59.921524,,-235.6665,True,inf,2631.1916038109284,80,0.00015967396,-inf,50,6.5848056e-09,1211.9008,-1.0,,4999.456,0.00015967396,10.0,313138.1,-inf,3014.6160364151,428.03464
39650,69.421104,3,1726560000.0,-233.28755,0.4189424,3195.7314,10.0,10465138,320.38,1597554.9,1946.0156,1726560000.0,,1249.7158,1.0,1597554.9,3749.9053,401.57117,,-233.44691,True,inf,3195.731549773478,80,3.129783e-05,-inf,50,1.1579995e-08,1284.1804,-1.0,,4999.621,3.129783e-05,10.0,1597554.9,-inf,3018.3243539333344,2850.185
39700,80.33848,4,1604111600.0,-222.31741,0.4189424,2907.9111,10.0,10479725,291.74,54783980.0,1948.1558,1604111600.0,,959.7556,1.0,54783980.0,4039.7678,311.117,,-226.01302,True,inf,2907.9114634535927,80,9.1267555e-07,-inf,50,1.01298845e-08,1158.0819,-1.0,,4999.5234,9.1267555e-07,10.0,54783980.0,-inf,3022.057594537735,1621.6588
39750,37.027264,5,924348300.0,-260.27832,0.4189424,3291.1072,10.0,10496225,330.0,878152.0,3281.1272,924348300.0,,9.97994,1.0,878152.0,4989.5537,249.68953,,-260.50766,True,inf,3291.107096377379,80,5.693775e-05,-inf,50,2.684553e-08,1272.5038,-1.0,,4999.5337,5.693775e-05,10.0,878152.0,-inf,3025.6381051540375,1783.9812
39800,0.09900375,6,2048690.5,-208.97592,0.4189424,2707.221,10.0,10509811,271.72,8764534.0,1617.4697,2048690.5,,1089.7512,1.0,8764534.0,3909.8406,0.39410946,,-209.09163,True,inf,2707.220822105363,80,5.70481e-06,-inf,50,4.074848e-10,1100.4979,-1.0,,4999.592,5.70481e-06,10.0,8764534.0,-inf,3029.2781794071198,1.8995206
39850,4.239396,7,77815384.0,-232.65973,0.4189424,2679.5962,10.0,10523256,268.9,9462357.0,2679.5962,77815384.0,,,1.0,9462357.0,4999.3496,13.55705,,-226.70654,True,inf,2679.5962368201926,80,5.2840956e-06,-inf,50,1.7386002e-10,1312.4474,-1.0,,4999.3496,5.2840956e-06,10.0,9462357.0,-inf,3032.753338575363,64.39913
39900,1.2820418,8,30743812.0,-220.40228,0.4189424,2633.6204,10.0,10536473,264.34,6795680.0,2623.6396,30743812.0,,9.980795,1.0,6795680.0,4989.621,6.014267,,-217.81673,True,inf,2633.620414068161,80,7.3576152e-06,-inf,50,4.5667478e-10,1215.0852,-1.0,,4999.602,7.3576152e-06,10.0,6795680.0,-inf,3035.8147037029266,34.399963
39950,9.226954,9,229810530.0,-228.90263,0.4189424,2721.9858,10.0,10550130,273.14,4412089.0,1542.5928,229810530.0,,1179.3931,1.0,4412089.0,3820.1802,52.721558,,-222.91685,True,inf,2721.9860504313137,80,1.13325e-05,-inf,50,1.1562162e-08,1256.6746,-1.0,,4999.573,1.13325e-05,10.0,4412089.0,-inf,3039.324282884598,368.8313
40000,1.9972754,10,49894790.0,-234.13394,0.4189424,2906.5205,10.0,10564708,291.56,14081320.0,1796.8817,49894790.0,,1109.6387,1.0,14081320.0,3889.8628,9.09943,,-232.95674,True,inf,2906.5204376176684,80,3.5508035e-06,-inf,50,3.699777e-09,1160.874,-1.0,,4999.5015,3.5508035e-06,10.0,14081320.0,-inf,3042.844621896744,58.256165
40050,591.7745,1,11024300.0,-231.7868,0.4189424,3097.5186,10.0,10580242,310.68,1.0,2007.9272,4170839800.0,,1089.5912,1.0,1.0,3909.8257,1148.0265,,-231.7868,True,2.935051e+25,3097.5185008368057,81,50.0,-1.1056074e+19,50,0.08871443,1195.6918,-1.0,,4999.417,50.0,10.0,1.0,-13065096.0,3046.490136861801,7375.2407
40100,2.608625,2,45518140.0,-251.61987,0.4189424,4736.773,10.0,10603936,473.88,1746673200.0,4716.8135,45518140.0,,19.95971,1.0,1746673200.0,4979.688,11.259862,,-248.99748,True,inf,4736.772967197465,81,2.8625848e-08,-inf,50,9.337816e-10,849.3675,-1.0,,4999.6475,2.8625848e-08,10.0,1746673200.0,-inf,3051.463541507721,61.85082
40150,7.159862,3,123731390.0,-256.3996,0.4189424,4903.9707,10.0,10628463,490.54,936019600.0,2894.5894,123731390.0,,2009.3813,1.0,936019600.0,2990.081,49.032253,,-254.32199,True,inf,4903.970799251796,81,5.3417686e-08,-inf,50,8.471588e-09,448.56668,-1.0,,4999.4624,5.3417686e-08,10.0,936019600.0,-inf,3057.287548303604,350.33392
40200,9.536941,4,180732050.0,-255.7396,0.4189424,4638.5615,10.0,10651667,464.08,35857890.0,4638.5615,180732050.0,,,1.0,35857890.0,4999.5166,51.94699,,-253.71269,True,inf,4638.56172881297,81,1.3943933e-06,-inf,50,4.7701474e-09,1172.1998,-1.0,,4999.5166,1.3943933e-06,10.0,35857890.0,-inf,3061.751686811447,353.87988
40250,1158.1688,5,4724302300.0,-252.86966,0.4189424,4714.956,10.0,10675253,471.72,1610007700000.0,3865.3005,4724302300.0,,849.65546,1.0,1610007700000.0,4149.952,7769.6343,,-250.87503,True,inf,4714.956122121668,81,3.105575e-11,-inf,50,2.54033e-13,848.1409,-1.0,,4999.6074,3.105575e-11,10.0,1610007700000.0,-inf,3067.129898548126,55494.64
40300,0.16835572,6,1012262.4,-247.50475,0.4189424,4360.977,10.0,10697072,436.38,490332.38,4360.977,1012262.4,,,1.0,490332.38,4999.5625,0.43764853,,-244.66396,True,inf,4360.97644653117,81,0.000101971644,-inf,50,8.847584e-09,1496.627,-1.0,,4999.5625,0.000101971644,10.0,490332.38,-inf,3072.2394185066223,2.4747596
40350,9.857513,7,136733490.0,-241.67722,0.4189424,4814.342,10.0,10721153,481.62,80291774000.0,4804.362,136733490.0,,9.979286,1.0,80291774000.0,4989.618,68.49547,,-239.50436,True,inf,4814.341685729275,81,6.227288e-10,-inf,50,2.2451437e-07,747.32227,-1.0,,4999.5977,6.227288e-10,10.0,80291774000.0,-inf,3077.7935993671417,489.32343
40400,421.57645,8,702264800.0,-254.86655,0.4189424,4766.7744,10.0,10744994,476.82,7575229000.0,4756.795,702264800.0,,9.980003,1.0,7575229000.0,4989.5796,2950.6216,,-247.45393,True,inf,4766.77471303221,81,6.6004606e-09,-inf,50,9.338386e-10,943.1406,-1.0,,4999.5596,6.6004606e-09,10.0,7575229000.0,-inf,3083.3313760757446,21075.928
40450,431.9785,9,2592084500.0,-248.94133,0.4189424,4794.922,10.0,10768978,479.68,41104856.0,4784.9414,2592084500.0,,9.980252,1.0,41104856.0,4989.6084,3023.5002,,-244.46043,True,inf,4794.921939045863,81,1.2164013e-06,-inf,50,1.7301069e-08,806.74445,-1.0,,4999.589,1.2164013e-06,10.0,41104856.0,-inf,3088.74284696579,21596.48
40500,0.019737422,10,492941.44,-248.76428,0.4189424,4871.469,10.0,10793345,487.34,10611732000000.0,3762.2642,492941.44,,1109.2048,1.0,10611732000000.0,3890.3743,0.046571784,,-241.81534,True,inf,4871.469119108913,81,4.711766e-12,-inf,50,1.4508715e-10,598.65546,-1.0,,4999.579,4.711766e-12,10.0,10611732000000.0,-inf,3093.9639930725098,0.21872097
40550,2097883.8,1,23737050.0,-254.62459,0.4189424,4771.386,10.0,10817211,477.32,1.0,4771.386,48755250000000.0,,,1.0,1.0,4999.5903,13710593.0,,-254.62459,True,1.8972649e+27,4771.386154988532,82,50.0,-8.889707e+19,50,0.04365093,985.3547,-1.0,,4999.5903,50.0,10.0,1.0,-25778004.0,3099.44762468338,97833064.0
40600,0.99256265,2,25066814.0,-259.53857,0.4189424,4781.5796,10.0,10841129,478.36,54.21804,4091.9082,24704382.0,,689.6713,1.0,54.218044,4309.785,2.6106865,,-260.94174,True,1.351204e+16,4781.579460615864,82,0.9222023,-237225020000000.0,50,0.0013226166,781.49725,-1.0,,4999.4565,0.9222022,10.0,54.21804,-296766700000000.0,3104.8842692375183,17.566027
40650,0.6240007,3,15396219.0,-247.6676,0.4189424,4783.392,10.0,10865054,478.5,18.78921,4783.392,15122478.0,,,1.0,18.78921,4999.4795,1.7677468,,-247.21156,True,1068321140000.0,4783.392043242831,82,2.6611018,-2109395400000.0,50,0.0011002753,925.1936,-1.0,,4999.4795,2.6611018,10.0,18.78921,-2457110000000.0,3110.535406589508,12.173574
40700,302.25317,4,7554098000.0,-244.80371,0.4189424,4778.583,10.0,10888957,478.06,8884.108,4468.8545,7554098000.0,,309.729,1.0,8884.108,4689.824,2111.0408,,-241.70049,True,1.4914907e+32,4778.583366234293,82,0.0056280266,-2.492453e+22,50,0.00056011655,855.23865,-1.0,,4999.553,0.0056280266,10.0,8884.108,-2.492453e+22,3115.9191632270813,15079.535
40750,0.3589604,5,7276565.5,-233.4565,0.4189424,4706.298,10.0,10912498,470.82,15.4647,4696.3154,7934147.5,,9.982611,1.0,15.4647,4989.4443,0.68460745,,-229.71031,True,59410567000.0,4706.297848530466,82,3.2331698,-497431800000.0,50,0.00013819133,1075.8939,-1.0,,4999.427,3.2331698,10.0,15.4647,-521192440000.0,3121.438812017441,3.5560353
40800,1.6621763,6,42249130.0,-260.1077,0.4189424,4342.2153,10.0,10934223,434.5,27.439735,4342.2153,39172936.0,,,1.0,27.439734,4999.4756,4.5960093,,-257.64896,True,999286750000000.0,4342.215340554181,82,1.822175,-64513202000000.0,50,0.0010066235,1547.5359,-1.0,,4999.4756,1.8221751,10.0,27.439735,-65378320000000.0,3126.0476999282837,27.947348
40850,2.7097929,7,67294370.0,-246.66031,0.4189424,4300.649,10.0,10955742,430.38,14.808595,4300.649,67094130.0,,,1.0,14.808595,4999.5586,9.463,,-248.40906,True,628173640000.0,4300.648788167679,82,3.3764176,-1617616400000.0,50,0.0011895361,1479.0834,-1.0,,4999.5586,3.3764176,10.0,14.808595,-1633216800000.0,3130.8942766189575,58.80093
40900,9.502834,8,217482510.0,-237.70944,0.4189424,4650.9673,10.0,10979007,465.3,15.134555,4640.986,236950180.0,,9.981317,1.0,15.134555,4989.5312,64.26402,,-236.18857,True,2281048000000.0,4650.967073128695,82,3.303698,-3082551300000.0,50,0.0031062064,1129.335,-1.0,,4999.5127,3.303698,10.0,15.134555,-3107410000000.0,3136.095716238022,459.34024
40950,1.235061,9,27182670.0,-234.4777,0.4189424,4584.1177,10.0,11001942,458.7,27.080456,4244.365,30571506.0,,339.75223,1.0,27.080456,4659.7,6.2219124,,-232.5267,True,519141560000000.0,4584.117681440958,82,1.8463501,-46498876000000.0,50,0.00016504547,985.7021,-1.0,,4999.4526,1.8463501,10.0,27.080456,-46858433000000.0,3141.15754199028,44.56987
41000,6.868879,10,224907660.0,-248.70801,0.4189424,4790.32,10.0,11025904,479.24,27.799393,3640.951,171662540.0,,1149.3689,1.0,27.79939,3850.1218,40.883526,,-245.25758,True,15365728000000.0,4790.3196187387875,82,1.7986004,-8000033000000.0,50,0.0008248985,717.0467,-1.0,,4999.4907,1.7986006,10.0,27.799393,-7823888000000.0,3146.508942604065,292.31323
41050,7950.899,1,21844600.0,-253.84015,0.4189424,4498.8374,10.0,11048411,450.14,1.0,4139.0996,192525730000.0,,359.73718,1.0,1.0,4639.8193,35767.75,,-253.84015,True,1.2933669e+33,4498.837072344868,83,50.0,-7.3396983e+22,50,2.3109922,1266.9117,-1.0,,4999.5566,50.0,10.0,1.0,-23885526.0,3151.512931585312,243126.39
41100,16.227737,2,404925900.0,-238.17728,0.4189424,2900.1895,10.0,11062959,290.96,1.4460332e+23,2890.2087,404925900.0,,9.980404,1.0,1.4460332e+23,4989.5625,112.60552,,-227.62886,True,inf,2900.189009611645,83,3.457735e-22,-inf,50,1.4664027e-23,1164.1554,-1.0,,4999.543,3.457735e-22,10.0,1.4460332e+23,-inf,3154.7127816677094,804.44696
41150,85.25662,3,2130314400.0,-252.25906,0.4189424,3154.7412,10.0,11078779,316.4,5.158241e+28,2244.9448,2130314400.0,,909.7964,1.0,5.158241e+28,4089.6646,573.1752,,-244.7979,True,inf,3154.7411437965993,83,9.693227e-28,-inf,50,2.4552002e-23,1098.8363,-1.0,,4999.461,9.693227e-28,10.0,5.158241e+28,-inf,3158.611912727356,4094.18
41200,0.96360236,4,23739434.0,-237.17673,0.4189424,2734.373,10.0,11092498,274.38,2.2152343e+28,2724.392,23739434.0,,9.9809885,1.0,2.2152343e+28,4989.527,6.4660187,,-220.24406,True,inf,2734.3730032811886,83,2.2570976e-27,-inf,50,1.448412e-23,1203.1227,-1.0,,4999.508,2.2570976e-27,10.0,2.2152343e+28,-inf,3162.1714000701904,46.212578
41250,0.071530364,5,1257285.5,-253.41487,0.4189424,3158.5298,10.0,11108334,316.72,2.9804182e+24,3158.5298,1257285.5,,,1.0,2.9804182e+24,4999.5107,0.37480295,,-248.30498,True,inf,3158.5294405226714,83,1.6776168e-23,-inf,50,3.6728558e-20,1250.0375,-1.0,,4999.5107,1.6776168e-23,10.0,2.9804182e+24,-inf,3166.0130174160004,2.4805439
41300,0.11398515,6,2848800.0,-232.4436,0.4189424,3083.396,10.0,11123796,309.24,3.784841e+23,1963.7216,2848800.0,,1119.6742,1.0,3.784841e+23,3879.8667,0.71523666,,-224.24535,True,inf,3083.395839960896,83,1.3210594e-22,-inf,50,1.6571592e-21,1221.0059,-1.0,,4999.541,1.3210594e-22,10.0,3.784841e+23,-inf,3170.115379333496,5.09674
41350,0.49269974,7,12314202.0,-230.57787,0.4189424,3114.9434,10.0,11139415,312.38,1.9598278e+22,2145.1626,12314202.0,,969.781,1.0,1.9598278e+22,4029.805,2.382564,,-223.67859,True,inf,3114.9434105974924,83,2.5512445e-21,-inf,50,3.6672115e-21,1137.7301,-1.0,,4999.586,2.5512445e-21,10.0,1.9598278e+22,-inf,3174.0910737514496,15.65457
