AvgRet,VarRet,AvgEpLen,EpsThisIter,AvgNormIw,BatchSize,IterType,Bound,AvgVanillaIw,ESSClassic,ESSRenyi,delta,VarVanillaIw,VarNormIw,MaxVanillaIw,renyi2,MaxNormIw,VarDiscRet,AvgDiscRet,J,MinVanillaIw,SamplesThisIter,VanillaAvgRet,VarJ,MinNormIw
2835.38776923,3350944.44014,284.090909091,176,3.15657e-05,100,1,4690.26,70670.7,9.99999880036,nan,0.8,1.58141e+13,3.15497e-06,2.2386e+08,nan,0.099989,3350944.44014,2835.38776923,762952.0,,50000,2835.38776923,17622.0,
2625.06995554,3328754.49185,263.157894737,190,2.92398e-05,100,1,4658.03,11.6458,5.8773871475,nan,0.8,1258.07,7.9308e-09,307.914,nan,0.0007731,3328754.49185,2625.06995554,736626.0,,50000,2625.06995554,17827.8,
2772.26176125,3712813.4358,277.777777778,180,3.08642e-05,100,1,4685.42,5.31742,10.0737119495,nan,0.8,2560.35,8.62596e-08,2409.49,nan,0.0139855,3712813.4358,2772.26176125,742728.0,,50000,2772.26176125,18535.2,
2598.20234537,3920905.08264,260.416666667,192,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3920905.08264,2598.20234537,nan,nan,50000,2598.20234537,nan,nan
2935.79706733,3757373.78247,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3757373.78247,2935.79706733,nan,nan,50000,2935.79706733,nan,nan
2868.78182196,4865609.39413,287.356321839,174,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4865609.39413,2868.78182196,nan,nan,50000,2868.78182196,nan,nan
3119.14745117,3550432.82499,312.5,160,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3550432.82499,3119.14745117,nan,nan,50000,3119.14745117,nan,nan
3159.52321664,3454360.00219,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3454360.00219,3159.52321664,nan,nan,50000,3159.52321664,nan,nan
3672.19042067,3290895.60779,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3290895.60779,3672.19042067,nan,nan,50000,3672.19042067,nan,nan
4029.62334732,2475825.23686,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2475825.23686,4029.62334732,nan,nan,50000,4029.62334732,nan,nan
2545.57450157,4853097.69784,255.102040816,196,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4853097.69784,2545.57450157,nan,nan,50000,2545.57450157,nan,nan
2308.57664793,4535357.48602,231.481481481,216,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4535357.48602,2308.57664793,nan,nan,50000,2308.57664793,nan,nan
2626.32799798,4854750.66932,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4854750.66932,2626.32799798,nan,nan,50000,2626.32799798,nan,nan
3468.57133705,3855277.43154,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3855277.43154,3468.57133705,nan,nan,50000,3468.57133705,nan,nan
2970.8777304,3528102.61194,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3528102.61194,2970.8777304,nan,nan,50000,2970.8777304,nan,nan
4095.86877571,3478267.72128,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3478267.72128,4095.86877571,nan,nan,50000,4095.86877571,nan,nan
2469.23871213,4710139.89979,247.524752475,202,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4710139.89979,2469.23871213,nan,nan,50000,2469.23871213,nan,nan
3199.41736988,3182765.62066,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3182765.62066,3199.41736988,nan,nan,50000,3199.41736988,nan,nan
2971.58168319,4309213.72039,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4309213.72039,2971.58168319,nan,nan,50000,2971.58168319,nan,nan
2653.88612515,4144573.32451,265.957446809,188,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4144573.32451,2653.88612515,nan,nan,50000,2653.88612515,nan,nan
2803.4296416,4629480.27748,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4629480.27748,2803.4296416,nan,nan,50000,2803.4296416,nan,nan
2803.50317585,4858814.14312,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4858814.14312,2803.50317585,nan,nan,50000,2803.50317585,nan,nan
3044.31917507,4045128.81817,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4045128.81817,3044.31917507,nan,nan,50000,3044.31917507,nan,nan
2493.40419442,3575382.94632,250.0,200,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3575382.94632,2493.40419442,nan,nan,50000,2493.40419442,nan,nan
3242.00874321,4205988.8881,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4205988.8881,3242.00874321,nan,nan,50000,3242.00874321,nan,nan
3201.00018918,5648405.41746,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5648405.41746,3201.00018918,nan,nan,50000,3201.00018918,nan,nan
3467.70035769,3941550.27001,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3941550.27001,3467.70035769,nan,nan,50000,3467.70035769,nan,nan
3374.55280998,4556567.32369,337.837837838,148,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4556567.32369,3374.55280998,nan,nan,50000,3374.55280998,nan,nan
3119.89541189,4132863.87022,312.5,160,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4132863.87022,3119.89541189,nan,nan,50000,3119.89541189,nan,nan
3468.5587156,4227475.81698,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4227475.81698,3468.5587156,nan,nan,50000,3468.5587156,nan,nan
3843.16371288,3587388.55492,384.615384615,130,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3587388.55492,3843.16371288,nan,nan,50000,3843.16371288,nan,nan
3043.68125555,3407884.6013,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3407884.6013,3043.68125555,nan,nan,50000,3043.68125555,nan,nan
2971.58816712,4640392.33297,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4640392.33297,2971.58816712,nan,nan,50000,2971.58816712,nan,nan
3241.16469429,3681560.85243,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3681560.85243,3241.16469429,nan,nan,50000,3241.16469429,nan,nan
3242.66177485,4696951.02792,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4696951.02792,3242.66177485,nan,nan,50000,3242.66177485,nan,nan
3516.80790722,4046000.43,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4046000.43,3516.80790722,nan,nan,50000,3516.80790722,nan,nan
2374.05452716,3658088.16863,238.095238095,210,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3658088.16863,2374.05452716,nan,nan,50000,2374.05452716,nan,nan
2711.76523495,4261614.78213,271.739130435,184,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4261614.78213,2711.76523495,nan,nan,50000,2711.76523495,nan,nan
3044.33675758,4266151.95102,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4266151.95102,3044.33675758,nan,nan,50000,3044.33675758,nan,nan
3242.61071061,4130611.01438,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4130611.01438,3242.61071061,nan,nan,50000,3242.61071061,nan,nan
3783.74059125,2602723.54313,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2602723.54313,3783.74059125,nan,nan,50000,3783.74059125,nan,nan
3006.78278052,3622109.53351,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3622109.53351,3006.78278052,nan,nan,50000,3006.78278052,nan,nan
3728.04230473,3267914.92752,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3267914.92752,3728.04230473,nan,nan,50000,3728.04230473,nan,nan
3843.10573625,3251812.36844,384.615384615,130,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3251812.36844,3843.10573625,nan,nan,50000,3843.10573625,nan,nan
3200.97193607,4003874.9886,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4003874.9886,3200.97193607,nan,nan,50000,3200.97193607,nan,nan
3160.29168961,4607897.80631,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4607897.80631,3160.29168961,nan,nan,50000,3160.29168961,nan,nan
3158.75239165,3509939.98032,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3509939.98032,3158.75239165,nan,nan,50000,3158.75239165,nan,nan
2802.77746225,3742867.63006,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3742867.63006,2802.77746225,nan,nan,50000,2802.77746225,nan,nan
2130.14732511,4237809.49255,213.675213675,234,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4237809.49255,2130.14732511,nan,nan,50000,2130.14732511,nan,nan
3671.37687913,2688631.64738,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2688631.64738,3671.37687913,nan,nan,50000,3671.37687913,nan,nan
2902.21097286,4194409.92048,290.697674419,172,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4194409.92048,2902.21097286,nan,nan,50000,2902.21097286,nan,nan
3420.91103719,4059418.94608,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4059418.94608,3420.91103719,nan,nan,50000,3420.91103719,nan,nan
3567.97759504,4254856.06263,357.142857143,140,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4254856.06263,3567.97759504,nan,nan,50000,3567.97759504,nan,nan
3160.29108472,3941521.70548,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3941521.70548,3160.29108472,nan,nan,50000,3160.29108472,nan,nan
4095.89662099,3415777.48769,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3415777.48769,4095.89662099,nan,nan,50000,4095.89662099,nan,nan
2971.61369116,4077264.00062,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4077264.00062,2971.61369116,nan,nan,50000,2971.61369116,nan,nan
3727.195854,2667429.23641,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2667429.23641,3727.195854,nan,nan,50000,3727.195854,nan,nan
3728.1216687,3078062.08782,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3078062.08782,3728.1216687,nan,nan,50000,3728.1216687,nan,nan
1946.16602153,4345153.36704,195.3125,256,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4345153.36704,1946.16602153,nan,nan,50000,1946.16602153,nan,nan
3284.76278048,3211623.32694,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3211623.32694,3284.76278048,nan,nan,50000,3284.76278048,nan,nan
2836.01076973,5333766.79391,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5333766.79391,2836.01076973,nan,nan,50000,2836.01076973,nan,nan
2307.91951715,4062495.42759,231.481481481,216,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4062495.42759,2307.91951715,nan,nan,50000,2307.91951715,nan,nan
4095.79289869,2186533.66985,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2186533.66985,4095.79289869,nan,nan,50000,4095.79289869,nan,nan
3468.52428711,3924278.48572,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3924278.48572,3468.52428711,nan,nan,50000,3468.52428711,nan,nan
2803.51339192,4895892.62898,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4895892.62898,2803.51339192,nan,nan,50000,2803.51339192,nan,nan
2867.9634137,4571863.90727,287.356321839,174,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4571863.90727,2867.9634137,nan,nan,50000,2867.9634137,nan,nan
2598.22402537,4581137.38165,260.416666667,192,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4581137.38165,2598.22402537,nan,nan,50000,2598.22402537,nan,nan
3241.97575203,4723201.67756,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4723201.67756,3241.97575203,nan,nan,50000,3241.97575203,nan,nan
3007.5008987,3903479.85565,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3903479.85565,3007.5008987,nan,nan,50000,3007.5008987,nan,nan
3783.95559715,1981728.05429,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1981728.05429,3783.95559715,nan,nan,50000,3783.95559715,nan,nan
2711.64119031,5269073.05606,271.739130435,184,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5269073.05606,2711.64119031,nan,nan,50000,2711.64119031,nan,nan
4095.75860061,2298099.72826,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2298099.72826,4095.75860061,nan,nan,50000,4095.75860061,nan,nan
2625.80457827,4447920.51638,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4447920.51638,2625.80457827,nan,nan,50000,2625.80457827,nan,nan
3200.24088166,3746529.09792,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3746529.09792,3200.24088166,nan,nan,50000,3200.24088166,nan,nan
3159.67922573,3469326.62927,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3469326.62927,3159.67922573,nan,nan,50000,3159.67922573,nan,nan
3420.80850215,4236049.26614,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4236049.26614,3420.80850215,nan,nan,50000,3420.80850215,nan,nan
3242.59614582,4439184.51965,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4439184.51965,3242.59614582,nan,nan,50000,3242.59614582,nan,nan
3200.20690012,4547621.18721,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4547621.18721,3200.20690012,nan,nan,50000,3200.20690012,nan,nan
2835.41968034,3541207.53591,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3541207.53591,2835.41968034,nan,nan,50000,2835.41968034,nan,nan
2970.80671182,4079870.8075,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4079870.8075,2970.80671182,nan,nan,50000,2970.80671182,nan,nan
3466.95557908,2694640.94035,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2694640.94035,3466.95557908,nan,nan,50000,3466.95557908,nan,nan
2971.59122969,4197346.46949,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4197346.46949,2971.59122969,nan,nan,50000,2971.59122969,nan,nan
3159.51346111,4399270.36814,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4399270.36814,3159.51346111,nan,nan,50000,3159.51346111,nan,nan
2772.8108224,4379209.15677,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4379209.15677,2772.8108224,nan,nan,50000,2772.8108224,nan,nan
3728.16085257,3595973.85908,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3595973.85908,3728.16085257,nan,nan,50000,3728.16085257,nan,nan
3329.36226533,4742671.49966,333.333333333,150,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4742671.49966,3329.36226533,nan,nan,50000,3329.36226533,nan,nan
2421.58229922,4773126.11479,242.718446602,206,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4773126.11479,2421.58229922,nan,nan,50000,2421.58229922,nan,nan
3241.85065697,3413806.58558,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3413806.58558,3241.85065697,nan,nan,50000,3241.85065697,nan,nan
2519.35087226,4646333.47184,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4646333.47184,2519.35087226,nan,nan,50000,2519.35087226,nan,nan
3783.74870114,2296430.47346,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2296430.47346,3783.74870114,nan,nan,50000,3783.74870114,nan,nan
3784.73315299,3091430.9556,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3091430.9556,3784.73315299,nan,nan,50000,3784.73315299,nan,nan
2397.6888056,4556212.85853,240.384615385,208,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4556212.85853,2397.6888056,nan,nan,50000,2397.6888056,nan,nan
4462.42448903,1329630.58795,446.428571429,112,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1329630.58795,4462.42448903,nan,nan,50000,4462.42448903,nan,nan
2835.37314868,4528616.82957,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4528616.82957,2835.37314868,nan,nan,50000,2835.37314868,nan,nan
4164.32266183,3367793.71213,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3367793.71213,4164.32266183,nan,nan,50000,4164.32266183,nan,nan
3419.36969903,2308198.00986,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2308198.00986,3419.36969903,nan,nan,50000,3419.36969903,nan,nan
2868.12940002,3833839.97183,287.356321839,174,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3833839.97183,2868.12940002,nan,nan,50000,2868.12940002,nan,nan
2147.96483117,3856708.41251,215.517241379,232,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3856708.41251,2147.96483117,nan,nan,50000,2147.96483117,nan,nan
2351.61922625,3589372.7685,235.849056604,212,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3589372.7685,2351.61922625,nan,nan,50000,2351.61922625,nan,nan
4029.56030127,3184987.72491,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3184987.72491,4029.56030127,nan,nan,50000,4029.56030127,nan,nan
2519.19970354,4556594.62019,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4556594.62019,2519.19970354,nan,nan,50000,2519.19970354,nan,nan
2469.07016583,3520563.92383,247.524752475,202,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3520563.92383,2469.07016583,nan,nan,50000,2469.07016583,nan,nan
3673.05266446,3690009.81717,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3690009.81717,3673.05266446,nan,nan,50000,3673.05266446,nan,nan
3006.78701457,4037269.10938,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4037269.10938,3006.78701457,nan,nan,50000,3006.78701457,nan,nan
3242.65132984,4240441.33446,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4240441.33446,3242.65132984,nan,nan,50000,3242.65132984,nan,nan
1669.70992338,3405977.68886,167.785234899,298,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3405977.68886,1669.70992338,nan,nan,50000,1669.70992338,nan,nan
2224.63410952,3207477.54942,223.214285714,224,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3207477.54942,2224.63410952,nan,nan,50000,2224.63410952,nan,nan
3419.3873113,3536811.67329,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3536811.67329,3419.3873113,nan,nan,50000,3419.3873113,nan,nan
2625.6623106,4844943.90995,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4844943.90995,2625.6623106,nan,nan,50000,2625.6623106,nan,nan
3728.16850182,2970422.73187,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2970422.73187,3728.16850182,nan,nan,50000,3728.16850182,nan,nan
3285.44113238,4295124.58819,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4295124.58819,3285.44113238,nan,nan,50000,3285.44113238,nan,nan
3784.75201089,3503025.30373,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3503025.30373,3784.75201089,nan,nan,50000,3784.75201089,nan,nan
3200.12404625,4102668.55006,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4102668.55006,3200.12404625,nan,nan,50000,3200.12404625,nan,nan
3467.68286581,3188552.38536,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3188552.38536,3467.68286581,nan,nan,50000,3467.68286581,nan,nan
2683.07756092,4403390.99697,268.817204301,186,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4403390.99697,2683.07756092,nan,nan,50000,2683.07756092,nan,nan
3517.57937618,3856197.89266,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3856197.89266,3517.57937618,nan,nan,50000,3517.57937618,nan,nan
2712.32235585,4908106.35555,271.739130435,184,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4908106.35555,2712.32235585,nan,nan,50000,2712.32235585,nan,nan
2835.31237731,4264965.41521,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4264965.41521,2835.31237731,nan,nan,50000,2835.31237731,nan,nan
3467.83858169,3580521.17323,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3580521.17323,3467.83858169,nan,nan,50000,3467.83858169,nan,nan
2075.65761506,3346413.60137,208.333333333,240,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3346413.60137,2075.65761506,nan,nan,50000,2075.65761506,nan,nan
3200.9355149,3998032.83204,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3998032.83204,3200.9355149,nan,nan,50000,3200.9355149,nan,nan
2683.04391706,4377454.50147,268.817204301,186,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4377454.50147,2683.04391706,nan,nan,50000,2683.04391706,nan,nan
4094.93614547,2574822.12069,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2574822.12069,4094.93614547,nan,nan,50000,4094.93614547,nan,nan
3728.10408594,3914120.10464,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3914120.10464,3728.10408594,nan,nan,50000,3728.10408594,nan,nan
2545.65870288,4760679.78348,255.102040816,196,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4760679.78348,2545.65870288,nan,nan,50000,2545.65870288,nan,nan
3467.89676618,3301844.92609,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3301844.92609,3467.89676618,nan,nan,50000,3467.89676618,nan,nan
2742.23312454,4286292.87808,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4286292.87808,2742.23312454,nan,nan,50000,2742.23312454,nan,nan
3006.1711466,3277309.38841,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3277309.38841,3006.1711466,nan,nan,50000,3006.1711466,nan,nan
3420.16395952,3683529.56509,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3683529.56509,3420.16395952,nan,nan,50000,3420.16395952,nan,nan
3043.73454918,5182568.01128,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5182568.01128,3043.73454918,nan,nan,50000,3043.73454918,nan,nan
2970.08770592,3128031.61494,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3128031.61494,2970.08770592,nan,nan,50000,2970.08770592,nan,nan
3241.96790921,3654352.04241,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3654352.04241,3241.96790921,nan,nan,50000,3241.96790921,nan,nan
2329.67805717,4112411.515,233.644859813,214,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4112411.515,2329.67805717,nan,nan,50000,2329.67805717,nan,nan
2493.90937555,4282706.30013,250.0,200,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4282706.30013,2493.90937555,nan,nan,50000,2493.90937555,nan,nan
3159.37178568,3441024.01266,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3441024.01266,3159.37178568,nan,nan,50000,3159.37178568,nan,nan
2742.19944788,5155414.78201,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5155414.78201,2742.19944788,nan,nan,50000,2742.19944788,nan,nan
4095.85747247,2620393.63026,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2620393.63026,4095.85747247,nan,nan,50000,4095.85747247,nan,nan
2266.27184927,3989194.32509,227.272727273,220,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3989194.32509,2266.27184927,nan,nan,50000,2266.27184927,nan,nan
3727.32693244,3335567.0376,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3335567.0376,3727.32693244,nan,nan,50000,3727.32693244,nan,nan
3241.38799431,3414051.60328,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3414051.60328,3241.38799431,nan,nan,50000,3241.38799431,nan,nan
3007.48651769,4151320.05286,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4151320.05286,3007.48651769,nan,nan,50000,3007.48651769,nan,nan
4095.82627067,2066806.7825,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2066806.7825,4095.82627067,nan,nan,50000,4095.82627067,nan,nan
2971.58180719,5308993.80993,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5308993.80993,2971.58180719,nan,nan,50000,2971.58180719,nan,nan
