Bound,VarNormIw,MaxVanillaIw,eRenyi2,AvgEpLen,BatchSize,ESSClassic,MinVanillaIw,AvgNormIw,Delta,J,MaxNormIw,VarRet,IterType,VarVanillaIw,VarJ,VarDiscRet,AvgVanillaIw,EpsThisIter,ESSRenyi,AvgRet,MinNormIw,AvgDiscRet,VanillaAvgRet
-438.196,3.20543e-06,1.38896,1.029,500.0,100,96.924216598,0.21935,0.01,0.2,-346.756,0.0134844,1188.38908373,1,0.0340099,32.4343,1188.38908373,1.03005,100,97.1821197397,-349.521344686,0.00212951,-349.521344686,-349.521344686
-431.442,2.31935e-06,1.25253,1.01659,500.0,100,97.755418567,0.440004,0.01,0.2,-337.936,0.0125766,955.94006008,1,0.0230046,29.0872,955.94006008,0.99592,100,98.3683159716,-339.573489607,0.00441806,-339.573489607,-339.573489607
-430.344,1.69417e-06,1.36614,1.01476,500.0,100,98.3504464217,0.565683,0.01,0.2,-342.332,0.0135537,991.200558661,1,0.0172119,31.2825,991.200558661,1.00794,100,98.5450735851,-343.685540968,0.00561225,-343.685540968,-343.685540968
-432.542,1.71242e-06,1.23052,1.01269,500.0,100,98.3329553235,0.517973,0.01,0.2,-344.891,0.0123603,1283.97803309,1,0.0169718,35.6391,1283.97803309,0.995538,100,98.7473137215,-346.005852713,0.00520294,-346.005852713,-346.005852713
-423.211,2.729e-06,1.47738,1.02428,500.0,100,97.3693961087,0.580357,0.01,0.2,-340.941,0.0149827,749.522389742,1,0.0265344,27.6245,749.522389742,0.986059,100,97.629627164,-342.826193822,0.00588562,-342.826193822,-342.826193822
-430.438,3.40489e-06,1.26771,1.0254,500.0,100,96.7390764813,0.453329,0.01,0.2,-339.849,0.0130225,1010.66278483,1,0.0322663,31.1278,1010.66278483,0.973471,100,97.5232312959,-342.061486737,0.00465683,-342.061486737,-342.061486737
-450.753,5.00746e-07,1.25844,1.00337,500.0,100,99.5066689464,0.817716,0.01,0.2,-345.829,0.0125594,1121.81972124,1,0.00502745,33.0018,1121.81972124,1.00199,100,99.663772017,-346.180796109,0.00816089,-346.180796109,-346.180796109
-425.899,2.09972e-06,1.45331,1.01641,500.0,100,97.9636268868,0.696841,0.01,0.2,-341.522,0.0145708,839.058647194,1,0.0208888,28.4367,839.058647194,0.997416,100,98.3855408602,-342.839022376,0.00698647,-342.839022376,-342.839022376
-431.944,1.60496e-06,1.26554,1.0141,500.0,100,98.435939458,0.492608,0.01,0.2,-340.456,0.0125911,1052.56335785,1,0.0162138,31.3936,1052.56335785,1.0051,100,98.6100493849,-341.852038386,0.00490107,-341.852038386,-341.852038386
-430.389,9.17157e-07,1.31724,1.00777,500.0,100,99.1002040687,0.723559,0.01,0.2,-339.301,0.0133841,1076.8453251,1,0.00888375,33.0791,1076.8453251,0.984184,100,99.2293368227,-339.975481887,0.00735187,-339.975481887,-339.975481887
-429.183,2.45573e-06,1.27787,1.01893,500.0,100,97.6265119068,0.614812,0.01,0.2,-344.461,0.012853,793.771250568,1,0.0242743,27.2063,793.771250568,0.994221,100,98.1420005267,-346.032956204,0.00618386,-346.032956204,-346.032956204
-433.094,3.16989e-06,2.07391,1.02458,500.0,100,96.9573038301,0.659966,0.01,0.2,-341.9,0.0204609,1281.38312095,1,0.0325667,36.6873,1281.38312095,1.0136,100,97.6011610764,-344.078676442,0.00651113,-344.078676442,-344.078676442
-419.216,1.58764e-06,1.27883,1.01714,500.0,100,98.4525195103,0.677132,0.01,0.2,-335.4,0.0126964,904.334178495,1,0.0161073,29.792,904.334178495,1.00724,100,98.3147416536,-336.794682859,0.00672262,-336.794682859,-336.794682859
-435.499,7.28988e-07,1.24103,1.00854,500.0,100,99.2834538743,0.784661,0.01,0.2,-342.068,0.0122801,1130.89181197,1,0.00744527,32.8647,1130.89181197,1.0106,100,99.1533217915,-342.868003368,0.00776429,-342.868003368,-342.868003368
-431.65,3.12499e-06,2.12821,1.0216,500.0,100,96.9990960807,0.766118,0.01,0.2,-341.308,0.0214139,1052.98200728,1,0.0308665,33.4733,1052.98200728,0.993846,100,97.8857829922,-343.149546864,0.00770862,-343.149546864,-343.149546864
-414.123,3.68137e-06,1.74633,1.02293,500.0,100,96.4836353938,0.476668,0.01,0.2,-334.652,0.0175299,575.091142363,1,0.0365344,24.4413,575.091142363,0.9962,100,97.7587049985,-336.391150581,0.00478487,-336.391150581,-336.391150581
-427.733,1.9917e-06,1.69959,1.01575,500.0,100,98.0663391473,0.74766,0.01,0.2,-340.829,0.0167611,1159.00445807,1,0.020479,33.6972,1159.00445807,1.01401,100,98.4492202913,-342.13775723,0.00737331,-342.13775723,-342.13775723
-432.871,2.41217e-06,1.35999,1.02156,500.0,100,97.6676875848,0.556316,0.01,0.2,-342.059,0.0136109,1158.8265333,1,0.0240828,33.9418,1158.8265333,0.999194,100,97.8893696909,-343.897095239,0.00556765,-343.897095239,-343.897095239
-433.483,2.42834e-06,1.92825,1.01953,500.0,100,97.6523801884,0.783057,0.01,0.2,-341.381,0.0187944,920.71935787,1,0.0255609,30.947,920.71935787,1.02597,100,98.0843714677,-343.044891016,0.00763238,-343.044891016,-343.044891016
-429.594,1.80673e-06,1.45802,1.0155,500.0,100,98.2427450103,0.679002,0.01,0.2,-335.277,0.0144604,1203.17575673,1,0.0183678,33.6431,1203.17575673,1.00828,100,98.4740446726,-336.662371498,0.00673425,-336.662371498,-336.662371498
-437.262,1.32705e-06,1.30581,1.01072,500.0,100,98.7032596156,0.599173,0.01,0.2,-344.389,0.0129038,1158.07601231,1,0.0135898,33.3631,1158.07601231,1.01196,100,98.9394502135,-345.380976572,0.00592092,-345.380976572,-345.380976572
-445.35,2.83035e-06,2.19827,1.01376,500.0,100,97.2743570463,0.597455,0.01,0.2,-341.997,0.0216522,1118.71871263,1,0.0291742,33.435,1118.71871263,1.01526,100,98.64299281,-343.345064648,0.00588473,-343.345064648,-343.345064648
-437.264,4.78246e-06,1.62969,1.03328,500.0,100,95.4794154898,0.460109,0.01,0.2,-341.951,0.0162621,1242.09945505,1,0.0480293,35.4353,1242.09945505,1.00214,100,96.7792095299,-344.929612325,0.00459127,-344.929612325,-344.929612325
-449.542,3.82467e-06,2.27691,1.02419,500.0,100,96.351704548,0.680096,0.01,0.2,-342.765,0.0225486,1229.39170614,1,0.0389981,35.5209,1229.39170614,1.00978,100,97.6381497724,-345.025429209,0.00673512,-345.025429209,-345.025429209
-430.727,2.46909e-06,1.24182,1.01955,500.0,100,97.6139484578,0.516396,0.01,0.2,-343.686,0.0127142,977.960282324,1,0.0235549,30.2244,977.960282324,0.976725,100,98.0829149795,-345.404124639,0.00528702,-345.404124639,-345.404124639
-433.363,1.80598e-06,1.55923,1.01393,500.0,100,98.2434482569,0.685207,0.01,0.2,-344.681,0.015466,1046.76087612,1,0.0183559,31.6616,1046.76087612,1.00817,100,98.6265125486,-345.906485943,0.00679657,-345.906485943,-345.906485943
-427.46,2.08642e-06,1.25753,1.01473,500.0,100,97.9762564574,0.458393,0.01,0.2,-339.258,0.0126329,1032.39795154,1,0.0206747,31.3233,1032.39795154,0.995447,100,98.5483382862,-340.623300605,0.00460489,-340.623300605,-340.623300605
-421.716,7.5059e-06,1.59443,1.04087,500.0,100,93.0831385709,0.277493,0.01,0.2,-332.635,0.0168427,1106.13789301,1,0.0672651,30.8119,1106.13789301,0.946659,100,96.0735695204,-336.602027204,0.00293129,-336.602027204,-336.602027204
-441.186,1.03184e-06,1.39865,1.00839,500.0,100,98.9887790512,0.847703,0.01,0.2,-347.493,0.0137259,984.403773525,1,0.010714,31.4777,984.403773525,1.01899,100,99.1678097289,-348.281871222,0.00831907,-348.281871222,-348.281871222
-428.168,6.07391e-07,1.35294,1.00666,500.0,100,99.4022927193,0.816685,0.01,0.2,-338.593,0.0135119,975.322243527,1,0.00608964,30.4828,975.322243527,1.00129,100,99.338384208,-339.179788284,0.0081563,-339.179788284,-339.179788284
-424.547,1.94002e-06,1.24829,1.0185,500.0,100,98.1155883581,0.555676,0.01,0.2,-339.121,0.0126182,1022.40587103,1,0.0189862,31.3136,1022.40587103,0.989273,100,98.1835257457,-340.671071041,0.00561702,-340.671071041,-340.671071041
-437.56,4.73571e-06,2.03834,1.03203,500.0,100,95.5215991616,0.650714,0.01,0.2,-339.733,0.0201236,1335.59776897,1,0.0485878,36.2185,1335.59776897,1.01291,100,96.8964317137,-342.817321367,0.0064242,-342.817321367,-342.817321367
-419.609,1.51867e-06,1.22377,1.01203,500.0,100,98.5187769578,0.39619,0.01,0.2,-335.929,0.0121997,963.989494399,1,0.0152816,31.628,963.989494399,1.00312,100,98.8116603443,-336.972205129,0.00394958,-336.972205129,-336.972205129
-425.806,4.5752e-07,1.12321,1.00446,500.0,100,99.5491081075,0.737499,0.01,0.2,-339.845,0.0113001,804.019731485,1,0.0045203,27.9223,804.019731485,0.993981,100,99.555923516,-340.230946194,0.00741965,-340.230946194,-340.230946194
-429.079,7.68954e-07,1.21134,1.00894,500.0,100,99.2444796923,0.776092,0.01,0.2,-341.313,0.0121652,1044.14678009,1,0.0076241,31.3045,1044.14678009,0.995735,100,99.1143917892,-342.135022835,0.00779416,-342.135022835,-342.135022835
-425.391,9.35135e-07,1.15498,1.01071,500.0,100,99.0827153561,0.724618,0.01,0.2,-338.523,0.0114641,1005.63138583,1,0.00949171,31.4312,1005.63138583,1.00748,100,98.9403721058,-339.450103044,0.0071924,-339.450103044,-339.450103044
-431.965,7.65831e-07,1.18019,1.00866,500.0,100,99.2475078323,0.726698,0.01,0.2,-343.018,0.011954,1148.92979328,1,0.00746463,33.6039,1148.92979328,0.987274,100,99.1413220461,-343.796078893,0.00736065,-343.796078893,-343.796078893
-432.104,2.74697e-06,1.79908,1.02142,500.0,100,97.3525134654,0.770648,0.01,0.2,-341.214,0.0175335,1057.51661662,1,0.0289214,32.579,1057.51661662,1.02608,100,97.9031477992,-343.098245793,0.00751059,-343.098245793,-343.098245793
-423.589,8.64834e-07,1.24689,1.00924,500.0,100,99.1510807775,0.768081,0.01,0.2,-340.17,0.012506,827.454773929,1,0.00859713,28.3533,827.454773929,0.997035,100,99.0841054179,-340.915446006,0.00770365,-340.915446006,-340.915446006
-426.433,9.63453e-07,1.34217,1.01123,500.0,100,99.055209494,0.797142,0.01,0.2,-339.716,0.0133161,935.905659006,1,0.00978793,30.5671,935.905659006,1.00793,100,98.8893204799,-340.691892337,0.00790871,-340.691892337,-340.691892337
-433.041,8.85437e-05,10.7633,1.1038,500.0,100,53.2883455835,0.696274,0.01,0.2,-337.996,0.0977388,1069.64964258,1,1.07379,52.6152,1069.64964258,1.10123,100,90.5964699313,-344.202946784,0.00632266,-344.202946784,-344.202946784
-423.398,9.50153e-07,1.28899,1.01238,500.0,100,99.0681274388,0.791472,0.01,0.2,-334.624,0.0129747,731.959618513,1,0.00937777,26.2377,731.959618513,0.993466,100,98.7766617604,-335.746891804,0.00796678,-335.746891804,-335.746891804
-438.751,1.3972e-06,1.22365,1.01212,500.0,100,98.6356844096,0.588452,0.01,0.2,-342.746,0.0124919,1170.3521313,1,0.0134065,33.37,1170.3521313,0.979552,100,98.8028385501,-343.916190998,0.00600736,-343.916190998,-343.916190998
-428.258,1.1995e-06,1.3139,1.01006,500.0,100,98.8264082893,0.686188,0.01,0.2,-343.956,0.0131412,940.339174564,1,0.0119911,29.9218,940.339174564,0.999837,100,99.0036386039,-344.823461069,0.006863,-344.823461069,-344.823461069
-425.702,1.54594e-06,1.39231,1.01243,500.0,100,98.4926086315,0.759185,0.01,0.2,-341.064,0.0137801,963.582686109,1,0.0157819,31.0567,963.582686109,1.01038,100,98.7721026006,-342.110401104,0.00751387,-342.110401104,-342.110401104
-431.475,1.69103e-06,1.67463,1.01094,500.0,100,98.3534472969,0.593334,0.01,0.2,-343.586,0.0169041,1107.73505904,1,0.0165961,33.187,1107.73505904,0.990666,100,98.9176332193,-344.464861044,0.00598924,-344.464861044,-344.464861044
-432.839,1.2951e-06,1.31623,1.01425,500.0,100,98.7340936142,0.747653,0.01,0.2,-338.328,0.0130231,1276.03633316,1,0.0132295,34.7491,1276.03633316,1.01069,100,98.5953415315,-339.677969938,0.00739742,-339.677969938,-339.677969938
-430.381,1.6957e-06,1.35471,1.01226,500.0,100,98.3489899526,0.6684,0.01,0.2,-341.295,0.0137393,1173.34665257,1,0.0164859,34.7601,1173.34665257,0.986011,100,98.7888176997,-342.366364545,0.00677883,-342.366364545,-342.366364545
-425.966,1.25367e-06,1.34514,1.0122,500.0,100,98.7740920301,0.79998,0.01,0.2,-342.474,0.0131313,906.143962114,1,0.0131553,29.8122,906.143962114,1.02438,100,98.794832797,-343.459925718,0.00780943,-343.459925718,-343.459925718
-429.204,1.33612e-06,1.43284,1.01195,500.0,100,98.694503214,0.80793,0.01,0.2,-340.022,0.0143053,1019.33661188,1,0.0134045,32.2254,1019.33661188,1.00162,100,98.8194010786,-341.056764993,0.00806625,-341.056764993,-341.056764993
-414.502,1.10953e-06,1.27056,1.00952,500.0,100,98.9134910722,0.662185,0.01,0.2,-335.265,0.0126056,837.586823604,1,0.0112721,28.5891,837.586823604,1.00794,100,99.056644769,-336.029030243,0.00656971,-336.029030243,-336.029030243
-425.874,2.5149e-06,1.6019,1.01562,500.0,100,97.5707334629,0.664456,0.01,0.2,-342.432,0.0157218,905.864877864,1,0.0261086,30.1667,905.864877864,1.0189,100,98.4615731324,-343.770475766,0.00652131,-343.770475766,-343.770475766
-436.535,0.000565568,32.5553,1.25666,500.0,100,15.1535304263,0.425063,0.01,0.2,-330.789,0.242551,1515.22072579,1,10.1887,99.4977,1515.22072579,1.3422,100,79.5758161313,-346.07160043,0.00316691,-346.07160043,-346.07160043
-428.938,3.06091e-07,1.1296,1.0026,500.0,100,99.6979077899,0.848772,0.01,0.2,-340.597,0.0112664,968.470135884,1,0.00307701,30.895,968.470135884,1.00263,100,99.7408092141,-340.8232139,0.00846549,-340.8232139,-340.8232139
-434.44,2.7946e-06,1.21357,1.01911,500.0,100,97.3078547984,0.411994,0.01,0.2,-341.565,0.0124615,1147.24675137,1,0.0265039,32.2431,1147.24675137,0.973858,100,98.1249641036,-343.584682072,0.00423053,-343.584682072,-343.584682072
-434.809,2.08699e-06,1.39536,1.01598,500.0,100,97.9756763471,0.480593,0.01,0.2,-341.155,0.0140128,1258.16645129,1,0.0206942,33.5539,1258.16645129,0.995781,100,98.42748035,-342.666879587,0.00482629,-342.666879587,-342.666879587
-434.391,1.68312e-06,1.28124,1.01194,500.0,100,98.3610104239,0.50218,0.01,0.2,-347.12,0.0130024,1039.29024984,1,0.0163429,31.7807,1039.29024984,0.985387,100,98.8200879091,-348.281568041,0.00509627,-348.281568041,-348.281568041
-424.372,1.05339e-06,1.23047,1.01081,500.0,100,98.9679287483,0.618009,0.01,0.2,-340.111,0.0122728,942.080482028,1,0.0105887,29.3889,942.080482028,1.0026,100,98.9309556087,-341.085485103,0.00616406,-341.085485103,-341.085485103
-419.954,1.02286e-06,1.37661,1.01081,500.0,100,98.9975164789,0.704263,0.01,0.2,-337.016,0.0137189,865.253051018,1,0.0102991,29.0743,865.253051018,1.00344,100,98.9306639243,-337.885469253,0.0070185,-337.885469253,-337.885469253
-420.228,1.20642e-06,1.58958,1.00722,500.0,100,98.8197365672,0.789862,0.01,0.2,-336.481,0.0158174,966.530221866,1,0.0121841,31.0913,966.530221866,1.00496,100,99.2828905181,-337.031521371,0.00785964,-337.031521371,-337.031521371
-431.136,1.12714e-06,1.36596,1.01437,500.0,100,98.8964638968,0.709134,0.01,0.2,-341.959,0.0134668,976.688336064,1,0.0115964,31.1003,976.688336064,1.01432,100,98.5836965807,-343.181873891,0.00699125,-343.181873891,-343.181873891
-449.171,5.67528e-07,1.1814,1.00581,500.0,100,99.4412649761,0.809263,0.01,0.2,-343.327,0.0119203,1283.53502004,1,0.00557443,35.5225,1283.53502004,0.991075,100,99.4220593121,-343.923295635,0.00816551,-343.923295635,-343.923295635
-424.119,4.03752e-06,1.47258,1.02731,500.0,100,96.1564805552,0.494474,0.01,0.2,-338.057,0.0145561,769.746616316,1,0.0413217,27.9469,769.746616316,1.01165,100,97.3415092109,-340.369501166,0.00488778,-340.369501166,-340.369501166
-429.332,6.61388e-07,1.1897,1.0081,500.0,100,99.3494924407,0.744469,0.01,0.2,-342.468,0.0118171,1057.83541474,1,0.00670355,32.5993,1057.83541474,1.00676,100,99.1967983089,-343.138785891,0.00739472,-343.138785891,-343.138785891
-444.318,1.88303e-06,1.37314,1.01569,500.0,100,98.1699208239,0.691085,0.01,0.2,-342.082,0.0138709,1845.04870197,1,0.0184534,40.2001,1845.04870197,0.989943,100,98.4554483242,-343.737121978,0.00698106,-343.737121978,-343.737121978
-433.49,1.07704e-06,1.36069,1.01098,500.0,100,98.9450227075,0.691931,0.01,0.2,-340.776,0.0137688,1312.58563207,1,0.0105187,35.9363,1312.58563207,0.988242,100,98.9137141801,-341.734500439,0.00700163,-341.734500439,-341.734500439
-440.846,3.30648e-06,1.64259,1.02221,500.0,100,96.8303212235,0.58441,0.01,0.2,-344.371,0.0165785,1577.31249734,1,0.0324587,38.757,1577.31249734,0.990792,100,97.8276443358,-346.508711179,0.00589841,-346.508711179,-346.508711179
-426.923,2.49758e-06,1.36364,1.02514,500.0,100,97.5870469031,0.573645,0.01,0.2,-336.752,0.013597,1075.372504,1,0.0251207,32.1034,1075.372504,1.0029,100,97.5472618743,-338.943138074,0.00571988,-338.943138074,-338.943138074
-420.396,1.86068e-06,1.39027,1.01423,500.0,100,98.1912171551,0.609241,0.01,0.2,-335.087,0.0141242,1024.79613005,1,0.018028,32.0911,1024.79613005,0.984324,100,98.5972884185,-336.217453955,0.00618944,-336.217453955,-336.217453955
-428.376,2.86816e-06,1.35649,1.02389,500.0,100,97.2389267166,0.405777,0.01,0.2,-338.707,0.0133924,998.473648811,1,0.0294253,31.7434,998.473648811,1.01288,100,97.6665692167,-340.80085835,0.00400616,-340.80085835,-340.80085835
-422.465,1.80655e-06,1.21988,1.01642,500.0,100,98.2428977552,0.694089,0.01,0.2,-338.767,0.0125417,992.120579073,1,0.0170909,31.1403,992.120579073,0.972652,100,98.3848831348,-340.071619811,0.00713604,-340.071619811,-340.071619811
-425.745,2.27179e-06,1.43453,1.01934,500.0,100,97.8004027664,0.492539,0.01,0.2,-338.687,0.0141634,972.38519514,1,0.0233052,29.9568,972.38519514,1.01284,100,98.1030573471,-340.399736933,0.00486294,-340.399736933,-340.399736933
-446.551,1.03292e-06,1.31996,1.01042,500.0,100,98.9877705577,0.682137,0.01,0.2,-339.59,0.01316,1319.69583027,1,0.0103915,35.2892,1319.69583027,1.00301,100,98.9691694684,-340.729003003,0.00680088,-340.729003003,-340.729003003
-429.723,2.44818e-06,1.67088,1.01883,500.0,100,97.6336422226,0.764872,0.01,0.2,-343.939,0.0166786,954.581542806,1,0.0245706,31.7518,954.581542806,1.00181,100,98.151772735,-345.522618792,0.0076349,-345.522618792,-345.522618792
-428.157,1.60621e-06,1.43839,1.01347,500.0,100,98.4347488278,0.699105,0.01,0.2,-341.849,0.0145344,1016.97750763,1,0.0157312,32.3006,1016.97750763,0.989644,100,98.6712342914,-342.99878073,0.0070642,-342.99878073,-342.99878073
-428.886,2.18359e-06,1.53491,1.0173,500.0,100,97.8839991497,0.669196,0.01,0.2,-336.345,0.0149901,888.916324401,1,0.0228945,30.5261,888.916324401,1.02395,100,98.2995803587,-337.95337297,0.00653541,-337.95337297,-337.95337297
-426.154,2.46313e-06,1.71884,1.02105,500.0,100,97.6195566904,0.726162,0.01,0.2,-341.301,0.0173068,993.013305716,1,0.0242953,31.9767,993.013305716,0.993156,100,97.9387077488,-343.008424143,0.00731166,-343.008424143,-343.008424143
-423.728,1.26659e-06,1.62957,1.01122,500.0,100,98.7616289818,0.824919,0.01,0.2,-335.665,0.0161228,1110.2650475,1,0.012939,33.723,1110.2650475,1.01072,100,98.8908476482,-336.590472878,0.00816166,-336.590472878,-336.590472878
-422.513,1.54783e-06,1.30976,1.0141,500.0,100,98.4907630084,0.574991,0.01,0.2,-338.339,0.013058,996.239002898,1,0.0155722,31.3934,996.239002898,1.00303,100,98.6098407322,-339.461212527,0.00573253,-339.461212527,-339.461212527
