J,EpsThisIter,Bound,VarVanillaIw,VarNormIw,AvgRet,AvgNormIw,VanillaAvgRet,MaxNormIw,IterType,MinNormIw,VarJ,MinVanillaIw,Delta,AvgVanillaIw,VarRet,VarDiscRet,ESSClassic,AvgDiscRet,AvgEpLen,ESSRenyi,eRenyi2,BatchSize,MaxVanillaIw
-50.6791,100,-50.6791,5.09618e-14,0.002,-61.2332962184,0.002,-61.2332962184,1.0,1,,1.92266e-09,,1.0,1.00957e-08,1348.73445944,1348.73445944,1.0,-61.2332962184,88.88,0.000393542053609,1.27051e+06,500,5.04786e-06
-66.2171,100,-66.2171,,3.50449e-18,-66.2170576625,0.01,-66.2170576625,0.01,2,0.01,50.5729,1.0,1.0,1.0,2583.4489548,2583.4489548,100.0,-66.2170576625,95.24,500.0,1.0,500,1.0
-63.7539,100,-63.7539,,2.1793e-19,-61.2906570482,0.005,-61.2906570482,0.005,2,0.005,44.2173,1.0,1.0,1.0,1354.12537482,1354.12537482,200.000000102,-61.2906570482,88.94,500.0,1.0,500,1.0
-61.9989,100,-61.9989,,5.43914e-20,-58.4889756359,0.00333333,-58.4889756359,0.00333333,2,0.00333333,36.395,1.0,1.0,1.0,45.4371039847,45.4371039847,299.999969474,-58.4889756359,85.33,500.0,1.0,500,1.0
-61.1367,100,-61.1367,,5.4346e-20,-58.5501423326,0.0025,-58.5501423326,0.0025,2,0.0025,31.7769,1.0,1.0,1.0,56.9469782446,56.9469782446,400.0,-58.5501423326,86.08,500.0,1.0,500,1.0
-53.9753,100,-53.9753,2.44247e+09,0.000196393,-57.0107333796,0.002,-57.0107333796,0.1,1,,48.3222,,1.0,7053.14,51.7079884372,51.7079884372,10.0000017099,-57.0107333796,83.42,0.00282458597307,177017.0,500,352657.0
-57.6327,100,-57.6327,,3.50449e-18,-57.6326965699,0.01,-57.6326965699,0.01,2,0.01,6.95785,1.0,1.0,1.0,48.9007326307,48.9007326307,100.0,-57.6326965699,84.55,500.0,1.0,500,1.0
-58.124,100,-58.124,,2.1793e-19,-58.6153446409,0.005,-58.6153446409,0.005,2,0.005,7.1416,1.0,1.0,1.0,53.6469292369,53.6469292369,200.000000102,-58.6153446409,85.8,500.0,1.0,500,1.0
-59.4753,100,-59.4753,,5.43914e-20,-62.177824382,0.00333333,-62.177824382,0.00333333,2,0.00333333,21.9262,1.0,1.0,1.0,1342.74257934,1342.74257934,299.999969474,-62.177824382,90.17,500.0,1.0,500,1.0
-59.2849,100,-59.2849,,5.4346e-20,-58.713599766,0.0025,-58.713599766,0.0025,2,0.0025,19.2681,1.0,1.0,1.0,42.759683141,42.759683141,400.0,-58.713599766,85.98,500.0,1.0,500,1.0
-59.6212,100,-59.6212,,5.43187e-20,-60.9665677348,0.002,-60.9665677348,0.002,1,0.002,23.7516,1.0,1.0,1.0,1346.86179029,1346.86179029,500.000006643,-60.9665677348,88.06,500.0,1.0,500,1.0
-58.8832,100,-58.8832,,3.50449e-18,-58.8832403526,0.01,-58.8832403526,0.01,2,0.01,6.71976,1.0,1.0,1.0,45.6112256854,45.6112256854,100.0,-58.8832403526,86.61,500.0,1.0,500,1.0
-58.7457,100,-58.7457,,2.1793e-19,-58.6082584946,0.005,-58.6082584946,0.005,2,0.005,7.53654,1.0,1.0,1.0,69.0968083394,69.0968083394,200.000000102,-58.6082584946,85.96,500.0,1.0,500,1.0
-58.9536,100,-58.9536,,5.43914e-20,-59.3693377678,0.00333333,-59.3693377678,0.00333333,2,0.00333333,7.62951,1.0,1.0,1.0,61.384299477,61.384299477,299.999969474,-59.3693377678,87.29,500.0,1.0,500,1.0
-58.6555,100,-58.6555,,5.4346e-20,-57.7613307811,0.0025,-57.7613307811,0.0025,2,0.0025,7.49961,1.0,1.0,1.0,49.7795340017,49.7795340017,400.0,-57.7613307811,84.56,500.0,1.0,500,1.0
-59.1766,100,-59.1766,,5.43187e-20,-61.2608068725,0.002,-61.2608068725,0.002,1,0.002,17.6648,1.0,1.0,1.0,1343.25018597,1343.25018597,500.000006643,-61.2608068725,88.55,500.0,1.0,500,1.0
-65.9439,100,-65.9439,,3.50449e-18,-65.9439202224,0.01,-65.9439202224,0.01,2,0.01,50.7341,1.0,1.0,1.0,2599.94845851,2599.94845851,100.0,-65.9439202224,94.61,500.0,1.0,500,1.0
-62.6474,100,-62.6474,,2.1793e-19,-59.3508550043,0.005,-59.3508550043,0.005,2,0.005,36.333,1.0,1.0,1.0,44.9406430196,44.9406430196,200.000000102,-59.3508550043,87.42,500.0,1.0,500,1.0
-61.2453,100,-61.2453,,5.43914e-20,-58.4412559795,0.00333333,-58.4412559795,0.00333333,2,0.00333333,29.9709,1.0,1.0,1.0,43.222857006,43.222857006,299.999969474,-58.4412559795,85.88,500.0,1.0,500,1.0
-61.8913,100,-61.8913,,5.4346e-20,-63.8291053733,0.0025,-63.8291053733,0.0025,2,0.0025,31.6657,1.0,1.0,1.0,1324.35051105,1324.35051105,400.0,-63.8291053733,92.87,500.0,1.0,500,1.0
-62.7416,100,-62.7416,,5.43187e-20,-66.1426031554,0.002,-66.1426031554,0.002,1,0.002,36.3739,1.0,1.0,1.0,2616.13729594,2616.13729594,500.000006643,-66.1426031554,94.64,500.0,1.0,500,1.0
-62.9083,100,-62.9083,,3.50449e-18,-62.9082772261,0.01,-62.9082772261,0.01,2,0.01,36.5113,1.0,1.0,1.0,1346.53863234,1346.53863234,100.0,-62.9082772261,91.26,500.0,1.0,500,1.0
-61.1556,100,-61.1556,,2.1793e-19,-59.4030113098,0.005,-59.4030113098,0.005,2,0.005,26.4897,1.0,1.0,1.0,64.8396353074,64.8396353074,200.000000102,-59.4030113098,87.3,500.0,1.0,500,1.0
-61.9547,100,-61.9547,,5.43914e-20,-63.5527845742,0.00333333,-63.5527845742,0.00333333,2,0.00333333,30.1132,1.0,1.0,1.0,1326.44000774,1326.44000774,299.999969474,-63.5527845742,92.68,500.0,1.0,500,1.0
-61.1367,100,-61.1367,,5.4346e-20,-58.6827515499,0.0025,-58.6827515499,0.0025,2,0.0025,26.462,1.0,1.0,1.0,73.2308741227,73.2308741227,400.0,-58.6827515499,85.61,500.0,1.0,500,1.0
-61.2545,100,-61.2545,,5.43187e-20,-61.7258774927,0.002,-61.7258774927,0.002,1,0.002,28.7234,1.0,1.0,1.0,1337.32294151,1337.32294151,500.000006643,-61.7258774927,89.31,500.0,1.0,500,1.0
-58.5596,100,-58.5596,,3.50449e-18,-58.55959776,0.01,-58.55959776,0.01,2,0.01,7.80658,1.0,1.0,1.0,61.5582576112,61.5582576112,100.0,-58.55959776,86.35,500.0,1.0,500,1.0
-58.381,100,-58.381,,2.1793e-19,-58.2024345805,0.005,-58.2024345805,0.005,2,0.005,8.47256,1.0,1.0,1.0,83.396102078,83.396102078,200.000000102,-58.2024345805,84.99,500.0,1.0,500,1.0
-60.6282,100,-60.6282,,5.43914e-20,-65.1225892644,0.00333333,-65.1225892644,0.00333333,2,0.00333333,30.2503,1.0,1.0,1.0,2597.34524159,2597.34524159,299.999969474,-65.1225892644,92.86,500.0,1.0,500,1.0
-62.0107,100,-62.0107,,5.4346e-20,-66.1580484094,0.0025,-66.1580484094,0.0025,2,0.0025,36.4952,1.0,1.0,1.0,2585.28037062,2585.28037062,400.0,-66.1580484094,95.26,500.0,1.0,500,1.0
-61.3953,100,-61.3953,,5.43187e-20,-58.9335506526,0.002,-58.9335506526,0.002,1,0.002,32.8704,1.0,1.0,1.0,67.8133712052,67.8133712052,500.000006643,-58.9335506526,86.75,500.0,1.0,500,1.0
-57.3057,100,-57.3057,,3.50449e-18,-57.3057327168,0.01,-57.3057327168,0.01,2,0.01,7.6319,1.0,1.0,1.0,58.834181755,58.834181755,100.0,-57.3057327168,83.74,500.0,1.0,500,1.0
-58.1074,100,-58.1074,,2.1793e-19,-58.9091657624,0.005,-58.9091657624,0.005,2,0.005,7.66867,1.0,1.0,1.0,58.6722534074,58.6722534074,200.000000102,-58.9091657624,86.44,500.0,1.0,500,1.0
-59.3709,100,-59.3709,,5.43914e-20,-61.897819958,0.00333333,-61.897819958,0.00333333,2,0.00333333,22.0051,1.0,1.0,1.0,1338.86672295,1338.86672295,299.999969474,-61.897819958,89.82,500.0,1.0,500,1.0
-59.065,100,-59.065,,5.4346e-20,-58.1473177928,0.0025,-58.1473177928,0.0025,2,0.0025,19.4492,1.0,1.0,1.0,59.8930489747,59.8930489747,400.0,-58.1473177928,85.37,500.0,1.0,500,1.0
-58.9287,100,-58.9287,,5.43187e-20,-58.3832208759,0.002,-58.3832208759,0.002,1,0.002,17.5948,1.0,1.0,1.0,34.774762031,34.774762031,500.000006643,-58.3832208759,85.93,500.0,1.0,500,1.0
-61.9189,100,-61.9189,,3.50449e-18,-61.9189275238,0.01,-61.9189275238,0.01,2,0.01,36.3452,1.0,1.0,1.0,1334.31496117,1334.31496117,100.0,-61.9189275238,90.17,500.0,1.0,500,1.0
-59.3627,100,-59.3627,,2.1793e-19,-56.8065065971,0.005,-56.8065065971,0.005,2,0.005,26.2947,1.0,1.0,1.0,49.2764514314,49.2764514314,200.000000102,-56.8065065971,83.25,500.0,1.0,500,1.0
-60.1487,100,-60.1487,,5.43914e-20,-61.7206912196,0.00333333,-61.7206912196,0.00333333,2,0.00333333,30.0514,1.0,1.0,1.0,1336.0920344,1336.0920344,299.999969474,-61.7206912196,89.35,500.0,1.0,500,1.0
-60.3913,100,-60.3913,,5.4346e-20,-61.1190587665,0.0025,-61.1190587665,0.0025,2,0.0025,31.7549,1.0,1.0,1.0,1336.89436454,1336.89436454,400.0,-61.1190587665,88.7,500.0,1.0,500,1.0
-60.1573,100,-60.1573,,5.43187e-20,-59.2213387056,0.002,-59.2213387056,0.002,1,0.002,28.5848,1.0,1.0,1.0,51.3712603019,51.3712603019,500.000006643,-59.2213387056,87.34,500.0,1.0,500,1.0
-59.6624,100,-59.6624,,3.50449e-18,-59.6623959947,0.01,-59.6623959947,0.01,2,0.01,7.0455,1.0,1.0,1.0,50.140503874,50.140503874,100.0,-59.6623959947,88.02,500.0,1.0,500,1.0
-64.3568,100,-64.3568,,2.1793e-19,-69.0512394805,0.005,-69.0512394805,0.005,2,0.005,44.1854,1.0,1.0,1.0,3849.48513646,3849.48513646,200.000000102,-69.0512394805,98.2,500.0,1.0,500,1.0
-63.844,100,-63.844,,5.43914e-20,-62.818217137,0.00333333,-62.818217137,0.00333333,2,0.00333333,41.7868,1.0,1.0,1.0,1345.57746611,1345.57746611,299.999969474,-62.818217137,91.43,500.0,1.0,500,1.0
-62.6604,100,-62.6604,,5.4346e-20,-59.1095931497,0.0025,-59.1095931497,0.0025,2,0.0025,36.4324,1.0,1.0,1.0,54.6168960857,54.6168960857,400.0,-59.1095931497,86.72,500.0,1.0,500,1.0
-61.4805,100,-61.4805,,5.43187e-20,-56.7609468292,0.002,-56.7609468292,0.002,1,0.002,32.8539,1.0,1.0,1.0,60.380822629,60.380822629,500.000006643,-56.7609468292,82.59,500.0,1.0,500,1.0
-61.8955,100,-61.8955,,3.50449e-18,-61.8955414647,0.01,-61.8955414647,0.01,2,0.01,36.4679,1.0,1.0,1.0,1343.33860126,1343.33860126,100.0,-61.8955414647,89.41,500.0,1.0,500,1.0
-62.0317,100,-62.0317,,2.1793e-19,-62.1679121925,0.005,-62.1679121925,0.005,2,0.005,36.4795,1.0,1.0,1.0,1345.0088103,1345.0088103,200.000000102,-62.1679121925,89.87,500.0,1.0,500,1.0
-63.3336,100,-63.3336,,5.43914e-20,-65.9373177175,0.00333333,-65.9373177175,0.00333333,2,0.00333333,41.8558,1.0,1.0,1.0,2610.14323893,2610.14323893,299.999969474,-65.9373177175,94.68,500.0,1.0,500,1.0
-62.2468,100,-62.2468,,5.4346e-20,-58.9866120842,0.0025,-58.9866120842,0.0025,2,0.0025,36.4763,1.0,1.0,1.0,52.7267629296,52.7267629296,400.0,-58.9866120842,86.67,500.0,1.0,500,1.0
-62.3264,100,-62.3264,,5.43187e-20,-62.6447753982,0.002,-62.6447753982,0.002,1,0.002,36.4842,1.0,1.0,1.0,1346.75245974,1346.75245974,500.000006643,-62.6447753982,90.99,500.0,1.0,500,1.0
-59.6638,100,-59.6638,,3.50449e-18,-59.6638462368,0.01,-59.6638462368,0.01,2,0.01,6.98141,1.0,1.0,1.0,49.2324400011,49.2324400011,100.0,-59.6638462368,88.01,500.0,1.0,500,1.0
-60.5579,100,-60.5579,,2.1793e-19,-61.4519712116,0.005,-61.4519712116,0.005,2,0.005,26.2718,1.0,1.0,1.0,1343.51441069,1343.51441069,200.000000102,-61.4519712116,88.98,500.0,1.0,500,1.0
-60.006,100,-60.006,,5.43914e-20,-58.902034321,0.00333333,-58.902034321,0.00333333,2,0.00333333,21.8867,1.0,1.0,1.0,55.3864005322,55.3864005322,299.999969474,-58.902034321,86.79,500.0,1.0,500,1.0
-60.7403,100,-60.7403,,5.4346e-20,-62.9434643348,0.0025,-62.9434643348,0.0025,2,0.0025,26.316,1.0,1.0,1.0,1339.96943297,1339.96943297,400.0,-62.9434643348,91.5,500.0,1.0,500,1.0
-60.3207,100,-60.3207,,5.43187e-20,-58.6420734802,0.002,-58.6420734802,0.002,1,0.002,23.7715,1.0,1.0,1.0,52.308840397,52.308840397,500.000006643,-58.6420734802,85.85,500.0,1.0,500,1.0
-61.6632,100,-61.6632,,3.50449e-18,-61.6631582154,0.01,-61.6631582154,0.01,2,0.01,36.417,1.0,1.0,1.0,1339.59342779,1339.59342779,100.0,-61.6631582154,89.04,500.0,1.0,500,1.0
-61.5397,100,-61.5397,,2.1793e-19,-61.4161570898,0.005,-61.4161570898,0.005,2,0.005,36.5069,1.0,1.0,1.0,1352.8018462,1352.8018462,200.000000102,-61.4161570898,88.94,500.0,1.0,500,1.0
-61.98,100,-61.98,,5.43914e-20,-62.8605673164,0.00333333,-62.8605673164,0.00333333,2,0.00333333,36.4587,1.0,1.0,1.0,1334.39056042,1334.39056042,299.999969474,-62.8605673164,90.92,500.0,1.0,500,1.0
-61.9101,100,-61.9101,,5.4346e-20,-61.7007154463,0.0025,-61.7007154463,0.0025,2,0.0025,36.4888,1.0,1.0,1.0,1351.47602848,1351.47602848,400.0,-61.7007154463,89.48,500.0,1.0,500,1.0
-61.8708,100,-61.8708,,5.43187e-20,-61.7135760541,0.002,-61.7135760541,0.002,1,0.002,36.4623,1.0,1.0,1.0,1335.06878507,1335.06878507,500.000006643,-61.7135760541,89.47,500.0,1.0,500,1.0
-66.6632,100,-66.6632,,3.50449e-18,-66.6632136421,0.01,-66.6632136421,0.01,2,0.01,50.6155,1.0,1.0,1.0,2587.80810492,2587.80810492,100.0,-66.6632136421,95.65,500.0,1.0,500,1.0
-62.6164,100,-62.6164,,2.1793e-19,-58.569614453,0.005,-58.569614453,0.005,2,0.005,36.3689,1.0,1.0,1.0,51.2268987975,51.2268987975,200.000000102,-58.569614453,86.01,500.0,1.0,500,1.0
-61.4246,100,-61.4246,,5.43914e-20,-59.040927472,0.00333333,-59.040927472,0.00333333,2,0.00333333,30.0266,1.0,1.0,1.0,51.3799283907,51.3799283907,299.999969474,-59.040927472,86.58,500.0,1.0,500,1.0
-60.7727,100,-60.7727,,5.4346e-20,-58.8171346326,0.0025,-58.8171346326,0.0025,2,0.0025,26.3177,1.0,1.0,1.0,61.2082823478,61.2082823478,400.0,-58.8171346326,86.69,500.0,1.0,500,1.0
-60.9274,100,-60.9274,,5.43187e-20,-61.5461288835,0.002,-61.5461288835,0.002,1,0.002,28.6245,1.0,1.0,1.0,1339.25382401,1339.25382401,500.000006643,-61.5461288835,89.12,500.0,1.0,500,1.0
-58.8785,100,-58.8785,,3.50449e-18,-58.8784702159,0.01,-58.8784702159,0.01,2,0.01,6.29,1.0,1.0,1.0,39.9637485283,39.9637485283,100.0,-58.8784702159,86.72,500.0,1.0,500,1.0
-60.0344,100,-60.0344,,2.1793e-19,-61.1902455783,0.005,-61.1902455783,0.005,2,0.005,26.1286,1.0,1.0,1.0,1336.53555151,1336.53555151,200.000000102,-61.1902455783,88.77,500.0,1.0,500,1.0
-59.3576,100,-59.3576,,5.43914e-20,-58.0040291661,0.00333333,-58.0040291661,0.00333333,2,0.00333333,21.8021,1.0,1.0,1.0,58.427092971,58.427092971,299.999969474,-58.0040291661,84.91,500.0,1.0,500,1.0
-59.8888,100,-59.8888,,5.4346e-20,-61.4825158511,0.0025,-61.4825158511,0.0025,2,0.0025,26.2367,1.0,1.0,1.0,1337.43819277,1337.43819277,400.0,-61.4825158511,89.31,500.0,1.0,500,1.0
-60.2487,100,-60.2487,,5.43187e-20,-61.6881132506,0.002,-61.6881132506,0.002,1,0.002,28.5819,1.0,1.0,1.0,1341.99895924,1341.99895924,500.000006643,-61.6881132506,89.2,500.0,1.0,500,1.0
-62.4149,100,-62.4149,,3.50449e-18,-62.414912944,0.01,-62.414912944,0.01,2,0.01,36.4392,1.0,1.0,1.0,1341.22425927,1341.22425927,100.0,-62.414912944,90.87,500.0,1.0,500,1.0
-64.4517,100,-64.4517,,2.1793e-19,-66.4885215656,0.005,-66.4885215656,0.005,2,0.005,44.1661,1.0,1.0,1.0,2591.09361486,2591.09361486,200.000000102,-66.4885215656,95.36,500.0,1.0,500,1.0
-62.6089,100,-62.6089,,5.43914e-20,-58.9231627324,0.00333333,-58.9231627324,0.00333333,2,0.00333333,36.3477,1.0,1.0,1.0,42.2138327226,42.2138327226,299.999969474,-58.9231627324,86.55,500.0,1.0,500,1.0
-61.5219,100,-61.5219,,5.4346e-20,-58.2608662577,0.0025,-58.2608662577,0.0025,2,0.0025,31.7012,1.0,1.0,1.0,42.6607049521,42.6607049521,400.0,-58.2608662577,85.73,500.0,1.0,500,1.0
-60.755,100,-60.755,,5.43187e-20,-57.6876905215,0.002,-57.6876905215,0.002,1,0.002,28.5802,1.0,1.0,1.0,53.0316589176,53.0316589176,500.000006643,-57.6876905215,84.58,500.0,1.0,500,1.0
-60.8398,100,-60.8398,,3.50449e-18,-60.8397933912,0.01,-60.8397933912,0.01,2,0.01,36.3636,1.0,1.0,1.0,1335.66627333,1335.66627333,100.0,-60.8397933912,88.16,500.0,1.0,500,1.0
-60.8626,100,-60.8626,,2.1793e-19,-60.8854920739,0.005,-60.8854920739,0.005,2,0.005,36.5134,1.0,1.0,1.0,1357.72772123,1357.72772123,200.000000102,-60.8854920739,88.02,500.0,1.0,500,1.0
-59.7252,100,-59.7252,,5.43914e-20,-57.4502194025,0.00333333,-57.4502194025,0.00333333,2,0.00333333,30.1123,1.0,1.0,1.0,46.4911855135,46.4911855135,299.999969474,-57.4502194025,83.89,500.0,1.0,500,1.0
-59.1697,100,-59.1697,,5.4346e-20,-57.5031234792,0.0025,-57.5031234792,0.0025,2,0.0025,26.3463,1.0,1.0,1.0,53.0903033877,53.0903033877,400.0,-57.5031234792,83.81,500.0,1.0,500,1.0
-59.7049,100,-59.7049,,5.43187e-20,-61.8458644108,0.002,-61.8458644108,0.002,1,0.002,28.6818,1.0,1.0,1.0,1344.42676692,1344.42676692,500.000006643,-61.8458644108,89.48,500.0,1.0,500,1.0
-59.3749,100,-59.3749,,3.50449e-18,-59.3748584148,0.01,-59.3748584148,0.01,2,0.01,7.67945,1.0,1.0,1.0,59.5696404732,59.5696404732,100.0,-59.3748584148,87.24,500.0,1.0,500,1.0
-60.7545,100,-60.7545,,2.1793e-19,-62.1340999804,0.005,-62.1340999804,0.005,2,0.005,26.3483,1.0,1.0,1.0,1339.07883181,1339.07883181,200.000000102,-62.1340999804,89.88,500.0,1.0,500,1.0
-59.9899,100,-59.9899,,5.43914e-20,-58.4606692691,0.00333333,-58.4606692691,0.00333333,2,0.00333333,21.9675,1.0,1.0,1.0,56.3045821625,56.3045821625,299.999969474,-58.4606692691,85.79,500.0,1.0,500,1.0
-59.3073,100,-59.3073,,5.4346e-20,-57.2596161166,0.0025,-57.2596161166,0.0025,2,0.0025,19.4439,1.0,1.0,1.0,59.5464144612,59.5464144612,400.0,-57.2596161166,83.91,500.0,1.0,500,1.0
-59.7763,100,-59.7763,,5.43187e-20,-61.6520993152,0.002,-61.6520993152,0.002,1,0.002,23.8598,1.0,1.0,1.0,1343.2311444,1343.2311444,500.000006643,-61.6520993152,89.34,500.0,1.0,500,1.0
-60.8561,100,-60.8561,,3.50449e-18,-60.8560778235,0.01,-60.8560778235,0.01,2,0.01,36.6527,1.0,1.0,1.0,1356.99148604,1356.99148604,100.0,-60.8560778235,87.99,500.0,1.0,500,1.0
-60.5113,100,-60.5113,,2.1793e-19,-60.1665732679,0.005,-60.1665732679,0.005,2,0.005,36.6293,1.0,1.0,1.0,1353.28084163,1353.28084163,200.000000102,-60.1665732679,86.25,500.0,1.0,500,1.0
-62.4755,100,-62.4755,,5.43914e-20,-66.4038021003,0.00333333,-66.4038021003,0.00333333,2,0.00333333,41.9584,1.0,1.0,1.0,2600.968753,2600.968753,299.999969474,-66.4038021003,95.5,500.0,1.0,500,1.0
-63.311,100,-63.311,,5.4346e-20,-65.8173768523,0.0025,-65.8173768523,0.0025,2,0.0025,44.3486,1.0,1.0,1.0,2603.3457567,2603.3457567,400.0,-65.8173768523,94.58,500.0,1.0,500,1.0
-62.9107,100,-62.9107,,5.43187e-20,-61.309723599,0.002,-61.309723599,0.002,1,0.002,42.8974,1.0,1.0,1.0,1343.95259039,1343.95259039,500.000006643,-61.309723599,88.93,500.0,1.0,500,1.0
-62.5534,100,-62.5534,,3.50449e-18,-62.5534244332,0.01,-62.5534244332,0.01,2,0.01,36.2005,1.0,1.0,1.0,1323.71668268,1323.71668268,100.0,-62.5534244332,90.41,500.0,1.0,500,1.0
-62.4914,100,-62.4914,,2.1793e-19,-62.4294571489,0.005,-62.4294571489,0.005,2,0.005,36.2781,1.0,1.0,1.0,1335.07187364,1335.07187364,200.000000102,-62.4294571489,90.58,500.0,1.0,500,1.0
-61.1107,100,-61.1107,,5.43914e-20,-58.3492821926,0.00333333,-58.3492821926,0.00333333,2,0.00333333,29.9374,1.0,1.0,1.0,45.5574591257,45.5574591257,299.999969474,-58.3492821926,85.69,500.0,1.0,500,1.0
-60.4816,100,-60.4816,,5.4346e-20,-58.5943366386,0.0025,-58.5943366386,0.0025,2,0.0025,26.1658,1.0,1.0,1.0,45.5451174014,45.5451174014,400.0,-58.5943366386,85.49,500.0,1.0,500,1.0
-60.1238,100,-60.1238,,5.43187e-20,-58.6922914538,0.002,-58.6922914538,0.002,1,0.002,23.6409,1.0,1.0,1.0,53.8494525188,53.8494525188,500.000006643,-58.6922914538,86.75,500.0,1.0,500,1.0
-59.4801,100,-59.4801,,3.50449e-18,-59.4801175749,0.01,-59.4801175749,0.01,2,0.01,7.54852,1.0,1.0,1.0,57.5557117092,57.5557117092,100.0,-59.4801175749,87.55,500.0,1.0,500,1.0
-61.3558,100,-61.3558,,2.1793e-19,-63.2315016928,0.005,-63.2315016928,0.005,2,0.005,26.2287,1.0,1.0,1.0,1325.12596296,1325.12596296,200.000000102,-63.2315016928,91.74,500.0,1.0,500,1.0
-60.4198,100,-60.4198,,5.43914e-20,-58.5477784416,0.00333333,-58.5477784416,0.00333333,2,0.00333333,21.857,1.0,1.0,1.0,52.5592590084,52.5592590084,299.999969474,-58.5477784416,85.82,500.0,1.0,500,1.0
-59.8115,100,-59.8115,,5.4346e-20,-57.986675396,0.0025,-57.986675396,0.0025,2,0.0025,19.2337,1.0,1.0,1.0,42.5399307387,42.5399307387,400.0,-57.986675396,85.1,500.0,1.0,500,1.0
-61.0919,100,-61.0919,,5.43187e-20,-66.2133793448,0.002,-66.2133793448,0.002,1,0.002,28.5462,1.0,1.0,1.0,2587.78604802,2587.78604802,500.000006643,-66.2133793448,95.18,500.0,1.0,500,1.0
-59.0135,100,-59.0135,,3.50449e-18,-59.0135199809,0.01,-59.0135199809,0.01,2,0.01,7.25194,1.0,1.0,1.0,53.1218515977,53.1218515977,100.0,-59.0135199809,86.74,500.0,1.0,500,1.0
-58.9881,100,-58.9881,,2.1793e-19,-58.9627610075,0.005,-58.9627610075,0.005,2,0.005,7.1741,1.0,1.0,1.0,50.8520230582,50.8520230582,200.000000102,-58.9627610075,86.59,500.0,1.0,500,1.0
-58.1675,100,-58.1675,,5.43914e-20,-56.5261744869,0.00333333,-56.5261744869,0.00333333,2,0.00333333,7.37842,1.0,1.0,1.0,56.9161009097,56.9161009097,299.999969474,-56.5261744869,82.45,500.0,1.0,500,1.0
-58.3123,100,-58.3123,,5.4346e-20,-58.7469569144,0.0025,-58.7469569144,0.0025,2,0.0025,7.22762,1.0,1.0,1.0,45.8371283122,45.8371283122,400.0,-58.7469569144,86.21,500.0,1.0,500,1.0
-58.3376,100,-58.3376,,5.43187e-20,-58.438719248,0.002,-58.438719248,0.002,1,0.002,6.98835,1.0,1.0,1.0,35.574593872,35.574593872,500.000006643,-58.438719248,86.11,500.0,1.0,500,1.0
-58.5501,100,-58.5501,,3.50449e-18,-58.5501276174,0.01,-58.5501276174,0.01,2,0.01,6.7154,1.0,1.0,1.0,45.5521807717,45.5521807717,100.0,-58.5501276174,86.05,500.0,1.0,500,1.0
-58.4474,100,-58.4474,,2.1793e-19,-58.3446262656,0.005,-58.3446262656,0.005,2,0.005,6.9084,1.0,1.0,1.0,50.8425264737,50.8425264737,200.000000102,-58.3446262656,85.37,500.0,1.0,500,1.0
-61.722,100,-61.722,,5.43914e-20,-68.2711507089,0.00333333,-68.2711507089,0.00333333,2,0.00333333,36.3765,1.0,1.0,1.0,3848.43727672,3848.43727672,299.999969474,-68.2711507089,96.52,500.0,1.0,500,1.0
-61.8715,100,-61.8715,,5.4346e-20,-62.3202862534,0.0025,-62.3202862534,0.0025,2,0.0025,36.384,1.0,1.0,1.0,1338.57041027,1338.57041027,400.0,-62.3202862534,91.38,500.0,1.0,500,1.0
-61.2933,100,-61.2933,,5.43187e-20,-58.9800704215,0.002,-58.9800704215,0.002,1,0.002,32.716,1.0,1.0,1.0,50.2997333923,50.2997333923,500.000006643,-58.9800704215,86.56,500.0,1.0,500,1.0
-57.9959,100,-57.9959,,3.50449e-18,-57.9958515833,0.01,-57.9958515833,0.01,2,0.01,7.28486,1.0,1.0,1.0,53.6052098893,53.6052098893,100.0,-57.9958515833,84.85,500.0,1.0,500,1.0
-59.2926,100,-59.2926,,2.1793e-19,-60.5893622832,0.005,-60.5893622832,0.005,2,0.005,26.2977,1.0,1.0,1.0,1340.10766938,1340.10766938,200.000000102,-60.5893622832,87.48,500.0,1.0,500,1.0
-59.1905,100,-59.1905,,5.43914e-20,-58.986279044,0.00333333,-58.986279044,0.00333333,2,0.00333333,21.8464,1.0,1.0,1.0,49.0887417515,49.0887417515,299.999969474,-58.986279044,86.52,500.0,1.0,500,1.0
-58.9739,100,-58.9739,,5.4346e-20,-58.3240894385,0.0025,-58.3240894385,0.0025,2,0.0025,19.2839,1.0,1.0,1.0,55.6696924422,55.6696924422,400.0,-58.3240894385,85.43,500.0,1.0,500,1.0
-59.7466,100,-59.7466,,5.43187e-20,-62.8374006827,0.002,-62.8374006827,0.002,1,0.002,23.7506,1.0,1.0,1.0,1334.37190114,1334.37190114,500.000006643,-62.8374006827,91.4,500.0,1.0,500,1.0
-62.2032,100,-62.2032,,3.50449e-18,-62.2031827284,0.01,-62.2031827284,0.01,2,0.01,36.584,1.0,1.0,1.0,1351.90552331,1351.90552331,100.0,-62.2031827284,90.46,500.0,1.0,500,1.0
-62.5146,100,-62.5146,,2.1793e-19,-62.8261146264,0.005,-62.8261146264,0.005,2,0.005,36.4331,1.0,1.0,1.0,1329.45388397,1329.45388397,200.000000102,-62.8261146264,91.21,500.0,1.0,500,1.0
