eRenyi2,MaxVanillaIw,J,VarVanillaIw,VarNormIw,MinVanillaIw,VarDiscRet,AvgEpLen,ESSClassic,AvgDiscRet,Delta,Bound,VanillaAvgRet,MinNormIw,ESSRenyi,AvgRet,BatchSize,AvgNormIw,MaxNormIw,AvgVanillaIw,EpsThisIter,VarJ,VarRet,IterType
1.00808,1.12188,-106.9,0.00980842,9.89214e-07,0.636719,4.26099134596,15.03,99.0301904533,-106.945597445,0.8,-112.526,-106.945597445,0.00639431,99.198792483,-106.945597445,100,0.01,0.0112666,0.995759,100,2.01115,4.26099134596,1
1.00415,1.18288,-106.977,0.00500842,5.01058e-07,0.782791,4.16867985466,14.79,99.5064313322,-107.000704957,0.8,-112.553,-107.000704957,0.0078296,99.5869483122,-107.000704957,100,0.01,0.0118314,0.999784,100,2.03097,4.16867985466,1
1.00921,1.32328,-106.872,0.0107591,1.10565e-06,0.764838,4.24657836146,14.55,98.917283151,-106.92111726,0.8,-112.44,-106.92111726,0.00775336,99.0874059326,-106.92111726,100,0.01,0.0134144,0.98646,100,2.07579,4.24657836146,1
1.01437,1.88214,-106.696,0.0179635,1.78038e-06,0.852912,4.52120078592,14.8,98.2679585077,-106.781761406,0.8,-112.346,-106.781761406,0.00849111,98.5830014468,-106.781761406,100,0.01,0.0187375,1.00448,100,2.05811,4.52120078592,1
1.00911,1.22871,-107.228,0.00760952,7.60144e-07,0.757063,4.69599140036,14.88,99.2530909193,-107.279798664,0.8,-112.848,-107.279798664,0.00756661,99.0972970891,-107.279798664,100,0.01,0.0122806,1.00053,100,2.16706,4.69599140036,1
1.00834,1.27396,-106.4,0.0108128,1.10714e-06,0.640293,4.08024365934,14.85,98.9158103837,-106.445363091,0.8,-112.02,-106.445363091,0.00647906,99.1728275744,-106.445363091,100,0.01,0.012891,0.98825,100,1.97805,4.08024365934,1
1.01016,1.13787,-106.775,0.0117666,1.16549e-06,0.583535,3.65802029596,14.67,98.8593420249,-106.830990633,0.8,-112.393,-106.830990633,0.00580759,98.9939063211,-106.830990633,100,0.01,0.0113245,1.00478,100,1.85036,3.65802029596,1
1.00656,1.30896,-106.872,0.00671698,6.49821e-07,0.809875,4.19870263148,14.52,99.3608031785,-106.909447512,0.8,-112.476,-106.909447512,0.00796577,99.3482431747,-106.909447512,100,0.01,0.0128746,1.01669,100,2.0523,4.19870263148,1
1.01395,1.89719,-106.801,0.0239129,2.34967e-06,0.817052,4.01368035862,14.68,97.7267491291,-106.873924085,0.8,-112.451,-106.873924085,0.0080991,98.6242050558,-106.873924085,100,0.01,0.0188061,1.00882,100,2.01228,4.01368035862,1
1.00607,1.2601,-106.847,0.00595129,6.01649e-07,0.868147,3.46716303332,14.47,99.4078929965,-106.880094235,0.8,-112.41,-106.880094235,0.00872889,99.3971080477,-106.880094235,100,0.01,0.0126698,0.994567,100,1.89311,3.46716303332,1
1.0091,1.29095,-106.725,0.0103034,1.0345e-06,0.753743,2.92882882444,14.54,98.9862208829,-106.776457176,0.8,-112.336,-106.776457176,0.00755263,99.0980229086,-106.776457176,100,0.01,0.0129355,0.997987,100,1.67403,2.92882882444,1
1.01121,1.28125,-107.107,0.0134994,1.34652e-06,0.555658,4.44463769757,14.74,98.684475917,-107.173196201,0.8,-112.751,-107.173196201,0.00554953,98.8918385841,-107.173196201,100,0.01,0.0127962,1.00127,100,2.06443,4.44463769757,1
1.01008,1.42136,-106.8,0.00917041,9.06386e-07,0.844053,3.40658064487,14.73,99.1106831469,-106.855564042,0.8,-112.368,-106.855564042,0.00839136,99.0016756365,-106.855564042,100,0.01,0.0141307,1.00586,100,1.85844,3.40658064487,1
1.01472,1.77508,-106.834,0.0261015,2.52388e-06,0.735308,4.26151263933,14.72,97.562270946,-106.910184118,0.8,-112.49,-106.910184118,0.00723053,98.548951889,-106.910184118,100,0.01,0.017455,1.01695,100,2.0358,4.26151263933,1
1.00873,1.29884,-106.804,0.0100774,1.00522e-06,0.640495,4.18345321424,15.21,99.0146543944,-106.851601909,0.8,-112.452,-106.851601909,0.00639691,99.1349366471,-106.851601909,100,0.01,0.0129721,1.00126,100,2.04582,4.18345321424,1
1.00703,1.39174,-106.848,0.0114141,1.1326e-06,0.762144,4.0198770917,14.64,98.8911770854,-106.889288593,0.8,-112.476,-106.889288593,0.00759196,99.3014363809,-106.889288593,100,0.01,0.0138636,1.00388,100,1.97298,4.0198770917,1
1.00918,1.39794,-106.909,0.0106491,1.05454e-06,0.813631,4.14765458601,14.77,98.9667701019,-106.961279607,0.8,-112.52,-106.961279607,0.0080966,99.09043745,-106.961279607,100,0.01,0.0139112,1.0049,100,2.01806,4.14765458601,1
1.01329,1.51602,-106.622,0.0160466,1.58019e-06,0.866827,5.01482946072,14.93,98.4597107835,-106.692766958,0.8,-112.247,-106.692766958,0.00860194,98.688762814,-106.692766958,100,0.01,0.0150442,1.00771,100,2.30553,5.01482946072,1
1.01217,1.27409,-106.65,0.0128393,1.31857e-06,0.734134,4.86964176804,14.42,98.7114523978,-106.720387935,0.8,-112.306,-106.720387935,0.00743971,98.797276276,-106.720387935,100,0.01,0.0129116,0.986778,100,2.16283,4.86964176804,1
1.01733,1.21039,-106.83,0.0178297,1.72473e-06,0.427755,4.72242535493,14.4,98.3211805329,-106.927507999,0.8,-112.492,-106.927507999,0.00420711,98.2964473003,-106.927507999,100,0.01,0.0119046,1.01674,100,2.10146,4.72242535493,1
1.00389,1.21332,-106.762,0.00374893,3.74222e-07,0.910244,4.1357829498,14.78,99.6308844927,-106.783350205,0.8,-112.373,-106.783350205,0.0090943,99.6128229983,-106.783350205,100,0.01,0.0121224,1.0009,100,2.01418,4.1357829498,1
1.00579,1.09839,-106.755,0.00632241,6.4012e-07,0.713563,4.47706483814,14.55,99.3702502025,-106.786292269,0.8,-112.358,-106.786292269,0.00717996,99.4245457002,-106.786292269,100,0.01,0.0110521,0.993827,100,2.1191,4.47706483814,1
1.00425,1.14249,-106.972,0.00549445,5.655e-07,0.783256,3.94427660912,14.58,99.4432940428,-106.994897312,0.8,-112.609,-106.994897312,0.00794617,99.5767109471,-106.994897312,100,0.01,0.0115906,0.985702,100,1.95707,3.94427660912,1
1.00461,1.35044,-106.886,0.00739375,7.32395e-07,0.870376,4.19348782308,14.96,99.28018882,-106.910313485,0.8,-112.542,-106.910313485,0.00866258,99.5410148556,-106.910313485,100,0.01,0.0134405,1.00475,100,2.02515,4.19348782308,1
1.01364,1.2089,-106.53,0.015743,1.60126e-06,0.56317,4.0859051295,14.66,98.4394978104,-106.608270887,0.8,-112.159,-106.608270887,0.00567971,98.6540600589,-106.608270887,100,0.01,0.0121921,0.991546,100,1.99503,4.0859051295,1
1.01105,1.40413,-106.813,0.0124156,1.24569e-06,0.672083,4.96986375066,14.95,98.7817892248,-106.877175783,0.8,-112.47,-106.877175783,0.00673199,98.9072414473,-106.877175783,100,0.01,0.0140646,0.998342,100,2.20748,4.96986375066,1
1.00889,1.32793,-106.988,0.0082533,8.16849e-07,0.688073,3.13917992506,15.06,99.1978562888,-107.035265497,0.8,-112.572,-107.035265497,0.00684529,99.1188303502,-107.035265497,100,0.01,0.0132109,1.00518,100,1.76461,3.13917992506,1
1.00922,1.18693,-106.753,0.00923215,9.17405e-07,0.650657,4.03718685841,14.59,99.0999818302,-106.80377683,0.8,-112.375,-106.80377683,0.00648606,99.0862238081,-106.80377683,100,0.01,0.0118319,1.00316,100,2.0028,4.03718685841,1
1.0087,1.34891,-106.853,0.00889728,8.87211e-07,0.806204,3.88728588358,15.14,99.1293184163,-106.903952518,0.8,-112.5,-106.903952518,0.00805063,99.1370572113,-106.903952518,100,0.01,0.01347,1.00142,100,1.95463,3.88728588358,1
1.00956,1.35037,-106.632,0.0099131,9.76082e-07,0.804953,3.74833378968,15.11,99.0429416386,-106.685262843,0.8,-112.238,-106.685262843,0.00798747,99.0533112144,-106.685262843,100,0.01,0.0133995,1.00777,100,1.9518,3.74833378968,1
1.00973,1.1736,-107.001,0.0117412,1.18947e-06,0.604245,3.93807317101,14.72,98.8361091354,-107.055610298,0.8,-112.663,-107.055610298,0.00608182,99.0365766524,-107.055610298,100,0.01,0.0118124,0.993527,100,1.97073,3.93807317101,1
1.00809,1.3716,-106.806,0.00660722,6.67221e-07,0.841159,4.492909911,14.44,99.3437740105,-106.850915715,0.8,-112.442,-106.850915715,0.00845286,99.1977367338,-106.850915715,100,0.01,0.0137833,0.995118,100,2.15223,4.492909911,1
1.03337,3.0706,-106.547,0.0723097,6.89986e-06,0.672186,3.74018366335,14.59,93.6059235786,-106.707156398,0.8,-112.219,-106.707156398,0.00656616,96.7711487834,-106.707156398,100,0.01,0.0299948,1.02371,100,2.081,3.74018366335,1
1.01164,1.26117,-107.118,0.0128516,1.28272e-06,0.709807,5.42476011572,14.56,98.7460295262,-107.184458623,0.8,-112.805,-107.184458623,0.00709134,98.8496073582,-107.184458623,100,0.01,0.0125998,1.00095,100,2.2678,5.42476011572,1
1.01343,1.25297,-106.603,0.0127772,1.25371e-06,0.735568,4.77617715842,14.63,98.774054713,-106.676693702,0.8,-112.255,-106.676693702,0.00728624,98.6749484253,-106.676693702,100,0.01,0.0124114,1.00953,100,2.12923,4.77617715842,1
1.00475,1.16746,-106.731,0.00554813,5.46793e-07,0.793853,3.61102426165,14.73,99.461582399,-106.757589946,0.8,-112.342,-106.757589946,0.00788094,99.5275276653,-106.757589946,100,0.01,0.0115899,1.00731,100,1.90032,3.61102426165,1
1.0,0.359807,-104.797,0.00129455,0.00995223,,3.46796303795,14.65,1.00475153794,-106.901520026,0.8,-110.41,-106.901520026,,99.9999046327,-106.901520026,100,0.01,0.99763,0.00360661,100,0.0644338,3.46796303795,1
1.04237,1.99631,-106.129,0.0481623,4.93288e-06,0.634327,6.60330118136,15.4,95.3438489531,-106.346138539,0.8,-111.804,-106.346138539,0.00641963,95.9355791473,-106.346138539,100,0.01,0.0202034,0.988106,100,3.37851,6.60330118136,1
1.11886,4.36083,-106.08,0.179725,1.83975e-05,0.536062,21.5732939406,19.14,84.5926968769,-106.641925735,0.8,-113.206,-106.641925735,0.00542364,89.376905501,-106.641925735,100,0.01,0.044121,0.988381,100,7.76309,21.5732939406,1
1.0256,1.55446,-106.538,0.0351964,3.44551e-06,0.503005,29.0281096732,18.06,96.7014325021,-106.78061768,0.8,-113.691,-106.78061768,0.00497681,97.5034962954,-106.78061768,100,0.01,0.01538,1.0107,100,4.11465,29.0281096732,1
1.04253,2.1505,-106.374,0.0609417,5.54088e-06,0.697378,12.4781275092,16.69,94.7997843116,-106.605401749,0.8,-112.671,-106.605401749,0.00664967,95.9201884784,-106.605401749,100,0.01,0.0205055,1.04874,100,5.13563,12.4781275092,1
1.03428,1.50177,-106.537,0.0351266,3.52723e-06,0.316055,75.490104168,18.15,96.6258540694,-107.056462889,0.8,-116.029,-107.056462889,0.0031671,96.685979025,-107.056462889,100,0.01,0.0150488,0.997933,100,4.11616,75.490104168,1
1.03424,1.4941,-106.589,0.044265,4.54382e-06,0.293117,16.0453630337,16.87,95.6952896719,-106.921242769,0.8,-113.604,-106.921242769,0.00296976,96.6892220079,-106.921242769,100,0.01,0.0151377,0.987006,100,2.48691,16.0453630337,1
1.00891,1.31181,-107.01,0.0107742,1.07295e-06,0.737249,5.61168154291,15.1,98.9489596976,-107.062502822,0.8,-112.657,-107.062502822,0.0073572,99.1171087503,-107.062502822,100,0.01,0.0130909,1.00208,100,2.35727,5.61168154291,1
1.03025,1.79722,-106.153,0.0384246,4.01914e-06,0.318275,38.2505965822,16.95,96.1732972782,-106.539075058,0.8,-114.174,-106.539075058,0.0032551,97.0638014016,-106.539075058,100,0.01,0.0183808,0.977773,100,3.94252,38.2505965822,1
1.0,13.518,-105.562,2.42016,0.000399689,0.0423414,4.99269107442,15.15,20.1738139581,-107.176093766,0.8,-111.181,-107.176093766,0.000544131,100.0,-107.176093766,100,0.01,0.17372,0.778146,100,10.851,4.99269107442,1
3.61171,23.6176,-112.002,12.5424,9.61043e-05,0.0739757,678.656545048,15.15,51.2444079278,-111.583854655,0.8,-141.888,-107.176093766,0.000204772,55.3753573756,-107.176093766,200,0.01,0.0653757,3.61259,100,36.0161,4.99269107442,
1.07054,2.99227,-106.339,0.0654063,1.66112e-06,0.6654,14.5564546889,16.46,187.597498214,-106.018025026,0.8,-110.469,-106.018025026,0.00335331,186.820738806,-106.018025026,200,0.005,0.0150797,0.992155,100,4.13705,14.5564546889,1
1.0,1.0,-105.903,,3.50449e-18,1.0,9.38096186861,16.37,100.0,-105.903287407,0.8,-111.462,-105.903287407,0.01,200.0,-105.903287407,200,0.01,0.01,1.0,100,3.04748,9.38096186861,2
1.05467,2.08757,-106.088,0.0616174,1.47695e-06,0.640588,9.61250129497,16.58,188.896178974,-106.678228888,0.8,-110.414,-106.678228888,0.00313625,189.632351719,-106.678228888,200,0.005,0.0102205,1.02126,100,4.6535,9.61250129497,1
1.0,1.0,-105.872,,3.50449e-18,1.0,15.9843956251,17.81,100.0,-105.871531942,0.8,-111.486,-105.871531942,0.01,200.0,-105.871531942,200,0.01,0.01,1.0,100,3.97801,15.9843956251,2
1.22412,4.65673,-105.328,0.294912,7.16017e-06,0.167537,16.1151620979,18.48,155.645026998,-106.215383868,0.8,-109.72,-106.215383868,0.000825519,163.383085798,-106.215383868,200,0.005,0.0229454,1.01474,100,7.95716,16.1151620979,1
1.0,1.0,-106.171,,3.50449e-18,1.0,7.63249216597,18.53,100.0,-106.170522986,0.8,-111.753,-106.170522986,0.01,200.0,-106.170522986,200,0.01,0.01,1.0,100,2.74885,7.63249216597,2
1.11337,2.34061,-105.398,0.110168,2.71452e-06,0.414174,21.1514058927,21.61,180.49926604,-105.473274982,0.8,-109.941,-105.473274982,0.00205589,179.634407946,-105.473274982,200,0.005,0.0116184,1.00728,100,5.96205,21.1514058927,1
1.0,1.0,-106.274,,3.50449e-18,1.0,31.2531344491,22.63,100.0,-106.27378497,0.8,-112.455,-106.27378497,0.01,200.0,-106.27378497,200,0.01,0.01,1.0,100,5.56243,31.2531344491,2
1.0,137.175,-104.899,97.6305,0.00360773,,33.6293804145,20.67,1.38324262698,-106.280055486,0.8,-109.723,-106.280055486,,199.999713898,-106.280055486,200,0.005,0.833871,0.822519,100,7.37358,33.6293804145,1
1.0,1.0,-106.774,,3.50449e-18,1.0,3.79150875267,14.19,100.0,-106.774283575,0.8,-112.358,-106.774283575,0.01,200.0,-106.774283575,200,0.01,0.01,1.0,100,1.93742,3.79150875267,2
1.01912,1.64088,-106.592,0.0192755,4.85068e-07,0.465022,3.68990514319,14.32,196.212031641,-106.559317541,0.8,-110.577,-106.559317541,0.00233278,196.248390157,-106.559317541,200,0.005,0.00823147,0.996715,100,1.88299,3.68990514319,1
1.0,1.0,-106.637,,3.50449e-18,1.0,3.31830908211,14.73,100.0,-106.636918266,0.8,-112.171,-106.636918266,0.01,200.0,-106.636918266,200,0.01,0.01,1.0,100,1.81249,3.31830908211,2
1.009,1.38622,-106.586,0.0107358,2.65377e-07,0.626004,3.436534941,14.5,197.909710726,-106.608086534,0.8,-110.541,-106.608086534,0.00311238,198.216324157,-106.608086534,200,0.005,0.00689205,1.00567,100,1.82549,3.436534941,1
1.0,1.0,-106.911,,3.50449e-18,1.0,3.36710438593,14.63,100.0,-106.911487726,0.8,-112.457,-106.911487726,0.01,200.0,-106.911487726,200,0.01,0.01,1.0,100,1.82577,3.36710438593,2
1.00944,1.25228,-106.507,0.00885334,2.24584e-07,0.732635,3.13990846624,14.46,198.228167204,-106.177088822,0.8,-110.462,-106.177088822,0.00368998,198.12908185,-106.177088822,200,0.005,0.00630722,0.992736,100,1.80761,3.13990846624,1
1.0,1.0,-106.479,,3.50449e-18,1.0,3.11515064151,14.24,100.0,-106.478987879,0.8,-112.073,-106.478987879,0.01,200.0,-106.478987879,200,0.01,0.01,1.0,100,1.75613,3.11515064151,2
1.00625,1.43001,-106.583,0.00667228,1.64512e-07,0.687696,3.49838478083,15.01,198.69900322,-106.734750698,0.8,-110.551,-106.734750698,0.00341474,198.758253746,-106.734750698,200,0.005,0.00710069,1.00695,100,1.81528,3.49838478083,1
1.0,1.0,-106.413,,3.50449e-18,1.0,2.56189651099,14.45,100.0,-106.412831269,0.8,-111.955,-106.412831269,0.01,200.0,-106.412831269,200,0.01,0.01,1.0,100,1.59257,2.56189651099,2
1.00603,1.24323,-106.483,0.00620131,1.53745e-07,0.637417,3.88959057478,14.85,198.783607817,-106.597189159,0.8,-110.51,-106.597189159,0.00317382,198.801966072,-106.597189159,200,0.005,0.00619025,1.00418,100,1.7348,3.88959057478,1
1.0,1.0,-106.331,,3.50449e-18,1.0,3.25750482544,14.81,100.0,-106.331458471,0.8,-111.93,-106.331458471,0.01,200.0,-106.331458471,200,0.01,0.01,1.0,100,1.79581,3.25750482544,2
1.01535,1.65301,-106.394,0.0209811,5.19779e-07,0.617122,3.08019422653,14.46,195.94638497,-106.576703977,0.8,-110.383,-106.576703977,0.00307161,196.97632264,-106.576703977,200,0.005,0.00822756,1.00456,100,1.78705,3.08019422653,1
1.0,1.0,-106.819,,3.50449e-18,1.0,3.23700005094,14.6,100.0,-106.819401864,0.8,-112.402,-106.819401864,0.01,200.0,-106.819401864,200,0.01,0.01,1.0,100,1.79015,3.23700005094,2
1.02647,1.49488,-106.789,0.0329113,8.24642e-07,0.511993,3.3228092118,14.37,193.644422946,-106.95966736,0.8,-110.801,-106.95966736,0.00256286,194.843117134,-106.95966736,200,0.005,0.00748284,0.998872,100,1.79683,3.3228092118,1
1.0,1.0,-106.238,,3.50449e-18,1.0,2.60714013651,14.86,100.0,-106.237985046,0.8,-111.799,-106.237985046,0.01,200.0,-106.237985046,200,0.01,0.01,1.0,100,1.60657,2.60714013651,2
1.00489,1.30537,-106.174,0.00470132,1.18556e-07,0.859459,2.17563453155,14.44,199.06067282,-106.147903898,0.8,-110.116,-106.147903898,0.00431595,199.027261888,-106.147903898,200,0.005,0.0065552,0.995678,100,1.54944,2.17563453155,1
1.0,1.0,-106.656,,3.50449e-18,1.0,3.47462950196,14.49,100.0,-106.655566323,0.8,-112.207,-106.655566323,0.01,200.0,-106.655566323,200,0.01,0.01,1.0,100,1.85469,3.47462950196,2
1.01383,1.34449,-106.576,0.0136418,3.40188e-07,0.643827,4.2030913677,14.69,197.328329931,-106.603970149,0.8,-110.58,-106.603970149,0.00321509,197.271881529,-106.603970149,200,0.005,0.00671402,1.00126,100,1.93897,4.2030913677,1
1.0,1.0,-106.596,,3.50449e-18,1.0,3.03863535757,14.38,100.0,-106.595651405,0.8,-112.212,-106.595651405,0.01,200.0,-106.595651405,200,0.01,0.01,1.0,100,1.73443,3.03863535757,2
1.00653,1.41901,-106.504,0.00651901,1.63546e-07,0.674244,3.23029758697,14.41,198.706581966,-106.462983036,0.8,-110.488,-106.462983036,0.00337712,198.701828277,-106.462983036,200,0.005,0.00710747,0.998254,100,1.75526,3.23029758697,1
1.0,1.0,-106.48,,3.50449e-18,1.0,3.83265401581,14.72,100.0,-106.479565933,0.8,-112.071,-106.479565933,0.01,200.0,-106.479565933,200,0.01,0.01,1.0,100,1.9479,3.83265401581,2
1.01726,1.58636,-106.293,0.0203487,5.00734e-07,0.61447,3.01464615386,14.47,196.092077555,-106.247345085,0.8,-110.297,-106.247345085,0.00304815,196.607408642,-106.247345085,200,0.005,0.00786931,1.00794,100,1.81066,3.01464615386,1
1.0,1.0,-106.753,,3.50449e-18,1.0,3.3328217622,14.32,100.0,-106.752780317,0.8,-112.333,-106.752780317,0.01,200.0,-106.752780317,200,0.01,0.01,1.0,100,1.81645,3.3328217622,2
1.01046,1.37724,-106.569,0.00971246,2.48838e-07,0.626188,3.41463622781,14.3,198.03868138,-106.469466359,0.8,-110.585,-106.469466359,0.00316956,197.929722109,-106.469466359,200,0.005,0.00697116,0.987816,100,1.81478,3.41463622781,1
1.0,1.0,-106.503,,3.50449e-18,1.0,3.22162438078,14.69,100.0,-106.502846328,0.8,-112.082,-106.502846328,0.01,200.0,-106.502846328,200,0.01,0.01,1.0,100,1.78589,3.22162438078,2
1.00654,1.37878,-106.413,0.00588968,1.50638e-07,0.877291,2.38048920329,14.74,198.808079208,-106.371850286,0.8,-110.387,-106.371850286,0.00443674,198.699616167,-106.371850286,200,0.005,0.00697295,0.988665,100,1.6723,2.38048920329,1
1.0,1.0,-106.441,,3.50449e-18,1.0,2.92146698131,14.78,100.0,-106.441302051,0.8,-111.985,-106.441302051,0.01,200.0,-106.441302051,200,0.01,0.01,1.0,100,1.70066,2.92146698131,2
1.00423,1.18553,-106.515,0.00488577,1.22628e-07,0.775592,4.02841305154,14.18,199.028643663,-106.622028829,0.8,-110.489,-106.622028829,0.00388563,199.157511775,-106.622028829,200,0.005,0.00593939,0.998026,100,1.84244,4.02841305154,1
1.0,1.0,-106.469,,3.50449e-18,1.0,3.43662605152,14.71,100.0,-106.469119629,0.8,-112.132,-106.469119629,0.01,200.0,-106.469119629,200,0.01,0.01,1.0,100,1.84452,3.43662605152,2
1.00333,1.16499,-106.441,0.00357431,8.91042e-08,0.745053,2.40837449063,14.8,199.293242939,-106.437982853,0.8,-110.452,-106.437982853,0.00371997,199.336259318,-106.437982853,200,0.005,0.00581669,1.00142,100,1.70236,2.40837449063,1
1.0,1.0,-106.443,,3.50449e-18,1.0,3.40212545538,14.4,100.0,-106.442769364,0.8,-111.978,-106.442769364,0.01,200.0,-106.442769364,200,0.01,0.01,1.0,100,1.83524,3.40212545538,2
1.01455,1.64729,-106.543,0.0157963,3.92393e-07,0.696533,4.07059824934,14.59,196.92451244,-106.758848305,0.8,-110.581,-106.758848305,0.00347156,197.132387552,-106.758848305,200,0.005,0.00821021,1.0032,100,1.90805,4.07059824934,1
1.0,1.0,-106.838,,3.50449e-18,1.0,3.71689586184,14.85,100.0,-106.837593013,0.8,-112.42,-106.837593013,0.01,200.0,-106.837593013,200,0.01,0.01,1.0,100,1.91826,3.71689586184,2
1.00709,1.18827,-106.647,0.00637623,1.59641e-07,0.802653,3.34569407068,14.79,198.737307587,-106.513446146,0.8,-110.628,-106.513446146,0.00401623,198.592152817,-106.513446146,200,0.005,0.00594576,0.999262,100,1.88337,3.34569407068,1
1.0,1.0,-106.586,,3.50449e-18,1.0,3.37772367559,14.94,100.0,-106.586004018,0.8,-112.25,-106.586004018,0.01,200.0,-106.586004018,200,0.01,0.01,1.0,100,1.82865,3.37772367559,2
1.00457,1.21802,-106.512,0.00439124,1.09857e-07,0.79011,2.73454993347,14.77,199.129362704,-106.474284553,0.8,-110.526,-106.474284553,0.00395191,199.089660394,-106.474284553,200,0.005,0.00609222,0.999655,100,1.71769,2.73454993347,1
1.0,1.0,-106.441,,3.50449e-18,1.0,3.49561370125,14.55,100.0,-106.440793251,0.8,-112.053,-106.440793251,0.01,200.0,-106.440793251,200,0.01,0.01,1.0,100,1.86028,3.49561370125,2
1.03085,1.32494,-106.408,0.0428287,1.08691e-06,0.404181,4.40067351965,14.58,191.707044927,-106.612596745,0.8,-110.437,-106.612596745,0.00203612,194.013785591,-106.612596745,200,0.005,0.00667461,0.992524,100,1.96858,4.40067351965,1
1.0,1.0,-106.645,,3.50449e-18,1.0,3.03153092454,14.75,100.0,-106.645024204,0.8,-112.204,-106.645024204,0.01,200.0,-106.645024204,200,0.01,0.01,1.0,100,1.7324,3.03153092454,2
1.01541,1.5062,-106.586,0.0163729,4.05928e-07,0.848261,3.40964526928,14.62,196.820180775,-106.648872393,0.8,-110.573,-106.648872393,0.00422368,196.964898858,-106.648872393,200,0.005,0.00749971,1.00417,100,1.76615,3.40964526928,1
1.0,1.0,-106.416,,3.50449e-18,1.0,3.48445849222,14.6,100.0,-106.416033263,0.8,-112.002,-106.416033263,0.01,200.0,-106.416033263,200,0.01,0.01,1.0,100,1.85731,3.48445849222,2
1.00379,1.19399,-106.543,0.00284055,7.16971e-08,0.8532,3.74326926817,14.37,199.430958921,-106.70157519,0.8,-110.518,-106.70157519,0.00428647,199.24563867,-106.70157519,200,0.005,0.00599862,0.995224,100,1.88562,3.74326926817,1
1.0,1.0,-106.429,,3.50449e-18,1.0,3.05431766334,14.35,100.0,-106.428958955,0.8,-112.061,-106.428958955,0.01,200.0,-106.428958955,200,0.01,0.01,1.0,100,1.7389,3.05431766334,2
1.02011,1.59908,-106.501,0.0223809,5.48736e-07,0.668698,3.52065740233,14.52,195.725415852,-106.738473494,0.8,-110.523,-106.738473494,0.00331111,196.057492006,-106.738473494,200,0.005,0.00791794,1.00978,100,1.78935,3.52065740233,1
1.0,1.0,-106.48,,3.50449e-18,1.0,3.68674595024,14.43,100.0,-106.480107086,0.8,-112.063,-106.480107086,0.01,200.0,-106.480107086,200,0.01,0.01,1.0,100,1.91047,3.68674595024,2
1.01501,2.01388,-106.367,0.0226167,5.50909e-07,0.717168,3.76506640337,14.96,195.708885342,-106.376244996,0.8,-110.373,-106.376244996,0.00353954,197.042301244,-106.376244996,200,0.005,0.00993938,1.01308,100,1.87096,3.76506640337,1
1.0,1.0,-106.892,,3.50449e-18,1.0,4.14435924647,15.26,100.0,-106.891709379,0.8,-112.515,-106.891709379,0.01,200.0,-106.891709379,200,0.01,0.01,1.0,100,2.02557,4.14435924647,2
1.01218,1.30878,-106.53,0.0142975,3.58462e-07,0.584742,2.85505374792,14.38,197.186797634,-106.263046993,0.8,-110.53,-106.263046993,0.0029279,197.593947487,-106.263046993,200,0.005,0.00655327,0.998571,100,1.87453,2.85505374792,1
1.0,1.0,-106.431,,3.50449e-18,1.0,3.11951841483,14.58,100.0,-106.430715806,0.8,-111.995,-106.430715806,0.01,200.0,-106.430715806,200,0.01,0.01,1.0,100,1.75736,3.11951841483,2
1.00692,1.24122,-106.696,0.00600445,1.50575e-07,0.772731,3.71917711151,14.9,198.808590056,-107.01929865,0.8,-110.692,-107.01929865,0.00386961,198.62480994,-107.01929865,200,0.005,0.00621567,0.99846,100,1.83336,3.71917711151,1
1.0,1.0,-106.67,,3.50449e-18,1.0,3.79545545588,14.5,100.0,-106.670092246,0.8,-112.314,-106.670092246,0.01,200.0,-106.670092246,200,0.01,0.01,1.0,100,1.93843,3.79545545588,2
1.00744,1.45706,-106.565,0.00794947,1.98926e-07,0.715538,3.27583292754,14.51,198.428986567,-106.520976549,0.8,-110.571,-106.520976549,0.0035794,198.523887345,-106.520976549,200,0.005,0.00728875,0.999524,100,1.86609,3.27583292754,1
1.0,1.0,-106.146,,3.50449e-18,1.0,2.77873402289,14.7,100.0,-106.146190003,0.8,-111.696,-106.146190003,0.01,200.0,-106.146190003,200,0.01,0.01,1.0,100,1.6586,2.77873402289,2
1.00434,1.49465,-106.369,0.00567741,1.41052e-07,0.866478,2.7111343552,14.84,198.883463189,-106.623563003,0.8,-110.302,-106.623563003,0.0043189,199.13626041,-106.623563003,200,0.005,0.00744996,1.00312,100,1.67676,2.7111343552,1
1.0,1.0,-106.485,,3.50449e-18,1.0,2.65540549222,14.61,100.0,-106.484881233,0.8,-112.053,-106.484881233,0.01,200.0,-106.484881233,200,0.01,0.01,1.0,100,1.62137,2.65540549222,2
1.01245,1.34201,-106.558,0.0150332,3.77053e-07,0.424423,3.50560491295,14.93,197.042969601,-106.727671959,0.8,-110.546,-106.727671959,0.00212556,197.541088418,-106.727671959,200,0.005,0.00672097,0.998379,100,1.72474,3.50560491295,1
1.0,1.0,-106.802,,3.50449e-18,1.0,3.39703781277,14.35,100.0,-106.802041981,0.8,-112.369,-106.802041981,0.01,200.0,-106.802041981,200,0.01,0.01,1.0,100,1.83387,3.39703781277,2
1.01392,1.21919,-106.609,0.0129351,3.30251e-07,0.481768,2.92612752251,14.64,197.40530447,-106.518162772,0.8,-110.573,-106.518162772,0.0024343,197.25464851,-106.518162772,200,0.005,0.00616039,0.98954,100,1.7675,2.92612752251,1
