eRenyi2,MaxVanillaIw,J,VarVanillaIw,VarNormIw,MinVanillaIw,VarDiscRet,AvgEpLen,ESSClassic,AvgDiscRet,Delta,Bound,VanillaAvgRet,MinNormIw,ESSRenyi,AvgRet,BatchSize,AvgNormIw,MaxNormIw,AvgVanillaIw,EpsThisIter,VarJ,VarRet,IterType
1.0,1.0,-106.504,,3.50449e-18,1.0,3.37519892521,14.88,100.0,-106.504195836,0.8,-112.129,-106.504195836,0.01,200.0,-106.504195836,200,0.01,0.01,1.0,100,1.82796,3.37519892521,2
1.00948,1.4486,-106.312,0.0087156,2.18507e-07,0.727884,2.64443486288,15.49,198.275681854,-106.195977885,0.8,-110.337,-106.195977885,0.00364457,198.122624245,-106.195977885,200,0.005,0.00725326,0.998587,100,1.73921,2.64443486288,1
1.0,1.0,-106.656,,3.50449e-18,1.0,4.20657827504,14.58,100.0,-106.655612168,0.8,-112.269,-106.655612168,0.01,200.0,-106.655612168,200,0.01,0.01,1.0,100,2.04071,4.20657827504,2
1.01378,1.4399,-106.638,0.013446,3.39434e-07,0.606874,4.01876472947,14.87,197.334100453,-106.729462329,0.8,-110.635,-106.729462329,0.00304916,197.281137111,-106.729462329,200,0.005,0.00723459,0.995149,100,2.01141,4.01876472947,1
1.0,1.0,-106.28,,3.50449e-18,1.0,3.11305663596,15.03,100.0,-106.280063419,0.8,-111.834,-106.280063419,0.01,200.0,-106.280063419,200,0.01,0.01,1.0,100,1.75554,3.11305663596,2
1.00102,1.07739,-106.131,0.00100814,2.53684e-08,0.83971,2.75173710498,14.81,199.798321577,-105.987850178,0.8,-110.108,-105.987850178,0.00421228,199.79647864,-105.987850178,200,0.005,0.00540457,0.996742,100,1.72055,2.75173710498,1
1.0,1.0,-106.298,,3.50449e-18,1.0,3.03686872338,14.66,100.0,-106.298058888,0.8,-111.857,-106.298058888,0.01,200.0,-106.298058888,200,0.01,0.01,1.0,100,1.73393,3.03686872338,2
1.0,29.411,-105.767,6.65997,0.000206662,2.25503e-06,2.70927994893,14.63,21.6799214478,-106.14054412,0.8,-109.715,-106.14054412,1.25616e-08,199.999070172,-106.14054412,200,0.005,0.163834,0.897586,100,2.6997,2.70927994893,1
1.0,1.0,-106.37,,3.50449e-18,1.0,2.74320920463,14.77,100.0,-106.369776311,0.8,-111.954,-106.369776311,0.01,200.0,-106.369776311,200,0.01,0.01,1.0,100,1.64796,2.74320920463,2
1.00923,1.28524,-106.326,0.00961428,2.43338e-07,0.667645,3.11875340273,14.81,198.081605944,-106.357212588,0.8,-110.293,-106.357212588,0.00335887,198.170598391,-106.357212588,200,0.005,0.00646591,0.993855,100,1.67575,3.11875340273,1
1.0,1.0,-106.339,,3.50449e-18,1.0,3.35791783315,15.29,100.0,-106.338701218,0.8,-111.901,-106.338701218,0.01,200.0,-106.338701218,200,0.01,0.01,1.0,100,1.82328,3.35791783315,2
1.02162,1.26396,-106.261,0.0237431,5.98949e-07,0.426265,3.41016273276,14.73,195.343410439,-106.345184025,0.8,-110.249,-106.345184025,0.00214095,195.767408396,-106.345184025,200,0.005,0.0063483,0.995507,100,1.77863,3.41016273276,1
1.0,1.0,-106.448,,3.50449e-18,1.0,3.11938135332,14.82,100.0,-106.448386728,0.8,-112.02,-106.448386728,0.01,200.0,-106.448386728,200,0.01,0.01,1.0,100,1.75732,3.11938135332,2
1.00279,1.24826,-106.441,0.0027932,7.04934e-08,0.8688,4.08140064129,14.67,199.440436549,-106.455347844,0.8,-110.445,-106.455347844,0.00436458,199.44386584,-106.455347844,200,0.005,0.00627087,0.995284,100,1.86862,4.08140064129,1
1.0,1.0,-106.619,,3.50449e-18,1.0,3.11705445197,14.63,100.0,-106.61932756,0.8,-112.255,-106.61932756,0.01,200.0,-106.61932756,200,0.01,0.01,1.0,100,1.75667,3.11705445197,2
1.00368,1.34856,-106.478,0.00458879,1.13463e-07,0.924381,3.29743134283,14.91,199.100844028,-106.365709121,0.8,-110.47,-106.365709121,0.00459653,199.266534711,-106.365709121,200,0.005,0.00670579,1.00552,100,1.78619,3.29743134283,1
1.0,1.0,-106.847,,3.50449e-18,1.0,4.16817324828,14.89,100.0,-106.847251854,0.8,-112.46,-106.847251854,0.01,200.0,-106.847251854,200,0.01,0.01,1.0,100,2.03138,4.16817324828,2
1.01192,1.48846,-106.545,0.0120676,3.02163e-07,0.566446,2.99818422733,14.72,197.62336367,-106.334721688,0.8,-110.537,-106.334721688,0.00283444,197.643970947,-106.334721688,200,0.005,0.00744809,0.999219,100,1.87113,2.99818422733,1
1.0,1.0,-106.422,,3.50449e-18,1.0,2.61121449767,14.98,100.0,-106.421781626,0.8,-112.008,-106.421781626,0.01,200.0,-106.421781626,200,0.01,0.01,1.0,100,1.60782,2.61121449767,2
1.0084,1.14009,-106.401,0.0095427,2.43319e-07,0.624871,3.17083320788,14.53,198.081778294,-106.443603735,0.8,-110.367,-106.443603735,0.00315532,198.334353345,-106.443603735,200,0.005,0.00575691,0.990188,100,1.68016,3.17083320788,1
1.0,1.0,-106.284,,3.50449e-18,1.0,2.33925942162,14.73,100.0,-106.283918735,0.8,-111.809,-106.283918735,0.01,200.0,-106.283918735,200,0.01,0.01,1.0,100,1.5218,2.33925942162,2
1.00562,1.31361,-106.327,0.00596471,1.4792e-07,0.832375,2.72005123648,14.94,198.829498083,-106.412444547,0.8,-110.291,-106.412444547,0.00414512,198.883153355,-106.412444547,200,0.005,0.00654161,1.00404,100,1.58498,2.72005123648,1
1.0,1.0,-106.355,,3.50449e-18,1.0,2.82162407618,14.79,100.0,-106.355373982,0.8,-111.898,-106.355373982,0.01,200.0,-106.355373982,200,0.01,0.01,1.0,100,1.67135,2.82162407618,2
1.01272,1.3414,-106.426,0.0135545,3.393e-07,0.580209,3.71432925499,15.2,197.335148592,-106.595137493,0.8,-110.413,-106.595137493,0.00290292,197.487118537,-106.595137493,200,0.005,0.00671133,0.999353,100,1.7651,3.71432925499,1
1.0,1.0,-106.155,,3.50449e-18,1.0,3.14592292155,14.61,100.0,-106.154845989,0.8,-111.741,-106.154845989,0.01,200.0,-106.154845989,200,0.01,0.01,1.0,100,1.76478,3.14592292155,2
1.0,67.5422,-104.82,32.1403,0.0010437,0.00131946,3.69243534592,14.75,4.70154241353,-106.200780841,0.8,-108.786,-106.200780841,7.51899e-06,199.999904633,-106.200780841,200,0.005,0.384891,0.877419,100,13.7152,3.69243534592,1
1.0,1.0,-106.777,,3.50449e-18,1.0,3.81789542202,14.89,100.0,-106.776867004,0.8,-112.387,-106.776867004,0.01,200.0,-106.776867004,200,0.01,0.01,1.0,100,1.94415,3.81789542202,2
1.00611,1.39857,-106.538,0.00511783,1.30289e-07,0.874608,2.61393282378,14.99,198.968251651,-106.347694054,0.8,-110.517,-106.347694054,0.00441291,198.786231189,-106.347694054,200,0.005,0.00705661,0.990965,100,1.77194,2.61393282378,1
1.0,1.0,-106.26,,3.50449e-18,1.0,3.85329668471,14.28,100.0,-106.260155961,0.8,-111.862,-106.260155961,0.01,200.0,-106.260155961,200,0.01,0.01,1.0,100,1.95314,3.85329668471,2
1.01416,1.3573,-106.367,0.0164138,4.1748e-07,0.591425,3.68371630951,14.73,196.731202314,-106.587740932,0.8,-110.356,-106.587740932,0.00298272,197.207765821,-106.587740932,200,0.005,0.00684524,0.99142,100,1.91433,3.68371630951,1
1.0,1.0,-106.527,,3.50449e-18,1.0,3.23864805343,14.58,100.0,-106.527243482,0.8,-112.151,-106.527243482,0.01,200.0,-106.527243482,200,0.01,0.01,1.0,100,1.7906,3.23864805343,2
1.00591,1.30777,-106.517,0.00609218,1.50645e-07,0.863672,4.24799958561,14.7,198.807965784,-106.555869956,0.8,-110.506,-106.555869956,0.00429477,198.825549507,-106.555869956,200,0.005,0.00650313,1.00549,100,1.91384,4.24799958561,1
1.0,1.0,-106.374,,3.50449e-18,1.0,2.60845849861,14.57,100.0,-106.373523408,0.8,-111.98,-106.373523408,0.01,200.0,-106.373523408,200,0.01,0.01,1.0,100,1.60698,2.60845849861,2
1.00278,1.20975,-106.234,0.0023698,5.9251e-08,0.867766,2.73434402913,14.51,199.529474981,-106.118977931,0.8,-110.203,-106.118977931,0.00433905,199.445122448,-106.118977931,200,0.005,0.00604905,0.999948,100,1.62959,2.73434402913,1
1.0,1.0,-106.044,,3.50449e-18,1.0,2.5233461813,14.31,100.0,-106.044318478,0.8,-111.543,-106.044318478,0.01,200.0,-106.044318478,200,0.01,0.01,1.0,100,1.58054,2.5233461813,2
1.01252,1.40759,-106.21,0.0117253,2.9838e-07,0.799186,3.61050065929,14.67,197.652788384,-106.476897289,0.8,-110.203,-106.476897289,0.00403154,197.526203644,-106.476897289,200,0.005,0.00710065,0.991168,100,1.76579,3.61050065929,1
1.0,1.0,-106.396,,3.50449e-18,1.0,3.25913824299,14.61,100.0,-106.395918158,0.8,-111.984,-106.395918158,0.01,200.0,-106.395918158,200,0.01,0.01,1.0,100,1.79626,3.25913824299,2
1.00318,1.19792,-106.365,0.00286974,7.15153e-08,0.853502,3.54552315483,14.79,199.432326901,-106.358695785,0.8,-110.324,-106.358695785,0.00426072,199.365039378,-106.358695785,200,0.005,0.00598004,1.00159,100,1.82091,3.54552315483,1
1.0,1.0,-106.472,,3.50449e-18,1.0,2.6931765587,14.73,100.0,-106.471597415,0.8,-112.015,-106.471597415,0.01,200.0,-106.471597415,200,0.01,0.01,1.0,100,1.63286,2.6931765587,2
1.00458,1.27781,-106.64,0.00510599,1.25562e-07,0.848369,3.96979539661,14.66,199.005563145,-106.844951924,0.8,-110.57,-106.844951924,0.00420701,199.087888511,-106.844951924,200,0.005,0.00633656,1.00828,100,1.81931,3.96979539661,1
1.0,1.0,-106.483,,3.50449e-18,1.0,3.57232194444,14.39,100.0,-106.483438222,0.8,-112.132,-106.483438222,0.01,200.0,-106.483438222,200,0.01,0.01,1.0,100,1.88058,3.57232194444,2
1.00515,1.29333,-106.454,0.00613713,1.52049e-07,0.738162,3.6670015612,14.78,198.796917555,-106.466008477,0.8,-110.459,-106.466008477,0.00367418,198.975214343,-106.466008477,200,0.005,0.00643752,1.00453,100,1.88631,3.6670015612,1
1.0,1.0,-106.478,,3.50449e-18,1.0,3.01479144614,14.77,100.0,-106.478285097,0.8,-112.042,-106.478285097,0.01,200.0,-106.478285097,200,0.01,0.01,1.0,100,1.72761,3.01479144614,2
1.00569,1.33613,-106.453,0.00605721,1.49656e-07,0.788263,3.38467814054,14.28,198.815776087,-106.474764791,0.8,-110.426,-106.474764791,0.00391815,198.868937847,-106.474764791,200,0.005,0.00664141,1.00591,100,1.7588,3.38467814054,1
1.0,1.0,-106.542,,3.50449e-18,1.0,3.00148285261,15.08,100.0,-106.54166436,0.8,-112.102,-106.54166436,0.01,200.0,-106.54166436,200,0.01,0.01,1.0,100,1.7238,3.00148285261,2
