J,AvgDiscRet,eRenyi2,Delta,VarDiscRet,VarNormIw,VarJ,AvgEpLen,EpsThisIter,Bound,VarVanillaIw,MinVanillaIw,AvgNormIw,AvgRet,MaxVanillaIw,ESSRenyi,ESSClassic,AvgVanillaIw,BatchSize,IterType,VarRet,MinNormIw,VanillaAvgRet,MaxNormIw
-514.419,-517.218395372,1.0345,0.4,1817.96362312,3.76491e-06,42.1423,500.0,100,-597.172,0.0347805,0.360312,0.01,-517.218395372,1.54255,96.6650107588,96.406693069,0.961149,100,1,1817.96362312,0.00374876,-517.218395372,0.0160491
-513.197,-517.340827125,1.04956,0.4,2297.00083326,7.83991e-06,48.4076,500.0,100,-597.162,0.0774885,0.384733,0.01,-517.340827125,2.5219,95.2777443664,92.7975026211,0.994176,100,1,2297.00083326,0.00386987,-517.340827125,0.0253667
-510.915,-519.390376563,1.14044,0.4,2116.64370975,8.70299e-05,56.016,500.0,100,-596.624,1.00052,0.438541,0.01,-519.390376563,10.356,87.6858223514,53.7173491321,1.07221,100,1,2116.64370975,0.00409008,-519.390376563,0.0965861
-515.816,-518.677942575,1.04025,0.4,1881.47072981,4.00317e-06,46.498,500.0,100,-591.227,0.0397217,0.376901,0.01,-518.677942575,1.41655,96.1304235322,96.1879617844,0.996121,100,1,1881.47072981,0.00378369,-518.677942575,0.0142206
-513.341,-514.523234638,1.01586,0.4,1321.03529333,2.05937e-06,36.7886,500.0,100,-589.286,0.0204533,0.671483,0.01,-514.523234638,1.53614,98.4386725636,98.0019351299,0.996585,100,1,1321.03529333,0.00673784,-514.523234638,0.015414
-513.509,-517.594305797,1.05978,0.4,1495.2345054,7.26599e-06,39.1687,500.0,100,-590.212,0.069795,0.3555,0.01,-517.594305797,1.72458,94.3588137658,93.2894048357,0.980087,100,1,1495.2345054,0.00362723,-517.594305797,0.0175962
-516.917,-521.58870268,1.05715,0.4,2467.15993106,7.5261e-06,51.6943,500.0,100,-601.25,0.0686343,0.227785,0.01,-521.58870268,1.4383,94.5940188843,93.0657942418,0.95496,100,1,2467.15993106,0.00238528,-521.58870268,0.0150614
-514.624,-517.127732725,1.02821,0.4,2662.04658988,3.38e-06,49.7183,500.0,100,-604.575,0.0334746,0.419155,0.01,-517.127732725,1.59479,97.2562350258,96.7621508245,0.995175,100,1,2662.04658988,0.00421187,-517.127732725,0.0160252
-507.977,-508.756253965,1.01069,0.4,1552.08654534,1.38694e-06,39.5082,500.0,100,-578.968,0.0135374,0.703091,0.01,-508.756253965,1.23104,98.9427060874,98.6455222033,0.987959,100,1,1552.08654534,0.00711661,-508.756253965,0.0124604
-521.06,-524.212697347,1.04443,0.4,2156.0216623,4.75278e-06,50.6911,500.0,100,-600.129,0.0483903,0.412674,0.01,-524.212697347,1.88261,95.7455553393,95.5062150054,1.00903,100,1,2156.0216623,0.0040898,-524.212697347,0.0186575
-513.023,-516.199929486,1.0501,0.4,1653.99997222,1.02198e-05,43.0747,500.0,100,-589.113,0.0982321,0.302395,0.01,-516.199929486,2.79324,95.2293529448,90.8119680562,0.980403,100,1,1653.99997222,0.0030844,-516.199929486,0.0284908
-516.139,-518.524928549,1.03334,0.4,1987.46151064,3.1446e-06,44.5996,500.0,100,-592.07,0.0310914,0.589886,0.01,-518.524928549,1.40792,96.7732587383,96.9808709947,0.994346,100,1,1987.46151064,0.00593241,-518.524928549,0.0141593
-510.893,-512.821811467,1.02407,0.4,1940.19535042,2.47894e-06,42.6731,500.0,100,-588.689,0.024492,0.438231,0.01,-512.821811467,1.28927,97.6494587297,97.6046463609,0.993983,100,1,1940.19535042,0.00440884,-512.821811467,0.0129707
-508.644,-512.806343548,1.05325,0.4,1857.56347579,4.56376e-06,45.1407,500.0,100,-587.516,0.0432001,0.469445,0.01,-512.806343548,1.50767,94.9442028191,95.6772172612,0.972929,100,1,1857.56347579,0.00482507,-512.806343548,0.0154962
-476.158,-511.922678695,1.71172,0.4,1906.81151829,0.000797584,241.295,500.0,100,-572.815,13.7269,0.113562,0.01,-511.922678695,37.3947,58.4206358376,11.2409026655,1.31189,100,1,1906.81151829,0.000865638,-511.922678695,0.285044
-510.798,-513.449099984,1.03813,0.4,1992.68300842,4.86963e-06,47.546,500.0,100,-587.145,0.0514444,0.730966,0.01,-513.449099984,2.24293,96.3270454291,95.4007942447,1.02783,100,1,1992.68300842,0.00711175,-513.449099984,0.021822
-515.551,-517.405238725,1.024,0.4,1976.37805913,2.58013e-06,42.6955,500.0,100,-594.771,0.026417,0.615491,0.01,-517.405238725,1.44557,97.6565409482,97.5093082349,1.01186,100,1,1976.37805913,0.00608276,-517.405238725,0.0142862
-515.06,-518.239907317,1.04236,0.4,1698.59681212,4.98971e-06,41.5939,500.0,100,-592.522,0.0471385,0.425507,0.01,-518.239907317,1.65245,95.9357437215,95.2927002413,0.971964,100,1,1698.59681212,0.0043778,-518.239907317,0.0170012
-512.376,-513.62735493,1.01667,0.4,1783.29617906,1.35212e-06,42.1431,500.0,100,-588.254,0.0133937,0.606028,0.01,-513.62735493,1.43059,98.360103681,98.679091209,0.995277,100,1,1783.29617906,0.00608905,-513.62735493,0.0143737
-506.109,-508.612805671,1.03301,0.4,1946.51520604,4.05286e-06,44.8645,500.0,100,-583.977,0.0405604,0.502635,0.01,-508.612805671,1.71264,96.8044499123,96.1424444326,1.00039,100,1,1946.51520604,0.00502438,-508.612805671,0.0171197
-500.694,-504.054153718,1.04546,0.4,1965.9877142,4.83451e-06,46.5683,500.0,100,-579.63,0.0484869,0.357377,0.01,-504.054153718,1.6855,95.6518070473,95.4324760508,1.00147,100,1,1965.9877142,0.00356854,-504.054153718,0.0168303
-474.682,-507.619214077,1.61427,0.4,1995.96495382,0.00036434,166.136,500.0,100,-575.345,5.67804,0.0944974,0.01,-507.619214077,21.3306,61.9475662345,21.7062439788,1.24838,100,1,1995.96495382,0.000756962,-507.619214077,0.170866
-497.257,-502.019740921,1.06632,0.4,1660.02425032,7.98146e-06,41.8366,500.0,100,-575.467,0.0766304,0.267423,0.01,-502.019740921,2.0603,93.7804732306,92.677014937,0.97985,100,1,1660.02425032,0.00272923,-502.019740921,0.0210267
-498.887,-502.281707672,1.05089,0.4,1891.14167926,4.90946e-06,44.4804,500.0,100,-575.819,0.0487617,0.433782,0.01,-502.281707672,1.6028,95.1575595375,95.3649023503,0.996604,100,1,1891.14167926,0.00435261,-502.281707672,0.0160826
-484.349,-506.811552975,1.48629,0.4,2442.82684054,0.000346382,130.633,500.0,100,-575.329,4.44394,0.130167,0.01,-506.811552975,21.2332,67.2817889627,22.5775465438,1.13268,100,1,2442.82684054,0.0011492,-506.811552975,0.18746
-506.123,-511.065542324,1.07081,0.4,1920.18231207,8.64788e-06,46.3572,500.0,100,-583.101,0.0836263,0.351415,0.01,-511.065542324,1.75338,93.3870340366,92.1137558357,0.983369,100,1,1920.18231207,0.00357358,-511.065542324,0.0178303
-509.934,-512.500115428,1.03388,0.4,1866.95396298,2.73304e-06,43.7325,500.0,100,-584.959,0.0258381,0.499653,0.01,-512.500115428,1.47866,96.7229351646,97.3655902467,0.972315,100,1,1866.95396298,0.0051388,-512.500115428,0.0152076
-498.516,-503.294661184,1.06582,0.4,2514.44735152,9.39728e-06,53.2593,500.0,100,-579.515,0.100813,0.393121,0.01,-503.294661184,2.62183,93.8241917114,91.4885359558,1.03576,100,1,2514.44735152,0.00379549,-503.294661184,0.0253132
-498.703,-501.181886813,1.03658,0.4,1993.547928,4.29254e-06,46.1267,500.0,100,-572.031,0.0413917,0.630709,0.01,-501.181886813,1.74716,96.4711129174,95.923597308,0.981973,100,1,1993.547928,0.00642287,-501.181886813,0.0177923
-503.081,-506.443960737,1.04851,0.4,1694.88978973,4.79048e-06,43.4336,500.0,100,-579.169,0.0484786,0.493877,0.01,-506.443960737,1.72116,95.3730917527,95.4721795105,1.00597,100,1,1694.88978973,0.00490945,-506.443960737,0.0171095
-507.514,-509.206704793,1.02146,0.4,1935.8899719,1.61841e-06,43.8113,500.0,100,-584.071,0.0155021,0.787853,0.01,-509.206704793,1.49668,97.8993315832,98.4230405792,0.978705,100,1,1935.8899719,0.00804995,-509.206704793,0.0152925
-500.529,-501.442420171,1.01265,0.4,1806.6782435,1.21511e-06,43.405,500.0,100,-575.788,0.012473,0.777743,0.01,-501.442420171,1.36176,98.7508010855,98.8113218153,1.01316,100,1,1806.6782435,0.00767644,-501.442420171,0.0134408
-503.967,-515.453880402,1.1671,0.4,2450.37956926,2.93096e-05,65.944,500.0,100,-589.724,0.294274,0.169691,0.01,-515.453880402,3.69571,85.6823417489,77.5094657486,1.00201,100,1,2450.37956926,0.00169351,-515.453880402,0.036883
-501.064,-505.299390929,1.06034,0.4,1996.46122549,6.29192e-06,46.4143,500.0,100,-578.092,0.058539,0.418517,0.01,-505.299390929,1.68949,94.3096121602,94.136243812,0.964564,100,1,1996.46122549,0.00433893,-505.299390929,0.0175155
-500.662,-503.906304996,1.04899,0.4,1546.26252939,5.99693e-06,42.9518,500.0,100,-575.474,0.0592155,0.46508,0.01,-503.906304996,2.16775,95.3297599007,94.3957613067,0.993695,100,1,1546.26252939,0.00468031,-503.906304996,0.021815
-502.817,-504.865234008,1.02863,0.4,1383.58435169,3.38449e-06,38.4244,500.0,100,-576.284,0.0328513,0.521993,0.01,-504.865234008,1.82142,97.2164479513,96.7579743371,0.985212,100,1,1383.58435169,0.00529828,-504.865234008,0.0184876
-495.909,-498.944048258,1.04834,0.4,1544.30253925,6.91469e-06,41.5574,500.0,100,-571.64,0.0703239,0.38267,0.01,-498.944048258,1.84435,95.3888279896,93.5930356224,1.00847,100,1,1544.30253925,0.00379455,-498.944048258,0.0182885
-500.503,-503.675689401,1.037,0.4,2375.49289771,4.41607e-06,47.0842,500.0,100,-590.223,0.0445328,0.59192,0.01,-503.675689401,1.63356,96.4323756626,95.8112153059,1.0042,100,1,2375.49289771,0.00589442,-503.675689401,0.0162672
-506.551,-508.902750427,1.0239,0.4,2744.8696134,2.0488e-06,51.584,500.0,100,-604.159,0.0200392,0.745261,0.01,-508.902750427,1.56021,97.6653411548,98.0120367336,0.988986,100,1,2744.8696134,0.0075356,-508.902750427,0.0157759
-494.896,-497.056094911,1.02986,0.4,1623.58351975,3.05036e-06,41.3953,500.0,100,-567.71,0.0305805,0.465987,0.01,-497.056094911,1.45458,97.1002152533,97.0686540029,1.00126,100,1,1623.58351975,0.00465401,-497.056094911,0.0145275
-495.038,-499.707702808,1.07282,0.4,1774.91777683,9.39535e-06,43.149,500.0,100,-569.844,0.0932397,0.200923,0.01,-499.707702808,1.99805,93.2124725872,91.4901322485,0.996194,100,1,1774.91777683,0.00201691,-499.707702808,0.0200568
-499.838,-502.744145262,1.03913,0.4,1994.86461218,2.78569e-06,43.4065,500.0,100,-575.663,0.0307247,0.428393,0.01,-502.744145262,1.32965,96.2346284411,97.3161830308,1.05021,100,1,1994.86461218,0.0040791,-502.744145262,0.0126607
-494.427,-498.983471996,1.05852,0.4,2158.60738606,6.60769e-06,43.6119,500.0,100,-571.315,0.0648814,0.390715,0.01,-498.983471996,1.48347,94.4717852443,93.8600304207,0.990912,100,1,2158.60738606,0.00394298,-498.983471996,0.0149708
-498.056,-503.166270188,1.08376,0.4,1875.52488545,8.63309e-06,44.4518,500.0,100,-574.188,0.0777158,0.273483,0.01,-503.166270188,1.46957,92.2713699215,92.1261659893,0.948793,100,1,1875.52488545,0.00288243,-503.166270188,0.0154888
-503.171,-504.557321149,1.01926,0.4,1713.94188874,1.95003e-06,41.6434,500.0,100,-578.785,0.0194557,0.744381,0.01,-504.557321149,1.60504,98.1099989743,98.1060033356,0.998855,100,1,1713.94188874,0.00745235,-504.557321149,0.0160688
-483.25,-489.67036439,1.08637,0.4,1907.7132486,1.11628e-05,45.5419,500.0,100,-562.72,0.127806,0.567994,0.01,-489.67036439,2.98791,92.0497616459,90.0485679456,1.07001,100,1,1907.7132486,0.00530828,-489.67036439,0.027924
-493.367,-496.444646822,1.04756,0.4,1777.43662837,5.51285e-06,40.974,500.0,100,-568.349,0.051557,0.359298,0.01,-496.444646822,1.45919,95.4599715097,94.8247237601,0.967065,100,1,1777.43662837,0.00371534,-496.444646822,0.0150888
-488.613,-493.224991092,1.061,0.4,1931.72329985,7.73514e-06,45.4608,500.0,100,-566.026,0.0750233,0.172178,0.01,-493.224991092,1.74271,94.2503689464,92.8868988974,0.984836,100,1,1931.72329985,0.00174829,-493.224991092,0.0176954
-501.695,-504.91505586,1.04553,0.4,1593.41651484,5.98461e-06,41.2747,500.0,100,-576.811,0.0568883,0.303255,0.01,-504.91505586,1.71486,95.6448708398,94.4066328792,0.974975,100,1,1593.41651484,0.00311039,-504.91505586,0.0175887
-496.291,-498.946903705,1.03543,0.4,1622.15876374,3.94769e-06,42.3317,500.0,100,-575.497,0.0388899,0.718547,0.01,-498.946903705,1.76955,96.5781707247,96.238778521,0.992537,100,1,1622.15876374,0.0072395,-498.946903705,0.0178286
-493.105,-497.46054234,1.06335,0.4,2271.15679115,8.3141e-06,51.9187,500.0,100,-570.553,0.0794577,0.56127,0.01,-497.46054234,2.71334,94.0424586397,92.394997543,0.977598,100,1,2271.15679115,0.00574132,-497.46054234,0.0277552
-501.844,-504.096172068,1.03303,0.4,1646.43752631,4.82504e-06,41.6027,500.0,100,-576.074,0.0510652,0.557331,0.01,-504.096172068,2.39459,96.8027742578,95.4409815459,1.02876,100,1,1646.43752631,0.00541753,-504.096172068,0.0232766
-497.702,-502.011174857,1.05499,0.4,2098.4414855,5.38345e-06,45.2681,500.0,100,-572.586,0.0534885,0.267033,0.01,-502.011174857,1.45998,94.7878484639,94.9400644983,0.996781,100,1,2098.4414855,0.00267896,-502.011174857,0.0146469
-489.161,-490.76037774,1.02058,0.4,1956.0202876,1.87003e-06,43.3845,500.0,100,-567.601,0.0185969,0.507951,0.01,-490.76037774,1.21271,97.9838607001,98.1823116688,0.997232,100,1,1956.0202876,0.00509361,-490.76037774,0.0121608
-493.186,-495.741142551,1.03562,0.4,1799.44431727,4.65043e-06,44.8358,500.0,100,-568.804,0.0471148,0.552212,0.01,-495.741142551,1.90298,96.5607947616,95.5987692423,1.00654,100,1,1799.44431727,0.00548623,-495.741142551,0.0189061
-490.664,-494.238206937,1.04922,0.4,2315.95228734,6.4791e-06,48.1859,500.0,100,-570.147,0.0666814,0.315863,0.01,-494.238206937,2.08135,95.3087692824,93.9723194855,1.01448,100,1,2315.95228734,0.00311353,-494.238206937,0.0205163
-495.74,-499.088676492,1.04982,0.4,2044.59855316,5.25134e-06,46.111,500.0,100,-570.39,0.0527656,0.210536,0.01,-499.088676492,1.52207,95.2546349524,95.0580992568,1.0024,100,1,2044.59855316,0.00210032,-499.088676492,0.0151843
-488.736,-495.336602777,1.08929,0.4,1954.59476276,1.6364e-05,47.3361,500.0,100,-567.557,0.156346,0.333536,0.01,-495.336602777,3.26803,91.802915571,86.05823129,0.977458,100,1,1954.59476276,0.00341228,-495.336602777,0.033434
-488.158,-492.639297302,1.06382,0.4,1837.98260641,6.77566e-06,43.5849,500.0,100,-562.532,0.0654312,0.481312,0.01,-492.639297302,1.95752,94.000969749,93.7138190666,0.98269,100,1,1837.98260641,0.0048979,-492.639297302,0.01992
-489.783,-495.896711282,1.08919,0.4,1829.43352826,9.73293e-06,45.0791,500.0,100,-567.481,0.0942332,0.286929,0.01,-495.896711282,1.84187,91.8117374134,91.2112686857,0.983966,100,1,1829.43352826,0.00291604,-495.896711282,0.0187188
-491.049,-493.536013694,1.03617,0.4,1540.97769406,3.62008e-06,39.2969,500.0,100,-563.74,0.0368968,0.568515,0.01,-493.536013694,1.60639,96.5095371042,96.5401021534,1.00957,100,1,1540.97769406,0.00563128,-493.536013694,0.0159117
-491.046,-495.002869082,1.06043,0.4,1810.83180934,6.86432e-06,47.5679,500.0,100,-564.362,0.0750029,0.496962,0.01,-495.002869082,2.35863,94.3013214718,93.6367599228,1.0453,100,1,1810.83180934,0.00475426,-495.002869082,0.0225642
-494.862,-496.627589339,1.02466,0.4,1697.64212727,4.39467e-06,41.1271,500.0,100,-570.108,0.0434648,0.491849,0.01,-496.627589339,2.16665,97.5929514795,95.8306614151,0.994502,100,1,1697.64212727,0.00494568,-496.627589339,0.0217862
-498.124,-501.051836415,1.04565,0.4,1812.81771991,6.49329e-06,46.462,500.0,100,-573.415,0.0589074,0.230736,0.01,-501.051836415,1.86261,95.6339450817,93.9599152307,0.952473,100,1,1812.81771991,0.0024225,-501.051836415,0.0195556
-494.377,-497.049547695,1.03776,0.4,2228.65998055,7.72321e-06,47.9406,500.0,100,-575.072,0.0791316,0.604069,0.01,-497.049547695,2.75262,96.3609934893,92.8971295278,1.01222,100,1,2228.65998055,0.00596775,-497.049547695,0.0271938
-500.506,-502.05960221,1.0175,0.4,2816.1150211,1.94034e-06,54.8142,500.0,100,-592.55,0.019092,0.631646,0.01,-502.05960221,1.39651,98.2802438223,98.1152654694,0.991942,100,1,2816.1150211,0.00636777,-502.05960221,0.0140785
-484.307,-486.361723771,1.02955,0.4,1680.24105708,3.60604e-06,41.318,500.0,100,-554.971,0.0375729,0.759088,0.01,-486.361723771,1.89939,97.1299080887,96.5530676822,1.02076,100,1,1680.24105708,0.00743653,-486.361723771,0.0186077
-494.744,-498.418869872,1.0529,0.4,2075.05656885,5.55586e-06,46.3409,500.0,100,-572.985,0.0579007,0.566457,0.01,-498.418869872,1.74919,94.9762259627,94.7864211046,1.02086,100,1,2075.05656885,0.00554882,-498.418869872,0.0171344
-494.51,-499.051296236,1.06711,0.4,1889.73527283,7.79501e-06,44.1268,500.0,100,-570.156,0.0791346,0.412136,0.01,-499.051296236,2.01574,93.7108260891,92.8358004077,1.00757,100,1,1889.73527283,0.0040904,-499.051296236,0.020006
-490.997,-497.225749077,1.09346,0.4,1746.95765744,1.58104e-05,43.4464,500.0,100,-568.001,0.164994,0.472143,0.01,-497.225749077,3.66799,91.452762697,86.4660305139,1.02156,100,1,1746.95765744,0.0046218,-497.225749077,0.0359059
-488.188,-493.855487108,1.09246,0.4,1621.90715109,1.19217e-05,44.1066,500.0,100,-562.294,0.118177,0.304486,0.01,-493.855487108,2.4986,91.5362794792,89.443406208,0.995628,100,1,1621.90715109,0.00305823,-493.855487108,0.0250957
-490.553,-494.651709538,1.05582,0.4,1848.19570092,7.66528e-06,43.921,500.0,100,-566.392,0.0822007,0.603734,0.01,-494.651709538,2.10064,94.7129546256,92.9466591031,1.03556,100,1,1848.19570092,0.00583004,-494.651709538,0.0202851
-495.774,-505.364404882,1.02808,0.4,23281.2353015,4.02186e-06,69.057,500.0,100,-739.269,0.0404869,0.358452,0.01,-505.364404882,1.48268,97.2684369058,96.1708516773,1.00333,100,1,23281.2353015,0.00357262,-505.364404882,0.0147776
-491.527,-494.112906488,1.03485,0.4,2005.9240859,3.22465e-06,45.3543,500.0,100,-569.742,0.0345559,0.540126,0.01,-494.112906488,1.77304,96.6320948972,96.9063404408,1.03519,100,1,2005.9240859,0.00521766,-494.112906488,0.0171277
-488.305,-492.604416452,1.06032,0.4,2274.55204587,6.76315e-06,48.6543,500.0,100,-562.962,0.0727549,0.47701,0.01,-492.604416452,2.01188,94.3115737255,93.7246589783,1.03719,100,1,2274.55204587,0.00459908,-492.604416452,0.0193975
-489.083,-492.569307619,1.05102,0.4,2356.43681547,4.66949e-06,50.4997,500.0,100,-565.398,0.0484838,0.582415,0.01,-492.569307619,1.74967,95.1456656453,95.5814778548,1.01898,100,1,2356.43681547,0.00571569,-492.569307619,0.0171709
-489.976,-492.524128682,1.0346,0.4,1696.72509025,3.81379e-06,40.843,500.0,100,-565.803,0.0384397,0.561425,0.01,-492.524128682,1.58795,96.6558330413,96.3616969065,1.00395,100,1,1696.72509025,0.00559217,-492.524128682,0.0158171
-496.12,-499.102192365,1.04332,0.4,1994.50183334,4.1065e-06,45.9128,500.0,100,-571.107,0.0413598,0.529145,0.01,-499.102192365,1.40693,95.8480947516,96.0933885815,1.00358,100,1,1994.50183334,0.00527256,-499.102192365,0.0140191
-488.769,-491.591743732,1.03688,0.4,2067.22209233,4.11425e-06,46.2739,500.0,100,-563.217,0.0422038,0.542305,0.01,-491.591743732,1.61219,96.4434180988,96.0862907226,1.01282,100,1,2067.22209233,0.00535443,-491.591743732,0.0159179
-487.639,-490.88440493,1.04371,0.4,2125.10495113,5.48354e-06,51.1838,500.0,100,-562.073,0.0586763,0.576155,0.01,-490.88440493,2.08271,95.8123511535,94.8508015393,1.03443,100,1,2125.10495113,0.00556979,-490.88440493,0.0201339
-486.343,-488.328070526,1.02877,0.4,1778.56767431,2.37981e-06,40.4254,500.0,100,-560.715,0.0238089,0.677796,0.01,-488.328070526,1.42336,97.2035382397,97.6982441732,1.00023,100,1,1778.56767431,0.00677642,-488.328070526,0.0142304
-485.214,-490.508320199,1.07779,0.4,1727.09284827,1.21722e-05,44.3819,500.0,100,-563.002,0.1183,0.429974,0.01,-490.508320199,2.35247,92.7828205393,89.245497535,0.985844,100,1,1727.09284827,0.00436148,-490.508320199,0.0238625
-486.331,-489.547953521,1.04245,0.4,2063.598218,4.05126e-06,45.9797,500.0,100,-563.321,0.0404606,0.51975,0.01,-489.547953521,1.48976,95.9278118917,96.1439067881,0.999359,100,1,2063.598218,0.00520084,-489.547953521,0.0149072
-485.204,-488.710620255,1.05334,0.4,2000.94775606,5.49161e-06,46.0428,500.0,100,-561.857,0.0554249,0.578218,0.01,-488.710620255,2.26263,94.9363373957,94.8436466889,1.00462,100,1,2000.94775606,0.00575557,-488.710620255,0.0225222
-480.718,-492.754927368,1.24344,0.4,1629.73412761,0.000116543,80.9371,500.0,100,-559.874,1.40084,0.290239,0.01,-492.754927368,11.5273,80.4218986725,46.4301717442,1.09636,100,1,1629.73412761,0.00264731,-492.754927368,0.105142
-486.455,-489.456995473,1.04287,0.4,1904.73701194,5.22208e-06,43.8383,500.0,100,-563.318,0.0539137,0.47835,0.01,-489.456995473,2.11138,95.8890054329,95.0842868938,1.01608,100,1,1904.73701194,0.0047078,-489.456995473,0.0207797
-479.553,-483.538412172,1.07068,0.4,1858.37663564,1.09878e-05,51.6996,500.0,100,-551.984,0.103073,0.441244,0.01,-483.538412172,3.18856,93.39841949,90.1892932025,0.968538,100,1,1858.37663564,0.00455577,-483.538412172,0.0329214
-486.396,-491.326750488,1.06895,0.4,2061.7385195,1.00564e-05,51.5693,500.0,100,-564.277,0.10265,0.274277,0.01,-491.326750488,2.28247,93.549708788,90.9456098049,1.01032,100,1,2061.7385195,0.00271475,-491.326750488,0.0225915
-490.958,-495.127148841,1.05896,0.4,1464.41766832,7.46753e-06,40.3069,500.0,100,-568.385,0.0756212,0.304854,0.01,-495.127148841,1.91878,94.4326593543,93.1160884302,1.00631,100,1,1464.41766832,0.00302941,-495.127148841,0.0190674
-492.198,-497.964211511,1.08543,0.4,1804.87062865,1.15508e-05,46.9266,500.0,100,-573.196,0.122986,0.242094,0.01,-497.964211511,2.5002,92.1297182032,89.7382027898,1.03186,100,1,1804.87062865,0.00234618,-497.964211511,0.0242299
-484.289,-485.320048645,1.01443,0.4,2093.28577131,1.59989e-06,46.4687,500.0,100,-566.466,0.0156705,0.575535,0.01,-485.320048645,1.19863,98.5778693447,98.4408334318,0.989683,100,1,2093.28577131,0.00581534,-485.320048645,0.0121113
-485.287,-488.384303038,1.04654,0.4,1607.49635767,6.46656e-06,40.8493,500.0,100,-557.958,0.0645553,0.517558,0.01,-488.384303038,2.11708,95.5529194723,93.983317196,0.999147,100,1,1607.49635767,0.00518,-488.384303038,0.0211888
-484.381,-486.658797244,1.03286,0.4,1694.30841106,3.83026e-06,44.4687,500.0,100,-556.665,0.0377583,0.628493,0.01,-486.658797244,1.64846,96.8185947479,96.3466019708,0.992869,100,1,1694.30841106,0.00633007,-486.658797244,0.016603
-494.475,-496.881306718,1.03534,0.4,1790.77456159,3.66598e-06,43.8269,500.0,100,-566.541,0.0355667,0.55616,0.01,-496.881306718,1.58619,96.5868332488,96.4978000308,0.984979,100,1,1790.77456159,0.00564641,-496.881306718,0.0161038
-486.574,-492.240684496,1.09101,0.4,1593.68977604,1.60123e-05,50.4604,500.0,100,-560.273,0.16742,0.491429,0.01,-492.240684496,3.6238,91.6584608351,86.3169115549,1.02253,100,1,1593.68977604,0.004806,-492.240684496,0.0354394
-485.182,-487.797044084,1.03801,0.4,2103.0910947,4.20174e-06,47.2679,500.0,100,-557.973,0.0433603,0.571257,0.01,-487.797044084,1.53588,96.3380526906,96.0064139233,1.01585,100,1,2103.0910947,0.00562342,-487.797044084,0.0151191
-494.737,-496.468292172,1.02337,0.4,2179.55176073,2.48321e-06,46.2496,500.0,100,-568.674,0.0265355,0.542356,0.01,-496.468292172,1.62456,97.7159332989,97.6006141978,1.03373,100,1,2179.55176073,0.0052466,-496.468292172,0.0157156
-486.123,-488.894739925,1.03821,0.4,1862.49032562,3.34313e-06,44.7948,500.0,100,-560.481,0.0340723,0.619174,0.01,-488.894739925,1.74119,96.3195464445,96.7963073772,1.00954,100,1,1862.49032562,0.00613322,-488.894739925,0.0172474
-491.6,-494.493492289,1.03909,0.4,1972.43757407,4.05005e-06,44.2401,500.0,100,-567.741,0.0408314,0.457741,0.01,-494.493492289,1.41514,96.2383380564,96.1450232949,1.00408,100,1,1972.43757407,0.00455882,-494.493492289,0.014094
-482.579,-485.795645675,1.04501,0.4,2085.27074581,4.88106e-06,49.2426,500.0,100,-558.538,0.0506001,0.673113,0.01,-485.795645675,2.10636,95.6929541986,95.3904786412,1.01817,100,1,2085.27074581,0.00661104,-485.795645675,0.0206878
-483.027,-493.438719743,1.18325,0.4,2111.44679146,0.00028267,83.1214,500.0,100,-569.794,4.22958,0.445661,0.01,-493.438719743,21.1746,84.5129548425,26.3266499338,1.22323,100,1,2111.44679146,0.00364331,-493.438719743,0.173103
-484.418,-486.930679665,1.03531,0.4,1806.04608177,3.48617e-06,42.2173,500.0,100,-557.106,0.0365003,0.5534,0.01,-486.930679665,1.47473,96.5896914443,96.6638657042,1.02323,100,1,1806.04608177,0.00540836,-486.930679665,0.0144125
-485.376,-487.82854817,1.03673,0.4,1584.16522533,3.9597e-06,38.8357,500.0,100,-557.648,0.0381256,0.49325,0.01,-487.82854817,1.30165,96.4572690658,96.2278048362,0.981245,100,1,1584.16522533,0.00502677,-487.82854817,0.0132653
-480.827,-483.843831896,1.04585,0.4,2045.8067448,8.16085e-06,46.0951,500.0,100,-559.005,0.0817877,0.576058,0.01,-483.843831896,2.29725,95.616460341,92.5246678325,1.0011,100,1,2045.8067448,0.00575427,-483.843831896,0.0229473
-480.075,-482.999295328,1.04285,0.4,2260.18623425,4.15673e-06,49.2197,500.0,100,-555.221,0.0421635,0.628283,0.01,-482.999295328,1.48065,95.891351131,96.0474892477,1.00715,100,1,2260.18623425,0.00623825,-482.999295328,0.0147015
-492.418,-495.461745904,1.04165,0.4,1952.69778711,6.36118e-06,47.0338,500.0,100,-566.116,0.0667857,0.470234,0.01,-495.461745904,2.39384,96.0014099328,94.0755584079,1.02464,100,1,1952.69778711,0.00458924,-495.461745904,0.0233627
-488.828,-490.739729839,1.03598,0.4,1893.53171471,6.92521e-06,47.3647,500.0,100,-562.534,0.0706376,0.681187,0.01,-490.739729839,3.05008,96.5266946928,93.5839470183,1.00995,100,1,1893.53171471,0.00674473,-490.739729839,0.0302001
-489.931,-491.455207513,1.0213,0.4,1656.88296525,2.43524e-06,41.283,500.0,100,-562.766,0.0226365,0.405291,0.01,-491.455207513,1.32402,97.9140839341,97.6458759877,0.964126,100,1,1656.88296525,0.00420372,-491.455207513,0.0137328
