ESSRenyi,BatchSize,AvgVanillaIw,AvgDiscRet,AvgRet,VarVanillaIw,MaxVanillaIw,ESSClassic,VarJ,IterType,MinVanillaIw,Delta,Bound,VarRet,J,AvgNormIw,AvgEpLen,MinNormIw,MaxNormIw,eRenyi2,EpsThisIter,VarDiscRet,VarNormIw,VanillaAvgRet
500.0,500,1.0,4660.46667274,4660.46667274,,1.0,100.0,18.2164,2,1.0,0.4,4087.31,335.188989506,4660.47,0.01,500.0,0.01,0.01,1.0,100,335.188989506,3.50449e-18,4660.46667274
500.0,500,1.0,4655.9284123,4655.9284123,,1.0,200.000000102,30.881,2,1.0,0.4,4252.9,1580.9467476,4658.2,0.005,499.65,0.005,0.005,1.0,100,1580.9467476,2.1793e-19,4655.9284123
500.0,500,1.0,4659.10820963,4659.10820963,,1.0,299.999969474,28.0552,2,1.0,0.4,4327.58,458.037728041,4658.5,0.00333333,499.85,0.00333333,0.00333333,1.0,100,458.037728041,5.43914e-20,4659.10820963
500.0,500,1.0,4657.63466497,4657.63466497,,1.0,400.0,25.8486,2,1.0,0.4,4371.7,313.88682228,4658.28,0.0025,500.0,0.0025,0.0025,1.0,100,313.88682228,5.4346e-20,4657.63466497
499.523081736,500,0.998644,4659.13415065,4659.13415065,0.00105436,1.07062,499.472834704,23.0175,1,0.861207,0.4,4402.24,280.801591765,4658.69,0.002,500.0,0.00172475,0.00214415,1.00095,100,280.801591765,4.22889e-09,4659.13415065
500.0,500,1.0,4660.35363566,4660.35363566,,1.0,100.0,18.241,2,1.0,0.4,4087.18,336.095217718,4660.35,0.01,500.0,0.01,0.01,1.0,100,336.095217718,3.50449e-18,4660.35363566
500.0,500,1.0,4662.43242006,4662.43242006,,1.0,200.000000102,16.8281,2,1.0,0.4,4256.1,233.809606866,4661.39,0.005,500.0,0.005,0.005,1.0,100,233.809606866,2.1793e-19,4662.43242006
500.0,500,1.0,4656.86656213,4656.86656213,,1.0,299.999969474,19.9276,2,1.0,0.4,4328.96,617.475150137,4659.88,0.00333333,500.0,0.00333333,0.00333333,1.0,100,617.475150137,5.43914e-20,4656.86656213
500.0,500,1.0,4659.06033824,4659.06033824,,1.0,400.0,20.8147,2,1.0,0.4,4373.09,546.638830284,4659.68,0.0025,500.0,0.0025,0.0025,1.0,100,546.638830284,5.4346e-20,4659.06033824
499.218851728,500,0.998443,4656.48736224,4656.48736224,0.00166321,1.07745,499.169064429,21.0794,1,0.826279,0.4,4402.93,758.739873008,4659.46,0.002,499.93,0.00165513,0.00215826,1.00156,100,758.739873008,6.67362e-09,4656.48736224
500.0,500,1.0,4661.88997292,4661.88997292,,1.0,100.0,15.2515,2,1.0,0.4,4088.74,234.958937562,4661.89,0.01,500.0,0.01,0.01,1.0,100,234.958937562,3.50449e-18,4661.88997292
500.0,500,1.0,4664.62861726,4664.62861726,,1.0,200.000000102,14.3578,2,1.0,0.4,4257.97,177.709716712,4663.26,0.005,500.0,0.005,0.005,1.0,100,177.709716712,2.1793e-19,4664.62861726
500.0,500,1.0,4661.40167969,4661.40167969,,1.0,299.999969474,18.2075,2,1.0,0.4,4331.72,585.800035703,4662.64,0.00333333,499.95,0.00333333,0.00333333,1.0,100,585.800035703,5.43914e-20,4661.40167969
500.0,500,1.0,4659.08347206,4659.08347206,,1.0,400.0,18.6122,2,1.0,0.4,4375.17,385.491534453,4661.75,0.0025,500.0,0.0025,0.0025,1.0,100,385.491534453,5.4346e-20,4659.08347206
499.697629789,500,0.999361,4658.77825608,4658.77825608,0.000614161,1.06571,499.693592217,18.3993,1,0.89913,0.4,4404.92,376.906942137,4661.32,0.002,500.0,0.00179941,0.00213279,1.00061,100,376.906942137,2.45979e-09,4658.77825608
500.0,500,1.0,4659.65435352,4659.65435352,,1.0,100.0,19.4885,2,1.0,0.4,4086.48,383.638170953,4659.65,0.01,500.0,0.01,0.01,1.0,100,383.638170953,3.50449e-18,4659.65435352
500.0,500,1.0,4660.36230221,4660.36230221,,1.0,200.000000102,18.712,2,1.0,0.4,4254.71,323.458450312,4660.01,0.005,500.0,0.005,0.005,1.0,100,323.458450312,2.1793e-19,4660.36230221
500.0,500,1.0,4659.64004223,4659.64004223,,1.0,299.999969474,29.8013,2,1.0,0.4,4328.96,1983.82785591,4659.89,0.00333333,499.69,0.00333333,0.00333333,1.0,100,1983.82785591,5.43914e-20,4659.64004223
500.0,500,1.0,4663.02838258,4663.02838258,,1.0,400.0,27.2193,2,1.0,0.4,4374.08,294.746240601,4660.67,0.0025,500.0,0.0025,0.0025,1.0,100,294.746240601,5.4346e-20,4663.02838258
499.400798198,500,1.00114,4661.50812175,4661.50812175,0.00129381,1.08897,499.356609878,23.2029,1,0.851206,0.4,4404.67,246.394811455,4661.16,0.002,500.0,0.00170048,0.00217547,1.0012,100,246.394811455,5.16348e-09,4661.50812175
500.0,500,1.0,4661.14982689,4661.14982689,,1.0,100.0,16.0385,2,1.0,0.4,4087.98,259.831803698,4661.15,0.01,500.0,0.01,0.01,1.0,100,259.831803698,3.50449e-18,4661.14982689
500.0,500,1.0,4661.45046196,4661.45046196,,1.0,200.000000102,18.5175,2,1.0,0.4,4256.01,432.846990894,4661.3,0.005,500.0,0.005,0.005,1.0,100,432.846990894,2.1793e-19,4661.45046196
500.0,500,1.0,4660.67875029,4660.67875029,,1.0,299.999969474,18.4135,2,1.0,0.4,4330.17,334.460656113,4661.09,0.00333333,500.0,0.00333333,0.00333333,1.0,100,334.460656113,5.43914e-20,4660.67875029
500.0,500,1.0,4662.30771333,4662.30771333,,1.0,400.0,17.6814,2,1.0,0.4,4374.81,234.601866552,4661.4,0.0025,500.0,0.0025,0.0025,1.0,100,234.601866552,5.4346e-20,4662.30771333
499.701916171,500,1.00077,4660.50045409,4660.50045409,0.000649951,1.05217,499.676405468,17.1186,1,0.810329,0.4,4404.98,275.45649509,4661.38,0.002,500.0,0.00161941,0.00210273,1.0006,100,275.45649509,2.59581e-09,4660.50045409
500.0,500,1.0,4661.42320133,4661.42320133,,1.0,100.0,17.7391,2,1.0,0.4,4088.29,317.853723899,4661.42,0.01,500.0,0.01,0.01,1.0,100,317.853723899,3.50449e-18,4661.42320133
500.0,500,1.0,4661.23594839,4661.23594839,,1.0,200.000000102,19.3824,2,1.0,0.4,4256.04,441.075363438,4661.33,0.005,500.0,0.005,0.005,1.0,100,441.075363438,2.1793e-19,4661.23594839
500.0,500,1.0,4659.39353574,4659.39353574,,1.0,299.999969474,18.6112,2,1.0,0.4,4329.76,288.152853384,4660.69,0.00333333,500.0,0.00333333,0.00333333,1.0,100,288.152853384,5.43914e-20,4659.39353574
500.0,500,1.0,4648.25382643,4648.25382643,,1.0,400.0,65.789,2,1.0,0.4,4370.99,16320.9521003,4657.58,0.0025,498.65,0.0025,0.0025,1.0,100,16320.9521003,5.4346e-20,4648.25382643
498.082272858,500,1.00102,4663.07298867,4663.07298867,0.00348519,1.0934,498.270464214,38.4743,1,0.604359,0.4,4403.04,223.89582253,4659.86,0.002,500.0,0.00120749,0.00218458,1.00385,100,223.89582253,1.39124e-08,4663.07298867
500.0,500,1.0,4661.77847564,4661.77847564,,1.0,100.0,18.6075,2,1.0,0.4,4088.64,349.735676142,4661.78,0.01,500.0,0.01,0.01,1.0,100,349.735676142,3.50449e-18,4661.77847564
500.0,500,1.0,4660.46885921,4660.46885921,,1.0,200.000000102,28.6419,2,1.0,0.4,4255.84,1306.69421182,4661.12,0.005,499.66,0.005,0.005,1.0,100,1306.69421182,2.1793e-19,4660.46885921
500.0,500,1.0,4658.97712122,4658.97712122,,1.0,299.999969474,25.6781,2,1.0,0.4,4329.49,337.679065745,4660.41,0.00333333,500.0,0.00333333,0.00333333,1.0,100,337.679065745,5.43914e-20,4658.97712122
500.0,500,1.0,4657.80889491,4657.80889491,,1.0,400.0,31.8302,2,1.0,0.4,4373.17,2090.3905423,4659.76,0.0025,499.67,0.0025,0.0025,1.0,100,2090.3905423,5.4346e-20,4657.80889491
498.938078826,500,0.999363,4657.66058088,4657.66058088,0.00226231,1.09281,498.872423913,25.7887,1,0.737802,0.4,4403.32,442.349419481,4659.92,0.002,500.0,0.00147654,0.00218702,1.00213,100,442.349419481,9.06076e-09,4657.66058088
500.0,500,1.0,4662.42532826,4662.42532826,,1.0,100.0,17.3155,2,1.0,0.4,4089.25,302.854677745,4662.43,0.01,500.0,0.01,0.01,1.0,100,302.854677745,3.50449e-18,4662.42532826
500.0,500,1.0,4659.44699141,4659.44699141,,1.0,200.000000102,16.8928,2,1.0,0.4,4255.64,269.159341644,4660.94,0.005,500.0,0.005,0.005,1.0,100,269.159341644,2.1793e-19,4659.44699141
500.0,500,1.0,4660.27173049,4660.27173049,,1.0,299.999969474,17.7673,2,1.0,0.4,4329.79,379.803256456,4660.71,0.00333333,500.0,0.00333333,0.00333333,1.0,100,379.803256456,5.43914e-20,4660.27173049
500.0,500,1.0,4662.08246583,4662.08246583,,1.0,400.0,17.9568,2,1.0,0.4,4374.47,344.798265252,4661.06,0.0025,500.0,0.0025,0.0025,1.0,100,344.798265252,5.4346e-20,4662.08246583
499.549854118,500,0.999694,4659.35768014,4659.35768014,0.000853049,1.06597,499.574249366,17.826,1,0.875639,0.4,4404.5,391.171167975,4660.95,0.002,500.0,0.00175181,0.00213259,1.0009,100,391.171167975,3.41428e-09,4659.35768014
500.0,500,1.0,4663.04787603,4663.04787603,,1.0,100.0,15.6555,2,1.0,0.4,4089.88,247.572682637,4663.05,0.01,500.0,0.01,0.01,1.0,100,247.572682637,3.50449e-18,4663.04787603
500.0,500,1.0,4660.98499924,4660.98499924,,1.0,200.000000102,18.2769,2,1.0,0.4,4256.73,425.117945888,4662.02,0.005,500.0,0.005,0.005,1.0,100,425.117945888,2.1793e-19,4660.98499924
500.0,500,1.0,4645.64413936,4645.64413936,,1.0,299.999969474,65.7092,2,1.0,0.4,4325.64,12228.5849971,4656.56,0.00333333,498.84,0.00333333,0.00333333,1.0,100,12228.5849971,5.43914e-20,4645.64413936
500.0,500,1.0,4658.04380566,4658.04380566,,1.0,400.0,60.0032,2,1.0,0.4,4370.35,1461.39598425,4656.93,0.0025,499.68,0.0025,0.0025,1.0,100,1461.39598425,5.4346e-20,4658.04380566
498.438955755,500,1.00296,4661.8004942,4661.8004942,0.00324078,1.11538,498.397648259,43.6858,1,0.767607,0.4,4402.03,269.44044097,4658.76,0.002,500.0,0.00153069,0.00222419,1.00313,100,269.44044097,1.28868e-08,4661.8004942
500.0,500,1.0,4663.14873154,4663.14873154,,1.0,100.0,18.5582,2,1.0,0.4,4089.97,347.886607869,4663.15,0.01,500.0,0.01,0.01,1.0,100,347.886607869,3.50449e-18,4663.14873154
500.0,500,1.0,4662.92609394,4662.92609394,,1.0,200.000000102,16.9505,2,1.0,0.4,4257.74,232.534701231,4663.04,0.005,500.0,0.005,0.005,1.0,100,232.534701231,2.1793e-19,4662.92609394
500.0,500,1.0,4657.78301731,4657.78301731,,1.0,299.999969474,18.4937,2,1.0,0.4,4330.36,437.377640059,4661.29,0.00333333,500.0,0.00333333,0.00333333,1.0,100,437.377640059,5.43914e-20,4657.78301731
500.0,500,1.0,4653.00423836,4653.00423836,,1.0,400.0,39.5996,2,1.0,0.4,4372.63,5247.5125164,4659.21,0.0025,499.38,0.0025,0.0025,1.0,100,5247.5125164,5.4346e-20,4653.00423836
498.697760767,500,1.00184,4657.95266551,4657.95266551,0.00296546,1.10335,498.530120566,30.4143,1,0.76304,0.4,4403.0,483.404530781,4659.67,0.002,500.0,0.00152328,0.00220265,1.00261,100,483.404530781,1.18183e-08,4657.95266551
500.0,500,1.0,4645.66921412,4645.66921412,,1.0,100.0,177.588,2,1.0,0.4,4072.49,31856.1111461,4645.67,0.01,498.12,0.01,0.01,1.0,100,31856.1111461,3.50449e-18,4645.66921412
500.0,500,1.0,4656.70172263,4656.70172263,,1.0,200.000000102,126.727,2,1.0,0.4,4245.89,526.42642284,4651.19,0.005,500.0,0.005,0.005,1.0,100,526.42642284,2.1793e-19,4656.70172263
500.0,500,1.0,4658.55414664,4658.55414664,,1.0,299.999969474,106.213,2,1.0,0.4,4322.72,1704.96794228,4653.64,0.00333333,499.75,0.00333333,0.00333333,1.0,100,1704.96794228,5.43914e-20,4658.55414664
500.0,500,1.0,4661.28811362,4661.28811362,,1.0,400.0,92.4927,2,1.0,0.4,4368.96,335.398392084,4655.55,0.0025,500.0,0.0025,0.0025,1.0,100,335.398392084,5.4346e-20,4661.28811362
496.397708594,500,1.00201,4663.21198231,4663.21198231,0.00726865,1.18677,496.413592541,49.7547,1,0.563069,0.4,4402.01,218.482601345,4659.28,0.002,500.0,0.00112387,0.00236876,1.00726,100,218.482601345,2.89578e-08,4663.21198231
500.0,500,1.0,4664.97097712,4664.97097712,,1.0,100.0,13.1919,2,1.0,0.4,4091.82,175.78505628,4664.97,0.01,500.0,0.01,0.01,1.0,100,175.78505628,3.50449e-18,4664.97097712
500.0,500,1.0,4661.6749871,4661.6749871,,1.0,200.000000102,14.4503,2,1.0,0.4,4258.04,240.568515071,4663.32,0.005,500.0,0.005,0.005,1.0,100,240.568515071,2.1793e-19,4661.6749871
500.0,500,1.0,4652.37747793,4652.37747793,,1.0,299.999969474,38.4102,2,1.0,0.4,4328.75,3968.2299645,4659.67,0.00333333,499.35,0.00333333,0.00333333,1.0,100,3968.2299645,5.43914e-20,4652.37747793
500.0,500,1.0,4660.16121684,4660.16121684,,1.0,400.0,34.6255,2,1.0,0.4,4373.21,373.228940591,4659.8,0.0025,500.0,0.0025,0.0025,1.0,100,373.228940591,5.4346e-20,4660.16121684
497.697632987,500,0.996391,4648.47316638,4648.47316638,0.00578978,1.1254,497.106923811,44.5143,1,0.597985,0.4,4401.96,16145.4834756,4658.89,0.002,498.66,0.0012003,0.00225896,1.00463,100,16145.4834756,2.33272e-08,4648.47316638
500.0,500,1.0,4661.00414864,4661.00414864,,1.0,100.0,18.3598,2,1.0,0.4,4087.87,340.484786691,4661.0,0.01,500.0,0.01,0.01,1.0,100,340.484786691,3.50449e-18,4661.00414864
500.0,500,1.0,4662.28172147,4662.28172147,,1.0,200.000000102,16.2318,2,1.0,0.4,4256.35,190.957802646,4661.64,0.005,500.0,0.005,0.005,1.0,100,190.957802646,2.1793e-19,4662.28172147
500.0,500,1.0,4664.17008353,4664.17008353,,1.0,299.999969474,15.312,2,1.0,0.4,4331.56,173.913006959,4662.49,0.00333333,500.0,0.00333333,0.00333333,1.0,100,173.913006959,5.43914e-20,4664.17008353
500.0,500,1.0,4632.15637319,4632.15637319,,1.0,400.0,153.572,2,1.0,0.4,4368.31,93883.1983526,4654.9,0.0025,496.73,0.0025,0.0025,1.0,100,93883.1983526,5.4346e-20,4632.15637319
495.747506224,500,1.00298,4659.81270143,4659.81270143,0.00864393,1.25231,495.749007388,81.6818,1,0.491546,0.4,4401.13,460.740856355,4658.56,0.002,500.0,0.00098017,0.00249717,1.00858,100,460.740856355,3.43705e-08,4659.81270143
500.0,500,1.0,4662.70187426,4662.70187426,,1.0,100.0,16.1909,2,1.0,0.4,4089.53,264.794199601,4662.7,0.01,500.0,0.01,0.01,1.0,100,264.794199601,3.50449e-18,4662.70187426
500.0,500,1.0,4663.39758251,4663.39758251,,1.0,200.000000102,15.6973,2,1.0,0.4,4257.75,232.752152522,4663.05,0.005,500.0,0.005,0.005,1.0,100,232.752152522,2.1793e-19,4663.39758251
500.0,500,1.0,4661.51754945,4661.51754945,,1.0,299.999969474,15.5134,2,1.0,0.4,4331.62,229.916021555,4662.54,0.00333333,500.0,0.00333333,0.00333333,1.0,100,229.916021555,5.43914e-20,4661.51754945
500.0,500,1.0,4662.22140679,4662.22140679,,1.0,400.0,15.8484,2,1.0,0.4,4375.87,285.467694673,4662.46,0.0025,500.0,0.0025,0.0025,1.0,100,285.467694673,5.4346e-20,4662.22140679
499.639294676,500,1.00006,4661.72869648,4661.72869648,0.000757512,1.08045,499.622284361,15.3185,1,0.898323,0.4,4406.06,215.146972768,4662.49,0.002,500.0,0.00179653,0.00216077,1.00072,100,215.146972768,3.02967e-09,4661.72869648
500.0,500,1.0,4660.5732822,4660.5732822,,1.0,100.0,19.3557,2,1.0,0.4,4087.43,378.427470032,4660.57,0.01,500.0,0.01,0.01,1.0,100,378.427470032,3.50449e-18,4660.5732822
500.0,500,1.0,4660.81164711,4660.81164711,,1.0,200.000000102,17.2191,2,1.0,0.4,4255.42,220.529738054,4660.69,0.005,500.0,0.005,0.005,1.0,100,220.529738054,2.1793e-19,4660.81164711
500.0,500,1.0,4660.64144075,4660.64144075,,1.0,299.999969474,17.0494,2,1.0,0.4,4329.75,281.870751622,4660.68,0.00333333,500.0,0.00333333,0.00333333,1.0,100,281.870751622,5.43914e-20,4660.64144075
500.0,500,1.0,4663.54917238,4663.54917238,,1.0,400.0,16.5213,2,1.0,0.4,4374.8,215.727066828,4661.39,0.0025,500.0,0.0025,0.0025,1.0,100,215.727066828,5.4346e-20,4663.54917238
499.645663255,500,1.00062,4662.40511669,4662.40511669,0.000775498,1.06861,499.613872265,16.3992,1,0.897756,0.4,4405.34,301.790171695,4661.77,0.002,500.0,0.0017944,0.0021359,1.00071,100,301.790171695,3.09815e-09,4662.40511669
500.0,500,1.0,4662.14267469,4662.14267469,,1.0,100.0,18.3246,2,1.0,0.4,4088.98,339.181915723,4662.14,0.01,500.0,0.01,0.01,1.0,100,339.181915723,3.50449e-18,4662.14267469
500.0,500,1.0,4661.3304833,4661.3304833,,1.0,200.000000102,17.8421,2,1.0,0.4,4256.45,303.598750892,4661.74,0.005,500.0,0.005,0.005,1.0,100,303.598750892,2.1793e-19,4661.3304833
500.0,500,1.0,4635.27954505,4635.27954505,,1.0,299.999969474,150.373,2,1.0,0.4,4321.99,67406.5731911,4652.92,0.00333333,497.23,0.00333333,0.00333333,1.0,100,67406.5731911,5.43914e-20,4635.27954505
500.0,500,1.0,4661.59941539,4661.59941539,,1.0,400.0,130.645,2,1.0,0.4,4368.5,384.156455177,4655.09,0.0025,500.0,0.0025,0.0025,1.0,100,384.156455177,5.4346e-20,4661.59941539
495.501763133,500,1.00226,4661.60754467,4661.60754467,0.0090407,1.17593,495.549027165,51.3169,1,0.417565,0.4,4402.2,277.237846048,4659.7,0.002,500.0,0.000833246,0.00234656,1.00908,100,277.237846048,3.59999e-08,4661.60754467
500.0,500,1.0,4661.5342558,4661.5342558,,1.0,100.0,18.8384,2,1.0,0.4,4088.37,358.469123152,4661.53,0.01,500.0,0.01,0.01,1.0,100,358.469123152,3.50449e-18,4661.5342558
500.0,500,1.0,4660.73364757,4660.73364757,,1.0,200.000000102,17.6471,2,1.0,0.4,4255.85,270.336820486,4661.13,0.005,500.0,0.005,0.005,1.0,100,270.336820486,2.1793e-19,4660.73364757
500.0,500,1.0,4660.31719449,4660.31719449,,1.0,299.999969474,17.3522,2,1.0,0.4,4329.95,282.842011153,4660.86,0.00333333,500.0,0.00333333,0.00333333,1.0,100,282.842011153,5.43914e-20,4660.31719449
500.0,500,1.0,4662.58437989,4662.58437989,,1.0,400.0,16.8471,2,1.0,0.4,4374.71,232.094382409,4661.29,0.0025,500.0,0.0025,0.0025,1.0,100,232.094382409,5.4346e-20,4662.58437989
499.643758616,500,0.998887,4661.5858152,4661.5858152,0.000792873,1.05378,499.603972345,16.5847,1,0.850436,0.4,4405.13,309.794988708,4661.55,0.002,500.0,0.00170277,0.0021099,1.00071,100,309.794988708,3.17856e-09,4661.5858152
500.0,500,1.0,4662.61901743,4662.61901743,,1.0,100.0,16.9235,2,1.0,0.4,4089.45,289.299725036,4662.62,0.01,500.0,0.01,0.01,1.0,100,289.299725036,3.50449e-18,4662.61901743
500.0,500,1.0,4660.78372536,4660.78372536,,1.0,200.000000102,17.3439,2,1.0,0.4,4256.41,316.698002464,4661.7,0.005,500.0,0.005,0.005,1.0,100,316.698002464,2.1793e-19,4660.78372536
500.0,500,1.0,4663.92297192,4663.92297192,,1.0,299.999969474,17.1286,2,1.0,0.4,4331.52,278.037594168,4662.44,0.00333333,500.0,0.00333333,0.00333333,1.0,100,278.037594168,5.43914e-20,4663.92297192
500.0,500,1.0,4663.32211184,4663.32211184,,1.0,400.0,16.3472,2,1.0,0.4,4376.07,190.077251769,4662.66,0.0025,500.0,0.0025,0.0025,1.0,100,190.077251769,5.4346e-20,4663.32211184
499.266688244,500,0.993742,4659.01384258,4659.01384258,0.00175606,1.06167,499.113790615,20.5999,1,0.790939,0.4,4405.8,1675.80376773,4662.32,0.002,499.76,0.00159184,0.00213671,1.00147,100,1675.80376773,7.113e-09,4659.01384258
500.0,500,1.0,4661.60727503,4661.60727503,,1.0,100.0,15.5714,2,1.0,0.4,4088.45,244.917753155,4661.61,0.01,500.0,0.01,0.01,1.0,100,244.917753155,3.50449e-18,4661.60727503
500.0,500,1.0,4661.74985176,4661.74985176,,1.0,200.000000102,15.6101,2,1.0,0.4,4256.4,247.344920702,4661.68,0.005,500.0,0.005,0.005,1.0,100,247.344920702,2.1793e-19,4661.74985176
500.0,500,1.0,4663.67795632,4663.67795632,,1.0,299.999969474,15.6534,2,1.0,0.4,4331.42,247.544274499,4662.34,0.00333333,500.0,0.00333333,0.00333333,1.0,100,247.544274499,5.43914e-20,4663.67795632
500.0,500,1.0,4663.2566729,4663.2566729,,1.0,400.0,15.9847,2,1.0,0.4,4375.98,289.229540216,4662.57,0.0025,500.0,0.0025,0.0025,1.0,100,289.229540216,5.4346e-20,4663.2566729
499.684771084,500,0.999306,4663.87050942,4663.87050942,0.000728424,1.05295,499.636151126,15.4704,1,0.822162,0.4,4406.57,211.589868665,4662.99,0.002,500.0,0.00164547,0.00210737,1.00063,100,211.589868665,2.91775e-09,4663.87050942
500.0,500,1.0,4664.6108874,4664.6108874,,1.0,100.0,12.2707,2,1.0,0.4,4091.47,152.091091014,4664.61,0.01,500.0,0.01,0.01,1.0,100,152.091091014,3.50449e-18,4664.6108874
500.0,500,1.0,4660.88621424,4660.88621424,,1.0,200.000000102,13.9353,2,1.0,0.4,4257.48,233.213459599,4662.75,0.005,500.0,0.005,0.005,1.0,100,233.213459599,2.1793e-19,4660.88621424
500.0,500,1.0,4662.3045318,4662.3045318,,1.0,299.999969474,15.1144,2,1.0,0.4,4331.68,299.81596818,4662.6,0.00333333,500.0,0.00333333,0.00333333,1.0,100,299.81596818,5.43914e-20,4662.3045318
500.0,500,1.0,4663.4098253,4663.4098253,,1.0,400.0,15.0723,2,1.0,0.4,4376.21,225.125130693,4662.8,0.0025,500.0,0.0025,0.0025,1.0,100,225.125130693,5.4346e-20,4663.4098253
499.751095762,500,1.00134,4661.02547792,4661.02547792,0.000509503,1.06343,499.74683449,15.3771,1,0.929764,0.4,4406.18,302.847092572,4662.57,0.002,500.0,0.00185704,0.00212401,1.0005,100,302.847092572,2.03256e-09,4661.02547792
500.0,500,1.0,4656.9622844,4656.9622844,,1.0,100.0,66.7587,2,1.0,0.4,4083.8,4501.74693718,4656.96,0.01,499.43,0.01,0.01,1.0,100,4501.74693718,3.50449e-18,4656.9622844
500.0,500,1.0,4665.56320584,4665.56320584,,1.0,200.000000102,48.0307,2,1.0,0.4,4255.97,121.396327289,4661.26,0.005,500.0,0.005,0.005,1.0,100,121.396327289,2.1793e-19,4665.56320584
500.0,500,1.0,4664.00012422,4664.00012422,,1.0,299.999969474,40.0734,2,1.0,0.4,4331.26,200.743358769,4662.18,0.00333333,500.0,0.00333333,0.00333333,1.0,100,200.743358769,5.43914e-20,4664.00012422
500.0,500,1.0,4663.70357564,4663.70357564,,1.0,400.0,35.533,2,1.0,0.4,4375.97,233.327773398,4662.56,0.0025,500.0,0.0025,0.0025,1.0,100,233.327773398,5.4346e-20,4663.70357564
499.230795142,500,1.00207,4662.11882947,4662.11882947,0.00154516,1.07565,499.233262501,27.1298,1,0.790764,0.4,4406.36,266.349134717,4662.89,0.002,500.0,0.00157825,0.00214685,1.00154,100,266.349134717,6.15506e-09,4662.11882947
500.0,500,1.0,4663.72224553,4663.72224553,,1.0,100.0,13.8265,2,1.0,0.4,4090.55,193.102927659,4663.72,0.01,500.0,0.01,0.01,1.0,100,193.102927659,3.50449e-18,4663.72224553
500.0,500,1.0,4662.8574839,4662.8574839,,1.0,200.000000102,13.9355,2,1.0,0.4,4258.0,198.83764118,4663.29,0.005,500.0,0.005,0.005,1.0,100,198.83764118,2.1793e-19,4662.8574839
500.0,500,1.0,4660.78629909,4660.78629909,,1.0,299.999969474,15.0595,2,1.0,0.4,4331.54,290.695082679,4662.46,0.00333333,500.0,0.00333333,0.00333333,1.0,100,290.695082679,5.43914e-20,4660.78629909
500.0,500,1.0,4662.53845538,4662.53845538,,1.0,400.0,15.3379,2,1.0,0.4,4375.89,263.27335425,4662.48,0.0025,500.0,0.0025,0.0025,1.0,100,263.27335425,5.4346e-20,4662.53845538
499.84102537,500,0.999213,4665.53187594,4665.53187594,0.000344626,1.0464,499.827851219,14.702,1,0.927366,0.4,4406.8,147.849987636,4663.17,0.002,500.0,0.00185619,0.00209444,1.00032,100,147.849987636,1.38068e-09,4665.53187594
500.0,500,1.0,4662.16978014,4662.16978014,,1.0,100.0,15.3143,2,1.0,0.4,4089.0,236.898214479,4662.17,0.01,500.0,0.01,0.01,1.0,100,236.898214479,3.50449e-18,4662.16978014
500.0,500,1.0,4663.69776104,4663.69776104,,1.0,200.000000102,14.8588,2,1.0,0.4,4257.63,207.951362537,4662.93,0.005,500.0,0.005,0.005,1.0,100,207.951362537,2.1793e-19,4663.69776104
500.0,500,1.0,4662.54471229,4662.54471229,,1.0,299.999969474,14.5451,2,1.0,0.4,4331.88,194.956360356,4662.8,0.00333333,500.0,0.00333333,0.00333333,1.0,100,194.956360356,5.43914e-20,4662.54471229
500.0,500,1.0,4666.72357336,4666.72357336,,1.0,400.0,13.9959,2,1.0,0.4,4377.19,138.733845386,4663.78,0.0025,500.0,0.0025,0.0025,1.0,100,138.733845386,5.4346e-20,4666.72357336
499.8818915,500,1.00205,4665.86173954,4665.86173954,0.000252311,1.03588,499.874408063,13.8194,1,0.933594,0.4,4407.91,184.603755041,4664.27,0.002,500.0,0.00186338,0.00206752,1.00024,100,184.603755041,1.00512e-09,4665.86173954
500.0,500,1.0,4662.61280697,4662.61280697,,1.0,100.0,17.2217,2,1.0,0.4,4089.43,299.581179501,4662.61,0.01,500.0,0.01,0.01,1.0,100,299.581179501,3.50449e-18,4662.61280697
500.0,500,1.0,4664.55259317,4664.55259317,,1.0,200.000000102,15.4299,2,1.0,0.4,4258.28,179.491820578,4663.58,0.005,500.0,0.005,0.005,1.0,100,179.491820578,2.1793e-19,4664.55259317
500.0,500,1.0,4664.36697516,4664.36697516,,1.0,299.999969474,14.8334,2,1.0,0.4,4332.92,185.370108963,4663.84,0.00333333,500.0,0.00333333,0.00333333,1.0,100,185.370108963,5.43914e-20,4664.36697516
500.0,500,1.0,4664.22256698,4664.22256698,,1.0,400.0,14.5228,2,1.0,0.4,4377.35,185.30199896,4663.94,0.0025,500.0,0.0025,0.0025,1.0,100,185.30199896,5.4346e-20,4664.22256698
499.820952182,500,1.00067,4661.1595456,4661.1595456,0.0003652,1.06456,499.817986028,14.7955,1,0.907668,0.4,4407.1,268.564003153,4663.48,0.002,500.0,0.00181412,0.0021277,1.00036,100,268.564003153,1.45884e-09,4661.1595456
500.0,500,1.0,4661.87125391,4661.87125391,,1.0,100.0,17.5526,2,1.0,0.4,4088.72,311.206491515,4661.87,0.01,500.0,0.01,0.01,1.0,100,311.206491515,3.50449e-18,4661.87125391
500.0,500,1.0,4664.79429203,4664.79429203,,1.0,200.000000102,16.8724,2,1.0,0.4,4258.05,259.583972356,4663.33,0.005,500.0,0.005,0.005,1.0,100,259.583972356,2.1793e-19,4664.79429203
