Bound,VarNormIw,AvgRet,AvgEpLen,VanillaAvgRet,VarVanillaIw,VarJ,ESSClassic,J,VarRet,Delta,AvgNormIw,AvgDiscRet,MinNormIw,AvgVanillaIw,MinVanillaIw,MaxVanillaIw,IterType,MaxNormIw,ESSRenyi,eRenyi2,EpsThisIter,BatchSize,VarDiscRet
-57.5085,2.1793e-19,-57.6363546544,83.99,-57.6363546544,,7.51959,200.000000102,-57.5085,54.8401016285,1.0,0.005,-57.6363546544,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,54.8401016285
-58.458,5.43914e-20,-60.3571462651,86.58,-60.3571462651,,22.0263,299.999969474,-58.458,1350.48402916,1.0,0.00333333,-60.3571462651,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1350.48402916
-59.34,5.4346e-20,-61.9860713503,89.7,-61.9860713503,,26.425,400.0,-59.34,1341.73151128,1.0,0.0025,-61.9860713503,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1341.73151128
-59.0624,1.00887e-06,-61.3725850177,88.63,-61.3725850177,0.28283,20.5755,399.452348615,-59.0624,1337.74107839,1.0,0.002,-61.3725850177,0.000919449,1.05895,0.486824,1.94558,1,0.00367456,2.27818258485,219.473,100,500,1337.74107839
-61.7365,3.50449e-18,-61.7365493646,89.54,-61.7365493646,,36.2619,100.0,-61.7365,1328.20589558,1.0,0.01,-61.7365493646,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1328.20589558
-60.0702,2.1793e-19,-58.4037813191,85.16,-58.4037813191,,26.3054,200.000000102,-60.0702,64.1138694726,1.0,0.005,-58.4037813191,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,64.1138694726
-59.2568,5.43914e-20,-57.6301865849,84.36,-57.6301865849,,21.8374,299.999969474,-59.2568,43.1288311305,1.0,0.00333333,-57.6301865849,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,43.1288311305
-59.0447,5.4346e-20,-58.4084626573,85.71,-58.4084626573,,19.2001,400.0,-59.0447,43.8603087169,1.0,0.0025,-58.4084626573,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,43.8603087169
-51.4281,0.002,-57.798027678,84.2,-57.798027678,,,inf,-51.4281,57.1037156769,1.0,0.002,-57.798027678,,3.12742e-41,,1.56374e-38,1,1.0,1.11198779661e-10,4.49645e+12,100,500,57.1037156769
-58.5031,3.50449e-18,-58.5030599433,85.99,-58.5030599433,,7.18319,100.0,-58.5031,52.1194275574,1.0,0.01,-58.5030599433,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,52.1194275574
-57.8881,2.1793e-19,-57.2730782598,83.92,-57.2730782598,,7.35466,200.000000102,-57.8881,56.3914492166,1.0,0.005,-57.2730782598,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,56.3914492166
-57.7781,5.43914e-20,-57.5581730601,83.94,-57.5581730601,,7.45922,299.999969474,-57.7781,59.2579213104,1.0,0.00333333,-57.5581730601,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,59.2579213104
-60.6465,5.4346e-20,-69.251866696,98.05,-69.251866696,,31.8835,400.0,-60.6465,3838.95558062,1.0,0.0025,-69.251866696,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3838.95558062
-58.8899,1.98976e-05,-59.4971920383,87.4,-59.4971920383,4.94551,24.4474,83.830081091,-58.8899,52.1181017953,1.0,0.002,-59.4971920383,0.000753356,0.997093,0.375583,40.6094,1,0.0814556,,inf,100,500,52.1181017953
-63.3513,3.50449e-18,-63.3512546165,91.9,-63.3512546165,,36.3679,100.0,-63.3513,1335.98586437,1.0,0.01,-63.3512546165,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1335.98586437
-63.7033,2.1793e-19,-64.0553352141,92.86,-64.0553352141,,36.4587,200.000000102,-63.7033,1349.08836215,1.0,0.005,-64.0553352141,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1349.08836215
-64.2524,5.43914e-20,-65.350641558,93.46,-65.350641558,,41.7991,299.999969474,-64.2524,2607.29686688,1.0,0.00333333,-65.350641558,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2607.29686688
-62.7846,5.4346e-20,-58.3811436795,85.34,-58.3811436795,,36.4423,400.0,-62.7846,45.2719701953,1.0,0.0025,-58.3811436795,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,45.2719701953
-56.5394,0.000264473,-58.2841643977,85.21,-58.2841643977,0.00174048,45.9455,7.46424314221,-56.5394,62.0160058191,1.0,0.002,-58.2841643977,4.9746e-15,0.00513066,1.27615e-14,0.719931,1,0.280639,3.71084238369e-08,1.3474e+10,100,500,62.0160058191
-57.6062,3.50449e-18,-57.6062206449,84.11,-57.6062206449,,6.21206,100.0,-57.6062,38.9795363113,1.0,0.01,-57.6062206449,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,38.9795363113
-57.8456,2.1793e-19,-58.0849845977,84.85,-58.0849845977,,6.38708,200.000000102,-57.8456,43.3183024547,1.0,0.005,-58.0849845977,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,43.3183024547
-58.0853,5.43914e-20,-58.5645641237,86.12,-58.5645641237,,6.82103,299.999969474,-58.0853,58.2276451557,1.0,0.00333333,-58.5645641237,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,58.2276451557
-58.0216,5.4346e-20,-57.8307925254,84.9,-57.8307925254,,6.7853,400.0,-58.0216,44.9832191304,1.0,0.0025,-57.8307925254,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,44.9832191304
-49.7155,0.002,-58.9216120775,86.16,-58.9216120775,1.20586e+06,,1.0,-49.7155,57.2594883132,1.0,0.002,-58.9216120775,,49.1092,,24554.6,1,1.0,0.0288053660796,17357.9,100,500,57.2594883132
-58.0718,3.50449e-18,-58.0718451603,84.97,-58.0718451603,,7.90942,100.0,-58.0718,63.1908683324,1.0,0.01,-58.0718451603,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,63.1908683324
-57.5827,2.1793e-19,-57.0935293873,83.17,-57.0935293873,,7.4427,200.000000102,-57.5827,48.2325106992,1.0,0.005,-57.0935293873,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,48.2325106992
-57.7982,5.43914e-20,-58.2291628486,85.22,-58.2291628486,,7.68147,299.999969474,-57.7982,66.6147811027,1.0,0.00333333,-58.2291628486,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,66.6147811027
-57.88,5.4346e-20,-58.1254365456,85.07,-58.1254365456,,7.60639,400.0,-57.88,54.8821623178,1.0,0.0025,-58.1254365456,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,54.8821623178
-58.1119,5.43187e-20,-59.0396656877,86.51,-59.0396656877,,7.6049,500.000006643,-58.1119,57.2402346882,1.0,0.002,-59.0396656877,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,57.2402346882
-56.7122,3.50449e-18,-56.7121805021,82.87,-56.7121805021,,6.24594,100.0,-56.7122,39.4058812053,1.0,0.01,-56.7121805021,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,39.4058812053
-59.6138,2.1793e-19,-62.5154761067,91.0,-62.5154761067,,26.204,200.000000102,-59.6138,1330.75724428,1.0,0.005,-62.5154761067,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1330.75724428
-61.5819,5.43914e-20,-65.5181530958,93.9,-65.5181530958,,36.3258,299.999969474,-61.5819,2588.02392337,1.0,0.00333333,-65.5181530958,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2588.02392337
-61.4866,5.4346e-20,-61.2006776905,88.5,-61.2006776905,,36.376,400.0,-61.4866,1347.5319012,1.0,0.0025,-61.2006776905,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1347.5319012
-60.6106,5.43187e-20,-57.1062926042,82.96,-57.1062926042,,32.7158,500.000006643,-60.6106,43.8617246307,1.0,0.002,-57.1062926042,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,43.8617246307
-61.4464,3.50449e-18,-61.4464261755,88.96,-61.4464261755,,36.6254,100.0,-61.4464,1354.9724184,1.0,0.01,-61.4464261755,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1354.9724184
-61.8328,2.1793e-19,-62.2191238044,90.03,-62.2191238044,,36.51,200.000000102,-61.8328,1337.61395001,1.0,0.005,-62.2191238044,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1337.61395001
-62.1155,5.43914e-20,-62.6810622819,90.91,-62.6810622819,,36.4346,299.999969474,-62.1155,1329.2838621,1.0,0.00333333,-62.6810622819,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1329.2838621
-61.8915,5.4346e-20,-61.2194357793,88.55,-61.2194357793,,36.4405,400.0,-61.8915,1342.02820941,1.0,0.0025,-61.2194357793,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1342.02820941
-61.3826,5.43187e-20,-59.3468169777,86.89,-59.3468169777,,32.7908,500.000006643,-61.3826,59.9443485821,1.0,0.002,-59.3468169777,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,59.9443485821
-60.7143,3.50449e-18,-60.7143235599,88.12,-60.7143235599,,36.657,100.0,-60.7143,1357.30645065,1.0,0.01,-60.7143235599,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1357.30645065
-62.7015,2.1793e-19,-64.6887689905,92.17,-64.6887689905,,44.3129,200.000000102,-62.7015,2601.65518464,1.0,0.005,-64.6887689905,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2601.65518464
-60.6703,5.43914e-20,-56.6078687881,82.86,-56.6078687881,,36.544,299.999969474,-60.6703,54.9225621664,1.0,0.00333333,-56.6078687881,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,54.9225621664
-60.042,5.4346e-20,-58.1568828842,85.23,-58.1568828842,,31.8766,400.0,-60.042,53.863190137,1.0,0.0025,-58.1568828842,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,53.863190137
-59.5688,5.43187e-20,-57.676205544,84.15,-57.676205544,,28.7243,500.000006643,-59.5688,57.0586780558,1.0,0.002,-57.676205544,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,57.0586780558
-58.1937,3.50449e-18,-58.1936806609,85.06,-58.1936806609,,6.69433,100.0,-58.1937,45.2667209142,1.0,0.01,-58.1936806609,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,45.2667209142
-60.2114,2.1793e-19,-62.2291478854,89.28,-62.2291478854,,26.2396,200.000000102,-60.2114,1337.44647321,1.0,0.005,-62.2291478854,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1337.44647321
-59.6603,5.43914e-20,-58.5579622145,85.42,-58.5579622145,,21.8621,299.999969474,-59.6603,55.5653616106,1.0,0.00333333,-58.5579622145,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,55.5653616106
-59.0474,5.4346e-20,-57.2090059038,83.61,-57.2090059038,,19.2962,400.0,-59.0474,51.5261823252,1.0,0.0025,-57.2090059038,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,51.5261823252
-59.515,5.43187e-20,-61.3851801667,88.74,-61.3851801667,,23.7271,500.000006643,-59.515,1334.45992537,1.0,0.002,-61.3851801667,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1334.45992537
-58.8064,3.50449e-18,-58.8063472289,86.13,-58.8063472289,,6.94488,100.0,-58.8064,48.7185165002,1.0,0.01,-58.8063472289,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,48.7185165002
-60.094,2.1793e-19,-61.3817040791,88.79,-61.3817040791,,26.3186,200.000000102,-60.094,1347.25841349,1.0,0.005,-61.3817040791,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1347.25841349
-60.1716,5.43914e-20,-60.3267165771,87.32,-60.3267165771,,30.2032,299.999969474,-60.1716,1364.97255572,1.0,0.00333333,-60.3267165771,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1364.97255572
-60.6532,5.4346e-20,-62.0980311906,89.81,-62.0980311906,,31.8883,400.0,-60.6532,1341.39492695,1.0,0.0025,-62.0980311906,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1341.39492695
-60.1595,5.43187e-20,-58.1848211315,84.72,-58.1848211315,,28.7518,500.000006643,-60.1595,61.6200641684,1.0,0.002,-58.1848211315,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,61.6200641684
-61.1832,3.50449e-18,-61.1832315792,88.1,-61.1832315792,,36.4407,100.0,-61.1832,1341.338291,1.0,0.01,-61.1832315792,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1341.338291
-59.3498,2.1793e-19,-57.5163006721,84.09,-57.5163006721,,26.2239,200.000000102,-59.3498,41.1479821924,1.0,0.005,-57.5163006721,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,41.1479821924
-58.8521,5.43914e-20,-57.8567347123,84.51,-57.8567347123,,21.7634,299.999969474,-58.8521,44.5086525208,1.0,0.00333333,-57.8567347123,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,44.5086525208
-59.4576,5.4346e-20,-61.2742083582,88.49,-61.2742083582,,26.256,400.0,-59.4576,1345.62581883,1.0,0.0025,-61.2742083582,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1345.62581883
-59.9071,5.43187e-20,-61.7050079395,89.38,-61.7050079395,,28.5924,500.000006643,-59.9071,1339.46475317,1.0,0.002,-61.7050079395,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1339.46475317
-61.2011,3.50449e-18,-61.2010990399,88.46,-61.2010990399,,36.5114,100.0,-61.2011,1346.54968774,1.0,0.01,-61.2010990399,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1346.54968774
-61.6939,2.1793e-19,-62.1867340587,89.85,-62.1867340587,,36.4609,200.000000102,-61.6939,1338.61205229,1.0,0.005,-62.1867340587,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1338.61205229
-61.6461,5.43914e-20,-61.5504214685,88.86,-61.5504214685,,36.454,299.999969474,-61.6461,1341.27970829,1.0,0.00333333,-61.5504214685,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1341.27970829
-60.7323,5.4346e-20,-57.9910168855,84.32,-57.9910168855,,31.7788,400.0,-60.7323,43.3014550564,1.0,0.0025,-57.9910168855,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,43.3014550564
-60.1473,5.43187e-20,-57.8072989511,84.64,-57.8072989511,,28.5896,500.000006643,-60.1473,40.8159232961,1.0,0.002,-57.8072989511,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,40.8159232961
-57.2013,3.50449e-18,-57.2012877876,83.63,-57.2012877876,,7.00511,100.0,-57.2013,49.5671776168,1.0,0.01,-57.2012877876,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,49.5671776168
-59.5973,2.1793e-19,-61.9932357757,89.78,-61.9932357757,,26.4476,200.000000102,-59.5973,1351.92181848,1.0,0.005,-61.9932357757,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1351.92181848
-60.4102,5.43914e-20,-62.0359559827,89.61,-62.0359559827,,30.2093,299.999969474,-60.4102,1348.36184855,1.0,0.00333333,-62.0359559827,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1348.36184855
-60.4367,5.4346e-20,-60.5163165803,87.32,-60.5163165803,,31.8857,400.0,-60.4367,1342.41703973,1.0,0.0025,-60.5163165803,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1342.41703973
-60.991,5.43187e-20,-63.2079477155,91.36,-63.2079477155,,32.8768,500.000006643,-60.991,1344.91102837,1.0,0.002,-63.2079477155,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1344.91102837
-56.4781,3.50449e-18,-56.4781259032,82.68,-56.4781259032,,6.74672,100.0,-56.4781,45.9780583498,1.0,0.01,-56.4781259032,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,45.9780583498
-57.2725,2.1793e-19,-58.0668420532,84.67,-58.0668420532,,7.16363,200.000000102,-57.2725,56.419109867,1.0,0.005,-58.0668420532,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,56.419109867
-57.7418,5.43914e-20,-58.6803770471,86.04,-58.6803770471,,7.34108,299.999969474,-57.7418,58.300664726,1.0,0.00333333,-58.6803770471,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,58.300664726
-57.9609,5.4346e-20,-58.6184499423,85.67,-58.6184499423,,7.48204,400.0,-57.9609,62.2957732848,1.0,0.0025,-58.6184499423,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,62.2957732848
-57.8803,5.43187e-20,-57.5578766564,84.29,-57.5578766564,,7.33536,500.000006643,-57.8803,45.4383803994,1.0,0.002,-57.5578766564,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,45.4383803994
-61.721,3.50449e-18,-61.7209814209,88.94,-61.7209814209,,36.427,100.0,-61.721,1340.33316833,1.0,0.01,-61.7209814209,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1340.33316833
-60.0345,2.1793e-19,-58.3480753776,85.35,-58.3480753776,,26.4433,200.000000102,-60.0345,66.5466674478,1.0,0.005,-58.3480753776,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,66.5466674478
-59.4574,5.43914e-20,-58.3031828392,85.78,-58.3031828392,,21.8966,299.999969474,-59.4574,38.274474407,1.0,0.00333333,-58.3031828392,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,38.274474407
-59.2807,5.4346e-20,-58.7506390809,85.86,-58.7506390809,,19.3058,400.0,-59.2807,52.6108002482,1.0,0.0025,-58.7506390809,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,52.6108002482
-59.0659,5.43187e-20,-58.2065252982,85.33,-58.2065252982,,17.5575,500.000006643,-59.0659,50.0585914527,1.0,0.002,-58.2065252982,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,50.0585914527
-65.4379,3.50449e-18,-65.4378673673,93.68,-65.4378673673,,50.6907,100.0,-65.4379,2595.503266,1.0,0.01,-65.4378673673,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,2595.503266
-61.6595,2.1793e-19,-57.8810697435,84.9,-57.8810697435,,36.3962,200.000000102,-61.6595,51.787597196,1.0,0.005,-57.8810697435,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,51.787597196
-60.5401,5.43914e-20,-58.3013588767,85.42,-58.3013588767,,30.1162,299.999969474,-60.5401,64.7075068923,1.0,0.00333333,-58.3013588767,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,64.7075068923
-61.5778,5.4346e-20,-64.6910448381,92.24,-64.6910448381,,36.4857,400.0,-61.5778,2617.11786328,1.0,0.0025,-64.6910448381,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2617.11786328
-60.9009,5.43187e-20,-58.1933114906,85.49,-58.1933114906,,32.8628,500.000006643,-60.9009,66.4861050402,1.0,0.002,-58.1933114906,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,66.4861050402
-62.799,3.50449e-18,-62.7990503518,90.82,-62.7990503518,,36.3877,100.0,-62.799,1337.44054623,1.0,0.01,-62.7990503518,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1337.44054623
-63.9629,2.1793e-19,-65.1267616805,92.73,-65.1267616805,,44.2245,200.000000102,-63.9629,2610.94757502,1.0,0.005,-65.1267616805,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2610.94757502
-64.2786,5.43914e-20,-64.9098999605,92.71,-64.9098999605,,46.5088,299.999969474,-64.2786,2603.02461547,1.0,0.00333333,-64.9098999605,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,2603.02461547
-62.8723,5.4346e-20,-58.6534203786,86.19,-58.6534203786,,40.5405,400.0,-62.8723,61.7954343764,1.0,0.0025,-58.6534203786,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,61.7954343764
-63.3748,5.43187e-20,-65.3847642943,93.15,-65.3847642943,,42.79,500.000006643,-63.3748,2601.75220872,1.0,0.002,-65.3847642943,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2601.75220872
-61.9928,3.50449e-18,-61.9927481996,89.59,-61.9927481996,,36.5955,100.0,-61.9928,1352.75565678,1.0,0.01,-61.9927481996,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1352.75565678
-60.5784,2.1793e-19,-59.1641400003,87.42,-59.1641400003,,26.3955,200.000000102,-60.5784,50.7220477206,1.0,0.005,-59.1641400003,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,50.7220477206
-60.8586,5.43914e-20,-61.4189569654,88.53,-61.4189569654,,30.1296,299.999969474,-60.8586,1342.88599448,1.0,0.00333333,-61.4189569654,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1342.88599448
-61.5728,5.4346e-20,-63.7153502177,92.12,-63.7153502177,,31.8004,400.0,-61.5728,1328.85333477,1.0,0.0025,-63.7153502177,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,1328.85333477
-60.77,5.43187e-20,-57.55896506,84.32,-57.55896506,,28.7177,500.000006643,-60.77,66.2545179144,1.0,0.002,-57.55896506,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,66.2545179144
-69.8543,3.50449e-18,-69.8543454342,98.85,-69.8543454342,,61.4697,100.0,-69.8543,3816.68493297,1.0,0.01,-69.8543454342,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,3816.68493297
-64.0499,2.1793e-19,-58.2453866458,85.21,-58.2453866458,,44.1389,200.000000102,-64.0499,51.1017582852,1.0,0.005,-58.2453866458,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,51.1017582852
-61.9654,5.43914e-20,-57.7964270605,84.45,-57.7964270605,,36.3856,299.999969474,-61.9654,49.6766473256,1.0,0.00333333,-57.7964270605,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,49.6766473256
-62.9988,5.4346e-20,-66.0990633503,94.52,-66.0990633503,,40.4455,400.0,-62.9988,2584.64859693,1.0,0.0025,-66.0990633503,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2584.64859693
-62.6152,5.43187e-20,-61.0806365252,88.03,-61.0806365252,,39.6746,500.000006643,-62.6152,1337.45425348,1.0,0.002,-61.0806365252,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1337.45425348
-57.416,3.50449e-18,-57.4159897302,84.19,-57.4159897302,,8.05308,100.0,-57.416,65.5071728362,1.0,0.01,-57.4159897302,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,65.5071728362
-57.2875,2.1793e-19,-57.1589202495,83.51,-57.1589202495,,7.32387,200.000000102,-57.2875,42.8212341533,1.0,0.005,-57.1589202495,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,42.8212341533
-58.5327,5.43914e-20,-61.0233159919,88.35,-61.0233159919,,22.0485,299.999969474,-58.5327,1355.38495149,1.0,0.00333333,-61.0233159919,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,1355.38495149
-60.1585,5.4346e-20,-65.0358397068,92.74,-65.0358397068,,31.8965,400.0,-60.1585,2605.46009396,1.0,0.0025,-65.0358397068,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,2605.46009396
-60.9756,5.43187e-20,-64.2439324705,91.41,-64.2439324705,,36.5526,500.000006643,-60.9756,2623.81118189,1.0,0.002,-64.2439324705,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2623.81118189
-58.8812,3.50449e-18,-58.8811923407,86.48,-58.8811923407,,7.06148,100.0,-58.8812,50.3682103898,1.0,0.01,-58.8811923407,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,50.3682103898
-61.9045,2.1793e-19,-64.9278242405,92.51,-64.9278242405,,36.3853,200.000000102,-61.9045,2605.69060384,1.0,0.005,-64.9278242405,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,2605.69060384
-63.741,5.43914e-20,-67.4140615553,94.89,-67.4140615553,,46.5055,299.999969474,-63.741,3858.86990176,1.0,0.00333333,-67.4140615553,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,3858.86990176
-61.9516,5.4346e-20,-56.5833720067,82.64,-56.5833720067,,40.5034,400.0,-61.9516,35.7322860889,1.0,0.0025,-56.5833720067,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,35.7322860889
-62.0627,5.43187e-20,-62.5070540549,90.31,-62.5070540549,,39.7132,500.000006643,-62.0627,1336.71480162,1.0,0.002,-62.5070540549,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,1336.71480162
-62.9008,3.50449e-18,-62.9008474399,91.14,-62.9008474399,,36.369,100.0,-62.9008,1336.06603567,1.0,0.01,-62.9008474399,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,1336.06603567
-60.6974,2.1793e-19,-58.4939157283,85.71,-58.4939157283,,26.317,200.000000102,-60.6974,53.2840447764,1.0,0.005,-58.4939157283,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,53.2840447764
-60.0349,5.43914e-20,-58.7097908124,86.25,-58.7097908124,,21.8974,299.999969474,-60.0349,51.194043295,1.0,0.00333333,-58.7097908124,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,51.194043295
-59.6102,5.4346e-20,-58.3363606817,84.61,-58.3363606817,,19.3239,400.0,-59.6102,53.5350268671,1.0,0.0025,-58.3363606817,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,53.5350268671
-60.6373,5.43187e-20,-64.7457855426,92.49,-64.7457855426,,28.6592,500.000006643,-60.6373,2618.18595784,1.0,0.002,-64.7457855426,0.002,1.0,1.0,1.0,1,0.002,500.0,1.0,100,500,2618.18595784
-58.4995,3.50449e-18,-58.4994722131,85.58,-58.4994722131,,7.70921,100.0,-58.4995,60.0322777746,1.0,0.01,-58.4994722131,0.01,1.0,1.0,1.0,2,0.01,500.0,1.0,100,500,60.0322777746
-60.4967,2.1793e-19,-62.4938967238,90.58,-62.4938967238,,26.3743,200.000000102,-60.4967,1337.17448897,1.0,0.005,-62.4938967238,0.005,1.0,1.0,1.0,2,0.005,500.0,1.0,100,500,1337.17448897
-59.9128,5.43914e-20,-58.7449322173,85.8,-58.7449322173,,21.8901,299.999969474,-59.9128,44.7166102808,1.0,0.00333333,-58.7449322173,0.00333333,1.0,1.0,1.0,2,0.00333333,500.0,1.0,100,500,44.7166102808
-62.2509,5.4346e-20,-69.2651071966,98.37,-69.2651071966,,36.4057,400.0,-62.2509,3836.73876248,1.0,0.0025,-69.2651071966,0.0025,1.0,1.0,1.0,2,0.0025,500.0,1.0,100,500,3836.73876248
