J,MinVanillaIw,MaxVanillaIw,MinNormIw,ESSRenyi,AvgRet,ESSClassic,EpsThisIter,VarNormIw,AvgEpLen,BatchSize,IterType,VarJ,AvgNormIw,MaxNormIw,AvgDiscRet,AvgVanillaIw,Delta,eRenyi2,VarDiscRet,Bound,VarRet,VarVanillaIw,VanillaAvgRet
1405.68,1.0,1.0,0.005,500.0,1382.0972631,200.000000102,100,2.1793e-19,150.36,500,2,314.444,0.005,0.005,1382.0972631,1.0,0.7,1.0,91121.6633471,1262.57,91121.6633471,,1382.0972631
1391.42,1.0,1.0,0.00333333,500.0,1362.88878747,299.999969474,100,5.43914e-20,148.41,500,2,297.05,0.00333333,0.00333333,1362.88878747,1.0,0.7,1.0,66410.0094598,1274.57,66410.0094598,,1362.88878747
1381.37,1.0,1.0,0.0025,500.0,1351.21928683,400.0,100,5.4346e-20,147.07,500,2,276.311,0.0025,0.0025,1351.21928683,1.0,0.7,1.0,39860.7989459,1280.17,39860.7989459,,1351.21928683
1381.29,1.0,1.0,0.002,500.0,1380.98978973,500.000006643,100,5.43187e-20,150.3,500,1,283.432,0.002,0.002,1380.98978973,1.0,0.7,1.0,97251.2517513,1290.78,97251.2517513,,1380.98978973
1351.12,1.0,1.0,0.01,500.0,1351.12325966,100.0,100,3.50449e-18,147.18,500,2,232.522,0.01,0.01,1351.12325966,1.0,0.7,1.0,54612.8113242,1211.84,54612.8113242,,1351.12325966
1386.79,1.0,1.0,0.005,500.0,1422.45390444,200.000000102,100,2.1793e-19,154.29,500,2,273.189,0.005,0.005,1422.45390444,1.0,0.7,1.0,93590.0355089,1254.53,93590.0355089,,1422.45390444
1385.8,1.0,1.0,0.00333333,500.0,1383.81746153,299.999969474,100,5.43914e-20,150.43,500,2,272.602,0.00333333,0.00333333,1383.81746153,1.0,0.7,1.0,74409.0682825,1277.81,74409.0682825,,1383.81746153
1382.04,1.0,1.0,0.0025,500.0,1370.75814166,400.0,100,5.4346e-20,148.92,500,2,255.362,0.0025,0.0025,1370.75814166,1.0,0.7,1.0,38115.0331082,1288.52,38115.0331082,,1370.75814166
1375.83,1.0,1.0,0.002,500.0,1350.97263222,500.000006643,100,5.43187e-20,147.14,500,1,258.45,0.002,0.002,1350.97263222,1.0,0.7,1.0,73102.6438948,1292.18,73102.6438948,,1350.97263222
1376.31,1.0,1.0,0.01,500.0,1376.30824674,100.0,100,3.50449e-18,149.82,500,2,348.362,0.01,0.01,1376.30824674,1.0,0.7,1.0,122581.882425,1143.76,122581.882425,,1376.30824674
1370.79,1.0,1.0,0.005,500.0,1365.27071009,200.000000102,100,2.1793e-19,148.81,500,2,311.285,0.005,0.005,1365.27071009,1.0,0.7,1.0,73110.3178382,1206.35,73110.3178382,,1365.27071009
1366.3,1.0,1.0,0.00333333,500.0,1357.32452077,299.999969474,100,5.43914e-20,147.72,500,2,288.515,0.00333333,0.00333333,1357.32452077,1.0,0.7,1.0,56370.1619665,1232.04,56370.1619665,,1357.32452077
1372.76,1.0,1.0,0.0025,500.0,1392.13813912,400.0,100,5.4346e-20,151.43,500,2,295.582,0.0025,0.0025,1392.13813912,1.0,0.7,1.0,100253.744222,1256.49,100253.744222,,1392.13813912
1387.18,1.0,1.0,0.002,500.0,1444.85273084,500.000006643,100,5.43187e-20,157.08,500,1,315.874,0.002,0.002,1444.85273084,1.0,0.7,1.0,146714.132924,1283.18,146714.132924,,1444.85273084
1360.12,1.0,1.0,0.01,500.0,1360.12337139,100.0,100,3.50449e-18,148.06,500,2,245.935,0.01,0.01,1360.12337139,1.0,0.7,1.0,61094.9790958,1224.65,61094.9790958,,1360.12337139
1368.3,1.0,1.0,0.005,500.0,1376.47963201,200.000000102,100,2.1793e-19,149.53,500,2,275.636,0.005,0.005,1376.47963201,1.0,0.7,1.0,92254.7952826,1239.95,92254.7952826,,1376.47963201
1358.47,1.0,1.0,0.00333333,500.0,1338.80708535,299.999969474,100,5.43914e-20,145.79,500,2,270.943,0.00333333,0.00333333,1338.80708535,1.0,0.7,1.0,68384.060583,1253.67,68384.060583,,1338.80708535
1361.86,1.0,1.0,0.0025,500.0,1372.01953645,400.0,100,5.4346e-20,149.13,500,2,267.944,0.0025,0.0025,1372.01953645,1.0,0.7,1.0,67482.3852477,1271.1,67482.3852477,,1372.01953645
1369.31,1.0,1.0,0.002,500.0,1399.13436449,500.000006643,100,5.43187e-20,151.99,500,1,284.026,0.002,0.002,1399.13436449,1.0,0.7,1.0,116228.660867,1273.2,116228.660867,,1399.13436449
1391.23,1.0,1.0,0.01,500.0,1391.22538075,100.0,100,3.50449e-18,151.32,500,2,322.161,0.01,0.01,1391.22538075,1.0,0.7,1.0,104835.843372,1161.51,104835.843372,,1391.22538075
1400.57,1.0,1.0,0.005,500.0,1409.91420745,200.000000102,100,2.1793e-19,153.22,500,2,313.357,0.005,0.005,1409.91420745,1.0,0.7,1.0,93356.2653626,1238.13,93356.2653626,,1409.91420745
1400.45,1.0,1.0,0.00333333,500.0,1400.21015834,299.999969474,100,5.43914e-20,152.08,500,2,308.07,0.00333333,0.00333333,1400.21015834,1.0,0.7,1.0,89229.6710943,1267.82,89229.6710943,,1400.21015834
1409.0,1.0,1.0,0.0025,500.0,1434.66801408,400.0,100,5.4346e-20,155.59,500,2,306.483,0.0025,0.0025,1434.66801408,1.0,0.7,1.0,91037.1175909,1294.14,91037.1175909,,1434.66801408
1405.08,1.0,1.0,0.002,500.0,1389.40134309,500.000006643,100,5.43187e-20,150.91,500,1,311.027,0.002,0.002,1389.40134309,1.0,0.7,1.0,108742.14608,1302.35,108742.14608,,1389.40134309
1394.39,1.0,1.0,0.01,500.0,1394.38890507,100.0,100,3.50449e-18,151.5,500,2,286.429,0.01,0.01,1394.38890507,1.0,0.7,1.0,82870.4655597,1222.54,82870.4655597,,1394.38890507
1395.11,1.0,1.0,0.005,500.0,1395.82800438,200.000000102,100,2.1793e-19,151.67,500,2,289.336,0.005,0.005,1395.82800438,1.0,0.7,1.0,86250.2330127,1273.59,86250.2330127,,1395.82800438
1396.27,1.0,1.0,0.00333333,500.0,1398.59974509,299.999969474,100,5.43914e-20,152.11,500,2,297.018,0.00333333,0.00333333,1398.59974509,1.0,0.7,1.0,98202.6991625,1276.48,98202.6991625,,1398.59974509
1377.77,1.0,1.0,0.0025,500.0,1322.26133726,400.0,100,5.4346e-20,144.13,500,2,285.859,0.0025,0.0025,1322.26133726,1.0,0.7,1.0,58680.7553099,1274.03,58680.7553099,,1322.26133726
1372.43,1.0,1.0,0.002,500.0,1351.05396713,500.000006643,100,5.43187e-20,147.18,500,1,276.056,0.002,0.002,1351.05396713,1.0,0.7,1.0,54142.3200453,1279.64,54142.3200453,,1351.05396713
1359.55,1.0,1.0,0.01,500.0,1359.54791212,100.0,100,3.50449e-18,147.87,500,2,259.092,0.01,0.01,1359.54791212,1.0,0.7,1.0,67806.5904334,1203.72,67806.5904334,,1359.54791212
1338.07,1.0,1.0,0.005,500.0,1316.59984684,200.000000102,100,2.1793e-19,143.43,500,2,242.614,0.005,0.005,1316.59984684,1.0,0.7,1.0,50173.6360277,1225.0,50173.6360277,,1316.59984684
1335.5,1.0,1.0,0.00333333,500.0,1330.35804483,299.999969474,100,5.43914e-20,144.99,500,2,242.482,0.00333333,0.00333333,1330.35804483,1.0,0.7,1.0,59223.0305962,1243.18,59223.0305962,,1330.35804483
1356.14,1.0,1.0,0.0025,500.0,1418.05481906,400.0,100,5.4346e-20,154.18,500,2,281.594,0.0025,0.0025,1418.05481906,1.0,0.7,1.0,137045.929639,1250.8,137045.929639,,1418.05481906
1368.69,1.0,1.0,0.002,500.0,1418.88422276,500.000006643,100,5.43187e-20,154.46,500,1,309.473,0.002,0.002,1418.88422276,1.0,0.7,1.0,160140.337841,1274.47,160140.337841,,1418.88422276
1350.51,1.0,1.0,0.01,500.0,1350.50730089,100.0,100,3.50449e-18,147.06,500,2,256.668,0.01,0.01,1350.50730089,1.0,0.7,1.0,66543.6793724,1164.75,66543.6793724,,1350.50730089
1367.57,1.0,1.0,0.005,500.0,1384.63626252,200.000000102,100,2.1793e-19,150.73,500,2,289.32,0.005,0.005,1384.63626252,1.0,0.7,1.0,101971.48587,1234.93,101971.48587,,1384.63626252
1373.88,1.0,1.0,0.00333333,500.0,1386.50009972,299.999969474,100,5.43914e-20,150.66,500,2,289.038,0.00333333,0.00333333,1386.50009972,1.0,0.7,1.0,83816.4676317,1257.73,83816.4676317,,1386.50009972
1381.19,1.0,1.0,0.0025,500.0,1403.11500248,400.0,100,5.4346e-20,152.44,500,2,303.807,0.0025,0.0025,1403.11500248,1.0,0.7,1.0,119114.769185,1280.6,119114.769185,,1403.11500248
1386.92,1.0,1.0,0.002,500.0,1409.81785066,500.000006643,100,5.43187e-20,153.21,500,1,308.311,0.002,0.002,1409.81785066,1.0,0.7,1.0,106491.988412,1296.94,106491.988412,,1409.81785066
1398.06,1.0,1.0,0.01,500.0,1398.0625337,100.0,100,3.50449e-18,151.87,500,2,302.974,0.01,0.01,1398.0625337,1.0,0.7,1.0,92720.2595065,1209.75,92720.2595065,,1398.0625337
1368.96,1.0,1.0,0.005,500.0,1339.86317376,200.000000102,100,2.1793e-19,145.88,500,2,255.444,0.005,0.005,1339.86317376,1.0,0.7,1.0,37390.4188464,1235.8,37390.4188464,,1339.86317376
1369.31,1.0,1.0,0.00333333,500.0,1370.00273693,299.999969474,100,5.43914e-20,149.28,500,2,277.42,0.00333333,0.00333333,1370.00273693,1.0,0.7,1.0,101395.035649,1260.59,101395.035649,,1370.00273693
1368.21,1.0,1.0,0.0025,500.0,1364.89812935,400.0,100,5.4346e-20,148.47,500,2,273.789,0.0025,0.0025,1364.89812935,1.0,0.7,1.0,69639.120573,1274.05,69639.120573,,1364.89812935
1371.93,1.0,1.0,0.002,500.0,1386.84615322,500.000006643,100,5.43187e-20,150.63,500,1,271.368,0.002,0.002,1386.84615322,1.0,0.7,1.0,68771.7903733,1287.72,68771.7903733,,1386.84615322
1345.51,1.0,1.0,0.01,500.0,1345.50945892,100.0,100,3.50449e-18,146.67,500,2,249.109,0.01,0.01,1345.50945892,1.0,0.7,1.0,62682.3529727,1182.97,62682.3529727,,1345.50945892
1369.93,1.0,1.0,0.005,500.0,1394.35103244,200.000000102,100,2.1793e-19,151.54,500,2,261.082,0.005,0.005,1394.35103244,1.0,0.7,1.0,73817.9329936,1255.0,73817.9329936,,1394.35103244
1368.41,1.0,1.0,0.00333333,500.0,1365.38449028,299.999969474,100,5.43914e-20,148.71,500,2,264.244,0.00333333,0.00333333,1365.38449028,1.0,0.7,1.0,73871.6265651,1255.48,73871.6265651,,1365.38449028
1364.1,1.0,1.0,0.0025,500.0,1351.16077719,400.0,100,5.4346e-20,147.21,500,2,258.805,0.0025,0.0025,1351.16077719,1.0,0.7,1.0,58810.8020984,1266.3,58810.8020984,,1351.16077719
1365.95,1.0,1.0,0.002,500.0,1373.36249258,500.000006643,100,5.43187e-20,149.26,500,1,252.774,0.002,0.002,1373.36249258,1.0,0.7,1.0,52004.2779186,1278.47,52004.2779186,,1373.36249258
1336.68,1.0,1.0,0.01,500.0,1336.68121402,100.0,100,3.50449e-18,145.76,500,2,264.523,0.01,0.01,1336.68121402,1.0,0.7,1.0,70679.2626768,1173.05,70679.2626768,,1336.68121402
1343.39,1.0,1.0,0.005,500.0,1350.09691611,200.000000102,100,2.1793e-19,147.04,500,2,265.539,0.005,0.005,1350.09691611,1.0,0.7,1.0,71676.6908321,1193.1,71676.6908321,,1350.09691611
1346.77,1.0,1.0,0.00333333,500.0,1353.51708448,299.999969474,100,5.43914e-20,147.35,500,2,255.646,0.00333333,0.00333333,1353.51708448,1.0,0.7,1.0,55529.2058803,1224.06,55529.2058803,,1353.51708448
1358.25,1.0,1.0,0.0025,500.0,1392.71169327,400.0,100,5.4346e-20,151.57,500,2,270.578,0.0025,0.0025,1392.71169327,1.0,0.7,1.0,96163.5373283,1251.98,96163.5373283,,1392.71169327
1364.57,1.0,1.0,0.002,500.0,1389.85901106,500.000006643,100,5.43187e-20,151.1,500,1,282.437,0.002,0.002,1389.85901106,1.0,0.7,1.0,106267.565053,1269.52,106267.565053,,1389.85901106
1360.64,1.0,1.0,0.01,500.0,1360.63922165,100.0,100,3.50449e-18,148.07,500,2,331.494,0.01,0.01,1360.63922165,1.0,0.7,1.0,110998.562687,1157.0,110998.562687,,1360.63922165
1366.65,1.0,1.0,0.005,500.0,1372.66514519,200.000000102,100,2.1793e-19,149.4,500,2,306.98,0.005,0.005,1372.66514519,1.0,0.7,1.0,79305.7826975,1222.65,79305.7826975,,1372.66514519
1377.85,1.0,1.0,0.00333333,500.0,1400.24255946,299.999969474,100,5.43914e-20,152.17,500,2,304.281,0.00333333,0.00333333,1400.24255946,1.0,0.7,1.0,89428.4469556,1260.28,89428.4469556,,1400.24255946
1389.28,1.0,1.0,0.0025,500.0,1423.56809068,400.0,100,5.4346e-20,154.51,500,2,306.548,0.0025,0.0025,1423.56809068,1.0,0.7,1.0,97533.3297862,1287.46,97533.3297862,,1423.56809068
1376.82,1.0,1.0,0.002,500.0,1326.97585696,500.000006643,100,5.43187e-20,144.6,500,1,295.46,0.002,0.002,1326.97585696,1.0,0.7,1.0,58072.7833085,1285.75,58072.7833085,,1326.97585696
1375.57,1.0,1.0,0.01,500.0,1375.56936517,100.0,100,3.50449e-18,149.61,500,2,292.3,0.01,0.01,1375.56936517,1.0,0.7,1.0,86302.4607947,1189.25,86302.4607947,,1375.56936517
1385.9,1.0,1.0,0.005,500.0,1396.23787998,200.000000102,100,2.1793e-19,151.97,500,2,310.02,0.005,0.005,1396.23787998,1.0,0.7,1.0,107648.648916,1254.15,107648.648916,,1396.23787998
1393.78,1.0,1.0,0.00333333,500.0,1409.51944206,299.999969474,100,5.43914e-20,153.23,500,2,320.905,0.00333333,0.00333333,1409.51944206,1.0,0.7,1.0,117518.669899,1286.2,117518.669899,,1409.51944206
1386.36,1.0,1.0,0.0025,500.0,1364.09665794,400.0,100,5.4346e-20,148.34,500,2,301.487,0.0025,0.0025,1364.09665794,1.0,0.7,1.0,54521.9079149,1293.19,54521.9079149,,1364.09665794
1384.63,1.0,1.0,0.002,500.0,1377.74066645,500.000006643,100,5.43187e-20,150.04,500,1,308.851,0.002,0.002,1377.74066645,1.0,0.7,1.0,114452.704769,1291.62,114452.704769,,1377.74066645
1372.91,1.0,1.0,0.01,500.0,1372.91325974,100.0,100,3.50449e-18,149.37,500,2,314.327,0.01,0.01,1372.91325974,1.0,0.7,1.0,99799.7751654,1183.52,99799.7751654,,1372.91325974
1342.25,1.0,1.0,0.005,500.0,1311.59329359,200.000000102,100,2.1793e-19,143.11,500,2,268.334,0.005,0.005,1311.59329359,1.0,0.7,1.0,43761.7566768,1208.33,43761.7566768,,1311.59329359
1342.74,1.0,1.0,0.00333333,500.0,1343.72603034,299.999969474,100,5.43914e-20,146.16,500,2,245.296,0.00333333,0.00333333,1343.72603034,1.0,0.7,1.0,36872.315583,1233.4,36872.315583,,1343.72603034
1339.34,1.0,1.0,0.0025,500.0,1329.13121311,400.0,100,5.4346e-20,145.07,500,2,244.987,0.0025,0.0025,1329.13121311,1.0,0.7,1.0,60025.6616493,1244.65,60025.6616493,,1329.13121311
1347.38,1.0,1.0,0.002,500.0,1379.54730758,500.000006643,100,5.43187e-20,150.1,500,1,260.458,0.002,0.002,1379.54730758,1.0,0.7,1.0,98811.9084238,1262.68,98811.9084238,,1379.54730758
1326.71,1.0,1.0,0.01,500.0,1326.71160528,100.0,100,3.50449e-18,144.6,500,2,206.499,0.01,0.01,1326.71160528,1.0,0.7,1.0,43072.6104188,1184.4,43072.6104188,,1326.71160528
1361.74,1.0,1.0,0.005,500.0,1396.77589252,200.000000102,100,2.1793e-19,151.99,500,2,270.317,0.005,0.005,1396.77589252,1.0,0.7,1.0,102066.853724,1241.6,102066.853724,,1396.77589252
1364.86,1.0,1.0,0.00333333,500.0,1371.08630688,299.999969474,100,5.43914e-20,148.95,500,2,267.698,0.00333333,0.00333333,1371.08630688,1.0,0.7,1.0,69481.3092835,1260.64,69481.3092835,,1371.08630688
1379.67,1.0,1.0,0.0025,500.0,1424.12529303,400.0,100,5.4346e-20,154.96,500,2,295.578,0.0025,0.0025,1424.12529303,1.0,0.7,1.0,133174.845356,1284.74,133174.845356,,1424.12529303
1367.68,1.0,1.0,0.002,500.0,1319.71975302,500.000006643,100,5.43187e-20,143.97,500,1,282.139,0.002,0.002,1319.71975302,1.0,0.7,1.0,46131.7561858,1282.77,46131.7561858,,1319.71975302
1428.13,1.0,1.0,0.01,500.0,1428.13344444,100.0,100,3.50449e-18,154.96,500,2,283.282,0.01,0.01,1428.13344444,1.0,0.7,1.0,81059.4205017,1251.86,81059.4205017,,1428.13344444
1397.15,1.0,1.0,0.005,500.0,1366.17378377,200.000000102,100,2.1793e-19,148.75,500,2,290.603,0.005,0.005,1366.17378377,1.0,0.7,1.0,87607.5881414,1272.51,87607.5881414,,1366.17378377
1386.53,1.0,1.0,0.00333333,500.0,1365.27900764,299.999969474,100,5.43914e-20,148.52,500,2,280.698,0.00333333,0.00333333,1365.27900764,1.0,0.7,1.0,67472.2448692,1284.75,67472.2448692,,1365.27900764
1390.49,1.0,1.0,0.0025,500.0,1402.3765014,400.0,100,5.4346e-20,152.51,500,2,293.521,0.0025,0.0025,1402.3765014,1.0,0.7,1.0,109147.885098,1290.08,109147.885098,,1402.3765014
1384.14,1.0,1.0,0.002,500.0,1358.75413451,500.000006643,100,5.43187e-20,147.87,500,1,288.109,0.002,0.002,1358.75413451,1.0,0.7,1.0,70312.6731812,1294.34,70312.6731812,,1358.75413451
1364.29,1.0,1.0,0.01,500.0,1364.28599724,100.0,100,3.50449e-18,148.61,500,2,296.148,0.01,0.01,1364.28599724,1.0,0.7,1.0,88589.5776658,1186.94,88589.5776658,,1364.28599724
1393.06,1.0,1.0,0.005,500.0,1421.84009481,200.000000102,100,2.1793e-19,154.57,500,2,355.696,0.005,0.005,1421.84009481,1.0,0.7,1.0,165332.297337,1219.81,165332.297337,,1421.84009481
1389.57,1.0,1.0,0.00333333,500.0,1382.5811543,299.999969474,100,5.43914e-20,150.31,500,2,331.034,0.00333333,0.00333333,1382.5811543,1.0,0.7,1.0,76403.1089312,1248.11,76403.1089312,,1382.5811543
1394.66,1.0,1.0,0.0025,500.0,1409.92272419,400.0,100,5.4346e-20,153.62,500,2,340.349,0.0025,0.0025,1409.92272419,1.0,0.7,1.0,135644.191204,1272.15,135644.191204,,1409.92272419
1389.95,1.0,1.0,0.002,500.0,1371.11679508,500.000006643,100,5.43187e-20,149.34,500,1,331.841,0.002,0.002,1371.11679508,1.0,0.7,1.0,87674.6249004,1280.37,87674.6249004,,1371.11679508
1368.28,1.0,1.0,0.01,500.0,1368.27675551,100.0,100,3.50449e-18,148.8,500,2,241.723,0.01,0.01,1368.27675551,1.0,0.7,1.0,59020.0587786,1221.72,59020.0587786,,1368.27675551
1385.36,1.0,1.0,0.005,500.0,1402.44775771,200.000000102,100,2.1793e-19,152.49,500,2,289.966,0.005,0.005,1402.44775771,1.0,0.7,1.0,110249.365276,1256.14,110249.365276,,1402.44775771
1380.64,1.0,1.0,0.00333333,500.0,1371.20913438,299.999969474,100,5.43914e-20,149.21,500,2,287.801,0.00333333,0.00333333,1371.20913438,1.0,0.7,1.0,81004.351119,1275.14,81004.351119,,1371.20913438
1385.65,1.0,1.0,0.0025,500.0,1400.67369005,400.0,100,5.4346e-20,152.21,500,2,294.961,0.0025,0.0025,1400.67369005,1.0,0.7,1.0,100220.742338,1287.26,100220.742338,,1400.67369005
1374.94,1.0,1.0,0.002,500.0,1332.06787807,500.000006643,100,5.43187e-20,145.09,500,1,280.52,0.002,0.002,1332.06787807,1.0,0.7,1.0,43588.6546645,1286.93,43588.6546645,,1332.06787807
1381.03,1.0,1.0,0.01,500.0,1381.026909,100.0,100,3.50449e-18,150.22,500,2,274.243,0.01,0.01,1381.026909,1.0,0.7,1.0,75969.0133373,1217.86,75969.0133373,,1381.026909
1379.17,1.0,1.0,0.005,500.0,1377.30532171,200.000000102,100,2.1793e-19,149.91,500,2,289.521,0.005,0.005,1377.30532171,1.0,0.7,1.0,93362.5658909,1251.65,93362.5658909,,1377.30532171
1373.43,1.0,1.0,0.00333333,500.0,1361.95376042,299.999969474,100,5.43914e-20,148.23,500,2,283.472,0.00333333,0.00333333,1361.95376042,1.0,0.7,1.0,73965.2658781,1269.31,73965.2658781,,1361.95376042
1377.22,1.0,1.0,0.0025,500.0,1388.60391076,400.0,100,5.4346e-20,150.7,500,2,280.922,0.0025,0.0025,1388.60391076,1.0,0.7,1.0,75180.3299621,1287.06,75180.3299621,,1388.60391076
1378.67,1.0,1.0,0.002,500.0,1384.47732474,500.000006643,100,5.43187e-20,150.61,500,1,289.777,0.002,0.002,1384.47732474,1.0,0.7,1.0,105195.237394,1298.03,105195.237394,,1384.47732474
1437.49,1.0,1.0,0.01,500.0,1437.49226296,100.0,100,3.50449e-18,156.21,500,2,359.137,0.01,0.01,1437.49226296,1.0,0.7,1.0,130282.033092,1250.3,130282.033092,,1437.49226296
1402.46,1.0,1.0,0.005,500.0,1367.43387851,200.000000102,100,2.1793e-19,148.97,500,2,315.504,0.005,0.005,1367.43387851,1.0,0.7,1.0,68336.0767461,1270.09,68336.0767461,,1367.43387851
1392.52,1.0,1.0,0.00333333,500.0,1372.6270354,299.999969474,100,5.43914e-20,149.04,500,2,302.852,0.00333333,0.00333333,1372.6270354,1.0,0.7,1.0,76241.2287702,1284.44,76241.2287702,,1372.6270354
1385.66,1.0,1.0,0.0025,500.0,1365.07856912,400.0,100,5.4346e-20,148.58,500,2,309.028,0.0025,0.0025,1365.07856912,1.0,0.7,1.0,107343.838142,1283.57,107343.838142,,1365.07856912
1385.69,1.0,1.0,0.002,500.0,1385.84279163,500.000006643,100,5.43187e-20,150.7,500,1,305.919,0.002,0.002,1385.84279163,1.0,0.7,1.0,86807.0958331,1291.45,86807.0958331,,1385.84279163
1328.76,1.0,1.0,0.01,500.0,1328.7643623,100.0,100,3.50449e-18,144.85,500,2,214.466,0.01,0.01,1328.7643623,1.0,0.7,1.0,46460.3958818,1188.25,46460.3958818,,1328.7643623
1346.69,1.0,1.0,0.005,500.0,1364.61404374,200.000000102,100,2.1793e-19,148.63,500,2,249.268,0.005,0.005,1364.61404374,1.0,0.7,1.0,78414.6868489,1224.36,78414.6868489,,1364.61404374
1346.23,1.0,1.0,0.00333333,500.0,1345.3034416,299.999969474,100,5.43914e-20,146.55,500,2,289.516,0.00333333,0.00333333,1345.3034416,1.0,0.7,1.0,128473.543723,1208.18,128473.543723,,1345.3034416
1358.93,1.0,1.0,0.0025,500.0,1397.03077561,400.0,100,5.4346e-20,151.86,500,2,293.353,0.0025,0.0025,1397.03077561,1.0,0.7,1.0,91746.071912,1239.38,91746.071912,,1397.03077561
1359.92,1.0,1.0,0.002,500.0,1363.90013712,500.000006643,100,5.43187e-20,148.44,500,1,295.07,0.002,0.002,1363.90013712,1.0,0.7,1.0,92007.1453168,1253.0,92007.1453168,,1363.90013712
1429.63,1.0,1.0,0.01,500.0,1429.62571306,100.0,100,3.50449e-18,155.12,500,2,339.376,0.01,0.01,1429.62571306,1.0,0.7,1.0,116339.243303,1230.86,116339.243303,,1429.62571306
1388.75,1.0,1.0,0.005,500.0,1347.8730074,200.000000102,100,2.1793e-19,146.94,500,2,295.726,0.005,0.005,1347.8730074,1.0,0.7,1.0,56959.4684365,1248.2,56959.4684365,,1347.8730074
1390.82,1.0,1.0,0.00333333,500.0,1394.95008971,299.999969474,100,5.43914e-20,151.48,500,2,296.549,0.00333333,0.00333333,1394.95008971,1.0,0.7,1.0,89789.2620344,1271.62,89789.2620344,,1394.95008971
1390.87,1.0,1.0,0.0025,500.0,1391.03856666,400.0,100,5.4346e-20,151.41,500,2,297.097,0.0025,0.0025,1391.03856666,1.0,0.7,1.0,90144.1054516,1287.64,90144.1054516,,1391.03856666
1390.12,1.0,1.0,0.002,500.0,1387.1357093,500.000006643,100,5.43187e-20,150.82,500,1,299.927,0.002,0.002,1387.1357093,1.0,0.7,1.0,97680.239479,1297.79,97680.239479,,1387.1357093
1364.5,1.0,1.0,0.01,500.0,1364.50214264,100.0,100,3.50449e-18,148.47,500,2,293.86,0.01,0.01,1364.50214264,1.0,0.7,1.0,87225.7647729,1183.95,87225.7647729,,1364.50214264
1382.4,1.0,1.0,0.005,500.0,1400.28834615,200.000000102,100,2.1793e-19,152.47,500,2,337.842,0.005,0.005,1400.28834615,1.0,0.7,1.0,142708.231357,1234.15,142708.231357,,1400.28834615
1383.66,1.0,1.0,0.00333333,500.0,1386.19244587,299.999969474,100,5.43914e-20,150.35,500,2,307.817,0.00333333,0.00333333,1386.19244587,1.0,0.7,1.0,56534.6406749,1262.62,56534.6406749,,1386.19244587
1386.04,1.0,1.0,0.0025,500.0,1393.19659099,400.0,100,5.4346e-20,151.69,500,2,315.077,0.0025,0.0025,1393.19659099,1.0,0.7,1.0,113909.836938,1281.22,113909.836938,,1393.19659099
1385.13,1.0,1.0,0.002,500.0,1381.45696573,500.000006643,100,5.43187e-20,150.18,500,1,312.903,0.002,0.002,1381.45696573,1.0,0.7,1.0,93364.486943,1291.37,93364.486943,,1381.45696573
1397.37,1.0,1.0,0.01,500.0,1397.37111482,100.0,100,3.50449e-18,151.95,500,2,306.417,0.01,0.01,1397.37111482,1.0,0.7,1.0,94839.4848429,1210.96,94839.4848429,,1397.37111482
1362.91,1.0,1.0,0.005,500.0,1328.44273467,200.000000102,100,2.1793e-19,144.73,500,2,258.982,0.005,0.005,1328.44273467,1.0,0.7,1.0,38259.2865762,1231.09,38259.2865762,,1328.44273467
1381.31,1.0,1.0,0.00333333,500.0,1418.1261646,299.999969474,100,5.43914e-20,154.06,500,2,276.119,0.00333333,0.00333333,1418.1261646,1.0,0.7,1.0,93483.2525802,1273.69,93483.2525802,,1418.1261646
1388.01,1.0,1.0,0.0025,500.0,1408.08308846,400.0,100,5.4346e-20,153.04,500,2,287.754,0.0025,0.0025,1408.08308846,1.0,0.7,1.0,102977.157408,1294.8,102977.157408,,1408.08308846
1397.06,1.0,1.0,0.002,500.0,1433.2636518,500.000006643,100,5.43187e-20,155.72,500,1,304.494,0.002,0.002,1433.2636518,1.0,0.7,1.0,132055.062583,1310.13,132055.062583,,1433.2636518
1366.71,1.0,1.0,0.01,500.0,1366.71186033,100.0,100,3.50449e-18,148.61,500,2,261.077,0.01,0.01,1366.71186033,1.0,0.7,1.0,68849.9196537,1193.67,68849.9196537,,1366.71186033
1376.05,1.0,1.0,0.005,500.0,1385.38229194,200.000000102,100,2.1793e-19,150.54,500,2,269.527,0.005,0.005,1385.38229194,1.0,0.7,1.0,77731.670983,1242.04,77731.670983,,1385.38229194
1368.1,1.0,1.0,0.00333333,500.0,1352.20599392,299.999969474,100,5.43914e-20,147.22,500,2,265.631,0.00333333,0.00333333,1352.20599392,1.0,0.7,1.0,66677.5228705,1258.68,66677.5228705,,1352.20599392
1360.3,1.0,1.0,0.0025,500.0,1336.90483132,400.0,100,5.4346e-20,145.72,500,2,251.34,0.0025,0.0025,1336.90483132,1.0,0.7,1.0,40683.5431521,1265.54,40683.5431521,,1336.90483132
1357.7,1.0,1.0,0.002,500.0,1347.3189271,500.000006643,100,5.43187e-20,146.77,500,1,256.701,0.002,0.002,1347.3189271,1.0,0.7,1.0,77430.5234018,1272.95,77430.5234018,,1347.3189271
1347.16,1.0,1.0,0.01,500.0,1347.15516522,100.0,100,3.50449e-18,146.64,500,2,196.484,0.01,0.01,1347.15516522,1.0,0.7,1.0,38995.9051359,1213.4,38995.9051359,,1347.15516522
