LearnableVariance,MinIWNorm,OptimizationReturnMin,EpThisIter,EpLenMean,MaxIW,InitialReturnMin,EmpiricalD2,MeanIWNorm,StdIW,InitialReturnMean,J_sample_variance,MinIW,ESSRenyi,MeanIW,MeanEntropy,TimestepsSoFar,InitialReturnStd,Weights,InitialReturnMax,Iteration,OptimizationReturnMean,ReturnMeanIW,ReturnStepMax,VarianceInit,EpRewMean,InitialBound,MaxIWNorm,StdIWNorm,ReturnStepMaxmin,TimeElapsed,EpisodesSoFar,OptimizationReturnMax,ESSClassic,Bound
,0.00054513285,,100,486.0,5.27596,1499.5212,2.3070354,0.011665908,1.1661404,4858.4688,20317500.0,0.054513287,43.345673,1.1665909,0.4189424,12135471,576.68,[ 0.014  0.296 -2.71  -2.195],4999.6416,283,3358.9478,5747.0293,10.0,-1.0,4858.468932164787,4246.14,0.0527596,0.011661404,10.0,4790.5221157073975,28300,3500.1204,50.01931,4816.968
,2.1549968e-05,,100,461.8,16.539404,479.73865,7.7444386,0.01565335,3.234536,4615.995,150639180.0,0.0021549969,12.912492,1.5653349,0.4189424,12181651,1133.6234,[ 0.021  0.271 -2.711 -2.213],4999.6416,284,4136.257,6564.3203,10.0,-1.0,4615.995491581134,4003.667,0.16539404,0.03234536,10.0,4807.907104253769,28400,4519.903,18.975986,4860.2812
,0.0002129542,,100,435.6,8.91543,,4.204491,0.013704041,1.6434484,4352.6714,68508590.0,0.02129542,23.784092,1.3704039,0.4189424,12225211,1231.6559,[-1.535e-03  2.834e-01 -2.742e+00 -2.187e+00],4999.635,285,4352.6714,6589.732,10.0,-1.0,4352.671444107491,3740.3438,0.089154296,0.016434483,10.0,4825.871109724045,28500,4999.635,41.0141,5334.163
,9.2605835e-05,,100,482.49,51.84231,,15.272896,0.017552722,6.444019,4823.588,1049463550.0,0.009260584,6.547547,1.7552723,0.4189424,12273460,756.04663,[ 0.012  0.319 -2.725 -2.199],4999.624,286,4823.588,8649.272,10.0,-1.0,4823.588218018156,4211.2617,0.5184231,0.06444018,10.0,4847.38001036644,28600,4999.624,6.907044,6256.267
,0.0013046393,,100,476.02,24.324821,,3.967245,0.014174835,3.332652,4759.0547,276072260.0,0.13046393,25.206408,1.4174833,0.4189424,12321062,1048.6382,[ 0.034  0.278 -2.722 -2.204],4999.632,287,4759.0547,6511.058,10.0,-1.0,4759.05454333448,4146.7266,0.24324821,0.03332652,10.0,4867.712630271912,28700,4999.632,15.319345,5291.4277
,0.00043363817,,100,445.63,12.503196,,2.8538437,0.011768634,1.6187876,4453.5405,68012870.0,0.043363817,35.040462,1.1768634,0.4189424,12365625,1250.7943,[ 0.012  0.261 -2.715 -2.198],4999.6616,288,4453.5405,5660.089,10.0,-1.0,4453.540558893996,3841.209,0.12503195,0.016187875,10.0,4887.854195594788,28800,4999.6616,34.57781,4625.658
,0.000292176,,100,475.46,48.64199,,6.5695653,0.015761707,5.082508,4753.293,619628540.0,0.0292176,15.221707,1.5761707,0.4189424,12413171,996.4862,[ 0.019  0.286 -2.712 -2.17 ],4999.6953,289,4753.293,7310.0464,10.0,-1.0,4753.292530139598,4140.957,0.4864199,0.05082509,10.0,4905.850173711777,28900,4999.6953,8.77347,5740.5605
,0.0015305483,,100,452.25,7.240233,459.7771,1.558015,0.011007229,1.0884397,4519.551,26295832.0,0.15305483,64.184235,1.1007229,0.4189424,12458396,1052.6787,[ 9.632e-05  3.070e-01 -2.722e+00 -2.148e+00],4999.693,290,4059.7734,5144.946,10.0,-1.0,4519.55059995825,3907.2153,0.07240233,0.010884397,10.0,4926.062155485153,29000,4539.916,50.56107,4380.6265
,0.002423577,,100,461.64,13.966176,,2.113063,0.013674763,1.8551201,4613.99,25157290.0,0.2423577,47.324665,1.3674765,0.4189424,12504560,983.7588,[ 0.003  0.31  -2.729 -2.109],4999.708,291,4613.99,5208.2563,10.0,-1.0,4613.989771649151,4001.6526,0.13966176,0.0185512,10.0,4943.3731236457825,29100,4999.708,35.206726,4318.1406
,0.0006071196,,100,419.6,15.965271,509.71167,5.634567,0.013625014,2.381878,4191.5117,118647490.0,0.06071196,17.747593,1.3625014,0.4189424,12546520,1264.2363,[-0.007  0.288 -2.733 -2.116],4999.6514,292,3681.8,6474.53,10.0,-1.0,4191.511724956006,3579.182,0.15965271,0.02381878,10.0,4961.00465631485,29200,4489.9395,24.654327,5021.028
,3.2106665e-05,,100,459.49,50.381863,,16.179598,0.020268701,7.203034,4592.429,909967360.0,0.0032106666,6.1806235,2.02687,0.4189424,12592469,1085.5568,[ 0.01   0.296 -2.743 -2.171],4999.641,293,4592.429,8412.546,10.0,-1.0,4592.429002134412,3980.0996,0.50381863,0.072030336,10.0,4978.542769193649,29300,4999.641,7.3371377,5949.5234
,0.000986878,,100,438.39,3.0878518,1139.8586,1.8734944,0.010600953,0.7282871,4380.2925,10666718.0,0.0986878,53.376194,1.0600952,0.4189424,12636308,1147.8932,[-0.008  0.332 -2.758 -2.273],4999.687,294,3240.4343,5097.893,10.0,-1.0,4380.292711179763,3767.9585,0.030878518,0.007282871,10.0,4997.633892297745,29400,3859.8284,67.936104,4259.757
,0.0022669733,,100,477.32,2.8850203,,1.3202189,0.010633821,0.44836953,4771.6074,5806893.0,0.22669734,75.74501,1.0633819,0.4189424,12684040,776.6987,[ 0.005  0.335 -2.76  -2.283],4999.65,295,4771.6074,5205.7085,10.0,-1.0,4771.607732423959,4159.278,0.028850202,0.0044836947,10.0,5016.6438710689545,29500,4999.65,84.90518,4502.137
,0.00052974257,,100,481.83,5.781192,,2.1668131,0.01110426,1.072206,4817.0938,29634584.0,0.052974258,46.150726,1.1104261,0.4189424,12732223,817.09436,[ 0.013  0.34  -2.757 -2.273],4999.6577,296,4817.0938,5465.0527,10.0,-1.0,4817.093889955756,4204.763,0.057811916,0.01072206,10.0,5031.348778963089,29600,4999.6577,51.750565,4563.6963
,0.0007249022,,100,499.71,20.01298,4699.292,4.0245385,0.012988434,2.785132,4996.382,38336836.0,0.07249022,24.847569,1.2988435,0.4189424,12782194,29.859001,[ 0.018  0.375 -2.775 -2.275],4999.641,297,297.08994,6492.7134,10.0,-1.0,4996.381884410124,4384.053,0.20012979,0.027851319,10.0,5048.164564371109,29700,300.34912,17.863222,5264.3057
,9.2110866e-05,,100,500.0,19.129402,4998.9126,5.3910027,0.014453722,2.654701,4999.372,52732136.0,0.009211087,18.549425,1.4453721,0.4189424,12832194,0.15848063,[ 0.028  0.315 -2.808 -2.229],4999.6323,298,0.4592334,7225.8604,10.0,-1.0,4999.371869463271,4387.044,0.19129401,0.02654701,10.0,5070.9795870780945,29800,0.71972656,22.865341,5804.126
,1.4350144e-05,,100,495.03,313.56863,19.961163,153.27531,0.04004935,31.235725,4949.5464,24438155000.0,0.0014350144,0.65242076,4.0049353,0.4189424,12881697,495.44202,[ 0.048  0.317 -2.807 -2.173],4999.638,299,4929.5854,19985.16,10.0,-1.0,4949.546300756809,4337.2183,3.1356862,0.31235725,10.0,5089.63140130043,29900,4979.6772,1.6173586,12404.268
,0.0014466316,,100,485.92,3.3527596,,1.4689809,0.011095029,0.63159895,4858.1367,10816205.0,0.14466317,68.0744,1.1095029,0.4189424,12930289,788.4385,[ 0.036  0.248 -2.82  -2.186],4999.6304,300,4858.1367,5397.0015,10.0,-1.0,4858.13709524745,4245.81,0.033527594,0.0063159894,10.0,5109.202291727066,30000,4999.6304,75.52525,4654.8516
,7.5687516e-05,,100,464.46,188.8517,409.73877,39.27235,0.030013874,18.975111,4642.9224,5191246300.0,0.007568752,2.5463207,3.0013876,0.4189424,12976735,1135.5719,[ 0.029  0.248 -2.814 -2.152],4999.608,301,4233.184,11731.227,10.0,-1.0,4642.922581291087,4030.5984,1.8885169,0.18975109,10.0,5127.861107587814,30100,4589.869,2.4408634,7893.933
,0.0003773316,,100,349.74,7.3255453,9.9818945,2.5065005,0.010505896,1.1322864,3491.7207,36308068.0,0.03773316,39.896263,1.0505896,0.4189424,13011709,1730.37,[ 4.891e-04  2.026e-01 -2.817e+00 -2.110e+00],4999.7046,302,3481.7385,4465.103,10.0,-1.0,3491.7202768377524,2879.3843,0.07325545,0.011322864,10.0,5145.042421102524,30200,4989.7227,46.262604,3495.6565
,0.0021995562,,100,386.5,2.594077,,1.2869333,0.010124025,0.4365718,3861.0254,8332396.5,0.21995562,77.7041,1.0124024,0.4189424,13050359,1742.5905,[ 0.015  0.21  -2.848 -2.143],4999.6187,303,3861.0254,4180.407,10.0,-1.0,3861.025144665724,3248.6992,0.02594077,0.004365718,10.0,5158.936785936356,30300,4999.6187,84.3203,3485.766
,0.0032803325,,100,448.96,1.8047446,459.74384,1.0899969,0.01020339,0.29165184,4487.253,3667090.8,0.32803327,91.74338,1.020339,0.4189424,13095255,1256.5802,[ 0.025  0.211 -2.852 -2.145],4999.6523,304,4027.509,4622.7407,10.0,-1.0,4487.252883530705,3874.9236,0.018047446,0.0029165186,10.0,5176.195515155792,30400,4539.9087,92.44678,3983.4504
,0.0033674939,,100,434.84,2.6375985,449.79642,1.2363933,0.010305042,0.43570083,4346.038,6526609.5,0.3367494,80.88041,1.0305043,0.4189424,13138739,1503.5696,[ 0.025  0.214 -2.86  -2.167],4999.6714,305,3896.2415,4666.57,10.0,-1.0,4346.038061822581,3733.7058,0.026375985,0.0043570083,10.0,5194.3633053302765,30500,4549.875,84.834724,3985.6978
,0.001630375,,100,449.6,2.9314203,9.979799,1.4066608,0.010454646,0.6231369,4494.232,11816210.0,0.16303751,71.09035,1.0454648,0.4189424,13183699,1395.3584,[ 0.03   0.228 -2.853 -2.192],4999.6655,306,4484.252,4780.3735,10.0,-1.0,4494.232183379934,3881.9004,0.029314203,0.0062313685,10.0,5213.057421207428,30600,4989.6855,73.7865,4054.1318
,1.2822705e-05,,100,488.54,114.82795,1769.8177,45.069515,0.020494223,11.449995,4884.408,1394556900.0,0.0012822705,2.2187946,2.049422,0.4189424,13232553,565.5599,[ 0.024  0.241 -2.86  -2.175],4999.6074,307,3114.59,10239.3125,10.0,-1.0,4884.407998850918,4272.0835,1.1482794,0.11449995,10.0,5235.8978972435,30700,3229.7896,3.1042511,6128.5444
,0.00019945666,,100,500.0,16.2798,4998.868,3.4010508,0.0126090655,1.7831544,4999.373,40130452.0,0.019945666,29.402678,1.2609066,0.4189424,13282553,0.16260616,[ 0.038  0.295 -2.877 -2.15 ],4999.6294,308,0.5047266,6303.6206,10.0,-1.0,4999.37288357161,4387.0454,0.162798,0.017831543,10.0,5258.050458192825,30800,0.76123047,33.334255,5174.371
,0.00019770654,,100,493.73,21.364887,539.8511,5.211811,0.014992728,2.893335,4936.334,168802400.0,0.019770654,19.18719,1.499273,0.4189424,13331926,477.89685,[ 0.063  0.275 -2.872 -2.127],4999.6533,309,4396.483,7493.155,10.0,-1.0,4936.334184462886,4324.004,0.21364887,0.028933348,10.0,5277.602936506271,30900,4459.8022,21.167484,6095.2427
,0.00027397848,,100,494.13,17.94754,1699.5637,6.852493,0.015959868,3.1837857,4940.1777,117808680.0,0.027397849,14.593229,1.595987,0.4189424,13381339,373.2299,[ 0.082  0.312 -2.835 -2.172],4999.565,310,3240.6138,7842.6694,10.0,-1.0,4940.177672427378,4327.8584,0.1794754,0.03183786,10.0,5299.513966798782,31000,3300.0012,20.082317,6239.785
,5.3862615e-05,,100,498.45,61.025536,3788.2593,16.436352,0.018335592,6.8021913,4983.436,117298010.0,0.0053862617,6.084075,1.8335594,0.4189424,13431184,125.35088,[ 0.104  0.278 -2.837 -2.19 ],4999.6777,311,1195.1765,9166.207,10.0,-1.0,4983.435824869586,4371.1025,0.61025536,0.06802191,10.0,5318.521458864212,31100,1211.4185,6.7737703,6683.7007
,0.00020353582,,100,481.19,16.675285,,4.3565745,0.013610057,2.4493668,4810.735,151073780.0,0.020353582,22.953814,1.3610057,0.4189424,13479303,925.11743,[ 0.067  0.254 -2.842 -2.198],4999.606,312,4810.735,6480.736,10.0,-1.0,4810.734945965448,4198.4106,0.16675285,0.024493666,10.0,5337.86940741539,31200,4999.606,23.591434,5202.668
,6.126946e-05,,100,487.02,25.83199,429.76514,4.1089163,0.013896938,3.0436752,4869.2334,160102350.0,0.006126946,24.337317,1.3896939,0.4189424,13528005,741.8364,[ 0.044  0.257 -2.841 -2.154],4999.687,313,4439.4683,6252.616,10.0,-1.0,4869.23360543982,4256.9,0.25831988,0.03043675,10.0,5359.370029449463,31300,4569.922,17.250679,5011.3867
,2.0331698e-05,,100,474.5,40.687153,,6.5681615,0.016204465,4.3519354,4743.649,476521150.0,0.0020331698,15.22496,1.6204467,0.4189424,13575455,1059.3047,[ 0.068  0.229 -2.84  -2.131],4999.6387,314,4743.649,7543.3184,10.0,-1.0,4743.648776226038,4131.321,0.40687153,0.04351935,10.0,5378.6997764110565,31400,4999.6387,12.176326,5974.0176
,0.00035831437,,100,475.04,19.322512,429.76868,3.6877985,0.013440149,2.6394207,4749.072,136924210.0,0.035831437,27.11645,1.3440148,0.4189424,13622959,974.3612,[ 0.038  0.223 -2.832 -2.144],4999.703,315,4319.303,6127.553,10.0,-1.0,4749.071750613742,4136.736,0.19322512,0.026394207,10.0,5398.945728778839,31500,4569.9346,20.590363,4951.645
,0.00012151703,,100,434.71,10.496419,,4.1368685,0.0127308015,1.5738299,4344.5615,64941656.0,0.012151703,24.172874,1.27308,0.4189424,13666430,1442.0068,[ 0.017  0.23  -2.839 -2.147],4999.658,316,4344.5615,6081.7817,10.0,-1.0,4344.561714807992,3732.231,0.10496419,0.0157383,10.0,5418.53879404068,31600,4999.658,39.552513,4836.3447
,0.0036915776,,100,473.02,2.0843463,,1.1710427,0.010111704,0.3891788,4728.7896,4925224.5,0.36915776,85.39398,1.0111704,0.4189424,13713732,1011.69617,[ 0.035  0.245 -2.841 -2.189],4999.6943,317,4728.7896,4857.416,10.0,-1.0,4728.789259719705,4116.454,0.020843463,0.0038917882,10.0,5437.477438211441,31700,4999.6943,87.09797,4194.7793
,9.458883e-05,,100,475.39,10.183352,,3.6755676,0.012608727,1.705078,4752.6587,74195820.0,0.009458884,27.206682,1.2608728,0.4189424,13761271,1000.64026,[ 0.042  0.247 -2.846 -2.179],4999.639,318,4752.6587,6214.1855,10.0,-1.0,4752.658812341606,4140.3306,0.10183352,0.01705078,10.0,5455.346285581589,31800,4999.639,35.35174,5040.244
,1.2802061e-05,,100,495.01,402.94028,,188.42458,0.06284161,42.771885,4949.3154,46171180000.0,0.0012802061,0.53071636,6.28416,0.4189424,13810772,497.42496,[ 0.04   0.291 -2.844 -2.193],4999.6265,319,4949.3154,31362.914,10.0,-1.0,4949.315485084864,4336.9883,4.0294027,0.42771882,10.0,5472.845174312592,31900,4999.6265,2.1130154,22957.639
,1.0525021e-06,,100,485.71,586.3258,419.7287,260.74103,0.06737502,58.28495,4855.9033,71989510000.0,0.000105250205,0.3835223,6.7375026,0.4189424,13859343,775.8906,[ 0.073  0.238 -2.824 -2.173],4999.6084,320,4436.175,33427.855,10.0,-1.0,4855.903059309563,4243.578,5.863258,0.58284944,10.0,5493.702358007431,32000,4579.88,1.3186218,23540.36
,0.00010998012,,100,471.27,43.988255,429.73743,7.7754207,0.0152578475,4.4741206,4711.226,421741120.0,0.0109980125,12.86104,1.5257846,0.4189424,13906470,1028.5635,[ 0.026  0.253 -2.823 -2.185],4999.6606,321,4281.4893,6949.289,10.0,-1.0,4711.226246535372,4098.8955,0.43988255,0.044741206,10.0,5515.25402712822,32100,4569.9233,10.418163,5241.839
,3.055541e-05,,100,445.29,240.0577,9.980089,44.90782,0.032468013,23.850271,4450.72,13522433000.0,0.0030555408,2.2267835,3.246802,0.4189424,13950999,1384.1917,[ 0.029  0.209 -2.858 -2.208],4999.612,322,4440.7407,14647.559,10.0,-1.0,4450.720568873332,3838.3958,2.4005768,0.23850267,10.0,5537.366948843002,32200,4989.632,1.8194927,10544.168
,0.003342958,,100,339.11,2.9993346,429.78357,1.1629081,0.010185302,0.46285757,3385.6519,9073018.0,0.3342958,85.99132,1.0185302,0.4189424,13984910,1895.9738,[ 0.03   0.141 -2.849 -2.1  ],4999.6133,323,2955.8682,3653.5972,10.0,-1.0,3385.651650748236,2773.3267,0.029993346,0.0046285754,10.0,5552.450722455978,32300,4569.8296,82.8835,2993.2766
,1.4952594e-06,,100,394.1,270.41943,449.82422,100.69329,0.0374369,26.887136,3936.7988,12571884000.0,0.00014952595,0.9931148,3.7436898,0.4189424,14024320,1597.7563,[ 0.03   0.147 -2.858 -2.132],4999.6694,324,3486.9746,16557.062,10.0,-1.0,3936.798871795217,3324.4668,2.7041943,0.26887134,10.0,5569.304302692413,32400,4549.845,1.901829,10412.554
,0.00038984793,,100,394.9,20.35799,419.79752,3.9453495,0.011443143,2.1395168,3944.6487,100394584.0,0.038984794,25.346296,1.1443143,0.4189424,14063810,1549.613,[ 0.007  0.191 -2.846 -2.117],4999.6255,325,3524.8518,5181.871,10.0,-1.0,3944.649065586031,3332.3225,0.2035799,0.021395165,10.0,5585.044224977493,32500,4579.828,22.24322,3965.6128
,0.0027516393,,100,431.14,2.2252395,409.79694,1.1363187,0.010032431,0.37953472,4308.5674,5250313.5,0.27516395,88.00348,1.0032431,0.4189424,14106924,1425.8043,[ 0.025  0.179 -2.849 -2.127],4999.5957,326,3898.7705,4430.184,10.0,-1.0,4308.567777696572,3696.2449,0.022252394,0.0037953474,10.0,5604.461510896683,32600,4589.799,87.48012,3777.4585
,0.000412829,,100,429.92,13.426757,,3.1619916,0.01135916,1.868314,4296.4873,90587336.0,0.0412829,31.625637,1.1359159,0.4189424,14149916,1482.7378,[ 0.023  0.188 -2.851 -2.115],4999.6875,327,4296.4873,5207.228,10.0,-1.0,4296.487291010443,3684.153,0.13426757,0.01868314,10.0,5623.045777320862,32700,4999.6875,26.988733,4118.376
,0.007002901,,100,422.53,1.6691707,9.979356,1.0356674,0.010375934,0.18760951,4221.713,2472580.2,0.7002901,96.55609,1.0375934,0.4189424,14192169,1438.8297,[ 0.015  0.218 -2.86  -2.096],4999.651,328,4211.7334,4294.999,10.0,-1.0,4221.7130151815645,3609.3833,0.016691707,0.001876095,10.0,5641.313993692398,32800,4989.6714,96.83418,3671.845
,0.00064773735,,100,422.38,3.9366922,489.80856,1.9753582,0.010007721,0.85179204,4220.6167,16914834.0,0.06477374,50.62373,1.0007721,0.4189424,14234407,1496.7672,[ 0.014  0.214 -2.862 -2.083],4999.6943,329,3730.808,4731.401,10.0,-1.0,4220.616507319701,3608.2812,0.039366923,0.00851792,10.0,5658.284450531006,32900,4509.8857,57.99016,3870.7798
,0.0001309353,,100,458.31,21.296337,439.79767,6.186041,0.014494726,2.999259,4581.4443,190765620.0,0.013093529,16.165428,1.4494727,0.4189424,14280238,1245.3202,[ 0.027  0.227 -2.865 -2.099],4999.62,330,4141.6465,7120.203,10.0,-1.0,4581.444539675304,3969.118,0.21296337,0.02999259,10.0,5679.037504911423,33000,4559.8223,18.933594,5597.241
,0.0046101394,,100,476.56,1.9984778,,1.0906712,0.010165202,0.26825497,4764.272,2809780.2,0.46101397,91.68666,1.0165204,0.4189424,14327894,967.0073,[ 0.037  0.238 -2.863 -2.031],4999.631,331,4764.272,4868.83,10.0,-1.0,4764.271745182826,4151.9443,0.019984778,0.0026825496,10.0,5701.383879899979,33100,4999.631,93.48934,4229.3447
,4.898757e-05,,100,486.51,37.125996,9.980381,10.615061,0.014578503,4.367012,4864.061,480600220.0,0.004898757,9.420577,1.45785,0.4189424,14376545,743.10596,[ 0.033  0.247 -2.865 -2.033],4999.642,332,4854.08,7128.072,10.0,-1.0,4864.060743021674,4251.7314,0.37125996,0.04367012,10.0,5721.018676996231,33200,4989.6616,10.026961,5133.0586
,0.00010303431,,100,478.45,27.738548,19.95956,6.7512355,0.0148820635,3.1646078,4783.2593,252602430.0,0.010303431,14.812103,1.4882064,0.4189424,14424390,963.3694,[ 0.05   0.225 -2.849 -2.087],4999.649,333,4763.3,7256.0356,10.0,-1.0,4783.25915233693,4170.9297,0.27738547,0.031646077,10.0,5739.554794311523,33300,4979.6895,18.109962,5665.0117
,8.878094e-06,,100,482.86,56.84119,469.84396,23.947432,0.02053364,7.76302,4827.257,1243968100.0,0.00088780944,4.175813,2.0533643,0.4189424,14472676,803.0909,[ 0.076  0.215 -2.833 -2.043],4999.642,334,4357.4126,9655.079,10.0,-1.0,4827.256763917847,4214.928,0.5684119,0.0776302,10.0,5758.79282784462,33400,4529.7983,6.538855,6658.581
,6.9318194e-05,,100,455.28,117.22753,419.71707,13.111386,0.022085039,11.700694,4550.7656,2904045800.0,0.0069318195,7.6269584,2.208504,0.4189424,14518204,1205.1771,[ 0.045  0.184 -2.825 -2.008],4999.635,335,4131.049,10349.3545,10.0,-1.0,4550.765741795013,3938.438,1.1722753,0.11700693,10.0,5778.427072048187,33500,4579.9175,3.4400911,8132.1377
,0.00019551105,,100,422.68,8.832749,409.72586,3.524691,0.013674226,1.6401776,4223.4795,52646324.0,0.019551106,28.37128,1.3674226,0.4189424,14560472,1539.1622,[ 0.063  0.142 -2.823 -1.943],4999.647,336,3813.7537,5645.1016,10.0,-1.0,4223.479598299823,3611.1504,0.08832749,0.016401775,10.0,5797.391699790955,33600,4589.921,41.005127,4495.505
,6.060692e-06,,100,407.37,65.27243,369.7188,21.379662,0.017722376,6.764991,4070.2212,994478900.0,0.0006060692,4.6773424,1.7722377,0.4189424,14601209,1673.6489,[ 0.044  0.145 -2.826 -1.973],4999.612,337,3700.5024,8626.62,10.0,-1.0,4070.2210667357535,3457.896,0.65272427,0.06764991,10.0,5814.8452315330505,33700,4629.893,6.42218,5795.343
,0.0004751669,,100,474.64,7.443825,9.981165,2.8693128,0.0118443845,1.318797,4744.9316,44624520.0,0.04751669,34.85155,1.1844386,0.4189424,14648673,1005.86694,[ 0.04   0.194 -2.831 -1.974],4999.681,338,4734.9517,5808.0376,10.0,-1.0,4744.93218366021,4132.598,0.074438244,0.01318797,10.0,5832.909285783768,33800,4989.7,44.648033,4770.803
,2.0867465e-05,,100,487.28,374.7578,9.97961,197.81918,0.046824086,37.38185,4871.8257,35141456000.0,0.0020867465,0.5055121,4.6824083,0.4189424,14697401,747.21857,[ 0.048  0.221 -2.824 -1.964],4999.6597,339,4861.8457,23271.338,10.0,-1.0,4871.825448395632,4259.4946,3.7475781,0.37381852,10.0,5853.680777311325,33900,4989.68,1.5447413,14659.016
,0.0005962114,,100,461.38,8.355716,,2.5684016,0.012667753,1.4500016,4611.513,49066444.0,0.05962114,38.934723,1.2667753,0.4189424,14743539,1145.9539,[ 0.074  0.174 -2.829 -1.995],4999.561,340,4611.513,5701.2173,10.0,-1.0,4611.513289013566,3999.1943,0.08355716,0.014500015,10.0,5874.3234276771545,34000,4999.561,43.286285,4719.9014
,0.0039065704,,100,436.99,1.7418411,,1.0673254,0.009856556,0.24499229,4366.4155,3624559.2,0.39065707,93.69215,0.98565555,0.4189424,14787238,1328.1364,[ 0.091  0.17  -2.836 -2.027],4999.521,341,4366.4155,4437.499,10.0,-1.0,4366.4153389890935,3754.1013,0.01741841,0.002449923,10.0,5888.172297716141,34100,4999.521,94.18136,3804.909
,0.0047820047,,100,447.96,2.5882955,,1.1064849,0.010385089,0.335971,4476.979,4076212.8,0.47820047,90.37629,1.0385089,0.4189424,14832034,1359.7296,[ 0.087  0.173 -2.842 -2.024],4999.6523,342,4476.979,4579.3213,10.0,-1.0,4476.979378261594,3864.6492,0.025882954,0.0033597103,10.0,5903.196021080017,34200,4999.6523,90.52555,3935.2139
,2.8663883e-06,,100,442.68,341.842,29.956944,216.25162,0.045840546,34.048622,4423.9785,28932514000.0,0.00028663882,0.46242428,4.5840554,0.4189424,14876302,1307.4962,[ 0.089  0.166 -2.842 -2.025],4999.651,343,4394.0215,22579.295,10.0,-1.0,4423.978279682248,3811.6484,3.41842,0.34048623,10.0,5924.186012029648,34300,4969.694,1.7803242,13574.683
,0.002324233,,100,462.93,2.2151008,489.715,1.1905495,0.010204755,0.42684925,4627.6226,5360675.5,0.23242332,83.99483,1.0204756,0.4189424,14922595,1174.4446,[ 0.053  0.184 -2.839 -2.027],4999.6025,344,4137.9077,4840.905,10.0,-1.0,4627.622456778892,4015.2988,0.022151006,0.004268492,10.0,5941.463437318802,34400,4509.8877,85.10914,4172.784
,6.120084e-05,,100,467.28,27.254879,469.77737,9.214948,0.013879109,3.873666,4671.0938,311619140.0,0.006120084,10.8519335,1.387911,0.4189424,14969323,1106.3,[ 0.058  0.196 -2.875 -2.027],4999.6226,345,4201.3164,6833.607,10.0,-1.0,4671.093679320303,4058.767,0.2725488,0.03873666,10.0,5960.712198734283,34500,4529.845,11.376943,4974.8213
,0.000549252,,100,494.99,6.5463133,1139.3411,2.3591633,0.011606884,1.201389,4948.811,23525818.0,0.054925203,42.38791,1.1606884,0.4189424,15018822,400.1652,[ 0.083  0.213 -2.87  -2.009],4999.551,346,3809.4702,5716.4565,10.0,-1.0,4948.8114380244815,4336.494,0.06546313,0.012013888,10.0,5980.64323091507,34600,3860.2097,48.277435,4775.9634
,9.153182e-06,,100,482.77,211.33057,489.81375,69.77139,0.029518256,21.040005,4826.4067,9098458000.0,0.00091531826,1.4332522,2.9518256,0.4189424,15067099,847.92236,[ 0.093  0.235 -2.863 -2.061],4999.564,347,4336.593,14648.808,10.0,-1.0,4826.406689901785,4214.088,2.1133056,0.21040002,10.0,6000.81255197525,34700,4509.75,1.9302993,9534.151
,6.219746e-05,,100,500.0,32.955746,4998.14,6.544762,0.0142539,3.9420912,4999.2686,51268320.0,0.0062197465,15.279394,1.4253901,0.4189424,15117099,0.25424075,[ 0.064  0.242 -2.869 -1.967],4999.671,348,1.1284229,7125.3193,10.0,-1.0,4999.268500416941,4386.936,0.32955745,0.03942091,10.0,6021.607743501663,34800,1.5307617,11.562476,5558.8066
,0.0010008877,,100,491.7,5.512457,499.76392,1.7087845,0.010894397,0.9104794,4915.893,17425180.0,0.100088775,58.52113,1.0894399,0.4189424,15166269,584.3069,[ 0.091  0.222 -2.854 -1.982],4999.5933,349,4416.129,5361.73,10.0,-1.0,4915.893045395792,4303.571,0.055124566,0.009104794,10.0,6041.078578472137,34900,4499.829,58.877304,4561.299
,0.00015588407,,100,492.21,18.99945,469.72308,6.9737744,0.015931996,3.0473833,4920.8643,193288000.0,0.015588408,14.3394375,1.5931997,0.4189424,15215490,504.44623,[ 0.099  0.228 -2.855 -1.949],4999.6094,350,4451.141,7937.7437,10.0,-1.0,4920.864321271907,4308.5396,0.1899945,0.030473834,10.0,6062.432309150696,35000,4529.886,21.465723,6320.7227
,0.00019884025,,100,482.38,24.257792,,6.596469,0.014603435,3.2263205,4822.2124,262477420.0,0.019884026,15.159626,1.4603435,0.4189424,15263728,747.5259,[ 0.109  0.235 -2.866 -1.874],4999.5513,351,4822.2124,7013.713,10.0,-1.0,4822.212196109116,4209.895,0.24257791,0.032263204,10.0,6085.0217497348785,35100,4999.5513,17.004036,5441.0615
,2.0809632e-06,,100,458.19,310.55835,,179.7655,0.044481367,31.043253,4579.799,24322310000.0,0.00020809632,0.55628026,4.4481373,0.4189424,15309547,1193.3798,[ 0.114  0.215 -2.85  -1.775],4999.4907,352,4579.799,21870.178,10.0,-1.0,4579.799007422746,3967.4888,3.1055834,0.31043255,10.0,6104.705583810806,35200,4999.4907,2.0118494,13660.529
,6.144063e-05,,100,471.32,183.79762,479.65723,48.03017,0.026338976,18.25311,4711.238,6877158400.0,0.0061440635,2.0820246,2.6338978,0.4189424,15356679,948.8787,[ 0.143  0.268 -2.846 -1.81 ],4999.554,353,4231.5806,12918.143,10.0,-1.0,4711.237856958671,4098.9204,1.8379762,0.18253112,10.0,6126.394898176193,35300,4519.897,2.039736,8674.547
