LearnableVariance,MinIWNorm,OptimizationReturnMin,EpThisIter,EpLenMean,MaxIW,InitialReturnMin,EmpiricalD2,MeanIWNorm,StdIW,InitialReturnMean,J_sample_variance,MinIW,ESSRenyi,MeanIW,MeanEntropy,TimestepsSoFar,InitialReturnStd,Weights,InitialReturnMax,Iteration,OptimizationReturnMean,ReturnMeanIW,ReturnStepMax,VarianceInit,EpRewMean,InitialBound,MaxIWNorm,StdIWNorm,ReturnStepMaxmin,TimeElapsed,EpisodesSoFar,OptimizationReturnMax,ESSClassic,Bound
,0.005714769,,100,471.83,1.971624,,1.0601972,0.010322523,0.28081316,4716.478,2974015.8,0.57147694,94.322075,1.0322523,0.4189424,2291229,1006.09216,[ 0.004  0.44  -2.217 -1.696],4999.4893,71,4716.478,4856.475,10.0,-1.0,4716.478237050786,4104.168,0.01971624,0.0028081317,10.0,868.1144378185272,7100,4999.4893,93.10942,4226.005
,0.00039900088,,100,472.67,17.292677,289.7755,4.536633,0.013720529,2.3390157,4724.569,123502456.0,0.03990009,22.04278,1.3720529,0.4189424,2338496,876.13367,[ 1.778e-03  4.318e-01 -2.193e+00 -1.678e+00],4999.491,72,4434.7935,6555.631,10.0,-1.0,4724.568887195861,4112.259,0.17292677,0.023390157,10.0,884.5647811889648,7200,4709.716,25.600372,5251.4487
,2.6440273e-05,,100,471.64,18.534199,9.979623,5.8044515,0.013495072,2.472748,4714.176,154784000.0,0.0026440274,17.228157,1.3495071,0.4189424,2385660,932.3742,[-9.445e-04  4.802e-01 -2.198e+00 -1.683e+00],4999.4976,73,4704.196,6398.032,10.0,-1.0,4714.175278902232,4101.8647,0.18534198,0.02472748,10.0,904.915833234787,7300,4989.518,22.94921,4922.8267
,0.00057009235,,100,479.87,84.392105,279.76022,11.656632,0.016605716,8.38593,4796.714,1390004500.0,0.057009235,8.578807,1.6605717,0.4189424,2433647,804.72723,[ 0.016  0.466 -2.204 -1.732],4999.4917,74,4516.9536,7949.754,10.0,-1.0,4796.713932488019,4184.404,0.843921,0.0838593,10.0,922.7650465965271,7400,4719.7314,3.7731915,5859.216
,0.0025098606,,100,472.93,2.8285294,,1.3279132,0.010526993,0.5436218,4726.642,8118060.0,0.25098607,75.30613,1.0526994,0.4189424,2480940,841.70966,[-0.016  0.475 -2.185 -1.772],4999.5293,75,4726.642,5008.704,10.0,-1.0,4726.641960914004,4114.327,0.028285293,0.005436217,10.0,942.2756772041321,7500,4999.5293,78.94675,4303.1025
,0.0005424173,,100,465.88,7.982498,29.947754,1.9233972,0.010891309,1.1468912,4655.7505,32852972.0,0.05424173,51.99134,1.0891309,0.4189424,2527528,871.0371,[-0.016  0.49  -2.189 -1.758],4999.509,76,4625.8022,5121.803,10.0,-1.0,4655.750355947868,4043.4377,0.07982498,0.0114689125,10.0,960.6306097507477,7600,4969.561,47.418537,4272.6084
,0.0009072982,,100,464.71,4.216693,9.979869,1.5576487,0.010825408,0.75463486,4644.3643,15474586.0,0.09072982,64.19933,1.0825408,0.4189424,2573999,994.6685,[-0.021  0.529 -2.188 -1.772],4999.6045,77,4634.384,5162.547,10.0,-1.0,4644.363906109008,4032.0398,0.04216693,0.0075463485,10.0,979.2246923446655,7700,4989.6245,67.29733,4398.331
,0.00018803343,,100,464.08,23.150185,19.964077,4.6205525,0.0135504445,2.5935292,4638.4956,170260000.0,0.018803343,21.642433,1.3550444,0.4189424,2620407,1097.8376,[-0.016  0.554 -2.202 -1.773],4999.5127,78,4618.5317,6458.128,10.0,-1.0,4638.495383371032,4026.1824,0.23150185,0.025935292,10.0,999.4610688686371,7800,4979.549,21.443935,5141.9326
,0.00018610226,,100,477.98,17.445559,,4.9889264,0.013097388,2.5751703,4777.9863,168306910.0,0.018610226,20.044394,1.3097388,0.4189424,2668205,884.0095,[-0.003  0.512 -2.205 -1.78 ],4999.5977,79,4777.9863,6256.153,10.0,-1.0,4777.986062778045,4165.6626,0.17445558,0.0257517,10.0,1018.0174844264984,7900,4999.5977,20.551487,4888.4736
,0.0014842384,,100,466.5,4.6466084,229.84671,1.6298283,0.01090713,0.8101516,4662.7373,16525883.0,0.14842385,61.356155,1.090713,0.4189424,2714855,1072.7605,[-0.011  0.53  -2.159 -1.73 ],4999.501,80,4432.89,5115.507,10.0,-1.0,4662.737070823192,4050.4255,0.046466082,0.0081015155,10.0,1035.8251521587372,8000,4769.6543,64.444984,4333.8013
,0.002543015,,100,473.22,4.3706374,9.979847,1.320579,0.010527849,0.63017654,4730.1436,11039496.0,0.2543015,75.72436,1.0527849,0.4189424,2762177,964.25476,[-0.009  0.546 -2.181 -1.71 ],4999.5093,81,4720.1636,5047.0073,10.0,-1.0,4730.1438432051455,4117.831,0.043706372,0.0063017663,10.0,1053.5997850894928,8100,4989.5293,73.621506,4343.36
,0.0014383189,,100,459.62,10.521424,279.8126,1.8424041,0.011722789,1.3011395,4593.2554,21576738.0,0.1438319,54.27691,1.1722789,0.4189424,2808139,1111.0887,[-0.018  0.567 -2.19  -1.747],4999.491,82,4313.443,5186.8174,10.0,-1.0,4593.255158624561,3980.9448,0.10521424,0.013011395,10.0,1071.8773624897003,8200,4719.6787,44.80428,4355.6973
,0.0001825176,,100,457.35,21.103743,19.959736,4.4715185,0.013890391,2.4789062,4569.6045,153041380.0,0.01825176,22.363768,1.3890393,0.4189424,2853874,986.4047,[-0.034  0.584 -2.18  -1.766],4999.515,83,4549.645,6495.739,10.0,-1.0,4569.604577182577,3957.2915,0.21103743,0.024789061,10.0,1088.8670392036438,8300,4979.555,23.895632,5200.944
,0.0015744875,,100,455.69,6.9597983,299.7235,1.6711214,0.0109137455,0.9468515,4552.964,20445222.0,0.15744875,59.840057,1.0913746,0.4189424,2899443,895.3777,[-0.032  0.574 -2.181 -1.827],4999.5576,84,4253.2407,5011.9785,10.0,-1.0,4552.964048377674,3940.646,0.06959798,0.009468515,10.0,1106.3794903755188,8400,4699.834,57.055157,4220.4233
,0.0004942682,,100,468.64,17.170984,9.979741,4.5162797,0.013219485,2.563965,4683.012,162578660.0,0.049426824,22.142118,1.3219485,0.4189424,2946307,800.583,[-0.033  0.589 -2.196 -1.802],4999.6387,85,4673.0317,6393.759,10.0,-1.0,4683.012041689274,4070.6836,0.17170984,0.025639651,10.0,1123.9652125835419,8500,4989.6587,21.00048,5092.467
,4.4963424e-05,,100,456.73,124.38166,329.69366,22.989923,0.02094753,12.391783,4564.5127,2981149400.0,0.0044963425,4.349732,2.0947533,0.4189424,2991980,1076.4738,[-0.018  0.556 -2.189 -1.818],4999.501,86,4234.8184,9763.642,10.0,-1.0,4564.512197479309,3952.201,1.2438166,0.12391783,10.0,1141.4682080745697,8600,4669.807,2.7781894,6827.743
,0.00373886,,100,477.53,1.9793752,,1.1633464,0.010309918,0.35953414,4773.09,4058209.0,0.373886,85.958916,1.0309918,0.4189424,3039733,763.94037,[-0.011  0.481 -2.186 -1.804],4999.5728,87,4773.09,4968.3975,10.0,-1.0,4773.089927417387,4160.7695,0.019793753,0.0035953412,10.0,1160.066477060318,8700,4999.5728,89.15755,4307.958
,0.00056490244,,100,482.88,4.6381664,9.979563,1.5559748,0.010754388,0.8710014,4826.886,16142434.0,0.056490246,64.268394,1.0754387,0.4189424,3088021,654.27374,[-0.004  0.467 -2.184 -1.793],4999.6196,88,4816.9067,5090.9263,10.0,-1.0,4826.8861570984745,4214.5605,0.046381664,0.008710015,10.0,1178.3724880218506,8800,4989.64,60.388542,4327.1187
,0.0053547816,,100,473.47,1.5777645,9.980666,1.0380054,0.010139375,0.18772969,4732.3657,1509742.5,0.5354782,96.338615,1.0139375,0.4189424,3135368,778.653,[-0.013  0.468 -2.199 -1.761],4999.5933,89,4722.385,4807.914,10.0,-1.0,4732.365653836787,4120.0425,0.015777646,0.001877297,10.0,1195.8696353435516,8900,4989.613,96.6856,4184.064
,0.0026208023,,100,462.32,3.4326003,9.980377,1.2769785,0.010440415,0.5598416,4620.877,8644046.0,0.26208022,78.30985,1.0440416,0.4189424,3181600,1061.4963,[-0.014  0.479 -2.208 -1.769],4999.5996,90,4610.8965,4807.412,10.0,-1.0,4620.876645763776,4008.553,0.034326002,0.0055984156,10.0,1214.8457283973694,9000,4989.619,77.66763,4115.4653
,0.00022467214,,100,468.0,19.24349,,4.2503657,0.012935158,2.1839192,4677.595,121697176.0,0.022467215,23.527388,1.2935158,0.4189424,3228400,955.1557,[-0.014  0.487 -2.22  -1.749],4999.5156,91,4677.595,6254.076,10.0,-1.0,4677.594985810827,4065.2822,0.19243489,0.021839192,10.0,1232.8197317123413,9100,4999.5156,25.970268,4991.706
,0.0006027514,,100,475.73,109.64747,279.83466,18.192938,0.02035122,10.981488,4755.4004,2273009200.0,0.06027514,5.4966383,2.035122,0.4189424,3275973,908.5841,[ 0.004  0.46  -2.211 -1.763],4999.6396,92,4475.566,9593.23,10.0,-1.0,4755.400503641885,4143.0723,1.0964746,0.10981488,10.0,1252.940452337265,9200,4719.805,3.3204217,6981.4556
,1.9707255e-05,,100,431.41,905.18976,19.966923,640.9543,0.10171587,90.07641,4308.9795,203059100000.0,0.0019707256,0.15601736,10.171586,0.4189424,3319114,1148.7529,[-0.025  0.453 -2.191 -1.767],4999.613,93,4289.012,49875.566,10.0,-1.0,4308.97915385441,3696.654,9.051897,0.900764,10.0,1268.833131313324,9300,4979.646,1.2590773,34373.29
,0.002656511,,100,449.68,5.48051,19.961239,1.6068757,0.011786323,0.9931631,4493.6265,16437125.0,0.2656511,62.23257,1.1786324,0.4189424,3364082,1185.74,[-7.655e-04  3.561e-01 -2.181e+00 -1.707e+00],4999.579,94,4473.6655,4968.398,10.0,-1.0,4493.62672790543,3881.3057,0.0548051,0.00993163,10.0,1285.9589471817017,9400,4979.6177,58.478073,4192.204
,0.0014189814,,100,418.9,3.8937511,,1.5683217,0.012079921,0.8656279,4184.108,7489951.5,0.14189814,63.76243,1.2079922,0.4189424,3405972,1218.6333,[-0.01   0.347 -2.237 -1.674],4999.554,95,4184.108,4506.3975,10.0,-1.0,4184.107891534909,3571.79,0.03893751,0.008656278,10.0,1301.6617782115936,9500,4999.554,66.07235,3739.5757
,3.2891003e-07,,100,409.54,2028.3237,,3334.606,0.21041316,201.75635,4089.6494,515029430000.0,3.2891003e-05,0.029988552,21.041315,0.4189424,3446926,1194.8706,[-0.022  0.362 -2.238 -1.688],4999.5693,96,4089.6494,74269.04,10.0,-1.0,4089.649554649294,3477.3296,20.283237,2.0175636,10.0,1318.8870363235474,9600,4999.5693,1.075953,38910.0
,0.00033896344,,100,406.09,11.624517,1449.6012,2.4786828,0.013143195,1.5118742,4054.3179,18463948.0,0.033896346,40.34401,1.3143195,0.4189424,3487535,1071.2152,[-0.039  0.447 -2.238 -1.639],4999.523,97,2604.7166,4975.4585,10.0,-1.0,4054.3175828238104,3442.0037,0.11624517,0.015118742,10.0,1336.7513234615326,9700,3549.9219,43.043846,4011.4414
,0.0020543921,,100,370.27,3.8674822,1299.5984,1.6341592,0.0102573335,0.8056823,3694.706,11165091.0,0.20543921,61.193546,1.0257335,0.4189424,3524562,1166.6886,[-0.05   0.467 -2.266 -1.708],4999.5063,98,2395.1074,4185.934,10.0,-1.0,3694.705875105869,3082.3938,0.03867482,0.008056823,10.0,1352.8671548366547,9800,3699.908,61.844368,3403.1897
,0.00035278208,,100,400.41,23.037018,1039.6721,3.5205526,0.011663126,2.3981957,3997.8752,93694160.0,0.03527821,28.40463,1.1663127,0.4189424,3564603,1146.4166,[-0.037  0.459 -2.263 -1.715],4999.5664,99,2958.203,5152.6484,10.0,-1.0,3997.874967466861,3385.5554,0.23037018,0.023981959,10.0,1368.3795936107635,9900,3959.8943,19.127619,4003.7454
,0.00035226627,,100,427.35,33.967598,,6.3386564,0.012373104,3.537982,4268.219,317918430.0,0.03522663,15.776214,1.2373104,0.4189424,3607338,1097.6176,[-0.023  0.423 -2.263 -1.732],4999.601,100,4268.219,5849.457,10.0,-1.0,4268.219448916315,3655.896,0.33967596,0.035379823,10.0,1382.1152510643005,10000,4999.601,10.897702,4307.829
,0.0029453118,,100,490.01,4.6235623,2969.5303,1.1545199,0.010583443,0.5555552,4898.239,11224685.0,0.2945312,86.61609,1.0583442,0.4189424,3656339,387.93607,[-0.01   0.432 -2.247 -1.674],4999.6167,101,1928.7087,5164.0117,10.0,-1.0,4898.239012959692,4285.913,0.04623562,0.005555552,10.0,1399.7906918525696,10100,2030.0864,78.39755,4506.0767
,0.0017476142,,100,481.37,2.4245045,309.77444,1.4096359,0.011041295,0.47928312,4811.616,5832693.0,0.17476143,70.94031,1.1041294,0.4189424,3704476,749.07874,[-0.009  0.419 -2.261 -1.641],4999.557,102,4501.842,5314.3086,10.0,-1.0,4811.616159613424,4199.298,0.024245044,0.0047928314,10.0,1418.491063117981,10200,4689.7827,84.144806,4587.315
,0.00057077286,,100,469.57,24.10881,,5.1305785,0.015695017,3.7579565,4693.6543,185380180.0,0.05707729,19.49098,1.5695015,0.4189424,3751433,1007.5181,[ 0.002  0.413 -2.26  -1.634],4999.547,103,4693.6543,6408.092,10.0,-1.0,4693.65429548769,4081.338,0.24108809,0.037579563,10.0,1440.7095084190369,10300,4999.547,14.852276,5021.1465
,4.644129e-06,,100,438.28,418.6467,,285.31628,0.049291495,41.62102,4378.4526,35914535000.0,0.0004644129,0.35048825,4.9291506,0.4189424,3795261,1153.8705,[-0.019  0.431 -2.266 -1.683],4999.566,104,4378.4526,22166.197,10.0,-1.0,4378.452579089976,3766.1328,4.1864667,0.4162102,10.0,1454.08526968956,10400,4999.566,1.3831519,11823.324
,0.004322889,,100,397.69,2.268887,29.945461,1.1340393,0.0100171445,0.34591848,3970.0215,4716961.0,0.4322889,88.18037,1.0017145,0.4189424,3835030,1134.9258,[-0.046  0.473 -2.275 -1.633],4999.591,105,3940.0762,4137.5596,10.0,-1.0,3970.0217061350168,3357.6995,0.02268887,0.003459185,10.0,1470.5605659484863,10500,4969.6455,89.34553,3485.4897
,0.00037540807,,100,393.26,26.43729,329.77026,5.0541215,0.013608371,3.2089918,3925.6316,211276830.0,0.03754081,19.785831,1.3608371,0.4189424,3874356,1123.3091,[-0.04   0.471 -2.264 -1.642],4999.5312,106,3595.8606,5466.382,10.0,-1.0,3925.6311704828363,3313.316,0.2643729,0.032089915,10.0,1488.3996906280518,10600,4669.7607,15.242408,4089.8135
,0.0035793656,,100,388.01,3.4015427,1859.637,1.299825,0.00984202,0.5277788,3872.5793,7346142.5,0.35793656,76.93343,0.98420215,0.4189424,3913157,1027.1412,[-0.036  0.416 -2.265 -1.647],4999.6406,107,2012.9424,4091.3057,10.0,-1.0,3872.5792583370894,3260.2507,0.034015425,0.005277788,10.0,1504.2871766090393,10700,3140.0037,77.66601,3393.191
,0.00061321334,,100,412.22,4.0793734,9.97943,2.324713,0.010794797,0.8527286,4116.4907,20433958.0,0.061321337,43.016064,1.0794797,0.4189424,3954379,1212.8994,[-0.03   0.425 -2.266 -1.638],4999.524,108,4106.5117,5011.6084,10.0,-1.0,4116.49096732179,3504.1765,0.04079373,0.008527286,10.0,1519.1628262996674,10800,4989.5444,61.57591,4078.0125
,0.004362075,,100,457.38,1.7713912,9.980165,1.0647984,0.010078346,0.25566342,4570.22,2659549.0,0.4362075,93.9145,1.0078347,0.4189424,4000117,989.3081,[-0.015  0.435 -2.266 -1.653],4999.537,109,4560.2397,4654.5127,10.0,-1.0,4570.219903309872,3957.9033,0.017713912,0.0025566344,10.0,1536.6980936527252,10900,4989.557,93.95391,4022.67
,6.6511357e-06,,100,459.19,1061.6512,19.95913,851.62225,0.11293385,105.57932,4588.7896,121810100000.0,0.00066511356,0.11742295,11.293386,0.4189424,4046036,1034.2405,[-0.014  0.448 -2.269 -1.66 ],4999.627,110,4568.8306,37684.84,10.0,-1.0,4588.789447181865,3976.463,10.616512,1.055793,10.0,1556.4981610774994,11000,4979.668,1.1312274,19815.572
,0.0006261074,,100,356.51,15.237186,1019.70123,6.0797744,0.014390595,2.2361462,3557.0835,85168670.0,0.06261074,16.447979,1.4390596,0.4189424,4081687,1228.7501,[-0.038  0.352 -2.251 -1.549],4999.5923,111,2537.3823,6651.921,10.0,-1.0,3557.083575457406,2944.761,0.15237185,0.02236146,10.0,1571.7185616493225,11100,3979.891,29.286125,5142.1055
,1.6505288e-05,,100,428.5,345.29807,,178.55258,0.042395182,34.31867,4279.875,24202023000.0,0.0016505287,0.56005913,4.2395186,0.4189424,4124537,1177.7263,[-0.017  0.37  -2.253 -1.554],4999.6143,112,4279.875,18876.54,10.0,-1.0,4279.874801909491,3667.5498,3.4529805,0.34318668,10.0,1588.3890135288239,11200,4999.6143,1.5031236,10694.432
,5.131024e-05,,100,399.66,28.233358,,8.370433,0.015330553,4.0278845,3990.0627,339005920.0,0.005131024,11.946814,1.5330554,0.4189424,4164503,1261.8718,[-0.032  0.427 -2.251 -1.497],4999.4854,113,3990.0627,6359.8125,10.0,-1.0,3990.062811456641,3377.7534,0.28233358,0.04027884,10.0,1603.623507976532,11300,4999.4854,12.653415,4588.2974
,0.00072059006,,100,408.72,12.911272,319.75528,3.5999076,0.012504939,1.7672931,4080.9812,68785256.0,0.072059005,27.77849,1.2504939,0.4189424,4205375,1130.4285,[-0.037  0.462 -2.242 -1.619],4999.575,114,3761.2256,5683.2246,10.0,-1.0,4080.981192160541,3468.6606,0.12911272,0.017672932,10.0,1620.170651435852,11400,4679.82,33.362816,4521.4434
,0.0033191368,,100,448.82,2.0338178,,1.1372448,0.010086638,0.3580624,4484.2896,4776003.0,0.33191368,87.931816,1.0086638,0.4189424,4250257,1039.6829,[-0.026  0.492 -2.242 -1.604],4999.488,115,4484.2896,4678.8237,10.0,-1.0,4484.289089147661,3871.9792,0.020338178,0.003580624,10.0,1637.0040545463562,11500,4999.488,88.80871,4025.8464
,0.0007493576,,100,473.73,4.876284,9.979655,1.789626,0.011198886,0.8232264,4734.4727,17626892.0,0.074935764,55.877598,1.1198884,0.4189424,4297630,714.23865,[-0.02   0.496 -2.256 -1.617],4999.5234,116,4724.4937,5472.777,10.0,-1.0,4734.4727150487415,4122.159,0.04876284,0.008232264,10.0,1657.669682264328,11600,4989.544,64.91958,4653.642
,0.00076647766,,100,475.48,3.0360034,29.946606,1.62961,0.010748697,0.5914687,4753.0986,9805684.0,0.076647766,61.364376,1.0748699,0.4189424,4345178,982.67065,[-0.009  0.521 -2.287 -1.654],4999.4966,117,4723.152,5130.7803,10.0,-1.0,4753.098344150232,4140.787,0.030360034,0.0059146867,10.0,1673.4405589103699,11700,4969.55,76.757935,4349.128
,0.0003508552,,100,481.33,11.271812,59.895267,2.213488,0.011900083,1.4649457,4811.4893,53193816.0,0.03508552,45.177563,1.1900083,0.4189424,4393311,800.2353,[ 0.007  0.509 -2.286 -1.639],4999.583,118,4751.5933,5799.4575,10.0,-1.0,4811.488856572123,4199.1675,0.11271812,0.014649456,10.0,1693.5462679862976,11800,4939.6875,39.754242,4888.458
,0.0003118842,,100,488.36,13.832598,279.78796,3.294847,0.013057756,1.8798306,4882.2876,79276070.0,0.031188421,30.350422,1.3057758,0.4189424,4442147,689.1834,[ 0.006  0.523 -2.325 -1.704],4999.5713,119,4602.4995,6401.9644,10.0,-1.0,4882.287391952784,4269.9673,0.13832597,0.018798305,10.0,1712.6561584472656,11900,4719.783,32.546505,5290.499
,0.0045923996,,100,482.73,3.2242167,299.76224,1.1446922,0.010465307,0.4031098,4825.531,2788533.0,0.45924,87.35973,1.0465308,0.4189424,4490420,680.9488,[-0.004  0.473 -2.313 -1.615],4999.5376,120,4525.7686,4987.757,10.0,-1.0,4825.530794052674,4213.215,0.032242168,0.004031098,10.0,1729.226093530655,12000,4699.7754,87.08004,4332.6387
,0.0051407944,,100,475.08,1.8654478,9.980351,1.0871649,0.010381814,0.2627583,4748.7964,2720249.5,0.51407945,91.98237,1.0381814,0.4189424,4537928,895.3961,[-0.009  0.468 -2.316 -1.623],4999.592,121,4738.8164,4964.6484,10.0,-1.0,4748.7965916517305,4136.4746,0.018654477,0.0026275832,10.0,1747.3373749256134,12100,4989.6113,93.97991,4326.197
,0.0011237588,,100,483.97,6.54652,,1.758504,0.010962111,0.9491849,4837.8325,21282634.0,0.112375885,56.866516,1.0962111,0.4189424,4586325,644.09644,[-0.009  0.486 -2.335 -1.642],4999.5034,122,4837.8325,5312.254,10.0,-1.0,4837.8324766066235,4225.521,0.065465204,0.009491849,10.0,1767.1283674240112,12200,4999.5034,57.151203,4500.276
,0.0008801666,,100,474.48,5.0749326,269.76962,1.8231407,0.011389588,0.94420785,4742.615,21274758.0,0.08801666,54.8504,1.1389588,0.4189424,4633773,837.93066,[-0.013  0.494 -2.341 -1.693],4999.533,123,4472.8457,5516.9634,10.0,-1.0,4742.6152212804045,4130.3,0.050749324,0.009442078,10.0,1785.461168050766,12300,4729.7637,59.267788,4690.1924
,0.0066115307,,100,477.94,2.1198287,,1.0622995,0.010239281,0.27010903,4777.313,1810507.8,0.6611531,94.135414,1.023928,0.4189424,4681567,877.4969,[-0.01   0.48  -2.352 -1.722],4999.597,124,4777.313,4843.639,10.0,-1.0,4777.312774505432,4164.9893,0.021198286,0.0027010902,10.0,1804.1057176589966,12400,4999.597,93.493866,4212.5303
,0.0026741861,,100,470.31,1.754007,39.925613,1.1677028,0.010227162,0.31977746,4700.52,3234482.0,0.26741862,85.63823,1.0227163,0.4189424,4728598,787.3837,[-0.014  0.479 -2.352 -1.715],4999.5728,125,4660.594,4876.1475,10.0,-1.0,4700.520258383708,4088.2,0.01754007,0.0031977743,10.0,1823.854480266571,12500,4959.647,91.09414,4214.4727
,0.000287964,,100,477.47,3.891241,9.979796,1.8647568,0.010865616,0.7735182,4773.0107,16027424.0,0.0287964,53.626297,1.0865617,0.4189424,4776345,902.797,[-0.007  0.484 -2.353 -1.728],4999.558,126,4763.031,5262.7324,10.0,-1.0,4773.010640714886,4160.6924,0.038912408,0.007735182,10.0,1844.9287281036377,12600,4989.578,66.366035,4426.574
,2.6789562e-07,,100,479.49,3849.7852,,18976.686,0.40014756,382.98853,4793.504,3703242200000.0,2.6789561e-05,0.0052696243,40.014755,0.4189424,4824294,892.0188,[ 0.006  0.488 -2.377 -1.702],4999.573,127,4793.504,199736.17,10.0,-1.0,4793.504013511825,4181.184,38.497852,3.8298855,10.0,1864.7675507068634,12700,4999.573,1.0798258,115385.46
,0.0014792824,,100,456.98,2.5557373,,1.4533474,0.010886061,0.52440584,4566.951,8198514.0,0.14792824,68.80667,1.0886062,0.4189424,4869992,1133.9084,[-0.021  0.546 -2.374 -1.601],4999.4326,128,4566.951,5014.27,10.0,-1.0,4566.951196082063,3954.6482,0.025557373,0.0052440586,10.0,1883.0240466594696,12800,4999.4326,81.16514,4276.109
,0.0012592588,,100,495.38,4.675901,3099.438,1.6839734,0.010990003,0.8820436,4952.4316,14197575.0,0.12592588,59.383358,1.0990005,0.4189424,4919530,239.23135,[-0.009  0.542 -2.369 -1.612],4999.5,129,1852.994,5416.6255,10.0,-1.0,4952.431961292681,4340.1206,0.04675901,0.008820436,10.0,1901.3170475959778,12900,1900.062,60.821842,4622.0415
,8.226414e-05,,100,480.55,170.25789,39.934586,17.031395,0.02879756,17.156353,4803.5903,5495823400.0,0.008226414,5.8715096,2.8797562,0.4189424,4967585,775.84674,[-0.007  0.561 -2.376 -1.595],4999.544,130,4763.656,13042.333,10.0,-1.0,4803.590410287048,4191.2734,1.7025789,0.17156355,10.0,1920.5100898742676,13000,4959.6094,2.7402775,10515.357
,0.0019435138,,100,462.95,3.8999295,9.983523,1.4022238,0.010529407,0.6359948,4626.943,11341859.0,0.19435138,71.31529,1.0529408,0.4189424,5013880,1036.1805,[-0.014  0.463 -2.297 -1.516],4999.506,131,4616.9595,4946.306,10.0,-1.0,4626.9430302061955,4014.6309,0.038999293,0.006359948,10.0,1939.4367184638977,13100,4989.5225,73.26881,4221.234
,0.0022872281,,100,480.31,2.575607,9.979789,1.3684967,0.010816707,0.54945236,4801.0874,7607618.5,0.22872281,73.07288,1.0816709,0.4189424,5061911,721.8508,[-0.004  0.446 -2.305 -1.516],4999.418,132,4791.108,5185.6626,10.0,-1.0,4801.087415488984,4188.7856,0.02575607,0.005494523,10.0,1957.9357149600983,13200,4989.438,79.48939,4469.376
,0.00011888301,,100,466.51,14.092856,29.955084,6.6223116,0.016787713,2.7887738,4662.99,197424460.0,0.011888301,15.100468,1.6787713,0.4189424,5108562,1109.3041,[ 0.002  0.444 -2.309 -1.486],4999.5737,133,4633.0347,8009.541,10.0,-1.0,4662.989841792383,4050.67,0.14092857,0.027887737,10.0,1977.0104613304138,13300,4969.6187,26.598694,6433.805
,0.0040875887,,100,464.83,11.536211,299.84134,1.8978801,0.011889066,1.4841588,4645.9336,34853410.0,0.40875888,52.69037,1.1889066,0.4189424,5155045,984.1131,[-5.161e-04  4.519e-01 -2.332e+00 -1.415e+00],4999.4966,134,4346.092,5437.795,10.0,-1.0,4645.933398370823,4033.6228,0.11536211,0.014841587,10.0,1994.9784953594208,13400,4699.6553,39.08768,4594.254
,0.0018085457,,100,445.04,5.3195505,9.982571,1.481351,0.010829143,0.7621877,4446.7554,16157675.0,0.18085457,67.50594,1.0829144,0.4189424,5199549,1229.7582,[-0.017  0.45  -2.345 -1.406],4999.51,135,4436.773,4897.4263,10.0,-1.0,4446.755275172418,3834.4424,0.053195503,0.007621877,10.0,2012.922397851944,13500,4989.5273,66.872765,4152.1763
,0.0017344082,,100,428.41,1.9580847,9.982346,1.2583143,0.010787251,0.42347205,4280.3823,6921390.0,0.17344083,79.471405,1.0787251,0.4189424,5242390,1445.8615,[-0.01   0.417 -2.361 -1.389],4999.5703,136,4270.4,4712.014,10.0,-1.0,4280.3825331275075,3668.063,0.019580847,0.004234721,10.0,2030.2618525028229,13600,4989.588,86.646904,4025.1467
,0.00016849744,,100,469.69,35.805588,269.7891,5.293595,0.013846148,3.687386,4694.7983,308808480.0,0.016849745,18.890755,1.3846151,0.4189424,5289359,951.93115,[-2.334e-03  4.345e-01 -2.367e+00 -1.412e+00],4999.4863,137,4425.0093,6740.952,10.0,-1.0,4694.7984537953525,4082.4888,0.35805586,0.03687386,10.0,2047.9983553886414,13700,4729.6973,12.357623,5332.162
,0.0010747004,,100,474.65,4.7699623,1029.7864,1.6730475,0.011398881,0.7927033,4744.51,11073161.0,0.10747004,59.771164,1.139888,0.4189424,5336824,797.38434,[ 0.01   0.382 -2.376 -1.405],4999.521,138,3714.7231,5358.2017,10.0,-1.0,4744.509629288031,4132.196,0.047699623,0.007927032,10.0,2067.123133659363,13800,3969.7346,67.40308,4566.1963
,9.056135e-06,,100,464.87,96.09599,9.98008,25.94915,0.026776874,10.5156355,4646.571,955147140.0,0.00090561353,3.8536909,2.6776876,0.4189424,5383311,1114.0886,[ 0.017  0.401 -2.385 -1.391],4999.44,139,4636.591,10314.667,10.0,-1.0,4646.5707199455355,4034.2668,0.9609599,0.105156355,10.0,2084.032798051834,13900,4989.46,6.089256,7195.5723
,0.0002769182,,100,473.41,7.8672786,39.935013,2.620059,0.01204944,1.3400087,4732.333,45369852.0,0.02769182,38.16708,1.2049441,0.4189424,5430652,962.81104,[ 0.035  0.348 -2.369 -1.409],4999.5527,140,4692.398,5678.5205,10.0,-1.0,4732.332690566892,4120.015,0.07867278,0.013400087,10.0,2100.9708745479584,14000,4959.6177,44.707756,4687.3867
,0.0016300511,,100,448.4,5.2259626,,1.614438,0.010947764,0.86938924,4481.2676,18813530.0,0.16300511,61.941055,1.0947764,0.4189424,5475492,1245.7379,[ 0.035  0.397 -2.359 -1.451],4999.556,141,4481.2676,4851.006,10.0,-1.0,4481.267872586618,3868.95,0.052259624,0.008693892,10.0,2114.4635927677155,14100,4999.556,61.325825,4072.9912
