EpisodesSoFar,Inner Iteration,ReturnStepMaxmin,Penalization,MeanD2-0,LearnableVariance,ESSRenyiHarmonic,StdIW,ReturnStepMax,MinBehavPdf,MeanIW,InitialReturnMax,MaxIW,TimestepsSoFar,MinTargetPdf,InitialBound,EpThisIter,MeanEntropy,StdWReturnMean,EmpiricalD2Harmonic,WReturnMean,Bound,EpLenMean,EmpiricalD2Arithmetic,InitialReturnStd,MinIW,Iteration,TimeElapsed,InitialReturnMean,DivergenceHarmonic,Weights,ESSRenyiArithmetic,EpRewMean,ReturnMeanIW,InitialReturnMin,VarianceInitializer
7300,1,10.0,True,1.0,,100.0,13.857769,10.0,-258.86255,7.4698153,4999.439,104.12178,1120657,-258.86255,-10950676.0,100,0.4189424,,1.0,9507606.0,-11107770000.0,260.88,1.0,1657.3428,0.14776835,73,270.0176124572754,2600.1577,58827668.0,[-0.02   0.253 -1.575 -1.861],100.0,2600.15781267727,39680180.0,,-1
7400,1,10.0,True,1.0,,100.0,1754.9089,10.0,-232.7317,432.80334,4999.3247,14346.898,1150682,-232.7317,-13261585.0,100,0.4189424,,1.0,11818577.0,-6.440718e+18,300.25,1.0,1688.8452,0.022978216,74,279.246239900589,2994.3914,1.9922527e+25,[ 0.009  0.264 -1.576 -1.861],100.0,2994.3913515240115,7145474000.0,,-1
7500,1,10.0,True,1.0,,100.0,399.95636,10.0,-217.02077,204.49193,4999.4927,3178.0833,1169752,-217.02077,-6268516.5,100,0.4189424,,1.0,4825420.0,-3.3391245e+18,190.7,1.0,1107.5647,0.03890459,75,285.0983078479767,1897.0295,5.3540533e+24,[-0.048  0.251 -1.591 -1.877],100.0,1897.0295036420168,624156160.0,359.68268,-1
7600,1,10.0,True,1.0,,100.0,885.223,10.0,-242.88815,179.69386,4999.529,6901.386,1199964,-242.88815,-13356655.0,100,0.4189424,,1.0,11913530.0,-855089500000.0,302.12,1.0,1682.9805,0.06091389,76,294.30741453170776,3013.4875,347692760000.0,[ 0.014  0.254 -1.592 -1.88 ],100.0,3013.4873633391976,4156556000.0,339.7505,-1
7700,1,10.0,True,1.0,,100.0,74010.27,10.0,-257.63666,15898.669,4999.4165,652947.25,1231447,-257.63666,-14094298.0,100,0.4189424,,1.0,12651237.0,-1.3011458e+24,314.83,1.0,1670.0645,0.037608214,77,302.7887246608734,3140.4019,8.130099e+35,[-0.011  0.305 -1.611 -1.863],100.0,3140.4017534901463,222904400000.0,59.895546,-1
7800,1,10.0,True,1.0,,100.0,35.815884,10.0,-235.4045,17.007685,4999.147,239.8713,1255855,-235.4045,-9827037.0,100,0.4189424,,1.0,8384136.0,-803957000000.0,244.08,1.0,1572.0792,0.008628491,78,309.6633372306824,2431.605,310323500000.0,[ 0.044  0.278 -1.618 -1.872],100.0,2431.604993450067,174492560.0,19.961414,-1
7900,1,10.0,True,1.0,,100.0,199.77037,10.0,-231.71455,80.37054,4999.3193,1433.2068,1287361,-231.71455,-13597402.0,100,0.4189424,,1.0,12154397.0,-276109070000.0,315.06,1.0,1510.3041,0.07790648,79,317.55665850639343,3142.1934,36331643000.0,[-0.011  0.305 -1.626 -1.867],100.0,3142.193510370778,1064149060.0,,-1
8000,1,10.0,True,1.0,,100.0,77.72848,10.0,-249.30388,33.84787,4999.3145,539.61884,1321363,-249.30388,-15929611.0,100,0.4189424,,1.0,14486606.0,-5.6415993e+16,340.02,1.0,1724.4269,0.01609704,80,326.4295608997345,3393.075,1.5285648e+21,[ 0.01   0.362 -1.642 -1.866],100.0,3393.0750803226924,644528700.0,9.980137,-1
8100,1,10.0,True,1.0,,100.0,9938.032,10.0,-224.42343,2403.663,4999.3027,95184.97,1347758,-224.42343,-10068861.0,100,0.4189424,,1.0,8625869.0,-1.6701279e+20,263.95,1.0,1307.5184,0.08168517,81,333.86672019958496,2629.8794,1.339624e+28,[-0.044  0.347 -1.667 -1.855],100.0,2629.8793262944764,10701512000.0,9.980702,-1
8200,1,10.0,True,1.0,,100.0,201.30966,10.0,-241.78194,41.42978,4999.3477,2022.8732,1383294,-241.78194,-16773950.0,100,0.4189424,,1.0,15330926.0,-1.6054808e+19,355.36,1.0,1658.2036,0.32136995,82,343.7760636806488,3547.0112,1.2378789e+26,[ 0.016  0.355 -1.668 -1.868],100.0,3547.0110642058135,799935170.0,,-1
8300,1,10.0,True,1.0,,100.0,836.7509,10.0,-221.16103,432.1062,4999.4688,4559.867,1410253,-221.16103,-10381416.0,100,0.4189424,,1.0,8938327.0,-4.4367114e+18,269.59,1.0,1312.3762,0.036870115,83,351.2624273300171,2686.2607,9.4525325e+24,[-0.043  0.369 -1.679 -1.861],100.0,2686.260773839638,2638088400.0,,-1
8400,1,10.0,True,1.0,,100.0,106.587036,10.0,-242.88707,41.3286,4999.58,817.0902,1442173,-242.88707,-14785671.0,100,0.4189424,,1.0,13342514.0,-2.4643688e+22,319.2,1.0,1788.5358,0.33654624,84,360.6420328617096,3184.9104,2.916074e+32,[ 0.015  0.349 -1.681 -1.87 ],100.0,3184.9103784008275,764331260.0,19.959042,-1
8500,1,10.0,True,1.0,,100.0,13329.504,10.0,-231.6175,3340.1897,4999.4756,124581.055,1468613,-231.6175,-10263944.0,100,0.4189424,,1.0,8820852.0,-3.6749176e+20,264.4,1.0,1370.645,0.011590018,85,368.3105926513672,2634.8025,6.4851296e+28,[-0.04   0.326 -1.697 -1.863],100.0,2634.802634023857,21671230000.0,19.961964,-1
8600,1,10.0,True,1.0,,100.0,507.72638,10.0,-248.26195,104.82866,4999.4253,3762.194,1502287,-248.26195,-15285952.0,100,0.4189424,,1.0,13842884.0,-9.134985e+22,336.74,1.0,1597.3982,0.0076253726,86,377.73928594589233,3360.2385,4.0073434e+33,[ 0.019  0.345 -1.696 -1.858],100.0,3360.238510952891,1829784800.0,19.963198,-1
8700,1,10.0,True,1.0,,100.0,10090.472,10.0,-242.95618,2806.2053,4999.457,81755.87,1529982,-242.95618,-10891233.0,100,0.4189424,,1.0,9448151.0,-1.2432098e+18,276.95,1.0,1352.664,0.010947787,87,386.6742732524872,2760.1543,7.4219625e+23,[-0.042  0.343 -1.707 -1.859],100.0,2760.154314076571,18227616000.0,,-1
8800,1,10.0,True,1.0,,100.0,113.70659,10.0,-258.33765,41.805294,4999.3555,1063.7694,1564817,-258.33765,-16219697.0,100,0.4189424,,1.0,14776668.0,-3.9948036e+18,348.35,1.0,1640.0717,0.0028329843,88,398.275767326355,3476.6125,7.664009e+24,[ 0.019  0.356 -1.704 -1.856],100.0,3476.612246765763,752885440.0,349.6759,-1
8900,1,10.0,True,1.0,,100.0,16927.715,10.0,-227.91498,3404.8909,4999.5684,124137.02,1592565,-227.91498,-11122457.0,100,0.4189424,,1.0,9679311.0,-1.2049925e+20,277.48,1.0,1424.6573,0.011851659,89,408.2672870159149,2765.8022,6.9720405e+27,[-0.04   0.338 -1.713 -1.855],100.0,2765.8024106058665,11956255000.0,19.96101,-1
9000,1,10.0,True,1.0,,100.0,1186104.5,10.0,-234.10014,119561.22,4999.3984,11921133.0,1628689,-234.10014,-17005776.0,100,0.4189424,,1.0,15562721.0,-110461320000000.0,361.24,1.0,1599.9327,0.12864713,90,420.980929851532,3605.9585,5752870000000000.0,[ 0.017  0.36  -1.713 -1.845],100.0,3605.9584636766986,1010972400000.0,,-1
9100,1,10.0,True,1.0,,100.0,7.3743606,10.0,-230.60884,6.290687,4999.3823,40.05839,1651796,-230.60884,-9240448.0,100,0.4189424,,1.0,7797413.0,-25665163000.0,231.07,1.0,1582.138,0.04479121,91,429.22550559043884,2300.9243,315067400.0,[ 0.074  0.377 -1.732 -1.845],100.0,2300.9242551258967,51375908.0,9.98175,-1
9200,1,10.0,True,1.0,,100.0,57.2451,10.0,-241.25372,35.33234,4999.3916,377.83145,1690965,-241.25372,-18953028.0,100,0.4189424,,1.0,17509974.0,-1.000065e+19,391.69,1.0,1486.9856,0.10907732,92,441.9911437034607,3911.374,4.802961e+25,[ 0.02   0.349 -1.745 -1.847],100.0,3911.3742755234252,590427840.0,9.979393,-1
9300,1,10.0,True,1.0,,100.0,8583.927,10.0,-232.74243,2901.8303,4999.52,58533.586,1716782,-232.74243,-9637508.0,100,0.4189424,,1.0,8194391.0,-5.62044e+19,258.17,1.0,1256.7845,0.020694887,93,451.38710594177246,2571.9417,1.5168712e+27,[-0.04   0.339 -1.758 -1.844],100.0,2571.941573361028,15786247000.0,,-1
9400,1,10.0,True,1.0,,100.0,117.17965,10.0,-236.58109,49.5903,4999.3296,817.9135,1751998,-236.58109,-16643400.0,100,0.4189424,,1.0,15200385.0,-2.753218e+18,352.16,1.0,1686.6947,0.052230563,94,464.95569896698,3515.0312,3.640453e+24,[ 0.02   0.356 -1.76  -1.837],100.0,3515.0315101368014,836119100.0,,-1
9500,1,10.0,True,1.0,,100.0,4962.0234,10.0,-247.1347,2066.2424,4999.544,29292.746,1781202,-247.1347,-11625748.0,100,0.4189424,,1.0,10182614.0,-2.3683383e+22,292.04,1.0,1306.6558,0.009709272,95,477.5974781513214,2911.231,2.6933152e+32,[-0.042  0.362 -1.77  -1.837],100.0,2911.2308496299006,18303074000.0,339.66885,-1
9600,1,10.0,True,1.0,,100.0,140.23398,10.0,-254.32411,46.109833,4999.457,969.342,1819388,-254.32411,-18830346.0,100,0.4189424,,1.0,17387256.0,-656090100000000.0,381.86,1.0,1686.2985,0.037763186,96,494.47406697273254,3813.614,2.0670716e+17,[ 0.018  0.381 -1.77  -1.838],100.0,3813.6142023280913,997701950.0,29.948065,-1
9700,1,10.0,True,1.0,,100.0,66251.94,10.0,-236.59982,19946.525,4999.423,506950.9,1849953,-236.59982,-13005924.0,100,0.4189424,,1.0,11562859.0,-1.6853984e+24,305.65,1.0,1507.9147,0.033693787,97,507.98625588417053,3047.795,1.3641025e+36,[-0.029  0.344 -1.779 -1.853],100.0,3047.7946683943796,136126824000.0,9.979228,-1
9800,1,10.0,True,1.0,,100.0,64.835236,10.0,-244.39528,32.081516,4999.589,493.35696,1885430,-244.39528,-16698828.0,100,0.4189424,,1.0,15255664.0,-2.8459195e+17,354.77,1.0,1648.2762,0.007980416,98,521.4077923297882,3541.0237,3.8889227e+22,[ 0.033  0.351 -1.779 -1.851],100.0,3541.023785567968,425257150.0,,-1
9900,1,10.0,True,1.0,,100.0,164276.64,10.0,-246.69817,43595.164,4999.609,1196089.2,1917806,-246.69817,-13937818.0,100,0.4189424,,1.0,12494645.0,-1.0143291e+22,323.76,1.0,1437.0975,0.039493736,99,535.536744594574,3229.4575,4.9400897e+31,[-0.023  0.328 -1.792 -1.858],100.0,3229.4574624793954,349170040000.0,19.965595,-1
10000,1,10.0,True,1.0,,100.0,54.960453,10.0,-244.95242,24.856358,4999.3423,437.91782,1952493,-244.95242,-16455599.0,100,0.4189424,,1.0,15012578.0,-3.317582e+18,346.87,1.0,1739.5448,0.35876855,100,549.9599857330322,3462.1616,5.2858286e+24,[ 0.033  0.353 -1.796 -1.85 ],100.0,3462.1614534834634,402413630.0,,-1
10100,1,10.0,True,1.0,,100.0,382967.44,10.0,-236.95926,78298.27,4999.4824,3135878.2,1986664,-236.95926,-15408180.0,100,0.4189424,,1.0,13965079.0,-1.3011003e+24,341.71,1.0,1529.6769,0.039339166,101,564.2318787574768,3409.57,8.1291034e+35,[-0.027  0.339 -1.808 -1.849],100.0,3409.5700777443953,602929700000.0,,-1
10200,1,10.0,True,1.0,,100.0,34.23417,10.0,-244.58734,20.842096,4999.377,250.10507,2021846,-244.58734,-16704758.0,100,0.4189424,,1.0,15261717.0,-2.2429557e+20,351.82,1.0,1711.3267,0.053832658,102,581.1915307044983,3511.8484,2.416012e+28,[ 0.035  0.346 -1.809 -1.848],100.0,3511.848241345237,270539400.0,59.904728,-1
10300,1,10.0,True,1.0,,100.0,38.07718,10.0,-235.96222,18.642841,4999.445,335.57886,2055999,-235.96222,-15073161.0,100,0.4189424,,1.0,13630081.0,-15706241000.0,341.53,1.0,1421.4811,0.06518077,103,596.099228143692,3407.2678,115247880.0,[-0.02   0.326 -1.82  -1.867],100.0,3407.2676637492314,214529650.0,49.923214,-1
10400,1,10.0,True,1.0,,100.0,2716.3538,10.0,-243.01712,613.1765,4999.468,19841.646,2096101,-243.01712,-20180986.0,100,0.4189424,,1.0,18737888.0,-1.7881441e+23,401.02,1.0,1639.959,0.07334512,104,614.1381189823151,4006.048,1.5354342e+34,[ 0.011  0.327 -1.821 -1.865],100.0,4006.0483565578456,14343053000.0,9.980075,-1
10500,1,10.0,True,1.0,,100.0,13351.99,10.0,-231.1386,3469.3025,4999.331,97046.03,2123370,-231.1386,-10270655.0,100,0.4189424,,1.0,8827646.0,-9.762675e+20,272.69,1.0,1202.1926,0.026595881,105,630.4996771812439,2717.0535,4.577321e+29,[-0.046  0.347 -1.837 -1.867],100.0,2717.053328237774,21666202000.0,389.58417,-1
10600,1,10.0,True,1.0,,100.0,333.57635,10.0,-242.92694,64.5309,4999.4536,3333.6277,2164137,-242.92694,-20319016.0,100,0.4189424,,1.0,18875926.0,-31299962000000.0,407.67,1.0,1515.1685,0.04363228,106,653.4783256053925,4071.8782,470417670000000.0,[ 0.017  0.35  -1.837 -1.866],100.0,4071.878109061654,1266572400.0,,-1
10700,1,10.0,True,1.0,,100.0,21.096592,10.0,-238.18674,15.179797,4999.511,136.34752,2196615,-238.18674,-14078083.0,100,0.4189424,,1.0,12634966.0,-35252744000.0,324.78,1.0,1463.1965,0.14940074,107,670.6742339134216,3239.4478,592387650.0,[-0.021  0.314 -1.87  -1.872],100.0,3239.447766996776,129272980.0,9.979886,-1
10800,1,10.0,True,1.0,,100.0,350.1931,10.0,-257.42712,90.15855,4999.4653,3332.5088,2239381,-257.42712,-21613986.0,100,0.4189424,,1.0,20170888.0,-52112200000.0,427.66,1.0,1383.5706,0.05196664,108,693.3955693244934,4272.7764,1210013800.0,[ 0.01   0.317 -1.871 -1.873],100.0,4272.776703569614,1914748000.0,,-1
10900,1,10.0,True,1.0,,100.0,73.526596,10.0,-232.83694,28.85377,4999.3926,362.49307,2280429,-232.83694,-20772782.0,100,0.4189424,,1.0,19329728.0,-195416130000.0,410.48,1.0,1586.1462,0.02614323,109,717.2120933532715,4100.4717,18232350000.0,[ 0.032  0.367 -1.901 -1.865],100.0,4100.4718698428105,568474700.0,,-1
11000,1,10.0,True,1.0,,100.0,1126515.2,10.0,-239.43835,171361.88,4999.523,10662255.0,2321843,-239.43835,-20980814.0,100,0.4189424,,1.0,19537684.0,-3.2053895e+19,414.14,1.0,1556.7756,0.04425722,110,742.3461430072784,4136.9233,4.9336518e+26,[-0.008  0.414 -1.91  -1.86 ],100.0,4136.923431235061,3472528200000.0,9.979874,-1
11100,1,10.0,True,1.0,,100.0,2760818400.0,10.0,-241.592,301435740.0,4999.4976,27723958000.0,2361062,-241.592,-19363606.0,100,0.4189424,,1.0,17920492.0,-2.5749862e+24,392.19,1.0,1606.2153,0.024543744,111,763.4125378131866,3916.7034,3.1839453e+36,[ 0.045  0.381 -1.912 -1.866],100.0,3916.7034133710845,7306479000000000.0,19.966793,-1
11200,1,10.0,True,1.0,,100.0,23490.012,10.0,-241.97145,5316.268,4999.424,185690.38,2398556,-241.97145,-18262036.0,100,0.4189424,,1.0,16818966.0,-5179621000000000.0,374.94,1.0,1675.5677,0.10774075,112,784.3604602813721,3743.1855,1.2883033e+19,[ 0.089  0.532 -2.045 -2.007],100.0,3743.1855496553194,115541660000.0,9.981679,-1
11300,1,10.0,True,1.0,,100.0,489.75214,10.0,-246.37157,118.72973,4999.5586,3722.564,2445487,-246.37157,-24325738.0,100,0.4189424,,1.0,22882584.0,-2806180500000000.0,469.31,1.0,937.28033,0.017029904,113,808.7655646800995,4690.852,3.781159e+18,[-0.003  0.601 -2.089 -1.983],100.0,4690.851893165509,2961903600.0,559.6731,-1
11400,1,10.0,True,1.0,,100.0,5.8882203,10.0,-236.29707,5.832848,4999.5146,33.299892,2488353,-236.29707,-22154100.0,100,0.4189424,,1.0,20710974.0,-300170350000.0,428.66,1.0,1537.2203,0.10344266,114,831.2761397361755,4283.448,43230695000.0,[ 0.038  0.573 -2.091 -2.021],100.0,4283.448245987812,122071040.0,,-1
11500,1,10.0,True,1.0,,100.0,2365.4446,10.0,-254.3237,598.48584,4999.56,20908.404,2534837,-254.3237,-24083450.0,100,0.4189424,,1.0,22640296.0,-5442970000000.0,464.84,1.0,1027.513,0.031798575,115,855.5107083320618,4645.9136,14161035000000.0,[-0.017  0.553 -2.103 -2.039],100.0,4645.913536497986,12337008000.0,,-1
11600,1,10.0,True,1.0,,100.0,182.04494,10.0,-243.85907,46.757748,4999.461,1272.4274,2581872,-243.85907,-24365392.0,100,0.4189424,,1.0,22922294.0,-175811480000.0,470.35,1.0,905.75616,0.044522054,116,882.8028743267059,4701.266,14648684000.0,[ 0.018  0.582 -2.138 -2.15 ],100.0,4701.26575937344,1154862200.0,,-1
11700,1,10.0,True,1.0,,100.0,2722.4153,10.0,-249.93079,579.8604,4999.4785,23848.29,2624743,-249.93079,-21912950.0,100,0.4189424,,1.0,20469844.0,-1.6646478e+18,428.71,1.0,1455.3353,0.0918355,117,907.2731599807739,4283.905,1.33066e+24,[ 0.063  0.62  -2.135 -2.128],100.0,4283.904951996578,11240184000.0,,-1
11800,1,10.0,True,1.0,,100.0,8006.71,10.0,-242.39772,3323.799,4999.563,48329.484,2670389,-242.39772,-22893668.0,100,0.4189424,,1.0,21450512.0,-3173938700000000.0,456.46,1.0,811.7125,0.042546168,118,929.8147122859955,4559.7847,4.836991e+18,[-0.048  0.661 -2.165 -2.102],100.0,4559.784594759997,54517424000.0,249.85403,-1
11900,1,10.0,True,1.0,,100.0,437649730.0,10.0,-253.42633,44248924.0,4999.592,4398765600.0,2716366,-253.42633,-24017582.0,100,0.4189424,,1.0,22574410.0,-1.007282e+23,459.77,1.0,1206.2542,0.10902408,119,956.9928042888641,4595.5806,4.871753e+33,[-0.003  0.703 -2.167 -2.093],100.0,4595.5806070009185,1105313860000000.0,9.980348,-1
12000,1,10.0,True,1.0,,100.0,43.257103,10.0,-248.21951,21.977873,4999.5967,231.493,2760994,-248.21951,-22711226.0,100,0.4189424,,1.0,21268052.0,-12889132000.0,446.28,1.0,1177.4556,0.15143424,120,980.2158842086792,4458.8843,75460880.0,[-0.037  0.598 -2.174 -2.151],100.0,4458.884289293276,352806980.0,,-1
12100,1,10.0,True,1.0,,100.0,2775.0066,10.0,-252.73714,512.43243,4999.5845,26025.695,2807548,-252.73714,-24409212.0,100,0.4189424,,1.0,22966044.0,-1.0461222e+22,465.54,1.0,1145.1869,0.050036874,121,1008.6233055591583,4653.449,5.2547305e+31,[-0.006  0.595 -2.176 -2.153],100.0,4653.449341799811,12792105000.0,,-1
12200,1,10.0,True,1.0,,100.0,27567.02,10.0,-245.11505,10851.938,4999.6016,143031.34,2846942,-245.11505,-18069196.0,100,0.4189424,,1.0,16626022.0,-3.377125e+20,393.94,1.0,1078.5192,0.1183048,122,1034.0491468906403,3932.279,5.476133e+28,[-0.065  0.611 -2.181 -2.14 ],100.0,3932.279177244663,90813610000.0,49.916306,-1
12300,1,10.0,True,1.0,,100.0,885491.5,10.0,-247.56819,132433.97,4999.577,8499913.0,2895269,-247.56819,-25359502.0,100,0.4189424,,1.0,23916336.0,-5.8098366e+17,483.27,1.0,758.3492,0.015631812,123,1062.255181312561,4831.2773,1.6207315e+23,[-0.004  0.625 -2.183 -2.137],100.0,4831.2773456045825,3304503400000.0,629.7263,-1
12400,1,10.0,True,1.0,,100.0,142.72038,10.0,-248.72926,44.142002,4999.5273,848.00745,2941429,-248.72926,-24082840.0,100,0.4189424,,1.0,22639704.0,-14663922000.0,461.6,1.0,1164.2894,0.047722206,124,1088.2831375598907,4613.4736,88600456.0,[-0.027  0.727 -2.185 -2.069],100.0,4613.473269257934,1080309500.0,239.82677,-1
12500,1,10.0,True,1.0,,100.0,3975.795,10.0,-239.20671,436.4441,4999.555,39951.777,2987182,-239.20671,-23949426.0,100,0.4189424,,1.0,22506274.0,-3.404492e+18,457.53,1.0,1261.8597,0.06444499,125,1115.663319349289,4573.181,5.565452e+24,[-0.03   0.835 -2.198 -2.131],100.0,4573.181080650195,10897502000.0,,-1
12600,1,10.0,True,1.0,,100.0,80052.65,10.0,-243.56606,18764.604,4999.5967,648736.56,3031416,-243.56606,-22030326.0,100,0.4189424,,1.0,20587152.0,-3.6059183e+19,442.34,1.0,1032.7899,0.09293505,126,1141.0233736038208,4418.2007,6.243284e+26,[-0.087  0.861 -2.205 -2.131],100.0,4418.200687157204,247029200000.0,,-1
12700,1,10.0,True,1.0,,100.0,44.54191,10.0,-248.11552,13.704477,4999.587,324.60962,3079018,-248.11552,-24934940.0,100,0.4189424,,1.0,23491768.0,-26485140000.0,476.02,1.0,921.5172,0.11481201,127,1167.8447601795197,4758.421,328180740.0,[-0.025  0.871 -2.205 -2.128],100.0,4758.421199364859,341610140.0,209.83813,-1
12800,1,10.0,True,1.0,,100.0,5302.0137,10.0,-236.91957,714.36646,4999.5728,53254.793,3122907,-236.91957,-22502000.0,100,0.4189424,,1.0,21058838.0,-1790326200000.0,438.89,1.0,1351.0287,0.020402664,128,1190.7014231681824,4385.6084,1522512000000.0,[ 2.017e-03  9.028e-01 -2.214e+00 -2.083e+00],100.0,4385.608484021287,9647528000.0,,-1
12900,1,10.0,True,1.0,,100.0,5055.1797,10.0,-254.65576,529.28577,4999.504,50825.38,3169053,-254.65576,-23796272.0,100,0.4189424,,1.0,22353150.0,-61734887000.0,461.46,1.0,1040.1841,0.027984321,129,1217.9138298034668,4612.0674,1132763000.0,[ 0.038  0.801 -2.278 -2.08 ],100.0,4612.0675377303505,13165485000.0,259.78857,-1
13000,1,10.0,True,1.0,,100.0,29384.186,10.0,-250.59906,4237.9224,4999.5303,291784.47,3215228,-250.59906,-23849188.0,100,0.4189424,,1.0,22406050.0,-43643558000000.0,461.75,1.0,1053.4478,0.03613161,130,1245.5154993534088,4614.791,910407500000000.0,[ 0.107  0.757 -2.369 -2.103],100.0,4614.791327601607,100825326000.0,229.84651,-1
13100,1,10.0,True,1.0,,100.0,45471.043,10.0,-258.4339,5749.913,4999.525,455024.6,3262344,-258.4339,-24852144.0,100,0.4189424,,1.0,23409008.0,-1401133000000000.0,471.16,1.0,1106.8765,0.011817528,131,1270.821382522583,4709.9717,9.4248824e+17,[ 0.038  0.813 -2.391 -2.018],100.0,4709.971897791335,143595770000.0,,-1
13200,1,10.0,True,1.0,,100.0,912704.4,10.0,-241.58365,134771.84,4999.534,8424762.0,3311104,-241.58365,-25674174.0,100,0.4189424,,1.0,24231032.0,-4.271022e+18,487.6,1.0,684.5065,0.020578377,132,1298.0318431854248,4874.6777,8.759233e+24,[-0.021  0.768 -2.401 -2.118],100.0,4874.678037411973,3368180800000.0,239.83865,-1
13300,1,10.0,True,1.0,,100.0,2966608.2,10.0,-253.66228,343285.44,4999.536,29546534.0,3359280,-253.66228,-25368180.0,100,0.4189424,,1.0,23925036.0,-5.480585e+20,481.76,1.0,854.33075,0.016936095,133,1324.0209259986877,4816.135,1.4423021e+29,[ 0.016  0.848 -2.392 -2.03 ],100.0,4816.13484908635,8578971000000.0,,-1
13400,1,10.0,True,1.0,,100.0,46.628777,10.0,-247.71567,20.370796,4999.5273,312.30743,3404280,-247.71567,-23035332.0,100,0.4189424,,1.0,21592196.0,-120567040000.0,450.0,1.0,1171.5385,0.10401246,134,1345.2565228939056,4496.6313,6928509000.0,[ 0.11   0.776 -2.425 -2.005],100.0,4496.6314452711895,446517820.0,239.84946,-1
13500,1,10.0,True,1.0,,100.0,79919336.0,10.0,-257.0829,10597490.0,4999.5107,765091000.0,3453807,-257.0829,-26185104.0,100,0.4189424,,1.0,24741974.0,-1.5154424e+24,495.27,1.0,471.5569,0.054269772,135,1375.001333475113,4951.728,1.10278305e+36,[-0.005  0.748 -2.441 -1.966],100.0,4951.727831268247,264842880000000.0,259.7965,-1
13600,1,10.0,True,1.0,,100.0,3280566.2,10.0,-239.77597,330424.9,4999.4893,32971602.0,3499284,-239.77597,-23754752.0,100,0.4189424,,1.0,22311638.0,-2.7121461e+17,454.77,1.0,1284.568,0.020966327,136,1401.7302680015564,4545.495,3.5319818e+22,[ 0.085  0.675 -2.434 -2.014],100.0,4545.494987245445,8256120400000.0,,-1
13700,1,10.0,True,1.0,,100.0,41241.105,10.0,-234.82425,4945.091,4999.3276,411733.28,3535322,-234.82425,-17297484.0,100,0.4189424,,1.0,15854470.0,-2280213000000000.0,360.38,1.0,1705.6659,0.06786006,137,1424.6140921115875,3597.9404,2.4967977e+18,[ 0.195  0.659 -2.399 -1.971],100.0,3597.9403236775042,111255330000.0,239.827,-1
13800,1,10.0,True,1.0,,100.0,358141.62,10.0,-243.1249,51298.855,4999.505,2959265.5,3578773,-243.1249,-22344422.0,100,0.4189424,,1.0,20901300.0,-250146830000000.0,434.51,1.0,1431.3506,0.069501124,138,1449.4340081214905,4341.9507,2.9740106e+16,[ 0.118  0.752 -2.432 -1.969],100.0,4341.9506500866,1281359200000.0,229.80638,-1
13900,1,10.0,True,1.0,,100.0,140.46927,10.0,-248.62381,40.328358,4999.421,1173.7542,3620286,-248.62381,-21019632.0,100,0.4189424,,1.0,19576560.0,-22159243000.0,415.13,1.0,1540.7103,0.09188597,139,1473.5146708488464,4147.6226,219914830.0,[ 0.135  0.866 -2.479 -1.975],100.0,4147.622526107065,759623300.0,209.81055,-1
14000,1,10.0,True,1.0,,100.0,8729329.0,10.0,-253.13544,881884.2,4999.497,87737144.0,3667083,-253.13544,-24407854.0,100,0.4189424,,1.0,22964734.0,-6.145355e+17,467.97,1.0,1041.6604,0.25713494,140,1502.8260307312012,4677.572,1.8133782e+23,[ 0.034  0.904 -2.533 -1.943],100.0,4677.571796333934,15284294000000.0,219.77014,-1
14100,1,10.0,True,1.0,,100.0,498198.22,10.0,-246.5548,52913.914,4999.546,5005540.0,3713830,-246.5548,-24558990.0,100,0.4189424,,1.0,23115842.0,-2.5231069e+17,467.47,1.0,1132.048,0.0009244065,141,1531.426864862442,4672.7197,3.0567908e+22,[ 0.085  0.812 -2.53  -2.011],100.0,4672.719775500394,1321900000000.0,,-1
14200,1,10.0,True,1.0,,100.0,255.98373,10.0,-244.60533,44.116425,4999.608,2542.8325,3763009,-244.60533,-25966726.0,100,0.4189424,,1.0,24523540.0,-6.6890184e+19,491.79,1.0,589.15936,0.16122551,142,1561.4345672130585,4916.9536,2.1483363e+27,[-0.013  0.74  -2.531 -2.042],100.0,4916.953698030136,1101678700.0,9.980301,-1
14300,1,10.0,True,1.0,,100.0,70513.52,10.0,-249.46367,21229.307,4999.5566,577932.25,3806042,-249.46367,-21038574.0,100,0.4189424,,1.0,19595422.0,-4.2151636e+18,430.33,1.0,1060.3916,0.05891288,143,1589.064813375473,4297.789,8.531476e+24,[-0.069  0.766 -2.535 -2.036],100.0,4297.788804769051,222341350000.0,,-1
14400,1,10.0,True,1.0,,100.0,70.50131,10.0,-245.48547,22.360493,4999.5825,535.8772,3853735,-245.48547,-25195396.0,100,0.4189424,,1.0,23752226.0,-3.6536108e+17,476.93,1.0,1009.3342,0.30454564,144,1617.9078352451324,4767.9634,6.4095996e+22,[-0.01   0.763 -2.533 -2.018],100.0,4767.963166533544,554871300.0,9.980512,-1
14500,1,10.0,True,1.0,,100.0,206129.75,10.0,-241.00235,71212.19,4999.626,1177833.2,3899595,-241.00235,-23188480.0,100,0.4189424,,1.0,21745288.0,-1.7242496e+20,458.6,1.0,867.0749,0.12538642,145,1648.0790317058563,4581.863,1.4274846e+28,[-0.069  0.782 -2.535 -2.014],100.0,4581.862983076144,974531300000.0,,-1
