Weights,InitialReturnMax,EpisodesSoFar,MinTargetPdf,ESSRenyiArithmetic,ReturnStepMaxmin,DivergenceHarmonic,EpRewMean,EpLenMean,EmpiricalD2Arithmetic,Inner Iteration,WReturnMean,ReturnMeanIW,MinIW,TimeElapsed,InitialBound,ReturnStepMax,MeanEntropy,ESSRenyiHarmonic,MeanIW,InitialReturnStd,InitialReturnMin,MinBehavPdf,TimestepsSoFar,StdIW,Penalization,EmpiricalD2Harmonic,VarianceInitializer,Bound,MaxIW,StdWReturnMean,InitialReturnMean,Iteration,EpThisIter,LearnableVariance,MeanD2-0
[-0.01   0.406 -1.881 -1.933],4999.6143,7300,-244.83705,100.0,10.0,6.804238e+16,4302.719079816672,430.74,1.0,1,19807222.0,16066414000.0,0.10494026,1503.5744235515594,-21250406.0,10.0,0.4189424,100.0,981.3716,1137.4673,329.7125,-244.83705,1554418,5343.008,True,1.0,-1,-376461570000000.0,51992.574,,4302.719,73,100,,1.0
[ 0.024  0.449 -1.883 -1.904],4999.407,7400,-244.53687,100.0,10.0,115709000000.0,4224.46849504993,422.87,1.0,1,19831558.0,118171660.0,0.3174805,1570.2959945201874,-21274622.0,10.0,0.4189424,100.0,5.9875126,1409.0505,289.7027,-244.53687,1596705,6.5327578,True,1.0,-1,-490980800000.0,39.412075,,4224.4683,74,100,,1.0
[-0.025  0.458 -1.902 -1.937],4999.5186,7500,-247.07397,100.0,10.0,10339237000.0,4001.972153341435,400.76,1.0,1,18265786.0,292856800.0,0.18987735,1627.4091329574585,-19708912.0,10.0,0.4189424,100.0,19.69466,1500.0022,9.980045,-247.07397,1636781,36.401302,True,1.0,-1,-147029980000.0,204.31055,,4001.9722,75,100,,1.0
[ 0.006  0.456 -1.905 -1.94 ],4999.4907,7600,-242.08722,100.0,10.0,212129740.0,4185.641109624662,418.95,1.0,1,19578800.0,1144611600.0,0.036451127,1699.5752017498016,-21021912.0,10.0,0.4189424,100.0,49.195526,1434.9949,19.972557,-242.08722,1678676,249.72656,True,1.0,-1,-22162627000.0,2413.8323,,4185.6416,76,100,,1.0
[-0.018  0.511 -1.919 -1.927],4999.512,7700,-243.69022,100.0,10.0,7.2803274e+34,4473.48986031798,447.65,1.0,1,21514164.0,35860863000000.0,0.109384,1758.009170293808,-22957290.0,10.0,0.4189424,100.0,2659905.0,1225.5828,,-243.69022,1723441,14202063.0,True,1.0,-1,-3.893768e+23,113644300.0,,4473.4897,77,100,,1.0
[ 0.044  0.511 -1.922 -1.931],4999.5015,7800,-236.1405,100.0,10.0,9.7968223e+30,3917.004784791001,392.19,1.0,1,18042598.0,97364200000000.0,0.4337458,1790.2433264255524,-19485714.0,10.0,0.4189424,100.0,4619346.0,1643.0681,,-236.1405,1762660,32885856.0,True,1.0,-1,-4.5168472e+21,299851780.0,,3917.0046,78,100,,1.0
[-0.034  0.422 -1.951 -1.957],4999.54,7900,-245.99628,100.0,10.0,2.8756565e+29,3772.195342523027,377.94,1.0,1,15767896.0,395580670000.0,0.032363463,1841.0777208805084,-17211034.0,10.0,0.4189424,100.0,25878.312,1240.3381,409.69516,-245.99628,1800454,69084.125,True,1.0,-1,-7.738699e+20,511644.75,,3772.195,79,100,,1.0
[ 0.027  0.437 -1.953 -1.96 ],4999.442,8000,-247.6166,100.0,10.0,355379360.0,4416.225715060911,441.95,1.0,1,21415340.0,1154233700.0,0.027206236,1895.295527458191,-22858426.0,10.0,0.4189424,100.0,49.636795,1382.8556,,-247.6166,1844649,156.38614,True,1.0,-1,-28357970000.0,979.5419,,4416.2256,80,100,,1.0
[-0.006  0.488 -1.961 -1.946],4999.5137,8100,-247.58374,100.0,10.0,663544260.0,4558.487865822636,456.19,1.0,1,21848426.0,83719410.0,0.009642537,1961.6029124259949,-23291554.0,10.0,0.4189424,100.0,3.7621698,1033.7383,259.82303,-247.58374,1890268,6.073427,True,1.0,-1,-37256910000.0,52.3721,,4558.4883,81,100,,1.0
[-0.036  0.494 -1.963 -1.942],4999.5034,8200,-241.54692,100.0,10.0,2.0934908e+33,4208.153560650071,421.42,1.0,1,18950100.0,1098658700000.0,0.08945116,2028.7025082111359,-20393220.0,10.0,0.4189424,100.0,69050.77,1114.2465,,-241.54692,1932410,148409.86,True,1.0,-1,-6.602807e+22,720588.5,,4208.154,82,100,,1.0
[ 0.026  0.499 -1.965 -1.934],4999.5264,8300,-241.93022,100.0,10.0,4.0413267e+26,4199.60399464588,420.37,1.0,1,19646820.0,210883760.0,0.0035336772,2075.9748368263245,-21089952.0,10.0,0.4189424,100.0,11.901643,1417.7969,339.74762,-241.93022,1974447,20.232597,True,1.0,-1,-2.9010757e+19,142.41428,,4199.604,83,100,,1.0
[-0.035  0.489 -1.97  -1.938],4999.6562,8400,-246.66498,100.0,10.0,1.1619541e+29,4077.8595784286804,408.49,1.0,1,17802882.0,348210430000.0,0.017557627,2120.3395788669586,-19246088.0,10.0,0.4189424,100.0,25764.633,1083.4873,9.981106,-246.66498,2015296,92911.81,True,1.0,-1,-4.919423e+20,738127.1,,4077.8594,84,100,,1.0
[ 0.018  0.518 -1.968 -1.924],4999.489,8500,-245.12277,100.0,10.0,9.5145815e+28,4200.551934423778,420.44,1.0,1,20002584.0,339285300.0,0.08896113,2171.49827337265,-21445696.0,10.0,0.4189424,100.0,15.482057,1535.5609,,-245.12277,2057340,44.81195,True,1.0,-1,-4.451285e+20,363.75638,,4200.552,85,100,,1.0
[-0.042  0.502 -1.971 -1.924],4999.5493,8600,-243.6218,100.0,10.0,2.2527363e+27,4040.4324469495173,404.69,1.0,1,17798776.0,194252390000.0,0.07884407,2223.5518577098846,-19241920.0,10.0,0.4189424,100.0,29695.36,1213.9525,,-243.6218,2097809,145423.98,True,1.0,-1,-6.849459e+19,1435556.4,,4040.4326,86,100,,1.0
[ 0.015  0.525 -1.974 -1.92 ],4999.415,8700,-243.11243,100.0,10.0,6.7473156e+32,4348.03355061101,435.2,1.0,1,20843376.0,4180670700000000.0,0.0007961833,2263.5901958942413,-22286446.0,10.0,0.4189424,100.0,167299790.0,1392.1147,,-243.11243,2141329,1274155800.0,True,1.0,-1,-3.7483773e+22,12143157000.0,,4348.033,87,100,,1.0
[ 0.07   0.637 -1.978 -1.927],4999.372,8800,-232.33133,100.0,10.0,1.1337726e+25,3124.705880114463,313.21,1.0,1,12634637.0,1159010000000.0,0.016219331,2304.16232919693,-14077673.0,10.0,0.4189424,100.0,48099.574,1694.3583,,-232.33133,2172650,443675.56,True,1.0,-1,-4.858849e+18,4457321.5,,3124.7056,88,100,,1.0
[ 0.021  0.746 -2.    -1.898],4999.532,8900,-241.71095,100.0,10.0,2.6498745e+24,3421.541822381812,342.77,1.0,1,14981453.0,11930380000.0,0.13271463,2345.237510204315,-16424584.0,10.0,0.4189424,100.0,602.60187,1809.5593,9.981291,-241.71095,2206927,2418.568,True,1.0,-1,-2.34915e+18,20204.605,,3421.5415,89,100,,1.0
[-0.077  0.805 -2.038 -1.863],4999.437,9000,-239.28342,100.0,10.0,1.4472895e+25,3993.796523336409,399.97,1.0,1,18045432.0,353741240000.0,0.027232818,2387.4157135486603,-19488512.0,10.0,0.4189424,100.0,29958.312,1447.4192,,-239.28342,2246924,149200.11,True,1.0,-1,-5.489835e+18,1090215.6,,3993.7961,90,100,,1.0
[-0.017  0.818 -2.046 -1.86 ],4999.276,9100,-248.3297,100.0,10.0,6517575300000000.0,3731.554906306198,373.73,1.0,1,16804366.0,256001060.0,0.21464112,2423.853566646576,-18247352.0,10.0,0.4189424,100.0,11.940876,1697.0166,,-248.3297,2284297,24.014942,True,1.0,-1,-116492390000000.0,206.59276,,3731.555,91,100,,1.0
[-0.069  0.79  -2.055 -1.878],4999.465,9200,-245.01595,100.0,10.0,192664410000000.0,4061.4876415854237,406.76,1.0,1,18280760.0,4390987000.0,0.094047755,2476.730311393738,-19723856.0,10.0,0.4189424,100.0,287.88,1336.0682,9.98232,-245.01595,2324973,1363.3413,True,1.0,-1,-20034678000000.0,12911.6,,4061.4875,92,100,,1.0
[-0.025  0.754 -2.071 -1.898],4999.4688,9300,-239.79474,100.0,10.0,1.1257227e+24,4246.452930236464,425.03,1.0,1,20033102.0,937447300.0,0.049514327,2507.797991037369,-21476202.0,10.0,0.4189424,100.0,38.790577,1414.476,,-239.79474,2367476,165.94148,True,1.0,-1,-1.5310973e+18,1372.8441,,4246.4526,93,100,,1.0
[-0.075  0.774 -2.095 -1.917],4999.589,9400,-234.84224,100.0,10.0,1.3051452e+26,4254.744329990134,426.07,1.0,1,19283028.0,509304200000.0,0.06655972,2552.4430780410767,-20726198.0,10.0,0.4189424,100.0,29662.182,1086.3604,,-234.84224,2410083,165962.39,True,1.0,-1,-1.6486838e+19,1525625.5,,4254.744,94,100,,1.0
[-0.016  0.789 -2.101 -1.927],4999.419,9500,-272.3669,100.0,10.0,2.0109055e+24,4301.028343729378,430.46,1.0,1,20424108.0,2482930000000.0,0.0648059,2594.658573627472,-21867180.0,10.0,0.4189424,100.0,100469.56,1387.5391,189.81676,-272.3669,2453129,527963.94,True,1.0,-1,-2.0463258e+18,4414274.0,,4301.0283,95,100,,1.0
[-0.024  0.69  -2.148 -1.987],4999.5635,9600,-261.02484,100.0,10.0,1.108827e+30,4871.302415918233,487.32,1.0,1,24130742.0,1120912300000.0,0.021141732,2642.595371246338,-25573900.0,10.0,0.4189424,100.0,44878.523,633.36743,559.5802,-261.02484,2501861,206382.47,True,1.0,-1,-1.5196215e+21,1659389.8,,4871.3022,96,100,,1.0
[-0.045  0.791 -2.148 -1.917],4999.488,9700,-255.15294,100.0,10.0,2.2702302e+28,4240.706385150912,424.48,1.0,1,20152210.0,77554360000.0,0.109919414,2684.6432600021362,-21595322.0,10.0,0.4189424,100.0,4081.8647,1472.624,,-255.15294,2544309,30948.719,True,1.0,-1,-2.1743295e+20,306142.34,,4240.706,97,100,,1.0
[-0.106  0.786 -2.16  -1.913],4999.494,9800,-245.833,100.0,10.0,287000460000.0,3801.892374066004,381.01,1.0,1,15803759.0,1806348900.0,0.08245659,2727.3301858901978,-17246872.0,10.0,0.4189424,100.0,155.48296,1161.6257,9.982263,-245.833,2582410,411.36557,True,1.0,-1,-774901300000.0,3117.3506,,3801.8926,98,100,,1.0
[-0.059  0.788 -2.183 -1.946],4999.5317,9900,-241.80515,100.0,10.0,7581943300000000.0,4404.666011249817,440.91,1.0,1,20956254.0,6214838300.0,0.11338786,2782.06747674942,-22399392.0,10.0,0.4189424,100.0,343.30798,1247.0656,9.980771,-241.80515,2626501,1018.51044,True,1.0,-1,-125663690000000.0,6135.7847,,4404.666,99,100,,1.0
[-0.015  0.771 -2.202 -1.983],4999.577,10000,-244.96492,100.0,10.0,5.8731025e+17,4627.355008640046,462.96,1.0,1,22531918.0,53852824000.0,0.19175826,2833.6655406951904,-23975084.0,10.0,0.4189424,100.0,2171.251,1058.0667,229.82126,-244.96492,2672797,15051.0,True,1.0,-1,-1106014540000000.0,140869.73,,4627.355,100,100,,1.0
[ 0.046  0.777 -2.209 -1.993],4999.403,10100,-249.49707,100.0,10.0,4.9687163e+23,4416.943230848123,442.04,1.0,1,21143190.0,222247160000.0,0.18348026,2886.507373571396,-22586254.0,10.0,0.4189424,100.0,9638.397,1278.2028,249.82114,-249.49707,2717001,50575.113,True,1.0,-1,-1.01718e+18,490829.12,,4416.9434,101,100,,1.0
[-0.005  0.668 -2.222 -2.022],4999.469,10200,-249.77975,100.0,10.0,9.7895945e+16,4730.498062573421,473.2,1.0,1,23540388.0,537920050000.0,0.08790325,2943.4450402259827,-24983492.0,10.0,0.4189424,100.0,21525.373,1078.3208,,-249.77975,2764321,157609.2,True,1.0,-1,-452050140000000.0,1509462.9,,4730.498,102,100,,1.0
[ 0.056  0.657 -2.226 -2.013],4999.6187,10300,-245.85529,100.0,10.0,4.0413775e+32,4510.679093257833,451.34,1.0,1,22005908.0,2120100100.0,0.13709365,3001.5969285964966,-23449096.0,10.0,0.4189424,100.0,93.936356,1288.286,9.979791,-245.85529,2809455,286.79538,True,1.0,-1,-2.901201e+22,2305.6157,,4510.679,103,100,,1.0
[-0.067  0.678 -2.239 -2.016],4999.6357,10400,-242.49255,100.0,10.0,4.34348e+31,4386.909777926891,439.22,1.0,1,19995992.0,456239020000.0,0.009163983,3054.80801486969,-21439190.0,10.0,0.4189424,100.0,27272.93,866.61084,1899.4255,-242.49255,2853377,135014.31,True,1.0,-1,-9.511194e+21,1299373.2,,4386.9097,104,100,,1.0
[-0.005  0.685 -2.241 -2.014],4999.543,10500,-240.89684,100.0,10.0,3.3329497e+21,4498.336701193283,450.08,1.0,1,21939080.0,4335217400000.0,0.101088054,3093.5695507526398,-23382224.0,10.0,0.4189424,100.0,173470.7,1305.3912,,-240.89684,2898385,1285699.4,True,1.0,-1,-8.331764e+16,12483712.0,,4498.337,105,100,,1.0
[ 0.053  0.695 -2.247 -1.994],4999.479,10600,-251.5503,100.0,10.0,7.6603636e+23,4516.900118243069,451.96,1.0,1,21937070.0,363770640000.0,0.040683415,3136.7584540843964,-23380178.0,10.0,0.4189424,100.0,14836.696,1238.8234,,-251.5503,2943581,66679.266,True,1.0,-1,-1.26303e+18,534027.1,,4516.9,106,100,,1.0
[ 0.004  0.586 -2.278 -2.016],4999.496,10700,-257.05585,100.0,10.0,17427404000000.0,4955.33403246058,495.63,1.0,1,24745214.0,12589903000.0,0.019092388,3186.6202080249786,-26188336.0,10.0,0.4189424,100.0,503.84485,435.75198,619.6572,-257.05585,2993144,2146.3105,True,1.0,-1,-6036911600000.0,16490.014,,4955.334,107,100,,1.0
[ 0.029  0.617 -2.3   -1.899],4999.5303,10800,-255.52496,100.0,10.0,65377087000.0,4715.371799028176,471.76,1.0,1,23138728.0,119779970.0,0.11805955,3246.06134057045,-24581866.0,10.0,0.4189424,100.0,5.3981366,950.78723,9.979835,-255.52496,3040320,5.0594287,True,1.0,-1,-369106320000.0,27.528341,,4715.372,108,100,,1.0
[-0.032  0.61  -2.308 -1.903],4999.6074,10900,-250.50125,100.0,10.0,4.900335e+21,4782.123968031813,478.48,1.0,1,23165012.0,3402828600000.0,0.004368705,3304.020405292511,-24608196.0,10.0,0.4189424,100.0,136363.1,544.3366,2669.7368,-250.50125,3088168,1119462.0,True,1.0,-1,-1.0102729e+17,11181111.0,,4782.1235,109,100,,1.0
[-4.357e-04  5.231e-01 -2.321e+00 -1.985e+00],4999.6543,11000,-248.12273,100.0,10.0,331340400.0,4770.2600716721945,477.17,1.0,1,23748164.0,68615900.0,0.009095305,3363.1131949424744,-25191374.0,10.0,0.4189424,100.0,2.80549,996.384,,-248.12273,3135885,4.6678915,True,1.0,-1,-26338404000.0,41.953934,,4770.26,110,100,,1.0
[-0.031  0.531 -2.323 -1.985],4999.652,11100,-246.71802,100.0,10.0,1294761600.0,4342.447685916581,434.68,1.0,1,20256874.0,310248900.0,0.17389597,3408.247031211853,-21700080.0,10.0,0.4189424,100.0,23.798738,1183.2258,9.980982,-246.71802,3179353,51.722992,True,1.0,-1,-52239710000.0,359.5953,,4342.4473,111,100,,1.0
[-9.482e-04  5.372e-01 -2.325e+00 -1.978e+00],4999.5938,11200,-251.33618,100.0,10.0,4.022779e+25,4845.957902329674,484.73,1.0,1,24036298.0,3549147400000.0,0.26374733,3465.6896023750305,-25479474.0,10.0,0.4189424,100.0,142029.61,743.633,349.73453,-251.33618,3227826,959860.9,True,1.0,-1,-9.1531814e+18,9019713.0,,4845.958,112,100,,1.0
[-0.018  0.436 -2.324 -2.05 ],4999.6265,11300,-246.15117,100.0,10.0,7674007600.0,4696.115935717114,469.92,1.0,1,22660006.0,460509440.0,0.14301673,3527.5012333393097,-24103198.0,10.0,0.4189424,100.0,25.34137,778.78143,49.917324,-246.15117,3274818,66.21804,True,1.0,-1,-126883365000.0,429.60498,,4696.1157,113,100,,1.0
[ 0.013  0.441 -2.324 -2.052],4999.6294,11400,-253.55553,100.0,10.0,2.0553169e+20,4920.400630492202,492.14,1.0,1,24536976.0,891826140000.0,0.004554812,3586.780914783478,-25980172.0,10.0,0.4189424,100.0,35688.41,571.51917,,-253.55553,3324032,268128.66,True,1.0,-1,-2.0690601e+16,2677556.0,,4920.4004,114,100,,1.0
[ 0.023  0.361 -2.338 -2.147],4999.5996,11500,-251.13504,100.0,10.0,1.8145153e+29,4755.073500040046,475.67,1.0,1,23512334.0,33339367000000.0,0.1688701,3637.2497737407684,-24955512.0,10.0,0.4189424,100.0,1337329.2,949.5312,,-251.13504,3371599,12642557.0,True,1.0,-1,-6.147381e+20,127093160.0,,4755.073,115,100,,1.0
[ 0.009  0.484 -2.346 -2.138],4999.6035,11600,-253.11995,100.0,10.0,7692832000000000.0,4875.237932280214,487.63,1.0,1,24280448.0,785328700.0,0.030157784,3708.1196897029877,-25723630.0,10.0,0.4189424,100.0,31.630842,715.8938,349.67917,-253.11995,3420362,119.48008,True,1.0,-1,-126577450000000.0,1135.7684,,4875.2383,116,100,,1.0
[-0.038  0.519 -2.357 -2.119],4999.6436,11700,-241.44904,100.0,10.0,2.0880523e+31,4422.182232723307,442.73,1.0,1,20283576.0,1938658700000.0,0.058841012,3759.3398001194,-21726776.0,10.0,0.4189424,100.0,162361.06,853.1603,2019.2472,-241.44904,3464635,803857.5,True,1.0,-1,-6.5945956e+21,7407423.5,,4422.182,117,100,,1.0
[ 0.024  0.516 -2.357 -2.125],4999.6904,11800,-263.4742,100.0,10.0,4.8421546e+31,4931.956835653108,493.3,1.0,1,24549492.0,35948746000000.0,0.012336945,3819.3274624347687,-25992724.0,10.0,0.4189424,100.0,1438597.8,474.65146,1189.5327,-263.4742,3513965,14011768.0,True,1.0,-1,-1.0042571e+22,140846830.0,,4931.957,118,100,,1.0
[ 0.081  0.446 -2.354 -2.211],4999.584,11900,-253.02711,100.0,10.0,759347460.0,4752.288591508254,475.42,1.0,1,23448494.0,645809400.0,0.031621486,3882.0893998146057,-24891664.0,10.0,0.4189424,100.0,26.45609,929.6485,339.71976,-253.02711,3561507,170.60046,True,1.0,-1,-40413225000.0,1699.3801,,4752.2886,119,100,,1.0
[ 0.024  0.47  -2.359 -2.211],4999.5737,12000,-251.64554,100.0,10.0,55728505000000.0,4856.974442082686,485.83,1.0,1,24159520.0,494306270.0,0.30972883,3937.1985578536987,-25602682.0,10.0,0.4189424,100.0,19.95351,754.5336,319.82883,-251.64554,3610090,38.674767,True,1.0,-1,-10773677000000.0,263.2301,,4856.9746,120,100,,1.0
[-0.021  0.512 -2.364 -2.197],4999.6606,12100,-245.68361,100.0,10.0,6010665000.0,4598.102274761911,460.15,1.0,1,21934740.0,892109300.0,0.13094747,4000.1824193000793,-23377952.0,10.0,0.4189424,100.0,53.601025,890.05347,379.63977,-245.68361,3656105,146.38861,True,1.0,-1,-112779640000.0,940.8383,,4598.102,121,100,,1.0
[ 0.009  0.51  -2.363 -2.206],4999.578,12200,-255.01796,100.0,10.0,2.3113025e+26,4897.16845206577,489.83,1.0,1,24361406.0,4430670000000.0,0.022613345,4063.901285648346,-25804572.0,10.0,0.4189424,100.0,177279.31,615.751,,-255.01796,3705088,1088439.2,True,1.0,-1,-2.1939897e+19,9537770.0,,4897.1685,122,100,,1.0
[ 0.072  0.512 -2.36  -2.201],4999.601,12300,-264.5995,100.0,10.0,51052856.0,4868.994012298335,487.04,1.0,1,24254738.0,379327600.0,0.14233747,4119.898679733276,-25697918.0,10.0,0.4189424,100.0,15.494044,740.0251,,-264.5995,3753792,44.60032,True,1.0,-1,-10690785000.0,357.99667,,4868.9937,123,100,,1.0
[ 0.026  0.474 -2.362 -2.218],4999.6055,12400,-236.17964,100.0,10.0,1.3610576e+34,4894.401353274951,489.55,1.0,1,24391842.0,1136793400000.0,0.02731772,4177.233751296997,-25835024.0,10.0,0.4189424,100.0,45491.85,660.81726,329.7787,-236.17964,3802747,299925.6,True,1.0,-1,-1.6836394e+23,2896277.2,,4894.4014,124,100,,1.0
[ 0.024  0.589 -2.371 -2.17 ],4999.581,12500,-242.09645,100.0,10.0,2127762800000.0,4815.288349213951,481.65,1.0,1,23999354.0,146410110.0,0.0039177556,4241.624744415283,-25442522.0,10.0,0.4189424,100.0,5.971656,901.3057,299.68604,-242.09645,3850912,8.669067,True,1.0,-1,-2105224300000.0,61.915028,,4815.288,125,100,,1.0
[-0.027  0.591 -2.376 -2.134],4999.613,12600,-253.23137,100.0,10.0,112548104.0,4620.389349241329,462.34,1.0,1,22241870.0,591095800.0,0.16075386,4294.404443025589,-23685054.0,10.0,0.4189424,100.0,34.60835,945.44824,19.967592,-253.23137,3897146,82.857925,True,1.0,-1,-15901308000.0,425.9237,,4620.389,126,100,,1.0
[ 0.005  0.591 -2.376 -2.132],4999.6196,12700,-260.1022,100.0,10.0,4.3126048e+21,4812.312280373473,481.35,1.0,1,23996546.0,605038850.0,0.2832015,4352.640512704849,-25439736.0,10.0,0.4189424,100.0,24.316666,915.53046,279.75323,-260.1022,3945281,65.85666,True,1.0,-1,-9.477267e+16,435.55875,,4812.312,127,100,,1.0
[-0.046  0.628 -2.377 -2.136],4999.545,12800,-240.97417,100.0,10.0,2.3518905e+30,4517.332236235021,452.22,1.0,1,21042198.0,520889570000.0,0.026903227,4399.592669725418,-22485344.0,10.0,0.4189424,100.0,41797.227,797.43744,19.960163,-240.97417,3990503,140089.58,True,1.0,-1,-2.21314e+21,1063840.1,,4517.332,128,100,,1.0
[ 0.01   0.644 -2.376 -2.112],4999.562,12900,-253.45007,100.0,10.0,15778747000000.0,4911.962871148626,491.3,1.0,1,24507816.0,2361790000.0,0.08212509,4459.755750656128,-25950974.0,10.0,0.4189424,100.0,94.52842,616.79504,9.980871,-253.45007,4039633,494.7242,True,1.0,-1,-5734802000000.0,3657.4768,,4911.963,129,100,,1.0
[ 0.065  0.618 -2.37  -2.102],4999.5015,13000,-246.25336,100.0,10.0,7.4900606e+26,4767.853271096124,476.95,1.0,1,23617552.0,1837345900000.0,0.0015677726,4506.021103143692,-25060674.0,10.0,0.4189424,100.0,73530.91,940.81274,,-246.25336,4087328,595111.1,True,1.0,-1,-3.9494387e+19,5974962.5,,4767.8535,130,100,,1.0
[ 0.048  0.716 -2.38  -2.028],4999.542,13100,-242.75124,100.0,10.0,4.287355e+31,4657.074866143539,465.9,1.0,1,23045540.0,78023200000000.0,0.06026029,4552.804709434509,-24488686.0,10.0,0.4189424,100.0,3121920.8,1164.9863,,-242.75124,4133918,27985612.0,True,1.0,-1,-9.449189e+21,281238000.0,,4657.075,131,100,,1.0
[ 0.147  0.747 -2.418 -2.252],4999.4824,13200,-239.66135,100.0,10.0,373178300000.0,4386.946472869187,439.0,1.0,1,21202784.0,604159000.0,0.0877719,4610.742784500122,-22645892.0,10.0,0.4189424,100.0,30.12594,1399.1022,239.79657,-239.66135,4177818,69.412674,True,1.0,-1,-882155600000.0,431.14166,,4386.947,132,100,,1.0
[ 0.04   0.763 -2.45  -2.199],4999.5615,13300,-251.84593,100.0,10.0,5.2404686e+29,4734.652684661212,473.63,1.0,1,23410274.0,200701600000.0,0.0269871,4672.3086569309235,-24853430.0,10.0,0.4189424,100.0,8034.765,996.66364,,-251.84593,4225181,75312.234,True,1.0,-1,-1.04469205e+21,756854.5,,4734.6523,133,100,,1.0
[-0.057  0.793 -2.455 -2.125],4999.619,13400,-240.21329,100.0,10.0,1.1662855e+17,4821.472839143509,482.4,1.0,1,23493282.0,52817180000.0,0.073764876,4716.4610595703125,-24936472.0,10.0,0.4189424,100.0,3881.9211,496.67188,2299.7585,-240.21329,4273421,16347.0205,True,1.0,-1,-492903840000000.0,133747.77,,4821.4727,134,100,,1.0
[-0.013  0.828 -2.451 -2.097],4999.635,13500,-253.01358,100.0,10.0,41001322000000.0,4958.268291754726,495.93,1.0,1,24691676.0,412792720000.0,0.17103285,4771.919320344925,-26134876.0,10.0,0.4189424,100.0,16519.234,327.4927,1829.689,-253.01358,4323014,163716.11,True,1.0,-1,-9653706000000.0,1645471.6,,4958.2686,135,100,,1.0
[ 0.035  0.807 -2.447 -2.063],4999.5244,13600,-244.78354,100.0,10.0,3.3838047e+24,4797.3732030327365,479.91,1.0,1,23697874.0,2183186100000.0,0.038968753,4819.482444763184,-25141010.0,10.0,0.4189424,100.0,87368.43,826.48944,9.982993,-244.78354,4371005,474189.56,True,1.0,-1,-2.6546042e+18,3512284.8,,4797.373,136,100,,1.0
[ 0.013  0.913 -2.447 -2.001],4999.589,13700,-241.25061,100.0,10.0,2.4741687e+21,4494.513952488324,449.72,1.0,1,21706498.0,310569600000.0,0.83716476,4877.954452753067,-23149670.0,10.0,0.4189424,100.0,12603.879,1227.1277,,-241.25061,4415977,54011.473,True,1.0,-1,-7.1783476e+16,406489.66,,4494.5137,137,100,,1.0
[-0.014  0.996 -2.474 -1.915],4999.5757,13800,-249.66576,100.0,10.0,1.2468059e+23,4587.368070139657,459.0,1.0,1,22256556.0,661232400000.0,0.023375355,4930.702031373978,-23699720.0,10.0,0.4189424,100.0,26480.988,1101.1855,179.88759,-249.66576,4461877,152258.06,True,1.0,-1,-5.0957213e+17,1133471.9,,4587.368,138,100,,1.0
[-0.025  0.905 -2.498 -1.996],4999.602,13900,-257.53592,100.0,10.0,4.7666427e+17,4829.280270933285,483.05,1.0,1,24046218.0,33815867000.0,0.020034924,4981.878091812134,-25489400.0,10.0,0.4189424,100.0,1398.9622,851.0407,19.96755,-257.53592,4510182,9324.068,True,1.0,-1,-996394360000000.0,93419.44,,4829.2803,139,100,,1.0
[-0.028  1.025 -2.518 -1.968],4999.4824,14000,-245.82211,100.0,10.0,8.043716e+19,4728.340186829686,473.01,1.0,1,23296086.0,12533959000000.0,0.00996108,5030.2220454216,-24739198.0,10.0,0.4189424,100.0,501590.47,968.9613,,-245.82211,4557483,4856133.0,True,1.0,-1,-1.2955023e+16,48813708.0,,4728.3403,140,100,,1.0
[ 0.02   0.953 -2.511 -2.058],4999.5522,14100,-253.02457,100.0,10.0,4.3887658e+19,4661.92295398295,466.37,1.0,1,23103876.0,139957270000.0,0.01557467,5084.823719263077,-24547028.0,10.0,0.4189424,100.0,5667.2627,1170.6202,,-253.02457,4604120,23235.7,True,1.0,-1,-9560467000000000.0,195536.47,,4661.923,141,100,,1.0
[ 4.470e-04  8.726e-01 -2.519e+00 -2.151e+00],4999.5845,14200,-274.76733,100.0,10.0,635105700000000.0,4908.956497951944,491.01,1.0,1,24492176.0,198391630.0,0.040809,5144.97558426857,-25935348.0,10.0,0.4189424,100.0,8.0051155,627.951,19.96379,-274.76733,4653221,15.850338,True,1.0,-1,-36369095000000.0,118.8029,,4908.9565,142,100,,1.0
[-0.055  0.894 -2.515 -2.132],4999.57,14300,-250.9216,100.0,10.0,1079198400000000.0,4818.564979863893,482.04,1.0,1,23945078.0,105415746000.0,0.030878607,5189.640118837357,-25388240.0,10.0,0.4189424,100.0,4337.4146,852.355,,-250.9216,4701425,27022.445,True,1.0,-1,-47513814000000.0,239211.0,,4818.565,143,100,,1.0
[-0.016  0.92  -2.506 -2.092],4999.6514,14400,-248.78198,100.0,10.0,1078755600000.0,4758.814171859743,476.01,1.0,1,23746560.0,3292631800.0,0.15861458,5236.28094291687,-25189770.0,10.0,0.4189424,100.0,131.78198,1048.9268,9.980047,-248.78198,4749026,655.80585,True,1.0,-1,-1502219200000.0,4500.421,,4758.814,144,100,,1.0
[ 0.046  0.913 -2.509 -2.089],4999.631,14500,-250.72772,100.0,10.0,2.4538112e+17,4554.671274575661,455.71,1.0,1,22263948.0,36560433000.0,0.074098796,5280.398504257202,-23707144.0,10.0,0.4189424,100.0,1463.1796,1232.444,,-250.72772,4794597,6804.211,True,1.0,-1,-714921000000000.0,50132.17,,4554.671,145,100,,1.0
