InitialReturnMin,Penalization,InitialReturnStd,InitialReturnMax,InitialBound,DivergenceHarmonic,MeanIW,MeanD2-0,Weights,MinTargetPdf,MaxIW,MeanEntropy,MinIW,ESSRenyiArithmetic,StdIW,VarianceInitializer,EpThisIter,EmpiricalD2Harmonic,ReturnStepMaxmin,MinBehavPdf,EpisodesSoFar,StdWReturnMean,ESSRenyiHarmonic,Iteration,Bound,ReturnStepMax,TimeElapsed,EpLenMean,EmpiricalD2Arithmetic,EpRewMean,LearnableVariance,ReturnMeanIW,TimestepsSoFar,InitialReturnMean,Inner Iteration,WReturnMean
,True,1554.9109,4999.51,-15207103.0,1.7034057e+32,44304.676,1.0,[-0.034  0.481 -1.689 -2.068],-244.40965,2258791.8,0.4189424,0.063471034,100.0,235865.73,-1,100,1.0,10.0,-244.40965,7300,,100.0,73,-1.8834463e+22,10.0,808.9078719615936,337.64,1.0,3368.4178375711745,,433568480000.0,1346305,3368.4175,1,13763987.0
,True,1639.9753,4999.2812,-14884929.0,11110547000.0,6.4951034,1.0,[ 0.028  0.473 -1.692 -2.063],-242.84523,88.43783,0.4189424,0.20854585,100.0,10.2291975,-1,100,1.0,10.0,-242.84523,7400,,100.0,74,-152187060000.0,10.0,827.8670198917389,328.69,1.0,3279.089139900777,,89492110.0,1379174,3279.0894,1,13441945.0
9.982023,True,1385.5128,4999.5137,-19845434.0,5.198214e+26,42786.316,1.0,[-0.024  0.497 -1.715 -2.074],-243.0277,1082358.8,0.4189424,0.08067194,100.0,159452.28,-1,100,1.0,10.0,-243.0277,7500,,100.0,75,-3.2901975e+19,10.0,851.5743210315704,406.54,1.0,4059.884623971423,,783424900000.0,1419828,4059.8843,1,18402310.0
19.962147,True,1739.6168,4999.3486,-16801654.0,153944110.0,15.431212,1.0,[ 0.029  0.525 -1.732 -2.074],-239.2578,253.57504,0.4189424,0.051552787,100.0,33.528255,-1,100,1.0,10.0,-239.2578,7600,,100.0,76,-18117698000.0,10.0,871.1983926296234,351.81,1.0,3511.7464693785155,,213795740.0,1455009,3511.7466,1,15358629.0
329.7197,True,1462.2655,4999.5024,-20323244.0,2.1056945e+16,651.31323,1.0,[-0.01   0.483 -1.742 -2.097],-239.24043,58764.473,0.4189424,0.055247344,100.0,5847.712,-1,100,1.0,10.0,-239.24043,7700,,100.0,77,-209422840000000.0,10.0,897.2589111328125,409.61,1.0,4091.6875955149385,,16127056000.0,1495970,4091.6875,1,18880126.0
19.969898,True,1444.5833,4999.4453,-13481680.0,1.8526647e+31,13863.553,1.0,[-0.047  0.439 -1.758 -2.116],-262.909,406316.0,0.4189424,0.10584404,100.0,47953.098,-1,100,1.0,10.0,-262.909,7800,,100.0,78,-6.2112847e+21,10.0,915.6285738945007,316.26,1.0,3154.644248000365,,143453130000.0,1527596,3154.6443,1,12038602.0
309.76172,True,1650.7817,4999.5547,-19372132.0,1.7056455e+29,48.60597,1.0,[ 0.012  0.459 -1.762 -2.112],-247.31119,2376.3367,0.4189424,0.28742433,100.0,238.83412,-1,100,1.0,10.0,-247.31119,7900,,100.0,79,-5.960002e+20,10.0,938.4890916347504,390.41,1.0,3899.2185328331198,,1103191700.0,1566637,3899.2188,1,17928986.0
,True,1342.7439,4999.3853,-12962364.0,1.9230992e+35,14240.209,1.0,[-0.049  0.467 -1.771 -2.108],-227.89938,598593.3,0.4189424,0.038379822,100.0,62796.164,-1,100,1.0,10.0,-227.89938,8000,,100.0,80,-6.328101e+23,10.0,956.9715278148651,312.61,1.0,3117.107821954154,,129144380000.0,1597898,3117.108,1,11519321.0
49.909855,True,1523.5098,4999.3853,-20794744.0,1.1110689e+27,44.439037,1.0,[ 0.012  0.475 -1.771 -2.103],-242.53139,1454.3999,0.4189424,0.17993692,100.0,162.61641,-1,100,1.0,10.0,-242.53139,8100,,100.0,81,-4.8099777e+19,10.0,982.139895439148,413.1,1.0,4126.816030778255,,1038899800.0,1639208,4126.8164,1,19351694.0
349.71277,True,1231.5579,4999.492,-14816192.0,9.596254e+26,6375.8833,1.0,[-0.049  0.485 -1.781 -2.103],-238.3107,101351.695,0.4189424,0.037233073,100.0,15615.092,-1,100,1.0,10.0,-238.3107,8200,,100.0,82,-4.4703552e+19,10.0,999.514270067215,345.16,1.0,3443.305060091009,,55726840000.0,1673724,3443.3054,1,13373084.0
19.963917,True,1660.0717,4999.5967,-19896230.0,6152459000000.0,22.757454,1.0,[ 0.013  0.49  -1.781 -2.108],-238.21481,500.5759,0.4189424,0.034244757,100.0,58.88111,-1,100,1.0,10.0,-238.21481,8300,,100.0,83,-3580104000000.0,10.0,1022.4991433620453,396.69,1.0,3961.972054590435,,510602300.0,1713393,3961.972,1,18453060.0
,True,1559.7446,4999.385,-16593769.0,6.026396e+21,6823.628,1.0,[-0.036  0.525 -1.794 -2.098],-245.18967,435554.44,0.4189424,0.022388803,100.0,43592.04,-1,100,1.0,10.0,-245.18967,8400,,100.0,84,-1.1202157e+17,10.0,1041.8076565265656,357.41,1.0,3566.219399703766,,81246510000.0,1749134,3566.2197,1,15150723.0
19.961336,True,1720.5908,4999.526,-18087990.0,1.3836614e+16,12.772497,1.0,[ 0.015  0.489 -1.794 -2.098],-236.85799,189.92763,0.4189424,0.2549938,100.0,23.576199,-1,100,1.0,10.0,-236.85799,8500,,100.0,85,-169751080000000.0,10.0,1065.2014605998993,370.46,1.0,3699.247307165724,,239491470.0,1786180,3699.2476,1,16644862.0
,True,1352.943,4999.535,-17506880.0,46574560.0,12.273218,1.0,[-0.04   0.5   -1.816 -2.112],-243.3461,113.981735,0.4189424,0.07367489,100.0,19.567764,-1,100,1.0,10.0,-243.3461,8600,,100.0,86,-9992402000.0,10.0,1089.4301054477692,378.05,1.0,3772.703542420956,,143835330.0,1823985,3772.7039,1,16063746.0
,True,1128.7351,4999.5376,-23161510.0,4002846900000.0,87.5637,1.0,[-0.012  0.512 -1.817 -2.111],-256.18408,3460.9277,0.4189424,0.10398389,100.0,359.61377,-1,100,1.0,10.0,-256.18408,8700,,100.0,87,-2889277500000.0,10.0,1115.7351806163788,452.5,1.0,4521.540341021469,,2033131300.0,1869235,4521.5405,1,21718370.0
339.7423,True,1278.094,4999.626,-16970152.0,2.5502417e+29,27196.412,1.0,[-0.039  0.465 -1.829 -2.139],-234.52356,768773.2,0.4189424,0.018713396,100.0,109374.055,-1,100,1.0,10.0,-234.52356,8800,,100.0,88,-7.287945e+20,10.0,1134.8333010673523,373.52,1.0,3727.390862612183,,323356030000.0,1906587,3727.3914,1,15526967.0
,True,1462.623,4999.459,-20210156.0,2194593800000000.0,26.517183,1.0,[ 0.02   0.483 -1.83  -2.133],-243.74683,840.61255,0.4189424,0.063109845,100.0,87.87517,-1,100,1.0,10.0,-243.74683,8900,,100.0,89,-67602945000000.0,10.0,1157.3384420871735,408.28,1.0,4077.71986740719,,489704480.0,1947415,4077.7197,1,18767064.0
,True,1297.085,4999.595,-17317626.0,2.0858336e+28,53160.734,1.0,[-0.035  0.469 -1.839 -2.157],-242.3997,1758155.8,0.4189424,0.02366967,100.0,206165.89,-1,100,1.0,10.0,-242.3997,9000,,100.0,90,-2.0842455e+20,10.0,1178.485015630722,377.44,1.0,3767.231032526605,,469531850000.0,1985159,3767.2312,1,15874458.0
,True,1658.6765,4999.5923,-19769790.0,3.498315e+21,10.189914,1.0,[ 0.023  0.489 -1.838 -2.15 ],-246.79854,137.89792,0.4189424,0.031012712,100.0,16.843159,-1,100,1.0,10.0,-246.79854,9100,,100.0,91,-8.535678e+16,10.0,1200.8672370910645,395.1,1.0,3946.570142610111,,185701810.0,2024669,3946.57,1,18326622.0
,True,1478.0409,4999.506,-19613880.0,52823920.0,11.963629,1.0,[-0.034  0.511 -1.847 -2.142],-262.0097,149.6,0.4189424,0.10935396,100.0,21.826725,-1,100,1.0,10.0,-262.0097,9200,,100.0,92,-10687249000.0,10.0,1223.1080858707428,400.43,1.0,3998.2692815195496,,198858480.0,2064712,3998.269,1,18170762.0
349.7212,True,1231.6487,4999.5977,-22840818.0,65180570.0,3.4852576,1.0,[-0.004  0.502 -1.848 -2.146],-248.73018,21.736872,0.4189424,0.09706276,100.0,3.379416,-1,100,1.0,10.0,-248.73018,9300,,100.0,93,-11727299000.0,10.0,1246.2979328632355,446.23,1.0,4458.776219604633,,76154370.0,2109335,4458.7764,1,21397644.0
389.67322,True,1370.0801,4999.5254,-18806662.0,1.481388e+17,1868.966,1.0,[-0.031  0.49  -1.852 -2.155],-235.07637,37207.344,0.4189424,0.06536951,100.0,5302.715,-1,100,1.0,10.0,-235.07637,9400,,100.0,94,-555458260000000.0,10.0,1267.8856463432312,394.12,1.0,3935.2778937126013,,25704772000.0,2148747,3935.2778,1,17363532.0
319.73138,True,1376.7372,4999.643,-22542236.0,154946770.0,39.51217,1.0,[ 0.011  0.53  -1.861 -2.135],-240.36993,1485.8033,0.4189424,0.036574256,100.0,157.35394,-1,100,1.0,10.0,-240.36993,9500,,100.0,95,-18853122000.0,10.0,1292.2261638641357,438.58,1.0,4382.195005811926,,888892100.0,2192605,4382.195,1,21099036.0
,True,1308.8518,4999.533,-22600912.0,2.3375358e+17,227.36168,1.0,[ 1.359e-03  4.717e-01 -1.867e+00 -2.154e+00],-249.04282,14273.096,0.4189424,0.072528236,100.0,1434.3472,-1,100,1.0,10.0,-249.04282,9600,,100.0,96,-697719500000000.0,10.0,1314.3623130321503,441.31,1.0,4409.612593371438,,5566377500.0,2236736,4409.6123,1,21157776.0
1109.5756,True,1201.8253,4999.4688,-16132899.0,4.9034277e+28,34922.043,1.0,[-0.036  0.431 -1.886 -2.176],-257.54288,1978135.8,0.4189424,0.03593587,100.0,205377.73,-1,100,1.0,10.0,-257.54288,9700,,100.0,97,-3.1954865e+20,10.0,1332.6477591991425,364.74,1.0,3639.4260701878497,,278184460000.0,2273210,3639.426,1,14689805.0
9.980753,True,1536.6934,4999.544,-21065340.0,40149050000.0,12.661598,1.0,[ 0.018  0.462 -1.885 -2.181],-244.6821,183.75302,0.4189424,0.091964506,100.0,23.963446,-1,100,1.0,10.0,-244.6821,9800,,100.0,98,-289422400000.0,10.0,1356.2313430309296,415.88,1.0,4154.608411233255,,262714320.0,2314798,4154.608,1,19622198.0
,True,1236.0526,4999.489,-20754068.0,1.2768134e+30,164072.48,1.0,[-0.019  0.443 -1.902 -2.225],-237.70807,8231109.5,0.4189424,0.015488879,100.0,924808.0,-1,100,1.0,10.0,-237.70807,9900,,100.0,99,-1.6306256e+21,10.0,1378.4240462779999,422.24,1.0,4217.004898793856,,3322188000000.0,2357022,4217.005,1,19310958.0
9.980964,True,1658.5605,4999.586,-20141978.0,115016750000.0,14.395254,1.0,[ 0.033  0.478 -1.906 -2.224],-249.18767,345.7983,0.4189424,0.1587744,100.0,36.682877,-1,100,1.0,10.0,-249.18767,10000,,100.0,100,-489686430000.0,10.0,1401.0651001930237,399.78,1.0,3993.493466018061,,259327780.0,2397000,3993.4934,1,18698814.0
9.980101,True,1389.001,4999.5664,-21660528.0,3066311700.0,33.421165,1.0,[-0.017  0.444 -1.92  -2.228],-243.75406,895.3737,0.4189424,0.23002346,100.0,124.53989,-1,100,1.0,10.0,-243.75406,10100,,100.0,101,-80410230000.0,10.0,1426.5702641010284,428.03,1.0,4276.453039122988,,498193000.0,2439803,4276.4526,1,20217374.0
,True,1159.7094,4999.4736,-23261982.0,4.42086e+25,15073.24,1.0,[ 0.014  0.447 -1.921 -2.223],-256.15256,850876.5,0.4189424,0.06984984,100.0,102275.32,-1,100,1.0,10.0,-256.15256,10200,,100.0,102,-9.594919e+18,10.0,1449.7704119682312,452.81,1.0,4524.815351442247,,294377060000.0,2485084,4524.8154,1,21818880.0
,True,1790.7748,4999.4814,-18217480.0,1.6745808e+31,1363.6433,1.0,[ 0.059  0.488 -1.929 -2.232],-252.1669,38007.25,0.4189424,0.10649528,100.0,4603.229,-1,100,1.0,10.0,-252.1669,10300,,100.0,103,-5.905305e+21,10.0,1472.0946869850159,368.87,1.0,3683.4093260476884,,30445656000.0,2521971,3683.4094,1,16774378.0
,True,1210.9376,4999.5557,-17210290.0,6.100057e+28,36465.816,1.0,[-0.048  0.506 -1.979 -2.269],-239.1575,1186401.0,0.4189424,0.05071638,100.0,145549.52,-1,100,1.0,10.0,-239.1575,10400,,100.0,104,-3.5642578e+20,10.0,1493.1173648834229,378.9,1.0,3781.636601900871,,390673370000.0,2559861,3781.637,1,15767145.0
339.74622,True,1284.0607,4999.596,-23288668.0,3.2741275e+30,36.71486,1.0,[ 0.014  0.513 -1.981 -2.274],-251.0238,1228.3208,0.4189424,0.05608654,100.0,145.08612,-1,100,1.0,10.0,-251.0238,10500,,100.0,105,-2.6113016e+21,10.0,1517.8656799793243,449.67,1.0,4494.071823578391,,848209540.0,2604828,4494.072,1,21845494.0
,True,1277.6594,4999.5586,-18077740.0,152431090.0,10.73413,1.0,[-0.044  0.51  -2.    -2.262],-242.89206,78.089,0.4189424,0.036350597,100.0,15.259299,-1,100,1.0,10.0,-242.89206,10600,,100.0,106,-17935150000.0,10.0,1540.9239411354065,388.03,1.0,3873.2647532639876,,117949050.0,2643631,3873.2646,1,16634593.0
9.9808235,True,1145.8279,4999.6978,-23743514.0,102687610.0,40.92689,1.0,[-0.013  0.509 -2.    -2.267],-235.42386,823.2223,0.4189424,0.25395897,100.0,130.20673,-1,100,1.0,10.0,-235.42386,10700,,100.0,107,-15288937000.0,10.0,1565.1432259082794,458.38,1.0,4581.196385438612,,664273340.0,2689469,4581.1963,1,22300280.0
,True,1273.8455,4999.5894,-23127568.0,2488569600.0,36.304222,1.0,[ 0.018  0.506 -2.001 -2.262],-236.15498,566.50024,0.4189424,0.03508628,100.0,97.697296,-1,100,1.0,10.0,-236.15498,10800,,100.0,108,-72853970000.0,10.0,1590.0284314155579,448.21,1.0,4479.030619160843,,862184600.0,2734290,4479.0303,1,21684398.0
19.967213,True,829.2145,4999.528,-24933470.0,5.0796665e+35,2624946.8,1.0,[-0.016  0.552 -2.006 -2.236],-258.98712,117628070.0,0.4189424,0.1184493,100.0,15391672.0,-1,100,1.0,10.0,-258.98712,10900,,100.0,109,-1.02852524e+24,10.0,1620.3956146240234,477.74,1.0,4775.22120056426,,62058710000000.0,2782064,4775.2207,1,23490334.0
,True,1480.6819,4999.5376,-21710520.0,90229790.0,5.177185,1.0,[ 0.045  0.548 -2.01  -2.247],-240.956,34.5483,0.4189424,0.028811028,100.0,6.2742147,-1,100,1.0,10.0,-240.956,11000,,100.0,110,-13802951000.0,10.0,1646.8042557239532,425.5,1.0,4251.466267387673,,94952970.0,2824614,4251.4663,1,20267382.0
39.924,True,731.2665,4999.5464,-25228300.0,2.8622234e+18,79.27711,1.0,[-0.008  0.521 -2.023 -2.233],-238.06834,1905.0167,0.4189424,0.028956467,100.0,291.21906,-1,100,1.0,10.0,-238.06834,11100,,100.0,111,-2441477000000000.0,10.0,1678.6033217906952,482.39,1.0,4821.867180065954,,1976494700.0,2872853,4821.8667,1,23785154.0
1669.5177,True,889.2082,4999.616,-20547368.0,7.494282e+31,60466.83,1.0,[-0.044  0.553 -2.047 -2.201],-240.56935,1733329.8,0.4189424,0.012534475,100.0,207295.52,-1,100,1.0,10.0,-240.56935,11200,,100.0,112,-1.2493315e+22,10.0,1707.3543469905853,428.55,1.0,4279.426978304586,,849302400000.0,2915708,4279.427,1,19104184.0
289.89594,True,878.6825,4999.684,-25097764.0,3.4285608e+30,11.692116,1.0,[ 0.018  0.561 -2.048 -2.204],-247.84969,124.45498,0.4189424,0.0014714831,100.0,16.924244,-1,100,1.0,10.0,-247.84969,11300,,100.0,113,-2.6722705e+21,10.0,1738.139657497406,478.53,1.0,4783.561031848239,,272371100.0,2963561,4783.561,1,23654538.0
359.69885,True,935.6482,4999.6035,-21313456.0,2.1323012e+30,103071.74,1.0,[-0.039  0.54  -2.059 -2.207],-255.6801,1295631.4,0.4189424,0.047459334,100.0,259264.69,-1,100,1.0,10.0,-255.6801,11400,,100.0,114,-2.107341e+21,10.0,1767.5445804595947,436.39,1.0,4358.307167644907,,1262477400000.0,3007200,4358.3076,1,19870278.0
9.981762,True,1184.4742,4999.658,-23758378.0,57630190000.0,23.088186,1.0,[ 0.023  0.536 -2.06  -2.209],-245.52077,363.07983,0.4189424,0.12951672,100.0,56.36844,-1,100,1.0,10.0,-245.52077,11500,,100.0,115,-346911740000.0,10.0,1792.1921343803406,457.57,1.0,4572.984681544464,,458187460.0,3052957,4572.985,1,22315168.0
329.79663,True,591.2726,4999.5464,-25230778.0,558701740000.0,2576.765,1.0,[-0.019  0.582 -2.061 -2.202],-255.63316,204657.97,0.4189424,0.0340369,100.0,20531.26,-1,100,1.0,10.0,-255.63316,11600,,100.0,116,-1138617400000.0,10.0,1819.1904563903809,484.36,1.0,4841.283604958052,,59942326000.0,3101393,4841.283,1,23787630.0
9.981147,True,936.66626,4999.586,-24239338.0,4817750000000.0,21.572159,1.0,[ 0.008  0.633 -2.055 -2.179],-250.09276,598.4348,0.4189424,0.055774186,100.0,66.67711,-1,100,1.0,10.0,-250.09276,11700,,100.0,117,-3168094700000.0,10.0,1843.9474754333496,468.41,1.0,4681.754694619552,,500242000.0,3148234,4681.755,1,22796170.0
,True,1160.0375,4999.5874,-22919636.0,3.2980063e+33,77333.71,1.0,[-0.032  0.594 -2.065 -2.205],-241.19963,2804599.2,0.4189424,0.018666627,100.0,334915.75,-1,100,1.0,10.0,-241.19963,11800,,100.0,118,-8.28769e+22,10.0,1869.675880908966,449.06,1.0,4486.733620739867,,886293660000.0,3193140,4486.734,1,21476466.0
9.981254,True,1274.6925,4999.385,-22984662.0,41776685000.0,9.182849,1.0,[ 0.021  0.627 -2.065 -2.196],-237.41516,141.89803,0.4189424,0.042652767,100.0,18.120695,-1,100,1.0,10.0,-237.41516,11900,,100.0,119,-295142160000.0,10.0,1897.39857339859,446.59,1.0,4462.820767386501,,198219070.0,3237799,4462.821,1,21541610.0
,True,782.1079,4999.451,-24598186.0,3.723028e+26,45352.01,1.0,[-0.028  0.588 -2.069 -2.19 ],-255.13156,2294502.5,0.4189424,0.05225129,100.0,240310.44,-1,100,1.0,10.0,-255.13156,12000,,100.0,120,-2.7844035e+19,10.0,1923.4415230751038,475.08,1.0,4747.989119834465,,813715300000.0,3285307,4747.9893,1,23155094.0
,True,1326.0924,4999.5884,-22543282.0,1995262500.0,12.669465,1.0,[ 0.021  0.625 -2.07  -2.177],-252.1026,126.677475,0.4189424,0.056751136,100.0,21.328718,-1,100,1.0,10.0,-252.1026,12100,,100.0,121,-64728640000.0,10.0,1945.6083171367645,440.12,1.0,4397.907999501852,,266031900.0,3329319,4397.908,1,21100114.0
1529.1586,True,617.52026,4999.522,-24637390.0,460490460.0,29.37369,1.0,[-0.029  0.6   -2.076 -2.205],-253.62494,475.83423,0.4189424,0.121573195,100.0,87.43899,-1,100,1.0,10.0,-253.62494,12200,,100.0,122,-31433034000.0,10.0,1971.902408838272,477.89,1.0,4776.287757961907,,465495400.0,3377108,4776.2876,1,23194256.0
,True,833.47253,4999.547,-25277032.0,1.9941715e+27,27.045631,1.0,[ 0.002  0.603 -2.076 -2.205],-241.41005,953.4986,0.4189424,0.08287789,100.0,97.19857,-1,100,1.0,10.0,-241.41005,12300,,100.0,123,-6.4443916e+19,10.0,1996.5320372581482,481.2,1.0,4810.32326222349,,668993150.0,3425228,4810.323,1,23833884.0
,True,1329.8378,4999.5996,-19938886.0,5.1060396e+26,21370.467,1.0,[-0.048  0.569 -2.078 -2.221],-249.01874,458201.7,0.4189424,0.0188665,100.0,65479.777,-1,100,1.0,10.0,-249.01874,12400,,100.0,124,-3.2610083e+19,10.0,2021.330317735672,409.57,1.0,4089.895543924602,,359732770000.0,3466185,4089.8955,1,18495714.0
,True,1266.8159,4999.5024,-23337564.0,5.808472e+32,44.54937,1.0,[ 0.009  0.589 -2.078 -2.207],-246.4587,2953.5208,0.4189424,0.13021424,100.0,293.50693,-1,100,1.0,10.0,-246.4587,12500,,100.0,125,-3.4779544e+22,10.0,2048.836995601654,450.7,1.0,4504.400161270247,,1047818430.0,3511255,4504.4004,1,21894444.0
,True,1160.4137,4999.6035,-19284628.0,1.5095564e+29,13202.411,1.0,[-0.049  0.569 -2.084 -2.215],-255.0025,440594.47,0.4189424,0.027152322,100.0,51041.53,-1,100,1.0,10.0,-255.0025,12600,,100.0,126,-5.60706e+20,10.0,2074.2912986278534,406.78,1.0,4061.3907001707116,,139810370000.0,3551933,4061.3906,1,17841454.0
9.9800205,True,1254.4899,4999.5938,-23174330.0,4.3232406e+27,98.334274,1.0,[ 0.012  0.553 -2.082 -2.218],-238.71402,5578.0073,0.4189424,0.023081178,100.0,563.29706,-1,100,1.0,10.0,-238.71402,12700,,100.0,127,-9.488849e+19,10.0,2099.950591802597,449.24,1.0,4489.700881576928,,2396472800.0,3596857,4489.7007,1,21731158.0
19.96549,True,1274.2344,4999.5044,-16832100.0,2.070458e+31,33032.65,1.0,[-0.05   0.561 -2.082 -2.216],-239.96083,2255691.8,0.4189424,0.09316221,100.0,225490.02,-1,100,1.0,10.0,-239.96083,12800,,100.0,128,-6.5663873e+21,10.0,2121.695609807968,371.74,1.0,3710.163102627907,,369113040000.0,3634031,3710.1628,1,15388984.0
29.949528,True,1015.4425,4999.5757,-24911678.0,101661040000000.0,16.148249,1.0,[ 0.01   0.556 -2.085 -2.231],-241.4383,188.16226,0.4189424,0.12018983,100.0,28.454624,-1,100,1.0,10.0,-241.4383,12900,,100.0,129,-14551055000000.0,10.0,2142.7587270736694,473.85,1.0,4736.812199783903,,386405800.0,3681416,4736.8125,1,23468514.0
639.7376,True,905.2944,4999.5376,-22006596.0,1.8342648e+29,379865.9,1.0,[-0.039  0.593 -2.095 -2.229],-247.28577,23707280.0,0.4189424,0.07158488,100.0,2478492.5,-1,100,1.0,10.0,-247.28577,13000,,100.0,130,-6.180592e+20,10.0,2167.5036313533783,444.84,1.0,4443.410900393422,,6335433300000.0,3725900,4443.4106,1,20563456.0
299.76184,True,1038.7565,4999.4966,-23844462.0,1.8797516e+24,12439.215,1.0,[ 0.022  0.605 -2.096 -2.236],-235.52406,822310.25,0.4189424,0.072985634,100.0,91359.79,-1,100,1.0,10.0,-235.52406,13100,,100.0,131,-1.978528e+18,10.0,2193.391914367676,462.02,1.0,4617.611099084355,,310755160000.0,3772102,4617.611,1,22401344.0
,True,1645.2574,4999.3647,-19568316.0,5.4323657e+22,5085.836,1.0,[ 0.083  0.614 -2.09  -2.227],-238.33775,195775.31,0.4189424,0.14300363,100.0,22291.328,-1,100,1.0,10.0,-238.33775,13200,,100.0,132,-3.363285e+17,10.0,2214.7288007736206,393.14,1.0,3926.628048458687,,119586365000.0,3811416,3926.6282,1,18125278.0
319.77286,True,818.4608,4999.5596,-24856222.0,477956260.0,43.581486,1.0,[-0.017  0.56  -2.108 -2.277],-252.28746,1396.4222,0.4189424,0.13465554,100.0,175.8221,-1,100,1.0,10.0,-252.28746,13300,,100.0,133,-32377537000.0,10.0,2238.2638885974884,477.11,1.0,4768.982176850534,,827711900.0,3859127,4768.982,1,23413068.0
9.981061,True,1100.0493,4999.5537,-24443606.0,4.2778885e+31,1517481.2,1.0,[ 0.014  0.563 -2.108 -2.28 ],-240.54248,149619870.0,0.4189424,0.00884336,100.0,14885227.0,-1,100,1.0,10.0,-240.54248,13400,,100.0,134,-9.4387955e+21,10.0,2270.329477071762,466.99,1.0,4668.012965869389,,37906446000000.0,3905826,4668.013,1,23000456.0
909.3546,True,701.075,4999.6455,-24690748.0,3.6665197e+27,7730.7183,1.0,[-0.032  0.674 -2.137 -2.267],-253.06653,699015.3,0.4189424,0.012419484,100.0,69602.28,-1,100,1.0,10.0,-253.06653,13500,,100.0,135,-8.738659e+19,10.0,2299.789860010147,477.31,1.0,4770.329076438243,,191003230000.0,3953557,4770.329,1,23247544.0
1579.3076,True,1079.2378,4999.5596,-13575647.0,7.2089857e+21,4531.419,1.0,[-0.085  0.647 -2.139 -2.284],-255.12584,100400.45,0.4189424,0.015291151,100.0,13992.738,-1,100,1.0,10.0,-255.12584,13600,,100.0,136,-1.2252934e+17,10.0,2318.5342090129852,332.06,1.0,3311.759321541307,,33368482000.0,3986763,3311.7593,1,12132503.0
2379.4858,True,410.45926,4999.6133,-25404704.0,419513180.0,38.561817,1.0,[-0.029  0.673 -2.139 -2.275],-245.97498,665.7712,0.4189424,0.20377706,100.0,116.867195,-1,100,1.0,10.0,-245.97498,13700,,100.0,137,-30245675000.0,10.0,2348.0920417308807,488.0,1.0,4877.811331650793,,686996860.0,4035563,4877.8115,1,23961518.0
,True,953.63904,4999.603,-24923090.0,1.0517201e+29,73.3399,1.0,[ 7.317e-04  6.663e-01 -2.143e+00 -2.276e+00],-252.02591,5792.25,0.4189424,0.3039421,100.0,575.46,-1,100,1.0,10.0,-252.02591,13800,,100.0,138,-4.6801576e+20,10.0,2378.224620580673,475.27,1.0,4750.840433523411,,1817964300.0,4083090,4750.8403,1,23479910.0
,True,1037.2421,4999.5957,-20878014.0,1.8169969e+30,77715.49,1.0,[-0.059  0.684 -2.141 -2.276],-252.90143,2794773.5,0.4189424,0.120208174,100.0,317042.38,-1,100,1.0,10.0,-252.90143,13900,,100.0,139,-1.9452985e+21,10.0,2399.6112592220306,429.05,1.0,4284.737140020285,,1220670300000.0,4125995,4284.7373,1,19434842.0
,True,862.89526,4999.506,-25249882.0,2.9383218e+16,9.303367,1.0,[ 0.003  0.684 -2.139 -2.285],-239.54597,95.69124,0.4189424,0.0904062,100.0,14.639512,-1,100,1.0,10.0,-239.54597,14000,,100.0,140,-247368050000000.0,10.0,2427.476488351822,480.39,1.0,4802.308740021063,,227497600.0,4174034,4802.3086,1,23806758.0
49.918896,True,1036.1138,4999.568,-21271124.0,5.6453046e+30,102753.15,1.0,[-0.055  0.692 -2.139 -2.307],-248.88895,3905642.2,0.4189424,0.029897533,100.0,432544.28,-1,100,1.0,10.0,-248.88895,14100,,100.0,141,-3.4288463e+21,10.0,2453.9359545707703,433.6,1.0,4330.639263036356,,1079765040000.0,4217394,4330.639,1,19827968.0
39.928757,True,1019.52246,4999.6704,-24686600.0,3.505642e+21,15.673254,1.0,[ 0.007  0.698 -2.138 -2.304],-250.54715,338.74796,0.4189424,0.15227303,100.0,37.899837,-1,100,1.0,10.0,-250.54715,14200,,100.0,142,-8.544879e+16,10.0,2485.5965065956116,471.4,1.0,4712.107202683219,,372087420.0,4264534,4712.1074,1,23243380.0
,True,883.97125,4999.6353,-22267662.0,9637560000000000.0,3127.0422,1.0,[-0.048  0.672 -2.145 -2.316],-244.24275,141909.61,0.4189424,0.12633513,100.0,18199.332,-1,100,1.0,10.0,-244.24275,14300,,100.0,143,-141747580000000.0,10.0,2513.9190995693207,448.19,1.0,4476.947695090255,,70521500000.0,4309353,4476.948,1,20824464.0
,True,845.80554,4999.5967,-23139574.0,2003755000000000.0,434.98312,1.0,[-0.03   0.609 -2.194 -2.41 ],-238.1885,13059.412,0.4189424,0.031615697,100.0,1543.35,-1,100,1.0,10.0,-238.1885,14400,,100.0,144,-64608417000000.0,10.0,2539.1403527259827,458.46,1.0,4580.5039474188925,,8554785000.0,4355199,4580.5044,1,21696400.0
,True,815.49084,4999.6826,-25240204.0,8.7162295e+24,79295.83,1.0,[ 0.007  0.565 -2.195 -2.434],-255.09862,7466203.5,0.4189424,0.08100993,100.0,742897.25,-1,100,1.0,10.0,-255.09862,14500,,100.0,145,-4.2607766e+18,10.0,2567.0002188682556,481.14,1.0,4809.569247831178,,1981899900000.0,4403313,4809.5693,1,23796980.0
