Iteration,EmpiricalD2,MeanIWNorm,EpLenMean,EpRewMean,VarianceInit,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,InitialReturnMin,LearnableVariance,Bound,J_sample_variance,OptimizationReturnMean,InitialBound,OptimizationReturnMin,ESSClassic,TimeElapsed,StdIWNorm,EpisodesSoFar,MeanIW,ReturnStepMax,MaxIW,EpThisIter,TimestepsSoFar,OptimizationReturnMax,ReturnMeanIW,Weights,MeanEntropy,InitialReturnMean,ESSRenyi,MinIWNorm,StdIW,InitialReturnMax
268,10.347232,0.01743279,477.85,4776.935022008718,-1,0.5965655,923.5355,0.031645786,10.0,179.8157,True,6546.2544,1103289700.0,4597.119,4164.573,,6.0773993,6936.222213506699,0.06853195,26800,1.743279,10.0,59.65655,100,9572801,4820.096,8516.045,[-0.088  1.287 -1.824 -2.017 -2.342],-0.94458014,4776.9355,9.66442,0.00031645785,6.853195,4999.912
269,3.0115411,0.0118795205,478.44,4782.63116466856,-1,0.15325683,814.2494,0.014313461,10.0,729.4305,True,4812.3027,56505684.0,4053.201,4170.2695,,31.981028,6965.346221446991,0.01732478,26900,1.1879519,10.0,15.325684,100,9620645,4270.4824,5874.983,[-0.095  1.296 -1.802 -2.008 -2.364],-0.95334923,4782.6313,33.20559,0.0001431346,1.7324777,4999.913
270,2.1326249,0.01166585,490.77,4906.497162495096,-1,0.062025364,562.8583,0.071122445,10.0,539.5534,True,4887.8613,18633908.0,4366.9443,4294.133,,60.40035,6994.583178758621,0.009445879,27000,1.166585,10.0,6.2025366,100,9669722,4460.3813,5782.1284,[-0.099  1.293 -1.809 -2.019 -2.372],-0.9575146,4906.4976,46.89057,0.00071122445,0.94458795,4999.9346
271,8.82969,0.015461794,486.57,4864.575852727578,-1,0.23731297,739.43304,0.0038784433,10.0,359.7047,True,5667.451,275717250.0,4504.871,4252.215,,15.874374,7023.602571249008,0.035593916,27100,1.5461795,10.0,23.731298,100,9718379,4640.1987,7487.0684,[-0.095  1.28  -1.812 -2.015 -2.376],-1.0022773,4864.576,11.325426,3.878443e-05,3.5593917,4999.9033
272,4.1929307,0.012589807,489.68,4895.504177878905,-1,0.26642886,629.7954,0.01584843,10.0,,True,4958.156,187475180.0,4895.5044,4283.143,,17.630194,7054.164469718933,0.027212871,27200,1.2589805,10.0,26.642887,100,9767347,4999.9097,6212.0664,[-0.091  1.284 -1.8   -2.012 -2.421],-0.99926764,4895.5044,23.849667,0.0001584843,2.721288,4999.9097
273,4.7389,0.012697544,500.0,4999.029285171734,-1,0.23666969,0.79124385,0.02096957,10.0,4996.807,True,5014.324,40662080.0,2.2222853,4386.668,,19.780952,7086.530864953995,0.02557024,27300,1.2697544,10.0,23.66697,100,9817347,3.104004,6347.375,[-0.095  1.275 -1.796 -2.016 -2.418],-1.0076143,4999.0293,21.101942,0.00020969569,2.5570242,4999.911
274,3.7075918,0.012851949,489.7,4895.810398463392,-1,0.17531894,613.41504,0.009784857,10.0,189.82324,True,5213.2803,89690740.0,4705.9873,4283.4443,,30.160673,7117.922229766846,0.019556828,27400,1.2851949,10.0,17.531895,100,9866317,4810.122,6392.397,[-0.087  1.262 -1.803 -2.011 -2.427],-1.0165366,4895.8105,26.971685,9.784856e-05,1.955683,4999.9453
275,4.0981803,0.012548293,490.97,4908.66290737299,-1,0.19042474,633.58435,0.021515153,10.0,379.6545,True,4980.5356,149197730.0,4529.009,4296.3037,,18.598282,7149.074903964996,0.026252152,27500,1.2548293,10.0,19.042475,100,9915414,4620.2344,6220.1924,[-0.09   1.253 -1.796 -2.016 -2.435],-1.0235791,4908.663,24.401073,0.00021515152,2.6252158,4999.8887
276,6.272685,0.015313341,493.06,4929.5837231111545,-1,0.23684268,532.49133,0.005562256,10.0,,True,6063.3745,230124100.0,4929.584,4317.216,,20.505316,7181.680552482605,0.030151282,27600,1.5313343,10.0,23.684269,100,9964720,4999.9604,7597.0693,[-0.085  1.259 -1.799 -2.008 -2.443],-1.0564585,4929.584,15.942137,5.562256e-05,3.0151284,4999.9604
277,3.4498713,0.013450751,496.34,4962.5360165262755,-1,0.11477495,365.18695,0.06357452,10.0,1328.9767,True,5549.7744,42836016.0,3633.5593,4350.1694,,38.45225,7211.365234613419,0.017017344,27700,1.3450752,10.0,11.477495,100,10014354,3670.9722,6687.173,[-0.095  1.258 -1.807 -2.005 -2.475],-1.0620575,4962.5356,28.98659,0.00063574524,1.7017344,4999.9487
278,2.3814716,0.011429805,500.0,4999.181556084966,-1,0.17170824,0.68939906,0.026269866,10.0,4996.283,True,4768.829,32941000.0,2.8984375,4386.8154,,29.31117,7240.526374101639,0.01774997,27800,1.1429805,10.0,17.170824,100,10064354,3.6635742,5713.8335,[-0.086  1.262 -1.811 -2.003 -2.481],-1.0730777,4999.1816,41.99084,0.00026269865,1.7749969,4999.947
279,30.078623,0.02363061,491.12,4910.200146076233,-1,0.9072201,625.0279,0.007004539,10.0,189.7992,True,8267.897,2289816000.0,4720.4004,4297.837,,5.392782,7268.978431940079,0.09897616,27900,2.3630612,10.0,90.722015,100,10113466,4810.125,11626.341,[-0.092  1.267 -1.813 -2.    -2.492],-1.0797731,4910.2,3.3246202,7.004539e-05,9.897616,4999.9243
280,3.1703727,0.013725119,484.28,4841.656105454443,-1,0.27520046,798.0548,0.06917953,10.0,349.6693,True,5674.9155,172238450.0,4491.9863,4229.292,,19.373829,7298.253832817078,0.027999245,28000,1.3725117,10.0,27.520046,100,10161894,4650.264,6765.263,[-0.089  1.277 -1.81  -1.99  -2.499],-1.0794079,4841.656,31.542032,0.00069179526,2.7999246,4999.9336
281,19.691637,0.021223811,495.19,4950.9328683404765,-1,0.519176,479.51428,0.012035281,10.0,179.83194,True,7866.8584,822288400.0,4771.101,4338.5674,,11.395059,7331.454378604889,0.0591826,28100,2.1223812,10.0,51.917603,100,10211413,4820.1094,10584.245,[-0.097  1.283 -1.822 -1.986 -2.498],-1.0319779,4950.933,5.078298,0.00012035281,5.91826,4999.9414
282,4.4708595,0.013812728,492.43,4923.206668657567,-1,0.1633703,532.9441,0.03062912,10.0,909.1848,True,5230.132,76469750.0,4014.0222,4310.841,,27.354965,7360.7820353508,0.022509422,28200,1.3812728,10.0,16.33703,100,10260656,4090.7615,6524.943,[-0.098  1.284 -1.82  -1.978 -2.451],-1.022766,4923.207,22.367064,0.00030629121,2.2509422,4999.9463
283,8.002586,0.014663825,479.13,4789.422253191391,-1,0.45168707,787.2997,0.00036939516,10.0,909.24536,True,5456.1284,349514800.0,3880.1772,4177.0586,,9.485104,7388.285593748093,0.045298755,28300,1.4663825,10.0,45.16871,100,10308569,4090.682,7188.434,[-0.088  1.281 -1.815 -1.984 -2.442],-1.018986,4789.4224,12.49596,3.6939516e-06,4.5298758,4999.9272
284,1.5497745,0.011384995,473.61,4734.424696208898,-1,0.04076698,1026.1796,0.040733222,10.0,,True,4741.7427,14032790.0,4734.425,4122.0586,,72.00709,7415.621865034103,0.007098541,28400,1.1384993,10.0,4.0766983,100,10355930,4999.9443,5504.076,[-0.083  1.277 -1.814 -1.999 -2.438],-1.0320861,4734.425,64.52551,0.0004073322,0.7098541,4999.9443
285,2.821624,0.012365084,490.74,4906.362368902588,-1,0.07435555,584.8283,0.014850849,10.0,,True,5102.236,33408114.0,4906.3623,4293.999,,53.8918,7443.713045835495,0.011437335,28500,1.2365084,10.0,7.4355555,100,10405004,4999.9243,6130.8647,[-0.083  1.283 -1.846 -2.003 -2.451],-1.0257567,4906.3623,35.440582,0.0001485085,1.1437335,4999.9243
286,17.329607,0.021618655,486.17,4860.736863253843,-1,0.5807776,789.78284,0.0040221997,10.0,9.980401,True,8163.784,1372984400.0,4850.7563,4248.371,,7.893395,7472.167433023453,0.073848575,28600,2.1618655,10.0,58.077763,100,10453621,4989.959,10712.989,[-0.08   1.27  -1.851 -2.002 -2.445],-1.0288733,4860.7373,5.770471,4.0221996e-05,7.384858,4999.9395
287,40.562115,0.028473727,490.38,4902.874504698219,-1,1.511253,674.72015,0.004441152,10.0,179.83206,True,10262.783,5848139300.0,4723.042,4290.5117,,3.14936,7502.903109788895,0.15790087,28700,2.8473732,10.0,151.1253,100,10502659,4820.084,14162.819,[-0.095  1.278 -1.856 -2.001 -2.448],-1.0086011,4902.8745,2.4653547,4.4411518e-05,15.790088,4999.916
288,25.648582,0.018009113,500.0,4999.235641690762,-1,1.0615165,0.6051699,0.014748551,10.0,4997.312,True,5902.465,81813620.0,1.9237452,4386.8765,,2.8437107,7530.719609260559,0.10526527,28800,1.8009113,10.0,106.15166,100,10552659,2.5795898,9003.723,[-0.094  1.291 -1.858 -1.994 -2.428],-1.001911,4999.236,3.898851,0.00014748551,10.526526,4999.8916
289,14.913782,0.0186368,495.02,4949.524281225181,-1,0.84844905,496.44293,0.000892684,10.0,9.981328,True,6889.9824,1801333900.0,4939.543,4337.161,,4.625843,7558.992239236832,0.08462354,28900,1.8636798,10.0,84.84491,100,10602161,4989.9434,9254.829,[-0.108  1.289 -1.873 -2.001 -2.421],-1.0045776,4949.524,6.7052073,8.92684e-06,8.462354,4999.925
290,9.465046,0.01560279,500.0,4999.481130588313,-1,0.32792446,0.36593136,0.002872318,10.0,4998.291,True,5916.7905,61434548.0,1.190249,4387.1143,,10.155547,7588.3771295547485,0.046408355,29000,1.5602789,10.0,32.792446,100,10652161,1.6630859,7800.7563,[-0.115  1.278 -1.877 -2.008 -2.424],-1.0442553,4999.4814,10.565189,2.872318e-05,4.6408353,4999.954
291,5.2127037,0.013337442,500.0,4999.587326343128,-1,0.22431023,0.3062087,0.01781712,10.0,4998.4033,True,5270.195,44892372.0,1.1841407,4387.2197,,19.663044,7620.234151124954,0.026959063,29100,1.333744,10.0,22.431025,100,10702161,1.5585938,6668.313,[-0.12   1.272 -1.876 -2.011 -2.463],-1.0614026,4999.5874,19.183903,0.00017817119,2.6959064,4999.962
292,3.9549766,0.012348595,499.85,4997.885129580916,-1,0.15201637,13.519757,0.004477186,10.0,4869.408,True,4955.8447,36587650.0,128.47713,4385.5225,,28.316603,7651.7686767578125,0.019647453,29200,1.2348596,10.0,15.201637,100,10752146,130.51074,6173.6577,[-0.128  1.272 -1.881 -2.021 -2.48 ],-1.05426,4997.8853,25.2846,4.477186e-05,1.9647454,4999.919
293,1.2088826,0.010516167,499.92,4998.651013878379,-1,0.025614755,9.054828,0.25209188,10.0,4908.617,True,4583.101,26916896.0,90.03397,4386.2837,,85.267746,7687.472163677216,0.00437119,29300,1.0516168,10.0,2.5614755,100,10802138,91.345215,5256.3945,[-0.122  1.277 -1.883 -2.018 -2.473],-1.050827,4998.6514,82.72102,0.0025209188,0.437119,4999.9624
294,1347.1183,0.1655745,500.0,4999.5700710421315,-1,15.581931,0.3120417,7.249134e-05,10.0,4998.672,True,60292.42,6919281000.0,0.8982959,4387.2056,,1.1289299,7719.14862704277,1.5495111,29400,16.557453,10.0,1558.1931,100,10852138,1.2626953,82768.1,[-0.121  1.281 -1.886 -2.015 -2.47 ],-1.0593215,4999.57,0.07423253,7.249134e-07,154.95111,4999.9346
295,26.033098,0.024705358,495.01,4949.543058770759,-1,1.292274,497.44794,0.0031389187,10.0,,True,9175.703,4203630600.0,4949.543,4337.176,,3.5368183,7753.087598800659,0.12902251,29500,2.4705355,10.0,129.2274,100,10901639,4999.956,12300.162,[-0.13   1.3   -1.886 -2.001 -2.478],-1.0743265,4949.543,3.8412638,3.1389187e-05,12.902252,4999.956
296,2.7008452,0.011852474,499.4,4993.030061755474,-1,0.100586556,36.21802,0.05200786,10.0,4698.997,True,4914.314,31486058.0,294.03314,4380.6665,,45.065056,7784.642031669617,0.013086197,29600,1.1852475,10.0,10.058656,100,10951579,300.92627,5920.6865,[-0.137  1.289 -1.887 -2.009 -2.493],-1.0888681,4993.03,37.025448,0.0005200786,1.3086197,4999.9233
297,1.287507,0.010520565,499.86,4997.6925940234,-1,0.029252665,10.349874,0.14377649,10.0,4919.0186,True,4564.161,27053596.0,78.67416,4385.327,,82.87467,7816.63164973259,0.004782422,29700,1.0520567,10.0,2.9252665,100,11001565,80.92822,5259.0024,[-0.133  1.29  -1.881 -2.001 -2.508],-1.0962964,4997.6934,77.66948,0.0014377648,0.47824216,4999.947
298,3.1225638,0.012755001,495.01,4949.142552417764,-1,0.20229936,478.52676,0.014617569,10.0,189.80673,True,5235.715,115009220.0,4759.336,4336.7754,,24.316084,7846.371386766434,0.022502745,29800,1.2755,10.0,20.229937,100,11051066,4810.1504,6317.8154,[-0.13   1.291 -1.881 -2.004 -2.515],-1.1015003,4949.1426,32.024967,0.00014617569,2.2502744,4999.957
299,1.3466477,0.01057139,489.95,4898.453137120449,-1,0.034766875,687.341,0.19222933,10.0,9.9800825,True,4480.33,8722714.0,4888.473,4286.087,,77.43428,7875.161083936691,0.005706768,29900,1.0571393,10.0,3.4766874,100,11100061,4989.971,5190.9517,[-0.135  1.291 -1.884 -1.996 -2.52 ],-1.1086391,4898.4536,74.25847,0.0019222932,0.5706768,4999.951
300,1.097025,0.010398016,499.86,4998.1515510142735,-1,0.02064334,15.032444,0.56575364,10.0,4848.6016,True,4555.82,25676812.0,149.55017,4385.784,,91.69263,7904.881807804108,0.0031297859,30000,1.0398016,10.0,2.0643342,100,11150047,151.35986,5197.2075,[-0.134  1.287 -1.894 -2.001 -2.528],-1.1028272,4998.152,91.155624,0.0056575364,0.3129786,4999.9614
301,2.5467117,0.012260258,499.96,4999.088907084407,-1,0.10617995,5.002911,0.07209159,10.0,4949.3745,True,5152.2295,37198252.0,49.7145,4386.723,,43.742397,7935.797469854355,0.013903973,30100,1.2260259,10.0,10.617995,100,11200043,50.57422,6129.469,[-0.136  1.288 -1.898 -2.001 -2.522],-1.095534,4999.089,39.266323,0.00072091585,1.3903973,4999.9487
302,1.4833661,0.01086781,499.95,4998.837371750992,-1,0.035342593,5.4721675,0.1607212,10.0,4949.298,True,4687.269,29224916.0,49.539677,4386.4717,,73.052086,7970.935063838959,0.006600677,30200,1.0867813,10.0,3.5342593,100,11250038,50.643555,5433.0903,[-0.133  1.28  -1.901 -2.008 -2.514],-1.0942395,4998.8374,67.41424,0.0016072119,0.6600677,4999.9414
303,14.879882,0.015717993,499.95,4999.006586777744,-1,0.55853236,6.057611,0.0020210352,10.0,4938.8057,True,5496.1313,60993780.0,60.201134,4386.639,,6.940369,7997.769367456436,0.05755546,30300,1.5717995,10.0,55.853237,100,11300033,61.151855,7858.304,[-0.13   1.273 -1.902 -2.013 -2.513],-1.1085215,4999.007,6.7204833,2.0210351e-05,5.755546,4999.9575
304,11.3000965,0.018836003,499.0,4989.3920798347735,-1,0.76633483,76.109215,0.002805924,10.0,4289.3066,True,6814.5293,68137830.0,700.08563,4377.0264,,5.518133,8033.477289676666,0.07794116,30400,1.8836005,10.0,76.633484,100,11349933,710.64014,8873.035,[-0.133  1.262 -1.903 -2.025 -2.527],-1.1359392,4989.392,8.849482,2.805924e-05,7.794117,4999.947
305,10.573629,0.015758224,498.65,4985.182914333876,-1,0.41190547,54.463894,0.008840501,10.0,4659.1665,True,5844.715,56121380.0,326.01657,4372.817,,10.264516,8063.976855993271,0.04659295,30500,1.5758227,10.0,41.190548,100,11399798,340.7798,7835.952,[-0.139  1.256 -1.91  -2.03  -2.555],-1.1316053,4985.183,9.457491,8.840501e-05,4.6592956,4999.9463
306,1.64809,0.011082723,496.54,4963.817426821563,-1,0.0680955,126.54802,0.09183046,10.0,4278.8535,True,4720.833,23097116.0,684.9641,4351.451,,60.20937,8095.1751704216,0.009009586,30600,1.1082722,10.0,6.80955,100,11449452,721.0967,5506.9766,[-0.142  1.272 -1.91  -2.018 -2.551],-1.1335926,4963.8174,60.676296,0.0009183046,0.9009586,4999.95
307,1.064551,0.010256231,498.21,4980.866935543178,-1,0.020463955,75.598175,0.58748806,10.0,4589.135,True,4476.838,22392894.0,391.7324,4368.5,,94.36806,8126.862044811249,0.0025055567,30700,1.0256231,10.0,2.0463955,100,11499273,410.82422,5108.6606,[-0.139  1.264 -1.911 -2.022 -2.553],-1.1312999,4980.8667,93.93632,0.0058748806,0.25055566,4999.959
308,1.6962379,0.011842326,493.42,4933.281732684181,-1,0.09844838,501.7507,0.20494606,10.0,,True,5049.568,38640900.0,4933.2817,4320.9155,,47.828716,8158.793888807297,0.0123682525,30800,1.1842326,10.0,9.844838,100,11548615,4999.9517,5847.1123,[-0.139  1.262 -1.906 -2.024 -2.55 ],-1.1413608,4933.2817,58.953995,0.0020494605,1.2368252,4999.9517
309,1.4057776,0.010791433,499.27,4991.887961108106,-1,0.040036853,38.322163,0.20859042,10.0,4759.0674,True,4657.8545,26666008.0,232.82074,4379.521,,72.006004,8192.528461933136,0.0067286375,30900,1.0791432,10.0,4.0036855,100,11598542,240.88965,5383.9106,[-0.139  1.269 -1.906 -2.018 -2.56 ],-1.1337291,4991.888,71.13501,0.0020859041,0.6728638,4999.957
310,1.5777279,0.010876894,487.91,4877.795308489853,-1,0.04723456,701.3231,0.17049143,10.0,9.979996,True,4541.75,15955782.0,4867.8154,4265.428,,65.78655,8222.712320566177,0.00784395,31000,1.0876894,10.0,4.7234564,100,11647333,4989.9775,5310.93,[-0.136  1.263 -1.902 -2.019 -2.553],-1.1130539,4877.7954,63.382286,0.0017049143,0.784395,4999.9575
311,1.2931802,0.010458808,498.82,4987.171863165542,-1,0.031072373,59.604618,0.14188544,10.0,4609.131,True,4526.23,23513474.0,378.0412,4374.805,,81.969444,8253.66459274292,0.004905246,31100,1.0458808,10.0,3.1072373,100,11697215,390.82275,5222.6016,[-0.137  1.262 -1.907 -2.016 -2.532],-1.1212304,4987.172,77.32874,0.0014188545,0.49052462,4999.9536
312,115.41954,0.06948981,499.32,4992.431505251229,-1,6.151842,41.829628,9.186181e-05,10.0,4679.61,True,27113.84,1152598400.0,312.82187,4380.0645,,1.2748871,8283.793555021286,0.6115036,31200,6.9489803,10.0,615.1842,100,11747147,320.34814,33692.715,[-0.135  1.263 -1.918 -2.016 -2.54 ],-1.1306187,4992.4316,0.8664044,9.1861807e-07,61.150364,4999.958
313,20.055216,0.01877168,498.68,4985.41838266172,-1,0.67118293,56.26938,0.008200828,10.0,4629.322,True,6639.3447,83522660.0,356.0967,4373.05,,6.300882,8314.395334243774,0.07238861,31300,1.8771682,10.0,67.11829,100,11797015,370.6455,9381.718,[-0.14   1.281 -1.918 -2.002 -2.55 ],-1.125535,4985.4185,4.986234,8.200828e-05,7.238861,4999.9673
314,1.053562,0.010122025,494.73,4946.5191337872275,-1,0.017216057,497.63965,0.50902224,10.0,,True,4379.5273,1492203.8,4946.519,4334.152,,95.44657,8344.60702586174,0.002210833,31400,1.0122026,10.0,1.7216057,100,11846488,4999.9575,5008.0806,[-0.135  1.289 -1.911 -1.992 -2.544],-1.1260852,4946.519,94.9161,0.005090222,0.2210833,4999.9575
315,1.6751219,0.011131865,499.64,4995.729087829467,-1,0.032313753,22.313807,0.09663755,10.0,4858.8057,True,4771.8955,29561738.0,136.9236,4383.3633,,68.77532,8373.249127864838,0.0075006797,31500,1.1131866,10.0,3.2313752,100,11896452,141.14062,5564.459,[-0.135  1.285 -1.908 -1.993 -2.545],-1.1392858,4995.7295,59.697147,0.00096637546,0.75006795,4999.9463
316,5.4611125,0.013624179,499.9,4998.373719548258,-1,0.52570784,8.983773,0.052827787,10.0,4919.2886,True,5338.281,45378080.0,79.08532,4386.009,,6.348412,8403.4556787014,0.05232815,31600,1.362418,10.0,52.570786,100,11946442,80.64746,6769.317,[-0.133  1.286 -1.931 -2.005 -2.558],-1.1341085,4998.374,18.311287,0.00052827783,5.2328157,4999.936
317,3.023988,0.011978306,499.13,4990.2139564040535,-1,0.10580115,41.250813,0.03230366,10.0,4709.296,True,4921.825,32360044.0,280.9183,4377.8477,,35.919033,8435.43433189392,0.015999174,31700,1.1978306,10.0,10.580115,100,11996355,290.65674,5986.7075,[-0.138  1.282 -1.931 -2.01  -2.553],-1.1276203,4990.214,33.068913,0.0003230366,1.5999175,4999.9526
318,2.053383,0.011519562,499.01,4989.5625173461585,-1,0.04836194,82.88667,0.11195128,10.0,4189.171,True,4878.0654,24229440.0,800.3918,4377.1953,,55.656242,8463.910029411316,0.010282418,31800,1.1519562,10.0,4.836194,100,12046256,810.79004,5755.566,[-0.134  1.285 -1.931 -2.01  -2.547],-1.1532428,4989.5625,48.70012,0.0011195127,1.0282418,4999.961
319,2.3837059,0.01194527,499.7,4996.587037595078,-1,0.13372172,30.841902,0.0145524945,10.0,4689.7227,True,5011.161,31921602.0,306.8646,4384.2207,,37.00371,8493.89327454567,0.015585861,31900,1.194527,10.0,13.372173,100,12096226,310.22412,5956.6084,[-0.132  1.281 -1.93  -1.997 -2.572],-1.1561725,4996.5874,41.951485,0.00014552494,1.5585862,4999.947
320,17.58919,0.023229394,499.37,4992.952096257108,-1,1.5160643,36.500107,0.0048809526,10.0,4739.162,True,9042.872,137782110.0,253.79012,4380.5845,,2.3340185,8522.808379650116,0.15026484,32000,2.3229394,10.0,151.60643,100,12146163,260.7964,11611.108,[-0.138  1.284 -1.936 -1.991 -2.575],-1.1580639,4992.952,5.6853104,4.8809525e-05,15.0264845,4999.9585
321,1.6292624,0.011346361,499.91,4998.657992633132,-1,0.045422915,10.001331,0.08965628,10.0,4899.179,True,4890.5576,31217408.0,99.47898,4386.2905,,71.84502,8554.068672180176,0.007102904,32100,1.1346362,10.0,4.5422916,100,12196154,100.78174,5672.199,[-0.135  1.301 -1.927 -1.988 -2.577],-1.1553172,4998.658,61.377464,0.00089656276,0.7102904,4999.961
322,77.73281,0.024197452,500.0,4999.580495792054,-1,1.5841784,0.31334254,0.0011143492,10.0,4998.5376,True,6698.9097,147771570.0,1.0430566,4387.2144,,2.315383,8583.416684150696,0.15717058,32200,2.419745,10.0,158.41785,100,12246154,1.4125977,12097.912,[-0.131  1.303 -1.926 -1.987 -2.574],-1.1801599,4999.5806,1.286458,1.1143492e-05,15.71706,4999.95
323,89.83315,0.03847766,494.54,4944.4908033953,-1,2.6955762,497.9544,0.0027498188,10.0,,True,12763.021,16478747000.0,4944.4907,4332.124,,2.0232418,8611.034989833832,0.2677604,32300,3.847766,10.0,269.55762,100,12295608,4999.9585,18567.06,[-0.14   1.302 -1.926 -1.99  -2.599],-1.1690639,4944.4907,1.1131748,2.7498189e-05,26.776035,4999.9585
324,2.4329662,0.01230802,498.51,4983.938376427055,-1,0.054984517,66.22874,0.045946904,10.0,4519.0913,True,5184.4136,31510486.0,464.84726,4371.57,,57.549175,8640.823683738708,0.010570893,32400,1.230802,10.0,5.4984517,100,12345459,480.87646,6139.584,[-0.148  1.313 -1.931 -1.982 -2.588],-1.16412,4983.939,41.102093,0.000459469,1.0570893,4999.968
325,186.15268,0.0575384,494.42,4943.250701318669,-1,4.4254775,497.92496,0.0012161481,10.0,,True,20357.273,48913730000.0,4943.251,4330.8833,,1.6796069,8669.735557079315,0.44022596,32500,5.7538395,10.0,442.54776,100,12394901,4999.9604,28712.28,[-0.146  1.305 -1.934 -1.991 -2.583],-1.1683961,4943.251,0.5371935,1.2161481e-05,44.022602,4999.9604
326,1.1583376,0.010481704,498.8,4986.755898895076,-1,0.028495051,59.896732,0.31200382,10.0,4509.0137,True,4566.582,22599052.0,477.74237,4374.388,,87.7366,8699.87635588646,0.003918742,32600,1.0481704,10.0,2.8495052,100,12444781,490.9463,5225.6494,[-0.137  1.296 -1.925 -1.997 -2.587],-1.1690061,4986.756,86.33062,0.0031200382,0.39187416,4999.96
327,2.7129285,0.011783671,499.34,4992.551762922689,-1,0.11325243,36.08484,0.05957411,10.0,4738.633,True,4878.099,31661888.0,253.91913,4380.1836,,36.27418,8728.069211244583,0.015618509,32700,1.1783671,10.0,11.325243,100,12494715,261.32764,5886.728,[-0.139  1.297 -1.921 -1.996 -2.588],-1.1620314,4992.552,36.860535,0.0005957411,1.5618508,4999.9604
328,20.420433,0.021592192,499.37,4993.054157854647,-1,0.762785,43.972404,0.0011639802,10.0,4609.0796,True,8026.5537,109656350.0,383.9747,4380.687,,6.9471703,8762.22327208519,0.07902374,32800,2.1592193,10.0,76.2785,100,12544652,390.87842,10793.778,[-0.139  1.285 -1.919 -1.999 -2.581],-1.1569692,4993.054,4.8970556,1.1639802e-05,7.902374,4999.958
329,1.7536454,0.011162051,499.48,4994.086080052981,-1,0.115188345,30.027527,0.047996975,10.0,4799.3916,True,4764.265,29053340.0,194.69469,4381.719,,44.04145,8790.66768169403,0.012581903,32900,1.1162051,10.0,11.518835,100,12594600,200.56152,5575.1934,[-0.132  1.271 -1.917 -2.009 -2.576],-1.1489248,4994.0864,57.02407,0.00047996975,1.2581903,4999.953
330,1.2127132,0.010530162,499.63,4995.620157079487,-1,0.026618026,28.852432,0.24353339,10.0,4739.2324,True,4587.7056,25170602.0,256.38797,4383.255,,85.246475,8821.567808151245,0.0043807128,33000,1.0530163,10.0,2.6618028,100,12644563,260.7119,5262.0625,[-0.131  1.263 -1.919 -2.014 -2.568],-1.1548595,4995.62,82.459724,0.0024353338,0.4380713,4999.9443
331,4.1141505,0.014189937,499.88,4998.240206276679,-1,0.12529838,10.725054,0.017859735,10.0,4899.395,True,5849.1973,48863440.0,98.845276,4385.8735,,32.66266,8854.70283484459,0.020374304,33100,1.4189938,10.0,12.529839,100,12694551,100.55762,7091.283,[-0.132  1.267 -1.919 -2.01  -2.574],-1.146484,4998.24,24.306355,0.00017859734,2.0374303,4999.9526
332,2.0410557,0.011671703,499.81,4997.559058307764,-1,0.08004647,15.591916,0.02676564,10.0,4859.034,True,4959.2563,32510536.0,138.5251,4385.191,,55.744602,8886.397794485092,0.010399581,33200,1.1671702,10.0,8.004647,100,12744532,140.9292,5834.119,[-0.134  1.279 -1.923 -2.002 -2.565],-1.1469152,4997.5596,48.994255,0.0002676564,1.0399581,4999.9634
333,5.840232,0.013541039,500.0,4999.6858653533045,-1,0.27808997,0.2627949,0.023955774,10.0,4998.5415,True,5290.1436,46275970.0,1.1445312,4387.319,,15.288992,8913.01593542099,0.031873703,33300,1.3541038,10.0,27.808996,100,12794532,1.4140625,6770.025,[-0.13   1.283 -1.924 -2.001 -2.566],-1.1339122,4999.686,17.122608,0.00023955773,3.18737,4999.9556
334,16.132763,0.017808624,499.7,4996.302416936318,-1,0.70307004,30.89533,0.012307526,10.0,4689.246,True,6440.112,75262910.0,307.05655,4383.9365,,6.0172596,8945.990399837494,0.07038094,33400,1.7808626,10.0,70.30701,100,12844502,310.70068,8899.717,[-0.126  1.265 -1.922 -2.001 -2.553],-1.1417377,4996.3027,6.1985664,0.00012307525,7.038094,4999.947
335,2.7653034,0.011719843,499.99,4999.5056535656195,-1,0.20805968,2.0346699,0.04134045,10.0,4979.3867,True,4841.1777,34402096.0,20.119146,4387.137,,22.551159,8978.407324552536,0.02171925,33500,1.1719843,10.0,20.80597,100,12894501,20.580566,5859.4976,[-0.133  1.265 -1.918 -1.996 -2.561],-1.133121,4999.5063,36.1624,0.00041340452,2.171925,4999.9673
336,1.1849127,0.010582017,499.69,4996.271693797293,-1,0.029066088,24.074442,0.21000321,10.0,4779.2344,True,4617.8394,25847464.0,217.0375,4383.9043,,82.15708,9014.64290857315,0.004931501,33600,1.0582018,10.0,2.9066088,100,12944470,220.72266,5284.424,[-0.139  1.268 -1.92  -1.997 -2.552],-1.1411735,4996.272,84.3944,0.002100032,0.49315014,4999.957
337,1.3265979,0.0106934,498.48,4983.869335241611,-1,0.039153747,75.76412,0.1579797,10.0,4559.0024,True,4630.4053,24089202.0,424.86716,4371.5015,,74.605125,9048.898112297058,0.006238852,33700,1.06934,10.0,3.9153748,100,12994318,440.95752,5335.7183,[-0.14   1.27  -1.919 -1.994 -2.56 ],-1.1490339,4983.869,75.38079,0.0015797969,0.6238852,4999.96
