Weights,ReturnMeanIW,InitialReturnMean,Iteration,EmpiricalD2Harmonic,MinTargetPdf,Bound,MinIW,MeanEntropy,MinBehavPdf,MaxIW,EpRewMean,EpLenMean,ReturnStepMaxmin,InitialReturnStd,EpThisIter,InitialReturnMin,LearnableVariance,VarianceInitializer,InitialBound,DivergenceHarmonic,ESSRenyiHarmonic,Penalization,StdWReturnMean,StdIW,MeanIW,EpisodesSoFar,Inner Iteration,EmpiricalD2Arithmetic,ESSRenyiArithmetic,TimeElapsed,InitialReturnMax,ReturnStepMax,MeanD2-0,TimestepsSoFar,WReturnMean
[ 0.044  0.397 -1.979 -1.971],254612220.0,4223.3843,73,1.0,-251.66252,-164252030000000.0,0.23871256,0.4189424,-251.66252,200.70766,4223.384092632297,422.75,10.0,1440.5328,100,9.979656,,-1,-21355252.0,1.2954425e+16,100.0,True,,23.312208,12.715498,7300,1,1.0,100.0,2324.6692237854004,4999.549,10.0,1.0,1829992,19912106.0
[-0.017  0.39  -1.987 -1.964],299702100.0,4028.917,74,1.0,-243.39009,-74095520000.0,0.11859398,0.4189424,-243.39009,322.36374,4028.917157554195,403.45,10.0,1350.6135,100,9.979968,,-1,-19499470.0,2614945800.0,100.0,True,,49.630684,25.55451,7400,1,1.0,100.0,2365.640793800354,4999.5454,10.0,1.0,1870337,18056328.0
[ 0.014  0.392 -1.987 -1.965],494874000.0,4459.4995,75,1.0,-262.2211,-18354602000.0,0.023321914,0.4189424,-262.2211,299.10828,4459.499598635088,446.21,10.0,1347.4214,100,19.967659,,-1,-23145828.0,153160510.0,100.0,True,,50.419586,23.113491,7500,1,1.0,100.0,2416.3152837753296,4999.5513,10.0,1.0,1914958,21702680.0
[ 0.013  0.344 -1.999 -2.003],7892644400.0,4716.197,76,1.0,-254.0573,-638459240000000.0,0.018975053,0.4189424,-254.0573,23553.191,4716.19683046628,471.86,10.0,796.8653,100,1179.3053,,-1,-24320626.0,1.9573575e+17,100.0,True,,2358.513,322.32288,7600,1,1.0,100.0,2469.0853486061096,4999.5015,10.0,1.0,1962144,22877504.0
[-0.03   0.389 -2.006 -2.002],352142620000.0,3623.1917,77,1.0,-238.51959,-9.8472536e+20,0.13102743,0.4189424,-238.51959,1157415.9,3623.19145085071,363.08,10.0,1240.5321,100,9.982362,,-1,-16109638.0,4.6557698e+29,100.0,True,,135076.73,36512.004,7700,1,1.0,100.0,2507.4203402996063,4999.655,10.0,1.0,1998452,14666436.0
[ 0.031  0.4   -2.01  -1.993],2778422300.0,4449.482,78,1.0,-241.96475,-3.6956964e+17,0.03189966,0.4189424,-241.96475,8796.352,4449.482028024765,445.24,10.0,1341.8752,100,,,-1,-23041652.0,6.5584224e+22,100.0,True,,873.9554,112.84758,7800,1,1.0,100.0,2563.3776242733,4999.5234,10.0,1.0,2042976,21598520.0
[-0.028  0.408 -2.017 -2.009],190549680.0,4094.4893,79,1.0,-252.33318,-14111624000.0,0.08465449,0.4189424,-252.33318,142.81468,4094.4894670672256,410.1,10.0,1013.569,100,1749.7096,,-1,-19235360.0,93049420.0,100.0,True,,24.920229,15.192109,7900,1,1.0,100.0,2609.0121488571167,4999.635,10.0,1.0,2083986,17792166.0
[ 0.003  0.41  -2.018 -2.012],2159021100000.0,4540.819,80,1.0,-240.33379,-1.2066626e+17,0.04740288,0.4189424,-240.33379,13350220.0,4540.819188973135,454.35,10.0,1182.3441,100,339.79947,,-1,-23460088.0,6.9915834e+21,100.0,True,,1346576.8,172694.81,8000,1,1.0,100.0,2655.9765758514404,4999.4873,10.0,1.0,2129421,22016976.0
[ 0.047  0.443 -2.019 -1.983],1667907100.0,4235.2905,81,1.0,-252.69225,-41818470000.0,0.026165579,0.4189424,-252.69225,5476.132,4235.290571888229,423.91,10.0,1491.8346,100,29.94009,,-1,-21606338.0,774141300.0,100.0,True,,544.749,73.170265,8100,1,1.0,100.0,2713.54784822464,4999.4365,10.0,1.0,2171812,20163258.0
[ 0.019  0.392 -2.025 -2.005],671448000.0,4546.3506,82,1.0,-252.59616,-1.7931589e+16,0.020802213,0.4189424,-252.59616,283.8476,4546.350739244158,454.86,10.0,1267.1005,100,,,-1,-23717950.0,1.5440533e+20,100.0,True,,52.441193,28.73251,8200,1,1.0,100.0,2762.169697523117,4999.4717,10.0,1.0,2217298,22274848.0
[-0.027  0.356 -2.045 -2.013],146495740.0,3480.1172,83,1.0,-247.49557,-44158210000.0,0.08589843,0.4189424,-247.49557,187.10294,3480.11730912313,348.76,10.0,1493.1942,100,,,-1,-15784000.0,930090050.0,100.0,True,,26.756357,14.268006,8300,1,1.0,100.0,2801.9229593276978,4999.576,10.0,1.0,2252174,14340845.0
[ 0.004  0.36  -2.045 -2.011],231561400000000.0,4579.4893,84,1.0,-250.9292,-4.1046187e+21,0.09999251,0.4189424,-250.9292,961485950.0,4579.489020133026,458.19,10.0,1175.8535,100,,,-1,-23797522.0,8.089629e+30,100.0,True,,106352630.0,15435091.0,8400,1,1.0,100.0,2864.3838856220245,4999.592,10.0,1.0,2297993,22354350.0
[ 0.058  0.392 -2.05  -2.012],308843200.0,4414.8438,85,1.0,-249.75133,-23010100000.0,0.14183016,0.4189424,-249.75133,253.06096,4414.8437832384025,441.82,10.0,1291.8466,100,309.7163,,-1,-22602840.0,247462160.0,100.0,True,,37.241055,17.445538,8500,1,1.0,100.0,2911.42626452446,4999.517,10.0,1.0,2342175,21159712.0
[-0.003  0.4   -2.059 -2.004],23230681000.0,4621.832,86,1.0,-256.8404,-399637970000.0,0.14823358,0.4189424,-256.8404,86020.01,4621.832178416946,462.43,10.0,1024.1101,100,9.98223,,-1,-23853312.0,68029570000.0,100.0,True,,9792.953,1470.9493,8600,1,1.0,100.0,2948.7820060253143,4999.5957,10.0,1.0,2388418,22410136.0
[ 0.024  0.447 -2.07  -1.976],637066050.0,4645.6987,87,1.0,-271.72635,-4.3763355e+23,0.29040444,0.4189424,-271.72635,656.3501,4645.698873775874,464.78,10.0,1086.2218,100,9.983392,,-1,-24205512.0,9.19684e+34,100.0,True,,88.35991,27.478125,8700,1,1.0,100.0,3001.5226578712463,4999.4927,10.0,1.0,2434896,22762396.0
[-0.037  0.44  -2.076 -1.987],147330480.0,3738.7612,88,1.0,-240.27328,-22240186000.0,0.06743273,0.4189424,-240.27328,252.45929,3738.761423653518,374.59,10.0,1272.1075,100,59.8917,,-1,-17039732.0,234371490.0,100.0,True,,41.71509,19.795221,8800,1,1.0,100.0,3039.220102071762,4999.54,10.0,1.0,2472355,15596595.0
[-0.006  0.446 -2.076 -1.986],1206077000.0,4787.3276,89,1.0,-252.86925,-263372700000.0,0.13719408,0.4189424,-252.86925,1670.5847,4787.327527490975,478.96,10.0,719.69684,100,309.78592,,-1,-24879636.0,33002084000.0,100.0,True,,189.43758,48.521122,8900,1,1.0,100.0,3107.320280790329,4999.582,10.0,1.0,2520251,23436468.0
[-0.034  0.408 -2.095 -2.023],204412370000.0,3710.5874,90,1.0,-246.28041,-2.1949975e+19,0.025480792,0.4189424,-246.28041,652309.94,3710.5870829309347,371.79,10.0,1232.7585,100,1229.764,,-1,-16731324.0,2.31338e+26,100.0,True,,71412.25,18931.047,9000,1,1.0,100.0,3144.5464992523193,4999.6035,10.0,1.0,2557430,15288150.0
[ 0.024  0.428 -2.096 -2.013],881885060.0,4863.3813,91,1.0,-244.02817,-14789897000.0,0.10745836,0.4189424,-244.02817,759.5228,4863.3809986087535,486.52,10.0,588.6578,100,399.66537,,-1,-25442124.0,92883810.0,100.0,True,,113.52755,39.36409,9100,1,1.0,100.0,3194.716616153717,4999.5146,10.0,1.0,2606082,23998994.0
[ 0.03   0.484 -2.09  -1.987],1656626000000.0,4526.3877,92,1.0,-253.00018,-4.7938426e+23,0.2112554,0.4189424,-253.00018,1853444.1,4526.38744565634,452.89,10.0,1271.4344,100,9.980001,,-1,-23547824.0,1.1035631e+35,100.0,True,,235253.22,66841.1,9200,1,1.0,100.0,3234.4060475826263,4999.458,10.0,1.0,2651371,22104728.0
[-0.047  0.397 -2.104 -2.031],26292505000.0,3152.5024,93,1.0,-238.14252,-8.659209e+20,0.04125856,0.4189424,-238.14252,47781.008,3152.502526572248,316.14,10.0,1283.7708,100,,,-1,-13029488.0,3.6003775e+29,100.0,True,,6638.6426,2901.9434,9300,1,1.0,100.0,3262.997190952301,4999.5674,10.0,1.0,2682985,11586340.0
[ 0.014  0.41  -2.105 -2.029],8971415000.0,4800.5586,94,1.0,-246.63242,-5.514746e+19,0.122987494,0.4189424,-246.63242,26505.012,4800.55825305274,480.21,10.0,896.47784,100,29.947887,,-1,-25292208.0,1.4602642e+27,100.0,True,,2639.9636,359.87384,9400,1,1.0,100.0,3327.1326851844788,4999.5996,10.0,1.0,2731006,23849030.0
[-0.044  0.393 -2.11  -2.016],32531160000.0,3156.8025,95,1.0,-238.05106,-8.451859e+20,0.094438896,0.4189424,-238.05106,55404.11,3156.802536637808,316.56,10.0,1254.8135,100,1059.6943,,-1,-12983061.0,3.430227e+29,100.0,True,,9041.662,4197.1733,9500,1,1.0,100.0,3366.4910037517548,4999.49,10.0,1.0,2762662,11539958.0
[ 0.018  0.404 -2.11  -2.015],1394447100.0,4603.4614,96,1.0,-263.51178,-6.8418146e+16,0.21836083,0.4189424,-263.51178,1213.0846,4603.461489917394,460.54,10.0,1231.1014,100,19.961811,,-1,-24150624.0,2.2476868e+21,100.0,True,,165.36539,61.456486,9600,1,1.0,100.0,3430.2342171669006,4999.5625,10.0,1.0,2808716,22707468.0
[-0.032  0.371 -2.127 -2.019],73543576.0,3531.7542,97,1.0,-240.01595,-52026140000.0,0.16585673,0.4189424,-240.01595,99.43484,3531.7540953507264,353.94,10.0,1290.8516,100,1029.4683,,-1,-15582730.0,1296013700.0,100.0,True,,12.907618,8.408047,9700,1,1.0,100.0,3472.158362388611,4999.557,10.0,1.0,2844110,14139585.0
[-1.415e-03  3.679e-01 -2.127e+00 -2.022e+00],3183001200000.0,4754.507,98,1.0,-254.90567,-6.275849e+21,0.110930376,0.4189424,-254.90567,7580308.0,4754.506718408728,475.65,10.0,853.5012,100,,,-1,-24776978.0,1.8911449e+31,100.0,True,,994256.0,169363.23,9800,1,1.0,100.0,3532.442070007324,4999.601,10.0,1.0,2891675,23333798.0
[ 0.049  0.402 -2.14  -2.024],1016223740.0,4568.279,99,1.0,-244.62198,-91329170000.0,0.08268337,0.4189424,-244.62198,1835.5063,4568.278909990036,457.11,10.0,1174.5421,100,,,-1,-23691882.0,3916429800.0,100.0,True,,196.89084,41.07684,9900,1,1.0,100.0,3593.9054124355316,4999.571,10.0,1.0,2937386,22248722.0
[ 0.064  0.343 -2.142 -2.038],2714914800.0,4660.689,100,1.0,-258.93326,-26978488000.0,0.054230038,0.4189424,-258.93326,5336.234,4660.688880449456,466.35,10.0,1018.4965,100,379.7483,,-1,-24202502.0,282689860.0,100.0,True,,567.0248,118.37761,10000,1,1.0,100.0,3646.243630886078,4999.541,10.0,1.0,2984021,22759358.0
[ 0.023  0.38  -2.147 -2.009],19140193000000.0,4709.0474,101,1.0,-243.73198,-1.0228321e+22,0.029639533,0.4189424,-243.73198,34363604.0,4709.047630137001,471.08,10.0,1052.031,100,,,-1,-24725020.0,5.0236874e+31,100.0,True,,4384863.0,766138.6,10100,1,1.0,100.0,3702.8863382339478,4999.503,10.0,1.0,3031129,23281898.0
[ 0.025  0.256 -2.16  -2.002],57376730000.0,4566.005,102,1.0,-243.65079,-19228227000000.0,0.00372855,0.4189424,-243.65079,217478.66,4566.004814875724,456.84,10.0,1198.634,100,9.980876,,-1,-23728242.0,176480630000000.0,100.0,True,,21633.973,2417.4646,10200,1,1.0,100.0,3762.3555908203125,4999.502,10.0,1.0,3076813,22285122.0
[ 0.062  0.218 -2.167 -2.033],41841345000.0,3635.5435,103,1.0,-243.25201,-4173257000000000.0,0.017741837,0.4189424,-243.25201,127778.88,3635.5432807218667,364.11,10.0,1772.0277,100,,,-1,-17800404.0,8.362471e+18,100.0,True,,12751.876,1766.9509,10300,1,1.0,100.0,3799.8244473934174,4999.563,10.0,1.0,3113224,16357256.0
[ 0.005  0.238 -2.173 -2.021],2671943000000.0,4225.7173,104,1.0,-239.15656,-8.782116e+21,0.12799218,0.4189424,-239.15656,12069756.0,4225.717111758102,422.96,10.0,1421.5789,100,349.6663,,-1,-21320720.0,3.7033518e+31,100.0,True,,1245358.9,174526.5,10400,1,1.0,100.0,3853.7793805599213,4999.5527,10.0,1.0,3155520,19877572.0
[ 0.067  0.237 -2.175 -2.023],2350001400.0,3966.3381,105,1.0,-240.12715,-42718730000000.0,0.004160895,0.4189424,-240.12715,4128.8105,3966.3381031425215,397.13,10.0,1505.2445,100,,,-1,-19440712.0,876202800000000.0,100.0,True,,495.8957,157.08987,10500,1,1.0,100.0,3904.1010127067566,4999.498,10.0,1.0,3195233,17997598.0
[ 0.012  0.265 -2.18  -2.019],687167500.0,4414.83,106,1.0,-254.30061,-13587226000.0,0.13765961,0.4189424,-254.30061,2692.6602,4414.830313329968,441.78,10.0,1290.4688,100,,,-1,-22599174.0,79907176.0,100.0,True,,271.06033,47.81604,10600,1,1.0,100.0,3954.963399410248,4999.536,10.0,1.0,3239411,21156036.0
[ 0.042  0.271 -2.181 -2.021],18514838000.0,4577.453,107,1.0,-248.5188,-15615276000000.0,0.003598757,0.4189424,-248.5188,49315.8,4577.453214235414,458.0,10.0,1150.2366,100,9.980512,,-1,-23719272.0,116805510000000.0,100.0,True,,4964.986,763.37836,10700,1,1.0,100.0,4012.289300441742,4999.559,10.0,1.0,3285211,22276120.0
[ 0.075  0.324 -2.181 -2.027],987190500.0,4284.9893,108,1.0,-236.90686,-10302487000000.0,0.046174973,0.4189424,-236.90686,2057.741,4284.988994265558,428.91,10.0,1367.5197,100,,,-1,-21674388.0,50956110000000.0,100.0,True,,215.27396,52.46532,10800,1,1.0,100.0,4058.3225150108337,4999.5566,10.0,1.0,3328102,20231240.0
[ 0.013  0.336 -2.186 -2.024],228610660000000.0,4827.4624,109,1.0,-254.70877,-2.4797365e+19,0.049363453,0.4189424,-254.70877,3524813300.0,4827.461996520689,482.91,10.0,715.00653,100,,,-1,-25258796.0,2.952481e+26,100.0,True,,350703140.0,35370236.0,10900,1,1.0,100.0,4113.884941577911,4999.589,10.0,1.0,3376393,23815624.0
[ 0.075  0.343 -2.189 -2.034],7473539600.0,4166.996,110,1.0,-239.8706,-30702937000000.0,0.027636357,0.4189424,-239.8706,30776.393,4166.996180826519,417.11,10.0,1504.3794,100,,,-1,-21070180.0,452413300000000.0,100.0,True,,3060.0352,335.79926,11000,1,1.0,100.0,4162.513984918594,4999.5806,10.0,1.0,3418104,19627016.0
[ 0.044  0.292 -2.198 -2.051],33808876000.0,4657.3574,111,1.0,-252.6639,-7795827500000.0,0.052989975,0.4189424,-252.6639,176130.33,4657.357252609277,465.99,10.0,1012.6251,100,9.982864,,-1,-24159570.0,28928425000000.0,100.0,True,,17520.656,1862.8103,11100,1,1.0,100.0,4217.246398925781,4999.614,10.0,1.0,3464703,22716386.0
[ 0.005  0.338 -2.199 -2.038],5678512600.0,4708.6123,112,1.0,-249.94562,-355203100000.0,0.085159756,0.4189424,-249.94562,15688.372,4708.612659876462,471.08,10.0,866.71576,100,19.960396,,-1,-24365426.0,58657760000.0,100.0,True,,1596.7096,315.06177,11200,1,1.0,100.0,4267.301857471466,4999.6294,10.0,1.0,3511811,22922230.0
[ 0.032  0.393 -2.206 -2.051],2315701000.0,4463.5723,113,1.0,-260.36908,-71554350000.0,0.052756008,0.4189424,-260.36908,5080.8486,4463.572265438772,446.6,10.0,1396.6937,100,,,-1,-23317388.0,2301914400.0,100.0,True,,514.50903,92.90274,11300,1,1.0,100.0,4325.061712741852,4999.5664,10.0,1.0,3556471,21874230.0
[ 0.068  0.443 -2.198 -2.056],116603040000.0,4572.644,114,1.0,-253.73119,-1.7247772e+21,0.1620938,0.4189424,-253.73119,155890.5,4572.6441790790905,457.52,10.0,1188.065,100,,,-1,-23763686.0,1.4285128e+30,100.0,True,,18857.594,4929.328,11400,1,1.0,100.0,4370.456069469452,4999.4907,10.0,1.0,3602223,22320572.0
[-0.042  0.415 -2.22  -2.106],62733533000.0,3483.3687,115,1.0,-253.44891,-5.1490685e+20,0.10137072,0.4189424,-253.44891,340683.25,3483.368598142098,349.14,10.0,1256.4757,100,,,-1,-15155728.0,1.273077e+29,100.0,True,,39951.863,10784.291,11500,1,1.0,100.0,4406.518131494522,4999.551,10.0,1.0,3637137,13712588.0
[ 0.016  0.439 -2.22  -2.103],1382643300.0,4868.6934,116,1.0,-254.15526,-4595590000000000.0,0.0047044195,0.4189424,-254.15526,1639.2229,4868.693335806266,487.0,10.0,701.47046,100,719.57166,,-1,-25639386.0,1.0140989e+19,100.0,True,,184.48473,55.96016,11600,1,1.0,100.0,4458.728839159012,4999.5483,10.0,1.0,3685837,24196236.0
[-0.029  0.398 -2.226 -2.114],161294290.0,3672.5576,117,1.0,-251.85149,-132010490000.0,0.15583177,0.4189424,-251.85149,169.40782,3672.55769027671,367.95,10.0,1344.0594,100,,,-1,-16737331.0,8347251000.0,100.0,True,,31.100859,17.567327,11700,1,1.0,100.0,4499.505428791046,4999.576,10.0,1.0,3722632,15294175.0
[ 1.959e-03  4.004e-01 -2.227e+00 -2.118e+00],398864320000.0,4785.7876,118,1.0,-242.04395,-2.223803e+19,0.060553394,0.4189424,-242.04395,786812.0,4785.7877479501385,478.75,10.0,802.59125,100,9.98108,,-1,-24991092.0,2.37451e+26,100.0,True,,116592.38,24349.977,11800,1,1.0,100.0,4554.09259057045,4999.5967,10.0,1.0,3770507,23547916.0
[ 0.051  0.365 -2.226 -2.133],856989900.0,4755.7773,119,1.0,-242.31924,-1978160900000.0,0.1917524,0.4189424,-242.31924,1684.8181,4755.777532340356,475.78,10.0,841.43787,100,409.7185,,-1,-24768560.0,1877405600000.0,100.0,True,,175.05919,43.93199,11900,1,1.0,100.0,4612.034632205963,4999.5107,10.0,1.0,3818085,23325434.0
[-7.751e-04  3.414e-01 -2.232e+00 -2.157e+00],418183820000000.0,4587.4326,120,1.0,-254.70587,-4.531747e+22,0.08084692,0.4189424,-254.70587,1538420700.0,4587.432578883545,459.01,10.0,1069.623,100,409.65555,,-1,-23631816.0,9.860624e+32,100.0,True,,153102610.0,16979938.0,12000,1,1.0,100.0,4656.455599784851,4999.6206,10.0,1.0,3863986,22188630.0
[ 0.054  0.37  -2.232 -2.163],1101369500.0,4531.0645,121,1.0,-259.65842,-7323173000000.0,0.12707755,0.4189424,-259.65842,1110.983,4531.064719384028,453.34,10.0,1294.6548,100,,,-1,-23649858.0,25742201000000.0,100.0,True,,146.97252,51.26022,12100,1,1.0,100.0,4716.801707029343,4999.607,10.0,1.0,3909320,22206678.0
[-6.741e-04  3.414e-01 -2.237e+00 -2.167e+00],10281275000000.0,4556.696,122,1.0,-247.86864,-3.301992e+23,0.028147055,0.4189424,-247.86864,20901180.0,4556.695487051627,455.94,10.0,1055.0613,100,,,-1,-23319812.0,5.23514e+34,100.0,True,,2588744.8,622056.0,12200,1,1.0,100.0,4769.117229223251,4999.6113,10.0,1.0,3954914,21876628.0
[ 0.058  0.355 -2.237 -2.151],6643146300000.0,4620.275,123,1.0,-248.26073,-5.1123247e+17,0.01625848,0.4189424,-248.26073,22081100.0,4620.274444670554,462.25,10.0,1098.005,100,459.73093,,-1,-23995702.0,1.254932e+23,100.0,True,,2859087.0,453522.97,12300,1,1.0,100.0,4822.484920740128,4999.5586,10.0,1.0,4001139,22552550.0
[ 0.005  0.443 -2.291 -2.199],66848404.0,4946.8267,124,1.0,-244.49326,-11326184000.0,0.06695086,0.4189424,-244.49326,10.531815,4946.826853573305,494.78,10.0,497.74915,100,,,-1,-26162012.0,60871812.0,100.0,True,,2.1742074,2.6849902,12400,1,1.0,100.0,4870.502543210983,4999.57,10.0,1.0,4050617,24718850.0
[-0.023  0.455 -2.296 -2.202],571757950.0,4411.7266,125,1.0,-259.5975,-1382754800000.0,0.20017746,0.4189424,-259.5975,460.4209,4411.726404702874,441.62,10.0,1042.2733,100,9.980843,,-1,-21992878.0,917246600000.0,100.0,True,,78.51825,38.412914,12500,1,1.0,100.0,4926.560926914215,4999.673,10.0,1.0,4094779,20549662.0
[ 0.008  0.452 -2.296 -2.202],339951460000000.0,4910.748,126,1.0,-240.17177,-4.792896e+21,0.059293453,0.4189424,-240.17177,1047192500.0,4910.748188795487,491.18,10.0,624.1245,100,,,-1,-25948126.0,1.1030481e+31,100.0,True,,108422440.0,13601658.0,12600,1,1.0,100.0,4977.35565328598,4999.5474,10.0,1.0,4143897,24504978.0
[ 0.069  0.466 -2.294 -2.201],460875730000.0,4762.245,127,1.0,-242.70972,-5.8381474e+21,0.8195457,0.4189424,-242.70972,667982.9,4762.24527819423,476.41,10.0,901.5014,100,,,-1,-24934894.0,1.6364817e+31,100.0,True,,86279.195,20318.31,12700,1,1.0,100.0,5021.305981636047,4999.6553,10.0,1.0,4191538,23491684.0
[-0.04   0.422 -2.32  -2.233],108027950.0,3457.5745,128,1.0,-249.22108,-10063071000.0,0.0060463115,0.4189424,-249.22108,186.23705,3457.5742652166373,346.5,10.0,1388.013,100,9.980991,,-1,-15324591.0,47583024.0,100.0,True,,29.12526,16.35941,12800,1,1.0,100.0,5056.6560735702515,4999.6416,10.0,1.0,4226188,13881399.0
[-0.01   0.429 -2.319 -2.232],452346050.0,4563.916,129,1.0,-243.07468,-14443605000.0,0.14001104,0.4189424,-243.07468,552.21326,4563.916399422606,456.69,10.0,950.19165,100,1519.8611,,-1,-23175384.0,93991050.0,100.0,True,,89.10382,34.51883,12900,1,1.0,100.0,5091.596986532211,4999.621,10.0,1.0,4271857,21732196.0
[ 0.021  0.425 -2.321 -2.236],256662250000000.0,4869.506,130,1.0,-250.61845,-3.1399547e+23,0.32393992,0.4189424,-250.61845,1008705500.0,4869.505586935388,487.09,10.0,683.5215,100,399.63327,,-1,-25622454.0,4.7340575e+34,100.0,True,,100350650.0,10272245.0,13000,1,1.0,100.0,5144.707615375519,4999.581,10.0,1.0,4320566,24179286.0
[ 0.068  0.539 -2.303 -2.253],41031520000000.0,4842.9424,131,1.0,-240.44589,-9.6324846e+17,0.06855529,0.4189424,-240.44589,140190720.0,4842.942206420033,484.47,10.0,690.45013,100,829.47363,,-1,-25373966.0,4.4548642e+23,100.0,True,,14100718.0,1643202.5,13100,1,1.0,100.0,5200.458554506302,4999.558,10.0,1.0,4369013,23930812.0
[-0.023  0.622 -2.315 -2.234],7950701600.0,4809.4775,132,1.0,-244.59383,-2199644500000.0,0.05007659,0.4189424,-244.59383,13701.609,4809.4775385417615,481.18,10.0,661.5709,100,,,-1,-25011966.0,2306310400000.0,100.0,True,,1695.6581,318.31714,13200,1,1.0,100.0,5253.079983949661,4999.664,10.0,1.0,4417131,23568750.0
[-0.026  0.53  -2.4   -2.241],333869100000.0,4598.8525,133,1.0,-252.60103,-6.190171e+19,0.0323605,0.4189424,-252.60103,648499.06,4598.852337264758,460.23,10.0,750.6102,100,2059.6,,-1,-23156068.0,1.8397773e+27,100.0,True,,83360.5,22822.508,13300,1,1.0,100.0,5303.21426153183,4999.658,10.0,1.0,4463154,21712858.0
[ 0.026  0.5   -2.401 -2.257],4772179000000000.0,4949.361,134,1.0,-252.31482,-2.1259525e+23,0.086881794,0.4189424,-252.31482,19067757000.0,4949.360317632126,495.03,10.0,495.4232,100,19.962399,,-1,-26184802.0,2.170108e+34,100.0,True,,1897190300.0,190957250.0,13400,1,1.0,100.0,5368.077602863312,4999.617,10.0,1.0,4512657,24741612.0
[ 0.09   0.585 -2.397 -2.192],6310193500000.0,4711.1016,135,1.0,-245.70775,-1.4643422e+18,0.11123886,0.4189424,-245.70775,8609035.0,4711.1015331768085,471.32,10.0,959.656,100,299.80295,,-1,-24558552.0,1.02964256e+24,100.0,True,,1237569.2,254963.72,13500,1,1.0,100.0,5418.177226781845,4999.5283,10.0,1.0,4559789,23115416.0
[ 0.053  0.503 -2.433 -2.27 ],232626690.0,4773.672,136,1.0,-274.34518,-897483900000.0,0.027589168,0.4189424,-274.34518,117.45464,4773.672046357777,477.52,10.0,936.7335,100,29.941406,,-1,-25108612.0,386540570000.0,100.0,True,,18.014114,9.792022,13600,1,1.0,100.0,5469.2211492061615,4999.638,10.0,1.0,4607541,23665414.0
[ 0.003  0.479 -2.452 -2.291],1941776800.0,4941.4146,137,1.0,-245.58186,-1.8300478e+17,0.045076434,0.4189424,-245.58186,2948.9272,4941.414398686976,494.27,10.0,291.22617,100,2849.5144,,-1,-25945586.0,1.6080294e+22,100.0,True,,313.72516,77.71717,13700,1,1.0,100.0,5519.852064609528,4999.632,10.0,1.0,4656968,24502390.0
[-0.044  0.447 -2.463 -2.315],136130570000.0,3523.633,138,1.0,-251.79851,-6.0040814e+21,0.004091888,0.4189424,-251.79851,253212.94,3523.6331836441577,353.14,10.0,1278.9297,100,1159.6741,,-1,-15494857.0,1.7308168e+31,100.0,True,,39199.137,15052.014,13800,1,1.0,100.0,5566.910925149918,4999.664,10.0,1.0,4692282,14051651.0
[ 0.016  0.464 -2.463 -2.313],2024678800.0,4799.576,139,1.0,-248.41563,-193152430000.0,0.15929855,0.4189424,-248.41563,2419.1418,4799.576183281923,480.07,10.0,978.1819,100,,,-1,-25435986.0,17539019000.0,100.0,True,,337.85706,81.05381,13900,1,1.0,100.0,5638.453387498856,4999.6646,10.0,1.0,4740289,23992772.0
[ 0.055  0.417 -2.472 -2.325],23868186000000.0,4802.4106,140,1.0,-252.73213,-2.3398016e+23,0.093199186,0.4189424,-252.73213,79433416.0,4802.410834921301,480.38,10.0,899.3363,100,,,-1,-25315146.0,2.6286372e+34,100.0,True,,7938661.0,955391.75,14000,1,1.0,100.0,5729.260902643204,4999.622,10.0,1.0,4788327,23871956.0
[ 0.062  0.525 -2.472 -2.262],7923840300000.0,4855.0483,141,1.0,-243.39099,-1.4679382e+22,0.0924485,0.4189424,-243.39099,16577139.0,4855.048275210505,485.62,10.0,819.6202,100,,,-1,-25686418.0,1.0347027e+32,100.0,True,,2018740.6,317114.28,14100,1,1.0,100.0,5789.605727434158,4999.543,10.0,1.0,4836889,24243272.0
[ 0.066  0.409 -2.484 -2.308],1309760500.0,4762.8394,142,1.0,-248.9183,-10607954000000.0,0.30010787,0.4189424,-248.9183,2756.2625,4762.839338375504,476.45,10.0,944.61945,100,339.71606,,-1,-25020160.0,54014690000000.0,100.0,True,,288.18802,54.86546,14200,1,1.0,100.0,5850.943655014038,4999.67,10.0,1.0,4884534,23576944.0
[ 0.007  0.39  -2.485 -2.31 ],674215100000000.0,4839.181,143,1.0,-241.61415,-2.6566903e+21,0.09097635,0.4189424,-241.61415,3925259300.0,4839.181223572005,484.06,10.0,748.3864,100,,,-1,-25420948.0,3.3888515e+30,100.0,True,,393023680.0,47002720.0,14300,1,1.0,100.0,5920.266603708267,4999.627,10.0,1.0,4932940,23977756.0
[ 0.067  0.386 -2.482 -2.295],11735170000000.0,4901.7773,144,1.0,-249.70732,-1.0583461e+19,0.03626749,0.4189424,-249.70732,42582570.0,4901.777725616925,490.3,10.0,562.255,100,939.54517,,-1,-25786790.0,5.3777157e+25,100.0,True,,4243572.5,470195.25,14400,1,1.0,100.0,5996.819580554962,4999.706,10.0,1.0,4981970,24343552.0
[-2.413e-03  4.784e-01 -2.515e+00 -2.329e+00],42968910000000.0,4900.412,145,1.0,-242.67007,-9.683179e+23,0.027268576,0.4189424,-242.67007,84910696.0,4900.411702223245,490.16,10.0,547.35516,100,429.75473,,-1,-25756832.0,4.501976e+35,100.0,True,,11439036.0,1959203.0,14500,1,1.0,100.0,6058.84078502655,4999.637,10.0,1.0,5030986,24313632.0
