Weights,ReturnMeanIW,InitialReturnMean,Iteration,EmpiricalD2Harmonic,MinTargetPdf,Bound,MinIW,MeanEntropy,MinBehavPdf,MaxIW,EpRewMean,EpLenMean,ReturnStepMaxmin,InitialReturnStd,EpThisIter,InitialReturnMin,LearnableVariance,VarianceInitializer,InitialBound,DivergenceHarmonic,ESSRenyiHarmonic,Penalization,StdWReturnMean,StdIW,MeanIW,EpisodesSoFar,Inner Iteration,EmpiricalD2Arithmetic,ESSRenyiArithmetic,TimeElapsed,InitialReturnMax,ReturnStepMax,MeanD2-0,TimestepsSoFar,WReturnMean
[-0.076  0.859 -3.253 -1.48 ],14130685000000.0,4755.0786,292,1.0,-260.03748,-2.6509702e+21,0.00013356411,0.4189424,-260.03748,48482640.0,4755.078566456655,475.87,10.0,591.15564,100,729.84283,,-1,-24403362.0,3.3746152e+30,100.0,True,,4875355.5,666410.0,29200,1,1.0,100.0,13843.914305210114,4999.501,10.0,1.0,12052016,22960238.0
[-0.032  0.945 -3.257 -1.4  ],3886905600.0,4429.707,293,1.0,-253.11868,-1059238450000.0,0.23578753,0.4189424,-253.11868,14577.722,4429.707018435593,443.26,10.0,1325.9547,100,,,-1,-22823544.0,534848050000.0,100.0,True,,1449.7578,155.82619,29300,1,1.0,100.0,13885.321316242218,4999.4395,10.0,1.0,12096342,21380458.0
[ 0.03   0.953 -3.259 -1.408],885255050000.0,4423.14,294,1.0,-258.45407,-1.6937296e+17,0.048964363,0.4189424,-258.45407,2070950.2,4423.140321723904,442.63,10.0,1327.6362,100,,,-1,-22769838.0,1.3776548e+22,100.0,True,,212201.53,36431.48,29400,1,1.0,100.0,13930.844949245453,4999.3794,10.0,1.0,12140605,21326788.0
[-0.032  0.884 -3.27  -1.491],81673490000.0,4813.7227,295,1.0,-238.04564,-585484900000000.0,0.14205107,0.4189424,-238.04564,230433.44,4813.722630953559,481.49,10.0,911.4608,100,,,-1,-25445828.0,1.6455676e+17,100.0,True,,23517.861,3267.834,29500,1,1.0,100.0,13979.091363668442,4999.5273,10.0,1.0,12188754,24002688.0
[ 0.025  0.908 -3.261 -1.498],2219519500000.0,4708.0107,296,1.0,-252.05154,-5.846859e+17,0.014882332,0.4189424,-252.05154,3373096.0,4708.010540929194,470.97,10.0,1052.3108,100,139.92961,,-1,-24715892.0,1.641443e+23,100.0,True,,487608.2,88865.12,29600,1,1.0,100.0,14042.840419530869,4999.59,10.0,1.0,12235851,23272718.0
[-0.038  0.834 -3.273 -1.575],41955570000000.0,4876.815,297,1.0,-257.0463,-9.819205e+19,0.21676734,0.4189424,-257.0463,161728290.0,4876.81516399151,487.8,10.0,711.92316,100,,,-1,-25733310.0,4.6296782e+27,100.0,True,,16236133.0,1854653.0,29700,1,1.0,100.0,14104.20505619049,4999.5474,10.0,1.0,12284631,24290160.0
[ 0.024  0.838 -3.267 -1.577],453094800000000.0,4802.292,298,1.0,-254.44586,-2.6974152e+22,0.23876128,0.4189424,-254.44586,999268600.0,4802.292064988115,480.35,10.0,929.58325,100,,,-1,-25369276.0,3.493808e+32,100.0,True,,109165640.0,18129424.0,29800,1,1.0,100.0,14156.348252296448,4999.533,10.0,1.0,12332666,23926134.0
[ 0.053  0.838 -3.261 -1.329],41227583000.0,4559.271,299,1.0,-251.77975,-1.1066683e+19,0.021316003,0.4189424,-251.77975,45339.043,4559.270848300286,456.18,10.0,1169.1237,100,19.96595,,-1,-23596864.0,5.8814497e+25,100.0,True,,6191.4077,1815.1886,29900,1,1.0,100.0,14205.363231420517,4999.401,10.0,1.0,12378284,22153800.0
[-0.036  0.769 -3.273 -1.38 ],71273590000000.0,4792.842,300,1.0,-247.05603,-1.417397e+18,0.10478985,0.4189424,-247.05603,396451870.0,4792.841452920405,479.43,10.0,887.41473,100,,,-1,-25201974.0,9.6459106e+23,100.0,True,,39544480.0,4323061.0,30000,1,1.0,100.0,14261.000550985336,4999.5317,10.0,1.0,12426227,23758832.0
[ 0.023  0.784 -3.272 -1.368],201943550000.0,4896.0645,301,1.0,-242.71344,-3218827500000000.0,0.3680307,0.4189424,-242.71344,206552.89,4896.064183161126,489.73,10.0,577.9042,100,19.965248,,-1,-25748542.0,4.9745705e+18,100.0,True,,27238.604,8080.9463,30100,1,1.0,100.0,14316.677217721939,4999.501,10.0,1.0,12475200,24305418.0
[ 0.038  0.851 -3.274 -1.264],567823200.0,4082.5735,302,1.0,-242.55904,-6.2492058e+16,0.11113707,0.4189424,-242.55904,776.7044,4082.5736837562667,408.67,10.0,1551.4867,100,129.88487,,-1,-20517528.0,1.875552e+21,100.0,True,,80.509796,24.916878,30200,1,1.0,100.0,14370.232628583908,4999.3145,10.0,1.0,12516067,19074518.0
[-0.081  0.838 -3.296 -1.292],19084815000000.0,4336.0786,303,1.0,-264.529,-7.0558355e+22,0.022877809,0.4189424,-264.529,56168810.0,4336.078770848547,434.14,10.0,1135.7596,100,9.98126,,-1,-21534626.0,2.3906999e+33,100.0,True,,5770647.0,1079170.0,30300,1,1.0,100.0,14429.031877994537,4999.462,10.0,1.0,12559481,20091528.0
[-0.016  0.853 -3.343 -1.386],38159856000.0,4756.6743,304,1.0,-256.48682,-64404410000000.0,0.18565439,0.4189424,-256.48682,151098.88,4756.674461592064,475.85,10.0,869.2516,100,559.7321,,-1,-24824664.0,1989476200000000.0,100.0,True,,15032.613,1527.1301,30400,1,1.0,100.0,14480.329986095428,4999.479,10.0,1.0,12607066,23381552.0
[ 0.043  0.833 -3.345 -1.386],51956527000.0,4897.6494,305,1.0,-244.40047,-5100702000000000.0,0.093895756,0.4189424,-244.40047,90230.76,4897.649493076208,489.89,10.0,592.1848,100,409.83777,,-1,-25780732.0,1.2493733e+19,100.0,True,,10807.051,2079.2627,30500,1,1.0,100.0,14532.681257009506,4999.4243,10.0,1.0,12656055,24337652.0
[ 0.142  0.781 -3.345 -1.442],22895750000000.0,4941.3423,306,1.0,-251.80447,-4.909965e+21,0.62023234,0.4189424,-251.80447,74700536.0,4941.342170128469,494.26,10.0,455.71246,100,469.779,,-1,-26067660.0,1.1576335e+31,100.0,True,,7433156.5,917648.2,30600,1,1.0,100.0,14587.681013822556,4999.502,10.0,1.0,12705481,24624534.0
[-0.017  0.788 -3.288 -1.258],146332240000000.0,4598.0127,307,1.0,-244.59692,-1.2418842e+23,0.07521287,0.4189424,-244.59692,551074400.0,4598.0123273708305,460.05,10.0,1081.8207,100,9.979432,,-1,-23755136.0,7.4062994e+33,100.0,True,,54830976.0,5858624.0,30700,1,1.0,100.0,14640.24419093132,4999.4307,10.0,1.0,12751486,22312054.0
[ 0.06   0.703 -3.293 -1.307],20234094000000.0,4806.171,308,1.0,-246.59755,-8326042700000000.0,0.044086024,0.4189424,-246.59755,40254896.0,4806.171044419158,480.78,10.0,795.6755,100,,,-1,-25175494.0,3.312724e+19,100.0,True,,5001246.0,809996.94,30800,1,1.0,100.0,14691.81682920456,4999.4814,10.0,1.0,12799564,23732380.0
[ 0.067  0.595 -3.295 -1.369],444593200.0,4745.9404,309,1.0,-251.68915,-1.2053744e+19,0.16033253,0.4189424,-251.68915,155.12325,4745.940337341102,474.72,10.0,1087.1981,100,,,-1,-25149126.0,6.9763243e+25,100.0,True,,27.303001,17.920584,30900,1,1.0,100.0,14750.499819517136,4999.593,10.0,1.0,12847036,23705950.0
[-0.056  0.59  -3.31  -1.386],175258220000.0,4325.746,310,1.0,-235.08571,-3.4426564e+20,0.1250158,0.4189424,-235.08571,994107.75,4325.746222892297,433.19,10.0,885.5089,100,9.98067,,-1,-20939348.0,5.69101e+28,100.0,True,,101328.945,18684.137,31000,1,1.0,100.0,14795.582368850708,4999.537,10.0,1.0,12890355,19496206.0
[ 0.004  0.581 -3.308 -1.399],1577345900000000.0,4988.6753,311,1.0,-243.98476,-1.6103484e+16,0.17786774,0.4189424,-243.98476,10215895000.0,4988.675535691161,498.94,10.0,106.46283,100,3929.3843,,-1,-26341394.0,1.01317525e+20,100.0,True,,1016468600.0,102159170.0,31100,1,1.0,100.0,14856.854045391083,4999.5884,10.0,1.0,12940249,24898218.0
[ 0.059  0.599 -3.318 -1.376],3162656500.0,4987.902,312,1.0,-242.22725,-5.305493e+16,0.12623493,0.4189424,-242.22725,4457.774,4987.901841206824,498.87,10.0,113.41756,100,3859.412,,-1,-26335176.0,1.351615e+21,100.0,True,,479.56586,127.14062,31200,1,1.0,100.0,14904.520317554474,4999.5386,10.0,1.0,12990136,24892030.0
[-0.043  0.542 -3.361 -1.394],427301540000.0,4494.4893,313,1.0,-248.56833,-6.2998164e+21,0.08842791,0.4189424,-248.56833,498064.34,4494.4889776525415,449.91,10.0,864.6246,100,9.981191,,-1,-22391182.0,1.9056281e+31,100.0,True,,73444.11,30305.488,31300,1,1.0,100.0,14955.976333379745,4999.5938,10.0,1.0,13035127,20948006.0
[ 0.017  0.558 -3.363 -1.386],5751906500000.0,4999.377,314,1.0,-246.72191,-1.8120308e+21,0.043793697,0.4189424,-246.72191,19101144.0,4999.377123851204,500.0,10.0,0.12439823,100,4998.841,,-1,-26436968.0,1.576534e+30,100.0,True,,1909888.1,230131.92,31400,1,1.0,100.0,15013.957111120224,4999.623,10.0,1.0,13085127,24993772.0
[ 0.103  0.634 -3.375 -1.338],277900920000.0,4899.4434,315,1.0,-241.71594,-27362390000000.0,0.040983733,0.4189424,-241.71594,938849.9,4899.443413791604,490.04,10.0,698.4962,100,,,-1,-25935618.0,352229030000000.0,100.0,True,,93503.945,11120.65,31500,1,1.0,100.0,15070.501722097397,4999.59,10.0,1.0,13134131,24492442.0
[ 0.045  0.585 -3.375 -1.437],66433580000000.0,4949.372,316,1.0,-249.87819,-3.2264305e+19,0.06730937,0.4189424,-249.87819,258851520.0,4949.372244185495,495.01,10.0,497.43066,100,,,-1,-26186900.0,4.9983412e+26,100.0,True,,25752638.0,2657975.2,31600,1,1.0,100.0,15124.618915081024,4999.592,10.0,1.0,13183632,24743722.0
[ 0.143  0.651 -3.38  -1.398],51519220000.0,4973.958,317,1.0,-259.47058,-21598254000000.0,0.010579272,0.4189424,-259.47058,57742.293,4973.957924440866,497.48,10.0,251.70778,100,2469.4976,,-1,-26246754.0,222930110000000.0,100.0,True,,6713.0337,2148.4016,31700,1,1.0,100.0,15185.055911302567,4999.5264,10.0,1.0,13233380,24803614.0
[ 0.086  0.58  -3.402 -1.481],52235550000.0,4970.0806,318,1.0,-245.79626,-420854630000.0,0.03218814,0.4189424,-245.79626,88393.77,4970.08042401409,497.08,10.0,291.50296,100,2069.663,,-1,-26229842.0,65244533000.0,100.0,True,,11127.077,2089.892,31800,1,1.0,100.0,15245.688444852829,4999.576,10.0,1.0,13283088,24786674.0
[ 0.108  0.623 -3.418 -1.367],127062420000.0,4966.8765,319,1.0,-257.97287,-94208816000000.0,0.0023275777,0.4189424,-257.97287,364820.03,4966.8760137725485,496.78,10.0,244.16318,100,2739.5474,,-1,-26172626.0,4250188200000000.0,100.0,True,,36424.22,5106.021,31900,1,1.0,100.0,15293.155751943588,4999.551,10.0,1.0,13332766,24729472.0
[ 0.041  0.542 -3.428 -1.434],156366850000.0,4949.5273,320,1.0,-250.71512,-21264947000000.0,0.044525452,0.4189424,-250.71512,490874.06,4949.52750252076,495.02,10.0,496.4432,100,9.979978,,-1,-26187464.0,213942120000000.0,100.0,True,,48847.137,6256.345,32000,1,1.0,100.0,15345.980726242065,4999.6055,10.0,1.0,13382268,24744278.0
[ 0.04   0.454 -3.44  -1.522],330907900000.0,4949.4795,321,1.0,-246.58817,-2.0735767e+16,0.060414955,0.4189424,-246.58817,882721.75,4949.479374014393,495.01,10.0,497.4414,100,,,-1,-26188012.0,2.0643609e+20,100.0,True,,90649.766,13239.008,32100,1,1.0,100.0,15399.79774427414,4999.66,10.0,1.0,13431769,24744796.0
[ 0.124  0.383 -3.486 -1.559],246558300000.0,4999.3857,322,1.0,-247.85172,-51332497000000.0,0.038025405,0.4189424,-247.85172,799910.1,4999.385667698775,500.0,10.0,0.11975665,100,4999.0103,,-1,-26437056.0,1253056200000000.0,100.0,True,,79877.2,9864.47,32200,1,1.0,100.0,15443.942829847336,4999.6357,10.0,1.0,13481769,24993854.0
[ 0.221  0.45  -3.473 -1.519],9458872000.0,4951.9883,323,1.0,-254.44606,-48050830000.0,0.06808201,0.4189424,-254.44606,29052.375,4951.988037388715,495.28,10.0,470.57507,100,269.82507,,-1,-26186808.0,715112770.0,100.0,True,,2914.7168,378.5748,32300,1,1.0,100.0,15493.010595083237,4999.598,10.0,1.0,13531297,24743628.0
[ 0.111  0.494 -3.484 -1.479],23879752000.0,4999.3643,324,1.0,-263.7601,-5553493000000.0,0.053601515,0.4189424,-263.7601,28069.297,4999.363954559521,500.0,10.0,0.118931614,100,4998.995,,-1,-26436832.0,14681257000000.0,100.0,True,,3940.1782,955.4253,32400,1,1.0,100.0,15553.206584453583,4999.6187,10.0,1.0,13581297,24993638.0
[ 0.194  0.577 -3.472 -1.438],48221480000.0,4999.303,325,1.0,-251.08145,-501028940000000.0,0.13278653,0.4189424,-251.08145,117457.07,4999.303281434931,500.0,10.0,0.14175367,100,4998.7817,,-1,-26436188.0,1.2051489e+17,100.0,True,,11798.802,1929.5249,32500,1,1.0,100.0,15615.23280262947,4999.547,10.0,1.0,13631297,24993036.0
[ 0.164  0.465 -3.486 -1.482],818819460.0,4977.1523,326,1.0,-250.00443,-243717850000.0,0.03841732,0.4189424,-250.00443,560.01996,4977.152578057069,497.79,10.0,220.88199,100,2779.405,,-1,-26264038.0,28328245000.0,100.0,True,,86.94299,33.602695,32600,1,1.0,100.0,15670.308605670929,4999.635,10.0,1.0,13681076,24820836.0
[ 0.04   0.472 -3.488 -1.495],107162360.0,4949.5596,327,1.0,-255.79404,-8704672400000.0,0.16227198,0.4189424,-255.79404,18.718924,4949.559532651118,495.02,10.0,496.44626,100,9.9817915,,-1,-26187802.0,36379800000000.0,100.0,True,,3.0512016,4.299044,32700,1,1.0,100.0,15716.560636758804,4999.6406,10.0,1.0,13730578,24744596.0
[-0.021  0.464 -3.498 -1.496],587832640.0,4726.7134,328,1.0,-260.59494,-32973937000.0,0.1942912,0.4189424,-260.59494,459.5646,4726.713501697058,472.95,10.0,605.78094,100,2139.7688,,-1,-24152018.0,503581820.0,100.0,True,,93.14023,40.924774,32800,1,1.0,100.0,15774.926558732986,4999.679,10.0,1.0,13777873,22708792.0
[ 0.009  0.472 -3.498 -1.492],2331616000000.0,4899.6753,329,1.0,-263.1117,-2.0509196e+17,0.13648418,0.4189424,-263.1117,3386401.0,4899.675158573002,490.04,10.0,698.5278,100,9.9800205,,-1,-25937946.0,2.0195857e+22,100.0,True,,514627.84,93282.85,32900,1,1.0,100.0,15834.668159723282,4999.615,10.0,1.0,13826877,24494756.0
[ 0.046  0.533 -3.493 -1.389],203548820000.0,4858.8086,330,1.0,-247.58545,-170951480000000.0,0.010330736,0.4189424,-247.58545,583069.75,4858.8088991248105,485.97,10.0,803.08026,100,,,-1,-25696158.0,1.3998487e+16,100.0,True,,59557.395,8143.938,33000,1,1.0,100.0,15892.898858070374,4999.629,10.0,1.0,13875474,24252960.0
[ 0.102  0.627 -3.5   -1.331],3698454500.0,4997.2764,331,1.0,-253.74281,-233103670000.0,0.025273243,0.4189424,-253.74281,6130.544,4997.2762034913785,499.81,10.0,19.89068,100,4799.37,,-1,-26416308.0,25270320000.0,100.0,True,,629.7206,147.98613,33100,1,1.0,100.0,15935.999799966812,4999.5312,10.0,1.0,13925455,24973164.0
[ 0.194  0.572 -3.494 -1.394],248166450000.0,4883.1826,332,1.0,-251.38045,-169145090000000.0,0.002452417,0.4189424,-251.38045,387614.8,4883.18268085693,488.42,10.0,715.2759,100,,,-1,-25800280.0,1.3696863e+16,100.0,True,,47628.49,9929.868,33200,1,1.0,100.0,15977.270504951477,4999.6074,10.0,1.0,13974297,24357094.0
[ 0.187  0.682 -3.504 -1.336],1547364500000.0,4734.3203,333,1.0,-242.70753,-3.2951882e+16,0.2614474,0.4189424,-242.70753,3537024.8,4734.320289707713,473.58,10.0,1037.697,100,199.88768,,-1,-24933704.0,5.2137258e+20,100.0,True,,381171.78,61928.2,33300,1,1.0,100.0,16028.664630174637,4999.461,10.0,1.0,14021655,23490604.0
[ 0.173  0.588 -3.525 -1.415],54090520000.0,4949.419,334,1.0,-259.47705,-977279200000.0,0.007894305,0.4189424,-259.47705,81067.67,4949.4188689793045,495.02,10.0,496.43216,100,9.981304,,-1,-26186334.0,409246600000.0,100.0,True,,9385.576,2164.2317,33400,1,1.0,100.0,16069.52089881897,4999.5312,10.0,1.0,14071157,24743192.0
[ 0.186  0.54  -3.556 -1.526],83182430000000.0,4949.3667,335,1.0,-250.94917,-1.07672975e+24,0.45234755,0.4189424,-250.94917,287415780.0,4949.366919797682,495.01,10.0,497.43008,100,,,-1,-26186832.0,5.5667917e+35,100.0,True,,28680684.0,3328562.5,33500,1,1.0,100.0,16135.533387184143,4999.5674,10.0,1.0,14120658,24743670.0
[-0.026  0.505 -3.566 -1.651],162254980000.0,4798.2515,336,1.0,-245.86418,-1456771300000000.0,0.052859146,0.4189424,-245.86418,612377.2,4798.25122598944,480.06,10.0,522.89496,100,2489.6301,,-1,-24739858.0,1.01868454e+18,100.0,True,,61212.445,8454.117,33600,1,1.0,100.0,16197.852455377579,4999.6763,10.0,1.0,14168664,23296634.0
[ 0.016  0.546 -3.566 -1.632],180237920.0,4977.6826,337,1.0,-248.28093,-3.0482816e+18,0.00010069649,0.4189424,-248.28093,67.3683,4977.682599452926,497.84,10.0,157.99496,100,3619.6887,,-1,-26245508.0,4.4613474e+24,100.0,True,,9.763048,7.2111254,33700,1,1.0,100.0,16248.619208574295,4999.67,10.0,1.0,14218448,24802286.0
[-0.033  0.513 -3.562 -1.65 ],855378560000.0,4535.5796,338,1.0,-260.2587,-3.898682e+19,0.081954844,0.4189424,-260.2587,2070286.6,4535.579439675695,453.95,10.0,771.99023,100,2019.8488,,-1,-22610674.0,7.297727e+26,100.0,True,,267133.56,63726.074,33800,1,1.0,100.0,16295.736434459686,4999.6816,10.0,1.0,14263843,21167448.0
[ 0.023  0.532 -3.56  -1.632],147819650.0,4899.6934,339,1.0,-241.40778,-39590564000.0,0.105534405,0.4189424,-241.40778,65.679306,4899.693337743141,490.04,10.0,698.5304,100,9.980275,,-1,-25938158.0,746948800.0,100.0,True,,9.347912,5.932158,33900,1,1.0,100.0,16344.964986801147,4999.668,10.0,1.0,14312847,24494938.0
[-0.025  0.561 -3.553 -1.605],962735960000.0,4907.7085,340,1.0,-255.61688,-2.5298324e+19,0.010738332,0.4189424,-255.61688,1507437.4,4907.708642609717,490.94,10.0,321.28525,100,2669.7905,,-1,-25632040.0,3.0728658e+26,100.0,True,,195322.6,49679.703,34000,1,1.0,100.0,16388.05682659149,4999.6577,10.0,1.0,14361941,24188826.0
[ 0.025  0.582 -3.552 -1.573],1339137200.0,4949.6943,341,1.0,-241.13675,-1.2075977e+21,0.11966281,0.4189424,-241.13675,1665.3418,4949.694288752176,495.03,10.0,495.4565,100,19.964458,,-1,-26188178.0,7.001602e+29,100.0,True,,177.52675,53.5944,34100,1,1.0,100.0,16432.14587330818,4999.6787,10.0,1.0,14411444,24744950.0
[-0.057  0.572 -3.632 -1.623],85258690000.0,4400.688,342,1.0,-236.57155,-4.94819e+19,0.036783576,0.4189424,-236.57155,135099.45,4400.6878923447675,440.61,10.0,880.5552,100,,,-1,-21584652.0,1.175562e+27,100.0,True,,20548.201,7641.426,34200,1,1.0,100.0,16455.96560573578,4999.6787,10.0,1.0,14455505,20141430.0
[ 8.247e-04  5.945e-01 -3.634e+00 -1.616e+00],400722020.0,4949.61,343,1.0,-250.99815,-1.6881846e+16,0.06774212,0.4189424,-250.99815,400.1061,4949.6097424823765,495.02,10.0,496.4514,100,9.980655,,-1,-26188316.0,1.3683531e+20,100.0,True,,45.171005,16.041283,34300,1,1.0,100.0,16481.91512823105,4999.663,10.0,1.0,14505007,24745098.0
[-0.054  0.572 -3.636 -1.636],107759870000.0,4229.093,344,1.0,-254.17516,-5.2940078e+19,0.069624245,0.4189424,-254.17516,605307.44,4229.092667071892,423.56,10.0,913.3752,100,1679.8024,,-1,-20162688.0,1.3456354e+27,100.0,True,,62638.715,13901.735,34400,1,1.0,100.0,16503.95365047455,4999.663,10.0,1.0,14547363,18719476.0
[-1.368e-03  5.996e-01 -3.634e+00 -1.617e+00],3633270000.0,4994.4087,345,1.0,-253.35931,-3.2298738e+22,0.13698073,0.4189424,-253.35931,5491.6963,4994.408779980655,499.5,10.0,50.74496,100,4489.5034,,-1,-26389912.0,5.008751e+32,100.0,True,,779.6673,145.36105,34500,1,1.0,100.0,16527.486048936844,4999.663,10.0,1.0,14597313,24946694.0
[-0.063  0.594 -3.636 -1.626],31660063000.0,4071.106,346,1.0,-258.7674,-2.0921154e+18,0.053901702,0.4189424,-258.7674,108421.37,4071.106006153363,407.81,10.0,988.1519,100,9.9805155,,-1,-18993582.0,2.1014352e+24,100.0,True,,13951.251,3865.6697,34600,1,1.0,100.0,16548.407967090607,4999.702,10.0,1.0,14638094,17550348.0
[-0.011  0.624 -3.634 -1.607],4961157600.0,4891.9126,347,1.0,-256.46732,-2.4549251e+16,0.2852659,0.4189424,-256.46732,18392.572,4891.912557966975,489.27,10.0,702.3223,100,,,-1,-25867278.0,2.8935881e+20,100.0,True,,1828.9602,198.53908,34700,1,1.0,100.0,16574.53876876831,4999.657,10.0,1.0,14687021,24424064.0
[-0.064  0.637 -3.648 -1.579],140156040000.0,4348.372,348,1.0,-247.14737,-3.0667628e+18,0.064703144,0.4189424,-247.14737,223418.72,4348.371443111333,435.39,10.0,907.23157,100,19.96252,,-1,-21174626.0,4.515576e+24,100.0,True,,34862.664,11998.393,34800,1,1.0,100.0,16595.88455224037,4999.6787,10.0,1.0,14730560,19731404.0
[-0.007  0.663 -3.651 -1.574],180343360.0,4989.873,349,1.0,-243.87988,-229648960000.0,0.006586886,0.4189424,-243.87988,78.30615,4989.873040432357,499.06,10.0,75.92709,100,4269.49,,-1,-26347814.0,25281681000.0,100.0,True,,11.931111,7.2157106,34900,1,1.0,100.0,16622.750349998474,4999.66,10.0,1.0,14780466,24904598.0
[-0.041  0.619 -3.65  -1.603],70951190000.0,4758.243,350,1.0,-251.19817,-1966661100000000.0,0.09437552,0.4189424,-251.19817,153132.12,4758.243040673441,476.05,10.0,697.42755,100,9.980503,,-1,-24570492.0,1.8569036e+18,100.0,True,,19513.406,5351.7505,35000,1,1.0,100.0,16645.88555455208,4999.6533,10.0,1.0,14828071,23127282.0
[ 0.004  0.655 -3.652 -1.579],151466700.0,4999.4707,351,1.0,-238.96803,-1.4082272e+17,0.06541791,0.4189424,-238.96803,50.811928,4999.470622505893,500.0,10.0,0.10050451,100,4999.1934,,-1,-26437932.0,9.521348e+21,100.0,True,,7.868936,6.0600624,35100,1,1.0,100.0,16669.747443437576,4999.678,10.0,1.0,14878071,24994706.0
[-0.055  0.674 -3.647 -1.577],294810100000.0,4736.899,352,1.0,-242.46596,-1.7386284e+19,0.073360786,0.4189424,-242.46596,388088.25,4736.898739279935,474.06,10.0,478.7554,100,2969.74,,-1,-24110616.0,1.4513827e+26,100.0,True,,63146.5,21258.525,35200,1,1.0,100.0,16691.794271230698,4999.634,10.0,1.0,14925477,22667416.0
[ 1.839e-03  6.943e-01 -3.644e+00 -1.560e+00],33316540000.0,4949.4443,353,1.0,-243.4239,-9958467000000.0,0.19083005,0.4189424,-243.4239,114285.37,4949.4444880433675,495.01,10.0,497.4379,100,,,-1,-26187652.0,47297750000000.0,100.0,True,,11479.408,1332.9343,35300,1,1.0,100.0,16712.966884851456,4999.64,10.0,1.0,14974978,24744446.0
[ 0.059  0.676 -3.636 -1.575],47227490000.0,4949.419,354,1.0,-241.86926,-10371058000000.0,0.0090472745,0.4189424,-241.86926,55098.074,4949.418944446909,495.01,10.0,497.43533,100,,,-1,-26187372.0,51175450000000.0,100.0,True,,7139.67,1889.54,35400,1,1.0,100.0,16734.64861011505,4999.601,10.0,1.0,15024479,24744190.0
[ 0.052  0.767 -3.62  -1.491],1765400400000.0,4923.5566,355,1.0,-247.89442,-22031362000000.0,0.057514805,0.4189424,-247.89442,6655998.0,4923.556363053042,492.44,10.0,557.44684,100,,,-1,-25995336.0,197202950000000.0,100.0,True,,662035.7,70639.47,35500,1,1.0,100.0,16756.24071097374,4999.6035,10.0,1.0,15073723,24552152.0
[ 0.055  0.68  -3.584 -1.573],13061419000.0,4999.4224,356,1.0,-251.75995,-5893065300000.0,0.11312173,0.4189424,-251.75995,10127.319,4999.422055064997,500.0,10.0,0.099845245,100,4999.174,,-1,-26437434.0,16600321000000.0,100.0,True,,1509.0801,522.56903,35600,1,1.0,100.0,16781.278049707413,4999.6543,10.0,1.0,15123723,24994220.0
[-0.005  0.744 -3.566 -1.486],175150620.0,4999.3853,357,1.0,-244.55115,-1.0393273e+16,0.061342016,0.4189424,-244.55115,59.920433,4999.385576890744,500.0,10.0,0.09947919,100,4999.124,,-1,-26437034.0,5.186635e+19,100.0,True,,10.061322,7.0079174,35700,1,1.0,100.0,16806.237676143646,4999.5977,10.0,1.0,15173723,24993854.0
[-0.058  0.724 -3.568 -1.513],31284163000.0,4793.052,358,1.0,-265.92993,-2365887800000000.0,0.021949064,0.4189424,-265.92993,22521.299,4793.051678453361,479.64,10.0,427.9582,100,2809.6648,,-1,-24599706.0,2.687439e+18,100.0,True,,4224.791,1651.31,35800,1,1.0,100.0,16831.10679411888,4999.653,10.0,1.0,15221687,23156494.0
[-0.006  0.705 -3.567 -1.542],520149900.0,4999.444,359,1.0,-234.3765,-3758988400000000.0,0.05741835,0.4189424,-234.3765,690.9206,4999.443630572545,500.0,10.0,0.10230784,100,4999.1367,,-1,-26437630.0,6.784436e+18,100.0,True,,85.28107,20.811268,35900,1,1.0,100.0,16854.977457284927,4999.624,10.0,1.0,15271687,24994434.0
[-0.068  0.701 -3.571 -1.538],477232460000.0,4657.207,360,1.0,-234.89291,-3.147274e+20,0.043606993,0.4189424,-234.89291,802820.3,4657.207235519647,466.17,10.0,570.8361,100,2809.6963,,-1,-23458634.0,4.755932e+28,100.0,True,,111575.48,29215.355,36000,1,1.0,100.0,16879.82160806656,4999.6396,10.0,1.0,15318304,22015432.0
[-0.006  0.7   -3.574 -1.543],105459060000.0,4999.443,361,1.0,-244.17178,-4.0330122e+18,0.17173894,0.4189424,-244.17178,373243.6,4999.442717921482,500.0,10.0,0.10134086,100,4999.1,,-1,-26437644.0,7.809416e+24,100.0,True,,37172.84,4219.343,36100,1,1.0,100.0,16904.776183128357,4999.6597,10.0,1.0,15368304,24994426.0
[ 0.056  0.7   -3.581 -1.542],197761680000.0,4949.5254,362,1.0,-261.97256,-22161794000000.0,0.0047627795,0.4189424,-261.97256,418600.22,4949.5258467207905,495.02,10.0,496.44305,100,9.980187,,-1,-26187446.0,231633730000000.0,100.0,True,,45942.723,7912.3877,36200,1,1.0,100.0,16930.020580530167,4999.6074,10.0,1.0,15417806,24744260.0
[ 0.049  0.607 -3.584 -1.625],8510112300.0,4999.4863,363,1.0,-253.53726,-5533482000000.0,0.10418401,0.4189424,-253.53726,7178.277,4999.486457705976,500.0,10.0,0.08998118,100,4999.1904,,-1,-26438106.0,14655575000000.0,100.0,True,,981.4169,340.48038,36300,1,1.0,100.0,16954.128002643585,4999.708,10.0,1.0,15467806,24994862.0
