TimestepsSoFar,MaxIW,ESSClassic,Bound,OptimizationReturnMean,MeanIWNorm,MinIWNorm,InitialBound,InitialReturnMean,EpLenMean,EpisodesSoFar,ReturnStepMax,MeanIW,InitialReturnMax,ESSRenyi,TimeElapsed,EpThisIter,MaxIWNorm,InitialReturnStd,MinIW,ReturnStepMaxmin,Iteration,StdIW,VarianceInit,J_sample_variance,Weights,ReturnMeanIW,MeanEntropy,LearnableVariance,EpRewMean,StdIWNorm,OptimizationReturnMin,OptimizationReturnMax,InitialReturnMin,EmpiricalD2
1567520,82.92241,5.371821,5649.2334,4122.767,0.021952031,1.6590513e-05,3720.2534,4332.574,433.8,7000,10.0,2.195203,4999.5747,3.9746773,1218.5075192451477,100,0.82922405,1219.6697,0.0016590514,10.0,70,9.2134905,-1,1184219900.0,[-0.119  1.171 -2.175 -2.328 -1.02 ],8720.572,0.37576562,True,4332.574168717698,0.0921349,,4789.7676,209.80705,25.159275
1609811,672.2688,1.5625652,22607.72,3962.3481,0.08472565,4.3298055e-06,3609.8154,4222.137,422.91,7100,10.0,8.472565,4999.586,0.15259956,1252.7732074260712,100,6.7226877,953.4136,0.00043298057,10.0,71,67.24747,-1,91114340000.0,[-0.144  1.136 -2.181 -2.307 -1.043],38282.56,0.4263111,True,4222.137190000753,0.6724746,,4739.797,259.78888,655.3099
1646794,305.01596,1.9163811,12187.789,2159.6924,0.042886533,7.164522e-06,3077.0056,3689.3257,369.83,7200,10.0,4.2886534,4999.57,0.61364925,1285.0990042686462,100,3.0501595,897.33984,0.0007164522,10.0,72,30.68162,-1,11310471000.0,[-0.166  1.082 -2.185 -2.303 -0.993],20004.395,0.43333,True,3689.3254840773006,0.30681622,,3469.937,1529.6328,162.95953
1685793,20.348738,15.922485,4582.3174,3892.0244,0.014091743,4.57142e-05,3279.7078,3892.0244,389.99,7300,10.0,1.4091742,4999.545,13.580127,1315.8952090740204,100,0.20348737,1332.3564,0.00457142,10.0,73,3.2381663,-1,261910670.0,[-0.146  1.14  -2.15  -2.264 -0.986],6243.9087,0.39166242,True,3892.0245729090907,0.03238166,,4999.545,,7.3637013
1729179,28.192554,16.405514,5207.5493,4332.3228,0.014471095,0.00033978585,3720.0042,4332.3228,433.86,7400,10.0,1.4471096,4999.5645,17.590393,1351.9965999126434,100,0.28192553,1085.8192,0.033978585,10.0,74,3.2665954,-1,267463220.0,[-0.128  1.132 -2.127 -2.261 -1.027],6667.5063,0.40188837,True,4332.3228848057925,0.032665953,,4999.5645,,5.6849213
1772900,3.4838557,75.34259,3971.7554,4358.1914,0.010565724,0.002061419,3755.8572,4368.174,437.21,7500,10.0,1.0565724,4999.548,75.68732,1384.124968290329,100,0.034838557,1364.7739,0.2061419,10.0,75,0.6044392,-1,11159443.0,[-0.105  1.129 -2.14  -2.262 -1.017],4675.5806,0.41044304,True,4368.174233597325,0.0060443915,,4989.565,9.982968,1.3212253
1818306,2.0733457,92.61345,4100.4663,4536.377,0.010352202,0.0031170887,3924.0552,4536.377,454.06,7600,10.0,1.0352201,4999.5854,90.81706,1422.8825433254242,100,0.020733457,1043.8445,0.31170887,10.0,76,0.29235932,-1,3214893.5,[-0.102  1.134 -2.182 -2.242 -1.008],4743.0,0.41134587,True,4536.377156828644,0.0029235932,,4999.5854,,1.1011146
1862020,18.695597,23.057987,4516.7534,4367.017,0.0133306775,0.0003057529,3754.6904,4367.017,437.14,7700,10.0,1.3330679,4999.6265,20.463972,1456.8713312149048,100,0.18695596,1357.2943,0.03057529,10.0,77,2.4351368,-1,146016740.0,[-0.102  1.115 -2.198 -2.233 -1.008],5870.3467,0.44333157,True,4367.017193255735,0.024351368,,4999.6265,,4.8866367
1906279,39.31388,8.547958,5575.8047,4220.362,0.017171122,4.1727806e-05,3807.8613,4420.168,442.59,7800,10.0,1.7171124,4999.4624,6.6120853,1491.6667368412018,100,0.3931388,1027.288,0.0041727806,10.0,78,5.6164804,-1,703273200.0,[-0.103  1.077 -2.219 -2.227 -0.976],7957.0254,0.45144585,True,4420.167954830984,0.056164805,,4799.6562,199.80624,15.123821
1950647,15.137069,24.290186,4767.2373,4431.3525,0.013151455,0.0001691574,3819.042,4431.3525,443.68,7900,10.0,1.3151457,4999.4863,18.981623,1526.4512972831726,100,0.15137069,985.81586,0.01691574,10.0,79,2.321852,-1,132172024.0,[-0.109  1.072 -2.242 -2.31  -0.967],6172.6514,0.4449875,True,4431.352540893049,0.023218518,,4999.4863,,5.2682533
1997369,10.603394,37.610416,4652.6616,4178.881,0.012249258,0.00032072028,4056.1743,4668.496,467.22,8000,10.0,1.2249259,4999.583,36.05236,1569.3148415088654,100,0.106033936,834.23627,0.03207203,10.0,80,1.577654,-1,41950850.0,[-0.087  1.085 -2.264 -2.35  -0.974],5672.456,0.42630023,True,4668.495964446628,0.01577654,,4509.968,489.61548,2.7737434
2045049,206.50983,1.8695095,9162.98,1864.4639,0.028327389,1.2846659e-05,4151.5547,4763.8667,476.8,8100,10.0,2.8327389,4999.506,1.640034,1606.7353541851044,100,2.0650983,456.04044,0.0012846659,10.0,81,20.523184,-1,1944595100.0,[-0.098  1.088 -2.279 -2.311 -0.993],13944.284,0.41320816,True,4763.86665844136,0.20523185,,2100.103,2899.4028,60.974346
2092128,184.89667,2.1049464,7346.862,4695.041,0.027197583,2.0374719e-06,4092.6895,4705.0205,470.79,8200,10.0,2.7197585,4999.6543,0.9958067,1642.2413220405579,100,1.8489666,890.30707,0.0002037472,10.0,82,18.547709,-1,8652695000.0,[-0.072  1.027 -2.27  -2.333 -1.006],13483.042,0.3773193,True,4705.020137910902,0.18547705,,4989.675,9.979285,100.4211
2140917,2.1719697,87.75811,4538.7266,4137.408,0.0106913075,0.001935239,4264.777,4877.0967,487.89,8300,10.0,1.0691309,4999.5703,82.447876,1681.322866678238,100,0.021719696,604.4394,0.1935239,10.0,83,0.3993111,-1,3925019.8,[-0.063  1.073 -2.273 -2.282 -1.042],5213.0815,0.38092366,True,4877.096908624528,0.0039931107,,4259.8813,739.6888,1.2128875
2187626,48.7724,9.347852,5898.951,4659.003,0.01712464,9.854357e-06,4056.6638,4668.986,467.09,8400,10.0,1.712464,4999.5845,6.934552,1712.3887031078339,100,0.48772398,1145.0695,0.0009854357,10.0,84,5.332792,-1,718335900.0,[-0.057  1.097 -2.274 -2.307 -1.038],8224.205,0.33262736,True,4668.985483276394,0.05332791,,4989.602,9.982531,14.420542
2235462,9.456323,43.511574,4905.7183,4782.223,0.012120829,0.0008647039,4169.8965,4782.223,478.36,8500,10.0,1.212083,4999.625,37.839775,1748.6709847450256,100,0.09456322,961.10583,0.086470395,10.0,85,1.3810512,-1,49324532.0,[-0.039  1.103 -2.264 -2.288 -1.086],5901.144,0.31106547,True,4782.223576395304,0.013810511,,4999.625,,2.642722
2283572,67.91412,5.745937,6470.92,4599.733,0.01747436,0.0001863958,4197.242,4809.5664,481.1,8600,10.0,1.7474362,4999.599,8.8277025,1791.3143661022186,100,0.6791412,839.8646,0.018639581,10.0,86,7.077354,-1,1162820900.0,[-0.048  1.072 -2.271 -2.284 -1.108],8531.82,0.3118448,True,4809.56588715606,0.07077355,,4789.766,209.83281,11.327975
2332165,22.680828,19.319647,4761.173,4857.5786,0.0125822015,0.0006501494,4245.25,4857.5786,485.93,8700,10.0,1.2582203,4999.633,29.10789,1829.1271307468414,100,0.22680828,709.20197,0.06501494,10.0,87,2.5712304,-1,131328590.0,[-0.077  1.107 -2.275 -2.277 -1.107],5896.127,0.30052578,True,4857.578323695126,0.025712308,,4999.633,,3.4354947
2380588,1047.3586,1.1697079,35780.28,3899.6543,0.113441475,7.285405e-08,4227.066,4839.397,484.23,8800,10.0,11.34415,4999.657,0.08584148,1867.9854717254639,100,10.473586,482.80838,7.285405e-06,10.0,88,104.27455,-1,181105430000.0,[-0.096  1.1   -2.291 -2.274 -1.118],56679.844,0.23059185,True,4839.396980112591,1.0427454,,4059.9148,939.7424,1164.938
2428388,11.38065,36.37422,4985.0034,1666.5568,0.013024998,0.00026031517,4163.5938,4775.931,478.0,8900,10.0,1.3024999,4999.7124,31.949013,1908.6860780715942,100,0.11380649,401.2435,0.026031516,10.0,89,1.7226512,-1,22267744.0,[-0.096  1.041 -2.282 -2.302 -1.188],6068.3364,0.21231043,True,4775.931014331144,0.017226512,,1890.3381,3109.3743,3.1299872
2475347,11.072639,31.985052,4924.5103,1562.0446,0.012849903,8.0357844e-05,4079.114,4691.4526,469.59,9000,10.0,1.2849904,4999.728,21.121714,1948.7359590530396,100,0.110726394,509.5942,0.008035785,10.0,90,1.8738232,-1,27756684.0,[-0.11   1.053 -2.28  -2.286 -1.207],6256.888,0.18494298,True,4691.4527758298655,0.01873823,,1870.3198,3129.4082,4.734464
2523008,371.906,1.8666145,15827.48,4763.284,0.051736835,3.1108327e-06,4150.9473,4763.284,476.61,9100,10.0,5.1736846,4999.712,0.5134263,1991.723435640335,100,3.71906,749.78723,0.00031108328,10.0,91,37.512936,-1,30751950000.0,[-0.097  1.07  -2.294 -2.301 -1.234],24373.258,0.19867416,True,4763.283966556301,0.37512934,,4999.712,,194.76993
2570713,126.217545,3.3677297,7150.407,4567.3467,0.0240025,9.639677e-06,4154.829,4767.1665,477.05,9200,10.0,2.40025,4999.716,2.6451385,2032.1114296913147,100,1.2621754,688.1081,0.0009639677,10.0,92,12.857275,-1,3084349000.0,[-0.102  1.127 -2.305 -2.246 -1.22 ],10915.423,0.23488973,True,4767.166698070585,0.12857275,,4799.896,199.81985,37.805202
2618714,14.166808,34.87543,5019.3926,1837.1221,0.01340714,0.0003624843,4184.395,4796.728,480.01,9300,10.0,1.340714,4999.675,31.069515,2068.788964986801,100,0.14166808,441.73807,0.03624843,10.0,93,1.8320982,-1,21263124.0,[-0.117  1.145 -2.298 -2.2   -1.184],6117.9434,0.22743113,True,4796.727803680535,0.018320981,,2040.0691,2959.6057,3.218589
2664504,13.253936,29.578844,4674.3647,4574.119,0.0128161,0.000567528,3961.7866,4574.119,457.9,9400,10.0,1.2816101,4999.674,29.028093,2102.541350364685,100,0.13253936,703.25653,0.0567528,10.0,94,1.9775017,-1,80284744.0,[-0.125  1.133 -2.286 -2.237 -1.192],5810.887,0.2367398,True,4574.118894420171,0.019775016,,4999.674,,3.4449387
2709844,63.279057,10.146869,11573.531,4529.0107,0.03605495,3.1949603e-05,3916.6753,4529.0107,453.4,9500,10.0,3.6054947,4999.6987,2.0226011,2136.6742091178894,100,0.63279057,946.29755,0.0031949605,10.0,95,10.729153,-1,2396728600.0,[-0.122  1.117 -2.299 -2.279 -1.182],15879.138,0.2685743,True,4529.010619397401,0.107291535,,4999.6987,,49.441288
2754762,96.879524,3.4862595,5471.7915,1526.2281,0.018531717,3.102901e-05,3873.231,4485.561,449.18,9600,10.0,1.8531718,4999.654,3.3937914,2168.7826492786407,100,0.96879524,610.3544,0.003102901,10.0,96,9.750578,-1,428299970.0,[-0.142  1.158 -2.299 -2.249 -1.15 ],8795.653,0.28869712,True,4485.561146663242,0.09750578,,2040.3208,2959.333,29.46557
2798454,243.81097,1.6030632,9546.027,4362.9697,0.030937836,2.2813329e-05,3750.641,4362.9697,436.92,9700,10.0,3.0937834,4999.639,1.218821,2203.4985625743866,100,2.4381096,971.3259,0.0022813329,10.0,97,24.23848,-1,14539667000.0,[-0.13   1.126 -2.282 -2.305 -1.13 ],15092.467,0.33616227,True,4362.969339381105,0.24238478,,4999.639,,82.0465
2844325,31.757622,13.566339,5498.7915,4372.489,0.01586029,6.57372e-05,3969.995,4582.32,458.71,9800,10.0,1.586029,4999.606,8.76518,2237.5545129776,100,0.3175762,856.8841,0.00657372,10.0,98,4.003329,-1,332705440.0,[-0.106  1.11  -2.262 -2.302 -1.083],7567.0317,0.30856425,True,4582.319622983565,0.040033285,,4789.775,209.83115,11.408779
2892042,6.5696583,50.98939,4667.722,4768.908,0.0117482,0.00016011272,4156.59,4768.908,477.17,9900,10.0,1.1748202,4999.5596,35.0756,2277.8223974704742,100,0.06569658,864.4905,0.016011272,10.0,99,1.1517987,-1,34589144.0,[-0.097  1.15  -2.244 -2.285 -1.11 ],5701.6133,0.31777567,True,4768.908390501389,0.011517986,,4999.5596,,2.8509848
2938474,79.57234,5.1840963,6197.752,4631.319,0.018935433,0.00012682524,4028.9663,4641.2983,464.32,10000,10.0,1.8935434,4999.6733,7.7460194,2313.101893186569,100,0.7957234,1186.897,0.012682524,10.0,100,8.098028,-1,1161172600.0,[-0.079  1.139 -2.248 -2.278 -1.101],8397.88,0.32841796,True,4641.298437993627,0.08098029,,4989.694,9.979542,12.909857
2984601,4.529015,66.75404,4440.2905,4609.052,0.011139709,0.00085812976,3996.7302,4609.052,461.27,10100,10.0,1.1139708,4999.593,59.91741,2344.859778881073,100,0.04529015,929.03394,0.08581298,10.0,101,0.78614813,-1,16212788.0,[-0.104  1.121 -2.255 -2.299 -1.091],5231.3403,0.31103116,True,4609.052179665707,0.007861481,,4999.593,,1.6689639
3032540,217.96844,2.591524,11601.54,4560.714,0.037297945,5.675414e-06,4178.2085,4790.5347,479.39,10200,10.0,3.729795,4999.6226,0.975483,2380.365565299988,100,2.1796844,578.4988,0.0005675414,10.0,102,22.866816,-1,11446455000.0,[-0.097  1.099 -2.252 -2.298 -1.108],17801.273,0.29116923,True,4790.534713059778,0.22866814,,4769.802,229.82065,102.51332
3078875,95.07214,3.9396098,6864.2344,1868.7289,0.019246839,3.6682963e-05,4015.8303,4628.1533,463.35,10300,10.0,1.9246838,4999.5967,5.5009274,2419.414244890213,100,0.95072144,572.82745,0.0036682964,10.0,103,9.503967,-1,486892960.0,[-0.125  1.101 -2.255 -2.228 -1.128],9474.969,0.28905925,True,4628.152989116797,0.09503967,,2240.1726,2759.424,18.178753
3124289,43.20265,9.523236,5578.73,4536.577,0.016542621,5.9429265e-05,3924.2468,4536.577,454.14,10400,10.0,1.6542621,4999.6562,6.5170875,2456.600599527359,100,0.43202648,1000.49835,0.0059429267,10.0,104,5.098948,-1,658028860.0,[-0.106  1.023 -2.276 -2.225 -1.13 ],7977.3364,0.27039665,True,4536.577088010477,0.05098948,,4999.6562,,15.344277
3171511,43.159397,8.757279,5147.137,2499.3723,0.013960348,9.1297006e-05,4106.2256,4718.562,472.22,10500,10.0,1.3960348,4999.711,11.903489,2496.652064561844,100,0.43159395,575.8228,0.009129701,10.0,105,4.506203,-1,168545660.0,[-0.088  0.979 -2.274 -2.253 -1.149],6921.9536,0.24955773,True,4718.562229401577,0.045062028,,2780.521,2219.19,8.400898
3220706,1.7503018,93.80467,4373.402,4908.1675,0.010202131,0.0050023696,4305.822,4918.1484,491.95,10600,10.0,1.0202131,4999.627,92.57633,2539.906420469284,100,0.017503018,520.1779,0.500237,10.0,106,0.26218683,-1,1947949.9,[-0.065  0.951 -2.271 -2.232 -1.169],5009.806,0.2501728,True,4918.1484449759655,0.002621868,,4989.646,9.981115,1.0801897
3270301,2.541537,80.03472,4799.3535,668.1026,0.0110481465,0.0013373641,4345.3384,4957.6797,495.95,10700,10.0,1.1048146,4999.7446,77.93635,2573.5760867595673,100,0.02541537,131.84583,0.13373642,10.0,107,0.55180806,-1,22862576.0,[-0.065  0.954 -2.259 -2.22  -1.169],5492.9766,0.24148948,True,4957.679700425124,0.00551808,,710.1675,4289.577,1.2830983
3319995,33.610184,13.840172,6411.7095,1409.1754,0.016105387,0.00011026477,4355.9473,4968.2793,496.94,10800,10.0,1.6105386,4999.6685,14.216685,2612.7134919166565,100,0.33610183,173.71744,0.011026477,10.0,108,4.0183973,-1,67059716.0,[-0.066  0.984 -2.278 -2.262 -1.177],8035.716,0.22521865,True,4968.279671081353,0.040183973,,1440.5642,3559.1042,7.0339885
3369723,435.54398,1.3016735,14782.575,872.0693,0.049733832,1.3757698e-06,4358.9497,4971.287,497.28,10900,10.0,4.973384,4999.7124,0.37017122,2654.435933828354,100,4.3554397,117.89414,0.00013757698,10.0,109,43.306774,-1,1956087600.0,[-0.069  0.985 -2.287 -2.336 -1.194],24847.008,0.16817304,True,4971.287035661084,0.4330677,,900.4946,4099.218,270.14526
3417433,14.582828,27.396845,5676.768,2238.1523,0.014242712,0.00022973161,4155.4326,4767.7744,477.1,11000,10.0,1.4242712,4999.7476,19.832388,2692.801050424576,100,0.14582828,497.82977,0.022973161,10.0,110,2.3185697,-1,45810690.0,[-0.087  0.965 -2.282 -2.382 -1.251],7051.7793,0.18117417,True,4767.774276421194,0.023185698,,2470.1255,2529.622,5.0422573
3465887,29.731792,11.626491,6239.173,4843.6724,0.016958203,5.2567746e-05,4231.332,4843.6724,484.54,11100,10.0,1.6958203,4999.743,8.361799,2735.1498231887817,100,0.29731792,702.40985,0.005256775,10.0,111,4.675376,-1,550468800.0,[-0.07   0.967 -2.273 -2.378 -1.238],8356.7705,0.13880923,True,4843.672244668422,0.04675376,,4999.743,,11.959148
3515623,138.07866,3.2179387,7129.1294,1323.0636,0.025322523,9.82374e-06,4360.3423,4972.68,497.36,11200,10.0,2.532252,4999.7227,2.8955288,2776.8665854930878,100,1.3807865,158.47357,0.000982374,10.0,112,13.887225,-1,98847736.0,[-0.06   0.944 -2.275 -2.402 -1.28 ],10727.68,0.10622943,True,4972.680128436634,0.13887225,,1350.1062,3649.6165,34.536007
3563466,3.2204783,77.17729,4539.5103,4781.166,0.010955627,0.002181312,4168.823,4781.166,478.43,11300,10.0,1.0955626,4999.7583,70.07859,2813.6062166690826,100,0.03220478,589.50574,0.21813121,10.0,113,0.59576625,-1,9414893.0,[-0.076  0.906 -2.272 -2.409 -1.313],5270.9893,0.08684539,True,4781.166190434468,0.005957662,,4999.7583,,1.4269693
3611605,23.811556,21.3886,5254.921,4811.4746,0.013272456,0.00026916468,4199.1265,4811.4746,481.39,11400,10.0,1.3272455,4999.7983,23.283722,2851.3813631534576,100,0.23811555,728.00977,0.026916469,10.0,114,2.5445023,-1,164388960.0,[-0.075  0.901 -2.268 -2.403 -1.332],6523.9507,0.094779335,True,4811.474511645405,0.025445022,,4999.7983,,4.294846
3661278,6.5884776,57.903267,5103.33,1166.924,0.012212669,0.000117545955,4354.0034,4966.3486,496.73,11500,10.0,1.221267,4999.779,37.44842,2887.1641805171967,100,0.06588478,166.45532,0.011754596,10.0,115,1.0413177,-1,23330122.0,[-0.06   0.899 -2.282 -2.4   -1.324],6103.974,0.08450018,True,4966.348705436838,0.010413177,,1200.354,3799.4248,2.6703396
3710636,2831.6533,1.0432682,90173.34,4934.9316,0.28924236,5.2063708e-08,4322.588,4934.9316,493.58,11600,10.0,28.924236,4999.77,0.012678557,2920.5823786258698,100,28.316532,504.86716,5.206371e-06,10.0,116,281.6998,-1,2003555300000.0,[-0.046  0.907 -2.284 -2.391 -1.334],144556.05,0.09191815,True,4934.93178729416,2.8169982,,4999.77,,7887.333
3759473,11.441734,26.120787,5000.7803,4882.238,0.012942553,0.0002663921,4269.8965,4882.238,488.37,11700,10.0,1.2942554,4999.7397,25.17585,2954.8611855506897,100,0.11441734,545.24536,0.026639212,10.0,117,2.176647,-1,110503180.0,[-0.054  0.849 -2.264 -2.467 -1.327],6221.177,0.096351415,True,4882.237679578658,0.021766469,,4999.7397,,3.9720604
3806918,121.20617,3.7913184,8545.149,4731.809,0.024984652,9.376878e-05,4129.449,4741.7896,474.45,11800,10.0,2.498465,4999.74,3.0546846,2986.981611967087,100,1.2120616,773.45044,0.009376878,10.0,118,12.585928,-1,3943511300.0,[-0.069  0.867 -2.257 -2.453 -1.323],12048.712,0.13825768,True,4741.789656780456,0.12585929,,4989.76,9.98045,32.736603
3852917,5.462044,67.348045,4242.1387,2175.325,0.010509645,0.0015182341,3982.6367,4594.983,459.99,11900,10.0,1.0509645,4999.786,71.17286,3019.5259397029877,100,0.054620437,599.89105,0.15182342,10.0,119,0.7317793,-1,10390857.0,[-0.08   0.846 -2.26  -2.479 -1.281],4967.977,0.1471155,True,4594.983234551144,0.0073177926,,2580.1277,2419.6584,1.4050299
3899202,47.051243,10.793749,6289.7593,4604.6157,0.017931378,5.731962e-05,4012.2344,4624.577,462.85,12000,10.0,1.7931378,4999.755,5.728482,3050.0421147346497,100,0.47051242,727.92456,0.005731962,10.0,120,5.1549587,-1,666570800.0,[-0.072  0.835 -2.266 -2.473 -1.272],8848.195,0.14147228,True,4624.576828694908,0.051549584,,4979.7935,19.961449,17.456633
3948549,10.1301775,38.888397,4790.8525,1443.515,0.011629368,0.0011198422,4320.574,4932.9155,493.47,12100,10.0,1.1629368,4999.7456,41.993088,3083.3796672821045,100,0.101301774,239.29872,0.111984216,10.0,121,1.4578338,-1,21385376.0,[-0.052  0.846 -2.274 -2.454 -1.277],5735.7935,0.16918008,True,4932.9155913152035,0.014578337,,1510.345,3489.4006,2.3813443
3998272,65.63613,5.4481144,5742.13,761.4762,0.016974535,0.00015727377,4358.538,4970.883,497.23,12200,10.0,1.6974537,4999.768,5.01235,3121.180535554886,100,0.6563613,113.49501,0.015727377,10.0,122,7.0714736,-1,83121144.0,[-0.054  0.862 -2.278 -2.476 -1.25 ],8477.24,0.21151282,True,4970.882462226466,0.070714734,,790.3618,4209.4062,19.950722
4046907,30.501333,9.46085,5256.9507,4862.15,0.015663987,0.00052586553,4249.8076,4862.15,486.35,12300,10.0,1.5663985,4999.752,12.261286,3156.9353647232056,100,0.30501333,704.6579,0.05258655,10.0,123,4.8456874,-1,429567330.0,[-0.045  0.836 -2.278 -2.495 -1.207],7005.694,0.21885672,True,4862.149933918932,0.048456874,,4999.752,,8.155751
4094881,4.4388924,65.33238,4464.295,4794.9043,0.010738994,0.0021429881,4182.56,4794.9043,479.74,12400,10.0,1.0738994,4999.764,66.969795,3188.3520135879517,100,0.044388924,612.7041,0.21429881,10.0,124,0.7822784,-1,15847636.0,[-0.065  0.852 -2.279 -2.475 -1.2  ],5212.56,0.2097477,True,4794.90412076579,0.007822784,,4999.764,,1.4932106
4142836,203.86017,2.7763407,12076.947,4782.185,0.039438855,1.6777347e-05,4179.8286,4792.1646,479.55,12500,10.0,3.9438856,4999.699,0.6860136,3219.094482421875,100,2.0386016,581.85406,0.0016777348,10.0,125,23.338552,-1,13697458000.0,[-0.06   0.837 -2.285 -2.49  -1.209],19469.988,0.27486,True,4792.164565936403,0.23338552,,4989.719,9.979977,145.76971
4190219,2.680993,86.55952,4383.2393,4724.671,0.010571087,0.004093537,4122.315,4734.6533,473.83,12600,10.0,1.0571086,4999.7153,84.741714,3252.0204181671143,100,0.02680993,624.2622,0.4093537,10.0,126,0.4165525,-1,4746092.5,[-0.066  0.842 -2.293 -2.51  -1.144],5048.424,0.2816762,True,4734.652828808863,0.004165525,,4989.7334,9.982081,1.1800563
4237888,6.4097834,57.549805,4715.5645,4763.822,0.011818025,0.00092805555,4151.4863,4763.822,476.69,12700,10.0,1.1818026,4999.7,54.824894,3289.6827392578125,100,0.06409783,613.3299,0.09280556,10.0,127,1.0149927,-1,20035660.0,[-0.062  0.845 -2.305 -2.528 -1.137],5542.555,0.2700912,True,4763.821836131017,0.010149927,,4999.7,,1.8239889
4284455,212.49808,2.135487,10516.648,4652.746,0.031482246,1.10234805e-05,4040.4072,4652.746,465.67,12800,10.0,3.1482246,4999.721,1.5086443,3322.211897134781,100,2.1249807,810.8979,0.0011023481,10.0,128,21.312275,-1,11427331000.0,[-0.073  0.879 -2.308 -2.545 -1.149],15502.025,0.31346056,True,4652.746137930878,0.21312273,,4999.721,,66.284676
4329725,23.379059,15.018993,5840.43,1882.523,0.017632168,1.3890398e-05,3909.6943,4522.025,452.7,12900,10.0,1.763217,4999.658,7.700844,3355.4723975658417,100,0.23379058,654.88116,0.0013890398,10.0,129,4.1941724,-1,106142010.0,[-0.076  0.85  -2.298 -2.594 -1.105],8046.9956,0.2803966,True,4522.0248497461525,0.041941725,,2360.1565,2639.5017,12.98559
4374654,170.90446,3.4213047,13140.949,4157.909,0.041895,1.3085577e-05,3875.3145,4487.6426,449.29,13000,10.0,4.1894994,4999.634,0.6615911,3382.945954322815,100,1.7090446,739.4851,0.0013085577,10.0,130,22.259068,-1,10914860000.0,[-0.07   0.798 -2.298 -2.609 -1.139],20669.111,0.30280676,True,4487.642400215697,0.22259068,,4669.9004,329.73364,151.15076
4421768,23.691702,18.2941,5001.3945,4708.392,0.0145791145,0.00012705712,4096.06,4708.392,471.14,13100,10.0,1.4579117,4999.669,13.370142,3417.2324707508087,100,0.23691702,788.4019,0.012705713,10.0,131,3.0810757,-1,221414370.0,[-0.059  0.833 -2.264 -2.541 -1.116],6676.0244,0.27676737,True,4708.392065645592,0.030810757,,4999.669,,7.479352
4468924,5.1867976,57.293987,4286.973,1861.9762,0.010514922,0.0005903229,4099.2085,4711.545,471.56,13200,10.0,1.0514922,4999.7007,50.086117,3451.3764708042145,100,0.051867977,521.19006,0.05903229,10.0,132,0.9078123,-1,13190106.0,[-0.059  0.778 -2.259 -2.54  -1.142],5152.202,0.28053305,True,4711.544926358944,0.009078123,,2150.1318,2849.5688,1.9965613
4517645,9.7623625,38.786453,4925.2227,2030.4215,0.012005448,0.0007250887,4257.636,4869.9727,487.21,13300,10.0,1.2005448,4999.706,40.28847,3486.061467409134,100,0.097623624,385.5946,0.07250887,10.0,133,1.5082108,-1,22622842.0,[-0.047  0.79  -2.271 -2.544 -1.138],5889.939,0.29261678,True,4869.972800348841,0.015082108,,2160.1548,2839.5513,2.4820995
4565816,3.1350598,76.39846,4426.601,4814.9634,0.010728376,0.002563064,4202.6343,4814.9634,481.71,13400,10.0,1.0728376,4999.6465,73.40356,3524.9645273685455,100,0.031350598,718.3085,0.2563064,10.0,134,0.5962959,-1,9018224.0,[-0.05   0.819 -2.279 -2.53  -1.126],5141.305,0.30329895,True,4814.963395195105,0.0059629586,,4999.6465,,1.3623319
4614014,31.656437,11.921538,5085.1885,4817.1704,0.014236647,7.214416e-05,4204.8345,4817.1704,481.98,13500,10.0,1.4236648,4999.701,10.0198555,3562.3954215049744,100,0.31656435,616.52875,0.0072144163,10.0,135,3.8696928,-1,378864160.0,[-0.051  0.798 -2.228 -2.495 -1.116],7019.645,0.2596752,True,4817.170535966108,0.038696926,,4999.701,,9.980184
4663028,878.1984,1.1715319,42761.785,4890.192,0.095068105,1.8338815e-05,4287.8384,4900.1714,490.14,13600,10.0,9.50681,4999.674,1.7959569,3602.068778991699,100,8.781984,562.2087,0.0018338815,10.0,136,87.316986,-1,191654870000.0,[-0.045  0.817 -2.236 -2.477 -1.159],47330.977,0.2958987,True,4900.171367905702,0.8731699,,4989.6943,9.979625,55.680626
4711354,229.64977,2.387683,12086.371,4830.478,0.038953282,5.5625264e-07,4218.144,4830.478,483.26,13700,10.0,3.895328,4999.6865,0.69712335,3633.086053609848,100,2.2964976,599.056,5.5625263e-05,10.0,137,24.906235,-1,15661420000.0,[-0.057  0.855 -2.224 -2.442 -1.123],19420.248,0.2307891,True,4830.478370154946,0.24906231,,4999.6865,,143.44664
4760920,269.00613,2.2328453,12727.472,1316.033,0.040691342,1.0687259e-06,4342.99,4955.324,495.66,13800,10.0,4.0691347,4999.6875,0.6638771,3666.892478466034,100,2.6900613,191.17143,0.00010687258,10.0,138,26.925835,-1,1576668000.0,[-0.049  0.893 -2.217 -2.426 -1.188],20242.742,0.17639017,True,4955.324269426494,0.26925835,,1360.3962,3639.2913,150.63028
4809250,20.943861,18.595556,5475.4507,1800.1527,0.014109559,0.00047867588,4217.3906,4829.7295,483.3,13900,10.0,1.4109561,4999.7305,19.764116,3698.0401141643524,100,0.2094386,401.53445,0.04786759,10.0,139,2.9521127,-1,51860572.0,[-0.072  0.905 -2.21  -2.401 -1.243],6852.83,0.21457879,True,4829.729883255467,0.029521126,,1970.1533,3029.5771,5.0596747
