EmpiricalD2Arithmetic,EpLenMean,TimestepsSoFar,MeanD2-0,ReturnStepMax,TimeElapsed,Weights,InitialReturnMin,ESSRenyiArithmetic,Inner Iteration,InitialBound,ReturnMeanIW,EpisodesSoFar,StdWReturnMean,LearnableVariance,Iteration,Penalization,DivergenceHarmonic,MaxIW,ESSRenyiHarmonic,WReturnMean,EpRewMean,StdIW,InitialReturnMax,MeanIW,ReturnStepMaxmin,InitialReturnStd,EpThisIter,MinIW,MeanEntropy,InitialReturnMean,VarianceInitializer,EmpiricalD2Harmonic,MinTargetPdf,MinBehavPdf,Bound
1.0,403.85,1578435,1.0,10.0,574.7588288784027,[ 9.381e-04  5.888e-01 -1.867e+00 -2.016e+00],19.968529,100.0,1,-20263126.0,339828060.0,7300,,,73,True,4444370000000.0,698.23346,100.0,18820000.0,4034.2374496138377,70.67839,4999.5166,15.419852,10.0,1595.2838,100,0.055478808,0.4189424,4034.2375,-1,1.0,-232.72418,-232.72418,-3042628900000.0
1.0,405.86,1619021,1.0,10.0,597.7273252010345,[-0.043  0.628 -1.88  -2.   ],,100.0,1,-19862638.0,5434082600000.0,7400,,,74,True,7.4311896e+28,17566216.0,100.0,18419472.0,4052.911844505986,2228648.0,4999.585,363536.3,10.0,1411.8702,100,0.04332974,0.4189424,4052.912,-1,1.0,-240.4217,-240.4217,-3.934019e+20
1.0,377.14,1656735,1.0,10.0,617.4920206069946,[ 0.014  0.643 -1.886 -1.981],19.964977,100.0,1,-18163112.0,274132640.0,7500,,,75,True,1234165700000.0,409.58185,100.0,16720004.0,3765.286397619508,46.981396,4999.487,16.104275,10.0,1594.5604,100,0.073643416,0.4189424,3765.2861,-1,1.0,-237.30745,-237.30745,-1603434400000.0
1.0,415.4,1698275,1.0,10.0,641.2204716205597,[-0.026  0.599 -1.898 -1.996],39.939796,100.0,1,-20847568.0,3170323100000.0,7600,,,76,True,1.9337025e+25,10794524.0,100.0,19404464.0,4149.603897012275,1086261.1,4999.4756,154847.3,10.0,1478.2596,100,0.05928984,0.4189424,4149.6035,-1,1.0,-244.5222,-244.5222,-6.3457555e+18
1.0,363.35,1734610,1.0,10.0,661.6625201702118,[ 0.028  0.625 -1.914 -1.992],,100.0,1,-17740088.0,493616800000.0,7700,,,77,True,3.443102e+24,1572469.6,100.0,16297059.0,3627.3685388875474,164347.58,4999.356,22980.164,10.0,1771.7947,100,0.108106345,0.4189424,3627.3687,-1,1.0,-245.46994,-245.46994,-2.6775805e+18
1.0,443.79,1778989,1.0,10.0,687.7627489566803,[-0.035  0.535 -1.974 -1.999],19.969831,100.0,1,-22395228.0,1465596900000.0,7800,,,78,True,3.797955e+33,3522482.5,100.0,20952082.0,4433.817535660363,466685.84,4999.547,96836.17,10.0,1137.2529,100,0.19738999,0.4189424,4433.8174,-1,1.0,-253.76276,-253.76276,-8.893558e+22
1.0,427.57,1821746,1.0,10.0,710.536670923233,[ 0.026  0.546 -1.975 -1.988],19.962528,100.0,1,-21774748.0,6707903000000.0,7900,,,79,True,1.7798946e+28,27474084.0,100.0,20331606.0,4271.7214391137895,2739918.2,4999.543,330420.84,10.0,1443.6077,100,0.005457222,0.4189424,4271.721,-1,1.0,-248.22371,-248.22371,-1.9252943e+20
1.0,443.14,1866060,1.0,10.0,737.005223274231,[-0.014  0.625 -1.998 -1.903],229.76126,100.0,1,-22678268.0,1126103400.0,8000,,,80,True,6.0833147e+18,3427.399,100.0,21235146.0,4427.94219437495,342.51822,4999.5054,45.90956,10.0,1276.1168,100,0.014186094,0.4189424,4427.9424,-1,1.0,-253.54576,-253.54576,-3559293000000000.0
1.0,390.16,1905076,1.0,10.0,760.6384625434875,[-0.055  0.595 -2.007 -1.867],9.984867,100.0,1,-18462892.0,160440420000.0,8100,,,81,True,4.1227495e+33,497304.94,100.0,17019742.0,3894.3094407159138,54086.77,4999.5596,13026.161,10.0,1361.6516,100,0.060740322,0.4189424,3894.3093,-1,1.0,-245.02946,-245.02946,-9.266086e+22
1.0,405.31,1945607,1.0,10.0,786.3190579414368,[ 0.002  0.617 -2.009 -1.855],9.979716,100.0,1,-20501092.0,262130270000.0,8200,,,82,True,3.388668e+27,394934.28,100.0,19057968.0,4048.8551804047825,44296.574,4999.5137,11236.41,10.0,1632.4036,100,0.7931062,0.4189424,4048.855,-1,1.0,-239.00674,-239.00674,-8.400583e+19
1.0,421.56,1987763,1.0,10.0,808.3048470020294,[ 0.017  0.499 -2.025 -1.889],,100.0,1,-21479132.0,365023070.0,8300,,,83,True,1.506553e+21,185.54495,100.0,20036020.0,4212.164552922636,31.19321,4999.492,16.679255,10.0,1514.4933,100,0.12966304,0.4189424,4212.1646,-1,1.0,-248.38994,-248.38994,-5.601229e+16
1.0,417.66,2029529,1.0,10.0,832.5149071216583,[-0.043  0.499 -2.032 -1.904],29.9553,100.0,1,-20030498.0,285759080000.0,8400,,,84,True,2.897534e+28,817930.3,100.0,18587348.0,4170.225897139428,90151.766,4999.5566,22693.1,10.0,1093.8759,100,0.017858626,0.4189424,4170.226,-1,1.0,-250.4183,-250.4183,-2.4564991e+20
1.0,449.44,2074473,1.0,10.0,858.038049697876,[ 0.015  0.524 -2.034 -1.902],9.981134,100.0,1,-23342960.0,7173804400000.0,8500,,,85,True,7.100795e+32,13395520.0,100.0,21899822.0,4491.582847326238,1514842.8,4999.533,293761.75,10.0,1313.585,100,0.018068036,0.4189424,4491.583,-1,1.0,-251.82425,-251.82425,-3.8454904e+22
1.0,397.41,2114214,1.0,10.0,881.408584356308,[-0.032  0.416 -2.052 -1.943],29.959139,100.0,1,-18829920.0,749456260000.0,8600,,,86,True,1.8779729e+34,2011096.6,100.0,17386774.0,3967.8897307914945,231782.6,4999.552,51499.21,10.0,1281.6493,100,0.042697698,0.4189424,3967.8896,-1,1.0,-256.9979,-256.9979,-1.977635e+23
1.0,446.71,2158885,1.0,10.0,905.0015614032745,[ 0.028  0.434 -2.053 -1.943],9.980221,100.0,1,-23158840.0,608004350.0,8700,,,87,True,42362280000000.0,535.4032,100.0,21715674.0,4464.459842529381,68.89548,4999.5815,25.709116,10.0,1335.7673,100,0.07743479,0.4189424,4464.4595,-1,1.0,-259.106,-259.106,-9393436000000.0
1.0,463.31,2205216,1.0,10.0,931.4086456298828,[-0.011  0.387 -2.06  -1.955],1379.641,100.0,1,-23538740.0,52685800000000.0,8800,,,88,True,5.242081e+33,215718240.0,100.0,22095542.0,4629.446342270645,21468432.0,4999.6357,2346601.5,10.0,814.72015,100,0.017165042,0.4189424,4629.4463,-1,1.0,-249.48691,-249.48691,-1.04488375e+23
1.0,443.79,2249595,1.0,10.0,956.4892754554749,[ 0.049  0.372 -2.059 -1.962],9.980296,100.0,1,-22731814.0,638091140.0,8900,,,89,True,8642013000000000.0,548.9034,100.0,21288668.0,4434.56141701473,84.2085,4999.548,33.448685,10.0,1274.1005,100,0.03550745,0.4189424,4434.561,-1,1.0,-240.41278,-240.41278,-134156080000000.0
1.0,447.15,2294310,1.0,10.0,982.5066113471985,[-0.011  0.388 -2.066 -1.957],19.959568,100.0,1,-22763296.0,617498240.0,9000,,,90,True,38117474000.0,525.5124,100.0,21320148.0,4467.737765577365,86.616196,4999.55,29.928137,10.0,1165.963,100,0.13009508,0.4189424,4467.7373,-1,1.0,-249.63022,-249.63022,-282367070000.0
1.0,465.07,2340817,1.0,10.0,1009.0437574386597,[ 0.018  0.379 -2.065 -1.964],779.4475,100.0,1,-24015888.0,673511940.0,9100,,,91,True,562310500.0,543.2871,100.0,22572770.0,4648.26008620206,80.19729,4999.499,27.240929,10.0,983.08136,100,0.020848924,0.4189424,4648.2603,-1,1.0,-251.0559,-251.0559,-34893550000.0
1.0,449.72,2385789,1.0,10.0,1034.2306396961212,[ 0.042  0.323 -2.067 -1.979],,100.0,1,-23390046.0,4662536700.0,9200,,,92,True,304432970000.0,12585.203,100.0,21946932.0,4494.4996144210845,1285.8636,4999.49,189.27707,10.0,1321.516,100,0.13847281,0.4189424,4494.4995,-1,1.0,-260.33978,-260.33978,-800889100000.0
1.0,481.66,2433955,1.0,10.0,1062.1062133312225,[ 0.003  0.37  -2.08  -1.986],1569.4171,100.0,1,-25030060.0,1017348100000000.0,9300,,,93,True,1.6730326e+31,4039861800.0,100.0,23586900.0,4814.230074203827,401997470.0,4999.5684,41787704.0,10.0,640.381,100,0.03621109,0.4189424,4814.23,-1,1.0,-235.32542,-235.32542,-5.902781e+21
1.0,455.57,2479512,1.0,10.0,1091.0895237922668,[ 0.054  0.369 -2.072 -2.022],749.4801,100.0,1,-23330422.0,400774200.0,9400,,,94,True,89218770000.0,390.95694,100.0,21887296.0,4552.938065862273,46.691418,4999.5127,19.116726,10.0,1076.1282,100,0.057648357,0.4189424,4552.9385,-1,1.0,-263.27762,-263.27762,-431446000000.0
1.0,479.16,2527428,1.0,10.0,1120.3445014953613,[ 0.003  0.337 -2.079 -2.039],419.72235,100.0,1,-24895242.0,639396900.0,9500,,,95,True,151576940.0,908.7525,100.0,23452058.0,4789.614315832263,105.34602,4999.609,32.996452,10.0,715.29834,100,0.099692576,0.4189424,4789.6143,-1,1.0,-246.18573,-246.18573,-18406967000.0
1.0,470.18,2574446,1.0,10.0,1146.361930847168,[ 0.033  0.345 -2.082 -2.046],409.8404,100.0,1,-24302854.0,1840714200.0,9600,,,96,True,300508800000000.0,2199.4297,100.0,22859672.0,4699.482468371035,269.89938,4999.6064,84.69838,10.0,880.0786,100,0.0073121865,0.4189424,4699.4824,-1,1.0,-248.81981,-248.81981,-25019093000000.0
1.0,412.1,2615656,1.0,10.0,1167.0618176460266,[-0.005  0.299 -2.098 -2.056],29.947577,100.0,1,-19998496.0,486307900.0,9700,,,97,True,8131171300.0,434.49664,100.0,18555304.0,4115.597329263647,71.800705,4999.632,33.959305,10.0,1271.6774,100,0.028131599,0.4189424,4115.597,-1,1.0,-238.38393,-238.38393,-130620670000.0
1.0,475.22,2663178,1.0,10.0,1195.2464344501495,[ 0.026  0.293 -2.098 -2.057],29.950378,100.0,1,-24888210.0,73549340000.0,9800,,,98,True,6.248091e+16,204764.19,100.0,23445070.0,4750.319614737642,22073.701,4999.532,3130.636,10.0,937.83545,100,0.09284433,0.4189424,4750.32,-1,1.0,-256.2304,-256.2304,-360794870000000.0
1.0,337.56,2696934,1.0,10.0,1216.0704340934753,[-0.027  0.322 -2.113 -2.06 ],1129.815,100.0,1,-14651612.0,139793840000.0,9900,,,99,True,5.4756754e+35,241831.4,100.0,13208429.0,3367.8892228107743,37800.742,4999.6245,13618.737,10.0,1365.9247,100,0.080482595,0.4189424,3367.8894,-1,1.0,-247.78558,-247.78558,-1.06790594e+24
1.0,468.56,2743790,1.0,10.0,1243.2192423343658,[ 0.033  0.337 -2.114 -2.066],379.71347,100.0,1,-24427480.0,6363634000.0,10000,,,100,True,6.48056e+26,18657.143,100.0,22984312.0,4683.552645953837,1942.6058,4999.5825,299.81476,10.0,1024.0352,100,0.44564724,0.4189424,4683.5527,-1,1.0,-237.26247,-237.26247,-3.67378e+19
1.0,355.24,2779314,1.0,10.0,1261.8452541828156,[-0.027  0.349 -2.124 -2.06 ],389.74066,100.0,1,-15821875.0,151146180.0,10100,,,101,True,32689244000000.0,358.71844,100.0,14378732.0,3544.6502320307477,38.749798,4999.5527,16.954857,10.0,1346.9174,100,0.061855204,0.4189424,3544.6504,-1,1.0,-241.82867,-241.82867,-8251104600000.0
1.0,461.8,2825494,1.0,10.0,1287.8194913864136,[ 0.004  0.353 -2.124 -2.063],,100.0,1,-24073354.0,249381680000.0,10200,,,102,True,177336950000000.0,664607.44,100.0,22630192.0,4615.219030697047,73790.08,4999.575,11832.355,10.0,1153.2328,100,0.060875792,0.4189424,4615.219,-1,1.0,-243.56598,-243.56598,-19467250000000.0
1.0,468.83,2872377,1.0,10.0,1314.6058938503265,[ 0.036  0.396 -2.118 -2.031],39.937874,100.0,1,-24359200.0,16189438000.0,10300,,,103,True,2538652200.0,59555.23,100.0,22916004.0,4685.934189396913,5931.897,4999.6343,647.82227,10.0,978.7877,100,0.05264182,0.4189424,4685.9346,-1,1.0,-244.67058,-244.67058,-88903344000.0
1.0,396.68,2912045,1.0,10.0,1338.0188920497894,[ 0.08   0.386 -2.117 -1.988],299.75696,100.0,1,-19378804.0,295868400000.0,10400,,,104,True,1.6869438e+31,699741.0,100.0,17935684.0,3961.5053612721445,75550.71,4999.51,13655.338,10.0,1497.385,100,0.08493136,0.4189424,3961.5056,-1,1.0,-244.09627,-244.09627,-5.9271306e+21
1.0,425.49,2954594,1.0,10.0,1363.721272468567,[-0.026  0.435 -2.144 -2.022],,100.0,1,-21173630.0,200342240.0,10500,,,105,True,4535770600.0,129.10306,100.0,19730468.0,4249.797988369788,24.228672,4999.5786,14.118511,10.0,1292.1635,100,0.05091954,0.4189424,4249.798,-1,1.0,-236.50655,-236.50655,-97392610000.0
1.0,469.41,3001535,1.0,10.0,1389.9777204990387,[ 0.005  0.433 -2.145 -2.027],369.76373,100.0,1,-24569912.0,79290820000000.0,10600,,,106,True,1.0404892e+31,292619800.0,100.0,23126726.0,4692.346056190902,29174014.0,4999.6123,3225924.8,10.0,1052.9087,100,0.053572077,0.4189424,4692.346,-1,1.0,-245.29005,-245.29005,-4.6551193e+21
1.0,413.26,3042861,1.0,10.0,1413.4821395874023,[ 0.066  0.432 -2.153 -2.039],,100.0,1,-21363470.0,10771550000000.0,10700,,,107,True,6.687086e+31,30991920.0,100.0,19920338.0,4129.110915180636,3233646.2,4999.528,435398.56,10.0,1694.3383,100,0.22690001,0.4189424,4129.111,-1,1.0,-236.9929,-236.9929,-1.1800918e+22
1.0,418.47,3084708,1.0,10.0,1438.420752286911,[-0.037  0.498 -2.166 -2.063],279.7935,100.0,1,-20048728.0,32424735000.0,10800,,,108,True,1.1590286e+25,53249.1,100.0,18605548.0,4179.13739323952,7647.9214,4999.6104,2688.9553,10.0,1067.8765,100,0.040140778,0.4189424,4179.137,-1,1.0,-261.88724,-261.88724,-4.913136e+18
1.0,481.59,3132867,1.0,10.0,1466.9052426815033,[ 0.016  0.471 -2.166 -2.082],309.7345,100.0,1,-25297788.0,1726654500.0,10900,,,109,True,1.8578187e+34,1028.4952,100.0,23854648.0,4814.344499364362,189.76065,4999.533,69.74281,10.0,822.6388,100,0.27457207,0.4189424,4814.344,-1,1.0,-260.23032,-260.23032,-1.96698e+23
1.0,368.65,3169732,1.0,10.0,1486.8234832286835,[-0.043  0.453 -2.168 -2.088],,100.0,1,-16389833.0,124642250000.0,11000,,,110,True,1.0218536e+32,265989.2,100.0,14946729.0,3678.1040611334233,33741.176,4999.487,11046.988,10.0,1190.9154,100,0.10276616,0.4189424,3678.104,-1,1.0,-244.86461,-244.86461,-1.4587624e+22
1.0,498.21,3219553,1.0,10.0,1513.378544330597,[ 0.019  0.459 -2.168 -2.089],3199.2678,100.0,1,-26285520.0,309003540000000.0,11100,,,111,True,7.787928e+26,726676300.0,100.0,24842388.0,4980.996135056935,87878056.0,4999.5186,12364370.0,10.0,179.07066,100,0.16371448,0.4189424,4980.996,-1,1.0,-251.68887,-251.68887,-4.0272635e+19
1.0,419.77,3261530,1.0,10.0,1535.3951199054718,[ 0.075  0.454 -2.17  -2.116],,100.0,1,-21683838.0,1091781800.0,11200,,,112,True,159309140.0,1061.1107,100.0,20240758.0,4193.860103444555,136.13203,4999.436,45.98361,10.0,1628.5869,100,0.014190423,0.4189424,4193.86,-1,1.0,-261.18073,-261.18073,-19305632000.0
1.0,422.47,3303777,1.0,10.0,1559.3156690597534,[ 0.075  0.515 -2.181 -2.107],289.74197,100.0,1,-21342542.0,1404333000000.0,11300,,,113,True,3.339874e+29,1882114.6,100.0,19899428.0,4220.618864831256,302010.38,4999.494,77983.68,10.0,1444.2317,100,0.06467155,0.4189424,4220.619,-1,1.0,-239.85265,-239.85265,-8.339817e+20
1.0,466.07,3350384,1.0,10.0,1586.3631324768066,[ 0.037  0.634 -2.195 -2.103],,100.0,1,-24495398.0,2533125300000.0,11400,,,114,True,7.1657795e+24,7900818.0,100.0,23052260.0,4658.67185968219,804473.7,4999.5303,101569.7,10.0,1161.4807,100,0.09619286,0.4189424,4658.672,-1,1.0,-238.86436,-238.86436,-3.8630448e+18
1.0,472.7,3397654,1.0,10.0,1615.4850330352783,[-0.025  0.69  -2.2   -2.01 ],249.76099,100.0,1,-24685310.0,1742171400000.0,11500,,,115,True,1.8987201e+28,3105450.8,100.0,23242186.0,4724.892352312912,428799.62,4999.504,70344.74,10.0,957.9032,100,0.021477943,0.4189424,4724.8926,-1,1.0,-245.20154,-245.20154,-1.9884912e+20
1.0,472.01,3444855,1.0,10.0,1643.6366560459137,[ 0.016  0.575 -2.198 -2.037],259.77588,100.0,1,-24670224.0,332416300000.0,11600,,,116,True,3959257600000000.0,1304498.6,100.0,23227062.0,4718.070635060821,129781.805,4999.5723,13300.691,10.0,983.2959,100,0.09086535,0.4189424,4718.071,-1,1.0,-255.24126,-255.24126,-91137860000000.0
1.0,449.33,3489788,1.0,10.0,1670.2398931980133,[ 0.061  0.604 -2.188 -2.006],269.78577,100.0,1,-22989106.0,19684946000.0,11700,,,117,True,6.7477175e+25,29002.768,100.0,21545956.0,4490.02293234185,4342.812,4999.551,1167.6718,10.0,1177.1359,100,0.03895092,0.4189424,4490.023,-1,1.0,-246.66502,-246.66502,-1.1854406e+19
1.0,437.07,3533495,1.0,10.0,1693.8744578361511,[-0.052  0.642 -2.208 -1.977],,100.0,1,-21484572.0,288576570000.0,11800,,,118,True,7.94927e+25,1391919.6,100.0,20041422.0,4365.348383640393,144434.73,4999.5557,28983.287,10.0,992.5492,100,0.1021502,0.4189424,4365.3486,-1,1.0,-246.47453,-246.47453,-1.2866659e+19
1.0,482.32,3581727,1.0,10.0,1720.85142827034,[ 0.004  0.667 -2.209 -1.987],,100.0,1,-25429602.0,23704035000.0,11900,,,119,True,1.4380988e+18,90123.44,100.0,23986486.0,4821.726918059777,8965.931,4999.4893,948.59283,10.0,858.74115,100,0.09283867,0.4189424,4821.727,-1,1.0,-248.64177,-248.64177,-1730577100000000.0
1.0,421.42,3623869,1.0,10.0,1744.2288014888763,[ 0.057  0.7   -2.216 -1.985],9.979821,100.0,1,-21560338.0,1870109600.0,12000,,,120,True,1.0285978e+23,2604.803,100.0,20117234.0,4210.673772290678,324.45624,4999.4756,87.723045,10.0,1545.1416,100,0.021011163,0.4189424,4210.6733,-1,1.0,-243.42387,-243.42387,-4.628189e+17
1.0,447.89,3668658,1.0,10.0,1771.3277487754822,[-0.063  0.709 -2.235 -1.958],799.50073,100.0,1,-22082432.0,926531600000.0,12100,,,121,True,1.6638947e+32,1296204.8,100.0,20639256.0,4473.6004986249745,216625.31,4999.5957,62233.36,10.0,791.30005,100,0.059996046,0.4189424,4473.6006,-1,1.0,-252.05688,-252.05688,-1.8615388e+22
1.0,476.91,3716349,1.0,10.0,1798.5877299308777,[-1.502e-03  7.077e-01 -2.235e+00 -1.949e+00],489.71057,100.0,1,-24965596.0,1249882400000.0,12200,,,122,True,23436267000000.0,4970680.5,100.0,23522470.0,4767.418643017823,494551.0,4999.509,50008.13,10.0,891.1734,100,0.20662083,0.4189424,4767.419,-1,1.0,-253.67409,-253.67409,-8236038000000.0
1.0,438.94,3760243,1.0,10.0,1826.6934413909912,[ 0.048  0.738 -2.239 -1.927],9.98045,100.0,1,-22816010.0,6182536000000.0,12300,,,123,True,9.012969e+27,10389867.0,100.0,21372892.0,4386.445254523938,1326252.0,4999.498,257669.48,10.0,1460.1335,100,0.0023046061,0.4189424,4386.446,-1,1.0,-244.76991,-244.76991,-1.3700175e+20
1.0,481.33,3808376,1.0,10.0,1853.3688509464264,[-5.921e-04  6.391e-01 -2.265e+00 -1.979e+00],,100.0,1,-25208090.0,149933500000.0,12400,,,124,True,3.133026e+17,532643.6,100.0,23764868.0,4811.743280244851,53040.945,4999.674,6017.373,10.0,782.30023,100,0.12755544,0.4189424,4811.743,-1,1.0,-241.81334,-241.81334,-807951500000000.0
1.0,459.99,3854375,1.0,10.0,1880.5899012088776,[ 0.06   0.63  -2.277 -1.981],,100.0,1,-23977122.0,5874735600.0,12500,,,125,True,8.393474e+27,10357.046,100.0,22533994.0,4597.619764390915,1059.9265,4999.5117,250.89816,10.0,1181.4763,100,0.19756176,0.4189424,4597.6196,-1,1.0,-247.66702,-247.66702,-1.32210345e+20
1.0,420.47,3896422,1.0,10.0,1905.3940029144287,[-0.057  0.598 -2.298 -2.   ],2009.6709,100.0,1,-19886022.0,275693500000.0,12600,,,126,True,4.652676e+31,279734.28,100.0,18442874.0,4198.364237657949,49815.707,4999.5537,20451.273,10.0,903.66614,100,0.09606965,0.4189424,4198.3643,-1,1.0,-248.23726,-248.23726,-9.843584e+21
1.0,466.94,3943116,1.0,10.0,1934.3201274871826,[ 0.005  0.604 -2.298 -1.994],,100.0,1,-24560910.0,4258363900000.0,12700,,,127,True,1.6192991e+24,15358040.0,100.0,23117772.0,4667.639842974444,1528515.9,4999.5273,171767.92,10.0,1153.651,100,0.32284445,0.4189424,4667.6396,-1,1.0,-252.32031,-252.32031,-1.836377e+18
1.0,456.07,3988723,1.0,10.0,1959.145132780075,[ 0.015  0.711 -2.293 -1.93 ],,100.0,1,-23995274.0,81936490.0,12800,,,128,True,1.0169179e+19,20.064709,100.0,22552128.0,4558.6695443676135,3.35206,4999.546,3.504366,10.0,1330.6621,100,0.12630428,0.4189424,4558.67,-1,1.0,-250.4663,-250.4663,-4601966700000000.0
1.0,459.8,4034703,1.0,10.0,1987.6733181476593,[-0.039  0.699 -2.305 -1.903],19.962093,100.0,1,-23830492.0,68507013000.0,12900,,,129,True,1.3557538e+27,253282.5,100.0,22387342.0,4595.130122516138,25233.803,4999.552,2843.4656,10.0,1127.8838,100,0.0071167992,0.4189424,4595.1304,-1,1.0,-248.02338,-248.02338,-5.3136376e+19
1.0,397.66,4074469,1.0,10.0,2012.3116121292114,[-0.09   0.711 -2.316 -1.872],1739.6718,100.0,1,-18135252.0,47693627000.0,13000,,,130,True,2.8600618e+26,63274.44,100.0,16692122.0,3968.970246766965,9414.551,4999.525,4095.7346,10.0,969.22516,100,0.048742216,0.4189424,3968.9702,-1,1.0,-236.99759,-236.99759,-2.4405323e+19
1.0,489.11,4123380,1.0,10.0,2037.4695534706116,[-0.028  0.717 -2.317 -1.874],,100.0,1,-25845406.0,106809250000000.0,13100,,,131,True,8.8463697e+30,376454370.0,100.0,24402234.0,4889.674094086387,37705370.0,4999.5845,4288617.0,10.0,702.36896,100,0.111837946,0.4189424,4889.6743,-1,1.0,-250.83577,-250.83577,-4.2922966e+21
1.0,477.0,4171080,1.0,10.0,2063.3504388332367,[ 0.033  0.722 -2.308 -1.863],209.84668,100.0,1,-24898606.0,2504076600000.0,13200,,,132,True,3.1091374e+21,9248274.0,100.0,23455456.0,4768.048813801016,919976.1,4999.548,100259.54,10.0,849.2149,100,0.04903165,0.4189424,4768.049,-1,1.0,-240.15863,-240.15863,-8.047006e+16
1.0,463.26,4217406,1.0,10.0,2089.7216634750366,[-0.039  0.632 -2.333 -1.904],,100.0,1,-23689290.0,9946798000000.0,13300,,,133,True,4.0785487e+34,41088960.0,100.0,22246144.0,4628.853594524974,4164070.0,4999.545,670052.6,10.0,905.46075,100,0.13034941,0.4189424,4628.8535,-1,1.0,-262.25482,-262.25482,-2.914427e+23
1.0,478.85,4265291,1.0,10.0,2114.7647938728333,[ 0.021  0.646 -2.335 -1.915],9.979975,100.0,1,-25055082.0,120197384.0,13400,,,134,True,490725250.0,42.95933,100.0,23611938.0,4786.909998188284,7.3700175,4999.537,5.2852697,10.0,835.1224,100,0.06346135,0.4189424,4786.91,-1,1.0,-251.94354,-251.94354,-32088396000.0
1.0,472.16,4312507,1.0,10.0,2140.3282639980316,[-0.039  0.663 -2.343 -1.919],,100.0,1,-24331494.0,3039275000.0,13500,,,135,True,22125330000.0,3810.0278,100.0,22888322.0,4718.284545473576,528.7273,4999.586,171.59393,10.0,791.2727,100,0.031236874,0.4189424,4718.2847,-1,1.0,-255.77101,-255.77101,-217699900000.0
1.0,462.35,4358742,1.0,10.0,2168.4996757507324,[-0.01   0.707 -2.34  -1.885],29.947323,100.0,1,-24269846.0,19811533000000.0,13600,,,136,True,9.928844e+34,45684430.0,100.0,22826670.0,4621.6518938521795,5211228.0,4999.596,792794.56,10.0,1211.1991,100,0.057474446,0.4189424,4621.6523,-1,1.0,-241.97244,-241.97244,-4.547352e+23
1.0,460.54,4404796,1.0,10.0,2194.5853967666626,[ 0.057  0.79  -2.355 -1.949],209.88625,100.0,1,-23852610.0,42967770000000.0,13700,,,137,True,1.5772313e+25,107543736.0,100.0,22409472.0,4602.7752718636675,11700146.0,4999.5303,1742356.8,10.0,1106.315,100,0.06040943,0.4189424,4602.7754,-1,1.0,-241.80247,-241.80247,-5.731241e+18
1.0,481.72,4452968,1.0,10.0,2219.861217021942,[ 0.077  1.033 -2.612 -2.301],9.979397,100.0,1,-25342136.0,1016042900000.0,13800,,,138,True,1.1903041e+25,1631670.2,100.0,23898954.0,4815.7551179221555,211530.53,4999.6016,40665.01,10.0,841.105,100,0.1231039,0.4189424,4815.755,-1,1.0,-244.09685,-244.09685,-4.978967e+18
1.0,449.72,4497940,1.0,10.0,2244.5063803195953,[ 0.078  1.128 -2.591 -2.224],9.979992,100.0,1,-23424786.0,7770565000000.0,13900,,,139,True,1.4539904e+20,25456718.0,100.0,21981608.0,4494.857279600018,2556628.0,4999.602,311115.88,10.0,1333.3671,100,0.07014463,0.4189424,4494.8574,-1,1.0,-244.52542,-244.52542,-1.7409443e+16
1.0,487.16,4546656,1.0,10.0,2270.759171962738,[ 0.057  1.062 -2.603 -2.327],189.84836,100.0,1,-25673304.0,958536740000.0,14000,,,140,True,2.1883044e+26,2081023.5,100.0,24230160.0,4870.3021839672865,217653.58,4999.538,38375.727,10.0,714.3641,100,0.074547894,0.4189424,4870.302,-1,1.0,-250.2498,-250.2498,-2.1347797e+19
1.0,478.16,4594472,1.0,10.0,2296.3110654354095,[ 0.042  1.164 -2.614 -2.258],9.983641,100.0,1,-25099466.0,241557060000.0,14100,,,141,True,4.3479628e+21,325538.94,100.0,23656322.0,4779.994894590887,39036.41,4999.5376,9668.077,10.0,898.8722,100,0.017619891,0.4189424,4779.995,-1,1.0,-265.32217,-265.32217,-9.51575e+16
1.0,451.84,4639656,1.0,10.0,2322.0686378479004,[ 0.045  1.269 -2.634 -2.192],9.981321,100.0,1,-23187340.0,616122300000.0,14200,,,142,True,5.934842e+21,738194.7,100.0,21744126.0,4515.395658401618,101602.516,4999.66,25577.727,10.0,1164.186,100,0.007914084,0.4189424,4515.3955,-1,1.0,-240.00691,-240.00691,-1.1118017e+17
1.0,480.52,4687708,1.0,10.0,2350.92124915123,[ 0.009  1.175 -2.655 -2.264],219.83456,100.0,1,-25160818.0,62538404000.0,14300,,,143,True,1.3738039e+22,68522.555,100.0,23717666.0,4803.649010339977,9295.949,4999.5537,2513.3213,10.0,801.6387,100,0.0031824894,0.4189424,4803.649,-1,1.0,-244.91501,-244.91501,-1.6914703e+17
1.0,490.82,4736790,1.0,10.0,2376.7451322078705,[ 0.06   1.109 -2.66  -2.357],179.82764,100.0,1,-25842692.0,141162400000.0,14400,,,144,True,1.7163922e+19,169786.56,100.0,24399492.0,4907.049985886359,24454.852,4999.635,5864.352,10.0,565.997,100,0.042483892,0.4189424,4907.05,-1,1.0,-247.61194,-247.61194,-5979081400000000.0
