EmpiricalD2Arithmetic,EpLenMean,TimestepsSoFar,MeanD2-0,ReturnStepMax,TimeElapsed,Weights,InitialReturnMin,ESSRenyiArithmetic,Inner Iteration,InitialBound,ReturnMeanIW,EpisodesSoFar,StdWReturnMean,LearnableVariance,Iteration,Penalization,DivergenceHarmonic,MaxIW,ESSRenyiHarmonic,WReturnMean,EpRewMean,StdIW,InitialReturnMax,MeanIW,ReturnStepMaxmin,InitialReturnStd,EpThisIter,MinIW,MeanEntropy,InitialReturnMean,VarianceInitializer,EmpiricalD2Harmonic,MinTargetPdf,MinBehavPdf,Bound
1.0,484.88,11701915,1.0,10.0,6364.897386789322,[ 0.222  0.267 -3.371 -1.423],2048.7888,100.0,1,-25258588.0,2857413600000.0,29100,,,291,True,1.3568843e+31,10783000.0,100.0,23815398.0,4846.997631847369,1091031.2,4999.615,132534.33,10.0,567.4605,100,0.17522241,0.4189424,4846.9976,-1,1.0,-253.87138,-253.87138,-5.315987e+21
1.0,495.01,11751416,1.0,10.0,6392.46838259697,[ 0.109  0.218 -3.385 -1.432],,100.0,1,-26186486.0,1667880700000.0,29200,,,292,True,3.086124e+29,4293765.0,100.0,24743300.0,4949.3298656885345,435860.2,4999.608,66738.84,10.0,497.4264,100,0.07001203,0.4189424,4949.3296,-1,1.0,-245.5758,-245.5758,-8.0171124e+20
1.0,451.54,11796570,1.0,10.0,6415.431863307953,[ 0.053  0.111 -3.369 -1.462],9.980224,100.0,1,-23363200.0,1040397500000000.0,29300,,,293,True,1.6730819e+36,3574098200.0,100.0,21919990.0,4513.270355780633,364120400.0,4999.657,45364960.0,10.0,1245.1437,100,0.038558267,0.4189424,4513.2705,-1,1.0,-245.30597,-245.30597,-1.8667167e+24
1.0,489.22,11845492,1.0,10.0,6443.450841665268,[ 0.027  0.233 -3.378 -1.456],1239.9019,100.0,1,-25717210.0,243487570000000.0,29400,,,294,True,2.203992e+25,925329400.0,100.0,24273988.0,4891.299929102101,92817240.0,4999.671,11407153.0,10.0,590.90985,100,0.10422853,0.4189424,4891.3,-1,1.0,-265.37054,-265.37054,-6.775523e+18
1.0,500.0,11895492,1.0,10.0,6472.900869369507,[ 0.089  0.223 -3.376 -1.46 ],4999.049,100.0,1,-26436898.0,733538400000000.0,29500,,,295,True,1.4619991e+29,2469216500.0,100.0,24993694.0,4999.369311685477,246731970.0,4999.6377,29349318.0,10.0,0.13930202,100,0.027530292,0.4189424,4999.369,-1,1.0,-250.66325,-250.66325,-5.5181136e+20
1.0,490.32,11944524,1.0,10.0,6502.69380235672,[ 0.16   0.321 -3.367 -1.431],,100.0,1,-25937000.0,1937041000000.0,29600,,,296,True,1.1547822e+19,7632770.0,100.0,24493826.0,4902.291068188873,759363.1,4999.586,77508.87,10.0,679.2427,100,0.06922568,0.4189424,4902.291,-1,1.0,-251.0886,-251.0886,-4906016600000000.0
1.0,462.37,11990761,1.0,10.0,6529.747231960297,[ 0.267  0.383 -3.362 -1.413],9.980198,100.0,1,-24312618.0,11402479000.0,29700,,,297,True,1.4966713e+16,26680.303,100.0,22869494.0,4621.87736570044,2761.1223,4999.504,459.8919,10.0,1227.9023,100,0.027145693,0.4189424,4621.8774,-1,1.0,-247.50647,-247.50647,-176556810000000.0
1.0,487.74,12039535,1.0,10.0,6558.678519010544,[ 0.157  0.333 -3.39  -1.423],9.980279,100.0,1,-25696568.0,90088830000.0,29800,,,298,True,1.3590061e+21,92947.375,100.0,24253424.0,4876.323135190025,14711.855,4999.536,3815.767,10.0,689.1279,100,0.059910055,0.4189424,4876.323,-1,1.0,-257.30334,-257.30334,-5.3199827e+16
1.0,495.02,12089037,1.0,10.0,6588.440593481064,[ 0.118  0.218 -3.392 -1.454],9.980653,100.0,1,-26186264.0,214674100000.0,29900,,,299,True,6.460236e+31,480836.44,100.0,24743050.0,4949.404804517829,51958.01,4999.658,8589.8,10.0,496.43082,100,0.34680575,0.4189424,4949.405,-1,1.0,-261.30606,-261.30606,-1.1599631e+22
1.0,360.63,12125100,1.0,10.0,6612.257418394089,[ 0.168  0.104 -3.388 -1.466],,100.0,1,-16332460.0,3997037800.0,30000,,,300,True,1.40046485e+20,24691.443,100.0,14889320.0,3598.7723805287674,2515.4558,4999.545,463.49988,10.0,1392.1776,100,0.1264933,0.4189424,3598.7725,-1,1.0,-233.35986,-233.35986,-1.7077982e+16
1.0,486.79,12173779,1.0,10.0,6642.154632091522,[ 0.139  0.159 -3.392 -1.463],,100.0,1,-25531128.0,529440830.0,30100,,,301,True,689436500.0,385.0602,100.0,24087982.0,4866.558244068006,49.129543,4999.5405,21.272314,10.0,636.0763,100,0.045134243,0.4189424,4866.558,-1,1.0,-249.55247,-249.55247,-38421370000.0
1.0,435.4,12217319,1.0,10.0,6665.916120052338,[ 0.138  0.112 -3.396 -1.504],,100.0,1,-21865978.0,41709564000000.0,30200,,,302,True,1.7737703e+24,232089660.0,100.0,20422826.0,4350.217937963496,23092338.0,4999.557,2323841.8,10.0,1224.1041,100,0.0033313548,0.4189424,4350.2183,-1,1.0,-239.46422,-239.46422,-1.9220318e+18
1.0,482.91,12265610,1.0,10.0,6696.092067241669,[ 0.152  0.172 -3.396 -1.496],489.6329,100.0,1,-25216178.0,14538890000.0,30300,,,303,True,49999053000.0,50116.875,100.0,23773018.0,4827.457765648451,4994.317,4999.5654,589.445,10.0,684.59375,100,0.02386478,0.4189424,4827.458,-1,1.0,-252.99927,-252.99927,-337228370000.0
1.0,500.0,12315610,1.0,10.0,6727.789380073547,[ 0.113  0.217 -3.399 -1.477],4998.895,100.0,1,-26436590.0,522961860.0,30400,,,304,True,278589920.0,689.29895,100.0,24993400.0,4999.339905795729,71.76579,4999.615,20.925991,10.0,0.15082254,100,0.14056762,0.4189424,4999.34,-1,1.0,-253.70963,-253.70963,-24610654000.0
1.0,492.96,12364906,1.0,10.0,6751.800716876984,[ 0.057  0.19  -3.402 -1.481],9.979651,100.0,1,-26023708.0,10670547000000.0,30500,,,305,True,4.8660107e+24,20831132.0,100.0,24580476.0,4928.861145434711,2674439.2,4999.688,426948.88,10.0,535.5434,100,0.0118153645,0.4189424,4928.8613,-1,1.0,-246.49382,-246.49382,-3.183561e+18
1.0,492.98,12414204,1.0,10.0,6781.5408136844635,[ 0.033  0.312 -3.408 -1.467],9.981329,100.0,1,-26024962.0,2.1461535e+16,30600,,,306,True,1.3462239e+35,43190723000.0,100.0,24581752.0,4929.071165869807,5481962500.0,4999.6494,859314400.0,10.0,534.79785,100,0.13658416,0.4189424,4929.071,-1,1.0,-266.64838,-266.64838,-5.295136e+23
1.0,495.01,12463705,1.0,10.0,6809.658240556717,[ 0.1    0.245 -3.4   -1.548],,100.0,1,-26187284.0,484542940000.0,30700,,,307,True,4.039741e+31,934847.25,100.0,24744048.0,4949.404799605222,97773.125,4999.696,19387.275,10.0,497.43393,100,0.012270672,0.4189424,4949.405,-1,1.0,-246.85747,-246.85747,-9.172829e+21
1.0,496.39,12513344,1.0,10.0,6838.516826868057,[ 0.018  0.316 -3.405 -1.486],1879.7529,100.0,1,-26175236.0,587030700.0,30800,,,308,True,1.7719588e+25,195.1271,100.0,24732000.0,4963.203670673996,31.167747,4999.6934,23.487568,10.0,314.02316,100,0.08888786,0.4189424,4963.2036,-1,1.0,-252.66556,-252.66556,-6.075093e+18
1.0,345.81,12547925,1.0,10.0,6855.590304136276,[-0.031  0.291 -3.407 -1.516],929.84106,100.0,1,-14867692.0,93678710.0,30900,,,309,True,89948380.0,100.29121,100.0,13424475.0,3449.6850994224133,14.938866,4999.6807,10.952878,10.0,1234.564,100,0.11043047,0.4189424,3449.685,-1,1.0,-235.19308,-235.19308,-13781067000.0
1.0,473.09,12595234,1.0,10.0,6879.697120666504,[-2.554e-04  2.953e-01 -3.408e+00 -1.515e+00],1229.7394,100.0,1,-24329102.0,731535100.0,31000,,,310,True,3398760400.0,554.0532,100.0,22885870.0,4728.75611325193,93.65822,4999.69,39.66231,10.0,724.3864,100,0.1904577,0.4189424,4728.756,-1,1.0,-243.76949,-243.76949,-84868300000.0
1.0,494.25,12644659,1.0,10.0,6907.332854509354,[ 0.031  0.293 -3.412 -1.518],,100.0,1,-26117026.0,1305950200.0,31100,,,311,True,8.07936e+22,1474.6908,100.0,24673796.0,4941.786298056981,154.3692,4999.6836,52.262432,10.0,502.5404,100,0.01480216,0.4189424,4941.786,-1,1.0,-243.20134,-243.20134,-4.1021628e+17
1.0,330.9,12677749,1.0,10.0,6925.978912591934,[-0.031  0.282 -3.414 -1.514],1189.8164,100.0,1,-13913840.0,31752104000.0,31200,,,312,True,3.521945e+34,44304.992,100.0,12470644.0,3300.4953225592744,7014.806,4999.6455,3379.964,10.0,1255.9354,100,0.04015181,0.4189424,3300.4954,-1,1.0,-226.40332,-226.40332,-2.7083769e+23
1.0,489.57,12726706,1.0,10.0,6951.992441415787,[ 0.031  0.29  -3.414 -1.511],,100.0,1,-25893420.0,6336068600.0,31300,,,313,True,1565110300.0,21387.256,100.0,24450210.0,4894.89947761148,2133.4607,4999.6523,253.62451,10.0,700.12164,100,0.07653499,0.4189424,4894.8994,-1,1.0,-244.57994,-244.57994,-63430197000.0
1.0,500.0,12776706,1.0,10.0,6981.656093120575,[ 0.073  0.246 -3.42  -1.527],4999.0596,100.0,1,-26437680.0,6014965400000.0,31400,,,314,True,3.9149743e+19,13940193.0,100.0,24994458.0,4999.445701412704,1524472.2,4999.6704,240667.7,10.0,0.114954315,100,0.08180242,0.4189424,4999.446,-1,1.0,-242.41095,-242.41095,-9035991000000000.0
1.0,493.97,12826103,1.0,10.0,7008.572429418564,[ 0.01   0.318 -3.41  -1.447],,100.0,1,-26091396.0,1115817500.0,31500,,,315,True,163022200.0,1693.0131,100.0,24648190.0,4938.886608861374,220.74556,4999.6426,50.135643,10.0,505.5586,100,0.2573312,0.4189424,4938.8867,-1,1.0,-269.29816,-269.29816,-19542225000.0
1.0,500.0,12876103,1.0,10.0,7038.31795167923,[ 0.041  0.322 -3.407 -1.444],4999.2344,100.0,1,-26438000.0,18476250000.0,31600,,,316,True,86678590000.0,61036.426,100.0,24994780.0,4999.477936339676,6090.619,4999.665,739.1931,10.0,0.088931836,100,0.12717454,0.4189424,4999.478,-1,1.0,-238.08551,-238.08551,-443366800000.0
1.0,495.02,12925605,1.0,10.0,7068.886774778366,[ 0.094  0.353 -3.413 -1.449],9.980196,100.0,1,-26187428.0,34073516000.0,31700,,,317,True,11759745000000.0,37777.133,100.0,24744236.0,4949.5231537107165,4540.292,4999.617,1363.2894,10.0,496.44278,100,0.046544228,0.4189424,4949.5234,-1,1.0,-244.72041,-244.72041,-4983009300000.0
1.0,500.0,12975605,1.0,10.0,7096.993113040924,[ 0.098  0.425 -3.425 -1.347],4998.9805,100.0,1,-26436896.0,305314700000.0,31800,,,318,True,243846990000000.0,816459.0,100.0,24993706.0,4999.370605682863,84385.46,4999.6143,12216.741,10.0,0.10731067,100,0.033526596,0.4189424,4999.3706,-1,1.0,-245.68034,-245.68034,-22841014000000.0
1.0,500.0,13025605,1.0,10.0,7124.759658575058,[ 0.051  0.349 -3.453 -1.43 ],4999.0664,100.0,1,-26437658.0,190417310.0,31900,,,319,True,7228127700.0,76.60667,100.0,24994440.0,4999.444159319376,11.144097,4999.66,7.618698,10.0,0.10231552,100,0.040485248,0.4189424,4999.444,-1,1.0,-248.69102,-248.69102,-122887225000.0
1.0,472.91,13072896,1.0,10.0,7149.607464790344,[-2.515e-03  3.178e-01 -3.451e+00 -1.435e+00],19.965528,100.0,1,-24392054.0,141116990000000.0,32000,,,320,True,1.9373498e+34,956598300.0,100.0,22948828.0,4726.937852268772,95458376.0,4999.678,11052671.0,10.0,777.74457,100,0.08277426,0.4189424,4726.938,-1,1.0,-253.1097,-253.1097,-2.0087573e+23
1.0,490.06,13121902,1.0,10.0,7178.339111089706,[ 0.058  0.333 -3.452 -1.432],9.983498,100.0,1,-25937808.0,270379170.0,32100,,,321,True,489577860.0,240.84686,100.0,24494592.0,4899.857574313825,29.74877,4999.659,10.837247,10.0,697.12897,100,0.1349188,0.4189424,4899.8574,-1,1.0,-251.67049,-251.67049,-32202742000.0
1.0,494.77,13171379,1.0,10.0,7208.528853416443,[ 0.004  0.362 -3.45  -1.421],2459.769,100.0,1,-26003474.0,1278996700000000.0,32200,,,322,True,7.8419e+35,5906194400.0,100.0,24560248.0,4946.687842310053,587816100.0,4999.676,63222108.0,10.0,300.88272,100,0.152939,0.4189424,4946.688,-1,1.0,-253.34041,-253.34041,-1.2780083e+24
1.0,500.0,13221379,1.0,10.0,7240.672063589096,[ 0.063  0.378 -3.448 -1.412],4999.0654,100.0,1,-26437630.0,172771510000.0,32300,,,323,True,984457440000000.0,581754.44,100.0,24994410.0,4999.440900955323,57918.85,4999.667,6912.607,10.0,0.10935871,100,0.04844415,0.4189424,4999.4414,-1,1.0,-254.8392,-254.8392,-45454190000000.0
1.0,495.02,13270881,1.0,10.0,7271.454762220383,[ 0.029  0.486 -3.451 -1.36 ],9.982585,100.0,1,-26187282.0,10827553000.0,32400,,,324,True,2434406000.0,16263.617,100.0,24744106.0,4949.510301211652,1798.8893,4999.589,433.21564,10.0,496.44125,100,0.036669254,0.4189424,4949.51,-1,1.0,-258.083,-258.083,-82031570000.0
1.0,500.0,13320881,1.0,10.0,7302.39416217804,[ 0.033  0.611 -3.457 -1.356],4998.8047,100.0,1,-26436746.0,13031512000000.0,32500,,,325,True,5.499135e+30,51868450.0,100.0,24993576.0,4999.357509786329,5160588.0,4999.5786,521386.88,10.0,0.11859437,100,0.060516447,0.4189424,4999.3574,-1,1.0,-273.5135,-273.5135,-3.3841793e+21
1.0,497.44,13370625,1.0,10.0,7320.621812105179,[ 0.152  0.644 -3.479 -1.358],2429.5483,100.0,1,-26244744.0,79018640000.0,32600,,,326,True,2.9246775e+22,240756.3,100.0,24801624.0,4973.555273231647,24013.18,4999.492,3162.1375,10.0,255.68236,100,0.12499291,0.4189424,4973.555,-1,1.0,-252.26315,-252.26315,-2.4679155e+17
1.0,473.14,13417939,1.0,10.0,7333.227828025818,[-0.042  0.616 -3.588 -1.247],2569.5737,100.0,1,-24078454.0,369669600.0,32700,,,327,True,43415052.0,264.89014,100.0,22635286.0,4727.875852942395,51.384705,4999.579,22.867958,10.0,531.48456,100,0.12801951,0.4189424,4727.876,-1,1.0,-234.3434,-234.3434,-9878485000.0
1.0,494.46,13467385,1.0,10.0,7345.780841112137,[-0.012  0.619 -3.587 -1.239],,100.0,1,-26131834.0,81282600000.0,32800,,,328,True,1.7642948e+19,262409.4,100.0,24688666.0,4943.634927904057,26833.988,4999.575,3356.0544,10.0,499.1384,100,0.038796697,0.4189424,4943.635,-1,1.0,-250.23547,-250.23547,-6061736000000000.0
1.0,496.83,13517068,1.0,10.0,7356.823087215424,[ 0.04   0.593 -3.591 -1.262],1819.7098,100.0,1,-26219540.0,14838468000.0,32900,,,329,True,4.06324e+23,10944.563,100.0,24776392.0,4967.525067167748,1696.9299,4999.539,593.6958,10.0,316.36734,100,0.07223666,0.4189424,4967.5254,-1,1.0,-237.82869,-237.82869,-9.198892e+17
1.0,436.4,13560708,1.0,10.0,7365.709599494934,[-0.065  0.638 -3.581 -1.213],2189.7158,100.0,1,-21026914.0,635881400000.0,33000,,,330,True,3.3231906e+18,2298497.2,100.0,19583806.0,4358.085692623656,229055.28,4999.4766,25474.035,10.0,768.6969,100,0.06663085,0.4189424,4358.086,-1,1.0,-243.37582,-243.37582,-2631304000000000.0
1.0,333.35,13594043,1.0,10.0,7374.03870844841,[-0.119  0.667 -3.582 -1.199],,100.0,1,-13498068.0,3757491200.0,33100,,,331,True,183166680000000.0,6615.967,100.0,12054979.0,3324.131538502171,885.2421,4999.4604,431.16016,10.0,1002.56146,100,0.017706137,0.4189424,3324.1318,-1,1.0,-229.50743,-229.50743,-19534057000000.0
1.0,467.32,13640775,1.0,10.0,7385.127404212952,[-0.062  0.663 -3.586 -1.223],379.75885,100.0,1,-23734002.0,562523300000.0,33200,,,332,True,5.427019e+33,1153255.5,100.0,22290814.0,4669.149208955165,163743.97,4999.6143,42696.875,10.0,699.8996,100,0.09225967,0.4189424,4669.1494,-1,1.0,-242.20941,-242.20941,-1.0631463e+23
1.0,491.19,13689894,1.0,10.0,7395.606382369995,[ 5.780e-04  6.659e-01 -3.587e+00 -1.224e+00],,100.0,1,-25921478.0,9485266000000.0,33300,,,333,True,6.998998e+26,35383084.0,100.0,24478344.0,4910.898876508429,3524072.0,4999.5146,379520.28,10.0,601.1791,100,0.021864828,0.4189424,4910.899,-1,1.0,-256.22818,-256.22818,-3.817799e+19
1.0,485.04,13738398,1.0,10.0,7406.322414636612,[ 0.063  0.588 -3.611 -1.295],,100.0,1,-25686652.0,33605452000.0,33400,,,334,True,4453429000000000.0,59286.85,100.0,24243454.0,4849.445076174635,6142.1963,4999.628,1344.6461,10.0,852.25397,100,0.0727366,0.4189424,4849.445,-1,1.0,-262.9155,-262.9155,-96341530000000.0
1.0,477.45,13786143,1.0,10.0,7416.760695695877,[ 0.013  0.643 -3.603 -1.195],9.982935,100.0,1,-25222934.0,284832060000000.0,33500,,,335,True,4.473109e+35,1107778600.0,100.0,23779822.0,4773.284006375634,110231730.0,4999.4795,11396134.0,10.0,997.7891,100,0.03510556,0.4189424,4773.284,-1,1.0,-239.74062,-239.74062,-9.651476e+23
1.0,495.02,13835645,1.0,10.0,7427.84131360054,[ 0.106  0.615 -3.608 -1.274],9.982637,100.0,1,-26185990.0,207089270000.0,33600,,,336,True,1.5114224e+22,276500.6,100.0,24742854.0,4949.385064062447,39134.54,4999.5195,8286.253,10.0,496.42868,100,0.34714457,0.4189424,4949.385,-1,1.0,-245.87823,-245.87823,-1.774146e+17
1.0,468.99,13882544,1.0,10.0,7438.811161518097,[-0.064  0.757 -3.652 -1.383],9.979869,100.0,1,-24051688.0,12046669000.0,33700,,,337,True,2995216000000000.0,28545.28,100.0,22608572.0,4686.197235206327,2968.0735,4999.488,589.0715,10.0,805.06384,100,0.09208808,0.4189424,4686.1973,-1,1.0,-258.8725,-258.8725,-78989740000000.0
1.0,494.55,13931999,1.0,10.0,7450.836753129959,[-0.026  0.789 -3.652 -1.345],659.8799,100.0,1,-26085784.0,2635282500000.0,33800,,,338,True,4.743928e+16,6893109.0,100.0,24642642.0,4944.487247691799,704050.1,4999.5283,105614.53,10.0,441.23456,100,0.0044426513,0.4189424,4944.4873,-1,1.0,-268.56387,-268.56387,-316951300000000.0
1.0,490.04,13981003,1.0,10.0,7465.330345869064,[-0.009  0.732 -3.647 -1.455],9.980326,100.0,1,-25937142.0,3496415500.0,33900,,,339,True,30264064000.0,1699.2244,100.0,24493952.0,4899.594487387823,291.45355,4999.6147,139.90582,10.0,698.51624,100,0.06371362,0.4189424,4899.5947,-1,1.0,-257.92606,-257.92606,-254555570000.0
1.0,485.23,14029526,1.0,10.0,7478.619833946228,[ 3.558e-03  8.548e-01 -3.629e+00 -1.442e+00],,100.0,1,-25686836.0,147425970000.0,34000,,,340,True,1.6256827e+36,538938.75,100.0,24243658.0,4851.324001385879,53609.344,4999.5938,5898.9233,10.0,841.61395,100,0.33295035,0.4189424,4851.324,-1,1.0,-249.8525,-249.8525,-1.8400375e+24
1.0,420.21,14071547,1.0,10.0,7488.703368663788,[-0.108  0.846 -3.646 -1.495],2069.6877,100.0,1,-19734174.0,88768320000.0,34100,,,341,True,7.663008e+21,630390.94,100.0,18290990.0,4195.080614852045,63538.793,4999.614,11085.025,10.0,832.03784,100,0.10419672,0.4189424,4195.0806,-1,1.0,-247.09659,-247.09659,-1.2633166e+17
1.0,498.2,14121367,1.0,10.0,7498.001617908478,[-0.047  0.847 -3.644 -1.508],3919.4082,100.0,1,-26272156.0,341924260.0,34200,,,342,True,86161990.0,1421.8364,100.0,24828972.0,4981.181265889831,141.70895,4999.6016,17.57888,10.0,129.63339,100,0.3718072,0.4189424,4981.181,-1,1.0,-251.82834,-251.82834,-13737704000.0
1.0,495.02,14170869,1.0,10.0,7511.042280435562,[-0.017  0.855 -3.645 -1.507],9.981476,100.0,1,-26186744.0,39530670.0,34300,,,343,True,53198468.0,13.3672,100.0,24743552.0,4949.4548528255345,1.5528421,4999.616,1.5922894,10.0,496.43573,100,0.107678294,0.4189424,4949.4546,-1,1.0,-252.7681,-252.7681,-10565504000.0
1.0,499.17,14220786,1.0,10.0,7524.825871706009,[-0.045  0.857 -3.645 -1.494],4379.38,100.0,1,-26356166.0,747317360000.0,34400,,,344,True,2.3687915e+21,2567839.5,100.0,24912986.0,4990.860306084618,255610.52,4999.5967,29900.51,10.0,65.58355,100,0.0010418469,0.4189424,4990.8604,-1,1.0,-248.00513,-248.00513,-7.023884e+16
1.0,465.76,14267362,1.0,10.0,7540.261014699936,[-0.087  0.94  -3.643 -1.41 ],,100.0,1,-23894194.0,1650055700.0,34500,,,345,True,170108720.0,1395.7406,100.0,22451070.0,4653.767279754402,236.09782,4999.5034,82.708534,10.0,890.79803,100,0.0085141845,0.4189424,4653.767,-1,1.0,-250.072,-250.072,-20471648000.0
1.0,473.57,14314719,1.0,10.0,7553.236926794052,[-0.061  0.981 -3.642 -1.372],239.87213,100.0,1,-24768980.0,2260258800.0,34600,,,346,True,699043440000000.0,5562.3687,100.0,23325886.0,4733.9364168957345,579.60944,4999.4478,90.68371,10.0,956.9402,100,0.05523554,0.4189424,4733.936,-1,1.0,-270.07214,-270.07214,-38155860000000.0
1.0,453.83,14360102,1.0,10.0,7564.81943321228,[-0.109  0.969 -3.64  -1.41 ],9.983082,100.0,1,-22781452.0,111691950000.0,34700,,,347,True,112382890000000.0,397643.25,100.0,21338336.0,4533.690301242147,39597.855,4999.4893,4699.08,10.0,885.4302,100,0.07072067,0.4189424,4533.6904,-1,1.0,-244.43317,-244.43317,-15409906000000.0
1.0,492.95,14409397,1.0,10.0,7575.095080137253,[-0.058  0.952 -3.644 -1.441],3819.2922,100.0,1,-25783118.0,1113266000000.0,34800,,,348,True,9.827979e+19,3532170.2,100.0,24340004.0,4927.735997423475,351346.0,4999.4814,44556.484,10.0,239.62653,100,0.02914086,0.4189424,4927.7363,-1,1.0,-241.03546,-241.03546,-1.4307219e+16
1.0,438.09,14453206,1.0,10.0,7585.946133375168,[-0.088  1.027 -3.641 -1.346],119.90155,100.0,1,-22323162.0,379885300000.0,34900,,,349,True,2.6237808e+21,880273.8,100.0,20880150.0,4377.118117307942,115676.01,4999.3135,22019.865,10.0,1311.8643,100,0.16641445,0.4189424,4377.118,-1,1.0,-238.4742,-238.4742,-7.39139e+16
1.0,451.83,14498389,1.0,10.0,7597.734379053116,[-0.028  1.03  -3.651 -1.362],,100.0,1,-23364644.0,8643971700000000.0,35000,,,350,True,6.6455825e+25,34707900000.0,100.0,21921582.0,4515.479282905486,3454537700.0,4999.399,361078460.0,10.0,1237.7512,100,0.18414217,0.4189424,4515.4795,-1,1.0,-240.89462,-240.89462,-1.1772277e+19
1.0,494.41,14547830,1.0,10.0,7611.076939821243,[-0.024  0.951 -3.675 -1.455],899.82404,100.0,1,-26065422.0,6884537000.0,35100,,,351,True,13433547000.0,13766.995,100.0,24622286.0,4943.135106872237,1788.8385,4999.5205,275.5142,10.0,433.24344,100,0.26891646,0.4189424,4943.135,-1,1.0,-256.25085,-256.25085,-174144290000.0
1.0,494.71,14597301,1.0,10.0,7626.026797294617,[ 0.036  0.954 -3.673 -1.473],2409.4736,100.0,1,-26016658.0,11286121000.0,35200,,,352,True,127641490000.0,20407.863,100.0,24573532.0,4946.027569206807,2144.5786,4999.501,451.65958,10.0,332.18164,100,0.31937543,0.4189424,4946.028,-1,1.0,-258.84274,-258.84274,-526857300000.0
1.0,464.65,14643766,1.0,10.0,7638.0100610256195,[ 0.015  0.963 -3.69  -1.351],,100.0,1,-24159012.0,4809576000000.0,35300,,,353,True,7.537239e+23,11683067.0,100.0,22715948.0,4644.337939763501,1184312.0,4999.3994,192617.42,10.0,1070.5472,100,0.07957408,0.4189424,4644.338,-1,1.0,-249.74953,-249.74953,-1.2528032e+18
1.0,490.55,14692821,1.0,10.0,7650.659034729004,[-0.004  0.862 -3.691 -1.423],9.980918,100.0,1,-25938864.0,1523639000.0,35400,,,354,True,167571980.0,4008.8699,100.0,24495722.0,4904.600005348992,415.32324,4999.5283,60.983753,10.0,663.7934,100,0.16307124,0.4189424,4904.6,-1,1.0,-250.75308,-250.75308,-20204552000.0
1.0,486.26,14741447,1.0,10.0,7664.349825620651,[ 0.055  0.842 -3.692 -1.421],,100.0,1,-25700842.0,140233590000.0,35500,,,355,True,8.34134e+16,266224.7,100.0,24257680.0,4861.601274268396,29032.105,4999.565,5610.645,10.0,788.996,100,0.027603485,0.4189424,4861.601,-1,1.0,-244.45929,-244.45929,-416934500000000.0
1.0,463.21,14787768,1.0,10.0,7677.882299900055,[ 0.107  0.932 -3.702 -1.352],,100.0,1,-24321280.0,14451229000000.0,35600,,,356,True,1.339494e+22,52363070.0,100.0,22878228.0,4630.23330877854,5207440.0,4999.376,578394.25,10.0,1199.6526,100,0.03944375,0.4189424,4630.2334,-1,1.0,-244.1663,-244.1663,-1.6702403e+17
1.0,495.01,14837269,1.0,10.0,7690.603783607483,[ 0.087  0.85  -3.71  -1.443],,100.0,1,-26186108.0,176548100000000.0,35700,,,357,True,1.0394511e+31,669588700.0,100.0,24742944.0,4949.2945060382335,66630772.0,4999.5684,7064025.5,10.0,497.42282,100,0.16087165,0.4189424,4949.295,-1,1.0,-263.1213,-263.1213,-4.6527152e+21
1.0,477.11,14884980,1.0,10.0,7702.0107481479645,[ 0.313  0.865 -3.709 -1.549],9.979298,100.0,1,-25181662.0,51722830000.0,35800,,,358,True,255824040000000.0,48669.906,100.0,23738512.0,4769.7404792754705,7393.843,4999.547,2070.69,10.0,994.0257,100,0.023700029,0.4189424,4769.74,-1,1.0,-273.73804,-273.73804,-23133610000000.0
1.0,464.57,14931437,1.0,10.0,7711.0110902786255,[ 0.333  0.908 -3.736 -1.437],9.981527,100.0,1,-24159026.0,1787035100000.0,35900,,,359,True,4.5828675e+18,5144927.0,100.0,22715898.0,4643.516801148927,571609.8,4999.5117,91096.87,10.0,1074.0807,100,0.07708114,0.4189424,4643.5166,-1,1.0,-247.4589,-247.4589,-3091109400000000.0
1.0,490.19,14980456,1.0,10.0,7724.996624469757,[ 0.31   0.806 -3.763 -1.498],609.72253,100.0,1,-25802334.0,186449120000.0,36000,,,360,True,5484991600000000.0,622609.5,100.0,24359184.0,4900.848122004751,61951.758,4999.5464,7461.215,10.0,583.8422,100,0.005051574,0.4189424,4900.848,-1,1.0,-239.73526,-239.73526,-107064510000000.0
1.0,472.01,15027657,1.0,10.0,7735.8752727508545,[ 0.29   0.872 -3.783 -1.395],9.979978,100.0,1,-24538452.0,227394630000.0,36100,,,361,True,1.6124308e+21,236546.8,100.0,23095370.0,4718.031311940229,31397.44,4999.4277,9115.277,10.0,914.08514,100,0.025309518,0.4189424,4718.0312,-1,1.0,-256.4742,-256.4742,-5.7945835e+16
1.0,407.05,15068362,1.0,10.0,7745.130342960358,[ 0.282  0.936 -3.781 -1.288],9.98591,100.0,1,-20369346.0,6626349000000000.0,36200,,,362,True,1.9812046e+28,25632645000.0,100.0,18926374.0,4065.9742997654894,2550233900.0,4999.248,265260340.0,10.0,1547.3298,100,0.5370613,0.4189424,4065.974,-1,1.0,-240.35237,-240.35237,-2.0310828e+20
1.0,489.41,15117303,1.0,10.0,7758.626909017563,[ 0.265  0.858 -3.807 -1.381],9.979816,100.0,1,-25731364.0,16380050000000.0,36300,,,363,True,9.675828e+22,58815916.0,100.0,24288264.0,4892.843014756498,5850691.5,4999.459,655649.4,10.0,590.21246,100,0.13411419,0.4189424,4892.8433,-1,1.0,-250.7261,-250.7261,-4.4889555e+17
