eRenyi2,VarRet,AvgVanillaIw,AvgRet,BatchSize,IterType,MaxVanillaIw,MinVanillaIw,VarDiscRet,ESSClassic,AvgDiscRet,MaxNormIw,AvgEpLen,J,EpsThisIter,VarNormIw,VarVanillaIw,Delta,Bound,VanillaAvgRet,MinNormIw,VarJ,AvgNormIw,ESSRenyi
1.0,1765.64192225,1.0,-459.968814764,500,2,1.0,1.0,1765.64192225,100.0,-459.968814764,0.01,500.0,-459.969,100,3.50449e-18,,0.9,-480.052,-459.968814764,0.01,41.8089,0.01,500.0
1.0,1607.82532659,1.0,-459.667846605,500,2,1.0,1.0,1607.82532659,200.000000102,-459.667846605,0.005,500.0,-459.818,100,2.1793e-19,,0.9,-474.019,-459.667846605,0.005,40.8643,0.005,500.0
1.0,1793.80095897,1.0,-458.868663709,500,2,1.0,1.0,1793.80095897,299.999969474,-458.868663709,0.00333333,500.0,-459.502,100,5.43914e-20,,0.9,-471.097,-458.868663709,0.00333333,41.2967,0.00333333,500.0
1.0,2263.0257107,1.0,-463.272029802,500,2,1.0,1.0,2263.0257107,400.0,-463.272029802,0.0025,500.0,-460.444,100,5.4346e-20,,0.9,-470.566,-463.272029802,0.0025,42.9165,0.0025,500.0
5.26487,1500.20169762,1.05563,-455.475250065,500,1,72.6866,0.00217223,1500.20169762,35.1423222064,-455.475250065,0.137713,500.0,-440.826,100,5.30175e-05,14.77,0.9,-461.599,-455.475250065,4.11553e-06,140.987,0.002,94.9691895545
1.0,1420.99561447,1.0,-450.064695927,500,2,1.0,1.0,1420.99561447,100.0,-450.064695927,0.01,500.0,-450.065,100,3.50449e-18,,0.9,-468.018,-450.064695927,0.01,37.5071,0.01,500.0
1.0,1216.42545553,1.0,-451.997160632,500,2,1.0,1.0,1216.42545553,200.000000102,-451.997160632,0.005,500.0,-451.031,100,2.1793e-19,,0.9,-464.144,-451.997160632,0.005,36.1449,0.005,500.0
1.0,1198.83505756,1.0,-449.632496772,500,2,1.0,1.0,1198.83505756,299.999969474,-449.632496772,0.00333333,500.0,-450.565,100,5.43914e-20,,0.9,-461.271,-449.632496772,0.00333333,35.5952,0.00333333,500.0
1.0,2414.94575273,1.0,-460.189699396,500,2,1.0,1.0,2414.94575273,400.0,-460.189699396,0.0025,500.0,-452.971,100,5.4346e-20,,0.9,-464.155,-460.189699396,0.0025,39.5643,0.0025,500.0
2.67724,1831.91149969,1.05016,-458.517057231,500,1,13.8341,7.40229e-06,1831.91149969,169.433290124,-458.517057231,0.0263467,500.0,-443.615,100,7.81969e-06,2.15594,0.9,-459.982,-458.517057231,1.40975e-08,67.4205,0.002,186.759372869
1.0,1655.42470941,1.0,-451.276535975,500,2,1.0,1.0,1655.42470941,100.0,-451.276535975,0.01,500.0,-451.277,100,3.50449e-18,,0.9,-470.667,-451.276535975,0.01,40.483,0.01,500.0
1.0,1607.38992187,1.0,-446.588612975,500,2,1.0,1.0,1607.38992187,200.000000102,-446.588612975,0.005,500.0,-448.933,100,2.1793e-19,,0.9,-462.745,-446.588612975,0.005,40.2565,0.005,500.0
1.0,1734.20655454,1.0,-454.924060425,500,2,1.0,1.0,1734.20655454,299.999969474,-454.924060425,0.00333333,500.0,-450.93,100,5.43914e-20,,0.9,-462.297,-454.924060425,0.00333333,40.7512,0.00333333,500.0
1.0,1267.52576936,1.0,-451.271949075,500,2,1.0,1.0,1267.52576936,400.0,-451.271949075,0.0025,500.0,-451.015,100,5.4346e-20,,0.9,-460.86,-451.271949075,0.0025,39.487,0.0025,500.0
2.65492,1793.74391777,1.16281,-452.351733824,500,1,15.9584,1.91939e-05,1793.74391777,181.660619215,-452.351733824,0.0274478,500.0,-442.543,100,7.02359e-06,2.37421,0.9,-456.89,-452.351733824,3.30128e-08,62.7783,0.002,188.329398639
1.0,1545.67181631,1.0,-449.80719332,500,2,1.0,1.0,1545.67181631,100.0,-449.80719332,0.01,500.0,-449.807,100,3.50449e-18,,0.9,-468.243,-449.80719332,0.01,39.118,0.01,500.0
1.0,1524.50909871,1.0,-446.97210254,500,2,1.0,1.0,1524.50909871,200.000000102,-446.97210254,0.005,500.0,-448.39,100,2.1793e-19,,0.9,-461.745,-446.97210254,0.005,39.0096,0.005,500.0
1.0,1328.49246607,1.0,-454.667125881,500,2,1.0,1.0,1328.49246607,299.999969474,-454.667125881,0.00333333,500.0,-450.482,100,5.43914e-20,,0.9,-461.387,-454.667125881,0.00333333,38.2316,0.00333333,500.0
1.0,1544.84273088,1.0,-458.19590155,500,2,1.0,1.0,1544.84273088,400.0,-458.19590155,0.0025,500.0,-452.411,100,5.4346e-20,,0.9,-462.187,-458.19590155,0.0025,38.5973,0.0025,500.0
2.45766,1382.87646342,0.949676,-445.386479544,500,1,9.73355,7.94576e-07,1382.87646342,184.030920047,-445.386479544,0.0204987,500.0,-443.446,100,6.8815e-06,1.55158,0.9,-457.154,-445.386479544,1.67336e-09,57.3278,0.002,203.445794065
1.0,1702.67204089,1.0,-449.640987598,500,2,1.0,1.0,1702.67204089,100.0,-449.640987598,0.01,500.0,-449.641,100,3.50449e-18,,0.9,-469.899,-449.640987598,0.01,41.0566,0.01,500.0
1.0,1362.80804112,1.0,-449.251803809,500,2,1.0,1.0,1362.80804112,200.000000102,-449.251803809,0.005,500.0,-449.446,100,2.1793e-19,,0.9,-463.771,-449.251803809,0.005,38.9545,0.005,500.0
1.0,1341.00673301,1.0,-456.051786294,500,2,1.0,1.0,1341.00673301,299.999969474,-456.051786294,0.00333333,500.0,-451.648,100,5.43914e-20,,0.9,-463.344,-456.051786294,0.00333333,38.2604,0.00333333,500.0
1.0,1413.9001254,1.0,-458.040260022,500,2,1.0,1.0,1413.9001254,400.0,-458.040260022,0.0025,500.0,-453.246,100,5.4346e-20,,0.9,-463.375,-458.040260022,0.0025,38.151,0.0025,500.0
10.7955,1383.48367821,3.56156,-454.686293027,500,1,1276.29,3.14818e-05,1383.48367821,1.94288152698,-454.686293027,0.716704,500.0,-394.212,100,0.00102746,3258.24,0.9,-423.978,-454.686293027,1.76786e-08,340.611,0.002,46.3157016914
1.0,1719.59980309,1.0,-448.384265564,500,2,1.0,1.0,1719.59980309,100.0,-448.384265564,0.01,500.0,-448.384,100,3.50449e-18,,0.9,-467.342,-448.384265564,0.01,41.2602,0.01,500.0
1.0,1143.38411891,1.0,-451.205837202,500,2,1.0,1.0,1143.38411891,200.000000102,-451.205837202,0.005,500.0,-449.795,100,2.1793e-19,,0.9,-463.201,-451.205837202,0.005,37.6718,0.005,500.0
1.0,1343.33237633,1.0,-447.305157168,500,2,1.0,1.0,1343.33237633,299.999969474,-447.305157168,0.00333333,500.0,-448.965,100,5.43914e-20,,0.9,-459.911,-447.305157168,0.00333333,37.2933,0.00333333,500.0
1.0,1475.4050607,1.0,-449.271179999,500,2,1.0,1.0,1475.4050607,400.0,-449.271179999,0.0025,500.0,-449.042,100,5.4346e-20,,0.9,-458.521,-449.271179999,0.0025,37.527,0.0025,500.0
2.35771,1176.10157597,1.0134,-450.471992785,500,1,10.5498,0.000299597,1176.10157597,200.792649975,-450.471992785,0.0208205,500.0,-441.357,100,5.97247e-06,1.53341,0.9,-454.375,-450.471992785,5.91269e-07,53.3768,0.002,212.070626029
1.0,1349.71435505,1.0,-459.746495706,500,2,1.0,1.0,1349.71435505,100.0,-459.746495706,0.01,500.0,-459.746,100,3.50449e-18,,0.9,-478.417,-459.746495706,0.01,36.5543,0.01,500.0
1.0,1869.52879135,1.0,-450.4158465,500,2,1.0,1.0,1869.52879135,200.000000102,-450.4158465,0.005,500.0,-455.081,100,2.1793e-19,,0.9,-468.283,-450.4158465,0.005,40.1907,0.005,500.0
1.0,1229.92202456,1.0,-447.942086398,500,2,1.0,1.0,1229.92202456,299.999969474,-447.942086398,0.00333333,500.0,-452.701,100,5.43914e-20,,0.9,-463.644,-447.942086398,0.00333333,38.6531,0.00333333,500.0
1.0,2154.29593794,1.0,-461.242245478,500,2,1.0,1.0,2154.29593794,400.0,-461.242245478,0.0025,500.0,-454.837,100,5.4346e-20,,0.9,-464.883,-461.242245478,0.0025,40.8339,0.0025,500.0
3.25287,1524.77925588,1.15341,-454.875098463,500,1,63.97,0.00322748,1524.77925588,61.961652269,-454.875098463,0.110924,500.0,-444.994,100,2.83347e-05,9.42373,0.9,-461.199,-454.875098463,5.59644e-06,128.287,0.002,153.710625868
1.0,1470.50735834,1.0,-450.719347363,500,2,1.0,1.0,1470.50735834,100.0,-450.719347363,0.01,500.0,-450.719,100,3.50449e-18,,0.9,-469.363,-450.719347363,0.01,38.155,0.01,500.0
1.0,1599.11395051,1.0,-454.024117212,500,2,1.0,1.0,1599.11395051,200.000000102,-454.024117212,0.005,500.0,-452.372,100,2.1793e-19,,0.9,-465.587,-454.024117212,0.005,39.0153,0.005,500.0
1.0,1733.95197079,1.0,-449.682811391,500,2,1.0,1.0,1733.95197079,299.999969474,-449.682811391,0.00333333,500.0,-451.475,100,5.43914e-20,,0.9,-463.286,-449.682811391,0.00333333,39.8573,0.00333333,500.0
1.0,2080.65662566,1.0,-453.432570485,500,2,1.0,1.0,2080.65662566,400.0,-453.432570485,0.0025,500.0,-451.965,100,5.4346e-20,,0.9,-463.061,-453.432570485,0.0025,41.3175,0.0025,500.0
6.34007,1739.24652219,1.61641,-448.162452844,500,1,266.906,7.91839e-05,1739.24652219,8.82788560872,-448.162452844,0.330246,500.0,-422.799,100,0.000223001,145.663,0.9,-447.791,-448.162452844,9.79753e-08,304.685,0.002,78.8635150873
1.0,1776.84235026,1.0,-456.464448836,500,2,1.0,1.0,1776.84235026,100.0,-456.464448836,0.01,500.0,-456.464,100,3.50449e-18,,0.9,-476.154,-456.464448836,0.01,41.9413,0.01,500.0
1.0,1707.75648007,1.0,-448.791620877,500,2,1.0,1.0,1707.75648007,200.000000102,-448.791620877,0.005,500.0,-452.628,100,2.1793e-19,,0.9,-466.84,-448.791620877,0.005,41.7084,0.005,500.0
1.0,1640.51456685,1.0,-455.666113789,500,2,1.0,1.0,1640.51456685,299.999969474,-455.666113789,0.00333333,500.0,-453.641,100,5.43914e-20,,0.9,-465.245,-455.666113789,0.00333333,41.2692,0.00333333,500.0
1.0,1271.53821262,1.0,-446.463787213,500,2,1.0,1.0,1271.53821262,400.0,-446.463787213,0.0025,500.0,-451.846,100,5.4346e-20,,0.9,-462.292,-446.463787213,0.0025,40.0216,0.0025,500.0
1.32528,1491.6469084,1.032,-455.630988025,500,1,5.10368,0.104061,1491.6469084,391.239792783,-455.630988025,0.00989085,500.0,-449.696,100,1.11418e-06,0.296657,0.9,-460.452,-455.630988025,0.000201668,42.3789,0.002,377.278200738
1.0,1688.64340349,1.0,-445.987974031,500,2,1.0,1.0,1688.64340349,100.0,-445.987974031,0.01,500.0,-445.988,100,3.50449e-18,,0.9,-464.471,-445.987974031,0.01,40.8871,0.01,500.0
1.0,1188.1985335,1.0,-455.769249,500,2,1.0,1.0,1188.1985335,200.000000102,-455.769249,0.005,500.0,-450.879,100,2.1793e-19,,0.9,-463.948,-455.769249,0.005,38.052,0.005,500.0
1.0,2122.14365984,1.0,-448.422536659,500,2,1.0,1.0,2122.14365984,299.999969474,-448.422536659,0.00333333,500.0,-450.06,100,5.43914e-20,,0.9,-461.341,-448.422536659,0.00333333,40.8283,0.00333333,500.0
1.0,1499.97385884,1.0,-449.229024263,500,2,1.0,1.0,1499.97385884,400.0,-449.229024263,0.0025,500.0,-449.852,100,5.4346e-20,,0.9,-459.621,-449.229024263,0.0025,40.2689,0.0025,500.0
3.07414,1454.52989825,2.41739,-454.443820029,500,1,717.246,0.000698043,1454.52989825,2.83355017572,-454.443820029,0.593404,500.0,-436.059,100,0.000703235,1027.39,0.9,-451.38,-454.443820029,5.77517e-07,98.6375,0.002,162.647060055
1.0,1883.40053688,1.0,-446.850118488,500,2,1.0,1.0,1883.40053688,100.0,-446.850118488,0.01,500.0,-446.85,100,3.50449e-18,,0.9,-465.472,-446.850118488,0.01,43.1806,0.01,500.0
1.0,1461.90622746,1.0,-452.248349714,500,2,1.0,1.0,1461.90622746,200.000000102,-452.248349714,0.005,500.0,-449.549,100,2.1793e-19,,0.9,-462.717,-452.248349714,0.005,40.7825,0.005,500.0
1.0,1812.30700372,1.0,-457.425527301,500,2,1.0,1.0,1812.30700372,299.999969474,-457.425527301,0.00333333,500.0,-452.175,100,5.43914e-20,,0.9,-463.582,-457.425527301,0.00333333,41.4808,0.00333333,500.0
1.0,2107.20351447,1.0,-455.113336222,500,2,1.0,1.0,2107.20351447,400.0,-455.113336222,0.0025,500.0,-452.909,100,5.4346e-20,,0.9,-462.823,-455.113336222,0.0025,42.5869,0.0025,500.0
3.85935,1573.50136948,1.09474,-443.673158269,500,1,40.883,0.000190971,1573.50136948,83.1393914035,-443.673158269,0.0746899,500.0,-434.46,100,2.00962e-05,6.02109,0.9,-451.88,-443.673158269,3.48889e-07,112.555,0.002,129.555400194
1.0,1521.08337801,1.0,-447.11980953,500,2,1.0,1.0,1521.08337801,100.0,-447.11980953,0.01,500.0,-447.12,100,3.50449e-18,,0.9,-465.767,-447.11980953,0.01,38.8056,0.01,500.0
1.0,1494.87939783,1.0,-445.937346936,500,2,1.0,1.0,1494.87939783,200.000000102,-445.937346936,0.005,500.0,-446.529,100,2.1793e-19,,0.9,-460.398,-445.937346936,0.005,38.6426,0.005,500.0
1.0,1604.45527598,1.0,-451.020926113,500,2,1.0,1.0,1604.45527598,299.999969474,-451.020926113,0.00333333,500.0,-448.026,100,5.43914e-20,,0.9,-459.35,-451.020926113,0.00333333,39.1083,0.00333333,500.0
1.0,1710.10963035,1.0,-451.771425845,500,2,1.0,1.0,1710.10963035,400.0,-451.771425845,0.0025,500.0,-448.962,100,5.4346e-20,,0.9,-458.77,-451.771425845,0.0025,39.6607,0.0025,500.0
1.46622,1752.58223764,0.982248,-457.832955208,500,1,3.2394,0.0018207,1752.58223764,345.263494782,-457.832955208,0.00659588,500.0,-447.577,100,1.79627e-06,0.433266,0.9,-459.118,-457.832955208,3.70721e-06,44.7,0.002,341.013272618
1.0,2150.81337563,1.0,-454.967018369,500,2,1.0,1.0,2150.81337563,100.0,-454.967018369,0.01,500.0,-454.967,100,3.50449e-18,,0.9,-477.685,-454.967018369,0.01,46.1444,0.01,500.0
1.0,1855.1056959,1.0,-442.713671622,500,2,1.0,1.0,1855.1056959,200.000000102,-442.713671622,0.005,500.0,-448.84,100,2.1793e-19,,0.9,-464.904,-442.713671622,0.005,44.9496,0.005,500.0
1.0,1542.30623005,1.0,-447.169660486,500,2,1.0,1.0,1542.30623005,299.999969474,-447.169660486,0.00333333,500.0,-448.283,100,5.43914e-20,,0.9,-461.399,-447.169660486,0.00333333,43.0878,0.00333333,500.0
1.0,1662.09489553,1.0,-448.221472075,500,2,1.0,1.0,1662.09489553,400.0,-448.221472075,0.0025,500.0,-448.268,100,5.4346e-20,,0.9,-459.627,-448.221472075,0.0025,42.471,0.0025,500.0
3.26161,1631.87216184,1.19542,-452.528709127,500,1,79.1553,0.0630325,1631.87216184,46.365856468,-452.528709127,0.132431,500.0,-433.167,100,3.92136e-05,14.0093,0.9,-451.515,-452.528709127,0.000105457,204.544,0.002,153.298522885
1.0,1382.94073816,1.0,-458.226695547,500,2,1.0,1.0,1382.94073816,100.0,-458.226695547,0.01,500.0,-458.227,100,3.50449e-18,,0.9,-478.023,-458.226695547,0.01,37.0015,0.01,500.0
1.0,1455.10852682,1.0,-449.401282083,500,2,1.0,1.0,1455.10852682,200.000000102,-449.401282083,0.005,500.0,-453.814,100,2.1793e-19,,0.9,-467.812,-449.401282083,0.005,37.74,0.005,500.0
1.0,2018.01594146,1.0,-454.091744421,500,2,1.0,1.0,2018.01594146,299.999969474,-454.091744421,0.00333333,500.0,-453.907,100,5.43914e-20,,0.9,-465.336,-454.091744421,0.00333333,40.1933,0.00333333,500.0
1.0,1875.03498811,1.0,-453.630309093,500,2,1.0,1.0,1875.03498811,400.0,-453.630309093,0.0025,500.0,-453.837,100,5.4346e-20,,0.9,-463.736,-453.630309093,0.0025,40.9354,0.0025,500.0
4.8579,1506.76748318,1.03552,-450.032619086,500,1,14.4248,4.25885e-12,1506.76748318,98.4960983653,-450.032619086,0.02786,500.0,-435.916,100,1.63381e-05,4.37984,0.9,-455.429,-450.032619086,8.22552e-15,83.5954,0.002,102.925159545
1.0,1512.48649676,1.0,-454.807071512,500,2,1.0,1.0,1512.48649676,100.0,-454.807071512,0.01,500.0,-454.807,100,3.50449e-18,,0.9,-473.412,-454.807071512,0.01,38.6958,0.01,500.0
1.0,1908.45501749,1.0,-451.868492213,500,2,1.0,1.0,1908.45501749,200.000000102,-451.868492213,0.005,500.0,-453.338,100,2.1793e-19,,0.9,-466.615,-451.868492213,0.005,41.1768,0.005,500.0
1.0,1720.1203226,1.0,-449.085396625,500,2,1.0,1.0,1720.1203226,299.999969474,-449.085396625,0.00333333,500.0,-451.92,100,5.43914e-20,,0.9,-462.761,-449.085396625,0.00333333,41.2554,0.00333333,500.0
1.0,1601.38324909,1.0,-448.693040645,500,2,1.0,1.0,1601.38324909,400.0,-448.693040645,0.0025,500.0,-451.114,100,5.4346e-20,,0.9,-460.502,-448.693040645,0.0025,40.9243,0.0025,500.0
3.60858,1776.56972625,0.962375,-451.639711419,500,1,18.066,9.92979e-08,1776.56972625,120.530839873,-451.639711419,0.0375447,500.0,-438.135,100,1.26185e-05,2.9217,0.9,-454.602,-451.639711419,2.0636e-10,74.8815,0.002,138.558643949
1.0,1497.5879014,1.0,-451.629427818,500,2,1.0,1.0,1497.5879014,100.0,-451.629427818,0.01,500.0,-451.629,100,3.50449e-18,,0.9,-470.888,-451.629427818,0.01,38.5047,0.01,500.0
1.0,2023.03627222,1.0,-457.597642099,500,2,1.0,1.0,2023.03627222,200.000000102,-457.597642099,0.005,500.0,-454.614,100,2.1793e-19,,0.9,-468.232,-457.597642099,0.005,41.8523,0.005,500.0
1.0,1668.96873828,1.0,-451.316508078,500,2,1.0,1.0,1668.96873828,299.999969474,-451.316508078,0.00333333,500.0,-453.515,100,5.43914e-20,,0.9,-464.634,-451.316508078,0.00333333,41.484,0.00333333,500.0
1.0,1853.19346561,1.0,-455.310075076,500,2,1.0,1.0,1853.19346561,400.0,-455.310075076,0.0025,500.0,-453.963,100,5.4346e-20,,0.9,-463.593,-455.310075076,0.0025,41.8325,0.0025,500.0
1.59435,1323.08474367,1.01244,-447.10922307,500,1,14.0064,0.0285103,1323.08474367,254.664948125,-447.10922307,0.0276687,500.0,-447.275,100,3.86118e-06,0.989458,0.9,-458.419,-447.10922307,5.632e-05,48.3404,0.002,313.606539052
1.0,1706.83704305,1.0,-454.130821199,500,2,1.0,1.0,1706.83704305,100.0,-454.130821199,0.01,500.0,-454.131,100,3.50449e-18,,0.9,-472.835,-454.130821199,0.01,41.1068,0.01,500.0
1.0,1600.56887761,1.0,-451.460921365,500,2,1.0,1.0,1600.56887761,200.000000102,-451.460921365,0.005,500.0,-452.796,100,2.1793e-19,,0.9,-466.078,-451.460921365,0.005,40.4839,0.005,500.0
1.0,1206.86927463,1.0,-450.361204455,500,2,1.0,1.0,1206.86927463,299.999969474,-450.361204455,0.00333333,500.0,-451.984,100,5.43914e-20,,0.9,-462.829,-450.361204455,0.00333333,38.6292,0.00333333,500.0
1.0,1380.48884236,1.0,-448.482031748,500,2,1.0,1.0,1380.48884236,400.0,-448.482031748,0.0025,500.0,-451.109,100,5.4346e-20,,0.9,-460.641,-448.482031748,0.0025,38.2509,0.0025,500.0
1.83551,1573.77151145,0.88611,-453.036010205,500,1,4.1494,0.00375133,1573.77151145,290.504039934,-453.036010205,0.00936543,500.0,-446.141,100,2.89037e-06,0.567373,0.9,-457.692,-453.036010205,8.46696e-06,47.8521,0.002,272.404365818
1.0,1485.97277343,1.0,-454.804044208,500,2,1.0,1.0,1485.97277343,100.0,-454.804044208,0.01,500.0,-454.804,100,3.50449e-18,,0.9,-472.777,-454.804044208,0.01,38.3551,0.01,500.0
1.0,1912.67965774,1.0,-453.976455496,500,2,1.0,1.0,1912.67965774,200.000000102,-453.976455496,0.005,500.0,-454.39,100,2.1793e-19,,0.9,-468.986,-453.976455496,0.005,41.0183,0.005,500.0
1.0,1712.36828982,1.0,-453.390320676,500,2,1.0,1.0,1712.36828982,299.999969474,-453.390320676,0.00333333,500.0,-454.057,100,5.43914e-20,,0.9,-465.975,-453.390320676,0.00333333,41.0728,0.00333333,500.0
1.0,1250.72303679,1.0,-449.084472796,500,2,1.0,1.0,1250.72303679,400.0,-449.084472796,0.0025,500.0,-452.814,100,5.4346e-20,,0.9,-463.135,-449.084472796,0.0025,39.7419,0.0025,500.0
5.96399,1611.08912977,1.19094,-452.229120241,500,1,113.139,9.36063e-05,1611.08912977,22.6303587644,-452.229120241,0.189998,500.0,-429.01,100,8.4546e-05,29.9789,0.9,-451.555,-452.229120241,1.57197e-07,288.997,0.002,83.8364689311
1.0,1402.64495597,1.0,-454.681976945,500,2,1.0,1.0,1402.64495597,100.0,-454.681976945,0.01,500.0,-454.682,100,3.50449e-18,,0.9,-473.788,-454.681976945,0.01,37.2642,0.01,500.0
1.0,1130.629834,1.0,-444.845394401,500,2,1.0,1.0,1130.629834,200.000000102,-444.845394401,0.005,500.0,-449.764,100,2.1793e-19,,0.9,-463.274,-444.845394401,0.005,35.7514,0.005,500.0
1.0,1731.34862663,1.0,-444.837871532,500,2,1.0,1.0,1731.34862663,299.999969474,-444.837871532,0.00333333,500.0,-448.122,100,5.43914e-20,,0.9,-459.153,-444.837871532,0.00333333,37.8001,0.00333333,500.0
1.0,1140.77214387,1.0,-442.608786403,500,2,1.0,1.0,1140.77214387,400.0,-442.608786403,0.0025,500.0,-446.743,100,5.4346e-20,,0.9,-456.296,-442.608786403,0.0025,36.8737,0.0025,500.0
2.56486,1699.63395037,1.19734,-454.436798402,500,1,44.8671,0.0064389,1699.63395037,80.1354380405,-454.436798402,0.0749446,500.0,-439.056,100,2.09998e-05,7.52646,0.9,-452.83,-454.436798402,1.07553e-05,63.0002,0.002,194.942170418
1.0,1089.84277942,1.0,-455.196153485,500,2,1.0,1.0,1089.84277942,100.0,-455.196153485,0.01,500.0,-455.196,100,3.50449e-18,,0.9,-473.388,-455.196153485,0.01,32.8473,0.01,500.0
1.0,1446.70622654,1.0,-449.786934317,500,2,1.0,1.0,1446.70622654,200.000000102,-449.786934317,0.005,500.0,-452.492,100,2.1793e-19,,0.9,-465.72,-449.786934317,0.005,35.5374,0.005,500.0
1.0,1816.81808932,1.0,-450.729004812,500,2,1.0,1.0,1816.81808932,299.999969474,-450.729004812,0.00333333,500.0,-451.904,100,5.43914e-20,,0.9,-463.044,-450.729004812,0.00333333,37.976,0.00333333,500.0
1.0,1585.84516448,1.0,-448.340058408,500,2,1.0,1.0,1585.84516448,400.0,-448.340058408,0.0025,500.0,-451.013,100,5.4346e-20,,0.9,-460.661,-448.340058408,0.0025,38.4254,0.0025,500.0
12.0236,1717.21958411,1.4418,-445.848587088,500,1,299.87,3.41514e-09,1717.21958411,5.55414976552,-445.848587088,0.415967,500.0,-410.763,100,0.000356805,185.429,0.9,-440.686,-445.848587088,4.73735e-12,322.065,0.002,41.5847194431
1.0,1404.85731686,1.0,-447.896435064,500,2,1.0,1.0,1404.85731686,100.0,-447.896435064,0.01,500.0,-447.896,100,3.50449e-18,,0.9,-467.11,-447.896435064,0.01,37.2935,0.01,500.0
1.0,1816.69518956,1.0,-450.565782997,500,2,1.0,1.0,1816.69518956,200.000000102,-450.565782997,0.005,500.0,-449.231,100,2.1793e-19,,0.9,-463.533,-450.565782997,0.005,39.9556,0.005,500.0
1.0,1259.06864576,1.0,-450.326580078,500,2,1.0,1.0,1259.06864576,299.999969474,-450.326580078,0.00333333,500.0,-449.596,100,5.43914e-20,,0.9,-461.274,-450.326580078,0.00333333,38.4715,0.00333333,500.0
1.0,1764.42865103,1.0,-447.909323584,500,2,1.0,1.0,1764.42865103,400.0,-447.909323584,0.0025,500.0,-449.175,100,5.4346e-20,,0.9,-459.348,-447.909323584,0.0025,39.3354,0.0025,500.0
1.54149,2422.3317909,1.02955,-450.282639071,500,1,4.13709,0.00771332,2422.3317909,322.089849264,-450.282639071,0.00803671,500.0,-445.137,100,2.21388e-06,0.586659,0.9,-456.434,-450.282639071,1.49839e-05,49.5566,0.002,324.361377655
1.0,2057.60467126,1.0,-458.873184372,500,2,1.0,1.0,2057.60467126,100.0,-458.873184372,0.01,500.0,-458.873,100,3.50449e-18,,0.9,-479.733,-458.873184372,0.01,45.1335,0.01,500.0
1.0,1478.32408941,1.0,-447.681106252,500,2,1.0,1.0,1478.32408941,200.000000102,-447.681106252,0.005,500.0,-453.277,100,2.1793e-19,,0.9,-468.027,-447.681106252,0.005,42.209,0.005,500.0
1.0,1469.59381975,1.0,-446.24409102,500,2,1.0,1.0,1469.59381975,299.999969474,-446.24409102,0.00333333,500.0,-450.933,100,5.43914e-20,,0.9,-462.976,-446.24409102,0.00333333,41.0328,0.00333333,500.0
1.0,1808.51080644,1.0,-453.843385042,500,2,1.0,1.0,1808.51080644,400.0,-453.843385042,0.0025,500.0,-451.66,100,5.4346e-20,,0.9,-462.09,-453.843385042,0.0025,41.3759,0.0025,500.0
2.17181,1852.71409691,0.333224,-451.467671341,500,1,45.7415,,1852.71409691,9.05706670105,-451.467671341,0.27454,500.0,-433.554,100,0.000217257,6.03093,0.9,-447.302,-451.467671341,,83.0845,0.002,230.223232287
1.0,1863.38102108,1.0,-454.104992948,500,2,1.0,1.0,1863.38102108,100.0,-454.104992948,0.01,500.0,-454.105,100,3.50449e-18,,0.9,-474.629,-454.104992948,0.01,42.9505,0.01,500.0
1.0,1332.63323675,1.0,-446.044186151,500,2,1.0,1.0,1332.63323675,200.000000102,-446.044186151,0.005,500.0,-450.075,100,2.1793e-19,,0.9,-464.587,-446.044186151,0.005,39.9784,0.005,500.0
1.0,1547.71972522,1.0,-444.059377639,500,2,1.0,1.0,1547.71972522,299.999969474,-444.059377639,0.00333333,500.0,-448.069,100,5.43914e-20,,0.9,-459.919,-444.059377639,0.00333333,39.8033,0.00333333,500.0
1.0,1227.23400649,1.0,-446.025651349,500,2,1.0,1.0,1227.23400649,400.0,-446.025651349,0.0025,500.0,-447.559,100,5.4346e-20,,0.9,-457.821,-446.025651349,0.0025,38.6361,0.0025,500.0
2.85476,1621.51386486,1.34127,-449.219195906,500,1,65.5583,0.00870785,1621.51386486,36.1410618019,-449.219195906,0.0977551,500.0,-438.366,100,5.14416e-05,23.1361,0.9,-453.874,-449.219195906,1.29844e-05,93.8355,0.002,175.145929747
1.0,2491.83566522,1.0,-456.393865582,500,2,1.0,1.0,2491.83566522,100.0,-456.393865582,0.01,500.0,-456.394,100,3.50449e-18,,0.9,-478.635,-456.393865582,0.01,49.6681,0.01,500.0
1.0,1826.52381989,1.0,-456.675197104,500,2,1.0,1.0,1826.52381989,200.000000102,-456.675197104,0.005,500.0,-456.535,100,2.1793e-19,,0.9,-472.261,-456.675197104,0.005,46.2343,0.005,500.0
1.0,1940.08837751,1.0,-455.200522737,500,2,1.0,1.0,1940.08837751,299.999969474,-455.200522737,0.00333333,500.0,-456.09,100,5.43914e-20,,0.9,-468.931,-455.200522737,0.00333333,45.4499,0.00333333,500.0
1.0,1614.61912722,1.0,-453.508362872,500,2,1.0,1.0,1614.61912722,400.0,-453.508362872,0.0025,500.0,-455.444,100,5.4346e-20,,0.9,-466.565,-453.508362872,0.0025,44.1604,0.0025,500.0
1.92637,1472.15011175,1.04513,-456.041648556,500,1,12.0113,0.0148159,1472.15011175,246.131848399,-456.041648556,0.0229853,500.0,-448.14,100,4.13399e-06,1.12888,0.9,-461.945,-456.041648556,2.83523e-05,66.8731,0.002,259.555887138
