AvgNormIw,MaxVanillaIw,AvgDiscRet,VanillaAvgRet,IterType,AvgEpLen,VarJ,VarRet,MaxNormIw,Bound,AvgVanillaIw,BatchSize,MinNormIw,ESSClassic,EpsThisIter,ESSRenyi,VarDiscRet,J,MinVanillaIw,Delta,AvgRet,VarVanillaIw,VarNormIw,eRenyi2
0.0025,1.0,4668.15202823,4668.15202823,2,500.0,11.6902,129.642013502,0.0025,4667.42,1.0,500,0.0025,400.0,100,500.0,129.642013502,4667.42,1.0,1.0,4668.15202823,,5.4346e-20,1.0
0.002,4.63617,4667.62784213,4667.62784213,1,500.0,11.4045,128.784042418,0.00927075,4668.35,1.00017,500,0.000492362,418.684522654,100,430.284101314,128.784042418,4668.35,0.246223,1.0,4667.62784213,0.194672,7.78421e-07,1.16202
0.01,1.0,4665.5190339,4665.5190339,2,500.0,12.4413,156.349798207,0.01,4665.52,1.0,500,0.01,100.0,100,500.0,156.349798207,4665.52,1.0,1.0,4665.5190339,,3.50449e-18,1.0
0.005,1.0,4665.79264687,4665.79264687,2,500.0,12.2253,145.545478025,0.005,4665.66,1.0,500,0.005,200.000000102,100,500.0,145.545478025,4665.66,1.0,1.0,4665.79264687,,2.1793e-19,1.0
0.00333333,1.0,4665.95105222,4665.95105222,2,500.0,12.122,143.286172027,0.00333333,4665.75,1.0,500,0.00333333,299.999969474,100,500.0,143.286172027,4665.75,1.0,1.0,4665.95105222,,5.43914e-20,1.0
0.0025,1.0,4668.46527378,4668.46527378,2,500.0,12.0507,135.89670572,0.0025,4666.43,1.0,500,0.0025,400.0,100,500.0,135.89670572,4666.43,1.0,1.0,4668.46527378,,5.4346e-20,1.0
0.002,11.8393,4667.65019017,4667.65019017,1,500.0,19.1833,147.113774146,0.0263516,4668.41,0.898567,500,2.66005e-08,127.275122508,100,77.8776799288,147.113774146,4668.41,1.19512e-05,1.0,4667.65019017,2.36927,1.17375e-05,6.42032
0.01,1.0,4666.05570939,4666.05570939,2,500.0,11.4944,133.455382257,0.01,4666.06,1.0,500,0.01,100.0,100,500.0,133.455382257,4666.06,1.0,1.0,4666.05570939,,3.50449e-18,1.0
0.005,1.0,4664.75248715,4664.75248715,2,500.0,11.9702,155.151441364,0.005,4665.4,1.0,500,0.005,200.000000102,100,500.0,155.151441364,4665.4,1.0,1.0,4664.75248715,,2.1793e-19,1.0
0.00333333,1.0,4668.44826827,4668.44826827,2,500.0,11.6978,118.958489283,0.00333333,4666.42,1.0,500,0.00333333,299.999969474,100,500.0,118.958489283,4666.42,1.0,1.0,4668.44826827,,5.43914e-20,1.0
0.0025,1.0,4667.42051055,4667.42051055,2,500.0,11.5586,124.381285876,0.0025,4666.67,1.0,500,0.0025,400.0,100,500.0,124.381285876,4666.67,1.0,1.0,4667.42051055,,5.4346e-20,1.0
0.002,2.08112,4665.85875739,4665.85875739,1,500.0,11.6825,152.69950104,0.00421303,4666.88,0.987943,500,0.000992159,485.027802283,100,484.251591686,152.69950104,4666.88,0.490098,1.0,4665.85875739,0.030189,1.23721e-07,1.03252
0.01,1.0,4663.43564041,4663.43564041,2,500.0,13.0326,171.563826788,0.01,4663.44,1.0,500,0.01,100.0,100,500.0,171.563826788,4663.44,1.0,1.0,4663.43564041,,3.50449e-18,1.0
0.005,1.0,4667.84986086,4667.84986086,2,500.0,12.3441,126.426388491,0.005,4665.64,1.0,500,0.005,200.000000102,100,500.0,126.426388491,4665.64,1.0,1.0,4667.84986086,,2.1793e-19,1.0
0.00333333,1.0,4665.54112451,4665.54112451,2,500.0,12.0298,130.69379822,0.00333333,4665.61,1.0,500,0.00333333,299.999969474,100,500.0,130.69379822,4665.61,1.0,1.0,4665.54112451,,5.43914e-20,1.0
0.0025,1.0,4666.44850459,4666.44850459,2,500.0,12.0601,148.592622942,0.0025,4665.82,1.0,500,0.0025,400.0,100,500.0,148.592622942,4665.82,1.0,1.0,4666.44850459,,5.4346e-20,1.0
0.002,2.77389,4666.13010885,4666.13010885,1,500.0,12.498,160.559674104,0.00550216,4666.59,1.00829,500,0.000253844,415.217457401,100,412.512645439,160.559674104,4666.59,0.127975,1.0,4666.13010885,0.208005,8.18391e-07,1.21208
0.01,1.0,4665.6478455,4665.6478455,2,500.0,12.6906,162.678025834,0.01,4665.65,1.0,500,0.01,100.0,100,500.0,162.678025834,4665.65,1.0,1.0,4665.6478455,,3.50449e-18,1.0
0.005,1.0,4665.95273948,4665.95273948,2,500.0,11.8036,118.73747734,0.005,4665.8,1.0,500,0.005,200.000000102,100,500.0,118.73747734,4665.8,1.0,1.0,4665.95273948,,2.1793e-19,1.0
0.00333333,1.0,4667.28436677,4667.28436677,2,500.0,11.7483,135.305303297,0.00333333,4666.3,1.0,500,0.00333333,299.999969474,100,500.0,135.305303297,4666.3,1.0,1.0,4667.28436677,,5.43914e-20,1.0
0.0025,1.0,4667.01018075,4667.01018075,2,500.0,11.7532,139.496076003,0.0025,4666.47,1.0,500,0.0025,400.0,100,500.0,139.496076003,4666.47,1.0,1.0,4667.01018075,,5.4346e-20,1.0
0.002,1.00028,4666.95860994,4666.95860994,1,500.0,11.6437,126.412363545,0.00200058,4666.57,0.999995,500,0.00199924,500.000033664,100,500.0,126.412363545,4666.57,0.999616,1.0,4666.95860994,6.03826e-09,2.41529e-14,1.0
0.01,1.0,4666.16054952,4666.16054952,2,500.0,12.0577,146.857828764,0.01,4666.16,1.0,500,0.01,100.0,100,500.0,146.857828764,4666.16,1.0,1.0,4666.16054952,,3.50449e-18,1.0
0.005,1.0,4667.72465901,4667.72465901,2,500.0,12.0098,143.28979452,0.005,4666.94,1.0,500,0.005,200.000000102,100,500.0,143.28979452,4666.94,1.0,1.0,4667.72465901,,2.1793e-19,1.0
0.00333333,1.0,4666.92536895,4666.92536895,2,500.0,11.7884,129.725487854,0.00333333,4666.94,1.0,500,0.00333333,299.999969474,100,500.0,129.725487854,4666.94,1.0,1.0,4666.92536895,,5.43914e-20,1.0
0.0025,1.0,4667.89830691,4667.89830691,2,500.0,11.745,135.540445752,0.0025,4667.18,1.0,500,0.0025,400.0,100,500.0,135.540445752,4667.18,1.0,1.0,4667.89830691,,5.4346e-20,1.0
0.002,1.0,4665.70004279,4665.70004279,1,500.0,12.0295,171.733636694,0.002,4666.88,1.0,500,0.002,500.000006643,100,500.0,171.733636694,4666.88,1.0,1.0,4665.70004279,,5.43187e-20,1.0
0.01,1.0,4666.5672929,4666.5672929,2,500.0,12.2107,150.605915157,0.01,4666.57,1.0,500,0.01,100.0,100,500.0,150.605915157,4666.57,1.0,1.0,4666.5672929,,3.50449e-18,1.0
0.005,1.0,4663.91836228,4663.91836228,2,500.0,12.4516,159.067695203,0.005,4665.24,1.0,500,0.005,200.000000102,100,500.0,159.067695203,4665.24,1.0,1.0,4663.91836228,,2.1793e-19,1.0
0.00333333,1.0,4665.55647037,4665.55647037,2,500.0,12.0818,129.046163593,0.00333333,4665.35,1.0,500,0.00333333,299.999969474,100,500.0,129.046163593,4665.35,1.0,1.0,4665.55647037,,5.43914e-20,1.0
0.0025,1.0,4667.29323241,4667.29323241,2,500.0,11.8654,123.641995063,0.0025,4665.83,1.0,500,0.0025,400.0,100,500.0,123.641995063,4665.83,1.0,1.0,4667.29323241,,5.4346e-20,1.0
0.002,1.0,4667.00828103,4667.00828103,1,500.0,11.863,140.803181029,0.002,4666.07,1.0,500,0.002,500.000006643,100,500.0,140.803181029,4666.07,1.0,1.0,4667.00828103,,5.43187e-20,1.0
0.01,1.0,4668.28545595,4668.28545595,2,500.0,10.9804,121.787602338,0.01,4668.29,1.0,500,0.01,100.0,100,500.0,121.787602338,4668.29,1.0,1.0,4668.28545595,,3.50449e-18,1.0
0.005,1.0,4666.29142042,4666.29142042,2,500.0,11.724,153.886140262,0.005,4667.29,1.0,500,0.005,200.000000102,100,500.0,153.886140262,4667.29,1.0,1.0,4666.29142042,,2.1793e-19,1.0
0.00333333,1.0,4667.68462231,4667.68462231,2,500.0,11.505,123.320605539,0.00333333,4667.42,1.0,500,0.00333333,299.999969474,100,500.0,123.320605539,4667.42,1.0,1.0,4667.68462231,,5.43914e-20,1.0
0.0025,1.0,4667.20651235,4667.20651235,2,500.0,11.7333,155.097635455,0.0025,4667.37,1.0,500,0.0025,400.0,100,500.0,155.097635455,4667.37,1.0,1.0,4667.20651235,,5.4346e-20,1.0
0.002,1.0,4667.8645528,4667.8645528,1,500.0,11.6165,125.08644018,0.002,4667.47,1.0,500,0.002,500.000006643,100,500.0,125.08644018,4667.47,1.0,1.0,4667.8645528,,5.43187e-20,1.0
0.01,1.0,4666.5060647,4666.5060647,2,500.0,11.6359,136.761864437,0.01,4666.51,1.0,500,0.01,100.0,100,500.0,136.761864437,4666.51,1.0,1.0,4666.5060647,,3.50449e-18,1.0
0.005,1.0,4667.24221752,4667.24221752,2,500.0,11.7526,142.003201609,0.005,4666.87,1.0,500,0.005,200.000000102,100,500.0,142.003201609,4666.87,1.0,1.0,4667.24221752,,2.1793e-19,1.0
0.00333333,1.0,4665.71624475,4665.71624475,2,500.0,11.6691,132.688691535,0.00333333,4666.49,1.0,500,0.00333333,299.999969474,100,500.0,132.688691535,4666.49,1.0,1.0,4665.71624475,,5.43914e-20,1.0
0.0025,1.0,4665.52587223,4665.52587223,2,500.0,12.0177,170.201786704,0.0025,4666.25,1.0,500,0.0025,400.0,100,500.0,170.201786704,4666.25,1.0,1.0,4665.52587223,,5.4346e-20,1.0
0.002,1.0,4667.05542572,4667.05542572,1,500.0,11.9092,132.249985912,0.002,4666.41,1.0,500,0.002,500.000006643,100,500.0,132.249985912,4666.41,1.0,1.0,4667.05542572,,5.43187e-20,1.0
0.01,1.0,4667.57110763,4667.57110763,2,500.0,11.6362,136.770016755,0.01,4667.57,1.0,500,0.01,100.0,100,500.0,136.770016755,4667.57,1.0,1.0,4667.57110763,,3.50449e-18,1.0
0.005,1.0,4665.78105433,4665.78105433,2,500.0,12.0738,156.109944675,0.005,4666.68,1.0,500,0.005,200.000000102,100,500.0,156.109944675,4666.68,1.0,1.0,4665.78105433,,2.1793e-19,1.0
0.00333333,1.0,4666.50045443,4666.50045443,2,500.0,12.0537,145.756997333,0.00333333,4666.62,1.0,500,0.00333333,299.999969474,100,500.0,145.756997333,4666.62,1.0,1.0,4666.50045443,,5.43914e-20,1.0
0.0025,1.0,4666.15736871,4666.15736871,2,500.0,12.1798,158.948040902,0.0025,4666.5,1.0,500,0.0025,400.0,100,500.0,158.948040902,4666.5,1.0,1.0,4666.15736871,,5.4346e-20,1.0
0.002,1.0,4668.81173237,4668.81173237,1,500.0,12.0429,128.791286227,0.002,4666.96,1.0,500,0.002,500.000006643,100,500.0,128.791286227,4666.96,1.0,1.0,4668.81173237,,5.43187e-20,1.0
0.01,1.0,4668.19490198,4668.19490198,2,500.0,11.0079,122.396838132,0.01,4668.19,1.0,500,0.01,100.0,100,500.0,122.396838132,4668.19,1.0,1.0,4668.19490198,,3.50449e-18,1.0
0.005,1.0,4666.74943,4666.74943,2,500.0,11.4005,139.115383963,0.005,4667.47,1.0,500,0.005,200.000000102,100,500.0,139.115383963,4667.47,1.0,1.0,4666.74943,,2.1793e-19,1.0
0.00333333,1.0,4668.2199031,4668.2199031,2,500.0,11.3755,129.181955548,0.00333333,4667.72,1.0,500,0.00333333,299.999969474,100,500.0,129.181955548,4667.72,1.0,1.0,4668.2199031,,5.43914e-20,1.0
0.0025,1.0,4667.88753154,4667.88753154,2,500.0,11.2788,121.836506245,0.0025,4667.76,1.0,500,0.0025,400.0,100,500.0,121.836506245,4667.76,1.0,1.0,4667.88753154,,5.4346e-20,1.0
0.002,1.0,4666.544024,4666.544024,1,500.0,11.4585,147.93577295,0.002,4667.52,1.0,500,0.002,500.000006643,100,500.0,147.93577295,4667.52,1.0,1.0,4666.544024,,5.43187e-20,1.0
0.01,1.0,4667.90031195,4667.90031195,2,500.0,11.2482,127.801177588,0.01,4667.9,1.0,500,0.01,100.0,100,500.0,127.801177588,4667.9,1.0,1.0,4667.90031195,,3.50449e-18,1.0
0.005,1.0,4667.15332214,4667.15332214,2,500.0,11.4177,135.281414918,0.005,4667.53,1.0,500,0.005,200.000000102,100,500.0,135.281414918,4667.53,1.0,1.0,4667.15332214,,2.1793e-19,1.0
0.00333333,1.0,4666.12662294,4666.12662294,2,500.0,11.8713,162.367360398,0.00333333,4667.06,1.0,500,0.00333333,299.999969474,100,500.0,162.367360398,4667.06,1.0,1.0,4666.12662294,,5.43914e-20,1.0
0.0025,1.0,4667.78774037,4667.78774037,2,500.0,11.7183,127.374321331,0.0025,4667.24,1.0,500,0.0025,400.0,100,500.0,127.374321331,4667.24,1.0,1.0,4667.78774037,,5.4346e-20,1.0
0.002,1.0,4665.06024981,4665.06024981,1,500.0,11.8473,150.212172204,0.002,4666.81,1.0,500,0.002,500.000006643,100,500.0,150.212172204,4666.81,1.0,1.0,4665.06024981,,5.43187e-20,1.0
0.01,1.0,4666.80345583,4666.80345583,2,500.0,12.0592,146.893319636,0.01,4666.8,1.0,500,0.01,100.0,100,500.0,146.893319636,4666.8,1.0,1.0,4666.80345583,,3.50449e-18,1.0
0.005,1.0,4665.09916776,4665.09916776,2,500.0,12.1687,150.786235832,0.005,4665.95,1.0,500,0.005,200.000000102,100,500.0,150.786235832,4665.95,1.0,1.0,4665.09916776,,2.1793e-19,1.0
0.00333333,1.0,4667.9441197,4667.9441197,2,500.0,12.099,141.774006152,0.00333333,4666.62,1.0,500,0.00333333,299.999969474,100,500.0,141.774006152,4666.62,1.0,1.0,4667.9441197,,5.43914e-20,1.0
0.0025,1.0,4668.00273766,4668.00273766,2,500.0,11.8927,126.408648415,0.0025,4666.96,1.0,500,0.0025,400.0,100,500.0,126.408648415,4666.96,1.0,1.0,4668.00273766,,5.4346e-20,1.0
0.002,1.0,4667.39669782,4667.39669782,1,500.0,11.6576,114.749220088,0.002,4667.05,1.0,500,0.002,500.000006643,100,500.0,114.749220088,4667.05,1.0,1.0,4667.39669782,,5.43187e-20,1.0
0.01,1.0,4664.93271794,4664.93271794,2,500.0,12.6079,160.56523529,0.01,4664.93,1.0,500,0.01,100.0,100,500.0,160.56523529,4664.93,1.0,1.0,4664.93271794,,3.50449e-18,1.0
0.005,1.0,4666.47614455,4666.47614455,2,500.0,12.5188,154.836839784,0.005,4665.7,1.0,500,0.005,200.000000102,100,500.0,154.836839784,4665.7,1.0,1.0,4666.47614455,,2.1793e-19,1.0
0.00333333,1.0,4664.51077825,4664.51077825,2,500.0,12.414,149.426327596,0.00333333,4665.31,1.0,500,0.00333333,299.999969474,100,500.0,149.426327596,4665.31,1.0,1.0,4664.51077825,,5.43914e-20,1.0
0.0025,1.0,4667.08593679,4667.08593679,2,500.0,12.1754,129.561956657,0.0025,4665.75,1.0,500,0.0025,400.0,100,500.0,129.561956657,4665.75,1.0,1.0,4667.08593679,,5.4346e-20,1.0
0.002,1.01372,4666.69911501,4666.69911501,1,500.0,11.9597,123.312413186,0.00202801,4665.95,0.99972,500,0.00196749,499.990057071,100,499.992847545,123.312413186,4665.95,0.983471,1.0,4666.69911501,1.98901e-05,7.96049e-11,1.00001
0.01,1.0,4663.76182933,4663.76182933,2,500.0,12.2858,152.465101798,0.01,4663.76,1.0,500,0.01,100.0,100,500.0,152.465101798,4663.76,1.0,1.0,4663.76182933,,3.50449e-18,1.0
0.005,1.0,4666.99046209,4666.99046209,2,500.0,11.8373,125.345128264,0.005,4665.38,1.0,500,0.005,200.000000102,100,500.0,125.345128264,4665.38,1.0,1.0,4666.99046209,,2.1793e-19,1.0
0.00333333,1.0,4668.60856866,4668.60856866,2,500.0,11.7611,129.049569423,0.00333333,4666.45,1.0,500,0.00333333,299.999969474,100,500.0,129.049569423,4666.45,1.0,1.0,4668.60856866,,5.43914e-20,1.0
0.0025,1.0,4666.89359135,4666.89359135,2,500.0,12.0047,162.968332793,0.0025,4666.56,1.0,500,0.0025,400.0,100,500.0,162.968332793,4666.56,1.0,1.0,4666.89359135,,5.4346e-20,1.0
0.002,1.00005,4666.87204344,4666.87204344,1,500.0,12.1539,163.699066933,0.00200009,4666.63,1.0,500,0.00199993,499.999909586,100,500.0,163.699066933,4666.63,0.999964,1.0,4666.87204344,1.50821e-10,6.03157e-16,1.0
0.01,1.0,4662.86118758,4662.86118758,2,500.0,11.9938,145.304426188,0.01,4662.86,1.0,500,0.01,100.0,100,500.0,145.304426188,4662.86,1.0,1.0,4662.86118758,,3.50449e-18,1.0
0.005,1.0,4665.98179379,4665.98179379,2,500.0,11.6356,123.288812174,0.005,4664.42,1.0,500,0.005,200.000000102,100,500.0,123.288812174,4664.42,1.0,1.0,4665.98179379,,2.1793e-19,1.0
0.00333333,1.0,4666.60757872,4666.60757872,2,500.0,11.6159,132.146409851,0.00333333,4665.15,1.0,500,0.00333333,299.999969474,100,500.0,132.146409851,4665.15,1.0,1.0,4666.60757872,,5.43914e-20,1.0
0.0025,1.0,4665.47010071,4665.47010071,2,500.0,11.6076,135.432756117,0.0025,4665.23,1.0,500,0.0025,400.0,100,500.0,135.432756117,4665.23,1.0,1.0,4665.47010071,,5.4346e-20,1.0
0.002,1.00033,4665.45588576,4665.45588576,1,500.0,11.7153,148.752752114,0.00200065,4665.28,1.0,500,0.00199932,500.000155227,100,500.0,148.752752114,4665.28,0.999659,1.0,4665.45588576,1.09438e-08,4.37754e-14,1.0
0.01,1.0,4666.74042621,4666.74042621,2,500.0,11.9988,145.424687187,0.01,4666.74,1.0,500,0.01,100.0,100,500.0,145.424687187,4666.74,1.0,1.0,4666.74042621,,3.50449e-18,1.0
0.005,1.0,4667.7355149,4667.7355149,2,500.0,11.6571,128.598373302,0.005,4667.24,1.0,500,0.005,200.000000102,100,500.0,128.598373302,4667.24,1.0,1.0,4667.7355149,,2.1793e-19,1.0
0.00333333,1.0,4666.45210901,4666.45210901,2,500.0,11.4693,123.682746335,0.00333333,4666.98,1.0,500,0.00333333,299.999969474,100,500.0,123.682746335,4666.98,1.0,1.0,4666.45210901,,5.43914e-20,1.0
0.0025,1.0,4667.44969005,4667.44969005,2,500.0,11.6481,149.4038544,0.0025,4667.09,1.0,500,0.0025,400.0,100,500.0,149.4038544,4667.09,1.0,1.0,4667.44969005,,5.4346e-20,1.0
0.002,1.0,4666.92920559,4666.92920559,1,500.0,11.8357,159.273969115,0.002,4667.06,1.0,500,0.002,500.000006643,100,500.0,159.273969115,4667.06,1.0,1.0,4666.92920559,,5.43187e-20,1.0
0.01,1.0,4667.11660741,4667.11660741,2,500.0,12.1499,149.110750148,0.01,4667.12,1.0,500,0.01,100.0,100,500.0,149.110750148,4667.12,1.0,1.0,4667.11660741,,3.50449e-18,1.0
0.005,1.0,4667.15790602,4667.15790602,2,500.0,12.105,146.907580882,0.005,4667.14,1.0,500,0.005,200.000000102,100,500.0,146.907580882,4667.14,1.0,1.0,4667.15790602,,2.1793e-19,1.0
0.00333333,1.0,4666.31087594,4666.31087594,2,500.0,12.1478,150.695422566,0.00333333,4666.86,1.0,500,0.00333333,299.999969474,100,500.0,150.695422566,4666.86,1.0,1.0,4666.31087594,,5.43914e-20,1.0
0.0025,1.0,4666.56002565,4666.56002565,2,500.0,12.267,160.753675104,0.0025,4666.79,1.0,500,0.0025,400.0,100,500.0,160.753675104,4666.79,1.0,1.0,4666.56002565,,5.4346e-20,1.0
0.002,1.0,4666.69396381,4666.69396381,1,500.0,12.1668,139.628003573,0.002,4666.77,1.0,500,0.002,500.000006643,100,500.0,139.628003573,4666.77,1.0,1.0,4666.69396381,,5.43187e-20,1.0
0.01,1.0,4666.41168233,4666.41168233,2,500.0,11.2871,128.683995793,0.01,4666.41,1.0,500,0.01,100.0,100,500.0,128.683995793,4666.41,1.0,1.0,4666.41168233,,3.50449e-18,1.0
0.005,1.0,4666.46475754,4666.46475754,2,500.0,11.2185,125.567266116,0.005,4666.44,1.0,500,0.005,200.000000102,100,500.0,125.567266116,4666.44,1.0,1.0,4666.46475754,,2.1793e-19,1.0
0.00333333,1.0,4664.78667867,4664.78667867,2,500.0,11.8861,172.032052513,0.00333333,4665.89,1.0,500,0.00333333,299.999969474,100,500.0,172.032052513,4665.89,1.0,1.0,4664.78667867,,5.43914e-20,1.0
0.0025,1.0,4665.70311081,4665.70311081,2,500.0,12.1415,167.477084501,0.0025,4665.84,1.0,500,0.0025,400.0,100,500.0,167.477084501,4665.84,1.0,1.0,4665.70311081,,5.4346e-20,1.0
0.002,1.0,4666.26203326,4666.26203326,1,500.0,12.1002,143.706630255,0.002,4665.93,1.0,500,0.002,500.000006643,100,500.0,143.706630255,4665.93,1.0,1.0,4666.26203326,,5.43187e-20,1.0
0.01,1.0,4666.95901106,4666.95901106,2,500.0,12.3223,153.372265753,0.01,4666.96,1.0,500,0.01,100.0,100,500.0,153.372265753,4666.96,1.0,1.0,4666.95901106,,3.50449e-18,1.0
0.005,1.0,4668.59877191,4668.59877191,2,500.0,11.9157,132.107402498,0.005,4667.78,1.0,500,0.005,200.000000102,100,500.0,132.107402498,4667.78,1.0,1.0,4668.59877191,,2.1793e-19,1.0
0.00333333,1.0,4668.66231711,4668.66231711,2,500.0,11.6456,123.608737392,0.00333333,4668.07,1.0,500,0.00333333,299.999969474,100,500.0,123.608737392,4668.07,1.0,1.0,4668.66231711,,5.43914e-20,1.0
0.0025,1.0,4667.96131207,4667.96131207,2,500.0,11.667,138.992475444,0.0025,4668.05,1.0,500,0.0025,400.0,100,500.0,138.992475444,4668.05,1.0,1.0,4667.96131207,,5.4346e-20,1.0
0.002,1.00014,4666.1215125,4666.1215125,1,500.0,11.6887,137.082984949,0.00200028,4667.66,1.0,500,0.00199968,499.99969196,100,500.0,137.082984949,4667.66,0.999841,1.0,4666.1215125,1.80299e-09,7.2118e-15,1.0
0.01,1.0,4665.87887151,4665.87887151,2,500.0,11.8197,141.117590735,0.01,4665.88,1.0,500,0.01,100.0,100,500.0,141.117590735,4665.88,1.0,1.0,4665.87887151,,3.50449e-18,1.0
0.005,1.0,4666.44226237,4666.44226237,2,500.0,11.2641,115.047550445,0.005,4666.16,1.0,500,0.005,200.000000102,100,500.0,115.047550445,4666.16,1.0,1.0,4666.44226237,,2.1793e-19,1.0
0.00333333,1.0,4666.37314145,4666.37314145,2,500.0,11.5562,148.331426632,0.00333333,4666.23,1.0,500,0.00333333,299.999969474,100,500.0,148.331426632,4666.23,1.0,1.0,4666.37314145,,5.43914e-20,1.0
0.0025,1.0,4665.817206,4665.817206,2,500.0,11.8551,163.038734465,0.0025,4666.13,1.0,500,0.0025,400.0,100,500.0,163.038734465,4666.13,1.0,1.0,4665.817206,,5.4346e-20,1.0
0.002,1.00001,4667.76443683,4667.76443683,1,500.0,11.7717,129.838925498,0.00200002,4666.46,1.0,500,0.00199999,500.000043414,100,500.0,129.838925498,4666.46,0.999993,1.0,4667.76443683,4.24576e-12,1.70459e-17,1.0
0.01,1.0,4666.85476776,4666.85476776,2,500.0,11.7377,139.164748644,0.01,4666.85,1.0,500,0.01,100.0,100,500.0,139.164748644,4666.85,1.0,1.0,4666.85476776,,3.50449e-18,1.0
0.005,1.0,4666.63796577,4666.63796577,2,500.0,11.911,147.423439698,0.005,4666.75,1.0,500,0.005,200.000000102,100,500.0,147.423439698,4666.75,1.0,1.0,4666.63796577,,2.1793e-19,1.0
0.00333333,1.0,4667.40625441,4667.40625441,2,500.0,11.6704,125.817125894,0.00333333,4666.97,1.0,500,0.00333333,299.999969474,100,500.0,125.817125894,4666.97,1.0,1.0,4667.40625441,,5.43914e-20,1.0
0.0025,1.0,4667.2799476,4667.2799476,2,500.0,11.5382,125.099314965,0.0025,4667.04,1.0,500,0.0025,400.0,100,500.0,125.099314965,4667.04,1.0,1.0,4667.2799476,,5.4346e-20,1.0
0.002,1.0,4666.23095139,4666.23095139,1,500.0,11.5011,129.620490629,0.002,4666.88,1.0,500,0.002,500.000006643,100,500.0,129.620490629,4666.88,1.0,1.0,4666.23095139,,5.43187e-20,1.0
0.01,1.0,4666.19921593,4666.19921593,2,500.0,11.6584,137.291068783,0.01,4666.2,1.0,500,0.01,100.0,100,500.0,137.291068783,4666.2,1.0,1.0,4666.19921593,,3.50449e-18,1.0
0.005,1.0,4668.21448734,4668.21448734,2,500.0,11.5118,128.376575141,0.005,4667.21,1.0,500,0.005,200.000000102,100,500.0,128.376575141,4667.21,1.0,1.0,4668.21448734,,2.1793e-19,1.0
0.00333333,1.0,4668.93829984,4668.93829984,2,500.0,11.3462,120.374296091,0.00333333,4667.78,1.0,500,0.00333333,299.999969474,100,500.0,120.374296091,4667.78,1.0,1.0,4668.93829984,,5.43914e-20,1.0
0.0025,1.0,4666.52362581,4666.52362581,2,500.0,11.692,161.016594553,0.0025,4667.47,1.0,500,0.0025,400.0,100,500.0,161.016594553,4667.47,1.0,1.0,4666.52362581,,5.4346e-20,1.0
0.002,1.0,4664.7553702,4664.7553702,1,500.0,11.761,140.308012632,0.002,4666.93,1.0,500,0.002,500.000006643,100,500.0,140.308012632,4666.93,1.0,1.0,4664.7553702,,5.43187e-20,1.0
0.01,1.0,4663.72471643,4663.72471643,2,500.0,11.8173,141.059553519,0.01,4663.72,1.0,500,0.01,100.0,100,500.0,141.059553519,4663.72,1.0,1.0,4663.72471643,,3.50449e-18,1.0
0.005,1.0,4666.51172293,4666.51172293,2,500.0,11.9884,145.363022403,0.005,4665.12,1.0,500,0.005,200.000000102,100,500.0,145.363022403,4665.12,1.0,1.0,4666.51172293,,2.1793e-19,1.0
0.00333333,1.0,4665.75727759,4665.75727759,2,500.0,11.8295,133.428924929,0.00333333,4665.33,1.0,500,0.00333333,299.999969474,100,500.0,133.428924929,4665.33,1.0,1.0,4665.75727759,,5.43914e-20,1.0
0.0025,1.0,4665.98816683,4665.98816683,2,500.0,11.7496,133.415767602,0.0025,4665.5,1.0,500,0.0025,400.0,100,500.0,133.415767602,4665.5,1.0,1.0,4665.98816683,,5.4346e-20,1.0
0.002,1.00001,4667.92803483,4667.92803483,1,500.0,11.6922,127.865456857,0.00200001,4665.98,1.0,500,0.00199999,500.000006643,100,500.0,127.865456857,4665.98,0.999995,1.0,4667.92803483,3.6305e-12,1.46004e-17,1.0
0.01,1.0,4666.66897481,4666.66897481,2,500.0,11.0477,123.284134287,0.01,4666.67,1.0,500,0.01,100.0,100,500.0,123.284134287,4666.67,1.0,1.0,4666.66897481,,3.50449e-18,1.0
0.005,1.0,4666.40284184,4666.40284184,2,500.0,11.1349,127.155790843,0.005,4666.54,1.0,500,0.005,200.000000102,100,500.0,127.155790843,4666.54,1.0,1.0,4666.40284184,,2.1793e-19,1.0
0.00333333,1.0,4665.50640944,4665.50640944,2,500.0,11.841,173.685810646,0.00333333,4666.19,1.0,500,0.00333333,299.999969474,100,500.0,173.685810646,4666.19,1.0,1.0,4665.50640944,,5.43914e-20,1.0
0.0025,1.0,4667.139559,4667.139559,2,500.0,11.9569,152.093240298,0.0025,4666.43,1.0,500,0.0025,400.0,100,500.0,152.093240298,4666.43,1.0,1.0,4667.139559,,5.4346e-20,1.0
0.002,1.0,4666.63944251,4666.63944251,1,500.0,11.9072,138.380745285,0.002,4666.47,1.0,500,0.00199999,500.000006643,100,500.0,138.380745285,4666.47,0.999995,1.0,4666.63944251,4.75957e-13,2.01131e-18,1.0
0.01,1.0,4667.00759272,4667.00759272,2,500.0,11.7082,138.467733971,0.01,4667.01,1.0,500,0.01,100.0,100,500.0,138.467733971,4667.01,1.0,1.0,4667.00759272,,3.50449e-18,1.0
0.005,1.0,4666.05326036,4666.05326036,2,500.0,11.6448,135.014213557,0.005,4666.53,1.0,500,0.005,200.000000102,100,500.0,135.014213557,4666.53,1.0,1.0,4666.05326036,,2.1793e-19,1.0
