Weights,ReturnMeanIW,InitialReturnMean,MeanIW,MinIWNorm,Bound,MaxIW,EpThisIter,EmpiricalD2,ESSRenyi,Iteration,InitialReturnStd,MinIW,InitialReturnMax,EpRewMean,StdIW,TimeElapsed,TimestepsSoFar,InitialBound,MeanIWNorm,MaxIWNorm,EpisodesSoFar,StdIWNorm,J_sample_variance,InitialReturnMin,ESSClassic,EpLenMean
[-1.681  0.183 -2.763 -1.951 -2.828],1015.6499,-3.173828e-05,19.894827,1.9961036e-12,1015.6499,1983.9971,100,62312300.0,1.6048195e-06,79,90.59745,1.9961036e-10,381.11234,348.75817666636397,197.40001,856.6603848934174,2185626,-3.194809e-05,0.1989483,19.83997,7900,1.9740002,102859176.0,-108.956345,1.0055343,35.89
[-1.71   0.126 -2.751 -1.911 -2.896],7.9939446,3.3569337e-05,0.7354399,0.00038167642,7.9939446,6.803035,100,5.3636622,18.643978,80,119.11885,0.038167644,566.6155,333.2566257602154,1.0401908,861.4241871833801,2189060,3.4809113e-05,0.0073543983,0.06803035,8000,0.010401908,24480.127,-113.4675,33.32814,34.34
[-1.698  0.138 -2.746 -1.934 -2.865],568.1758,,1.7275903,1.8742103e-09,568.1758,137.38303,100,865011460.0,1.156054e-07,81,120.839745,1.8742104e-07,385.6241,364.2562568995274,13.684878,865.4074487686157,2192804,-4.7683716e-07,0.017275902,1.3738302,8100,0.13684876,28066258.0,-134.45941,1.5686749,37.44
[-1.763  0.231 -2.752 -1.777 -2.819],23.67516,1.800537e-05,0.95906633,7.516565e-05,23.67516,18.167086,100,13.354436,7.4881487,82,136.34569,0.0075165653,589.1126,370.76289513793495,2.232623,869.6990780830383,2196613,1.5735626e-05,0.009590663,0.18167086,8200,0.02232623,60799.55,-120.945175,15.578315,38.09
[-1.715  0.23  -2.735 -1.809 -2.826],173.97011,2.7770997e-05,0.44332027,3.4178177e-07,173.97011,20.793497,100,50350.16,0.001986091,83,140.39961,3.4178178e-05,762.724,357.1587508151199,2.1173677,873.7456314563751,2200286,2.8967857e-05,0.0044332026,0.20793496,8300,0.021173676,2521355.8,-107.36569,4.199619,36.73
[-1.728  0.176 -2.747 -1.869 -2.751],112.12574,-2.3498535e-05,0.93036866,4.393517e-08,112.12574,61.25527,100,1863.588,0.053659927,84,104.401054,4.393517e-06,363.1154,356.76026055676215,6.1603036,877.8440763950348,2203955,-2.4080276e-05,0.009303686,0.61255264,8400,0.061603036,812231.1,-126.958405,2.2300334,36.69
[-1.781  0.157 -2.749 -1.815 -2.775],2114.4592,2.8381348e-05,6.6535144,1.4782323e-23,2114.4592,664.1636,100,501284180000.0,1.9948765e-10,85,107.08791,1.4782323e-21,458.4133,341.4628260766316,66.08229,882.5917959213257,2207471,2.8133392e-05,0.06653515,6.6416354,8500,0.6608229,447215000.0,-111.65518,1.0035789,35.16
[-1.836  0.286 -2.792 -1.658 -2.946],35.534634,-6.713867e-06,0.5573467,1.8693969e-08,35.534634,15.312671,100,10590218.0,9.442676e-06,86,107.934074,1.8693969e-06,608.6075,351.2640935261617,2.0223942,887.5104393959045,2211085,-6.4373016e-06,0.005573468,0.1531267,8600,0.020223944,20049.531,-101.42552,7.0587487,36.14
[-1.898  0.357 -2.802 -1.52  -2.937],159.93137,4.91333e-05,1.1518414,2.3093473e-07,159.93137,29.74793,100,156.63702,0.6384187,87,125.21802,2.3093473e-05,662.72437,377.1682926924966,4.128387,891.4831867218018,2214958,4.9114227e-05,0.011518414,0.2974793,8700,0.04128387,764651.8,-127.31601,7.222186,38.73
[-1.914  0.361 -2.81  -1.415 -3.019],44.61373,-5.4931643e-06,0.5632534,3.4675875e-06,44.61373,7.7298703,100,587.2838,0.17027542,88,113.29475,0.00034675875,343.59406,396.27263769459967,1.1630965,895.4879622459412,2219022,-3.874302e-06,0.005632533,0.0772987,8800,0.0116309635,89337.09,-136.42618,18.996725,40.64
[-1.86   0.329 -2.805 -1.494 -2.975],39.01137,6.713867e-06,0.67677516,2.0764335e-06,39.01137,8.544876,100,518.61035,0.192823,89,112.93861,0.00020764334,456.79813,373.0683341755276,1.2950969,899.8079464435577,2222854,6.4373016e-06,0.006767751,0.08544876,8900,0.012950967,25263.0,-123.22342,21.450125,38.32
[-1.836  0.276 -2.802 -1.555 -2.97 ],8.721237,3.601074e-05,0.85170174,0.0008656189,8.721237,3.929074,100,1.6884149,59.227146,90,100.52495,0.08656189,358.92368,360.9677199485655,0.59754604,903.9492523670197,2226565,3.7670135e-05,0.008517017,0.03929074,9000,0.00597546,13349.535,-111.13428,67.013824,37.11
[-1.81   0.251 -2.893 -1.503 -2.963],51.595924,3.540039e-05,0.8758675,2.1222918e-06,51.595924,13.415218,100,582.0447,0.17180812,91,136.97311,0.00021222919,906.0138,363.8688106568093,2.0738873,907.512033700943,2230305,3.528595e-05,0.008758675,0.13415217,9100,0.020738872,51456.254,-124.0282,15.136557,37.4
[-1.825  0.304 -2.898 -1.446 -2.954],107.33617,7.3242186e-06,0.7459087,2.3225201e-14,107.33617,59.865887,100,9608385000.0,1.0407577e-08,92,126.81799,2.3225202e-12,650.1966,389.67023370827263,5.968935,911.8109331130981,2234303,7.748604e-06,0.0074590864,0.59865886,9200,0.059689343,1040983.0,-129.8082,1.5376163,39.98
[-1.796  0.205 -2.892 -1.582 -3.016],53.40683,9.155273e-07,0.8021685,1.5366568e-06,53.40683,24.302423,100,164.30742,0.6086152,93,114.60524,0.00015366568,482.90298,356.96774143531474,3.1743143,916.0603079795837,2237974,7.599592e-07,0.008021686,0.24302423,9300,0.03174314,148330.1,-117.14157,6.002702,36.71
[-1.773  0.222 -2.903 -1.619 -3.019],322.31003,2.1362305e-06,1.1746582,0.000113832946,322.31003,50.06979,100,44.10125,2.2675095,94,114.991455,0.011383295,636.3976,363.4648470286253,4.9908133,919.982328414917,2241710,1.66893e-06,0.011746583,0.5006979,9400,0.04990814,10157751.0,-123.65317,5.2488565,37.36
[-1.824  0.243 -2.909 -1.658 -2.862],61.854515,-2.1362304e-05,1.2475588,1.09674065e-05,61.854515,80.64087,100,434.7044,0.23004137,95,143.41815,0.0010967407,503.5107,386.3653046350287,8.084835,924.3254771232605,2245675,-2.169609e-05,0.012475588,0.80640864,9500,0.080848336,148568.36,-136.54204,2.3257334,39.65
[-1.806  0.268 -2.913 -1.709 -2.837],32.235107,7.6293945e-06,1.1410494,0.00012917847,32.235107,18.285666,100,4.4024415,22.714668,96,133.98482,0.012917847,491.61133,388.2628876129361,2.4470382,928.0573291778564,2249659,7.6293945e-06,0.011410493,0.18285665,9600,0.024470381,179054.25,-148.45566,17.860025,39.84
[-1.779  0.27  -2.923 -1.726 -2.879],45.15163,-2.0141602e-05,0.6165066,3.4024774e-07,45.15163,9.581556,100,442.92776,0.22577044,97,128.16182,3.4024775e-05,498.10324,391.7630725886398,1.4618725,931.7203898429871,2253678,-2.0503998e-05,0.006165066,0.09581556,9700,0.014618724,53682.98,-151.97095,15.099624,40.19
[-1.795  0.323 -2.923 -1.692 -2.869],55.197487,1.0681152e-05,0.93752885,3.2051474e-05,55.197487,14.4773035,100,1877.048,0.053275142,98,143.69656,0.0032051476,745.6117,394.26331621660415,2.059755,935.3442389965057,2257722,1.0251999e-05,0.009375288,0.14477304,9800,0.020597553,469134.72,-144.44823,17.161991,40.44
[-1.766  0.272 -2.935 -1.758 -2.753],101.12938,3.967285e-06,8.951557,2.1041067e-09,101.12938,850.6439,100,608140900.0,1.6443558e-07,99,84.84755,2.1041068e-07,383.80682,356.06036807576163,84.648766,939.287478685379,2261384,3.5762787e-06,0.08951555,8.506439,9900,0.8464876,493412.1,-106.24304,1.1059265,36.62
[-1.829  0.219 -2.896 -1.945 -2.701],397.61914,-2.3193359e-05,58.31064,1.218894e-11,397.61914,5700.8564,100,14411.295,0.006939002,100,118.88193,1.218894e-09,546.60486,373.2620612511275,567.1779,943.0834424495697,2265218,-2.2411346e-05,0.58310634,57.008564,10000,5.6717796,14256420.0,-143.46227,1.0459015,38.34
[-1.719  0.213 -2.865 -1.988 -2.941],44.49961,1.4953614e-05,0.34901452,1.0831798e-09,44.49961,8.7174835,100,5619746.5,1.7794397e-05,101,109.869644,1.08317984e-07,332.91342,356.9520707662365,1.1401383,947.8802261352539,2268889,1.8119812e-05,0.0034901453,0.08717483,10100,0.011401382,37449.945,-107.14453,8.567833,36.71
[-1.855  0.306 -2.916 -1.899 -2.953],54.186275,-1.800537e-05,1.2970248,3.1612304e-05,54.186275,54.102673,100,33.999527,2.9412174,102,106.80713,0.0031612304,399.4164,370.4589353561931,5.432353,951.5439660549164,2272695,-1.8119812e-05,0.012970248,0.5410267,10200,0.05432353,159497.22,-110.65149,5.3931594,38.06
[-1.876  0.342 -2.928 -1.887 -2.874],75.93698,-1.800537e-05,1.1401167,4.1226713e-07,75.93698,46.093468,100,2509.2554,0.03985246,103,131.16226,4.1226715e-05,580.0008,389.86143076324174,5.341588,955.4883229732513,2276695,-1.7523766e-05,0.011401167,0.46093467,10300,0.053415872,446998.6,-140.03825,4.357227,40.0
[-1.833  0.353 -2.933 -1.939 -2.86 ],44.24709,-8.544922e-06,0.703141,1.4469261e-05,44.24709,18.81079,100,138.96133,0.71962464,104,132.34247,0.0014469262,566.6,393.2568553473959,2.1922014,959.8942067623138,2280729,-8.46386e-06,0.0070314105,0.1881079,10400,0.021922013,179829.98,-133.44641,9.328166,40.34
[-1.852  0.386 -2.943 -2.013 -2.839],243.77423,3.0212403e-05,1.2864542,2.8381072e-08,243.77423,44.63993,100,34.582684,2.8916206,105,142.54729,2.8381073e-06,637.01624,402.8533909996948,4.8349113,964.0955235958099,2284859,3.0219555e-05,0.012864541,0.4463993,10500,0.048349112,5783077.0,-143.02625,6.611571,41.3
[-1.832  0.374 -2.969 -2.077 -3.012],25.783508,9.155274e-06,1.096321,0.00011769806,25.783508,14.27323,100,15.88532,6.2951202,106,159.33675,0.011769806,1033.3068,416.5569230229381,1.9829854,968.2438299655914,2289126,6.67572e-06,0.01096321,0.14273229,10600,0.019829853,171181.5,-146.7471,23.410294,42.67
[-1.834  0.375 -2.971 -1.997 -2.975],218.56694,3.5095214e-05,2.4582496,7.0976597e-12,218.56694,127.42203,100,49088920000000.0,2.0371196e-12,107,116.37177,7.0976597e-10,477.49942,412.35901814012243,14.671594,972.0853636264801,2293351,3.528595e-05,0.02458249,1.2742202,10700,0.14671594,4157573.2,-142.55246,2.7306945,42.25
[-1.782  0.281 -2.967 -2.149 -2.959],128.97476,4.272461e-05,1.5582969,0.0001136363,128.97476,28.505205,100,4.3075066,23.215286,108,138.68431,0.01136363,749.90967,399.9555749297355,3.433865,976.647313117981,2297452,4.1484833e-05,0.01558297,0.28505203,10800,0.034338646,1151794.6,-140.14523,17.076918,41.01
[-1.797  0.272 -2.971 -2.158 -3.059],166.78079,4.5776367e-05,1.4814578,5.1374766e-10,166.78079,55.548195,100,107500590.0,9.3022743e-07,109,101.77679,5.137477e-08,374.00873,375.85472173901144,7.264216,980.9777874946594,2301312,4.6014786e-05,0.014814577,0.5554819,10900,0.072642155,2379170.2,-126.04373,3.9930415,38.6
[-1.835  0.35  -2.942 -2.062 -3.057],54.365883,-4.577637e-06,0.79531217,3.6583165e-07,54.365883,23.013758,100,3856.1084,0.02593288,110,114.322716,3.6583166e-05,539.10657,390.7575664599021,2.9846838,985.0473473072052,2305321,-3.5762787e-06,0.00795312,0.23013757,11000,0.029846838,271886.78,-120.93207,6.6296077,40.09
[-1.846  0.396 -2.965 -2.007 -3.079],99.041985,-2.2277833e-05,2.1666842,7.3284767e-10,99.041985,197.51138,100,31047540.0,3.220867e-06,111,120.2416,7.328477e-08,453.40628,396.4570985082485,19.687654,989.3893601894379,2309387,-2.2411346e-05,0.021666843,1.9751137,11100,0.19687654,748192.0,-126.65207,1.1966712,40.66
[-1.861  0.457 -2.968 -1.961 -3.067],4.940838,2.0446778e-05,1.0320388,0.002823845,4.940838,1.9127611,100,1.095455,91.28626,112,114.59113,0.2823845,432.70547,417.1569709875728,0.35768452,993.6217725276947,2313660,2.026558e-05,0.010320387,0.019127611,11200,0.0035768452,17339.18,-137.34329,89.27632,42.73
[-1.864  0.461 -2.976 -1.954 -3.09 ],49.87127,-1.5258789e-06,0.43234605,5.2561997e-08,49.87127,7.430921,100,22875.21,0.0043715443,113,129.86674,5.2562e-06,635.896,413.95559529491607,1.0285159,997.5878796577454,2317901,-1.4305115e-06,0.004323461,0.07430921,11300,0.01028516,79075.32,-124.13364,15.016698,42.41
[-1.928  0.504 -3.014 -1.863 -3.105],15.730385,-3.1433105e-05,0.8511924,0.00066791504,15.730385,3.6554217,100,3.233116,30.929914,114,134.42194,0.066791505,427.21222,432.6585386506036,0.73110783,1001.6676678657532,2322329,-3.1232834e-05,0.008511923,0.036554217,11400,0.0073110783,22803.508,-152.83136,57.54578,44.28
[-1.921  0.496 -3.021 -1.911 -3.098],463.46118,-2.9907227e-05,12.44883,1.9760447e-09,463.46118,1195.5236,100,31047.557,0.0032208653,115,165.70589,1.9760448e-07,803.8021,446.0585664202721,118.93312,1005.5432238578796,2326891,-2.8133392e-05,0.124488294,11.9552355,11500,1.1893313,11656961.0,-156.21991,1.0837249,45.62
[-1.904  0.53  -3.026 -1.92  -3.142],79.92232,-3.6621093e-06,0.98111784,1.6464662e-06,79.92232,24.128304,100,238.37589,0.41950554,116,155.13048,0.00016464663,732.50476,447.3560771450802,2.6445928,1010.1098837852478,2331466,-4.172325e-06,0.009811178,0.24128303,11600,0.026445925,166665.19,-147.53314,12.098242,45.75
[-1.921  0.568 -3.007 -1.849 -3.131],68.180626,6.1035156e-05,1.0426204,1.6541183e-06,68.180626,20.971958,100,251.62926,0.39741006,117,117.68174,0.00016541182,370.91058,438.9568492668709,3.4169626,1014.4923660755157,2335957,6.0617924e-05,0.010426202,0.20971958,11700,0.034169625,226228.14,-149.111,8.517463,44.91
[-1.929  0.539 -3.005 -1.868 -3.145],27.878933,3.2043456e-05,0.8792209,3.3979053e-05,27.878933,8.541805,100,19.064558,5.2453356,118,140.04541,0.0033979055,498.40265,451.45932325767063,1.3545141,1018.2282297611237,2340573,3.2424927e-05,0.0087922085,0.08541805,11800,0.013545142,29876.217,-161.6297,29.64367,46.16
[-1.94   0.57  -3.005 -1.834 -3.134],16.342314,1.8310548e-05,1.0257152,0.00044866677,16.342314,8.791084,100,4.322665,23.133875,119,149.66344,0.044866677,517.3108,452.5561405925298,1.3870435,1022.4640393257141,2345200,1.4305115e-05,0.010257151,0.08791084,11900,0.013870435,85034.305,-162.72452,35.352757,46.27
[-1.935  0.548 -3.015 -1.84  -3.11 ],65.69796,2.6855469e-05,0.6990007,2.1553554e-08,65.69796,25.535069,100,1650817.8,6.057604e-05,120,147.32771,2.1553553e-06,522.106,457.7571709201743,2.9435349,1026.001848936081,2349879,2.5749207e-05,0.006990007,0.25535068,12000,0.029435348,89882.625,-167.92368,5.3381634,46.79
[-1.909  0.49  -3.003 -1.914 -3.085],54.219887,-1.8615723e-05,0.79868525,1.4285674e-06,54.219887,14.79866,100,267.50366,0.37382665,121,125.46291,0.00014285675,499.59946,410.25794714922347,2.3337078,1030.2040762901306,2354083,-1.7881393e-05,0.007986852,0.1479866,12100,0.023337075,374843.97,-130.42792,10.484691,42.04
[-1.897  0.519 -3.001 -1.907 -3.114],136.64177,1.4648437e-05,1.8585662,1.2656012e-09,136.64177,122.38465,100,600218.6,0.00016660595,122,129.60704,1.2656012e-07,552.99744,426.8562118256947,12.359794,1034.4315102100372,2358453,1.3053417e-05,0.01858566,1.2238464,12200,0.123597935,1075724.0,-137.0376,2.2111733,43.7
[-1.895  0.464 -3.016 -1.973 -3.164],114.0127,2.1972657e-05,1.0953444,1.2904481e-05,114.0127,22.417242,100,166.04578,0.60224354,123,134.0511,0.0012904481,520.70593,429.1588355975166,2.887711,1038.768296957016,2362846,2.3722649e-05,0.010953444,0.22417241,12300,0.028877111,391582.47,-149.33386,12.578076,43.93
[-1.936  0.493 -3.016 -1.904 -3.143],169.2497,-5.279541e-05,4.1297026,1.8824908e-08,169.2497,390.46417,100,1839906.2,5.4350596e-05,124,133.5097,1.8824909e-06,463.9091,425.95847441749,38.842308,1043.5581600666046,2367207,-5.364418e-05,0.041297022,3.9046416,12400,0.38842312,2947326.5,-136.12045,1.1177527,43.61
[-1.923  0.535 -3.02  -1.891 -3.119],16.13276,-2.6245118e-05,0.94815314,0.00068835256,16.13276,11.0465975,100,2.5254412,39.597042,125,133.67583,0.06883526,574.10406,435.7583377823757,1.3216194,1047.4937851428986,2371666,-2.4318695e-05,0.009481532,0.11046597,12500,0.013216194,53270.1,-145.91772,33.979813,44.59
[-1.908  0.532 -3.019 -1.913 -3.127],22.420671,-3.8452148e-05,0.58474535,4.534965e-06,22.420671,10.115798,100,57.188007,1.7486184,126,116.290115,0.00045349647,590.7037,409.1535858915529,1.452849,1051.5764153003693,2375859,-3.8981438e-05,0.0058474536,0.10115798,12600,0.01452849,64973.14,-119.32681,13.940862,41.93
[-1.892  0.544 -3.024 -1.928 -3.135],24.534576,-6.408691e-06,0.7738031,0.00038388517,24.534576,5.013076,100,3.6560056,27.352255,127,129.49396,0.038388517,540.0028,439.85476205463556,0.69105256,1054.953731060028,2380359,-6.67572e-06,0.00773803,0.05013076,12700,0.0069105253,25661.506,-140.02435,55.631096,45.0
[-1.917  0.566 -3.034 -1.894 -3.119],28.391811,3.0517579e-06,0.9626746,3.4913028e-05,28.391811,7.7489314,100,5.5244994,18.101187,128,155.42316,0.003491303,626.9076,462.9553577927978,1.5044029,1058.9869694709778,2385090,1.66893e-06,0.009626747,0.07748931,12800,0.015044028,75105.02,-163.1265,29.051756,47.31
[-1.939  0.584 -3.057 -1.848 -3.185],22.587494,-9.765625e-06,0.8349926,2.3769098e-05,22.587494,6.407258,100,6.8058205,14.693306,129,164.59819,0.0023769098,838.3957,451.45524712368046,1.2102023,1063.5839774608612,2389706,-9.536743e-06,0.008349925,0.06407258,12900,0.012102024,81115.54,-151.62723,32.25145,46.16
[-1.942  0.602 -3.061 -1.855 -3.209],324.08008,-3.112793e-05,2.4342573,1.2745473e-11,324.08008,231.95198,100,2074061800000.0,4.821457e-11,130,118.8873,1.2745474e-09,397.39822,452.454349751243,23.0704,1066.9513902664185,2394332,-3.1471252e-05,0.024342574,2.3195198,13000,0.23070398,10156278.0,-142.61954,1.1010687,46.26
[-2.001  0.692 -3.051 -1.808 -3.17 ],338.10638,3.0517577e-07,1.1518936,6.6053985e-07,338.10638,45.230316,100,5812.465,0.017204406,131,163.55437,6.605399e-05,615.61597,484.25046012272355,5.8331504,1072.0697672367096,2399276,-1.9073486e-06,0.011518938,0.45230314,13100,0.058331504,6068738.5,-164.42703,3.7532248,49.44
[-2.004  0.728 -3.062 -1.785 -3.105],125.4445,-6.713867e-06,1.6663724,8.9482506e-07,125.4445,69.80743,100,873.9507,0.11442293,132,139.37994,8.9482506e-05,462.1997,487.64922543717097,8.259204,1076.6560065746307,2404254,-7.1525574e-06,0.01666372,0.6980742,13200,0.08259203,924472.25,-157.83252,3.9114637,49.78
[-1.992  0.748 -3.072 -1.804 -3.084],37.98397,1.0986329e-05,0.4510035,1.1050661e-09,37.98397,8.91951,100,682.4386,0.14653333,133,124.19877,1.1050662e-07,453.30215,486.5478328956542,1.0537727,1080.9480664730072,2409221,1.2755394e-05,0.004510035,0.089195095,13300,0.010537726,25305.494,-156.71262,15.481642,49.67
[-1.956  0.705 -3.08  -1.877 -3.164],115.06926,5.1879883e-06,1.5865878,6.015311e-07,115.06926,83.34689,100,16024.293,0.006240525,134,122.60869,6.015311e-05,437.9957,461.8498865462585,9.579009,1085.319916009903,2413941,5.2452087e-06,0.015865877,0.8334689,13400,0.09579008,841953.4,-142.02084,2.6701353,47.2
[-1.954  0.741 -3.093 -1.861 -3.131],53.151527,1.5258789e-06,1.0522993,8.482629e-06,53.151527,6.650656,100,16.164341,6.186457,135,161.12598,0.00084826286,843.4099,496.44577067901633,1.2469654,1089.9823462963104,2419007,-7.1525574e-07,0.010522992,0.06650656,13500,0.012469654,118592.61,-176.63351,41.5938,50.66
[-1.977  0.765 -3.092 -1.81  -3.147],15.024731,-7.6293945e-06,0.8988562,7.205302e-05,15.024731,5.1596913,100,4.2982397,23.265339,136,169.19804,0.0072053024,486.60895,523.2449257623924,1.0563103,1094.7866830825806,2424341,-6.67572e-06,0.008988562,0.051596913,13600,0.010563103,41519.426,-183.41998,41.99866,53.34
[-1.947  0.749 -3.092 -1.833 -3.155],197.16872,-3.2958986e-05,2.2551763,,197.16872,225.07245,100,inf,,137,121.807274,,447.19843,492.64529189987974,22.393995,1098.2790608406067,2429369,-3.385544e-05,0.022551764,2.2507246,13700,0.22393996,3852930.2,-162.81042,1.0039586,50.28
[-2.106  0.909 -3.196 -1.569 -3.212],37.92832,3.6621093e-06,0.5246198,1.5756103e-05,37.92832,9.372439,100,62.344902,1.6039804,138,133.19131,0.0015756103,590.60315,539.2402423139824,1.215994,1102.7073783874512,2434863,3.5762787e-06,0.005246197,0.09372439,13800,0.01215994,97915.69,-159.4278,15.692518,54.94
[-2.111  0.888 -3.193 -1.578 -3.224],64.38941,5.1879883e-06,1.0383086,1.2820357e-06,64.38941,23.38132,100,492.09274,0.20321372,139,112.66351,0.00012820357,385.11328,514.7424359716082,3.081898,1106.7435162067413,2440112,4.053116e-06,0.010383086,0.23381321,13900,0.03081898,243631.67,-144.92413,10.193517,52.49
[-2.128  0.925 -3.196 -1.547 -3.204],39.265,-5.4931643e-06,0.607556,6.763728e-06,39.265,9.640349,100,56.55477,1.7681974,140,160.43396,0.0006763728,985.10834,554.741387629292,1.3195832,1111.1665332317352,2445761,-6.198883e-06,0.0060755596,0.096403494,14000,0.013195832,354103.3,-174.9212,17.490526,56.49
[-2.155  0.922 -3.21  -1.531 -3.217],6.0747924,-1.8920899e-05,0.9780339,0.0007253204,6.0747924,6.554104,100,2.7530298,36.323616,141,134.44902,0.07253204,589.1053,530.7406418679071,0.9124548,1115.4224078655243,2451170,-1.92523e-05,0.009780338,0.06554104,14100,0.009124548,39103.824,-160.9491,53.464725,54.09
[-2.164  0.921 -3.199 -1.523 -3.195],23.465113,-5.1879884e-05,0.84806395,0.00010885026,23.465113,6.4454017,100,29.02997,3.444716,142,119.80462,0.010885026,368.50806,531.3417420108551,1.241009,1118.7511279582977,2456585,-5.1021576e-05,0.008480639,0.06445401,14200,0.01241009,37404.344,-161.52435,31.833202,54.15
[-2.172  0.945 -3.206 -1.49  -3.194],10.230012,3.90625e-05,0.9646246,0.0010067251,10.230012,5.5269895,100,1.669771,59.888454,143,142.93304,0.10067251,517.31213,562.5434948129383,0.79580307,1123.1464931964874,2462312,3.9577484e-05,0.009646244,0.055269893,14300,0.007958031,34936.824,-182.7164,59.502415,57.27
[-2.18   0.954 -3.2   -1.469 -3.189],84.49702,4.6081543e-05,1.0541211,2.1254395e-05,84.49702,29.911911,100,33.29034,3.0038743,144,155.68895,0.0021254395,578.5142,571.3430047714063,3.4295986,1128.0273048877716,2468127,4.36306e-05,0.010541213,0.2991191,14400,0.034295987,710786.1,-171.53818,8.631586,58.15
[-2.168  0.957 -3.202 -1.509 -3.2  ],313.0994,2.8686523e-05,2.403213,1.8268179e-07,313.0994,191.28256,100,6023.891,0.016600566,145,129.2869,1.826818e-05,632.5179,537.3396859686324,19.162573,1132.9802215099335,2473602,2.7179718e-05,0.024032133,1.9128256,14500,0.19162573,7653860.0,-147.53705,1.5484581,54.75
[-2.145  0.966 -3.207 -1.543 -3.183],82.05827,2.8686523e-05,0.73514605,1.5067592e-07,82.05827,42.35388,100,200.82494,0.49794614,146,126.10345,1.5067591e-05,482.4048,577.4416770443365,4.250419,1138.2121863365173,2479478,3.0040741e-05,0.007351461,0.4235388,14600,0.042504188,421452.16,-197.63858,2.9045744,58.76
[-2.111  0.956 -3.21  -1.58  -3.28 ],43.447872,-1.8310546e-06,0.52777064,1.1751288e-06,43.447872,5.251565,100,131.69894,0.7593075,147,135.91463,0.000117512885,541.50665,568.339537758524,1.0050062,1141.9465789794922,2485263,-2.7418137e-06,0.005277706,0.05251565,14700,0.010050061,36773.848,-178.53882,21.6162,57.85
[-2.124  0.985 -3.213 -1.548 -3.285],83.681946,-1.7700195e-05,1.125084,1.3036617e-07,83.681946,98.02109,100,86946.79,0.0011501288,148,144.81229,1.3036618e-05,692.602,567.2382038121572,9.770118,1146.6266329288483,2491037,-1.859665e-05,0.0112508405,0.98021084,14800,0.09770116,656277.94,-157.41492,1.3087276,57.74
[-2.18   1.006 -3.195 -1.519 -3.248],118.64817,-3.0212403e-05,1.3386894,5.452845e-15,118.64817,54.689762,100,249010440000.0,4.015896e-10,149,143.97343,5.452845e-13,526.1221,563.7392276060089,6.6782184,1150.7833437919617,2496776,-3.1471252e-05,0.013386894,0.5468976,14900,0.066782184,665478.7,-173.9502,3.8630369,57.39
[-2.187  1.041 -3.239 -1.427 -3.291],16830.639,-3.4484863e-05,129.56026,2.0906192e-11,16830.639,12954.533,100,78981736.0,1.2661155e-06,150,173.60791,2.0906192e-09,899.9033,609.9385644680445,1288.9583,1155.1002297401428,2502977,-3.1471252e-05,1.2956024,129.54533,15000,12.889581,28324008000.0,-180.13,1.0002303,62.01
[-2.176  1.078 -3.244 -1.409 -3.32 ],70.86754,1.8310546e-06,0.9331654,3.3051952e-06,70.86754,22.709583,100,60.23476,1.6601709,151,180.00417,0.0003305195,788.3937,621.4332293729414,2.776256,1161.9109179973602,2509293,3.33786e-06,0.009331653,0.22709583,15100,0.027762558,322308.16,-181.63297,10.151054,63.16
[-2.186  1.099 -3.243 -1.377 -3.328],33.70859,1.15966795e-05,0.81838113,3.328922e-05,33.70859,13.038918,100,13.7794285,7.257195,152,134.9693,0.003328922,636.41016,633.4367812321168,1.5799011,1167.3391337394714,2515729,1.2397766e-05,0.008183812,0.13038917,15200,0.01579901,59286.055,-193.6481,21.155478,64.36
[-2.185  1.082 -3.242 -1.385 -3.338],78.70446,1.4343262e-05,0.6806814,7.791183e-06,78.70446,25.841291,100,336.7154,0.29698673,153,116.05295,0.0007791183,350.00873,599.8339426724727,2.7152781,1171.2155034542084,2521829,1.4066696e-05,0.0068068136,0.2584129,15300,0.02715278,826256.3,-150.03339,5.912754,61.0
[-2.212  1.079 -3.241 -1.385 -3.32 ],60.086967,-2.6855469e-05,0.8401753,2.7402306e-08,60.086967,37.944157,100,33512.746,0.0029839394,154,169.98412,2.7402307e-06,537.4954,642.338779505583,4.0503764,1176.3158543109894,2528354,-2.4855137e-05,0.008401752,0.37944156,15400,0.04050376,282391.75,-212.5285,4.1252766,65.25
[-2.213  1.109 -3.246 -1.355 -3.31 ],54.92142,-4.272461e-05,0.5692339,1.3242559e-05,54.92142,6.7260647,100,28.926191,3.4570746,155,154.6636,0.001324256,651.719,628.1354550130955,0.983071,1181.1023042201996,2534737,-4.4822693e-05,0.0056923386,0.067260645,15500,0.00983071,223113.27,-178.32239,25.109518,63.83
[-2.206  1.12  -3.251 -1.358 -3.296],89.29927,1.2207031e-05,0.575098,1.1858747e-05,89.29927,12.965674,100,87.80411,1.1388988,156,157.47798,0.0011858747,671.2029,648.6345291081193,1.5622983,1185.2799549102783,2541325,1.1205673e-05,0.0057509798,0.12965675,15600,0.015622984,768018.5,-228.81412,11.933469,65.88
[-2.198  1.135 -3.253 -1.359 -3.313],368.77563,6.1035155e-07,4.6962204,3.17655e-10,368.77563,435.03525,100,19671902.0,5.0833924e-06,157,154.23322,3.1765502e-08,708.10144,641.7322960456648,43.284294,1190.5588908195496,2547844,9.536743e-07,0.046962198,4.3503523,15700,0.43284294,8896717.0,-201.92676,1.1634662,65.19
