Iteration,TimestepsSoFar,Weights,EpRewMean,TimeElapsed,MaxIW,InitialReturnStd,ReturnMeanIW,J_sample_variance,EmpiricalD2,MeanEntropy,MeanIWNorm,StdIWNorm,InitialReturnMin,EpisodesSoFar,ESSRenyi,MaxIWNorm,Bound,ESSClassic,MinIWNorm,EpLenMean,MeanIW,StdIW,MinIW,InitialBound,EpThisIter,ReturnStepMaxmin,InitialReturnMax,InitialReturnMean,ReturnStepMax
71,1279004,[ 0.192 -0.101 -0.152 ... -0.405 -0.66  -0.047],104.677389125884,3447.2743237018585,5563.557,13.963846,3233.904,975851840.0,273342.47,2.1613722,0.58301914,5.534808,7.1428423,7100,0.00036584144,55.63557,2807.2764,1.097408,7.873841e-08,462.98,58.301914,553.4809,7.873841e-06,38.549004,100,74.70305,81.191956,39.36501,100.0
72,1323688,[ 0.191 -0.101 -0.151 ... -0.407 -0.654 -0.022],93.12731966233245,3558.857544183731,3859.593,15.390282,2526.788,631675000.0,20940.48,2.1250048,0.3894247,3.839912,-5.791497,7200,0.0047754394,38.59593,2419.7166,1.0180302,1.6204477e-07,446.84,38.942474,383.99118,1.6204478e-05,37.090054,100,71.91233,73.62037,37.829967,100.0
73,1371152,[ 0.19  -0.1   -0.149 ... -0.406 -0.659 -0.054],104.67150078981554,3675.816139936447,25317.08,15.652778,10906.389,11393962000.0,452355.62,2.1230612,2.5942621,25.190716,5.254648,7300,0.00022106501,253.17079,10414.292,1.0494571,1.513105e-09,474.64,259.42618,2519.0718,1.513105e-07,37.833218,100,66.63971,72.79947,38.56488,100.0
74,1418622,[ 0.189 -0.1   -0.147 ... -0.406 -0.665 -0.049],112.53794023302201,3768.294718503952,31845.805,14.311295,11602.965,13401494000.0,1919793.1,2.1350048,3.192723,31.68537,6.842745,7400,5.2088944e-05,318.45804,10505.165,1.0051192,9.949519e-08,474.7,319.27228,3168.537,9.949519e-06,37.97617,100,64.85649,78.83399,38.768482,100.0
75,1467645,[ 0.19  -0.1   -0.148 ... -0.404 -0.642 -0.061],96.76708694179985,3898.668125629425,37438.67,15.088139,25146.527,63145087000.0,11330834.0,2.1608958,3.748652,37.25053,0.6353669,7500,8.825476e-06,374.38672,22875.797,1.0025578,1.5509398e-11,490.23,374.86523,3725.0527,1.5509398e-09,34.05068,100,75.17194,67.12007,34.725258,100.0
76,1516920,[ 0.19  -0.1   -0.148 ... -0.402 -0.649 -0.028],113.56552848393886,4011.856106519699,2968.0283,15.839371,1317.8694,166701890.0,156054.72,2.2273233,0.30346248,2.9525812,-22.920017,7600,0.00064080086,29.680283,1041.3906,1.0453042,1.499758e-08,492.75,30.346245,295.25815,1.499758e-06,34.600414,100,,69.63714,35.300293,100.0
77,1563565,[ 0.189 -0.1   -0.148 ... -0.4   -0.618  0.008],91.13003420928607,4121.600201845169,1914.241,16.610706,985.2293,93047520.0,32835.902,2.2165227,0.19721285,1.9041296,1.3850497,7700,0.003045447,19.142408,842.7595,1.0613123,2.1369014e-07,466.45,19.72128,190.41298,2.1369015e-05,36.38289,100,75.4094,78.22866,37.169117,100.0
78,1612523,[ 0.189 -0.1   -0.148 ... -0.399 -0.629  0.008],95.20913345259466,4236.30027961731,25849.328,17.814772,7717.5176,5937839600.0,5231611.5,2.208967,2.5886033,25.719393,-8.0888195,7800,1.911457e-05,258.4933,5791.0854,1.0028412,6.934304e-11,489.58,258.86032,2571.9392,6.9343042e-09,37.583908,100,55.894157,83.80185,38.426147,100.0
79,1659112,[ 0.19  -0.1   -0.15  ... -0.399 -0.644  0.015],92.73108244657148,4365.068869590759,1837.9762,14.802931,1350.6194,174354700.0,28095.822,2.2177181,0.19151306,1.8280956,-1.0841868,7900,0.003559248,18.37976,1229.5684,1.0855727,5.964354e-08,465.89,19.151312,182.80956,5.964354e-06,39.030277,100,63.174286,71.85632,39.752464,100.0
80,1706182,[ 0.189 -0.1   -0.149 ... -0.399 -0.63   0.01 ],80.10061491796928,4487.412271976471,27303.53,15.288034,12346.569,15105376000.0,7073.6655,2.2273226,2.741539,27.16556,0.45029688,8000,0.014136942,273.03528,12279.251,1.0082095,8.294517e-06,470.7,274.1539,2716.5564,0.0008294517,37.46546,100,,79.63987,38.265873,100.0
81,1753692,[ 0.19  -0.1   -0.151 ... -0.398 -0.632  0.021],82.16801356607908,4611.350856542587,2794.9734,16.57001,2067.2969,414072130.0,248185.86,2.2116394,0.2890824,2.7801526,-10.181084,8100,0.00040292385,27.949734,1671.7788,1.069635,6.794112e-08,475.1,28.908237,278.01526,6.794113e-06,42.00369,100,67.95372,78.99424,42.79761,100.0
82,1802386,[ 0.189 -0.1   -0.15  ... -0.401 -0.63   0.004],92.86292066276273,4742.901663064957,2444.7559,15.660488,1652.587,250518160.0,45724.01,2.1960158,0.25908515,2.4320586,6.504293,8200,0.0021870346,24.447557,1466.1384,1.1221124,1.9750142e-07,486.94,25.908516,243.20584,1.9750143e-05,42.906548,100,69.438385,86.75702,43.77848,100.0
83,1849180,[ 0.191 -0.1   -0.149 ... -0.4   -0.654  0.012],75.07470676661467,4864.595664739609,2479.2468,15.907192,1548.3053,226111820.0,12950.586,2.1933413,0.2568263,2.466307,-6.506581,8300,0.0077216583,24.792467,1457.025,1.0727555,3.8173102e-08,467.94,25.682632,246.63069,3.8173102e-06,41.856056,100,67.05008,79.808586,42.658157,100.0
84,1896119,[ 0.191 -0.1   -0.149 ... -0.4   -0.662  0.018],89.5983044636965,4984.6282703876495,103110.664,14.440117,34025.29,115737510000.0,7647079.5,2.1980066,10.312203,102.59368,-7.7762175,8400,1.3076888e-05,1031.1066,31775.285,1.0002209,9.176168e-10,469.39,1031.2205,10259.368,9.1761684e-08,39.649403,100,72.378456,80.95675,40.46305,100.0
85,1943741,[ 0.192 -0.101 -0.15  ... -0.398 -0.652  0.012],96.44298799217731,5115.872254610062,164773.98,16.04688,48851.055,238452260000.0,1066377.5,2.1711376,16.482054,163.94757,-3.616913,8500,9.377542e-05,1647.7397,47985.645,1.000565,5.9607147e-10,476.22,1648.2053,16394.758,5.9607146e-08,39.663654,100,,83.3841,40.5017,100.0
86,1989270,[ 0.191 -0.101 -0.151 ... -0.399 -0.66  -0.007],90.53204718259146,5227.630830526352,3118.8464,19.016363,1509.3553,223127970.0,163070.81,2.1161532,0.315337,3.102886,-4.6591663,8600,0.0006132305,31.188463,1160.9722,1.0222468,8.8743773e-10,455.29,31.5337,310.2886,8.8743775e-08,38.593372,100,65.577866,85.83939,39.45609,100.0
87,2035781,[ 0.191 -0.1   -0.15  ... -0.397 -0.686 -0.036],80.3159791236183,5334.992285013199,5504.884,16.05989,3287.5588,1072849400.0,254466.0,2.0752676,0.5534355,5.477005,-8.232719,8700,0.0003929798,55.048836,2915.8,1.0107315,4.2451724e-08,465.11,55.343544,547.70044,4.2451725e-06,37.535797,100,,73.32702,38.272762,100.0
88,2081115,[ 0.191 -0.1   -0.151 ... -0.399 -0.706 -0.056],74.14633967683442,5454.617810487747,5030.926,15.555862,3455.144,1183265700.0,247915.45,2.0771523,0.5067643,5.005347,8.369513,8800,0.00040336332,50.309258,3045.3691,1.0146464,7.5428425e-10,453.34,50.67643,500.5347,7.5428424e-08,40.64777,100,71.70643,81.88631,41.470757,100.0
89,2129605,[ 0.195 -0.101 -0.156 ... -0.398 -0.716 -0.045],79.25515716861543,5572.4122841358185,3641.1372,16.15507,1633.0851,259578770.0,57701.06,2.0768988,0.3699049,3.6224525,7.3976865,8900,0.0017330705,36.411373,1440.6724,1.0319762,1.1587187e-08,484.9,36.99049,362.24524,1.1587188e-06,42.269016,100,58.49973,79.70019,43.070038,100.0
90,2176680,[ 0.195 -0.102 -0.156 ... -0.4   -0.714 -0.047],92.4413755047999,5692.288084983826,616.79114,15.43157,407.26868,11879079.0,4688.6113,2.0624268,0.07957863,0.6167538,-5.785986,9000,0.021328276,6.167911,354.54828,1.6375648,8.548938e-08,470.75,7.9578643,61.67539,8.548938e-06,35.818546,100,,76.60799,36.58848,100.0
91,2223804,[ 0.195 -0.102 -0.157 ... -0.401 -0.72  -0.055],73.47438056300327,5821.036124706268,64416.18,15.254259,9904.039,9776357000.0,406112.2,2.0911076,6.4452906,64.09292,6.4759283,9100,0.00024623738,644.1618,9432.16,1.0011406,2.5364777e-08,471.24,644.52905,6409.2925,2.5364777e-06,37.950058,100,74.16125,73.67584,38.69053,100.0
92,2271453,[ 0.194 -0.101 -0.154 ... -0.404 -0.713 -0.034],67.80489677126081,5954.640364408493,2144.4595,13.872362,793.34564,51468410.0,65425.92,2.1071799,0.2377978,2.1392677,2.2011774,9200,0.0015284462,21.444593,625.761,1.2205397,4.8814872e-08,476.49,23.77978,213.9268,4.8814873e-06,35.32979,100,,65.18939,35.984962,100.0
93,2315516,[ 0.193 -0.101 -0.153 ... -0.405 -0.705 -0.026],60.70216629726741,6063.040251016617,5886.58,15.497635,2655.8174,688364540.0,47635.215,2.119201,0.5972637,5.8563786,-8.178454,9300,0.0020992872,58.8658,2489.2595,1.0293909,2.9440383e-10,440.63,59.72637,585.6378,2.9440384e-08,34.469643,100,,75.93094,35.23278,100.0
94,2363665,[ 0.193 -0.101 -0.153 ... -0.405 -0.713 -0.006],101.75806043177218,6189.858652830124,1837.4049,16.136187,1010.9648,99449016.0,17148.703,2.138377,0.18674785,1.827912,-13.089906,9400,0.005831345,18.374048,911.3804,1.0329784,8.2878705e-07,481.49,18.674788,182.79121,8.287871e-05,36.386635,100,76.25169,75.66471,37.1471,100.0
95,2411898,[ 0.193 -0.101 -0.153 ... -0.403 -0.685 -0.015],88.53042327625904,6319.181411266327,3763.5613,15.467625,1910.5945,358773340.0,6721.748,2.1493967,0.38105854,3.7442722,5.9979196,9500,0.014877083,37.635612,1850.227,1.0251173,3.7883368e-08,482.33,38.105854,374.42725,3.788337e-06,37.968613,100,,73.26202,38.704926,100.0
96,2460739,[ 0.192 -0.1   -0.154 ... -0.401 -0.691  0.002],86.12164410196024,6434.531977176666,3145.9678,17.8224,1936.2313,361706660.0,54940.89,2.126034,0.32210782,3.1298287,-14.453873,9600,0.001820138,31.459677,1766.7244,1.0480592,4.3598664e-08,488.41,32.210785,312.98288,4.3598666e-06,29.918848,100,73.32501,71.95438,30.64202,100.0
97,2509460,[ 0.191 -0.1   -0.152 ... -0.401 -0.696 -0.015],73.43303899511545,6550.096321582794,2628.849,15.000042,1474.2494,212051250.0,62385.336,2.1210182,0.26931763,2.6151066,-5.7061133,9700,0.0016029408,26.28849,1317.2107,1.0494676,5.139709e-09,487.21,26.931765,261.51065,5.139709e-07,29.042095,100,64.85592,62.55803,29.670826,100.0
98,2556989,[ 0.191 -0.1   -0.152 ... -0.404 -0.681 -0.036],95.91161076660039,6676.224259138107,632.66534,16.46617,467.24658,19358502.0,8004.248,2.1122904,0.07216507,0.6295957,-42.417656,9800,0.012493366,6.3266535,403.27896,1.296767,2.9365121e-10,475.29,7.216507,62.959568,2.9365122e-08,36.695724,100,,71.1406,37.410717,100.0
99,2604646,[ 0.191 -0.1   -0.152 ... -0.402 -0.686 -0.039],72.30268259571616,6800.668294906616,1837.3594,15.986965,858.5987,70213070.0,21796.574,2.1032267,0.19120722,1.8275092,-7.0462265,9900,0.004587877,18.373594,759.0784,1.0828323,2.3396797e-07,476.57,19.120724,182.7509,2.3396797e-05,30.995075,100,,67.071045,31.669167,100.0
100,2652515,[ 0.193 -0.1   -0.155 ... -0.401 -0.687 -0.047],90.4344604112429,6911.543058633804,623.4817,15.889455,476.75735,19280968.0,4470.895,2.0872207,0.07206966,0.62030226,0.47138616,10000,0.022366887,6.2348166,428.5949,1.3319103,3.880246e-08,478.69,7.206966,62.030228,3.8802464e-06,34.93811,100,,71.66861,35.65841,100.0
101,2700217,[ 0.192 -0.1   -0.154 ... -0.406 -0.687 -0.064],100.85052798222158,7007.04354763031,19038.5,14.938237,11373.839,12815313000.0,4498270.5,2.1464655,1.9178969,18.941761,10.350441,10100,2.2230766e-05,190.385,9707.519,1.0147994,3.04046e-08,477.02,191.7897,1894.1763,3.0404601e-06,40.167477,100,,78.172386,40.95314,100.0
102,2748057,[ 0.193 -0.101 -0.155 ... -0.405 -0.639 -0.052],105.57131492500386,7150.453177690506,4234.703,14.016628,2531.3645,635780740.0,525384.5,2.1579108,0.4261068,4.213229,6.445938,10200,0.0001903368,42.34703,2024.8787,1.0124822,4.702387e-09,478.4,42.610683,421.32288,4.702387e-07,35.54702,100,61.31602,69.525856,36.245785,100.0
103,2793666,[ 0.194 -0.101 -0.156 ... -0.406 -0.617 -0.063],61.7032938786204,7265.686651229858,177085.3,15.891857,90094.77,811505600000.0,98613130.0,2.1428206,17.711082,176.1974,-0.2492386,10300,1.0140637e-06,1770.8529,82766.33,1.0002881,2.470692e-11,456.09,1771.1082,17619.74,2.470692e-09,37.105392,100,,73.42805,37.84337,100.0
104,2840006,[ 0.195 -0.101 -0.158 ... -0.401 -0.641 -0.054],75.53190333873667,7362.976225376129,41289.15,17.655006,17364.404,30051971000.0,17844050.0,2.1555564,4.1351314,41.081573,-22.027546,10400,5.604109e-06,412.89148,14404.28,1.0030129,1.72465e-11,463.4,413.51315,4108.1577,1.72465e-09,31.631056,100,,69.72375,32.33181,100.0
105,2883628,[ 0.195 -0.102 -0.159 ... -0.403 -0.628 -0.054],53.282305012340714,7478.359783172607,20.435604,25.885418,66.193825,37474.52,13.497375,2.153041,0.016015997,0.032582697,-73.987335,10500,7.4088483,0.20435603,62.947414,19.460096,0.0001585286,436.22,1.6015996,3.2582693,0.01585286,27.757397,100,,87.92175,28.641045,100.0
106,2930292,[ 0.195 -0.102 -0.159 ... -0.403 -0.625 -0.06 ],81.81144743607462,7589.583279848099,2280.6328,19.20523,1529.1118,226476290.0,103155.92,2.113583,0.23409058,2.2686954,-14.2289505,10600,0.0009694063,22.806328,1302.0308,1.0534558,3.974338e-09,466.64,23.40906,226.8695,3.9743384e-07,32.660072,100,,70.34793,33.3671,100.0
107,2978606,[ 0.194 -0.101 -0.156 ... -0.405 -0.642 -0.082],89.12582820071586,7706.2814202308655,4052.4983,18.545366,2561.0105,639861700.0,252079.5,2.0928462,0.41146773,4.0316596,-0.23721135,10700,0.00039670026,40.524982,2124.9707,1.0308692,6.700144e-08,483.14,41.146774,403.166,6.700144e-06,38.036224,100,74.855545,86.41221,38.9047,100.0
108,3023363,[ 0.193 -0.101 -0.155 ... -0.407 -0.616 -0.129],81.87980696762565,7822.58818936348,1260.7451,18.429764,766.407,54252876.0,3390.5535,2.1169562,0.13649157,1.2541035,1.3727272,10800,0.02949371,12.6074505,720.44196,1.1706597,1.4256127e-06,447.57,13.649156,125.410355,0.00014256127,38.548573,100,,78.54339,39.33796,100.0
109,3068339,[ 0.194 -0.101 -0.157 ... -0.407 -0.607 -0.114],89.9255390894691,7931.960157394409,9982.697,16.314817,7129.922,4921667600.0,64047.56,2.10748,1.0510585,9.937966,3.4192846,10900,0.0015613397,99.82697,6920.604,1.1061854,8.487459e-08,449.76,105.10586,993.79663,8.487459e-06,43.85655,100,,82.294876,44.683647,100.0
110,3111880,[ 0.196 -0.101 -0.157 ... -0.407 -0.601 -0.129],74.78032087545124,8039.924897432327,57695.117,18.904531,43825.95,192013120000.0,14264780.0,2.0685925,5.7709827,57.405766,5.328889,11000,7.010273e-06,576.9512,40659.254,1.0005099,3.1290806e-10,435.41,577.09827,5740.577,3.1290806e-08,44.721893,100,,83.42406,45.560337,100.0
111,3157705,[ 0.195 -0.101 -0.156 ... -0.406 -0.663 -0.107],84.78726866918115,8124.9672265052795,7272.6235,19.055845,2703.6113,722462400.0,86961.63,2.0686493,0.7320679,7.2356954,-6.8467574,11100,0.0011499324,72.726234,2445.1272,1.0132558,7.0666966e-09,458.25,73.206795,723.5696,7.0666965e-07,39.633675,100,,87.21429,40.510216,100.0
112,3201959,[ 0.197 -0.102 -0.159 ... -0.409 -0.669 -0.1  ],88.98392075391412,8241.330538749695,16016.055,20.169615,9384.997,8771799000.0,18576.389,2.021469,1.6073897,15.935205,-8.21344,11200,0.0053831777,160.16054,9265.9,1.007234,1.5020117e-07,442.54,160.73897,1593.5206,1.5020118e-05,37.79114,100,,86.94332,38.664955,100.0
113,3246647,[ 0.197 -0.102 -0.159 ... -0.41  -0.683 -0.134],97.97008786813123,8366.332106590271,284.8204,22.861094,288.9196,4550704.5,475.64206,2.0194707,0.04745242,0.30075732,-21.054993,11300,0.21024214,2.848204,269.56503,2.428877,2.0792015e-06,446.88,4.745242,30.075739,0.00020792017,43.212307,100,72.779076,88.299995,44.099754,100.0
114,3289877,[ 0.197 -0.102 -0.159 ... -0.412 -0.704 -0.115],93.8709829476357,8467.976182937622,7705.3105,20.282942,3894.485,1479234200.0,1416557.1,2.017816,0.7817282,7.665835,0.35328245,11400,7.059369e-05,77.0531,2748.1787,1.0291998,1.2744471e-08,432.3,78.17282,766.5835,1.2744472e-06,43.73724,100,74.70357,95.82994,44.70037,100.0
115,3332514,[ 0.196 -0.101 -0.157 ... -0.414 -0.685 -0.135],96.85414890413377,8576.812294244766,197.59851,22.10575,201.88388,2836547.2,433.3758,2.0377758,0.027062457,0.19653803,-16.10566,11500,0.23074663,1.975985,184.00792,1.8607326,2.637009e-06,426.37,2.7062454,19.653803,0.0002637009,41.43972,100,,85.438705,42.298416,100.0
116,3376169,[ 0.196 -0.101 -0.158 ... -0.413 -0.677 -0.124],86.68496509446564,8672.131702661514,30563.285,20.516273,9875.062,9703300000.0,735103.25,2.026605,3.062184,30.409504,-15.327466,11600,0.0001360353,305.63284,9055.772,1.003835,7.341029e-09,436.55,306.2184,3040.9504,7.341029e-07,42.242783,100,72.245094,95.07815,43.19836,100.0
117,3420916,[ 0.199 -0.103 -0.161 ... -0.41  -0.717 -0.094],100.31185520109901,8790.736069440842,49478.89,20.325935,24056.783,57829570000.0,3356329.5,2.0371242,4.9500136,49.230663,-12.362345,11700,2.9794453e-05,494.7889,22454.23,1.000859,7.149035e-09,447.47,495.00137,4923.0654,7.1490354e-07,45.17554,100,,87.035736,46.050278,100.0
118,3466350,[ 0.199 -0.102 -0.161 ... -0.41  -0.718 -0.083],92.04153067802547,8915.34830546379,1360.9673,16.030478,798.1325,57343984.0,10063.577,1.9990222,0.14429821,1.3539761,-3.0278492,11800,0.009936824,13.609673,708.79663,1.1230388,1.1359928e-08,454.34,14.429819,135.39761,1.1359929e-06,45.976494,100,,88.606865,46.867027,100.0
119,3511979,[ 0.199 -0.102 -0.161 ... -0.41  -0.737 -0.102],97.36705739001519,9030.91529417038,8369.365,17.424892,5020.9443,2404836900.0,723317.44,1.9954218,0.8547794,8.326458,-1.0871434,11900,0.00013825188,83.69365,4320.403,1.0428807,7.1916917e-09,456.29,85.477936,832.6458,7.191692e-07,48.07114,100,,81.957184,48.89484,100.0
120,3555009,[ 0.198 -0.102 -0.16  ... -0.411 -0.734 -0.108],94.41954986892102,9138.876966714859,430.81082,17.001621,374.2155,10111061.0,3245.2888,2.0123785,0.054751646,0.43059042,5.0458946,12000,0.030813899,4.3081083,326.46384,1.5911088,6.9361796e-08,430.3,5.4751644,43.059044,6.93618e-06,46.9594,100,,83.40257,47.797626,100.0
121,3597353,[ 0.198 -0.102 -0.16  ... -0.413 -0.724 -0.102],69.34049414045676,9243.261158704758,77447.14,20.44412,44497.434,197358860000.0,7590.0176,1.9590622,7.7555776,77.05785,-8.673775,12100,0.0131752,774.4714,44418.355,1.0028073,2.6961285e-07,423.44,775.55786,7705.7866,2.6961285e-05,43.57523,100,,90.313576,44.482914,100.0
122,3644839,[ 0.195 -0.101 -0.156 ... -0.411 -0.739 -0.139],91.97264943750412,9373.7309923172,129.81703,15.50187,182.53984,1345047.8,229.66997,1.9587193,0.025070583,0.13535765,11.950892,12200,0.43540737,1.2981703,169.39032,3.3167648,1.5296773e-07,474.86,2.5070584,13.535764,1.5296773e-05,47.855324,100,,86.33277,48.723003,100.0
123,3692281,[ 0.195 -0.101 -0.156 ... -0.41  -0.736 -0.143],102.19851659200125,9488.875030517578,786.6293,14.774432,393.0295,11751146.0,309.51602,1.9481795,0.09000776,0.7826006,-2.2673411,12300,0.32308504,7.8662925,376.9595,1.3054872,7.7108915e-08,474.42,9.000777,78.26007,7.710892e-06,47.055977,100,,90.88494,47.969406,100.0
124,3738104,[ 0.195 -0.101 -0.156 ... -0.409 -0.725 -0.165],67.62771865168625,9612.136335611343,101.51498,14.562661,139.02902,384617.56,31.878586,1.9573417,0.02763002,0.11718417,15.017595,12400,3.136902,1.0151497,133.9741,5.2665687,3.3773387e-05,458.23,2.763002,11.718417,0.0033773389,48.280743,100,,89.08045,49.17603,100.0
125,3784359,[ 0.195 -0.101 -0.157 ... -0.411 -0.714 -0.166],77.30112510814897,9712.088125705719,53.92713,15.523068,105.82628,174690.25,27.587854,1.9445838,0.021378316,0.07669901,17.806068,12500,3.6247835,0.5392713,100.57618,7.208974,8.6434065e-06,462.55,2.1378317,7.669902,0.0008643407,48.701523,100,,99.45484,49.70108,100.0
126,3831188,[ 0.195 -0.101 -0.157 ... -0.409 -0.721 -0.172],73.6908629144189,9821.772233963013,85485.49,16.746265,47831.613,228739970000.0,54818530.0,1.9658207,8.549666,85.05688,7.044754,12600,1.8242008e-06,854.8549,41540.293,1.0002617,2.0721957e-10,468.29,854.96674,8505.688,2.0721957e-08,47.011333,100,64.17992,84.54652,47.86106,100.0
127,3877043,[ 0.195 -0.101 -0.156 ... -0.408 -0.72  -0.152],55.28747160281691,9934.291728258133,10259.311,18.65103,4869.994,2346547200.0,644044.94,1.9470036,1.0312034,10.207406,5.063319,12700,0.00015526867,102.5931,4082.5867,1.0102946,7.973948e-09,458.55,103.12034,1020.7406,7.973948e-07,44.930397,100,,97.624565,45.911556,100.0
128,3921169,[ 0.193 -0.101 -0.155 ... -0.41  -0.733 -0.158],54.733847877167754,10047.568388938904,1141.0796,14.998089,820.9867,31775900.0,37833.977,1.9406976,0.21970016,1.5108484,7.400323,12800,0.0026431268,11.410795,665.5291,2.0707672,1.743067e-09,441.26,21.970013,151.08484,1.743067e-07,43.111164,100,,79.52222,43.910397,100.0
129,3966035,[ 0.193 -0.101 -0.154 ... -0.409 -0.726 -0.171],74.1248425955193,10158.577384471893,204.51045,14.801537,232.24211,1683007.0,368.99332,1.8981688,0.044586286,0.22751054,2.4466348,12900,0.27100763,2.0451045,216.92815,3.6985576,1.5303323e-07,448.66,4.4586287,22.751055,1.5303323e-05,45.104153,100,,79.322395,45.90137,100.0
130,4013202,[ 0.193 -0.101 -0.153 ... -0.409 -0.761 -0.178],91.32919346868712,10280.808273553848,2028.8035,18.327908,1017.96576,98399310.0,9174.613,1.8799038,0.20864734,2.018136,2.9918218,13000,0.010899642,20.288034,929.2317,1.0575662,4.4435257e-08,471.67,20.864737,201.81361,4.443526e-06,49.034256,100,,92.17521,49.960655,100.0
131,4059915,[ 0.194 -0.101 -0.155 ... -0.409 -0.759 -0.199],81.803011512067,10389.064497232437,19.890661,16.059013,94.38067,37104.266,17.607315,1.8818531,0.018656531,0.03763861,-2.1389847,13100,5.6794577,0.19890662,90.515785,19.723467,0.00010569783,467.13,1.865653,3.7638607,0.010569783,49.615505,100,,91.64469,50.53657,100.0
132,4102986,[ 0.193 -0.101 -0.154 ... -0.41  -0.759 -0.197],74.5743190570709,10493.512335300446,7881.773,17.298897,4094.735,1645800100.0,46072.62,1.9228505,0.7956541,7.841544,5.2419615,13200,0.0021704864,78.817726,3908.2114,1.0190537,2.0844817e-07,430.71,79.56541,784.1544,2.0844818e-05,49.35164,100,,86.46297,50.22063,100.0
133,4142090,[ 0.194 -0.101 -0.155 ... -0.411 -0.743 -0.172],41.91541422670873,10595.220246315002,3616.8625,18.380125,2664.8362,690710900.0,1947928.0,1.8954443,0.37114975,3.5981424,10.020711,13300,5.13366e-05,36.168625,1487.5208,1.0527979,4.6473736e-10,391.04,37.114975,359.8143,4.6473737e-08,45.17748,100,65.530754,83.931305,46.02102,100.0
134,4183809,[ 0.192 -0.101 -0.152 ... -0.409 -0.776 -0.167],47.295233248509476,10712.78825044632,2513.8237,19.899984,885.95685,46876764.0,9295.098,1.884767,0.29507408,2.5137937,-9.610928,13400,0.010758359,25.138237,792.8467,1.3591257,1.12175265e-07,417.19,29.507404,251.37935,1.1217527e-05,45.882088,100,69.064926,96.0921,46.847855,100.0
135,4229643,[ 0.193 -0.101 -0.154 ... -0.409 -0.786 -0.167],80.16161328565572,10842.261110067368,119005.945,18.46304,72942.83,531977570000.0,3312559.2,1.8752604,11.901883,118.40929,-3.8213615,13500,3.018814e-05,1190.0594,71238.375,1.0002168,6.1122876e-09,458.34,1190.1885,11840.928,6.1122876e-07,47.728294,100,,93.179504,48.664783,100.0
136,4275246,[ 0.191 -0.101 -0.151 ... -0.406 -0.793 -0.169],78.02718838533,10963.61231136322,34115.746,18.369612,25307.227,63922190000.0,7734475.0,1.8290808,3.4182372,33.944088,4.3075056,13600,1.2929126e-05,341.15744,22944.334,1.003909,1.1683057e-08,456.03,341.82376,3394.4087,1.1683057e-06,49.283596,100,,84.53688,50.133224,100.0
137,4318270,[ 0.195 -0.101 -0.157 ... -0.407 -0.801 -0.208],68.54014081605882,11069.570409059525,626.98895,18.384125,278.04175,6591856.5,1980.5264,1.8173618,0.067174986,0.6236776,-1.4398928,13700,0.050491627,6.2698894,234.35599,1.1467941,1.3880352e-06,430.24,6.7174973,62.367764,0.00013880353,46.88585,100,,97.67133,47.86749,100.0
138,4362546,[ 0.195 -0.101 -0.156 ... -0.407 -0.814 -0.207],63.543993510237314,11180.771449565887,401.09863,15.619856,456.77133,5285376.5,2444.2998,1.8235714,0.091918804,0.46722615,2.8628674,13800,0.04091151,4.0109863,415.15518,3.7261713,5.0491625e-08,442.76,9.191881,46.72261,5.0491626e-06,48.087025,100,,83.753365,48.928776,100.0
139,4409150,[ 0.194 -0.101 -0.156 ... -0.406 -0.804 -0.211],74.29062034670032,11301.68579363823,19546.758,15.009203,9493.772,8905511000.0,4608917.5,1.8294346,1.9697976,19.44746,-3.4000711,13900,2.169707e-05,195.46758,7674.911,1.0155114,1.6447439e-07,466.04,196.97983,1944.7461,1.6447439e-05,46.52803,100,,84.29808,47.37526,100.0
140,4453648,[ 0.192 -0.101 -0.154 ... -0.405 -0.816 -0.192],41.36594560428746,11413.316100358963,38803.03,19.342064,14287.142,20325202000.0,5241739.0,1.8212053,3.8873785,38.607834,-32.184925,14000,1.9077637e-05,388.0303,12176.692,1.0036489,1.6601204e-08,444.98,388.73782,3860.7837,1.6601203e-06,45.216187,100,59.1137,91.71805,46.13799,100.0
141,4500213,[ 0.191 -0.1   -0.152 ... -0.405 -0.827 -0.19 ],65.57696266481162,11543.483834266663,12841.518,17.352432,6312.9253,3930837200.0,2748332.8,1.8085219,1.2918205,12.776471,0.87661076,14100,3.6385696e-05,128.41518,4730.418,1.0119642,4.4581824e-10,465.65,129.18204,1277.6471,4.4581824e-08,47.270935,100,,94.97924,48.225517,100.0
142,4544525,[ 0.191 -0.1   -0.152 ... -0.403 -0.833 -0.197],39.45519433478418,11660.928985834122,1497.971,18.407925,649.0412,37630270.0,22127.516,1.8375467,0.15920627,1.490193,-8.872521,14200,0.00451926,14.979709,517.62415,1.1285125,6.306923e-08,443.12,15.920629,149.0193,6.306923e-06,42.861214,100,,87.90284,43.744675,100.0
143,4588342,[ 0.19  -0.1   -0.151 ... -0.403 -0.819 -0.181],49.44093971181718,11771.111931324005,9914.803,19.7246,4199.389,1727187600.0,39891.027,1.8115027,1.000346,9.864279,-9.354703,14300,0.0025068293,99.148026,4017.7285,1.0179493,6.0768617e-09,438.17,100.03459,986.4279,6.0768616e-07,44.597225,100,,90.498405,45.50677,100.0
